A,D,N_step,S,S_noisy
3.764237851783723277e-01,1.644896990227617906e+01,4.908661792978522342e+00,7.772276836437084224e-01,7.681901362951969459e-01
6.407060317300372390e+02,7.071216670418334616e+01,2.331328522130842185e+00,1.747604843182747558e+01,1.735409130716190163e+01
3.205121518880950049e+01,7.687877805341952353e+01,2.809514126094092568e+00,1.027562940348203391e+01,1.037263242612437608e+01
6.881485918891753206e-01,1.694491871113962134e+02,4.386712396862020746e+00,1.191384366702031405e+00,1.092260441687661787e+00
1.690777306888759934e+00,1.362638018329604961e+02,4.296260594527351317e-01,1.593971447993471902e+00,1.543974175387793135e+00
1.925002492227779172e+01,2.274599689298301186e+01,1.435495667991520286e+00,1.182879278131594880e+01,1.208207252829899936e+01
7.192193049807205085e+00,6.361968392470463129e+01,1.146772845531860874e+00,6.783589977268431603e+00,6.740683845150472031e+00
1.505196107851217435e-01,4.892627897746058920e+02,4.951891347507006103e+00,2.002338749879969265e-02,-7.446478773103540338e-02
1.717318581635668862e+00,4.881188189273581202e+02,4.960386332932750442e+00,1.165986047599826270e+00,1.178381611328798817e+00
1.907234463531602486e+01,4.563245642077374100e+02,2.319054550026031780e+00,1.208014407878250207e+00,9.532724465295431271e-01
1.760303426151859583e+02,3.926696841650260126e+02,3.869589938914815175e+00,4.418093309675009905e+00,4.103468341467551461e+00
5.881717623429358888e-01,8.688760705292087039e+01,2.838191803268255153e+00,1.154477754834605907e+00,1.152715275589257127e+00
8.813900377349508375e-01,3.460846641413564271e+02,5.111878390127155836e-01,1.373974758753126746e-01,2.332400994188842114e-02
4.838480760083690768e+00,1.479936130587334446e+02,4.025853259357698555e+00,5.490196005790527245e+00,5.207903731660520563e+00
1.458792331464144443e+00,5.336012511523535551e+01,2.349511787934827289e+00,4.243283571617535443e+00,4.431097803369835830e+00
2.117794748741238493e+02,2.959259234720873621e+01,3.787302042615593223e+00,1.895150307873135986e+01,1.909076300164144158e+01
1.636557913455530411e+01,1.007813956877650696e+02,8.958871053700917519e-01,5.668892573691507231e+00,5.715601732771189880e+00
7.418678235218438832e-01,3.545766773961330500e+02,3.340884625834250610e-01,8.019882624119942238e-02,-2.476151809461737963e-02
9.177049349252339283e+00,6.819580863060093634e+01,2.630440047962659733e+00,8.248124610205934459e+00,8.209634331955472319e+00
1.201160327436308783e+01,3.729814104759348652e+02,3.877944873827002148e+00,2.724828503073460695e+00,2.610966850249733184e+00
1.171048792953916395e+00,4.864182471826327969e+02,1.520514228749821228e+00,1.918460092917134152e-01,3.645206606916389647e-01
2.464873515426526751e+01,2.438808982776400853e+02,4.418813987504284668e+00,5.717218197400527835e+00,5.430491980183952627e+00
1.223183487544796293e+02,3.212340618242080836e+02,2.237720596329935141e+00,3.388483983304710012e+00,3.443235687324568861e+00
7.344767322670048282e-01,4.353862726602201292e+02,6.079501161494582639e-02,2.356716174896185748e-02,2.743804380575570745e-02
1.584068645283529086e+00,1.320737117596812027e+02,4.102099110348566668e+00,3.540720639637442435e+00,3.314764622683568085e+00
4.105852235489989566e-01,4.489538230850053537e+02,4.284948480725350173e+00,1.611070533366887325e-01,2.849914233307815903e-01
1.897348346480116854e+00,3.116128463416281420e+02,8.870725571662546605e-01,5.439455260446088847e-01,4.761441958597290025e-01
1.343817052694294603e+02,2.270523374584449527e+02,4.199181552406472395e-01,2.353586619954566306e+00,2.727517221670777481e+00
9.537791837341845280e+01,2.590061116800307559e+02,2.506905924124312790e+00,4.810584791759018763e+00,5.045464871897086923e+00
5.007110163133604033e+02,7.201837794355081712e+01,3.295974699231839722e+00,1.787224683169598549e+01,1.786127097235914718e+01
3.590467741770170029e+00,3.430795110690866636e+02,4.721861686261376256e+00,2.624893109866047958e+00,2.549802325934011904e+00
2.479029341668702313e-01,4.368291763609310578e+02,3.079040806218225068e+00,4.132905362747666539e-02,-9.491913247052868874e-02
4.679280359132600986e-01,3.034784001882772486e+02,1.936601519545612771e+00,1.816700512554240698e-01,3.762519730817551200e-02
1.135003461192463448e+01,1.993767211233566456e+02,3.292281518911456040e+00,4.893459054565020061e+00,4.956636255014694292e+00
2.768887575795830336e-01,2.039715283523360085e+02,3.983247423799546105e+00,1.786156293129630424e-01,-1.078894408175068986e-01
6.396605580755328191e+01,4.788551865513102257e+01,2.927494525097353861e+00,1.367629737301102466e+01,1.387061885032115072e+01
1.608450090374732522e+00,3.797008643932221617e+02,1.586313254692987673e+00,5.057601214370973652e-01,6.455119976249397151e-01
8.027949158484185332e+00,1.457573938882782443e+02,2.823339574353520121e+00,5.422680028460890256e+00,5.395973372102988996e+00
4.474143912742703399e+00,8.666149861905891427e+00,1.922674247491636956e+00,9.630340953202345844e+00,9.780357516310077770e+00
3.117224391648165671e+00,4.496215157871029078e+02,2.635978865697794049e+00,8.872403976107439139e-01,1.346815444817760277e+00
2.268400774200925127e+02,9.020363399650760527e+01,8.507796747893703326e-01,1.018928741473391675e+01,1.024871022963908018e+01
1.435991255392328192e-01,2.164991819449290631e+02,4.505992973732141138e+00,4.449868736796971924e-02,3.883876659310093737e-01
3.243791635945359531e+02,4.937326199367986135e+01,3.275492031710911967e+00,1.837277698056562869e+01,1.831413394619814738e+01
2.324974989809068526e-01,4.743845160713101450e+02,3.697737909475295570e+00,3.834094274747197606e-02,-8.284690007809569767e-02
3.133063422089241712e-01,3.832181811176747033e+02,4.222973720707414280e+00,1.179054908202352703e-01,3.182479794865012979e-01
6.049213122206222870e-01,3.882975282532150345e+02,1.562785731711596071e+00,1.423711762298598138e-01,-2.407194912738608583e-01
2.739772167049669065e+02,2.514427317507337420e+02,3.061617641742364615e-01,1.980715593885296721e+00,2.172637945061202114e+00
8.197182281256837086e+02,3.562975527539260838e+02,1.996396509012232645e-01,8.357752244127780727e-01,8.356114401768562905e-01
4.342067073274771816e-01,1.898400267861159421e+02,6.396128318123067702e-01,1.774357399458777740e-01,8.137614731546342905e-02
1.529606703634380160e+01,4.219926932259779164e+02,4.296107682522636750e+00,2.654623122300307614e+00,2.671807329384592755e+00
2.383299199885981778e+01,8.064585475601288067e+01,4.854076713030526236e+00,1.079758213626361751e+01,1.081985099608777290e+01
6.036913510750453460e-01,1.714537377484554668e+02,4.089723260660649728e+00,9.244194365468848540e-01,1.173937883686839267e+00
8.011175678072304152e+01,5.973569593371763631e+01,1.630942981365465227e+00,1.206199561463551717e+01,1.223035624652400877e+01
6.902999930046241239e+00,2.076657600456224770e+02,1.791658972057352361e+00,2.913598457634527961e+00,2.953781281397579228e+00
9.381487622534934179e-01,4.313659864173489495e+02,3.026648519964648010e+00,4.534313888611589682e-01,4.093222406005527780e-01
9.441029603299038175e-01,3.602531793427791058e+02,3.558418621878040033e-01,1.099607518375670667e-01,-7.894879966039075603e-02
3.164144330472779743e+01,4.843403248684118694e+02,2.278075721430488088e+00,1.152859592672100142e+00,1.192679958322076850e+00
1.379176230115420343e-01,4.852677917622134487e+02,4.418212297558775425e+00,1.464735572485089538e-02,-5.003824759810832079e-01
1.798806505354991998e+02,4.731584564032959292e+02,1.346177581607740370e+00,9.342171123705227398e-01,1.127401616179679600e+00
1.617458314082353468e+02,3.396490849607710629e+02,2.011447686094800957e+00,2.966593495011675241e+00,2.966374307060493098e+00
1.530940195213923793e+01,8.221213831289692564e+01,1.935078006022558084e+00,7.857683520056845339e+00,7.525305139261893039e+00
1.267313446018763223e-01,1.686092383301230484e+02,2.727624735049091864e+00,3.181447577345920125e-02,1.447934865036534791e-01
6.104775961779700566e+01,4.390694665834496959e+02,1.936190461007234909e+00,1.376016740368690039e+00,1.198236566643934076e+00
3.193835007695496664e+00,3.372708915281123154e+02,2.922537276613472734e+00,1.679570831603768299e+00,1.586363983393944910e+00
1.875578234686862134e-01,1.036612867374762601e+02,2.096879605154067239e-01,5.657562759674030634e-02,-3.006441972617543423e-01
1.773821571679302433e+00,1.631019276745479658e+02,2.973171917800887964e+00,2.893435767724645391e+00,2.743651221781483684e+00
3.784075795940171183e+00,3.034489382032652429e+02,9.747950670776950322e-01,8.565486631147791741e-01,8.884424373949335596e-01
3.094901936254510488e-01,1.617747364960804930e+02,1.964763791721756414e+00,1.899447719974824700e-01,1.730506685117884358e-01
6.167129262275866495e+02,5.643826213330038399e+01,1.474460669992675443e+00,1.739677966773832196e+01,1.745456864903366778e+01
5.060178473612289451e+00,1.633658980437268156e+02,5.551545359643161870e-01,2.172132407095957785e+00,2.025863333802485844e+00
1.738253338278688602e+02,3.916383154736112147e+02,4.612036192789141786e+00,5.210113010253336618e+00,5.322278427279919732e+00
2.455748013718232414e+01,3.978053301194204323e+02,9.484895011621946592e-01,6.946541471315552663e-01,3.979199057137780549e-01
3.363539187612329062e+00,3.239492790408745009e+02,8.665870210209669633e-01,6.490846548871888055e-01,5.344295435198631594e-01
1.123491284390591005e+01,4.496039570472342461e+02,4.825903069750713037e+00,2.541900377071246275e+00,2.010914160562931041e+00
1.057904887700235363e+01,3.103216423024668558e+01,9.521023135076411847e-02,8.486492923236223618e+00,8.423679419287038783e+00
3.277826898139118317e+00,3.926702098232009774e+01,4.446040331428930514e+00,7.849488025925578150e+00,7.738464531085886833e+00
2.829150406010231267e-01,2.976567545920991051e+02,2.108551650672676026e+00,7.417549883735537197e-02,3.348968034815588690e-02
2.213662513950157518e+02,1.189485697545839571e+02,2.744651845561574710e+00,1.181775472977741792e+01,1.192981587980879254e+01
1.028242048744847281e+01,2.465520222164420261e+02,8.142992704062551601e-01,1.541963413435390562e+00,1.802059852907367699e+00
1.044143404850598422e+01,4.944437626032051298e+02,1.956858045132380930e+00,7.009056828502686631e-01,4.630420422599534902e-01
6.339188111388426528e+00,1.120690767502300389e+02,2.490767933070243245e+00,5.838250073949643237e+00,5.787604772146774934e+00
4.775549485630111946e+00,6.337936819354017359e+01,2.441851122454240297e+00,7.119629822649859996e+00,6.725276134553929808e+00
4.655948132627520408e+02,3.589498911397145662e+02,4.022973006268891538e+00,6.245900938892102516e+00,6.608742684865411832e+00
4.937544981799598531e+02,4.399024515289501664e+02,4.349616935080503843e+00,5.127337868855550873e+00,5.384620494234418686e+00
9.041801135941199163e+01,7.654449980516803009e+01,6.198523916911152787e-01,9.079347516392230588e+00,9.169773636865693689e+00
1.543504272204339611e-01,3.980372865347914235e+00,4.047879170760870782e-01,1.224310592756202715e-01,3.623709178581849821e-01
3.465628735790435400e+00,1.765704424788381743e+02,2.769235301261965265e+00,3.626411126045202327e+00,3.795909519363924289e+00
5.599654072603049570e+01,4.771321911285969719e+01,2.012715119967288135e+00,1.264004492729229945e+01,1.251107487914902983e+01
1.612066266778811752e+01,1.961078260200622196e+02,1.839233971824580482e+00,3.854615546675714821e+00,3.996815880669800425e+00
1.766145840432731973e+02,1.272551038429099464e+02,4.315972162203915552e+00,1.274324992910034560e+01,1.297658987600148528e+01
1.387744543587969392e+00,3.522061294906891931e+02,3.392307862046513023e+00,1.097950651082391316e+00,1.258007893485629580e+00
2.764568369409088859e+02,2.221127394270373543e+02,4.179525803817243812e+00,9.575943278728443531e+00,9.557961983823512142e+00
1.662365676124730296e+00,4.968139144495372079e+02,1.744185490440377073e+00,2.943244723295591614e-01,2.165843111923902997e-01
7.099539168238831799e+00,1.811130914236935752e+01,2.135798503609203092e+00,1.021286896197830174e+01,1.068734807472288217e+01
1.066852315365231840e+00,6.389512525332840909e+01,3.578284492533704952e+00,3.198940468491221267e+00,3.253091684607248180e+00
8.776224275303916045e+01,3.184767475689987037e+01,3.967251739908293828e+00,1.616393358325759877e+01,1.627316117327968925e+01
4.160671164252009446e-01,3.295928097749808785e+02,2.457031152000770824e+00,1.560606539232528289e-01,-1.244370771507017637e-01
1.543862065861483188e+02,2.121879311909504224e+02,3.862685029511305768e+00,8.540260675987330075e+00,8.676824346430420221e+00
5.882938592801523470e+01,9.288854653510119874e+01,4.051270172343858000e+00,1.170501402456804207e+01,1.175440589842046357e+01
5.833889641201289722e-01,2.055248535054591912e+02,3.379728561512487239e+00,6.768089233726762854e-01,5.044514888084095094e-01
1.093581014437541512e+02,1.151537908690087875e+02,3.171183178938949965e+00,1.109779282436354109e+01,1.135569681162286493e+01
2.003709632522789608e-01,3.070632926505607543e+02,3.216564318549581358e+00,4.890813989228030845e-02,4.836954044439409350e-02
5.269555175018569848e+00,2.459324934938206297e+02,1.936030943318107322e+00,2.271384925553254330e+00,2.401024255440509680e+00
1.823065357501480435e+02,1.617805913213571500e+01,4.174189103801674960e+00,1.965413049818466362e+01,1.974624808987702806e+01
1.076987978665441492e+00,3.206575346944096339e+01,1.296960009395582425e+00,3.387340445079737083e+00,3.247500856129018842e+00
2.678934570956709749e+01,8.976463587923922205e+01,4.996827411048021528e-01,6.108829497322151525e+00,6.166708692665296532e+00
9.373269912189478248e+00,2.682936587578051899e+02,2.517173523463492213e+00,2.821881232215869062e+00,3.098720682857644348e+00
1.008510790548600988e-01,4.390442143311159384e+02,1.070448744644387329e+00,1.697158547850338923e-03,-2.194401495576371042e-01
4.926180676787327961e+00,4.290058044917066837e+01,1.664783481170418078e+00,7.678553337855176686e+00,7.471194330631621305e+00
9.615112666123890222e+02,2.059296707401364586e+02,6.340955963887218161e-01,4.812511193544150245e+00,4.630170970642016215e+00
1.622010197242395035e-01,2.163506411643933518e+02,1.428317096939081932e+00,2.794784767904730585e-02,1.760277167667244902e-01
4.872835436635308271e-01,3.259667692394103824e+02,4.245864482544044805e+00,3.495565625794995190e-01,2.570701438138808803e-01
1.179150964510315563e-01,1.829239821876248016e+02,1.093731305752691618e+00,1.522796682715607877e-02,7.401248374204226488e-02
1.336436724699922962e+01,2.405566745898022987e+02,1.909519260618756764e+00,2.914666325213381981e+00,3.143027458481253866e+00
1.163724993301983091e+00,2.618456594490461384e+02,3.876524991439866952e+00,1.511007753918293339e+00,1.285791915513481598e+00
1.547290292971699177e-01,4.120346259863732143e+02,9.589680694999580535e-01,4.735348219927174029e-03,2.992877132241049676e-01
2.365321324947779469e-01,4.132070067690801807e+02,1.597832047379421194e+00,1.992718574274705487e-02,2.556767647173655011e-02
2.067686369105995181e-01,3.186765784304918725e+02,4.299014903347506689e+00,6.383285361965780613e-02,2.861144476436840861e-02
4.848723123866048468e+01,4.950726287351311612e+02,2.293838237532249913e+00,1.211134991784217796e+00,1.516864781421437547e+00
3.157528203415039814e-01,2.005574052835713132e+02,6.290946075871040044e-01,8.529801646564778850e-02,1.765227033078788366e-01
6.812056385304389323e+02,6.165353194585721397e+00,1.489197963871649044e+00,2.497387587038001655e+01,2.471059833173140774e+01
1.023641890507779628e+01,4.348766845706578579e+02,3.642015694988768981e+00,1.938727167905127002e+00,1.926653163901793198e+00
1.672130072089421660e+00,3.729368274424039669e+02,4.785227513897719831e+00,1.623355998153493962e+00,1.468818950962637260e+00
4.136143558160040925e+02,2.125060984927735319e+02,1.088673743316185938e+00,5.007974479709011106e+00,5.060872206004824569e+00
1.358730368068671055e+02,1.499445131285451112e+02,9.397361645431001609e-01,5.957352673978337343e+00,5.863050028436791017e+00
2.441917393634038369e+00,2.798977490131281911e+02,5.187162991878180307e-01,5.871042740132683679e-01,5.189964235765064382e-01
2.205027904756505208e+01,6.172755117357153765e+00,2.132490123314215058e+00,1.388205546236235932e+01,1.407353825239041711e+01
3.304670731714846710e+01,1.016658126175851162e+00,1.295903998714105221e+00,1.543513474866852775e+01,1.509616233892696435e+01
5.582842689050795570e+02,3.626226540027340093e+02,2.699136710362650682e+00,4.437773005311896668e+00,4.493681823196155278e+00
7.197693964712464094e+02,2.402780280386197092e+02,6.418305997255940865e-01,3.486950101388065715e+00,3.439904503266347557e+00
8.442057832607392243e+01,3.171005399485074463e+02,2.356482831742268136e-01,7.893223656561473289e-01,8.536785550162167002e-01
4.255261493183254973e-01,7.844284347999935392e+01,1.700155869049757129e+00,5.903936812579073656e-01,1.158096505137697907e-01
2.406355983205007831e+01,4.740853947636697967e+02,2.238908983578480338e+00,1.116990819572907023e+00,9.258012039708303220e-01
2.106356420658990480e-01,7.354191122637271860e+01,1.246187341207183774e+00,1.347102080771205856e-01,5.285981287273647244e-02
5.291698166234054312e+00,7.056315080823382857e+01,2.951820015938983577e+00,7.324861157020066571e+00,7.655053157657558671e+00
1.082244194382676881e+02,2.151553323809173719e+02,7.213270089165046972e-01,3.081575796740754658e+00,2.830057024818080968e+00
1.916659825911316659e+02,2.441183878836471024e+02,1.312480668417987495e+00,3.879962837367028516e+00,3.654815773305414517e+00
2.777652378941654732e+00,2.614619138554646156e+02,4.706096697523209471e+00,3.169025230848463881e+00,3.130399949446171615e+00
1.357819941064308811e+00,3.275669436020476155e+02,2.373356725762288733e+00,8.656688322501762123e-01,9.288823348287090775e-01
7.884783145153541284e+01,4.269235573764194669e+02,1.012684561190547061e+00,7.799273535690445236e-01,6.569998908954519656e-01
4.360608603156697995e+02,4.910267655698853559e+02,1.668798739370654927e+00,1.306106107888472145e+00,1.322970016872001775e+00
2.052087303806841021e+02,2.238030198762448322e+02,2.357955050252381390e+00,6.402643291296038264e+00,6.075178027980665973e+00
5.602568131257024930e+01,2.293193456434628956e+02,4.073689779268973687e+00,6.775519241765074696e+00,7.113081278793865536e+00
2.940556598270970046e+00,1.170728981084706533e+02,7.707391594024864956e-01,2.999145955711278955e+00,2.931082574045259292e+00
1.887489742419689254e+00,3.493101937599506073e+02,4.275891431553721311e+00,1.735272176118821674e+00,1.760530816218651706e+00
1.000608876994780019e+02,2.568544988329140324e+02,2.792817239379820737e+00,5.294659270861211908e+00,5.834822777860268594e+00
4.277678735927072751e+01,2.257476315687103465e+02,1.080460398234881048e+00,2.881965977160221737e+00,2.769225158914625951e+00
1.154685430444170463e-01,1.703939960300463383e+02,3.017501086795058018e+00,2.706745015353401868e-02,-2.213592116058761827e-01
1.077509341524224062e+01,2.352698548676491157e+02,3.518700480748012893e+00,4.299036040255438174e+00,4.100944570895592278e+00
8.160816453143569333e+02,3.107786197870560727e+02,3.155596711624191197e+00,6.831390312896897576e+00,7.165358970275288897e+00
1.494769360260465030e+00,4.123246722750400863e+02,4.026272746677883596e-01,1.213451615964334929e-01,8.325717228128720615e-02
7.096335941422217957e+02,2.966420865694481677e+02,2.306944238980604300e+00,5.537865005201723534e+00,5.381068438762364181e+00
1.729197051243677947e+02,3.708917115198935335e+02,1.218477240004165463e+00,1.585784862080428237e+00,1.578370145462544949e+00
1.609542431821644470e+01,2.001699175224948419e+02,4.682659986092795101e+00,6.350736392652253315e+00,6.340976579022282067e+00
4.413111781443318504e-01,2.894273159881432207e+02,4.329296545472949731e+00,3.397000486018982301e-01,5.409502658434028888e-01
9.039019540558914656e+00,4.551315247320774802e+02,4.713673087520226623e+00,2.313968907122494478e+00,2.458023113235824564e+00
6.503968372226314614e+02,2.378363083523603621e+02,3.031380431210958015e+00,8.695738241561317139e+00,8.771183144425654277e+00
1.002888034823942592e-01,8.058009977571400384e+01,1.197291571415911582e+00,2.489731928912880185e-02,1.215048692888825860e-01
2.549296652004791497e+00,3.848546338134102598e+02,3.696667820990335418e+00,1.557512151767907582e+00,1.396351946551430467e+00
2.450999410221951891e+00,2.873867058393782372e+02,1.878100579448142682e+00,1.317901547953046260e+00,1.066100609361388507e+00
1.696322824517493473e+02,1.513745033540557756e+02,2.391209894412962278e+00,9.044027582364043027e+00,9.125299094123306531e+00
1.557373166814888799e-01,1.009233761174949109e+02,2.720105245531380778e+00,7.250922902114473323e-02,1.779128052740452937e-01
9.820165500570541273e-01,1.252206159679284383e+02,2.629796988765428445e+00,1.928517740679116521e+00,1.962940085186154704e+00
4.276236015982575509e+02,4.114392160318354854e+02,2.937651569180022015e-01,5.168920150946735292e-01,5.746144123552808791e-01
1.121841708822330901e+02,3.215467992441774641e+02,2.551959998668067886e+00,3.722809534139364551e+00,3.849503582940750235e+00
1.335975357738746316e+00,2.612502249902806284e+02,2.091893763926734984e+00,1.097344547015704386e+00,8.695314255224499966e-01
1.314022704892442448e+02,9.483991065158880929e+01,1.023864765489473916e+00,9.264634942651294836e+00,9.197096181520814540e+00
4.931875227939265756e+02,3.934475707693046047e+02,4.133055510840147662e+00,5.722445972268494607e+00,5.549537354386905541e+00
7.819334922259670293e+02,2.467626600703400470e+02,2.312649927844131703e+00,7.240485933804796659e+00,6.868839091893669035e+00
8.374237848397843891e+02,1.457308974271022635e+02,5.879431280699709550e-01,7.476870023639127005e+00,7.583714497921039133e+00
1.425408516308773166e+01,3.353232938404073593e+02,4.028079675335443532e+00,3.381017082856285327e+00,3.335835906213115987e+00
2.744228662788740780e-01,3.449929633167514567e+02,3.089438169600668527e+00,7.749627921940308029e-02,1.593804729028858169e-01
1.226798347660803046e+01,8.331634669637510626e+01,3.455840631307105504e-01,5.240963029240012006e+00,5.367631800223771066e+00
4.437529697685613783e-01,4.323185634153926458e+02,4.530283010504898566e-01,2.005718166644368528e-02,-1.603570428910817414e-01
1.461776328555312610e+01,1.972058981296035824e+02,2.871829774861979878e+00,4.834896492761890485e+00,5.136715226474974472e+00
2.031722442054601507e-01,1.127827838180832032e+02,1.234205652198270275e+00,9.082683106490474501e-02,1.518300479807581094e-01
6.532430177187653442e+01,1.459064460390611089e+02,3.297619195807510728e+00,8.880652955940734117e+00,9.082812114866143816e+00
1.764583806605325711e-01,4.697653312769508602e+02,4.646009729468491223e+00,2.814934228110915412e-02,3.672756944252057454e-01
1.317160617043503512e+00,2.287815147286463286e+02,3.110267079678404656e+00,1.699301447739242965e+00,1.604336809661963237e+00
2.685777476291398216e+02,3.248193695202796789e+02,5.414053071321306421e-01,1.339771068891886241e+00,1.216840156783865590e+00
2.622153088734031634e-01,2.541775900451300743e+02,1.638441672579294295e+00,6.713533675672245238e-02,1.033075078859977403e-01
6.725889462355297832e-01,4.972845863936049682e+02,4.687416970921725934e+00,3.631992194092195092e-01,5.854837333186543313e-01
2.909222929311793493e+00,3.636285495077609085e+02,2.197512029426174518e+00,1.080053404260429062e+00,1.308684454568575184e+00
2.429816087734113061e+00,4.151093061732976821e+02,4.946969073699407637e+00,1.819777429035198235e+00,1.426023952510774295e+00
1.786765683157143485e+02,1.723677364559657121e+02,3.887271006404926510e+00,1.029931352876867301e+01,1.058670869741673926e+01
2.048847735218513877e-01,4.596487258637498030e+02,4.600025205144336660e+00,3.985955040341138123e-02,-4.912511266208605121e-02
4.917526087167868099e+00,3.921448044153908086e+02,2.664718606168126058e-02,1.408665765855006691e-01,2.390904456070702677e-01
1.764130103613500751e+02,3.721861510328616873e+02,6.623474551625985196e-02,4.241269512166360167e-01,1.593849621724078847e-01
1.427317874549682699e+02,4.195262551279897707e+02,2.562322895434753889e+00,2.478777565766492330e+00,2.302340102100997488e+00
4.540286496156354019e+02,2.308460865480471682e+02,2.351749982623131174e+00,7.169866987205878672e+00,7.243131915146071798e+00
1.272995531214773657e-01,3.340480495388868576e+02,4.157830015509428989e+00,2.027187636474226534e-02,-3.365928877964722843e-01
9.307626272130402185e+02,4.338504706810437597e+02,2.964935266465787755e+00,3.943933435620801564e+00,4.105513340423305735e+00
4.128750202889341026e+00,1.482311727858310348e+02,4.462750207510127076e+00,5.458455652509356604e+00,5.350708931258685297e+00
4.164045254973653414e+02,4.316405534788533487e+02,3.102837396631137334e+00,3.585574851604775848e+00,3.640943499682324003e+00
9.094086517169461104e+02,3.974538898440232515e+02,3.456157630850590579e+00,5.330570714361997808e+00,5.360211685631595557e+00
5.572126644689500807e+00,4.080640465978808606e+02,1.568903205466455342e+00,7.441509371689903896e-01,6.333304142834187411e-01
1.145475503159343589e+01,3.353276991855005349e+02,1.108050744599019533e+00,1.025054711139505192e+00,1.287738637071035974e+00
7.467982332289098579e+00,1.953542918646198245e+02,2.557300189538214141e+00,3.926716427901601136e+00,4.394979376047644770e+00
9.846099615008390629e+02,2.999561951008062692e+02,3.134011001833405530e+00,7.357170174969724918e+00,7.483321422980099058e+00
1.001552867163498028e+01,4.515305618504442577e+02,2.867448520228508269e+00,1.370763795627830905e+00,1.027631385019140087e+00
4.770850169102704541e+01,3.792454919092261321e+02,1.987797379935651421e+00,1.844749326565050307e+00,1.869130458060754174e+00
5.200511126338384749e+00,2.809216151734877371e+02,8.708871741950530154e-01,1.036053007974192530e+00,9.909050703477741973e-01
7.727212360893643961e+01,1.201492194318289961e+02,7.589013883443784803e-01,6.313588480876994424e+00,6.495672815517088416e+00
6.263982081763269605e+01,4.407537183450413067e+02,2.209869518856819148e+00,1.596755854020958987e+00,1.609030705069156131e+00
8.127406243749481973e+01,2.596340639792650791e+02,2.526450134555104921e+00,4.670270920884009413e+00,5.098919155417307891e+00
1.969474896047171697e+01,1.088807387235362683e+02,2.689114460331968992e+00,7.804469934285123145e+00,7.943105379554224577e+00
7.353569493293323767e+00,1.747710275001410025e+02,2.868973872357394317e-01,1.815019240812889123e+00,1.934701438834592224e+00
1.828565322649686742e+00,1.929992184766035734e+02,2.491117277467011171e+00,2.299372535961934805e+00,2.230771889351320425e+00
1.487923253520917655e+01,2.928100248938096115e+02,3.098780984674405214e+00,3.275635252256079433e+00,3.097751626512071699e+00
1.548153244525955330e+01,9.284468927933719584e+00,1.432677816652950797e+00,1.256583553646123796e+01,1.254886420669055092e+01
2.739849751053057503e+01,1.137102869499637166e+02,4.309377560481223668e+00,9.475642076701229044e+00,9.516237917270679247e+00
1.658543328983377863e-01,4.025263243360183196e+01,3.568950108976344460e+00,1.223191934529683639e-01,2.181637374808180763e-01
2.532903026846328176e-01,4.759931310545603651e+02,1.831528234976417924e+00,1.888244826921361627e-02,5.912036352619984281e-02
9.057662941267356871e+01,2.018765001817494635e+02,1.617203696854306205e+00,4.940174931436652983e+00,4.884193612301373832e+00
9.495318675678898046e+01,2.154618221906675615e+02,3.701106368802414837e-01,2.330201627613635029e+00,2.340103991800027039e+00
3.213609862834620468e-01,3.533982038792960907e+02,5.995446397572529174e-01,2.426633128157618113e-02,-6.825748310297985455e-02
1.148835583161562113e+02,3.056796087082059898e+02,1.710723941985219376e+00,2.905695249991545381e+00,2.707773515750286020e+00
6.307054986008110973e+02,2.889393782238952326e+02,2.263112649477047711e+00,5.545445472293188516e+00,5.371945043957322419e+00
6.245238533768069829e+02,2.798697696568568176e+02,2.834425383634436635e+00,6.846441154399637519e+00,6.945024766596184840e+00
1.760141432824249819e+01,1.478055945494729997e+02,2.895469506760770972e+00,6.431778126714005062e+00,6.576897107571180179e+00
3.805987209656848669e-01,3.296692497870703278e+02,1.163640046217196300e+00,6.701317274930844448e-02,2.368840813589487976e-02
1.317686048944743220e+02,1.836330646423512860e+02,9.128773379252047571e-01,4.537372066678754479e+00,4.510051275245951174e+00
1.163009517624057487e+01,4.070496980819831379e+02,4.443130533983739916e+00,2.722022435143921282e+00,2.831276960544360843e+00
4.164809807869357314e+02,1.552718480687989597e+02,3.955069089842930374e+00,1.293078515854321786e+01,1.290350942348441166e+01
1.430014316748574466e+01,2.517943962735730281e+02,2.908243592754661044e+00,3.736858336736472719e+00,4.365217632997308250e+00
6.997749410884509524e-01,2.289168550234738220e+01,7.871379765639346937e-01,1.988321307208222199e+00,2.014033581998901035e+00
2.957885930054620083e-01,2.910946482898252441e+01,3.710738304785985875e+00,4.433476870896816413e-01,3.394641514861677090e-01
1.246380195389504147e-01,3.062589504433257730e+02,2.003638831521581398e+00,1.147936350088837529e-02,-3.506812380567244092e-01
3.720158722017237096e+02,2.750242820055537152e+01,3.184042526355574054e+00,2.074910778665779176e+01,2.079114019269502478e+01
4.879267361599077617e+02,4.754893407970433827e+02,4.140285483785814513e+00,4.300203540805066282e+00,4.505205829912673821e+00
2.381806878965737617e-01,1.173616578179471048e+02,4.389525518753058186e+00,1.961595212618127138e-01,1.848935762427461604e-01
5.336183732949025682e+01,2.676127817294286046e+02,1.103503525355438164e+00,2.282183604245098252e+00,2.530418740992969262e+00
