T,H,P,m,m_noisy
3.442347656655118726e+01,4.745236063285494410e+00,1.004312630079503332e+00,9.763057190189353696e-01,9.701153156775859099e-01
5.622336516476507740e+01,7.120884383112389138e+00,-4.531136827997870320e-01,7.583797407056018791e-01,7.456126327506291673e-01
3.666177116921195278e+01,7.964970133169858357e+00,1.993506314999066831e+00,1.046950631352609573e+00,1.041477377276656124e+00
5.167960359283362237e+01,2.086699245863790964e+00,1.957570308715109508e+00,9.563129064693860482e-01,9.705517884727793421e-01
4.924858265550629000e+01,9.478416159756987369e+00,1.887604267192608987e+00,9.673202336011349489e-01,9.590427561060036465e-01
6.456621925703736053e+01,7.853068072281153889e+00,-1.988525025642415844e+00,6.285087604317297627e-01,6.109480007369677557e-01
7.131533020828257463e+01,3.945161563421444306e+00,-1.734698348558061376e-01,6.517105164906626946e-01,6.547807032902769331e-01
5.731163065773077392e+01,9.865046948438729757e+00,6.078387731363656954e-01,8.182663671991324827e-01,8.322483010107555312e-01
7.609153806878896376e+01,3.894946661047420378e+00,-1.895608552006602388e-01,6.042778054652973019e-01,6.289118462972195234e-01
8.988643071453456912e+01,7.107686910435862870e+00,-1.545305462234256577e+00,2.604955216583270672e-01,2.732774302971291980e-01
5.074604127013264332e+01,1.520050335215534787e+00,1.046605159460602952e+00,8.913846033552895731e-01,9.013590151537744788e-01
1.291741668598325177e+01,9.905443273488927503e+00,-1.351323022351670566e+00,9.694626963781315387e-01,9.518541901300462404e-01
7.825400650282568904e+01,9.719037616773100297e+00,-7.442952716791224610e-01,5.554367812122847914e-01,5.519261000673107986e-01
5.085231983585572380e+01,9.888852397052579235e+00,-6.654598845784640559e-01,7.893505768692978819e-01,7.858326293152556596e-01
7.964884582262237700e+01,7.807350208062735497e+00,-7.233824709326239777e-01,5.357386965644966859e-01,5.373624333325411895e-01
8.596683759066999642e+01,7.101818397837855734e-01,1.722954144220553818e+00,6.456324033316884758e-01,6.365732005023305717e-01
1.684109056262845883e+01,3.019973154199909970e+00,3.305636671005141025e-02,1.006775301994075722e+00,1.014963006609278517e+00
4.543492671309891762e+01,2.477174062827847134e-01,3.029604495651887497e-01,8.837412723520169378e-01,8.965332219592725416e-01
7.591095152203413932e+01,5.102905993021447983e+00,-1.820107114378170632e+00,5.107576674149637563e-01,5.120946630683884671e-01
5.020074443224258687e+01,6.190535843849098718e+00,1.602238485850076444e+00,9.310451919441709023e-01,9.283658392393335790e-01
5.017113748721238409e+01,9.780122309062578623e+00,1.952293819985175372e+00,9.681125569197647218e-01,9.702372551368305675e-01
5.259073768626408452e+01,2.854635913762186838e+00,-2.152417696220725318e-01,7.953019462086360347e-01,7.993242995203773127e-01
9.797148956898173822e+01,5.974656778901507259e+00,-8.725976312403904700e-03,2.398024741270022298e-01,2.479574570193712468e-01
3.135548176145653798e+01,9.912694106609807321e+00,-8.200070940858523727e-01,8.960367626554828213e-01,8.876146450433755053e-01
2.452318508348312065e+01,6.715597691472575903e+00,7.387541433270081725e-01,1.009284923850752858e+00,1.023962365196768420e+00
7.829299418815861600e+01,8.439316688997379856e+00,-1.589595366034342927e+00,4.986157927135728696e-01,4.991512588936207195e-01
8.470939331467869238e+01,9.523312787318776174e+00,5.505910412411552102e-02,5.317929899777673608e-01,5.302279967788652293e-01
1.406113346037976974e+01,3.783041141515142147e-01,6.914363423881417781e-01,1.075386266234680699e+00,1.082479237484986090e+00
6.458485098711661010e+01,6.087385404099507902e+00,3.905295219395976680e-01,7.442238280304888098e-01,7.373861695703680663e-01
8.629966425334983171e+01,5.075718519294410314e+00,-1.750610562198019693e+00,3.375839988075338693e-01,3.465250963622993341e-01
7.391690354420060771e+01,5.096996561019727423e+00,1.124264424488417458e+00,7.169941604961667103e-01,7.386478984236273249e-01
2.311341510526941434e+01,6.468035604069783062e+00,-5.664593641056203666e-01,9.438689139642520987e-01,9.483846595595623041e-01
2.494834034747320217e+01,1.137625421114691893e+00,-7.625633763811285881e-01,9.377057617892667896e-01,9.399080337076183289e-01
4.967912733045000095e+01,6.003277578745095155e+00,-1.026034624699841302e+00,7.754950092090273639e-01,7.708478315926960978e-01
4.322888837360054737e+01,1.474489730191304027e+00,1.492211783230906974e+00,9.726807726158122058e-01,9.877759915876966890e-01
2.497268175101404353e+01,4.865076844052125260e+00,-1.137333834374428143e+00,9.132465347663614175e-01,9.247167752701317411e-01
5.617793264843974299e+01,5.549683762366120376e+00,-1.070364987000588464e+00,7.288294672613933045e-01,7.137741688636983772e-01
2.689173974076712881e+01,8.215850169342630238e+00,1.385220966207033388e+00,1.047082205397443122e+00,1.056939333947974902e+00
1.683024306112172752e+01,1.470593073088508618e+00,-7.054580993886330198e-01,9.784512104980293001e-01,9.718303173906420733e-01
5.363033776879281334e+01,9.931023959915068033e+00,1.111936691280977829e+00,8.781653396224124997e-01,8.664266111308861484e-01
9.361444228203571072e+01,8.314962025004064117e+00,1.086907995118044923e-01,3.870314623084274430e-01,3.863301265004291385e-01
2.361665471769091340e+01,2.686586238811938809e-01,8.132498200912379183e-01,1.037967480439309531e+00,1.031341957534149589e+00
2.769119776044770020e+01,8.601659350589953235e+00,-1.112287126480384636e-01,9.447670078172827335e-01,9.564126497380107672e-01
5.546446085007232796e+01,5.065311242206595566e+00,-3.465196386085023228e-01,7.671322106208333658e-01,7.544930703100913849e-01
9.438168959052713092e+01,9.985572593364395289e+00,-2.291067467784890788e-01,3.317898235748861779e-01,3.188642235908378808e-01
5.018671371332898445e+01,4.313122046749032990e+00,-1.334195692345897299e+00,7.603650586977739323e-01,7.508531470390846785e-01
2.876129797257983256e+01,1.395224887189305818e-01,-1.922798397559574823e+00,8.909162837525848033e-01,8.894852723142384621e-01
6.116425559477743690e+01,7.904754881912015918e+00,1.950962038082328931e-01,7.605967276293494894e-01,7.664848678221388711e-01
3.872670626234717162e+01,4.883351280497882918e+00,8.977367727955609666e-01,9.448750452813529099e-01,9.339336857705563544e-01
2.021953370395430483e+01,1.076749666990398646e+00,1.950277040750522328e+00,1.141702274459299726e+00,1.134408026536778413e+00
6.596578575841672887e+01,1.469364370707773038e+00,6.625480386453812542e-01,7.558798093655246797e-01,7.401191963360924664e-01
4.866627192803316859e+01,6.410768842248868893e+00,-1.249461345320401762e-01,8.240366561856075078e-01,8.219998007111414262e-01
9.506946544266762089e+01,7.221972428523927512e+00,-1.322078700145356223e+00,nan,nan
4.418601020340143748e+01,1.399982032748583460e+00,-2.766652236309794510e-01,8.509208967665768952e-01,8.725898710401368552e-01
2.359386092101355814e+01,5.975162563430114204e-01,1.982947455588220720e+00,1.131399321799754665e+00,1.150615025701918981e+00
3.879341145616143649e+01,2.145898050176636929e+00,1.581840593517059634e+00,1.002658394437017986e+00,9.932547730913955375e-01
5.260478034276321324e+01,1.096058410989281251e+00,1.238087013115425350e-01,8.209514431227915576e-01,8.222506778841842667e-01
3.578102766688450487e+01,3.950866070718968004e+00,-1.921632806467080457e+00,8.345262661119889902e-01,8.386469629260452363e-01
4.770078851176798196e+01,5.416331031296105714e+00,1.877989464114486307e+00,9.693856088541427107e-01,9.638327727853878146e-01
7.282329165128697923e+01,2.123936412550536446e+00,1.268555134007034901e+00,7.397423581156092887e-01,7.357333798152265736e-01
7.808359371704634100e+01,8.748322215002547253e+00,1.549488199274708045e+00,7.202716586529727127e-01,7.265801297158005490e-01
6.263269001553573645e+01,9.482603129830939892e+00,1.175015024229297378e+00,8.205102680743356913e-01,8.176958437792577472e-01
5.289612201421266491e+01,3.752971126992112882e+00,-2.284130236349257714e-01,7.911156166501041032e-01,7.879992701526118415e-01
2.018734901440674889e+01,1.703190923049474614e+00,-6.265843482999948755e-01,9.640457498646316514e-01,9.636365357505509710e-01
6.946107419113067749e+01,8.231963444275274711e+00,6.660339231742957722e-01,7.277907764412701042e-01,7.400455493470412538e-01
3.060889084956275852e+01,2.247801150363494038e+00,-1.913509421267284072e+00,8.683408918571796642e-01,8.656230029926780256e-01
7.577118347623681416e+01,7.384417886070094639e+00,-8.552458146655501636e-01,5.712377850858991746e-01,5.750086692731770643e-01
9.494595759140302960e+01,8.209369268173414724e+00,-1.189495228008717653e+00,nan,nan
8.604867101753086445e+01,7.343430857140120782e-01,1.006168904708029554e+00,5.832704231652054983e-01,5.903173411834889972e-01
3.450040337643751798e+01,3.900953538977147694e-01,4.807531369623281314e-01,9.569956855032677456e-01,9.549474890600845312e-01
5.123572930950012250e+01,2.235113294252302207e+00,-1.489279863041335084e+00,7.513192394899573801e-01,7.462941210410644066e-01
4.958853506944920042e+01,6.240159449443571926e-01,1.291378132662417411e+00,9.233190052075579413e-01,9.163311188153515641e-01
7.849175397731107751e+01,1.584815598987692198e+00,7.298096523101391675e-01,6.458966107737902362e-01,6.481731543588939992e-01
4.717844905682129308e+01,9.653196831317517379e+00,-4.734522120244104570e-01,8.209026291765886274e-01,8.221981357571380711e-01
4.136185825358258228e+01,5.573473286620816758e+00,-1.133264919126083736e+00,8.230942475482920795e-01,8.204247011107650422e-01
6.230075246626369534e+01,5.850140538194759099e-01,-1.273100209898506030e+00,6.831259544777892323e-01,6.852501363952426816e-01
6.073332421874429343e+01,3.249093920703061134e-01,-1.922342526732122803e+00,6.729475132724219710e-01,6.965098461371527216e-01
8.509548329023027691e+01,8.753187398439301603e+00,6.321798687883051215e-02,5.251826988228637250e-01,5.329749823247180718e-01
9.250714065130541996e+01,3.520157880825599328e+00,1.558799290011756433e+00,5.338683273106411553e-01,5.154216385588417104e-01
8.636538750750227678e+01,2.355604356940963484e+00,-1.017823154158521426e+00,4.089050109658487475e-01,4.218398990856941366e-01
9.812565671579913840e+01,4.454403986071961974e+00,-1.854282674442199408e+00,nan,nan
6.119474530937024781e+01,6.308276329899904056e+00,1.359654270017983890e+00,8.383189491583411534e-01,8.280649258054234574e-01
4.678224996578698125e+01,2.616873643719176634e+00,1.821346771095891270e+00,9.735555453797181125e-01,9.869121807272138724e-01
7.297284802791583047e+01,7.918436928470429237e-01,-7.672683447201622542e-01,6.088178404491273454e-01,6.079409261512450646e-01
8.729795176486624086e+01,1.202358546134494333e+00,-7.959908845043885961e-01,4.138155400888575142e-01,4.239065187536907864e-01
7.345827501116707481e+01,9.035002390100663305e+00,-1.789389677337595685e+00,5.485776261901683659e-01,5.423593004243452143e-01
6.142015544886720591e+01,3.641631585088550338e+00,4.485344323954367773e-01,7.710430705996570433e-01,7.815325325561910397e-01
2.447770781595062317e+01,4.425094294075297086e+00,-2.614276108152044920e-01,9.514920778764806020e-01,9.485904732412729912e-01
7.444309468724745216e+01,2.141841352992329917e+00,7.782622045636840014e-01,6.879292636315228471e-01,6.974213011365542059e-01
9.090851499570574390e+01,1.448087741087340508e+00,-1.776496789659250730e+00,1.090870951742461681e-01,1.171985692430121961e-01
5.094207287734414535e+01,7.666663793153024820e+00,-5.557493726046911497e-01,7.896024780078266803e-01,7.780008986276653049e-01
8.729505759991184277e+01,2.080837677397821217e+00,1.753014220347253183e+00,6.253447575779615963e-01,6.289422201774982346e-01
6.280638494150809947e+01,9.785008926286653530e-01,-1.325623448708711294e+00,6.742465441323568509e-01,6.788696333093739987e-01
3.362939256417781309e+01,3.257423496919159334e+00,1.000652516987094121e+00,9.824980702272562150e-01,9.818195806988950780e-01
9.724688574939312957e+01,1.089433501660703740e+00,-1.295431289822238430e+00,nan,nan
7.620795665629395899e+01,2.976805942246790515e+00,-1.478197597036352562e-01,6.061203290525952747e-01,6.088451331469514338e-01
9.717774340273963674e+01,5.347675386295874134e+00,-1.547766516156922290e+00,nan,nan
6.429472375127359385e+01,1.441365187118633928e+00,-1.974992474164950718e+00,6.329443623247874573e-01,6.448146033284927192e-01
7.614555745562626043e+01,5.739795885560559086e+00,-3.325636248180572352e-01,5.962173435133397703e-01,5.854857779827697950e-01
3.442065510111933690e+01,5.839496557392673814e+00,9.679281930506755671e-02,9.180334064780464320e-01,9.277717999937904469e-01
5.706038157714581160e+01,4.733441638442636545e+00,-1.362920155475209949e+00,7.104534661845756105e-01,7.117320787638066193e-01
4.420871540714561831e+01,2.739518000770281070e+00,1.266379706463752530e+00,9.434787868621197227e-01,9.688190918888672787e-01
7.103760357497927203e+01,7.389802575801494910e+00,-1.340844188095939415e+00,5.941484280130906459e-01,5.839805829849918917e-01
9.388723349337848845e+01,8.489303386723065614e+00,5.800439200745071133e-01,4.322156947275200278e-01,4.416847139533877642e-01
5.965441237158618293e+01,3.177731840422953979e+00,-1.341398119189677995e+00,6.923516171823854704e-01,6.869127354243355077e-01
1.059649413707785470e+01,4.616205102912529501e-01,1.268644847023378208e+00,1.134338193776358361e+00,1.124757423906584508e+00
3.810128263846855390e+01,9.670855899974890590e+00,-4.465772083218455535e-01,8.751065454723582215e-01,8.857745223081978647e-01
5.800441421399153086e+01,8.048277615329979540e+00,-1.436490399717187394e+00,7.039518613048606488e-01,7.098927409046545955e-01
8.055519999835959766e+01,8.934663860287667347e+00,-8.520056072303838768e-01,5.183385801559504680e-01,5.287338814215349903e-01
6.207829825169720550e+01,6.419402618014892425e+00,-7.017190811400721984e-01,7.022137746910144251e-01,6.860282610647177037e-01
2.784440450034218628e+01,2.918337785995428479e-01,-6.354609867684426483e-01,9.340779486390955455e-01,9.220030298380631484e-01
6.417197937250153927e+01,4.752708784667642128e+00,6.282985635222817500e-01,7.619037167804798560e-01,7.677068879071996532e-01
8.818943004648923534e+01,4.611956255582427833e-01,-1.697720505489264120e+00,2.942647381025371711e-01,2.857118791267043156e-01
5.624952789802720332e+01,1.729203810021049392e+00,1.120652763436784660e+00,8.592038146995938375e-01,8.723347335142115355e-01
8.517661605791835200e+01,6.043468958072850672e-01,4.839205617646791247e-01,5.534861757528486415e-01,5.701044015058940317e-01
5.777275687005492699e+01,4.615863881154139037e+00,-1.397348209408552755e+00,7.037674802862735612e-01,7.024401818245430418e-01
1.555187735954765316e+01,4.470484287612722873e+00,-3.536670782164095250e-01,9.904245537924273313e-01,9.907195025989256054e-01
9.669042522433952058e+01,1.551798107302954088e+00,5.241208881004100206e-02,2.888008837199271261e-01,2.890555990269879638e-01
1.394582574831724386e+01,8.798939507539719429e+00,-1.598719307605080076e+00,9.570113477680748382e-01,9.540816874871125286e-01
3.481923376428088091e+01,3.404041634061431232e+00,-1.481003552382575528e+00,8.516831403615058305e-01,8.513046380530358004e-01
6.782315354482193470e+01,8.970633048177075963e+00,-1.289365105695789104e+00,6.305363631657123769e-01,6.282058274219652905e-01
8.247301687763911104e+01,3.653600639676267470e+00,1.012659895125812337e+00,6.208119105945602012e-01,6.250919756130611793e-01
2.908158350439327933e+01,9.890815896525500861e+00,-4.841057190877000593e-01,9.219321333909120675e-01,9.185970405808774331e-01
8.751599190183306121e+01,2.553127089565121466e-02,-1.947577485084833526e+00,2.784414344820897447e-01,2.732289304789322637e-01
7.267379859216873683e+01,5.584666259692490087e+00,-9.709370591744357348e-01,5.942873579246040761e-01,5.912869278081650526e-01
1.793970028016971696e+01,9.142295780032261732e+00,-4.265514936797099033e-01,9.779329296093819401e-01,9.718102759754122522e-01
4.946303089983929624e+01,7.223444356576601777e+00,-1.890136050412710933e+00,7.494260794957927629e-01,7.486198965896532220e-01
8.908149645332009925e+01,6.609789589224632778e+00,1.768589738060509564e+00,6.096520899423142348e-01,6.150442242789238012e-01
4.983976188807179852e+01,9.817711331881165293e+00,7.192423449073976904e-01,8.737896371841716858e-01,8.943512821572113802e-01
8.692587744407346406e+01,1.348192518883899460e+00,-1.911198938621698762e+00,2.995702714486689344e-01,2.832827966166092115e-01
2.851453415467573649e+01,1.374335890239600788e+00,-5.981181224170573074e-03,9.533342188130227157e-01,9.395540583192708572e-01
8.769443848543902220e+01,2.901893381256056337e+00,-1.281929020587759815e+00,3.559103243896771795e-01,3.552264543390878382e-01
7.211064556253828073e+01,8.200889153015804567e+00,-3.407524288171814852e-01,6.399549735805326600e-01,6.402706926539643018e-01
1.231473472640435318e+01,2.974262802355824853e+00,1.523242506329196111e+00,1.132322429096683791e+00,1.131873427018358580e+00
1.934909763907005953e+01,7.219611171408050865e+00,7.238424382863692941e-01,1.033957397105198073e+00,1.052679701052841699e+00
7.561766796073247576e+01,6.624752237384667453e+00,-8.816067935961400259e-01,5.699648503679058953e-01,5.517073188648800031e-01
8.465011028437720597e+01,5.763694800064595114e+00,-9.188925379737153953e-01,4.485582862267096793e-01,4.470075095489428052e-01
4.299628882448068623e+01,2.497481191231232245e-01,-1.591864031014579517e+00,8.135835967186287876e-01,8.008579296132048997e-01
3.371295113727191506e+01,1.712517787346889975e+00,1.396519272710440962e+00,1.018175955559190937e+00,1.015150897868082547e+00
9.669056923364566103e+01,9.395321423105126968e+00,-1.412575998693939905e+00,nan,nan
8.538755454790170063e+01,4.218513185395600384e-01,-1.875057048081863798e+00,3.496596516339962601e-01,3.352238901579401853e-01
9.867083594256997969e+01,2.831862930088424601e+00,-1.440633500487533691e+00,nan,nan
2.562592184945688700e+01,8.247497591276020668e-01,6.839694534010436477e-01,1.014015243327017979e+00,1.005554430180825687e+00
5.529989983199975256e+01,3.682884168412527082e+00,-1.572759241057633428e+00,7.164230003904527022e-01,7.059416817115307108e-01
1.865104946539648978e+01,1.593590982016958035e+00,-1.722570499275565492e+00,9.383754609080355857e-01,9.219172059698547139e-01
7.045120138482339200e+01,4.643388815179338991e+00,-7.712981346371274860e-01,6.258900449296486146e-01,6.188926225356458088e-01
4.614395522279388473e+01,9.104347986646642354e+00,4.963055012782291442e-02,8.531627338590468401e-01,8.457423384975544245e-01
1.756504729083938443e+01,6.512818494888349186e+00,-1.297968076784072888e+00,9.450638610730381917e-01,9.533486094261431898e-01
2.358422353591869580e+01,9.544866254738268552e+00,-6.213261682532076335e-01,9.429376525258016395e-01,9.273178295168186258e-01
9.101664434665279657e+01,1.066785643879050172e+00,-1.102698210372603516e+00,2.929360100064970496e-01,2.950667186371528916e-01
8.804324163478088394e+01,5.819967466880379803e+00,1.860575832844069133e+00,6.290266852202827108e-01,6.374396701628298745e-01
9.500857453152428889e+01,8.029991740807027156e+00,1.231421414551159721e+00,4.764427539102490949e-01,4.739231545219702024e-01
8.979326996539920458e+01,6.242723584269072923e+00,1.835949638156777475e-01,4.593905389115661153e-01,4.670748767309900740e-01
5.762876263297357582e+01,5.055985459394579884e+00,-1.005183385169616361e+00,7.207785969907598567e-01,7.138480947385577036e-01
5.587556025109964253e+01,1.017983644191459147e+00,1.288182985709607209e+00,8.785267653811847932e-01,8.826685944028206388e-01
6.225215571692499594e+01,3.276707767507024194e+00,-6.860178164061587758e-01,7.009742553748733451e-01,6.976360533168338707e-01
7.824731503483403117e+01,9.665451798003068973e+00,-6.741600141686938663e-01,5.598762584326720804e-01,5.814651842771535462e-01
2.759695311804068751e+01,4.846408520805852937e+00,-7.335764322345377231e-01,9.143369370667329132e-01,9.114979396918011512e-01
4.961524854889554348e+01,9.420475435030095657e-01,1.568287070022083007e+00,9.429051862012316487e-01,9.399124251634073390e-01
4.538581443722684128e+01,6.393885586787715347e+00,-1.248274836983620961e+00,7.949734897196233385e-01,7.990118682307917330e-01
8.027911218421759543e+01,6.382775172282595388e-01,-1.742189423181189412e+00,4.593542845723525558e-01,4.540654440411558967e-01
1.409385376014733637e+01,1.425673989076485793e+00,1.516450160305404804e+00,1.130760360034103407e+00,1.128800085111374196e+00
6.697804154631890583e+01,2.310440518471120974e+00,2.140768875212537559e-01,7.151341299734407242e-01,7.185183074348374666e-01
1.789492866138748894e+01,7.854794783174146033e-01,1.530618746227497162e+00,1.118095956571770078e+00,1.126848262344104068e+00
5.825133474911954323e+01,1.881054177809394767e+00,-7.189770896160023739e-01,7.332969065667089836e-01,7.273383564968400883e-01
2.979781711192842053e+01,1.727375593117713715e+00,-1.332184464722523831e+00,8.892122312597673384e-01,8.898193860498549990e-01
9.700436791131375003e+01,4.907226528008351352e+00,-3.140339230539939130e-01,2.101481902340863461e-01,2.084381153133429976e-01
2.190615810041732203e+01,2.763960297774582742e+00,-5.819740118708258692e-01,9.531060918797898962e-01,9.600829511466496546e-01
3.861712436573230889e+01,9.395850309557200575e+00,-1.455305807915837857e+00,8.332677701253162761e-01,8.414826276474262068e-01
2.873042888024912500e+01,4.247349804619383384e+00,1.703305128405522062e+00,1.062657249457067632e+00,1.066696901975941802e+00
3.307460705059206418e+01,4.853001404850473044e+00,1.418652510736584382e-01,9.278753959257006745e-01,9.305384235775010504e-01
7.051079870591792087e+01,7.223162604941569143e+00,-1.800632900275147108e+00,5.770456116375740629e-01,5.949669431418376231e-01
1.610630323894552873e+01,3.588821887685750056e+00,1.566493900810112194e+00,1.116001182359029231e+00,1.107283182761587437e+00
6.521944693752934086e+01,8.286193350329520868e+00,-1.781908098125229767e+00,6.313813108401381546e-01,6.477576628545558268e-01
5.637190908648872778e+01,4.709217662283173844e+00,8.110641021530127226e-01,8.304124181100155377e-01,8.357992071074856755e-01
1.426464147229809143e+01,2.138520561068891546e+00,5.023495815165839318e-01,1.050147752235625731e+00,1.034822500617763819e+00
9.434656426356741576e+01,2.706160815921039298e+00,-1.987761665610427109e+00,nan,nan
5.314817456776231097e+01,7.029849974603525453e+00,8.885589321240328076e-02,8.080326150884138414e-01,7.938946816245067151e-01
1.491482790054992691e+01,9.676514225022881277e+00,1.211228858979835454e+00,1.094151797741697907e+00,1.092926360032468569e+00
5.833585067787439726e+01,5.041249544099184021e+00,-1.802016802007444074e+00,6.849628894778526655e-01,6.646801868110969735e-01
4.425866795777910312e+01,8.442092288712631287e+00,-1.663883900632403545e-01,8.514019436276321073e-01,8.587042934121443816e-01
1.937448953808619123e+01,3.617690012129651578e+00,-9.853096127333285104e-01,9.479155750040444417e-01,9.400322725283632996e-01
7.923854473213111760e+01,2.551001293305963369e+00,-1.404100756817030948e+00,4.919976509902427297e-01,5.085257829394349560e-01
8.893429620404042169e+01,6.552566848782238829e+00,-1.996972399765422512e+00,1.978717125624786799e-01,1.906444347898132163e-01
7.232398991987548698e+01,2.362242459478648193e+00,1.422620397394849245e+00,7.556970279608382635e-01,7.562590047688816375e-01
5.072371069523193654e+01,8.047276441191242302e-01,1.681347780257950841e+00,9.462579216585221831e-01,9.326996535184163273e-01
8.368349004972196781e+01,4.581046309457344812e+00,-3.354049739417361842e-01,5.053509339522040955e-01,5.040848422123900274e-01
1.203016121464164456e+01,1.125065216324161455e-03,-5.695727152991660880e-01,1.017958335715478890e+00,1.018417572686098893e+00
2.929803995273855932e+01,3.997317815298818466e+00,-1.005628537266522571e+00,8.960219279811902915e-01,9.011105255671197911e-01
6.193310891057591050e+01,6.218426791197226855e+00,1.226029756936703130e+00,8.225905452677989560e-01,8.473282702172632019e-01
2.708016470837370449e+01,2.333088280795524661e+00,1.787346788575279621e+00,1.083903603682574435e+00,1.100414545721502435e+00
6.873574209136526747e+01,1.643068509129796961e-01,1.558298606848852685e+00,8.104387254988407729e-01,8.183191151584480183e-01
5.309905987637402802e+01,5.169961695634498255e+00,-1.238563460466397981e+00,7.438140510686762630e-01,7.406126365273009160e-01
8.287854718316606295e+01,8.684372216506071496e+00,-9.760210820732462267e-02,5.415485414110863260e-01,5.387789893226475613e-01
9.748467882333697787e+01,7.034961799410808680e+00,-5.688838704490999376e-01,nan,nan
1.500447075056670876e+01,7.620559573350194960e+00,3.352841744827239623e-01,1.029867143822922548e+00,1.021435428640273813e+00
7.563250745121231944e+01,7.687528881016113758e+00,-3.824219221056188722e-01,6.019430707982017514e-01,6.087796772974609638e-01
1.538716655664341459e+01,2.921179636295807569e+00,1.370707237419472868e-01,1.019765021506054525e+00,1.019348379369026558e+00
5.776035849374579101e+01,8.718628765271670744e+00,-1.169825257888790659e+00,7.175538625315227570e-01,7.229946282819474934e-01
4.181136128681513497e+01,4.512385788636951389e+00,1.424267306256683963e+00,9.669139351993106812e-01,9.646221154736642767e-01
5.252296600224906342e+01,9.547281667445551179e+00,1.858179238358174334e+00,9.444409284353376677e-01,9.483747904932930961e-01
7.612085242718417533e+01,2.166434619779503912e+00,-1.375953407728670808e+00,5.344353416592022565e-01,5.522523262857520487e-01
1.054035475902420060e+01,7.273351024624508110e-01,1.391009453478526670e+00,1.142347682416698262e+00,1.146119499149178544e+00
6.626912155502505186e+01,4.994468918100877453e+00,-7.423668406819223797e-01,6.648581743543594547e-01,6.744076055789107738e-01
8.811310159132969488e+01,5.112443251953804335e+00,3.181989433960521474e-01,4.945903798249869365e-01,4.864242066978827772e-01
8.911279072981861304e+01,9.283483032460130957e+00,4.212480325706295936e-01,4.993077248059926143e-01,4.981690059046386954e-01
5.529463312665263430e+01,5.828694590044292134e+00,-1.482245648879312316e+00,7.195621310992570407e-01,7.161383139302375245e-01
6.766140522942687596e+01,5.921544231674737091e+00,-4.608807208047451809e-01,6.686950799114219635e-01,6.741126618708218610e-01
2.385127581630140980e+01,5.222683750041912987e+00,-1.006396315692327903e+00,9.231220255005869735e-01,9.265145612866333424e-01
2.840831534023302041e+01,2.000264721014666236e-02,1.912685888697669867e+00,1.105246208304699662e+00,1.098973764568963674e+00
9.704944299826964027e+01,9.851319449784647020e+00,1.675296896946089742e+00,4.964093307541788125e-01,5.004157086913877395e-01
1.317722470883992436e+01,3.611901927072943330e+00,-6.995812443323585761e-01,9.881010883534480094e-01,9.898809939958874704e-01
9.092220233579455169e+01,3.727717112723032411e+00,-8.800379606302470847e-01,3.248120409386879293e-01,3.097292825413002770e-01
3.378413062210574935e+01,7.886207556177636135e+00,-5.015391153884469766e-01,8.931114538921192114e-01,8.934219468161118671e-01
5.724052805233601049e+01,8.616390755713405625e+00,5.279332064763742061e-01,8.105626535982186631e-01,8.230839987224498611e-01
3.096656568182238090e+01,1.019312014668507516e+00,-7.608675913442644045e-01,9.067789349976468349e-01,8.985710740752195225e-01
1.801890524339831501e+01,1.285103094293957859e+00,4.951449530901497198e-02,1.009731540025585073e+00,1.021362208579682074e+00
8.691403389553904901e+01,6.963314905939554045e+00,6.940065359079139462e-01,5.466092171181431425e-01,5.543253757711174012e-01
6.622256069007096357e+01,7.528674316574307745e+00,-5.971825607175187400e-01,6.759678616746882529e-01,6.784565156558460819e-01
8.802252776641121557e+01,1.158606239925270565e+00,-8.816598923398495380e-01,3.920541801764336198e-01,3.973068414409758331e-01
6.618508518483423586e+01,1.546361398466643555e+00,-6.928599271113862201e-01,6.726003424967782474e-01,6.653838704345719224e-01
7.403667281837748249e+01,5.808560928839296977e+00,1.702102131987898392e+00,7.632090720922750648e-01,7.711204860071249056e-01
2.048860013348809872e+01,6.256024891256943832e+00,-1.939936687495796175e+00,9.164302104009788286e-01,9.030835556885102866e-01
1.072012689497890747e+01,1.978077064495915582e+00,1.171217976203128952e+00,1.115291729822777134e+00,1.104948293918188940e+00
1.776817691733281634e+01,8.693056017048304440e+00,3.060853062365849198e-01,1.016547680749134708e+00,1.022837565335294574e+00
8.572143507018060404e+01,3.378466772710234878e+00,-8.340481286619687573e-01,4.355342290721674336e-01,4.254206659652468581e-01
1.294398508082540999e+01,3.724957071287609001e+00,-1.445153381353331046e+00,9.651346690598003875e-01,9.861514088140388434e-01
1.866217449632719649e+01,2.811033799851570869e+00,-1.496846025351090681e-01,9.890417085992664337e-01,9.933686522168230226e-01
1.924487019153885825e+01,7.138694337954346381e+00,-5.991675328398446965e-01,9.617547222675334462e-01,9.717849817857937555e-01
1.579375561568049058e+01,5.468361802485929068e+00,-1.652949635627417369e+00,9.449214265606373786e-01,9.556059941269164915e-01
3.948932631289068240e+01,7.331550100006132276e+00,-1.459235333927115796e-01,8.782607951448514472e-01,8.753344233959753362e-01
6.320455643081535158e+01,6.024784646713775338e+00,2.812790930573179082e-01,7.477604040604746150e-01,7.490327588858948227e-01
9.157584546190540209e+01,8.439916070957032002e-01,-9.749800235272072513e-01,2.953062116279447369e-01,3.010842987457707509e-01
