E,B,sigma,sigma_noisy
7.582022533763407290e-01,1.099038032916972440e-01,1.501611718779050619e+01,1.484745943457678052e+01
4.043764098677117280e-01,2.256559468221319698e-02,1.770974375584521354e+01,1.750982077036835349e+01
1.968570276600297042e+00,-3.741952637410586036e-01,1.268080638053579889e+01,1.259599057765265329e+01
8.999918243540787621e-01,-1.475722949557767283e-01,1.370465376860632922e+01,1.363784618173632168e+01
5.498212185984707734e-01,-2.911528303986650190e-01,1.412230585186591192e+01,1.418958485143505577e+01
1.305231836219007846e+00,-2.528715007771236145e-01,1.291499155922649322e+01,1.288156528200168971e+01
1.353209596429423289e+00,1.762803642227959156e-01,1.274950164806705999e+01,1.280005039621636342e+01
1.193536922604718997e+00,1.427387281285039666e-01,1.313156311259753295e+01,1.327355306918829037e+01
1.756734708791519495e+00,-2.664307702592514371e-01,1.265752560267363513e+01,1.266708002721875204e+01
1.218326408222771606e+00,2.655915086444737838e-02,1.309130968035177922e+01,1.312685382445668303e+01
7.699615811503884855e-01,6.764585460402221528e-01,1.559459256037196617e+01,1.552291742426575993e+01
1.952918254156149058e-01,-2.706390749856020239e-01,1.603194110601182842e+01,1.611163997068443621e+01
2.501674031629206874e-01,7.663269159432548605e-01,3.609053491009143499e+01,3.609388201312535926e+01
9.926326377631726761e-01,-8.953558101316063667e-01,1.173714234126501132e+01,1.174117658722306068e+01
5.295731941182227898e-01,2.639743530499516488e-02,1.642118154844214928e+01,1.630581320172726834e+01
2.959135352060598412e-01,-6.128794908087487059e-03,1.877559319933353876e+01,1.867941527257695711e+01
1.663516733922918434e+00,-4.079770411557899212e-01,1.274873884367186960e+01,1.267884214941357968e+01
9.139909072917525856e-01,3.281490691772908086e-01,1.431707154974226981e+01,1.432492291238550486e+01
1.459708420964476838e+00,-4.190835938719081888e-01,1.278809051553284348e+01,1.289465837742702625e+01
1.704257538379800208e+00,-1.570722361899419273e-01,1.260749944965349201e+01,1.245339582256239197e+01
1.175764248272943291e-01,9.163835430503841639e-01,6.957555467153093787e+01,6.953636716637763016e+01
1.912969442155882716e+00,1.206119632854136814e-01,1.225803954216086034e+01,1.222443282118362973e+01
1.112619450631636697e+00,-6.444007917362590820e-01,1.247918449206093605e+01,1.270437020279116958e+01
6.664073003499579873e-01,-2.980958867743095375e-01,1.376588098169564311e+01,1.374318026646821878e+01
9.771572374133352668e-01,-8.136469886870398849e-01,1.192505513638496240e+01,1.186859926576641833e+01
4.544815727355988044e-01,1.966632086424857651e-01,1.873406053517419778e+01,1.880585930726806509e+01
6.711874874633525501e-01,-8.858891422710977182e-01,1.108921039537932707e+01,1.097543590400773716e+01
1.223091017229156918e+00,4.064008989507141845e-01,1.286301428381419321e+01,1.291434967768169173e+01
3.949491571221249164e-01,5.576427659086484745e-01,2.377992847755022154e+01,2.360952139495532975e+01
9.062163602701863718e-01,-5.141923306123197257e-01,1.270370381182301323e+01,1.290324020310961828e+01
5.741091339614925460e-01,2.999904811729590115e-01,1.761322898710067264e+01,1.760579769408968787e+01
1.561199405651347849e+00,7.809735382668785419e-01,1.168585956741715215e+01,1.164014563865447549e+01
4.876634308977764731e-01,-4.030274236496487195e-01,1.352626924559301713e+01,1.339186524424645697e+01
1.461599649718101634e+00,6.281911653282903352e-01,1.202612955984819720e+01,1.200805876174898579e+01
3.634637400975007648e-02,1.904052829307327777e-01,3.137010836945054848e+01,3.137547631460752484e+01
8.826466554607175219e-01,5.432866194501722035e-01,1.452688963802706112e+01,1.445087142061262497e+01
9.522625641236878158e-01,-7.694225329805912672e-01,1.200734741793919547e+01,1.212368925542107512e+01
8.182762026260437249e-01,-6.749560190254233483e-01,1.213373659241286617e+01,1.209796042053974396e+01
1.042616393692736843e+00,-9.027688156595434776e-01,1.181452791975326555e+01,1.182102934917190673e+01
1.692007881093087862e+00,7.001091738713718371e-01,1.169466695497582265e+01,1.172029253065566046e+01
1.050662069843568025e+00,5.073242950064700274e-01,1.345195530626074998e+01,1.358523837623798158e+01
1.636120249225027301e+00,9.423038002481640696e-01,1.141269965682404219e+01,1.137173167362973025e+01
1.462036999799889880e+00,-4.922161349130893537e-01,1.276675559718002795e+01,1.277108615327206032e+01
4.002351023272004982e-01,8.895078457593408316e-02,1.848163948487523101e+01,1.850840269340298505e+01
6.036893904153620705e-01,2.142465915154547762e-01,1.679320032122692297e+01,1.685199490828565061e+01
3.238339337463388423e-01,1.264303736120180321e-01,2.023320231557607940e+01,2.004714100552498124e+01
1.559825959995466249e+00,7.300706227327997677e-01,1.175781746633038871e+01,1.187044043880006683e+01
2.016498825800601413e-01,4.789612271604846150e-01,3.247010288760228036e+01,3.245553921254980168e+01
1.714308373960009790e+00,-9.274905351874682680e-01,1.272909253485217640e+01,1.265456346096674523e+01
1.114332292283652714e+00,-4.329756571472964666e-02,1.330681597904659341e+01,1.330153567740998888e+01
8.673655453415931582e-01,3.191343073303332112e-01,1.462635281723398251e+01,1.443192253997199792e+01
1.130104121183312937e+00,-3.577866955601780585e-01,1.296461708014792436e+01,1.288570671379388166e+01
1.080145668431747197e+00,4.511910078253560386e-01,1.336177522785002836e+01,1.337849427030849192e+01
1.242963483904323985e+00,6.356156566794128882e-01,1.250497694471494903e+01,1.263891278858985601e+01
1.089645329806176122e+00,-8.284135752311965195e-01,1.206758953122264799e+01,1.205740204424091644e+01
6.189882573290650392e-01,-2.068877334428806947e-01,1.438917051639329259e+01,1.442689606809519631e+01
1.798244620939718486e+00,3.847613083088989860e-01,1.201918319685536218e+01,1.198792318475427088e+01
1.237462159734479261e+00,8.360168295838166230e-02,1.304016154921703219e+01,1.312457328807959023e+01
1.990927443961926224e+00,5.699257508348936074e-01,1.176594820335039238e+01,1.172425218099402144e+01
2.698272721512652850e-01,-4.586400064041860070e-01,1.351168758091100841e+01,1.355606005895951149e+01
1.883365462876204433e+00,-9.714909990040521137e-01,1.285759915356012684e+01,1.282243002225276918e+01
1.255315747493342293e+00,5.437079888863574073e-01,1.259893899876384360e+01,1.250049121349694836e+01
1.361044668631344878e+00,-2.032829247368164172e-01,1.287425445478794472e+01,1.277328477902816140e+01
1.883015735905678723e+00,8.897846055322884418e-01,1.142600936540420165e+01,1.135990089604317888e+01
1.343029453781846294e-01,-9.713133275007037604e-01,9.267495902298653832e+00,9.382004563530518482e+00
3.861685619903816868e-01,-1.538059067580228589e-01,1.605023238961507914e+01,1.636808161643618931e+01
1.145639133205372806e+00,-4.981121880494443488e-02,1.323290831188995753e+01,1.321134965584016818e+01
6.027537902902581068e-01,-1.937747546643391328e-01,1.452833876952731096e+01,1.445314919516739138e+01
4.271537815469837740e-02,-5.720220911156923549e-01,1.273103185560297845e+01,1.278294760575160716e+01
5.895851349676808351e-01,-3.222896492315885375e-01,1.382096456927864381e+01,1.386861411156549728e+01
1.384338759167228261e+00,-7.985871233071279995e-01,1.249768983611012629e+01,1.244344080020932530e+01
1.368124761755965313e+00,-2.808547576632887122e-01,1.285793999810381827e+01,1.304900772278782917e+01
5.845116281516928719e-02,-3.247001493320851306e-01,1.620748913401007130e+01,1.629411779577833386e+01
6.535206593801523578e-01,3.928611142928679634e-01,1.686437670555186585e+01,1.695792273307739606e+01
1.715608353877161596e+00,-7.567809356538204302e-01,1.277800626822110175e+01,1.278374262734935485e+01
1.308967346829133405e+00,8.253902292297257137e-01,1.202067845115602474e+01,1.203311207082613876e+01
1.242169129573663877e+00,-5.926342836261877522e-01,1.263909078897475169e+01,1.273599972770752053e+01
1.947808750527409538e+00,-2.461147441033955108e-01,1.258723931503037186e+01,1.244741115694328393e+01
6.640667483767866974e-01,7.862040857238925540e-01,1.712365902104009407e+01,1.704262911490744514e+01
1.756444215398278719e-01,9.472219117143567679e-01,5.305526619151474677e+01,5.306381298992003082e+01
1.243854896341832106e+00,9.424156516030555153e-01,1.198704977403011185e+01,1.184023406744141482e+01
1.283865737384636718e+00,4.771561558043724283e-01,1.260534466445126434e+01,1.276961530766370068e+01
1.100700949703532938e+00,5.398352021564272185e-01,1.317430586637932066e+01,1.311179453193630096e+01
1.909259171958043622e+00,-2.313242097070264958e-01,1.258503201764823665e+01,1.254194714287754486e+01
1.364168238731961580e+00,5.109396512718289429e-01,1.236814680382031639e+01,1.240052072432179742e+01
1.449259279427516922e-01,-7.798859704777074686e-01,1.067699911902047738e+01,1.082787400335424621e+01
1.298802927849940669e+00,2.438434507603290946e-01,1.281056345879393099e+01,1.280624593530246536e+01
1.423095769673174971e-01,-5.772556056027138283e-01,1.252793012233393100e+01,1.245108436570585830e+01
1.145160022268680189e+00,-1.770789139761070885e-01,1.314966033488874153e+01,1.305624522169435409e+01
1.010305193693055159e+00,-7.722770076394611660e-01,1.208263034424861893e+01,1.210589100606107316e+01
1.574572540904430051e-02,-9.468536107976932570e-01,9.128423932599854851e+00,9.070416889864230114e+00
4.010699570039988893e-01,-6.889924330194665547e-01,1.162804062400802607e+01,1.186551955912262635e+01
8.429024610240106741e-01,-1.180136092843115936e-01,1.395190918571713112e+01,1.407782548633990061e+01
6.455434267228252754e-01,5.259698540240902442e-01,1.730005172964476046e+01,1.698315167936485537e+01
2.745142245702902328e-01,-5.261114143555154499e-01,1.287077765958024145e+01,1.277780038470435464e+01
1.237499324787270982e+00,-7.665549202830146402e-01,1.238169884230425311e+01,1.241702341825820710e+01
1.887045048279484050e+00,-8.590025976109119110e-01,1.286383994667630404e+01,1.309532213388374444e+01
8.781752574645504406e-02,-9.270738352292906548e-02,2.046106051778373569e+01,2.025912028506508022e+01
1.543577765782855771e+00,-1.971495355634176327e-01,1.272648843938244134e+01,1.268219237966982504e+01
7.124813212441760690e-01,6.090469509401064130e-03,1.495073644164098781e+01,1.507125454304586043e+01
5.504779190534487832e-01,1.122914910217038820e-01,1.680253069537005217e+01,1.673317986012498437e+01
1.589687536374146060e+00,-4.348381131793139787e-01,1.276539620714935630e+01,1.277253612343910838e+01
1.864066152584542113e+00,-4.924211163559202298e-01,1.276220938370124713e+01,1.271216052725957013e+01
1.963388849457124108e+00,9.521833472644460894e-01,1.137325877948969222e+01,1.144041474512784440e+01
1.866965423011463399e+00,-9.307339531764335927e-01,1.284991492491365683e+01,1.273999256133919999e+01
2.579034926036287700e-01,2.766742429251733970e-01,2.453359196339243908e+01,2.453588950577832151e+01
3.247487709562729696e-02,-6.135463049751173070e-01,1.225739994947129219e+01,1.211188745708619052e+01
1.497644938514855584e+00,4.506861208405132935e-01,1.221077493174545481e+01,1.230848484073215943e+01
1.530473229252885981e+00,-1.735846857666454301e-01,1.272598013295691288e+01,1.278650809403682942e+01
3.065122265830736992e-01,5.689814166012798768e-01,2.800392071691962315e+01,2.800027777763397552e+01
1.149675950151447079e+00,9.354805730619906168e-01,1.231351698230935376e+01,1.231721548936737420e+01
1.291745336578436154e+00,-2.462836981528626623e-01,1.292960297707698381e+01,1.293234024266544324e+01
7.710703449056718339e-01,-1.771935314144761353e-01,1.399493414945827752e+01,1.395800061718229301e+01
3.464639589787882890e-01,7.694560028033490262e-01,2.826948906474108725e+01,2.828519005067166248e+01
6.864009314518991767e-01,5.142411793367402950e-01,1.666422329245850520e+01,1.670091053693905181e+01
5.704166935692647211e-01,9.337443077944416192e-01,1.908165930515202291e+01,1.907477911983267660e+01
2.528145083499905299e-02,-1.356831572843144595e-01,2.051146674192921182e+01,2.045201186287801320e+01
5.586673296861297544e-01,7.256939954773209411e-01,1.941175553252741182e+01,1.937109975143298968e+01
5.047854812506014088e-01,9.544210253503428998e-01,2.112531686878877935e+01,2.107946478033777282e+01
1.354519922169318491e+00,1.645787747661753286e-01,1.275583369267076783e+01,1.280125099075507755e+01
1.278371269013075961e+00,-7.653934416940180174e-01,1.242810027688790697e+01,1.244354987965324710e+01
1.354493352009290552e+00,-4.725041569927497243e-01,1.277850887872801877e+01,1.297580711158563638e+01
5.930327328893726380e-01,-1.070601266670556662e-02,1.565792104507427851e+01,1.564059727288480417e+01
1.193201826889645822e+00,-1.011756815436786194e-01,1.311749535205161088e+01,1.312503940815559922e+01
2.496735965733752338e-01,-3.905770580514555945e-04,1.956503887361063931e+01,1.950211552703213158e+01
1.531420166107170244e+00,3.540062498558602666e-01,1.228315974891372875e+01,1.229327958284916811e+01
1.880486218577351210e+00,-4.530927031204901034e-01,1.274107804696430790e+01,1.269661078285578171e+01
1.532521023698134588e+00,-1.670372593741631384e-02,1.263636407600018075e+01,1.255044965504515631e+01
1.465429422605448950e+00,-9.825887935193728939e-01,1.239537721873697684e+01,1.241153288033281576e+01
1.147824201249004750e+00,4.575534602883739588e-01,1.306959369579233510e+01,1.322872220953461131e+01
1.527450721264903555e+00,1.703522138703281730e-01,1.248616461578407666e+01,1.239962647573960730e+01
9.336373246316197472e-01,-6.026292497018563843e-01,1.245730508218471577e+01,1.239216889409329525e+01
5.225744540674494010e-01,6.516867180746352961e-01,2.020275661486960317e+01,2.019879080762043344e+01
1.559525174158254757e+00,9.337238129936076270e-02,1.252103149507453139e+01,1.254636916036867511e+01
1.038841880981274723e+00,2.391964163618680583e-01,1.364569150482371107e+01,1.377569396187072748e+01
1.851072576774902778e+00,-4.721220454695904678e-01,1.275298796301554383e+01,1.268814153572105674e+01
1.177547095044237269e+00,2.583587172207855165e-01,1.312801787949801380e+01,1.311393763748221630e+01
1.072649120671148149e+00,-7.517405752647690065e-01,1.221411266159031506e+01,1.213426109190804603e+01
8.721996641046489418e-02,-2.589768507330436620e-01,1.710337611981746164e+01,1.701535888102109340e+01
4.500696632472650505e-01,-4.960809700687878188e-01,1.292967585105465211e+01,1.288172618696843053e+01
1.440136183718000007e+00,9.233442134002656232e-01,1.161825901582721166e+01,1.150586488967175214e+01
8.833731517235930975e-01,7.608937100689985300e-01,1.428634952154804161e+01,1.433002605071301794e+01
1.852154238751030801e+00,3.665607795006526892e-01,1.201626563301607575e+01,1.212028352000961640e+01
1.234221849697445528e+00,-6.360192155322175189e-01,1.257547061963662216e+01,1.252243447233559159e+01
5.351923762459147582e-01,-6.883293129972425373e-01,1.176917661932079184e+01,1.169734080503766727e+01
4.977360412210277141e-01,-3.821692197605870422e-01,1.365024109844364375e+01,1.378084166869274618e+01
5.901469403347092690e-01,-5.822565499666594313e-01,1.237160077065965957e+01,1.234824208846352533e+01
4.420328542211596767e-01,-5.581234669618042599e-01,1.250809633662917264e+01,1.265463737058401961e+01
1.067908725171052620e+00,5.369311057830183920e-02,1.348765612563705396e+01,1.319607140796262890e+01
1.783675549231433233e-01,2.103481371110442755e-01,2.577306901760125868e+01,2.575428359627200692e+01
1.161034252001934775e+00,1.089085616084224384e-01,1.322626697715766042e+01,1.312218714952748932e+01
8.636466220904704949e-01,6.421037597882126580e-01,1.461899631643253983e+01,1.456325183112722677e+01
1.758880287124502839e+00,-2.456126745194737726e-01,1.264340964698587477e+01,1.272162457144483660e+01
1.782586290659575967e+00,-9.128050176009856465e-01,1.279104391569098809e+01,1.289671643019632086e+01
6.013332652615260843e-01,-5.684295231669640458e-01,1.244646986233806452e+01,1.242657997948873039e+01
3.896933288249803118e-01,-4.609573258242469773e-01,1.326471724419120157e+01,1.335580829505782319e+01
8.497467183435239990e-01,-8.645336408539838757e-01,1.154520114346690107e+01,1.143058788512889556e+01
1.017593067701561882e+00,-8.922799065686595199e-01,1.179285828955865156e+01,1.181738012069327581e+01
1.424846867235547210e+00,-8.800676379700262952e-01,1.245356563522234339e+01,1.243547100176554387e+01
1.941742910628309726e+00,-7.787993352458375540e-01,1.287625337981624796e+01,1.270352130607794550e+01
1.791011331699981168e+00,5.487254021617316013e-03,1.242564718470951490e+01,1.251321289559802885e+01
7.998305388069599786e-01,-1.276783461312209766e-01,1.406960834410989847e+01,1.399974962049140714e+01
1.102670024036752627e+00,7.338423497421284747e-01,1.288414312931105243e+01,1.292479086440340730e+01
1.166467960241571733e+00,4.815177488274777762e-01,1.297254230004364217e+01,1.289340793781462047e+01
1.759424111399952695e+00,-2.887408518237204458e-01,1.267033218758443525e+01,1.268529277822441337e+01
2.200619232131610647e-01,-7.842317065148947108e-01,1.074869829615253636e+01,1.080752121268589860e+01
1.633304806207189319e+00,1.431261538852226511e-01,1.240176483894360793e+01,1.239900788732957615e+01
5.325383791788387278e-01,9.240044067175878784e-01,2.021310757872796771e+01,2.016293921416608725e+01
2.239252137945675347e-01,-2.658152408617466822e-01,1.589773444005264658e+01,1.595586773178734852e+01
1.960514791932403078e+00,9.287220733480889834e-01,1.139587598310926708e+01,1.141471891331191735e+01
7.011237552539894002e-01,-9.131964273062243009e-02,1.460924942316570529e+01,1.456497606349017460e+01
1.498212871028743010e+00,-4.866925421354779679e-01,1.276846498842473032e+01,1.277064935800273737e+01
7.332087654551039391e-01,2.490739189213333482e-01,1.559301054682455856e+01,1.558272191926567274e+01
5.884484568441250563e-01,6.825069672422112710e-01,1.864243142450886737e+01,1.860631430518796492e+01
1.091208919784961040e+00,-7.968273339826541513e-01,1.213928628686902300e+01,1.222745486420679661e+01
4.735639507914352064e-01,8.265377485808402813e-01,2.224470388078179184e+01,2.241659331979362335e+01
4.964040580872967068e-01,-2.118257614572514047e-01,1.488292711982940020e+01,1.482997248966510462e+01
1.112155716628198121e-01,-2.112858053643140721e-01,1.771574881035285642e+01,1.770210569990876337e+01
1.432080984587459804e+00,3.907209315966702068e-01,1.238867992439767285e+01,1.229294149900271016e+01
1.843497848053583521e+00,6.446025629914458044e-01,1.170250416494714507e+01,1.156768695014590698e+01
1.982888296037341874e-02,-7.776843795425720796e-01,1.055510011710502027e+01,1.066681083000016095e+01
5.838031788572872749e-01,-1.381093988103603287e-01,1.494827467737290050e+01,1.487952840973530755e+01
1.740918099465811553e+00,4.712066579988456461e-01,1.194868691711716480e+01,1.198100881182165445e+01
1.205912606182709457e+00,-9.503493144673358373e-02,1.309769876838523750e+01,1.296061966153900080e+01
2.658590057122000583e-01,9.509081676528996496e-01,3.740558106393790183e+01,3.734011727476132592e+01
4.883867448532220878e-01,2.908164207968022552e-01,1.894562512849904579e+01,1.899133341127506114e+01
4.228207280457467743e-01,-7.113971709433324353e-01,1.151021435937247261e+01,1.155606751243889008e+01
7.735668662898151360e-02,-7.854469957126117841e-01,1.054641386175166851e+01,1.056822334365882377e+01
2.659058038241984834e-01,-1.416770032790322098e-01,1.722326983120908395e+01,1.726248369541371730e+01
2.629096060472673746e-01,1.372576221037491440e-01,2.169711700894765016e+01,2.171722535706838997e+01
1.012557308976351989e+00,-1.050207661869013709e-01,1.349142516299478523e+01,1.359008459114490108e+01
1.538812027551087258e+00,6.909129896414567540e-01,1.183469222738489357e+01,1.200290379526988893e+01
1.043022671536028234e+00,2.244846270591083215e-01,1.362765870823152881e+01,1.368240602814059237e+01
1.315916798231675289e+00,8.623140283814612062e-01,1.194276445411151322e+01,1.192997801104802313e+01
1.768590041973211902e+00,8.478868236482961507e-01,1.148272858385895034e+01,1.137836937862180520e+01
1.563840888475652280e+00,7.136788618081713054e-02,1.253581039455284518e+01,1.248557049359192028e+01
2.085210523266914362e-01,-2.139430330161020688e-01,1.673323798962568532e+01,1.669921667946061561e+01
6.343535015740876803e-02,-6.385369402866174493e-01,1.195246730222064357e+01,1.209476788732544428e+01
1.860400835693821309e+00,4.048981881329603016e-01,1.197022519363921411e+01,1.181382172503496619e+01
5.289501047739155748e-01,2.577634314454897435e-01,1.803831080731404057e+01,1.795697976409722330e+01
1.727863693889916563e+00,5.895693365670751085e-02,1.241163322762131394e+01,1.230686683723810582e+01
3.572438761520757566e-01,8.285073945561558517e-01,2.806654615932406216e+01,2.815134973224781234e+01
1.759867189955950373e+00,-1.949325558226171484e-01,1.260822370578928542e+01,1.253684481968631026e+01
8.862335045242613063e-01,2.194066445176501290e-03,1.407778810164428407e+01,1.389233688605038353e+01
6.753606428295295949e-02,3.348562394426846112e-02,2.425341512191793214e+01,2.404597284434487392e+01
1.978173148410381055e+00,-3.670211155319211827e-01,1.267427215820770492e+01,1.270285775892757663e+01
2.425743220830207936e-01,-1.144088282892785635e-01,1.786250329798435388e+01,1.769687297228043477e+01
5.704719936008727926e-02,-1.187246458688777651e-01,2.038135859349326040e+01,2.048877738323245623e+01
1.603716230211801985e+00,1.048586349404314610e-01,1.246621825342381662e+01,1.256980485058161179e+01
6.589720274458191751e-01,-1.123720057717836340e-01,1.471345155624736734e+01,1.459723880336520985e+01
7.306891082731656328e-02,-3.143347754177872044e-01,1.626981667418268529e+01,1.623287581099344123e+01
3.415574925049137678e-02,-6.050177972002319660e-01,1.235397763306404606e+01,1.235294693286536649e+01
8.201081897595619008e-01,7.142724309839552088e-01,1.497783151130914092e+01,1.482516923423603039e+01
2.196979496984996505e-01,3.175661349222247409e-02,2.065887930416220897e+01,2.053195405462690459e+01
7.108170894397566331e-01,7.159376303023510246e-01,1.638438996235370837e+01,1.631733719726888765e+01
1.376138929761259400e+00,8.984345310769763504e-01,1.175978584917002223e+01,1.175221064606446930e+01
1.902428245430323406e+00,-4.128120314562417903e-01,1.271538709062417993e+01,1.273879292263790397e+01
5.940361151016284591e-01,1.998264904006465947e-01,1.683167228944457250e+01,1.663978306985976374e+01
1.155339603095661305e+00,8.947335974382526480e-01,1.236968681789258717e+01,1.238941907788258412e+01
1.411130228828695987e+00,-5.924828232257255411e-01,1.270506052773723660e+01,1.268921418573184923e+01
1.590686848604964343e+00,-4.732382034414146510e-01,1.276726662501975618e+01,1.273636033501998099e+01
9.923077769732843167e-01,1.331697346600739795e-01,1.380767836474112009e+01,1.375712813418307867e+01
1.584406291963803337e+00,-8.087946221347905862e-01,1.267364779309778910e+01,1.277189031501413297e+01
9.288921317973107827e-01,-8.093961918810832490e-01,1.185770709372400411e+01,1.200934773474286743e+01
1.488985796950871299e+00,-7.673344973820286352e-01,1.262343256611415576e+01,1.257307147351604648e+01
1.272593596413809092e+00,8.830620354311629061e-01,1.201404111840460409e+01,1.199236472578565582e+01
9.345392004315957735e-01,8.456587127521311142e-01,1.370523372387988914e+01,1.354184695143877804e+01
1.742049485506364626e+00,9.344675779296509610e-01,1.138534353540336141e+01,1.134037463081771158e+01
6.320696564307631826e-01,-1.779802092448170558e-01,1.449527803192445496e+01,1.455933326627595292e+01
7.250388796174387362e-01,-7.229243522309150016e-01,1.184208674253326876e+01,1.182733042324021433e+01
9.706698639378391613e-01,3.383369138879490645e-01,1.397914079626557182e+01,1.401024242358467831e+01
1.318378216683016024e-01,-2.513586200165445206e-01,1.682610290718274371e+01,1.681069423183120648e+01
1.187389910367664836e+00,-9.944060436148505211e-02,1.312846318848640337e+01,1.313408929585831508e+01
5.816681486209387270e-02,-7.362527198379031912e-01,1.097296854258587118e+01,1.103560879068481881e+01
1.734007326224612067e+00,-7.427073826154528824e-01,1.278890162817143406e+01,1.286168748397128958e+01
7.035016445037313160e-01,-6.774338994373649836e-01,1.200311352870192572e+01,1.180499953830781834e+01
1.777493533323522890e+00,7.608128885245608597e-01,1.158392588820734659e+01,1.155922187537436763e+01
3.072677208872828802e-01,4.753118817268557894e-01,2.636886845700181325e+01,2.607522777568040340e+01
1.435334102997743111e+00,3.581249948058378152e-01,1.242143504989588010e+01,1.242035854841003761e+01
1.175171855809452826e+00,-9.546529148238969142e-02,1.315232390408072050e+01,1.309554484793121887e+01
1.137942943243769101e+00,5.401484766317938835e-01,1.301339598410778464e+01,1.295209895508268794e+01
1.814024266751406822e+00,-3.132217450731078490e-01,1.266974769683562485e+01,1.282382069333793595e+01
1.826476018068938778e-01,-7.506747715024564283e-01,1.095635376584909260e+01,1.099050341989340573e+01
1.836308066195955879e+00,-1.988310323152207015e-01,1.258176266871847382e+01,1.269340247295660262e+01
5.681888790367974895e-01,3.994825797439565118e-01,1.819432161393319802e+01,1.825572829702963773e+01
5.151116600697931425e-01,3.733326793686657652e-01,1.902352694941195210e+01,1.919097486868933800e+01
1.372533858580139654e+00,9.702293180652312721e-01,1.164919045016361387e+01,1.162378048911521766e+01
8.322454359298095961e-01,2.387770268754181302e-01,1.478680399190350059e+01,1.476069438397615485e+01
2.768501789944270985e-01,-8.372321205950696843e-01,1.048152513927244556e+01,1.047170325292212567e+01
1.120488363967764966e+00,-1.368341111683406552e-01,1.322556784861569312e+01,1.346979807842729038e+01
1.753174851334812212e+00,7.065873781205689319e-01,1.165736686516258658e+01,1.161330215807439536e+01
2.759471766591774233e-02,7.466503530234975816e-01,9.078239537329525888e+01,9.078466158092777505e+01
8.108439005913885556e-01,8.666583629437329961e-01,1.484466397102966262e+01,1.498176461277336990e+01
3.665191623572138790e-01,-7.319669576166436542e-01,1.131209988988353210e+01,1.140413495921233711e+01
1.420184051774404876e+00,3.704014470580496710e-01,1.243362307904012098e+01,1.238383354996111407e+01
1.576335289950163698e+00,1.800227823516991066e-01,1.242065072983775842e+01,1.259489148991581686e+01
2.917891676955386981e-01,-4.489070681259510476e-01,1.355584339526405913e+01,1.360379106264565152e+01
1.690558415703756978e+00,-6.632052742142684476e-01,1.277767944570767256e+01,1.292230670010980376e+01
6.314342365468653684e-01,-7.067055436123790280e-01,1.179016920840554228e+01,1.185069052132739209e+01
1.502235290634390985e+00,1.542558322912546132e-02,1.264595953335891920e+01,1.272372381170416311e+01
2.663116539004605765e-01,6.110062815660541879e-01,3.132987978054151057e+01,3.125562839818558913e+01
9.520727485112455701e-01,7.739997037681813907e-01,1.370380608048833437e+01,1.384563289819736909e+01
1.301985692177280773e+00,7.883521322264412934e-01,1.209887123560475786e+01,1.202877437477312128e+01
9.950632402688430744e-01,8.026211344579226026e-01,1.335651165336594026e+01,1.336419929540314655e+01
1.381650618540282816e+00,-5.468748438477035734e-01,1.272927553852616533e+01,1.283799949322491507e+01
1.552817528265127978e+00,5.928192876025724090e-01,1.195286531275638175e+01,1.191892505960571746e+01
1.857494968825598392e+00,9.961094194463520068e-01,1.131028373672318921e+01,1.132222358208737134e+01
1.301636524281247098e+00,-3.039991673595945354e-01,1.289595200774024875e+01,1.289678115356601218e+01
3.601408354200130169e-01,-3.294701730710580811e-02,1.760821395476283513e+01,1.762388775625999315e+01
1.538544286812636885e+00,-5.104773810547700297e-01,1.276440571987307671e+01,1.282343783453665864e+01
8.532492213685718419e-01,-1.911456813429346369e-01,1.371474094101910701e+01,1.356492984406749613e+01
1.400199407791284267e+00,2.580286943094101115e-01,1.259056189889231447e+01,1.253814653473625285e+01
1.381508457323646244e+00,-8.252833325195432224e-01,1.246419033661555531e+01,1.267073549176951097e+01
1.775709532827870474e+00,7.997834684176134967e-01,1.153809604309031300e+01,1.134272884379825719e+01
1.182648260055739531e+00,-7.198741490153981459e-03,1.316635216844136558e+01,1.310266036085961261e+01
4.666534995718987777e-01,-9.726649044274922051e-01,1.019356145634897359e+01,1.027340747070929439e+01
8.184330705667504091e-01,-5.588943237562462585e-01,1.254340049516729749e+01,1.235929813926241927e+01
1.245032991539451128e+00,8.269746047296033797e-01,1.218833095039416214e+01,1.210215365591793280e+01
1.145913262785860365e+00,6.756097698779555127e-01,1.278916910442692156e+01,1.270881322352545872e+01
3.953179654365333029e-01,8.781168207321534691e-01,2.602528385569308966e+01,2.618201264604116929e+01
1.649824111357472534e+00,1.901786217594536588e-02,1.250411599402400320e+01,1.241724591964898039e+01
1.163120965191942302e+00,4.252913975372010214e-01,1.304531140193045502e+01,1.310851684389089478e+01
1.157834744856011122e+00,-5.838411640483576193e-01,1.261534793170145008e+01,1.255236061947853443e+01
4.181455091179981931e-01,-3.016913774841385454e-01,1.450155169021526547e+01,1.450259682166226582e+01
9.883281717970439084e-01,2.231504870843665778e-01,1.387094605666335312e+01,1.375765692765745030e+01
5.447059440294178545e-01,8.339738671948742077e-01,1.987595841783999617e+01,1.972883772414739667e+01
6.772821574271494782e-01,-3.669806498606014156e-01,1.340965240055725793e+01,1.336280563543760636e+01
6.903565199504710925e-01,-8.223784409522403305e-01,1.138451118859027922e+01,1.124689360091432988e+01
