t,v,w,s_ca,c_ca,dv_dt,dv_dt_noisy
3.373474694938988137e+02,-4.218719313560162476e+01,-5.185898935674666177e+01,9.119043684284965090e-02,1.397192633728385536e+00,6.825987597380844818e-07,-6.673320530246656945e-01
3.374274854970994397e+02,-4.218719310048266635e+01,-5.185898936641579837e+01,9.119043624134012815e-02,1.397192637413816607e+00,6.225704254347874667e-07,-5.171711726589853786e-01
3.375075015003000658e+02,-4.218719303789254838e+01,-5.185898937723982982e+01,9.119043563976446387e-02,1.397192641064362917e+00,5.111705192462068226e-07,3.144947404785104483e-01
3.375875175035006919e+02,-4.218719295079328901e+01,-5.185898938908784572e+01,9.119043503823788532e-02,1.397192644681700679e+00,3.539398534257998108e-07,-5.056778014061762416e-01
3.376675335067013748e+02,-4.218719284352563648e+01,-5.185898940176789296e+01,9.119043443692585738e-02,1.397192648268261506e+00,1.589984357508456014e-07,1.050837146710357217e+00
3.377475495099020009e+02,-4.218719272180914004e+01,-5.185898941502694726e+01,9.119043383604401309e-02,1.397192651827231957e+00,-6.295440257986228971e-08,2.163471179234292274e-01
3.378275655131026269e+02,-4.218719259274207900e+01,-5.185898942855095584e+01,9.119043323585819538e-02,1.397192655362553326e+00,-2.986401241855674016e-07,5.015126772728935034e-01
3.379075815163032530e+02,-4.218719246480149820e+01,-5.185898944196480898e+01,9.119043263668438759e-02,1.397192658878922300e+00,-5.322008647112852486e-07,5.342278461130898215e-01
3.379875975195039359e+02,-4.218719234784320804e+01,-5.185898945483234002e+01,9.119043203888882454e-02,1.397192662381790074e+00,-7.451995998053462245e-07,-1.463193326434031605e-01
3.380676135227045620e+02,-4.218719225310177023e+01,-5.185898946665633247e+01,9.119043144288786762e-02,1.397192665877363016e+00,-9.166199887999937346e-07,6.361682465102135031e-02
3.381476295259051881e+02,-4.218719219319051206e+01,-5.185898947687852001e+01,9.119043084914812969e-02,1.397192669372602891e+00,-1.022866406685807306e-06,2.889033330248936826e-01
3.382276455291058141e+02,-4.218719218210150501e+01,-5.185898948487959359e+01,9.119043025818635018e-02,1.397192672875225750e+00,-1.037764054245826628e-06,5.529997961472855189e-02
3.383076615323064971e+02,-4.218719223453007316e+01,-5.185898949000909397e+01,9.119042967054488691e-02,1.397192676393333111e+00,-9.338225126498400641e-07,8.409153588909740185e-01
3.383876775355071231e+02,-4.218719233142524416e+01,-5.185898949311083328e+01,9.119042908553583182e-02,1.397192679916549274e+00,-7.466808362721621961e-07,5.707812796315964166e-01
3.384676935387077492e+02,-4.218719244854663231e+01,-5.185898949525839186e+01,9.119042850228201158e-02,1.397192683431657034e+00,-5.216859797485540184e-07,1.641949631213814875e-01
3.385477095419083753e+02,-4.218719257481910745e+01,-5.185898949694243498e+01,9.119042792038610512e-02,1.397192686932648531e+00,-2.795565023916424252e-07,6.887335788379275181e-01
3.386277255451090582e+02,-4.218719270055689918e+01,-5.185898949859207363e+01,9.119042733950136204e-02,1.397192690414275740e+00,-3.841190476805422804e-08,9.153373173538044416e-02
3.387077415483096843e+02,-4.218719281746361816e+01,-5.185898950057490708e+01,9.119042675933161646e-02,1.397192693872051583e+00,1.862274423558574199e-07,4.447889973415891651e-01
3.387877575515103103e+02,-4.218719291863222765e+01,-5.185898950319703005e+01,9.119042617963130093e-02,1.397192697302250153e+00,3.814402553814488783e-07,1.372700126621293204e-01
3.388677735547109364e+02,-4.218719299854507909e+01,-5.185898950670299712e+01,9.119042560020540478e-02,1.397192700701906265e+00,5.369043627467817714e-07,-7.800845899253366911e-02
3.389477895579116193e+02,-4.218719305307389078e+01,-5.185898951127584411e+01,9.119042502090951574e-02,1.397192704068814795e+00,6.448967511119008122e-07,-4.142299651717514797e-01
3.390278055611122454e+02,-4.218719307947975494e+01,-5.185898951703709514e+01,9.119042444164979222e-02,1.397192707401532230e+00,7.002934516719960811e-07,-3.048990907136449602e-01
3.391078215643128715e+02,-4.218719307641313065e+01,-5.185898952404674134e+01,9.119042386238300490e-02,1.397192710699375340e+00,7.005696254225313169e-07,7.852723337203340592e-02
3.391878375675134976e+02,-4.218719304391384384e+01,-5.185898953230326924e+01,9.119042328311648127e-02,1.397192713962421839e+00,6.457995844755259895e-07,2.656056562401898358e-01
3.392678535707141805e+02,-4.218719298341110857e+01,-5.185898954174362530e+01,9.119042270390811944e-02,1.397192717191510170e+00,5.386566783727175789e-07,-1.016181929208237911e+00
3.393478695739148066e+02,-4.218719289772349157e+01,-5.185898955224325135e+01,9.119042212486644372e-02,1.397192720388239273e+00,3.844134077723992959e-07,-1.571666290983695091e-01
3.394278855771154326e+02,-4.218719279105894060e+01,-5.185898956361605627e+01,9.119042154615053519e-02,1.397192723554969263e+00,1.909413853695696162e-07,3.371039349635274185e-01
3.395079015803160587e+02,-4.218719266901477027e+01,-5.185898957561443723e+01,9.119042096797004560e-02,1.397192726694820974e+00,-3.128869252577715088e-08,-3.479349310840498810e-02
3.395879175835167416e+02,-4.218719253857767626e+01,-5.185898958792925839e+01,9.119042039058523896e-02,1.397192729811675305e+00,-2.692069713816636067e-07,-5.084876577781689555e-01
3.396679335867173677e+02,-4.218719240812371396e+01,-5.185898960018987935e+01,9.119041981430693611e-02,1.397192732910174984e+00,-5.071445379201122705e-07,-4.644406050951632170e-01
3.397479495899179938e+02,-4.218719228741831984e+01,-5.185898961196412671e+01,9.119041923949655626e-02,1.397192735995722801e+00,-7.268333384047309664e-07,8.826214552403830460e-01
3.398279655931186198e+02,-4.218719218761629008e+01,-5.185898962275830826e+01,9.119041866656610318e-02,1.397192739074482493e+00,-9.074062177205632906e-07,-7.571270414222764922e-01
3.399079815963193028e+02,-4.218719212126180196e+01,-5.185898963201721301e+01,9.119041809597815129e-02,1.397192742153378298e+00,-1.025396944243084363e-06,-1.277435446995886237e-01
3.399879975995199288e+02,-4.218719210228840666e+01,-5.185898963912411119e+01,9.119041752824585956e-02,1.397192745240095624e+00,-1.054740117467645177e-06,4.508766428666614035e-01
3.400680136027205549e+02,-4.218719214599241241e+01,-5.185898964340191952e+01,9.119041696393201391e-02,1.397192748343066171e+00,-9.668210552149503201e-07,-9.615126986230272399e-01
3.401480296059211810e+02,-4.218719224015818980e+01,-5.185898964539178024e+01,9.119041640259642478e-02,1.397192751455657023e+00,-7.844917995214473194e-07,3.727441614123629399e-01
3.402280456091218639e+02,-4.218719235635969511e+01,-5.185898964635261876e+01,9.119041584320791705e-02,1.397192754562360806e+00,-5.609294646546914009e-07,-7.420550698495370634e-01
3.403080616123224900e+02,-4.218719248321718851e+01,-5.185898964678855094e+01,9.119041528535659635e-02,1.397192757657002460e+00,-3.174223905944018043e-07,5.390630694432257952e-01
3.403880776155231160e+02,-4.218719261075575844e+01,-5.185898964714150594e+01,9.119041472868374965e-02,1.397192760734177197e+00,-7.263095369580696570e-08,1.366811426067746638e+00
3.404680936187237421e+02,-4.218719273040530027e+01,-5.185898964779118359e+01,9.119041417288180351e-02,1.397192763789248948e+00,1.574124652847785910e-07,-5.917730206829097117e-01
3.405481096219244250e+02,-4.218719283500050921e+01,-5.185898964905510411e+01,9.119041361769433807e-02,1.397192766818350362e+00,3.593034527682448243e-07,-1.759055314975229583e-04
3.406281256251250511e+02,-4.218719291878090871e+01,-5.185898965118856552e+01,9.119041306291608695e-02,1.397192769818384139e+00,5.222656156433913566e-07,2.172117331816522112e-01
3.407081416283256772e+02,-4.218719297739082918e+01,-5.185898965438467201e+01,9.119041250839296509e-02,1.397192772787021697e+00,6.381506025832095474e-07,-2.516666541776148569e-01
3.407881576315263032e+02,-4.218719300787940796e+01,-5.185898965877431266e+01,9.119041195402199929e-02,1.397192775722703617e+00,7.014379654890490201e-07,3.065631887484961404e-01
3.408681736347269862e+02,-4.218719300870061062e+01,-5.185898966442617564e+01,9.119041139975136989e-02,1.397192778624639642e+00,7.092353193627332075e-07,-3.230377614338312275e-01
3.409481896379276122e+02,-4.218719297971318838e+01,-5.185898967134675530e+01,9.119041084558045240e-02,1.397192781492808900e+00,6.612782144088669156e-07,-2.496650599492166722e-01
3.410282056411282383e+02,-4.218719292218073491e+01,-5.185898967948032379e+01,9.119041029155973421e-02,1.397192784327959680e+00,5.599302674852424389e-07,-3.753365205145066663e-01
3.411082216443288644e+02,-4.218719283877163662e+01,-5.185898968870895942e+01,9.119040973779088399e-02,1.397192787131608993e+00,4.101830484160018386e-07,6.857161634165913865e-03
3.411882376475295473e+02,-4.218719273355909394e+01,-5.185898969885253251e+01,9.119040918442668231e-02,1.397192789906043897e+00,2.196560977552053373e-07,2.695821192549721634e-01
3.412682536507301734e+02,-4.218719261202112136e+01,-5.185898970966871246e+01,9.119040863167111877e-02,1.397192792654319726e+00,-1.402991500754069421e-09,5.185788749809683296e-01
3.413482696539307994e+02,-4.218719248104055453e+01,-5.185898972085295355e+01,9.119040807977929486e-02,1.397192795380261421e+00,-2.401186449674241885e-07,-2.231036174043917950e-02
3.414282856571314255e+02,-4.218719234890503600e+01,-5.185898973203852336e+01,9.119040752905747949e-02,1.397192798088463306e+00,-4.809873388467167388e-07,-5.039841208643497383e-01
3.415083016603321084e+02,-4.218719222530700819e+01,-5.185898974279646012e+01,9.119040697986309507e-02,1.397192800784288425e+00,-7.058775217672064173e-07,-2.104403359727083367e-01
3.415883176635327345e+02,-4.218719212134374175e+01,-5.185898975263561539e+01,9.119040643260470369e-02,1.397192803473869427e+00,-8.940296574166950450e-07,-2.268164875742419151e-01
3.416683336667333606e+02,-4.218719204951731427e+01,-5.185898976100263980e+01,9.119040588774204870e-02,1.397192806164107903e+00,-1.022056167698792706e-06,-1.651430836952239578e-01
3.417483496699339867e+02,-4.218719202373461741e+01,-5.185898976728196175e+01,9.119040534578599921e-02,1.397192808862674607e+00,-1.063941560630610184e-06,3.217102440102761474e-01
3.418283656731346696e+02,-4.218719205930734972e+01,-5.185898977079581584e+01,9.119040480729859177e-02,1.397192811578009675e+00,-9.910422953396391677e-07,-4.023763014742723354e-02
3.419083816763352957e+02,-4.218719215031062930e+01,-5.185898977180677605e+01,9.119040427206764887e-02,1.397192814306924991e+00,-8.144423020439717220e-07,7.559247948121589067e-02
3.419883976795359217e+02,-4.218719226473372430e+01,-5.185898977173249591e+01,9.119040373893003149e-02,1.397192817031950307e+00,-5.940244811597494845e-07,5.378798079164856527e-02
3.420684136827365478e+02,-4.218719239090131623e+01,-5.185898977109016528e+01,9.119040320746378547e-02,1.397192819746749137e+00,-3.516301561035106715e-07,-1.754428873515700635e-02
3.421484296859372307e+02,-4.218719251869830345e+01,-5.185898977032790214e+01,9.119040267730382787e-02,1.397192822445839866e+00,-1.061818899472655175e-07,-2.094033530994295345e-01
3.422284456891378568e+02,-4.218719263941601127e+01,-5.185898976983154540e+01,9.119040214813624312e-02,1.397192825124510041e+00,1.260287270099524903e-07,3.909800351462948131e-01
3.423084616923384829e+02,-4.218719274575222045e+01,-5.185898976992466203e+01,9.119040161969836633e-02,1.397192827778818147e+00,3.313411589545012248e-07,-1.914785368937007431e-02
3.423884776955391089e+02,-4.218719283181113866e+01,-5.185898977086852568e+01,9.119040109177874165e-02,1.397192830405592057e+00,4.987259636379803851e-07,-3.140292871789854279e-02
3.424684936987397919e+02,-4.218719289310340059e+01,-5.185898977286215938e+01,9.119040056421713614e-02,1.397192833002430357e+00,6.197846396105433087e-07,-5.365514170219810586e-01
3.425485097019404179e+02,-4.218719292654608211e+01,-5.185898977604228577e+01,9.119040003690452589e-02,1.397192835567700797e+00,6.887497718821578019e-07,-3.290711865312966333e-01
3.426285257051410440e+02,-4.218719293046268604e+01,-5.185898978048336261e+01,9.119039950978313769e-02,1.397192838100542067e+00,7.024849040249137033e-07,-2.776619964451820244e-01
3.427085417083416701e+02,-4.218719290458315641e+01,-5.185898978619757571e+01,9.119039898284635182e-02,1.397192840600862240e+00,6.604846980451384297e-07,3.050202907700190758e-01
3.427885577115422961e+02,-4.218719285004387132e+01,-5.185898979313481760e+01,9.119039845613885475e-02,1.397192843069339885e+00,5.648747745112814300e-07,-8.569285808560852535e-01
3.428685737147429791e+02,-4.218719276938763585e+01,-5.185898980118271595e+01,9.119039792975647263e-02,1.397192845507422954e+00,4.204118155826108705e-07,3.836297677793997773e-01
3.429485897179436051e+02,-4.218719266656370337e+01,-5.185898981016662646e+01,9.119039740384629611e-02,1.397192847917330338e+00,2.344835401402178832e-07,7.877498696464887984e-02
3.430286057211442312e+02,-4.218719254692774001e+01,-5.185898981984961154e+01,9.119039687860661103e-02,1.397192850302050537e+00,1.710864694359770510e-08,-3.393972946787391920e-01
3.431086217243448573e+02,-4.218719241724186020e+01,-5.185898982993247586e+01,9.119039635428695389e-02,1.397192852665341878e+00,-2.190630823406536365e-07,-4.106512942835748303e-01
3.431886377275455402e+02,-4.218719228567461244e+01,-5.185898984005373791e+01,9.119039583118804249e-02,1.397192855011732737e+00,-4.587508612985402578e-07,2.689204118606481342e-01
3.432686537307461663e+02,-4.218719216180097931e+01,-5.185898984978963711e+01,9.119039530966183138e-02,1.397192857346522210e+00,-6.840428490306749154e-07,1.215585740680313193e-01
3.433486697339467923e+02,-4.218719205660237037e+01,-5.185898985865414090e+01,9.119039479011148419e-02,1.397192859675778775e+00,-8.743962283119799395e-07,-9.767730657456705767e-01
3.434286857371474184e+02,-4.218719198246663638e+01,-5.185898986609894479e+01,9.119039427299141520e-02,1.397192862006340741e+00,-1.006637127431986301e-06,-3.314359982235484670e-01
3.435087017403481013e+02,-4.218719195318805504e+01,-5.185898987151345096e+01,9.119039375880721998e-02,1.397192864345817354e+00,-1.054960634405688324e-06,-4.447842781422031710e-01
3.435887177435487274e+02,-4.218719198396735237e+01,-5.185898987422480388e+01,9.119039324811573088e-02,1.397192866702587244e+00,-9.909307969735436927e-07,-2.259485930207574128e-02
3.436687337467493535e+02,-4.218719207195331222e+01,-5.185898987435946594e+01,9.119039274081568169e-02,1.397192869075145172e+00,-8.198816061621982954e-07,-3.048936315455387791e-01
3.437487497499499796e+02,-4.218719218407560589e+01,-5.185898987338198651e+01,9.119039223570413188e-02,1.397192871445439577e+00,-6.036781208251795761e-07,2.425069529277341651e-01
3.438287657531506625e+02,-4.218719230840041945e+01,-5.185898987182100228e+01,9.119039173234858020e-02,1.397192873806992308e+00,-3.646452100269925722e-07,-2.478101771811340170e-01
3.439087817563512885e+02,-4.218719243484927972e+01,-5.185898987012298988e+01,9.119039123038413797e-02,1.397192876154340846e+00,-1.216368978873560991e-07,-1.249933031510949005e-01
3.439887977595519146e+02,-4.218719255473536833e+01,-5.185898986867282190e+01,9.119039072949658431e-02,1.397192878482784728e+00,1.090961383454214229e-07,6.331994765537657388e-01
3.440688137627525407e+02,-4.218719266076344354e+01,-5.185898986779373132e+01,9.119039022942236616e-02,1.397192880788385105e+00,3.139064901347410341e-07,-1.072650163884083518e-01
3.441488297659532236e+02,-4.218719274702991129e+01,-5.185898986774734709e+01,9.119038972994865377e-02,1.397192883067965408e+00,4.817500709464184183e-07,-2.362199563245167833e-01
3.442288457691538497e+02,-4.218719280902278967e+01,-5.185898986873365857e+01,9.119038923091325743e-02,1.397192885319110900e+00,6.041861446703933325e-07,3.098951350857628850e-02
3.443088617723544758e+02,-4.218719284362170185e+01,-5.185898987089104395e+01,9.119038873220471075e-02,1.397192887540168238e+00,6.753772119338918856e-07,-6.368542279945557105e-01
3.443888777755551018e+02,-4.218719284909791156e+01,-5.185898987429627027e+01,9.119038823376221514e-02,1.397192889730246579e+00,6.920891699735420843e-07,-7.865617284294762479e-01
3.444688937787557848e+02,-4.218719282511428048e+01,-5.185898987896447210e+01,9.119038773557565369e-02,1.397192891889216915e+00,6.536911918431087543e-07,-4.405544422180177923e-03
3.445489097819564108e+02,-4.218719277272530377e+01,-5.185898988484916572e+01,9.119038723768561894e-02,1.397192894017712073e+00,5.621557477297756122e-07,-2.851831026778128830e-01
3.446289257851570369e+02,-4.218719269437707453e+01,-5.185898989184224916e+01,9.119038674018334345e-02,1.397192896117126493e+00,4.220586298231410183e-07,-7.057302632663858821e-01
3.447089417883576630e+02,-4.218719259390733356e+01,-5.185898989977399509e+01,9.119038624321078312e-02,1.397192898189616894e+00,2.405789452097906178e-07,4.695358199596971205e-01
3.447889577915583459e+02,-4.218719247654541249e+01,-5.185898990841306500e+01,9.119038574696057553e-02,1.397192900238101609e+00,2.749913718957941455e-08,3.481498347743380295e-01
3.448689737947589720e+02,-4.218719234891226932e+01,-5.185898991746648790e+01,9.119038525167601217e-02,1.397192902266261472e+00,-2.047951035422101995e-07,1.167726929041023598e-01
3.449489897979595980e+02,-4.218719221902048844e+01,-5.185898992657968165e+01,9.119038475765110785e-02,1.397192904278538483e+00,-4.413146896808939346e-07,-2.624013021542316859e-01
3.450290058011602241e+02,-4.218719209627427347e+01,-5.185898993533643164e+01,9.119038426523054519e-02,1.397192906280136704e+00,-6.644673042899285065e-07,-9.622636009346091646e-02
3.451090218043609070e+02,-4.218719199146942600e+01,-5.185898994325892630e+01,9.119038377480970237e-02,1.397192908277022694e+00,-8.540572551396508061e-07,-2.846549861165736384e-01
3.451890378075615331e+02,-4.218719191679338820e+01,-5.185898994980770027e+01,9.119038328683459760e-02,1.397192910275924183e+00,-9.872855670778335480e-07,4.316856412142467403e-01
3.452690538107621592e+02,-4.218719188582521440e+01,-5.185898995438170545e+01,9.119038280180201406e-02,1.397192912284331401e+00,-1.038749918080839052e-06,-7.168165817913570992e-01
3.453490698139627852e+02,-4.218719191353556397e+01,-5.185898995631823283e+01,9.119038232025934720e-02,1.397192914310495748e+00,-9.804447707040253590e-07,1.368782796048765016e-01
3.454290858171634682e+02,-4.218719199892870364e+01,-5.185898995566159186e+01,9.119038184217195808e-02,1.397192916353927394e+00,-8.142329512850210449e-07,9.676390909033339913e-03
3.455091018203640942e+02,-4.218719210908015782e+01,-5.185898995386985888e+01,9.119038136634122216e-02,1.397192918396653383e+00,-6.017066809249627113e-07,-5.648906440913671334e-01
3.455891178235647203e+02,-4.218719223184943701e+01,-5.185898995148080104e+01,9.119038089232611721e-02,1.397192920432081653e+00,-3.655774278854551085e-07,3.097105594078042867e-01
3.456691338267653464e+02,-4.218719235718191385e+01,-5.185898994893985048e+01,9.119038041976160192e-02,1.397192922454761455e+00,-1.246545870969839598e-07,-1.695034501167868302e-01
3.457491498299660293e+02,-4.218719247640073888e+01,-5.185898994663139661e+01,9.119037994833285865e-02,1.397192924459996544e+00,1.048298088335286593e-07,9.348266091203368822e-01
3.458291658331666554e+02,-4.218719258220684054e+01,-5.185898994487885716e+01,9.119037947777519637e-02,1.397192926443845185e+00,3.092212494948398671e-07,5.872005095664200036e-01
3.459091818363672814e+02,-4.218719266867894646e+01,-5.185898994394460715e+01,9.119037900787414774e-02,1.397192928403119927e+00,4.774425796938430722e-07,-2.743917089951264029e-02
3.459891978395679075e+02,-4.218719273127354796e+01,-5.185898994403003570e+01,9.119037853846544139e-02,1.397192930335387384e+00,6.009941238005467312e-07,-1.877263588359666391e-01
3.460692138427685904e+02,-4.218719276682493557e+01,-5.185898994527552475e+01,9.119037806943497415e-02,1.397192932238968677e+00,6.739535933775187004e-07,-3.406197912914200043e-01
3.461492298459692165e+02,-4.218719277354519193e+01,-5.185898994776043480e+01,9.119037760071883880e-02,1.397192934112939211e+00,6.929762079721513146e-07,-3.601114418919134086e-01
3.462292458491698426e+02,-4.218719275102416333e+01,-5.185898995150312629e+01,9.119037713230328246e-02,1.397192935957128679e+00,6.572945565608279139e-07,1.579436584187423054e-01
3.463092618523704687e+02,-4.218719270022949530e+01,-5.185898995646094534e+01,9.119037666422478983e-02,1.397192937772121057e+00,5.687186650504827412e-07,-7.162621066075097742e-01
3.463892778555711516e+02,-4.218719262350661836e+01,-5.185898996253023796e+01,9.119037619656999993e-02,1.397192939559254832e+00,4.316360211475966935e-07,4.858041249113354554e-01
3.464692938587717776e+02,-4.218719252457873381e+01,-5.185898996954635010e+01,9.119037572947576165e-02,1.397192941320622328e+00,2.530115494892015704e-07,3.493799434811554194e-01
3.465493098619724037e+02,-4.218719240854683505e+01,-5.185898997728359205e+01,9.119037526312906428e-02,1.397192943059070824e+00,4.238756190488857101e-08,-6.676659850719164624e-02
3.466293258651730298e+02,-4.218719228188971471e+01,-5.185898998545528826e+01,9.119037479776713473e-02,1.397192944778201440e+00,-1.881161750816318090e-07,3.750412196531525688e-01
3.467093418683737127e+02,-4.218719215246392906e+01,-5.185898999371375595e+01,9.119037433367735423e-02,1.397192946482369802e+00,-4.238023763036835589e-07,1.148937194215164270e+00
3.467893578715743388e+02,-4.218719202950382652e+01,-5.185899000165029094e+01,9.119037387119731386e-02,1.397192948176685823e+00,-6.473964795361553115e-07,1.485563898664301885e-01
3.468693738747749649e+02,-4.218719192362154047e+01,-5.185899000879518894e+01,9.119037341071477287e-02,1.397192949867013700e+00,-8.390463897001154692e-07,8.597216073612092835e-01
3.469493898779755909e+02,-4.218719184680698930e+01,-5.185899001461773139e+01,9.119037295266768650e-02,1.397192951559972141e+00,-9.763225818915088894e-07,-1.466085622412830192e-01
3.470294058811762739e+02,-4.218719181242787641e+01,-5.185899001852621382e+01,9.119037249754419205e-02,1.397192953262933468e+00,-1.034218097828443206e-06,-3.029706412820170058e-01
3.471094218843768999e+02,-4.218719183522968308e+01,-5.185899001986788903e+01,9.119037204588262280e-02,1.397192954984025404e+00,-9.851486204581760830e-07,5.008552365170445553e-01
3.471894378875775260e+02,-4.218719191746351527e+01,-5.185899001854327395e+01,9.119037159776578749e-02,1.397192956724533586e+00,-8.249030933882295358e-07,-9.577274936623949575e-01
3.472694538907781521e+02,-4.218719202632590992e+01,-5.185899001600508029e+01,9.119037115199861432e-02,1.397192958466550561e+00,-6.148473197242765309e-07,4.798052630924434236e-01
3.473494698939788350e+02,-4.218719214886569802e+01,-5.185899001282697895e+01,9.119037070810964707e-02,1.397192960203038403e+00,-3.792092861942819582e-07,-4.098397990905712778e-04
3.474294858971794611e+02,-4.218719227485847512e+01,-5.185899000946187698e+01,9.119037026572680837e-02,1.397192961928452437e+00,-1.371159576990521600e-07,-2.401491186919935406e-01
3.475095019003800871e+02,-4.218719239546143029e+01,-5.185899000630152500e+01,9.119036982452832785e-02,1.397192963638003604e+00,9.489020058595087903e-08,4.296061260091296741e-02
3.475895179035807132e+02,-4.218719250321333902e+01,-5.185899000367648881e+01,9.119036938424279759e-02,1.397192965327660241e+00,3.028513049230241450e-07,5.567245241169342662e-02
3.476695339067813961e+02,-4.218719259203457739e+01,-5.185899000185616359e+01,9.119036894464910281e-02,1.397192966994146301e+00,4.753940565649372729e-07,6.237965932439428762e-01
3.477495499099820222e+02,-4.218719265722711498e+01,-5.185899000104875967e+01,9.119036850557647733e-02,1.397192968634942467e+00,6.037296635952316137e-07,4.209021834508907545e-01
3.478295659131826483e+02,-4.218719269547450779e+01,-5.185899000140130966e+01,9.119036806690451746e-02,1.397192970248285704e+00,6.816539617204853130e-07,1.004577410615898059e-01
3.479095819163832743e+02,-4.218719270484193373e+01,-5.185899000299967554e+01,9.119036762856309875e-02,1.397192971833169706e+00,7.055473041361892683e-07,-1.102721651042113810e-01
3.479895979195839573e+02,-4.218719268477612161e+01,-5.185899000586854868e+01,9.119036719053244533e-02,1.397192973389343562e+00,6.743746112647386326e-07,-4.722732043702832505e-01
3.480696139227845833e+02,-4.218719263610544346e+01,-5.185899000997142849e+01,9.119036675284312998e-02,1.397192974917314201e+00,5.896853565445780987e-07,9.955150381029814755e-02
3.481496299259852094e+02,-4.218719256103982218e+01,-5.185899001521065088e+01,9.119036631557603245e-02,1.397192976418343502e+00,4.556136161681934027e-07,-1.287574123651219038e+00
3.482296459291858355e+02,-4.218719246317080973e+01,-5.185899002142735981e+01,9.119036587886238110e-02,1.397192977894450738e+00,2.788779696061283175e-07,4.829615384008619783e-01
3.483096619323865184e+02,-4.218719234747153024e+01,-5.185899002840154282e+01,9.119036544288372514e-02,1.397192979348411246e+00,6.878161684653605334e-08,-5.479010963385900438e-04
3.483896779355871445e+02,-4.218719222029671556e+01,-5.185899003585198841e+01,9.119036500787193467e-02,1.397192980783756644e+00,-1.627877352916584641e-07,-8.309461147751164845e-01
3.484696939387877705e+02,-4.218719208938268395e+01,-5.185899004343632868e+01,9.119036457410925611e-02,1.397192982204774836e+00,-4.013578056571986963e-07,2.824471254676800269e-01
3.485497099419883966e+02,-4.218719196384736136e+01,-5.185899005075100376e+01,9.119036414192820128e-02,1.397192983616510453e+00,-6.298716996866460249e-07,-4.444510641835896503e-01
3.486297259451890795e+02,-4.218719185419024598e+01,-5.185899005733129030e+01,9.119036371171164446e-02,1.397192985024764189e+00,-8.286880479602132255e-07,-2.330179492126064622e-01
3.487097419483897056e+02,-4.218719177229244366e+01,-5.185899006265127298e+01,9.119036328389282242e-02,1.397192986436093465e+00,-9.755808534350762784e-07,-8.930505377270899769e-01
3.487897579515903317e+02,-4.218719173141666801e+01,-5.185899006612386586e+01,9.119036285895523730e-02,1.397192987857811763e+00,-1.045739594474071055e-06,-3.744624105974989070e-01
3.488697739547909578e+02,-4.218719174620721191e+01,-5.185899006710081238e+01,9.119036243743278147e-02,1.397192989297989074e+00,-1.011769157344133419e-06,7.973342393122849481e-02
3.489497899579916407e+02,-4.218719182354280406e+01,-5.185899006527770894e+01,9.119036201957618493e-02,1.397192990760443454e+00,-8.608015527045154158e-07,-4.223611951578779694e-02
3.490298059611922668e+02,-4.218719193117217969e+01,-5.185899006208279616e+01,9.119036160420974924e-02,1.397192992227567876e+00,-6.531695717626462283e-07,1.444718000687943704e-01
3.491098219643928928e+02,-4.218719205416613249e+01,-5.185899005817731222e+01,9.119036119078918756e-02,1.397192993691239504e+00,-4.168015017569359770e-07,-3.656731000351814975e-01
3.491898379675935189e+02,-4.218719218197782084e+01,-5.185899005402843898e+01,9.119036077892987702e-02,1.397192995145735139e+00,-1.714275228437145415e-07,2.804133711389357742e-01
3.492698539707942018e+02,-4.218719230545969623e+01,-5.185899005004141316e+01,9.119036036829820946e-02,1.397192996586097635e+00,6.583992373521141417e-08,-7.418355377045192656e-01
3.493498699739948279e+02,-4.218719241686352461e+01,-5.185899004655948374e+01,9.119035995861159150e-02,1.397192998008135678e+00,2.805060148602933623e-07,-2.866374979122991995e-01
3.494298859771954540e+02,-4.218719250984038638e+01,-5.185899004386396172e+01,9.119035954963833346e-02,1.397192999408424452e+00,4.606936805373607058e-07,-1.327465080577107326e+00
3.495099019803960800e+02,-4.218719257944066925e+01,-5.185899004217419161e+01,9.119035914119781594e-02,1.397193000784304751e+00,5.971435754759113479e-07,-1.570331627293866661e-01
3.495899179835967630e+02,-4.218719262211408960e+01,-5.185899004164754444e+01,9.119035873316032326e-02,1.397193002133883644e+00,6.832140435619749042e-07,-2.775580538851847301e-01
3.496699339867973890e+02,-4.218719263570965694e+01,-5.185899004237944609e+01,9.119035832544716835e-02,1.397193003456034255e+00,7.148811071999716660e-07,-1.017138313418915058e-01
3.497499499899980151e+02,-4.218719261947570232e+01,-5.185899004440334892e+01,9.119035791803063729e-02,1.397193004750395984e+00,6.907385348142724979e-07,2.801535658169712062e-01
3.498299659931986412e+02,-4.218719257405985701e+01,-5.185899004769075304e+01,9.119035751093398923e-02,1.397193006017373840e+00,6.119977555840705463e-07,6.502417106776983147e-01
3.499099819963993241e+02,-4.218719250150908096e+01,-5.185899005215119217e+01,9.119035710423147034e-02,1.397193007258139330e+00,4.824879518139368884e-07,-5.946586189878360074e-01
3.499899979995999502e+02,-4.218719240526964143e+01,-5.185899005763224068e+01,9.119035669804829991e-02,1.397193008474630016e+00,3.086559949849743134e-07,-1.266129458511762729e-01
3.500700140028005762e+02,-4.218719229018711303e+01,-5.185899006391951360e+01,9.119035629256069808e-02,1.397193009669549291e+00,9.956642088582157157e-08,-9.858841206734036966e-01
