t,C,L,phi,dC_dt,dC_dt_noisy
2.455091018203640729e+01,1.973745813727834086e+00,3.026254186272164581e+00,7.113830675159953376e-01,-1.913445846213335244e-09,5.935120310508018582e-02
2.455691138227645354e+01,1.973745813709966823e+00,3.026254186290031623e+00,7.113830675371569656e-01,-1.901943491589008772e-09,-5.365782955479322935e-02
2.456291258251650333e+01,1.973745813692389328e+00,3.026254186307609118e+00,7.113830675580684604e-01,-1.890736456289232592e-09,4.869196568798339619e-02
2.456891378275654958e+01,1.973745813675101157e+00,3.026254186324897510e+00,7.113830675787304880e-01,-1.879827848938475654e-09,6.393061016327057991e-03
2.457491498299659938e+01,1.973745813658101422e+00,3.026254186341897245e+00,7.113830675991433816e-01,-1.869214116823059157e-09,1.267015232645237466e-01
2.458091618323664562e+01,1.973745813641389679e+00,3.026254186358609211e+00,7.113830676193079183e-01,-1.858896592210612653e-09,-5.083922699939057849e-02
2.458691738347669187e+01,1.973745813624965262e+00,3.026254186375033406e+00,7.113830676392246533e-01,-1.848873942833506590e-09,4.734509428046479451e-02
2.459291858371674167e+01,1.973745813608827504e+00,3.026254186391171164e+00,7.113830676588941415e-01,-1.839145280513321268e-09,-2.719441062939531237e-02
2.459891978395678791e+01,1.973745813592975962e+00,3.026254186407022928e+00,7.113830676783169382e-01,-1.829710605250056688e-09,-4.790385117858014796e-02
2.460492098419683771e+01,1.973745813577409525e+00,3.026254186422589143e+00,7.113830676974938205e-01,-1.820568140686873448e-09,5.333988235862988786e-02
2.461092218443688395e+01,1.973745813562127749e+00,3.026254186437871141e+00,7.113830677164252325e-01,-1.811718775002191251e-09,2.970439618725102815e-02
2.461692338467693375e+01,1.973745813547129746e+00,3.026254186452868922e+00,7.113830677351120624e-01,-1.803159843660750994e-09,5.197650452476302446e-02
2.462292458491698000e+01,1.973745813532415072e+00,3.026254186467583374e+00,7.113830677535547542e-01,-1.794893123019392078e-09,-8.092756992637693825e-02
2.462892578515702979e+01,1.973745813517982839e+00,3.026254186482015829e+00,7.113830677717540851e-01,-1.786915504453645553e-09,-6.037459579207763577e-02
2.463492698539707604e+01,1.973745813503831936e+00,3.026254186496166732e+00,7.113830677897107213e-01,-1.779227876141931119e-09,2.901585385437109935e-02
2.464092818563712584e+01,1.973745813489962142e+00,3.026254186510036526e+00,7.113830678074254399e-01,-1.771828017638199526e-09,-4.276429665099232280e-02
2.464692938587717208e+01,1.973745813476372124e+00,3.026254186523626544e+00,7.113830678248987960e-01,-1.764715040764031073e-09,6.565459230837321358e-02
2.465293058611722188e+01,1.973745813463061216e+00,3.026254186536937230e+00,7.113830678421316778e-01,-1.757890277787055311e-09,8.309112700733653489e-02
2.465893178635726812e+01,1.973745813450028752e+00,3.026254186549969916e+00,7.113830678591246404e-01,-1.751351064172013139e-09,-6.636494060003692713e-03
2.466493298659731792e+01,1.973745813437273622e+00,3.026254186562725046e+00,7.113830678758786830e-01,-1.745096955829694707e-09,1.474742287394460900e-03
2.467093418683736417e+01,1.973745813424794937e+00,3.026254186575203509e+00,7.113830678923943607e-01,-1.739126176403260615e-09,1.273574796177954702e-03
2.467693538707741396e+01,1.973745813412592032e+00,3.026254186587406636e+00,7.113830679086725617e-01,-1.733438281803501013e-09,-1.464830313824990772e-02
2.468293658731746021e+01,1.973745813400663573e+00,3.026254186599334872e+00,7.113830679247139521e-01,-1.728033716119625751e-09,-1.892513270383920296e-03
2.468893778755751001e+01,1.973745813389009118e+00,3.026254186610989549e+00,7.113830679405194202e-01,-1.722909814816375729e-09,-1.165268044164546185e-02
2.469493898779755625e+01,1.973745813377627112e+00,3.026254186622371556e+00,7.113830679560898540e-01,-1.718065689715331246e-09,2.140032337443919033e-02
2.470094018803760605e+01,1.973745813366517110e+00,3.026254186633481336e+00,7.113830679714259198e-01,-1.713500896727282452e-09,-1.667546576367390232e-02
2.470694138827765229e+01,1.973745813355677781e+00,3.026254186644320665e+00,7.113830679865285056e-01,-1.709213215406180097e-09,-2.606252172500075903e-02
2.471294258851770209e+01,1.973745813345108235e+00,3.026254186654890432e+00,7.113830680013986107e-01,-1.705203089841234032e-09,-1.500215228739817767e-02
2.471894378875774834e+01,1.973745813334807586e+00,3.026254186665191082e+00,7.113830680160369013e-01,-1.701469631854024556e-09,-3.061326987131808564e-02
2.472494498899779813e+01,1.973745813324774279e+00,3.026254186675224389e+00,7.113830680304443765e-01,-1.698011065087712268e-09,-4.030916228708738419e-03
2.473094618923784438e+01,1.973745813315007869e+00,3.026254186684990799e+00,7.113830680446218135e-01,-1.694824725007038069e-09,2.696066998822289201e-02
2.473694738947789418e+01,1.973745813305506802e+00,3.026254186694492088e+00,7.113830680585703226e-01,-1.691911499790421658e-09,1.028082231732872220e-01
2.474294858971794042e+01,1.973745813296269969e+00,3.026254186703728699e+00,7.113830680722905697e-01,-1.689269168991813785e-09,-8.143737584956771414e-02
2.474894978995799022e+01,1.973745813287296480e+00,3.026254186712701966e+00,7.113830680857836652e-01,-1.686896844432794751e-09,-6.890080415565601191e-02
2.475495099019803646e+01,1.973745813278585226e+00,3.026254186721413664e+00,7.113830680990503863e-01,-1.684793193845735004e-09,-3.419351937740002997e-03
2.476095219043808626e+01,1.973745813270134652e+00,3.026254186729864237e+00,7.113830681120918431e-01,-1.682957773141424695e-09,1.578593684200216328e-03
2.476695339067813251e+01,1.973745813261943871e+00,3.026254186738054575e+00,7.113830681249089238e-01,-1.681387917784604724e-09,-2.245012073014070273e-03
2.477295459091818230e+01,1.973745813254011772e+00,3.026254186745986896e+00,7.113830681375026277e-01,-1.680083627775275090e-09,9.361151805813477944e-02
2.477895579115822855e+01,1.973745813246336800e+00,3.026254186753662090e+00,7.113830681498739539e-01,-1.679040462221337293e-09,-9.128765919417015928e-02
2.478495699139827835e+01,1.973745813238917846e+00,3.026254186761080600e+00,7.113830681620239016e-01,-1.678261529747260283e-09,-7.753885067095931533e-03
2.479095819163832459e+01,1.973745813231753798e+00,3.026254186768244647e+00,7.113830681739534700e-01,-1.677743277639365260e-09,-6.362833720486266165e-02
2.479695939187837439e+01,1.973745813224843326e+00,3.026254186775155564e+00,7.113830681856636584e-01,-1.677483485451602974e-09,-1.512529013302501071e-02
2.480296059211842064e+01,1.973745813218184875e+00,3.026254186781813793e+00,7.113830681971555769e-01,-1.677482597273183274e-09,2.573660116805451259e-02
2.480896179235847043e+01,1.973745813211777556e+00,3.026254186788221112e+00,7.113830682084302248e-01,-1.677737504479637209e-09,-7.217880905801786484e-02
2.481496299259851668e+01,1.973745813205619593e+00,3.026254186794378853e+00,7.113830682194887123e-01,-1.678247318892545081e-09,5.118918007783075652e-02
2.482096419283856648e+01,1.973745813199710097e+00,3.026254186800288792e+00,7.113830682303321495e-01,-1.679012040511906889e-09,-4.230406740997388892e-02
2.482696539307861272e+01,1.973745813194047294e+00,3.026254186805951374e+00,7.113830682409615358e-01,-1.680027228445624132e-09,-5.240659507463733130e-02
2.483296659331866252e+01,1.973745813188629850e+00,3.026254186811368818e+00,7.113830682513779813e-01,-1.681293770872116511e-09,-8.229127637219800506e-02
2.483896779355870876e+01,1.973745813183456654e+00,3.026254186816542013e+00,7.113830682615827072e-01,-1.682809891434544625e-09,-3.498711365282411445e-02
2.484496899379875856e+01,1.973745813178525932e+00,3.026254186821472736e+00,7.113830682715767129e-01,-1.684571593330019823e-09,-3.710197849203353271e-02
2.485097019403880481e+01,1.973745813173836350e+00,3.026254186826162318e+00,7.113830682813613304e-01,-1.686580208826171656e-09,4.142374007894450427e-02
2.485697139427885460e+01,1.973745813169386576e+00,3.026254186830612092e+00,7.113830682909374481e-01,-1.688833517476950874e-09,-7.809911673374879404e-02
2.486297259451890085e+01,1.973745813165174834e+00,3.026254186834823834e+00,7.113830683003063982e-01,-1.691327522479468826e-09,1.065354146195168945e-02
2.486897379475895065e+01,1.973745813161200013e+00,3.026254186838798876e+00,7.113830683094694018e-01,-1.694063556101355061e-09,4.206492301867226918e-02
2.487497499499899689e+01,1.973745813157460338e+00,3.026254186842538552e+00,7.113830683184275694e-01,-1.697038509718140631e-09,-1.259799863843298964e-02
2.488097619523904669e+01,1.973745813153954254e+00,3.026254186846044636e+00,7.113830683271821220e-01,-1.700250162883776284e-09,3.842168739686963042e-02
2.488697739547909293e+01,1.973745813150680206e+00,3.026254186849318462e+00,7.113830683357342810e-01,-1.703698071509052170e-09,-3.465251296470907988e-02
2.489297859571914273e+01,1.973745813147636863e+00,3.026254186852361805e+00,7.113830683440853786e-01,-1.707380015147919039e-09,2.070914340079947971e-02
2.489897979595918898e+01,1.973745813144822447e+00,3.026254186855176442e+00,7.113830683522364140e-01,-1.711292441086698091e-09,-1.669101200149006661e-02
2.490498099619923877e+01,1.973745813142235406e+00,3.026254186857763262e+00,7.113830683601889415e-01,-1.715437569771438575e-09,1.079446275069696759e-01
2.491098219643928502e+01,1.973745813139873961e+00,3.026254186860124928e+00,7.113830683679439604e-01,-1.719809628042412442e-09,-1.419498859446851474e-02
2.491698339667933482e+01,1.973745813137736560e+00,3.026254186862262330e+00,7.113830683755029138e-01,-1.724408171810409840e-09,-1.496380691352977056e-02
2.492298459691938106e+01,1.973745813135821425e+00,3.026254186864177242e+00,7.113830683828670232e-01,-1.729231424718591370e-09,2.019189082661078383e-02
2.492898579715943086e+01,1.973745813134127225e+00,3.026254186865871443e+00,7.113830683900377316e-01,-1.734278054499327482e-09,-2.644420439026131178e-02
2.493498699739947710e+01,1.973745813132651739e+00,3.026254186867346707e+00,7.113830683970161495e-01,-1.739545396617359074e-09,-9.801376353191247615e-03
2.494098819763952690e+01,1.973745813131393634e+00,3.026254186868604812e+00,7.113830684038037200e-01,-1.745030786537427048e-09,1.692088556195310914e-02
2.494698939787957315e+01,1.973745813130351134e+00,3.026254186869647533e+00,7.113830684104018864e-01,-1.750733780170321552e-09,4.376152711093607428e-02
2.495299059811962294e+01,1.973745813129522464e+00,3.026254186870476204e+00,7.113830684168117591e-01,-1.756652601159203186e-09,-2.979275210599724444e-02
2.495899179835966919e+01,1.973745813128905624e+00,3.026254186871093044e+00,7.113830684230350032e-01,-1.762782364522763601e-09,3.035772187655722508e-03
2.496499299859971899e+01,1.973745813128499060e+00,3.026254186871499829e+00,7.113830684290727291e-01,-1.769123514350212645e-09,-8.550376372840316069e-03
2.497099419883976523e+01,1.973745813128300775e+00,3.026254186871697893e+00,7.113830684349264910e-01,-1.775673386106291218e-09,3.488429455862537137e-02
2.497699539907981503e+01,1.973745813128309212e+00,3.026254186871689456e+00,7.113830684405977323e-01,-1.782431535701789471e-09,4.107428582811795126e-02
2.498299659931986128e+01,1.973745813128522153e+00,3.026254186871476293e+00,7.113830684460877851e-01,-1.789392634066189203e-09,2.019826080497850659e-02
2.498899779955991107e+01,1.973745813128938043e+00,3.026254186871060625e+00,7.113830684513980929e-01,-1.796557125288700263e-09,1.331513646244459996e-02
2.499499899979995732e+01,1.973745813129554882e+00,3.026254186870443785e+00,7.113830684565300988e-01,-1.803921456655643851e-09,8.960665571739623303e-02
2.500100020004000712e+01,1.973745813130370674e+00,3.026254186869627993e+00,7.113830684614852462e-01,-1.811484295899390418e-09,-4.358999979869277591e-02
2.500700140028005336e+01,1.973745813131383642e+00,3.026254186868615026e+00,7.113830684662649784e-01,-1.819242534395471012e-09,8.188175825284582654e-02
2.501300260052010316e+01,1.973745813132591564e+00,3.026254186867407103e+00,7.113830684708709606e-01,-1.827194395787046233e-09,2.693394316015650450e-02
2.501900380076014940e+01,1.973745813133992888e+00,3.026254186866006002e+00,7.113830684753045253e-01,-1.835338103717276681e-09,-7.662625992464816571e-02
2.502500500100019920e+01,1.973745813135585392e+00,3.026254186864413498e+00,7.113830684795672266e-01,-1.843671437740113106e-09,6.505482329258652392e-03
2.503100620124024545e+01,1.973745813137367078e+00,3.026254186862631812e+00,7.113830684836606189e-01,-1.852190401052666857e-09,-7.068966917172593567e-02
2.503700740148029524e+01,1.973745813139335947e+00,3.026254186860662720e+00,7.113830684875861454e-01,-1.860895437744147785e-09,-6.127190407042383546e-03
2.504300860172034149e+01,1.973745813141490002e+00,3.026254186858508444e+00,7.113830684913454716e-01,-1.869781662833247537e-09,-1.014135152035603032e-01
2.504900980196039129e+01,1.973745813143827244e+00,3.026254186856171646e+00,7.113830684949400407e-01,-1.878848188141546416e-09,3.651174704371334956e-02
2.505501100220043753e+01,1.973745813146345451e+00,3.026254186853653216e+00,7.113830684983714070e-01,-1.888092793222995169e-09,-3.941651426649861456e-02
2.506101220244048733e+01,1.973745813149042627e+00,3.026254186850956263e+00,7.113830685016413469e-01,-1.897511037185495297e-09,8.264065784845001095e-02
2.506701340268053357e+01,1.973745813151916551e+00,3.026254186848082117e+00,7.113830685047513036e-01,-1.907103364118256650e-09,-3.613639077043061948e-02
2.507301460292058337e+01,1.973745813154965223e+00,3.026254186845033445e+00,7.113830685077029425e-01,-1.916865333129180726e-09,2.809882123351616773e-03
2.507901580316062962e+01,1.973745813158186424e+00,3.026254186841812022e+00,7.113830685104979290e-01,-1.926794279683008426e-09,-6.779134262732336436e-02
2.508501700340067941e+01,1.973745813161578155e+00,3.026254186838420512e+00,7.113830685131377063e-01,-1.936889759690529900e-09,-6.330460635960067153e-03
2.509101820364072566e+01,1.973745813165137974e+00,3.026254186834860693e+00,7.113830685156241618e-01,-1.947147332259646646e-09,2.296182905953196487e-03
2.509701940388077546e+01,1.973745813168863883e+00,3.026254186831134785e+00,7.113830685179587388e-01,-1.957565221033519265e-09,2.544298597208202728e-02
2.510302060412082170e+01,1.973745813172753438e+00,3.026254186827245007e+00,7.113830685201433246e-01,-1.968140317387678806e-09,1.236886227791806903e-01
2.510902180436087150e+01,1.973745813176804642e+00,3.026254186823194026e+00,7.113830685221794736e-01,-1.978871733143705569e-09,8.255470821576842144e-02
2.511502300460091774e+01,1.973745813181015274e+00,3.026254186818983616e+00,7.113830685240689622e-01,-1.989753251052661653e-09,3.940194630828321859e-02
2.512102420484096754e+01,1.973745813185382669e+00,3.026254186814615998e+00,7.113830685258134556e-01,-2.000786647471386459e-09,-1.600707470766360441e-02
2.512702540508101379e+01,1.973745813189904830e+00,3.026254186810093838e+00,7.113830685274146193e-01,-2.011966149240151935e-09,-1.384776245415996268e-02
2.513302660532106358e+01,1.973745813194579535e+00,3.026254186805418911e+00,7.113830685288743405e-01,-2.023290424091328532e-09,-1.494451882278981930e-02
2.513902780556110983e+01,1.973745813199404342e+00,3.026254186800594326e+00,7.113830685301941736e-01,-2.034756807489657149e-09,-4.215857794800063202e-02
2.514502900580115963e+01,1.973745813204376809e+00,3.026254186795621859e+00,7.113830685313760060e-01,-2.046362190810668835e-09,3.418303044993374618e-02
2.515103020604120587e+01,1.973745813209494493e+00,3.026254186790504175e+00,7.113830685324216141e-01,-2.058102577251474941e-09,-2.083212743242481967e-03
2.515703140628125567e+01,1.973745813214755396e+00,3.026254186785243494e+00,7.113830685333328852e-01,-2.069977966812075465e-09,2.720382668214563204e-02
2.516303260652130191e+01,1.973745813220156631e+00,3.026254186779842037e+00,7.113830685341113735e-01,-2.081983030421952208e-09,-1.145910071021478786e-02
2.516903380676135171e+01,1.973745813225696200e+00,3.026254186774302468e+00,7.113830685347590777e-01,-2.094116879902685469e-09,1.966930819566024835e-02
2.517503500700139796e+01,1.973745813231371438e+00,3.026254186768627452e+00,7.113830685352776628e-01,-2.106375074362176747e-09,8.908492102637366461e-02
2.518103620724144776e+01,1.973745813237179680e+00,3.026254186762818765e+00,7.113830685356691275e-01,-2.118756725622006343e-09,1.885908154364477132e-02
2.518703740748149400e+01,1.973745813243118929e+00,3.026254186756879516e+00,7.113830685359353589e-01,-2.131255616433236355e-09,4.774715399150095130e-02
2.519303860772154380e+01,1.973745813249186520e+00,3.026254186750812369e+00,7.113830685360780226e-01,-2.143871746795866784e-09,-4.083086777939257811e-02
2.519903980796159004e+01,1.973745813255379788e+00,3.026254186744619101e+00,7.113830685360991168e-01,-2.156602452174638529e-09,-5.693596663372033941e-03
2.520504100820163984e+01,1.973745813261696069e+00,3.026254186738302376e+00,7.113830685360005290e-01,-2.169442403499033389e-09,-1.711908801454005077e-02
2.521104220844168609e+01,1.973745813268133364e+00,3.026254186731865303e+00,7.113830685357841466e-01,-2.182390268501421815e-09,2.708790761460926413e-02
2.521704340868173588e+01,1.973745813274688565e+00,3.026254186725310102e+00,7.113830685354518568e-01,-2.195443382646544705e-09,1.696267673478873625e-02
2.522304460892178213e+01,1.973745813281359229e+00,3.026254186718639438e+00,7.113830685350056582e-01,-2.208596416863883860e-09,-3.136222088727638746e-02
2.522904580916183193e+01,1.973745813288142692e+00,3.026254186711855976e+00,7.113830685344474380e-01,-2.221849371153439279e-09,2.003188746419536093e-02
2.523504700940187817e+01,1.973745813295036733e+00,3.026254186704961935e+00,7.113830685337790838e-01,-2.235196916444692761e-09,8.899525977000534438e-03
2.524104820964192797e+01,1.973745813302038243e+00,3.026254186697960424e+00,7.113830685330027048e-01,-2.248636832291595056e-09,-7.541379423557509343e-02
2.524704940988197421e+01,1.973745813309144559e+00,3.026254186690854109e+00,7.113830685321201885e-01,-2.262166010069677213e-09,1.552462357797087644e-03
2.525305061012202401e+01,1.973745813316353459e+00,3.026254186683645209e+00,7.113830685311336444e-01,-2.275781785243680133e-09,6.260672334537395467e-02
2.525905181036207026e+01,1.973745813323661835e+00,3.026254186676336833e+00,7.113830685300448486e-01,-2.289480161010715165e-09,-4.103930690161656375e-02
2.526505301060212005e+01,1.973745813331067023e+00,3.026254186668931645e+00,7.113830685288559108e-01,-2.303258916924733057e-09,5.815334046722579059e-02
2.527105421084216630e+01,1.973745813338566357e+00,3.026254186661432311e+00,7.113830685275689403e-01,-2.317113168004425461e-09,3.858079094775813261e-02
2.527705541108221610e+01,1.973745813346156952e+00,3.026254186653841494e+00,7.113830685261859355e-01,-2.331040693803743125e-09,1.244326757474850664e-02
2.528305661132226234e+01,1.973745813353836365e+00,3.026254186646162303e+00,7.113830685247090058e-01,-2.345039273876636798e-09,2.626330397767187227e-02
2.528905781156231214e+01,1.973745813361601487e+00,3.026254186638397403e+00,7.113830685231400386e-01,-2.359102690974168581e-09,-3.608236267013407994e-02
2.529505901180235838e+01,1.973745813369449431e+00,3.026254186630549015e+00,7.113830685214813654e-01,-2.373230945096338473e-09,3.955706720101802992e-02
2.530106021204240818e+01,1.973745813377377756e+00,3.026254186622621134e+00,7.113830685197348735e-01,-2.387419151261838124e-09,-6.673327594976169452e-02
2.530706141228245443e+01,1.973745813385383352e+00,3.026254186614615538e+00,7.113830685179026725e-01,-2.401664200846198582e-09,-5.171718192460528218e-02
2.531306261252250422e+01,1.973745813393463333e+00,3.026254186606535335e+00,7.113830685159869827e-01,-2.415963873403370599e-09,3.144942051483524958e-02
2.531906381276255047e+01,1.973745813401615035e+00,3.026254186598383633e+00,7.113830685139899135e-01,-2.430312395773626122e-09,-5.056781796491536390e-02
2.532506501300260027e+01,1.973745813409835126e+00,3.026254186590163542e+00,7.113830685119135744e-01,-2.444707103421706051e-09,1.050836963264850515e-01
2.533106621324264651e+01,1.973745813418121164e+00,3.026254186581877281e+00,7.113830685097600748e-01,-2.459146219990770987e-09,2.163471562863696074e-02
2.533706741348269631e+01,1.973745813426470042e+00,3.026254186573528404e+00,7.113830685075317461e-01,-2.473624860499512579e-09,5.015129511767690840e-02
2.534306861372274255e+01,1.973745813434878649e+00,3.026254186565120019e+00,7.113830685052305869e-01,-2.488138139966622475e-09,5.342283534325731331e-02
2.534906981396279235e+01,1.973745813443344321e+00,3.026254186556654346e+00,7.113830685028588174e-01,-2.502686502481310526e-09,-1.463186124706683869e-02
2.535507101420283860e+01,1.973745813451863729e+00,3.026254186548134939e+00,7.113830685004187693e-01,-2.517262842616219132e-09,6.361771609838172588e-03
2.536107221444288840e+01,1.973745813460433984e+00,3.026254186539564905e+00,7.113830684979125518e-01,-2.531866272192928591e-09,2.889043305726376673e-02
2.536707341468293464e+01,1.973745813469051980e+00,3.026254186530946466e+00,7.113830684953424965e-01,-2.546491018051710853e-09,5.530099191387262067e-03
2.537307461492298444e+01,1.973745813477714828e+00,3.026254186522283618e+00,7.113830684927107129e-01,-2.561133971568096968e-09,8.409162671021469526e-02
2.537907581516303068e+01,1.973745813486419420e+00,3.026254186513579025e+00,7.113830684900194212e-01,-2.575792024117617984e-09,5.707820005545125031e-02
2.538507701540308048e+01,1.973745813495162649e+00,3.026254186504835797e+00,7.113830684872710641e-01,-2.590460734808175403e-09,1.641954589027538880e-02
2.539107821564312673e+01,1.973745813503941404e+00,3.026254186496057486e+00,7.113830684844678620e-01,-2.605138327282929822e-09,6.887338323430466924e-02
2.539707941588317652e+01,1.973745813512752578e+00,3.026254186487246312e+00,7.113830684816121463e-01,-2.619819916560572892e-09,9.153374394908604661e-03
2.540308061612322277e+01,1.973745813521592840e+00,3.026254186478405828e+00,7.113830684787060266e-01,-2.634501061749006112e-09,4.447887847691361918e-02
2.540908181636327257e+01,1.973745813530459303e+00,3.026254186469539142e+00,7.113830684757520562e-01,-2.649179098312970382e-09,1.372696047300829558e-02
2.541508301660331881e+01,1.973745813539348637e+00,3.026254186460649809e+00,7.113830684727524556e-01,-2.663849585360367200e-09,-7.800902253539227123e-03
2.542108421684336861e+01,1.973745813548257733e+00,3.026254186451740935e+00,7.113830684697095563e-01,-2.678508526088307917e-09,-4.142306368535878663e-02
2.542708541708341485e+01,1.973745813557183260e+00,3.026254186442815186e+00,7.113830684666258009e-01,-2.693154588229162982e-09,-3.048998179386425145e-02
2.543308661732346465e+01,1.973745813566122109e+00,3.026254186433876558e+00,7.113830684635035206e-01,-2.707780666355574795e-09,7.852650572460132330e-03
2.543908781756351090e+01,1.973745813575070951e+00,3.026254186424927717e+00,7.113830684603450472e-01,-2.722384095932284254e-09,2.656049832167644079e-02
2.544508901780356069e+01,1.973745813584026454e+00,3.026254186415972214e+00,7.113830684571527119e-01,-2.736961768334822409e-09,-1.016182495234533995e-01
2.545109021804360694e+01,1.973745813592985510e+00,3.026254186407013158e+00,7.113830684539291793e-01,-2.751509686760300610e-09,-1.571670410268741561e-02
2.545709141828365674e+01,1.973745813601944565e+00,3.026254186398054102e+00,7.113830684506765589e-01,-2.766022078048990807e-09,3.371037163619212962e-02
2.546309261852370298e+01,1.973745813610900512e+00,3.026254186389098155e+00,7.113830684473975152e-01,-2.780497165844053598e-09,-3.479348962468412423e-03
2.546909381876374923e+01,1.973745813619850020e+00,3.026254186380148870e+00,7.113830684440944907e-01,-2.794930953342600333e-09,-5.084874165205071489e-02
2.547509501900379902e+01,1.973745813628789536e+00,3.026254186371209354e+00,7.113830684407697058e-01,-2.809317223295693111e-09,-4.644401260437975437e-02
2.548109621924384527e+01,1.973745813637715729e+00,3.026254186362283161e+00,7.113830684374259361e-01,-2.823655531614122083e-09,8.826221538371661901e-02
2.548709741948389507e+01,1.973745813646625269e+00,3.026254186353373399e+00,7.113830684340654020e-01,-2.837937884692109947e-09,-7.571261623954377018e-02
2.549309861972394131e+01,1.973745813655514603e+00,3.026254186344484065e+00,7.113830684306907681e-01,-2.852162950262027152e-09,-1.277425478242738902e-02
2.549909981996399111e+01,1.973745813664380622e+00,3.026254186335618268e+00,7.113830684273045879e-01,-2.866325843342565349e-09,4.508776689435204515e-02
2.550510102020403735e+01,1.973745813673219551e+00,3.026254186326779116e+00,7.113830684239091928e-01,-2.880423011220045737e-09,-9.615117606062022204e-02
2.551110222044408715e+01,1.973745813682027839e+00,3.026254186317970607e+00,7.113830684205072474e-01,-2.894449124823950115e-09,3.727449169596712408e-02
2.551710342068413340e+01,1.973745813690802375e+00,3.026254186309196292e+00,7.113830684171011942e-01,-2.908401963708229232e-09,-7.420545380040920180e-02
2.552310462092418319e+01,1.973745813699539386e+00,3.026254186300459281e+00,7.113830684136936977e-01,-2.922274422445525488e-09,5.390633576428721652e-02
2.552910582116422944e+01,1.973745813708235319e+00,3.026254186291763570e+00,7.113830684102873114e-01,-2.936065168768209332e-09,1.366811469338048701e-01
2.553510702140427924e+01,1.973745813716886621e+00,3.026254186283111824e+00,7.113830684068845889e-01,-2.949769317694972415e-09,-5.917732075930681734e-02
2.554110822164432548e+01,1.973745813725489961e+00,3.026254186274508484e+00,7.113830684034881946e-01,-2.963381540155296534e-09,-1.762944687656927765e-05
2.554710942188437528e+01,1.973745813734041565e+00,3.026254186265957102e+00,7.113830684001005711e-01,-2.976896951167873340e-09,2.172111811470670700e-02
2.555311062212442152e+01,1.973745813742537880e+00,3.026254186257460788e+00,7.113830683967244939e-01,-2.990313774375863431e-09,-2.516673222313552116e-02
2.555911182236447132e+01,1.973745813750975131e+00,3.026254186249023537e+00,7.113830683933626275e-01,-3.003627124797958459e-09,3.065624572742594103e-02
2.556511302260451757e+01,1.973745813759349987e+00,3.026254186240648902e+00,7.113830683900175256e-01,-3.016831673363640220e-09,-3.230385008374673378e-02
2.557111422284456737e+01,1.973745813767658452e+00,3.026254186232339993e+00,7.113830683866918525e-01,-3.029923867359229916e-09,-2.496657515266697755e-02
2.557711542308461361e+01,1.973745813775897195e+00,3.026254186224101694e+00,7.113830683833882729e-01,-3.042898821803419196e-09,-3.753371108737624251e-02
2.558311662332466341e+01,1.973745813784062220e+00,3.026254186215936670e+00,7.113830683801095622e-01,-3.055750763536480008e-09,6.856720893609862932e-04
2.558911782356470965e+01,1.973745813792149750e+00,3.026254186207848917e+00,7.113830683768583851e-01,-3.068478360290782803e-09,2.695818689140908053e-02
2.559511902380475945e+01,1.973745813800156457e+00,3.026254186199841989e+00,7.113830683736372951e-01,-3.081074950728179829e-09,5.185788455732103647e-02
2.560112022404480570e+01,1.973745813808078342e+00,3.026254186191920326e+00,7.113830683704492897e-01,-3.093536982134992286e-09,-2.231015255716403602e-03
2.560712142428485549e+01,1.973745813815911632e+00,3.026254186184087036e+00,7.113830683672969224e-01,-3.105859569529911823e-09,-5.039836709356065869e-02
2.561312262452490174e+01,1.973745813823652551e+00,3.026254186176346117e+00,7.113830683641829689e-01,-3.118038716110049791e-09,-2.104396612755737514e-02
2.561912382476495154e+01,1.973745813831297102e+00,3.026254186168701565e+00,7.113830683611102046e-01,-3.130068204626468287e-09,-2.268156248452665724e-02
2.562512502500499778e+01,1.973745813838841956e+00,3.026254186161156934e+00,7.113830683580814052e-01,-3.141946258722327912e-09,-1.651420930585188393e-02
2.563112622524504758e+01,1.973745813846282893e+00,3.026254186153715775e+00,7.113830683550993461e-01,-3.153666217059480914e-09,3.217112764151746490e-02
2.563712742548509382e+01,1.973745813853615916e+00,3.026254186146382530e+00,7.113830683521668030e-01,-3.165224526924248494e-09,-4.023667075737716314e-03
2.564312862572514362e+01,1.973745813860837695e+00,3.026254186139161195e+00,7.113830683492866624e-01,-3.176616303335322300e-09,7.559326215735490129e-03
2.564912982596518987e+01,1.973745813867943788e+00,3.026254186132054880e+00,7.113830683464617000e-01,-3.187836661311393982e-09,5.378854293776311191e-03
2.565513102620523966e+01,1.973745813874930422e+00,3.026254186125068024e+00,7.113830683436948021e-01,-3.198880715871155189e-09,-1.754396909380806198e-03
2.566113222644528591e+01,1.973745813881793820e+00,3.026254186118204625e+00,7.113830683409887445e-01,-3.209743582033297571e-09,-2.094032790149754145e-02
2.566713342668533571e+01,1.973745813888529987e+00,3.026254186111468680e+00,7.113830683383464137e-01,-3.220422595262562027e-09,3.909798769133418506e-02
2.567313462692538195e+01,1.973745813895134926e+00,3.026254186104863741e+00,7.113830683357708073e-01,-3.230910206042381105e-09,-1.914821733963108967e-03
2.567913582716543175e+01,1.973745813901604418e+00,3.026254186098394250e+00,7.113830683332645899e-01,-3.241203305748285857e-09,-3.140345985589524172e-03
2.568513702740547799e+01,1.973745813907934687e+00,3.026254186092063758e+00,7.113830683308307590e-01,-3.251297897577387630e-09,-5.365520693195996449e-02
