dP,R,mu,L,Q,Q_noisy
8.385726339845242910e+04,1.232355163650941318e-02,1.681232601576188772e-03,8.258468948813159072e-01,2.875655857280315919e-01,2.864398504077235175e-01
4.248275259659595031e+04,1.284385741566393749e-02,4.735487027770889784e-03,1.942457315180663002e+00,4.526603792135632659e-02,4.507291151434486554e-02
3.548894910563258600e+04,1.482700830806142969e-02,2.636021053186060267e-03,6.251179051562595346e-01,2.839940793338383562e-01,2.843101468467310045e-01
7.517776945255760802e+04,1.780770672129258422e-02,1.411416105071492712e-03,1.536459951567974214e+00,4.645520889957582833e-01,4.639374516823903116e-01
9.188980991388839902e+04,1.973080296709656123e-02,2.001918865433589476e-03,1.734263417118493189e+00,5.864027849397337455e-01,5.864871044846513559e-01
8.452440625185785757e+04,1.171409059628734581e-02,2.622159545227143590e-03,7.533945396565968622e-01,2.390364763230755085e-01,2.373991500064986382e-01
7.183871079787882627e+04,1.187958036930388678e-02,4.166320801342077162e-03,9.756252722341589578e-01,1.371382848040178515e-01,1.388260949891618190e-01
4.303966471497849125e+04,8.512186943254120355e-03,1.193665243462237787e-03,1.335776500210889006e+00,3.575282077859353452e-02,3.541250387026343566e-02
3.870740350293164374e+04,1.547930581279851822e-02,4.348302288398349542e-03,1.387822629670838914e+00,1.201115950584614317e-01,1.202378882589605763e-01
7.750594790758893942e+04,1.270563496498742194e-02,3.013535515441838862e-03,1.032064128084988708e+00,2.128056746064014570e-01,2.155064921413967494e-01
6.920218370999790204e+04,1.177242894706131103e-02,1.472414358411393027e-03,1.719869140342663805e+00,1.307510189167230830e-01,1.301873148254951151e-01
1.140543293546567838e+04,1.011181988090139108e-02,3.215750978115552387e-03,1.298143988854112418e+00,1.166691522379157547e-02,1.042478191499452388e-02
5.572947348973157932e+04,1.205809564602947428e-02,3.666830432673211758e-03,1.560020603775069903e+00,7.070848537886129104e-02,6.971802803206206267e-02
9.801400622827786719e+04,1.432335859361168195e-02,3.340037040461772515e-03,1.343902086651454386e+00,2.940705027006074723e-01,2.957403459874994311e-01
3.642791921004217147e+04,1.736974016825120273e-02,8.623645472010095601e-04,5.793222991964646074e-01,2.548076166874621573e-01,2.546171767408864084e-01
9.664826875445988844e+04,1.389926259708344422e-02,2.576249815082544067e-03,1.440285828197981566e+00,2.837825784378607552e-01,2.829985956056639829e-01
8.285150094109227939e+04,1.612675134559680631e-02,1.596629516003749078e-03,9.672859591285563052e-01,3.856583502821649967e-01,3.856212766990755880e-01
5.965080468244279473e+04,1.100509752567484581e-02,4.714393987483515847e-03,1.573595516551014040e+00,4.658658793165301737e-02,4.653778886350316141e-02
2.450676088004918347e+04,1.368281947964429535e-02,4.396366890925654941e-03,1.978728279907465915e+00,3.516753674468491020e-02,3.617378783089243710e-02
5.401272981817351683e+04,1.865394574196232308e-02,4.742305778768204916e-03,1.695605623907889825e+00,2.641761462952145201e-01,2.648964173257811749e-01
9.579651446542356280e+04,1.213508925057081057e-02,3.228242388089862854e-03,1.892362191278084804e+00,1.197206504902494223e-01,1.200978750045711141e-01
1.002818012269147584e+04,7.417402993271419998e-03,1.577562414274320595e-03,9.783436426106155714e-01,6.848154983168472376e-03,7.331192733167241592e-03
4.164445845134616684e+04,1.654563901440230661e-02,3.827001038891302085e-03,1.809445816813781693e+00,1.354876145131376497e-01,1.346818134870552686e-01
4.126022215184938977e+04,1.362160117518134567e-02,2.190290521503328487e-03,1.246494959688687176e+00,1.392260921144931884e-01,1.379670874215349063e-01
8.266394137786947249e+04,9.541235100621672793e-03,2.652088904971666109e-03,5.927193087118701742e-01,1.501964565144443819e-01,1.506028140732406928e-01
1.432883547166466815e+04,8.027701283524847631e-03,2.948094720978242881e-03,1.014199202929737975e+00,8.248525457557213947e-03,8.775543338821717443e-03
3.232267315911925107e+04,8.756618479037853522e-03,2.866817289888885702e-03,9.565139383249842142e-01,2.352624462181614889e-02,2.369835634435133939e-02
9.169888750702273683e+04,1.734317648095506231e-02,7.643886412262020872e-04,1.837281081853600284e+00,3.001555494596017115e-01,3.004441614459047449e-01
7.862346060754735663e+04,1.464640397732532365e-02,2.796763998801261603e-03,1.045640570095791588e+00,3.391824713210814246e-01,3.398159415650883752e-01
3.533046507073094836e+04,1.283750674970841887e-02,2.382704387534061510e-03,1.932719471570499614e+00,5.770595071556110234e-02,5.656688510809482900e-02
8.016856456212897319e+04,7.845197319547664305e-03,1.421478288940526778e-03,1.188289431800541029e+00,5.405886833863079305e-02,5.372117453297839407e-02
9.309277181795958313e+04,1.680342712307913641e-02,4.219749959756133144e-03,5.818622171674866506e-01,3.521646507268569870e-01,3.513001076374490661e-01
9.759632084829537780e+04,1.240287980211019978e-02,2.581384935059718392e-03,1.377839904233059798e+00,2.065886189658382444e-01,2.047303847562826074e-01
9.826626906399510335e+04,9.371926922813068189e-03,1.029148815262974012e-03,6.964368494344590488e-01,1.850782924280961472e-01,1.856125147995057179e-01
5.846363535753344331e+04,1.505969881521222048e-02,4.125271707801900223e-03,1.821702406800445484e+00,1.333427495211752523e-01,1.331168436379593922e-01
1.986445666269877984e+04,1.534978889950254152e-02,3.280494352640601734e-03,5.773804689514265842e-01,1.715333872950293714e-01,1.719428082634467947e-01
5.699739660337383248e+04,7.499490400891253503e-03,8.110256568176394971e-04,1.186965141961869197e+00,4.346693226099852814e-02,4.410027611591732510e-02
2.456067863218452840e+04,1.796955690246178003e-02,9.077254709454409161e-04,1.713142940521272806e+00,2.380156689067918219e-01,2.371135977840042042e-01
5.870982080815261725e+04,1.091617694388810796e-02,3.084646797375782071e-03,9.362576019977078001e-01,1.017646925446223233e-01,1.032737862131877377e-01
1.692694849975016405e+04,8.383483514542496018e-03,1.610785086978443323e-03,1.698577491195754741e+00,1.003744849756053707e-02,1.034246458213980424e-02
7.333918246912630275e+04,9.377193381171832626e-03,3.467857276226760186e-03,1.719396822078519849e+00,3.570561978099046768e-02,3.671641557561751423e-02
1.554945151229937983e+04,1.909295993830852425e-02,4.681408756521641956e-03,1.094942322046611016e+00,1.196227594362314212e-01,1.213183911969518969e-01
3.519187157973500871e+04,1.186344544185938960e-02,3.299240371710564831e-03,1.060350364498456877e+00,6.431097857813458663e-02,6.383615538774818632e-02
8.715407561619108310e+04,1.474458108560839156e-02,9.872647764189177236e-04,1.697935516425195024e+00,3.219737078883144754e-01,3.213590533277743688e-01
1.941980597735078481e+04,1.262532770135390246e-02,1.974597505321365291e-03,1.081055895406851874e+00,5.955587116917884782e-02,5.973673202482522593e-02
2.862436882507993505e+04,1.991853759180814767e-02,4.718675273829553082e-03,6.139292305128459803e-01,4.583215103203971408e-01,4.594329328899443010e-01
4.293498254152018490e+04,1.590885648523282861e-02,2.477760826483557232e-03,1.388958369357881528e+00,2.107832900215173000e-01,2.119264452730580395e-01
4.117540157165736309e+04,1.745327918519893121e-02,4.952272166329468178e-03,9.518971063268160115e-01,2.741776904856366159e-01,2.722089231030144774e-01
8.317152106224239105e+04,1.017103209367897082e-02,3.998543905764434178e-03,1.548379483127277467e+00,5.767070822560164262e-02,5.910768406884197440e-02
1.700896789040085423e+04,1.878946177591249433e-02,4.640022684629903707e-03,6.478249987271715860e-01,2.157669603267347580e-01,2.153220370114072579e-01
4.806430013130644511e+04,1.676434413246172261e-02,5.239824674555131935e-04,8.164860895405277041e-01,1.367319642922234790e-01,1.372230836373313223e-01
8.304693874644920288e+04,1.616558453098584924e-02,5.596112709646338746e-04,1.697001584766803628e+00,2.196428472715507285e-01,2.183191373263295987e-01
8.097671585286303889e+04,1.758578765383969275e-02,2.806090605891278789e-03,1.024748008570941060e+00,5.071506412014658016e-01,5.062684538831383474e-01
9.228437330710794777e+04,1.192538259644141535e-02,2.616574984360818534e-03,1.798840511075089577e+00,1.293698000691332062e-01,1.297361247088341663e-01
1.235860477947837717e+04,1.502144148616660346e-02,4.242047013958485935e-03,1.921128512983718561e+00,2.908156748684140661e-02,2.729724366603533334e-02
9.929887607792539347e+04,1.801551412043131406e-02,3.168441739819209506e-03,1.563751292699903095e+00,5.162607552232890695e-01,5.170686547473015704e-01
4.635591868092184450e+04,9.446935183574931352e-03,4.516475186759115815e-03,1.659450622683761534e+00,2.022009091295888863e-02,1.968135730670553252e-02
9.143909741777760792e+04,1.794921660436559971e-02,3.292553656968023965e-03,9.580254146075969368e-01,5.059191211706881575e-01,5.061959644110759493e-01
9.907207933547957509e+04,1.692361669532069582e-02,3.610541867765531838e-03,1.253794318334569002e+00,4.680929149695814973e-01,4.682411198259294749e-01
4.928547201890097494e+04,1.724192139793642720e-02,1.912012884919809998e-03,1.155570700761582748e+00,4.067354089608696821e-01,4.061813063464418394e-01
5.632718063311208971e+04,1.505983097556501740e-02,1.497245670139117722e-03,7.819658126068376180e-01,3.718973950630151681e-01,3.732108146926728098e-01
5.214707384110290877e+04,1.086062875593859361e-02,2.801570170584393154e-03,5.909173518718935370e-01,1.479602540688868817e-01,1.503015688096170921e-01
9.984844506936865218e+04,1.399868585302418977e-02,3.320609901650065348e-03,6.565873087284501697e-01,3.464731419382126587e-01,3.471038981782645361e-01
5.501516226745617314e+04,1.854591685551332594e-02,3.080703668205657646e-03,1.051504506004794059e+00,4.908609592882787198e-01,4.891452972352352546e-01
7.026840499467642803e+04,1.637736475727678484e-02,2.289017641942086255e-03,5.605399493448165460e-01,3.218627395464069840e-01,3.219846452038854778e-01
4.861103567214604846e+04,1.342764845520463129e-02,1.283798456775547782e-03,1.535576609579094143e+00,1.696099776962995964e-01,1.693842380081675147e-01
7.498051407510312856e+04,8.604476582954869932e-03,1.183011249509940792e-03,5.154194454179816809e-01,1.538258081290224677e-01,1.547362298022229299e-01
7.292913640174578177e+04,1.822261155035123995e-02,2.488882566971137560e-03,1.782898476898277851e+00,4.365935214757930005e-01,4.366548957310339985e-01
7.547391928577111685e+04,1.278902191937795335e-02,2.773805121099594609e-03,8.966037844434722182e-01,2.473769851408479103e-01,2.495202263135143927e-01
6.162288511232737073e+04,8.266422161706088456e-03,2.920203014298772357e-03,1.955539971971719915e+00,1.826136438217506805e-02,1.895454160852057604e-02
5.199620952205522190e+04,1.024313082500423119e-02,7.582076485121655180e-04,1.537807895576887018e+00,9.216668915168466092e-02,9.276510014179317754e-02
3.839748578752375033e+04,1.078997655429810715e-02,2.742005549720310121e-03,1.684519221629939834e+00,3.503056384365561826e-02,3.468756061060254692e-02
5.888306194871461776e+04,1.378430074681429029e-02,3.288902886206964814e-03,1.917228978045323551e+00,1.056213301691419637e-01,1.047319120404219261e-01
5.927081381370576855e+04,5.278534067838011774e-03,1.789410034987655961e-03,1.308536395357995374e+00,7.040608870358852980e-03,6.955752221505415514e-03
6.484885181793016091e+04,8.411308608498912001e-03,4.378439804433101323e-03,7.627952134737716605e-01,4.435272727340700688e-02,4.455570647625425873e-02
1.494385349109194067e+04,6.207578973008055258e-03,3.712055098078710213e-03,1.167864639400596705e+00,3.180304882196771481e-03,3.659527602336020129e-03
1.908141766704469774e+04,1.927979393163680930e-02,2.148375411478776510e-03,1.740446628184072031e+00,1.613462433939335250e-01,1.615474329702184519e-01
7.653286349745906773e+04,1.105629500545248292e-02,1.955483327168875806e-03,1.031811935764251453e+00,1.667176425529158235e-01,1.664377359572394299e-01
7.699396475856608595e+04,1.146385466572002673e-02,8.330995731922173370e-04,6.506182054860818464e-01,1.984419926530289202e-01,1.984915044739608836e-01
2.140734591125574661e+04,1.560194611637888418e-02,1.039590175781527747e-03,1.109912529915145107e+00,1.877493628273686488e-01,1.872867437554458780e-01
7.885580226882100396e+04,1.417038826124617998e-02,2.039651547786697910e-03,1.572972386408665102e+00,2.595522654148913477e-01,2.585626567436850598e-01
9.549609888846364629e+04,1.366818134671685461e-02,2.536801384529343249e-03,1.221666653976908767e+00,3.020457661856681963e-01,3.011782640439888414e-01
9.539985319047707890e+04,1.339609308970570595e-02,3.050982845270993650e-03,7.246926798703258177e-01,3.330245816137853421e-01,3.335174996747680698e-01
6.052482023781486350e+04,9.434167836484191189e-03,3.105922556084694461e-03,1.761211904351339008e+00,3.064170018880868832e-02,3.136729509309456321e-02
2.306051480057444860e+04,1.489007749361211108e-02,1.547276041595476836e-03,1.963253921740093944e+00,8.623518141035893536e-02,8.601855758729186341e-02
8.019576882664438745e+04,1.050899193927053860e-02,1.321589604132684384e-03,1.950147209514519586e+00,9.589886523307838972e-02,9.576226127591437598e-02
5.647562354895728640e+04,1.721149094245949529e-02,4.498817480585365347e-03,8.573552567176228045e-01,3.969327998339612362e-01,3.974790724609634229e-01
9.144089140381735342e+04,9.658155442063968629e-03,4.059562180858638028e-03,1.390775615349058025e+00,5.952776809387883006e-02,5.939138941858480153e-02
5.849515867318071105e+04,1.255383188820718976e-02,3.117419233479195358e-03,1.519980840990490467e+00,9.904937078108300152e-02,1.021911672623871808e-01
2.901156369305495900e+04,5.686750565070421842e-03,1.208424178907541169e-03,1.689657420163337198e+00,4.987422301967791953e-03,5.115983675921186372e-03
2.059708198494270255e+04,5.873283944869476039e-03,3.839664474307387648e-03,6.596295581269002728e-01,4.927180416228004942e-03,4.407762738210435453e-03
1.215213714039707702e+04,1.418776851329977412e-02,2.303274948369423477e-03,8.775706075608329382e-01,6.402894993937155443e-02,6.221814693158349285e-02
9.033763306644983822e+04,5.825072846016660956e-03,3.365638273720016928e-03,1.579650641664769095e+00,9.104625279331682655e-03,9.314787309517846836e-03
9.298797886272818141e+04,1.926468022391130200e-02,4.226256935407233725e-03,1.568456867086893691e+00,5.394706329797760436e-01,5.404956444253140591e-01
1.848039726754344156e+04,8.520849734538413212e-03,4.450572966877753070e-03,7.188917493071579345e-01,1.307270693829316183e-02,1.301637721319782830e-02
7.136269242822291562e+04,1.302838345188285854e-02,1.493153172819894564e-03,1.800819298629849907e+00,1.815040654509383344e-01,1.827452411346776884e-01
3.656394840162408218e+04,1.022144939802012778e-02,4.873062142420095735e-03,1.388364315848526598e+00,2.390408747799374622e-02,2.331105012715829067e-02
8.864288603862616583e+04,5.184938527099419714e-03,3.453016434381699171e-03,9.079717913322330469e-01,1.040667830957423511e-02,1.030556877804639226e-02
9.695426022643233591e+04,1.754413842619458042e-02,6.978019305734499585e-04,5.738867948826658072e-01,8.414182953435008492e-05,-1.012300798991743990e-04
5.055150516125081049e+04,1.498509398045234225e-02,3.343019346730588277e-03,1.184972941714392380e+00,2.010770246469338329e-01,2.003256970616300037e-01
4.456793696234306844e+04,5.027736888309047511e-03,1.015843110132036084e-03,1.798788178713987218e+00,4.949470093306935180e-03,3.466830009560692254e-03
9.105574839879371575e+04,1.067278526354579690e-02,3.047586457742119514e-03,1.530978930053073617e+00,9.187796952743770840e-02,9.092517789082253665e-02
3.529250850871721923e+04,1.621862337651670122e-02,1.641294330764584298e-03,1.659153107236163827e+00,1.929812709945986915e-01,1.910794733143340862e-01
9.037259267150564119e+04,1.392172258555924441e-02,2.239612902765346185e-03,1.176563278313897509e+00,3.259980094472140766e-01,3.267570998225060586e-01
9.603038472032514983e+04,1.371028016471081273e-02,3.651290199944087506e-03,1.136692473736268028e+00,2.740471955949334015e-01,2.738757608110150010e-01
2.992460392896366830e+04,7.084148849361664516e-03,3.840091189850153731e-03,1.428843794001723566e+00,6.681131131451263812e-03,6.577417388546301369e-03
4.569216363271740556e+04,6.268597883739216239e-03,1.197124492875867655e-03,6.471744308289586467e-01,2.656679767598741151e-02,2.599249079704920098e-02
7.835969669709127629e+04,1.906952758717301438e-02,4.340119522618248946e-03,1.633564849068000369e+00,4.471012929717770867e-01,4.480530359967863085e-01
3.188448440230643610e+04,9.815814597570495653e-03,3.130607243446803609e-03,1.227640035157128828e+00,2.599725170210090419e-02,2.515097697380473327e-02
7.224233875024909503e+04,8.852233630703389838e-03,3.969418137275703556e-03,5.894945823233068705e-01,8.252533393677201345e-02,8.421005196211345245e-02
4.851218562856750214e+04,9.855983886169877514e-03,2.635775773805189987e-03,1.577703015379897877e+00,3.503565069048727998e-02,3.612065392915222994e-02
9.718736468442760815e+04,1.405973558432960235e-02,1.767423278141019502e-03,1.743732422190904296e+00,2.960792764590668980e-01,2.953801624186842001e-01
8.732947116833574546e+04,1.139705805111156448e-02,4.429500404237606340e-03,1.139932497222398311e+00,1.204986905431595784e-01,1.202981348158643632e-01
9.513132254026892770e+04,1.179494703995019947e-02,3.452944856530422001e-03,1.915994339639193189e+00,1.011612078851032714e-01,1.017903419003377274e-01
6.232440608844577218e+04,9.888533229737579353e-03,1.891479876282266747e-03,8.095026030868256450e-01,1.188142901755223080e-01,1.200657081885010691e-01
7.792257519736816175e+04,9.375803454625762645e-03,4.324480301703812445e-03,6.177656969655710428e-01,9.885050777976193970e-02,9.805824348995806350e-02
3.297548790647446731e+04,1.478773871270474063e-02,3.642278984035141661e-03,1.905353458245857334e+00,6.909904767011490478e-02,6.860005037124940197e-02
7.368875821338148671e+04,9.437078222227626711e-03,2.006768887874169072e-03,1.632109926908999142e+00,5.487973849211442989e-02,5.738470490404050384e-02
2.081767175269059226e+04,1.339321056655481609e-02,1.555624099310107039e-03,1.615973485491698280e+00,6.409617073383411245e-02,6.501574518617096732e-02
3.631999320425394399e+04,1.435137391794686149e-02,2.218202475000706150e-03,1.073190215288727156e+00,1.699643808505676978e-01,1.708608793869595688e-01
7.066088982243707869e+04,1.239285002298708312e-02,2.167926504013086182e-03,1.905099050544572847e+00,1.153119207251329242e-01,1.172455457089240094e-01
8.849469655779264576e+04,1.773074252001974674e-02,4.278077770038869396e-03,5.327080187078797602e-01,2.975886948864792103e-01,2.980345530855015301e-01
2.638005796883026051e+04,1.962794093338466467e-02,6.011724549716623107e-04,1.086704341829578757e+00,3.065841595486213933e-01,3.061279117881371414e-01
3.415578241634600272e+04,1.226816552792319402e-02,1.627015664171872766e-03,1.840972139615181691e+00,6.376036068836384019e-02,6.203145182195898832e-02
1.846192958768792960e+04,1.161319176215536153e-02,3.004843131477947550e-03,1.905952543613407713e+00,2.057553581350057142e-02,2.143734070496760430e-02
1.145871833276412144e+04,1.892118022971698080e-02,8.873966105785235448e-04,1.524499091567652176e+00,1.799710444270488097e-01,1.788376808938567930e-01
3.475290337173655280e+04,1.175533714712394089e-02,1.322349083585954571e-03,1.998634562997252173e+00,5.920622041825981952e-02,5.987698089820404218e-02
5.058375280015826138e+04,1.399790783789977081e-02,1.656338352346790237e-03,1.911416351346775899e+00,1.445748649771341765e-01,1.426000344033093448e-01
1.407081917609551238e+04,1.618115609603465802e-02,2.206395054836556187e-03,1.507958647893269832e+00,7.465642449890129428e-02,7.418207227324442876e-02
2.298559801871272430e+04,7.325667192991683514e-03,7.356400158804874334e-04,5.588542916387961856e-01,3.505248368917069507e-02,3.503451846350538745e-02
7.154124753261951264e+04,1.572170867628299926e-02,2.800167670771890830e-03,5.211276851938286825e-01,3.494156916955815095e-01,3.481641701506351660e-01
8.767723291721183341e+04,1.684553591919307064e-02,3.361361000090848546e-03,1.752706002147459419e+00,3.582795474891309895e-01,3.577327461005584963e-01
1.368349408234762268e+04,1.070713911003490573e-02,3.314602878436304426e-03,1.892254594631110676e+00,1.200193230420458675e-02,1.117013948163430963e-02
7.857404335460119182e+04,1.532783534578726833e-02,7.883937995833553355e-04,1.666644515403508331e+00,3.025081181400802177e-01,3.026379145209280308e-01
3.766450042820368253e+04,1.671732289470035521e-02,4.665439725649679625e-03,8.967700964260549856e-01,2.363303161524887563e-01,2.350712607920639186e-01
4.723493578485371836e+04,9.595937137804452441e-03,3.206566743778045767e-03,1.014104817716544149e+00,4.381673843083176700e-02,4.355468178606226176e-02
9.613410659873174154e+04,1.490492142757466124e-02,4.166794384418918279e-03,1.819261064364871228e+00,2.241589114706613595e-01,2.255330536625286819e-01
4.201624633340640867e+04,8.733194498733295660e-03,2.445767258700302232e-03,1.388649214999236881e+00,2.324044265402692294e-02,2.464127242194403059e-02
2.772550104805179217e+04,1.431969542240052462e-02,6.994211812611559166e-04,1.214879529535261682e+00,1.803030251669731909e-01,1.821934259247078580e-01
8.480938117337819131e+04,7.990188444926526676e-03,2.400028095582307924e-03,6.105314056291666347e-01,8.874118124476179648e-02,8.915638076198785511e-02
2.959902424988583880e+04,1.369427913657342635e-02,4.463949052402903239e-03,5.981439381494829677e-01,1.397064510803370518e-01,1.392993450423524460e-01
6.610988589388661785e+04,8.640817309249124861e-03,3.360790396619195604e-03,1.508215562512641217e+00,2.758777240249992227e-02,2.791642457547532236e-02
6.448552312869248999e+04,7.743104325643951694e-03,1.412113648666586587e-03,7.249350206434970190e-01,6.876604700827117223e-02,6.947640599486863688e-02
2.441409440416333382e+04,1.956147562643346244e-02,1.633276985259704463e-03,1.053088852944165321e+00,3.787012192927307619e-01,3.789811300119351745e-01
8.134311205471171706e+04,6.136399700050296224e-03,2.612072352037161146e-03,5.237834659084752431e-01,3.686351178689743768e-02,3.831376607585627869e-02
6.783959933156406623e+04,1.287712731107468894e-02,1.341902230072896350e-03,8.272314940074094736e-01,2.927365339932635480e-01,2.920789672015038363e-01
1.855655290566061012e+04,1.352666136092412277e-02,4.274247348370114989e-03,8.919550556958535381e-01,5.369509509785509033e-02,5.348795289899085231e-02
7.657318643892764521e+04,1.682435294377640500e-02,4.105887839061590945e-03,1.511433215788655193e+00,3.220964024802260295e-01,3.205766271914239351e-01
4.323213554403626040e+04,8.381933187238252078e-03,3.120413591334659890e-03,5.246691490436193872e-01,5.075622258144426441e-02,5.033526438410360765e-02
4.092172199198014277e+04,1.994920008869405237e-02,3.995738635486132014e-03,5.329600040778268433e-01,5.845369164929155037e-01,5.857769031142956440e-01
7.704598058262855920e+04,1.981473929351344754e-02,4.101399688749514383e-03,1.860915097009087082e+00,4.605540286705341324e-01,4.606064903530508459e-01
1.348653427820660181e+04,1.251523874707555564e-02,2.186387904957204364e-03,1.757848281841498217e+00,2.633496690374350843e-02,2.708301588425581288e-02
7.990459437168597651e+04,1.418096005998489492e-02,3.135177673278667036e-03,1.827591279130870605e+00,1.809020764214185339e-01,1.813297060568713481e-01
6.228363292868671124e+04,1.058297938917769632e-02,2.394174256250530992e-03,1.955947143918836506e+00,5.075019862603043913e-02,5.171450721759745378e-02
7.404510103591516963e+04,9.497068158296111465e-03,3.556019302053104857e-03,8.116529531276972520e-01,8.462618144099173789e-02,8.379082233793691548e-02
7.922019786370544170e+04,1.350431494764015028e-02,3.639186745747129831e-03,8.177221920006940703e-01,2.832609665470355309e-01,2.837958610016415584e-01
8.745502239254197048e+04,8.235524955496904831e-03,4.066370536702570981e-03,1.010569016719755631e+00,4.462440426970167018e-02,4.530410807095873460e-02
8.703108921597023436e+04,1.295053376413955390e-02,3.095327278708080200e-03,5.711675134804141685e-01,3.118661698938374749e-01,3.130236999569931400e-01
3.545055239160676138e+04,1.241601830898161202e-02,1.471331759294302330e-03,1.608342427352041248e+00,8.339630211579911190e-02,8.479075407793849883e-02
6.004863292382565851e+04,9.698608583830288857e-03,4.283652875315940162e-03,8.558652851308476972e-01,6.104135734812751041e-02,6.054436711250416048e-02
5.757819032276343205e+04,6.380283272217138202e-03,1.480731804744458025e-03,9.107028832359670423e-01,2.209117131875171225e-02,2.065972175625175114e-02
7.549189184526610188e+04,1.377853463487317340e-02,2.012443080461968729e-03,1.388629149657544470e+00,2.551456050979201695e-01,2.545036333311210819e-01
8.370624553142375953e+04,1.928488649756909812e-02,4.565747692765314072e-03,8.438813217400383815e-01,5.469415724988816452e-01,5.482651528188461354e-01
4.335429009400594805e+04,1.762610900231909028e-02,1.583620984857154156e-03,1.362445440312949341e+00,3.669510722542920766e-01,3.659578678472806268e-01
5.972574541521220817e+04,6.942957545581955950e-03,2.567375553495720823e-03,7.697028158271104203e-01,2.702160913829100911e-02,2.564523048704434385e-02
6.492290050558858638e+04,9.428219584064777281e-03,7.373101068853689637e-04,1.373310873090433315e+00,9.761794208474354473e-02,9.630694041526413618e-02
2.263951520129670098e+04,1.199270944699289652e-02,3.558159605700164912e-03,9.937908304147489158e-01,4.280012589069130680e-02,4.149978293315359501e-02
9.047211284358170815e+04,1.434100079334271749e-02,1.441761319267462899e-03,8.567575822186277446e-01,3.153233238372951108e-01,3.160440220354380214e-01
6.119737644083238411e+04,1.242740396811627818e-02,1.308541794047524218e-03,1.018834807922344377e+00,2.315197122155769061e-01,2.307522457665967530e-01
2.161921574751510343e+04,1.512573705608865823e-02,4.700807896894055107e-03,1.704759429764149292e+00,4.826230296588188834e-02,4.763776355867239964e-02
3.192050246430992775e+04,5.453036397376003278e-03,3.175009737950520907e-03,1.603800479041772364e+00,3.102764006040398693e-03,4.245782154617223567e-03
1.298679090729640302e+04,1.341881246088197713e-02,4.562136179461490429e-03,8.583172457623550189e-01,3.758911031077626086e-02,3.852501907975291323e-02
3.666165119151488761e+04,1.521074188145338235e-02,1.885191762325408782e-03,1.323365268518877258e+00,1.863086905245371350e-01,1.871901197584854293e-01
2.366646295738848494e+04,1.889279496525326368e-02,3.078806650505358684e-03,1.263970557021388164e+00,1.997544857239274829e-01,1.989891342997951451e-01
8.335181266330285871e+04,8.685606343942031335e-03,3.460790844529506270e-03,1.829120656888728824e+00,2.928209902830903114e-02,2.757860891466704795e-02
7.832172715621630778e+04,5.755965648297154715e-03,1.364216192793883415e-03,1.241637061110030693e+00,1.611657788415266773e-02,1.646860936348867877e-02
3.434318340391523816e+04,1.331235598424458655e-02,4.482348914579567176e-03,5.650605082703417104e-01,1.564511936285237215e-01,1.582066047396245290e-01
6.016976075298530486e+04,1.315145295686940413e-02,1.914952089817195495e-03,9.402644668159654273e-01,2.532969744540674584e-01,2.529408725071509156e-01
3.381251566320043639e+04,1.447700601082343649e-02,4.914388520804781682e-03,5.166775995398223964e-01,2.128320691777573215e-01,2.125602349251005108e-01
1.183381136492194673e+04,7.108240749651524928e-03,4.997240673603860206e-03,1.178648250609745540e+00,3.697663046786470870e-03,4.494643916751433869e-04
4.421527534610305884e+04,9.491518139308140548e-03,1.486909146133328979e-03,1.494175129090426157e+00,4.234039748238552919e-02,4.407279822408220055e-02
7.038211177771221264e+04,1.900102949329481386e-02,3.350513594222886884e-03,5.816509063613297670e-01,3.685747376404465148e-01,3.683755250021609751e-01
6.283389609208489128e+04,1.807632861438110763e-02,4.171790618673759665e-03,5.603877909567189786e-01,4.760885122154992488e-01,4.743473786522113267e-01
6.051711247508683300e+04,1.528230342083817736e-02,2.530932678216348593e-03,1.495190349272156771e+00,2.417660154423200147e-01,2.417068585236517575e-01
4.832855024172217236e+04,1.702176740111439879e-02,1.154426038230712713e-03,1.625116764097083166e+00,3.353493641748500065e-01,3.347538261820331429e-01
8.062647354836991872e+04,1.062486244103700954e-02,1.205932103850146202e-03,7.903200174284414903e-01,2.153303824851080239e-01,2.159583274117568286e-01
9.600870023465582926e+04,1.877747828461799953e-02,3.957232018149549335e-03,1.568730736807634196e+00,5.261680030379614070e-01,5.283212503749589173e-01
1.713984845312419566e+04,5.845680946013013385e-03,3.032979143435786569e-03,1.179576171239920424e+00,3.100851593325052672e-03,2.295673051520363307e-03
2.029648335151858555e+04,7.211278921833212847e-03,2.857176657444981602e-03,1.646735716781098757e+00,5.425830156434907972e-03,5.581414931445039841e-03
7.389441407071388676e+04,5.972298040609697913e-03,4.184931219034001247e-03,7.934233340447709448e-01,1.469357461871361424e-02,1.430882027011382528e-02
7.977466345447495405e+04,7.579175833361824488e-03,1.947250883517058105e-03,5.799895559650747323e-01,8.250884157911130001e-02,8.184446169030078211e-02
5.439536299220196815e+04,1.727006527456557625e-02,8.541037818641261138e-04,5.696175178791176297e-01,8.601795182083560309e-02,8.647814412501260428e-02
2.201673031106858252e+04,1.792921779609409072e-02,2.177566424592275972e-03,1.140866868835582970e+00,2.102559814919112424e-01,2.118034433255121807e-01
4.007262408437522390e+04,1.529500027608295815e-02,4.051833425872258809e-03,1.179930509971952812e+00,1.493170021762410815e-01,1.497569873291238751e-01
