t,v,a_int,T_oil,dv_dt,dv_dt_noisy
7.449489897979596265e+00,1.851897556763284935e+00,9.237816189747148909e-01,3.063029506027787079e+02,-2.370499854031926645e-03,7.130679246603016663e-02
7.451490298059612272e+00,1.851892817449634965e+00,9.237850043111113241e-01,3.063033655911667665e+02,-2.367857686302321518e-03,1.123333268374173965e-01
7.453490698139628279e+00,1.851888083418488762e+00,9.237883865420064566e-01,3.063037800945393201e+02,-2.365218219565923263e-03,-9.647773271100640313e-03
7.455491098219644286e+00,1.851883354664463965e+00,9.237917656689409451e-01,3.063041941134584931e+02,-2.362581451909262498e-03,2.621300661493019060e-02
7.457491498299660293e+00,1.851878631182181989e+00,9.237951416934522264e-01,3.063046076484857281e+02,-2.359947381417648593e-03,1.543310172817071932e-02
7.459491898379676300e+00,1.851873912966268243e+00,9.237985146170746287e-01,3.063050207001820127e+02,-2.357316006172949230e-03,-1.109195585213714613e-01
7.461492298459692307e+00,1.851869200011351246e+00,9.238018844413389274e-01,3.063054332691076524e+02,-2.354687324252480174e-03,4.855207811894140385e-02
7.463492698539708314e+00,1.851864492312063293e+00,9.238052511677730116e-01,3.063058453558223846e+02,-2.352061333730226522e-03,2.152233202918492350e-02
7.465493098619724321e+00,1.851859789863040451e+00,9.238086147979013285e-01,3.063062569608852641e+02,-2.349438032675732480e-03,-8.345876536522571498e-02
7.467493498699740329e+00,1.851855092658922786e+00,9.238119753332451056e-01,3.063066680848549481e+02,-2.346817419158653273e-03,-2.341457293749294247e-02
7.469493898779756336e+00,1.851850400694353471e+00,9.238153327753222399e-01,3.063070787282892979e+02,-2.344199491240983591e-03,5.555172807429217818e-02
7.471494298859772343e+00,1.851845713963979234e+00,9.238186871256475197e-01,3.063074888917457201e+02,-2.341584246982719719e-03,2.634041891725288562e-02
7.473494698939788350e+00,1.851841032462451242e+00,9.238220383857324025e-01,3.063078985757808255e+02,-2.338971684440971366e-03,-7.132277341346986155e-02
7.475495099019804357e+00,1.851836356184423771e+00,9.238253865570851264e-01,3.063083077809509405e+02,-2.336361801669406546e-03,-3.108684039260516466e-02
7.477495499099820364e+00,1.851831685124554649e+00,9.238287316412105987e-01,3.063087165078114822e+02,-2.333754596716142160e-03,-3.691796638246513246e-02
7.479495899179836371e+00,1.851827019277505704e+00,9.238320736396106181e-01,3.063091247569174698e+02,-2.331150067627740796e-03,5.188926628461452105e-03
7.481496299259852378e+00,1.851822358637942312e+00,9.238354125537835415e-01,3.063095325288232402e+02,-2.328548212447656418e-03,-3.777950343993960458e-02
7.483496699339868385e+00,1.851817703200533183e+00,9.238387483852247284e-01,3.063099398240825053e+02,-2.325949029212570629e-03,-6.118522403280061625e-05
7.485497099419884393e+00,1.851813052959951467e+00,9.238420811354259854e-01,3.063103466432485789e+02,-2.323352515960719344e-03,-1.118201411609688091e-02
7.487497499499900400e+00,1.851808407910872978e+00,9.238454108058762326e-01,3.063107529868738652e+02,-2.320758670722233852e-03,-7.666721895002712173e-02
7.489497899579916407e+00,1.851803768047977750e+00,9.238487373980607265e-01,3.063111588555104845e+02,-2.318167491526468282e-03,1.787671371397158218e-02
7.491498299659932414e+00,1.851799133365949812e+00,9.238520609134617256e-01,3.063115642497097042e+02,-2.315578976397558719e-03,1.038320424052118635e-02
7.493498699739948421e+00,1.851794503859476082e+00,9.238553813535582693e-01,3.063119691700223370e+02,-2.312993123358086933e-03,-3.685689826294235444e-02
7.495499099819964428e+00,1.851789879523247695e+00,9.238586987198259548e-01,3.063123736169985705e+02,-2.310409930425083580e-03,3.455439052019203261e-02
7.497499499899980435e+00,1.851785260351959339e+00,9.238620130137373820e-01,3.063127775911879667e+02,-2.307829395612470691e-03,1.121056324083709310e-01
7.499499899979996442e+00,1.851780646340308811e+00,9.238653242367617091e-01,3.063131810931395762e+02,-2.305251516931283717e-03,-8.190318791131735721e-02
7.501500300060012449e+00,1.851776037482998571e+00,9.238686323903647635e-01,3.063135841234017676e+02,-2.302676292392114021e-03,8.401154055058035475e-03
7.503500700140028457e+00,1.851771433774734188e+00,9.238719374760093750e-01,3.063139866825222839e+02,-2.300103719993340512e-03,3.935919334250589929e-02
7.505501100220044464e+00,1.851766835210224338e+00,9.238752394951550428e-01,3.063143887710484137e+02,-2.297533797739337302e-03,-9.422037492723719758e-04
7.507501500300060471e+00,1.851762241784182583e+00,9.238785384492578245e-01,3.063147903895267063e+02,-2.294966523625152632e-03,-3.163055913822107601e-02
7.509501900380076478e+00,1.851757653491325151e+00,9.238818343397707800e-01,3.063151915385031998e+02,-2.292401895646167809e-03,1.075484609776215239e-01
7.511502300460091597e+00,1.851753070326372486e+00,9.238851271681435273e-01,3.063155922185232498e+02,-2.289839911789659510e-03,-2.774153455908642471e-02
7.513502700540107604e+00,1.851748492284048142e+00,9.238884169358226872e-01,3.063159924301317574e+02,-2.287280570043459527e-03,-9.128002710094985928e-03
7.515503100620123611e+00,1.851743919359079893e+00,9.238917036442512165e-01,3.063163921738728845e+02,-2.284723868390292623e-03,-3.533525161649401364e-02
7.517503500700139618e+00,1.851739351546198842e+00,9.238949872948692965e-01,3.063167914502902249e+02,-2.282169804808109603e-03,5.832041507087731835e-02
7.519503900780155625e+00,1.851734788840140089e+00,9.238982678891134448e-01,3.063171902599268606e+02,-2.279618377274972296e-03,-1.097880825992009896e-01
7.521504300860171632e+00,1.851730231235641844e+00,9.239015454284171813e-01,3.063175886033252482e+02,-2.277069583762059146e-03,-4.744523495328764606e-02
7.523504700940187639e+00,1.851725678727446311e+00,9.239048199142108064e-01,3.063179864810271624e+02,-2.274523422238772241e-03,-2.547030209380754529e-02
7.525505101020203647e+00,1.851721131310299473e+00,9.239080913479210677e-01,3.063183838935738095e+02,-2.271979890667741309e-03,1.321198111834397809e-02
7.527505501100219654e+00,1.851716588978950861e+00,9.239113597309717152e-01,3.063187808415059408e+02,-2.269438987015481857e-03,1.474260279066907237e-02
7.529505901180235661e+00,1.851712051728153341e+00,9.239146250647832792e-01,3.063191773253634551e+02,-2.266900709235408762e-03,4.710426098947320672e-02
7.531506301260251668e+00,1.851707519552664216e+00,9.239178873507728484e-01,3.063195733456859671e+02,-2.264365055286154949e-03,-8.726664214046254975e-03
7.533506701340267675e+00,1.851702992447243457e+00,9.239211465903545140e-01,3.063199689030121817e+02,-2.261832023117027468e-03,-3.936964336206037057e-02
7.535507101420283682e+00,1.851698470406655472e+00,9.239244027849388141e-01,3.063203639978804063e+02,-2.259301610676667238e-03,-5.704574437237194817e-03
7.537507501500299689e+00,1.851693953425668004e+00,9.239276559359332897e-01,3.063207586308283226e+02,-2.256773815909496328e-03,-4.613193403479513149e-02
7.539507901580315696e+00,1.851689441499052569e+00,9.239309060447420396e-01,3.063211528023929304e+02,-2.254248636753830581e-03,-2.934565023048700885e-02
7.541508301660331703e+00,1.851684934621584011e+00,9.239341531127659435e-01,3.063215465131107749e+02,-2.251726071149984243e-03,-2.650057570763297843e-02
7.543508701740347711e+00,1.851680432788041397e+00,9.239373971414028830e-01,3.063219397635176620e+02,-2.249206117030833063e-03,1.281281494029250581e-02
7.545509101820363718e+00,1.851675935993207123e+00,9.239406381320471873e-01,3.063223325541488862e+02,-2.246688772327476435e-03,3.919924857306612137e-02
7.547509501900379725e+00,1.851671444231867136e+00,9.239438760860900768e-01,3.063227248855390599e+02,-2.244174034964130371e-03,-5.764913374976661509e-02
7.549509901980395732e+00,1.851666957498811161e+00,9.239471110049194413e-01,3.063231167582223975e+02,-2.241661902866565192e-03,-3.230434562821000999e-02
7.551510302060411739e+00,1.851662475788832918e+00,9.239503428899199511e-01,3.063235081727322608e+02,-2.239152373954444997e-03,-3.718543395402660635e-03
7.553510702140427746e+00,1.851657999096729013e+00,9.239535717424730565e-01,3.063238991296016138e+02,-2.236645446142770943e-03,-1.782568762238149335e-03
7.555511102220443753e+00,1.851653527417300493e+00,9.239567975639569886e-01,3.063242896293626814e+02,-2.234141117345100902e-03,-1.521519472660671883e-02
7.557511502300459760e+00,1.851649060745351738e+00,9.239600203557466473e-01,3.063246796725471768e+02,-2.231639385470995940e-03,2.640824984670675155e-02
7.559511902380475767e+00,1.851644599075690678e+00,9.239632401192136024e-01,3.063250692596862450e+02,-2.229140248426908499e-03,-1.335516566458097576e-02
7.561512302460491775e+00,1.851640142403129019e+00,9.239664568557265367e-01,3.063254583913102920e+02,-2.226643704113628885e-03,-8.976050756322799529e-02
7.563512702540507782e+00,1.851635690722482019e+00,9.239696705666503584e-01,3.063258470679492689e+02,-2.224149750430060024e-03,6.334823866922775770e-02
7.565513102620523789e+00,1.851631244028568934e+00,9.239728812533470892e-01,3.063262352901325016e+02,-2.221658385272662350e-03,-6.499849604153608296e-02
7.567513502700539796e+00,1.851626802316212350e+00,9.239760889171754199e-01,3.063266230583886909e+02,-2.219169606533455408e-03,7.931062127316135246e-02
7.569513902780555803e+00,1.851622365580238627e+00,9.239792935594908219e-01,3.063270103732459688e+02,-2.216683412100239892e-03,1.066823169120419482e-02
7.571514302860571810e+00,1.851617933815477679e+00,9.239824951816453247e-01,3.063273972352317855e+02,-2.214199799857041739e-03,1.380417417297064367e-02
7.573514702940587817e+00,1.851613507016763194e+00,9.239856937849880714e-01,3.063277836448730795e+02,-2.211718767686332576e-03,-7.577693754316745800e-02
7.575515103020603824e+00,1.851609085178932412e+00,9.239888893708644302e-01,3.063281696026962209e+02,-2.209240313466143135e-03,1.115250582996148154e-02
7.577515503100619831e+00,1.851604668296826350e+00,9.239920819406171049e-01,3.063285551092268975e+02,-2.206764435070063257e-03,-1.269128959744364807e-02
7.579515903180635839e+00,1.851600256365289798e+00,9.239952714955851354e-01,3.063289401649902857e+02,-2.204291130370572560e-03,-4.434899153206825484e-02
7.581516303260651846e+00,1.851595849379170877e+00,9.239984580371044531e-01,3.063293247705108797e+02,-2.201820397232712168e-03,2.504043763738445644e-02
7.583516703340667853e+00,1.851591447333321705e+00,9.240016415665077698e-01,3.063297089263126054e+02,-2.199352233522411382e-03,3.504641605833019868e-02
7.585517103420683860e+00,1.851587050222597730e+00,9.240048220851244665e-01,3.063300926329188201e+02,-2.196886637098938166e-03,5.697357541099418166e-02
7.587517503500699867e+00,1.851582658041858176e+00,9.240079995942805935e-01,3.063304758908523127e+02,-2.194423605821449463e-03,-6.341441000277223128e-02
7.589517903580715874e+00,1.851578270785966263e+00,9.240111740952993147e-01,3.063308587006351331e+02,-2.191963137540664519e-03,-4.157615919664452153e-02
7.591518303660731881e+00,1.851573888449788319e+00,9.240143455895000191e-01,3.063312410627889335e+02,-2.189505230107857692e-03,6.695455309234905894e-02
7.593518703740747888e+00,1.851569511028194448e+00,9.240175140781993202e-01,3.063316229778346269e+02,-2.187049881369307336e-03,2.394534681015911964e-02
7.595519103820763895e+00,1.851565138516058973e+00,9.240206795627102787e-01,3.063320044462925580e+02,-2.184597089167406025e-03,3.820806589337971682e-02
7.597519503900779902e+00,1.851560770908259324e+00,9.240238420443428469e-01,3.063323854686825030e+02,-2.182146851343991223e-03,-2.820736478293283181e-02
7.599519903980795910e+00,1.851556408199676484e+00,9.240270015244036461e-01,3.063327660455236128e+02,-2.179699165732906785e-03,1.554688355786466164e-02
7.601520304060811917e+00,1.851552050385195436e+00,9.240301580041961893e-01,3.063331461773345268e+02,-2.177254030167552479e-03,3.863596647726365296e-02
7.603520704140827924e+00,1.851547697459704933e+00,9.240333114850204366e-01,3.063335258646330885e+02,-2.174811442475999002e-03,-6.272116812686001630e-02
7.605521104220843931e+00,1.851543349418097062e+00,9.240364619681735725e-01,3.063339051079368005e+02,-2.172371400486761139e-03,-3.564864593327043280e-02
7.607521504300859938e+00,1.851539006255267461e+00,9.240396094549490069e-01,3.063342839077623694e+02,-2.169933902018916783e-03,1.063345112602686118e-02
7.609521904380875945e+00,1.851534667966115988e+00,9.240427539466371520e-01,3.063346622646259902e+02,-2.167498944891987911e-03,6.671291376303316312e-02
7.611522304460891952e+00,1.851530334545545831e+00,9.240458954445253115e-01,3.063350401790432898e+02,-2.165066526923165036e-03,-2.273335433353006890e-02
7.613522704540907959e+00,1.851526005988463508e+00,9.240490339498973471e-01,3.063354176515292124e+02,-2.162636645920978928e-03,3.162493169296327900e-02
7.615523104620923966e+00,1.851521682289779536e+00,9.240521694640337902e-01,3.063357946825981912e+02,-2.160209299695625695e-03,-4.297990335777540638e-02
7.617523504700939974e+00,1.851517363444408426e+00,9.240553019882121744e-01,3.063361712727639770e+02,-2.157784486050751127e-03,-6.033866552647536990e-02
7.619523904780955981e+00,1.851513049447267800e+00,9.240584315237065915e-01,3.063365474225397520e+02,-2.155362202788779769e-03,2.980029551305388158e-02
7.621524304860971988e+00,1.851508740293279054e+00,9.240615580717880251e-01,3.063369231324382440e+02,-2.152942447707473228e-03,-5.191455317914703271e-02
7.623524704940987995e+00,1.851504435977367358e+00,9.240646816337240166e-01,3.063372984029713280e+02,-2.150525218599375066e-03,7.573989090671803120e-04
7.625525105021004002e+00,1.851500136494461435e+00,9.240678022107788880e-01,3.063376732346504809e+02,-2.148110513258028043e-03,-2.882231904186780685e-02
7.627525505101020009e+00,1.851495841839494005e+00,9.240709198042139638e-01,3.063380476279864411e+02,-2.145698329467649046e-03,2.434496048826683204e-02
7.629525905181036016e+00,1.851491552007400898e+00,9.240740344152871266e-01,3.063384215834895485e+02,-2.143288665014564387e-03,-6.360912062484302965e-02
7.631526305261052023e+00,1.851487266993122160e+00,9.240771460452529285e-01,3.063387951016693478e+02,-2.140881517678661083e-03,-7.050821686326121107e-02
7.633526705341068030e+00,1.851482986791600727e+00,9.240802546953628127e-01,3.063391681830349285e+02,-2.138476885236495484e-03,-7.131044285689799866e-02
7.635527105421084038e+00,1.851478711397784416e+00,9.240833603668647811e-01,3.063395408280945844e+02,-2.136074765462070424e-03,-1.121679572008814352e-02
7.637527505501100045e+00,1.851474440806623267e+00,9.240864630610039487e-01,3.063399130373563253e+02,-2.133675156125058869e-03,6.186946778214866272e-02
7.639527905581116052e+00,1.851470175013071984e+00,9.240895627790218780e-01,3.063402848113272512e+02,-2.131278054991470050e-03,3.924930692884173039e-02
7.641528305661132059e+00,1.851465914012088820e+00,9.240926595221569118e-01,3.063406561505140075e+02,-2.128883459824093549e-03,8.123527949164970757e-03
7.643528705741148066e+00,1.851461657798635141e+00,9.240957532916441730e-01,3.063410270554227282e+02,-2.126491368383942593e-03,-8.426919864314465214e-03
7.645529105821164073e+00,1.851457406367676750e+00,9.240988440887155653e-01,3.063413975265588078e+02,-2.124101778426923381e-03,5.843322283395350342e-02
7.647529505901180080e+00,1.851453159714182339e+00,9.241019319145997724e-01,3.063417675644270730e+02,-2.121714687704390201e-03,-6.571948302946274169e-03
7.649529905981196087e+00,1.851448917833124597e+00,9.241050167705221474e-01,3.063421371695317816e+02,-2.119330093967031203e-03,4.978921549889234882e-02
7.651530306061212094e+00,1.851444680719479985e+00,9.241080986577048240e-01,3.063425063423766801e+02,-2.116947994958873203e-03,6.525791783952958336e-02
7.653530706141228102e+00,1.851440448368228742e+00,9.241111775773667159e-01,3.063428750834646621e+02,-2.114568388422499723e-03,3.177829783427123245e-02
7.655531106221244109e+00,1.851436220774354213e+00,9.241142535307234063e-01,3.063432433932983372e+02,-2.112191272099162020e-03,1.782076577268052256e-02
7.657531506301260116e+00,1.851431997932843965e+00,9.241173265189872588e-01,3.063436112723795191e+02,-2.109816643720674456e-03,1.740372134278421468e-02
7.659531906381276123e+00,1.851427779838688670e+00,9.241203965433675283e-01,3.063439787212095098e+02,-2.107444501020960814e-03,-5.858206701343041285e-03
7.661532306461292130e+00,1.851423566486883443e+00,9.241234636050699169e-01,3.063443457402889294e+02,-2.105074841727616608e-03,1.201786886746940980e-02
7.663532706541308137e+00,1.851419357872426286e+00,9.241265277052972404e-01,3.063447123301178863e+02,-2.102707663565905882e-03,-4.521027330211166428e-02
7.665533106621324144e+00,1.851415153990319418e+00,9.241295888452487617e-01,3.063450784911958067e+02,-2.100342964256429745e-03,-4.345920172844859597e-02
7.667533506701340151e+00,1.851410954835568168e+00,9.241326470261205239e-01,3.063454442240217190e+02,-2.097980741518123970e-03,7.521746966083092678e-02
7.669533906781356158e+00,1.851406760403181861e+00,9.241357022491055728e-01,3.063458095290937422e+02,-2.095620993065039350e-03,-8.006098009354603584e-03
7.671534306861372166e+00,1.851402570688173599e+00,9.241387545153935124e-01,3.063461744069096540e+02,-2.093263716607451919e-03,-8.542385141069780419e-02
7.673534706941388173e+00,1.851398385685560033e+00,9.241418038261706158e-01,3.063465388579665500e+02,-2.090908909853861353e-03,6.467934565620038490e-02
7.675535107021404180e+00,1.851394205390361369e+00,9.241448501826200479e-01,3.063469028827609577e+02,-2.088556570508881549e-03,6.469922832958428793e-02
7.677535507101420187e+00,1.851390029797601589e+00,9.241478935859217536e-01,3.063472664817886653e+02,-2.086206696271797334e-03,2.005155355243427515e-02
7.679535907181436194e+00,1.851385858902308224e+00,9.241509340372522363e-01,3.063476296555451199e+02,-2.083859284841782511e-03,-6.286365218245548725e-02
7.681536307261452201e+00,1.851381692699512360e+00,9.241539715377848907e-01,3.063479924045249163e+02,-2.081514333910017278e-03,9.339086120851726458e-02
7.683536707341468208e+00,1.851377531184249081e+00,9.241570060886898919e-01,3.063483547292222511e+02,-2.079171841167903878e-03,5.125430740184629130e-02
7.685537107421484215e+00,1.851373374351557022e+00,9.241600376911340842e-01,3.063487166301305820e+02,-2.076831804301071394e-03,5.860014402366164887e-02
7.687537507501500222e+00,1.851369222196478148e+00,9.241630663462810924e-01,3.063490781077428551e+02,-2.074494220995370952e-03,-1.425091727061938290e-02
7.689537907581516230e+00,1.851365074714101278e+00,9.241660920559741088e-01,3.063494391625555409e+02,-2.072159089312686220e-03,1.845612433189800991e-02
7.691538307661532237e+00,1.851360931899739271e+00,9.241691148255490873e-01,3.063497997950827880e+02,-2.069826409230257624e-03,-1.563034196744770080e-02
7.693538707741548244e+00,1.851356793748547780e+00,9.241721346576952101e-01,3.063501600058173153e+02,-2.067496179153804903e-03,-1.374821334625294517e-02
7.695539107821564251e+00,1.851352660255652038e+00,9.241751515545493234e-01,3.063505197952478625e+02,-2.065168397179961701e-03,-5.959281338972906295e-02
7.697539507901580258e+00,1.851348531416181498e+00,9.241781655182440547e-01,3.063508791638624871e+02,-2.062843061401364864e-03,-4.070527718651128363e-02
7.699539907981596265e+00,1.851344407225268718e+00,9.241811765509078125e-01,3.063512381121489057e+02,-2.060520169909429988e-03,-2.722729524433301768e-02
7.701540308061612272e+00,1.851340287678049812e+00,9.241841846546643424e-01,3.063515966405941526e+02,-2.058199720788911335e-03,-3.165949089122656671e-04
7.703540708141628279e+00,1.851336172769665112e+00,9.241871898316331713e-01,3.063519547496848645e+02,-2.055881712128004857e-03,4.630485456636744546e-02
7.705541108221644286e+00,1.851332062495258279e+00,9.241901920839293849e-01,3.063523124399072231e+02,-2.053566142010909701e-03,2.508027531596114870e-02
7.707541508301660294e+00,1.851327956849976308e+00,9.241931914136637394e-01,3.063526697117467279e+02,-2.051253008517051057e-03,-9.095233012792504346e-02
7.709541908381676301e+00,1.851323855828970411e+00,9.241961878229426608e-01,3.063530265656885945e+02,-2.048942309727519451e-03,4.868690140335399374e-02
7.711542308461692308e+00,1.851319759427395351e+00,9.241991813138681344e-01,3.063533830022172992e+02,-2.046634043719741669e-03,-7.653772956430592023e-02
7.713542708541708315e+00,1.851315667640409224e+00,9.242021718885377046e-01,3.063537390218170344e+02,-2.044328208567258720e-03,2.151138970458899360e-02
7.715543108621724322e+00,1.851311580463173900e+00,9.242051595490448079e-01,3.063540946249712533e+02,-2.042024802344610812e-03,-1.210049016323468986e-02
7.717543508701740329e+00,1.851307497890855025e+00,9.242081442974781069e-01,3.063544498121631250e+02,-2.039723823121897262e-03,7.826881502303109639e-04
7.719543908781756336e+00,1.851303419918622017e+00,9.242111261359222674e-01,3.063548045838751932e+02,-2.037425268968995340e-03,-2.607027095236275072e-02
7.721544308861772343e+00,1.851299346541647628e+00,9.242141050664572921e-01,3.063551589405894902e+02,-2.035129137951896539e-03,-5.454154630031377016e-02
7.723544708941788350e+00,1.851295277755108382e+00,9.242170810911590761e-01,3.063555128827875933e+02,-2.032835428135038036e-03,7.731861352030013068e-02
7.725545109021804357e+00,1.851291213554184578e+00,9.242200542120988516e-01,3.063558664109505116e+02,-2.030544137578860209e-03,-1.230592809542206123e-01
7.727545509101820365e+00,1.851287153934060070e+00,9.242230244313437426e-01,3.063562195255587994e+02,-2.028255264346801034e-03,-4.642517879238078349e-02
7.729545909181836372e+00,1.851283098889922263e+00,9.242259917509563216e-01,3.063565722270924994e+02,-2.025968806494859997e-03,6.231504122307029991e-02
7.731546309261852379e+00,1.851279048416962558e+00,9.242289561729949421e-01,3.063569245160310857e+02,-2.023684762079258626e-03,-3.448771932204681284e-03
7.733546709341868386e+00,1.851275002510375689e+00,9.242319176995132946e-01,3.063572763928536347e+02,-2.021403129155108225e-03,-2.047226209409415670e-03
7.735547109421884393e+00,1.851270961165359941e+00,9.242348763325610728e-01,3.063576278580386543e+02,-2.019123905772413075e-03,-4.505802719779862520e-02
7.737547509501900400e+00,1.851266924377117817e+00,9.242378320741833075e-01,3.063579789120641408e+02,-2.016847089982065633e-03,-5.868388199978265274e-02
7.739547909581916407e+00,1.851262892140854710e+00,9.242407849264209219e-01,3.063583295554075221e+02,-2.014572679829074175e-03,2.629849651519021447e-02
7.741548309661932414e+00,1.851258864451780228e+00,9.242437348913100648e-01,3.063586797885458850e+02,-2.012300673361222536e-03,-1.138353473134311178e-02
7.743548709741948421e+00,1.851254841305107535e+00,9.242466819708828885e-01,3.063590296119556342e+02,-2.010031068620299344e-03,1.368637417647187646e-02
7.745549109821964429e+00,1.851250822696053344e+00,9.242496261671669933e-01,3.063593790261127765e+02,-2.007763863647205049e-03,3.482157361973032411e-02
7.747549509901980436e+00,1.851246808619838147e+00,9.242525674821856496e-01,3.063597280314928071e+02,-2.005499056481618858e-03,-8.786669113003459097e-02
7.749549909981996443e+00,1.851242799071685763e+00,9.242555059179577981e-01,3.063600766285706527e+02,-2.003236645159889306e-03,-5.435057820861041722e-02
7.751550310062012450e+00,1.851238794046824010e+00,9.242584414764978273e-01,3.063604248178208422e+02,-2.000976627716810619e-03,-3.624948058844568166e-02
7.753550710142028457e+00,1.851234793540484480e+00,9.242613741598160182e-01,3.063607725997171656e+02,-1.998719002183291238e-03,7.942317363860348922e-03
7.755551110222044464e+00,1.851230797547901874e+00,9.242643039699180996e-01,3.063611199747332421e+02,-1.996463766591571876e-03,3.121314343695175131e-02
7.757551510302060471e+00,1.851226806064315111e+00,9.242672309088054705e-01,3.063614669433418385e+02,-1.994210918968675195e-03,-5.443913085094891774e-02
7.759551910382076478e+00,1.851222819084966220e+00,9.242701549784750892e-01,3.063618135060155510e+02,-1.991960457341068746e-03,-1.401871160604896416e-02
7.761552310462092485e+00,1.851218836605101448e+00,9.242730761809196949e-01,3.063621596632261799e+02,-1.989712379731889413e-03,-8.698064639650381416e-03
7.763552710542108493e+00,1.851214858619970594e+00,9.242759945181274750e-01,3.063625054154451846e+02,-1.987466684164385100e-03,-8.774202064253550440e-03
7.765553110622124500e+00,1.851210885124826344e+00,9.242789099920823981e-01,3.063628507631434559e+02,-1.985223368656252596e-03,7.391998387244815005e-02
7.767553510702140507e+00,1.851206916114926271e+00,9.242818226047638808e-01,3.063631957067914300e+02,-1.982982431227742204e-03,-4.000351632697269483e-02
7.769553910782156514e+00,1.851202951585530609e+00,9.242847323581471208e-01,3.063635402468589746e+02,-1.980743869890999598e-03,4.685185024975111086e-03
7.771554310862172521e+00,1.851198991531903815e+00,9.242876392542029862e-01,3.063638843838155026e+02,-1.978507682662278278e-03,-1.180513289557036105e-01
7.773554710942188528e+00,1.851195035949313672e+00,9.242905432948977928e-01,3.063642281181298586e+02,-1.976273867549727115e-03,-8.993725364194177577e-03
7.775555111022204535e+00,1.851191084833031741e+00,9.242934444821935269e-01,3.063645714502704323e+02,-1.974042422565047694e-03,2.471514450757266758e-03
7.777555511102220542e+00,1.851187138178333358e+00,9.242963428180478447e-01,3.063649143807051018e+02,-1.971813345713835375e-03,3.154594878698046417e-02
7.779555911182236549e+00,1.851183195980497187e+00,9.242992383044140725e-01,3.063652569099012339e+02,-1.969586635001019381e-03,-2.872891346996661599e-02
7.781556311262252557e+00,1.851179258234805891e+00,9.243021309432412069e-01,3.063655990383256267e+02,-1.967362288427754180e-03,-3.103646088105842596e-02
7.783556711342268564e+00,1.851175324936545685e+00,9.243050207364735815e-01,3.063659407664446803e+02,-1.965140303997192639e-03,-6.319394567524806716e-02
7.785557111422284571e+00,1.851171396081006337e+00,9.243079076860514220e-01,3.063662820947242267e+02,-1.962920679706159355e-03,-2.820668857440328248e-02
7.787557511502300578e+00,1.851167471663481390e+00,9.243107917939106244e-01,3.063666230236296428e+02,-1.960703413551811991e-03,1.145566677360067981e-01
7.789557911582316585e+00,1.851163551679267938e+00,9.243136730619824215e-01,3.063669635536256237e+02,-1.958488503526423230e-03,-8.824937501169394238e-02
7.791558311662332592e+00,1.851159636123666852e+00,9.243165514921939385e-01,3.063673036851766369e+02,-1.956275947623709044e-03,-8.783866089438167879e-02
7.793558711742348599e+00,1.851155724991982332e+00,9.243194270864678597e-01,3.063676434187464110e+02,-1.954065743831945312e-03,1.475634924081086798e-03
7.795559111822364606e+00,1.851151818279522798e+00,9.243222998467223173e-01,3.063679827547982768e+02,-1.951857890140851204e-03,-5.014110405314454316e-02
7.797559511902380613e+00,1.851147915981599779e+00,9.243251697748714468e-01,3.063683216937950533e+02,-1.949652384535149885e-03,5.838150423745269019e-02
7.799559911982396621e+00,1.851144018093528798e+00,9.243280368728246099e-01,3.063686602361989912e+02,-1.947449224997233053e-03,-7.801532618782811013e-02
7.801560312062412628e+00,1.851140124610628934e+00,9.243309011424870603e-01,3.063689983824718865e+02,-1.945248409509603427e-03,7.856291430369310991e-02
7.803560712142428635e+00,1.851136235528222818e+00,9.243337625857594997e-01,3.063693361330750236e+02,-1.943049936050433857e-03,-2.525947401056822736e-02
7.805561112222444642e+00,1.851132350841636853e+00,9.243366212045383001e-01,3.063696734884692319e+02,-1.940853802599229461e-03,-8.550283703248084954e-02
7.807561512302460649e+00,1.851128470546201221e+00,9.243394770007157257e-01,3.063700104491146590e+02,-1.938660007128278906e-03,-1.134693113887635108e-01
7.809561912382476656e+00,1.851124594637249432e+00,9.243423299761792666e-01,3.063703470154711681e+02,-1.936468547612757440e-03,-4.805184389125125022e-02
7.811562312462492663e+00,1.851120723110118993e+00,9.243451801328121942e-01,3.063706831879979973e+02,-1.934279422022067152e-03,-3.543609191249511015e-02
7.813562712542508670e+00,1.851116855960150520e+00,9.243480274724934498e-01,3.063710189671538160e+02,-1.932092628323722749e-03,1.479038348275153042e-02
7.815563112622524677e+00,1.851112993182689070e+00,9.243508719970976450e-01,3.063713543533969528e+02,-1.929908164486904276e-03,-6.730076886649619117e-02
7.817563512702540685e+00,1.851109134773082587e+00,9.243537137084949507e-01,3.063716893471851108e+02,-1.927726028473908393e-03,1.484364766210949371e-01
7.819563912782556692e+00,1.851105280726683455e+00,9.243565526085509854e-01,3.063720239489755386e+02,-1.925546218248919139e-03,3.863687535783100896e-02
7.821564312862572699e+00,1.851101431038846945e+00,9.243593886991273711e-01,3.063723581592248593e+02,-1.923368731770014328e-03,-1.229252957530922036e-02
7.823564712942588706e+00,1.851097585704932325e+00,9.243622219820810670e-01,3.063726919783894118e+02,-1.921193566996270974e-03,-3.066368888404060952e-02
7.825565113022604713e+00,1.851093744720302858e+00,9.243650524592647022e-01,3.063730254069247962e+02,-1.919020721882880309e-03,1.311966377877514522e-01
