M,T_body,Q,Q_noisy
4.009927310982908466e+01,3.196071282097773860e+02,5.189159001936902715e-01,5.404784356683148827e-01
5.503918794911283108e+00,3.154593789765792167e+02,1.630734106699466057e+00,1.685406566647414062e+00
3.134384140475200411e+02,2.916846274262407519e+02,3.560846139785005249e-02,1.193753427403505124e-02
2.271526399619717973e-02,3.063692198118927763e+02,5.624304111678255641e-02,5.623599052338454363e-02
6.442899194363041482e-02,2.826077024846140375e+02,1.151124379185881064e-01,1.238008863552295669e-01
7.741141055514993985e-01,3.131211493511538606e+02,5.500319751197476625e-01,5.399652834266189805e-01
6.562753861952186872e-03,2.709933189070268895e+02,3.498552992781123194e-02,4.724802942023245689e-02
2.963567971907137277e+00,2.930972458310710635e+02,1.197829197419413516e+00,1.184907658592647461e+00
2.330434124070327739e-01,2.926379313268611213e+02,2.412210596945640328e-01,2.312344308454667985e-01
2.717473164876794911e+01,3.167975134303713389e+02,7.807200505001445912e-01,7.657065672823536451e-01
6.760471116410818126e+01,3.106002152643196155e+02,2.547366322936168159e-01,2.550109023516615170e-01
3.842780898304450857e-03,3.105853831699904504e+02,1.994838702690695381e-02,3.073166301086192875e-02
9.439844677316574462e+02,3.127860933493499260e+02,9.088238631661716208e-03,2.983139368702011213e-02
4.992941460400351872e+01,3.065373352463196284e+02,3.618494920609023335e-01,3.609570871960305904e-01
3.402148339846979042e+01,2.914214212740566268e+02,5.688514911252929851e-01,5.486921455302125050e-01
2.898541997964525566e-02,2.740354093213024953e+02,8.016063423054027581e-02,7.174304902673281359e-02
3.403138834431392729e-02,2.784980508796966774e+02,8.185316231589812030e-02,7.278053857411473371e-02
1.855315944370477723e+02,2.866112045266820587e+02,7.178722064987348717e-02,6.518153818431124402e-02
1.925906987418016724e-03,2.960068196893944332e+02,1.290370134672309821e-02,2.577215366479657099e-02
5.343211005458792760e-03,3.178990106420241091e+02,2.567648487464005772e-02,2.406701931043478057e-02
4.220503697545652244e+00,2.665751364852910683e+02,2.076774129057289642e+00,2.079797860814230237e+00
2.628020536715181335e-02,3.149704565124577584e+02,6.495448402878366279e-02,6.710602702142885734e-02
1.308852444966812856e+00,2.856141045536258503e+02,7.732033564591144215e-01,7.725015989749144385e-01
1.521181485104450726e+00,2.925446009733591382e+02,8.127088138947968776e-01,8.043326840180953230e-01
2.544148206405698609e-01,3.040360101095223513e+02,2.541528427997600259e-01,2.697920391644627602e-01
6.276633749093233661e+01,2.673792822166585665e+02,3.916583776102025016e-01,3.908924502089813346e-01
1.639216315092336188e-02,2.796001979107738293e+02,5.158267334229978823e-02,5.032653624454529878e-02
3.388163487229936521e+01,3.062167597332939977e+02,5.703998034936142991e-01,5.489377220213494946e-01
3.059336393913396068e-01,2.770331974435007396e+02,3.358287640534770024e-01,3.226658890422342552e-01
2.646811280251799303e+02,2.697570057568983088e+02,5.957966226303246932e-02,4.847315430582902623e-02
8.452913300139561908e-03,2.745320313328437578e+02,3.773467840238748511e-02,4.993546361380032939e-02
2.343394686583445685e-02,2.657696937560354513e+02,8.600891167161975326e-02,5.173174584238535850e-02
9.345675197926918421e-02,3.140965963217108197e+02,1.418413376611991628e-01,1.571865115559025194e-01
1.775286845537772662e-02,2.949327535129600619e+02,4.787352962994619043e-02,5.102451972919053863e-02
6.788409530083715226e-02,3.035901255608555402e+02,1.095385979962577028e-01,9.596270552476225679e-02
2.013479479260160410e-01,2.677225739795434833e+02,3.132242622191522829e-01,2.967982192103325589e-01
4.609159113691460163e+01,3.087243672326890191e+02,4.027839878268740792e-01,4.135408226513344609e-01
1.462642516300167905e+01,2.894518002070693683e+02,1.272247379854730021e+00,1.277109750179165282e+00
4.997831842791811141e+01,2.771675319828735837e+02,4.191143227200089805e-01,3.800434350660312766e-01
1.994139179310985055e+00,3.086711882589338529e+02,9.741208225709743207e-01,9.608634229075174726e-01
5.562570033319481910e-02,2.819754505685119170e+02,1.058152729891019272e-01,8.802394406183917941e-02
7.303240227333045523e-03,2.668093866892504025e+02,4.143941421263860891e-02,4.053565947778745709e-02
5.128474716959768784e+02,2.727783383374601840e+02,2.395588143930738392e-02,1.176016897275007980e-02
5.738081996794244688e+00,2.734566655858761237e+02,1.925955164238927875e+00,1.935655466503162003e+00
1.805191742760420617e-02,2.836394105822535607e+02,5.199948457521261225e-02,4.208709207377565181e-02
6.952317787910036739e-02,2.799890182016256404e+02,1.248195780822088791e-01,1.198198508216409969e-01
2.670834294901230699e+00,2.675020596582281200e+02,1.628997767206500580e+00,1.654325741904805636e+00
6.099468658147000344e-01,2.719981652317175076e+02,5.794402428674768624e-01,5.751496296556809495e-01
1.846671428869745306e-03,3.188189068752066646e+02,1.398763961931410310e-02,4.538822096330594191e-03
7.116661406078284013e-02,3.186930700820093989e+02,1.246267805161709180e-01,1.258663368890681755e-01
2.633941522171188154e+00,3.151957020628511259e+02,1.197390699544882642e+00,1.171916503410011856e+00
7.385523789608943446e+01,3.081936652581528620e+02,2.249784915014014230e-01,1.935159946806555564e-01
1.426449022733083938e-02,2.745576367758213223e+02,5.157998890940118653e-02,5.140374098486630294e-02
2.616689586811212984e-02,3.030693130555491734e+02,6.064364899187595775e-02,4.923630239853353519e-02
3.365607971677755383e-01,2.812792974364606948e+02,3.356974983048420236e-01,3.074682708918413665e-01
5.571731856034344704e-02,2.708696137626758969e+02,1.284427662982479124e-01,1.472241894734779843e-01
9.745986391858970421e+01,2.682551851581929441e+02,2.204778173840191147e-01,2.344038096750271361e-01
2.093616188146815382e+00,2.760859535256541335e+02,1.172271935521269404e+00,1.176942851429237713e+00
2.020643986593717925e-02,3.040034345135746321e+02,5.193486249829720736e-02,4.143882806471552854e-02
8.791330368531873329e-01,2.725015389493660791e+02,7.272993894045218788e-01,7.234503615794756204e-01
1.316441211365780850e+00,3.060279551523528312e+02,7.434214043726239396e-01,7.320352390902511441e-01
4.007398083620422602e-02,3.185060071900896332e+02,8.700245036450089675e-02,1.042699155044934517e-01
3.869830628997008581e+00,2.918268988105403992e+02,1.366838218540280980e+00,1.338165596818623460e+00
4.277966845896027337e+01,3.003357468006628892e+02,4.285911484700321017e-01,4.340663188720179644e-01
1.990522372827452369e-02,3.128924899926242347e+02,5.393447529311447275e-02,5.432156349879385671e-02
6.304650213115800539e-02,2.795281082935649124e+02,1.181750523712263995e-01,9.557945067583895060e-02
8.319648411724630752e-03,3.143849205393505599e+02,3.231457999035596690e-02,4.470301698976525406e-02
8.264576608607124286e-02,2.992774130975790854e+02,1.231399737271306194e-01,1.163598407086426367e-01
4.926179377601445708e+01,2.899757571204289661e+02,3.708628954455968074e-01,4.082559556172179471e-01
2.945586356381541648e+01,2.934906722848033951e+02,6.620236931121152857e-01,6.855117011259220794e-01
3.543078053201303419e+02,2.729220215737905733e+02,3.825323917895197268e-02,3.715565324526828167e-02
2.151426649098516775e-01,3.027387462175995552e+02,2.273564966368562257e-01,2.198474182436526148e-01
3.903215238477676218e-03,3.130512093997024294e+02,2.048028501939555199e-02,6.855466409595016922e-03
1.012205283943439817e-02,2.983826240207105229e+02,3.398997649687267308e-02,1.958549110214781799e-02
1.209193430111483503e+00,2.869314393235692364e+02,7.267741256365835012e-01,7.330918456815509465e-01
4.607421917202385656e-03,2.874368681187569337e+02,2.226476281965805021e-02,-6.385744193388942502e-03
1.617798241277565907e+01,2.702674070520644136e+02,1.559635764484959441e+00,1.579067912215972092e+00
6.450767424717518406e-02,3.067670950832544463e+02,1.073114366989161850e-01,1.212866243177004172e-01
7.192947990863280960e-01,2.810333133277106299e+02,5.522300162339429663e-01,5.495593505981528626e-01
2.992711991926607640e-01,2.659532764848096349e+02,4.248555703133821138e-01,4.398572266241552176e-01
1.740412119075610831e-01,3.144583667365812971e+02,2.112355958251365406e-01,2.571931005458381603e-01
1.080387822070505024e+02,2.749223997396158552e+02,1.667749954513712829e-01,1.727172769418876819e-01
1.720789283924071449e-03,2.888149100139422103e+02,1.246511425182818440e-02,4.685401210813214257e-02
1.847478633885139629e+02,2.704310588193047806e+02,9.270392663947585321e-02,8.683962320272781144e-02
3.545091330589784928e-03,3.171822967678440932e+02,2.005956767829644022e-02,7.940783395739673539e-03
5.545666891305102951e-03,3.071539999229441946e+02,2.426581853535779779e-02,4.430006740198440263e-02
1.487812928947147839e-02,3.077127281078536498e+02,4.378938949083768101e-02,5.480322740465615183e-03
1.434074370132071863e+02,2.926587004925806923e+02,9.602655220054501228e-02,1.152187873181355349e-01
7.421588812817752796e+02,3.041927308029318624e+02,1.178906055885857104e-02,1.177268213526639663e-02
9.047837495042993991e-03,2.858824029464727801e+02,3.359622501206498135e-02,2.399026574902354825e-02
1.891775807949465316e+00,3.114191962548575816e+02,9.596281461300980586e-01,9.613465668385265950e-01
3.679322453429887840e+00,2.738710440231614029e+02,1.648338828943152201e+00,1.650565714925567695e+00
1.483277574800596563e-02,2.838599111523300849e+02,4.607202062332089315e-02,7.102386533731634699e-02
2.267484793960934297e+01,2.715709265527089542e+02,1.129786051234631161e+00,1.146622114423480276e+00
5.735308765243718465e-01,2.878432336050184972e+02,4.447179048372345567e-01,4.487361872135396945e-01
2.873475938660676257e-02,3.124502585059083799e+02,6.725324458504079728e-02,6.284232975898017270e-02
2.900875159313630672e-02,3.046278497277057227e+02,6.488387175317011923e-02,4.599291660337433835e-02
5.628393178678211761e+00,3.182774357355253301e+02,1.682404616342789039e+00,1.686386652907786665e+00
1.619681588068240573e-03,3.183794570938434845e+02,1.291824611752823496e-02,-3.858473705306517121e-02
7.629159142572392227e+01,3.170474302043625698e+02,2.305484185617255877e-01,2.498668689426412903e-01
6.505035110148575939e+01,3.023613993456848448e+02,2.580164905879127613e-01,2.579945717927945581e-01
1.894250186002007119e+00,2.740433352144186756e+02,1.146745962809459840e+00,1.113508124729964521e+00
1.426678327728795725e-03,2.835470162163135228e+02,1.172516159931314382e-02,2.302306267233257195e-02
1.508358571898429901e+01,3.132976413241794944e+02,1.283084265231916987e+00,1.265306247859441457e+00
1.804964710750353862e-01,3.020997980680923547e+02,2.028491235648604563e-01,1.935284387438781228e-01
2.568637250548468174e-03,2.764027415411223956e+02,1.815075087106079663e-02,-1.757123161478866755e-02
7.470761949742268926e-02,2.829412120442002561e+02,1.258170133755429632e-01,1.108385587812267814e-01
2.327768250002532346e-01,2.983793832023591790e+02,2.381510487504717166e-01,2.413404261784871385e-01
5.444654662977197607e-03,2.827952210145688241e+02,2.566894482824873952e-02,2.397953447967933471e-02
4.843112718466430238e+02,2.712082088346630258e+02,2.666543813376617833e-02,3.244433626330082282e-02
3.599554488884291192e-01,2.829702487848099395e+02,3.436146820149204029e-01,3.289877746855732199e-01
7.247189345468170529e+01,3.080802147020972370e+02,2.302240791587005786e-01,2.414406208613589233e-01
3.848360090799330724e+00,3.087585863131362203e+02,1.380293165832747526e+00,1.350619741690969766e+00
1.950719106952439053e-01,3.006344206944962139e+02,2.127500452861064983e-01,2.012845341493739448e-01
1.190843146362386751e+00,3.144564352751957585e+02,7.346106876752961368e-01,6.815120660244646800e-01
1.088102819065969840e+00,2.684135380653271454e+02,9.193295184663763386e-01,9.130481680714578330e-01
1.876631587730927253e-01,2.693193723080552218e+02,2.873128244380970253e-01,2.762104749541278714e-01
4.758653190519270340e-03,2.977422430051308879e+02,2.175682420333040906e-02,1.768824235441045917e-02
1.041518806222759963e+02,2.780843426730042438e+02,1.654644042211575183e-01,1.766705192242949696e-01
1.042660784925109940e+00,2.921207224438086314e+02,6.398340465374023900e-01,6.658436904846001259e-01
1.066940558203736789e+00,3.193888138863525796e+02,7.169029795854117149e-01,6.931166155263801532e-01
5.047199356941639570e-01,2.773275984425253000e+02,4.627384285039232159e-01,4.576738983236363634e-01
3.300160216531348167e-01,2.719717305012894144e+02,3.887107406013514677e-01,3.492753717917584932e-01
3.176963318305589610e+02,3.044844880253685915e+02,3.475445512108655405e-02,7.103862971841751195e-02
3.469497650389347427e+02,3.133892696681845109e+02,3.263087943166032012e-02,5.835914196954707089e-02
2.718832335982449422e+01,2.734198949785684931e+02,9.033062866117679279e-01,9.123488986591141714e-01
1.917616482031545997e-03,2.654378410151882690e+02,1.977159899488723990e-02,4.376558485314370472e-02
2.040201459772514325e-01,2.844227486726721850e+02,2.344322104536398776e-01,2.513820497855120961e-01
1.325079081265864467e+01,2.702484541024145415e+02,1.781338746472542756e+00,1.768441741658215660e+00
2.046794943480658269e+00,2.865718608622068473e+02,1.011486110731029786e+00,1.025706144130438258e+00
7.422322905170878471e+01,2.789980614227200704e+02,2.499853562808549423e-01,2.733193509709688773e-01
5.169687514409333079e-02,3.037426742439757845e+02,9.245232178589592176e-02,1.084580460262197371e-01
1.453586905945637398e+02,2.894324013369741238e+02,9.595189847578022846e-02,9.415376898528704519e-02
6.777817093147624206e-02,3.196495305894491139e+02,1.220830430927936916e-01,1.143090269790767999e-01
5.981983892790539992e-01,2.669922440056606092e+02,6.473243234808839786e-01,6.947722347553419997e-01
3.484628274029435285e-02,2.720284637778661363e+02,9.357277917330980577e-02,9.898790078491248590e-02
2.599929486976106574e+01,2.685032442232590029e+02,1.059896933525779961e+00,1.070819692527989142e+00
8.486821921208196826e-03,3.012552090752478762e+02,3.065252337170658661e-02,2.602750264311129436e-03
6.066144404520629507e+01,2.883406724310045206e+02,2.905109610006492149e-01,3.041673280449582184e-01
1.426893214650018216e+01,2.752177401188611157e+02,1.533647197452769673e+00,1.538586384838011911e+00
1.409085396801541996e-02,2.876077338856005099e+02,4.318058165447320046e-02,2.594483819804652841e-02
3.616399852151376137e+01,2.776669169955909524e+02,6.098692782439323334e-01,6.356596769698646954e-01
2.836300091591831274e-03,2.987769621915616653e+02,1.608883876551466321e-02,1.603497882072604103e-02
3.825259780577587310e-01,2.920525742843202579e+02,3.332614631434092090e-01,3.462253961321347107e-01
7.784009509116613401e+01,2.667795865045349046e+02,3.044822445029091162e-01,3.136940036721455605e-01
3.534404761460123445e-02,2.685272328816384970e+02,1.025785341377418863e-01,8.859457524267008721e-02
4.384733071992745757e+00,2.748741099467163167e+02,1.736076879675909845e+00,1.741864799210224302e+00
9.074792108124376533e-01,2.945123024633585942e+02,5.799075393317896232e-01,6.075914843959672185e-01
1.012793309999582758e-03,3.132948635764227561e+02,9.454576842070452555e-03,-1.265915396847829173e-02
3.457526397341896263e-01,2.697190638494087693e+02,4.220349282774054078e-01,4.012990275550498698e-01
9.428260343725482926e+02,2.876522637814150016e+02,8.984356248270691098e-03,-9.249666041942713329e-03
2.065762409327744943e-03,2.887985705280832462e+02,1.384381741190710349e-02,2.865180432067481950e-02
1.075654051190410611e-02,3.008563446163351500e+02,3.528631959759063325e-02,2.603767772102876660e-02
1.280424913920892582e-03,2.851216380406387430e+02,1.084999984756877291e-02,1.672845153905739082e-02
1.544979075920758671e+00,2.914612342048782239e+02,8.245868542651070277e-01,8.474229675918942828e-01
3.969863211307433221e-02,2.938030225393951014e+02,7.857129941913866544e-02,5.604971557865749687e-02
1.924676312884609662e-03,3.103238088585010246e+02,1.335063882942371868e-02,4.280587532984149457e-02
3.637769864323896207e-03,3.104527707445988085e+02,1.930489538145052988e-02,1.986894445434948114e-02
2.973219668641417877e-03,3.000544236273540832e+02,1.654118696776576969e-02,1.301904608223683132e-02
1.067679927524349459e+01,3.194579891608644289e+02,1.632350971677314355e+00,1.662923950641036264e+00
5.610749218211444518e-03,2.870613145811928462e+02,2.506851009094791111e-02,3.419097877517101453e-02
5.622343184055924894e+02,2.656781888514044567e+02,2.545058063125042389e-02,-8.771732336103690852e-04
1.035671619220112749e+00,3.128364353027723723e+02,6.629780686454653793e-01,6.617706682451319766e-01
6.837621966168314080e-02,3.060230510186644324e+02,1.109449950216298136e-01,9.549129030254413508e-02
2.660072086297481633e+02,2.883756708342050956e+02,4.474352667800060579e-02,5.003329930758194932e-02
5.008410567346708575e+01,2.814938964441399776e+02,3.926276562239655599e-01,3.831973916698109273e-01
1.206692052783304159e-01,2.957887523914441203e+02,1.568707708028231340e-01,1.500599857591469466e-01
3.274320105154992167e+00,2.656790030629092598e+02,1.906075049829824675e+00,1.925223328832630587e+00
6.007479411766099453e+00,2.651118323938793537e+02,2.391299721808552992e+00,2.357402480834396741e+00
4.171411998436543627e+02,3.048884919403007530e+02,2.459789056833432130e-02,3.018877235676020732e-02
6.106467720738986600e+02,2.914305830842481555e+02,1.524790694277171517e-02,1.054334713059991262e-02
2.452858438037449318e+01,2.998810593943358072e+02,7.955193078854720934e-01,8.019549268214790638e-01
8.777874758148026743e-03,2.736287127827999370e+02,3.928005746710926116e-02,-8.178345607304494946e-03
3.732843757233470949e+00,3.171493934240036765e+02,1.450835018393156206e+00,1.431716056832948558e+00
3.057016559960125217e-03,2.730896102349009880e+02,2.137365804186728419e-02,1.318861852142887321e-02
3.849396053037870136e-01,2.727619465889057437e+02,4.223600352893746024e-01,4.553792353531238568e-01
3.560310680614613688e+01,2.886670865619009305e+02,5.488239670582100160e-01,5.236720898659426027e-01
8.391074169858985954e+01,2.918530226672011736e+02,1.899286834924364120e-01,1.674139770862750343e-01
1.463918299897470077e-01,2.937608105241010890e+02,1.783218821902855522e-01,1.744593540500563311e-01
5.003377528686971110e-02,3.010323637962252405e+02,9.009061750969929450e-02,9.641196776755257825e-02
2.214035755225978264e+01,3.119615913114061527e+02,9.227935914990561539e-01,9.105008452316969425e-01
2.879523723686463086e+02,3.190129442126873869e+02,4.354023656324939456e-02,4.522662746160235892e-02
9.295949379373506360e+01,2.896183321863869082e+02,1.689311683840447054e-01,1.361846420525074375e-01
1.326113572084259395e+01,2.902251280207809145e+02,1.345850631223640015e+00,1.379606834926519143e+00
1.594572662849446654e-01,2.778780187919317655e+02,2.178008986996336216e-01,2.109945605330316443e-01
8.200246362014365631e-02,3.034241213135945827e+02,1.232761165601341524e-01,1.258019805701171556e-01
3.165166256934467981e+01,2.932539948716205345e+02,6.121879410421816603e-01,6.662042917420872845e-01
8.847330424566436591e+00,2.898322394725581148e+02,1.574891968765589345e+00,1.563617886941029766e+00
1.240782127083297831e-03,2.837433395633050850e+02,1.080686194905247643e-02,-1.403580422688854509e-02
1.118488610295655938e+00,2.908796840354414144e+02,6.734253495153355029e-01,6.536162025793509356e-01
7.372256129477036666e+02,2.991856481765761373e+02,1.179206432045223213e-02,4.518893005829138082e-02
5.779114254636562309e-02,3.103557139502544260e+02,1.021339273024041150e-01,9.832512837088948354e-02
5.977935850538362956e+02,2.976306295226393104e+02,1.540241857220355469e-02,-2.772380717323535276e-04
7.190626474526071377e+01,3.057980882671882910e+02,2.301023936793227254e-01,2.293609220175343855e-01
2.041990162495737504e+00,2.870186909274744380e+02,1.006372193566113626e+00,1.005396212203116368e+00
9.270803840483104324e-03,2.968370047586957412e+02,3.229329323312336159e-02,5.241831495727383022e-02
8.593735601743580643e-01,3.150644677205285120e+02,5.980278507354331863e-01,6.124332713467661726e-01
5.245267374765105615e+02,2.911619939187596628e+02,1.852694524673837231e-02,2.607143553317216311e-02
1.004335178511448975e-03,2.738638109753285335e+02,1.112346967829301765e-02,2.078422467826839676e-02
1.287154156388360671e-01,3.073340097194751479e+02,1.663400034267820127e-01,1.502239829051343067e-01
1.213430229634273050e-01,2.966125376423316311e+02,1.572133116679879095e-01,1.320332178088221287e-01
6.986549791638859119e+01,2.816511953689461620e+02,2.600597239375726510e-01,2.681868751134989237e-01
1.943520077420970256e-03,2.761015713729244681e+02,1.553951894639077520e-02,2.607987657168082951e-02
3.077359334979558325e-02,2.787742677564721134e+02,7.662271123727928956e-02,8.006494568798309952e-02
2.796356260634022988e+02,3.102583137635019170e+02,4.202651811454041764e-02,4.779875784060115540e-02
3.757486023449896351e+01,3.003701479168595370e+02,4.991160275611978281e-01,5.117854324413364520e-01
4.883123085498848603e-02,2.937375247489308663e+02,8.934319067363631628e-02,6.656187852431087737e-02
4.763260178240923182e+01,2.754323901716747969e+02,4.577799856471061468e-01,4.510261095340581394e-01
3.463523360653917962e+02,3.082792327846235025e+02,3.163542510336812136e-02,1.434456331520923139e-02
6.914403554007442381e+02,2.921438926077374276e+02,1.297628949563151349e-02,-2.418839469548124746e-02
7.663337233868040812e+02,2.810303987169812672e+02,1.250781469866631482e-02,2.319226212685748800e-02
1.701801976962217244e+00,3.018855623224447982e+02,8.629841541875016286e-01,8.584660365231846502e-01
4.546010601454301796e-03,3.029492259648426398e+02,2.127753612700350114e-02,2.946595549535177549e-02
1.358813251459161098e+00,2.741647981366012345e+02,9.304374622948968776e-01,9.431043393932727614e-01
9.347853743704613236e-03,3.125550419756932001e+02,3.414516932626281143e-02,1.610374687051027015e-02
1.767345210153743462e+00,2.866926487942563995e+02,9.245562419248063435e-01,9.547381152961147421e-01
2.895986724305028414e-03,2.774061062199891694e+02,1.913024855294120224e-02,2.523057024452653868e-02
1.669598956442943205e+01,2.810497090642967351e+02,1.252655518837648918e+00,1.272871434730189932e+00
2.344031449001452230e-03,3.166741864404646094e+02,1.571060261968238586e-02,4.962323783409203909e-02
4.780332499331920587e-02,2.901659666201510959e+02,8.958564352140881148e-02,8.008917971368084698e-02
1.391890405133299566e+02,3.007301306472307942e+02,9.864861765172670827e-02,8.635552644092464591e-02
4.246069174450290903e-03,2.929595349049643005e+02,2.056798433523109385e-02,2.418520144815862125e-02
1.744313686123617757e-02,3.197013045032965692e+02,5.296360923986592056e-02,7.519206063080939584e-02
1.569153763471239360e-01,3.049991404458536977e+02,1.869232646591678371e-01,2.097863696899824604e-01
1.197733246426440357e-01,3.106620236790627132e+02,1.618789368419791819e-01,1.225035891895367851e-01
7.552685560052844949e+01,2.839604510101562482e+02,2.297918311699802263e-01,2.585313480347867787e-01
2.932678977603824476e-03,3.155613598450124755e+02,1.770373771886425349e-02,8.805271412314510590e-03
3.448418836929927900e-01,3.081359284856930003e+02,3.146437477339933397e-01,3.244661346361503163e-01
7.409619667878212113e+01,3.059404766136148055e+02,2.217602425723075033e-01,1.952860436678846845e-01
5.392387047583009974e+01,3.111478880640788702e+02,3.379374723297980943e-01,3.202937259632486211e-01
3.059319868050455966e+02,2.903930695202851666e+02,3.696781253133147455e-02,4.429430532535082177e-02
1.436283987130714630e-03,3.017452854492775600e+02,1.091009040197557685e-02,-2.477638601414587638e-02
8.979629234762209080e+02,3.127235517749148244e+02,9.679596999797998244e-03,2.583758748004839900e-02
2.652942957512060551e-01,2.813054290064413863e+02,2.876806404669605688e-01,2.769059683418934603e-01
2.687033996499275759e+02,3.124804608826738672e+02,4.488757678951811603e-02,5.042444159727292596e-02
8.672386453075878308e+02,3.087199278828425690e+02,9.859914986305893733e-03,1.282401211326563567e-02
4.159407474617514699e-01,3.098870451257669174e+02,3.588970315084865081e-01,3.478149792199293211e-01
1.225966798637152078e+00,3.018860469104050708e+02,7.018668143303068430e-01,7.281352069234598989e-01
6.453642779082270353e-01,2.864889721051081892e+02,4.854802289296979989e-01,5.323065237443023179e-01
9.770039913820006632e+02,2.979951814610886913e+02,8.246096077713966840e-03,2.086122087875138739e-02
1.002330204785007339e+00,3.146683618035488621e+02,6.585781236788446069e-01,6.242648826179755250e-01
1.042062257168133677e+01,3.067170041100148978e+02,1.495545733319075143e+00,1.497983846468645464e+00
3.750326207734540618e-01,2.959013776690836721e+02,3.251140488036324827e-01,3.205992550409906272e-01
2.147999973519485550e+01,2.782164141375012036e+02,1.050001930599898214e+00,1.068210364063907569e+00
1.567746212047908827e+01,3.134829090179545119e+02,1.250369177445034730e+00,1.251596662549854466e+00
2.317010235897708270e+01,2.935597470377191485e+02,8.491552724349009651e-01,8.920200958882308351e-01
2.763921308874858429e+00,2.769768812595889926e+02,1.351737183576100287e+00,1.365600728103010475e+00
6.305903225114323218e-01,2.842248130250155214e+02,4.884216410935868224e-01,5.003898608957570993e-01
7.819261169812445622e-02,2.862299140324263931e+02,1.252984035725059342e-01,1.184383389114444796e-01
1.814975623809879979e+00,2.972091027383190749e+02,8.961404900364013937e-01,8.783521274620006425e-01
1.926286677126312519e+00,2.660212915820727062e+02,1.405416704468744227e+00,1.403719571491675477e+00
4.535133973608588498e+00,2.775081315644960114e+02,1.677924712720700429e+00,1.681984296777645493e+00
2.135945822338043785e-03,2.694277895676962089e+02,1.887837233404555948e-02,2.846282673683053072e-02
4.031139658124587369e-03,3.173592444160016157e+02,2.165608092321927650e-02,2.567987244891789880e-02
2.725989841979573214e+01,2.872064150199924484e+02,7.451687316544376438e-01,7.395705997409096621e-01
2.925932596471077574e+01,2.887008004409734099e+02,6.832140657987788579e-01,6.842043022174181255e-01
5.760891918750899766e-03,3.038738024267225910e+02,2.451126382117396404e-02,1.525888238271836186e-02
3.893918145460150271e+01,2.986247569579026617e+02,4.785080200869545886e-01,4.587158466628286635e-01
5.008871911334662173e+02,2.967833316046284722e+02,1.930740962535590355e-02,1.957366791769332703e-03
4.935413515195651826e+02,2.957856746622542232e+02,1.970527788847511660e-02,2.956363910812986190e-02
2.335185305831026792e+00,2.812586154004420109e+02,1.155506587900299476e+00,1.170018485986016987e+00
7.425077426471884262e-03,3.012636174765777355e+02,2.831554079472826252e-02,2.398306433338690674e-02
4.783193186520256290e+01,2.851996371106586139e+02,3.985426472363430284e-01,3.958105680930627535e-01
1.254223411934975996e+00,3.097754667890181395e+02,7.345023631461291558e-01,7.454278156861731119e-01
2.687774072721231846e+02,2.820799032875679018e+02,4.686855877344163479e-02,4.414098526756105034e-02
1.710056966839643255e+00,2.926973835900930112e+02,8.735827613529359992e-01,9.364186909790195301e-01
1.851132814675386651e-02,2.675180854052582049e+02,7.095355803094230418e-02,7.352478551001019602e-02
5.087121757159135740e-03,2.682020411311880821e+02,3.224655705253733073e-02,2.185820349218593750e-02
1.391476286054984602e-03,2.986884845487658140e+02,1.068873341751409509e-02,-2.552732673824717816e-02
2.269040274156550652e+02,2.680252671020610933e+02,7.575540533353249117e-02,7.995864593725576785e-02
3.408253773209298743e+02,3.173038274876747664e+02,3.453039557922293890e-02,5.503062448998365108e-02
3.675867240841879623e-03,2.779097823599742014e+02,2.179549735921011699e-02,2.066890285730346027e-02
1.232668113580655245e+01,2.944374059902371528e+02,1.375776839363691106e+00,1.400600353038478296e+00
5.901058138750581161e-02,2.841453144594071318e+02,1.071462456287302495e-01,9.528549861202115223e-02
1.749278946637102194e+02,2.656781079326978556e+02,1.126516887000460904e-01,1.106294980694892405e-01
6.265427107933965090e+02,3.109951742293801544e+02,1.511256589744478830e-02,1.140512770877429895e-02
5.051654935134503033e-01,3.016120112616586084e+02,3.944905037231282163e-01,3.794639520170517422e-01
2.016179203765313399e-01,2.651017019237998511e+02,3.376851836564971343e-01,3.080323819815722897e-01
2.533474631512115991e+02,2.858002126330012516e+02,4.860263839128951824e-02,2.954680565898600703e-02
4.854754063431580835e-02,3.061349523805612307e+02,8.964858608061236633e-02,5.161263247532044823e-02
2.281249805471434229e+02,2.977129828137172467e+02,5.254734102966241577e-02,6.772914853550233982e-02
5.436995597682170001e+02,2.969376939372729680e+02,1.739004108225700521e-02,1.396134540388870374e-02
2.129643595608642082e-02,2.726418791143261160e+02,6.831977075185784176e-02,6.624549589375858250e-02
2.395949033433851239e-01,2.696515255737104440e+02,3.334451513102510978e-01,3.219590137314868317e-01
3.608387030151219932e+01,3.165882678196343818e+02,5.693295144379811878e-01,5.883643749381654020e-01
2.877170685803821445e-02,2.826579868577584875e+02,6.983888184334334504e-02,5.291338727741995429e-02
1.410877312930330696e+01,2.791248566459124163e+02,1.448153589551293363e+00,1.481847950058122088e+00
3.693848182301177063e-01,2.828052742492895391e+02,3.500894789573207877e-01,3.717895437306197315e-01
6.493681429506784752e+02,2.982190304758752291e+02,1.385859777182829773e-02,-1.236830358256908041e-04
1.429875016092177020e+02,2.884558795207424282e+02,9.861306998286532843e-02,9.460195543696095499e-02
4.736106968444706240e+02,2.899148058131507355e+02,2.124262482974668617e-02,3.382530513443577497e-02
