t,Q,I,core_flux_linkage,dielectric_memory_charge,dI_dt
7.847569513902780125e-03,2.269241675473501304e-05,-2.317696201055749906e-03,-1.221577616510775174e-05,4.550178033394020234e-05,1.201283444114999766e+00
7.849569913982796382e-03,2.268778283813275936e-05,-2.315293607880609082e-03,-1.221324732838532626e-05,4.549265566158842853e-05,1.200799029581383959e+00
7.851570314062812639e-03,2.268315372655146673e-05,-2.312892125821512483e-03,-1.221068063639630585e-05,4.548353278651358838e-05,1.200174975979553027e+00
7.853570714142828896e-03,2.267852941751320126e-05,-2.310492033784436548e-03,-1.220807626512859721e-05,4.547441170991916665e-05,1.199411911741071313e+00
7.855571114222845153e-03,2.267390990798930856e-05,-2.308093609191054149e-03,-1.220543439524876130e-05,4.546529243300584269e-05,1.198510482404503197e+00
7.857571514302861410e-03,2.266929519440038664e-05,-2.305697127978734162e-03,-1.220275521210201329e-05,4.545617495697149051e-05,1.197471350618618313e+00
7.859571914382875932e-03,2.266468527261630622e-05,-2.303302864600544064e-03,-1.220003890571222434e-05,4.544705928301119227e-05,1.196295196138140060e+00
7.861572314462892189e-03,2.266008013795618367e-05,-2.300911092025240828e-03,-1.219728567078191474e-05,4.543794541231717735e-05,1.194982715826825803e+00
7.863572714542908446e-03,2.265547978518841487e-05,-2.298522081737283933e-03,-1.219449570669226243e-05,4.542883334607892393e-05,1.193534623655822635e+00
7.865573114622924702e-03,2.265088420853065486e-05,-2.296136103736826691e-03,-1.219166921750310297e-05,4.541972308548307776e-05,1.191951650703926502e+00
7.867573514702940959e-03,2.264629340164981785e-05,-2.293753426539718848e-03,-1.218880641195292112e-05,4.541061463171347919e-05,1.190234545157391910e+00
7.869573914782957216e-03,2.264170735766208404e-05,-2.291374317177506149e-03,-1.218590750345885753e-05,4.540150798595116996e-05,1.188384072310262329e+00
7.871574314862973473e-03,2.263712606913289956e-05,-2.288999041197431212e-03,-1.218297271011671053e-05,4.539240314937437290e-05,1.186401014562405098e+00
7.873574714942987995e-03,2.263254952807696631e-05,-2.286627862662433518e-03,-1.218000225470092927e-05,4.538330012315852581e-05,1.184286171422049172e+00
7.875575115023004252e-03,2.262797772595825558e-05,-2.284261044151143349e-03,-1.217699636466461380e-05,4.537419890847623399e-05,1.182040359504165306e+00
7.877575515103020509e-03,2.262341065368999441e-05,-2.281898846757893489e-03,-1.217395527213952516e-05,4.536509950649731093e-05,1.179664412530078366e+00
7.879575915183036766e-03,2.261884830177197307e-05,-2.279541529324852125e-03,-1.217087921214499361e-05,4.535600191838316076e-05,1.177159174842823841e+00
7.881576315263053023e-03,2.261429066057806531e-05,-2.277189347564415392e-03,-1.216776841923791006e-05,4.534690614527908046e-05,1.174525489248647858e+00
7.883576715343069280e-03,2.260973771947483296e-05,-2.274842559071051616e-03,-1.216462313905633335e-05,4.533781218835074322e-05,1.171764238815529158e+00
7.885577115423085537e-03,2.260518946729396365e-05,-2.272501419700980688e-03,-1.216144362161934953e-05,4.532872004875943797e-05,1.168876322646328347e+00
7.887577515503100059e-03,2.260064589239348080e-05,-2.270166183181782787e-03,-1.215823012050213797e-05,4.531962972765933182e-05,1.165862652891501705e+00
7.889577915583116316e-03,2.259610698265771651e-05,-2.267837101112391875e-03,-1.215498289283595786e-05,4.531054122619740902e-05,1.162724154752823091e+00
7.891578315663132573e-03,2.259157272549735900e-05,-2.265514422963106969e-03,-1.215170219930817016e-05,4.530145454551355230e-05,1.159461766479862099e+00
7.893578715743148830e-03,2.258704310784941533e-05,-2.263198396075583041e-03,-1.214838830416222412e-05,4.529236968674050899e-05,1.156076439371973796e+00
7.895579115823165087e-03,2.258251811617722498e-05,-2.260889265662834914e-03,-1.214504147519765892e-05,4.528328665100385034e-05,1.152569137775820707e+00
7.897579515903181344e-03,2.257799773647045641e-05,-2.258587274809235965e-03,-1.214166198377010541e-05,4.527420543942204610e-05,1.148940839089065413e+00
7.899579915983195866e-03,2.257348195424511728e-05,-2.256292664470520726e-03,-1.213825010479129114e-05,4.526512605310641026e-05,1.145192533756561826e+00
7.901580316063212123e-03,2.256897075454352732e-05,-2.254005673473777078e-03,-1.213480611672902178e-05,4.525604849316109432e-05,1.141325225271454302e+00
7.903580716143228380e-03,2.256446412193436235e-05,-2.251726538517456657e-03,-1.213133030160720480e-05,4.524697276068314825e-05,1.137339930176280545e+00
7.905581116223244637e-03,2.255996204051260691e-05,-2.249455494171369654e-03,-1.212782294500583592e-05,4.523789885676245950e-05,1.133237678061340237e+00
7.907581516303260893e-03,2.255546449389959148e-05,-2.247192772876683512e-03,-1.212428433606100251e-05,4.522882678248178013e-05,1.129019511565444445e+00
7.909581916383277150e-03,2.255097146524296875e-05,-2.244938604945926394e-03,-1.212071476746488190e-05,4.521975653891672001e-05,1.124686486375179761e+00
7.911582316463293407e-03,2.254648293721672384e-05,-2.242693218562983714e-03,-1.211711453546574477e-05,4.521068812713576038e-05,1.120239671225608413e+00
7.913582716543307929e-03,2.254199889202118104e-05,-2.240456839783103345e-03,-1.211348393986795171e-05,4.520162154820024029e-05,1.115680147899116292e+00
7.915583116623324186e-03,2.253751931138297669e-05,-2.238229692532884771e-03,-1.210982328403195162e-05,4.519255680316432952e-05,1.111009011226541610e+00
7.917583516703340443e-03,2.253304417655509651e-05,-2.236011998610293837e-03,-1.210613287487428840e-05,4.518349389307509633e-05,1.106227369085526879e+00
7.919583916783356700e-03,2.252857346831685180e-05,-2.233803977684652338e-03,-1.210241302286759421e-05,4.517443281897244643e-05,1.101336342402255752e+00
7.921584316863372957e-03,2.252410716699358489e-05,-2.231605847232538253e-03,-1.209866404180881418e-05,4.516537358188860808e-05,1.096337064308800402e+00
7.923584716943389214e-03,2.251964525305728999e-05,-2.229417820924103032e-03,-1.209488624194220513e-05,4.515631618283328519e-05,1.091230655179265208e+00
7.925585117023405471e-03,2.251518770614549495e-05,-2.227240112348815269e-03,-1.209107994179127799e-05,4.514726062282395407e-05,1.086018265536937699e+00
7.927585517103419993e-03,2.251073450518583608e-05,-2.225072933760455490e-03,-1.208724546622721198e-05,4.513820690287766413e-05,1.080701069079840426e+00
7.929585917183436250e-03,2.250628562873585050e-05,-2.222916494812297167e-03,-1.208338314238507161e-05,4.512915502400067017e-05,1.075280247870505912e+00
7.931586317263452507e-03,2.250184105498297276e-05,-2.220771002557115834e-03,-1.207949329966382869e-05,4.512010498718847307e-05,1.069756992335841428e+00
7.933586717343468764e-03,2.249740076174454160e-05,-2.218636661447183876e-03,-1.207557626972633525e-05,4.511105679342579947e-05,1.064132501266650932e+00
7.935587117423485021e-03,2.249296472646778982e-05,-2.216513673334271836e-03,-1.207163238649934384e-05,4.510201044368660850e-05,1.058407981818559884e+00
7.937587517503501278e-03,2.248853292622985439e-05,-2.214402237469646241e-03,-1.206766198617349400e-05,4.509296593893405793e-05,1.052584649509756831e+00
7.939587917583517535e-03,2.248410533773776294e-05,-2.212302550504073075e-03,-1.206366540720332241e-05,4.508392328012055840e-05,1.046663728223876877e+00
7.941588317663532057e-03,2.247968193732846086e-05,-2.210214806487816909e-03,-1.205964299030725443e-05,4.507488246818775303e-05,1.040646450207299401e+00
7.943588717743548314e-03,2.247526270096876386e-05,-2.208139196870635267e-03,-1.205559507846760747e-05,4.506584350406647006e-05,1.034534056070874897e+00
7.945589117823564571e-03,2.247084760425541216e-05,-2.206075910501787730e-03,-1.205152201693059102e-05,4.505680638867681087e-05,1.028327794789308358e+00
7.947589517903580827e-03,2.246643662241503664e-05,-2.204025133630031601e-03,-1.204742415320631171e-05,4.504777112292806873e-05,1.022028923699816794e+00
7.949589917983597084e-03,2.246202973030416900e-05,-2.201987049903620167e-03,-1.204330183706876653e-05,4.503873770771878973e-05,1.015638708504048138e+00
7.951590318063613341e-03,2.245762690240923158e-05,-2.199961840370304872e-03,-1.203915542055584116e-05,4.502970614393673218e-05,1.009158423267968452e+00
7.953590718143629598e-03,2.245322811284656108e-05,-2.197949683477335749e-03,-1.203498525796931842e-05,4.502067643245887332e-05,1.002589350419074821e+00
7.955591118223644120e-03,2.244883333536238824e-05,-2.195950755071461417e-03,-1.203079170587487487e-05,4.501164857415145004e-05,9.959327807489963824e-01
7.957591518303660377e-03,2.244444254333283106e-05,-2.193965228398923450e-03,-1.202657512310206900e-05,4.500262256986987752e-05,9.891900134136085709e-01
7.959591918383676634e-03,2.244005570976392191e-05,-2.191993274105465909e-03,-1.202233587074436320e-05,4.499359842045883056e-05,9.823623559304833774e-01
7.961592318463692891e-03,2.243567280729158380e-05,-2.190035060236329278e-03,-1.201807431215910853e-05,4.498457612675220294e-05,9.754511241811796296e-01
7.963592718543709148e-03,2.243129380818164394e-05,-2.188090752236252195e-03,-1.201379081296754645e-05,4.497555568957311417e-05,9.684576424102163683e-01
7.965593118623725405e-03,2.242691868433332352e-05,-2.186160512944578665e-03,-1.200948574101730722e-05,4.496653710973384853e-05,9.613832430880507873e-01
7.967593518703741662e-03,2.242254740797317453e-05,-2.184244501874381579e-03,-1.200515945906455350e-05,4.495752038802507399e-05,9.542292403002461398e-01
7.969593918783756184e-03,2.241817995069124436e-05,-2.182342877147534169e-03,-1.200081233545054435e-05,4.494850552523602875e-05,9.469969685321110164e-01
7.971594318863772441e-03,2.241381628323691036e-05,-2.180455795042813248e-03,-1.199644474588981153e-05,4.493949252215393846e-05,9.396877892004360522e-01
7.973594718943788698e-03,2.240945637611479462e-05,-2.178583408966788381e-03,-1.199205706696139916e-05,4.493048137955255077e-05,9.323030670027433464e-01
7.975595119023804955e-03,2.240510019958474367e-05,-2.176725869453814081e-03,-1.198764967610885348e-05,4.492147209819210147e-05,9.248441699173964858e-01
7.977595519103821212e-03,2.240074772366184200e-05,-2.174883324166034144e-03,-1.198322295164021951e-05,4.491246467881932126e-05,9.173124692014605897e-01
7.979595919183837469e-03,2.239639891811640867e-05,-2.173055917893380352e-03,-1.197877727272804612e-05,4.490345912216742896e-05,9.097093393925020921e-01
7.981596319263853725e-03,2.239205375247399057e-05,-2.171243792553572034e-03,-1.197431301940938602e-05,4.489445542895613829e-05,9.020361583080881429e-01
7.983596719343868248e-03,2.238771219601536915e-05,-2.169447087192118238e-03,-1.196983057258579410e-05,4.488545359989165790e-05,8.942943070456198518e-01
7.985597119423884505e-03,2.238337421777655709e-05,-2.167665937982311657e-03,-1.196533031402332060e-05,4.487645363566667778e-05,8.864851699824186637e-01
7.987597519503900761e-03,2.237903978654880161e-05,-2.165900478225237305e-03,-1.196081262635252809e-05,4.486745553696039638e-05,8.786101347749246671e-01
7.989597919583917018e-03,2.237470887087858793e-05,-2.164150838349766445e-03,-1.195627789306847790e-05,4.485845930443850028e-05,8.706705923602644503e-01
7.991598319663933275e-03,2.237038143906762229e-05,-2.162417145912559190e-03,-1.195172649853073183e-05,4.484946493875317097e-05,8.626679369551467635e-01
7.993598719743949532e-03,2.236605745917285231e-05,-2.160699525598063202e-03,-1.194715882796335723e-05,4.484047244054307807e-05,8.546035660552858682e-01
7.995599119823964054e-03,2.236173689900646354e-05,-2.158998099218514995e-03,-1.194257526745492528e-05,4.483148181043339288e-05,8.464788804363340136e-01
7.997599519903980311e-03,2.235741972613585922e-05,-2.157312985713935594e-03,-1.193797620395849916e-05,4.482249304903576127e-05,8.382952841537092414e-01
7.999599919983996568e-03,2.235310590788368391e-05,-2.155644301152137912e-03,-1.193336202529165606e-05,4.481350615694834437e-05,8.300541845424075360e-01
8.001600320064012825e-03,2.234879541132781677e-05,-2.153992158728721979e-03,-1.192873312013646855e-05,4.480452113475578464e-05,8.217569922165102181e-01
8.003600720144029082e-03,2.234448820330136817e-05,-2.152356668767075806e-03,-1.192408987803951813e-05,4.479553798302922623e-05,8.134051210701531698e-01
8.005601120224045339e-03,2.234018425039267964e-05,-2.150737938718374088e-03,-1.191943268941188508e-05,4.478655670232628788e-05,8.049999882762991499e-01
8.007601520304061596e-03,2.233588351894533072e-05,-2.149136073161581235e-03,-1.191476194552914843e-05,4.477757729319111033e-05,7.965430142877431008e-01
8.009601920384076118e-03,2.233158597505812535e-05,-2.147551173803450512e-03,-1.191007803853139953e-05,4.476859975615430211e-05,7.880356228362059845e-01
8.011602320464092375e-03,2.232729158458510881e-05,-2.145983339478518392e-03,-1.190538136142321834e-05,4.475962409173297346e-05,7.794792409328162863e-01
8.013602720544108632e-03,2.232300031360424128e-05,-2.144432666312389747e-03,-1.190067230348837066e-05,4.475065030042706354e-05,7.708752821636125629e-01
8.015603120624124889e-03,2.231871212846924294e-05,-2.142899248452005689e-03,-1.189595125017360542e-05,4.474167838272289803e-05,7.622251462324572957e-01
8.017603520704141146e-03,2.231442699417221498e-05,-2.141383177387325490e-03,-1.189121859904799372e-05,4.473270833910538634e-05,7.535302771066003658e-01
8.019603920784157403e-03,2.231014487555019397e-05,-2.139884541690694354e-03,-1.188647474762548684e-05,4.472374017004480116e-05,7.447921186865340548e-01
8.021604320864173659e-03,2.230586573733810493e-05,-2.138403427020916115e-03,-1.188172009283876647e-05,4.471477387599627701e-05,7.360121128892688214e-01
8.023604720944188182e-03,2.230158954416879189e-05,-2.136939916123252806e-03,-1.187695503103924303e-05,4.470580945739984413e-05,7.271916996485285889e-01
8.025605121024204439e-03,2.229731626057297381e-05,-2.135494088829419882e-03,-1.187217995799704381e-05,4.469684691468037423e-05,7.183323169148272402e-01
8.027605521104220695e-03,2.229304585097929199e-05,-2.134066022057595768e-03,-1.186739526890103666e-05,4.468788624824762798e-05,7.094354006547618496e-01
8.029605921184236952e-03,2.228877827971427624e-05,-2.132655789812413182e-03,-1.186260135835881310e-05,4.467892745849624142e-05,7.005023848523533880e-01
8.031606321264253209e-03,2.228451351100236517e-05,-2.131263463184964336e-03,-1.185779862039668995e-05,4.466997054580570562e-05,6.915347015074069237e-01
8.033606721344269466e-03,2.228025150896589265e-05,-2.129889110352797040e-03,-1.185298744845971448e-05,4.466101551054040063e-05,6.825337806366854609e-01
8.035607121424285723e-03,2.227599223762509120e-05,-2.128532796579918167e-03,-1.184816823541166266e-05,4.465206235304957505e-05,6.735010502735478966e-01
8.037607521504300245e-03,2.227173566089809878e-05,-2.127194584216792785e-03,-1.184334137353503918e-05,4.464311107366734612e-05,6.644379364684616096e-01
8.039607921584316502e-03,2.226748174260094519e-05,-2.125874532700339822e-03,-1.183850725453106730e-05,4.463416167271268612e-05,6.553458632872095624e-01
8.041608321664332759e-03,2.226323044644757247e-05,-2.124572698553939872e-03,-1.183366626951970577e-05,4.462521415048946303e-05,6.462262528133011497e-01
8.043608721744349016e-03,2.225898173604981450e-05,-2.123289135387429558e-03,-1.182881880903964546e-05,4.461626850728641345e-05,6.370805251463763641e-01
8.045609121824365273e-03,2.225473557491741060e-05,-2.122023893897103265e-03,-1.182396526304829579e-05,4.460732474337714257e-05,6.279100984028116450e-01
8.047609521904381530e-03,2.225049192645799873e-05,-2.120777021865712271e-03,-1.181910602092179830e-05,4.459838285902011063e-05,6.187163887145455954e-01
8.049609921984397787e-03,2.224625075397711213e-05,-2.119548564162466488e-03,-1.181424147145502323e-05,4.458944285445867360e-05,6.095008102316019638e-01
8.051610322064412309e-03,2.224201202067819621e-05,-2.118338562743033587e-03,-1.180937200286157294e-05,4.458050472992105602e-05,6.002647751193570524e-01
8.053610722144428566e-03,2.223777568966258151e-05,-2.117147056649535970e-03,-1.180449800277376160e-05,4.457156848562033750e-05,5.910096935602413559e-01
8.055611122224444823e-03,2.223354172392951074e-05,-2.115974082010556832e-03,-1.179961985824264561e-05,4.456263412175447304e-05,5.817369737527481321e-01
8.057611522304461080e-03,2.222931008637612189e-05,-2.114819672041136269e-03,-1.179473795573800674e-05,4.455370163850631333e-05,5.724480219127698888e-01
8.059611922384477337e-03,2.222508073979745838e-05,-2.113683857042770835e-03,-1.178985268114835206e-05,4.454477103604354379e-05,5.631442422711888662e-01
8.061612322464493594e-03,2.222085364688645886e-05,-2.112566664403415714e-03,-1.178496441978091909e-05,4.453584231451875232e-05,5.538270370764240003e-01
8.063612722544509850e-03,2.221662877038988926e-05,-2.111468118824688395e-03,-1.178007355493118109e-05,4.452691547406913792e-05,5.444978013740041645e-01
8.065613122624524373e-03,2.221240607462036772e-05,-2.110388245008014679e-03,-1.177518045427674681e-05,4.451799051481668013e-05,5.351578733308157698e-01
8.067613522704540630e-03,2.220818552214059310e-05,-2.109327063362491286e-03,-1.177028550059156454e-05,4.450906743687664318e-05,5.258086462886586432e-01
8.069613922784556886e-03,2.220396707492302464e-05,-2.108284590797827093e-03,-1.176538908061553146e-05,4.450014624035067103e-05,5.164515281924088042e-01
8.071614322864573143e-03,2.219975069499752329e-05,-2.107260841549689432e-03,-1.176049157904765274e-05,4.449122692532505262e-05,5.070879196765643027e-01
8.073614722944589400e-03,2.219553634445137544e-05,-2.106255827179704526e-03,-1.175559337854605510e-05,4.448230949187072187e-05,4.977192140662227704e-01
8.075615123024605657e-03,2.219132398542928276e-05,-2.105269556575455753e-03,-1.175069485972798340e-05,4.447339394004326448e-05,4.883467973760546865e-01
8.077615523104620179e-03,2.218711358013336900e-05,-2.104302035950486680e-03,-1.174579640116980408e-05,4.446448026988291790e-05,4.789720483124995654e-01
8.079615923184636436e-03,2.218290509082316300e-05,-2.103353268844296731e-03,-1.174089837940698985e-05,4.445556848141454424e-05,4.695963382707339928e-01
8.081616323264652693e-03,2.217869847981562584e-05,-2.102423256122345520e-03,-1.173600116893414177e-05,4.444665857464767092e-05,4.602210313368101380e-01
8.083616723344668950e-03,2.217449370948513048e-05,-2.101511995976051116e-03,-1.173110514220497734e-05,4.443775054957646358e-05,4.508474842867556398e-01
8.085617123424685207e-03,2.217029074226347195e-05,-2.100619483922789178e-03,-1.172621066963233054e-05,4.442884440617975319e-05,4.414770465882240646e-01
8.087617523504701464e-03,2.216608954063985378e-05,-2.099745712805894254e-03,-1.172131811958815690e-05,4.441994014442099533e-05,4.321110603974411823e-01
8.089617923584717721e-03,2.216189006716090494e-05,-2.098890672794658917e-03,-1.171642785840352502e-05,4.441103776424830418e-05,4.227508605622378179e-01
8.091618323664732243e-03,2.215769228443067985e-05,-2.098054351384335929e-03,-1.171154025036862844e-05,4.440213726559444563e-05,4.133977746202585624e-01
8.093618723744748500e-03,2.215349615511063127e-05,-2.097236733396132605e-03,-1.170665565773276868e-05,4.439323864837681704e-05,4.040531228000000530e-01
8.095619123824764757e-03,2.214930164191964419e-05,-2.096437800977218185e-03,-1.170177444070437222e-05,4.438434191249747429e-05,3.947182180203159252e-01
8.097619523904781014e-03,2.214510870763401548e-05,-2.095657533600719068e-03,-1.169689695745098369e-05,4.437544705784311825e-05,3.853943658906793246e-01
8.099619923984797271e-03,2.214091731508747085e-05,-2.094895908065720104e-03,-1.169202356409926418e-05,4.436655408428509480e-05,3.760828647105570188e-01
8.101620324064813528e-03,2.213672742717113774e-05,-2.094152898497264170e-03,-1.168715461473499462e-05,4.435766299167940153e-05,3.667850054703346019e-01
8.103620724144829784e-03,2.213253900683356904e-05,-2.093428476346353463e-03,-1.168229046140307245e-05,4.434877377986668108e-05,3.575020718511003892e-01
8.105621124224844307e-03,2.212835201708074646e-05,-2.092722610389948206e-03,-1.167743145410751830e-05,4.433988644867223458e-05,3.482353402241267770e-01
8.107621524304860564e-03,2.212416642097605007e-05,-2.092035266730966209e-03,-1.167257794081145574e-05,4.433100099790596751e-05,3.389860796512921270e-01
8.109621924384876820e-03,2.211998218164028536e-05,-2.091366408798284171e-03,-1.166773026743714513e-05,4.432211742736249133e-05,3.297555518858991674e-01
8.111622324464893077e-03,2.211579926225168668e-05,-2.090715997346737683e-03,-1.166288877786595314e-05,4.431323573682102181e-05,3.205450113707528637e-01
8.113622724544909334e-03,2.211161762604588670e-05,-2.090083990457120358e-03,-1.165805381393836966e-05,4.430435592604544005e-05,3.113557052405696579e-01
8.115623124624925591e-03,2.210743723631595372e-05,-2.089470343536184698e-03,-1.165322571545400106e-05,4.429547799478427214e-05,3.021888733189204146e-01
8.117623524704941848e-03,2.210325805641236792e-05,-2.088875009316640361e-03,-1.164840482017157357e-05,4.428660194277069591e-05,2.930457481219925775e-01
8.119623924784956370e-03,2.209908004974302475e-05,-2.088297937857157196e-03,-1.164359146380893155e-05,4.427772776972252743e-05,2.839275548557149698e-01
8.121624324864972627e-03,2.209490317977323497e-05,-2.087739076542361773e-03,-1.163878598004303078e-05,4.426885547534222096e-05,2.748355114172720826e-01
8.123624724944988884e-03,2.209072741002598549e-05,-2.087198370084859637e-03,-1.163398870050855096e-05,4.425998505931690963e-05,2.657708283885994449e-01
8.125625125025005141e-03,2.208655270476732118e-05,-2.086675766630480960e-03,-1.162919995131361724e-05,4.425111652134562569e-05,2.567346960612130191e-01
8.127625525105021398e-03,2.208237902808492888e-05,-2.086171211885385918e-03,-1.162442005900506024e-05,4.424224986111565137e-05,2.477283064376639699e-01
8.129625925185037655e-03,2.207820634350078921e-05,-2.085684643937373885e-03,-1.161964935158930589e-05,4.423338507827750087e-05,2.387528571928604071e-01
8.131626325265053912e-03,2.207403461472917625e-05,-2.085215998745183416e-03,-1.161488815398581429e-05,4.422452217246805454e-05,2.298095348572165020e-01
8.133626725345068434e-03,2.206986380567665408e-05,-2.084765210138488783e-03,-1.161013678802709495e-05,4.421566114331055891e-05,2.208995148188105939e-01
8.135627125425084691e-03,2.206569388044208699e-05,-2.084332209817899104e-03,-1.160539557245867969e-05,4.420680199041459956e-05,2.120239613190002537e-01
8.137627525505100948e-03,2.206152480331664283e-05,-2.083916927354963547e-03,-1.160066482293915819e-05,4.419794471337614176e-05,2.031840274571466154e-01
8.139627925585117205e-03,2.205735653878377275e-05,-2.083519290192165693e-03,-1.159594485204015432e-05,4.418908931177751697e-05,1.943808551886952729e-01
8.141628325665133462e-03,2.205318905151923821e-05,-2.083139223642927005e-03,-1.159123596924632948e-05,4.418023578518740245e-05,1.856155753236324868e-01
8.143628725745149718e-03,2.204902230639109074e-05,-2.082776650891604662e-03,-1.158653848095538771e-05,4.417138413316084840e-05,1.768893075293119510e-01
8.145629125825165975e-03,2.204485626845967866e-05,-2.082431492993493723e-03,-1.158185269047807401e-05,4.416253435523926442e-05,1.682031603294705524e-01
8.147629525905180498e-03,2.204069090297765049e-05,-2.082103668874825397e-03,-1.157717889803817598e-05,4.415368645095041946e-05,1.595582311034896561e-01
8.149629925985196754e-03,2.203652617538994139e-05,-2.081793095332767039e-03,-1.157251740077250862e-05,4.414484041980842833e-05,1.509556060865853699e-01
8.151630326065213011e-03,2.203236205133379688e-05,-2.081499687035423887e-03,-1.156786849273094145e-05,4.413599626131379909e-05,1.423963603720448945e-01
8.153630726145229268e-03,2.202819849663875253e-05,-2.081223356521837327e-03,-1.156323246487637980e-05,4.412715397495337884e-05,1.338815579074952300e-01
8.155631126225245525e-03,2.202403547732664069e-05,-2.080964014201985325e-03,-1.155860960508476658e-05,4.411831356020038086e-05,1.254122514989117199e-01
8.157631526305261782e-03,2.201987295961159053e-05,-2.080721568356782864e-03,-1.155400019814508734e-05,4.410947501651438457e-05,1.169894828069660830e-01
8.159631926385276304e-03,2.201571090990003143e-05,-2.080495925138081507e-03,-1.154940452575937194e-05,4.410063834334132879e-05,1.086142823504675087e-01
8.161632326465292561e-03,2.201154929479067938e-05,-2.080286988568669400e-03,-1.154482286654267593e-05,4.409180354011350492e-05,1.002876695036999111e-01
8.163632726545308818e-03,2.200738808107456076e-05,-2.080094660542272135e-03,-1.154025549602310938e-05,4.408297060624957053e-05,9.201065249818551894e-02
8.165633126625325075e-03,2.200322723573498520e-05,-2.079918840823551020e-03,-1.153570268664181819e-05,4.407413954115454936e-05,8.378422842174110263e-02
8.167633526705341332e-03,2.199906672594757607e-05,-2.079759427048104813e-03,-1.153116470775298752e-05,4.406531034421982452e-05,7.560938321880461555e-02
8.169633926785357589e-03,2.199490651908023322e-05,-2.079616314722469283e-03,-1.152664182562384177e-05,4.405648301482314528e-05,6.748709169183737810e-02
8.171634326865373846e-03,2.199074658269317364e-05,-2.079489397224115483e-03,-1.152213430343465136e-05,4.404765755232860672e-05,5.941831749794700135e-02
8.173634726945388368e-03,2.198658688453889419e-05,-2.079378565801453214e-03,-1.151764240127872088e-05,4.403883395608668367e-05,5.140401315316730363e-02
8.175635127025404625e-03,2.198242739256219531e-05,-2.079283709573826692e-03,-1.151316637616239247e-05,4.403001222543419675e-05,4.344512002958698937e-02
8.177635527105420882e-03,2.197826807500632780e-05,-2.079204716641427485e-03,-1.150870648155575582e-05,4.402119235969946916e-05,3.554256666694335237e-02
8.179635927185437139e-03,2.197410890074540584e-05,-2.079141478701798749e-03,-1.150426296661177699e-05,4.401237435822474256e-05,2.769726571024422324e-02
8.181636327265453396e-03,2.196994983814405328e-05,-2.079093879625395699e-03,-1.149983608126675133e-05,4.400355822031379652e-05,1.991013302960406572e-02
8.183636727345469652e-03,2.196579085572023063e-05,-2.079061800545941273e-03,-1.149542607242475209e-05,4.399474394525374778e-05,1.218207357968461094e-02
8.185637127425485909e-03,2.196163192227929334e-05,-2.079045121119082930e-03,-1.149103318331193381e-05,4.398593153232078297e-05,4.513978989902772687e-03
8.187637527505500432e-03,2.195747300691399171e-05,-2.079043719522393092e-03,-1.148665765347652049e-05,4.397712098078014506e-05,-3.093272436534809378e-03
8.189637927585516688e-03,2.195331407900444722e-05,-2.079057472455366103e-03,-1.148229971878879878e-05,4.396831228988610623e-05,-1.063881572189520619e-02
8.191638327665532945e-03,2.194915510821817626e-05,-2.079086255139422999e-03,-1.147795961144114511e-05,4.395950545888201535e-05,-1.812179921365777643e-02
8.193638727745549202e-03,2.194499606451009348e-05,-2.079129941317907175e-03,-1.147363755994799686e-05,4.395070048700026405e-05,-2.554138458621645069e-02
8.195639127825565459e-03,2.194083691812248472e-05,-2.079188403256086986e-03,-1.146933378914586764e-05,4.394189737346231386e-05,-3.289674683729847809e-02
8.197639527905581716e-03,2.193667763958503746e-05,-2.079261511741154009e-03,-1.146504852019334560e-05,4.393309611747864876e-05,-4.018707429268427583e-02
8.199639927985597973e-03,2.193251819971481716e-05,-2.079349136082225217e-03,-1.146078197057108661e-05,4.392429671824882938e-05,-4.741156860143466711e-02
8.201640328065612495e-03,2.192835856961628755e-05,-2.079451144110340370e-03,-1.145653435408182785e-05,4.391549917496147270e-05,-5.456944473911486126e-02
8.203640728145628752e-03,2.192419872068128352e-05,-2.079567402178464624e-03,-1.145230588085036578e-05,4.390670348679422493e-05,-6.165993100570301561e-02
8.205641128225645009e-03,2.192003862458904504e-05,-2.079697775161485924e-03,-1.144809675732357984e-05,4.389790965291380216e-05,-6.868226902725649285e-02
8.207641528305661266e-03,2.191587825330619001e-05,-2.079842126456218042e-03,-1.144390718627041892e-05,4.388911767247597682e-05,-7.563571375421496157e-02
8.209641928385677523e-03,2.191171757908672783e-05,-2.080000317981397107e-03,-1.143973736678190644e-05,4.388032754462555733e-05,-8.251953346251841848e-02
8.211642328465693780e-03,2.190755657447205604e-05,-2.080172210177684208e-03,-1.143558749427113524e-05,4.387153926849642879e-05,-8.933300975307216507e-02
8.213642728545710037e-03,2.190339521229095349e-05,-2.080357662007664525e-03,-1.143145776047327270e-05,4.386275284321151230e-05,-9.607543755120062645e-02
8.215643128625724559e-03,2.189923346565960410e-05,-2.080556530955847330e-03,-1.142734835344556242e-05,4.385396826788279207e-05,-1.027461251080026838e-01
8.217643528705740816e-03,2.189507130798155280e-05,-2.080768673028666419e-03,-1.142325945756731065e-05,4.384518554161128832e-05,-1.093443939983579222e-01
8.219643928785757073e-03,2.189090871294775296e-05,-2.080993942754478382e-03,-1.141919125353990326e-05,4.383640466348709793e-05,-1.158695791221266008e-01
8.221644328865773330e-03,2.188674565453654268e-05,-2.081232193183565633e-03,-1.141514391838680061e-05,4.382762563258934700e-05,-1.223210287048566020e-01
