R0,q,d,a,Reff,Reff_noisy
3.303092122289240873e+00,3.003632320876919448e-01,8.958410072437095195e+00,7.611801279985218827e+00,3.725628799424954174e+00,3.654593091919215553e+00
1.608276990829287545e+00,9.441056990587242126e-01,5.789931313531232249e+00,7.845332388433451598e+00,4.424651064512675758e-01,4.548493780993314028e-01
3.242211350679194304e+00,5.025756226488243827e-01,2.725727643620979634e+00,5.081790705844621669e+00,2.512676169241448765e+00,2.467149567621072404e+00
2.402764341664494374e+00,5.662347194394984351e-01,8.366236055875360123e+00,1.123218680308713413e+00,1.137208754305569780e+00,1.115303423876166544e+00
1.686867878550127431e+00,6.926623132344915668e-01,1.243615075184273611e+00,1.994697189950149552e+00,9.244842057392351764e-01,9.221624552011536968e-01
3.267883595700468824e+00,7.127393780264032475e-02,2.906544280607612052e+00,3.315519599026989894e+00,6.264662984639498333e+00,6.312847754620708685e+00
3.236572765280734121e+00,2.796405532999184929e-01,4.087760913514691730e+00,1.492753074072465935e+00,3.230362543230149708e+00,3.202891445269531179e+00
3.057454165401729096e+00,5.688534373688224344e-01,7.527003775347907322e+00,6.668185656547427342e+00,1.834741133758557519e+00,1.791162989793769089e+00
2.281852767932809556e+00,3.238397293160805157e-01,7.363314198562060042e+00,7.742904406719522292e+00,2.449695962786165193e+00,2.478867399375353830e+00
1.816625159433117531e+00,2.556133302041914690e-01,3.821961427998572081e+00,4.596303737757853725e+00,2.237437210636327389e+00,2.234827490539089467e+00
2.010009646022814511e+00,5.432978110689636875e-01,2.786579891464329606e+00,5.721859139025630370e+00,1.467401146793388289e+00,1.467686709313477333e+00
2.514351715016851063e+00,3.464306429163605539e-01,9.354751335849417870e+00,8.109457622119037978e+00,2.538910438610452402e+00,2.555670245600000445e+00
2.210848475027221927e+00,7.367525353485050443e-01,8.134015907385314659e-01,8.135256994002446618e+00,1.396940191675936305e+00,1.426980769010581351e+00
2.467600400206349409e+00,6.526572302132559456e-01,4.163606273532073132e+00,9.510806596523439183e+00,1.448862322925038804e+00,1.453569137840063918e+00
2.283897808985311695e+00,6.251130033812120068e-01,5.492638289981218946e+00,4.189310952229519991e+00,1.226215442319571691e+00,1.162734690493947287e+00
3.811425399467634367e+00,6.476546005641696524e-02,6.422195506188892011e+00,6.642290249694152493e+00,8.389697552880328146e+00,8.383431186550419412e+00
2.743988501770492139e+00,4.068749141397796643e-01,9.710175781800337802e+00,1.466721622989493490e+00,1.932084808995431446e+00,1.932641265787617524e+00
3.684488358315967105e+00,6.980484125025940290e-02,3.967614949264450797e+00,4.663625213796493085e+00,7.545711965741519478e+00,7.510840505491252372e+00
1.765691608209591701e+00,6.124158739596442524e-01,7.605713689876009376e+00,6.026954975538561854e+00,9.460350583383035916e-01,9.151944852468987257e-01
3.486685322365066231e+00,1.145036615214091585e-01,7.277747177824909208e+00,6.868555934296384891e+00,6.540538752795520772e+00,6.559626506312167926e+00
3.451324888720315620e+00,8.835188840762027151e-01,3.869091500198352573e+00,2.088762195178603065e+00,1.142395484465620559e+00,1.149685149288051988e+00
3.112030892247758196e+00,1.479743688976892513e-01,1.658463527031707851e+00,7.281341177898168482e+00,5.198428912699124993e+00,5.171150981604645480e+00
2.599022324321133226e+00,7.213617239140546200e-01,5.201382997458897428e+00,7.226799084090470338e+00,1.235610827149631552e+00,1.252459856868987531e+00
3.756203358493909850e+00,6.963645418484800675e-01,4.457654778164494402e+00,4.060448832216296822e+00,1.837537700702506882e+00,1.841519773389427961e+00
3.259740658026144988e+00,4.521751894921473558e-01,2.792245217273668256e+00,3.239831542722942270e+00,2.599792386555227708e+00,2.560891728680443347e+00
2.649247325261337771e+00,3.465314871258217133e-01,6.021281437100952871e+00,3.955318131669602444e+00,2.532299199115324306e+00,2.523989053827121243e+00
3.738342514313979681e+00,7.219201024689025914e-01,2.916010324167634060e+00,3.786343586456044630e+00,1.914263386659765365e+00,1.874709693347924810e+00
3.987499533025482990e+00,6.677086899537230114e-01,8.035382988423140915e-01,4.341375071635211746e+00,2.589035731357981707e+00,2.563001372710684844e+00
3.170493879184892005e+00,8.222351282305698228e-02,9.949740134058666641e+00,4.589635726929065740e+00,6.331587991445517538e+00,6.340573592774133793e+00
2.344056316631933701e+00,4.900613778434448342e-01,9.191593844160498961e+00,5.911399335247665476e+00,1.628842348522774319e+00,1.591967112452833399e+00
1.821807333554176456e+00,3.124429132257953157e-01,1.737931480149747188e+00,6.278072316887525872e+00,2.105440695555311770e+00,2.067904201949736009e+00
2.291052644975996255e+00,2.841699159314244882e-01,7.142839998667025903e+00,2.680063749209728563e+00,2.387399945607792340e+00,2.398665822020373373e+00
3.842205892808704615e+00,7.279495067310274292e-01,1.813678421595356971e+00,7.934718176987383131e+00,2.286749138374831514e+00,2.256375498364073362e+00
2.919632680880411169e+00,5.852468591967131539e-01,5.084807710156349358e+00,1.899831586305742670e+00,1.548723241799858208e+00,1.540446998389008781e+00
2.311318389356562975e+00,7.746231521285769084e-01,8.213281736028076097e+00,1.423622551109696488e+00,6.626410190309657278e-01,6.550018100360278650e-01
3.580272194364605642e+00,4.753169119387095631e-01,7.346211484603322184e+00,4.673082767098613921e+00,2.565070007497258775e+00,2.560147222803406564e+00
2.549126993141262343e+00,4.758513534968834557e-01,9.494211852773226212e+00,4.696344211015246017e+00,1.779696664417379059e+00,1.791083651210725325e+00
3.241890048120258605e+00,4.455149413327866292e-01,7.477926061373249667e+00,8.631420028661990429e+00,2.635437119420356744e+00,2.622363301633364063e+00
3.982998133470635693e+00,5.104174178786348159e-01,4.278050216136501049e+00,9.810535619991876288e+00,3.049454033915653728e+00,3.026093299250696145e+00
3.162769180277852143e+00,7.037268170413510382e-02,9.680835837220698181e+00,8.112434392430294849e+00,6.975015842187787030e+00,6.961069032209941554e+00
3.324112196103590211e+00,1.119352579129644643e-01,5.528263729261489345e+00,5.269555347834788073e+00,6.103953316048520428e+00,6.138900848876321703e+00
2.209263380513467823e+00,1.690095424498862797e-01,9.796267428388887311e+00,9.067700740970808582e+00,3.586771099539603380e+00,3.614741643907477098e+00
3.627421143532114201e+00,5.769684387377477242e-01,5.705755692447678218e-01,5.599840078566581170e+00,2.789279506506012307e+00,2.787631988000129901e+00
2.424868841106359696e+00,7.796920605763505430e-01,8.449430186181402513e-01,1.579269265642313069e+00,1.179915407067892330e+00,1.216885685627979274e+00
3.265001698233454874e+00,3.375130738421877052e-01,9.148993220139777449e+00,6.245378837469138134e+00,3.296104858649530289e+00,3.317426900282921309e+00
1.652839314919810620e+00,4.385286296993728405e-01,1.742534647551119864e+00,7.213426094167139091e+00,1.537439051200420126e+00,1.505170505429451522e+00
2.569283275650946496e+00,2.539632431958295244e-01,6.366259683242341261e+00,5.144096783944167584e+00,3.165890483052950621e+00,3.211350399098702457e+00
3.309995789426919188e+00,5.954260789014963473e-01,1.937763567713706170e+00,8.209298091102340544e-01,1.817929262116448008e+00,1.902146174785370736e+00
2.078692963796216819e+00,9.378235976177912159e-02,6.031703475645392443e-01,6.264817561895894116e+00,3.761847820297291811e+00,3.772767391787415825e+00
2.856176591938417886e+00,1.836415763390652489e-01,3.807354581596114507e+00,7.614330091023652214e-01,3.370806578416677635e+00,3.322094856877794822e+00
2.959786997475898573e+00,7.795152894743477834e-01,7.652740206585619376e+00,3.558865356526328849e+00,9.773223109412094711e-01,1.022447453778076332e+00
3.189062368487136201e+00,3.665883311220162755e-01,8.044478806894167278e+00,3.465499372185117721e+00,2.804966882985406862e+00,2.823300119086974647e+00
2.911090298704200663e+00,9.396035045113192430e-01,2.759332676863007094e+00,1.013140219456076130e+00,9.085186315013276115e-01,9.052996969495620272e-01
2.616776404411627066e+00,6.085838035895057008e-01,7.047732345353022509e+00,4.060337526551552223e+00,1.371051339505841682e+00,1.309906383028920818e+00
2.306415850370294951e+00,3.122085831055830263e-01,6.924099523007962276e+00,6.324755449002365637e+00,2.508516017755709537e+00,2.505396508209233541e+00
2.857930373284487402e+00,6.214400704158173916e-01,6.362519808980089842e+00,1.545797807469035057e+00,1.305344601519855319e+00,1.296313712823943032e+00
1.760790462677026547e+00,9.153136862946738006e-01,1.331931657297990901e+00,3.574014547442359468e+00,7.735171732122885224e-01,7.640145484127636166e-01
2.178413590648009990e+00,7.971584531057106238e-02,6.428959159767814846e+00,7.834476354719576818e+00,4.622121222999910906e+00,4.609447262953296764e+00
3.728273839124565558e+00,8.841239616501105347e-01,7.713670364866478835e+00,5.525437669375425465e+00,9.552454996566641654e-01,9.841646327481112788e-01
1.794282453273090328e+00,7.381723807040865282e-01,2.420849222062706030e+00,5.939304156648035349e-01,7.492197761244930865e-01,7.365583888324376272e-01
2.717059228358227330e+00,8.859664076425456392e-01,9.588143931206715820e+00,7.936328976411450853e-01,4.624170019920139096e-01,4.753978390801242293e-01
3.720789583931606970e+00,7.657194453029680936e-01,4.773468458589276153e+00,2.357841432726926367e+00,1.446117498228121079e+00,1.388793057608820103e+00
3.514130123663694150e+00,9.387028350590067571e-01,4.379331983992150512e+00,3.251663419065141447e+00,1.052671807731802245e+00,1.022953969982148159e+00
2.140625914341670377e+00,2.058923684475182925e-01,5.539426120828508715e+00,9.635905783373328148e+00,3.168521144468060324e+00,3.168314516341885323e+00
2.577706439938368455e+00,6.855343692262365618e-01,4.557380434992735374e+00,3.222557566674256524e+00,1.239806937941331899e+00,1.213010171216184707e+00
2.279127450111981368e+00,1.303987096108659705e-01,5.472997165220409022e-01,4.472973651436776166e+00,3.646768872806930517e+00,3.647941312160916105e+00
2.100306202400329170e+00,4.708658747439764536e-01,8.375426011954207439e+00,7.050829183867940664e+00,1.567697927442178951e+00,1.566238221256248009e+00
2.302053292085242120e+00,8.888659698143599464e-01,1.406243288898006316e+00,7.096019289386694240e+00,1.126577099734478837e+00,1.132309350294315564e+00
3.738485863381709962e+00,8.430136961302381327e-01,7.081784718687660352e-01,5.386489624582361913e+00,1.998544654834373047e+00,1.988671684564894626e+00
3.601898524879535213e+00,5.977466314511563628e-01,4.022147633806238964e+00,8.939989460773185570e+00,2.348138035937925139e+00,2.367393067995509082e+00
2.889518346025934825e+00,4.272658937113082422e-01,3.961036076710022780e+00,4.344281648716998845e+00,2.434351231903888024e+00,2.393472297268777638e+00
2.911248278755794949e+00,8.201894861977746531e-01,9.949384345988892875e+00,8.208996461389869381e+00,8.178767743652287647e-01,8.059336122022527915e-01
2.639350448408806393e+00,4.205728920582190722e-01,8.863283131852108809e+00,4.419779651873762205e+00,2.097414574973654577e+00,2.143377768955395890e+00
3.246058023375010038e+00,6.831826196192505862e-02,6.834057470715147353e+00,8.012415448864405931e+00,7.179428168219159190e+00,7.166975702154118721e+00
3.505808316014674464e+00,2.492119372901024366e-01,8.714838158400949553e+00,8.373228829307425514e+00,4.543376290592505029e+00,4.589605133052465646e+00
2.610507893256375667e+00,5.458197591776955404e-01,3.105412260110483658e+00,8.458679789815640504e+00,1.938462037722457287e+00,1.949065886372446821e+00
3.433718156577602265e+00,4.647749050885929822e-01,5.321649219613553861e+00,2.105620049828324181e+00,2.345806026951944734e+00,2.338740265831972920e+00
3.884419914069776603e+00,9.191186940317980225e-01,9.655157580465109746e+00,2.875553157947666083e+00,6.645646016396949962e-01,6.673791538725659667e-01
3.186117826698304789e+00,4.184220054946203304e-01,3.637711158135981115e+00,3.430383373155436733e+00,2.667444452442456537e+00,2.715627112316720382e+00
3.392271754988421595e+00,4.980444192539840720e-01,6.141892653038806493e+00,6.916852956934871344e-01,1.878056257621213865e+00,1.868720223268748315e+00
1.722777402695608417e+00,3.122824631845554366e-01,4.594700846922223469e+00,1.164530394971828864e+00,1.542189469198227858e+00,1.508869376500166393e+00
2.128088361208401835e+00,2.694345159251999577e-01,2.966680536327311213e+00,2.706575157174099466e+00,2.379611062906347829e+00,2.394799358404247069e+00
2.309752680977725348e+00,9.055837280485090623e-02,9.510257615740663084e+00,3.754112342571689354e+00,4.366156667316428042e+00,4.387904798168758447e+00
2.442914236102561532e+00,1.842811745849610716e-01,5.369967302213170868e+00,4.555023718133856647e+00,3.574152581269592677e+00,3.600024455134910539e+00
3.391986825212566004e+00,9.060856829591785733e-01,5.322283283500789608e+00,7.019405004717832464e-01,8.153744980844004342e-01,7.696839026479400658e-01
1.933915776936353081e+00,3.888555129256912601e-01,3.281383246090062933e+00,6.239637987505489036e+00,1.865000756849655605e+00,1.877121760297318476e+00
2.111481949035113104e+00,2.511666029966115321e-01,9.914244967127006092e+00,7.816165602878443863e+00,2.704507793508551305e+00,2.706684552710084457e+00
2.690223725539662603e+00,5.464928049529230725e-01,1.640961912101817299e+00,7.151813020592657111e+00,2.103622432409288034e+00,2.096299803079259672e+00
3.582691787485734025e+00,4.769323033773175680e-01,2.262825286095083044e+00,6.159662934463445261e+00,3.018143044476780279e+00,3.004041437323108354e+00
2.639429069945812500e+00,6.868568019495043808e-01,9.230827598296828640e+00,4.227918031074760385e+00,1.072496874438705561e+00,1.086663794619723511e+00
3.456498384052086426e+00,9.267995542417007959e-01,2.847439224445722949e+00,3.352609980933833000e+00,1.268683753526427926e+00,1.266729799383938593e+00
2.336925778286405020e+00,2.690817542574947541e-01,8.399424158336977086e+00,3.974535127716203764e+00,2.659273316460164960e+00,2.657950930716746374e+00
2.508920757672711055e+00,5.529393787062809595e-01,4.185687118321980371e+00,4.459695535896493368e+00,1.649718403722477467e+00,1.709874605048995910e+00
2.699249594250578532e+00,3.485714190362170228e-01,1.671714943314303703e+00,8.010954967244501290e+00,2.978734578178141579e+00,2.980507642858351236e+00
1.913675068440558791e+00,8.291583683544203609e-01,5.064863177435315222e+00,7.269869913940535611e+00,7.359011630382407132e-01,7.011264664980372263e-01
2.339128810490302968e+00,2.506791486186759621e-01,8.123853576006150323e-01,9.514882366988686613e+00,3.167624254166796494e+00,3.139960122379533480e+00
2.336956024486171124e+00,6.536911208867666190e-01,8.689888752629951085e+00,2.201545580069287578e+00,9.614489400755245052e-01,9.385605210653772401e-01
2.945235442189778396e+00,3.297081283516616335e-01,3.527511632320882828e+00,5.572918326023551749e+00,3.155251375863130203e+00,3.106767107520004068e+00
1.842596484896866116e+00,8.164553149086295480e-01,9.026501597411458633e+00,5.729879629552993237e+00,5.344148484271127320e-01,5.670154238048211726e-01
3.410230853024279529e+00,1.006814284973860663e-01,5.216721329715301003e+00,6.733426950249754128e+00,6.649631893897573143e+00,6.705462779409592677e+00
3.381905096331347949e+00,7.319951420751369398e-01,3.231264960517638229e+00,8.630857429608237652e+00,1.819334703382403662e+00,1.800328727636662185e+00
3.207581187758488994e+00,6.553411546470370164e-01,7.577738833012808151e+00,7.939381981056603088e+00,1.592740948706494519e+00,1.619945807501901314e+00
2.265461196566890045e+00,8.415646002796661751e-01,4.273533354072603707e+00,8.162775591686372678e+00,9.205066469405337459e-01,8.978698265203529649e-01
3.640129410823553791e+00,6.610357507533073940e-02,8.310874398185784884e+00,4.292746386199691067e+00,7.615233557344551762e+00,7.594536227706976561e+00
2.352382567742287822e+00,3.648184910007908899e-01,8.531555462553074065e+00,9.038407367807110404e+00,2.296375416263845892e+00,2.243653667811041252e+00
2.337156128417070100e+00,1.461096166469356417e-01,9.548290014174961371e+00,6.929883322414242208e+00,3.978883360442262873e+00,3.976984717502628719e+00
1.932416261812758496e+00,7.186858347323558105e-01,3.186158477530057098e+00,8.405174046122272813e+00,1.064196577859129578e+00,1.101116637678299259e+00
1.612361496016779139e+00,8.636864924175903235e-01,1.867387833890818749e+00,3.275619731950852653e+00,7.132439099750719214e-01,7.510682292846128094e-01
3.122398081845712881e+00,6.011396035775083968e-01,3.189393413353617923e+00,5.924161821399379413e+00,2.032786307515194846e+00,2.048533102957321272e+00
2.678416175974386526e+00,6.894543640967820686e-02,7.339928469953589385e+00,7.715068357414347489e+00,5.900218685873174884e+00,5.892050354975911119e+00
2.075359653763251266e+00,6.599646932989329251e-01,5.970101562895717251e+00,8.677784373017056296e+00,1.093174566339157217e+00,1.129260513322516424e+00
2.431426911064896501e+00,6.428403586195838848e-01,4.432290749564415933e+00,4.940087743085965322e+00,1.351392203485991095e+00,1.403572781182148566e+00
2.609281085911428377e+00,6.809833957240520874e-01,2.082796504777543412e+00,8.561931472153137435e+00,1.642934485049786453e+00,1.619827624590749027e+00
2.145376749852045961e+00,5.372681083267760727e-01,9.667901950795400268e+00,2.377348636528946901e+00,1.172635706851795412e+00,1.180583560862251025e+00
2.128911523478807410e+00,8.961466527317459851e-01,1.940676984652176529e+00,1.464992671742711083e+00,8.024857676111427640e-01,8.008778356365373607e-01
1.702109542827013877e+00,1.003324246553776583e-01,7.573613265990614352e+00,1.360433175153944241e+00,2.716414643729000211e+00,2.697035409855760957e+00
1.979109483408508785e+00,7.650826099847906070e-01,9.874544058465172469e+00,6.348316474788875396e-01,5.002886786062361590e-01,4.649192726565702927e-01
1.521816261777728441e+00,5.828068851441581266e-01,4.628316786257780535e+00,6.032814027658125688e+00,9.621092404483146954e-01,9.370646518037968331e-01
2.423974045650262976e+00,8.473572937223305956e-01,4.644113581369234467e+00,4.515510610387034163e+00,8.856937307522529945e-01,8.889903099824615351e-01
1.915770869233386353e+00,6.550477360281696804e-01,4.069233425208501842e+00,8.300963320793501410e+00,1.115946472448407167e+00,1.123592695747497316e+00
2.756637601004338300e+00,5.590352351216452270e-02,3.299310587020148677e+00,6.327191098360612109e+00,6.052898611479269775e+00,6.057085687243589867e+00
3.855994932297998723e+00,7.737970939674669868e-01,7.252975609170158933e+00,8.737887233429026068e+00,1.458499643601089302e+00,1.496941530169642487e+00
2.693958985514979254e+00,6.305610814042691414e-01,4.427157953277509606e+00,6.288989398794534225e+00,1.574711431046067034e+00,1.554001017587494982e+00
2.508741985495886784e+00,1.738974968399085164e-01,5.082870064850249392e+00,4.336568239382948775e+00,3.754519324539251190e+00,3.716696799312132704e+00
3.771779796497626069e+00,5.963794765501863049e-01,2.558628540066306911e+00,5.107693605921713065e+00,2.513138226072772596e+00,2.477704877855350318e+00
2.910630848964201434e+00,5.521927262765222721e-01,6.333871999219168991e+00,6.760624740322109361e+00,1.871076202514095010e+00,1.882939183931972238e+00
2.889347656379426255e+00,8.489557317582100415e-01,7.594692012071281972e+00,5.615067918189644125e+00,8.345465747699989389e-01,8.183588320328430976e-01
2.149258830767561079e+00,8.038320244390296798e-01,9.497185631944123685e+00,5.280307994789350090e+00,6.271260507772852266e-01,5.776316571097853680e-01
3.665599710512687182e+00,9.142634617393534668e-01,6.253356354853933929e+00,7.053251789075670075e+00,1.023494264260338849e+00,1.051248502734394297e+00
3.989986719302033968e+00,8.321777363434098573e-01,2.026495497214214403e+00,3.926990930153354320e+00,1.864340465432195559e+00,1.906350582280252892e+00
1.695759893740419466e+00,3.912755841025831183e-01,1.427472103407713577e+00,2.257153682327136757e+00,1.492281619394020709e+00,1.497707942594822539e+00
2.344370631135782812e+00,6.492405662960567536e-01,9.952335676703750522e+00,2.308088592891011537e+00,9.526146585803074718e-01,9.719204161249777041e-01
3.627610692419261262e+00,7.568700172945050375e-02,5.242986428404694976e+00,9.491529962478594484e+00,7.866734770170911162e+00,7.824833648859423008e+00
1.933797838645594291e+00,7.661353173210713186e-01,7.964386658149326337e+00,9.248042818319664349e+00,7.197406603622302779e-01,6.773206055086480326e-01
3.332787131098898570e+00,6.338973625073106577e-01,1.973511501512939414e+00,7.004290409530796957e+00,2.233422857649895565e+00,2.238299312954767473e+00
3.313831619595294153e+00,9.415478880842320653e-01,8.983224217860225735e+00,9.690445653222759859e+00,6.296907540089443645e-01,6.359810180713438843e-01
3.098893285131692821e+00,2.887958937617375321e-01,4.351908946482966556e+00,9.226158047459691147e+00,3.757065836511658041e+00,3.751283609628151883e+00
2.337613299933724686e+00,1.006536565910482323e-01,1.610830634456055233e+00,1.810689297148401877e+00,3.678999781211826026e+00,3.670329010212067811e+00
3.136708091528938702e+00,2.078581511270000126e-01,6.247896516169184622e+00,9.868498896467574610e+00,4.613308946697902257e+00,4.594452480465653466e+00
3.061794719643467388e+00,9.107558468246358396e-01,1.834710861282182748e+00,9.751593593747783117e+00,1.429772402041271206e+00,1.473054264388915957e+00
3.313918651519742298e+00,7.579342112735092396e-01,8.044087223057928782e+00,2.591318439254476580e+00,1.086266448551053143e+00,1.060567961892094235e+00
2.501730550611600989e+00,3.220071691163169381e-01,4.091173491187229061e+00,5.938596447595789307e+00,2.721431285552997181e+00,2.717433970238550156e+00
3.083064387220683766e+00,9.090510766326371783e-01,7.164034977834280227e+00,7.074340215965075451e+00,7.911088186899792873e-01,8.222828816510352468e-01
1.544250624058754351e+00,9.302360019953352932e-01,7.150027089982867956e+00,2.517587494675690429e+00,3.261955587026300063e-01,2.955889095709330894e-01
1.669400011853956922e+00,7.525445630364286931e-01,6.199488660330999323e+00,7.862300119060160242e+00,7.032293320172223750e-01,7.075562119286921137e-01
1.988701869540849376e+00,5.780047556321585844e-01,9.722584886887212008e+00,2.807824404679201358e+00,1.004396825723936182e+00,1.000963086555449522e+00
1.678408547947220164e+00,2.740962183854822598e-01,9.649055569422634093e+00,8.482738433333267380e+00,2.037686692955097634e+00,2.056219944544479983e+00
2.696089584934557415e+00,6.166878582866086589e-01,2.633289366480460636e+00,7.907072613111376214e+00,1.807192505083069944e+00,1.733836257988831342e+00
3.274499257843153988e+00,2.042147088659688192e-01,6.039247136609943389e+00,9.676412022869264717e+00,4.861428901309579942e+00,4.852531880598807135e+00
1.527819314052294208e+00,1.390519690202007275e-01,6.080379806674560683e+00,4.674339503526142359e+00,2.548261113665784450e+00,2.524696726676306291e+00
2.915686761482360279e+00,1.683700204741976347e-01,9.579286450364573824e+00,3.071888119134074113e+00,4.205923820829461590e+00,4.238664672122499866e+00
3.495312914524054904e+00,6.927720352041051577e-02,6.339595388220145011e+00,5.667120068420299361e+00,7.450599403153672640e+00,7.448927818021846115e+00
2.719932970940669659e+00,2.221487806530650366e-01,1.214009442721966980e+00,8.615672276464598767e+00,3.880217366122880041e+00,3.863331427648169392e+00
3.277721793255109262e+00,6.871973824265648068e-01,4.389141958381953756e+00,8.904748650528732767e+00,1.775249619831441805e+00,1.801834325968241224e+00
3.639215314620317887e+00,6.860568085534242133e-01,4.927124862695377416e+00,7.263494274909766624e+00,1.887508806119983840e+00,1.906705949410714585e+00
2.538551411622999243e+00,7.937476092085912205e-01,4.726276989067907053e+00,9.532137232864434928e-01,8.402629826612173503e-01,8.707669585666713008e-01
1.672921038504183278e+00,2.722218725658820948e-01,9.290154294920172973e+00,8.187900741628698853e+00,2.036840248705801493e+00,2.069347850163230085e+00
2.037042918171825256e+00,9.764143704182948191e-02,5.148932815415855346e-01,6.292192617983895175e+00,3.638485496191009805e+00,3.661576133552047807e+00
1.568425869985247800e+00,5.472625945461790931e-01,6.203308197649861633e+00,5.026265848651399359e+00,9.906754407605655732e-01,9.735086171696232249e-01
2.168452829653963576e+00,6.907235605888203400e-01,5.437407897403744528e+00,7.293291698006963308e+00,1.084236290984831319e+00,1.093186752114075011e+00
3.600630284433881556e+00,3.498199868585170069e-01,6.913124579509382528e+00,5.151439006156675937e+00,3.500957597558779888e+00,3.509857782801065973e+00
3.077948201522068938e+00,6.668522749654823834e-01,1.368802886599266966e+00,2.766509241321844392e+00,1.815675047334381231e+00,1.826514672114433857e+00
3.438502184248492188e+00,9.062691942723539729e-01,5.562462007386638874e+00,3.774710866966906053e+00,9.838379729270917418e-01,9.939885004990204331e-01
3.490882615180220583e+00,1.676619004184457529e-01,3.312888763126125014e+00,6.131998188870938726e+00,5.534501711987611650e+00,5.537285394076141287e+00
3.155397257502681185e+00,5.419716560797842586e-01,9.563424861581562908e+00,6.843794652838539605e-01,1.486373998220035242e+00,1.473818983334895583e+00
2.254604582205451457e+00,5.556113165935032683e-01,3.554587414230848896e+00,9.809402352794526436e+00,1.628884049958724933e+00,1.626732674183374305e+00
2.519382721355709176e+00,1.048092211928013245e-01,4.174341134137972809e+00,1.379337466549078073e+00,3.937341230300403172e+00,3.907900028718068075e+00
2.288996423055722484e+00,8.848368273406073126e-01,7.676541020905309765e-01,9.936904269908929166e+00,1.217493221062021291e+00,1.190560799075451648e+00
1.985617254711927737e+00,6.891392164932635955e-02,8.022406603572717287e+00,2.198256736616148288e+00,3.747609742387846499e+00,3.769322691191911545e+00
3.266824115154594921e+00,8.610161827772938592e-01,8.341762823514072167e+00,8.157762542834094077e+00,8.864730731185201940e-01,8.768900337067937478e-01
1.814477139675376716e+00,3.817657433825276669e-01,3.404434792880132843e+00,7.957735749333894937e+00,1.808572386728235282e+00,1.811341686811491991e+00
3.328190213778835727e+00,8.510206141419837111e-01,9.060038213247537442e+00,9.936646439574474243e+00,8.963555458347675087e-01,8.802034362238249088e-01
3.088841685609146737e+00,6.262628566098303873e-01,6.475957084757913762e+00,9.464453357401534817e+00,1.724700761902727475e+00,1.675728892058227171e+00
3.710509614626891661e+00,8.856043985905102112e-01,3.063201412409822133e+00,7.622693225613851098e+00,1.562775108806675028e+00,1.550747527536771475e+00
2.468606621403456103e+00,5.884866177508438767e-01,3.626258673791741050e+00,6.801409900618295978e+00,1.631604491843178240e+00,1.680058128099567005e+00
3.626827072737323299e+00,1.340073278212758068e-01,4.067571329710382599e+00,9.188972182618293516e+00,6.529024697418991607e+00,6.525908855261091546e+00
3.506216462795282318e+00,3.801220319163056693e-01,1.196771360084594393e+00,5.666778278416950698e+00,3.577340834390302593e+00,3.556882262482855328e+00
2.735730723183692703e+00,3.890687036789426401e-01,1.183113995159876364e+00,4.590115798679329728e+00,2.681525251494766948e+00,2.702310444987758853e+00
3.206524751966017384e+00,5.546182672001753744e-01,6.568220852643571028e+00,4.639356540427432840e+00,1.954355573705079063e+00,1.939821678554725759e+00
2.431410415880886688e+00,9.279976377899995521e-02,6.415198267748365879e+00,7.735400355859392896e+00,4.935443927912159801e+00,4.917040257626823063e+00
1.568168484638125637e+00,6.564785605702037063e-01,2.451439803417318153e+00,7.640274326378538206e+00,9.937494602451550918e-01,9.468273646653342368e-01
2.963109637525321638e+00,9.450450034837892810e-01,4.512587325580978970e+00,9.603369395359612426e+00,9.675239489010541982e-01,9.160155576680005796e-01
2.257354020892533786e+00,3.683125833277073879e-01,7.660137633244485045e+00,3.523858666745543822e+00,1.987528634900187496e+00,1.999984655592327520e+00
3.420695130842075660e+00,6.937287578245363573e-01,9.470144867260426480e+00,3.978581928367333376e+00,1.343451986874596660e+00,1.347560230121321867e+00
1.521436977873819041e+00,8.311176225832827003e-01,5.826432282450694444e+00,4.553350994761796500e+00,5.190726679537557287e-01,5.201846553085791580e-01
1.784939448796217132e+00,3.128776740801973433e-01,1.901202395202055584e+00,5.702177125364623400e+00,2.035550729290832361e+00,2.056286507512454342e+00
2.179976864587028995e+00,6.421803150034857133e-01,7.226445282762377964e+00,6.664336291437806814e+00,1.113483781959203611e+00,1.099677430556924573e+00
2.557427360503733205e+00,3.777032726640746629e-01,2.051332418902548582e+00,4.530800438508104655e+00,2.499680833426030091e+00,2.500217626687233352e+00
3.350601467711004311e+00,8.723037762118486249e-01,4.285900490851967781e+00,3.628348245731012334e+00,1.172375335688813580e+00,1.146301752276032815e+00
3.773536086463813888e+00,2.304453063053828465e-01,7.958129845200131669e+00,6.872212150993706636e+00,5.065909295471119123e+00,5.040026246571141399e+00
2.633592646118065428e+00,6.257317167923619472e-01,3.814087774530963149e+00,5.640378176069699379e+00,1.582748492276840002e+00,1.560236792377693194e+00
3.557290315617021470e+00,6.571980049416871472e-02,1.294629662369391365e+00,7.353897682048907924e+00,7.249303987050639719e+00,7.278276618697177014e+00
3.140887993745307583e+00,4.776596037696191899e-01,4.201525866166789136e+00,2.576225614971155764e+00,2.213200542948727367e+00,2.234353928310000459e+00
1.827268414188294887e+00,1.977565878452948733e-01,3.058314875722844217e+00,2.933099863638991334e+00,2.442000444836072592e+00,2.411732648344966812e+00
