L,E,dm2,theta,P,P_noisy
1.124271967514651806e+03,8.195818279027035080e-01,4.722954144220553596e-03,5.798777944545798757e-01,9.925523903157898453e-02,9.472563761690006023e-02
1.922394233163387298e+02,1.858987919389959442e+00,3.033056366710051334e-03,4.283080780426289369e-01,9.099330753364990310e-01,9.140269276441004287e-01
5.777742927608842365e+02,6.114728328272531765e-01,3.302960449565188646e-03,6.339747101580064381e-01,3.403542350971551222e-01,3.467502099007829242e-01
9.886869868139434629e+02,2.796307696859651859e+00,1.179892885621829438e-03,5.898505972613146131e-01,3.465455039179908270e-01,3.472140017447031823e-01
6.420325091987764381e+02,3.285741129732094201e+00,4.602238485850076999e-03,4.537147928593805446e-01,3.636061159235493001e-01,3.622664395711306384e-01
6.416333144343243475e+02,4.901055039078160647e+00,4.952293819985175219e-03,1.951232913645294109e-01,8.940855054969627513e-01,8.951478546054957297e-01
6.742571373428864945e+02,1.784586161192984077e+00,2.784758230377927697e-03,1.641000978905548524e-01,8.710506261330753786e-01,8.730618027889459620e-01
1.286132443626720033e+03,3.188595550505678222e+00,2.991274023687596085e-03,3.459361939028308686e-01,4.306118210988603145e-01,4.346893125450448370e-01
3.879390799297510739e+02,4.960712347974412850e+00,2.179992905914147905e-03,2.231583999342367508e-01,9.768083370049137626e-01,9.725972781988601046e-01
2.958182258447162667e+02,3.522018961162658890e+00,3.738754143327008197e-03,5.286527084808468890e-01,8.673413531065520266e-01,8.746800737795598080e-01
1.020804416020116264e+03,4.297692510048820580e+00,1.410404633965657182e-03,2.662991149823201176e-01,8.260766279561715386e-01,8.263443610461954636e-01
1.107317662669825040e+03,4.785490754293449278e+00,3.055059104124115740e-03,5.769951852580020857e-01,1.018357767666182301e-01,1.010532801671671504e-01
1.547568556455699422e+02,6.702368513681813411e-01,3.691436342388141906e-03,2.691454739364287363e-01,7.846532498755888207e-01,7.881997355007415162e-01
8.359755189274148961e+02,3.239323431844778334e+00,3.390529521939597644e-03,3.039924735156462332e-01,6.175377734292767373e-01,6.141189441992164211e-01
1.128759518022694238e+03,2.784073333682484552e+00,1.249389437801980271e-03,5.787143584598803958e-01,2.930627978063924388e-01,2.975333465837751712e-01
9.618009466633791362e+02,2.793648452458877607e+00,4.124264424488417388e-03,4.930149860458893363e-01,6.321568170446086044e-02,7.404255066819115383e-02
2.768100913070033471e+02,3.410616021831402112e+00,2.433540635894379783e-03,1.497005173629823160e-01,9.923509808668666832e-01,9.946088536645217859e-01
3.015506563704252017e+02,1.011931439501611241e+00,2.237436623618871585e-03,2.953808503179930489e-01,8.040915326730609936e-01,8.051926686322368187e-01
6.349994696240449912e+02,3.201474910435293086e+00,1.973965375300158840e-03,3.911607511267634063e-01,7.714538298863260479e-01,7.691302410781604149e-01
5.480299555991084617e+02,1.163520378586086812e+00,4.492211783230906641e-03,1.304277088906224125e-01,9.816675728188127836e-01,9.892151823047550252e-01
3.018788550698522499e+02,2.689284579823456589e+00,1.862666165625571869e-03,1.847662774525321017e-01,9.865902763112777141e-01,9.923253965631628759e-01
7.226238109901987627e+02,2.997357693064754081e+00,1.929635012999411734e-03,7.222241333174094224e-01,3.926713806780589011e-01,3.851437314792114375e-01
3.277537942575343095e+02,4.197132576204182897e+00,4.385220966207033222e-03,1.651620110548130405e-01,9.779889285155245471e-01,9.829174927907904369e-01
1.920931648690570057e+02,1.161766882889828878e+00,2.294541900611366935e-03,7.619392591052067676e-01,7.734518337850739833e-01,7.701413872313803699e-01
6.882742171073188047e+02,4.968960781961780704e+00,4.111936691280977836e-03,2.738380587288199441e-01,8.150292549000562881e-01,8.091598906542930569e-01
1.227385738634189238e+03,4.241732911251828497e+00,3.108690799511804742e-03,7.476347765826026892e-01,-2.235909718208901331e-01,-2.239416397248892854e-01
2.835953445081921132e+02,6.208963807465373019e-01,3.813249820091237866e-03,5.512990782578203186e-01,4.096008734391509698e-01,4.062881119865709434e-01
3.385330035116543286e+02,4.370746707765478689e+00,2.888771287351961717e-03,3.986602137335948370e-01,9.362437086859203283e-01,9.420665296462843452e-01
7.130039665178292125e+02,2.779390058992968093e+00,2.653480361391498052e-03,6.567392263327633817e-01,1.982054292721396049e-01,1.918858591167686145e-01
1.237730646164410700e+03,4.993507667013977525e+00,2.770893253221511001e-03,6.457916800199063889e-01,1.311313501138945126e-01,1.246685501218703640e-01
6.418433309662335660e+02,2.440904921037065023e+00,1.665804307654102610e-03,1.548942473294216415e-01,9.519109334129953748e-01,9.471549775836507479e-01
3.529613209786044763e+02,5.627851199235187618e-01,1.077201602440425090e-03,6.069119707992227664e-01,3.525807034443272370e-01,3.518651977251540663e-01
7.898551316149766990e+02,4.057139696860406985e+00,3.195096203808233011e-03,3.658261050304213446e-01,6.244821332771465228e-01,6.274262033735412691e-01
4.873263765709730819e+02,2.697508076224047535e+00,3.897736772795561220e-03,4.133727777267580672e-01,6.157027822460027222e-01,6.102321024906044444e-01
2.377914656712940200e+02,9.845373501456793353e-01,4.950277040750522203e-03,1.744490831299468914e-01,8.763379343434842816e-01,8.726908103822236251e-01
8.545948641584277539e+02,1.161213966818497756e+00,3.662548038645381445e-03,7.352108967139000528e-01,7.997507889729208452e-01,7.918704824582047941e-01
6.213429922880877712e+02,3.384845979011990913e+00,2.875053865467960129e-03,5.832618550844792527e-01,5.064707909087978743e-01,5.054523631715648335e-01
1.247004028440462207e+03,3.749887592835767336e+00,1.677921299854643906e-03,6.530259962105317006e-01,2.866461003423447784e-01,2.814939915397072223e-01
5.609349690346260786e+02,1.129991914736862668e+00,2.723334776369020285e-03,1.250943417409783875e-01,9.237418828142022198e-01,9.345763699509822553e-01
2.832880124181603492e+02,7.688823153543551392e-01,4.982947455588220519e-03,7.798122830166546171e-01,4.003993276255216061e-01,4.100071795766038196e-01
4.882257724426261802e+02,1.465654122579486573e+00,4.581840593517060370e-03,5.452963671996241546e-01,1.999961055346235472e-01,1.952942948618123509e-01
6.744464765316388366e+02,9.932262849451765074e-01,3.123808701311542747e-03,5.765832089147640005e-01,7.387230976004178773e-01,7.393727149811142318e-01
4.476093618006899533e+02,2.277889731823535602e+00,1.078367193532919505e-03,1.970756971666163815e-01,9.731951433261590845e-01,9.752554917331871520e-01
6.083252383609166145e+02,2.937348964083247527e+00,4.877989464114486536e-03,6.594339681985330603e-01,-3.054712343603936675e-02,-3.332354147041679399e-02
9.470556177701615752e+02,1.455771385647741445e+00,4.268555134007034901e-03,3.570410831355168568e-01,8.800384162582246539e-01,8.780339271080332963e-01
1.017981038881523773e+03,4.436744996751146530e+00,4.549488199274708683e-03,3.145125997096829273e-01,5.207972328279238949e-01,5.239514683593378130e-01
8.096542474004818359e+02,4.767171408423923396e+00,4.175015024229298058e-03,3.194180135450453983e-01,6.618901707930818779e-01,6.604829586455429613e-01
6.783746788433168149e+02,2.188837007146450908e+00,2.771586976365074222e-03,5.946676648293589551e-01,9.309078623757321980e-02,9.153261298882708896e-02
2.373575148009898896e+02,1.266435915372263521e+00,2.373415651700004972e-03,1.607616179802210943e-01,9.692544161970974015e-01,9.690498091400570058e-01
9.017223486444586342e+02,4.204383549923873531e+00,3.666033923174295654e-03,1.130054633198889907e-01,9.439631302539503999e-01,9.500905167068359747e-01
3.778726856120821367e+02,1.511510517663572362e+00,1.086490578732715899e-03,6.191073861174701820e-01,8.397627160681448988e-01,8.384037716358940795e-01
9.868024738369009583e+02,3.822988048731542854e+00,2.144754185334449628e-03,3.143555625263272923e-01,6.881776017188178107e-01,6.900630438124567556e-01
1.245338754041389166e+03,4.194216170678036093e+00,1.810504771991282421e-03,4.079046371825567618e-01,6.117219688433047642e-01,6.128632559444655570e-01
1.125375339562213867e+03,8.304543885713053797e-01,4.006168904708029901e-03,2.051930450199619949e-01,9.053852004185169999e-01,9.089086594276587494e-01
4.303425174351126543e+02,6.755429092539716462e-01,3.480753136962328256e-03,6.983727054532188339e-01,7.801853363361254123e-01,7.791612381145338606e-01
6.559873614764061358e+02,1.505800982413536104e+00,1.510720136958665014e-03,1.596071625072603140e-01,9.181043286100502021e-01,9.155917693856037154e-01
6.337780009363937097e+02,7.808071752249607922e-01,4.291378132662417716e-03,3.183667162451536692e-01,6.081845743196938603e-01,6.046906311235906717e-01
1.023484323289587451e+03,1.213167019544461489e+00,3.729809652310139226e-03,6.298448638320282011e-01,2.249002104664429291e-01,2.260384822589948106e-01
6.012824591930959741e+02,4.843938574092883087e+00,2.526547787975589807e-03,6.913498759589840059e-01,6.496070699566032225e-01,6.502548232468778888e-01
5.228565157786415512e+02,3.008062978979367585e+00,1.866735080873916297e-03,1.969589527096259340e-01,9.548422109915518652e-01,9.535074377727883466e-01
8.051786849383869367e+02,7.632563242187642150e-01,1.726899790101494052e-03,2.092851236201863085e-01,8.628792115660656181e-01,8.639413025247922873e-01
7.840448209268893152e+02,6.462092264316376955e-01,1.077657473267877239e-03,6.054149116404071718e-01,-2.789974699353306997e-01,-2.672163035029653244e-01
1.112523370205351966e+03,4.438934329297685721e+00,3.063217986878830415e-03,1.299846138011835073e-01,9.239281547848438025e-01,9.278242965357710315e-01
1.212455829006365320e+03,2.084071046371519742e+00,4.558799290011756461e-03,5.682621797871917346e-01,8.864769145207044287e-01,8.772535701448047618e-01
1.129645674258457802e+03,1.560021960623433568e+00,1.982176845841478879e-03,3.089114388838374858e-01,4.978928640382404569e-01,5.043603080981631237e-01
1.288211101786055679e+03,2.504481793732383110e+00,1.145717325557800642e-03,4.183431066481804184e-01,5.679203278629962881e-01,5.685942504529717390e-01
7.902662288903853778e+02,3.338724348454956914e+00,4.359654270017983800e-03,5.505268702505499157e-01,7.828361923494583582e-03,2.701350247035731213e-03
5.959404489769030988e+02,1.677593139673629441e+00,4.821346771095890923e-03,6.139259030952429752e-01,2.639334099321837268e-01,2.706117276059316068e-01
9.490721082415618639e+02,8.563296617811693157e-01,2.232731655279837722e-03,3.069090479304412145e-01,9.477094352461323812e-01,9.472709780971911853e-01
1.142219574357747206e+03,1.041061345760522450e+00,2.204009115495611168e-03,7.476914145203685802e-01,8.565126777503688782e-01,8.615581670827855421e-01
9.556171911618033619e+02,4.565751075545298576e+00,1.210610322662404375e-03,5.077060234156558494e-01,5.618253706842967210e-01,5.587162078013850897e-01
7.933054667262993007e+02,2.138734213289847474e+00,3.448534432395436791e-03,3.885352818899960869e-01,3.369835576337825711e-01,3.422282886120495693e-01
2.952050492038285938e+02,2.491292432333883866e+00,2.738572389184795383e-03,6.088594455094030744e-01,8.368958916431781248e-01,8.354450893255743749e-01
9.688956587044600610e+02,1.463828608846548418e+00,3.778262204563684248e-03,4.016662417544437647e-01,9.463666851910261801e-01,9.511127039435418595e-01
1.190901325784796427e+03,1.151639483489303117e+00,1.223503210340749292e-03,1.566015116422949105e-01,8.467986068593411630e-01,8.508543438937241632e-01
6.520279489080110125e+02,3.949998706918861124e+00,2.444250627395308691e-03,1.469864419883952500e-01,9.594252728473553482e-01,9.536244831572746605e-01
1.142180551908923690e+03,1.436376954829019503e+00,4.753014220347253314e-03,6.807744404384675763e-01,-3.317749255581641243e-01,-3.299761942583958052e-01
8.119962014585361203e+02,9.403254016828994644e-01,1.674376551291288651e-03,5.378156588615562450e-01,-7.168525075423083648e-02,-6.937370616572229032e-02
4.185985514271165471e+02,1.965840573613621745e+00,4.000652516987094134e-03,3.169104116023366835e-01,6.950671945652746597e-01,6.947279498010940912e-01
1.276362504486199668e+03,9.902450757473166831e-01,1.704568710177761705e-03,6.550319278205095630e-01,7.640311043201942764e-01,7.550820551734155339e-01
9.926915504219410877e+02,1.839562674011055776e+00,2.852180240296364570e-03,5.869925740359482891e-01,-1.130834398980161554e-01,-1.117210378508380619e-01
1.275430248126826427e+03,2.906453923833143271e+00,1.452233483843077839e-03,4.130468783986902537e-01,5.326562778047841951e-01,5.310141171718201214e-01
8.320636910284079022e+02,1.148614334203385212e+00,1.025007525835049203e-03,6.165117504788519831e-01,-2.857752562115478678e-02,-2.264240511930218358e-02
9.918502128848484745e+02,3.082908148502251588e+00,2.667436375181942831e-03,4.602055510300205876e-01,1.929153591961655645e-01,1.875495764308806046e-01
4.292672597903730889e+02,3.127773450826703439e+00,3.096792819305067487e-03,6.038683359016359109e-01,7.068702248448762715e-01,7.117394216027482789e-01
7.345219987929772287e+02,2.630048737299186534e+00,1.637079844524789995e-03,7.068724674054085444e-01,3.895623099330703942e-01,3.902016162226858986e-01
5.612411066131992357e+02,1.732783100346626526e+00,4.266379706463752780e-03,5.397280894744450608e-01,1.023199039550532624e-01,1.149900564684270543e-01
9.229789246064619874e+02,3.825411159110672976e+00,1.659155811904060741e-03,6.714169928565535406e-01,3.238012805222184043e-01,3.187173580081690272e-01
1.231063822382631315e+03,4.320186524025379171e+00,3.580043920074507235e-03,3.707630552643320643e-01,3.932920319974674839e-01,3.980265416104013521e-01
7.694976948977912343e+02,1.929979328190329246e+00,1.658601880810322031e-03,3.980875033807267371e-01,5.285253510193116400e-01,5.258059101402866586e-01
1.080426175785778042e+02,7.077292296310637720e-01,4.268644847023378777e-03,7.490360264266453516e-01,4.452513516594132081e-01,4.404609667245262816e-01
4.788936984962052179e+02,4.851885154988700322e+00,2.553422791678154526e-03,1.429548194060559219e-01,9.823223189903742547e-01,9.876563074082940208e-01
7.472505287279757340e+02,4.121724926898490793e+00,1.563509600282812642e-03,6.480634048415504500e-01,5.500647515421679401e-01,5.530351913420649135e-01
1.051306067393612466e+03,4.520598737129450484e+00,2.147994392769616168e-03,4.902241738686631267e-01,4.221148720270073706e-01,4.273125226597996318e-01
8.021793022700746860e+02,3.388731178106701325e+00,2.298280918859928017e-03,5.498744301445405158e-01,3.864704780577253307e-01,3.783777212445769700e-01
3.405987123641643279e+02,6.313252003697942261e-01,2.364539013231557480e-03,6.635857473846543675e-01,-1.204117069900574322e-01,-1.264491663905736585e-01
8.304087106404703036e+02,2.638718953100438913e+00,3.628298563522281642e-03,2.699770920291298948e-01,6.423500490658095030e-01,6.452516346291693461e-01
1.154239506244798577e+03,7.075380315012091970e-01,1.302279494510735899e-03,5.189467693580325225e-01,6.861956836136422488e-01,6.819192541257258489e-01
7.235891401981195941e+02,1.278141714509472227e+00,4.120652763436784966e-03,2.942814206149594325e-01,9.663466934090145788e-01,9.729121528163233723e-01
1.113617295162944174e+03,7.719561031132782247e-01,3.483920561764679204e-03,6.928710664203328040e-01,7.083520681446244804e-01,7.166611810211471756e-01
7.441270589220889633e+02,2.577138746519362478e+00,1.602651790591447419e-03,1.524689256773643087e-01,9.421426425911998415e-01,9.414789933603345817e-01
1.748567733871593646e+02,2.511717929425725249e+00,2.646332921783590801e-03,2.591338153600107885e-01,9.853056810148066447e-01,9.854531554180557817e-01
1.268859665946150926e+03,1.198309148286329284e+00,3.052412088810040926e-03,1.873556887060254250e-01,8.675337342037606758e-01,8.676610918572911224e-01
1.532021449211313779e+02,4.459522778392873477e+00,1.401280692394920018e-03,6.574433421332027683e-01,9.879662606436993011e-01,9.865014305032181463e-01
4.346413541251354218e+02,2.031818735327644010e+00,1.518996447617424351e-03,3.674979717881257102e-01,8.879548714530951514e-01,8.877656202988600809e-01
8.796380253234419797e+02,4.536784871679683917e+00,1.710634894304210920e-03,1.708919702634740800e-01,9.296422550104926907e-01,9.284769871386191475e-01
1.077164272507493706e+03,2.144120287854320406e+00,4.012659895125812032e-03,2.578368553402626273e-01,8.739109763699673961e-01,8.760510088792178296e-01
3.572797775873250998e+02,4.950867153436475654e+00,2.515894280912299788e-03,2.995950267288707280e-01,9.642404059981393161e-01,9.625728595931219989e-01
1.145159441373030177e+03,5.114890719030430466e-01,1.052422514915166401e-03,2.395681858042319479e-01,9.377296317845776885e-01,9.351233797829989758e-01
9.450399810180055056e+02,3.013099816861620539e+00,2.029062940825564036e-03,1.670180854678047777e-01,8.927381736605897178e-01,8.912379586023702061e-01
2.070521386090298677e+02,4.614033101014517690e+00,2.573448506320290263e-03,5.823475886984832428e-01,9.694957514941566767e-01,9.664344246771717772e-01
6.320858098854736227e+02,3.750549960459470533e+00,1.109863949587289005e-03,7.179241406534253578e-01,6.789140813100684735e-01,6.785109898569987585e-01
1.166267367909933910e+03,3.474405315151084750e+00,4.768589738060509571e-03,2.201018130603026868e-01,7.901679961511637318e-01,7.928640633194684595e-01
6.371653288279343315e+02,4.917970099346524293e+00,3.719242344907397555e-03,5.014516405991350512e-01,6.151095524755199051e-01,6.253903749620397523e-01
1.137202841942563509e+03,1.106686633497754757e+00,1.088801061378301231e-03,7.543615473721464459e-01,-6.271732879106407532e-01,-6.353170253266705592e-01
3.496341683776504397e+02,1.118451150607820299e+00,2.994018818775829455e-03,2.918211465346906008e-01,7.044863596852992682e-01,6.975962794384233945e-01
1.147565462725020552e+03,1.805852021565225396e+00,1.718070979412240256e-03,2.806167241029210446e-01,5.543975180106409661e-01,5.540555829853462955e-01
9.374469064611902240e+02,4.190400118857112055e+00,2.659247571182818490e-03,4.715306646311345773e-01,3.949405407460341300e-01,3.950984002827499508e-01
1.312099064234294588e+02,1.838418261060121184e+00,4.523242506329195819e-03,2.263220273658925474e-01,9.690868347015507700e-01,9.688623336623881643e-01
2.260552490661131344e+02,3.748825027133622978e+00,3.723842438286369214e-03,4.133491545156160463e-01,9.505998174356032893e-01,9.599609694094251022e-01
9.847326017177413178e+02,3.481138506823100442e+00,2.118393206403859814e-03,3.627914195064214642e-01,5.770388095347955826e-01,5.679100437832825810e-01
1.106518340912951089e+03,3.093662660029067535e+00,2.081107462026284861e-03,7.487718613159738412e-01,-1.544768450738988330e-01,-1.552522334127822701e-01
5.448937819031103800e+02,6.123866536054054510e-01,1.408135968985420577e-03,6.195716630489238597e-01,-1.925543089869098945e-01,-1.989171425396218384e-01
4.197251838733292288e+02,1.270633004306100489e+00,4.396519272710440809e-03,4.561169083975257221e-01,3.370057580160532584e-01,3.354932291704991187e-01
1.268861607644660580e+03,4.727894640397306780e+00,1.587424001306060118e-03,3.703537786745391136e-01,7.545752331026162052e-01,7.571488933871699523e-01
1.116461409634629490e+03,6.898330933428020728e-01,1.124942951918136199e-03,1.596996594697440985e-01,9.101358022929648683e-01,9.029179215549368864e-01
1.295561832933527739e+03,1.774338318539791182e+00,1.559366499512466293e-03,5.858324364531194428e-01,-2.651174119411803809e-01,-2.599984937655725470e-01
3.106865867342501133e+02,8.711373916074209856e-01,3.683969453401043752e-03,5.499943261288932073e-01,1.184520111550962096e-01,1.142216045820000220e-01
7.107851662741539940e+02,2.157297875785637142e+00,1.427240758942366610e-03,5.329316735077005429e-01,5.212643553111715455e-01,5.160236959717104943e-01
2.166433635783796490e+02,1.217115941907631171e+00,1.277429500724434636e-03,7.328994752923353451e-01,9.066614521581219943e-01,8.984323246890315584e-01
9.150723782223378748e+02,2.589524966830702546e+00,2.228701865362872538e-03,6.302625010303761766e-01,-6.390515124637835553e-02,-6.740386244337977228e-02
5.873342277230635773e+02,4.596956593990989326e+00,3.049630550127822859e-03,2.772377693465276627e-01,8.863537733218845860e-01,8.826435756411383782e-01
2.020006376292950563e+02,3.430768322699757178e+00,1.702031923215927001e-03,6.699881504848966829e-01,9.706353927344325561e-01,9.747777669109850551e-01
2.831580701472183819e+02,4.795189814632220937e+00,2.378673831746792519e-03,5.985605710927988099e-01,9.432195448126324822e-01,9.354096333081409753e-01
1.192359249617790510e+03,9.800535397455725217e-01,1.897301789627396564e-03,4.723855991055408987e-01,8.740561817463656791e-01,8.751215360616936279e-01
1.152268426536371408e+03,3.118985360096171000e+00,4.860575832844068675e-03,3.511841906263990509e-01,6.405146171404221267e-01,6.447211096116957085e-01
1.246183027391338783e+03,4.113496283363161865e+00,4.231421414551159860e-03,5.008836642142802109e-01,2.066926592723247053e-02,1.940946623309302427e-02
1.175864314140213992e+03,3.309225612921082860e+00,3.183594963815677970e-03,7.150304685921282655e-01,-4.298014277036537600e-01,-4.259592587939418085e-01
7.421855635906549651e+02,2.775193456727560903e+00,1.994816614830383604e-03,7.588860186935993957e-01,2.891766910602343033e-01,2.857114399341332267e-01
7.185468797901075959e+02,9.580926398861566717e-01,4.288182985709607445e-03,6.332242815680280135e-01,2.023519319127315974e-01,2.044228464235495479e-01
8.045234478686516013e+02,1.974518495378160932e+00,2.313982183593841536e-03,5.841203571671597095e-01,-7.608303226918239348e-02,-7.775213329820215846e-02
1.020188517323604856e+03,4.849453309101381393e+00,2.325839985831306030e-03,5.141064674848814242e-01,3.950849591557094587e-01,4.058794220779501916e-01
3.372622892320092660e+02,2.680883834362633777e+00,2.266423567765462298e-03,3.609018933984546873e-01,9.275275276845637018e-01,9.261080289970977653e-01
6.341381826817377032e+02,9.239213945763542490e-01,4.568287070022082619e-03,3.778631567697541271e-01,6.517432248791374949e-01,6.502468443602252846e-01
5.771121047715978420e+02,3.377248514054471684e+00,1.751725163016379025e-03,4.432710860795484598e-01,7.995168324006065586e-01,8.015360216561907558e-01
1.047583535068102265e+03,7.872248827527168480e-01,1.257810576818810646e-03,5.425546143160575596e-01,8.639880604372326967e-02,8.375438577812494012e-02
1.551980282267056737e+02,1.141553295084418718e+00,4.516450160305404346e-03,7.454647474227790171e-01,4.942950488945440646e-01,4.933149114331794594e-01
8.682432568042997900e+02,1.539698233312004394e+00,3.214076887521253711e-03,3.095412610382652918e-01,7.202878130432873727e-01,7.219799017739857439e-01
2.064484763333144315e+02,8.534657652428365715e-01,4.530618746227496607e-03,2.943017210559008556e-01,6.849117825198609566e-01,6.892879354060279518e-01
7.505797943701511485e+02,1.346474380014227590e+00,2.281022910383997959e-03,3.764964304962459263e-01,3.436879233887860652e-01,3.407086483538516175e-01
3.669368599361135352e+02,1.277319016902971116e+00,1.667815535277476216e-03,7.312259089189688810e-01,6.129144467652437589e-01,6.132180241602875892e-01
1.273092601051421298e+03,2.708251937603758375e+00,2.685966076946006125e-03,5.922385339194268239e-01,-2.362591548353519810e-01,-2.371141922957236692e-01
2.605324687696717092e+02,1.743782133998562189e+00,2.418025988129174266e-03,4.125536848022379743e-01,8.840320195427242567e-01,8.875204491761541359e-01
4.858488678525703790e+02,4.728132639300740792e+00,1.544694192084162046e-03,5.210193333217328915e-01,8.605356089915793261e-01,8.646430377526342914e-01
3.525451084977410119e+02,2.411307412078722567e+00,4.703305128405521965e-03,1.014601563347255486e-01,9.742759806538160428e-01,9.762958069132531280e-01
4.111182973113536150e+02,2.683850632182712914e+00,3.141865251073658587e-03,7.184849725444002466e-01,6.154959402404970303e-01,6.168274540663971628e-01
9.158759376078821788e+02,3.750423172223706025e+00,1.199367099724852953e-03,1.728186433270600397e-01,9.287218484389339057e-01,9.376825141910656303e-01
1.823321785026363386e+02,2.114969849458587348e+00,4.566493900810111861e-03,5.181088483077318507e-01,8.250799643223295510e-01,8.207209645236086537e-01
8.445318688206203888e+02,4.228787007648284302e+00,1.218091901874770316e-03,3.952986162893066258e-01,7.246594762323038674e-01,7.328476522395126480e-01
7.252392236380502482e+02,2.619147948027428008e+00,3.811064102153012903e-03,3.354163791983794107e-01,5.244131768500530644e-01,5.271065713487881332e-01
1.575007838961540472e+02,1.462334252481001240e+00,3.502349581516584105e-03,4.870582491120487578e-01,8.504657760888940654e-01,8.428031502799631092e-01
1.237257046250347003e+03,1.717772367164467795e+00,1.012238334389572829e-03,3.145147707026003658e-01,6.111202690740922261e-01,6.117708174913852881e-01
6.817731402394917950e+02,3.663432488571586543e+00,3.088855893212403506e-03,2.988673971263494100e-01,7.815467945072297473e-01,7.744778277752761841e-01
1.662673424793248387e+02,4.854431401260296042e+00,4.211228858979836065e-03,5.471284890526016964e-01,9.689053294257925497e-01,9.682926105711778808e-01
7.517193349825761288e+02,2.768562294844632898e+00,1.197983197992556065e-03,7.373677480992676392e-01,4.809460905394199459e-01,4.708047392060420999e-01
5.619146241498306154e+02,4.298941529920684346e+00,2.833611609936759722e-03,5.570533906958137216e-01,7.001939493238598100e-01,7.038451242161160026e-01
2.263976117494767095e+02,2.127960505458343476e+00,2.014690387266671392e-03,7.445351221526973484e-01,9.149102073649573175e-01,9.109685561271166909e-01
1.033553412118621964e+03,1.647950581987683627e+00,1.595899243182969003e-03,6.336317772697562800e-01,-3.899589631884983199e-01,-3.816948972139022067e-01
1.164282645447736058e+03,3.448655081952007428e+00,1.003027600234577404e-03,2.890417011393560109e-01,8.204144137708331286e-01,8.168007748845004246e-01
9.403234595938266693e+02,1.563009106765391731e+00,4.422620397394849169e-03,5.032208479113234878e-01,8.836160544630057290e-01,8.838970428670274160e-01
6.490837397109924041e+02,8.621274398536058481e-01,4.681347780257950897e-03,3.312396225341154854e-01,5.657527743546383325e-01,5.589736402845854046e-01
1.093485259097374865e+03,2.561470839255805210e+00,2.664595026058263691e-03,6.806996319635096881e-01,-4.532157149517695438e-01,-4.538487608216765778e-01
1.273729601974154377e+02,5.005062793473458171e-01,2.430427284700833850e-03,2.881218755484634686e-01,8.405900318111251268e-01,8.408196502964351282e-01
3.601982914975985750e+02,2.298793016884468354e+00,1.994371462733477395e-03,2.784587284093323900e-01,9.446020107597492554e-01,9.471463095527139497e-01
8.002216931763043704e+02,3.298292056038752307e+00,4.226029756936703491e-03,1.286274694813447916e-01,9.188269501801598071e-01,9.311958126548919301e-01
3.302943556185218767e+02,1.549889726357986053e+00,4.787346788575279344e-03,5.317399918528518121e-01,2.363663376202786714e-01,2.446218086397426994e-01
8.919425899959362596e+02,5.739380829108409188e-01,4.558298606848852977e-03,5.804367679699046212e-01,6.945124327944610654e-01,6.984526276242647436e-01
6.811109196814475126e+02,2.826482763035524481e+00,1.761436539533602161e-03,2.312312027116544544e-01,8.929463396917278750e-01,8.913456324210401460e-01
1.082632096851677261e+03,4.407967497427732084e+00,2.902397891792675433e-03,1.851227812778512560e-01,8.568978936509560329e-01,8.555131176067366505e-01
1.279568703236004239e+03,3.665732809734863817e+00,2.431116129550900049e-03,2.609653092533381624e-01,7.189920346324556455e-01,7.174975829525056525e-01
1.674760101200005806e+02,3.929251808007587776e+00,3.335284174482723834e-03,7.267482221347724147e-01,9.618217338815059358e-01,9.576058762901815680e-01
9.849326847354469692e+02,3.959387996457250924e+00,2.617578077894381228e-03,1.857186685792327763e-01,8.663601582777097354e-01,8.697784615273392861e-01
1.726359535727202115e+02,1.814530836333113406e+00,3.137070723741947498e-03,4.587620805943301017e-01,9.102630531670347080e-01,9.100547320985207245e-01
7.439598898033140131e+02,4.423382944372251657e+00,1.830174742111209240e-03,1.483415313193298946e-01,9.574844774393164171e-01,9.602048603145287853e-01
5.289172308334625541e+02,2.530573604886627859e+00,4.424267306256684032e-03,3.930702920034762071e-01,5.054395088583836237e-01,5.042935989955604770e-01
6.733433618280772635e+02,4.796276750350497942e+00,4.858179238358174140e-03,1.376725198409645690e-01,9.409737511163109858e-01,9.429406821452887000e-01
9.915171113777641949e+02,1.474895578900776716e+00,1.624046592271329286e-03,5.662198453365391293e-01,-2.922874646679143873e-01,-2.833789723546394912e-01
1.072856821441465343e+02,8.273007961081029205e-01,4.391009453478526836e-03,4.791885797808093095e-01,6.994877223108494357e-01,7.013736306770895768e-01
8.586847850115736946e+02,2.747511013145394809e+00,2.257633159318077603e-03,3.920579207113590314e-01,4.886187520822067309e-01,4.933934676944823905e-01
1.153210358534782472e+03,2.800599463379211951e+00,3.318198943396052317e-03,2.114409205094773814e-01,7.565016435227590597e-01,7.524185569592070078e-01
1.166689313211037415e+03,4.677567364607059019e+00,3.421248032570629784e-03,6.863713243698652544e-01,-1.719786864695706796e-01,-1.725480459202476391e-01
7.107141545166647347e+02,3.122912565519931682e+00,1.517754351120687711e-03,3.620897418455362171e-01,7.820254271139958080e-01,7.803135185294860499e-01
8.774571491608118095e+02,3.164694904253631424e+00,2.539119279195254861e-03,3.329573659951976516e-01,6.081560857942457377e-01,6.108648767739457419e-01
