d,p_inf,p_inf_noisy
8.127930764776629076e+02,3.722353561001249256e-01,3.464456460650838232e-01
8.144587285960478766e+02,3.725706318491959212e-01,3.849116465334077586e-01
8.161277941256182658e+02,3.729057454783528680e-01,3.543063747694751298e-01
8.178002800614597163e+02,3.732406966948665916e-01,3.831645363177455521e-01
8.194761934129890051e+02,3.735754852076385024e-01,4.024435164844107904e-01
8.211555412039908788e+02,3.739101107271991520e-01,3.584064979563886255e-01
8.228383304726403367e+02,3.742445729657039033e-01,3.597634775352336334e-01
8.245245682715393514e+02,3.745788716369305993e-01,3.786470796467765187e-01
8.262142616677391516e+02,3.749130064562758990e-01,3.867759589872248882e-01
8.279074177427768291e+02,3.752469771407527244e-01,3.625010772595390618e-01
8.296040435926981900e+02,3.755807834089859298e-01,3.619000235983991787e-01
8.313041463280945891e+02,3.759144249812108596e-01,4.009838379631900929e-01
8.330077330741253263e+02,3.762479015792684622e-01,3.683022438945794952e-01
8.347148109705547085e+02,3.765812129266036257e-01,3.787244585313884748e-01
8.364253871717754691e+02,3.769143587482602920e-01,3.771297753534706421e-01
8.381394688468440108e+02,3.772473387708800141e-01,3.595970042016090051e-01
8.398570631795081454e+02,3.775801527226978482e-01,3.718668967552799520e-01
8.415781773682351741e+02,3.779128003335388009e-01,3.815381491198712727e-01
8.433028186262472445e+02,3.782452813348154974e-01,3.679221553107237530e-01
8.450309941815451111e+02,3.785775954595238524e-01,3.838683173281315919e-01
8.467627112769455380e+02,3.789097424422415150e-01,3.657514516400131033e-01
8.484979771701040363e+02,3.792417220191224292e-01,3.526125192804314135e-01
8.502367991335530633e+02,3.795735339278957232e-01,4.087368283507953337e-01
8.519791844547251003e+02,3.799051779078606028e-01,3.451439172296094093e-01
8.537251404359899425e+02,3.802366536998847968e-01,4.050182642545558376e-01
8.554746743946789138e+02,3.805679610463995610e-01,4.153515325723364793e-01
8.572277936631220427e+02,3.808990996913982352e-01,4.116558208682305486e-01
8.589845055886719365e+02,3.812300693804310248e-01,3.792773248030865685e-01
8.607448175337416387e+02,3.815608698606034466e-01,4.074732122301994441e-01
8.625087368758285038e+02,3.818915008805716660e-01,3.799685230292296212e-01
8.642762710075518271e+02,3.822219621905404985e-01,3.844641873089341688e-01
8.660474273366774014e+02,3.825522535422586357e-01,4.317780060108190043e-01
8.678222132861549198e+02,3.828823746890166468e-01,3.468532518667523101e-01
8.696006362941424186e+02,3.832123253856425382e-01,4.078763402481137001e-01
8.713827038140445893e+02,3.835421053884996434e-01,3.493338746386061011e-01
8.731684233145366534e+02,3.838717144554821825e-01,3.993413678019634983e-01
8.749578022796030154e+02,3.842011523460125977e-01,3.649545061646409794e-01
8.767508482085612513e+02,3.845304188210375562e-01,4.083759112573567274e-01
8.785475686161008753e+02,3.848595136430257302e-01,3.843443090565554776e-01
8.803479710323077825e+02,3.851884365759628004e-01,3.899594044072409726e-01
8.821520630027025618e+02,3.855171873853500131e-01,3.560982209032069745e-01
8.839598520882653929e+02,3.858457658381988509e-01,3.909255033246489819e-01
8.857713458654745864e+02,3.861741717030294785e-01,3.802551419914984576e-01
8.875865519263314809e+02,3.865024047498658577e-01,4.165917141759404863e-01
8.894054778783990969e+02,3.868304647502335269e-01,4.272715511591025916e-01
8.912281313448269202e+02,3.871583514771551604e-01,3.835803053178254984e-01
8.930545199643903516e+02,3.874860647051482365e-01,4.034361820321846204e-01
8.948846513915150354e+02,3.878136042102207082e-01,4.204889971286718819e-01
8.967185332963166502e+02,3.881409697698685601e-01,3.936746710048621423e-01
8.985561733646253515e+02,3.884681611630710352e-01,3.741691939005060141e-01
9.003975792980256756e+02,3.887951781702888576e-01,3.574643196897148156e-01
9.022427588138810961e+02,3.891220205734594595e-01,3.790600909750024838e-01
9.040917196453739280e+02,3.894486881559945379e-01,3.748688835313041534e-01
9.059444695415305659e+02,3.897751807027755033e-01,4.063449723232362976e-01
9.078010162672610477e+02,3.901014980001517030e-01,3.694211096468285049e-01
9.096613676033840648e+02,3.904276398359352029e-01,4.134918370825146350e-01
9.115255313466675489e+02,3.907536059993986788e-01,4.045134515921791074e-01
9.133935153098533419e+02,3.910793962812710856e-01,3.847608023162454871e-01
9.152653273216977823e+02,3.914050104737351043e-01,4.026392671055855632e-01
9.171409752269968294e+02,3.917304483704227014e-01,4.092887130183577304e-01
9.190204668866264228e+02,3.920557097664125745e-01,3.778806253485726963e-01
9.209038101775681753e+02,3.923807944582258234e-01,3.860115046376484393e-01
9.227910129929493905e+02,3.927057022438236178e-01,3.971918687831708650e-01
9.246820832420692113e+02,3.930304329226023130e-01,4.081829347939321950e-01
9.265770288504389782e+02,3.933549862953915621e-01,4.195347941270920478e-01
9.284758577598080365e+02,3.936793621644493202e-01,4.048700592136136867e-01
9.303785779282042085e+02,3.940035603334597347e-01,3.617562913637538680e-01
9.322851973299602832e+02,3.943275806075282608e-01,3.858380172877084457e-01
9.341957239557542607e+02,3.946514227931799956e-01,3.722666785238965548e-01
9.361101658126356142e+02,3.949750866983539055e-01,4.051237514759992164e-01
9.380285309240657625e+02,3.952985721324017154e-01,4.321396825316812240e-01
9.399508273299481971e+02,3.956218789060828023e-01,3.923307044422797429e-01
9.418770630866599731e+02,3.959450068315613080e-01,4.183506057322925464e-01
9.438072462670916138e+02,3.962679557224024762e-01,3.951305995591334885e-01
9.457413849606735994e+02,3.965907253935689880e-01,4.181942004235608135e-01
9.476794872734180899e+02,3.969133156614185198e-01,3.966145497635485961e-01
9.496215613279446188e+02,3.972357263436985253e-01,3.946249958351772946e-01
9.515676152635226117e+02,3.975579572595444589e-01,4.220208240649006015e-01
9.535176572360970795e+02,3.978800082294746687e-01,4.272036715409515129e-01
9.554716954183310236e+02,3.982018790753882875e-01,3.887785424732891348e-01
9.574297379996315840e+02,3.985235696205610134e-01,4.176359166738821127e-01
9.593917931861925581e+02,3.988450796896415573e-01,4.154193518055681600e-01
9.613578692010204350e+02,3.991664091086483124e-01,3.688063272384847213e-01
9.633279742839771416e+02,3.994875577049661342e-01,3.907746278372201676e-01
9.653021166918066456e+02,3.998085253073422329e-01,3.945274344090318186e-01
9.672803046981771331e+02,4.001293117458830650e-01,3.846709312315414464e-01
9.692625465937084073e+02,4.004499168520504471e-01,3.827298820076427965e-01
9.712488506860136113e+02,4.007703404586588913e-01,3.856295318138954209e-01
9.732392252997271953e+02,4.010905823998708319e-01,3.892104418587273851e-01
9.752336787765467534e+02,4.014106425111941823e-01,4.292563090652544711e-01
9.772322194752608766e+02,4.017305206294780051e-01,3.986859222226007415e-01
9.792348557717915583e+02,4.020502165929101812e-01,3.908664835952689320e-01
9.812415960592214788e+02,4.023697302410119692e-01,3.813893074538969863e-01
9.832524487478373203e+02,4.026890614146365621e-01,3.735544329954947340e-01
9.852674222651568243e+02,4.030082099559638698e-01,4.141877119205880642e-01
9.872865250559723336e+02,4.033271757084984088e-01,4.293464651013580435e-01
9.893097655823780769e+02,4.036459585170644182e-01,4.191592005255344033e-01
9.913371523238132568e+02,4.039645582278036384e-01,4.245518416413491258e-01
9.933686937770903569e+02,4.042829746881703157e-01,3.916463221200153777e-01
9.954043984564382299e+02,4.046012077469295365e-01,3.977052868072262770e-01
9.974442748935296095e+02,4.049192572541516766e-01,4.137033801690233603e-01
9.994883316375254481e+02,4.052371230612107356e-01,4.111562627176899576e-01
1.001536577255102316e+03,4.055548050207790078e-01,3.765203907640911063e-01
1.003589020330496510e+03,4.058723029868251952e-01,3.975473434929726047e-01
1.005645669465531910e+03,4.061896168146099662e-01,4.408110961811823048e-01
1.007706533279663972e+03,4.065067463606825138e-01,3.848514062300981697e-01
1.009771620410007927e+03,4.068236914828768924e-01,4.055589913205976393e-01
1.011840939511383340e+03,4.071404520403093530e-01,4.092582654344242288e-01
1.013914499256341628e+03,4.074570278933733469e-01,4.198771606985600702e-01
1.015992308335211078e+03,4.077734189037376389e-01,4.151350305407368602e-01
1.018074375456124812e+03,4.080896249343409776e-01,3.994559460653577809e-01
1.020160709345065811e+03,4.084056458493907638e-01,3.987046679348977274e-01
1.022251318745894650e+03,4.087214815143570545e-01,4.478840981921371478e-01
1.024346212420395204e+03,4.090371317959712316e-01,3.947345388539228450e-01
1.026445399148302386e+03,4.093525965622206719e-01,3.741725793860988247e-01
1.028548887727347619e+03,4.096678756823468603e-01,4.146836739106582459e-01
1.030656686973287378e+03,4.099829690268405047e-01,3.986471145252741266e-01
1.032768805719948205e+03,4.102978764674387602e-01,3.759720813151084529e-01
1.034885252819255811e+03,4.106125978771211216e-01,3.992279460293780002e-01
1.037006037141280103e+03,4.109271331301069807e-01,4.203695493900560520e-01
1.039131167574264055e+03,4.112414821018506306e-01,4.274413830929441049e-01
1.041260653024670091e+03,4.115556446690390446e-01,4.320298126991411469e-01
1.043394502417207605e+03,4.118696207095873252e-01,4.273803774142635459e-01
1.045532724694878880e+03,4.121834101026359276e-01,4.217080492835061922e-01
1.047675328819012975e+03,4.124970127285469967e-01,4.148396436055631353e-01
1.049822323769300510e+03,4.128104284689000369e-01,4.189165044035399466e-01
1.051973718543837776e+03,4.131236572064899137e-01,4.163516216207608922e-01
1.054129522159156977e+03,4.134366988253216357e-01,4.649518756765952943e-01
1.056289743650271930e+03,4.137495532106083562e-01,4.331122677917685904e-01
1.058454392070707627e+03,4.140622202487665993e-01,4.187082557671268357e-01
1.060623476492546615e+03,4.143746998274137061e-01,4.371468376830034974e-01
1.062797006006459014e+03,4.146869918353635054e-01,3.995580682351204671e-01
1.064974989721747761e+03,4.149990961626237596e-01,4.229445125426424812e-01
1.067157436766379760e+03,4.153110127003913910e-01,4.237904999273245377e-01
1.069344356287032269e+03,4.156227413410503724e-01,4.675197535931340798e-01
1.071535757449121775e+03,4.159342819781668421e-01,3.828827447789094895e-01
1.073731649436852649e+03,4.162456345064868835e-01,4.379887654867773428e-01
1.075932041453245120e+03,4.165567988219317508e-01,4.121846078233056820e-01
1.078136942720183924e+03,4.168677748215956491e-01,4.015924508239019919e-01
1.080346362478448100e+03,4.171785624037409601e-01,4.467505128167107431e-01
1.082560309987757591e+03,4.174891614677960217e-01,4.129981687106036858e-01
1.084778794526803949e+03,4.177995719143501319e-01,3.950967901550703765e-01
1.087001825393298077e+03,4.181097936451517727e-01,4.004996136449262001e-01
1.089229411904000244e+03,4.184198265631035030e-01,4.393455105922398074e-01
1.091461563394767609e+03,4.187296705722596268e-01,4.177111357216953813e-01
1.093698289220585139e+03,4.190393255778218640e-01,3.927244221180168915e-01
1.095939598755613360e+03,4.193487914861367960e-01,4.101892206618297232e-01
1.098185501393218374e+03,4.196580682046909816e-01,3.783263107093142175e-01
1.100436006546020963e+03,4.199671556421092911e-01,4.043448274602887693e-01
1.102691123645926382e+03,4.202760537081494663e-01,4.183799531520523973e-01
1.104950862144173243e+03,4.205847623137004554e-01,4.483850297583236721e-01
1.107215231511363982e+03,4.208932813707774168e-01,4.175075210739356835e-01
1.109484241237513515e+03,4.212016107925191655e-01,4.416034456580198997e-01
1.111757900832080622e+03,4.215097504931845096e-01,4.224176084550904653e-01
1.114036219824015234e+03,4.218177003881486975e-01,4.170744820170677603e-01
1.116319207761791404e+03,4.221254603938995320e-01,4.151116778324084877e-01
1.118606874213454830e+03,4.224330304280350390e-01,3.828486206177483808e-01
1.120899228766654460e+03,4.227404104092584713e-01,4.004761606410025543e-01
1.123196281028691601e+03,4.230476002573761996e-01,4.432421637591338892e-01
1.125498040626551528e+03,4.233545998932933818e-01,3.785980808583476742e-01
1.127804517206952369e+03,4.236614092390111885e-01,4.160362146342471701e-01
1.130115720436376705e+03,4.239680282176223614e-01,4.200819954724366312e-01
1.132431660001121145e+03,4.242744567533089928e-01,4.201782966483139092e-01
1.134752345607327698e+03,4.245806947713379742e-01,4.108717661614652572e-01
1.137077786981033796e+03,4.248867421980583314e-01,4.276785734245973081e-01
1.139407993868203903e+03,4.251925989608971168e-01,4.294747476932633257e-01
1.141742976034779304e+03,4.254982649883567447e-01,4.094955681688059457e-01
1.144082743266709940e+03,4.258037402100107727e-01,4.537455294874365164e-01
1.146427305370004660e+03,4.261090245565011259e-01,4.097001109167727195e-01
1.148776672170763050e+03,4.264141179595336562e-01,4.385341297781701897e-01
1.151130853515226136e+03,4.267190203518765879e-01,4.312536290545452289e-01
1.153489859269807539e+03,4.270237316673544115e-01,4.397556890517664296e-01
1.155853699321145768e+03,4.273282518408473285e-01,4.375659772251383473e-01
1.158222383576134462e+03,4.276325808082853674e-01,4.262040120771350971e-01
1.160595921961974000e+03,4.279367185066469403e-01,4.477037011523406496e-01
1.162974324426204475e+03,4.282406648739536248e-01,4.522078594278403640e-01
1.165357600936755489e+03,4.285444198492687207e-01,3.996766048843833907e-01
1.167745761481979571e+03,4.288479833726914769e-01,4.165840690164309690e-01
1.170138816070701751e+03,4.291513553853560925e-01,4.035190025666892666e-01
1.172536774732258209e+03,4.294545358294267201e-01,3.994557726791186369e-01
1.174939647516534023e+03,4.297575246480944688e-01,3.933232575158033262e-01
1.177347444494015008e+03,4.300603217855745175e-01,4.022007160984228946e-01
1.179760175755818864e+03,4.303629271871014517e-01,4.462853579099595458e-01
1.182177851413748613e+03,4.306653407989277094e-01,4.436596970297432829e-01
1.184600481600323747e+03,4.309675625683184741e-01,4.187754789571326852e-01
1.187028076468833433e+03,4.312695924435494543e-01,4.271350709691051906e-01
1.189460646193369030e+03,4.315714303739025537e-01,4.250394025739746007e-01
1.191898200968876381e+03,4.318730763096637615e-01,4.339649766475668358e-01
1.194340751011189241e+03,4.321745302021181567e-01,4.596661017105029279e-01
1.196788306557080887e+03,4.324757920035482428e-01,4.243952757907242801e-01
1.199240877864298227e+03,4.327768616672289514e-01,4.328160130688238350e-01
1.201698475211614323e+03,4.330777391474258664e-01,4.264156872425810541e-01
1.204161108898861585e+03,4.333784243993903385e-01,4.172192887743966239e-01
1.206628789246984297e+03,4.336789173793575980e-01,4.443410589840773306e-01
1.209101526598072724e+03,4.339792180445419811e-01,4.332033404208148752e-01
1.211579331315416312e+03,4.342793263531348202e-01,4.127246468510392674e-01
1.214062213783536663e+03,4.345792422643003361e-01,4.524828435323349773e-01
1.216550184408240966e+03,4.348789657381725293e-01,4.465756283973582597e-01
1.219043253616657012e+03,4.351784967358517386e-01,4.382519155105389919e-01
1.221541431857284806e+03,4.354778352194019764e-01,4.124762110767694057e-01
1.224044729600032042e+03,4.357769811518461545e-01,4.375768597803750271e-01
1.226553157336266850e+03,4.360759344971646412e-01,4.360474042606781730e-01
1.229066725578852584e+03,4.363746952202900431e-01,4.557889260784591112e-01
1.231585444862201484e+03,4.366732632871056508e-01,4.305100688788737195e-01
1.234109325742309011e+03,4.369716386644404427e-01,4.486305820405297462e-01
1.236638378796807729e+03,4.372698213200675310e-01,4.355192879541978646e-01
1.239172614625002097e+03,4.375678112226990546e-01,4.363281864835951152e-01
1.241712043847922359e+03,4.378656083419846246e-01,4.477787956600136621e-01
1.244256677108359781e+03,4.381632126485064394e-01,4.382578956699998418e-01
1.246806525070920543e+03,4.384606241137775084e-01,4.495678668310988391e-01
1.249361598422060979e+03,4.387578427102367673e-01,4.586015999228421069e-01
1.251921907870141922e+03,4.390548684112476341e-01,4.666099935442414859e-01
1.254487464145463719e+03,4.393517011910925696e-01,5.097746771727617032e-01
1.257058278000321252e+03,4.396483410249721890e-01,4.632219159836664102e-01
1.259634360209039642e+03,4.399447878889998220e-01,4.311327479373337490e-01
1.262215721568027902e+03,4.402410417601999582e-01,4.639630231656051707e-01
1.264802372895815324e+03,4.405371026165035842e-01,4.528679738918115483e-01
1.267394325033107179e+03,4.408329704367462964e-01,4.337795850661956831e-01
1.269991588842818373e+03,4.411286452006634162e-01,4.039358230437873343e-01
1.272594175210131425e+03,4.414241268888888792e-01,4.462707449644434110e-01
1.275202095042529436e+03,4.417194154829497954e-01,4.212395257010188576e-01
1.277815359269854525e+03,4.420145109652646731e-01,4.078681446127253030e-01
1.280433978844341027e+03,4.423094133191396438e-01,4.512332680595311785e-01
1.283057964740673469e+03,4.426041225287655756e-01,4.723394716823520190e-01
1.285687327956021591e+03,4.428986385792139657e-01,4.496119136855447618e-01
1.288322079510096046e+03,4.431929614564352748e-01,4.689006398729459457e-01
1.290962230445185924e+03,4.434870911472538202e-01,4.418742776049010557e-01
1.293607791826213543e+03,4.437810276393665543e-01,3.723023422325207887e-01
1.296258774740771742e+03,4.440747709213379579e-01,4.542610115234508306e-01
1.298915190299180267e+03,4.443683209825984859e-01,4.307603613781875174e-01
1.301577049634521927e+03,4.446616778134401260e-01,4.413492312041648047e-01
1.304244363902698296e+03,4.449548414050138456e-01,4.679082768944119453e-01
1.306917144282472691e+03,4.452478117493267051e-01,4.397411307912313938e-01
1.309595401975513596e+03,4.455405888392377500e-01,4.555492333907555924e-01
1.312279148206449463e+03,4.458331726684555685e-01,4.176686515074191086e-01
1.314968394222906227e+03,4.461255632315347386e-01,4.393478078170968693e-01
1.317663151295565513e+03,4.464177605238733859e-01,4.627054964597657749e-01
1.320363430718199652e+03,4.467097645417086316e-01,4.714361381818216734e-01
1.323069243807731027e+03,4.470015752821150379e-01,4.477001439784941694e-01
1.325780601904268224e+03,4.472931927430002785e-01,4.565121301816879584e-01
1.328497516371164920e+03,4.475846169231025851e-01,4.595278515649277584e-01
1.331219998595055131e+03,4.478758478219874162e-01,4.675896608351132744e-01
1.333948059985914142e+03,4.481668854400444602e-01,4.575717371597479710e-01
1.336681711977093528e+03,4.484577297784840821e-01,4.454193377743706495e-01
1.339420966025380494e+03,4.487483808393351037e-01,4.200221143988858152e-01
1.342165833611035168e+03,4.490388386254403619e-01,4.300543960396926435e-01
1.344916326237850171e+03,4.493291031404551550e-01,4.433459514150139835e-01
1.347672455433186769e+03,4.496191743888424686e-01,4.337675660212035322e-01
1.350434232748034447e+03,4.499090523758716431e-01,4.845930077769866617e-01
1.353201669757049103e+03,4.501987371076134892e-01,4.586686088227817648e-01
1.355974778058611719e+03,4.504882285909388440e-01,4.579082596161549445e-01
1.358753569274866322e+03,4.507775268335139085e-01,4.387576175515410237e-01
1.361538055051779793e+03,4.510666318437988043e-01,4.349325775888648882e-01
1.364328247059179148e+03,4.513555436310429103e-01,4.564764224546267735e-01
1.367124156990812253e+03,4.516442622052831979e-01,4.442116706780688262e-01
1.369925796564384882e+03,4.519327875773399006e-01,4.331263720730869071e-01
1.372733177521622110e+03,4.522211197588146270e-01,4.694945133752923550e-01
1.375546311628304920e+03,4.525092587620862528e-01,4.512599948039064945e-01
1.378365210674332047e+03,4.527972046003087003e-01,4.579066698334808283e-01
1.381189886473757042e+03,4.530849572874073861e-01,5.140161606054695076e-01
1.384020350864849888e+03,4.533725168380765558e-01,4.409504686350227964e-01
1.386856615710134975e+03,4.536598832677753990e-01,4.509569851854448586e-01
1.389698692896452258e+03,4.539470565927268275e-01,4.708698845915589293e-01
1.392546594334995234e+03,4.542340368299120357e-01,4.693860417098444371e-01
1.395400331961373240e+03,4.545208239970697228e-01,4.756213740956207192e-01
1.398259917735648969e+03,4.548074181126914306e-01,4.842000245043889262e-01
1.401125363642400544e+03,4.550938191960196555e-01,4.557428821011776932e-01
1.403996681690761079e+03,4.553800272670439631e-01,4.939489357535558622e-01
1.406873883914478256e+03,4.556660423464989895e-01,4.538564261367281638e-01
1.409756982371956155e+03,4.559518644558602229e-01,4.519046296981059085e-01
1.412645989146314832e+03,4.562374936173422268e-01,4.373812430364230064e-01
1.415540916345430787e+03,4.565229298538948655e-01,4.637861278236048990e-01
1.418441776101999039e+03,4.568081731892006392e-01,4.633600964747782158e-01
1.421348580573571780e+03,4.570932236476715760e-01,4.596821688154832386e-01
1.424261341942622266e+03,4.573780812544465668e-01,4.676206568804791575e-01
1.427180072416582561e+03,4.576627460353878130e-01,4.943448161891725312e-01
1.430104784227907658e+03,4.579472180170786055e-01,4.421105763711582481e-01
1.433035489634114128e+03,4.582314972268198838e-01,4.343960766937186024e-01
1.435972200917844475e+03,4.585155836926274597e-01,4.199363536218124748e-01
1.438914930386905326e+03,4.587994774432290201e-01,4.498457934601443053e-01
1.441863690374332009e+03,4.590831785080614624e-01,4.568660455518726571e-01
1.444818493238427436e+03,4.593666869172672307e-01,4.853287564798727249e-01
1.447779351362826446e+03,4.596500027016924284e-01,4.744121115219501750e-01
1.450746277156536280e+03,4.599331258928832655e-01,4.810655743407471485e-01
1.453719283053998652e+03,4.602160565230830613e-01,4.639081331582117218e-01
1.456698381515132496e+03,4.604987946252299125e-01,4.371554156857310192e-01
1.459683585025393768e+03,4.607813402329529184e-01,4.329249366125530463e-01
1.462674906095826373e+03,4.610636933805706272e-01,4.912863762880959606e-01
1.465672357263107187e+03,4.613458541030863724e-01,4.479573502126418805e-01
1.468675951089611090e+03,4.616278224361873850e-01,4.965371372817971585e-01
1.471685700163451202e+03,4.619095984162397972e-01,4.561012025173998841e-01
1.474701617098542556e+03,4.621911820802879767e-01,4.432659123764486897e-01
1.477723714534644614e+03,4.624725734660496412e-01,4.753116447469891148e-01
1.480752005137424931e+03,4.627537726119146377e-01,4.697882381593825873e-01
1.483786501598500990e+03,4.630347795569407232e-01,4.796165256759588602e-01
1.486827216635505238e+03,4.633155943408523436e-01,4.940417354960301988e-01
1.489874162992125775e+03,4.635962170040355268e-01,4.477173463379099383e-01
1.492927353438172759e+03,4.638766475875375495e-01,4.854798249128053911e-01
1.495986800769619322e+03,4.641568861330622742e-01,4.982279294054926533e-01
1.499052517808667290e+03,4.644369326829682620e-01,4.639830848120681805e-01
1.502124517403789014e+03,4.647167872802652200e-01,4.538055237230610439e-01
1.505202812429792857e+03,4.649964499686124464e-01,4.305981865837715250e-01
1.508287415787865712e+03,4.652759207923141682e-01,4.457006722017370914e-01
1.511378340405638710e+03,4.655551997963189859e-01,5.080780205468516941e-01
1.514475599237229744e+03,4.658342870262146551e-01,4.803348513067937642e-01
1.517579205263309177e+03,4.661131825282277541e-01,4.470959525512162025e-01
1.520689171491142815e+03,4.663918863492185762e-01,4.493481815160899062e-01
1.523805510954658075e+03,4.666703985366804641e-01,4.741040174970171384e-01
1.526928236714486275e+03,4.669487191387350355e-01,5.047305431564395040e-01
1.530057361858031072e+03,4.672268482041315174e-01,4.798178170480221771e-01
1.533192899499508485e+03,4.675047857822418607e-01,4.691152792065108046e-01
1.536334862780016465e+03,4.677825319230598522e-01,4.801253314509502101e-01
1.539483264867576963e+03,4.680600866771971180e-01,4.894843952507004770e-01
1.542638118957202323e+03,4.683374500958809028e-01,4.832362385517715575e-01
1.545799438270940072e+03,4.686146222309511833e-01,4.680207514202991970e-01
1.548967236057939317e+03,4.688916031348583369e-01,5.018158731381582305e-01
1.552141525594494397e+03,4.691683928606594778e-01,4.716747826273587352e-01
1.555322320184113096e+03,4.694449914620170139e-01,4.704535238001435471e-01
1.558509633157559392e+03,4.697213989931947609e-01,4.717097701961027179e-01
1.561703477872922804e+03,4.699976155090561658e-01,4.547849395116450033e-01
1.564903867715660908e+03,4.702736410650608656e-01,4.864346256438757399e-01
1.568110816098667783e+03,4.705494757172625775e-01,4.438786854435575191e-01
1.571324336462319025e+03,4.708251195223059904e-01,5.056428823444677478e-01
1.574544442274539506e+03,4.711005725374244335e-01,4.483550041643977746e-01
1.577771147030847260e+03,4.713758348204367676e-01,4.673035399740503304e-01
1.581004464254423283e+03,4.716509064297452758e-01,4.477389707703895438e-01
1.584244407496154963e+03,4.719257874243324435e-01,4.669860482249613143e-01
1.587490990334705884e+03,4.722004778637589606e-01,4.409076269497424483e-01
1.590744226376559936e+03,4.724749778081599461e-01,4.597723889560214605e-01
1.594004129256091346e+03,4.727492873182439492e-01,4.835057176800571788e-01
1.597270712635608334e+03,4.730234064552887308e-01,4.592417112979385041e-01
1.600543990205423825e+03,4.732973352811394863e-01,4.234174670996656009e-01
1.603823975683899789e+03,4.735710738582060708e-01,4.697479218914741850e-01
1.607110682817517727e+03,4.738446222494603344e-01,4.646237093982606425e-01
1.610404125380923233e+03,4.741179805184334572e-01,4.477467465884554798e-01
1.613704317176996256e+03,4.743911487292135076e-01,4.331787346640814662e-01
1.617011272036896798e+03,4.746641269464424440e-01,4.544351381423237801e-01
1.620325003820135635e+03,4.749369152353142276e-01,4.632026496152587547e-01
1.623645526414619098e+03,4.752095136615714921e-01,5.180002954164338869e-01
1.626972853736718434e+03,4.754819222915033228e-01,4.671234189903485379e-01
1.630306999731324140e+03,4.757541411919427032e-01,4.813165615749344095e-01
1.633647978371898944e+03,4.760261704302639618e-01,4.446065641185095729e-01
1.636995803660547608e+03,4.762980100743798850e-01,4.935228717303528634e-01
1.640350489628062633e+03,4.765696601927393861e-01,5.055662120897951306e-01
1.643712050333996785e+03,4.768411208543253954e-01,5.011117304863575983e-01
1.647080499866708351e+03,4.771123921286510861e-01,4.773274002507294500e-01
1.650455852343432980e+03,4.773834740857589853e-01,4.876030691124105809e-01
1.653838121910330301e+03,4.776543667962168671e-01,4.740090557732440923e-01
1.657227322742556225e+03,4.779250703311164195e-01,4.821302552436196875e-01
1.660623469044309331e+03,4.781955847620695810e-01,5.106742453521609937e-01
1.664026575048903169e+03,4.784659101612077636e-01,4.760765347121500568e-01
1.667436655018812644e+03,4.787360466011769677e-01,4.381697662167806651e-01
1.670853723245747915e+03,4.790059941551374489e-01,4.705472086204943727e-01
1.674277794050699640e+03,4.792757528967599434e-01,4.921696039450248472e-01
1.677708881784014238e+03,4.795453229002237805e-01,4.766254805896546487e-01
1.681147000825437999e+03,4.798147042402136631e-01,4.796366510636189129e-01
1.684592165584193481e+03,4.800838969919185573e-01,4.870433103612499814e-01
1.688044390499024757e+03,4.803529012310273627e-01,4.188718530904809167e-01
1.691503690038271998e+03,4.806217170337282463e-01,4.926324354093138402e-01
1.694970078699918304e+03,4.808903444767048674e-01,5.264488128723142646e-01
1.698443571011664289e+03,4.811587836371346016e-01,4.796139528453797762e-01
1.701924181530975375e+03,4.814270345926857653e-01,5.046270392201530619e-01
1.705411924845156364e+03,4.816950974215157277e-01,4.786748885164603395e-01
1.708906815571398738e+03,4.819629722022672480e-01,4.686603079679321771e-01
1.712408868356855919e+03,4.822306590140678084e-01,4.725679558640886180e-01
1.715918097878690787e+03,4.824981579365253959e-01,4.521703539335718558e-01
1.719434518844150716e+03,4.827654690497276135e-01,4.858343663523391198e-01
1.722958145990615549e+03,4.830325924342376842e-01,4.809535541845285644e-01
1.726488994085673994e+03,4.832995281710940061e-01,4.520663736936225141e-01
1.730027077927170239e+03,4.835662763418056009e-01,4.885314482562620464e-01
1.733572412343280803e+03,4.838328370283516700e-01,4.831590088921336457e-01
1.737125012192562508e+03,4.840992103131775970e-01,4.882751265340362634e-01
1.740684892364028883e+03,4.843653962791937273e-01,4.581726774522538181e-01
1.744252067777198135e+03,4.846313950097724810e-01,5.017552184526755665e-01
1.747826553382170232e+03,4.848972065887457994e-01,4.829569873101030031e-01
1.751408364159674875e+03,4.851628311004031469e-01,5.298765742294705428e-01
1.754997515121149490e+03,4.854282686294891791e-01,4.802420330338566523e-01
1.758594021308786296e+03,4.856935192612009677e-01,4.673779220853900851e-01
1.762197897795611425e+03,4.859585830811861129e-01,5.260214371558942226e-01
1.765809159685532222e+03,4.862234601755399677e-01,5.116924259682886778e-01
1.769427822113415914e+03,4.864881506308038617e-01,4.769982040005978918e-01
1.773053900245138266e+03,4.867526545339619926e-01,4.701380183307380944e-01
1.776687409277661345e+03,4.870169719724400936e-01,4.753105776063792365e-01
1.780328364439083771e+03,4.872811030341021032e-01,5.354058579925554673e-01
1.783976780988717337e+03,4.875450478072486105e-01,4.878899106414696374e-01
1.787632674217137946e+03,4.878088063806139685e-01,4.869624723430617808e-01
1.791296059446263598e+03,4.880723788433647403e-01,4.929423325666190125e-01
1.794966952029403956e+03,4.883357652850964792e-01,5.020024158313818319e-01
