I,a,z,radial_observation_coordinate,B_z
1.807073042005558960e+01,1.090004981006839346e-01,-1.052684722531478483e-02,5.972476999137555677e-03,1.029413858674357033e-04
7.061624105045193289e+01,9.970394412926167349e-02,-1.482723681782025238e-01,2.356210554653690586e-02,7.489551101191776528e-05
8.186888550147655508e+01,9.661789410451404603e-02,1.202908748230870489e-01,2.254433762345969469e-02,1.265122909672428781e-04
9.972615689510433867e+01,1.335021687185123374e-01,-1.565216740528539430e-01,3.209902246449407043e-03,1.282486204620684382e-04
4.051036375183750948e+01,1.232467262330001617e-01,-6.608941804955615305e-03,2.655243323160364280e-02,2.129685122193591973e-04
1.322838787324110932e+01,1.376405959324829842e-01,1.421647738757295942e-01,2.248038951446461667e-02,2.001073062157059836e-05
4.226410089324211583e+01,1.200143417842319399e-01,8.003438014695825331e-02,5.932691622693426689e-03,1.273333783382110836e-04
6.266260365086631623e+01,1.024373566001150204e-01,1.555632094515498332e-01,7.016774358918193705e-03,6.377591989872550356e-05
5.867859856956780362e+01,8.826561684595472801e-02,-5.350146328011917696e-02,1.633497044448843985e-02,2.593918164749218352e-04
1.281486183834289072e+01,1.308164856926395947e-01,1.980292476849543348e-02,2.080918951324634350e-02,6.049076346712781388e-05
1.280546200899824960e+01,7.035435998119227152e-02,-1.626717669469758543e-01,1.786151222006709602e-02,6.981289787682915955e-06
4.953914742047837194e+01,8.630077694876384098e-02,2.083570127492033811e-02,3.880574825301500667e-03,3.315982406850208558e-04
8.899775282041591140e+01,1.187628863296126824e-01,-7.700360950841700358e-03,2.736111434207418036e-02,4.868371876675117943e-04
1.642534606702804822e+01,9.023894684852691583e-02,5.548716158079765315e-02,1.554106047078014294e-02,7.024004950265959920e-05
8.466303025518126901e+01,7.553727394931404604e-02,1.386190943285258437e-01,1.439222796374600016e-02,7.582208504449030999e-05
5.825196382068593692e+01,6.316373180244955199e-02,4.926662154175143193e-02,2.295374214497920839e-02,2.668192243688991732e-04
8.944654810705057457e+01,1.496453111289881011e-01,-1.526385748743214199e-01,2.384039388226323261e-02,1.269984209323382130e-04
4.207485125016696514e+01,1.214103589878170880e-01,-1.429649402736374864e-01,2.292738236395363768e-02,5.780034842698524380e-05
8.344039246455315606e+01,6.281248864433007506e-02,-1.010726673917337198e-02,1.633873298912178265e-02,8.393356316475061906e-04
6.012048818951381435e+01,6.225654777742171964e-02,1.211616309089682125e-01,2.502773607563928832e-02,5.374769782009296835e-05
2.408612337940548542e+01,6.415680287354144640e-02,1.265375391753651574e-02,1.020473075028220829e-02,2.260968741034694138e-04
2.809734260632627922e+01,1.340127557061681352e-01,1.730166827959234155e-01,1.622400512450239765e-02,2.998544977834573092e-05
9.733306393816577895e+01,1.073257515471343626e-01,-1.232994303661678615e-01,9.144368272959182975e-03,1.606075352835679884e-04
3.738906144874853510e+01,1.494653157100568341e-01,-8.366536265064024314e-02,1.050230870734398213e-02,1.043694657633922537e-04
1.390685899177581852e+01,6.186618053484712471e-02,-9.604683175248812654e-02,2.946429058696441172e-02,1.971028233935083552e-05
4.969577908079764939e+01,1.421002021957934180e-01,1.709490027368202325e-01,2.361779904832948807e-02,5.644961053634594097e-05
6.245273344549709549e+01,1.315971125425390298e-01,1.161569145741479514e-01,2.309955586479780359e-02,1.236903411483826314e-04
7.220517837656001348e+01,9.724193784799489704e-02,1.391276764464584592e-01,2.202161137733031279e-02,8.514203323994443985e-05
1.005281518376007455e+01,1.091590563798831015e-01,-7.224601599348878800e-02,2.136572940649882069e-02,3.318182498011279437e-05
2.704136832854042538e+01,1.112033676848433322e-01,-1.641738641464628445e-01,1.578145821793057804e-02,2.664012487183101070e-05
1.053683350938763397e+01,6.858695758894536865e-02,1.309553957973648708e-01,2.840144914691254685e-02,8.887884245048533700e-06
2.880600417432759386e+01,1.139299623904824893e-01,-1.360492148851246696e-01,1.557990358452288060e-02,4.157310581959205840e-05
6.742273480192744728e+01,1.169872657648125813e-01,-2.727041769925819814e-02,1.468985186806541152e-02,3.372454841722543869e-04
3.749042299519418009e+01,7.669807528067705549e-02,8.979395752932539665e-02,2.051616207407535187e-03,8.411305799127818765e-05
2.749886867242554445e+01,6.699119779840732869e-02,-2.280950840254036827e-02,2.886884313061239063e-02,2.302119911401683872e-04
7.862900703654092638e+01,6.272099656385557442e-02,-1.857453994478838188e-01,2.675318781385071717e-02,2.458402269849942881e-05
5.800389984629931206e+01,1.480236321733343630e-01,1.000782918231675200e-01,2.313518773529932987e-02,1.389432091421549437e-04
6.739896535747575967e+01,1.091683594431218096e-01,-1.174650724875374169e-01,2.860238048488419199e-03,1.223473969317790029e-04
8.231267833173673409e+01,1.031682774317972395e-01,5.589015441632949610e-02,2.883420999756564768e-02,3.376672059706493814e-04
3.138767480089006767e+01,7.588559082111172305e-02,-1.115386684116767280e-01,1.578985682744496813e-02,4.511906863094141068e-05
1.531082281534306411e+01,1.200192990685878119e-01,-6.996549361190896113e-03,1.624656852549014735e-02,8.083718768769963640e-05
6.971692151882626831e+01,8.038035179189871593e-02,-1.481139538508369213e-04,1.762833971048532664e-02,5.654110100907388300e-04
8.163090900654539439e+01,1.027654066650221104e-01,-1.354204928090257665e-01,7.605278283695141202e-03,1.099178328619869217e-04
5.659290201997843894e+01,1.310203531949250544e-01,-1.066284461880887824e-01,3.932019708473167424e-03,1.265796318418815588e-04
8.278990858284782917e+01,1.189388320139053851e-01,1.564941613018736855e-01,2.964874001122541972e-02,9.334845309276461626e-05
4.251792020158876539e+01,9.490429197601406297e-02,-1.469350466123714172e-01,3.363558795171526280e-03,4.493154483573412613e-05
7.436419250217500121e+01,6.181520700843949612e-02,-1.362839742047101677e-01,5.374589390746419525e-03,5.313941013488318892e-05
5.742398866859961259e+01,8.805110469119972749e-02,-7.283240826941828235e-03,7.720188593029527618e-03,4.077956458911576910e-04
3.947013367556734664e+01,6.538718220869664532e-02,-8.698765194275144552e-02,2.643445969147837152e-02,7.444232298008270467e-05
7.034320845724472804e+01,1.291730188843881466e-01,3.673447200083224118e-03,1.703201120505112506e-02,3.462023797832513325e-04
2.103903169682754992e+01,1.283581238756974774e-01,1.695299619743655117e-01,1.898869626362613069e-02,2.235836931457197801e-05
5.471994279516022885e+01,9.987011509989640601e-02,1.137821064270314597e-01,1.805286482180681537e-02,9.690796434076833020e-05
7.240359026819912458e+01,6.265070155458313250e-02,-1.628413055084546868e-01,2.221284461607668168e-02,3.229256411588284651e-05
7.447787487241328108e+01,6.842475997082311800e-02,1.480144974069995123e-01,1.463286670008401465e-02,4.960867836086865448e-05
2.083071279474010851e+01,7.256568926784469353e-02,-1.111322437295260424e-01,4.574279883792184941e-03,2.941345506986418797e-05
7.690553608699497090e+01,8.527179942558718584e-02,-4.370049042268756012e-02,7.625618582604679584e-03,3.992796996490957629e-04
1.977915987432214706e+01,6.413162757966989203e-02,5.539121673075380475e-02,1.994145436458065468e-02,7.983460256744608920e-05
8.176664735039746290e+01,8.184627930822277464e-02,9.518927933374472794e-02,6.537615844950433498e-03,1.733247108118063427e-04
6.946626357832332133e+01,8.359816688342190660e-02,6.220245371735497880e-02,2.773823895314550276e-03,2.695011644779698253e-04
3.148898126202905701e+01,9.615123849461212902e-02,-3.636526735889154122e-02,2.584949822996848723e-02,1.711308638570263000e-04
6.125918256603233658e+01,1.137926651989353277e-01,1.246477022630557152e-01,1.857297012891065760e-02,1.020448339396435921e-04
9.277327815157218538e+01,1.186947766504818647e-01,7.999073584495391964e-02,1.280491547249329627e-02,2.790948701913556268e-04
1.449876619368046171e+01,1.113496987933609711e-01,-1.032182952148496258e-01,1.087984237158047714e-02,3.210729945927205247e-05
7.409222591842865313e+01,1.001714894054730881e-01,1.732148729929724740e-01,1.484126369398353767e-02,5.766583113071774042e-05
7.096913401660307841e+01,1.467814096958815206e-01,4.864582885651307781e-02,1.175172238017910785e-02,2.603737786107314942e-04
6.619085295609785646e+01,9.932856258792215065e-02,1.459262068522698963e-01,6.921655689881527421e-03,7.440172590132558864e-05
6.663146326127534280e+01,1.213769689608939911e-01,6.005194588440443404e-02,4.686239209053644217e-03,2.483497455086140196e-04
3.848496096102265795e+01,1.483449248040388246e-01,-4.968369435764641642e-03,1.557758489080035384e-02,1.640728033884087745e-04
1.201204504937767936e+01,1.089252888188722429e-01,-1.161424560102037977e-02,7.296403322735478016e-03,6.833732307041324246e-05
4.467036832498101973e+01,6.052765368011567976e-02,7.467483713183424576e-02,2.451663397663586541e-02,1.045036028532061968e-04
8.742952545195281289e+01,8.708978205237702386e-02,-1.796858110470978542e-01,2.340978332782843452e-02,5.073475584505468934e-05
5.695493320192663589e+01,7.113701091636349949e-02,7.897210350272497459e-02,2.193881038494784053e-02,1.423079644448033078e-04
3.457892363306418559e+01,8.419175999847852698e-02,7.639273448930904153e-02,1.485233835240495383e-02,1.031105935724528882e-04
3.078615277355791591e+01,1.008227466994857102e-01,2.334798805338502911e-02,1.959427183621710242e-02,1.809973854929486944e-04
5.706131394133981871e+01,1.337230370664926060e-01,4.885274019196997330e-02,8.753481579401929669e-03,2.224235411816135417e-04
8.325097745939791594e+01,8.112192445113335093e-02,-8.317883507314728295e-03,1.693469717862096380e-02,6.547688668476659302e-04
1.383219995809810321e+01,9.240934174233358944e-02,1.537464152553841557e-01,1.900707087001051593e-02,1.257162845276283398e-05
1.766497669106295376e+01,6.214267374423776413e-02,3.667419930632664915e-02,2.874550259112313572e-02,1.074376350768330493e-04
5.329323453163478064e+01,1.047089700366488629e-01,-1.970859292735365753e-01,4.485988047273976181e-03,3.300430996125547882e-05
7.963118293450223462e+01,1.059365603081652563e-01,1.867775394065741001e-01,1.126072513189962411e-02,5.640403884052830476e-05
7.031003060807516647e+01,6.434628096409177045e-02,7.289872294238471107e-02,2.769211665492465977e-03,1.987849168370526480e-04
6.785825196859562425e+01,1.274844114225996417e-01,-1.671214163599430425e-01,1.097507508879813805e-02,7.429560106395029977e-05
8.187889937780190053e+01,1.158682401607393359e-01,-1.501944946787992039e-03,1.163339951992980147e-02,4.471823403923753807e-04
2.905351336371310822e+01,1.022872533752438307e-01,1.239794322911652452e-01,2.509961014195923740e-02,4.434198233542627438e-05
5.964461258876166738e+01,1.267361590498950197e-01,-1.204713928287093339e-02,2.477315917518264909e-02,2.998829234901447742e-04
4.771024565202178991e+01,7.386629945559153310e-02,-6.905431012642763988e-02,1.813032188289855767e-02,1.530248978068747469e-04
8.319885035585687660e+01,8.974769115051425827e-02,1.930724944937073639e-01,3.139720410732320475e-03,4.362101624266778878e-05
9.702299649403462922e+01,7.436180031708169991e-02,-8.475799313532604573e-02,3.333067961850974190e-03,2.349424677569783072e-04
8.436013718059595590e+01,1.298181134300968875e-01,2.566227119017976468e-02,2.167221330423665937e-02,3.918117133090445823e-04
6.080244161651292956e+01,6.591048374958893841e-02,-1.522626446529754540e-01,2.631902204163975162e-02,3.421242342723557255e-05
9.269948600146095430e+01,6.329370412458942829e-02,-6.762914696148839000e-02,1.383270552227041338e-02,2.854670163911589612e-04
1.991737863544909359e+01,1.428593201602286478e-01,-1.816631376411255092e-02,2.175137248339059637e-02,8.688690027427279521e-05
6.214513251335878863e+01,6.748251063707683128e-02,1.405979852499635585e-01,1.022154535354232417e-02,4.643397701522572219e-05
9.039991370647349811e+01,1.208087430291724246e-01,-4.615176437814998839e-02,1.462580180482220445e-02,3.845293315227606775e-04
6.845785366428512475e+01,1.118369828815719419e-01,9.610982653281961718e-02,1.856777481588340120e-02,1.655143631914893492e-04
6.370741241594716797e+01,6.386068224836943807e-02,1.060055446915135341e-01,6.966807980222650652e-03,8.560965522915305265e-05
5.568474028399865716e+01,1.280220575369303559e-01,5.681930788515052871e-02,2.925334967242447862e-02,2.096705387995323781e-04
1.782229475536938779e+01,1.382962216925280874e-01,1.698643377254157594e-01,1.175910081313696898e-02,2.029074610231192509e-05
2.143105245900725464e+01,7.474515300478999646e-02,8.505887666436372230e-02,1.546927643839099420e-02,5.049536034871785530e-05
7.776751232497247202e+01,9.890131479586544705e-02,-9.255459167864632519e-03,2.584907237213747086e-02,5.126731022515358541e-04
3.166955440026291768e+01,1.449039412451762765e-01,2.932506967971755529e-02,6.848228761770114477e-03,1.294614105010648210e-04
8.199895249266236874e+01,9.227373752086262537e-02,8.189369698540978348e-02,2.645409257513006707e-02,2.235759358080088562e-04
1.849019886946178204e+01,1.009789870183037397e-01,7.141111049397985688e-02,2.547224613223163063e-03,6.260536707384958908e-05
7.943240091349586862e+01,1.422144104053363889e-01,1.809191077726462482e-01,5.816167493143513563e-03,8.275793489119673242e-05
4.990959737881552627e+01,1.134517173928316081e-01,1.649990138880576829e-01,5.896131391120910600e-03,5.019966598043237356e-05
8.234650382469129681e+01,7.496629862682364920e-02,-9.289557823848047791e-02,2.396215626161699030e-02,1.605738619741955075e-04
1.131563842287491717e+01,1.137014589473174103e-01,1.410458370298855735e-01,4.496345916491843037e-03,1.544352474884867706e-05
7.755299001048516061e+01,1.451138344396622482e-01,2.615719968564924822e-02,2.226171742260490277e-02,3.246991540971420182e-04
4.701462185552181694e+01,7.115254820465265195e-02,-1.271346840750806340e-01,7.940487574068249080e-03,4.806846700633123114e-05
9.725124447808249784e+01,6.366173660246052246e-02,1.472683158319834651e-01,1.812947838180868632e-02,5.819316686392778928e-05
3.263679405435922831e+01,9.312799099117384516e-02,1.851586086896619965e-01,2.518018980820268052e-02,1.932616713970787057e-05
4.655593604016276998e+01,1.189818857692865328e-01,5.613280963592784389e-02,2.936259409215650693e-02,1.821856398986256150e-04
6.987869136150743543e+01,9.705707632154958464e-02,1.159519546381018208e-02,1.348091181735869455e-02,4.487411826329227335e-04
7.352271513954703153e+01,1.331187170546198895e-01,-1.894869970467188414e-01,1.006342684211702573e-02,6.571112433316157254e-05
7.190785879569436645e+01,1.098353532567604152e-01,-1.791838457327732392e-02,4.175774985123874121e-03,3.957602826740052888e-04
8.482024664907422107e+01,1.068690296676161194e-01,-1.051697183032079264e-01,1.334200418688452627e-02,1.790176080435419053e-04
9.431943900763242539e+01,1.321226240578967648e-01,1.574344489240484535e-01,1.027812342982327085e-02,1.187465242147578290e-04
7.503322447477243884e+01,1.106953680831400388e-01,5.819256296347119495e-02,2.332068508818761765e-02,2.944299143483699362e-04
5.620898206500034178e+01,1.132402413933050189e-01,-1.467153916421583826e-01,2.342472867611227264e-02,6.933640122879349086e-05
7.719773916124692903e+01,8.799310830238057934e-02,6.219770955686288252e-03,1.614399504614767375e-02,5.608022168591074962e-04
9.832797687745659232e+01,1.418943829972455495e-01,1.612100004243650353e-01,8.820711308122156438e-03,1.253110140174268339e-04
1.035615225642141546e+01,1.155022079131760998e-01,-1.715065628401197736e-02,2.674999402549782523e-02,5.651350583930474800e-05
7.877579841806458205e+01,6.103420251932013818e-02,-1.633782810687788301e-01,1.523220088999129506e-03,3.477023491926850069e-05
4.893375765727515159e+01,1.315337051998240470e-01,-4.076750855354820818e-02,1.100177821211748268e-03,2.036972681253917874e-04
7.154408904387868517e+01,6.457847426652740808e-02,-9.263981848074426262e-02,1.600353231382745101e-02,1.256219039234342542e-04
2.944668853912675033e+01,1.046837653186877132e-01,-1.635979344219947174e-01,2.696008310786800546e-02,2.666851507930280399e-05
3.059077200756372505e+01,1.448401317018302992e-01,6.401888414109167813e-02,2.003457960018802456e-02,1.017463587489649403e-04
7.955145933069972841e+01,1.246516410063847335e-01,1.528117484803594162e-01,1.153905381818596393e-02,1.007635416973030049e-04
7.845069086074677500e+01,1.176794595534775834e-01,1.973281367931038199e-01,1.814641753468913474e-02,5.559294289749232201e-05
6.975593590873340588e+01,1.267133653168080465e-01,-1.657869379744323357e-01,7.494793488370251819e-03,7.730351645210429624e-05
1.395872639168663198e+01,1.199527801042395703e-01,8.455408573254703797e-02,8.874579291174423609e-03,3.985148069350746136e-05
4.944414153173230631e+01,1.197928315371461494e-01,5.802021986367802975e-02,2.633471545658643692e-02,1.891310759540416832e-04
3.361250632994693888e+01,1.259599424113913846e-01,-2.107388440670443508e-02,2.917182201556636333e-03,1.609131927443263274e-04
1.556008410563303102e+01,1.446434647203840851e-01,2.072468673959448893e-02,1.958575700800770092e-02,6.636661705820938722e-05
2.816508459007173570e+01,1.374787234939947589e-01,-3.102842313784832939e-02,9.436075792013600902e-03,1.197797307200285864e-04
6.714565753858811092e+01,1.398388962923514389e-01,1.659426161282674395e-01,1.224796009676516577e-02,8.036650890260296960e-05
3.841339380912892665e+01,6.623354463428042516e-02,6.123503796436780000e-02,3.000708844054208405e-03,1.441134658858438675e-04
8.696404544126453118e+01,1.220682180165717917e-01,4.884138070555641559e-02,2.766460047743136280e-02,3.615998125005517481e-04
7.421907806000673702e+01,1.465435037757712999e-01,4.432959285055520365e-02,2.061337747734062753e-02,2.812259120562073242e-04
3.086249324236207414e+01,1.302256855449286377e-01,-3.496087661334561919e-02,1.361336667216218703e-02,1.348237823530836095e-04
8.853094738906708017e+01,1.085466857749261271e-01,-5.957592757076435666e-03,1.357210632017187210e-02,5.159763636728040238e-04
1.527087051560359399e+01,1.479803017237223961e-01,2.104692525254563476e-02,2.432567358725869558e-02,6.406857498862788820e-05
4.281622801866718220e+01,9.943748111518752042e-02,7.349232207546214923e-02,2.712608841576041874e-02,1.365166099722064171e-04
6.077285810357641083e+01,1.280713217247006486e-01,-2.336524029620634657e-02,2.944403744729227543e-02,2.932710003159605329e-04
6.173380368684622965e+01,1.137951641588889756e-01,-4.364443088605569898e-02,1.375720864831308111e-03,2.774326612472623860e-04
1.811175274951001413e+01,9.336266995992338613e-02,1.592692443526174118e-01,5.416350482007751752e-03,1.573750822374268057e-05
7.484157418286356744e+01,1.454916107021395066e-01,4.214402188555776974e-02,1.294929562955203159e-02,2.873466845110519627e-04
9.533397701309306171e+01,1.030490570897764635e-01,5.445926664391187444e-02,2.413959640555366284e-02,3.999364594888561307e-04
7.494640382027637315e+01,8.224830572526460604e-02,1.424034525737978840e-01,3.546823727070089194e-03,7.158282403169333771e-05
6.378417236596477125e+01,8.061022071314490056e-02,6.852013869446827582e-03,8.327302306622394110e-03,4.955334398629123024e-04
3.505453927662634328e+01,1.113673366545592097e-01,1.022708002563991470e-01,1.173966919699222407e-02,7.856550611286650489e-05
4.181195899384263726e+01,9.861115381823071235e-02,1.479307943068736420e-01,2.502743195424261477e-02,4.381993066585067445e-05
1.265476557754670850e+01,8.752554174761149886e-02,7.332950446806529854e-02,2.225569887140418576e-02,3.962931834596122838e-05
3.445908991620041206e+01,9.004532696078106080e-02,7.028545527823380767e-02,9.574365209346192770e-03,1.172241852231800836e-04
6.299226301868777966e+01,1.312723037006663929e-01,3.059469148490743390e-02,9.378731789070017186e-03,2.792316449182547151e-04
5.673829947984053490e+01,1.149108953779740261e-01,1.546401618058831640e-01,3.856767427619462937e-03,6.578940305680386466e-05
2.108099001388800531e+01,1.206861229515219236e-01,1.238364921121165030e-01,1.154501582514402868e-03,3.731214565182173066e-05
4.107405279465341152e+01,8.706733055881510364e-02,-1.245218871388273085e-01,1.489297872577205993e-02,5.483473353798476593e-05
5.962029757539789188e+01,1.438413659854587412e-01,1.824944368757475677e-01,2.474850254502759458e-02,6.068758893191903033e-05
5.727916292962960654e+01,1.355763214167818864e-01,-6.628015298620928974e-02,5.147086465591894401e-03,1.924778356123406679e-04
2.235568837039603807e+01,7.222548973498488234e-02,-1.676680278644820388e-01,2.197156783820059314e-02,1.163019300184970657e-05
8.478164167486835368e+01,7.467446078870343396e-02,9.696416251004369435e-02,1.637708471608445571e-02,1.574580606240582594e-04
8.713166333643239625e+01,9.571140539689029780e-02,-8.943603732696914915e-03,2.025033150283963093e-03,5.646102526107075288e-04
8.724979834020945191e+01,6.046552894141019041e-02,-1.100498227327624812e-01,4.835938121566891665e-03,1.009741127781694386e-04
6.748540988517491712e+01,1.128423164676365387e-01,4.555682152190479450e-02,3.065286773700469109e-03,2.996240243025753225e-04
7.865694754114255716e+01,1.459887211101371096e-01,1.224282349782961909e-01,7.569823298088515506e-03,1.521033874547662184e-04
8.111350029333635803e+01,6.344583415954777039e-02,-1.900007732630237941e-03,2.017965731945112196e-02,8.686716651898159945e-04
5.478638211276847159e+01,1.303674777758390135e-01,3.667976853443173646e-02,2.794021375646894151e-02,2.402965130180122178e-04
2.485497128497730657e+01,1.423693381546026759e-01,-2.163749571133850857e-02,1.845737752216687969e-02,1.071684275731489799e-04
4.523902354254686742e+01,1.288751407133049143e-01,1.988965166449336575e-01,2.175919161987366693e-02,3.490447067111020337e-05
7.139001962250317490e+01,1.271964371129262195e-01,-1.391557766045455335e-01,1.154925204997232953e-02,1.077852294186853826e-04
7.663058108837583404e+01,1.285059861284583715e-01,-9.800094830237351951e-02,3.806197823395543033e-03,1.883109031311039100e-04
2.003074714674481527e+01,1.427694950437204402e-01,2.581474714334350967e-02,2.503126195295869022e-02,8.560807146112220064e-05
2.047162108618218568e+01,1.494059220594829152e-01,-1.508675839220687855e-02,9.746810937934139926e-03,8.504551280169957823e-05
4.019028165851531753e+01,1.095349485388448091e-01,1.057373369956504661e-01,1.106000934619145309e-02,8.538029988261575478e-05
9.846146665373940721e+01,1.273807723049722451e-01,-2.644748287135549950e-02,2.288660279614867024e-02,4.643004106457925538e-04
2.261529931899731594e+01,8.406634681634964079e-02,1.089558815429488708e-01,2.510846352758116032e-02,3.649587862262912907e-05
1.393576330198393975e+01,1.184886767026089027e-01,-3.995192898964550210e-03,1.268789111679513928e-02,7.440720698733344952e-05
2.820882910540076338e+01,1.481359852141563016e-01,-1.577732695690006182e-01,1.820230246882233519e-02,3.803401135097968791e-05
7.709304134337286030e+01,8.754925713452688107e-02,1.254299166498067108e-01,2.860032301550318248e-02,9.744230419896456790e-05
9.480168684611584240e+01,6.517962160352873402e-02,-1.384065247034113322e-01,1.758602262656540696e-02,6.858708155601298646e-05
1.311648570583991713e+01,1.336456085103858715e-01,-1.786223091664689289e-01,1.111543026955138895e-02,1.320432303094554187e-05
1.685766874723060127e+01,1.245368844016207649e-01,1.191091375366352401e-01,2.990743643747591912e-02,3.107681511486485188e-05
7.799499145075375850e+01,9.802177575337781001e-02,-2.044167371230467753e-02,1.009847868832468125e-02,4.717743150640408829e-04
4.913233886029269115e+01,1.192776250132272092e-01,5.075689310753351419e-03,1.584971224980118165e-02,2.615268109462092080e-04
2.333244236380905434e+01,8.270194299167661633e-02,-1.720629693940221583e-01,2.543164749433657681e-02,1.383657692359497971e-05
8.357474483734398518e+01,8.784997662131291407e-02,-7.546689839285242174e-02,6.706522656191588397e-03,2.601704073513676414e-04
2.058339352914726561e+01,1.177752138486090477e-01,6.149396360346224416e-02,7.586827326953434793e-03,7.647350780369732346e-05
5.122804890978991921e+01,8.414642656019200029e-02,9.140199160798800904e-02,2.363614636881948908e-02,1.133171847449705147e-04
3.062922640174417666e+01,6.995646761791726731e-02,-1.195324152660780792e-01,2.720074944071808332e-02,3.274462656287961351e-05
8.681050012634995028e+01,8.564358737822973244e-02,3.252042026233139399e-02,1.051645997510505977e-02,5.221452037354619956e-04
4.993667690516224411e+01,8.006126377306677089e-02,8.175524970607500608e-02,1.751052125959575920e-02,1.305484076223130711e-04
9.486568406466044223e+01,8.344915927959217772e-02,-9.275533676823576046e-02,1.309061114881910877e-03,2.137246705170975630e-04
7.064326073981766285e+01,6.797785816053734942e-02,-6.553061610851940166e-02,1.406284247301907257e-02,2.379141616781182533e-04
2.222266671949639516e+01,9.412058097652109545e-02,-3.040319327730811594e-02,9.401070182895685662e-03,1.282818317654058462e-04
5.331909222193662856e+01,1.240118622436751500e-01,1.215954396633353723e-01,2.653956156822516108e-02,9.582051485903673917e-05
8.510288914612848998e+01,9.994413364589431470e-02,-1.542212352701064493e-01,2.919005775436088468e-02,8.203701627457696949e-05
2.259280404868468040e+01,1.235009787501389622e-01,-1.865712331667303825e-01,5.026571424556662039e-03,1.931282673755952952e-05
8.045379624566567145e+01,8.302589348446320905e-02,1.543372670193780272e-01,1.108669336630973157e-03,6.475706581863938777e-05
9.989784320758566594e+01,1.363553201739584886e-01,-1.696670558447811727e-01,1.072007868577767691e-02,1.127646691714396480e-04
3.406768716441742129e+01,1.294085376655667030e-01,1.058825108907883727e-01,2.924510230076999076e-02,7.485388056556754822e-05
2.646035766094680852e+01,1.336912285792360711e-01,-1.253233328473875863e-01,2.070511760939228174e-02,4.766843755698043332e-05
6.831393224478701143e+01,1.394257845230474080e-01,5.557119823764376104e-02,8.895917397112911712e-03,2.469591879994560550e-04
1.956726315759518897e+01,7.218475882566614821e-02,1.344001975152511186e-01,2.500385595331857877e-02,1.702236326671107168e-05
8.124872974688716454e+01,1.285390906548148637e-01,-1.923747549111395616e-01,6.393182444028378160e-03,6.802102889994328860e-05
2.618822199845734389e+01,1.372866974343679713e-01,8.515404699925120668e-02,9.235945393511781065e-03,7.348349907223148607e-05
6.144624930222310866e+01,9.928883075084647680e-02,-1.013728521587738407e-01,1.382972004801149082e-02,1.317488769031301328e-04
1.249390012733317512e+01,1.021477724200027942e-01,8.021321133382564028e-02,1.821148373394890566e-02,3.687472251365697586e-05
2.738014016940222461e+01,1.324300767709518656e-01,-1.723529774976095830e-01,2.139457726716425395e-02,2.892604842739744154e-05
7.262458965676498224e+01,6.176821713801940172e-02,2.298125022859505429e-02,8.229377514530700558e-03,6.108153934312054870e-04
6.481631485941669268e+01,9.618476177244118797e-02,-6.183311064743200053e-02,9.031011840674464317e-03,2.514540547197354923e-04
2.271691931867609782e+01,1.309624305649063902e-01,1.299061230714236570e-01,8.742901314175521507e-03,3.890569172329559394e-05
2.711192890794712795e+01,9.767083338671940507e-02,8.384460520416610330e-02,2.327670768303684648e-02,7.403270282675671217e-05
7.609369180602931237e+01,7.211295278462505343e-02,-1.059723198556784818e-01,2.076282562499800338e-02,1.125483289215524100e-04
9.989564390968938312e+01,9.973717483120862759e-02,-1.228707192897865313e-01,2.060016801187103397e-02,1.535515137205421875e-04
3.371964701252426977e+01,9.664288703756376830e-02,-1.078956500129704676e-01,2.595295813290683651e-02,6.232111178390209645e-05
8.137483372346450494e+01,1.378474304748617818e-01,1.521555001718297440e-01,1.870760933418760472e-02,1.110498099645352616e-04
1.507844247011460226e+01,8.471250017942572041e-02,1.724213209171475136e-01,1.216598818868616649e-02,9.503247076943940300e-06
5.242966116810008259e+01,8.048222313931678584e-02,-1.760493666295384618e-01,7.672215084352257408e-03,2.931630958576041403e-05
9.318785529242822463e+01,9.193768098698494595e-02,1.831032941851926665e-01,2.267310910777848784e-02,5.600394212541081300e-05
6.377971052149428033e+01,1.339587483633458420e-01,-2.052698637342383059e-02,1.088443800760234385e-02,2.901274781817638751e-04
4.144894922695459627e+01,1.147639935816407580e-01,1.167313797239028644e-01,1.023303373318975619e-02,7.784331089888491743e-05
7.474610241488140616e+01,1.124367540209575550e-01,-3.605000105282396648e-03,1.890628955516758178e-02,4.259978979677602699e-04
6.126707014673544904e+01,1.227102724202923517e-01,-9.651933086078879828e-03,6.170145218032779474e-03,3.113516804800891278e-04
5.544383347800160067e+01,6.704808896528051398e-02,1.953965761204420337e-01,1.226378253428921268e-02,1.760767636155637455e-05
8.313061864440415150e+01,1.095965160244652681e-01,-1.432016782386321130e-01,2.990713695404613112e-02,1.022934857817353718e-04
8.017936700397297045e+01,7.680538877308976109e-02,1.362965340352282062e-01,1.410426554294909839e-02,7.632672205169558873e-05
4.974585928907298182e+01,1.019735142887984308e-01,1.977480041608504213e-01,2.906837228887224501e-03,2.950289476872838536e-05
7.020773587838823460e+01,6.740692466892625467e-02,5.915940327865261417e-02,3.591703188557086087e-03,2.774762709065459187e-04
6.297186714501943783e+01,1.137537853963914436e-01,8.287338650518241701e-02,1.831351284907855106e-02,1.818955193825449535e-04
4.040294997330576621e+01,1.449542434968043303e-01,-8.212599105370493868e-02,2.759277146389787702e-02,1.147640234738048372e-04
