t,S,ES,P,dS_dt
3.205641128225645531e+01,2.430567121498667760e+01,2.897410320248750559e-01,7.540458775298851890e+01,-1.436591063285039160e+00
3.206641328265653357e+01,2.429130545557492127e+01,2.896198714981458311e-01,7.541907467292699607e+01,-1.435986197602764580e+00
3.207641528305661183e+01,2.427694574593296650e+01,2.894987199866337901e-01,7.543355553408046887e+01,-1.435381382743408096e+00
3.208641728345669009e+01,2.426259208552228230e+01,2.893775776202854866e-01,7.544803033685749938e+01,-1.434776618482187960e+00
3.209641928385677545e+01,2.424824447376706971e+01,2.892564446170862169e-01,7.546249908161591691e+01,-1.434171904290843846e+00
3.210642128425685371e+01,2.423390291005432573e+01,2.891353212830606312e-01,7.547696176866269013e+01,-1.433567239338266575e+00
3.211642328465693197e+01,2.421956739373972312e+01,2.890142079977254252e-01,7.549141839826262412e+01,-1.432962622541325004e+00
3.212642528505701023e+01,2.420523792432622656e+01,2.888931047770163518e-01,7.550586897089684157e+01,-1.432358054073108011e+00
3.213642728545709559e+01,2.419091450145610622e+01,2.887720112907757875e-01,7.552031348725319049e+01,-1.431753535299967517e+00
3.214642928585717385e+01,2.417659712473630407e+01,2.886509272920630420e-01,7.553475194797171355e+01,-1.431149067299391842e+00
3.215643128625725211e+01,2.416228579373686003e+01,2.885298526212498604e-01,7.554918435364196228e+01,-1.430544650846494736e+00
3.216643328665733037e+01,2.414798050799096885e+01,2.884087872060209223e-01,7.556361070480308229e+01,-1.429940286414645101e+00
3.217643528705741574e+01,2.413368126699494809e+01,2.882877310613736754e-01,7.557803100194375645e+01,-1.429335974176086266e+00
3.218643728745749399e+01,2.411938807020828079e+01,2.881666842896186687e-01,7.559244524550217648e+01,-1.428731714002559050e+00
3.219643928785757225e+01,2.410510091705356217e+01,2.880456470803789415e-01,7.560685343586612817e+01,-1.428127505465924596e+00
3.220644128825765051e+01,2.409081980691653868e+01,2.879246197105905791e-01,7.562125557337294879e+01,-1.427523347838782541e+00
3.221644328865773588e+01,2.407654473914606896e+01,2.878036025444951074e-01,7.563565165830951287e+01,-1.426919240095116947e+00
3.222644528905781414e+01,2.406227571315535840e+01,2.876825957857065963e-01,7.565004169105901610e+01,-1.426315181762639828e+00
3.223644728945789240e+01,2.404801272856261463e+01,2.875615991299552698e-01,7.566442567230751592e+01,-1.425711174114007829e+00
3.224644928985797065e+01,2.403375578497131926e+01,2.874406123051678752e-01,7.567880360272359042e+01,-1.425107218309461743e+00
3.225645129025805602e+01,2.401950488194846756e+01,2.873196351258612280e-01,7.569317548292575282e+01,-1.424503315210458254e+00
3.226645329065813428e+01,2.400526001902459328e+01,2.871986674931426564e-01,7.570754131348233784e+01,-1.423899465380289664e+00
3.227645529105821254e+01,2.399102119569374025e+01,2.870777093947092795e-01,7.572190109491162957e+01,-1.423295669084697179e+00
3.228645729145829080e+01,2.397678841141346595e+01,2.869567609048485068e-01,7.573625482768176198e+01,-1.422691926292486864e+00
3.229645929185837616e+01,2.396256166560485212e+01,2.868358221844378164e-01,7.575060251221079000e+01,-1.422088236676141371e+00
3.230646129225845442e+01,2.394834095765252613e+01,2.867148934809452543e-01,7.576494414886660422e+01,-1.421484599612437005e+00
3.231646329265853268e+01,2.393412628690460053e+01,2.865939751284285464e-01,7.577927973796704464e+01,-1.420881014183051239e+00
3.232646529305861094e+01,2.391991765271012582e+01,2.864730674557368628e-01,7.579360927983421448e+01,-1.420277479489226113e+00
3.233646729345869630e+01,2.390571505462880353e+01,2.863521702695436821e-01,7.580793277510173311e+01,-1.419673996419510420e+00
3.234646929385877456e+01,2.389151849226266222e+01,2.862312832677823549e-01,7.582225022446964147e+01,-1.419070566232854436e+00
3.235647129425885282e+01,2.387732796517573775e+01,2.861104062387310742e-01,7.583656162858561345e+01,-1.418467189877658186e+00
3.236647329465893108e+01,2.386314347289598814e+01,2.859895390565391771e-01,7.585086698804755656e+01,-1.417863868007700923e+00
3.237647529505901645e+01,2.384896501491526166e+01,2.858686816812269216e-01,7.586516630340359768e+01,-1.417260600982746421e+00
3.238647729545909471e+01,2.383479259068933231e+01,2.857478341586858206e-01,7.587945957515205464e+01,-1.416657388869150491e+00
3.239647929585917296e+01,2.382062619963785721e+01,2.856269966206781419e-01,7.589374680374154991e+01,-1.416054231440467825e+00
3.240648129625925122e+01,2.380646584114440145e+01,2.855061692848372412e-01,7.590802798957084008e+01,-1.415451128178055962e+00
3.241648329665933659e+01,2.379231151455642390e+01,2.853853524546674514e-01,7.592230313298898636e+01,-1.414848078271682352e+00
3.242648529705941485e+01,2.377816321919275921e+01,2.852645465012300097e-01,7.593657223430608383e+01,-1.414245080682520861e+00
3.243648729745949311e+01,2.376402095452387542e+01,2.851437514183796651e-01,7.595083529405782485e+01,-1.413642135658215615e+00
3.244648929785957137e+01,2.374988472014630148e+01,2.850229668839764918e-01,7.596509231296980147e+01,-1.413039244521801630e+00
3.245649129825965673e+01,2.373575451562123106e+01,2.849021926596900234e-01,7.597934329171916090e+01,-1.412436408309170499e+00
3.246649329865973499e+01,2.372163034047416375e+01,2.847814285923452315e-01,7.599358823093356818e+01,-1.411833627765096022e+00
3.247649529905981325e+01,2.370751219419485523e+01,2.846606746139223598e-01,7.600782713119130563e+01,-1.411230903343833054e+00
3.248649729945989151e+01,2.369340007623734934e+01,2.845399307415571455e-01,7.602205999302117334e+01,-1.410628235209720138e+00
3.249649929985997687e+01,2.367929398601996738e+01,2.844191970775405420e-01,7.603628681690257451e+01,-1.410025623237773251e+00
3.250650130026005513e+01,2.366519392292532942e+01,2.842984738093191632e-01,7.605050760326543013e+01,-1.409423067014289099e+00
3.251650330066013339e+01,2.365109988630031523e+01,2.841777612094947281e-01,7.606472235249026426e+01,-1.408820565837441086e+00
3.252650530106021165e+01,2.363701187545610338e+01,2.840570596358009126e-01,7.607893106490817559e+01,-1.408218118717952327e+00
3.253650730146029701e+01,2.362292988976816943e+01,2.839363692840553566e-01,7.609313374094784876e+01,-1.407615725217505442e+00
3.254650930186037527e+01,2.360885392880999589e+01,2.838156898558402141e-01,7.610733038133423634e+01,-1.407013386574062608e+00
3.255651130226045353e+01,2.359478399214000532e+01,2.836950210858593668e-01,7.612152098677421463e+01,-1.406411103911495930e+00
3.256651330266053179e+01,2.358072007928130986e+01,2.835743627932603705e-01,7.613570555792550465e+01,-1.405808878066026946e+00
3.257651530306061716e+01,2.356666218972165439e+01,2.834537148816336782e-01,7.614988409539678571e+01,-1.405206709586818148e+00
3.258651730346069542e+01,2.355261032291347689e+01,2.833330773390133617e-01,7.616405659974758180e+01,-1.404604598736565624e+00
3.259651930386077368e+01,2.353856447827383391e+01,2.832124502378765563e-01,7.617822307148837524e+01,-1.404002545492089249e+00
3.260652130426085193e+01,2.352452465518445379e+01,2.830918337351436276e-01,7.619238351108047880e+01,-1.403400549544925546e+00
3.261652330466093019e+01,2.351049085299172603e+01,2.829712280721783380e-01,7.620653791893617779e+01,-1.402798610301915883e+00
3.262652530506101556e+01,2.349646307100668352e+01,2.828506335747875133e-01,7.622068629541860219e+01,-1.402196726885796885e+00
3.263652730546109382e+01,2.348244130853849398e+01,2.827300505704609113e-01,7.623482864089112354e+01,-1.401594898415291723e+00
3.264652930586117208e+01,2.346842556509873745e+01,2.826094788810049052e-01,7.624896495602033042e+01,-1.400993125717848065e+00
3.265653130626125034e+01,2.345441584024510817e+01,2.824889182091492312e-01,7.626309524154581254e+01,-1.400391410021524230e+00
3.266653330666133570e+01,2.344041213349840547e+01,2.823683683460238569e-01,7.627721949815564528e+01,-1.399789752254388286e+00
3.267653530706141396e+01,2.342641444434448061e+01,2.822478291664936578e-01,7.629133772648910394e+01,-1.399188153060872741e+00
3.268653730746149222e+01,2.341242277223419066e+01,2.821273006291579177e-01,7.630544992713672059e+01,-1.398586612802355411e+00
3.269653930786157048e+01,2.339843711658343395e+01,2.820067827763506063e-01,7.631955610064028406e+01,-1.397985131557748506e+00
3.270654130826165584e+01,2.338445747677312170e+01,2.818862757341404346e-01,7.633365624749281153e+01,-1.397383709124076612e+00
3.271654330866173410e+01,2.337048385214923130e+01,2.817657797123307994e-01,7.634775036813852012e+01,-1.396782345017066218e+00
3.272654530906181236e+01,2.335651624202273524e+01,2.816452950044597281e-01,7.636183846297288369e+01,-1.396181038471719260e+00
3.273654730946189062e+01,2.334255464567467797e+01,2.815248219753472836e-01,7.637592053235005096e+01,-1.395579788484782702e+00
3.274654930986197598e+01,2.332859906252148363e+01,2.814043606501844819e-01,7.638999657682840905e+01,-1.394978595196628923e+00
3.275655131026205424e+01,2.331464949211451199e+01,2.812839107137767303e-01,7.640406659717179139e+01,-1.394377459891380511e+00
3.276655331066213250e+01,2.330070593397235257e+01,2.811634719289101692e-01,7.641813059409881248e+01,-1.393776383589302448e+00
3.277655531106221076e+01,2.328676838757899148e+01,2.810430441414004665e-01,7.643218856827968466e+01,-1.393175367030405676e+00
3.278655731146229613e+01,2.327283685238381139e+01,2.809226272800929292e-01,7.644624052033617545e+01,-1.392574410675025520e+00
3.279655931186237439e+01,2.325891132780162351e+01,2.808022213568625580e-01,7.646028645084159336e+01,-1.391973514704400561e+00
3.280656131226245265e+01,2.324499181321261077e+01,2.806818264666138818e-01,7.647432636032085895e+01,-1.391372679021246839e+00
3.281656331266253090e+01,2.323107830796236328e+01,2.805614427872809014e-01,7.648836024925043375e+01,-1.390771903250332953e+00
3.282656531306261627e+01,2.321717081136186067e+01,2.804410705798272008e-01,7.650238811805839134e+01,-1.390171186739055154e+00
3.283656731346269453e+01,2.320326932268751463e+01,2.803207101882461694e-01,7.651640996712431786e+01,-1.389570528558014662e+00
3.284656931386277279e+01,2.318937384125939261e+01,2.802003618447385658e-01,7.653042579689595470e+01,-1.388969928153821032e+00
3.285657131426285105e+01,2.317548436659949829e+01,2.800800252738065987e-01,7.654443560812677561e+01,-1.388369386673153461e+00
3.286657331466293641e+01,2.316160089822440682e+01,2.799597002092449882e-01,7.655843940156643157e+01,-1.387768905229887384e+00
3.287657531506301467e+01,2.314772343561635992e+01,2.798393864675107756e-01,7.657243717791621407e+01,-1.387168484659874856e+00
3.288657731546309293e+01,2.313385197822334050e+01,2.797190839473888135e-01,7.658642893782935346e+01,-1.386568125522633199e+00
3.289657931586317119e+01,2.311998652545909749e+01,2.795987926299920989e-01,7.660041468191099057e+01,-1.385967828101912769e+00
3.290658131626325655e+01,2.310612707670314947e+01,2.794785125787615510e-01,7.661439441071817669e+01,-1.385367592406269166e+00
3.291658331666333481e+01,2.309227363130079880e+01,2.793582439394663997e-01,7.662836812475981674e+01,-1.384767418169630115e+00
3.292658531706341307e+01,2.307842618856309969e+01,2.792379869402035197e-01,7.664233582449678295e+01,-1.384167304851863234e+00
3.293658731746349133e+01,2.306458474776687240e+01,2.791177418913979857e-01,7.665629751034181538e+01,-1.383567251639342688e+00
3.294658931786357670e+01,2.305074930817538714e+01,2.789975091342581925e-01,7.667025318269044476e+01,-1.382967257617364609e+00
3.295659131826365495e+01,2.303691986923433177e+01,2.788772885507139199e-01,7.668420284221504346e+01,-1.382367323403505655e+00
3.296659331866373321e+01,2.302309643046014997e+01,2.787570798409463313e-01,7.669814648969898485e+01,-1.381767450219910209e+00
3.297659531906381147e+01,2.300927899133336041e+01,2.786368827917566349e-01,7.671208412587496639e+01,-1.381167638998481051e+00
3.298659731946389684e+01,2.299546755130060305e+01,2.785166972715760192e-01,7.672601575142790864e+01,-1.380567890398090469e+00
3.299659931986397510e+01,2.298166210977467827e+01,2.783965232304659865e-01,7.673994136699494106e+01,-1.379968204805141596e+00
3.300660132026405336e+01,2.296786266613449001e+01,2.782763607001176309e-01,7.675386097316547307e+01,-1.379368582334130622e+00
3.301660332066413162e+01,2.295406921972508485e+01,2.781562097938521938e-01,7.676777457048115139e+01,-1.378769022828210788e+00
3.302660532106421698e+01,2.294028176985763068e+01,2.780360707066208970e-01,7.678168215943583164e+01,-1.378169525859747946e+00
3.303660732146429524e+01,2.292650031580945935e+01,2.779159437150050538e-01,7.679558374047562097e+01,-1.377570090730886321e+00
3.304660932186437350e+01,2.291272485682522131e+01,2.777958291741782770e-01,7.680947931400069706e+01,-1.376970716484187562e+00
3.305661132226445176e+01,2.289895539224752952e+01,2.776757271909741087e-01,7.682336888056158841e+01,-1.376371402988177728e+00
3.306661332266453712e+01,2.288519192158074134e+01,2.775556374620899436e-01,7.683725244095725770e+01,-1.375772151472322680e+00
3.307661532306461538e+01,2.287143444430375538e+01,2.774355597443876609e-01,7.685112999595195049e+01,-1.375172962964740009e+00
3.308661732346469364e+01,2.285768295986193976e+01,2.773154938756644539e-01,7.686500154626249071e+01,-1.374573838223782207e+00
3.309661932386477190e+01,2.284393746766715338e+01,2.771954397746529963e-01,7.687886709255828066e+01,-1.373974777738595332e+00
3.310662132426485726e+01,2.283019796709775306e+01,2.770753974410214981e-01,7.689272663546131525e+01,-1.373375781729672784e+00
3.311662332466493552e+01,2.281646445749861485e+01,2.769553669553737607e-01,7.690658017554609671e+01,-1.372776850149410865e+00
3.312662532506501378e+01,2.280273693818107716e+01,2.768353484792488439e-01,7.692042771333976248e+01,-1.372177982682659003e+00
3.313662732546509204e+01,2.278901540842298346e+01,2.767153422551214548e-01,7.693426924932198574e+01,-1.371579178747276861e+00
3.314662932586517741e+01,2.277529986746866442e+01,2.765953486064015587e-01,7.694810478392503228e+01,-1.370980437494682125e+00
3.315663132626525567e+01,2.276159031457434523e+01,2.764753678236787637e-01,7.696193431760207204e+01,-1.370381758186373311e+00
3.316663332666533393e+01,2.274788674919571108e+01,2.763553996925035006e-01,7.697575785111187940e+01,-1.369783141753689426e+00
3.317663532706541218e+01,2.273418917081126622e+01,2.762354439365416470e-01,7.698957538525229438e+01,-1.369184589330948221e+00
3.318663732746549755e+01,2.272049757886514953e+01,2.761155003626887816e-01,7.700338692077225744e+01,-1.368586101776065211e+00
3.319663932786557581e+01,2.270681197276839214e+01,2.759955688580852939e-01,7.701719245837362848e+01,-1.367987679680974678e+00
3.320664132826565407e+01,2.269313235189883926e+01,2.758756493901157181e-01,7.703099199871114422e+01,-1.367389323372174337e+00
3.321664332866573233e+01,2.267945871560120707e+01,2.757557420064093434e-01,7.704478554239247501e+01,-1.366791032911277348e+00
3.322664532906581769e+01,2.266579106318705428e+01,2.756358468348397706e-01,7.705857308997819644e+01,-1.366192808095555211e+00
3.323664732946589595e+01,2.265212939393482117e+01,2.755159640835253554e-01,7.707235464198174668e+01,-1.365594648458485105e+00
3.324664932986597421e+01,2.263847370708976925e+01,2.753960940408287095e-01,7.708613019886949758e+01,-1.364996553270296342e+00
3.325665133026605247e+01,2.262482400187087350e+01,2.752762370581829376e-01,7.709989976107102905e+01,-1.364398521595036939e+00
3.326665333066613783e+01,2.261118027763706095e+01,2.751563931313897315e-01,7.711366332923164180e+01,-1.363800553668493620e+00
3.327665533106621609e+01,2.259754253386379119e+01,2.750365619578443721e-01,7.712742090417845020e+01,-1.363202650707529662e+00
3.328665733146629435e+01,2.258391076999404490e+01,2.749167433132860272e-01,7.714117248669275284e+01,-1.362604813669657799e+00
3.329665933186637261e+01,2.257028498543801476e+01,2.747969370530111699e-01,7.715491807750906617e+01,-1.362007043249596761e+00
3.330666133226645798e+01,2.255666517957309480e+01,2.746771431118730789e-01,7.716865767731512449e+01,-1.361409339879816160e+00
3.331666333266653623e+01,2.254305135174392305e+01,2.745573615042825044e-01,7.718239128675187999e+01,-1.360811703731074074e+00
3.332666533306661449e+01,2.252944350126231043e+01,2.744375923242068360e-01,7.719611890641357377e+01,-1.360214134712956380e+00
3.333666733346669275e+01,2.251584162740730122e+01,2.743178357451707683e-01,7.720984053684762216e+01,-1.359616632474419884e+00
3.334666933386677812e+01,2.250224572942512680e+01,2.741980920202559124e-01,7.722355617855470200e+01,-1.359019196404324781e+00
3.335667133426685638e+01,2.248865580652926255e+01,2.740783614821011294e-01,7.723726583198872220e+01,-1.358421825631977109e+00
3.336667333466693464e+01,2.247507185797491047e+01,2.739586443549822947e-01,7.725096949767019794e+01,-1.357824519643346939e+00
3.337667533506701290e+01,2.246149388320924345e+01,2.738389403740423833e-01,7.726466717641680759e+01,-1.357227279527276398e+00
3.338667733546709826e+01,2.244792188167424385e+01,2.737192492833033786e-01,7.727835886904254892e+01,-1.356630106341909947e+00
3.339667933586717652e+01,2.243435585277936539e+01,2.735995709059793612e-01,7.729204457631475123e+01,-1.356033000884709239e+00
3.340668133626725478e+01,2.242079579590159000e+01,2.734799051441573203e-01,7.730572429895434539e+01,-1.355435963694032964e+00
3.341668333666733304e+01,2.240724171038547397e+01,2.733602519787974860e-01,7.731939803763582120e+01,-1.354838995049670647e+00
3.342668533706741840e+01,2.239369359554313021e+01,2.732406114697332189e-01,7.733306579298722738e+01,-1.354242094973374444e+00
3.343668733746749666e+01,2.238015145065426381e+01,2.731209837556711206e-01,7.734672756559015738e+01,-1.353645263229394935e+00
3.344668933786757492e+01,2.236661527496611868e+01,2.730013690541908122e-01,7.736038335597977778e+01,-1.353048499325008480e+00
3.345669133826765318e+01,2.235308506769350601e+01,2.728817676617452115e-01,7.737403316464484249e+01,-1.352451802511049017e+00
3.346669333866773854e+01,2.233956082803442200e+01,2.727621799142334047e-01,7.738767699205143913e+01,-1.351855171911080067e+00
3.347669533906781680e+01,2.232604255535257565e+01,2.726426057246679746e-01,7.740131483892285758e+01,-1.351258608029474395e+00
3.348669733946789506e+01,2.231253024909053906e+01,2.725230448014410167e-01,7.741494670610811113e+01,-1.350662112036971951e+00
3.349669933986797332e+01,2.229902390865701989e+01,2.724034969354580671e-01,7.742857259440762618e+01,-1.350065684833688051e+00
3.350670134026805869e+01,2.228552353342861991e+01,2.722839619958170032e-01,7.744219250457565806e+01,-1.349469327063748558e+00
3.351670334066813695e+01,2.227202912274989899e+01,2.721644399298089878e-01,7.745580643732039050e+01,-1.348873039115818795e+00
3.352670534106821520e+01,2.225854067593330043e+01,2.720449307629175251e-01,7.746941439330387880e+01,-1.348276821123626457e+00
3.353670734146829346e+01,2.224505819225918657e+01,2.719254345988191268e-01,7.748301637314209245e+01,-1.347680672966489634e+00
3.354670934186837172e+01,2.223158167097584226e+01,2.718059516193829239e-01,7.749661237740487252e+01,-1.347084594269839508e+00
3.355671134226845709e+01,2.221811111129945360e+01,2.716864820846708328e-01,7.751020240661597427e+01,-1.346488584405745925e+00
3.356671334266853535e+01,2.220464651241431397e+01,2.715670263325403178e-01,7.752378646125323769e+01,-1.345892642494734615e+00
3.357671534306861361e+01,2.219118787357448852e+01,2.714475845207423577e-01,7.753736454190486427e+01,-1.345296768243928298e+00
3.358671734346869187e+01,2.217773519420558159e+01,2.713281563669313057e-01,7.755093664942758380e+01,-1.344700962789846077e+00
3.359671934386877723e+01,2.216428847371559385e+01,2.712087416294901021e-01,7.756450278465500503e+01,-1.344105227135127478e+00
3.360672134426885549e+01,2.215084771148082865e+01,2.710893401443179029e-01,7.757806294837494931e+01,-1.343509562029503446e+00
3.361672334466893375e+01,2.213741290684582452e+01,2.709699518248295247e-01,7.759161714132943644e+01,-1.342913967970315703e+00
3.362672534506901201e+01,2.212398405912338717e+01,2.708505766619557220e-01,7.760516536421475564e+01,-1.342318445203034338e+00
3.363672734546909737e+01,2.211056116759458234e+01,2.707312147241431877e-01,7.761870761768136617e+01,-1.341722993721780055e+00
3.364672934586917563e+01,2.209714423150876428e+01,2.706118661573547191e-01,7.763224390233398253e+01,-1.341127613269840646e+00
3.365673134626925389e+01,2.208373325008352950e+01,2.704925311850689407e-01,7.764577421873150342e+01,-1.340532303340187692e+00
3.366673334666933215e+01,2.207032822250473814e+01,2.703732101082802486e-01,7.765929856738708281e+01,-1.339937063175995258e+00
3.367673534706941751e+01,2.205692914795133674e+01,2.702539032425145815e-01,7.767281694880624343e+01,-1.339341891974874965e+00
3.368673734746949577e+01,2.204353602578004612e+01,2.701346104472552301e-01,7.768632936377279918e+01,-1.338746790410336285e+00
3.369673934786957403e+01,2.203014885540014234e+01,2.700153314433871299e-01,7.769983581315656807e+01,-1.338151759602824731e+00
3.370674134826965229e+01,2.201676763618760191e+01,2.698960660334122075e-01,7.771333629777907959e+01,-1.337556800407469826e+00
3.371674334866973766e+01,2.200339236748699179e+01,2.697768140966748107e-01,7.772683081841643116e+01,-1.336961913430051441e+00
3.372674534906981592e+01,2.199002304861152624e+01,2.696575755893622639e-01,7.774031937579921703e+01,-1.336367099027512717e+00
3.373674734946989417e+01,2.197665967884299931e+01,2.695383505445042571e-01,7.775380197061259935e+01,-1.335772357308469882e+00
3.374674934986997243e+01,2.196330225743182041e+01,2.694191390719731238e-01,7.776727860349630816e+01,-1.335177688133728502e+00
3.375675135027005780e+01,2.194995078359700713e+01,2.692999413584837853e-01,7.778074927504461300e+01,-1.334583091116789300e+00
3.376675335067013606e+01,2.193660525652621018e+01,2.691807576675940838e-01,7.779421398580629443e+01,-1.333988565624361744e+00
3.377675535107021432e+01,2.192326567537663351e+01,2.690615883372424189e-01,7.780767273628622149e+01,-1.333394110784802411e+00
3.378675735147029258e+01,2.190993203939426337e+01,2.689424334759006885e-01,7.782112552712993647e+01,-1.332799726466895818e+00
3.379675935187037794e+01,2.189660434797780297e+01,2.688232927974633646e-01,7.783457235922483619e+01,-1.332205413809652184e+00
3.380676135227045620e+01,2.188328260050295881e+01,2.687041660708496815e-01,7.784801323342628621e+01,-1.331611173773358026e+00
3.381676335267053446e+01,2.186996679631436535e+01,2.685850531411514419e-01,7.786144815054458945e+01,-1.331017007071953806e+00
3.382676535307061272e+01,2.185665693472562054e+01,2.684659539296334607e-01,7.787487711134484414e+01,-1.330422914173543525e+00
3.383676735347069808e+01,2.184335301501926452e+01,2.683468684337332322e-01,7.788830011654710006e+01,-1.329828895300896541e+00
3.384676935387077634e+01,2.183005503644681866e+01,2.682277967270615404e-01,7.790171716682621650e+01,-1.329234950431958051e+00
3.385677135427085460e+01,2.181676299822873588e+01,2.681087389594015713e-01,7.791512826281196169e+01,-1.328641079300348249e+00
3.386677335467093286e+01,2.180347689955442192e+01,2.679896953567095785e-01,7.792853340508897020e+01,-1.328047281395868362e+00
3.387677535507101823e+01,2.179019673958223891e+01,2.678706662211145506e-01,7.794193259419674291e+01,-1.327453555965004250e+00
3.388677735547109648e+01,2.177692251747116003e+01,2.677516518501612541e-01,7.795532583067877397e+01,-1.326859902270367320e+00
3.389677935587117474e+01,2.176365423256103426e+01,2.676326520748132931e-01,7.796871311536425253e+01,-1.326266321071335685e+00
3.390678135627125300e+01,2.175039188422891812e+01,2.675136666261320739e-01,7.798209444914505184e+01,-1.325672813446225451e+00
3.391678335667133837e+01,2.173713547181952421e+01,2.673946953147867123e-01,7.799546983286577984e+01,-1.325079380216823033e+00
3.392678535707141663e+01,2.172388499464689815e+01,2.672757380269532024e-01,7.800883926732625184e+01,-1.324486021962046012e+00
3.393678735747149489e+01,2.171064045199433323e+01,2.671567947243139729e-01,7.802220275328144794e+01,-1.323892739018435627e+00
3.394678935787157315e+01,2.169740184311444153e+01,2.670378654440581645e-01,7.803556029144159822e+01,-1.323299531480660818e+00
3.395679135827165851e+01,2.168416916722911481e+01,2.669189502988813523e-01,7.804891188247209755e+01,-1.322706399202013827e+00
3.396679335867173677e+01,2.167094242352957068e+01,2.668000494769862119e-01,7.806225752699353393e+01,-1.322113341794910246e+00
3.397679535907181503e+01,2.165772161117628514e+01,2.666811632420816314e-01,7.807559722558173121e+01,-1.321520358631380843e+00
3.398679735947189329e+01,2.164450672930077602e+01,2.665622919289808435e-01,7.808893097877033540e+01,-1.320927448857630360e+00
3.399679935987197865e+01,2.163129777713213997e+01,2.664434356191324738e-01,7.810225878724881454e+01,-1.320334612430122290e+00
3.400680136027205691e+01,2.161809475404015402e+01,2.663245940283109903e-01,7.811558065193162292e+01,-1.319741850472174294e+00
3.401680336067213517e+01,2.160489765936962669e+01,2.662057669326046705e-01,7.812889657369785823e+01,-1.319149163913065248e+00
3.402680536107221343e+01,2.159170649243501217e+01,2.660869541829456453e-01,7.814220655338213817e+01,-1.318556553442139290e+00
3.403680736147229879e+01,2.157852125252038888e+01,2.659681557051101208e-01,7.815551059177460047e+01,-1.317964019509291873e+00
3.404680936187237705e+01,2.156534193887949158e+01,2.658493714997184898e-01,7.816880868962088869e+01,-1.317371562325467371e+00
3.405681136227245531e+01,2.155216855073566506e+01,2.657306016422347206e-01,7.818210084762219481e+01,-1.316779181863147796e+00
3.406681336267253357e+01,2.153900108728189267e+01,2.656118462829669125e-01,7.819538706643523085e+01,-1.316186877856845072e+00
3.407681536307261894e+01,2.152583954768078200e+01,2.654931056470670736e-01,7.820866734667224307e+01,-1.315594649803588423e+00
3.408681736347269720e+01,2.151268393106460053e+01,2.653743800345313986e-01,7.822194168890095511e+01,-1.315002496963419309e+00
3.409681936387277545e+01,2.149953423656936735e+01,2.652556697325865742e-01,7.823521009369814294e+01,-1.314410418638362055e+00
3.410682136427285371e+01,2.148639046351025783e+01,2.651369745638346709e-01,7.824847256192599332e+01,-1.313818415607957313e+00
3.411682336467293908e+01,2.147325261123365081e+01,2.650182942659485286e-01,7.826172909450049531e+01,-1.313226488920320012e+00
3.412682536507301734e+01,2.146012067905446230e+01,2.648996286544741396e-01,7.827497969229115427e+01,-1.312634639374799406e+00
3.413682736547309560e+01,2.144699466625755591e+01,2.647809776191421549e-01,7.828822435612339348e+01,-1.312042867534193302e+00
3.414682936587317386e+01,2.143387457209775704e+01,2.646623411238681056e-01,7.830146308677846889e+01,-1.311451173725233676e+00
3.415683136627325922e+01,2.142076039579987068e+01,2.645437192067522369e-01,7.831469588499346912e+01,-1.310859558039074724e+00
3.416683336667333748e+01,2.140765213655867782e+01,2.644251119800798411e-01,7.832792275146132965e+01,-1.310268020331775585e+00
3.417683536707341574e+01,2.139454979353891417e+01,2.643065196303209241e-01,7.834114368683086127e+01,-1.309676560224783515e+00
3.418683736747349400e+01,2.138145336587528789e+01,2.641879424181302061e-01,7.835435869170667900e+01,-1.309085177105419051e+00
3.419683936787357936e+01,2.136836285267427016e+01,2.640693806737274274e-01,7.836756776665208690e+01,-1.308493870141981930e+00
3.420684136827365762e+01,2.135527825313924666e+01,2.639508344744418422e-01,7.838077091238639582e+01,-1.307902639304482362e+00
3.421684336867373588e+01,2.134219956661021911e+01,2.638323035403537520e-01,7.839396812984951168e+01,-1.307311485692996600e+00
3.422684536907381414e+01,2.132912679240254050e+01,2.637137876514916157e-01,7.840715941994605487e+01,-1.306720410216423822e+00
3.423684736947389951e+01,2.131605992980184894e+01,2.635952866614129642e-01,7.842034478353683369e+01,-1.306129413549974583e+00
3.424684936987397776e+01,2.130299897806411380e+01,2.634768004972048439e-01,7.843352422143877334e+01,-1.305538496135651094e+00
3.425685137027405602e+01,2.128994393641558602e+01,2.633583291594832620e-01,7.844669773442501537e+01,-1.304947658182727288e+00
3.426685337067413428e+01,2.127689480405281941e+01,2.632398727223935198e-01,7.845986532322487506e+01,-1.304356899668226655e+00
3.427685537107421965e+01,2.126385158014265997e+01,2.631214313336101007e-01,7.847302698852381297e+01,-1.303766220337397641e+00
3.428685737147429791e+01,2.125081426382228500e+01,2.630030052143370045e-01,7.848618273096346343e+01,-1.303175619704195265e+00
3.429685937187437617e+01,2.123778285419914624e+01,2.628845946593070804e-01,7.849933255114163444e+01,-1.302585097051755181e+00
3.430686137227445442e+01,2.122475735038266720e+01,2.627661999551082483e-01,7.851247644966231576e+01,-1.301994651690227878e+00
3.431686337267453979e+01,2.121173775165669539e+01,2.626478209334711100e-01,7.852561442740991993e+01,-1.301404284363711028e+00
3.432686537307461805e+01,2.119872405733856979e+01,2.625294573349411520e-01,7.853874648532656977e+01,-1.300813996102290204e+00
3.433686737347469631e+01,2.118571626671472075e+01,2.624111089767869887e-01,7.855187262430857231e+01,-1.300223787693068900e+00
