t,omega,theta,domega_dt,domega_dt_noisy
3.259051810362072477e+00,7.015373275989419177e+00,2.052527641663889568e+01,7.899744684701327313e-04,2.594877368653777383e-01
3.259851970394078702e+00,7.015373907389250263e+00,2.053088983816566682e+01,7.879632110300315885e-04,2.774486681004620717e-02
3.260652130426085371e+00,7.015374537175780745e+00,2.053650326019890571e+01,7.859570907623249529e-04,-2.042945099675917975e-01
3.261452290458091596e+00,7.015375165353085585e+00,2.054211668273733338e+01,7.839560946971414453e-04,2.679166630446132569e-01
3.262252450490097822e+00,7.015375791925230864e+00,2.054773010577966730e+01,7.819602098899787164e-04,-1.675632574775598807e-02
3.263052610522104491e+00,7.015376416896276446e+00,2.055334352932464270e+01,7.799694234175594092e-04,2.025995427200830701e-01
3.263852770554110716e+00,7.015377040270275089e+00,2.055895695337098061e+01,7.779837223839097381e-04,-1.235885315940800783e-01
3.264652930586117385e+00,7.015377662051269780e+00,2.056457037791740916e+01,7.760030939153858207e-04,2.105652422245961608e-01
3.265453090618123611e+00,7.015378282243297292e+00,2.057018380296266358e+01,7.740275251626084355e-04,-5.725806517898941739e-02
3.266253250650129836e+00,7.015378900850388177e+00,2.057579722850547554e+01,7.720570032977003673e-04,1.906128071039238647e-01
3.267053410682136505e+00,7.015379517876562332e+00,2.058141065454458740e+01,7.700915155242315764e-04,1.629995728908447128e-01
3.267853570714142730e+00,7.015380133325835210e+00,2.058702408107873438e+01,7.681310490617489347e-04,-2.312634565541664688e-01
3.268653730746149400e+00,7.015380747202212497e+00,2.059263750810666238e+01,7.661755911582085552e-04,7.271542758189014632e-02
3.269453890778155625e+00,7.015381359509693660e+00,2.059825093562710663e+01,7.642251290861072502e-04,9.322600866942812314e-02
3.270254050810161850e+00,7.015381970252269284e+00,2.060386436363882368e+01,7.622796501355768141e-04,-1.280751091708805939e-02
3.271054210842168519e+00,7.015382579433923738e+00,2.060947779214055942e+01,7.603391416326168344e-04,-3.572016267295151093e-01
3.271854370874174744e+00,7.015383187058633396e+00,2.061509122113105974e+01,7.584035909145083474e-04,5.525448547803817057e-02
3.272654530906181414e+00,7.015383793130365753e+00,2.062070465060908830e+01,7.564729853524669416e-04,-6.492995233321230408e-02
3.273454690938187639e+00,7.015384397653082083e+00,2.062631808057339100e+01,7.545473123389344989e-04,2.381593673864430549e-01
3.274254850970193864e+00,7.015385000630737444e+00,2.063193151102273148e+01,7.526265592831594443e-04,-2.138786840521157973e-01
3.275055011002200533e+00,7.015385602067275350e+00,2.063754494195587341e+01,7.507107136352317734e-04,1.955185810285146319e-01
3.275855171034206759e+00,7.015386201966635760e+00,2.064315837337157333e+01,7.487997628498928174e-04,2.632105134746951999e-02
3.276655331066213428e+00,7.015386800332748862e+00,2.064877180526860201e+01,7.468936944171998419e-04,5.075529942293686148e-01
3.277455491098219653e+00,7.015387397169537742e+00,2.065438523764572309e+01,7.449924958503717064e-04,-2.026119080661255845e-01
3.278255651130225878e+00,7.015387992480917490e+00,2.065999867050171090e+01,7.430961546860640355e-04,1.901234806720410175e-01
3.279055811162232548e+00,7.015388586270796978e+00,2.066561210383533975e+01,7.412046584832652834e-04,-1.080364305025168642e-01
3.279855971194238773e+00,7.015389178543076198e+00,2.067122553764537685e+01,7.393179948274401217e-04,-1.908760794006507389e-01
3.280656131226245442e+00,7.015389769301648037e+00,2.067683897193060716e+01,7.374361513244521603e-04,2.140969728681165751e-01
3.281456291258251667e+00,7.015390358550397387e+00,2.068245240668980500e+01,7.355591156118903911e-04,1.195531511114911044e-01
3.282256451290257893e+00,7.015390946293202923e+00,2.068806584192175535e+01,7.336868753394553203e-04,2.086397121870309235e-01
3.283056611322264562e+00,7.015391532533934438e+00,2.069367927762524673e+01,7.318194181896779628e-04,-3.229784531077455889e-01
3.283856771354270787e+00,7.015392117276453732e+00,2.069929271379906055e+01,7.299567318688039794e-04,-2.407684192887797336e-01
3.284656931386277456e+00,7.015392700524616387e+00,2.070490615044198890e+01,7.280988041076222241e-04,1.167915213385035261e-01
3.285457091418283682e+00,7.015393282282269105e+00,2.071051958755282030e+01,7.262456226564921588e-04,-1.703309338940007245e-01
3.286257251450289907e+00,7.015393862553252369e+00,2.071613302513035038e+01,7.243971752922505466e-04,2.633427734676452858e-01
3.287057411482296576e+00,7.015394441341398668e+00,2.072174646317338187e+01,7.225534498160014144e-04,3.330870685107232276e-01
3.287857571514302801e+00,7.015395018650532499e+00,2.072735990168070330e+01,7.207144340528402315e-04,-2.582525480055767458e-02
3.288657731546309471e+00,7.015395594484470365e+00,2.073297334065112452e+01,7.188801158557209334e-04,6.617856245821387637e-03
3.289457891578315696e+00,7.015396168847022551e+00,2.073858678008344114e+01,7.170504830897100543e-04,5.811356624306234474e-03
3.290258051610321921e+00,7.015396741741989572e+00,2.074420021997646657e+01,7.152255236626511078e-04,-5.787798009558385581e-02
3.291058211642328590e+00,7.015397313173168392e+00,2.074981366032901065e+01,7.134052254884221686e-04,-6.856640943912394211e-03
3.291858371674334816e+00,7.015397883144343538e+00,2.075542710113987255e+01,7.115895765137337722e-04,-4.589912529842885697e-02
3.292658531706341485e+00,7.015398451659294210e+00,2.076104054240787988e+01,7.097785647134316088e-04,8.631107893473295711e-02
3.293458691738347710e+00,7.015399018721794278e+00,2.076665398413183539e+01,7.079721780719882163e-04,-6.599388402262003350e-02
3.294258851770353935e+00,7.015399584335605176e+00,2.077226742631056666e+01,7.061704046194162022e-04,-1.035439096585307611e-01
3.295059011802360605e+00,7.015400148504484790e+00,2.077788086894289066e+01,7.043732323892773093e-04,-5.930422909639107565e-02
3.295859171834366830e+00,7.015400711232182118e+00,2.078349431202762787e+01,7.025806494465839259e-04,-1.217504920299472271e-01
3.296659331866373499e+00,7.015401272522438170e+00,2.078910775556360591e+01,7.007926438850381641e-04,-1.542286547890565560e-02
3.297459491898379724e+00,7.015401832378986846e+00,2.079472119954965237e+01,6.990092038215048147e-04,1.085416959360119699e-01
3.298259651930385949e+00,7.015402390805554056e+00,2.080033464398459486e+01,6.972303173896593313e-04,4.119301297781845506e-01
3.299059811962392619e+00,7.015402947805858602e+00,2.080594808886726810e+01,6.954559727532469730e-04,-3.250540406684409578e-01
3.299859971994398844e+00,7.015403503383611294e+00,2.081156153419650678e+01,6.936861581002822137e-04,-2.749095237169363881e-01
3.300660132026405069e+00,7.015404057542515837e+00,2.081717497997114208e+01,6.919208616411150680e-04,-1.298548015014612186e-02
3.301460292058411738e+00,7.015404610286268827e+00,2.082278842619002646e+01,6.901600716076018932e-04,7.004541540239560098e-03
3.302260452090417964e+00,7.015405161618557095e+00,2.082840187285198752e+01,6.884037762619461907e-04,-8.291637790242663980e-03
3.303060612122424633e+00,7.015405711543063028e+00,2.083401531995587774e+01,6.866519638842670352e-04,3.751327309167579172e-01
3.303860772154430858e+00,7.015406260063458355e+00,2.083962876750053894e+01,6.849046227842019901e-04,-3.644657254377345890e-01
3.304660932186437083e+00,7.015406807183409477e+00,2.084524221548482359e+01,6.831617412945535737e-04,-3.033237181404305205e-02
3.305461092218443753e+00,7.015407352906574800e+00,2.085085566390758416e+01,6.814233077638292982e-04,-2.538319188007137073e-01
3.306261252250449978e+00,7.015407897236602963e+00,2.085646911276766602e+01,6.796893105811066538e-04,-5.982146451158499439e-02
3.307061412282456647e+00,7.015408440177139049e+00,2.086208256206393941e+01,6.779597381381843695e-04,1.036243711202866208e-01
3.307861572314462872e+00,7.015408981731817484e+00,2.086769601179524614e+01,6.762345788718510109e-04,-2.880389949422496043e-01
3.308661732346469098e+00,7.015409521904265588e+00,2.087330946196046000e+01,6.745138212304574010e-04,2.054312408455427619e-01
3.309461892378475767e+00,7.015410060698103578e+00,2.087892291255844057e+01,6.727974536893874258e-04,-1.685434654701579993e-01
3.310262052410481992e+00,7.015410598116944563e+00,2.088453636358804744e+01,6.710854647499526907e-04,-2.089552881136904627e-01
3.311062212442488661e+00,7.015411134164392770e+00,2.089014981504815793e+01,6.693778429344201522e-04,-3.284957209206825213e-01
3.311862372474494887e+00,7.015411668844047099e+00,2.089576326693763519e+01,6.676745767901566975e-04,-1.392807733032667417e-01
3.312662532506501112e+00,7.015412202159495791e+00,2.090137671925535656e+01,6.659756548896281691e-04,-1.477419315749581297e-01
3.313462692538507781e+00,7.015412734114321758e+00,2.090699017200019583e+01,6.642810658323345567e-04,1.663592481279311808e-01
3.314262852570514006e+00,7.015413264712099917e+00,2.091260362517102678e+01,6.625907982354157112e-04,-3.117338693814256656e-01
3.315063012602520676e+00,7.015413793956396304e+00,2.091821707876673742e+01,6.609048407471901018e-04,4.327507745386403870e-02
3.315863172634526901e+00,7.015414321850772517e+00,2.092383053278620153e+01,6.592231820286434743e-04,1.689189220329719576e-01
3.316663332666533126e+00,7.015414848398778602e+00,2.092944398722830357e+01,6.575458107780177966e-04,-4.973444195479990310e-02
3.317463492698539795e+00,7.015415373603960170e+00,2.093505744209194219e+01,6.558727157103668923e-04,1.543426291041895271e-01
3.318263652730546021e+00,7.015415897469853057e+00,2.094067089737599119e+01,6.542038855675030200e-04,-1.379558411584765332e-01
3.319063812762552690e+00,7.015416419999987774e+00,2.094628435307935632e+01,6.525393091119181853e-04,8.348911974182990359e-02
3.319863972794558915e+00,7.015416941197885059e+00,2.095189780920092204e+01,6.508789751353491210e-04,-6.611316218565514713e-02
3.320664132826565140e+00,7.015417461067058547e+00,2.095751126573958345e+01,6.492228724493840850e-04,4.324277397620783780e-01
3.321464292858571810e+00,7.015417979611016541e+00,2.096312472269425342e+01,6.475709898907120246e-04,-5.613237650874483564e-02
3.322264452890578035e+00,7.015418496833255801e+00,2.096873818006381640e+01,6.459233163233331571e-04,-5.920929744016305979e-02
3.323064612922584704e+00,7.015419012737269533e+00,2.097435163784718881e+01,6.442798406316516254e-04,8.141185006400047941e-02
3.323864772954590929e+00,7.015419527326541171e+00,2.097996509604326576e+01,6.426405517190950925e-04,-1.051341700722139283e-01
3.324664932986597154e+00,7.015420040604546159e+00,2.098557855465096367e+01,6.410054385288346031e-04,-3.856449301605457264e-02
3.325465093018603824e+00,7.015420552574752833e+00,2.099119201366919540e+01,6.393744900133952651e-04,6.832292371794897179e-02
3.326265253050610049e+00,7.015421063240624200e+00,2.099680547309686318e+01,6.377476951542712007e-04,1.756838631418336794e-01
3.327065413082616718e+00,7.015421572605611722e+00,2.100241893293289408e+01,6.361250429588868535e-04,-1.185348763544196854e-01
3.327865573114622944e+00,7.015422080673162419e+00,2.100803239317619742e+01,6.345065224578345497e-04,1.277760232421018202e-02
3.328665733146629169e+00,7.015422587446715319e+00,2.101364585382570027e+01,6.328921226996250078e-04,-3.356860629216758263e-02
3.329465893178635838e+00,7.015423092929699678e+00,2.101925931488032262e+01,6.312818327689219931e-04,1.401684671699639506e-01
3.330266053210642063e+00,7.015423597125538535e+00,2.102487277633898444e+01,6.296756417691369697e-04,1.649268260839670819e-01
3.331066213242648733e+00,7.015424100037649602e+00,2.103048623820062346e+01,6.280735388163507377e-04,8.142112391630090817e-02
3.331866373274654958e+00,7.015424601669439042e+00,2.103609970046415967e+01,6.264755130719147419e-04,5.388702854907881368e-02
3.332666533306661183e+00,7.015425102024307691e+00,2.104171316312853079e+01,6.248815537068111783e-04,3.590515116389775829e-01
3.333466693338667852e+00,7.015425601105649278e+00,2.104732662619267103e+01,6.232916499193349221e-04,-1.737367002989145814e-01
3.334266853370674077e+00,7.015426098916848652e+00,2.105294008965551456e+01,6.217057909284626552e-04,3.281487460792819055e-01
3.335067013402680747e+00,7.015426595461283554e+00,2.105855355351600622e+01,6.201239659873909738e-04,1.083559039153909886e-01
3.335867173434686972e+00,7.015427090742323735e+00,2.106416701777308376e+01,6.185461643630920216e-04,-3.058864861928771717e-01
3.336667333466693197e+00,7.015427584763331836e+00,2.106978048242568846e+01,6.169723753553762579e-04,2.663890906707573614e-02
3.337467493498699866e+00,7.015428077527664286e+00,2.107539394747277584e+01,6.154025882747908875e-04,-2.821432666898673336e-01
3.338267653530706092e+00,7.015428569038666851e+00,2.108100741291328362e+01,6.138367924710761564e-04,-2.389491739211670879e-02
3.339067813562712761e+00,7.015429059299679970e+00,2.108662087874617441e+01,6.122749773121685841e-04,-4.050417783578024178e-01
3.339867973594718986e+00,7.015429548314036090e+00,2.109223434497039307e+01,6.107171321872400908e-04,1.466577128224333948e-01
3.340668133626725211e+00,7.015430036085059662e+00,2.109784781158489508e+01,6.091632465122236335e-04,-1.570568862671110621e-01
3.341468293658731881e+00,7.015430522616068920e+00,2.110346127858864662e+01,6.076133097223538953e-04,3.311702522935665582e-01
3.342268453690738106e+00,7.015431007910371441e+00,2.110907474598060318e+01,6.060673112906777606e-04,-1.439394881420183459e-01
3.343068613722744775e+00,7.015431491971271249e+00,2.111468821375973448e+01,6.045252406993217647e-04,1.184406140156712105e-02
3.343868773754751000e+00,7.015431974802061710e+00,2.112030168192499247e+01,6.029870874585554043e-04,-2.705623757146577990e-01
3.344668933786757226e+00,7.015432456406029971e+00,2.112591515047535395e+01,6.014528411090011746e-04,-2.472038195517222911e-02
3.345469093818763895e+00,7.015432936786455187e+00,2.113152861940979577e+01,5.999224912069924193e-04,9.784661903609107730e-03
3.346269253850770120e+00,7.015433415946609408e+00,2.113714208872727696e+01,5.983960273367291884e-04,1.023703477459257244e-01
3.347069413882776345e+00,7.015433893889756689e+00,2.114275555842677790e+01,5.968734391091734363e-04,4.953513724283932218e-01
3.347869573914783015e+00,7.015434370619153093e+00,2.114836902850728251e+01,5.953547161576288379e-04,3.308141954947182439e-01
3.348669733946789240e+00,7.015434846138047575e+00,2.115398249896776406e+01,5.938398481374642084e-04,1.582016330402833404e-01
3.349469893978795909e+00,7.015435320449681988e+00,2.115959596980720647e+01,5.923288247277718995e-04,-6.343596200278005248e-02
3.350270054010802134e+00,7.015435793557290189e+00,2.116520944102459367e+01,5.908216356333010396e-04,-5.480022013314195251e-02
3.351070214042808360e+00,7.015436265464098931e+00,2.117082291261890958e+01,5.893182705841821471e-04,-5.918874892741339544e-02
3.351870374074815029e+00,7.015436736173325194e+00,2.117643638458914879e+01,5.878187193328877859e-04,-1.680464849336424094e-01
3.352670534106821254e+00,7.015437205688182409e+00,2.118204985693430231e+01,5.863229716553379099e-04,1.373184529568390877e-01
3.353470694138827923e+00,7.015437674011872460e+00,2.118766332965336474e+01,5.848310173555963014e-04,-7.748011723204022670e-03
3.354270854170834149e+00,7.015438141147591011e+00,2.119327680274532710e+01,5.833428462575830382e-04,1.093986578547519739e-01
3.355071014202840374e+00,7.015438607098528401e+00,2.119889027620919109e+01,5.818584482097708234e-04,-4.525453606471725732e-02
3.355871174234847043e+00,7.015439071867863419e+00,2.120450375004396548e+01,5.803778130862902217e-04,7.925761897219479879e-02
3.356671334266853268e+00,7.015439535458770415e+00,2.121011722424864132e+01,5.789009307852724558e-04,3.569185934617802314e-01
3.357471494298859938e+00,7.015439997874414857e+00,2.121573069882223450e+01,5.774277912260862089e-04,7.601376244083207778e-02
3.358271654330866163e+00,7.015440459117954219e+00,2.122134417376374671e+01,5.759583843598370390e-04,1.915645828753861080e-01
3.359071814362872388e+00,7.015440919192539759e+00,2.122695764907219029e+01,5.744927001491980734e-04,-1.627489698419341269e-01
3.359871974394879057e+00,7.015441378101314740e+00,2.123257112474658470e+01,5.730307285927237855e-04,-2.220134729848560404e-02
3.360672134426885282e+00,7.015441835847413543e+00,2.123818460078593873e+01,5.715724597079965049e-04,-6.790477092068258891e-02
3.361472294458891952e+00,7.015442292433964333e+00,2.124379807718927538e+01,5.701178835368756912e-04,1.089217570715350081e-01
3.362272454490898177e+00,7.015442747864087281e+00,2.124941155395560344e+01,5.686669901441170939e-04,6.841938271107259051e-02
3.363072614522904402e+00,7.015443202140895451e+00,2.125502503108396013e+01,5.672197696212403183e-04,-1.248816549450986468e-01
3.363872774554911071e+00,7.015443655267493916e+00,2.126063850857336490e+01,5.657762120832139857e-04,8.069333495626214436e-02
3.364672934586917297e+00,7.015444107246979755e+00,2.126625198642284076e+01,5.643363076701133707e-04,3.616244915645991376e-02
3.365473094618923966e+00,7.015444558082442050e+00,2.127186546463142491e+01,5.629000465443574196e-04,-3.010922679012086878e-01
3.366273254650930191e+00,7.015445007776965447e+00,2.127747894319814392e+01,5.614674188860124208e-04,6.771325898738403057e-03
3.367073414682936416e+00,7.015445456333622154e+00,2.128309242212203145e+01,5.600384149168287666e-04,2.509869408995397677e-01
3.367873574714943086e+00,7.015445903755480828e+00,2.128870590140213537e+01,5.586130248629423388e-04,-1.635986054236826803e-01
3.368673734746949311e+00,7.015446350045601243e+00,2.129431938103747868e+01,5.571912389872003216e-04,2.331705623209260336e-01
3.369473894778955980e+00,7.015446795207035180e+00,2.129993286102711991e+01,5.557730475736890946e-04,1.548789461070588791e-01
3.370274054810962205e+00,7.015447239242826427e+00,2.130554634137008918e+01,5.543584409280108123e-04,5.032743806408481596e-02
3.371074214842968431e+00,7.015447682156012554e+00,2.131115982206543791e+01,5.529474093819801688e-04,1.056061727002265693e-01
3.371874374874975100e+00,7.015448123949623138e+00,2.131677330311222107e+01,5.515399432905855950e-04,-1.437779013008349815e-01
3.372674534906981325e+00,7.015448564626678873e+00,2.132238678450947944e+01,5.501360330350281696e-04,1.587784143300309259e-01
3.373474694938987994e+00,7.015449004190194238e+00,2.132800026625627510e+01,5.487356690199593967e-04,-2.663843585803502001e-01
3.374274854970994220e+00,7.015449442643177491e+00,2.133361374835165947e+01,5.473388416682311739e-04,-2.063213792500960819e-01
3.375075015003000445e+00,7.015449879988625348e+00,2.133922723079469108e+01,5.459455414380262953e-04,1.263436372646345174e-01
3.375875175035007114e+00,7.015450316229530081e+00,2.134484071358443558e+01,5.445557588024131082e-04,-2.017267063796094606e-01
3.376675335067013339e+00,7.015450751368875970e+00,2.135045419671994793e+01,5.431694842584628953e-04,4.208779645690270965e-01
3.377475495099020009e+00,7.015451185409639301e+00,2.135606768020030088e+01,5.417867083349863075e-04,8.708065905946771323e-02
3.378275655131026234e+00,7.015451618354788366e+00,2.136168116402455652e+01,5.404074215803767465e-04,2.011455977867874501e-01
3.379075815163032459e+00,7.015452050207284351e+00,2.136729464819179114e+01,5.390316145653732379e-04,2.142303829401471793e-01
3.379875975195039128e+00,7.015452480970239435e+00,2.137290813270102419e+01,5.376592773810412148e-04,-5.798977570014030025e-02
3.380676135227045354e+00,7.015452910647194784e+00,2.137852161755114011e+01,5.362903987532593921e-04,2.598338690715731869e-02
3.381476295259052023e+00,7.015453339240760755e+00,2.138413510274132534e+01,5.349249703699791294e-04,1.160966673268901406e-01
3.382276455291058248e+00,7.015453766753424247e+00,2.138974858827079473e+01,5.335629843183628323e-04,2.265396993583148472e-02
3.383076615323064473e+00,7.015454193187667720e+00,2.139536207413876667e+01,5.322044326927278819e-04,3.368987215180874184e-01
3.383876775355071143e+00,7.015454618545971854e+00,2.140097556034447024e+01,5.308493075981388131e-04,2.288436598325712390e-01
3.384676935387077368e+00,7.015455042830811117e+00,2.140658904688711672e+01,5.294976011570385124e-04,6.620769152410153902e-02
3.385477095419084037e+00,7.015455466044660859e+00,2.141220253376594229e+01,5.281493054915652055e-04,2.760216926632635404e-01
3.386277255451090262e+00,7.015455888189986666e+00,2.141781602098015824e+01,5.268044127500768128e-04,3.714031247166416083e-02
3.387077415483096487e+00,7.015456309269256785e+00,2.142342950852900074e+01,5.254629150817319381e-04,1.784409873607404606e-01
3.387877575515103157e+00,7.015456729284931470e+00,2.142904299641169530e+01,5.241248046464365559e-04,5.543197729339600921e-02
3.388677735547109382e+00,7.015457148239469198e+00,2.143465648462746387e+01,5.227900736250670624e-04,-3.068080828513350053e-02
3.389477895579116051e+00,7.015457566135324008e+00,2.144026997317554262e+01,5.214587142042738811e-04,-1.651707853131967607e-01
3.390278055611122277e+00,7.015457982974947271e+00,2.144588346205515705e+01,5.201307185809021880e-04,-1.214397856842577561e-01
3.391078215643128502e+00,7.015458398760786807e+00,2.145149695126553979e+01,5.188060789595059456e-04,3.192941919992270394e-02
3.391878375675135171e+00,7.015458813495285995e+00,2.145711044080592700e+01,5.174847875667142310e-04,1.067594889638088657e-01
3.392678535707141396e+00,7.015459227180885549e+00,2.146272393067554773e+01,5.161668366318915638e-04,-4.059568203093346095e-01
3.393478695739147621e+00,7.015459639820020854e+00,2.146833742087364172e+01,5.148522184012286305e-04,-6.235195318630968458e-02
3.394278855771154291e+00,7.015460051415126408e+00,2.147395091139944157e+01,5.135409251247564704e-04,1.353550385339815920e-01
3.395079015803160516e+00,7.015460461968631378e+00,2.147956440225217989e+01,5.122329490696086529e-04,-1.340515177881537734e-02
3.395879175835167185e+00,7.015460871482960492e+00,2.148517789343110707e+01,5.109282825200214947e-04,-2.028840271459590172e-01
3.396679335867173410e+00,7.015461279960536700e+00,2.149079138493544860e+01,5.096269177610323210e-04,-1.852664122624891052e-01
3.397479495899179636e+00,7.015461687403779401e+00,2.149640487676445488e+01,5.083288470922951285e-04,3.535572016765808900e-01
3.398279655931186305e+00,7.015462093815103550e+00,2.150201836891736562e+01,5.070340628255927753e-04,-3.023434195435979466e-01
3.399079815963192530e+00,7.015462499196919666e+00,2.150763186139342054e+01,5.057425572840090842e-04,-5.059126516377374788e-02
3.399879975995199199e+00,7.015462903551636487e+00,2.151324535419187001e+01,5.044543228060729880e-04,1.808555333655176289e-01
3.400680136027205425e+00,7.015463306881658312e+00,2.151885884731194665e+01,5.031693517341540977e-04,-3.841015233690546760e-01
3.401480296059211650e+00,7.015463709189385888e+00,2.152447234075290794e+01,5.018876364246859694e-04,1.495998659980896928e-01
3.402280456091218319e+00,7.015464110477215520e+00,2.153008583451400071e+01,5.006091692528626515e-04,-2.963211943987760777e-01
3.403080616123224544e+00,7.015464510747541738e+00,2.153569932859446467e+01,4.993339425957855210e-04,2.161246886888423535e-01
3.403880776155231214e+00,7.015464910002754628e+00,2.154131282299355732e+01,4.980619488418565940e-04,5.472226614283219881e-01
3.404680936187237439e+00,7.015465308245240728e+00,2.154692631771052547e+01,4.967931803979624495e-04,-2.362124780577520289e-01
3.405481096219243664e+00,7.015465705477382130e+00,2.155253981274462305e+01,4.955276296773178293e-04,4.250216956972013263e-04
3.406281256251250333e+00,7.015466101701558266e+00,2.155815330809510399e+01,4.942652891080301846e-04,8.737874965552266948e-02
3.407081416283256559e+00,7.015466496920144124e+00,2.156376680376121868e+01,4.930061511286790588e-04,-1.001739107801583040e-01
3.407881576315263228e+00,7.015466891135513805e+00,2.156938029974222459e+01,4.917502081794751772e-04,1.231167451323917361e-01
3.408681736347269453e+00,7.015467284350033417e+00,2.157499379603737566e+01,4.904974527304422228e-04,-1.287248908149297988e-01
3.409481896379275678e+00,7.015467676566069954e+00,2.158060729264593292e+01,4.892478772479852455e-04,-9.937704061372445996e-02
3.410282056411282348e+00,7.015468067785983308e+00,2.158622078956715384e+01,4.880014742178231642e-04,-1.496468307036918632e-01
3.411082216443288573e+00,7.015468458012131592e+00,2.159183428680029593e+01,4.867582361331081338e-04,3.229458816580107507e-03
3.411882376475295242e+00,7.015468847246869366e+00,2.159744778434462376e+01,4.855181554980176695e-04,1.083182779950477848e-01
3.412682536507301467e+00,7.015469235492545863e+00,2.160306128219939126e+01,4.842812248338329009e-04,2.079158317784177701e-01
3.413482696539307693e+00,7.015469622751509426e+00,2.160867478036387013e+01,4.830474366651238308e-04,-8.441001212052561334e-03
3.414282856571314362e+00,7.015470009026103071e+00,2.161428827883732495e+01,4.818167835343933826e-04,-2.011116391672699566e-01
3.415083016603320587e+00,7.015470394318666258e+00,2.161990177761901322e+01,4.805892579918541875e-04,-8.369526278008278253e-02
3.415883176635327256e+00,7.015470778631534898e+00,2.162551527670821017e+01,4.793648526042704151e-04,-9.024687256522953560e-02
3.416683336667333482e+00,7.015471161967042235e+00,2.163112877610417328e+01,4.781435599400372547e-04,-6.557868109568246173e-02
3.417483496699339707e+00,7.015471544327517073e+00,2.163674227580617782e+01,4.769253725896276672e-04,1.291614485533243428e-01
3.418283656731346376e+00,7.015471925715284662e+00,2.164235577581349546e+01,4.757102831462509769e-04,-1.561894535890650734e-02
3.419083816763352601e+00,7.015472306132667590e+00,2.164796927612539434e+01,4.744982842188393913e-04,3.071181585362601357e-02
3.419883976795359271e+00,7.015472685581983114e+00,2.165358277674114618e+01,4.732893684314952746e-04,2.198871929488338539e-02
3.420684136827365496e+00,7.015473064065546716e+00,2.165919627766002264e+01,4.720835284113339349e-04,-6.545491313589027645e-03
3.421484296859371721e+00,7.015473441585668546e+00,2.166480977888129900e+01,4.708807568036803433e-04,-8.329041801021215552e-02
3.422284456891378390e+00,7.015473818144656981e+00,2.167042328040425403e+01,4.696810462601880677e-04,1.568616446932873110e-01
3.423084616923384615e+00,7.015474193744815068e+00,2.167603678222815944e+01,4.684843894507204477e-04,-7.190789622760890981e-03
3.423884776955391285e+00,7.015474568388444077e+00,2.168165028435230113e+01,4.672907790453912193e-04,-1.209408019849948258e-02
3.424684936987397510e+00,7.015474942077839948e+00,2.168726378677594724e+01,4.661002077380494726e-04,-2.141547145149102216e-01
3.425485097019403735e+00,7.015475314815295960e+00,2.169287728949838012e+01,4.649126682294263250e-04,-1.311638374441979893e-01
3.426285257051410404e+00,7.015475686603102723e+00,2.169849079251888924e+01,4.637281532227131658e-04,-1.106013514188117219e-01
3.427085417083416630e+00,7.015476057443544633e+00,2.170410429583674983e+01,4.625466554492586565e-04,1.224703987695776736e-01
3.427885577115423299e+00,7.015476427338904308e+00,2.170971779945124425e+01,4.613681676406615299e-04,-3.423102901247032648e-01
3.428685737147429524e+00,7.015476796291461703e+00,2.171533130336165840e+01,4.601926825392706004e-04,1.539119316295729512e-01
3.429485897179435749e+00,7.015477164303491442e+00,2.172094480756728174e+01,4.590201929031579448e-04,3.196892118534665206e-02
3.430286057211442419e+00,7.015477531377264597e+00,2.172655831206739663e+01,4.578506915016986641e-04,-1.353010740234527609e-01
3.431086217243448644e+00,7.015477897515049577e+00,2.173217181686128896e+01,4.566841711163990522e-04,-1.638037459170806065e-01
3.431886377275455313e+00,7.015478262719111235e+00,2.173778532194825530e+01,4.555206245342658853e-04,1.080238688691380483e-01
3.432686537307461538e+00,7.015478626991709987e+00,2.174339882732757800e+01,4.543600445591348719e-04,4.907806328891127501e-02
3.433486697339467764e+00,7.015478990335102694e+00,2.174901233299855363e+01,4.532024240053156555e-04,-3.902556741157716114e-01
3.434286857371474433e+00,7.015479352751543551e+00,2.175462583896047164e+01,4.520477557003547953e-04,-1.321219488788680785e-01
3.435087017403480658e+00,7.015479714243282316e+00,2.176023934521262504e+01,4.508960324781284231e-04,-1.774623932401493687e-01
3.435887177435487327e+00,7.015480074812566968e+00,2.176585285175431395e+01,4.497472471802235164e-04,-8.587800101331284977e-03
3.436687337467493553e+00,7.015480434461638382e+00,2.177146635858482426e+01,4.486013926799770459e-04,-1.215085232728930764e-01
3.437487497499499778e+00,7.015480793192736542e+00,2.177707986570345966e+01,4.474584618399241303e-04,9.745048110418193243e-02
3.438287657531506447e+00,7.015481151008097882e+00,2.178269337310952025e+01,4.463184475410874328e-04,-9.867760656682851572e-02
3.439087817563512672e+00,7.015481507909953507e+00,2.178830688080229905e+01,4.451813426810422936e-04,-4.955209126299776889e-02
3.439887977595518898e+00,7.015481863900532744e+00,2.179392038878109972e+01,4.440471401639704222e-04,2.537237941232149407e-01
3.440688137627525567e+00,7.015482218982060481e+00,2.179953389704522593e+01,4.429158329056328614e-04,-4.246321628505376339e-02
3.441488297659531792e+00,7.015482573156757162e+00,2.180514740559397069e+01,4.417874138375150550e-04,-9.404638781599758413e-02
3.442288457691538461e+00,7.015482926426842347e+00,2.181076091442665188e+01,4.406618758908008218e-04,1.283622560486344898e-02
