h2,S,t_gen,R,R_noisy
7.678264589689414166e-01,7.567497152821764939e-01,1.275760506989372445e+01,3.556482370177856955e-01,3.701109624579988489e-01
3.154367342034349320e-01,6.719241899558608955e-01,6.809139579219545269e+00,1.653157373487729453e-01,1.713678686409578766e-01
6.873869331855438913e-01,2.080079887296794716e+00,1.351845809262804288e+01,4.668233163999671032e-01,4.745997442344914163e-01
1.594798521685384385e-01,3.241462249053805866e+00,9.511082965900827801e+00,1.237146980012417546e-01,1.162895597656495583e-01
4.523928825299289858e-01,3.559299422347953712e+00,7.061905375345221003e+00,2.190226482385698448e-01,2.332053300094732995e-01
6.018531851008486200e-01,3.587286657841560533e+00,1.608346125501509682e+00,2.708828164567783081e-01,2.638731303736147060e-01
4.707556553912143893e-01,3.615111212192949175e+00,1.212038467429245436e+01,2.013631215257426221e-01,2.021318857294633342e-01
6.358809174669550757e-01,9.835940544969780097e-01,1.943903965746556750e+01,3.426958286052070313e-01,3.535682240750819827e-01
7.089924115705320551e-01,3.205997610825016331e+00,1.207333406466062087e+01,3.175971999975236715e-01,3.142031746824572869e-01
8.391310168350546439e-01,3.992413367920386591e+00,1.012469110606748490e+00,2.344395916431083748e-01,2.356335761795266548e-01
6.017040430347034841e-01,1.457201623648790800e+00,4.251483971627054714e+00,4.830753066369011250e-01,4.831582212194774906e-01
1.995576432698548119e-01,1.985753316251143819e+00,6.736178112926856087e+00,2.112535485990564565e-01,2.128209287487721479e-01
7.028958008998700269e-01,1.054569106943198387e+00,1.667704519239949690e+01,3.951001509630038266e-01,4.010033624293620758e-01
4.101818282227567836e-01,1.677265921381277503e+00,1.972972583590543394e+01,3.137355143562043924e-01,2.987544046610433046e-01
6.438037671470310253e-01,2.553155953903349928e+00,9.396300072693836825e+00,4.217004835249086869e-01,4.164589471093025907e-01
6.358201953392458305e-01,4.406975015868906942e-01,1.211727847124606505e+01,1.996538434797358597e-01,2.203083589951314869e-01
8.041975391475829626e-01,3.609577763414346219e+00,3.986739896277442519e+00,2.926314442381499625e-01,2.730947243089443810e-01
5.508799100740595645e-01,2.035962454094199625e+00,1.089087779442554371e+01,4.238320162802541313e-01,4.174628355220788012e-01
2.450530023297055049e-01,1.533034363663902111e-01,1.179589540054912611e+01,3.060314565811192086e-02,3.858774709414399678e-02
3.953106080310240245e-01,9.601560686753197738e-01,7.462724285607089669e+00,2.651472725581672241e-01,2.467370369676794295e-01
5.775266546776550713e-01,3.662600479222726690e+00,1.764580261243071746e+01,2.037624563782530207e-01,1.951447269306301191e-01
5.351890820944629201e-01,3.367439051262013372e+00,1.841089403804005986e+00,2.919824418427521273e-01,2.839468537526058101e-01
2.145830505633433694e-01,3.762327800427699209e+00,9.727350212675222707e+00,1.152518426121714040e-01,1.309247216469794362e-01
7.504273842481666845e-01,2.087084831243093408e+00,1.668620278392539547e+01,4.735199137149722626e-01,4.648329062774700371e-01
5.425391057352516588e-01,2.879318225197541992e+00,3.740128754342655348e+00,3.673606955934195506e-01,3.736812397894634930e-01
5.402811724259344306e-01,9.115097301057025758e-01,4.831807436123969346e-01,3.672847325387255668e-01,3.609860013164339354e-01
2.243335089197479593e-01,1.461701813905929903e+00,1.230208162306726294e+01,1.988471240240990701e-01,1.989516371687990726e-01
4.678788673504961082e-01,2.485143449814514849e+00,1.680247809369250689e+01,3.261312922057570396e-01,3.148023793051668018e-01
2.783919861432186948e-01,3.676249041030004605e+00,9.888402464381197632e+00,1.453331117732396538e-01,1.306210424039795648e-01
3.350200169914959725e-01,1.334387732771827206e+00,1.568983415985152519e+01,2.558215837324389619e-01,2.511369072204737707e-01
3.406045436974373675e-01,4.463620401431313001e-01,3.257572744542516219e+00,1.303519265643975078e-01,1.165901677968025490e-01
5.648407733412580400e-01,1.196649342261851379e+00,6.116006509926577017e+00,4.127503417908383598e-01,4.109858611357219416e-01
3.668692591434706274e-01,4.546057478912818306e-01,2.442392115966585120e+00,1.437489898453559456e-01,1.449317650461971196e-01
8.149201136256543077e-01,2.801304927814025625e+00,1.514960956800296543e+01,4.010447696662554629e-01,4.051325641561968616e-01
6.881459233905702355e-01,3.383556129266098167e-01,8.201859447883226295e+00,1.796691998928302281e-01,1.949403671945420247e-01
8.835153293890106729e-01,2.223821950019948979e+00,8.116961833439328977e-01,6.238236803982559753e-01,6.380067408407548157e-01
5.698940007482472536e-01,1.936843031498614698e+00,1.126980944026143661e+01,4.347053556239267036e-01,4.236635121343163557e-01
4.157739690728505799e-01,3.130253703557924538e+00,8.607121233884043932e+00,2.600836056611953162e-01,2.525839374845521568e-01
3.839387255240404029e-01,1.246143489677354221e+00,1.240809222856647054e+01,2.861873570854460702e-01,3.030793216779634758e-01
8.134568488330440328e-02,1.775774488996676226e+00,1.733583381674605661e+01,8.159731130893579931e-02,8.104426625408603369e-02
6.485859373355676860e-01,2.689339562296570119e+00,1.379954554821336554e+00,4.543014751472161383e-01,4.504362313102002746e-01
3.183899865238233873e-01,3.318820646040344879e+00,1.774852830486847566e+01,1.786462365018077758e-01,1.893486197501070556e-01
6.928008266387605807e-02,1.052297073503027480e+00,8.930014989370807399e+00,5.651535174211295282e-02,5.026003067322855344e-02
8.257189541002135647e-01,3.852820621894295527e+00,1.522312451380122766e+01,2.128748257117870912e-01,2.222019861643386718e-01
2.509194838575349307e-01,1.932928236239814579e+00,6.040463689907489275e+00,2.573456664148289774e-01,2.543174463746685765e-01
1.294458460999044491e-01,2.982910105450163218e+00,1.123067179461709841e+01,1.137412192313373288e-01,1.266794288878418384e-01
6.775006783269670319e-01,2.043644144878196123e+00,1.619945344256876041e+01,4.516342348474829960e-01,4.501712584200232570e-01
7.057351639406244104e-01,1.340557020892742868e+00,1.347564466077830936e+01,4.604233546753697670e-01,4.686121271057242521e-01
7.056869281337923017e-01,2.304305150655162393e+00,1.278860099257417104e+01,4.566361376517150683e-01,4.672164089709809898e-01
5.735550481054424443e-01,2.542029329715656871e+00,6.889450350350880825e+00,4.111702316557772074e-01,4.273192116280128405e-01
7.227393858396605197e-02,3.862726319037303124e+00,9.318097116799140878e+00,4.534455533864948512e-02,3.737042840953270356e-02
5.042812682079553799e-01,2.000734512997727865e+00,1.334227174186744236e+01,3.891461449380761994e-01,3.853009711007290838e-01
8.665917168838322970e-01,3.397381430784897738e+00,1.741153786922862778e+01,2.911991317708929605e-01,2.770204165816629316e-01
4.369286662121890652e-01,3.961474912571251394e+00,2.194170279255138745e+00,1.753202941035923168e-01,1.580822114338159001e-01
3.020965095241969767e-01,3.184871829950223443e+00,7.170114534266631701e+00,2.106359509446291689e-01,2.056560979872500416e-01
5.237634435356428586e-01,1.378390741624204940e+00,3.741938681674650269e+00,4.321660482227802080e-01,4.337532511599916929e-01
5.874634516962979891e-01,1.619699322333435942e+00,1.843761230831451670e+01,4.069873025355493779e-01,4.195104779172583176e-01
3.029436496070334051e-01,3.529832635173848487e+00,1.723093863591105546e+01,1.541638784143455621e-01,1.499946174313939451e-01
7.086635840681874132e-01,1.970595950338271951e-01,3.739259098484621902e+00,1.212798578636171548e-01,1.403797650766717142e-01
7.652905675246037820e-01,1.871545444094923294e+00,1.336337771854701373e+01,5.095902153463920392e-01,5.114011395700798213e-01
7.061602151596786670e-02,3.676623264969800964e+00,3.348638805926742457e+00,5.432070701207220020e-02,6.312011977024041542e-02
1.353804516920684986e-01,2.554495409321175803e-01,3.990471203057281979e+00,3.134359769627850789e-02,2.876994820219454935e-02
4.754920960644722916e-01,2.561808912241096081e+00,5.060332214831699815e+00,3.752906992475001369e-01,3.626980913267219275e-01
1.000991603892729953e-01,1.999641975542677308e+00,1.271614102462626406e+01,1.064380115580316755e-01,1.222607038787783540e-01
2.164916291510101676e-01,1.781218624104512926e+00,2.551299852542232571e-01,2.464091305244424934e-01,2.434862279719854083e-01
7.916937398439222173e-01,3.012119508712947535e+00,1.631945175236273116e+01,3.532308876404562925e-01,3.643300960687439471e-01
8.987770548281556193e-01,3.248404476463602641e+00,7.183141194876771607e+00,3.677791868067159520e-01,3.640573467560715426e-01
7.660747253660866729e-01,2.697474321187767643e+00,1.925662052065910679e+00,4.891159412296319231e-01,4.949563491950974004e-01
1.898116721934525741e-01,4.169043179348009831e-01,1.708246216246813987e+01,5.854463123039725658e-02,5.691998909533437651e-02
7.333056811662792551e-01,3.362205653747465828e+00,1.216828418389914468e+01,2.939143638555881122e-01,2.904140585073240466e-01
5.446738109145521367e-01,3.351859491142135106e+00,1.987570609412412370e+00,2.967308362787081655e-01,2.952018965290488794e-01
8.956157293614909198e-01,2.048271962570941795e+00,2.551766307418403823e+00,6.345304760568192259e-01,6.413112777571345902e-01
2.900841036114949478e-01,3.353007063605507820e+00,1.618139429626272019e+01,1.674519625919497212e-01,1.553244750151527021e-01
8.158960360422721214e-01,8.657556846356238012e-01,1.647115001204489459e+01,3.914160040576230015e-01,3.816275106186210464e-01
6.372270766995388747e-02,1.822239388314404129e+00,1.537922779766206283e+01,6.669721790777664860e-02,7.647945133700539966e-02
2.386844807928604761e-01,2.026747481688979224e+00,1.998571582160082460e+00,2.629062441656219162e-01,2.555004283389837316e-01
8.186777168104382163e-01,1.582883996829686835e+00,3.801170276062877385e+00,6.057418309003009815e-01,6.075126194963981208e-01
4.834139042340289683e-01,2.895677599508914124e+00,1.984432923357255518e+00,3.506627364738075792e-01,3.371037458957164556e-01
2.271661527532935487e-01,3.882694566675477077e+00,5.988814872661468058e+00,1.168997675796999425e-01,1.146598059883811999e-01
6.449408420184319368e-01,6.754139782064895181e-01,1.247107867686259475e+01,2.853176561964497759e-01,2.962210297621348243e-01
3.206341483073115173e-01,1.985311301785296134e+00,4.293416109017684335e+00,3.200848270751809888e-01,3.208352904722134857e-01
5.507886309211916798e-01,2.495964736867176015e+00,1.498745212662642157e+00,4.421975688506781799e-01,4.441821523542913153e-01
4.032959854055491733e-01,3.452535386777387250e-01,1.540514067298050804e+01,1.022605253810026787e-01,9.822038921761269692e-02
1.183759744366003896e-01,3.372606342225665355e+00,1.006648205117224748e+01,9.036234730755435263e-02,9.123717994132723996e-02
1.043534546371919502e-01,5.380654117950861570e-01,1.672141689343365911e+01,4.188214738605035292e-02,2.393151584824082176e-02
8.264069521299517440e-01,5.937035898106822751e-01,1.552522054982347122e+01,3.049228775700154048e-01,2.884396025775035066e-01
7.883057491917021542e-01,5.509562243876207077e-01,1.516960321045757176e-01,3.432148042751219097e-01,3.471670624025032792e-01
4.393482191070949283e-01,9.101205323452676854e-01,1.835590031105164854e+01,2.441802101006745607e-01,2.263541953573490473e-01
2.541862512927769435e-01,3.603628712289463465e+00,1.176942870443993172e+01,1.394838041410849661e-01,1.523896704998827512e-01
1.631957531534143080e-01,1.275603598427809127e+00,1.657761211184287120e+01,1.324985999430783878e-01,1.408124865483687815e-01
8.639475752200290737e-01,1.651455195903975603e+00,4.841670953387788856e+00,6.181216076268686299e-01,6.059056104856923586e-01
5.093248313199745247e-01,2.073311043061906833e+00,1.689964155238072863e+00,4.594307462635309758e-01,4.374075028596940973e-01
5.655093199842359253e-02,3.382854783950385968e+00,1.678009444291443586e+01,4.342871449854731475e-02,1.900169861612461056e-02
5.817762827143536652e-01,3.795055195743904708e+00,1.420472792617704094e+00,2.315882643438296751e-01,2.344749918265945365e-01
6.939309424308101049e-01,1.591039108871953545e+00,6.110706355082951013e+00,5.277707397596617112e-01,5.266132439744464211e-01
3.083609196706603717e-01,1.269454562691365140e+00,7.528684442010717959e+00,2.581575720082530112e-01,2.714221285504394010e-01
8.829715736284292626e-01,7.939773527281562826e-01,5.285698402975331334e+00,4.537463931182026955e-01,4.582437217887411762e-01
1.001300001522628103e-01,9.763285348745412984e-01,1.739218027431309821e+01,6.835922481337294854e-02,8.372837139189071021e-02
1.449653135732413001e-01,2.591357468162891919e+00,1.243558544459220805e+01,1.389841156366012354e-01,1.475265113452629007e-01
5.632570330195961761e-01,1.667124319066283666e+00,2.462901669412400629e+00,4.894744311239153101e-01,4.797823084467661703e-01
4.431164191328845758e-01,3.343006027706502792e+00,1.824628483865996031e+01,2.150062893936881825e-01,2.129171043122166929e-01
3.641545994731701374e-01,1.758144791322006739e+00,1.398131602931052164e+01,3.063313667173706567e-01,2.976362307917442274e-01
6.419118701663368842e-01,3.627494291260941139e+00,1.624545469511375906e+00,2.717498757047546731e-01,2.683436374582330863e-01
8.395744769520934181e-01,2.586439728374984703e+00,5.696975053392443478e+00,5.041703946181298468e-01,4.987510011439521551e-01
7.813233557155685460e-01,2.707183833206396439e+00,1.046216253427595433e+01,4.335310307662013085e-01,4.309411158341266423e-01
6.676209929670432475e-01,1.487612023551145413e+00,1.511844044721781088e+01,4.499774521765774749e-01,4.632942691117865608e-01
2.959303969392169109e-01,3.351866185972836032e+00,5.144895846265338690e+00,1.964142744991117517e-01,1.906120448164677073e-01
3.080391136786544415e-01,3.314562440832316881e+00,1.773188167952545058e+01,1.752289881707720376e-01,1.629929314451482592e-01
2.014263794416544795e-01,3.971854733882752786e+00,7.309607568331381700e+00,9.900132665008939958e-02,9.239775179338233224e-02
7.943361271358954090e-01,3.791534585720608419e+00,1.807777105024882758e+01,2.132447549675171306e-01,2.081838691891268467e-01
6.252981371813991496e-01,2.512431711487105090e+00,1.505166204839092359e+00,4.732666007391854723e-01,4.671575848128869390e-01
5.394157110785403608e-01,2.765028264517016332e+00,1.479009090576338181e+01,3.299068784712482771e-01,3.279371165223290419e-01
1.096421647718266723e-01,4.342472138636678247e-01,5.109591234495511891e+00,4.173191115750069652e-02,3.715462304465276533e-02
7.712186631047772689e-01,9.402438729726410038e-01,8.095355322434373946e+00,4.393459407281490314e-01,4.502230351689638366e-01
1.731254747646685244e-01,3.517240273985680066e+00,1.261724946601242969e+01,1.097766943660224565e-01,1.186559873518558961e-01
4.831133597917617317e-01,3.228009104338958490e+00,8.895526249722145451e+00,2.687668139443813442e-01,2.608961952621937641e-01
8.451835673428231832e-01,3.179304175367558827e+00,1.068461340496130951e+01,3.551655395518645286e-01,3.647870092130169883e-01
3.538365580845901359e-01,4.801350439616861587e-01,1.424632798375967013e+01,1.237153449468757632e-01,1.375088556782657068e-01
4.390013481570786413e-01,2.163697564930602280e+00,3.981508256536969714e+00,3.970723992022260895e-01,3.969163504689823818e-01
8.529975620318900331e-01,3.870795867224120723e+00,1.965850324633001023e+01,2.037175496860679780e-01,1.950864593735259223e-01
3.027412021083571436e-01,3.513020972790295904e+00,1.608116030772452021e+01,1.574638686404678523e-01,1.616460079418011175e-01
4.344279322220558348e-01,3.986028057627725829e+00,1.810641091818039072e+01,1.391529977809164709e-01,1.381902605262357864e-01
3.740747682596295975e-01,2.606242343277038298e+00,3.753399364947591632e+00,3.233087992729022364e-01,3.265219571413151556e-01
3.961002990085533693e-01,2.977042083542044359e+00,1.075438453661892346e+01,2.633680434138405690e-01,2.526027939499763120e-01
4.165119847406411613e-01,5.754899594719720124e-01,1.107664608442318510e+01,1.749360468602996210e-01,1.957729039545039462e-01
8.922864029857265900e-01,1.689739974347876483e+00,8.616981619820666793e+00,5.959534890962372433e-01,5.938560663613527968e-01
7.346130506882722067e-01,3.165888562803853112e+00,1.093225948638800915e+01,3.351201527347317799e-01,3.403075922536236142e-01
8.468197974287935970e-02,1.078937018526281655e+00,1.433913089390754969e+01,6.521472753978231618e-02,5.915567899847441746e-02
5.677966995431299457e-01,1.760247184487820249e+00,1.432050256064053961e+01,4.189853057612512588e-01,4.204538348206391385e-01
5.999150542890219207e-02,4.276625991876782384e-01,5.746142070316841988e+00,2.252107591557978017e-02,-4.908861472291588257e-04
1.165624493088730645e-01,1.775422228175847827e+00,7.273002889269775117e-01,1.422198519273514261e-01,1.291378925035631398e-01
5.457023937136322722e-01,1.114469096567298534e+00,4.523866974712856148e+00,3.960721175690360973e-01,3.712934294209414010e-01
5.775022227664503571e-01,2.721613481759337372e+00,2.107972327055551709e-01,4.285592558213051628e-01,4.384111175255592241e-01
1.949566523557438313e-01,3.699265543015835433e+00,3.365572915118648645e+00,1.229640979467262613e-01,1.090549302205783000e-01
3.927449769423055348e-01,3.097424488393743403e+00,1.650899216434136285e+00,2.833984188896124246e-01,2.678039432179134538e-01
3.564333689758175105e-01,2.090635917606291638e+00,1.615179521761307768e+01,2.938211788605162300e-01,3.051122396339877585e-01
6.482736797515715743e-01,2.578688371293010206e+00,1.369194473047831373e+01,3.969247054484539849e-01,3.920382704108306138e-01
4.068778582318547388e-01,2.025317154918581775e+00,1.961828682901256560e+00,3.943432403908485040e-01,3.927170248409243003e-01
3.768830046175714044e-01,1.854097410119893263e+00,4.998451285446947168e+00,3.575056653216755476e-01,3.683062560204145020e-01
7.516701453659322407e-01,3.745722220479753339e+00,2.118051652162422638e+00,2.660942393977885900e-01,2.710754283945213672e-01
6.182529747728131575e-01,2.112446002821323443e+00,1.038491638789262161e+01,4.538958524828304864e-01,4.571118081320698079e-01
1.441343522943454303e-01,1.800427291460908075e+00,1.636976334310688230e+01,1.392430027313526497e-01,1.458930267723166918e-01
5.089146349421266313e-01,2.872115406695955331e-01,1.702872213338693097e+00,1.298213609082342068e-01,1.104408515552612463e-01
2.409715490803054916e-01,1.022411806887784103e+00,4.153490660148763780e+00,1.900266148355086449e-01,2.030829190400461060e-01
2.794040952930023081e-01,3.392417116074258221e+00,1.695186601267184656e+01,1.585375375675879273e-01,1.719608576668479050e-01
5.709520117299858866e-01,3.554703478219249924e-01,1.335565831193823438e+00,1.759199678427299240e-01,1.945527981651511140e-01
7.854035246130026682e-01,8.953055072656340707e-01,1.733243743248122826e+01,3.855495216709460826e-01,3.647290595002386504e-01
3.550003547191344921e-01,3.508867590966095573e+00,1.285089864737470045e+01,1.811692559187654539e-01,1.728182827594964555e-01
4.934800953978207838e-01,3.557108242537923459e+00,6.509126374336728915e+00,2.318313620934932817e-01,2.263674082728526771e-01
1.163841522572825471e-01,1.891062424761846605e+00,3.132402394663256207e+00,1.388870413095906753e-01,1.561316019427078094e-01
7.080105277801697072e-01,2.702613182814633586e+00,1.195082727440956560e+01,4.055174470987578106e-01,4.113664355881896384e-01
1.973918610084773873e-01,9.440040426992013511e-01,6.016949866821819093e+00,1.450418411007016462e-01,1.629912824203310906e-01
3.887336903233691854e-01,2.231812931933302657e+00,7.521218979506317126e+00,3.426953847411035037e-01,3.474258064824301551e-01
2.832579222648147765e-01,1.950642064681342713e+00,1.502156315039751711e+01,2.514744688715330190e-01,2.452840655301835315e-01
4.914591055061832692e-01,2.877144909413831719e+00,7.734431586001065284e+00,3.271605497995196399e-01,3.143934418445469281e-01
3.046348931891029177e-01,3.206338351936244724e+00,1.996753157499533415e+01,1.803487361784910648e-01,1.748754821025376160e-01
4.480636298191975064e-01,9.138127058868785735e-01,1.978785154357554887e+01,2.458559734257583229e-01,2.600948554291516168e-01
4.248460141256218403e-01,3.796582302305225198e+00,1.943802133596304316e+01,1.558560407315652541e-01,1.475785632364339517e-01
5.711380490840647361e-01,3.162696548189650070e+00,5.737487178792077813e-02,3.482256590983305311e-01,3.306648994035685796e-01
6.355958503038223739e-01,1.638613009734363413e+00,9.132650825720968868e+00,4.791268577152342778e-01,4.821970445148485163e-01
5.018526523491141367e-01,3.947368309891104321e+00,1.303919386568182759e+01,1.630096668535560844e-01,1.769916006651791329e-01
6.812113186345014615e-01,1.619029197808494080e+00,9.052195723996698362e+00,5.009456140050019268e-01,5.255796548369241483e-01
8.129602933410605692e-01,2.871997895069986484e+00,2.273472688828717114e+00,4.636052750989266280e-01,4.763871837377287588e-01
4.391475851641881700e-01,6.928196307340585003e-01,1.523302579730301431e+01,2.036863378787422130e-01,2.136607496772271464e-01
7.786296834927823596e-02,3.963122876660681637e+00,3.243384888241647168e+00,4.963376071054333150e-02,3.202525446245801932e-02
7.018641070494588963e-01,3.890424670541509311e+00,6.278523641604387251e+00,2.180636253944048808e-01,2.145529442494309158e-01
4.401626051739029322e-01,3.956652434850506328e+00,6.672700577107679720e+00,1.650034844642519483e-01,1.614855369102097815e-01
7.151856061711125978e-01,3.144866581144466711e+00,6.383087645336880556e+00,3.571437143678919957e-01,3.587674511359365548e-01
7.755259769895449518e-01,3.769709175156763514e-01,1.861477072110276865e+01,1.937786549869566222e-01,1.847194521575987736e-01
1.153362581824066146e-01,1.277789530137964924e+00,1.016528183355025661e+01,1.040901186415166269e-01,1.122778232567193113e-01
3.884234573722930017e-01,1.966097884502860382e-01,1.151480224782594419e+01,6.107953353734557611e-02,7.387148314460120768e-02
6.794866156598766693e-01,2.090133337278364589e+00,8.994644281091468407e-01,5.547106004395243595e-01,5.560475960929490702e-01
4.339396940157999594e-01,2.514308979101148367e+00,1.801119242925038222e+01,3.046479110992619255e-01,3.019685583944245466e-01
4.336569310576463554e-01,3.914247700534405627e+00,1.976146909992587553e+01,1.445101185598139382e-01,1.466348167768798116e-01
4.567654722845446158e-01,1.213308006367253000e+00,8.923791151889638229e+00,3.392060909273010294e-01,3.432284442390422519e-01
8.901771475689267410e-01,2.430116143771587911e+00,9.956370118437980921e+00,5.150103644798094127e-01,5.231653473721784575e-01
2.539568482835736773e-01,3.965950701577825033e+00,5.899964529570738136e+00,1.191307671138514407e-01,1.107086495017441385e-01
1.887045766400073377e-01,2.719083099674304727e+00,1.369377071663503997e+01,1.641386983332420724e-01,1.788161396792576907e-01
7.022364613475823303e-01,3.391333508708977984e+00,2.052023169828285365e+00,3.278273519080222576e-01,3.283628180880701075e-01
7.635166777244594138e-01,3.814091987054322619e+00,1.027529552062057761e+01,2.257626792789695913e-01,2.241976860800674320e-01
8.878610608227871515e-02,2.475386045190905437e-01,1.345718171194070933e+01,1.756028758110879731e-02,2.465325883141418484e-02
5.713159925735856737e-01,2.474080307598808037e+00,1.195264760969798878e+01,3.905286533199180399e-01,3.836909948597973519e-01
7.787046585994085168e-01,2.079530222524819560e+00,1.246947189009901535e+00,5.972905086031274902e-01,6.062316061578929549e-01
6.604423372198935382e-01,2.087828658797693748e+00,1.562132212244208773e+01,4.447458081111997363e-01,4.663995460386602954e-01
1.752404813424606744e-01,2.622533885587215341e+00,7.167703179471898167e+00,1.734541172499538264e-01,1.779698628452640319e-01
1.927650482623844974e-01,5.436739142347298825e-01,6.187183118094356615e+00,8.740152958148809936e-02,8.960380149983965259e-02
4.289579576503651515e-01,2.441278255710587430e+00,4.869826876500793489e+00,3.647536866541670753e-01,3.601065090378358091e-01
3.673545518827018297e-01,6.750509947746085038e-01,1.746105891615453487e+01,1.665349047633601087e-01,1.816301237352445919e-01
1.929975223411453666e-01,1.997379969180328896e+00,4.313330828127859284e+00,2.131145854026472719e-01,2.245848259064176233e-01
4.910251994513907814e-01,2.264376667322786751e+00,4.648175064997057682e+00,4.160114464250153077e-01,4.009561480273203249e-01
2.113256042657534750e-01,3.304181566043625562e+00,1.692610483103516827e+01,1.362555274912863601e-01,1.461126560418181397e-01
1.152326584489153788e-01,6.735312985045183165e-01,6.472709503056835345e+00,6.476683014939751959e-02,5.814593704201032748e-02
4.666942371176841520e-01,3.973099344366876728e+00,1.555968345640488870e+01,1.496820122166909184e-01,1.379432837251645116e-01
8.485648981992174322e-01,3.342835189751584668e+00,1.054345399755902335e+01,3.235167371905550704e-01,3.228154013825567659e-01
1.800467023599693905e-01,2.047768633136656247e-01,1.406624910045619004e+01,2.911553996866635824e-02,2.249001706350632623e-02
2.189608774874218233e-01,3.454647146730081886e+00,9.443856436759807238e+00,1.412645799333092922e-01,1.529102218540372704e-01
4.842111429501289588e-01,2.075471384460572555e+00,8.267401806957488830e+00,4.022601019714746040e-01,3.896209616607326232e-01
8.558925410331242878e-01,3.994373311412113825e+00,8.854466266107554162e+00,2.095597584670941538e-01,1.966341584830458289e-01
4.338056927677487185e-01,1.782117598232122901e+00,3.329021538270513503e+00,4.053733792632580601e-01,3.958614676045688063e-01
2.291809356931781561e-01,1.544137706003829158e-01,3.860080122021258831e-01,3.411069576545345400e-02,3.267968432710706417e-02
5.386473848939418163e-01,3.182854403945686528e+00,1.097548101904116535e+01,2.841284145535867278e-01,2.900165547463761095e-01
3.243561834044392245e-01,2.004506999394174205e+00,1.448868386397780483e+01,2.804959473274420412e-01,2.695545878166454301e-01
1.476022881838332523e-01,5.199323701262554831e-01,1.975138520375261209e+01,5.517856640336464558e-02,4.788431848084329784e-02
5.845046954455530575e-01,6.730521045760314847e-01,1.331274019322690627e+01,2.595741720251664164e-01,2.438135589957342586e-01
4.192846195373954310e-01,2.600199848477058762e+00,9.375269327339799119e+00,3.213207895699534133e-01,3.192839340954873872e-01
8.624611868119941294e-01,2.916569247124331632e+00,3.389606499273218887e+00,4.581747257809800078e-01,4.478705081757048401e-01
3.764956030661934516e-01,6.459929927719475495e-01,8.616673881845102301e+00,1.825158279202718503e-01,2.041848021938318658e-01
1.798290087961968986e-01,3.330313399737744318e-01,1.991473727794110360e+01,4.379088227108642734e-02,6.300658617325083366e-02
3.249932554801935325e-01,9.369002395688882379e-01,1.790920296758529773e+01,1.938218677031486037e-01,1.844182463575261832e-01
4.568995875432441678e-01,5.274627802858197212e-01,1.061904350655771267e+01,1.773411126832303286e-01,1.786403474446230100e-01
2.962232979421554058e-01,1.640837767580397566e+00,3.918359676645977174e-01,3.117268522735381908e-01,3.158475490875944369e-01
4.100637105056492704e-01,2.212369102205481219e+00,1.938994732057243198e+01,3.100352077882169710e-01,3.044823717194621304e-01
6.499977292538645646e-01,9.283352008947092227e-01,1.634277567003517362e+01,3.456237354036878484e-01,3.416147571033051333e-01
7.002365692077460180e-01,3.511845663850993393e+00,1.774744099637354111e+01,2.462575511050692501e-01,2.525660221678970863e-01
5.526717585753413431e-01,3.798215220634066469e+00,1.587507512114648733e+01,1.846820687198362787e-01,1.818676444247583623e-01
4.596820641806827479e-01,1.563658739526924135e+00,8.857934881825372031e+00,3.799061848986265422e-01,3.767898384011342805e-01
1.472949063173678297e-01,7.642444599892950219e-01,6.867078258500026067e+00,9.120391309804910807e-02,9.079469898396839989e-02
6.178866636231582499e-01,3.310465743267356764e+00,1.333016961587147975e+01,2.756716282247745897e-01,2.879264011305456838e-01
2.468264856418915243e-01,9.766424486417627504e-01,4.324528936635796406e-01,1.985132160290916381e-01,1.957953271645899718e-01
6.781517523011382220e-01,2.979922975567336874e+00,5.723770926672249182e+00,3.828434336543250494e-01,3.866143178416029391e-01
8.612816174459839713e-01,3.301654014587631636e+00,4.052523859956411734e+00,3.669901030084611881e-01,3.692726772107827737e-01
7.763075321899015613e-01,3.863938034284647438e-01,1.503084452354014822e+01,2.052851859645813126e-01,2.123321039828647838e-01
2.839926165165381211e-01,2.521371880201087601e-01,1.240376568481164021e+01,5.654898156848561092e-02,5.450078512530243807e-02
4.438243810457876415e-01,9.716941847583978609e-01,2.553600684793324582e+00,3.171473505046318864e-01,3.121222320557389684e-01
4.280927506632788426e-01,3.433662185282992940e-01,1.645689066331208750e+01,1.063931826143723891e-01,9.940529622216606742e-02
7.041347289967911927e-01,7.180780836051998683e-01,1.364904826155069628e+01,3.163584572622288316e-01,3.186350008473325945e-01
4.050750752617763295e-01,3.864746764213832009e+00,7.632738939877947715e+00,1.662198271671852523e-01,1.675153337477346960e-01
3.495233653432044396e-01,2.273654581782118544e+00,4.333675404369580875e+00,3.311925833923426987e-01,3.285230369548157170e-01
5.495015684980241177e-01,3.281554809895955716e-01,3.634498950507469850e+00,1.526873607207334671e-01,1.548115426381868887e-01
5.345317481565465823e-01,2.267146629074193731e-01,3.882873663393859864e-01,1.115168130667854862e-01,1.350791459315162091e-01
7.672040538954576494e-01,3.513743085391327625e+00,1.031608993439415300e+01,2.789648749042027420e-01,2.867571584060571444e-01
8.379895455461754405e-01,1.472861573521983880e+00,1.779399645005878128e+01,5.055887266452189222e-01,4.871420378934194773e-01
7.793323525997408741e-01,1.018685699206975714e+00,4.910884229207392870e+00,4.869250112309739253e-01,4.998598993508193145e-01
