theta,g,rho_air,a,a_noisy
1.217257196062682567e+00,9.034625562017609468e+00,5.612323528348472923e-01,7.576533445552069423e+00,7.624514033346045494e+00
1.371940992603985610e+00,1.155114126609422698e+01,5.399279301802446529e-01,1.027765289963028650e+01,1.027761195357130575e+01
3.072513715524121669e-01,7.556160642866782240e+00,6.279225663624613540e-01,1.133546811247303499e+00,1.109531913089699895e+00
8.099884279375955121e-01,1.312782463742347083e+01,1.359221536504527261e+00,6.765736658418871841e+00,6.770032710189942904e+00
8.725830343368262687e-01,4.935500514144308681e+00,1.470815342606105247e+00,3.057579082552467131e+00,3.063146297508505977e+00
3.537648600099753127e-01,7.114889705962930577e+00,1.317944652132129857e+00,1.331686520283654307e+00,1.394066132068642938e+00
1.043701283050135542e+00,4.433656702409223271e+00,8.261885962730930455e-01,3.357450905758284865e+00,3.399541063730407764e+00
6.976873074208541636e-01,7.983978241094940032e+00,8.583317944114704501e-01,3.875691611577245066e+00,3.885737317518007661e+00
4.159883057232387493e-01,1.335278367401637567e+01,1.105329703992929513e+00,2.973587669612815176e+00,2.962560382547663629e+00
4.168812918079572993e-01,1.164607630422669970e+01,5.711683724375608007e-01,2.766795996241961930e+00,2.719568608367472606e+00
9.125832927386676729e-01,1.462416779684188484e+01,9.556151442860976175e-01,8.811339338956855727e+00,8.821294430369349016e+00
1.453764231532006235e-01,1.464642700229312311e+01,1.383642459511755129e+00,-1.626734243415395298e-01,-2.914308822680230504e-01
1.157869946093285085e+00,1.435580295367910253e+01,7.692355163215480740e-01,1.089726194498242151e+01,1.094555807093471067e+01
1.142870756407225796e+00,1.115157803905850642e+01,9.022895372189602137e-01,8.475056975976658080e+00,8.475002178988862767e+00
8.101114233559931765e-01,4.973091319509526542e+00,8.870156012045116167e-01,2.932045846501782904e+00,2.848951251303044607e+00
1.334373138767374900e-01,7.046621719922953275e+00,1.045524947009818462e+00,1.007286935740737688e-01,1.289734462566223261e-01
1.005342662402078702e+00,1.353766719800279361e+01,8.872380922014470039e-01,9.086078927447516662e+00,9.041633884016327727e+00
5.889015549904911273e-01,1.109450139667469415e+01,1.084507455322694547e+00,4.178814746286166226e+00,4.155513034233710101e+00
1.887689348934094569e-01,5.487870881699430825e+00,5.419375921030813448e-01,3.667946434041078341e-01,2.774896871894841910e-01
5.058957279346339986e-01,6.914446264189150426e+00,1.094634383560177504e+00,2.229238802213226123e+00,2.191792665727435807e+00
6.128369437226325322e-01,1.028277451687836574e+01,6.949590134155390064e-01,4.242227199366987556e+00,4.250200642937025819e+00
2.594602401288114146e-01,6.882593675905932074e+00,8.929527583443512828e-01,7.737090855237296338e-01,7.694855596523061392e-01
1.331776991666319354e+00,4.354518291199209301e+00,7.948921339985350887e-01,3.930657932511091968e+00,3.945105177834928423e+00
6.538538963009725702e-01,6.920781553049443424e+00,6.110309071928632374e-01,3.184358239140994140e+00,3.147790970817626377e+00
1.153036748436335079e+00,1.239931957136666973e+01,1.422407238557828357e+00,8.700492850500371134e+00,8.728534204757016468e+00
8.768097354708287439e-01,1.254732792286609033e+01,6.896979002324389318e-01,7.671513550857686603e+00,7.597329990503242314e+00
5.962088598630846947e-01,1.077478269698098856e+01,6.733174042041933927e-01,4.286062584113064844e+00,4.257398806271233127e+00
7.664351549960501941e-01,1.379049496913362205e+01,1.465180613950142430e+00,6.555344946763176139e+00,6.422598392636097664e+00
7.579451526863288935e-01,3.744771941525920411e+00,5.190420462701528237e-01,2.121066876734873485e+00,2.105363500747577277e+00
5.925654548009005040e-01,3.942408503575682399e+00,1.389208066285786192e+00,1.641229730991413227e+00,1.613473857281490398e+00
2.467882118465623831e-01,1.014376211021037832e+01,9.217103301345351829e-01,8.597978438519890965e-01,8.496263892296892495e-01
1.187161208511928967e+00,5.854765674110014473e+00,1.048930369112314853e+00,4.772698718394408957e+00,4.800714005902252168e+00
7.539309919526662185e-01,8.917248533194609195e+00,6.628598540812510320e-01,4.766290408390284838e+00,4.831314518258278845e+00
7.560970486459708262e-01,1.486665030247692343e+01,8.913716090264761638e-01,7.453465539591737965e+00,7.393999629444159005e+00
6.856609327974009238e-01,5.689657842005520827e+00,9.981535866140486268e-01,2.750639185454199609e+00,2.737977860003482533e+00
6.456825886556815108e-01,4.521104836644964209e+00,9.883702244908481038e-01,2.078260211770544430e+00,1.979671789746561883e+00
1.292102643425838471e+00,1.161479738735314982e+01,1.304594601253778352e+00,9.038645515257631047e+00,9.129355951750959264e+00
1.300391096171325422e+00,1.355765883669480409e+01,1.369923387016100946e+00,1.015921103253172753e+01,1.022353168887644514e+01
1.060782859072939344e+00,4.837067995324032310e+00,6.239704783382230557e-01,3.734095422512235363e+00,3.756701952630601138e+00
1.612650466630385915e-01,3.095528948768349942e+00,5.809575834152174156e-01,1.930369068765557805e-01,2.530218715221969616e-01
6.004291616932531106e-01,7.237690619492116895e+00,1.053847060252393053e+00,2.913775482822418716e+00,2.956150081152099318e+00
9.931523895493352683e-01,4.145117258708632235e+00,9.025430239934576493e-01,3.006953299446557537e+00,2.974710787410740132e+00
8.173994393356844856e-01,7.706587824481493598e+00,8.678467943649160743e-01,4.469549734855933210e+00,4.505099818354454833e+00
1.155283632916589642e+00,6.054122492229838670e+00,1.363194432440783199e+00,4.731424674922040552e+00,4.789759661647325473e+00
4.712505967377318417e-01,1.145294710777654146e+01,1.178461572409302605e+00,3.134240612106359958e+00,3.174254922707169690e+00
1.218528883799172347e+00,8.330705746248895593e+00,1.335905160763448674e+00,6.546672359573911137e+00,6.542177035847678290e+00
4.967361330280863907e-01,1.492353394678889345e+01,8.488370980880753924e-01,4.428393843625824999e+00,4.408958803341533006e+00
7.016498018498209532e-01,3.434671419416864602e+00,9.271597007218406183e-01,1.779385686966673319e+00,1.898005465152818427e+00
4.341338988294874968e-01,4.533483006079881861e+00,1.215656898506741079e+00,1.258851384890312897e+00,1.272389188919319514e+00
1.056575006740973155e+00,3.764344194165596846e+00,1.293450347981658810e+00,2.851545268155784019e+00,2.878852165661307083e+00
3.012281027208831286e-01,1.091022743459954114e+01,9.914062304001541870e-01,1.400280113438952423e+00,1.330155680670463747e+00
1.136297761302804243e+00,8.092510348582809598e+00,1.272537005902261154e+00,6.108474908486901001e+00,6.142615826097673093e+00
1.000118152428681295e+00,5.229325116842428400e+00,1.310254034468771644e+00,3.691880916318067474e+00,3.704228884781172848e+00
3.489364180488511158e-01,7.932596484131019920e+00,1.175945712302497448e+00,1.425152712598597216e+00,1.382063353957530438e+00
1.087626562610169989e+00,5.763690980856210899e+00,1.134236635787789993e+00,4.378905791370222289e+00,4.443381788185052805e+00
1.980963054476180263e-01,1.036951902361345823e+01,1.143312863709916360e+00,4.527478717838320232e-01,4.526132219218604869e-01
6.595765357531424566e-01,8.902379843851694119e+00,8.872061886636214423e-01,4.002924717726438431e+00,4.035334550198252046e+00
1.159760727524259849e+00,3.388273419171257128e+00,1.334837820760335081e+00,2.772285153515489764e+00,2.795314551438580875e+00
4.354685281129485608e-01,3.769578083266583057e+00,7.593920018791164850e-01,1.096572969077684645e+00,1.061613071840005196e+00
8.890876846881311524e-01,5.154351261101741244e+00,5.999365482209604306e-01,3.379550554839750198e+00,3.394020353675536228e+00
7.408646150164323041e-01,9.439047810187325638e+00,1.003434704692698354e+00,4.792569237140951621e+00,4.861779099801395887e+00
1.011961785231582367e-01,1.353706114394678295e+01,7.140897489288774436e-01,-4.541059465125545369e-01,-5.093902735389264080e-01
6.500658593132788710e-01,4.029613930780095998e+00,8.329566962340836378e-01,1.895821280155352451e+00,1.843981528349463606e+00
1.394460172686504018e+00,7.942312097763275069e+00,6.268191192777443632e-01,7.220930313584839055e+00,7.175345257859305548e+00
1.682674135660528481e-01,8.192415387945439775e+00,7.856634193878163641e-01,2.734319175804464930e-01,3.104518848523658003e-01
3.235290670655117662e-01,1.082320246174584888e+01,1.349172896508809005e+00,1.562342681691433199e+00,1.539221077000028526e+00
1.232600584357285978e-01,7.390175572502995394e+00,7.187462611505383014e-01,4.199249370638002965e-02,5.668862293510157357e-02
7.909332304399004920e-01,8.773360190155255367e+00,8.819038521237513306e-01,4.863341739185200296e+00,4.920432022502168046e+00
4.464013675704134876e-01,9.284295826777107408e+00,1.275304998287973390e+00,2.388209591797822995e+00,2.331905632196620282e+00
1.616108353154295518e-01,1.288883102367295663e+01,6.917936138999916107e-01,1.062309603234621314e-01,1.798690515745065832e-01
2.215142978598029500e-01,1.291696816245792334e+01,8.195664094758842166e-01,7.137936511947828855e-01,7.152037738770302688e-01
2.025325160414294667e-01,1.064823788233180402e+01,1.359802980669501338e+00,4.787242659778661036e-01,4.699189137640437663e-01
9.728289002390015927e-01,1.488174308964314818e+01,9.587676475064499382e-01,9.474502385658755799e+00,9.550934833068060570e+00
2.622878524846560255e-01,7.813377726805711632e+00,6.258189215174208009e-01,8.619611778250186873e-01,8.847673495355764528e-01
1.345815426076933496e+00,3.147968476670057303e+00,7.978395927743298088e-01,2.890487094225959730e+00,2.824667709563807527e+00
7.532981163203406050e-01,1.343704042969578794e+01,1.228403138997753885e+00,6.505005049416339169e+00,6.501986548415505496e+00
4.975627686645103243e-01,1.195048385861769447e+01,1.457045502779543922e+00,3.430819465707588556e+00,3.392185203909874325e+00
1.275393571278468086e+00,8.100146363826564055e+00,7.177347486632371654e-01,6.947594754438537024e+00,6.960819186012490611e+00
1.118268316693869613e+00,6.598668315085083336e+00,6.879472329086200322e-01,5.229399763178498972e+00,5.205824101793112391e+00
5.510125647082185774e-01,9.717545976315076217e+00,6.037432598375636061e-01,3.523266296323587454e+00,3.506239333714396889e+00
8.616095792046902790e-01,3.148146122816571690e+00,9.264980246628430338e-01,2.029768750472074945e+00,2.077639447979089393e+00
9.187166630733525352e-01,3.024399795028220428e+00,7.591807997428210442e-01,2.087273014142870586e+00,2.002529911707479737e+00
1.317728001964177276e+00,1.170294369606561702e+01,1.039827342072530136e+00,9.537476736742654282e+00,9.551453941213718934e+00
1.353587847574162284e+00,8.766672672926873133e+00,6.283661199451188173e-01,7.806686126118473013e+00,7.794924726588043917e+00
1.051095704967803801e+00,1.061041295876417934e+01,5.471296566348453627e-01,7.889732479931165443e+00,7.905821527271182703e+00
3.044010323511632810e-01,4.882628243519985034e+00,8.400311738099514036e-01,8.107098569442765523e-01,6.920638492582421586e-01
8.739419593483583881e-01,1.437804947432807445e+01,9.477817967156960677e-01,8.341545122516418331e+00,8.293747718615898989e+00
2.051478547860167978e-01,4.765005869432945573e+00,7.492374682414367770e-01,4.060244078942232271e-01,3.855618090931272057e-01
6.601683959463127138e-01,4.693515619397611971e+00,1.090364003187796804e+00,2.198125757466200980e+00,2.280673757625574005e+00
1.086155711044225480e+00,8.163727977142016812e+00,6.442654017833009394e-01,6.273176206642705033e+00,6.210296513662036944e+00
1.166827137977646034e+00,8.858841309207530657e+00,7.624961336835974768e-01,7.083492204421354188e+00,7.027205438405951021e+00
5.691953152841636721e-01,9.275085932531151656e+00,1.441219339504641983e+00,3.312746722186641790e+00,3.303090401836068501e+00
4.681737093035817088e-01,1.086160664644914320e+01,9.746713451524577909e-01,3.011367688010455623e+00,3.027171063655088812e+00
1.041456669870276297e+00,1.324616537703406749e+01,7.025369122381094344e-01,9.427194771217173752e+00,9.396462905548775169e+00
1.282852809867276678e+00,1.478464237367724721e+01,8.337597478741309853e-01,1.184086146485598512e+01,1.184507744210186786e+01
1.176463645860168938e+00,8.371272477029876313e+00,9.715910100504763225e-01,6.635395077573374323e+00,6.553528761744531472e+00
9.932258226360274334e-01,8.503664295443108756e+00,1.314737955853794826e+00,5.697929991748416967e+00,5.782320501005615121e+00
5.772396014385781093e-01,5.809749554603295785e+00,6.541478318804972991e-01,2.311682906789718217e+00,2.294667061373213190e+00
5.146624950423459577e-01,1.138344465023881469e+01,1.355178286310744218e+00,3.483222193093640673e+00,3.489536853118598181e+00
1.075085914220729189e+00,9.164507971989937829e+00,1.058563447875964236e+00,6.668032605860398476e+00,6.803073482610162870e+00
9.551426535888584146e-01,8.417943157649048658e+00,7.160920796469761873e-01,5.735796695041246451e+00,5.707611490479847838e+00
1.203006979567264878e-01,7.089455904721112312e+00,1.103500217359011604e+00,3.366178767019556428e-02,-2.844487776965698433e-02
7.605368392961227020e-01,8.646476516823579317e+00,1.203740096149602534e+00,4.482662554752000261e+00,4.433139687412039009e+00
1.371313423297346956e+00,1.045868687488934512e+01,1.131119342324838239e+00,8.741472139294335975e+00,8.824964303638934027e+00
4.817366108117201451e-01,1.289579213460096341e+01,5.805254549335576719e-01,3.806007105305901916e+00,3.796485107977115359e+00
1.351586104231087271e+00,1.011941007766675682e+01,9.613888477961208823e-01,8.597292477353571272e+00,8.558093335743730989e+00
1.152299458037999491e+00,1.190140107647744472e+01,7.436954480008330926e-01,9.220286990876331856e+00,9.218433311721861756e+00
8.171782898575069565e-01,7.804078020539876093e+00,1.436531997218558843e+00,4.336848946942031269e+00,4.334408993534538013e+00
3.095421016007103843e-01,9.946255583715437609e+00,1.365859309094589857e+00,1.345191024246479294e+00,1.395503578556855473e+00
7.357394307069506922e-01,1.392315659356985869e+01,1.442734617504045413e+00,6.345207188232452999e+00,6.381220739760785854e+00
1.339282986722784674e+00,8.708071400456649513e+00,1.106276086242191647e+00,7.369924268725343453e+00,7.388785494441427737e+00
1.004070462166546523e-01,4.933922394617136220e+00,7.394583142831823164e-01,6.219252697254706863e-03,3.037114019719315203e-02
5.570866220750001485e-01,1.223651121152184729e+01,1.239333564198067172e+00,4.175762136935491142e+00,4.135472085631372252e+00
5.515365421933799972e-01,9.897280940145078532e+00,8.756201158896285142e-01,3.516060313718720298e+00,3.453110079070806027e+00
1.149590264347003288e+00,6.632988080497338679e+00,9.782419788825924556e-01,5.261552145103564726e+00,5.281870023043380158e+00
1.625276234796007579e-01,5.422161026819877883e+00,1.044021049106276244e+00,2.490527893753951005e-01,2.754036834386202615e-01
4.224386122983890823e-01,6.005294783230282540e+00,1.025959397753085645e+00,1.539449713088576477e+00,1.548055299215336023e+00
1.280095041768106068e+00,1.287454118476405185e+01,5.587530313836004403e-01,1.090433560799110246e+01,1.091876620730625369e+01
1.091227764331239580e+00,1.071712318186025925e+01,1.010391999733613488e+00,7.796029309400995366e+00,7.827702821601342009e+00
4.658844954661136573e-01,9.270005399766734655e+00,9.183787527853469745e-01,2.603013783546423987e+00,2.546060503173110501e+00
1.113545932564085295e+00,5.276157855638131444e+00,7.047729530978947832e-01,4.205133455284205901e+00,4.188248765001586271e+00
1.300228926259416218e+00,1.244274169846331013e+01,1.326611102168029355e+00,9.561839425183247698e+00,9.518612270712850432e+00
1.365280190030933261e+00,8.922303841688160375e+00,9.625299855688262962e-01,7.717855365529196376e+00,7.624943655051414027e+00
1.374957219813262466e+00,6.497541538250453996e+00,6.175886256139941910e-01,5.927105021161950482e+00,5.953816139732428070e+00
8.000302884977050777e-01,1.104775905216977705e+01,1.305615935067088618e+00,5.817303958345836357e+00,5.806008664185044132e+00
2.424865962389823326e-01,1.127983111960203466e+01,1.117887633920133794e+00,8.550812622669425878e-01,8.755523106878132511e-01
7.788512842709552908e-01,4.999592320713002636e+00,5.691168126261421101e-01,2.865386464048777171e+00,2.897053656794716936e+00
3.103209135759987247e-01,1.337564552196942458e+01,5.906056602100979713e-01,1.814358471917513427e+00,1.769254915778132098e+00
8.035863005622042587e-01,7.732941555110485865e+00,1.074365954972396064e+00,4.339442606086963750e+00,4.414897289515234746e+00
2.000559227741690038e-01,5.706786811633996592e+00,7.468411304396540551e-01,4.207667732997556476e-01,4.360175775287190025e-01
1.014899302331824238e+00,6.501754704937466656e+00,1.159523839161502146e+00,4.611917138749207723e+00,4.662456928480559704e+00
1.801587440665465834e-01,1.427436795064681974e+01,1.429201945893698200e+00,2.143222345051465361e-01,2.991038225411706830e-01
4.638825894850612253e-01,8.490756353487512342e+00,1.122053415935680976e+00,2.361498473429221256e+00,2.337757313909901491e+00
1.214447758900537799e+00,1.079566486848671225e+01,6.082810614264261284e-01,8.897061647044372634e+00,8.866328919017368193e+00
2.360638641172891072e-01,9.100262161083122692e+00,8.276883345158588812e-01,7.368429661742230685e-01,7.458860089565418905e-01
3.690186608067100860e-01,1.493483007344651980e+01,1.437483394184345009e+00,2.568323342661944508e+00,2.623894471139303075e+00
5.757275255997359453e-01,1.172708518818626189e+01,9.395024058852349258e-01,4.323310427211965568e+00,4.380468189789001876e+00
5.503113560350507694e-01,1.296262334815914485e+01,1.489393814739881527e+00,4.204166297030934807e+00,4.105727927899828877e+00
1.156921970899056795e+00,7.136825674943176878e+00,1.277454201280985302e+00,5.530286471121141467e+00,5.602135263283157585e+00
2.012406473057901102e-01,1.403156942072999591e+01,1.420005041028867154e+00,4.508907737814733530e-01,4.286446080150990157e-01
6.498176685633151317e-01,1.241147530596937898e+01,5.053294372123362521e-01,5.546581585821907190e+00,5.571137553077299742e+00
1.155122448559821935e+00,1.193246762478868028e+01,5.132469491032519704e-01,9.533345396005323380e+00,9.467159898744267110e+00
1.125219228985799402e+00,1.306863012307175431e+01,1.012464579086950867e+00,9.479118001858216402e+00,9.435008635941843025e+00
1.288552058880447992e+00,8.540306077153132946e+00,9.703499965246262793e-01,7.176328697983717753e+00,7.194644929968766256e+00
1.340687357035765526e-01,1.101715318893328366e+01,1.331566003101885887e+00,-5.714824285899711143e-02,-1.463644338993007610e-01
1.389872654458922163e+00,1.341241129634505036e+01,1.092987053293157595e+00,1.091808269584161373e+01,1.095847767204223899e+01
6.251410476133154592e-01,6.557548146859945248e+00,1.392550041502025326e+00,2.749503487285241299e+00,2.722566806972573694e+00
1.276342518256787795e+00,1.335937328349248077e+01,1.120567479326227467e+00,1.034323613548249909e+01,1.035707829750188580e+01
1.386596701512482710e+00,1.253889335625655832e+01,1.191231526170118071e+00,1.016169873167173066e+01,1.016910897448913076e+01
6.674568180507918225e-01,1.279353711834914087e+01,8.137806410932910683e-01,5.704976977342788302e+00,5.677271846621395390e+00
7.691703869227300983e-01,1.104786478045201292e+01,7.216101489198039065e-01,5.925620663952353873e+00,5.991291645435236290e+00
7.087910665937084964e-01,7.688503004750876002e+00,1.011460037907642828e+00,3.772741114171991317e+00,3.889806851208502003e+00
1.397810873224213823e+00,1.019894868241935093e+01,1.126802200366681106e+00,8.638512497742928176e+00,8.670050309745521488e+00
7.502190105299223477e-01,1.383673348441066153e+01,1.073489704045701654e+00,6.775213349220516434e+00,6.689430246568343286e+00
9.705436277008816504e-01,1.210189180582142754e+01,8.975594759871302619e-01,7.969444619805490682e+00,7.975539902679416926e+00
6.577149597087761368e-01,9.742118764163706146e+00,6.741774348390106031e-01,4.411316640691806512e+00,4.400029656285202151e+00
1.038607425529267214e+00,5.883581266363895779e+00,6.517802776688756961e-01,4.420380312948454460e+00,4.465901396608478180e+00
1.008976414691883372e+00,1.357808924028099185e+01,9.419739037713638075e-01,9.065823674831507972e+00,9.068892387593557203e+00
1.045734389683360410e+00,9.231217535502361571e+00,1.005290026911020984e+00,6.594528363861895670e+00,6.701690422495220290e+00
8.456638960669506933e-01,5.613137729364870765e+00,1.037822892066393887e+00,3.408622032118035605e+00,3.443280893435311185e+00
7.066119153185752566e-01,7.194504660003383734e+00,5.573794774471478863e-01,3.634815297124568190e+00,3.664735846629993965e+00
5.101859058197875108e-01,7.631981243438485052e+00,9.982234554934021897e-01,2.475331022416300542e+00,2.458180860763647058e+00
8.060886725925443530e-01,1.002744059745143090e+01,1.119756196934881043e+00,5.488907710973147225e+00,5.444436804537144958e+00
8.116895328646387409e-01,3.222827254270409281e+00,7.865355633305901595e-01,1.963164060159984237e+00,1.958921227717312474e+00
8.922611929256577534e-01,5.729046886799128657e+00,1.361875512096244689e+00,3.601539233944182961e+00,3.611688194086545511e+00
1.714112170935502277e-01,3.966063178406443956e+00,1.213790021795268848e+00,2.519187967509086690e-01,2.758799327578710936e-01
2.311760329684234283e-01,1.442383514530944844e+01,8.663056469952835625e-01,8.619439088388305414e-01,8.720033876530770556e-01
1.061030250518853135e+00,7.845036004361986670e+00,8.234407393708612632e-01,5.841384840790578181e+00,5.827389511006757949e+00
1.067690602068176675e+00,8.171083732576022385e+00,5.740221273760482967e-01,6.226612007656219916e+00,6.229087598702817807e+00
2.647727742736941670e-01,1.148155689310310734e+01,6.199089279514505835e-01,1.123694793901045319e+00,1.100563840304906282e+00
1.094583810549636604e+00,1.033631060899694276e+01,8.421447883970438752e-01,7.710645938220417328e+00,7.661165504660102599e+00
1.334943650611141397e+00,9.934545077373485356e+00,9.526225298954095200e-01,8.408910444384467553e+00,8.365535337300501695e+00
1.333553434973557827e+00,9.716874471764564092e+00,1.066885076726887371e+00,8.137078300413485010e+00,8.161724203462622285e+00
8.298029589906590342e-01,6.547334269187352618e+00,1.079093901352154106e+00,3.848285979042352256e+00,3.884565724256646035e+00
2.886518804527419824e-01,1.091206199488968842e+01,7.327280092434392822e-01,1.305392180568429428e+00,1.294560989415076024e+00
1.113938883051529993e+00,7.407193551416431099e+00,6.825754675850409514e-01,5.820588379158789571e+00,5.813758181300588745e+00
7.713145623738273393e-01,1.276919275396759623e+01,1.388626106796747806e+00,6.263740755453785169e+00,6.291054386803894616e+00
1.276368431388472668e+00,6.726524353651175403e+00,1.291013817968586164e+00,5.595792601500390262e+00,5.588973667735689155e+00
8.004856252792768023e-01,9.043065510565753584e+00,1.081648718550932253e+00,4.982242820909852377e+00,5.139332644975061370e+00
3.746114755663493279e-01,3.549400452056337141e+00,6.574275953127869387e-01,8.569590928529456919e-01,8.633871615506154562e-01
2.530689620047279487e-01,3.698627155895580554e+00,1.242147660957197086e+00,4.947993676391117535e-01,4.688284837382332704e-01
1.310864253612911146e-01,1.035021481063981952e+01,9.007277663043162796e-01,-3.560716715038658720e-02,-1.261473175397897772e-01
1.260432477626497683e+00,3.660058276813328959e+00,1.136808505271114766e+00,3.177550167495331479e+00,3.188058269004639733e+00
1.298715250239407037e+00,1.441174417912904104e+01,1.328057096757162991e+00,1.071547941425125217e+01,1.076672998652815316e+01
2.224946271978496815e-01,5.816679787630731013e+00,1.377905103750611815e+00,5.176618752356449971e-01,5.148453889808783934e-01
9.863500017409975174e-01,9.422706761506287165e+00,7.207007050710876328e-01,6.562466979550990231e+00,6.624525763737957540e+00
4.837014769123477720e-01,7.177159518416102557e+00,1.471791587204465790e+00,2.123724653171271015e+00,2.094072785629498057e+00
1.235952798335711256e+00,3.147950821679535771e+00,1.156225874307044155e+00,2.717310409678854288e+00,2.712254933102462129e+00
1.356005981048467035e+00,1.303531074095566566e+01,5.439559845718777709e-01,1.142191729491455021e+01,1.141264869944287419e+01
6.857439634402894280e-01,1.098807518436187358e+01,1.131782077051241675e+00,4.971659879516733938e+00,4.934093500251542252e+00
5.993146450116220159e-01,3.022189510647237842e+00,6.146318022515635526e-01,1.337830882917446118e+00,1.263698878730133979e+00
1.270805254649242322e+00,7.538228210836638965e+00,1.066130323942693137e+00,6.298371597494297092e+00,6.250732015663538199e+00
4.653362340148042842e-01,1.197489870121336253e+01,7.536209623921298340e-01,3.321364674170466103e+00,3.226274790157236172e+00
1.260937449699526036e+00,1.013737806844739708e+01,8.865806450589657217e-01,8.341013886638201313e+00,8.378968405402801523e+00
1.342661112626918785e+00,9.968224131768650409e+00,1.200286711098685899e+00,8.227395417877353623e+00,8.218823678681433265e+00
3.877998345294751958e-01,4.667319079489331557e+00,1.242242486633367449e+00,1.104466297834065358e+00,1.099280610688817328e+00
6.155534746948069236e-01,4.014878306991372270e+00,6.549165539724149943e-01,1.783191089230247162e+00,1.754475745283336607e+00
1.087417841180207123e+00,1.425562206973841128e+01,1.353359893915166090e+00,9.395302141465212031e+00,9.442889292715673122e+00
4.161092191444263344e-01,6.852651678056397522e+00,1.084579387432623054e+00,1.677079751711406885e+00,1.634766015296598374e+00
9.990560041702646332e-01,6.081786904562711982e+00,1.270981808283489611e+00,4.247862266463396708e+00,4.332098167730468852e+00
6.562871257459749197e-01,6.884787108935902289e+00,9.746168386233754477e-01,3.118836447365171516e+00,3.173086609298418903e+00
1.359373045441732097e+00,1.024778846746368366e+01,7.816496173646709789e-01,8.901045622009664982e+00,8.866089919990530532e+00
1.216981250209294041e+00,8.117646440889251025e+00,1.373222312052801319e+00,6.372576385237141317e+00,6.362548598872380445e+00
1.329674658914995478e+00,8.435957631960159020e+00,1.156209968117871467e+00,7.101928840872803406e+00,7.133385541634526206e+00
8.557969768331054050e-01,6.910826583790063538e+00,8.092177502849481341e-01,4.248955184914874117e+00,4.311526085563812671e+00
1.081103863961984546e+00,6.500642763700611226e+00,1.349884511489735983e+00,4.799803581469193503e+00,4.760190366978999776e+00
4.318681586490755731e-01,1.083019097016379284e+01,1.198284218674475987e+00,2.609153362505908014e+00,2.584203497562632901e+00
1.019948729748843652e+00,6.549662577782102701e+00,8.348375306387042505e-01,4.764320219772043785e+00,4.889568540368347094e+00
2.562552586499752261e-01,9.714568453243852986e+00,7.345831331800237729e-01,9.284803451437921851e-01,9.744590677606351781e-01
4.801776796170013073e-01,1.048109913435748908e+01,8.818227722223790366e-01,3.048969907777401733e+00,3.093794834596995003e+00
9.762128529907577734e-01,8.914280018389666438e+00,8.706503342251302735e-01,6.091336776127846520e+00,6.188018025317400195e+00
1.233812283612560456e+00,1.318459401601579728e+01,1.339572837786415338e+00,9.679051604926495855e+00,9.701344514877611402e+00
3.366008373275481969e-01,1.470235274670773151e+01,5.224827677714805052e-01,2.345075979834379432e+00,2.322263591810166616e+00
4.489168571249977369e-01,8.814532422338555051e+00,7.504479253715272691e-01,2.379464605425016366e+00,2.293019162104773745e+00
2.222278718221589733e-01,8.290553409724289224e+00,1.056631806995099510e+00,6.058929767379168663e-01,6.489832213112685100e-01
1.210703759177039762e-01,1.413694418377358275e+01,5.860881356841163292e-01,-3.321505478894561936e-01,-3.888187245490569155e-01
4.575419375917501030e-01,8.404269717699152764e+00,6.827442407968787874e-01,2.354296258109736861e+00,2.387834282106947814e+00
6.862097626689525054e-01,1.019832627031981787e+01,7.569640782992866912e-01,4.812054202612953802e+00,4.713312673921712381e+00
1.588007214324907157e-01,1.194492487682772541e+01,8.791989010747902622e-01,1.070728059266012888e-01,8.335519464375786003e-02
2.875697491591837629e-01,4.860533754393346229e+00,5.523644479734416413e-01,7.447746202361098522e-01,7.438763589528444298e-01
9.889291310267259716e-01,1.157736694102639774e+01,1.011148371282642344e+00,7.684479717747882965e+00,7.621903640500564237e+00
1.222004475470837459e+00,1.247642873535445673e+01,1.135858000020188552e+00,9.487580388224719385e+00,9.460240318796094172e+00
1.532060256339101145e-01,7.565711288027924475e+00,1.125467306319178684e+00,1.916598138547400687e-01,1.500701727262262197e-01
1.090513959566461466e+00,1.126226827662981478e+01,5.640875110185233909e-01,8.584777730151861519e+00,8.591267549194252950e+00
4.995983395184976361e-01,1.237385831576028394e+01,1.425653272366595115e+00,3.565196832704761398e+00,3.502244064683520008e+00
6.378379613367758383e-01,6.676749710243562674e+00,1.101459276395121201e+00,2.909061360676261643e+00,2.895958528437786228e+00
1.344159317537236165e+00,1.092393714205972799e+01,1.314843196537537340e+00,8.772801977358936298e+00,8.841509086952301644e+00
5.624568914825368582e-01,5.986555598986637250e+00,9.323927241556226875e-01,2.270610922897616568e+00,2.340652411293471680e+00
3.560350151385258677e-01,1.045575633792041970e+01,5.443158180580346395e-01,1.922447980265276524e+00,2.016968018152009989e+00
1.180579950282129476e+00,5.392150755941221618e+00,9.222284656849571993e-01,4.433072950935661893e+00,4.453832926796964742e+00
3.830970169427954097e-01,9.955423309258740971e+00,1.380877567200645029e+00,1.974526263511688473e+00,1.954170961612458068e+00
9.104761295783622144e-01,5.912653847399299778e+00,1.135731199248710022e+00,3.829249394683038155e+00,3.845682003331808207e+00
