N,V,D,L,L_noisy
9.972015247448290154e+00,5.231323965566564738e+01,1.230117063440227732e+01,3.015661471260949966e+00,3.018335462567799166e+00
1.656181400620984290e+00,7.443479527062720535e+01,6.325855146294105680e+02,2.515230186471232976e+00,2.509871481061558107e+00
1.652761004580648452e+00,2.383833453376425666e+02,9.465573017653196075e+02,2.168532977050539490e+00,2.172782373484671403e+00
1.956976709585213081e+00,2.523487966027337492e+01,7.805111565201427481e+01,3.512444422531248556e+00,3.520489129154730890e+00
4.653502005681638565e+01,6.940248892870994268e+01,9.900041425291469466e+01,1.780722555298153820e+00,1.797032521082891909e+00
4.442380797209808940e-01,2.488543292712370203e+02,3.890419675323239801e+01,3.868181245103308630e+00,3.851337009879093998e+00
2.756912176482039234e-01,8.825052669371407887e+01,2.340868791557447821e+02,4.067193189987370339e+00,4.096548072679401464e+00
1.177659072728604350e+01,1.543328243932474777e+02,1.603992439865652742e+01,2.414683868746494433e+00,2.415754801106590133e+00
1.843317432634289688e+01,2.193365292260419324e+02,1.065441360370346331e+02,1.725849692213265563e+00,1.722719705815461300e+00
1.327871120837339214e-01,1.130509711005544204e+01,2.216757421892378090e+02,6.848973413431990842e+00,6.863159355932601180e+00
4.521819349508796826e+00,7.198631476069475355e+01,1.567706507071783619e+02,2.355191603269046308e+00,2.341516286348805043e+00
2.059804016606293686e+01,5.185408403349276796e+01,1.332584381713297716e+01,2.684465959612238439e+00,2.702348154721769369e+00
8.675857709067706480e+00,5.221309363870906139e+01,3.648650058527169335e+02,2.034590210639971808e+00,2.077897686494893037e+00
2.498451619424316705e-01,8.144316140588435360e+01,5.209191436573938461e+01,4.965803409593720019e+00,4.974834900784339986e+00
2.839984566332245386e-01,1.446122083992069562e+01,4.156409337523084702e+01,6.675782597778843197e+00,6.680187141615546054e+00
1.596943682661410291e+00,7.004958084162350929e+01,3.068899649918528993e+01,3.515354273371497751e+00,3.506059918138835219e+00
1.017847800913699086e+00,1.613034055633595543e+01,5.573216210074116361e+02,3.512838792809873212e+00,3.543029230753642178e+00
2.844815760264970961e-01,4.843056823107930597e+01,2.699809261429506790e+01,5.684762910268610803e+00,5.707703391276151450e+00
2.514022488366180141e+00,6.046842361663428278e+01,2.916201348826907847e+01,3.300940079998053722e+00,3.270829483202663646e+00
3.252748979063628809e-01,1.435452598323377345e+02,4.927316767424957220e+02,3.465435881589819189e+00,3.485150138690882748e+00
1.611129963498716955e-01,1.610997230531636859e+01,4.438854915653830346e+01,7.513009446209625963e+00,7.499767659994851954e+00
2.104321319859109085e+00,2.503378302070221366e+02,3.597231151131925913e+02,2.197919754501888701e+00,2.174442297518835776e+00
3.432813767105496794e+01,1.482334386772531332e+02,1.133301333434738609e+02,1.654234654477225508e+00,1.652831982861228788e+00
2.587807336711431816e-01,1.091022183577454285e+01,2.550497546242265798e+02,5.680789070837287014e+00,5.667538025026966686e+00
3.439493697075529655e-01,1.626747120075410749e+02,8.798034156008294815e+01,3.941356121191558426e+00,3.964647405033014493e+00
2.391843528028175125e+00,5.167938928590471903e+01,6.710272866796482560e+01,3.059859525448570317e+00,3.034581244827086355e+00
3.621741135666660938e+01,2.548051727321998214e+02,7.681510465952655409e+01,1.616400829948416717e+00,1.590549629980320123e+00
1.654559594854177584e+00,4.049403782084344527e+01,2.152296769485748840e+01,4.010413976481518539e+00,3.991390153164140031e+00
3.706345046222596640e-01,1.046280459560214204e+01,1.092951275444336545e+01,8.388871160092200796e+00,8.386009137215507891e+00
3.561081580254153778e+00,1.297714550270922302e+02,1.251837917328138587e+02,2.338265115291106699e+00,2.350041395676685685e+00
7.432790526633208383e-01,4.871840302200793360e+01,2.811048808692156626e+02,3.393718451016281890e+00,3.371835731994688778e+00
2.041326752598148775e-01,1.417856215503478090e+01,9.443620372024339531e+02,5.055651584710419755e+00,5.041063088865376685e+00
4.979557517567489988e+00,1.610355507930719909e+01,2.144243090594904118e+02,2.824287137711416928e+00,2.792765911652552724e+00
1.487901729082819147e+00,7.994477585519568663e+01,8.660180277263980031e+01,3.074003072164992467e+00,3.069929361216060304e+00
3.799920900037388094e+01,1.039984867891449198e+02,2.182532150431735829e+01,2.085183236980014065e+00,2.064574801769463619e+00
1.088198307607365578e+00,1.574530453646588413e+01,7.272226353813387334e+01,4.382848672940743207e+00,4.426186621487863349e+00
2.583691797167397275e-01,1.213792996213341802e+01,9.805589946020837715e+02,4.866482741211752838e+00,4.904914149016081915e+00
7.467491935778931555e-01,2.005367349043605785e+01,6.179029900153086601e+02,3.600975539670893344e+00,3.582168296979648670e+00
1.958896578656972975e+00,1.426761316442111038e+01,1.153199248378325592e+02,3.709367123051450221e+00,3.711965592574235639e+00
6.050937966301604964e-01,3.600615525908208525e+01,1.094418931005401241e+01,5.723266540521229295e+00,5.731507934149341565e+00
1.390898618141712229e+00,5.790944228744651667e+01,8.689498889588810471e+02,2.627704372876038086e+00,2.616598700738528294e+00
8.038001575335572468e+00,1.991137327103249532e+01,4.308018573157870037e+02,2.342331136471043074e+00,2.334313179870277644e+00
1.160564834271696100e+01,1.705979064448365250e+02,5.953112635033102151e+02,1.630667820749149177e+00,1.643284762874804850e+00
3.945598949801166988e+00,2.164602074171122865e+02,3.868187454885758711e+02,1.965315382223240537e+00,1.959686533633084649e+00
1.999155569644552655e+00,3.376823744683834860e+01,7.687647972174318056e+01,3.335263733886745463e+00,3.329031040891760718e+00
2.036744303236956433e-01,1.737201327814472052e+01,4.860800824514487317e+01,6.857501606457779175e+00,6.856683178229618036e+00
6.356047620229203332e+00,1.442972290951411765e+02,2.152865814328380338e+02,1.980764545850967506e+00,2.005274091662509584e+00
4.216722645145908333e-01,2.072737674985737755e+01,1.104702379240352350e+01,6.959544209700442963e+00,6.954108431971439686e+00
9.875165827907196103e+00,1.096233926961800478e+02,3.735743871535013483e+01,2.308525856438899293e+00,2.316067624813455073e+00
3.767290568281211449e+01,1.432439173544069888e+02,2.542449796171814569e+01,1.961555832972196489e+00,1.966120981376839660e+00
2.024018155816438025e+01,1.268858309566309828e+01,3.184816776944641106e+02,2.279586072787720408e+00,2.293679908824287406e+00
5.533337004111731350e-01,1.134840396350420910e+01,1.739308296233491831e+02,4.881607616319548981e+00,4.877511223433182330e+00
1.780304718312182066e+00,2.064227629739120928e+01,1.800362956412586968e+01,4.602836804708185348e+00,4.592786567810399845e+00
1.586873634777508313e+00,1.224267777987148165e+01,4.422716140780264027e+02,3.425873656434965220e+00,3.411897883650552465e+00
1.194117528349472046e+01,1.671783622619733833e+01,2.316886858128807489e+02,2.415157822049231129e+00,2.419710909219438655e+00
1.341081796505823931e+00,2.287714143126243584e+02,5.797942366243542978e+01,2.893824164076334249e+00,2.896415177237432914e+00
8.934375681948135695e-01,6.093667913331743335e+01,2.712486219262996201e+01,4.148110015427587172e+00,4.142770922552533541e+00
3.855198686171106726e+00,1.208882295084177017e+01,2.309138036196064903e+01,4.239190126177014406e+00,4.243438490011921083e+00
3.455522388153290159e+00,1.111104839248225851e+01,1.093525051298584216e+01,5.014673362215837926e+00,5.061798027945298983e+00
1.893688335459590277e+01,1.708672508030547021e+02,1.075496480294879831e+02,1.764218706985661855e+00,1.779803273989370549e+00
3.177391733818451058e+01,3.131285747141525277e+01,6.017272021704972076e+02,1.752046772702516186e+00,1.715153395198917297e+00
2.069278720055051579e+01,2.146473938239132551e+01,3.098050002013760817e+01,2.753348515348001957e+00,2.779218291587692846e+00
4.703867740641789652e+01,4.239229917708215112e+01,1.182656608166047008e+01,2.556243194262920682e+00,2.558938884622822485e+00
3.568671224371347872e+00,7.733154446658930681e+01,4.784396180573776292e+02,2.201424359449341228e+00,2.180916312743505614e+00
1.304488725081911271e+00,2.336246183517144459e+01,8.140918098347785872e+02,3.034619843092632774e+00,3.061333113787624516e+00
8.122382916063768832e+00,1.292738233321006192e+01,4.133955788326102976e+01,3.351222941080845619e+00,3.349469112485080835e+00
2.208510529944661016e+01,1.476797456623921079e+01,3.999489470441545791e+01,2.826864791094149787e+00,2.847046748423816442e+00
8.402417915047976749e+00,1.872169411553240934e+02,1.274398235062815665e+01,2.567389315660182358e+00,2.554952664128535833e+00
3.625285512125207443e+00,3.257085159220002168e+01,1.675973765449247992e+02,2.729398588813511495e+00,2.750377512726579710e+00
2.748171366965675433e-01,4.199131386897037288e+01,7.400928262444662664e+01,5.121618995619946269e+00,5.115815786349530825e+00
9.000557963837325204e+00,2.002731179881661916e+01,2.449802662353597498e+02,2.429829343119747964e+00,2.448813418129810682e+00
2.841787698702778542e+01,1.599283670971733784e+01,1.293455837481274351e+01,3.214195706581431722e+00,3.230418654718963722e+00
1.744171007092404357e+00,1.201296565451756635e+02,5.273820131518720444e+01,2.987559992149552812e+00,2.964356833389230061e+00
2.208064254890031464e+01,1.963504395702931760e+01,7.525010498542252435e+02,1.933245258772384734e+00,1.940440183971458010e+00
3.993744944796829621e+00,1.373397986365668544e+01,2.173643293987354497e+01,4.137952229404763926e+00,4.147198407758797778e+00
5.206828557260337886e-01,2.875566365851573991e+01,3.164654175687772977e+02,3.942683682216360008e+00,3.941326703159637734e+00
4.423906384764829625e+01,1.423699654547985460e+01,2.250527660551982478e+01,2.850957230865279968e+00,2.815161034278164998e+00
1.018098423051140955e+01,2.625461835806772726e+01,8.435097757360763637e+01,2.569635994028825809e+00,2.575085602217538128e+00
4.402599212511264426e+01,5.663449339790945913e+01,1.683126438468569219e+01,2.325241839917814524e+00,2.318673197385958229e+00
4.431134706560807324e+00,1.595801269064912731e+01,1.029209444677010588e+01,4.463396096650251721e+00,4.487136578657661801e+00
1.013672063066871054e+01,6.431332983986010277e+01,6.818960701987585082e+01,2.294523860565603535e+00,2.273060729504463584e+00
5.502609766507176037e-01,6.642648054345808362e+01,1.117883149043499458e+02,3.834922708400667180e+00,3.854399495432155209e+00
2.673805844159466982e+00,4.640685838336769109e+01,2.082283809125474505e+01,3.572925006997663022e+00,3.575482232156125040e+00
1.089924946457094368e+00,2.431027510011609749e+01,4.297242410464492650e+02,3.315962708160837380e+00,3.366643318214332492e+00
7.095715480280933463e+00,1.098149662160266331e+02,2.135885197629324495e+01,2.622935519582914043e+00,2.602599829526716313e+00
3.498829460455849727e+01,1.568547340366073399e+02,1.949943195859104605e+02,1.556078515950779062e+00,1.575016554402514535e+00
3.204757434873247046e+00,2.802211413741833468e+01,2.134523499416095049e+01,3.754962565860475721e+00,3.744084802344375795e+00
1.042531020663534924e-01,1.161467989928061151e+01,4.308463553829625994e+02,6.763473551089543179e+00,6.744312011349995473e+00
7.115175323263273066e-01,2.300851436843494469e+02,5.980140613310755526e+01,3.318346659321075531e+00,3.339682612992754596e+00
2.855999553929160939e+00,1.359535708723010998e+02,1.913175453535750847e+01,3.044233688030399065e+00,3.056115447229986959e+00
1.379183705082785671e+01,1.812237331426185847e+02,3.749705815916272655e+01,2.064347478922551993e+00,2.085138081453721259e+00
3.795777339313643584e+00,8.016890135522679373e+01,4.458004057580113511e+01,2.766682229392307679e+00,2.734311202139714236e+00
3.476486840487295615e-01,1.099251834386419269e+01,4.811378316411410339e+01,6.568793394939551611e+00,6.544643557337487039e+00
4.393318279690401340e+00,4.669769511857318633e+01,2.061338343494559240e+02,2.444039350940665933e+00,2.455645693194105306e+00
2.350357924837624779e+01,1.161307982255265792e+01,1.416249427309713838e+01,3.475172122856016177e+00,3.458066404904350577e+00
2.526622273496180515e+00,1.751916453210347413e+01,3.633510183557530127e+02,2.986431153705772168e+00,3.012692991335007342e+00
1.904447023436322439e+01,1.216484403301698691e+01,1.745662493179071646e+02,2.472691505620307595e+00,2.505927957126398375e+00
2.810172691941829726e+00,4.467086880791526937e+01,2.001363132483721685e+01,3.582444034354776985e+00,3.579789437431315946e+00
1.473545289060898822e-01,4.261391780005073571e+01,6.655281978689967559e+01,6.107027053086129698e+00,6.107616950699126690e+00
4.255307818868713099e+01,1.653980599979802690e+01,1.062199381998600245e+02,2.240366161377771004e+00,2.240875591991892790e+00
1.317222562573734379e-01,1.734210561098992400e+02,1.587231764410152657e+01,6.230794635189632835e+00,6.224935314627708216e+00
5.657907124493232187e-01,3.015579256721449752e+01,1.817599622403959714e+01,5.531331263215877314e+00,5.530574258598937476e+00
5.669129405895128926e+00,1.833497817177250511e+02,2.266300252398728787e+01,2.529873613178080127e+00,2.525212541690585955e+00
1.576815513161023574e+01,3.269750717947459862e+01,3.208706156554305835e+02,2.013483274371255849e+00,2.022043404408257583e+00
3.790169816147920256e-01,2.470951513530198440e+02,5.727263181627397870e+01,3.847945761912562990e+00,3.841275576292493721e+00
2.242392600599376706e+01,1.008313113990675802e+01,1.062212132182346558e+01,3.797262379051314252e+00,3.786837371044999401e+00
7.954532019687082567e+00,6.115824607016821801e+01,3.269877405876665932e+01,2.638570139831356798e+00,2.632569279598478751e+00
1.740906415945065178e-01,1.938450115306518171e+02,6.119617151502452401e+01,4.794770881765980874e+00,4.782525574498041721e+00
1.573027688564026194e+00,1.040481356858495019e+02,1.134833048508128250e+01,3.849587965946730694e+00,3.847975600134451835e+00
2.501418565358549984e+01,8.527406892011860862e+01,7.661165936800917962e+02,1.553435960727069576e+00,1.564220229400288709e+00
1.614956857363037068e+00,2.413066811461126235e+02,2.288870239916729759e+02,2.415560191543368873e+00,2.456683481489448262e+00
2.151870502450160316e+01,1.548309785543381167e+01,1.107644845163207670e+01,3.447137223397727990e+00,3.414562273733608766e+00
3.643028849064388064e-01,1.561490954046369239e+01,9.931375654232532213e+01,5.457953324551787944e+00,5.430393003564284449e+00
2.270508512925636424e+01,2.562454858947137382e+01,2.285785585726117475e+01,2.753822698802404823e+00,2.752454958701226140e+00
7.647803731897927726e+00,1.428505726314036224e+02,6.754975615060793359e+01,2.164663560563900191e+00,2.165294998710763252e+00
1.175426563335527086e-01,2.623297676340962425e+01,5.775921114551392748e+02,5.551908798639677123e+00,5.551010794483026700e+00
1.920950232579203831e-01,1.039188898433696977e+02,2.301024374585512362e+02,4.387803450068491706e+00,4.425248057963779402e+00
9.769873973631892028e+00,8.568880496325608931e+01,3.624070213523663853e+01,2.399565024342035890e+00,2.363049961335983884e+00
1.835702682077485193e+01,6.481365850157492048e+01,3.471792263244188348e+01,2.290980195771997963e+00,2.287878642416464103e+00
1.001449706776956772e+00,1.084352607815411673e+01,1.599808443155028748e+01,6.112598799942642103e+00,6.087147465731794327e+00
5.237297376701515184e-01,1.742463136497046250e+01,4.991828271383948845e+02,4.083919613933894688e+00,4.077869498551677907e+00
4.255350609378729843e+01,2.104198523367170992e+02,1.966581732284750927e+01,1.914789447745218753e+00,1.925084088883433520e+00
1.932705633912710041e+01,1.146586406454092355e+01,1.154706142217834675e+01,3.708440619887485745e+00,3.679569096935373818e+00
4.886387876355216520e+01,2.504922279119768547e+01,1.904071487554473308e+01,2.591071992890078057e+00,2.611547665592509393e+00
2.977583722151883050e-01,1.306605726395001277e+01,2.197782579650368007e+02,5.387203075081677284e+00,5.370281448789292256e+00
2.364516609505325384e+00,3.300946361559542908e+01,1.635386391213448576e+01,4.032754698207437372e+00,4.011792060849593611e+00
1.829563340442890707e-01,1.676547455754911553e+01,1.376305198789123452e+01,8.701777374439181756e+00,8.668860864562820012e+00
6.811037166575664159e+00,4.507135040751992960e+01,4.114820858733354214e+01,2.750559506100503260e+00,2.736564661312497648e+00
1.247623995478966297e+00,1.914743788321129330e+02,1.058803272829868689e+02,2.808644900286842994e+00,2.793804109563858162e+00
1.695953281230528076e-01,8.263444776991451590e+01,2.243964394602119938e+01,6.146989952640665500e+00,6.163559449346875496e+00
2.581953686046301044e-01,2.208748219109529316e+02,4.890315919137603373e+01,4.371361089795662735e+00,4.340121443777696264e+00
2.863325409264323085e+01,1.413282618721217077e+01,2.809641407902792665e+01,2.906865814471067733e+00,2.911127231732379528e+00
2.326487730300365087e+01,6.600716471312767908e+01,8.517024890005798170e+02,1.604364257624944834e+00,1.621190227510039161e+00
3.783798569441190551e+01,1.351498378734629853e+02,4.127724539455115860e+02,1.470096828697330382e+00,1.465057629920772486e+00
2.628883015117909849e+01,7.570512561079598868e+01,1.235371226801343880e+02,1.837917645447023407e+00,1.853286321085871435e+00
2.782058840817004608e+00,5.152334835153256876e+01,3.143462670985123353e+01,3.283545512394136168e+00,3.269684507889731861e+00
2.461498425758811059e+00,1.391094152907201043e+01,4.406476850134865799e+02,3.065317984965354903e+00,3.073601643008626816e+00
3.842138749433669620e+00,2.893603914584508630e+01,4.539323055426412878e+01,3.231485428132905735e+00,3.224809024016826786e+00
1.173908747510700934e+01,2.296823116413598029e+02,4.601717914891354155e+01,2.007580380826761601e+00,2.050758232515724533e+00
3.416933301812282164e-01,4.813828532287806894e+01,4.297459414608850636e+01,5.087669264835747995e+00,5.081991270085884693e+00
1.589836430140326051e+00,1.357259530814566340e+01,6.083360240728608233e+02,3.261063745830791838e+00,3.255078223755142997e+00
1.183294146708537387e+00,7.950830988023730583e+01,2.376088331092287476e+01,3.812846370960207842e+00,3.820923127982544631e+00
1.352849902846005214e+01,1.229942449848881125e+01,1.345566878817593981e+01,3.743019581118791184e+00,3.732441900056397976e+00
1.330908459118785303e-01,1.587702427861567500e+01,5.730929687504279855e+02,5.818651226934028919e+00,5.814730677088570943e+00
5.344264223778972145e+00,2.115268332006084862e+01,1.279494560041759286e+02,2.819185183317477250e+00,2.825953538240270735e+00
1.735472370339813386e-01,1.290073217950531692e+01,5.825180313385678801e+02,5.605211280323017853e+00,5.622715891867685833e+00
2.905668901939107318e+00,1.840337886941367529e+01,4.370302062695700585e+01,3.722007957582569304e+00,3.710090857442831513e+00
3.984545725386788306e-01,1.750878196508087825e+01,2.157286211457157776e+01,6.526985658507036270e+00,6.528199968087211147e+00
4.349621354008080232e+01,4.909703341195567106e+01,6.965993076433022679e+01,1.962605076327138098e+00,1.959184926485651346e+00
2.296467295652468987e-01,2.450371515738052253e+01,5.116971452588589386e+01,6.177953575470587211e+00,6.191907294004306728e+00
7.376133478646564878e-01,2.104559416608014146e+02,1.872177821135051445e+01,3.845316796537465720e+00,3.861746511581685581e+00
3.698364631311925055e-01,3.963955534422242266e+01,7.106447700236169567e+02,3.806622308142421751e+00,3.814701613180170092e+00
5.008978030523612013e-01,4.824130559886157243e+01,1.177423299276372859e+02,4.083588253022810477e+00,4.088914308326411451e+00
6.839440394678688584e+00,1.040386302231181475e+02,1.258008425674058373e+01,2.874179619298928845e+00,2.910022282307455743e+00
1.531710655125812504e-01,3.201785555827503060e+01,6.070814327299020761e+02,4.994206675596299050e+00,4.976770676401415905e+00
4.726695779045242851e+00,1.468570715000255120e+02,1.285422658105831495e+01,2.911118548958043117e+00,2.943871252986878240e+00
2.548306088023851057e+00,4.604376744437102076e+01,2.544087540704338721e+02,2.655793890830147497e+00,2.666567468825087772e+00
1.346875363762581879e-01,2.000575804715272099e+01,1.783096266866658368e+02,6.301495854200386049e+00,6.270845350964662224e+00
3.612868982442809340e+01,2.404874300673361986e+01,1.014189633697203696e+01,2.995843052002827633e+00,2.998445245671999881e+00
2.034652340641216917e+00,9.771732471499340988e+01,1.107714770200208676e+02,2.731717889456734660e+00,2.703442022528920408e+00
1.409433667374127008e-01,2.305076831695695603e+02,4.032871920222497693e+02,4.178465689850269449e+00,4.176014814431810329e+00
2.922867401437273749e+00,5.127774381907783408e+01,1.256005667253676350e+01,3.735600875442181668e+00,3.695035470108670062e+00
1.093733285805432498e+00,1.544717885967556015e+02,8.256686687930530866e+01,3.039896367985183367e+00,3.054501067554208138e+00
1.924359178436825524e-01,3.231897403982525674e+01,3.216215892648772723e+01,6.581535339434225307e+00,6.565768734482863245e+00
1.258038350863896326e+01,2.286873791247436927e+01,1.985864542572066682e+01,3.124504366202216943e+00,3.157560630100601173e+00
2.475839268325929510e+01,8.370639744757046685e+01,1.003491735538771223e+01,2.544963141471674906e+00,2.530508585926344090e+00
7.762587516092910533e+00,2.151099126516692195e+01,5.144109429887496390e+02,2.288938147957048752e+00,2.290062101573135500e+00
1.717778328811421895e+00,1.298150254925771918e+01,6.929053109845594918e+02,3.195914382770960405e+00,3.168797846490748693e+00
1.715888624325056355e+01,4.416937455150136316e+01,6.796690798401213840e+01,2.247088746446054497e+00,2.244556562966426583e+00
1.152300274703789984e-01,1.000364879338814994e+01,5.190553148557150109e+01,8.892597695274343295e+00,8.893516169215583744e+00
3.847891520548738509e-01,3.655259968315552754e+01,3.141852058205799025e+01,5.402767358483924198e+00,5.412944553655782975e+00
3.757489611583702427e+00,7.511102919709435355e+01,4.102181563848520796e+02,2.216139235369271265e+00,2.265614685268199757e+00
3.295828703067002485e-01,2.130859504281891503e+01,7.828406958225015160e+02,4.254635620883596481e+00,4.287657504961452481e+00
6.042144114112820041e+00,1.054722831871997357e+01,6.013804468285370604e+02,2.656453897885302506e+00,2.672214677204517219e+00
2.027686382334085380e+00,5.346316532435702129e+01,2.402803576814712372e+01,3.612044352778080558e+00,3.605641523695329642e+00
1.622104374795521053e+01,1.670967499470153257e+02,8.937147916557512417e+01,1.841703111454466857e+00,1.836164007277589327e+00
4.497975892079937665e+01,9.787943100522696227e+01,5.194671211438623004e+01,1.840627049461812881e+00,1.834649242742013131e+00
1.418283681794605122e-01,1.183471094185149042e+02,1.471099633352405931e+02,4.891463958853107918e+00,4.874600528487810003e+00
9.780002743832158174e+00,1.209451731122868239e+02,6.438564325604757244e+01,2.136393979366422613e+00,2.150067192364940816e+00
1.456694732997879105e-01,2.578530014141401239e+01,1.170941940883955397e+02,6.205462687217496054e+00,6.204629402943440120e+00
2.807740859863643745e+00,1.689632081495534521e+02,2.600682714042378407e+01,2.848157361636959095e+00,2.859038893137808568e+00
9.219250530579594649e-01,4.319686216370806164e+01,5.153872294133985861e+02,3.111827478937223113e+00,3.107243839485930526e+00
1.947737592427156939e+00,2.210478832254933366e+02,8.493557264219829221e+02,2.125409671723645033e+00,2.133277395839555890e+00
1.011924905661690488e+01,2.018765998294201580e+01,2.051272208853587742e+01,3.292500192667680459e+00,3.328134161920779821e+00
1.038452249184349391e-01,1.265978225366025001e+01,4.960263259779262057e+02,6.570599059780343865e+00,6.578142693245304429e+00
5.086154689184876787e+00,5.050577894813211799e+01,4.254187034507148013e+01,2.827493065908031955e+00,2.846591928357134371e+00
2.337864331056688627e+01,5.247527108163137655e+01,1.442445694409708494e+02,1.929457728608944267e+00,1.913125382354735837e+00
2.506890609827333449e+01,2.029257605576055710e+02,1.624142071112222823e+02,1.603987973199070272e+00,1.601710535396362545e+00
2.363647198215224954e+00,6.619421965072204728e+01,1.815002282626812757e+01,3.529308114435333543e+00,3.522460480097294511e+00
5.605460170374967355e+00,6.821745676928959767e+01,5.882468897469306057e+01,2.550884770216879094e+00,2.561719934135679111e+00
2.630552315155545440e-01,5.438500819362256067e+01,3.139076084178551085e+01,5.570422332026701895e+00,5.577207403598794855e+00
3.616108652541482615e-01,1.006507123013223293e+01,9.043633300655171752e+02,4.652819612567990148e+00,4.640274725096517727e+00
4.363333183590999909e+01,2.439507603258633139e+02,6.880950734991340596e+02,1.314220777666494477e+00,1.322233533540912331e+00
1.248391910817461536e-01,3.225837338216600614e+01,4.468989948219301311e+01,7.061934591714083886e+00,7.065494402998963253e+00
2.844505026193931485e+01,3.349284362298250528e+01,3.630621872295394326e+01,2.386124128822066481e+00,2.355958612027291288e+00
5.263392871652206040e-01,1.289933333260144934e+02,5.613457543878678990e+01,3.841485034060396320e+00,3.842106019908381409e+00
2.707652343472046308e+00,1.634536345166526132e+02,1.836397121025811998e+02,2.311571673260114146e+00,2.336614363508576542e+00
4.323363048948659637e-01,1.391693476853617462e+01,4.164532007699541793e+01,6.047927918447288498e+00,6.031512196602434095e+00
1.750561433801256506e-01,1.516957291099114080e+01,1.058661812348176028e+02,6.584032136905094923e+00,6.607293474013288481e+00
2.150091640899879053e+01,9.563169076587998063e+01,2.223326620547805703e+02,1.727881773043592695e+00,1.743314090349541212e+00
5.069645393553146917e+00,1.148730112889371497e+02,5.028155725675282639e+01,2.466458650278170683e+00,2.471435958240486563e+00
2.323125157643471539e+01,1.455993918915150687e+01,3.623848672954247974e+01,2.856920971886855121e+00,2.867426294415939658e+00
5.056396466421140268e+00,1.651067361170408887e+01,4.503706043903061129e+01,3.415353660513360090e+00,3.400920716388947440e+00
8.748719337917130190e+00,6.576347658276405639e+01,7.096612077166905692e+02,1.869154790078557449e+00,1.884977617908257130e+00
2.080041992824302743e-01,7.603235240937989659e+01,1.071597412427422569e+01,6.602433853439341860e+00,6.575740544014404776e+00
1.051570059349943020e-01,1.899156340030583934e+01,3.851314529764267149e+02,6.262686135179531099e+00,6.241999263370354711e+00
1.720179996729944150e-01,1.675679244527976266e+02,1.422468484355339342e+02,4.475589341981672575e+00,4.488169111153991864e+00
1.978293883811251774e+01,2.990674812368414948e+01,3.828035315204728306e+01,2.531702952191646538e+00,2.511475825977805165e+00
1.228224726339006562e-01,3.346288197810618925e+01,1.894188996031509475e+01,8.011049118766903732e+00,8.053082598275381088e+00
1.830985148967351483e-01,2.488060944405099306e+01,8.417007201088026136e+01,6.118600806637894962e+00,6.127254693873008584e+00
1.907020507691979949e-01,1.012277226915341544e+02,5.016678083638490193e+01,5.196651376502071429e+00,5.216711895538591826e+00
1.498644308752755394e-01,5.889474741007200009e+01,1.491163216742986641e+01,7.132294576300011180e+00,7.153663711432569627e+00
7.839326129241035446e-01,1.077601496543053230e+02,8.453532629267948550e+01,3.414051387455953712e+00,3.408198643958201490e+00
4.106341625860027378e+00,7.053980458078939364e+01,1.382418530165858783e+02,2.434105856178341298e+00,2.436650565829181492e+00
2.977342273967041208e+01,1.314783578488164650e+01,3.254692688029469849e+01,2.871047244808947241e+00,2.882603419044599047e+00
2.879025242265081386e-01,7.825159174829418873e+01,1.328469092174997179e+01,5.836393171879503683e+00,5.838605212574655035e+00
1.359934122271489187e-01,1.678017501503448017e+01,4.444573502632305235e+02,5.873600905280031981e+00,5.907237556988571114e+00
4.014025036141791958e+01,1.863698051783845244e+01,1.318540827909527025e+02,2.151358701344922686e+00,2.174189982397420007e+00
2.383156993784347200e-01,6.102273757092632422e+01,1.931668133440599320e+02,4.513830528843513434e+00,4.520398348235808328e+00
9.835646184273967307e+00,5.450717386987876267e+01,1.756157814952300811e+01,2.840302067132163710e+00,2.867851421467940920e+00
3.213660960183224091e+01,2.990128653670577208e+01,8.398535014185073351e+02,1.715904418492683714e+00,1.719565769298575075e+00
1.279330858503563650e+00,8.715264135715818838e+01,1.102553217168333219e+02,3.055720520016696362e+00,3.073512072461262346e+00
4.574674853996229018e+01,2.618820167087395490e+01,7.582613552303696736e+01,2.135096547733200900e+00,2.140587332982075708e+00
6.985806103218266117e-01,1.353279836103813061e+01,4.625573600780542165e+02,4.014469685517113362e+00,4.011349325681237588e+00
2.783356635668068346e-01,2.923465217072745048e+01,3.176682734591489634e+02,4.592737186511003600e+00,4.576167962108263154e+00
2.100863639789672987e+01,3.636803000596959379e+01,7.528797411245926696e+01,2.225796120419578639e+00,2.213600128779294796e+00
5.930227166030755726e+00,5.662623412834148695e+01,1.431409045398583935e+01,3.164326197592896683e+00,3.167467258904992811e+00
6.551025085603877640e-01,2.096115183160856787e+01,1.736463612174333804e+01,5.773988488928395668e+00,5.784612689346019465e+00
1.276079401568402383e-01,1.264899179690840754e+02,1.321432930239520545e+02,5.048515657983017491e+00,5.007868359268420555e+00
6.357994596857914349e-01,2.227038168919622763e+02,1.285463463231466790e+02,3.155670860165836089e+00,3.149384179625365210e+00
4.844593824175983166e+00,1.381035290364384238e+01,2.911452136494683174e+01,3.808646911407128854e+00,3.822131061168014377e+00
3.463164007981416326e+00,2.152656858402711748e+02,1.500964870359629444e+01,2.868701690868318721e+00,2.867309952395530104e+00
5.490683884427557393e-01,2.312554935926150534e+01,1.463850875697126241e+01,6.076640601729017099e+00,6.056301106186169569e+00
