R,A_rel,habitat_quality_rel,C_R
3.468198434279056386e+01,1.678286756081910358e+00,1.416256683388581017e+00,7.893191978903317249e+03
1.399306331808494086e+01,7.743188717011538769e-01,1.641721535937718635e+00,8.342684890367202115e+02
5.570871114681335712e+01,1.705227490072362295e+00,1.177507987088157293e+00,1.654615409873874887e+04
4.959258762443850799e+01,1.174463574761601237e+00,1.358240839652567367e+00,1.001881602826343078e+04
4.929165221485829562e+01,1.515590699484097748e+00,5.238159473159553770e-01,8.475252424240190521e+03
3.009830660448293393e+00,1.987830255094316989e+00,8.547446870945200059e-01,5.058897462780237220e+01
1.742464175572773222e+00,1.092580526735711377e+00,1.239797309321384766e+00,9.729309263556864096e+00
4.730893679302557331e+00,1.382327617142129039e+00,1.513126316330424270e+00,1.633869250869367988e+02
2.098057421191689187e+01,1.921337903534716007e+00,1.029900154668949241e+00,3.113130741911561017e+03
1.983817974393500094e+01,1.266750431313926395e+00,1.879507765261541730e+00,2.759355563668035302e+03
5.113652907079477217e+01,1.518737994073868114e+00,1.654358036173247948e+00,1.528921329270786373e+04
5.061336597452235253e+01,1.353280719513943797e+00,1.108654972786279558e+00,1.076046690299508555e+04
5.016998725280851801e+01,1.014736238050446548e+00,9.719992221438187308e-01,7.457940463351340441e+03
2.924005805708793915e+01,1.547830493649291483e+00,5.474599013779843926e-01,3.359225873272494482e+03
3.375625924300609881e+01,1.696421851833789685e+00,1.480132671353302509e+00,7.821958187801259555e+03
2.646619293324844691e+01,1.832470606620447473e+00,8.730950301962623339e-01,4.096483234405692201e+03
2.247854682268504689e+01,1.784522736640162144e+00,1.884339646970792259e+00,4.820131124049491518e+03
5.552380165355771169e+00,1.267629693889287035e+00,1.226607975236999382e+00,1.823614316912051265e+02
4.818987449993748839e+01,1.048921962493947868e+00,1.039188594724982595e+00,7.408398260326188392e+03
3.501677158174774007e+01,1.325381336495751849e+00,6.922974219726387712e-01,4.394291140739665934e+03
3.295278889309711445e+01,9.718789056477794563e-01,1.891612620186374105e+00,5.037023895601151708e+03
3.196790767899004848e+01,1.257098051147115259e+00,1.209213910394022484e+00,4.678437445019952065e+03
1.009536689805201348e+01,1.537706211006158341e+00,1.488307479977931891e+00,8.538932904087529323e+02
4.981234517613625457e+01,1.651619392367862371e+00,1.115146885404013855e+00,1.280527019024965011e+04
4.072271442064528202e+01,1.596890953827444060e+00,1.179668668973510748e+00,8.946773007659605355e+03
2.706113850079324834e+01,1.913253520075629543e+00,5.745618068438090864e-01,3.672560324997139105e+03
2.160125514111532041e+01,8.910765847141799423e-01,1.969015524382846216e+00,2.321230411577455470e+03
4.773356317702445395e+00,1.655268825277677269e+00,8.583754029360364246e-01,1.305176201083791625e+02
5.183742417500904054e+01,1.794539270174677181e+00,1.915788743766752233e+00,2.022214287505340326e+04
3.760265201296495263e+01,7.893310479724306994e-01,1.516902216234234935e+00,4.447961307484694771e+03
4.601940612749370274e+01,8.023345094070609695e-01,1.736678611820876572e+00,6.943654663269238881e+03
5.182171452649190257e+01,1.266743061564355344e+00,1.586655991414976485e+00,1.273135379581053712e+04
2.140893958930139007e+01,7.431191605958854529e-01,1.348888652706885960e+00,1.471636175507480175e+03
2.466379861805473794e+01,1.861045918032945057e+00,5.464210363083490396e-01,2.952619481087736403e+03
5.496312773486309311e+01,1.830402489024142154e+00,1.267204194374212722e+00,1.800552122752453579e+04
6.925612814878070900e+00,1.264068934734125405e+00,1.204254369307625971e+00,2.876210001087025034e+02
2.713269928857023672e+01,7.696413746040507986e-01,6.651871529338209132e-01,1.579829840295846680e+03
3.880828796797565872e+01,8.045710023974363967e-01,1.273354091211646999e+00,4.322118947214834407e+03
8.812902491427145435e+00,1.469582643314331527e+00,1.191406044650994867e+00,5.373165365332955616e+02
2.048182604661353778e+01,1.946808333858653484e+00,1.697631198686369247e+00,4.167047277040528570e+03
1.621000287961677344e+01,5.465393546798174018e-01,7.881254521370384403e-01,4.796057999322947580e+02
5.683928995252124849e+01,1.413800139156294433e+00,1.038583978232183291e+00,1.338026866151532522e+04
5.684525856972790780e-01,1.874739350490297829e+00,1.288297545995103155e+00,1.519352034899157378e+00
1.246166341148686740e+01,1.704374263294349934e+00,1.497169741202286852e+00,1.397296434137837423e+03
5.903774630718752547e+01,1.214878179128171976e+00,1.587714251015966083e+00,1.529555607705958028e+04
1.791947939557522318e+01,1.682449163501703815e+00,1.095127632068375156e+00,2.138685381705271539e+03
1.264849379391023732e+01,1.025921876637968744e+00,1.494292511470000528e+00,8.627010174451874036e+02
4.919829481042510366e+01,1.525061579256778987e+00,1.675090711115271747e+00,1.447509538111859001e+04
4.668362147440672771e+01,8.984592101860129354e-01,1.882716220731031953e+00,8.380665923619042587e+03
2.378705378417895844e+01,1.875374519087039893e+00,6.959755113253354164e-01,3.096155663252160593e+03
2.648674395657916136e+01,1.630490687133189676e+00,1.650856684815959596e+00,5.319350696878432245e+03
1.987590540694965568e+01,1.475148013955729587e+00,1.420222740272108819e+00,2.655098935022625483e+03
5.002856989526694775e+01,1.313362020698165100e+00,6.508564774203684511e-01,8.131571370846790160e+03
1.004314480771969542e+01,1.404590206949799747e+00,1.585816147515846541e+00,8.096671046231813307e+02
3.120432068394283576e+01,1.673653354291298800e+00,6.587511296912184067e-01,4.408801049874535238e+03
2.059904896050029066e+01,1.879643199206335602e+00,7.452767744608810307e-01,2.473071406195085274e+03
3.042265738094568128e+00,1.765251823647912888e+00,1.734126627345389693e+00,8.207404966763795073e+01
5.360680488796362653e+01,1.819006490005987464e+00,1.240597800489405156e+00,1.693945653908611712e+04
2.197226405761736601e+01,8.621034303272490096e-01,1.409365583909470976e+00,1.837383506100156410e+03
3.182016906254169086e+01,1.755534554170368189e+00,1.564598717329677147e+00,7.571551165297922125e+03
2.024350474769828523e+01,1.962972472607571017e+00,1.590347741359375622e+00,3.935999394037715319e+03
1.111497160534165829e+01,7.867887942493101416e-01,1.369717492501292710e+00,4.916642147241508383e+02
3.108581873101712389e+01,1.804332807856765308e+00,1.885828308263202580e+00,8.454143874704277550e+03
2.821568367045993497e+01,1.383412387006050626e+00,1.953149066713071091e+00,5.635764545720306160e+03
4.459252795941701919e+01,1.165541536346634599e+00,1.768293888340099151e+00,9.666647886931274115e+03
4.783420312771047378e+01,1.511158283012652204e+00,1.124621265136044546e+00,1.095506518965908617e+04
3.878438357533105574e+01,1.964914100440739997e+00,1.651146362370558673e+00,1.230240829568882691e+04
5.242181067355135227e+00,9.690322228615823041e-01,1.728762252783207831e+00,1.605841519847641621e+02
1.533579402480326870e+01,1.147466297890488374e+00,1.900866267645911156e+00,1.617244760754157596e+03
1.110548821783970297e+01,8.488129363297394203e-01,9.280232354117541327e-01,4.083578846585892279e+02
3.577497383809946196e+00,1.255531114916591084e+00,1.873366450865792343e+00,9.218937224637608097e+01
4.340264479601503211e+01,1.076482825164637003e+00,1.199559359706714234e+00,6.803633669865245793e+03
2.016977366925686965e+01,6.950008426933556027e-01,1.433740601168776996e+00,1.291310074477312810e+03
3.125238522084669768e+01,1.455781330408062013e+00,7.552168868683442060e-01,4.084389851742801966e+03
2.972926915448426044e+01,1.782919206855960947e+00,1.579073130311310136e+00,6.884537324020774577e+03
2.632461689195719146e+01,1.429386460409074022e+00,1.244160718521716058e+00,3.856568464708360352e+03
5.574118390242325205e+01,8.274239069160607141e-01,1.369847728635997353e+00,8.691769119293045151e+03
3.245121984528257286e+01,5.634928844107848223e-01,1.088661452571516364e+00,2.030297496235980361e+03
8.720641322969159503e+00,6.394145939169375570e-01,1.240758955391379370e+00,2.357204904143733302e+02
5.898211444031216999e+00,1.824450820103297399e+00,1.564882892401450842e+00,3.609058599475617370e+02
2.912023124159582110e+01,7.858874300636806698e-01,1.139712108170781280e+00,2.402426377748316554e+03
7.181516485186083543e+00,1.112012382281732492e+00,1.762646008874478865e+00,3.638016184794693118e+02
3.636219962006038031e+01,1.795750344304008150e+00,1.730229066740102351e+00,1.037426887028209603e+04
3.049654435783139306e+01,9.678262703664579636e-01,1.146761310207222051e+00,3.218841740302327707e+03
5.082470246162342420e+01,1.754034046831528748e+00,1.925733409239573479e+00,1.917590706307263827e+04
3.913792748031429625e+01,1.091853423042159932e+00,1.313163452289860977e+00,6.056764229051566872e+03
5.454803617729684362e+01,9.466275370609162909e-01,5.149125990904457328e-01,6.353317969737488966e+03
3.976313033281254405e+01,8.597465361955862750e-01,6.486604796467112521e-01,3.496571060103806303e+03
4.928788641309476048e+01,1.751214216445186045e+00,1.584980019843531096e+00,1.613489251067040823e+04
3.389195769130633096e+01,5.266710889731116563e-01,1.756054947753744599e+00,2.725160341667078228e+03
2.887217753110115481e+01,1.476184033219328784e+00,5.695047801362307371e-01,3.179086330873073166e+03
4.832881075030221751e+01,1.933964657073220295e+00,1.013992582779970952e+00,1.356773621879455095e+04
5.182037131732057844e+01,5.726489654643155403e-01,5.349517766058962120e-01,3.536657967369895232e+03
3.287749970018984413e+01,1.838893481141741892e+00,1.896853884425142134e+00,9.511424684047686242e+03
5.376340520298614933e+01,1.316176588623436228e+00,1.816106036390867429e+00,1.527034842250575457e+04
3.187789089826939204e+01,8.447541743663371516e-01,1.391249845529323625e+00,3.398012838628612371e+03
4.282005815565579354e+01,7.169876958706310477e-01,7.689299171361212437e-01,3.574913354037480531e+03
1.821138549637111836e+01,1.230051838386390539e+00,1.292790658318793362e+00,1.786644192769602796e+03
4.920100675102097654e+01,1.599928999929332019e+00,1.970264967106652776e+00,1.679487021518177789e+04
4.246846620943333761e+00,1.091178851468066036e+00,1.441203460359712807e+00,9.663820116472379596e+01
3.921794592129848667e+01,9.061719132231564888e-01,8.019022164003664077e-01,3.928437549700784530e+03
5.090717858735101942e+01,1.800898430014291396e+00,1.248612559907491093e+00,1.537042573532892493e+04
1.060394256912370636e+01,1.206925201392783586e+00,1.246189808156106027e+00,6.469283148201668610e+02
1.001066795490407912e+01,1.355367969295075747e+00,7.243311969624023350e-01,4.612515761274024726e+02
5.201190361097089987e-01,9.355162012876405697e-01,1.025477191540449251e+00,5.190730424829076428e-01
2.345238615527011916e+01,1.945730542294145327e+00,1.452145371258086737e+00,4.733170189843189291e+03
2.023977187371320241e+01,1.494654485980589032e+00,5.887968763429342056e-01,1.702934728802741120e+03
5.415378968206461963e+01,1.266132362433476599e+00,1.526007780043938888e+00,1.342585446671722821e+04
5.439212006184509107e+01,9.960900032260855408e-01,1.090531550965587293e+00,8.923095370449629627e+03
3.991777154405373551e+01,1.515767072178885400e+00,7.070325159503256796e-01,6.427333473971179956e+03
3.794922516334057150e+01,1.825891652385905894e+00,1.498660999478081735e+00,1.037637635219219010e+04
5.283069204827999954e+01,1.976843187271058344e+00,1.665662118487056587e+00,2.113189823061996867e+04
3.971681816626586681e+01,1.636991742114255688e+00,1.164075923329614071e+00,8.715900735159586475e+03
9.153213412323278675e+00,1.542077411986272573e+00,1.329288481793691634e+00,6.555824881050339172e+02
1.189241955041896048e+01,1.514513017025242103e+00,9.378323493185731774e-01,8.333014888926836647e+02
1.975207768691265997e+01,5.861038905317916825e-01,1.068051382882493350e+00,8.719777325629249844e+02
5.005985786010179339e+01,1.954199381643032751e+00,1.465820676723516014e+00,1.767943389946863317e+04
5.336778114650106630e+01,1.681004782239540418e+00,7.296236677564986728e-01,1.222350791128340643e+04
4.452117715976949341e+01,9.045736753710510447e-01,1.794722030914394084e+00,7.551696431479569583e+03
4.703957925856842337e+01,9.347021810732458746e-01,1.695428896871044255e+00,8.275447521170350228e+03
6.122207379299144492e+00,1.344397521465126033e+00,6.090630833073764627e-01,1.501323899678678515e+02
3.678603350048171450e+01,7.416494418966711466e-01,5.832528664320644207e-01,2.511916993041128080e+03
3.562232296258700615e+01,1.725845365071315252e+00,5.799545184176357893e-01,5.499331958762393697e+03
1.760672357994283388e+01,1.060133657719212419e+00,5.301723288294014624e-01,8.916865827714018451e+02
5.952994991266488256e+01,5.657431746836036890e-01,6.064221693418928583e-01,4.701817585700860036e+03
1.392847147900472926e+00,1.160599567560234746e+00,1.454143158927055257e+00,7.011503807575623526e+00
2.023856393960057076e+01,5.379851201950816009e-01,1.835635205500114386e+00,1.192247936335759277e+03
4.676807867983838918e+01,6.654279780920466791e-01,1.046022274853585010e+00,4.471423472710508577e+03
1.971285980638018387e+01,6.589428287089994507e-01,1.609383611689460203e+00,1.272423710915235461e+03
5.135424443721154475e+00,1.828768688139088994e+00,9.743667361463483889e-01,1.866457114085448552e+02
3.926731869515509743e+01,1.622417939538385090e+00,7.138888734761033028e-01,6.704732685538021542e+03
2.545380369296376699e+01,7.916977742766685422e-01,1.011099039611849770e+00,1.786186962292809312e+03
1.689151701957444018e+01,1.560515872769693946e+00,1.753535555327945250e+00,2.451278129107607583e+03
7.677211216578379904e+00,1.944417503074698406e+00,7.462687043253855013e-01,3.972531280894260135e+02
5.679100337521396824e+01,1.219965879620808824e+00,1.530646851482315274e+00,1.406944632097014619e+04
4.182565778751116881e+01,1.563821844187632593e+00,1.004458084476853585e+00,8.452880819479563797e+03
5.606284997451020757e+01,1.596998954754741851e+00,9.599919703198942500e-01,1.422803692471340037e+04
5.615626429382886897e+01,1.552025775502767768e+00,1.068851017540717763e+00,1.457163947160499811e+04
1.604323663753278595e+01,5.788943877003080996e-01,1.285943345870859567e+00,6.702330850063478920e+02
5.258878194719255994e+00,1.944880590731968173e+00,1.113965691699951854e+00,2.307968913197609879e+02
5.463946542912369608e+01,1.076476594887894933e+00,1.563119524364601443e+00,1.175187057365921646e+04
3.810754027139644506e+01,1.197790551330035980e+00,1.243267174897632277e+00,6.150555937791678843e+03
1.770550874242677963e+01,5.117145205980424549e-01,1.600292822509703727e+00,8.172567116600225745e+02
2.262193079766038650e+01,8.983787773075493366e-01,9.855112899265656701e-01,1.621944983154255624e+03
2.959262550699236627e+01,1.777991301823936832e+00,1.290452481655041561e+00,6.009428530633484115e+03
3.691999553538696688e+01,1.804652353883378302e+00,1.647148919812118528e+00,1.037038097874965570e+04
4.751261960165239273e+00,1.197305841411481442e+00,1.290679678458356960e+00,1.260855488863305993e+02
1.438777017599744390e+01,1.858877211002261332e+00,1.154601745595970730e+00,1.651740226964550402e+03
8.336052998395603097e+00,1.304502531209465577e+00,1.803055391793265239e+00,5.829782198117386542e+02
5.271375268738646724e+01,1.930947095269420544e+00,1.422376000755824377e+00,1.878689806821722959e+04
2.821729084006870281e+01,8.708825896054592786e-01,1.515598328849163678e+00,2.994811414723534654e+03
4.521115152495170975e+01,9.519056151593610071e-01,1.462085259908197266e+00,7.210085987239996939e+03
4.280031118008124480e+01,8.903865932017056561e-01,1.404908699655781579e+00,5.994902732262278732e+03
1.189240979517649599e+01,8.338178259434037010e-01,1.504465988061744364e+00,6.304543025339459064e+02
3.506177784929499808e+01,1.577481633320275467e+00,7.643504941970142852e-01,5.472967494861737578e+03
8.474864516908450440e+00,1.326878363207499412e+00,1.763369401289052396e+00,6.016122398855831079e+02
1.553997125147934888e+01,1.362118374039148927e+00,1.987555397401756574e+00,2.031235787764752558e+03
4.396689439434413771e+01,9.128323459922778049e-01,1.317993265373548439e+00,6.211387011049449939e+03
1.890198775374178908e+01,1.748801732862995006e+00,1.578674873290836000e+00,3.098897203112384886e+03
4.359182609690824961e+01,1.504221348339116471e+00,1.199243376943223138e+00,9.578356506013380567e+03
1.433196282205859262e+01,9.123813472982422734e-01,1.051673540885590175e+00,7.585135727087917985e+02
5.052439484949781701e+01,7.964502807618700775e-01,1.414666623999412343e+00,7.177136719801562322e+03
4.107745532011112743e+01,5.306657751232952691e-01,8.719829457749725954e-01,2.596379360321101558e+03
4.625593087216413579e+01,1.118332330171116773e+00,1.512520219825055801e+00,8.986629916226611385e+03
5.229470929342120655e+01,1.738237407334826568e+00,1.841089907957943694e+00,1.939757201104276828e+04
3.353712031970009377e+01,6.167409411761830551e-01,1.701843884048939604e+00,3.071187997543714118e+03
1.583749349683454888e+01,9.505792688597748397e-01,1.280747655393083217e+00,1.072825264049202588e+03
2.819882321569111028e+01,1.831928489704636398e+00,1.265196881394242023e+00,5.627150318905290078e+03
1.964506306591448315e+00,1.847051521989250045e+00,1.809094099091014041e+00,3.073050358039834862e+01
2.700225101967130215e+01,9.736194262894515283e-01,1.620282757990285649e+00,3.242428169973858530e+03
2.437206487563805979e+01,1.697776049673950016e+00,1.994996999022274009e+00,5.479424497074920509e+03
3.360440609685249047e+00,1.626424651263257859e+00,1.206155383873067422e+00,7.119685445913084720e+01
6.242005689393002932e+00,1.967680471822803367e+00,7.034462203480947862e-01,2.500687524300187761e+02
3.869270555608687090e+01,1.153643733369788649e+00,1.769055175188277040e+00,7.514861737926039496e+03
3.765395689476445540e+00,1.079804700507263293e+00,1.055238458778158694e+00,5.618071558949360167e+01
2.374380769589015827e+01,7.684691361310300728e-01,1.961402735131043906e+00,2.344152328425560881e+03
1.898294337011697763e+01,1.730534845547651246e+00,6.896958055885744621e-01,1.888867048247896037e+03
1.081117974412726834e+00,9.292692448195267740e-01,1.034129569654675285e+00,2.326125819151084073e+00
4.926179736814396470e+00,1.701293667306577495e+00,1.422724527402926764e+00,2.099204927941486858e+02
4.970860067951763028e+01,1.215302758245509374e+00,1.604514569061347817e+00,1.144437054120834000e+04
4.437711856021873302e+01,1.404189882496250430e+00,1.176102305864775044e+00,9.130775968348774768e+03
1.640158041682867918e+01,1.897338943653781307e+00,1.980533966399956824e+00,3.097936628916657810e+03
4.310271089756788143e+01,1.320490080877455785e+00,1.871517073105783302e+00,1.071456382349808518e+04
8.810479134151131930e+00,1.460277100505356529e+00,1.067462013735459347e+00,4.947060396269823741e+02
4.388954306812173201e+01,1.355882550405378195e+00,1.333086615872937752e+00,9.256462553965562620e+03
7.780057659853476970e+00,1.267776975270342055e+00,7.249126937376545454e-01,2.615449981248204949e+02
3.576987027553978749e+01,1.333589297006260832e+00,5.234769969390697941e-01,4.124111160294251022e+03
5.986317882143106317e+01,1.232725711582006944e+00,1.662046384863610005e+00,1.631727356141150813e+04
5.644759260042838633e+01,1.212867139976422148e+00,1.501705995088525869e+00,1.369431116655940241e+04
5.316984758611667417e+00,1.569782209505583559e+00,1.484551705120078502e+00,2.376270029183019403e+02
3.584539511114819277e+01,6.408510250090198035e-01,1.171396173754909453e+00,2.861229285116917708e+03
2.882778127214001174e+01,6.107581622682010103e-01,1.578539889610383939e+00,2.236673871868867082e+03
3.560372182544081721e+00,1.381555790940360184e+00,1.951056189427402554e+00,1.038574058032854737e+02
4.241152567005306651e+01,1.490626072954372550e+00,9.447116509824267094e-01,8.016368858225153417e+03
3.058999226235723157e+01,1.333662757812946964e+00,1.484992459396755837e+00,5.201451964185764155e+03
3.776735874353500577e+01,1.303413360792276654e+00,1.611083529757283861e+00,7.679449122210775386e+03
8.585116395948583445e+00,1.180247479794918952e+00,1.196030131371170535e+00,4.112233725539042553e+02
1.198879781845329440e+01,9.772442780351634495e-01,1.465270600339684481e+00,7.356668246310616723e+02
4.293729784418294315e+01,1.774395271578238731e+00,7.315488597201977861e-01,8.707384766292809218e+03
5.562430078894860230e+01,1.970104861957251430e+00,1.204323960680881989e+00,1.928201236912907916e+04
2.168112520963206435e+01,1.923317500851283057e+00,1.552482052595498541e+00,4.270438157582277199e+03
5.904540777386196027e+01,1.143713138614976588e+00,1.036097031077169550e+00,1.156988189515898921e+04
1.353385078659261964e+01,7.104265826338815870e-01,1.590879789171363523e+00,7.052258380153147073e+02
1.168769309758176256e+01,1.069385376926673459e+00,1.694060719953543348e+00,8.550377222623845910e+02
4.384086280056987306e+01,1.089987055677137828e+00,1.150922269752093108e+00,6.859796535539306205e+03
1.581479873977540507e+01,1.979459799244084994e+00,1.685044921688046538e+00,2.694247548289005863e+03
5.728115804016792367e+01,7.608339746787837754e-01,1.765196824344301474e+00,9.671224625131828361e+03
3.306660835288749212e+00,1.474071589615655986e+00,1.817853623579748890e+00,8.733269639948390761e+01
3.429768465658716536e+01,1.754036801770926690e+00,6.119250836712067931e-01,5.324483350958740630e+03
4.824351930563398838e+01,8.510300567792571380e-01,1.187809938978497515e+00,6.440478695166555553e+03
4.459780863159411268e+01,1.708914335205137025e+00,6.383997739540324678e-01,8.515577937506368471e+03
5.760400821427858631e+01,1.826858422721646003e+00,1.079098759733895907e+00,1.802537548374959806e+04
1.411403103127451253e+01,1.518038007590376992e+00,1.880152086990513727e+00,1.835622082964661331e+03
3.716049961484777242e+01,7.560577508625688781e-01,1.520148334067978668e+00,4.180143641963017217e+03
8.245684447437875875e+00,1.395412764593343402e+00,8.224980681001738958e-01,3.499302761490438343e+02
9.158419612926708808e+00,1.204995532377059808e+00,1.186193785629115371e+00,4.730708193375226074e+02
4.453565065011693491e+01,8.093683349625524492e-01,9.657816991000200968e-01,4.797980227331736387e+03
4.187795946497130473e+01,1.376161421564798815e+00,1.661823653470202000e+00,9.864326708881930244e+03
4.661357913790602936e+01,8.496929459071136392e-01,1.359524410707605657e+00,6.511582526839081766e+03
5.244533442279807645e+01,5.056522853440235110e-01,5.701180472783022868e-01,3.259659927246625557e+03
1.161468125139455054e+01,1.536104128624474985e+00,6.562035885702300897e-01,6.578399013460442575e+02
4.305174716276589919e+01,5.759839117303839906e-01,1.972113234462210762e+00,4.825162838583729354e+03
4.877855178452546170e+01,9.744675642224421841e-01,1.063967593575862569e+00,7.113308010023254610e+03
1.496010356972628230e+01,1.526266339802729410e+00,1.645463399118553660e+00,1.852879919485950268e+03
2.961316539005805382e+01,9.992142647999452398e-01,1.208291142313361766e+00,3.252853369892320188e+03
1.953072877521252693e+01,1.008183023447178028e+00,6.887397989360569683e-01,1.158120634010887443e+03
6.348686136013967918e+00,1.840099387216620697e+00,1.290092093823032471e+00,3.671888947185204870e+02
5.168762325203223895e+01,7.414765454047362869e-01,1.180556777023838322e+00,6.314128020508476766e+03
4.525547128766791616e+01,1.677119178254090848e+00,1.328254323113500668e+00,1.205182041190353266e+04
1.142989598554646768e+00,6.746118506513063551e-01,1.325148240908646580e+00,2.387560570840023377e+00
2.433512159074562931e+01,9.145004859409601172e-01,5.871129765472488105e-01,1.458493389017762638e+03
4.916596592802409305e+01,9.402310763110954817e-01,1.660003975904994267e+00,8.865895407222082213e+03
5.753539717381951135e+01,7.511203976751150702e-01,9.348223280021938919e-01,6.927683958904691281e+03
1.508646766397891703e+01,1.977769643625127527e+00,6.517243547965357875e-01,1.376944154440575858e+03
5.714140193238709031e+01,1.222038933484911327e+00,8.356809587455660271e-01,1.061552201037215673e+04
2.831846514133197701e+01,1.331914417953193652e+00,1.881901718134139978e+00,5.320885116968868715e+03
3.447079148860865860e+00,7.583059407813210751e-01,1.678091334059432782e+00,4.637770294858110276e+01
1.374074788715214490e+00,1.056187036614073982e+00,1.378944814309671862e+00,5.894002767775614160e+00
6.214181467588113073e+00,9.936395637678092640e-01,1.884007347954404388e+00,2.546910392103079630e+02
3.330431343054268467e+01,5.922647441647352906e-01,1.777781039536302732e+00,2.998816353449586131e+03
5.960440174054494378e+01,1.633757096086184468e+00,8.454882501025411390e-01,1.538828809494688539e+04
4.992454419607105365e+01,1.099764692556918444e+00,1.926671352148356275e+00,1.166709593770027823e+04
5.798368998866180135e+01,1.162969359943585967e+00,9.793223523982524936e-01,1.110246512577094836e+04
5.585770591167777610e+01,1.960356566455921712e+00,1.073634074568839525e+00,1.827086965926569246e+04
5.378933248982278315e+01,7.263073590009666569e-01,9.250244877448381420e-01,5.910681023061119049e+03
4.889191323143676726e+01,1.752399356626385796e+00,1.888663222311849355e+00,1.771764457373441837e+04
3.707139689377177660e+01,9.197971780107150330e-01,1.627638589696061011e+00,5.283033782725644414e+03
4.173902323120466207e+01,8.339929471830334062e-01,1.814343333960791504e+00,6.281224524088317594e+03
5.678414256111778258e+01,6.487816081190451722e-01,8.060166742219857516e-01,5.490931739002031463e+03
3.900816771517886394e+01,1.767113047317875107e+00,7.403914942469606020e-01,7.327617601283174736e+03
5.618014416005059353e+00,5.690299275882380048e-01,1.727186574014852427e+00,1.096424459847058301e+02
3.215180945303812621e+01,5.314353448784212564e-01,1.001760607431884553e+00,1.801843155686845876e+03
4.756372290575736628e+01,1.711049284930783898e+00,1.522830926898243842e+00,1.448408357757708472e+04
7.230642829854835085e+00,1.888210574182289658e+00,6.979759474373321559e-01,3.271898062288527171e+02
5.139443756030535937e+00,1.212969474016633242e+00,5.947947261453488954e-01,8.961831343083817103e+01
5.101933307290904196e+01,1.031957214455583527e+00,1.470660925203891356e+00,9.665953169903463277e+03
5.813843320333449860e+00,1.550808044453823253e+00,1.973255064331371766e+00,3.585779220345902445e+02
9.652232733279932475e+00,7.478801151068116271e-01,1.878872728686906690e+00,4.558011932872830698e+02
3.124696539214731672e+01,5.704629732714281420e-01,1.563748361027989198e+00,2.384072138040829032e+03
3.414250331427797391e+01,1.654157941558394906e+00,5.538426988939972873e-01,4.792734481828106254e+03
4.726203002395698149e+01,1.904402920208662753e+00,8.814058757782016196e-01,1.203307684255870481e+04
4.362567961766832525e+01,1.482410226333351844e+00,1.739936527941821520e+00,1.172440169220640382e+04
4.931057684468478364e+00,1.854166715331453386e+00,1.842894316924126974e+00,2.825989788039985342e+02
3.389091027719763360e+01,1.924821485121873232e+00,1.771406285352200793e+00,1.001601958693404231e+04
4.141691353708221612e+01,9.818142285535123026e-01,1.032234419254997704e+00,5.286903011102924211e+03
5.936075986412853922e+01,1.377673014648466809e+00,1.201697826344062303e+00,1.510214070179371265e+04
4.796846507515814295e+01,1.142074385614894272e+00,1.853436230917066219e+00,1.104678250471075989e+04
5.403527552321866523e+01,1.593276121631775899e+00,1.306063408310436547e+00,1.545540242601491991e+04
2.002147877991453484e+01,5.737305649242392391e-01,1.146149057476533395e+00,9.123142238514118390e+02
3.155070847530985390e+01,1.750970676828535355e+00,9.941030303577453875e-01,5.718994116824902449e+03
3.749535359682472979e+00,1.618230158070760094e+00,1.492351553518619589e+00,1.097921534515740518e+02
4.810997136129231677e+01,1.494616252664509704e+00,1.323081315279163839e+00,1.192136615254693970e+04
3.579165310678190082e+01,1.712836605531280920e+00,7.018745362336109572e-01,5.942886880667594596e+03
4.201699191693911217e+01,1.453799129793128087e+00,9.997954706019649418e-01,7.903802799297830461e+03
5.985583980110266822e+01,1.801990925228859730e+00,1.224365536933259779e+00,2.023200741073263634e+04
4.910229311333660007e+01,5.713807653188032187e-01,1.106354355062305839e+00,4.302192867436358938e+03
1.390142816086063426e+01,1.252005613299701725e+00,1.842556076063566861e+00,1.451929500147173485e+03
5.745393232876912393e+00,6.663505472318235201e-01,6.528296276228585659e-01,6.729025752168902841e+01
2.068814061153279837e+01,1.428735665047574876e+00,1.668172313632605652e+00,3.073619947622181371e+03
4.075719199150088201e+01,1.819933049208541931e+00,1.420446998346639900e+00,1.133121335855686993e+04
2.839609062754508972e+00,6.527884872327360810e-01,1.109737289897968271e+00,1.762831991990919178e+01
4.814423865924728574e+01,5.100725298206092440e-01,1.476821990759760839e+00,4.331786507755236016e+03
3.613773569865070812e+01,1.102345915066109017e+00,9.063410642855771471e-01,4.371014513185138640e+03
4.991184139944564180e+01,6.295320929375595176e-01,1.772158008178389643e+00,6.337195679539458979e+03
2.081992401883043442e+01,1.471109918699302632e+00,1.609140479564520332e+00,3.121081217458751780e+03
1.976779845756705711e+01,1.191519500935102283e+00,1.931864995393135498e+00,2.631654354191398852e+03
7.519233984889835298e+00,1.185557326021766000e+00,1.731634855280132168e+00,4.193340798248577812e+02
9.843519843625708532e+00,1.539846162252942907e+00,5.832454146943786277e-01,4.502525979503510030e+02
1.782136142762471920e+01,1.047850824988368679e+00,8.779419759805748846e-01,1.158516660982891381e+03
1.995474318725804252e+01,1.773733773883301224e+00,1.488187470616659791e+00,3.316383683428716722e+03
2.514274239207045269e+01,1.331407167237235845e+00,9.457820616313910023e-01,2.833773175104426628e+03
