S,E,I,T,v,v_noisy
2.066037132109068142e-01,3.623707529846985409e+01,3.404803047857961928e+01,3.829453644306042293e+01,8.188425463907857704e+01,1.193288625343659390e+02
1.628664027980013174e+01,3.329252357505410487e+01,1.397991508004824901e+01,3.695624345752291617e+01,2.057923670094351110e+03,2.021408607088299277e+03
3.283188759937417700e+01,2.903028926031974422e+01,1.351384327532855778e+01,4.717337279954048768e+01,9.337955343977486109e+02,9.306939810422148867e+02
1.294894704326814416e+00,1.736253189659459961e+00,5.101699612317755594e+00,4.375336755129504240e+01,2.670587748014927598e+01,1.254543269301521491e+00
6.299599787612024659e-01,8.976963047367105375e+00,4.245649090888051091e+01,3.942662404581685820e+01,6.697428473131942894e+01,6.092416934910281867e+01
8.358994108027312109e+01,4.700684104437037547e+01,7.342800016325750967e+00,3.715642355314956546e+01,2.743711650057009592e+03,2.754006291195224549e+03
3.476590379835702294e+01,2.588164026770822357e+00,1.561786898976702531e+00,3.158028510361087271e+01,1.125268957914903041e+02,8.365537283937815971e+01
9.747754489109780707e+01,1.451772150393770211e+01,6.992081243905828636e+00,4.286027037670022111e+01,8.261851614592728765e+02,8.466608341617040878e+02
3.362919463880937321e-01,4.582511307681630619e+00,3.354961816751304582e+01,4.191161451517658065e+01,1.889619670883482527e+01,1.974570416450085020e+00
3.364828359500316779e+00,1.873027663364200635e+01,5.340509486779581927e+00,4.145995606343912954e+01,6.092462103795343182e+02,5.882835730216902448e+02
1.957079234695688064e-01,8.388275360983943330e+00,3.467868759055431127e+00,4.675322140479710953e+01,1.237482103074187556e+01,-2.054168884561980946e+01
1.090638804256846761e+01,2.348477463513772889e+01,1.535877331703590620e+01,4.403636032139230849e+01,1.119798347334327218e+03,1.105803502546321624e+03
1.653238724188262010e+00,4.556652253390087992e+01,2.562038187659778643e+01,3.469158801211396792e+01,5.690076008179077007e+02,5.541668100949228801e+02
1.798877517877305043e-01,3.273845154969733073e+01,8.775399040199088674e+00,4.508792163048256185e+01,5.070385474124545766e+01,6.727335144745534024e+01
2.870087752121965874e-01,4.774708796095443120e+01,1.723342289683490591e+01,4.319719158775055234e+01,1.336517716757091137e+02,1.024121256577430046e+02
5.381435310453110787e+01,5.780588937201298627e+00,1.121627237034245539e+01,3.985726585867607952e+01,4.585175252323861059e+02,4.627789424936977980e+02
4.272391735929785739e+01,2.930883896105788367e+01,4.825719791055086461e+01,3.664899328128703360e+01,1.801176749130365806e+03,1.818002719015460116e+03
7.335970368803731390e+01,4.024845911699478762e+01,4.039276768188949518e+01,4.061162640567211923e+01,2.318821733891416898e+03,2.313782535114859002e+03
4.893964168955987049e+01,3.140148174213191368e+01,2.729493704769597073e+01,4.628021828626221890e+01,1.182000506667540776e+03,1.197369182306388666e+03
4.031474424295799608e+00,2.552712802400316860e+01,1.243520768537979571e+01,4.744110049483057168e+01,3.598524395262603548e+02,3.459914350218559775e+02
3.518578134044386019e+00,5.539019038747722945e+00,4.110228732137009189e+01,4.411476039444779929e+01,1.491413978473984514e+02,1.574250558906702508e+02
5.771764726024045444e+00,1.671970344915976980e+01,1.642477729492301464e+01,4.281495063089540309e+01,6.639852691131397933e+02,6.573088649970607094e+02
1.997428734841191300e+01,4.834398640011519177e+01,1.657299982289132600e+01,4.096164178636450970e+01,3.140126041328594056e+03,3.183303893017557129e+03
3.918823674717229477e-01,2.448972217798896978e+01,1.583029459706827780e+01,3.690622658995909688e+01,1.048005869646136432e+02,9.912259221475008530e+01
2.164439528417776870e+00,5.163135340339897184e+00,4.460358837527603981e+01,3.735520120861114179e+01,1.149284634427795311e+02,1.089429413671308851e+02
1.558763622488730682e+00,3.214973365459918853e+01,9.396564537704737319e+00,3.908658757269392936e+01,5.328385907636776437e+02,5.409153477860145358e+02
2.338615574715941747e+01,3.659473710279884884e+00,3.222632210235132355e+00,4.171468096718975715e+01,3.349804046158242841e+02,3.244027235534309739e+02
1.374026379120737440e-01,7.557086245928604562e+00,4.395562700381756116e+01,4.708583154942650140e+01,5.996768315784303915e+00,2.076218470325963406e+00
8.329293047108174974e+00,1.193668056643204700e+01,2.767596109401567261e+01,3.554668043924819898e+01,5.493068466150936047e+02,5.560752015378872102e+02
1.845530346645024578e-01,4.388123417671202731e+00,4.413273432784371408e+01,3.514328085147973013e+01,8.700483620336710189e+00,2.620509516500464997e+01
4.231062941110288911e+00,9.811218180156503266e+00,1.601278637979996944e+01,3.731902316019474597e+01,3.581030876866878998e+02,3.461859875469500594e+02
4.648813780784042393e-01,9.050509185932682499e+00,8.347694190968452332e+00,4.670892111844329264e+01,2.850011391915593961e+01,2.971442349933117555e+01
8.565081555824600912e+01,2.479077131364133990e+01,2.107457596182507586e+01,4.302984354492600261e+01,1.288732612338489844e+03,1.285312462497003025e+03
2.519597518348436482e-01,1.418160347398418430e+01,1.772532485161467619e+01,3.827347989182394628e+01,4.328234170300489581e+01,5.723606023672439846e+01
9.217691514344061865e-01,4.700945903230814338e+01,6.808677401052026568e+00,4.114462941145763608e+01,4.793083801054866058e+02,4.957380951497063961e+02
4.279201836221171451e-01,2.152438153286594869e+01,4.629131410506902711e+01,3.003865119709567466e+01,1.619056515108247396e+01,2.426987018883092873e+01
5.995090497531427864e-01,2.452235695400984383e+01,2.677331563842072981e+01,4.637166103794000094e+01,9.059971963414082552e+01,9.592577493774152231e+01
1.095695414235358811e+01,3.625465489446076361e+01,2.492088746560661150e+00,3.192755232336335425e+01,1.130828804601538650e+03,1.166671467610065747e+03
1.606314006439928110e-01,1.826466834404446260e+01,4.458117376012640420e+01,4.106758716108701890e+01,3.333229927664392278e+01,1.589630008176053266e+01
7.266573522348535263e+00,4.151665708413113265e+01,2.726148773434627692e+00,3.781672807824634930e+01,2.233067463181988842e+03,2.265820167210824366e+03
3.656773483655362256e+00,2.381062742830171075e+01,3.513830127691265659e+01,3.623161003760416321e+01,6.583541319284670408e+02,6.691277099234074512e+02
1.392361351176837903e-01,1.108567677729101497e+01,3.127936976895729870e+01,4.024565953531893570e+01,1.893915420358747426e+01,-1.171134903213654610e+01
6.968553131047912075e+01,1.389549603880914397e+01,1.529791798696611416e-01,3.567833216565706778e+01,1.097944627548442213e+03,1.100546821217614252e+03
2.847297524937163704e+00,3.529775737428744975e+01,2.611069866515504145e+01,3.526413698275630537e+01,7.380934920178258380e+02,7.098176250900115747e+02
1.464429120028673537e-01,4.839874541386326001e+01,4.014036073724794562e+01,4.183575412198062793e+01,7.323824742140614319e+01,7.078737200294736454e+01
4.258908772907689766e+00,2.545418524329096144e+01,2.474789974906949297e+00,4.687149921439237943e+01,5.211517748752645502e+02,4.805863695417530721e+02
1.428191882679055391e+00,4.228835682912752247e+01,2.292014512420949401e+01,4.209847210665388673e+01,5.629218427234220599e+02,5.775265422924467202e+02
2.070112888941902929e-01,1.840756556004177469e+01,1.268362984083339384e+01,4.706122382168904750e+01,2.172673462191315608e+01,5.960129670550829317e+00
2.157165819816755103e+01,1.312745640186451901e+01,7.448740539787113590e+00,4.412554704537589600e+01,8.272710688035725752e+02,8.603273327019569479e+02
4.578324948047249165e+01,3.293520590147208082e+01,3.784500293221859657e-02,3.500404503015942481e+01,2.525219526630894052e+03,2.510764971085563047e+03
1.261271693322122012e+01,1.219310017441931038e+01,4.278275496743561490e+01,4.067349303294679430e+01,7.547704423085713188e+02,7.558943959246580562e+02
2.358899016297378193e+00,4.483401838389664995e+00,4.601684725322438396e+01,3.612104883178540859e+01,1.007067627998367385e+02,7.359022651962510508e+01
3.045882514409769115e+01,2.317617923181385819e+01,2.080743782572829659e+01,4.537146084609290142e+01,1.118354637471624301e+03,1.115822453991996099e+03
1.170664369995887133e-01,5.055690728208046547e-01,1.788034105876042545e+01,3.497969670569462153e+01,7.115229670116216543e-01,1.629996908251833077e+00
4.471937536476794928e-01,2.028672318572915145e+01,1.242964328416846698e+01,3.472390751671762388e+01,8.532614151354623289e+01,9.550333668540513088e+01
5.630594255910903456e+00,3.128121261642627360e+01,4.032537196170878957e+01,3.075778595685912720e+01,3.490324231360278873e+02,3.985078730349562761e+02
3.764747807541640734e-01,1.204878698993784525e+01,4.734183485719099593e+01,4.142841154904607492e+01,5.159433127634056859e+01,8.461621535419662621e+01
9.546770336019557490e+00,1.313318912019249440e+00,4.447873258561065768e+01,4.271744385802688271e+01,7.708949672543585052e+01,9.285027604465044249e+01
2.836464151994559479e+00,2.609131039339076708e+01,9.517956744170025019e+00,3.347376713060261721e+01,4.707718617298893946e+02,4.643690326471386243e+02
2.861410998476440071e+01,4.348764247170505826e+01,2.377997364740844333e+01,3.225325009264900444e+01,1.490046629945085670e+03,1.484507525768208097e+03
8.890409350096027197e+01,3.532306090708350155e+01,1.788895161938625122e+01,3.426084642141189107e+01,1.496887621203795788e+03,1.490909814483996115e+03
1.474653633680201026e-01,3.822176988808346465e+01,2.919105218103404908e+01,4.659039411533220942e+01,3.321600341975701554e+01,1.635257305445948717e+01
1.630540955743169107e+01,3.855326796102976061e+01,2.021972597367976476e+01,3.226902358003851390e+01,1.246920613116274126e+03,1.260593826114792591e+03
1.519112313188481500e-01,1.495983919966424835e+01,2.671338404677434042e+01,3.949664330984991523e+01,2.745230597300715303e+01,2.661902169895119030e+01
4.072862274679457606e+00,4.365721238809477001e+01,1.037718427639011765e+01,3.127962877021755617e+01,5.424661268858759513e+02,5.533476583867253566e+02
1.181117426058855502e+00,2.283630965375290955e+01,4.280334132820854620e+01,3.775774302362142976e+01,2.715949251549546375e+02,2.670112857036619403e+02
2.712429159702976822e+00,4.775904425385547825e+01,4.822724047947718162e+01,3.099721376049611976e+01,3.547101595767456388e+02,3.625778836926564850e+02
1.693529548031034437e+01,1.122385136790854254e+01,7.800582403391614683e+00,4.234111355302603386e+01,7.902386260176174346e+02,8.258725952707169427e+02
1.042831654326445701e-01,4.100308757189131015e+00,4.238761816848158048e+01,4.003734475890377098e+01,5.655990818287160771e+00,1.319962428324775949e+01
7.883370947634368520e+00,2.522262114459934068e+01,1.572041449147597092e+01,3.773094496000656051e+01,1.245257877175306248e+03,1.264356739624408874e+03
4.295620401496962160e+01,2.580659409717133101e+01,2.897748679245065162e+01,3.294990671936852067e+01,1.052348737715767356e+03,1.036016391461559124e+03
4.642193969090067185e+01,4.645324101067765099e+01,3.026560040713286881e+01,4.552159388037878784e+01,1.986843157344947031e+03,1.984565719542239094e+03
3.363453177710957309e+00,2.935203822071924762e+01,6.471929389008596267e+00,3.693766963708772266e+01,8.798456162968183207e+02,8.729979819587792917e+02
8.782999800795485257e+00,2.981164394678994611e+01,1.923899098994068524e+01,3.616651851163758380e+01,1.394260840497652453e+03,1.405096004416452161e+03
2.930197797844310004e-01,2.635228456270747088e+01,1.242004605384590121e+01,3.220689171742698420e+01,4.591840879891424976e+01,5.270348037100709604e+01
4.173544144289842994e-01,5.990131036902259787e-01,4.890857360872087156e+01,4.716488108596634277e+01,1.541293204341763756e+00,-1.100359426713022337e+01
8.595099083973840948e+01,4.926403127643400381e+01,4.594121121182612200e+01,4.376446601913471568e+01,2.218795497287746457e+03,2.226808253162164419e+03
1.279668448435549721e-01,1.837891453901107042e+01,1.625523444584551669e+01,3.350022054231703095e+01,1.901629079830939872e+01,2.257610208318837763e+01
5.342132868104060606e+01,1.895219970797900899e+01,1.399952549212191144e+01,3.572515970324039358e+01,1.158895838657015929e+03,1.128730321862240544e+03
6.334498945164503958e-01,3.953672740307929701e+01,1.873076105764441124e+01,4.608497325072129058e+01,1.614346109605274080e+02,1.620555968085126608e+02
3.911806374664092090e+00,4.315113424078136006e+01,3.159916508095467691e+01,4.481135309672212941e+01,9.837011790148437740e+02,1.008743869263306124e+03
5.090238941113219839e-01,5.545594472609112202e+00,1.548915510819669450e+01,3.707661307231672509e+01,3.492871212390743096e+01,1.851299027905287176e+01
1.863374623589694745e-01,6.861260316755091182e+00,2.561893119136268737e+01,3.355832362399944913e+01,1.102275816423111188e+01,3.428409527242499166e+01
3.913883407551237781e+01,3.496840878440079337e+01,3.367508169884892766e+01,3.573459962419863700e+01,2.033777787535116431e+03,2.049210104841065004e+03
7.854933183914273087e+00,3.776693786704282019e+01,1.753521799103101486e+01,3.965064160061458409e+01,1.849668166983700075e+03,1.854645474946015838e+03
4.265528480665506095e+01,6.235100887630089517e+00,1.397925134575188011e+01,3.317499859346163760e+01,3.131641118924011948e+02,3.236694344214856756e+02
7.832118971959696196e+00,8.154488922409885987e+00,1.633925091110767269e+01,3.278407865005204513e+01,2.615540144484066900e+02,2.471210703239941324e+02
1.440587138858933436e+01,2.925237659775451959e+01,4.627627664984873235e+01,4.548983312917830091e+01,1.174550994720769040e+03,1.190373822550468731e+03
2.257087102452351723e-01,3.146732321172187241e+01,7.507914063025478146e-01,3.062165138016213461e+01,2.761831323433157692e+01,9.250038093945605056e-01
1.057484329128403067e-01,1.029148146925478180e+01,3.964022470253911479e+01,3.946084262868441073e+01,1.343621428967455600e+01,-7.250657519501874759e+00
1.827463283710141217e-01,4.353062728438911222e+01,2.882606632795731016e+01,4.190292213562170076e+01,8.322263810406998630e+01,9.580240727638962994e+01
3.567860978006775241e+01,1.722341052491566060e+01,1.457439839172539031e+01,4.663811832538896596e+01,6.690431284649251893e+02,6.488160022510840008e+02
1.256711103254050665e-01,1.893853750287366466e+01,6.935582733083362150e+00,4.397868974165297118e+01,2.523148119075122864e+01,6.726496069922808374e+01
1.958769847238988893e-01,1.441461730926527629e+01,2.312894246831113776e+01,4.090512565679387080e+01,3.367539071500623038e+01,4.232927795011950423e+01
2.049391062608593717e-01,3.583653697287401485e+01,1.751040583950194218e+01,4.665190435626755772e+01,4.370411551298585806e+01,6.376463454950656740e+01
1.567816147588137754e-01,2.756839092230535115e+01,4.338129554657283116e+00,3.621266770325840412e+01,5.140552508084583394e+01,7.277466021340401880e+01
9.863299830448601924e-01,3.679117299503035809e+01,2.317595583259110370e+01,4.664121986668452280e+01,1.973065779170178473e+02,1.914538344192657178e+02
6.214583312375343560e+00,3.032268400123318841e+01,2.851598866321647563e+01,3.268450795410765863e+01,7.299944045344133201e+02,7.325391141852537658e+02
5.620146026317281951e+01,4.677758455123730563e+00,1.281274970590990847e+01,3.258743020340254049e+01,2.037300154962112515e+02,2.152861897318632600e+02
3.239421650450193257e-01,3.190651701619163916e+01,3.083786366963875203e+00,3.624676707134030096e+01,1.241007295210223447e+02,1.263127702161736607e+02
1.407374912656116084e-01,8.401654787941359004e+00,4.119575231971943907e+01,3.451833251366904420e+01,1.133472639464542553e+01,4.497137810318488960e+01
7.833768687840112932e+01,1.000377074588853255e+01,2.800233955083382753e+01,4.244349107749329875e+01,5.950867936303243368e+02,6.179180746828216115e+02
2.625538716175664367e-01,2.811023650540726848e+01,3.214831288382474384e+01,4.512766983207083626e+01,5.829669415866936788e+01,6.486451355096382088e+01
1.640855913427394697e+01,2.638653731908289402e+01,6.114088516520105543e+00,4.266838414366554844e+01,1.719658406054217949e+03,1.747207760389995201e+03
6.118129394454323489e+01,1.722062246460010826e+01,4.810508842909873550e+01,4.628307387745800838e+01,6.351742823560456372e+02,6.388356331619370394e+02
1.700005650466283713e+00,3.355110532681568003e+01,2.605998902072517609e+01,3.225521916812490275e+01,2.827086317430733402e+02,3.005001841876392064e+02
9.059075543350860471e+01,1.519652296908052769e+01,2.199547306859867035e+01,3.979785313164227034e+01,9.099156000366073158e+02,9.154063852854823153e+02
8.677134620489508343e-01,5.118308596708461167e+00,4.162913989286246874e+01,4.136869923747648414e+01,5.210216329611424868e+01,4.898180346023838894e+01
3.119995058012583478e-01,1.687643310401307417e+01,3.754934606554350296e+01,3.253078616239487530e+01,3.316529467442357770e+01,1.659607027168347315e+01
3.814405274463191375e+01,2.020944557066467695e+01,2.191814027696352696e+01,4.799253550360009513e+01,4.642345120148077058e+02,4.520385203745238414e+02
9.350419334057006537e+00,2.696876675220868691e+01,3.894093932299480532e+00,3.036870997315246612e+01,3.600521369446293534e+02,3.631931982567256796e+02
8.078978080839336329e-01,1.179782566137056499e+01,5.991642176089317928e+00,4.338811109104464236e+01,1.056837272845425133e+02,1.163079277021667224e+02
1.311253867691465624e-01,3.923755108124834123e+01,2.802612813171653627e+01,3.661654425463380136e+01,5.314095912937033717e+01,1.249366041477368583e+01
7.814812813539974146e-01,4.787297678933788347e+01,2.772649342971386233e+01,4.241185055312367069e+01,3.579694335433284778e+02,3.516827530028573960e+02
7.468317744711993278e+00,5.428234254937932768e+00,1.160274137039950482e+01,3.556744405674150045e+01,2.673475261835223478e+02,2.808316759444080049e+02
5.142548562561696457e+00,4.735441017160871269e+01,4.409263195696999205e+00,4.563249930920442665e+01,1.311463980086216452e+03,1.310072241613427877e+03
6.639276855198134042e-01,1.329793027878188028e+01,4.137420921465556845e+00,3.126967777543534410e+01,4.305997908633600701e+01,2.272048354348810406e+01
1.784410220600747721e+00,1.975334655093421077e+01,2.434294960370602823e+01,3.594250396942518933e+01,3.154406079840714483e+02,2.968630040660464147e+02
1.034956576672057427e+00,3.467611440669379164e+01,3.584530866955034867e+01,3.407438235051883879e+01,2.659233560541980523e+02,3.012282433371469210e+02
1.691592438096960471e-01,1.475253781802924991e+01,4.113349912277987386e+01,3.180906322731376079e+01,1.312917143496630246e+01,-1.715587392567604752e+01
8.396693926288191889e+00,1.493694763812279191e+01,4.849882905351974927e+01,4.772245123152580959e+01,2.825304493231340643e+02,2.774207485510282822e+02
4.178462229448546950e+00,2.761641869567912799e+00,1.454949378297883911e+01,3.339458375206151430e+01,7.508312716247699825e+01,9.311823506674815576e+01
4.025407193009483109e+01,3.605937652383919101e+01,4.307105983141150318e+01,4.335832818902216701e+01,2.053564913475855519e+03,2.015104444203776666e+03
2.602811195867121441e+01,2.182580664118216873e+01,1.994591843270094955e+01,3.458683994902533954e+01,1.205973509139868383e+03,1.220883306976034874e+03
1.620138261671001167e+00,4.133581622573747438e+01,1.664543736531225449e+01,3.029786055266532330e+01,1.356651865745215844e+02,1.059830062177186960e+02
2.002480289786371159e+01,4.964641538879964600e+01,2.885070563197755789e-02,4.680763968897355909e+01,2.256729851736839009e+03,2.278292387211463847e+03
7.418840067632731738e+00,4.591344107892128790e+01,9.635198752646900289e+00,4.410134415111434691e+01,1.806581455972848971e+03,1.861253915920796999e+03
5.598557082387568329e+01,2.451616468361670087e+01,4.783393897282468998e+01,3.694486741973861399e+01,1.484370555452096824e+03,1.460699628328281733e+03
4.766053293470099428e-01,3.773229783070347310e+01,2.947583391778092476e+01,3.264174857059411750e+01,1.085916591743817747e+02,1.085846085809837689e+02
8.026767216235338731e-01,1.634693223615266078e+01,3.127398741468106813e+00,4.770862411376282353e+01,6.437575800454497710e+01,7.306420644118644248e+01
2.782290613058778561e+00,4.380903441603847170e+01,4.078344828595290750e+01,4.049857888446588561e+01,1.039239878817123554e+03,1.029173187123994921e+03
2.561787239790258019e-01,5.893987016324222949e+00,1.280793653859909043e+01,3.084478543153888808e+01,6.030704091528543032e+00,1.829320358394976864e+01
5.443866247353196464e+00,2.578752124796393730e+01,4.937993717515833936e+01,3.886732583118730133e+01,1.008734902270643261e+03,9.958133634438772788e+02
1.526575947691541479e+00,2.537413819417499283e+01,4.990230860267108604e+00,3.337500299378059765e+01,2.890705490925567460e+02,2.790839202434594881e+02
1.648476012830273163e+01,4.711776208733419224e+01,1.137939965153060839e+01,4.159373552328342072e+01,2.962374083363275076e+03,2.947360600145484113e+03
2.600090597731320941e+01,4.154019373788767666e+01,4.736171685103339257e+01,4.572416808665492027e+01,1.736246399721650960e+03,1.736520669779695709e+03
1.960301226420177179e-01,4.152684485299141670e+01,1.605729966509400342e+01,3.774297963374925047e+01,9.041861052439689672e+01,1.012018865083518762e+02
9.715886309193091108e+01,4.350748401441492774e+01,1.131050922060214958e+01,4.595181966629687054e+01,1.487683624870605854e+03,1.508426779925964183e+03
2.234489082631721502e+01,3.788360172168763995e+01,1.697451860114090394e+01,3.374212238318526147e+01,1.779951728044408355e+03,1.779059323179536477e+03
1.844491349897575105e+01,2.427927914665097120e+01,2.267716110818489028e+01,3.129947335196188263e+01,5.991157521707863225e+02,5.789564065757058415e+02
5.383810916037565786e-01,8.631868389172236533e+00,1.130899034098593603e+01,3.650471860725900797e+01,5.482462267734507577e+01,4.640703747353761344e+01
5.833642802256059356e-01,1.264824579172701391e+01,4.003648490889283806e+01,3.055326445873139463e+01,2.104556182525087848e+01,1.197293808346749877e+01
4.307337860408070895e+01,1.995008407401387629e+01,3.056260932811230191e+01,3.715966568575419160e+01,1.317779970217966138e+03,1.311174287752403870e+03
1.387770509636956084e-01,2.840613772045496432e+01,2.278926306306179939e+01,3.762693844347656835e+01,4.408758555072312646e+01,5.695603786879659935e+01
2.311538666226199135e-01,4.810910957782171948e+01,1.056361156462702944e+01,3.191201357353964951e+01,5.937108547125710345e+01,5.776161990705183058e+01
6.496540385117029359e+00,1.917622836761956773e+00,1.970785067221204656e+01,4.464793571208832645e+01,7.904973772537974241e+01,8.207346948232046202e+01
5.126422277490589874e-01,4.547341086121195985e+01,4.521012975557342273e+00,3.488168652722065133e+01,2.294025841635379663e+02,2.315541271561831422e+02
3.617806579913874998e+00,1.905269409826327021e+01,4.690556822810349757e+01,3.598335367036244037e+01,5.179706131886408684e+02,5.172688557044408526e+02
3.900232666270629700e+00,2.529014087602321581e+01,1.562189021967032510e+01,4.125269610408246734e+01,8.197100746752861369e+02,8.113339447985845254e+02
1.595038622230100955e+00,3.563240909857013605e+01,1.637520786079860180e+00,3.344077802244440534e+01,4.628893519920933386e+02,4.785285483567960227e+02
2.505321087025220805e+01,2.641353994992700294e+00,2.649769004971203046e+01,3.235826221364791166e+01,1.138472557381248151e+02,1.130813283369036526e+02
4.048723644671659017e-01,1.364017811969643468e+01,4.619663614524828432e+01,4.419445945043951696e+01,5.092258296815192153e+01,4.966644587039743186e+01
1.840696467978883533e+01,3.759508375996462348e+01,6.098372852854811121e+00,3.319803820995880983e+01,1.695040250608147289e+03,1.673578169135882490e+03
1.749095878993886410e+00,1.132987769915069087e+01,1.727685762492231092e+01,4.167933592227473127e+01,2.064729117919128214e+02,1.933100367806700888e+02
5.144716979826780801e+01,4.781305181208485244e+00,2.324839132090258431e+01,4.708902743272796698e+01,1.696576085499967235e+02,1.585511005927932899e+02
2.907389430423719667e-01,9.078828199559360712e+00,2.942787808376053249e+01,3.792230586740339504e+01,3.196269416845819578e+01,4.416347937987103478e+01
4.840862202731498476e-01,1.192724380431883002e+00,1.737876563112100570e+01,4.281340524802718051e+01,7.313901852189010455e+00,-2.696326397704537925e+01
9.667303242335433255e-01,4.468693668953972775e+01,6.061209123683913624e+00,3.859420145916311640e+01,4.913852619503269352e+02,5.067304358450302857e+02
4.213415295858898291e-01,2.743947816166408060e+01,3.589850396174733049e+01,3.724703006196526189e+01,1.216712222614151955e+02,1.248222123606595488e+02
8.239180499348047748e-01,3.523111300477001606e+01,7.228976320135627631e+00,3.956424804444628052e+01,3.366786285494541744e+02,3.231027360779587525e+02
1.418971274994726750e+00,2.950316581589110143e+00,2.956700620073936392e+01,3.076131822758403089e+01,1.425508482226235429e+01,-2.170958186557346181e+00
2.146895226528640066e+01,3.985193050942010728e+01,3.968983402041578756e+01,3.403403418156506177e+01,1.861922786688648785e+03,1.872679621513109169e+03
1.209397584047598428e+01,2.250662018636243289e+01,9.600162020747610825e+00,4.610374376999719459e+01,8.477533422162950956e+02,8.526157125407303283e+02
2.235583110240326477e+01,1.145077878458622855e+01,9.600596666403211188e+00,4.538818147848270002e+01,6.052997323779668477e+02,5.662288447239891411e+02
4.465578550771428290e+00,3.980406943304049605e+01,4.909242189332214679e+01,4.720736106027650436e+01,5.896195960818130288e+02,5.763621964183562341e+02
7.458263895384422693e-01,1.577790551166073385e+01,2.473212288596878849e+01,4.661175359450055566e+01,7.023532369645214146e+01,5.244399476918938774e+01
2.702450781667086188e-01,2.128448020325341528e+00,4.908661792978521987e+01,4.753608286922006698e+01,3.041313142092755495e+00,2.137558407241604730e+00
7.161336968024733096e+01,7.500504503714150673e+00,2.331328522130842273e+01,3.889705937914423117e+01,5.153714517499000749e+02,5.031757392833427502e+02
7.575012869160186568e+00,8.110999027288531948e+00,2.809514126094092745e+01,3.409994997757933533e+01,3.132552037495672153e+02,3.229555060138014255e+02
4.248754809071030314e-01,1.727546952402822811e+01,4.386712396862020569e+01,3.868197842814890208e+01,8.309017527963894167e+01,7.317778277820198696e+01
8.338056001197183820e-01,1.399011638146308911e+01,4.296260594527351095e+00,3.218109867054949547e+01,7.594350432489740399e+01,7.094377706432952380e+01
5.168011508212061678e+00,2.751853692405318075e+00,1.435495667991520463e+01,3.029398191309687505e+01,2.680156309504706158e+01,5.212953779335215643e+01
2.469710237689231480e+00,6.798348708545757901e+00,1.146772845531861051e+01,3.340754078754180512e+01,1.203386861165118233e+02,1.160480729047158803e+02
1.358922892908109858e-01,4.893701618768598394e+01,4.951891347507006458e+01,3.052804705712150835e+01,1.745042570273303184e+01,8.001608179749522876e+00
8.436030705301091892e-01,4.882376307380845759e+01,4.960386332932750264e+01,4.338435520742376639e+01,3.572078631133939552e+02,3.584474194862912100e+02
5.132193996889817811e+00,4.567613185656600194e+01,2.319054550026031691e+01,4.422490493692755109e+01,1.353776090258547583e+03,1.328301894123676902e+03
2.717632018800364335e+01,3.937429873233757860e+01,3.869589938914815264e+01,3.455903973257532869e+01,2.020328519580146121e+03,1.988866022759400266e+03
3.776836007471179313e-01,9.101873098239165571e+00,2.838191803268255242e+01,3.832192739485495281e+01,4.176874296510942486e+01,4.159249504057454061e+01
5.115358821051767535e-01,3.476238174999428310e+01,5.111878390127156280e+00,4.772810715397537251e+01,7.981509730437734618e+01,6.840775071103492166e+01
1.834559339917288145e+00,1.515136769281460971e+01,4.025853259357698732e+01,4.283894415781501408e+01,2.520868578242470619e+02,2.238576304112464186e+02
7.464403429634778320e-01,5.782652386408300593e+00,2.349511787934827112e+01,3.420509213642059620e+01,3.956075428573250719e+01,5.834217746096258850e+01
3.121856241382516117e+01,3.429666642373664587e+00,3.787302042615593223e+01,3.996677585553299394e+01,2.780094480199801410e+02,2.919354403109881559e+02
4.575605083643927706e+00,1.047735817308874040e+01,8.958871053700917741e+00,4.231187960285886618e+01,4.057078684999270877e+02,4.103787844078952958e+02
4.495157379440365975e-01,3.560309106221716746e+01,3.340884625834250610e+00,3.261835503208845211e+01,1.150525287653045154e+02,1.045564943317228312e+02
2.965017768670513920e+00,7.251385054429491994e+00,2.630440047962660088e+01,3.445906777963885759e+01,1.631883984520570152e+02,1.593393706270107373e+02
3.628279497731370817e+00,3.742515963711755234e+01,3.877944873827001970e+01,3.700239357305828491e+01,1.038401737620350104e+03,1.027015572337977346e+03
6.330401317152350993e-01,4.865540647108065286e+01,1.520514228749821406e+01,4.457384290262280047e+01,2.543759351137355793e+02,2.716434002537281458e+02
6.220796274591387842e+00,2.464420892948636777e+01,4.418813987504285024e+01,3.634842576120997393e+01,9.552762151164218949e+02,9.266035933947642889e+02
2.068324647122890170e+01,3.230217212059660170e+01,2.237720596329935319e+01,4.424448777528878907e+01,1.710790407389627035e+03,1.716265577791612941e+03
4.461527062371640762e-01,4.360324099336179415e+01,6.079501161494582639e-01,3.757751824960364218e+01,2.738091879666081354e+02,2.741962761722875257e+02
7.940182751748098289e-01,1.357529746420843786e+01,4.102099110348566313e+01,4.677378248539154981e+01,6.089629681255886595e+01,3.830069511717141495e+01
2.884380074075647005e-01,4.494642848541553093e+01,4.284948480725350350e+01,3.972128656956481763e+01,1.394794537682039390e+02,1.518678907676132326e+02
9.090971679973007813e-01,3.134967178782118324e+01,8.870725571662546827e+00,4.512850980801868417e+01,2.277572743785265175e+02,2.209771413600385301e+02
2.219499803469566857e+01,2.297818140838604961e+01,4.199181552406471951e+00,4.602950150571984977e+01,1.098882241214948181e+03,1.136275301386569254e+03
