E_1,E_2,phi,theta,I_avg
1.497978189358457390e+00,1.117617938692493151e+00,3.323729557925013012e+00,2.704133853406579746e+00,5.660819066351268324e-03
1.558711918992450540e+00,1.718645284243665028e+00,1.651378642212596448e-01,1.963696219498589857e+00,4.220477084752289644e-03
1.531797646594906137e+00,1.330589220946006845e+00,2.860131326810021246e+00,6.880683698230506407e-01,1.562806632531142615e-03
1.747004110817903744e+00,1.281150494460268519e+00,1.489590581539887770e+00,2.674037909171218974e+00,5.699767735219375513e-03
1.905323983460540216e+00,1.702043734298279709e+00,5.614567194238057724e+00,2.010212717613724998e+00,2.493078098030865677e-03
1.583887074579540810e+00,1.344922801385667332e+00,4.055679294971886506e+00,4.836034503043946664e+00,5.940860948037313648e-03
1.270149701083338911e+00,1.387337356555083723e+00,8.369926708080999145e-01,4.858576749352076618e+00,2.108533066576113221e-03
1.619962319354115277e+00,9.665518050396763039e-01,3.239292587204183782e+00,3.281121626318478146e+00,6.087465623617388001e-03
1.972132947957609739e+00,1.864906383287425973e+00,5.673873418519585599e+00,1.694447530395927215e+00,4.404201458626631413e-03
5.059358709403569687e-01,1.425036798552935080e+00,2.872190774577221717e+00,5.579033935046404657e+00,1.216539374468983805e-03
1.646263306967743034e+00,5.172367086553357751e-01,5.752526157643318427e-01,1.133616819147090504e-01,4.046529281200913347e-03
1.148895960954585904e+00,1.692228419997067634e+00,2.501218126633372840e+00,2.170468325258377226e-02,1.222639432444931184e-03
1.525734817397978116e+00,5.763079044421235420e-01,1.686409787696601770e+00,3.250688751287598599e+00,2.745023179642351856e-03
8.241114756521125129e-01,1.244729421978128636e+00,5.718023089604332698e-01,5.624552163857075016e+00,2.833704208801693207e-03
8.431795334593954472e-01,1.914002195030505060e+00,4.147198934014606486e+00,4.124061754097356314e+00,6.337792654450662144e-03
1.659190988844995385e+00,1.577527350106412429e+00,5.541953985471934629e+00,2.283407865520975744e+00,1.351336018327306977e-03
1.640844847679112872e+00,1.461324325891293130e+00,6.241215777890290362e+00,3.714969611091239354e+00,1.098666059993679608e-03
1.495932265145556661e+00,1.611889421946801182e+00,5.374175215663160587e-01,1.407172104073353136e+00,6.819522309585272953e-03
5.659787731947771849e-01,1.499213001737326412e+00,4.469765126303895109e+00,1.706118651762538629e+00,1.607981509314405401e-03
1.157402358862205105e+00,1.496547192285769157e+00,4.052972135890928307e+00,5.489059031512058873e+00,3.534413505177086065e-03
8.935417721657823442e-01,1.599332373523190132e+00,2.810564851335945580e+00,4.153796910228472195e-01,1.230312755372025895e-03
5.926680684272171984e-01,1.910724412006401529e+00,3.467135271535994434e+00,4.026819150075389153e+00,5.467409661097784486e-03
8.027514098345289728e-01,1.791312058233246240e+00,2.654199322602231348e+00,1.827773360866146612e+00,4.957326509034068115e-03
1.452427625643135212e+00,1.830648271539190741e+00,5.748213172155677952e+00,2.437000607369558480e+00,1.303468113642137919e-03
9.735565634854821404e-01,6.038924105713405766e-01,4.103470380528257522e+00,4.334767038809089201e-01,5.615586060562023814e-04
1.782734090687742246e+00,1.534470300276196575e+00,3.908791267556863236e+00,5.777193997821445492e+00,3.779357091449173003e-03
1.570317967666778891e+00,1.942391729596188110e+00,3.837920269659751860e+00,4.249465006423149838e+00,9.905065439419944232e-03
8.477082207060345764e-01,1.670428092415477295e+00,2.592428487857967312e+00,2.732831729183894609e+00,5.729856627916142878e-03
1.808849123151117899e+00,1.309111429582102026e+00,3.048011005309119170e+00,2.723892196860198567e+00,8.531846700497044966e-03
5.878478419267265664e-01,1.966338362062039824e+00,3.472196982260804976e+00,5.053776881356614403e+00,4.037143920583645754e-03
1.046937133644453066e+00,1.157291351919792044e+00,4.296007349104638884e+00,5.660519133216854293e+00,2.579651777209457028e-03
1.346214301726273543e+00,1.634522028745011069e+00,2.774572317190879822e+00,6.162729591744296798e+00,6.305599872127794518e-04
1.362230061447437190e+00,1.396586069314816214e+00,2.456027536310894543e+00,8.140426956694510330e-02,1.053051901108930256e-03
6.351958791585001762e-01,1.056044499332056574e+00,5.643388093433395980e+00,9.568533951418440875e-01,1.732597229029052234e-03
1.580692903047726139e+00,1.924860178368991814e+00,3.803589401223057553e+00,2.588953059606919016e+00,8.033926189483387575e-03
1.922232950218217606e+00,1.217484284829607688e+00,3.997036813517555576e+00,5.013461108458096227e+00,6.321471145888294015e-03
1.582440063671272767e+00,8.708050954210766470e-01,5.378460855694395804e+00,5.517988076360608174e-01,3.931007929730391884e-03
1.396402872766079550e+00,8.435036785524150371e-01,3.249223835669671434e+00,1.587544765273001479e+00,2.314385185255050850e-03
9.175756546104389955e-01,1.356122277575986912e+00,4.748058627265347553e+00,2.326873506916621981e+00,1.403146832109016104e-03
1.030199316564043954e+00,1.143519230303845280e+00,5.465284136604469545e+00,5.205820945511707265e+00,3.793768068419221991e-03
5.442460929591117491e-01,9.587590291268582865e-01,4.293449816108346972e+00,4.605292925476664578e+00,1.773088884717517483e-03
9.076514986033401566e-01,1.000755449346351078e+00,4.245634003250010835e+00,1.857735362076413210e+00,1.011874611317203519e-03
1.383204383644796254e+00,1.687871728344440214e+00,3.622172943525420852e+00,1.815349119599260597e+00,4.046679292025952106e-03
1.278971657997342248e+00,1.415181589632900527e+00,5.570674634827069482e+00,6.189516940253377841e-01,4.917605280985793033e-03
6.846831668981334662e-01,1.511435382525365467e+00,5.086811722773179056e+00,3.347455424699119497e-02,3.470932442635939977e-03
1.017900879910890177e+00,9.511221759802519493e-01,1.185607424323520176e+00,3.010074475870158306e+00,1.537002776084629924e-03
1.327004959589964894e+00,1.897356099757645964e+00,6.008208564467340196e+00,5.145387663936879186e+00,7.475631030171646374e-03
1.287986048827160168e+00,1.759605356946364552e+00,2.100466445028344342e+00,8.985142326712260985e-01,4.819256516051293772e-03
7.059281395066006048e-01,7.037581622497481870e-01,5.078694306705499040e-01,4.543732651921921217e+00,5.276738739034812515e-04
1.746360694581139406e+00,7.445743464783907140e-01,4.664702156471666861e+00,3.331623198365383676e+00,3.608652827569262204e-03
1.785527722273873241e+00,1.095190089948171686e+00,3.001106854587721084e+00,2.220852837604179453e-01,9.298937601654167200e-04
1.787496639003490762e+00,5.077588156901697847e-01,1.412934080418880578e+00,8.311003463444921469e-01,4.104602943451353229e-03
1.458090164752915197e+00,1.380705274460608978e+00,3.857197532550133978e+00,4.474682590088353007e-01,1.018408889511044193e-03
1.644282459019042575e+00,1.933145351835618531e+00,5.064690871443935372e+00,1.423428179866760068e+00,3.393140469464148764e-03
1.685225004888939226e+00,5.574305693257961547e-01,3.111747401827878345e+00,4.155494519409320908e+00,3.914351257850337377e-03
1.246439701879474615e+00,1.672791296263983707e+00,3.717757110299256151e+00,5.836908801451205164e+00,2.316620761733974646e-03
7.475828547496217169e-01,1.872822302576711229e+00,2.801711665665605810e+00,3.782342687794173042e+00,5.641259692958765053e-03
1.087317059042447687e+00,1.647919011888415275e+00,6.265851830992319904e+00,4.497718888661646375e+00,2.984061732777109916e-03
1.523166993708386263e+00,1.619940618548770583e+00,9.557388261353630954e-01,2.285617430352612889e+00,5.224109837099427320e-03
1.610509684806263886e+00,1.641766435474306229e+00,1.602197357386150323e+00,6.079952045687674334e-01,6.332203675676435599e-03
6.671791191124135656e-01,1.879491584062007226e+00,3.547089753387440592e+00,5.206650759017178665e+00,3.599831966773116374e-03
6.745270181030365020e-01,1.990098700991381975e+00,2.904610406849566839e+00,1.895097723046023530e+00,5.269350195614896579e-03
1.003171360975255277e+00,1.325582475647413716e+00,4.802510859030946655e+00,2.179617341802511099e+00,1.231402586160995540e-03
1.974357777562323557e+00,1.623012871749537345e+00,2.726156564038912489e+00,4.741985555479532266e+00,4.997289565470994926e-03
7.102549886499552878e-01,9.011057802724941057e-01,4.853067638554722230e+00,5.223377372787701312e+00,2.018314435932390231e-03
5.655960550330656478e-01,1.474811278376815249e+00,3.078836310196487958e+00,2.532316749478036311e+00,3.611569917532106520e-03
8.034804850900127970e-01,1.968933086902605378e+00,6.632959305167627218e-01,3.727077728230149933e+00,2.097874249188440721e-03
1.618217355722881168e+00,9.591542855754480179e-01,5.111841176880750126e+00,5.979929104809087903e+00,5.066780040095871830e-03
1.913361447435264040e+00,5.863270267254789836e-01,9.675080474764835570e-01,3.593553574786390481e+00,2.476556291770973250e-03
5.519414284306652929e-01,1.727426808506431044e+00,3.357999823570775311e-01,2.191624925642356558e+00,2.724371710249929354e-03
6.142944791205100508e-01,1.575614740027012850e+00,5.012554610749071493e+00,6.263130340930521456e+00,3.469680958807075128e-03
1.633249857512562464e+00,1.133696262556296741e+00,2.820495593700897974e+00,1.971290607259802652e+00,5.442916844273302211e-03
1.152205647671544764e+00,1.487960416887120330e+00,3.221321394750555900e+00,3.217361855900989553e+00,6.377435103484365916e-03
7.222073727301508983e-01,8.783657165279437073e-01,4.388338505617233598e-01,5.293398915938585247e+00,1.467847618059372984e-03
1.726245747289066435e+00,9.641662770218819567e-01,1.956161385632919636e+00,1.236384114049848382e+00,4.878459594681875712e-03
6.763898921524544861e-01,1.462920230810150768e+00,4.107537574956166893e+00,1.427112299326203759e+00,1.457196817989789197e-03
1.187134148496498565e+00,9.024404426698666715e-01,4.577331780254619176e+00,4.904382836954069624e+00,3.311715757495124583e-03
8.438204400290696405e-01,6.659411269652877330e-01,1.263981865224889312e+00,5.676695307527873879e+00,9.255779238794819425e-04
1.780175002105832682e+00,9.273931229704954760e-01,3.652422220424364152e+00,2.061851085870127775e+00,4.020487978048191587e-03
1.165611281752704009e+00,8.343543962177796258e-01,4.425801112808316340e+00,3.577195330662179540e+00,2.718646774573444790e-03
1.914428067744340600e+00,8.908193213265365173e-01,1.684595230679960753e+00,6.696166399969175065e-02,3.770467729719978022e-03
1.510721012330294544e+00,6.329643026756225366e-01,2.112240142770733353e+00,2.830215858418241304e+00,3.760730849538462470e-03
7.037111119916066304e-01,1.068676349608685072e+00,2.664020410285341089e+00,1.820188990905033721e+00,2.199744226884835143e-03
1.221984870365610432e+00,1.566864370727919287e+00,5.051609353227184407e+00,5.533441310092904075e+00,6.192812212704078105e-03
1.751714819102141663e+00,1.165735560764905365e+00,7.190911548086924565e-01,6.107701954678680600e+00,6.340945414611800363e-03
7.098800674780780806e-01,1.558349645835649389e+00,2.109385761448217267e-01,8.724032555986372950e-01,4.332672552416982036e-03
1.674229937427761161e+00,8.837648914077202988e-01,5.565916774646729515e+00,2.354446824969541954e-02,5.483591462781124519e-03
1.998297386793094432e+00,1.772588669565974939e+00,4.764687725853062328e-01,2.105967433840075120e+00,6.118027576833511352e-03
9.011281194069570288e-01,1.656808961092778310e+00,4.804791245243172249e+00,6.119627992100341807e+00,4.220844146131164966e-03
7.743392943491134162e-01,1.728187142987267944e+00,1.173018344572559490e+00,4.269341566760019191e+00,1.912229057966085156e-03
1.471898870746450205e+00,1.823763075384123633e+00,4.014502994147869153e+00,1.710741799131915153e+00,3.223559979176908365e-03
6.594543859599197866e-01,7.030793137611026644e-01,5.252746019214309392e+00,5.200712932318475090e+00,1.495005982654112149e-03
1.687478829114785972e+00,1.642318177580248006e+00,1.197770697615046231e-01,1.168495334147912290e+00,7.806442670023744194e-03
7.698036999742889908e-01,1.788111623906132763e+00,4.479189295843206686e+00,1.784412796060950379e+00,2.276389811911590233e-03
1.357437488370385026e+00,1.154813845847441289e+00,1.549231615468272594e+00,2.779707189606522189e+00,3.873680666261202898e-03
5.415650021222195853e-01,1.202462873666713339e+00,4.401578830699947709e+00,3.729066955476457501e+00,2.301564392724924930e-03
7.896690028233703806e-01,1.707167946182531093e+00,4.342784139232945817e-01,4.418720973362850302e+00,2.143933018029552454e-03
1.543743160946082993e+00,5.294702856336568342e-01,3.502581287931997078e+00,1.566328226829499126e+00,2.122425700128421217e-03
1.413605247656944952e+00,1.103079362874019864e+00,2.170320422734874910e+00,1.740011572333407752e+00,4.717878066857584575e-03
7.119486553112682747e-01,1.682707176081773337e+00,5.182153262929257487e+00,1.677589095544090858e+00,2.016098852335161239e-03
7.851988151324521548e-01,1.127847223111990260e+00,4.458620632225080094e+00,4.826506289737625188e+00,2.792148356737334490e-03
1.601561530100488406e+00,7.018825464104176959e-01,1.476983345835241712e+00,4.281844675578985182e+00,1.764105314694376214e-03
1.998260731828156445e+00,1.162286247186810506e+00,1.211543908244729684e+00,4.246603022997224031e+00,2.382498213435006468e-03
8.953274502087378295e-01,1.110714783959396268e+00,1.446771746373224143e+00,5.406346893340221449e+00,1.143547655889433010e-03
1.689580562057741764e+00,1.797457174581029937e+00,5.531645661147191362e+00,3.836558303126331282e+00,4.032727211961450835e-03
5.846407078352433562e-01,9.118750029904287846e-01,5.849980429000382287e+00,2.419240445699602393e+00,3.587557491876392163e-04
1.207161019468334651e+00,8.413703856552796623e-01,3.762156692165697369e-01,1.445612544246409392e+00,2.791766755982822562e-03
1.886464254873803759e+00,1.032294683116415923e+00,6.017772472719252974e+00,4.695729679413850555e+00,4.739996052225732212e-03
1.396328508691571324e+00,1.732645806055763904e+00,2.819155505553785357e+00,2.141577781286876370e+00,7.526961311209960995e-03
1.024149153782576649e+00,1.412733226360679328e+00,4.975204878367660122e+00,2.000443513497008219e+00,1.203701369549494251e-03
1.579101706914690206e+00,1.373945900349292870e+00,3.084965444266890344e+00,3.879604670204018113e+00,7.062328094440190572e-03
1.354451169112257602e+00,1.545171207004872649e+00,2.989980443123505083e+00,1.120171740310340613e+00,2.636929318259475293e-03
1.257397224633360011e+00,6.174681494213418720e-01,6.210874893795170770e+00,2.440428721403076207e+00,8.617185525661819707e-04
1.718843644073402732e+00,1.326608600407754412e+00,8.921859518832128133e-01,6.263065454382738650e+00,6.662539158227082786e-03
1.669656116732882722e+00,7.800898128848293700e-01,5.282533603612928452e+00,2.839190645464971130e+00,1.569220074339835362e-03
1.162430988151216482e+00,1.199558571479974134e+00,6.247811039080075624e+00,4.131383330822346878e-01,4.941873781159437755e-03
1.503462264639803703e+00,6.234487444821041890e-01,4.070866387128294406e+00,5.615224618774805609e-01,1.331171818047418784e-03
1.382864452416990630e+00,1.395896423273190745e+00,4.443364764576736015e+00,3.751172742961588646e+00,5.435254435723940909e-03
1.006715832888429585e+00,1.915904058280072153e+00,1.851560602721369353e+00,5.761631411530069968e+00,2.505228542537801112e-03
7.700709733873130070e-01,9.185896482980153710e-01,6.092976899370319721e+00,2.076392237064471069e-01,2.569989791279188394e-03
1.330031677701793758e+00,7.274528115764964387e-01,1.192501935172073146e+00,3.059061655534120128e+00,1.819578199385578875e-03
9.855117903828669590e-01,1.957168405502408781e+00,4.652315398560974424e-01,3.959394653705620826e+00,1.917865253405724507e-03
1.645531711102903305e+00,1.517238858921668543e+00,1.558902434969613005e+00,5.506513081415650213e+00,2.607595392738937170e-03
1.766869852194456358e+00,1.851431045846850809e+00,5.444195733157314088e+00,3.494584602903097803e+00,3.293449734855113768e-03
1.489715749507217524e+00,1.054325058835020812e+00,2.835211109153999320e+00,1.612554130062094693e+00,3.680973963962096054e-03
8.925130076434397708e-01,1.661726036906761461e+00,1.401088628371009781e+00,2.711449379599452758e+00,4.000460329293980925e-03
1.231059726763923168e+00,1.319666981370739345e+00,4.038843770075532191e+00,5.320328358305549621e+00,3.537839429608818659e-03
1.903668000573151220e+00,1.531250288254171643e+00,1.555177915254290166e+00,5.900853554836232640e+00,4.147345320946449303e-03
1.146072010445216005e+00,5.943359816066784429e-01,3.046034208355636430e+00,4.365012510689593839e+00,1.994241093121628793e-03
9.342466403885567594e-01,9.116519855987408327e-01,1.263063375139556355e+00,3.960860114428789824e+00,7.472524741388476572e-04
1.688975355232807063e+00,1.279594327674601573e+00,1.886132735094356860e+00,1.056335357763590554e+00,5.531610866751142386e-03
1.938990790375496598e+00,1.518711613375880898e+00,1.237401594087988332e+00,1.480528593453693142e+00,9.165233564342701103e-03
1.365785188989777188e+00,6.957405594331047549e-01,3.880704716156879286e+00,5.399921911630324090e+00,2.159740776448771434e-03
1.417677020651322728e+00,6.190144863695716815e-01,1.400624065675324381e+00,1.428251350716002621e+00,3.277481394192734501e-03
1.371354096074929974e+00,8.979233753567055221e-01,6.260934699189926178e+00,6.171102283361565632e+00,4.676588994332470280e-03
1.412102018717434238e+00,1.627900521463411909e+00,5.614352366117568494e+00,3.985081984284220002e+00,3.332984772314755758e-03
1.662125170485059922e+00,1.813680994824823367e+00,2.964764168538809308e+00,3.935896567981715499e+00,9.305133070022474084e-03
1.138455412132324041e+00,5.997113893202468127e-01,5.093758969137840431e+00,4.787542258686238839e+00,2.307048241420459056e-03
1.267486867899236813e+00,1.674733739279723910e+00,3.314220347182766258e+00,4.604936001828652259e+00,5.298387927017074103e-03
6.806531165704727826e-01,1.230983758745904932e+00,4.812130401337397778e+00,5.048174802385028137e+00,2.901943053249961442e-03
1.269062744695539369e+00,1.995131725750932672e+00,5.946794443965237598e+00,3.800224686399667817e+00,2.503473823741552817e-03
1.782467285719900651e+00,1.164412607644966346e+00,4.011639871585861883e+00,5.091832419520509134e+00,5.382668085689547646e-03
6.273000267377253358e-01,1.200866934276958897e+00,5.858006622568391997e+00,1.313277367999788448e+00,1.841730174441541697e-03
1.861280220107262240e+00,8.684824145009149010e-01,1.078773085696670631e+00,5.062547313655444192e+00,2.815039914992197977e-03
7.076444161484712891e-01,9.503591313216390724e-01,4.892411472808404049e+00,5.829738246455471895e+00,1.969584171111054931e-03
1.181107574837185759e+00,1.955968433685552288e+00,2.339655770171737537e+00,5.021093074967110326e+00,2.554934367565773849e-03
1.366093412451170108e+00,6.201014427961735187e-01,4.275218789602816649e+00,4.518312477548395378e+00,3.127443216528753844e-03
1.969198912658139511e+00,1.958907532393895368e+00,2.365071050828217558e+00,6.021431309779460506e+00,1.739747617634927832e-03
1.520002930525023999e+00,1.550128467133490284e+00,1.058657500908760651e+00,9.419334162917805120e-01,7.496763003171621857e-03
1.392247046400762578e+00,1.116463786481187048e+00,5.784177037300693769e+00,4.972497039468001034e+00,4.367950436600168997e-03
1.459677467535145379e+00,1.617670488022972641e+00,7.129620321402074801e-01,3.877118942693100312e+00,1.212515109542226582e-03
1.044479872358305306e+00,1.272534413794360164e+00,5.232890484802615205e+00,1.036997437886459483e+00,2.250724275059721481e-03
1.953629729177180918e+00,7.019596458754469026e-01,4.511849307853169622e-01,2.541190309997223729e+00,2.886667710014833698e-03
1.918407106775248172e+00,9.121207972921181462e-01,6.255656012175706771e+00,1.674601318101176295e+00,4.129205144848538053e-03
9.195374996385584643e-01,1.489854677710112041e+00,2.830805479228446941e+00,1.511089438135614360e+00,3.180753883854406903e-03
5.846384383040523769e-01,1.425868271039796076e+00,3.376005132208171222e+00,5.506440588013500559e+00,1.568632219358365599e-03
8.261646305849397187e-01,8.693863841801117154e-01,5.350053501840974945e+00,2.458326513871267771e+00,3.663487699841264903e-04
5.768884312006927750e-01,1.914928532819207607e+00,3.052424112176174376e+00,5.699230270789681363e+00,2.339479604983721317e-03
1.790952214352919292e+00,1.838898765181394834e+00,7.657537157661734595e-01,5.350099453214494538e+00,6.313816511646455111e-03
1.034801667688310056e+00,1.261777638913045729e+00,3.431790796503160657e+00,4.164821185713118545e+00,4.147260578929974108e-03
1.844915721533153974e+00,1.948698332634585473e+00,5.821591470514015931e+00,4.623865908867351493e+00,7.903385628003974095e-03
1.252467192831447917e+00,5.722197927613863477e-01,3.152619430910113874e+00,2.358738167701567079e+00,2.622636385795505155e-03
5.905867599291133585e-01,6.616936343622402683e-01,4.026940169202812836e-01,4.792458377927489188e+00,5.992573231722248331e-04
1.812788607321827783e+00,8.795538706749466140e-01,3.272413398235096693e+00,4.652217809941904036e+00,4.442591401787032539e-03
8.329385212056936716e-01,5.189224715444781255e-01,3.791529172145899462e+00,1.619546046624697810e+00,6.188949798775044819e-04
1.582997038324185146e+00,1.959017345704323176e+00,5.113380037923207055e+00,3.669099548604584538e+00,5.499991435294069100e-03
5.512747536127926562e-01,1.634107517974314527e+00,3.826183103908037175e+00,5.743805092184953054e+00,2.337009342394591547e-03
5.338640820467885906e-01,1.478574436616379106e+00,5.868097025517657883e+00,4.197115735401856895e+00,2.029615119350266454e-03
1.012803823539609294e+00,1.422161079781545823e+00,1.205393490033686232e+00,4.279330124475416497e+00,1.263096885211090420e-03
1.319068415573093400e+00,9.372688751251154748e-01,4.712504239672271389e+00,5.055796226942324445e+00,3.893051668619580945e-03
1.730471172962258164e+00,1.379678500466274826e+00,5.540319624605280602e+00,3.525546928542518277e+00,2.269294647279247821e-03
1.933709607192321878e+00,9.051302798615281642e-01,1.411772679974721445e+00,5.239193478174605012e+00,2.742305677389192484e-03
5.756208460256779791e-01,1.818185744168864248e+00,5.244218177978540396e+00,8.968669450148114564e-01,3.487073970263473120e-03
7.873532032577923445e-01,6.302817254613086728e-01,4.082617564279679812e+00,3.888295858821586126e+00,1.627632968542076786e-03
1.405211837344179315e+00,1.230150633712144836e+00,5.750367555414817922e+00,1.385223261864581890e+00,3.049986451616367323e-03
1.268494973745214027e+00,1.394301138768931025e+00,2.090802828164082694e+00,4.289860891886187133e+00,2.677452146713728710e-03
1.188592842152368378e+00,1.926421047789658836e+00,7.812785426979760306e-01,6.093474397544123455e+00,7.108899208931746157e-03
1.803665822901780347e+00,1.523583498249025947e+00,5.024852456146298607e+00,4.344218612725443407e+00,7.351408722274978789e-03
1.703724369700840846e+00,5.103719790490216512e-01,4.356570464631123407e+00,5.541015494821176723e+00,3.364548029773914428e-03
1.178994761985633355e+00,1.618035598499455663e+00,2.074314970171325712e+00,1.131430370665641449e+00,4.717094316605219273e-03
8.286406196433293569e-01,1.328565290155136358e+00,4.985059354613217586e+00,4.955218033138905298e+00,3.681553023582848517e-03
5.449126083868904846e-01,1.330075684225024535e+00,2.717650894261122163e-01,4.801966244356242752e-01,3.198394095002626662e-03
1.023165278966423175e+00,9.214006052381351619e-01,5.767308456167046238e+00,4.552389598223554934e+00,2.020857207263502837e-03
1.666924577850128264e+00,9.326499848788192271e-01,3.836997455183823291e+00,4.412117780590972538e-02,1.547005077566170018e-03
6.213717190167979965e-01,1.456796605841039094e+00,4.107743369115029353e+00,2.801889936056948471e+00,2.879325405440639682e-03
1.679611611558880613e+00,1.652891982822862538e+00,5.820202711006291274e+00,2.885191810871926776e+00,7.457854177441246681e-04
7.832577123189656820e-01,1.143728437988313473e+00,5.636130944702109069e+00,1.364212094254421359e+00,1.622321850600627830e-03
1.856327980813489820e+00,1.219142512149200108e+00,5.270271576347961506e+00,5.405924987722287689e+00,7.813591475572744319e-03
6.848261453607387139e-01,1.489448435769475498e+00,5.444812615167099246e+00,2.832892701677994118e+00,1.155872933998250982e-03
9.824877238802351975e-01,1.054070708829720093e+00,4.780017731469819786e+00,5.108171685411238450e+00,3.187395627023833014e-03
9.781184703595418028e-01,1.250435295383945267e+00,2.233465363540928728e+00,4.051794168916371675e+00,2.548115715954211383e-03
1.996473142342680029e+00,9.382634531342526341e-01,2.752325318328051384e+00,1.499470965067109862e+00,5.035867824513121267e-03
1.038816351370835722e+00,6.254182484837922384e-01,3.866077916792980407e+00,1.747833456368472316e+00,1.015046327322340807e-03
1.615913613985398456e+00,6.850153123763722540e-01,5.843341734221686679e+00,4.944632974126253799e+00,3.763127531819977604e-03
1.016419720804391913e+00,1.886449881673452511e+00,4.771400810242091062e+00,3.001774741145669889e+00,3.682321023869985967e-03
1.188574407221524964e+00,1.685344323898960273e+00,5.793465844436626044e-01,2.652225944584007511e+00,2.415326067812343606e-03
1.462202335888389992e+00,1.663050752021687506e+00,3.803008308188192466e+00,5.142061610892939783e+00,5.193835810966749428e-03
1.266360186737184534e+00,1.902842662072860902e+00,3.900438846712330321e+00,3.541894723575077286e+00,8.409055236318555351e-03
8.382568408214896571e-01,1.552693029108499712e+00,2.983916040690031135e-01,1.686028583249549406e+00,3.363627389582681329e-03
7.503854826601374928e-01,5.909563469473451125e-01,2.078875861177336970e-01,3.837745688727189464e+00,2.202367630166336915e-04
1.915542951510696312e+00,1.895516903019020649e+00,3.199565382112436573e+00,5.568400713598331109e+00,2.742852980344543876e-03
1.402789660880915168e+00,1.802824996773408017e+00,1.584376965657364744e+00,5.519034234471467570e+00,2.758927843294933010e-03
1.179139121248492295e+00,1.866078918305158485e+00,4.300620757675430283e+00,4.838137744745354851e+00,6.945338910831404776e-03
1.141464929683358553e+00,1.817019407640028339e+00,5.419870165004809337e+00,3.882085690739993655e+00,3.681452114215963498e-03
1.865391257664095859e+00,1.949453683220462974e+00,4.359955064093117727e+00,5.154624096135832723e+00,9.951261786978663967e-03
8.531340762856759463e-01,1.333903003548209121e+00,2.767737495135673242e+00,4.590552701571013472e+00,2.322815148668265408e-03
8.319950132845944646e-01,8.272851527245963510e-01,5.618862532784594244e-01,5.476643418493526205e+00,1.639645884730162083e-03
1.565940071964937008e+00,1.832706837076896855e+00,6.122991624759190898e+00,5.886949493709561665e+00,1.028507578799084388e-02
1.033603422005680450e+00,9.890956572290094950e-01,9.049812962820306117e-01,3.294910389916940296e+00,8.848933664333533729e-04
1.361730697717409289e+00,1.678286756081910358e+00,3.838007020338455089e+00,9.533361496261846257e-01,1.427372102701247782e-03
8.401612601197884223e-01,7.743188717011538769e-01,4.782431986192897888e+00,3.408379029861842380e+00,1.272129874404806906e-03
1.891816247398656170e+00,1.705227490072362295e+00,2.837938819898304210e+00,2.033070060001532120e+00,9.366833537859022701e-03
1.737628259439626177e+00,1.174463574761601237e+00,3.594990822381570084e+00,7.505018178737322687e-01,1.198554600134610739e-03
1.730041652475419189e+00,1.515590699484097748e+00,9.976000683193105012e-02,1.758099908312030779e+00,4.837236495441145541e-03
5.632730418600410127e-01,1.987830255094316989e+00,1.485951070459067047e+00,7.664975179651986048e-01,5.057294853735279892e-03
5.313226262749438655e-01,1.092580526735711377e+00,3.098855722724173312e+00,3.069099318344097327e-01,4.776884916207482182e-04
6.066611851925014509e-01,1.382327617142129039e+00,4.243773589934904500e+00,1.951806836906706533e+00,1.609474422172918863e-03
1.016316996939081285e+00,1.921337903534716007e+00,2.219640577328646280e+00,4.364136510607210084e+00,3.872724902856781223e-03
9.875171364017227837e-01,1.266750431313926395e+00,5.778468614389149494e+00,3.161367814040941582e+00,5.321159161182198016e-04
1.776551153045246467e+00,1.518737994073868114e+00,4.835363634600750693e+00,4.758199412174524134e+00,8.283877241327987362e-03
1.763362167424933347e+00,1.353280719513943797e+00,2.549527988028824410e+00,3.643451730598358473e+00,7.316053026837180361e-03
1.752184552591811384e+00,1.014736238050446548e+00,1.977105718326313655e+00,1.706668777987626395e+00,5.870197721694467817e-03
1.224539278750116145e+00,1.547830493649291483e+00,1.987995700065472993e-01,2.664760843293640491e+00,1.280126738176559729e-03
1.338393090159817556e+00,1.696421851833789685e+00,4.105570133038486169e+00,5.915820597672586167e+00,3.544327888564612408e-03
1.154609905880212839e+00,1.832470606620447473e+00,1.562816807895917925e+00,4.965105326688589393e+00,2.187108659444414547e-03
1.054081012336597789e+00,1.784522736640162144e+00,5.798708353162965956e+00,5.183462364582498871e+00,6.275886644441956881e-03
6.273709285383808343e-01,1.267629693889287035e+00,3.043608369305423000e+00,3.273578745316701788e+00,3.319948074854792586e-03
1.702265743695903222e+00,1.048921962493947868e+00,2.258547904051992461e+00,3.817486854019203069e+00,4.636893532827451002e-03
1.370170712144900937e+00,1.325381336495751849e+00,8.054935575416417581e-01,3.446761962220698639e+00,1.167562788042901143e-03
1.318137535120095460e+00,9.718789056477794563e-01,5.829173312127198692e+00,2.847089203846840277e+00,4.447279056763435044e-04
1.293308596949328981e+00,1.257098051147115259e+00,2.970748280871824409e+00,3.223799716345360777e-01,5.268979632931084954e-04
7.419000058332441139e-01,1.537706211006158341e+00,4.139812691330358341e+00,4.019811729163758507e+00,4.311662639086409621e-03
1.743168365784947715e+00,1.651619392367862371e+00,2.576721248011541121e+00,5.347553708144077156e+00,1.749169198843696571e-03
