c,p,I_signal,b,lambda,lambda_noisy
2.569018523267045495e+01,1.270177006896036909e-01,5.065945996289915598e+00,4.426830757818086326e+00,3.566839913225475223e-01,3.412736286134375185e-01
2.567696643211826668e+00,2.874993396860324180e-01,8.115748770534059187e-01,3.518537021329137815e+00,7.551139544809537529e-02,7.159264493276407126e-02
2.873171548870381642e+01,1.685314885111693362e-01,4.978862280898422199e+00,4.504216532535227024e+00,3.804983278915107237e-01,3.771376557937877183e-01
1.706832365242083682e+01,5.416208163542926557e-02,6.093495722429097761e+00,1.076571087441536845e+00,2.352981116888499813e-01,2.578166827618733614e-01
1.056573452771295507e+01,1.059346649272407265e-01,4.020956099605610845e+00,4.568790973197244476e+00,1.864510880648742319e-01,1.841810165421318424e-01
1.509425119848579122e+01,2.885977519128753860e-02,8.344628274861467077e+00,5.826940191273699554e-01,1.332102988940054022e-01,1.275647118321509565e-01
7.477369652930836885e+00,1.799011496920516207e-01,7.154612835355963263e+00,2.261332168702521628e+00,2.017689849687727965e-01,2.089488621781596667e-01
1.063539554594835401e+01,1.805957323047089128e-02,7.119257868122664590e+00,3.434495853561969625e+00,6.252770198873278118e-02,5.115025285157381862e-02
1.867821080384198495e+01,2.112569343931317567e-01,5.132287002476623172e+00,2.165314204423429700e-01,5.149388977245189514e-01,5.200724371112688260e-01
6.609811837458101635e+00,2.338675935033429354e-01,9.708794541948291723e+00,3.485738532862962202e+00,1.611802526991791273e-01,1.441395444396897929e-01
1.406043942102281719e+01,7.362824657345820589e-02,7.643040397645650685e-01,1.439637901803358488e+00,3.127952703208504159e-01,3.327489094495109101e-01
9.220685871800645472e+00,1.953485769353573709e-01,7.169453555176512616e+00,1.136954798656335974e+00,2.860169853580135646e-01,2.852738560569152426e-01
2.360541847431612439e+01,2.672555439708983460e-01,4.584784292293555552e+00,2.423655717245447594e+00,4.268037779442032664e-01,4.222323850679357005e-01
7.960924369867094619e+00,9.024740016437751700e-02,5.564184853613067361e+00,4.296380268146067216e+00,1.408090745030285695e-01,1.273686743683725420e-01
2.215396474463565113e+01,2.444145792165793862e-01,8.856031177691622958e+00,2.158895211792843938e-01,6.054096877730180681e-01,6.036026079630968377e-01
1.383942133810428299e+00,1.789655897981445309e-01,3.257199962023133111e+00,1.086597029273442150e+00,6.069330468878846030e-02,6.123009920448616722e-02
1.371696131073407443e+01,2.317213496078007473e-01,7.151639350788774330e-02,4.066458323648087791e+00,2.448479218791522749e-01,2.372461001377086931e-01
1.473146450230499838e+01,3.547133131940160417e-02,1.634757726374033160e+00,3.267062561592875003e+00,1.827681234160267176e-01,1.944023071642146938e-01
1.277889943525390315e+01,4.959407515569921182e-02,7.685024077505094198e+00,3.351001104289105914e+00,1.591039803359486915e-01,1.555263631486365206e-01
1.604817860155244702e+01,1.553606205889825065e-02,7.733743738375624233e+00,1.853403930621563278e+00,8.143813241631588096e-02,8.208827535818001564e-02
2.551167263904499904e+01,2.551663214937700541e-01,6.947032474266723323e-01,4.720528454308625221e+00,3.335038846100356613e-01,3.360664421780193423e-01
1.616542714847410522e+01,2.263449821034672627e-01,2.395887688830915518e+00,4.708278532945804784e+00,2.536027909913272094e-01,2.669310979890504032e-01
2.469722976257577685e+01,2.913744181371005215e-01,6.921777121420405798e+00,2.106873228162209344e+00,4.740518347702934454e-01,4.699550364508622846e-01
2.216033818803859745e+01,7.691368783049314095e-02,4.079542767947986093e+00,3.746514838425250016e+00,3.127935439149245322e-01,3.132265995241277912e-01
6.686843199743123023e+00,1.637981422941021392e-01,5.427596662280599560e+00,4.227927056495691893e+00,1.396433193767007974e-01,1.423196402294763241e-01
9.651754935701255533e+00,1.825298654315604951e-01,3.038790019878356841e+00,1.269452842130861514e+00,2.838877535068768942e-01,2.897672122127494809e-01
5.573459336001922892e+00,1.694013408549966959e-01,8.484358792410059635e+00,1.592603420981203444e+00,1.734163669732586288e-01,1.548102359681487739e-01
2.358540343711985798e+01,2.596455580985535527e-01,8.680710728896109174e+00,9.572851441503854586e-01,5.591601576473159696e-01,5.704224548942836703e-01
3.792887736091328676e+00,2.221047034604924364e-01,1.214199335388851386e+00,2.998021683931151316e-02,2.037392560182483547e-01,2.022828885130003029e-01
2.583665469589963948e+01,1.184016498947349297e-02,9.579804296906624828e+00,1.324173065698262430e+00,9.832767842793985191e-02,9.087477103939675671e-02
1.709328466142006420e+01,1.440270139256479009e-01,6.283924104938687805e+00,1.777314815169034334e+00,3.548483829973751447e-01,3.543203528337147690e-01
1.349427176628452330e+01,1.982105789458848133e-01,6.699641898891535163e+00,2.803011609992248410e+00,2.908941303477685092e-01,2.714511026215700173e-01
1.732312538407843050e+01,9.701088901375337636e-02,5.367029050760062425e+00,1.231511998137290842e+00,3.257854756945580132e-01,3.178944390591537106e-01
1.659508763041239732e+01,2.179530556698907329e-01,7.839573633158556376e+00,4.732860852417700492e+00,2.683350143119134223e-01,2.700069185577597120e-01
1.896780956443487298e+01,2.455245406735722113e-01,1.821933360324525797e+00,2.045943874698630705e+00,4.006418002140244017e-01,4.140353846015150108e-01
1.673352490672316861e+01,2.665217050293611917e-02,6.641006200911636626e-01,3.275463166419481986e+00,1.807689744752127847e-01,1.797502257770396961e-01
9.874703247508987758e+00,1.195702838502893384e-01,3.133228648020067730e+00,9.387396293418731608e-01,2.564312247495157959e-01,2.602037799197061685e-01
2.705984623479991669e+01,2.080218155921803869e-01,4.971252099543494118e+00,3.336664841043097240e+00,4.095819240660223404e-01,4.064559228559131432e-01
1.888763951371854333e+01,1.629984516022780494e-01,3.869150816675648308e-01,4.254348947172475803e+00,3.542622124544534401e-01,3.627033863407093106e-01
2.986778687180696323e+01,2.357038997498165922e-01,9.269954566334675405e+00,4.037592464472244735e+00,4.192047850478232141e-01,4.150351828121860986e-01
4.786427584113916112e+00,8.193331904257418474e-02,6.229878902464204060e+00,2.855931327412150722e+00,9.575239983052509507e-02,1.001896476353753285e-01
2.830030071528137015e+01,5.262095648894208819e-03,8.039939140214658053e+00,1.088366191534838601e+00,5.147609428086489386e-02,4.795918115012906546e-02
1.914781742578237456e+01,2.317843443385104174e-01,7.965451668230906002e+00,1.496743025098357549e+00,4.503216043013692493e-01,4.404768257746797810e-01
2.068859064839648454e+01,1.201092027518459449e-01,7.869595516599671825e+00,2.205852127851809508e-01,4.350692571769416706e-01,4.249722896009633932e-01
2.829520419159029032e+01,2.835227985270771245e-01,3.766255127474026132e+00,1.525559083238439140e+00,5.290819162030204748e-01,5.224710692669182199e-01
2.811449957772540031e+00,5.288657538644788055e-03,8.151998705246491284e+00,1.131700736107427163e-01,5.433134935758871485e-03,1.688400105894537206e-02
6.481853415940236118e+00,1.275060169396755871e-01,9.894252936423754363e+00,3.657681766779268706e+00,1.378356832930051068e-01,1.696206059751160788e-01
1.754951500651045748e+01,1.430532227886608110e-01,6.611797200773131600e+00,2.573700794692727278e+00,3.325403177060152760e-01,3.303844521010363966e-01
9.638120562018835713e+00,1.215306741776812915e-01,5.294705583756748268e+00,3.161774230341858338e+00,1.974018054087494090e-01,1.898828479727575347e-01
1.476756767078518884e+00,6.498269737820398795e-02,3.352427172949795420e+00,2.893342295154807786e+00,2.954160992136046354e-02,3.473318493622326586e-02
9.446215534704895944e+00,1.023176974398775085e-01,5.834065221505349896e+00,3.938044279419843807e+00,1.723284459922855283e-01,1.770934002209708646e-01
2.102805226927116422e+01,3.111122506558436362e-02,6.103809643966073395e+00,3.438555835940093619e+00,1.779732369787547230e-01,1.725483333886746740e-01
2.079176788488592820e+01,1.085122137293383360e-01,3.530097298957862506e+00,2.599806007069113356e+00,3.594682531001864856e-01,3.785750255685875199e-01
1.706072221929602506e+00,1.019573276748532709e-01,2.669670358601151428e+00,3.650979138802343371e+00,4.307499314949612967e-02,5.173785932632247314e-02
1.037793925729870281e+01,2.092327365867837630e-01,7.887220819827906126e+00,4.457309555882250862e+00,1.961568887557527396e-01,2.055114915083057214e-01
2.585559912685310735e+01,3.736125011975384436e-02,4.491193709077563767e+00,3.692218291364373517e+00,2.439786941225077221e-01,2.445523300353331098e-01
1.992967490354013549e+01,2.738958392698440103e-01,7.491196223561757961e-01,2.934258804087900963e+00,3.482466429095773530e-01,3.494900048765887668e-01
1.895623354655088022e+01,6.190117459788493232e-02,6.194307351941715112e+00,3.107604450209983105e-01,2.864048006215837994e-01,2.960956944948606173e-01
2.923942400266074060e+01,1.137058457565423703e-01,5.196944329967668530e+00,1.528361963022872860e-01,5.257906311498891094e-01,5.118078153411803610e-01
1.053162598137025796e+01,2.680375108157219133e-01,4.432808188160200835e+00,1.578588605686758184e+00,3.151263689663670875e-01,3.070233783531021721e-01
3.413913680731159861e+00,2.921096758012963202e-01,7.181126758633193941e-01,8.575931542144088482e-03,2.219850557617418507e-01,2.228397356022702724e-01
1.898079999694127196e+01,2.913911399146568160e-01,8.019653477396904151e+00,3.095791978782586718e+00,3.616933909881351328e-01,3.470118203292654746e-01
1.956387255485149268e+01,2.218348452927536574e-01,4.825591799988945496e+00,3.030330100550004957e+00,3.537446352535336125e-01,3.701716995747771910e-01
1.689463695547861732e+01,2.312053627223858709e-01,1.253516609241492885e+00,4.662160962910932405e+00,2.699007943578787816e-01,2.636496609135767777e-01
2.867764622451420564e+01,1.159170306487995322e-01,5.463019698015046721e+00,9.261247459100407919e-01,4.914702787900713798e-01,4.871617913130022459e-01
2.073411001167180245e+01,2.268854778651384074e-01,6.037975508209546760e+00,4.566835291881436554e+00,3.091904732195420724e-01,3.124278652696901304e-01
2.966257241376783149e+00,3.390704741358273322e-02,4.783562986800266259e+00,1.542366055253083790e+00,3.465259501953647098e-02,4.974008345291336397e-02
1.978155020484838289e+01,1.869545958886691950e-01,9.231808336835449325e+00,2.117907182040112524e+00,4.065103332840661055e-01,4.060785809349195530e-01
2.928129513594074140e+00,6.420028696239428456e-02,2.088725637559512016e+00,1.073349578845005370e+00,6.625512999226065847e-02,5.857055432945345447e-02
1.754253298783503823e+01,1.240267023605719915e-01,3.840719364155358306e+00,3.050858301549025597e+00,3.146377908165290949e-01,3.052962794970904281e-01
1.557731186788874211e+01,3.504458735790055846e-02,4.919934908613878832e+00,4.524434320115225283e+00,1.496652467473725823e-01,1.519913129286180331e-01
1.083731676815218314e+00,8.945385185744857137e-03,2.339580630159434627e+00,1.940132332556605554e+00,4.065008487421177368e-03,-1.735695786141269042e-03
6.699009423676366204e+00,4.749563126358975068e-02,2.439090829363932400e+00,1.321209795139482335e+00,1.095404089577113604e-01,1.332883024691714491e-01
1.313777455763633562e+01,1.328569654119954035e-01,3.696835116331627091e+00,2.527760558867953034e+00,2.751399359186579296e-01,2.877315659809349113e-01
1.026168812812157327e+01,2.291324931766014761e-01,1.226744645722416260e+00,3.406296166881104259e+00,2.290793979755627596e-01,1.973893929475722397e-01
4.854729905798199852e+00,7.184634355385044469e-02,5.559836863376838245e+00,2.191699200075009069e-01,1.057416102376007999e-01,9.644388275001206101e-02
1.888818111499038110e+01,3.590003941768930840e-02,1.872682752948727769e+00,1.287041922499977398e+00,2.323688362573689825e-01,2.359012938527644543e-01
2.835392281412313409e+01,2.207911165716866866e-02,8.057698347448429388e+00,7.676529098160767006e-01,1.822062130406937874e-01,2.053544317614377501e-01
2.134024244546329996e+00,1.366402461633220988e-01,8.406764592866707630e+00,2.062425623033601774e+00,6.502825128101673291e-02,4.483422800915106560e-02
2.334862070738834916e+01,1.210261444332690617e-01,2.777486376196192097e-01,4.154365369678822084e+00,4.437195891815435278e-01,4.392899832102818980e-01
1.123716498295532951e+01,1.514105251916554595e-01,1.843715634923199786e+00,2.347217444557996302e+00,2.781448513516050491e-01,2.901966614920923337e-01
8.876311383190962800e+00,1.672875779077447334e-01,5.537275665339413955e+00,1.618153205112518034e+00,2.436785483505813366e-01,2.367434648260746677e-01
2.402057213811569625e+01,8.549170207969256086e-02,2.944294794460918574e+00,3.883517659296491065e+00,3.592732725944601802e-01,3.599872642234352993e-01
2.801905448490036221e+01,7.688304310478992487e-02,2.316810538326906865e+00,2.568284488689437373e-01,4.870305096691680546e-01,4.820256240250004320e-01
2.946647067048070312e+01,2.928514104160346854e-01,7.119601165255905251e+00,2.269827191022780077e+00,5.013868962720647859e-01,5.081024928358799375e-01
2.806130515946353654e+01,1.135527400012317778e-02,1.280748194707500565e+00,1.347480178157656194e+00,1.348866825555865012e-01,1.238944461981407452e-01
4.612663962565444642e+00,1.918627993173134261e-01,4.439363869028448484e+00,7.900509017613133178e-01,1.808562461274876854e-01,1.810860003660760553e-01
1.327523334559392865e+00,5.877482740621996216e-02,3.292442312798714354e+00,4.865361174195891536e+00,2.281752446275390686e-02,8.266275224243793684e-03
2.267924784770392321e+01,2.178775750656567201e-01,9.061418222634509689e-01,4.219230074345406756e+00,3.559343572462790872e-01,3.657053481449494825e-01
2.315765007453954283e+01,1.245490894778865099e-01,3.651300249500227579e+00,4.442062571047270758e+00,3.413745121561587714e-01,3.474273082641504695e-01
5.321032447693033518e+00,2.355627217818913322e-01,8.274609274595712272e-01,2.687071277448116025e+00,1.628735132830243793e-01,1.625092193544595276e-01
1.760834299215676424e+01,2.903543456727675776e-01,8.771446423718542995e-01,3.849428818498672022e+00,2.757231187499347702e-01,2.760929694557368030e-01
1.967870088481138069e+01,1.136805871261470230e-01,2.158691649428245984e+00,3.170071802962567631e+00,3.638934422122882539e-01,3.641671687711341421e-01
1.209097487550979011e+01,1.240095670535358158e-01,4.025987960357983120e+00,3.091062497239351448e+00,2.405982147175406705e-01,2.369048614899421923e-01
5.903243623308974897e+00,2.655336724191006970e-01,4.249583478841691075e+00,1.347252911358162164e+00,2.242410185196888062e-01,2.258111171127462902e-01
1.085709900105782566e+01,2.273790563108426532e-01,6.463299087349040128e+00,4.670648694909339760e+00,1.955157211068811740e-01,1.991844455549356685e-01
9.166876438949083550e+00,2.900947740152690080e-01,2.273305597182051496e-01,3.097835702057885054e+00,2.005456500129820796e-01,1.998576314810476262e-01
1.222694509655765094e+00,1.302153679859949786e-01,7.419036357007152915e+00,2.628004828833804929e+00,3.562882921056872987e-02,2.968334130544900834e-02
8.995654553214956550e+00,2.589912523238594444e-01,2.527705334009625382e+00,4.813864958126705673e+00,1.592425376271419113e-01,1.551769595176997474e-01
8.210441686566554154e+00,2.931859432898762385e-01,5.565414514327019724e+00,2.645293207176348638e+00,2.225128739214832785e-01,2.179276650763826428e-01
2.059350640347248174e+01,1.751045268275432110e-01,5.152292804571992235e+00,2.801301417566679497e+00,3.696796828052228978e-01,3.742214126136538810e-01
1.948380241275336644e+01,3.607368046674430673e-02,9.689520784828328459e+00,2.202424426129740098e+00,1.870613967858950621e-01,1.886063570624291474e-01
2.059311920013539066e+01,7.986062852958390745e-02,9.430187995542889112e+00,1.844472571367239411e-01,3.525418243791716977e-01,3.722716476649334250e-01
9.496456911453169170e+00,1.488994511063275183e-01,9.956792643169297463e+00,3.324417097686689804e+00,2.022109988638659817e-01,2.004786216449186143e-01
1.824263968834157268e+01,1.353742356092200450e-01,2.291246977518154537e+00,3.477239573224423452e+00,3.371420999180609335e-01,3.378965055284597341e-01
4.492730804335618444e+00,1.504416087298212912e-01,8.700790591011635655e+00,1.556964422940406712e+00,1.384964088229680146e-01,1.322040741651172580e-01
2.317144965683815983e+01,2.034239343534511024e-01,2.377535190856019387e+00,1.907546217401531186e+00,4.541052601551474055e-01,4.551172435486914303e-01
2.825834187876542103e+01,8.276264088348672665e-02,2.830724691286103933e+00,8.743806685387311983e-01,4.695554160034823843e-01,4.651086895926297982e-01
2.318749230514869453e+01,1.480027929723562452e-01,2.374488851925823596e+00,2.679127366917857689e+00,4.201164282813862338e-01,4.115249861858838454e-01
2.220977550530553657e+01,3.602975368853752244e-03,9.545808049596715250e+00,1.710783273680008154e+00,2.820805540446112356e-02,2.982362156404499282e-02
1.758135770664378583e+01,2.189042423131118964e-01,1.145889345735868758e+00,4.787880261639888779e+00,2.809303047038742007e-01,2.968431560781017442e-01
2.311360347571969953e+01,1.759676559736140511e-01,6.169362125713825584e+00,4.965634358837615281e+00,3.207335391283515635e-01,3.120797251239045833e-01
1.446004141422963585e+01,6.040692716957246633e-02,3.801177406832456640e-01,6.216211995211162744e-02,3.089654114998660051e-01,3.024517926907240306e-01
8.469677973847252517e+00,2.479271643521579749e-01,2.282485607516204773e+00,4.728932454092527049e-01,3.344035660710889535e-01,3.340069853461718474e-01
2.358102012592431862e+01,1.644591710042544175e-01,7.637973652422593851e+00,3.674485539703671311e+00,3.707553042107896157e-01,3.732890707402040098e-01
1.599317313992812295e+01,1.862598642460992771e-01,9.018150563233277239e+00,2.061061971588694419e+00,3.586152267514972070e-01,3.716154724561989142e-01
2.782970086757396189e+01,7.991775420229622895e-02,5.251086821436095065e+00,1.085311801355169248e+00,4.160557597408409691e-01,4.095711170113923716e-01
1.801450540516727727e+01,1.891246282245074295e-01,6.992843859097465753e+00,2.190880415471229803e+00,3.758520774769414374e-01,3.744440532753616768e-01
1.648584145701673265e+01,3.811478399791703303e-02,7.190051996669655221e-01,4.806465411619182504e+00,2.247991421423982117e-01,2.168139851741713031e-01
2.125316093418835095e+00,1.117829608154099624e-01,8.732565042735910055e+00,1.265988828889941686e+00,6.267264632588871731e-02,5.387092244625195370e-02
7.413075494558133194e+00,7.633589497471622576e-02,1.284468169776463720e+00,3.764427236911537022e+00,1.606130529002083585e-01,1.558180864915861275e-01
2.184118056674472186e+01,2.885399599033396933e-01,2.533530261382381799e+00,1.391052572305368606e+00,4.771134825565916948e-01,4.658740699410457986e-01
1.372754844220311554e+01,2.642536096553152469e-01,3.276677275667125855e+00,1.996617481706220998e+00,3.365438473186224688e-01,3.409115002351201795e-01
2.784546378079391715e+01,2.053008365353475584e-01,3.073314615088112767e+00,3.554558787876685333e+00,4.067762519227548501e-01,4.171780406221088366e-01
1.884041891518890566e+01,5.541512727793347637e-02,5.794170465580704921e+00,3.179218774583170148e+00,2.371138551423928320e-01,2.318102404122897309e-01
8.653557241774636921e+00,4.759476770691224018e-02,1.109531252185607109e+00,2.024258196073260407e+00,1.528949090079824158e-01,1.457113275796700080e-01
8.107711153472262566e+00,9.336570164579223452e-02,3.508321504229650056e-01,1.841769962555245277e-01,2.425859507604112841e-01,2.556460077853215940e-01
9.454402648093752859e+00,6.345264577998441236e-02,9.077523095061525993e+00,6.602288927298777255e-01,1.633573534850353559e-01,1.610214852654220097e-01
7.295956167042024987e+00,6.706054168921025960e-02,7.812995863817505438e+00,6.272615900657191323e-01,1.374853460877269451e-01,1.521394494832115640e-01
1.641676031656307799e+01,1.585271200314561091e-01,4.500682428174108907e+00,2.261899096862574066e-01,4.267220896014124465e-01,3.975636178339699289e-01
3.453597534055857121e+00,1.819470464981011171e-01,1.890540876062041242e-01,1.093055179990352066e+00,1.468827785037108424e-01,1.450042363707858273e-01
1.777386598394779327e+01,1.667818299604591492e-01,8.130427256026987237e+00,1.894134575904021789e-01,4.636802750364142911e-01,4.532722922733972148e-01
1.344007640232343803e+01,2.464945120883377805e-01,9.401454208173753102e+00,4.688591305922389374e+00,2.361511416463521196e-01,2.305766931158207411e-01
2.648619513900029077e+01,1.137809051593386689e-01,2.163646659350751733e+00,3.318500187638931287e+00,4.411026918910197492e-01,4.489241843369159435e-01
2.683165951212447453e+01,1.403564986865264708e-02,8.164771910322478732e+00,1.009144843539189651e+00,1.190122807408947880e-01,1.295795321914281484e-01
9.617419443509676924e+00,6.551978628653887249e-02,9.496187433635734365e+00,2.835230519502717872e+00,1.510055989752580319e-01,1.490166106903245413e-01
6.533219364786145178e+00,8.158687978927507689e-02,9.496430457027635441e+00,3.856275514587786279e+00,1.152930539664495935e-01,1.244021590531117355e-01
1.323751499093577699e+01,2.125222069232941130e-02,2.426000180348578894e+00,2.666791580467388734e+00,1.033325075199307136e-01,9.187118168613013502e-02
1.568351706700768489e+01,1.710415396798540058e-02,6.086159600097529321e+00,2.842773382141141170e+00,8.692509237456211291e-02,8.937727548802448796e-02
2.161837143207581491e+01,1.892988812348106800e-02,8.567664163506394814e+00,2.415936572337720634e+00,1.242265348557829996e-01,1.224170715101029761e-01
2.915102734081456148e+01,3.406949938074728401e-02,1.597814005222082390e+00,3.820366361076608097e+00,3.148217533956136904e-01,2.975485460217833777e-01
2.695443649211027903e+01,1.513203444762317718e-01,8.757034523167872564e-01,1.124582236173262695e+00,5.862636212052407814e-01,5.950201922940921984e-01
1.251009327909640234e+01,1.314120872533824647e-01,1.795296555931243931e+00,2.625923235429172387e+00,2.885791593844581615e-01,2.815932870226089957e-01
1.692333200857579101e+01,2.602094312864481895e-01,9.264379661645380182e+00,1.702927643485816045e+00,4.208517518941575219e-01,4.249165254033930861e-01
1.785305067688722502e+01,2.224869034497079234e-01,4.394872040758857956e+00,4.603273035880134145e+00,2.737680012401450536e-01,2.658545650172428609e-01
2.649412021638121928e+01,1.073332426523537914e-01,3.284801761634680517e+00,1.312572792708965874e-01,5.057480356673764721e-01,5.072440947313743287e-01
4.061203906121442664e+00,3.325735987602324029e-02,2.855445624226469192e+00,3.560930313766632604e+00,4.728385013841875095e-02,5.316614179175489785e-02
2.465620069347160026e+01,1.718973600058407714e-01,4.608747018603326140e+00,3.915518088753855430e-01,5.390795195265936091e-01,5.388038243651903647e-01
8.614880902606191881e+00,2.886386588042793577e-01,8.585882759240201167e+00,2.058583133061615111e+00,2.638627267790721320e-01,2.588458903228841312e-01
4.117503115599225438e+00,1.107606214911688730e-01,5.235579617968644239e-01,3.466964651106559270e+00,1.162416989223056529e-01,1.220550280957758971e-01
2.942458742012044937e+01,2.893439499655393043e-01,4.950229048248476538e+00,3.724329350122449256e+00,4.002066339949359453e-01,4.020909270152008830e-01
1.107165271475662927e+01,1.368477134117719318e-01,7.371891737950600820e+00,4.283526739417236051e+00,2.010087630191657038e-01,1.965814270516125506e-01
2.268752425117263627e+01,7.773946495074604557e-02,3.575342109363047527e+00,3.465547214603810655e+00,3.306765521292592824e-01,3.308949890870599986e-01
1.153922321517488037e+01,1.877365508787393333e-01,4.865025487474708754e+00,2.296118273767385531e+00,2.752608374763821364e-01,2.742319747204934877e-01
9.429650878632978461e+00,2.525347916027105843e-01,5.623353072741594794e+00,1.444148980572425689e+00,2.997406311752002783e-01,2.961289192431099115e-01
1.675631089133862872e+01,3.137431356959319989e-02,5.813826871201869473e+00,1.934768859152368847e+00,1.541191786766749616e-01,1.629360364104523728e-01
7.755454559272171089e+00,2.740673934128355915e-01,3.217753833419950915e+00,3.816165861236976653e+00,1.664140477179109068e-01,1.836029916190940747e-01
8.088300343985730834e+00,1.188320486621409072e-01,3.840962405330150542e+00,2.673402650678539771e+00,1.835088781539025160e-01,1.782134151374729913e-01
2.475000793076268746e+00,1.189127720980350383e-01,7.438105780025383140e+00,2.557404198445461407e+00,6.575548127935944287e-02,6.439117023495000147e-02
2.172379324273182633e+01,2.089127792737021927e-01,4.229996402438557013e+00,1.355178429576208154e+00,4.660788529742453390e-01,4.565050104347490034e-01
2.771931537364518761e+01,2.468680831672211418e-01,4.567193220717018498e+00,3.780689735503439675e-01,6.290336752181903135e-01,6.155519537380664818e-01
1.143234977814487019e+00,3.423618525838547505e-02,3.906678758890183900e+00,1.540815878284328422e+00,1.412387813869575223e-02,2.529494942820986747e-02
9.361955872794638367e+00,1.298526448778511144e-01,4.117725678310363513e+00,1.107794392919618343e+00,2.454704491628706409e-01,2.385958223991113680e-01
2.622443461533092091e+01,2.209453953708274132e-01,3.493638847770625944e+00,2.811871569636442691e-01,6.038660514792654199e-01,6.070982409497144294e-01
1.842787215040129212e+01,1.362922777487133308e-01,2.517294615623277831e+00,3.258342131396757546e-01,4.459884961543124082e-01,4.322805854696886718e-01
4.728598575705428075e+00,2.926607710641084825e-01,6.772386999106350114e-01,3.769090121345508582e-01,2.525798683920051912e-01,2.460334894743473888e-01
7.971465126001728407e+00,1.939770549091219265e-01,1.222966330056898254e+00,4.665014478043726598e+00,1.690519775793392354e-01,1.736228058569407873e-01
7.015980458958118504e+00,4.414612294397179948e-02,6.448270953576732190e+00,1.254908643004640778e+00,9.515096926100548302e-02,9.973628456764715988e-02
1.981579855397217926e+00,3.307567414096453801e-02,1.800088745729122586e-01,1.565984006922138683e-01,3.074524961313825078e-02,3.292619780385379336e-02
4.729280558242088262e+00,1.293192880097846775e-01,8.816037396408630045e+00,2.121223200046826740e+00,1.255986191854223388e-01,1.295200056058855853e-01
4.685617374558168180e+00,1.710200145045104869e-01,5.998454019172360319e+00,1.520027678253988324e+00,1.535239309601359459e-01,1.555347657722099819e-01
1.561013163834884665e+01,1.347993954550582296e-01,7.991938222001158110e+00,2.310244762372404281e-03,3.940882045753013041e-01,4.039541473903129343e-01
2.327917025074448532e+01,2.537914919513977741e-01,2.184408746557944259e+00,2.065788761872941581e+00,4.414774094732613063e-01,4.582985662617608535e-01
1.605409923343960799e+01,1.840604517453366951e-01,7.142125663028218163e+00,1.081976006141954771e+00,4.025872608900006311e-01,4.080619928809068875e-01
2.003094831593898562e+01,2.794159472430284286e-01,9.489925956441813693e-01,2.459731202657217120e-01,5.670159438142751140e-01,5.657372995079260614e-01
2.662769407900660568e+01,2.772590801354202772e-01,9.453961415121090894e+00,3.757167523629052042e+00,4.033705227926932535e-01,3.929346022689787499e-01
2.364391244512257373e+01,1.611694989840321557e-01,8.440089474629150601e+00,4.628291616616117210e+00,3.419655458110608670e-01,3.369415557149684215e-01
3.893020360539724223e+00,1.185155165640927322e-01,3.337101212763970981e+00,1.858705894980436923e+00,1.104073729249389485e-01,1.070052419084319695e-01
1.778706107821534932e+00,5.503872742715069238e-02,6.484918794181043999e+00,1.730661031215697143e+00,3.090361000646568365e-02,4.513366851694572413e-02
2.796564031915618997e+01,2.110322791258775477e-01,8.065039277261435657e+00,4.538212033830820502e+00,3.820066159580546294e-01,3.663662690976299263e-01
8.562589466554548778e+00,1.890356330011007113e-01,5.091813071418701320e+00,1.212960719216671812e+00,2.636386863862551500e-01,2.555055820645735776e-01
2.603419453407416029e+01,1.593140615816777683e-01,2.325591837805526474e+00,2.304745913059380591e-01,5.775719157641940882e-01,5.670952767258732319e-01
6.060337893673465537e+00,2.743618554861452785e-01,5.657139453246420757e+00,4.997698119117027993e+00,1.134423351738406555e-01,1.219226924662158429e-01
2.650057714006159060e+01,1.213575829045187293e-01,2.260065267512937126e+00,2.244124820476011806e+00,4.728917676734357700e-01,4.657538790631381986e-01
1.376923197547918498e+01,1.508280129335538844e-01,6.206276244131480269e+00,4.962123410881876140e+00,2.233116563374344943e-01,2.047665347780444622e-01
1.838465258394792023e+00,1.555061007796681161e-01,8.503490911097689064e+00,3.692252719086264623e+00,4.846934726125172455e-02,2.772511950394588448e-02
2.968192025321661021e+01,9.563034322797778208e-02,2.908312991068486841e+00,3.465678825123129414e+00,4.355914903259041626e-01,4.384500503978913111e-01
4.389274040405830135e+00,1.333958801707528508e-01,7.101226148130095339e+00,3.846170464340872730e+00,9.901620967109060756e-02,8.245317710069886841e-02
1.685612452986196441e+00,1.327506654426027777e-01,1.256047856874152879e+00,2.165264763465699183e+00,5.926198130076758275e-02,7.000386027468709360e-02
2.422501039002123591e+01,1.661763659235944990e-01,1.039059268588482521e-01,3.813289037496531808e+00,4.287537555641127707e-01,4.391124152798923652e-01
1.045738130448681069e+01,1.337003851371183494e-01,4.767875100927136955e+00,3.803347597933003144e+00,2.027050966776310914e-01,1.910838213894152926e-01
1.919094680398080843e+00,1.035069510750408067e-01,9.390022196881597338e+00,1.426149751189449422e+00,5.328952019375450544e-02,4.959543387483022342e-02
1.352018456414195935e+00,6.004983931856532064e-02,9.329100502326671318e+00,1.786944778235867837e+00,2.498304901059578143e-02,2.487997899072776423e-02
1.280559673518959585e+01,2.572837284321012885e-01,1.432404502724022866e+00,2.543251082935439555e+00,2.946306826565635584e-01,2.793644549492525497e-01
