t,Q,I,phi,dQ_dt,dQ_dt_noisy
2.244448889777955358e+01,8.979383150043627982e-04,6.283777251711668808e-04,2.576975312925040059e-04,1.794086883358754275e-04,-3.527154653915607480e-02
2.245049009801960338e+01,8.989789183577564157e-04,6.168851366685188008e-04,2.569266045212646298e-04,1.673957985765323541e-04,2.432159603756302475e-03
2.245649129825964962e+01,8.999475434591148494e-04,6.053941745216854988e-04,2.561579450520999114e-04,1.554205242708450252e-04,-8.703241075865316215e-03
2.246249249849969942e+01,9.008444180381026522e-04,5.939056988159153311e-04,2.553915468884063547e-04,1.434836116391347612e-04,-7.420297666766575984e-02
2.246849369873974567e+01,9.016697742251153502e-04,5.824205656977983351e-04,2.546274040538765117e-04,1.315858007627149608e-04,2.032646700626076705e-02
2.247449489897979547e+01,9.024238485512837797e-04,5.709396273752111520e-04,2.538655105924955127e-04,1.197278255838341802e-04,1.281851104250257903e-02
2.248049609921984171e+01,9.031068819484702921e-04,5.594637321173719959e-04,2.531058605685446443e-04,1.079104139057327286e-04,-3.443599472567853564e-02
2.248649729945989151e+01,9.037191197492720068e-04,5.479937242547862266e-04,2.523484480665977173e-04,9.613428739258645219e-05,3.696093473800970280e-02
2.249249849969993775e+01,9.042608116870179923e-04,5.365304441793003433e-04,2.515932671915246987e-04,8.440016156956219127e-05,1.144978619655529634e-01
2.249849969993998755e+01,9.047322118957718678e-04,5.250747283440478823e-04,2.508403120684881337e-04,7.270874582276226888e-05,-7.952522764856331805e-02
2.250450090018003380e+01,9.051335789103294189e-04,5.136274092635037362e-04,2.500895768429465616e-04,6.106074339927967682e-05,1.076489109084942906e-02
2.251050210042008359e+01,9.054651756662207649e-04,5.021893155134298349e-04,2.493410556806513164e-04,4.945685140714288974e-05,4.170875391390638232e-02
2.251650330066012984e+01,9.057272684599016041e-04,4.907612708171663670e-04,2.485947427601993055e-04,3.789776042151070520e-05,1.393227808888476086e-03
2.252250450090017964e+01,9.059201265681789518e-04,4.793440942279418387e-04,2.478506322675109509e-04,2.638415485726905386e-05,-2.930920845973865319e-02
2.252850570114022588e+01,9.060440262530429804e-04,4.679386035381569425e-04,2.471087184243769613e-04,1.491671437590079159e-05,1.098557795876435872e-01
2.253450690138027568e+01,9.060992476501295153e-04,4.565456119728807235e-04,2.463689954687959464e-04,3.496112134748719999e-06,-2.544819853516201713e-02
2.254050810162032192e+01,9.060860745972053234e-04,4.451659280242878120e-04,2.456314576538212594e-04,-7.876985292789662283e-06,-6.848599125344316009e-03
2.254650930186037172e+01,9.060047946341683294e-04,4.338003554516046468e-04,2.448960992475577442e-04,-1.920191791731636977e-05,-3.306972966602103603e-02
2.255251050210041797e+01,9.058556990030480500e-04,4.224496932811631434e-04,2.441629145331651509e-04,-3.047803233337980418e-05,6.057210684335204848e-02
2.255851170234046776e+01,9.056390826480048345e-04,4.111147358063472969e-04,2.434318978088544495e-04,-4.170468171952771775e-05,-1.075501689036455488e-01
2.256451290258051401e+01,9.053552442153308408e-04,3.997962725876463624e-04,2.427030433878917329e-04,-5.288122583825468357e-05,-4.522104659536384241e-02
2.257051410282056381e+01,9.050044860534488429e-04,3.884950884526017288e-04,2.419763455985942866e-04,-6.400703103605522156e-05,-2.325978570260482658e-02
2.257651530306061005e+01,9.045871142129133149e-04,3.772119634958600990e-04,2.412517987843343836e-04,-7.508147024337088939e-05,1.540887953876834797e-02
2.258251650330065985e+01,9.041034384464096720e-04,3.659476730791202557e-04,2.405293973035356795e-04,-8.610392297464357098e-05,1.692593785470990903e-02
2.258851770354070609e+01,9.035537722087550296e-04,3.547029878311862955e-04,2.398091355296766544e-04,-9.707377532826294694e-05,4.927408792338035248e-02
2.259451890378075589e+01,9.029384326568969023e-04,3.434786736479145033e-04,2.390910078512872253e-04,-1.079904199866190784e-04,-6.570289578746718075e-03
2.260052010402080214e+01,9.022577406499153723e-04,3.322754916922662067e-04,2.383750086719521881e-04,-1.188532562160506362e-04,-3.722666459515939358e-02
2.260652130426085193e+01,9.015120207490200533e-04,3.210941983942552469e-04,2.376611324103077754e-04,-1.296616898668967260e-04,-3.574934516427424359e-03
2.261252250450089818e+01,9.007016012175537772e-04,3.099355454510003996e-04,2.369493735000449631e-04,-1.404151333734459848e-04,-4.401557535225908424e-02
2.261852370474094798e+01,8.998268140209884740e-04,2.988002798266727370e-04,2.362397263899062455e-04,-1.511130057539876470e-04,-2.724251459948716717e-02
2.262452490498099422e+01,8.988879945149413344e-04,2.876891435497367028e-04,2.355321855420015973e-04,-1.617547326575790928e-04,-2.441060436914057469e-02
2.263052610522104402e+01,8.978854791281795818e-04,2.766028725153220694e-04,2.348267454175861815e-04,-1.723397464031771443e-04,1.488968131092016124e-02
2.263652730546109026e+01,8.968196106617649498e-04,2.655422001613925195e-04,2.341234005039845040e-04,-1.828674849530399337e-04,4.126306986044055852e-02
2.264252850570114006e+01,8.956907358299516422e-04,2.545078552556486449e-04,2.334221453041433400e-04,-1.933373928962745653e-04,-5.559829710769875755e-02
2.264852970594118631e+01,8.944992043024296716e-04,2.435005612045236989e-04,2.327229743317963816e-04,-2.037489216609628692e-04,-3.026643264700440775e-02
2.265453090618123611e+01,8.932453687043200898e-04,2.325210360531315007e-04,2.320258821114608500e-04,-2.141015295142121970e-04,-1.693492550962427809e-03
2.266053210642128235e+01,8.919295846161801912e-04,2.215699924853183956e-04,2.313308631784409108e-04,-2.243946815621059541e-04,2.296820023425156002e-04
2.266653330666133215e+01,8.905522105739978756e-04,2.106481378236112678e-04,2.306379120788242855e-04,-2.346278497497529319e-04,-1.321568145901137054e-02
2.267253450690137839e+01,8.891136080691973941e-04,1.997561740292695003e-04,2.299470233694855586e-04,-2.448005128612389244e-04,2.839508871931650802e-02
2.267853570714142819e+01,8.876141415486334943e-04,1.888947977022331507e-04,2.292581916180829523e-04,-2.549121565196754095e-04,-1.138093757267374245e-02
2.268453690738147444e+01,8.860541784145977090e-04,1.780647000811746397e-04,2.285714114030615242e-04,-2.649622731871517081e-04,-8.779882613230151345e-02
2.269053810762152423e+01,8.844340890248113089e-04,1.672665670434471440e-04,2.278866773136498883e-04,-2.749503621647832316e-04,6.529743805749303742e-02
2.269653930786157048e+01,8.827542466924332169e-04,1.565010791051360409e-04,2.272039839498636029e-04,-2.848759295926640476e-04,-6.306171358585609121e-02
2.270254050810162028e+01,8.810150276860515516e-04,1.457689114210077345e-04,2.265233259225017822e-04,-2.947384884499145308e-04,8.123505239124489963e-02
2.270854170834166652e+01,8.792168112296920839e-04,1.350707337845606670e-04,2.258446978531504035e-04,-3.045375585546346341e-04,1.258037754474979932e-02
2.271454290858171632e+01,8.773599795028098891e-04,1.244072106279743345e-04,2.251680943741790543e-04,-3.142726665639509424e-04,1.570410130626373468e-02
2.272054410882176256e+01,8.754449176402979114e-04,1.137790010221602171e-04,2.244935101287441853e-04,-3.239433459739705402e-04,-7.388916212145509033e-02
2.272654530906181236e+01,8.734720137324780741e-04,1.031867586767109299e-04,2.238209397707858572e-04,-3.335491371198275241e-04,1.302819700630779634e-02
2.273254650930185861e+01,8.714416588251103863e-04,9.263113193995093655e-05,2.231503779650309939e-04,-3.430895871756374114e-04,-1.082761474954922233e-02
2.273854770954190840e+01,8.693542455836539154e-04,8.211276328326449028e-05,2.224818193817453286e-04,-3.525642500022999840e-04,-4.249726465169998552e-02
2.274454890978195465e+01,8.672101684249183123e-04,7.163228984428826759e-05,2.218152586948291384e-04,-3.619726856701333114e-04,2.688028534894703475e-02
2.275055011002200445e+01,8.650098276493195472e-04,6.119034487500149707e-05,2.211506905982479757e-04,-3.713144610769097010e-04,3.687445383077569971e-02
2.275655131026205069e+01,8.627536258699755947e-04,5.078755587270904171e-05,2.204881097941428195e-04,-3.805891500314225319e-04,5.878987289806169442e-02
2.276255251050210049e+01,8.604419678786166467e-04,4.042454451908825748e-05,2.198275109923419673e-04,-3.897963332473944483e-04,-6.160978273019817458e-02
2.276855371074214673e+01,8.580752606455956284e-04,3.010192668023838552e-05,2.191688889103641526e-04,-3.989355983434339373e-04,-3.978313165744729041e-02
2.277455491098219653e+01,8.556539133198773567e-04,1.982031240663134966e-05,2.185122382734154003e-04,-4.080065398430790763e-04,6.873605178261384119e-02
2.278055611122224278e+01,8.531783372290494905e-04,9.580305933160721769e-06,2.178575538143921167e-04,-4.170087591747545443e-04,2.571538793235367271e-02
2.278655731146229257e+01,8.506489458793116886e-04,-6.174943209069996570e-07,2.172048302738780270e-04,-4.259418646718151529e-04,3.996672111787531040e-02
2.279255851170233882e+01,8.480661549554866689e-04,-1.077249575188386462e-05,2.165540624001473192e-04,-4.348054715725030743e-04,-2.646002340316134377e-02
2.279855971194238862e+01,8.454303823210083902e-04,-2.088411157170883383e-05,2.159052449491613915e-04,-4.435992020199908299e-04,1.728298352157757803e-02
2.280456091218243486e+01,8.427420480179348460e-04,-3.095176080789959947e-05,2.152583726845721049e-04,-4.523226850623394404e-04,4.036089782236886719e-02
2.281056211242248466e+01,8.400015742669345118e-04,-4.097486830360050694e-05,2.146134403777186662e-04,-4.609755566525402756e-04,-6.100733224103655622e-02
2.281656331266253090e+01,8.372093854673002232e-04,-5.095286471753495837e-05,2.139704428076305825e-04,-4.695574596484741259e-04,-3.394583199243214611e-02
2.282256451290258070e+01,8.343659081969352978e-04,-6.088518652405273805e-05,2.133293747610247879e-04,-4.780680438129527275e-04,1.232531698423282480e-02
2.282856571314262695e+01,8.314715712123674132e-04,-7.077127601308276831e-05,2.126902310323085167e-04,-4.865069658136777792e-04,6.839390574211147433e-02
2.283456691338267319e+01,8.285268054487363552e-04,-8.061058129017460738e-05,2.120530064235767829e-04,-4.948738892232772092e-04,-2.106316169583018205e-02
2.284056811362272299e+01,8.255320440197993310e-04,-9.040255627648023477e-05,2.114176957446133823e-04,-5.031684845192899418e-04,3.328439985436496690e-02
2.284656931386276923e+01,8.224877222179361727e-04,-1.001466607087371106e-04,2.107842938128921947e-04,-5.113904290841514780e-04,-4.133108448716393130e-02
2.285257051410281903e+01,8.193942758601362565e-04,-1.098423603948505149e-04,2.101527954497405166e-04,-5.195394066337706692e-04,-5.870042044705838652e-02
2.285857171434286528e+01,8.162521422864986139e-04,-1.194891265254352373e-04,2.095231954808670412e-04,-5.276151070283215854e-04,3.142804260881434247e-02
2.286457291458291508e+01,8.130617638490208327e-04,-1.290864353664780478e-04,2.088954887448684001e-04,-5.356172277092990670e-04,-5.029722795914885747e-02
2.287057411482296132e+01,8.098235843534917983e-04,-1.386337692600079466e-04,2.082696700863252888e-04,-5.435454729211376766e-04,2.364378654745417918e-03
2.287657531506301112e+01,8.065380489960696613e-04,-1.481306166381176086e-04,2.076457343556655324e-04,-5.513995536935212055e-04,-2.722560808230330143e-02
2.288257651530305736e+01,8.032056043632960400e-04,-1.575764720229181042e-04,2.070236764091669586e-04,-5.591791878413458110e-04,2.593147962989313451e-02
2.288857771554310716e+01,7.998266984320812761e-04,-1.669708360265839892e-04,2.064034911089544972e-04,-5.668840999647576382e-04,-6.203271605979322062e-02
2.289457891578315341e+01,7.964017805697200464e-04,-1.763132153513084451e-04,2.057851733230031080e-04,-5.745140214491156316e-04,-6.894184936703166844e-02
2.290058011602320320e+01,7.929313015338748834e-04,-1.856031227893477592e-04,2.051687179251348529e-04,-5.820686904650285067e-04,-6.975403466212652670e-02
2.290658131626324945e+01,7.894157134725931970e-04,-1.948400772229773054e-04,2.045541197950217691e-04,-5.895478519683194051e-04,-9.670268806594392932e-03
2.291258251650329925e+01,7.858554699242899276e-04,-2.040236036245352382e-04,2.039413738181830777e-04,-5.969512577000610221e-04,6.340619168057365362e-02
2.291858371674334549e+01,7.822510258177652184e-04,-2.131532330563789884e-04,2.033304748859879752e-04,-6.042786661865410212e-04,4.077630631764665725e-02
2.292458491698339529e+01,7.786028374721866343e-04,-2.222285026709285233e-04,2.027214178956527604e-04,-6.115298427392969454e-04,9.640881566249768012e-03
2.293058611722344153e+01,7.749113625971066179e-04,-2.312489557106234392e-04,2.021141977502437345e-04,-6.187045594550820643e-04,-6.919133055385604143e-03
2.293658731746349133e+01,7.711770602924454673e-04,-2.402141415079655975e-04,2.015088093586743826e-04,-6.258025952158999608e-04,5.993152201716452770e-02
2.294258851770353758e+01,7.674003910485082498e-04,-2.491236154854765700e-04,2.009052476357080837e-04,-6.328237356889702698e-04,-5.083057350930854021e-03
2.294858971794358737e+01,7.635818167459676713e-04,-2.579769391557400855e-04,2.003035075019554548e-04,-6.397677733267630477e-04,5.126877781953261687e-02
2.295459091818363362e+01,7.597218006558816407e-04,-2.667736801213598267e-04,1.997035838838770341e-04,-6.466345073669653790e-04,6.672823132712149552e-02
2.296059211842368342e+01,7.558208074396750549e-04,-2.755134120750014166e-04,1.991054717137804892e-04,-6.534237438325147694e-04,3.323944247886121556e-02
2.296659331866372966e+01,7.518793024149516982e-04,-2.841957147585635326e-04,1.985091659292956734e-04,-6.601352951236759935e-04,1.927282174965600989e-02
2.297259451890377946e+01,7.478977499218292507e-04,-2.928201734853131972e-04,1.979146614717443655e-04,-6.667689787233455154e-04,1.884676900778154210e-02
2.297859571914382570e+01,7.438766191735999558e-04,-3.013863793772367694e-04,1.973219532901313532e-04,-6.733246203597301584e-04,-4.424086820681810521e-03
2.298459691938387550e+01,7.398163805469539943e-04,-3.098939297337990591e-04,1.967310363390519770e-04,-6.798020525202200194e-04,1.344314165667680715e-02
2.299059811962392175e+01,7.357175050286179820e-04,-3.183424280362300994e-04,1.961419055783345878e-04,-6.862011141789945996e-04,-4.379376675272475539e-02
2.299659931986397154e+01,7.315804642153362139e-04,-3.267314839475653709e-04,1.955545559730375920e-04,-6.925216507970537042e-04,-4.205138041498922286e-02
2.300260052010401779e+01,7.274057303138897453e-04,-3.350607133126060110e-04,1.949689824934523253e-04,-6.987635143221873017e-04,7.661668688802686367e-02
2.300860172034406759e+01,7.231937761410769851e-04,-3.433297381579582253e-04,1.943851801151002330e-04,-7.049265631890056644e-04,-6.615403579478570766e-03
2.301460292058411383e+01,7.189450751237332115e-04,-3.515381866919942014e-04,1.938031438187356895e-04,-7.110106623189097700e-04,-8.404159835640925835e-02
2.302060412082416363e+01,7.146601012987111642e-04,-3.596856933048908698e-04,1.932228685903432332e-04,-7.170156831201206834e-04,6.605323888293412882e-02
2.302660532106420987e+01,7.103393293129005607e-04,-3.677718985685913058e-04,1.926443494211402502e-04,-7.229415034876514757e-04,6.606484339660552429e-02
2.303260652130425967e+01,7.059832344232081468e-04,-3.757964492368433274e-04,1.920675813075742907e-04,-7.287880078033345463e-04,2.140897224090273707e-02
2.303860772154430592e+01,7.015922924965780792e-04,-3.837589982451610057e-04,1.914925592513258069e-04,-7.345550869357949514e-04,-6.151434798454950142e-02
2.304460892178435572e+01,6.971669800099712178e-04,-3.916592047108628295e-04,1.909192782593053606e-04,-7.402426382404772923e-04,9.473213290418680543e-02
2.305061012202440196e+01,6.927077740503861589e-04,-3.994967339330339744e-04,1.903477333436564970e-04,-7.458505655596192607e-04,5.258762867745457592e-02
2.305661132226445176e+01,6.882151523148378764e-04,-4.072712573925635999e-04,1.897779195217527898e-04,-7.513787792222776599e-04,5.992559704874043935e-02
2.306261252250449800e+01,6.836895931103790808e-04,-4.149824527521079318e-04,1.892098318162007960e-04,-7.568271960443033594e-04,-1.293325024566831585e-02
2.306861372274454780e+01,6.791315753540792940e-04,-4.226300038561268545e-04,1.886434652548371821e-04,-7.621957393283663399e-04,1.976608768188233001e-02
2.307461492298459405e+01,6.745415785730455574e-04,-4.302136007308476440e-04,1.880788148707314899e-04,-7.674843388639305403e-04,-1.432799989708137371e-02
2.308061612322464384e+01,6.699200829044013985e-04,-4.377329395843009095e-04,1.875158757021834521e-04,-7.726929309272792274e-04,-1.245341009802642014e-02
2.308661732346469009e+01,6.652675675004794285e-04,-4.451877222742574845e-04,1.869546427939062637e-04,-7.778214569520487285e-04,-5.830546644950115182e-02
2.309261852370473989e+01,6.605845114991861899e-04,-4.525776560495292232e-04,1.863951111969279744e-04,-7.828698637557113260e-04,-3.942530398886563009e-02
2.309861972394478613e+01,6.558713975917699820e-04,-4.599024549759147878e-04,1.858372759657503088e-04,-7.878381067494042529e-04,-2.595461318117299118e-02
2.310462092418483593e+01,6.511287084019879530e-04,-4.671618392296643949e-04,1.852811321605147676e-04,-7.927261474209789608e-04,9.488786644556667076e-04
2.311062212442488217e+01,6.463569264135807799e-04,-4.743555350784950018e-04,1.847266748470535844e-04,-7.975339532797535384e-04,4.756320232521569352e-02
2.311662332466493197e+01,6.415565339702501181e-04,-4.814832748816247842e-04,1.841738990968870429e-04,-8.022614978565363467e-04,2.633157996011552260e-02
2.312262452490497822e+01,6.367280132756814775e-04,-4.885447970897390923e-04,1.836227999872261602e-04,-8.069087607036030344e-04,-8.970798588011159869e-02
2.312862572514502801e+01,6.318718463935212373e-04,-4.955398462450239525e-04,1.830733726009699757e-04,-8.114757273947185469e-04,4.992436798568679335e-02
2.313462692538507426e+01,6.269885152473994149e-04,-5.024681729811330535e-04,1.825256120267082624e-04,-8.159623895251160927e-04,-7.530705791011128858e-02
2.314062812562512406e+01,6.220785016209071138e-04,-5.093295340232203809e-04,1.819795133587188973e-04,-8.203687447115180689e-04,2.273534916844473577e-02
2.314662932586517030e+01,6.171422871576192921e-04,-5.161236921879079620e-04,1.814350716969704094e-04,-8.246947965921149187e-04,-1.088316015748219331e-02
2.315263052610522010e+01,6.121803533610713438e-04,-5.228504163833177414e-04,1.808922821471194316e-04,-8.289405548265860570e-04,1.993471418525622277e-03
2.315863172634526634e+01,6.071931815947831683e-04,-5.295094816090398140e-04,1.803511398205132760e-04,-8.331060350960795956e-04,-2.486595171848983432e-02
2.316463292658531614e+01,6.021812530822347751e-04,-5.361006689561644088e-04,1.798116398341873315e-04,-8.371912591032325095e-04,-5.334360842146510656e-02
2.317063412682536239e+01,5.971450489068907876e-04,-5.426237656072496881e-04,1.792737773108677205e-04,-8.411962545721500366e-04,7.851025269386302519e-02
2.317663532706541218e+01,5.920850500121759398e-04,-5.490785648363539486e-04,1.787375473789685879e-04,-8.451210552484264950e-04,-1.218738578718901733e-01
2.318263652730545843e+01,5.870017372014994708e-04,-5.554648660090036371e-04,1.782029451725948392e-04,-8.489657008991248997e-04,-4.524588922893310605e-02
2.318863772754550823e+01,5.818955911382308385e-04,-5.617824745822249007e-04,1.776699658315394296e-04,-8.527302373127964782e-04,6.348827979225236950e-02
2.319463892778555447e+01,5.767670923457238977e-04,-5.680312021045125790e-04,1.771386045012859661e-04,-8.564147162994618055e-04,-2.281501886424884031e-03
2.320064012802560427e+01,5.716167212072927224e-04,-5.742108662158607784e-04,1.766088563330062416e-04,-8.600191956906292354e-04,-8.858422759449368971e-04
2.320664132826565051e+01,5.664449567465526829e-04,-5.803212898846959620e-04,1.760807164861166740e-04,-8.635437379663985294e-04,-4.390244702999260978e-02
2.321264252850570031e+01,5.612522768072527235e-04,-5.863623009372021270e-04,1.755541801296452967e-04,-8.669884098747024977e-04,-5.753402331967528982e-02
2.321864372874574656e+01,5.560391621048157160e-04,-5.923337347404107741e-04,1.750292424335132271e-04,-8.703532871401658448e-04,2.744271590787912204e-02
2.322464492898579635e+01,5.508060926660260414e-04,-5.982354325687323738e-04,1.745058985743288063e-04,-8.736384510504818356e-04,-1.024487250903237043e-02
2.323064612922584260e+01,5.455535476817992713e-04,-6.040672415241739399e-04,1.739841437356632302e-04,-8.768439883030136259e-04,1.481956125678916131e-02
2.323664732946589240e+01,5.402820055071570152e-04,-6.098290145363675441e-04,1.734639731080479742e-04,-8.799699910048111758e-04,3.594936749237271495e-02
2.324264852970593864e+01,5.349919436612519648e-04,-6.155206103625423435e-04,1.729453818889773147e-04,-8.830165566725950953e-04,-8.674420863022556938e-02
2.324864972994598844e+01,5.296838388273432830e-04,-6.211418935875520110e-04,1.724283652829058347e-04,-8.859837882327714978e-04,-5.323332535168329854e-02
2.325465093018603469e+01,5.243581668528211068e-04,-6.266927346238478471e-04,1.719129185012508365e-04,-8.888717940214181223e-04,-3.513737575475028851e-02
2.326065213042608448e+01,5.190154027491815023e-04,-6.321730097115050174e-04,1.713990367623900377e-04,-8.916806877842972353e-04,9.049355678259343033e-03
2.326665333066613073e+01,5.136560206920523768e-04,-6.375826009181967489e-04,1.708867152916638480e-04,-8.944105886768431626e-04,3.231519661486648154e-02
2.327265453090618053e+01,5.082804940211669165e-04,-6.429213961392201337e-04,1.703759493213730385e-04,-8.970616212641744323e-04,-5.334198155324441915e-02
2.327865573114622677e+01,5.028892952403903657e-04,-6.481892890974703253e-04,1.698667340907810991e-04,-8.996339155210814151e-04,-1.292638506422897661e-02
2.328465693138627657e+01,4.974828960176933554e-04,-6.533861793434659086e-04,1.693590648461119354e-04,-9.021276068320379250e-04,-7.610479866750529711e-03
2.329065813162632281e+01,4.920617671851783585e-04,-6.585119722553241803e-04,1.688529368405520907e-04,-9.045428359911904855e-04,-7.691278216080356042e-03
2.329665933186637261e+01,4.866263787390533429e-04,-6.635665790387855435e-04,1.683483453342485509e-04,-9.068797492023685219e-04,7.499832749190203651e-02
2.330266053210641886e+01,4.811771998396581723e-04,-6.685499167271890045e-04,1.678452855943109937e-04,-9.091384980790735183e-04,-3.892967239382402744e-02
2.330866173234646865e+01,4.757146988114380973e-04,-6.734619081814967843e-04,1.673437528948094584e-04,-9.113192396444899689e-04,5.754609655221620823e-03
2.331466293258651490e+01,4.702393431429703185e-04,-6.783024820902699243e-04,1.668437425167767303e-04,-9.134221363314744269e-04,-1.169862434093728032e-01
2.332066413282656470e+01,4.647515994869374774e-04,-6.830715729696922468e-04,1.663452497482059017e-04,-9.154473559825658047e-04,-7.932898852627016592e-03
2.332666533306661094e+01,4.592519333322370558e-04,-6.877691208502840657e-04,1.658482698850883869e-04,-9.173950713727540554e-04,3.528161801949560288e-03
2.333266653330666074e+01,4.537408072256161060e-04,-6.923950691611108123e-04,1.653527982387610455e-04,-9.192654572045060816e-04,3.259849667548979368e-02
2.333866773354670698e+01,4.482186856486818842e-04,-6.969493691202906325e-04,1.648588301218695317e-04,-9.210586969367778095e-04,-2.768038553190237464e-02
2.334466893378675678e+01,4.426860324065839502e-04,-7.014319780197765747e-04,1.643663608536156972e-04,-9.227749797641379963e-04,-2.999187357239481086e-02
2.335067013402680303e+01,4.371433098486900799e-04,-7.058428585588810353e-04,1.638753857619108713e-04,-9.244144995606299806e-04,-6.215321987081150190e-02
2.335667133426685282e+01,4.315909788685598101e-04,-7.101819788442971168e-04,1.633859001833735025e-04,-9.259774548797804639e-04,-2.716974534957690424e-02
2.336267253450689907e+01,4.260294989039708395e-04,-7.144493123900774864e-04,1.628978994633315165e-04,-9.274640489545909463e-04,1.155899071006040169e-01
2.336867373474694887e+01,4.204593279368926280e-04,-7.186448381176551922e-04,1.624113789558199853e-04,-9.288744896975453151e-04,-8.721976099786506176e-02
2.337467493498699511e+01,4.148809224935128513e-04,-7.227685403558232807e-04,1.619263340235834858e-04,-9.302089897006024727e-04,-8.681259393645857081e-02
2.338067613522704491e+01,4.092947376442109464e-04,-7.268204088407546372e-04,1.614427600380736864e-04,-9.314677662352029500e-04,2.498232901677829160e-03
2.338667733546709115e+01,4.037012270035845118e-04,-7.308004387159829042e-04,1.609606523794517876e-04,-9.326510412522627264e-04,-4.912189720425595707e-02
2.339267853570714095e+01,3.981008427304229074e-04,-7.347086305324206958e-04,1.604800064365861088e-04,-9.337590413821785429e-04,5.939739758060565838e-02
2.339867973594718720e+01,3.924940355277337090e-04,-7.385449902483419253e-04,1.600008176070544469e-04,-9.347919979348224802e-04,-7.700266896076569945e-02
2.340468093618723699e+01,3.868812546427162534e-04,-7.423095292293993694e-04,1.595230812971416910e-04,-9.357501468995470554e-04,7.957241256630316617e-02
2.341068213642728324e+01,3.812629478667880394e-04,-7.460022642486071037e-04,1.590467929218422887e-04,-9.366337289451801256e-04,-2.425305780346297471e-02
2.341668333666733304e+01,3.756395615355582725e-04,-7.496232174863579588e-04,1.585719479048578069e-04,-9.374429894200291165e-04,-8.449942621930164877e-02
2.342268453690737928e+01,3.700115405288545369e-04,-7.531724165304062813e-04,1.580985416785992629e-04,-9.381781783518773361e-04,-1.124688295599871046e-01
2.342868573714742908e+01,3.643793282706959610e-04,-7.566498943758850643e-04,1.576265696841848201e-04,-9.388395504479869020e-04,-4.705421489408648239e-02
2.343468693738747533e+01,3.587433667293199436e-04,-7.600556894252887084e-04,1.571560273714421195e-04,-9.394273650950950554e-04,-3.444123985556813566e-02
2.344068813762752512e+01,3.531040964171556443e-04,-7.633898454884901520e-04,1.566869101989060023e-04,-9.399418863594179554e-04,1.578253422471583359e-02
2.344668933786757137e+01,3.474619563908505474e-04,-7.666524117827242836e-04,1.562192136338206791e-04,-9.403833829866472096e-04,-6.631124408499593226e-02
2.345269053810762117e+01,3.418173830143236640e-04,-7.698434410526013233e-04,1.557529331577042341e-04,-9.407521259034895599e-04,1.494234505236653465e-01
2.345869173834766741e+01,3.361708114332366852e-04,-7.729629908896492804e-04,1.552880642639467112e-04,-9.410483902744450242e-04,3.962137318580548351e-02
2.346469293858771721e+01,3.305226771087265412e-04,-7.760111265770303860e-04,1.548246024489949269e-04,-9.412724591133890669e-04,-1.131043330265259564e-02
2.347069413882776345e+01,3.248734135315832082e-04,-7.789879182701367694e-04,1.543625432198189368e-04,-9.414246193212572056e-04,-2.968391993636559575e-02
2.347669533906781325e+01,3.192234522098658968e-04,-7.818934409797851075e-04,1.539018820939567047e-04,-9.415051616630477817e-04,1.321741533479712793e-01
2.348269653930785950e+01,3.135732226689298859e-04,-7.847277745722022052e-04,1.534426145995163525e-04,-9.415143807678207685e-04,-3.997777113864148940e-02
2.348869773954790929e+01,3.079231524513994719e-04,-7.874910037690389811e-04,1.529847362751739377e-04,-9.414525751286976617e-04,3.583332685483403557e-02
2.349469893978795554e+01,3.022736671171953452e-04,-7.901832181473569154e-04,1.525282426701757028e-04,-9.413200471028623480e-04,7.192310502762812308e-02
2.350070014002800534e+01,2.966251902435070508e-04,-7.928045121396412771e-04,1.520731293443357984e-04,-9.411171029115593693e-04,-4.803486275539889383e-02
2.350670134026805158e+01,2.909781434248204734e-04,-7.953549850337881134e-04,1.516193918680385335e-04,-9.408440526400953328e-04,2.743863403808683224e-02
2.351270254050810138e+01,2.853329462728905691e-04,-7.978347409731170433e-04,1.511670258222361793e-04,-9.405012102378373928e-04,-2.632715024098406659e-02
2.351870374074814762e+01,2.796900164167683087e-04,-8.002438889563587895e-04,1.507160267984511111e-04,-9.400888935182143353e-04,6.781316851198071483e-02
2.352470494098819742e+01,2.740497695027740597e-04,-8.025825428376669960e-04,1.502663903987737750e-04,-9.396074241587148426e-04,7.113441335644021812e-02
2.353070614122824367e+01,2.684126191945240413e-04,-8.048508213266073862e-04,1.498181122358645853e-04,-9.390571277008899877e-04,2.591224038580649744e-02
2.353670734146829346e+01,2.627789771729038154e-04,-8.070488479881677375e-04,1.493711879329520545e-04,-9.384383335503494392e-04,6.868019117807566166e-03
2.354270854170833971e+01,2.571492531360949040e-04,-8.091767512427483402e-04,1.489256131238347446e-04,-9.377513749767651475e-04,-6.195737196472177188e-02
2.354870974194838951e+01,2.515238547995481177e-04,-8.112346643661714303e-04,1.484813834528792345e-04,-9.369965891138675503e-04,1.210956954075614184e-01
2.355471094218843575e+01,2.459031878960103354e-04,-8.132227254896716483e-04,1.480384945750222068e-04,-9.361743169594490422e-04,7.452565589698703641e-02
2.356071214242848555e+01,2.402876561754975623e-04,-8.151410775999059057e-04,1.475969421557683065e-04,-9.352849033753602879e-04,3.504657611950663665e-02
2.356671334266853179e+01,2.346776614053219258e-04,-8.169898685389433016e-04,1.471567218711923640e-04,-9.343286970875134753e-04,7.393695827155231937e-02
