m1,m2,I,R,a2
6.430007616734829679e-01,7.727125828696487231e-01,6.156198161543359297e-04,5.267228288810378578e-02,3.562403396426493118e-02
1.331963427278320289e+00,5.169308203933284940e-01,6.717995545330773637e-03,8.328678243436105078e-02,-1.443195658490160405e+00
9.952315423295222674e-01,6.673867770321822990e-01,3.404032575352581962e-03,9.904420128083515906e-02,-6.075587210825788009e-01
1.148069242794207856e+00,2.209320454916099408e-01,8.479636398062295397e-03,5.837345334005085429e-02,-5.576057203132277484e-01
3.955162953917217283e-01,1.429128555469263651e+00,2.193126511493060250e-03,8.966790269209191921e-02,3.480990310924599651e+00
5.102385869389414186e-01,5.652314431484699586e-01,1.416628960323562496e-03,1.157429061675274151e-01,3.166871269315684606e-02
7.266992102206636384e-01,9.162757874715528050e-01,4.161741954120622838e-03,7.421159958127103440e-02,5.780974073680526099e-02
9.946258952476783044e-01,1.205768546256574814e+00,4.415702524081960637e-03,7.700468076606925560e-02,5.299033761166757617e-02
4.308135156176937097e-01,1.381214752294456227e+00,6.005047173720383900e-03,9.797810000896317595e-02,2.571023048502780295e+00
1.215919027129377827e+00,1.124093407838841152e+00,7.638957571532172322e-03,5.772823959496468232e-02,-5.297174810634749410e-04
6.242073184397187724e-01,1.280230613147127938e+00,7.935044455127628765e-03,8.665466373820893131e-02,9.063824871728763943e-01
1.175813474865027297e+00,8.123630851792827956e-01,7.151036779091543387e-03,7.536210150210174985e-02,-1.487840313668331027e-01
1.062994612431785280e+00,7.563282456013287192e-01,3.596477613925278070e-03,8.002486929805981142e-02,-2.641251400463430210e-01
3.165772171785807276e-01,9.077849725654346669e-01,4.842092242979787430e-03,4.543182516973724022e-02,1.366606674965224755e-01
1.075567926284305864e+00,7.735014152004463517e-01,1.467326979634038520e-03,1.000203275582179918e-01,-5.708755973787512650e-01
1.238106123910216905e+00,7.289251370652028994e-01,8.047126433165631768e-03,9.686173745211629216e-02,-6.923892352442766462e-01
1.496044488484840507e+00,1.261697992600733897e+00,1.265218985705078569e-03,3.685831731656712823e-02,-9.515493408165945355e-03
6.407052541932084511e-01,1.113563823365558036e+00,4.938080925778587545e-03,1.093006548567009573e-01,1.135033230564385764e+00
2.466322692801493632e-01,1.321475274580310000e+00,8.583036959955374356e-03,9.666327780351088861e-02,2.867016686348742738e+00
6.660370129023861496e-01,1.066873825772239215e+00,7.060842313600476650e-03,4.530835331180718684e-02,1.565270850408787690e-02
9.606820527347357253e-01,8.129840397794392270e-01,8.911298631562970113e-03,4.867274801043577209e-02,-7.457267242668357910e-04
9.031353126715350177e-01,6.082811322193462100e-01,3.789214149637080021e-03,7.759128758634344092e-02,-2.743572185567763611e-01
2.406591154427306645e-01,1.222904793338127627e+00,5.585171656828137772e-03,9.147679504110935167e-02,3.069048140203593178e+00
2.405233401299747276e-01,3.495629775061107058e-01,1.114541709799091607e-03,8.232883102779443851e-02,2.567929199897121539e-01
7.711210182957987103e-01,5.799001114821444869e-01,5.610474681235547850e-03,3.893971497507361934e-02,-1.272254458182512987e-03
1.341078651850452053e+00,1.048797246983294462e+00,4.911341156704378264e-03,1.118103548547129678e-01,-2.930693602527066899e-01
2.928105543015162571e-01,6.367847878120554972e-01,6.459435458729542549e-03,7.512742904724871440e-02,3.221917292678310174e-01
1.278465992574840504e+00,4.244272903789807483e-01,8.496167811048883217e-03,7.156208678403931656e-02,-9.063445979896025406e-01
8.969728107432413111e-01,2.456983482576047262e-01,6.307032227772909651e-03,9.813230320855616251e-02,-2.165859034798669036e+00
1.347561250435175051e+00,1.494876716307605991e+00,1.360354915579125787e-03,1.008839810139203763e-01,4.138093394443291551e-02
6.633034069468561889e-01,1.087038518712913682e+00,1.597358963295881541e-03,9.805049699158024934e-02,1.119582021256515292e+00
1.260805668932434509e+00,2.406248359736566644e-01,4.852371964890252187e-03,7.760296444899864032e-02,-2.685705411623683592e+00
9.239626071818661801e-01,2.325945790072026786e-01,8.068459957269720137e-03,1.045688360968115849e-01,-2.253565907229211351e+00
4.034662265914126245e-01,2.600427081733764911e-01,5.410016970979644041e-03,5.856640577673789122e-02,-1.256382431798292419e-02
4.614060598691573922e-01,1.269073137977984045e+00,9.338908728500123005e-03,7.724691245535227069e-02,9.234310284398982160e-01
1.461477590217950207e+00,8.835941890141632005e-01,2.079163956028887324e-03,5.527562567470090810e-02,-4.270407895793109643e-01
5.956197764819233242e-01,1.492276782478598740e+00,3.050198615059313868e-03,5.948992357451580310e-02,1.225971181163368229e+00
2.564324076589840629e-01,2.269559410589029325e-01,2.746852622064041051e-03,1.183374535457516336e-01,-1.571523276536861830e-02
7.733834756115216535e-01,1.385891809494793847e+00,9.288250567052094148e-03,1.001931694603328954e-01,8.758604543136595533e-01
9.576505942127359061e-01,1.234180514503341541e+00,7.945844407066623982e-03,9.858482854592422184e-02,1.547590595740739594e-01
1.098519243216977914e+00,7.379391022488153151e-01,8.508628072938232562e-03,9.523948358481820753e-02,-3.195155153548101534e-01
2.007628859876455507e-01,9.100752588205338611e-01,3.329972608159524530e-03,9.320398781327220161e-02,3.129581628980869112e+00
4.461530980789172873e-01,9.396041998921816907e-01,1.077740328411660922e-03,7.587349102116386357e-02,1.610805744682392238e+00
2.077542618022658327e-01,3.240338318403220286e-01,8.308407197035438604e-03,1.150389801111078997e-01,1.509286678073312460e-01
4.716422825180652811e-01,9.789883456403027928e-01,1.766794235314445580e-03,7.524797664162273525e-02,1.363183335141736841e+00
1.029439502694507569e+00,1.023149394380626243e+00,4.431874766368174359e-03,7.248574717675472512e-02,-1.359149487103913244e-06
5.970838877083604057e-01,4.411944207208907676e-01,7.299951959468472390e-03,3.326363650574751946e-02,-1.305356926748783483e-04
4.527614363794801311e-01,3.009839681992169669e-01,4.541167044137760754e-03,1.164895131639694936e-01,-4.052200505788584040e-01
1.191307879416702464e+00,2.393032837001360380e-01,5.492377135268469279e-04,1.099236863188470525e-01,-4.953558841456922934e+00
8.933896644465456616e-01,1.471452464725940823e+00,7.551918149667604177e-03,9.869541021299792216e-02,7.755745525082308189e-01
1.029096166274650059e+00,9.102096364006484475e-01,2.222105724055333312e-03,3.577315256427440054e-02,-8.841001695729042978e-04
1.244516464791753041e+00,8.235417851259602129e-01,6.469308783200072507e-03,1.163820310269278735e-01,-7.457303651984800164e-01
5.089330804573010125e-01,4.294585340827249409e-01,2.367302623913920042e-03,7.589955567138094439e-02,-2.250172089139121367e-02
2.767118851105109245e-01,1.066945430990712929e+00,4.928584540650823333e-03,7.731693680324529250e-02,1.938878828549520206e+00
1.062577755271935098e+00,4.943828592163149183e-01,5.096371208130653918e-03,8.160519220495446313e-02,-1.026607125928045816e+00
1.234668685650100128e+00,8.177225407169861349e-01,1.782197926178868529e-03,5.049913950112284999e-02,-1.954098468891476426e-01
8.730085847330218973e-01,1.225849546148917613e+00,2.487603068391824879e-03,3.909937150905465342e-02,2.691177381098448437e-02
1.251409790641135444e+00,1.051338684645300114e+00,8.934106951895904800e-03,1.189098827934581964e-01,-1.024794935317117073e-01
6.697032918007266300e-01,7.041731063202031349e-01,1.500091357996900191e-03,3.733518246777370320e-02,7.748735296447860701e-05
1.129705002809194392e+00,2.262196567885705611e-01,1.761042631984600926e-03,4.357631190231647106e-02,-1.350708806318981381e+00
8.850131696575500584e-01,6.051826233173295266e-01,4.921560599739925428e-03,5.085575770250543026e-02,-2.527887907816146751e-02
6.256797086470838876e-01,2.778148541256182935e-01,2.968802527402589469e-03,1.089345300770018510e-01,-1.695157387962110906e+00
1.071624122160201642e+00,1.199165828330051031e+00,5.189999456402039253e-03,7.975451753291729062e-02,1.149694096587818015e-02
3.594526800652868559e-01,1.187395122648963630e+00,9.253484068371954988e-03,8.582698840435695753e-02,1.451527992876961548e+00
8.459547292634255200e-01,7.759016625540592349e-01,7.887661607462270394e-03,8.292268392974529168e-02,-2.325104414147232713e-03
1.101385192762876386e+00,2.382879113439787255e-01,1.110388015042860317e-03,9.583296604989315071e-02,-4.311945725218276237e+00
1.131347081490414075e+00,3.216909773563340069e-01,8.726355186471487432e-03,7.230889665543314970e-02,-9.236666762777647754e-01
3.564436292573571197e-01,3.815044005355345824e-01,2.377260028626611895e-03,4.109259274280332996e-02,4.028307162788288560e-05
1.166413299034371853e+00,5.650371028140371843e-01,4.029337984644154429e-03,5.056226456670417924e-02,-2.535950838585493416e-01
3.412545315179865701e-01,2.596790650396763045e-01,6.457084809903468163e-03,8.878382389007789810e-02,-2.090402547848316944e-02
1.236629350616852419e+00,5.155573677854400350e-01,7.432137343676745167e-03,4.718570434639789840e-02,-9.804128615126550539e-02
1.058957140575781386e+00,5.408624105383165181e-01,6.623960116075197115e-03,3.550497070959687806e-02,-8.221754396853556482e-03
5.103963960070864170e-01,7.221845560332863512e-01,4.209050949707157305e-03,1.071191324378332477e-01,3.869317539113694693e-01
9.404104148426893905e-01,9.770051639846214497e-01,8.153868705444863862e-03,8.453680384834341699e-02,2.774643050317633555e-04
1.395614017744931656e+00,1.047813440506960347e+00,7.059773028201370149e-03,6.663594456980678760e-02,-5.977456933417456264e-02
2.649821783531622343e-01,9.417178714596585731e-01,2.571151767236184126e-03,6.066157977387044709e-02,1.516318870146107445e+00
1.125776596599525003e+00,7.802548469679447818e-01,9.343764388327825687e-03,7.295564594684546267e-02,-8.087142066514847738e-02
1.080665269128711081e+00,1.453509251162733440e+00,6.291822806984570179e-03,6.336741428331446602e-02,6.441455110642689552e-02
1.011645653810302470e+00,7.680792373810977347e-01,8.675192067880612562e-03,4.837755214101163714e-02,-3.385043990542009867e-03
1.018010024885088294e+00,1.086556218324024270e+00,6.571272674167908528e-03,4.144005271775268867e-02,4.612242557427458832e-05
6.114494361036606485e-01,1.476093358280560874e+00,4.978274948823766498e-03,7.524078069558730320e-02,1.393807734567117596e+00
2.290628729354553805e-01,9.066986162725992893e-01,4.815450982775000902e-03,4.954056203607561798e-02,3.383203074723262205e-01
7.007942091386146766e-01,2.076216642683376412e-01,6.929533509729938687e-03,1.029826571688699371e-01,-1.730114878239794374e+00
1.318426478750429398e+00,5.912968518676681162e-01,6.976976293461028449e-04,9.954760343119169186e-02,-2.487832675129320936e+00
8.782379240278291865e-01,3.608679354585839216e-01,7.034816535816761779e-03,9.498251498776916213e-02,-1.210657600605042905e+00
5.550288969220382729e-01,5.494365333113565564e-01,6.971621994988070996e-03,7.299001557642915972e-02,-1.161371964931749113e-06
5.002444289513920950e-01,7.896618967703491476e-01,5.672025707307933387e-03,8.770636087101858769e-02,3.299985883130739373e-01
8.797745347082418510e-01,1.264888313182671142e+00,6.296892134703264282e-03,5.406252903952322997e-02,3.992968271189974161e-02
1.258069674413525574e+00,5.050944642941483931e-01,4.896211854070789057e-03,7.945250848537539767e-02,-1.468121740847917245e+00
2.553539993947503972e-01,6.681349362781520140e-01,8.866787173756910875e-03,8.588401304486022181e-02,5.600384511195413140e-01
3.107163299820204783e-01,2.309497318612121486e-01,5.998517883005002535e-03,1.161067321793476659e-01,-8.899969261509337037e-02
8.253467210125023934e-01,8.457962338627059706e-01,2.713947327983541667e-04,4.081858359498820310e-02,7.087762727845162668e-05
1.205783753498365529e+00,8.635280933401648928e-01,9.676049715461064460e-03,6.184362971968848655e-02,-2.861155191817955218e-02
1.071144886561085752e+00,2.627796139257700947e-01,6.886018712088425378e-03,3.549065689290765296e-02,-3.009333211952210096e-02
1.035730306213047847e+00,1.174774831659772811e+00,1.005525299181395538e-03,6.095712958592525849e-02,2.015405103067781020e-02
1.238250768790471801e+00,1.006985691210679379e+00,5.063202348803694415e-03,6.300020540667869429e-02,-2.524028833340436623e-02
4.752174152536338125e-01,8.108158820868552885e-01,8.137496091133547896e-03,1.047918935440114302e-01,5.752160988496159977e-01
9.170888485043352523e-01,1.163966741831816920e+00,4.804845087569661888e-03,1.037787698540151293e-01,2.110879911044556134e-01
7.447035483069813777e-01,4.002909921363221879e-01,3.408169401902522502e-03,8.316306791244379437e-02,-7.424297070509650043e-01
1.257316727362377096e+00,6.296888721740949713e-01,9.830276115095829340e-03,3.664051161951410035e-02,-6.339143250922460102e-03
1.456998838247166805e+00,4.074482268022913134e-01,3.023429168184512111e-03,3.724055574367543531e-02,-3.770595053256614038e-01
1.274090870386386243e+00,1.208483860656955233e+00,5.728725644159404252e-03,9.415514473728618661e-02,-2.341575892418004765e-03
9.338130455718534062e-01,2.853736541607290733e-01,1.369565206002101984e-03,1.085762753016406151e-01,-3.441301431093579666e+00
1.394548131132213875e+00,2.475757262440694828e-01,3.443085899443534652e-03,6.982563782773576477e-02,-3.012146926301335181e+00
3.432510247342647203e-01,1.396856846758858239e+00,4.654925312779242472e-03,9.440081115535013667e-02,3.229738986945288381e+00
9.532074696374047695e-01,3.080807092022208593e-01,8.544650638624107578e-03,5.861858902823479517e-02,-2.356216243207585881e-01
1.361332086871283931e+00,1.078348510421379691e+00,3.969281772735325231e-03,7.228697111841374257e-02,-8.787238334011066021e-02
1.044391219595229625e+00,9.487564194004836082e-01,7.454690750054080405e-03,8.452068046308641724e-02,-5.164955005328676456e-03
9.757737348970146884e-01,2.557654102542253338e-01,7.697135844942081494e-03,4.851767993862202144e-02,-1.333128418566257301e-01
8.598906929910917762e-01,1.182540831088994215e+00,6.492073043186187380e-03,1.176828093282138998e-01,4.571170112263112095e-01
3.129887020220022409e-01,1.330945424447627978e+00,9.261676274272686096e-03,6.339031286835611345e-02,7.713299435626308487e-01
3.651152021856603480e-01,4.129855434025221372e-01,7.183942478276910716e-03,7.490465101569618311e-02,1.082165766110072249e-03
1.178864066916269104e+00,7.619078803847233461e-01,4.873241250387316294e-03,1.071178108100818011e-01,-7.783161592463789802e-01
5.130046746704644001e-01,1.426390262430324185e+00,5.818464207153080034e-03,4.814967546756242223e-02,3.046708506207362888e-01
1.239984869338456530e+00,6.661762086346824097e-01,7.106395576142539652e-03,1.089954597159209088e-01,-1.221624515363059826e+00
3.226362058922257470e-01,7.919187013754985793e-01,6.849572207102506104e-03,3.480173155827877979e-02,5.669083539288344124e-03
1.202912457639384813e+00,1.387541483632636741e+00,9.532518140429832934e-03,4.494672670285917992e-02,5.735647620646833157e-04
7.764719621384464920e-01,9.720803623409010052e-01,9.142475840257412861e-03,4.519489052416834213e-02,1.012674329188821467e-03
1.245005055245540948e+00,4.161798690541194667e-01,2.824058333157228318e-03,1.012618642601906538e-01,-2.972429607180352207e+00
2.190036661081932734e-01,9.756877403501404977e-01,8.555623007232195792e-03,4.085072870635399200e-02,3.978860162328706762e-02
1.175765411262563509e+00,1.429422053017343819e+00,5.740851392298406373e-03,9.598464027704969870e-02,1.096326798950296305e-01
7.346556490242039938e-01,3.610923629560938708e-01,1.985200240160524612e-03,5.153944419538421945e-02,-3.369919595567683612e-01
1.460295753572302901e+00,2.528917509244297257e-01,8.708073737883594706e-03,8.316045015044075395e-02,-2.441041732288382615e+00
5.269759141185221818e-01,6.785154254280667541e-01,9.636385912896719072e-03,1.050419683702841778e-01,7.328320898949082507e-02
7.280301872467955793e-01,1.051960572223027857e+00,6.475253836080232216e-03,1.180218437342788196e-01,5.624821874308850722e-01
1.064914430777329724e+00,7.352688802001607904e-01,5.384082288863349143e-03,6.873386426076835698e-02,-1.261422258792474216e-01
1.117550329793457031e+00,1.256159246344509706e+00,4.575685723553886636e-04,5.812787640657007815e-02,1.933154769851888957e-02
1.094224627048918652e+00,9.198439914865393918e-01,4.660999577954705667e-03,3.985585340210857225e-02,-1.262061793414487191e-03
1.280736896042183215e+00,8.769970951988995678e-01,2.523341901571406198e-03,6.830277161446922374e-02,-3.220337261582494892e-01
1.417947452332468439e+00,1.241771236391842503e+00,8.957143998639185978e-03,5.879417616152049497e-02,-2.685055288207923666e-03
1.139368797968935310e+00,9.322664278675782956e-01,6.525717792605044421e-03,9.927109165299606575e-02,-9.615422870816099643e-02
8.674630742722272414e-01,9.690257090144059893e-01,1.505472904767120052e-03,9.959398554655533864e-02,3.830129002071776256e-02
1.170634010106899936e+00,6.043448977010528189e-01,5.252384388414314299e-03,7.699860531563071375e-02,-7.412515096990073271e-01
1.475848554896595166e+00,1.382918865515769369e+00,9.049645010396942246e-03,5.427117302520668984e-02,-2.301258312428372272e-04
2.051444214816426637e-01,1.001698558745877099e+00,4.679808921041706156e-03,1.099137745618898043e-01,3.555439807868790325e+00
1.193428199372043919e+00,2.149384808346243014e-01,1.097232113814919146e-03,3.162378648310074786e-02,-8.578963226983397083e-01
7.623764994939744577e-01,1.233264630664125283e+00,4.101196040438069221e-03,3.031089668651921684e-02,5.851442722817195088e-03
1.088970175078247671e+00,2.661335171831737956e-01,2.830324447221765644e-03,7.656268649118865011e-02,-2.727013089235218679e+00
4.808966122318308889e-01,8.454321657143781810e-01,1.091850606661129647e-03,1.105657751623489865e-01,1.481688039634535103e+00
4.974222623314760172e-01,1.425468569026437926e+00,6.668462661456745280e-03,8.907283324196284269e-02,1.962514428921367182e+00
1.204632190332329378e+00,1.133857036758890713e+00,8.843887837768805646e-03,6.270740840126678983e-02,-2.963465824657386845e-04
1.188732201321897719e+00,1.033147749105787438e+00,9.934539351431043164e-03,8.321301993524214680e-02,-1.171848879661799292e-02
1.063141296459482632e+00,1.163637499020560906e+00,1.038220019626407776e-03,5.015625565356284649e-02,4.158928149369583646e-03
2.571816034354735825e-01,1.065984601505682861e+00,7.171575100447402477e-03,5.443834952433442009e-02,3.842443537091911887e-01
7.697487110139110689e-01,1.063674233314333417e+00,6.521495386660111464e-03,1.086249790031992846e-01,3.620704336881498953e-01
5.410695358770113428e-01,1.152754723720098129e+00,4.583689832035740819e-03,3.594987579793438442e-02,3.291107261159014613e-02
2.803123259702549053e-01,1.422627823738881414e+00,5.607754825120064672e-03,8.767993554209287110e-02,3.149027883737725464e+00
4.623845551899251061e-01,1.319137117135480208e+00,4.339803633122716296e-03,5.618092487176634675e-02,8.178301701157493220e-01
1.025437275557383732e+00,1.353228502000632050e+00,9.165594095142550954e-03,6.490746236927120993e-02,3.103537068264050625e-02
6.104156883540845513e-01,2.900400891618284405e-01,6.600258430127010738e-03,3.620909641258202721e-02,-2.843560206135393228e-03
1.311702878596043176e+00,1.096540926906037106e+00,6.296613827286132344e-03,1.127522083782352552e-01,-1.233243699226058837e-01
1.127608905311208387e+00,1.450072832316696481e+00,6.186075024838602610e-03,9.086910251588470322e-02,1.674278161481945193e-01
5.013471246118966773e-01,1.214371013426747137e+00,4.243458522973032367e-03,6.914493105153782238e-02,1.100758531000733065e+00
1.334335906730968802e+00,9.012299056378217932e-01,4.954038977451627468e-03,6.901688168329202233e-02,-2.164742327729312354e-01
2.761347963364963465e-01,1.470826580453767907e+00,5.615649668687367965e-03,1.023900214776993917e-01,3.842522538997250159e+00
6.740121824918593463e-01,7.696525049971532084e-01,6.900561890848822162e-03,1.110809640489116429e-01,2.921777376269240126e-02
9.333857281627704339e-01,1.183252424912343059e+00,4.527551612742944376e-03,1.182745989743553272e-01,2.933751751666501817e-01
9.472660532544455725e-01,9.770412600728407559e-01,4.030711443291635360e-03,3.116603027016612640e-02,1.908654540919490990e-06
3.171697619373669008e-01,6.819052327544490311e-01,9.002096486639125927e-03,4.370591528898957329e-02,6.957739146302212643e-03
1.136600515974696135e+00,1.434878821253126269e+00,6.132528536196165531e-03,6.708402091929940858e-02,4.450165907161559437e-02
1.432601890189121985e+00,8.218197135189934110e-01,6.434252032775840749e-03,1.018125405689596363e-01,-1.049933119576695439e+00
1.138114721848436428e+00,5.213644160315997755e-01,8.588884588058048192e-03,3.790393570470027701e-02,-1.125732210201813716e-02
9.768824897306023214e-01,4.977031880787596840e-01,5.267874339801447044e-03,5.273990371020743223e-02,-1.281646947259045821e-01
5.618989006623804627e-01,9.419726405658553903e-01,7.605634606281779127e-03,6.333000785273448785e-02,9.136733234867533415e-02
6.595060743555047900e-01,7.577166662633325611e-01,8.724304460518403359e-03,1.045678922717874215e-01,1.948255644689128249e-02
2.383466138978969084e-01,5.975911585766104928e-01,6.896572859467599639e-03,9.596596201470265763e-02,8.880955166768181863e-01
5.532979654562281135e-01,6.339880561001710602e-01,6.821993654316727690e-03,5.661009892555714934e-02,7.549745629869740416e-04
9.654437991588235013e-01,1.229488831231848156e+00,5.849569941380232223e-03,5.600296072470005437e-02,1.758910613879655777e-02
8.751087702643632893e-01,9.931573776818470867e-01,8.888683964244137314e-03,3.886582994778453592e-02,8.292485433674253944e-05
3.600587446450489448e-01,1.076577331521983538e+00,8.133994056746854037e-03,3.047948766987228220e-02,4.531182749900939007e-03
6.488474292561049461e-01,5.909725525162183857e-01,2.049213765098731148e-03,7.311614087308569709e-02,-5.604773578566810306e-03
9.167376316446362861e-01,1.411041953123293169e+00,9.571113703455815316e-03,1.037022492776718402e-01,5.550814455305739248e-01
8.829212423168721902e-01,1.291657976020182730e+00,3.476136251837872500e-03,4.287026834149208765e-02,3.728641896171442510e-02
3.784710542390539167e-01,3.765904072831150473e-01,9.921333173201903836e-04,9.508417604958804836e-02,-1.931489125713524774e-06
1.280179268636987500e+00,4.119644336146053298e-01,7.475621981496070184e-03,7.772198704991727103e-02,-1.372366919194500712e+00
1.314124025970690335e+00,7.158314112884154312e-01,4.880881708548925370e-03,3.318113736295023181e-02,-1.430881154418874035e-02
1.315830420469692008e+00,2.067243069314805282e-01,2.403779343047319269e-03,4.190463554969035137e-02,-1.183949943549619688e+00
1.030344809452526711e+00,9.632779045325278178e-01,6.216142127286667339e-03,3.640951067700145399e-02,-2.202975748646292692e-05
1.191711464483170335e+00,1.442059304924202978e+00,8.099491756968255768e-03,5.038910678717125474e-02,3.902282656437304660e-03
1.227195004237080722e+00,2.497731600823567266e-01,5.053449810550558752e-03,8.952307443967590095e-02,-3.078043828321516351e+00
8.469144082955446518e-01,1.216419123428785998e+00,5.998654329093577008e-03,1.136075599338691317e-01,5.754614445497612252e-01
4.145718074496722028e-01,1.389779328899816591e+00,4.569881355072206476e-03,8.417806817224204874e-02,2.476712117149426629e+00
7.090081178367880765e-01,1.194863143636626601e+00,9.972964657800873628e-03,9.442507744098724287e-02,5.055324178445679273e-01
1.086744727880601502e+00,1.170615202742267824e+00,1.690683473188634659e-03,6.273905808612102730e-02,3.577462123268057657e-03
1.162441726832095457e+00,1.189530910744398762e+00,2.698976766591848660e-03,3.870888979674478453e-02,9.104589999888745798e-06
3.448885698974251124e-01,1.395559372853739655e+00,5.732461305011915358e-03,1.045797784746993891e-01,3.315988389105243517e+00
3.512567490226315980e-01,1.491418874192531163e+00,4.730374419390931569e-03,5.714527532462319176e-02,1.397971483689166572e+00
6.360818461785546774e-01,9.155048122277584799e-01,7.690564756393436160e-03,6.122071866059416306e-02,3.006071039105641385e-02
1.477776740554013646e+00,1.173277822182932306e+00,4.452036669651790110e-03,9.792393971218552040e-02,-2.075557396684537259e-01
3.822209901632945828e-01,5.476250095694948916e-01,7.769419097802246835e-03,1.048193695683553167e-01,1.625529459708773550e-01
2.568499143619902281e-01,1.044836441259906490e+00,5.002117773975368539e-03,6.627276553488146982e-02,1.336436883975799628e+00
4.630164204113443871e-01,1.473075341982257980e+00,1.234554895559484763e-03,8.338645593772449349e-02,3.309947740808382388e+00
1.169121708293163753e+00,5.979337141653883192e-01,8.173032957920264158e-03,1.156561748756995411e-01,-1.350797774982511301e+00
1.424913254443895383e+00,2.748167564954150932e-01,1.709040144766422369e-03,8.147386332382368368e-02,-4.215246693700877678e+00
2.450159046399099372e-01,1.263769900705573823e+00,7.237534254215112180e-04,6.139271462964224213e-02,3.903046146201324174e+00
2.990552152377753403e-01,1.132199441356744662e+00,8.018173869647562263e-03,1.197127337714769812e-01,2.952223081405956684e+00
1.182149876510887543e+00,7.492034275487905459e-01,4.599178994048535099e-03,5.823665799824901540e-02,-1.451666728385863636e-01
7.652448946486722914e-01,1.056232361302170908e+00,5.224354388113456801e-03,7.608531387869331419e-02,1.385959618958241824e-01
3.925797230327974785e-01,5.279169543242179241e-01,8.844572498464573851e-04,1.058223542927686917e-01,3.966865835101712756e-01
1.262746314317190865e+00,6.022774400856311106e-01,3.251060989375115749e-03,4.770989789852561613e-02,-3.121220713083302511e-01
3.528712398654605398e-01,1.034530866702130680e+00,6.606602108284825164e-03,5.044187791123479897e-02,1.830783240034372927e-01
7.955162620302987930e-01,5.487817169805511153e-01,7.339348794395706213e-03,1.002501094204742843e-01,-2.605593891274115004e-01
4.979777146918603070e-01,3.438156433699160464e-01,2.171455825981086999e-03,1.113126706780906139e-01,-4.989327822230173459e-01
1.309485001825055006e+00,5.704073732410961384e-01,5.896750296427119044e-03,5.953384130205018748e-02,-4.698362062987807009e-01
7.768631108523434969e-01,4.897738100554090424e-01,7.103003617798837356e-03,8.123954873667649235e-02,-1.876810536390459139e-01
1.425837658711762046e+00,5.387100784829983446e-01,2.827494249178223902e-03,3.095915518411627293e-02,-9.508000688337096828e-02
1.075958210686255301e+00,3.152357289855395317e-01,3.494499905341274474e-03,7.053985595074885318e-02,-1.840619979470042855e+00
3.765496303927257093e-01,6.928528363275270330e-01,4.355121764705951332e-03,5.607228677450384891e-02,1.031919679053222572e-01
8.257202209835290407e-01,1.124615787964196700e+00,8.079088271751716510e-03,1.092607083151815317e-01,3.015042530401639831e-01
1.284819509888522671e+00,7.769708193295846721e-01,1.321579735882391941e-03,1.174863861342234361e-01,-1.430442300358971464e+00
3.818960584810009995e-01,1.117236359724229411e+00,5.290047874151060110e-04,4.249625614517584665e-02,1.626740090059221933e+00
1.217665945770726399e+00,5.325962392200243034e-01,8.881263041974760825e-03,3.033724966540646620e-02,-2.860808095896035311e-03
1.498524401887348478e+00,1.302910180290511866e+00,9.431571318028613999e-04,6.016576143862038123e-02,-3.117741617055371992e-02
5.476443701526960695e-01,1.202567766280407957e+00,7.694121516824315062e-03,1.176572140368723901e-01,1.767044381458915847e+00
4.377607217692316977e-01,1.264428857255632144e+00,2.029578345239003816e-03,9.115381327052778093e-02,2.855634956532485891e+00
1.042312354646923511e+00,1.347261331999573875e+00,6.461494356822272168e-03,5.450457123241938401e-02,1.791410450465784343e-02
3.381938011652638743e-01,3.760020719262889277e-01,8.392804839123652744e-03,1.044947253723680081e-01,2.844109946656017945e-03
1.229148318566148035e+00,1.190009087236215013e+00,3.868185046770808693e-04,4.673746275732944960e-02,-2.612220925090819653e-04
4.338298733110505512e-01,1.316363407385315210e+00,7.186274151481653917e-03,5.555983053158828483e-02,4.299289828237087274e-01
9.431124899210004964e-01,7.675053330677824581e-01,2.616365122110041099e-03,6.981637256279428494e-02,-5.455665077537789898e-02
2.360230018392569795e-01,8.088011571778183084e-01,7.065223677678728054e-03,8.341494951915177924e-02,1.193703354666459493e+00
4.510464691135877557e-01,1.246212220024860207e+00,8.773520513085652237e-04,9.329351565671664681e-02,3.064882978264450664e+00
1.104577406153271824e+00,2.255409142158358859e-01,5.663040630600578960e-03,5.243599918302630641e-02,-5.858505671881616417e-01
9.917912146360190473e-01,7.226687811574837861e-01,3.585088789137915767e-03,5.492382985036902560e-02,-4.811962442702864828e-02
3.836888346030992158e-01,1.225012885937536877e+00,8.282700015249879963e-03,5.402969373364816669e-02,2.759068742454464096e-01
4.471723064481252230e-01,7.441342600303916255e-01,7.154192827502069661e-03,9.913461005080399790e-02,4.561276508280784348e-01
1.154686659420423478e+00,3.749648735556952994e-01,2.503678163535877181e-03,9.133290711206276669e-02,-2.820010845420191536e+00
1.498492634251068933e+00,7.739814142285691423e-01,2.089667377400230338e-03,9.082810762304803498e-02,-1.678264152551335986e+00
5.426171235142395188e-01,7.292861460981434618e-01,2.456556574682223614e-03,1.074402148952281200e-01,3.668965361899356736e-01
1.230969820450042995e+00,1.324462884636892657e+00,8.827809754209827234e-03,8.495464965782359434e-02,2.714043973552077681e-03
2.733552801238776087e-01,5.569583359250384058e-01,9.324322362470114159e-03,6.465306679247430355e-02,4.581615815485356319e-02
