m,r,omega,theta_tilt,F,F_noisy
4.432079044968740611e+00,2.396096825005188113e-01,7.935229898528901593e+00,5.821039721238044917e-01,1.530075648246101423e+02,1.506828008079256733e+02
9.782448947772650616e-01,1.324831747919288594e+00,1.521142737975201875e+01,7.399632076939386405e-01,6.315237233141484694e+02,6.294676851080548659e+02
4.076033580257119482e+00,3.290073230428183226e-01,1.455549435564981842e+01,8.374117397606338775e-01,7.744594622262318353e+02,7.757319791273416740e+02
4.012384799696568471e+00,1.867037768152405519e+00,7.738183000396705147e+00,2.839619383891014426e-01,9.743632583051164602e+02,9.748492359599451902e+02
3.401655606045964397e+00,3.959487377953785359e-01,3.316927054063415703e+00,8.852079258618930080e-01,8.711417150605864634e+00,6.892888410973913693e+00
2.478240183778039896e+00,1.542723447828109329e+00,1.040276599491779486e+01,8.788925255262648450e-01,9.024792097325308760e+02,9.036024783804879235e+02
4.561166045289037463e+00,1.492729083696960224e+00,8.915309556328988805e+00,5.122624963618869209e-01,1.300192823888043449e+03,1.300458295400504767e+03
3.667533184447060890e+00,1.004350378984294911e+00,5.584490434547336513e+00,4.172436523152880383e-01,2.457739342177656283e+02,2.431805570261133482e+02
2.568645185470407988e+00,7.930629742516435154e-01,1.204256287420190574e+01,5.000894678775329449e-01,6.734517795481784788e+02,6.728977698622982189e+02
4.529016525765163337e+00,1.543840204937805050e+00,5.832020648335268120e+00,4.805239942212261584e-01,4.712478400496615905e+02,4.686109271622055417e+02
4.977499159445869736e+00,1.435417379907446112e+00,1.607076597684628183e+00,5.447907977682876490e-01,1.455397804124249284e+01,1.281835413142271385e+01
3.506888982532805343e+00,2.644470256461139979e-01,1.989948026811733328e+01,5.735367683812602202e-01,1.224073534310947025e+03,1.224672574399521409e+03
2.019301369937480661e+00,1.080122755686889757e+00,1.838318768832099792e+01,7.265830809234138377e-01,2.310043649449271015e+03,2.307585300377941621e+03
1.079253200397517709e+00,7.248858264515907202e-01,3.475862960299494375e+00,7.690399524817134180e-01,1.457551429572587054e+01,1.207308138868749126e+01
1.923894760956793348e+00,6.683398318628490653e-01,1.428567999733405181e+01,3.524284341190212499e-01,6.063299646795710487e+02,6.070810231070764758e+02
4.715970607055668395e+00,1.555899013462054947e+00,3.627356843190713942e+00,9.608621047038020668e-01,1.712278534619020434e+02,1.692029441278514810e+02
3.055338825584740015e+00,1.270493718393426397e+00,1.016961542031269872e+01,2.620857626248754846e-01,9.063402116217974935e+02,9.057884620610742559e+02
1.960373100841813265e+00,1.649246304257153906e+00,1.642656347205615219e+01,2.069457690758595980e-01,2.832624770604763398e+03,2.832115490005101037e+03
4.244489949856290245e+00,1.050633823877419326e+00,1.469242296920664437e+01,5.831990572429973652e-01,4.078911102034955547e+03,4.078582916388698777e+03
2.388428587654272128e+00,1.051702706993767000e+00,1.898842370554645242e+01,5.858924875912390196e-01,3.528851037382466984e+03,3.529610169835356828e+03
3.635402086616465578e+00,9.910298826655734583e-01,1.495585212274649933e+01,1.041532845424019804e+00,2.851662211303949334e+03,2.850790623451483043e+03
4.969396640247144781e+00,1.120834835757269721e+00,8.556100432273002099e+00,1.178062019156953966e+00,9.049205198744085692e+02,9.033631375634114420e+02
3.492984524500134302e+00,2.407453634082702409e-01,1.936167167444139636e+01,9.814397717550865652e-01,1.000079696994124447e+03,9.991499096622681009e+02
3.783401952986462646e+00,3.238705158259289618e-01,1.105652745852297869e+01,6.522643034335016132e-01,3.664812391427302600e+02,3.688110746645836571e+02
1.776674084924241726e+00,4.380190848997725928e-01,1.959253485677777462e+01,1.092049559480830379e+00,7.523108120935864918e+02,7.541755150514447905e+02
4.329358058357805739e+00,1.253936877475495537e+00,1.141151138489535644e+00,6.905077985708671928e-01,-1.205971233172979140e+01,-1.216954689878861195e+01
2.164763913991447630e+00,1.659384121152700953e+00,1.689886037236280503e+00,2.249680202322678069e-01,1.749804720825799720e+01,1.996273244559712623e+01
3.677003056820219218e+00,7.750261476843753883e-01,1.829798644027955490e+01,7.652543917069527524e-01,4.543479690537611532e+03,4.544901159979837757e+03
7.751107668556591612e-01,9.770572593987458809e-01,3.485069295102239728e+00,8.773440740614580902e-01,1.547484421917639352e+01,1.332360783444515206e+01
2.424709896171703960e+00,6.079264863916591377e-01,1.273251936648468252e+01,6.377375223514298863e-01,5.521802053009546398e+02,5.552108663706713969e+02
3.757992420968454539e+00,1.290852157802992783e+00,3.875527135427412340e+00,1.371602936864481648e-01,1.591177849480415034e+02,1.647322457926363484e+02
1.541647334833190275e+00,2.875647195235582765e-01,1.206340695129078489e+00,7.675051913774192380e-01,-9.121770098057712772e+00,-8.393798665382778523e+00
2.941117865489152106e+00,4.672831526781305866e-01,7.614709163192229013e+00,1.302711905276422999e-01,1.947664312170457492e+02,1.915189831144535617e+02
3.127616595456617077e+00,1.659030578948695656e+00,1.530548041317123875e+01,4.541844097030485194e-01,5.860947113765760150e+03,5.863955456621551093e+03
3.540312263276844895e+00,8.331766622440326397e-01,1.608895761378833456e+01,4.433736115161714952e-01,2.743813513839521420e+03,2.745035729579626150e+03
3.039962537667560749e+00,1.979207009022638575e+00,5.518665353726014189e+00,1.594162359370193405e-01,3.747255339127158322e+02,3.745109382759314371e+02
2.510197527940928985e+00,1.317167607179011490e+00,1.409546469070604502e+01,5.122496083375480680e-01,1.807350765875551133e+03,1.803274435443756374e+03
1.951548530666531001e+00,7.244171662111662524e-01,1.384819904601592455e+01,7.744453677792212387e-01,6.143915145651054672e+02,6.141835472620070959e+02
2.944274671912077146e+00,1.342880140831634872e+00,1.272503961796017968e+01,2.210923777069409013e-01,1.737703532143839766e+03,1.737101472897445547e+03
9.694228328186478283e-01,1.930627372589347690e+00,2.663863314595981802e+00,4.559385265459573455e-01,2.569891880783450588e+01,2.506541048786618120e+01
1.721144463166417893e+00,2.594316906211421303e-01,1.285791831953562969e+01,9.492551568622666913e-01,1.802120085735118664e+02,1.793670779037375667e+02
4.510892910424217916e+00,1.868247923300220936e+00,1.542734072973295767e+01,6.818927827697860433e-01,2.187938361518659440e+04,2.188131155739269161e+04
1.029708415891562590e+00,1.576344761408172923e+00,4.841698444125412060e+00,1.108761533927667270e-01,8.914787168360722092e+01,8.830377919747019178e+01
2.690706611044809016e+00,1.871932815285091367e+00,1.917628786241343164e+01,1.339995986742378575e-01,1.718197171377600898e+04,1.718283710291521493e+04
4.497421251076891835e+00,1.631438890605936276e+00,9.546936917178552306e+00,3.151184816841703928e-01,1.784907875605621939e+03,1.781086246231001951e+03
4.125434222594648759e+00,1.977405670118013603e+00,8.758663967984301024e+00,4.186136590496479792e-01,1.540258403174082105e+03,1.538277213990771770e+03
1.653126645815006679e+00,5.117847368950365627e-01,1.107885224165701743e+01,1.157841722285332775e+00,2.408014577545253587e+02,2.407876825461137003e+02
2.439871591889063218e+00,1.471068738452472990e+00,9.114760869985470748e+00,4.152435077201770408e-01,6.288169768880009087e+02,6.270305257729911546e+02
1.902429410201566862e+00,3.607974192217320297e-01,1.094599433044081804e+00,5.600285280611003724e-01,-8.168176343676849527e+00,-8.090013720077804393e+00
1.580551164320592950e+00,1.041731749487952996e+00,1.675085202390841488e+01,8.585170633952350361e-01,1.100820513026411845e+03,1.100723199280683048e+03
1.943695925753435860e+00,1.877731939628719982e+00,2.812486577796012632e+00,8.637496019289855331e-01,5.047391920147885713e+01,5.085606923880129671e+01
4.529274554087077576e+00,1.786027392260476354e+00,1.416356943737532070e+00,6.658040617937470707e-01,7.302418952654470274e+00,6.644220934689246683e+00
4.283417344783163827e+00,1.295493262902312592e+00,8.044295267612477929e+00,1.077261937563210870e+00,7.560135646530516169e+02,7.572972334568905808e+02
3.001133022846682596e+00,9.545317874226166843e-01,7.922072153420045559e+00,5.451273487988104183e-01,3.874683679737678403e+02,3.847431056647604919e+02
3.040246901760430998e+00,1.740378972395549173e+00,1.989876869197778575e+01,9.926206428977740748e-01,2.579994476725891582e+04,2.579914855644804993e+04
2.550830807135851419e+00,9.411457841164383442e-01,1.772656626370421762e+01,5.538692228485408986e-01,2.542134522039308195e+03,2.545198734971424074e+03
3.642904442075018512e+00,2.366365239238501228e-01,1.366811494143029471e+01,9.698586309211415513e-01,4.172861139588318338e+02,4.164559495544958168e+02
4.110454968826413591e+00,5.984238745802048509e-01,1.742967631680189911e+01,1.011637022340859726e+00,3.007178527641884557e+03,3.010260450472548655e+03
2.498914207861476111e+00,1.191639518355391170e+00,6.210824520220967315e+00,1.021531344083916215e+00,2.399277880012099615e+02,2.406347112445426148e+02
3.980692681839683722e+00,1.029549810177186053e+00,1.064329843922710772e+01,2.859139005064375016e-01,1.139447867680757781e+03,1.138976816939426271e+03
4.791955845325597707e+00,1.938237388063596134e+00,1.931031516093021949e+01,3.750640498676244272e-01,1.269230569790415029e+05,1.269232446158570237e+05
3.535012088056948887e+00,9.368440109892408607e-01,7.275422316271962231e+00,4.393075484706294720e-01,3.773234622367955353e+02,3.805356395617464500e+02
3.906089158979158871e+00,1.096088838507968344e+00,1.228378530607761299e+01,1.221951395013511354e-01,1.866967027673869779e+03,1.866344625383705306e+03
9.009993248520951070e-01,7.245649263691109621e-01,9.189401693844446939e+00,1.769456246809485989e-01,1.355633319149795852e+02,1.333419924017754852e+02
1.630559050175123259e+00,6.388690318504000043e-01,5.933361072654622426e+00,3.554981760938430435e-01,8.447572449549812745e+01,8.548827752869142671e+01
1.957554825759905581e+00,2.811167456097018458e-01,1.902051523148132617e+01,4.767919554556692141e-01,5.230996983944942258e+02,5.245495737846496240e+02
2.197245624984610846e+00,4.685623491699222321e-01,1.073993460442634174e+01,5.695290620997096598e-01,2.815473646698865764e+02,2.832721562609077637e+02
3.905576285382619250e+00,1.912171365918357235e+00,1.064456656700157922e+01,1.233825842651538607e-01,2.612247010795669667e+03,2.609200971099905473e+03
1.281048398485435502e+00,8.777110258513827201e-01,6.562766492180125866e+00,7.645896617111617166e-01,1.097087335740572058e+02,1.105168004705680573e+02
1.600667508263203587e+00,6.023332059932231530e-01,1.982848993425401218e+01,9.471349645438197351e-01,9.459504355942676739e+02,9.460955528743699006e+02
2.642402705971392596e+00,1.192985609905846234e+00,3.281923824203634599e+00,8.702099287002021955e-01,5.793101840275711822e+01,5.744284311408855359e+01
4.248845217474321423e+00,1.053864606754635336e+00,4.525650572190166088e+00,7.553293924115567215e-01,1.788865874346955707e+02,1.779464802911174388e+02
2.550972325902462590e+00,1.473713603899008850e+00,1.846165519659365728e+01,5.316536667560247675e-01,6.952058293454062550e+03,6.953002754799464128e+03
4.021697091293755300e+00,1.953599108483401681e+00,5.694878448891445899e+00,4.303022083186542890e-01,4.986613113517088891e+02,4.985310477422095801e+02
2.006466400915528858e+00,6.381635085149894859e-01,1.679884831667395417e+01,5.023145937355604218e-01,8.890555131243489768e+02,8.889673540747877496e+02
2.316057363810879455e+00,1.205878757412561786e+00,8.371374236643960742e+00,5.584910620511729373e-01,4.166047186099638111e+02,4.206151320317317186e+02
2.658649269651041536e+00,7.971428380724341345e-01,3.343429886628607406e+00,9.696895225230474091e-01,3.330294268126417023e+01,3.342114699327813554e+01
1.244615123193005823e+00,1.758316736708840811e+00,1.012972635487063044e+01,8.838796742457460942e-01,4.666276144822363676e+02,4.643093013795561319e+02
2.010431858882545164e+00,6.013582972373520130e-01,1.624770715201230065e+00,1.143828484598690132e+00,-1.102918901264725093e+01,-1.287346446513145715e+01
2.006520844075107668e+00,1.407382241773533327e+00,1.737977750525990217e+01,2.970210671659174739e-01,2.829724786842180947e+03,2.828198892241504382e+03
3.101423795941601558e+00,7.594162567033233557e-01,7.055023264641765657e+00,6.873905430132531968e-01,2.556218639417033103e+02,2.523895793854948977e+02
1.116673672814358920e+00,1.732910629817259185e+00,1.805300319482291727e+01,7.055650097377149654e-01,1.562550783670371857e+03,1.564724155362219108e+03
3.938415535443703153e+00,3.013628569947721658e-01,1.043344265943060201e+01,8.217652258183925085e-01,3.099157733304719500e+02,3.136378323646065951e+02
3.887429173396426130e+00,1.563990284150273968e+00,6.462529921035276459e+00,1.041467702375690640e+00,4.958118970758171145e+02,4.945448320261010053e+02
3.573646137965279745e+00,1.410682309294074122e+00,1.515547766602561630e+01,9.614021241223433822e-01,5.538833242732710460e+03,5.540646899985737946e+03
1.877830153820402526e+00,1.783129200559332439e+00,8.547066708145207414e+00,9.872687527215799896e-01,4.987741147774021329e+02,4.972649934160567682e+02
4.352232939482396645e+00,2.322071501506614843e-01,1.662174879637156977e+01,5.391601078757536358e-01,8.635961174082090110e+02,8.622162954323706572e+02
2.034288621936117814e+00,8.296369820015818686e-01,1.706311092510614813e+01,1.088657695219770627e+00,1.268012459206208632e+03,1.264497675976021583e+03
2.006881031150726358e+00,3.922192332938713166e-01,1.909658002834992274e+01,8.445128057532278465e-01,7.407246590945228490e+02,7.405980828985472044e+02
1.278349271262965381e+00,1.537371669464711710e+00,6.372316955060114196e+00,1.015335942182578943e+00,1.762975699928395272e+02,1.787589073141174936e+02
7.022506928302022500e-01,1.827372984835180736e+00,3.734775667781637498e+00,4.213875479100986920e-01,3.884388474438361527e+01,4.136550603168633700e+01
3.420316547322282741e+00,1.302279207155016660e+00,6.378786826707235846e+00,7.280608424778227672e-01,3.679159523459255752e+02,3.689657387087339657e+02
2.621149116753895392e+00,2.378908728193564193e-01,1.467985693990717877e+01,9.354289677006085713e-01,3.431761652129880531e+02,3.426316098198371378e+02
1.535647376773851880e+00,1.419929386597865939e+00,1.194020312579143450e+01,1.046901348454606362e+00,6.551482651878588968e+02,6.575539949867495579e+02
2.176568439916813258e+00,1.385680717239167636e+00,8.864581499128831865e+00,6.141154228836379625e-01,4.967489484050170745e+02,5.002276535847609011e+02
2.496705954640571434e+00,1.461966791448104264e+00,4.165593009555086823e+00,1.033486802038784180e+00,1.238457065554290466e+02,1.223052491914932176e+02
1.661678149733682330e+00,1.174536216653552234e+00,1.933580390159080054e+01,3.173772105454569781e-01,2.205562567848666731e+03,2.206092424782696980e+03
1.632040742261853694e+00,1.892293305463492059e+00,3.881353969304353058e+00,2.117359935702086693e-01,1.035398063732313290e+02,1.034326109082576295e+02
8.637971770886250233e-01,3.006648493107553222e-01,1.514722653198122870e+01,1.996291044915093349e-01,1.507821292419151860e+02,1.494901803170325820e+02
1.362397070135315857e+00,1.630165219969581303e+00,1.974908811693034494e+01,1.156120854975554169e-01,2.769406936409490754e+03,2.767048976012846197e+03
5.392692711999111932e-01,1.265613770288316120e+00,9.256633572515561070e+00,7.406416242551512319e-01,1.395946982272173216e+02,1.379250589842494605e+02
2.163153282170473091e+00,1.794714587444661280e+00,9.288227162738468934e+00,5.649538601500776469e-01,6.974219734280690091e+02,6.976417453767495545e+02
1.248387564620095480e+00,1.410095472056339228e+00,8.138466850417003684e+00,1.003269437144510556e+00,2.570165190324736386e+02,2.575262672524129925e+02
2.761947681807808586e+00,2.118070470243290648e-01,6.598621174040297355e+00,7.747273903364917391e-01,4.626418357332086373e+01,4.654332195760885327e+01
4.740790878136397879e+00,1.647594187934934062e+00,1.450595121834031787e+01,1.053860627028624153e+00,1.297999779237987786e+04,1.298256058481778200e+04
2.649126173926962480e+00,1.361122162808538372e+00,8.854315906555019211e+00,7.703040356498933594e-01,5.902115616271664749e+02,5.888308673965949538e+02
2.315735573892596211e+00,4.477949936798171215e-01,1.016574012970049878e+01,5.442342171917098348e-01,2.551659080116993152e+02,2.526444063298914102e+02
4.589203633695726481e+00,1.292758953100372699e+00,5.117257080132613822e+00,6.335224175277772707e-01,3.060415916680499890e+02,3.036793684535551847e+02
3.039135528135562314e+00,1.204385452553044633e+00,1.266774399843833798e+01,8.249144436162441085e-01,1.539095841527689799e+03,1.539886706955548334e+03
3.000825781482967525e+00,1.797911463516419950e+00,1.518938402414256394e+01,6.922710221061693092e-01,6.023561731022953609e+03,6.022482548173809846e+03
1.668665895381609587e+00,1.707664048878059226e+00,1.899437126388824737e+01,6.535093467650825438e-01,3.901589728560822095e+03,3.898290102316322191e+03
4.398079478922836572e+00,1.928526923478707022e+00,1.250671270970786786e+01,8.587975755771827258e-01,6.895552911336942998e+03,6.897403193901879604e+03
4.981976094743661321e+00,1.764355472686819581e+00,4.052990994428428806e+00,4.968094761230199552e-01,2.759062730915463817e+02,2.787069475480835195e+02
8.523678087327550834e-01,8.825511682051663254e-01,2.854944206815427155e+00,3.034599000589316420e-01,1.142045896138214900e+01,1.178221384143560257e+01
2.019867136044409150e+00,1.398481132592113374e+00,1.990467135340750104e+01,3.093576265452749885e-01,5.081192200099157162e+03,5.082479250602134925e+03
4.329699246354669739e+00,2.513740034589009853e-01,1.048597285680938995e+01,1.141124521971205619e+00,2.836362182425059473e+02,2.808428101550734368e+02
1.280836109562069725e+00,1.632270634642142726e+00,1.592877331629865267e+01,1.112931273700171753e+00,1.228224267257239717e+03,1.225396263600334123e+03
3.799016835978016982e+00,1.367794725014621404e+00,3.947023003025878829e+00,8.531283632088290103e-01,1.528369259030626495e+02,1.531620229233874397e+02
3.764896915271529476e+00,1.983095776168464219e+00,1.796644843572045147e+01,1.164156865110003602e+00,3.743850499647363904e+04,3.743892434741113539e+04
3.378007913237046633e+00,6.775917875234751531e-01,8.703817892965933112e+00,1.110397247600595882e+00,3.744878780548971235e+02,3.741023962626633761e+02
2.007703939880704169e+00,3.013073131820964701e-01,3.221661268912110465e+00,2.517640238803412478e-01,9.611391822711560451e+00,9.033340422727688335e+00
3.446074564752089398e+00,5.157163022540000030e-01,1.249579303233836924e+01,1.184773556433087460e+00,6.630020618478868073e+02,6.617449640990702164e+02
3.311230495358241210e+00,1.921511693649271768e+00,3.669421722564365496e+00,1.171237152960269645e+00,1.574127426038797353e+02,1.602982000937227269e+02
3.765053572735535869e+00,1.615868422547018568e+00,1.608817444611585756e+01,3.421526613873604461e-01,1.161241019905376561e+04,1.161069696660983573e+04
2.303114991100882136e+00,7.440143382326338539e-01,8.182346982374458122e+00,7.297322202479333830e-01,2.570193647676723572e+02,2.567528770800425377e+02
3.349515896997230513e+00,1.918102153265274445e+00,1.432806995566856045e+01,8.612393934275349716e-01,6.792289965683798982e+03,6.794368236547868946e+03
5.796511233057576318e-01,1.960472003990670675e+00,1.430005417996573591e+01,3.336153941203430784e-01,4.793401452592485725e+02,4.772997019838020947e+02
8.049200213371222601e-01,1.605089126072857253e+00,1.239897732066199865e+01,9.524768558911762550e-01,4.189374270681540793e+02,4.192258857289187404e+02
1.379663365173528833e+00,1.256009511264317036e+00,1.944516977377442402e+01,3.672217731733812274e-01,1.786707806205082761e+03,1.786478890260516891e+03
8.211353863049964952e-01,6.481924367709646084e-01,1.929811113884526819e+01,1.024317081754378078e+00,4.393794110223683447e+02,4.406149611283271952e+02
2.652961252882203524e+00,1.333375716573217185e+00,5.266578732960921272e+00,9.576610394128960424e-01,2.008968845654113977e+02,1.960064680924621712e+02
3.694098664117677178e+00,5.084294177319377273e-01,1.207849427321988678e+01,1.162531918437493816e+00,6.538817751101480553e+02,6.532886403960965254e+02
5.500747652941295751e-01,3.781039380404014882e-01,1.216075961334912137e+01,5.833445740925006229e-01,7.523429930456185843e+01,7.366334017192997408e+01
3.048236170668248590e+00,4.367400409483952473e-01,1.915857290072914765e+01,3.977975716892084845e-01,1.571468829097173057e+03,1.573651552516708989e+03
4.091563246143298471e+00,2.385544070408210371e-01,1.267919077644029002e+01,6.982981131855081625e-01,4.087370938070872626e+02,4.086256547982987968e+02
2.695879347693205474e+00,5.442975613061301621e-01,2.428018885443933961e+00,1.039709421485374374e+00,-3.379458275823811420e+00,-4.505187507471202224e+00
3.699899227859196227e+00,1.474394764853129702e+00,8.778283916763907513e+00,1.073181422692800480e+00,9.121696091313142460e+02,9.139419228737675667e+02
4.350587566316572286e+00,1.472113617106848515e+00,9.854249725390754833e+00,8.831414423579728723e-01,1.604824531732905371e+03,1.606104341285620649e+03
2.369392540921398727e+00,1.687495218417182308e+00,9.452553978135814106e+00,1.524773784857987313e-01,7.627980279410821822e+02,7.648316263347791164e+02
8.112578693075298553e-01,6.444437451317642784e-01,1.858030858984034595e+01,9.901779806096386860e-01,4.019694058958477854e+02,4.041365793263430533e+02
1.466677252709285062e+00,2.952828740836589971e-01,1.029786563083171069e+00,7.706749347139245643e-01,-9.046770220295238474e+00,-7.507394396226035660e+00
6.231665659734459961e-01,1.194525189092358275e+00,1.240661639529972327e+01,6.240939403701618593e-01,2.612680812040708247e+02,2.601236262980079914e+02
1.703215093377134837e+00,1.481447121177640547e+00,1.087481579480748906e+01,8.865916702955429773e-01,6.256600136636642446e+02,6.262567110722804955e+02
4.281134511980987156e+00,7.996399737170341027e-01,1.382624915901876506e+01,6.385876743970886338e-01,2.085423695872355893e+03,2.086017041555175183e+03
3.340306762739723823e+00,1.433704549930964856e+00,2.737605773198533932e+00,3.624379121530556525e-01,6.879679856171888730e+01,6.951944021372240456e+01
3.989303931647286028e+00,1.912538388544708035e+00,1.112492401477327775e+01,4.791770477540627793e-01,3.219648300657311211e+03,3.220325002495440003e+03
4.083588707324397049e+00,4.353238008368914835e-01,6.625777526252250027e+00,7.521261060797928000e-01,1.664809017177302621e+02,1.666664805236322309e+02
3.479715063504825956e+00,1.183943312159568606e+00,1.912684972316312582e+01,1.213492012433936285e-01,1.192239349946439324e+04,1.192155649847205132e+04
1.858288247969813067e+00,1.211222633187006625e+00,7.109174828461697793e+00,1.177930798744629248e+00,2.443065104481841558e+02,2.441630853964941252e+02
2.334888898440276250e+00,3.096184423856026546e-01,8.348682268275945617e+00,2.018180224425248359e-01,1.254563304423303833e+02,1.234935836701747149e+02
1.920193561500300516e+00,1.869673654681214714e+00,1.535308204181061953e+00,1.192694178621033885e+00,7.245091113523809412e-01,-1.070985687752257220e+00
1.374111058481469971e+00,2.378278432986527247e-01,1.604481320714543457e+01,2.966402537134487094e-01,2.171762760455482635e+02,2.186238059658192583e+02
3.680283407278270413e+00,1.822032365554587807e+00,1.668352564702814433e+01,9.866882944334213201e-01,1.783352021991346919e+04,1.783288135061935463e+04
1.066058851415678133e+00,8.635314867650554227e-01,6.808869585760265686e+00,9.635272972912929390e-01,9.640759225884126238e+01,9.659221226439171915e+01
3.790742384801904397e+00,1.802041228283967511e+00,1.812007642649507488e+01,1.192664324582307644e+00,3.137523046391906973e+04,3.137415365661167380e+04
3.359915034096463859e+00,1.352525713219660863e+00,1.295191416951582752e+01,1.137989336120177608e+00,2.323592364777106013e+03,2.320327573454139383e+03
4.478917306328405346e+00,1.871208797181020511e+00,6.126402824819644266e+00,9.247328998079195062e-01,6.085049704556804500e+02,6.077031317043534955e+02
2.243491918526221429e+00,1.276973235501687620e+00,7.252517347583482099e+00,8.296369358610656830e-01,3.183351406841709377e+02,3.215653831012635351e+02
4.328288730927181582e+00,3.680146556425516469e-01,8.135142659420765199e+00,1.106091515882118292e+00,2.291497736255916209e+02,2.289420508150649312e+02
4.111189633031508528e+00,8.602440638326114275e-01,2.393542720169188787e+00,6.982585375009100481e-01,1.942123180555490336e+01,1.805732701172508570e+01
2.724315301730646510e+00,8.781374073578853690e-01,2.366227990319752728e+00,5.735923556365538634e-01,1.543015447920491212e+01,1.681583404540437243e+01
3.571744553538831468e+00,1.209236534400350838e+00,1.313644170528714206e+01,5.792939152073869336e-01,2.314008109948208130e+03,2.313039183604851132e+03
2.176538748585596039e+00,2.855995275579999437e-01,1.283039653549673176e+01,9.377831990995085798e-01,2.499902636267501066e+02,2.487633522743943502e+02
6.227032723486261023e-01,1.412957121140407279e+00,4.902879606834636306e+00,9.267686062122516555e-01,4.579655659952362612e+01,4.266841689420223815e+01
3.133597347545579392e+00,1.990090006967578429e+00,9.025174651161957939e+00,1.154074351041639357e+00,1.126685966025072958e+03,1.123252073276202736e+03
1.863237237606560903e+00,8.366251666554149757e-01,1.532027526648897009e+01,4.501310035179050262e-01,8.556657202145703423e+02,8.564961215940463717e+02
3.957251235515736099e+00,1.487457515649072803e+00,1.894028973452085296e+01,5.027831706530595524e-01,2.884367636771177058e+04,2.884395025059488398e+04
5.385865601728743179e-01,1.762235245166565267e+00,1.165286456490138889e+01,5.693353783408395818e-01,2.873316544093846687e+02,2.874057868997062428e+02
1.012891007833190748e+00,7.257553481603948864e-01,3.802404790404111168e+00,7.023573513580089189e-01,1.849217803050938258e+01,1.987456324528418605e+01
1.723958356256652280e+00,1.384360630006971293e+00,1.445289056552475593e+01,8.137652547980617213e-01,1.167529878469265441e+03,1.166609455042446825e+03
2.403369248906720212e+00,8.554065453281494147e-01,4.102664837805097164e+00,5.667242613009383367e-01,6.883923076744473235e+01,6.887501698485829138e+01
3.831082641879807404e+00,1.844607552423697339e+00,8.571800981703935562e+00,4.622297968741171381e-01,1.184624321420247270e+03,1.182886082526061955e+03
4.592364955634864465e+00,5.608906126107656709e-01,1.591625969040026334e+01,8.378350911676922808e-01,2.373209487071724652e+03,2.371483950478392671e+03
2.540466763012517504e+00,1.351463433584723983e+00,7.628175549061926297e+00,6.952016835449125187e-01,4.152489774969671998e+02,4.137481975036907329e+02
4.203122568110638113e+00,2.314396009883374350e-01,2.589259324738782730e+00,8.936092052898734206e-01,-1.730064692673481375e+01,-1.536913815029898345e+01
3.453598388741553560e+00,1.055319207539238580e+00,8.403051732333578272e+00,3.404050712071864382e-01,5.556103095250099386e+02,5.570205352157614698e+02
1.089083145538930708e+00,4.955131756905898355e-01,6.116629751445688434e+00,3.817273526318831767e-01,4.595293807469301584e+01,4.393508497528597445e+01
1.130902006300206875e+00,6.361680819346262616e-01,8.386745524724400269e+00,8.715196067074680863e-01,1.178879128905857669e+02,1.172464363996747210e+02
1.763347654170398515e+00,1.380668708413359980e+00,1.188242978414390727e+01,7.514381009968132963e-01,7.374032447479273742e+02,7.376395996447664629e+02
4.530470547955472327e+00,4.122717621671817545e-01,1.396414456276943739e+01,1.604899391194072045e-01,1.042138125990088383e+03,1.040522413374387497e+03
5.234466173732474914e-01,7.819688941437952234e-01,1.140076352681992056e+01,5.405485906255576012e-01,1.294096023398536772e+02,1.307561020173172892e+02
5.109728826553858738e-01,1.040001641559677781e+00,1.039951697731135560e+01,5.021358524008684432e-01,1.390344680196910474e+02,1.374578159249868179e+02
4.342822546841187403e+00,2.764121326883237639e-01,6.541657235589235952e+00,4.639402696806602666e-01,1.128477272593844845e+02,1.121714070918264952e+02
3.914369011041701540e+00,5.684219920583619690e-01,1.728343864325594126e+01,1.024722638406332376e+00,2.434082362296264364e+03,2.433406414208425304e+03
4.319165618576321641e+00,1.371119774336499564e+00,1.648619875514484079e+01,4.895510422960313024e-01,1.335850716213457599e+04,1.335480786330431511e+04
3.661064486331392587e+00,1.496782117568596027e+00,1.232506455021773739e+01,4.432521328444807285e-01,2.684860735002258480e+03,2.681350823943748310e+03
4.129203810233791572e+00,1.241219058674851938e+00,7.699556925775121741e+00,5.750995713335291804e-01,6.375403792156864711e+02,6.358070671036338126e+02
9.321802919145860677e-01,7.772085335903846648e-01,1.304988055418998272e+01,1.164842222229435231e+00,2.806881007239644532e+02,2.830505708472152833e+02
3.101470138065886228e+00,9.182605797120424462e-01,1.172106793357816201e+01,8.200063334870834053e-01,9.142809338698669990e+02,9.154347006739266135e+02
2.100778307999600969e+00,1.101254205096887429e+00,5.106191327690673631e+00,3.006563979733357650e-01,1.361216447381937655e+02,1.370156130510503658e+02
2.908568125038430985e+00,1.323983022247475105e+00,1.729865903933304239e+01,1.155630710996160992e+00,5.590664669320233770e+03,5.589404728141182204e+03
1.912138360321278263e+00,1.663486823914091639e+00,6.994130847165508591e+00,7.104034001480820093e-01,3.266081905740733191e+02,3.256633908449530281e+02
1.475708561786277073e+00,9.200139402295397506e-01,1.767514441174027695e+01,2.246827635720682337e-01,1.009702823410869428e+03,1.009782411571981584e+03
