c,e,immigration_rate,suitable_habitat_fraction,p_star
1.130324258781916891e+00,3.367343991224186484e-01,1.784431453331071851e-02,4.643568822877517377e-01,1.821358054527487114e-01
1.084246797950784380e+00,4.348757620567882953e-01,7.221882660054647352e-02,5.329990566105027305e-01,2.211844579411553213e-01
9.812489143785368961e-01,3.288159381227222511e-01,5.011460742243326050e-02,5.773037108011549456e-01,2.881253732424534642e-01
1.871161865955661474e+00,1.482271720748182253e-01,5.840995008997582061e-02,6.164667664586710449e-01,5.447309187862463542e-01
1.166591524731237506e+00,6.904786532323545223e-02,3.985165586972007346e-02,6.290920177168871641e-01,5.745663626138011182e-01
4.486916702746973074e-01,9.182437817508126709e-02,4.989009105583104564e-02,3.808808975566630450e-01,2.321467212872123653e-01
3.633072369622888931e-01,4.473352460309891754e-01,7.128227089849575870e-02,3.023124074098350600e-01,4.580640512621236143e-02
1.065822121594495409e+00,1.357662290191042065e-01,4.322099913927156950e-02,9.663698911261813240e-01,8.481886754263724404e-01
4.021299104762176557e-01,2.336037146845197643e-01,8.433463658571561938e-02,9.077754936549761178e-01,4.796347916122157273e-01
1.284906879262330825e+00,4.387251032912024562e-01,8.219511840484675091e-02,6.459767184581648447e-01,3.622284663482712164e-01
1.107458484774731300e+00,1.903478811099373891e-01,4.368624647367665148e-02,7.403164270505118161e-01,5.828611776220022911e-01
1.722427973628944065e+00,4.262102140494586355e-01,9.509840500981184275e-02,3.141522467907104654e-01,1.407468792428956672e-01
1.368878478396062803e+00,2.275560269126479518e-01,5.466878785113082201e-02,9.895940042679682858e-01,8.363186549740934117e-01
1.835066640657719850e+00,1.839882611182749039e-01,1.984231539969421969e-03,6.739042767593591554e-01,5.778577724871021282e-01
1.387792178135505372e+00,1.579239608586758825e-01,1.081159165668293953e-02,4.346718244390249120e-01,3.246523023386380102e-01
1.675936059555807933e+00,4.253642649335558357e-01,7.260868130967305933e-02,7.957925586817164998e-01,5.695880197068163842e-01
1.210176871333636939e+00,5.800132669193351631e-02,8.389962655174715289e-02,6.450625202590823948e-01,6.033644974793590521e-01
1.058317975730791227e+00,3.428552099657986574e-01,5.587315488991224932e-03,4.453710087290045361e-01,1.213382770532302063e-01
1.646922005891495511e+00,4.801893971219661217e-01,3.492351046347808019e-02,3.255283643017959916e-01,8.773446343321053553e-02
1.752549048255076292e+00,7.179468963929466763e-02,3.306817255989150106e-03,8.197639009571275892e-01,7.803992065325984218e-01
1.179487385888096096e+00,4.516680443425225566e-01,9.319235637205938727e-02,6.220091384319995642e-01,3.193696956259903241e-01
1.811329905300421261e+00,2.948529765870308572e-01,8.786299840179725984e-02,7.898619354620620703e-01,6.446927013563747977e-01
1.149247119611511048e+00,1.534262523099011455e-01,5.982248980493536789e-02,9.036113122378813811e-01,7.822111671811635691e-01
1.480270666893788833e+00,1.150963087611893143e-01,1.874937453098400597e-02,4.510695234566426959e-01,3.775703977492504415e-01
7.358066200582858984e-01,2.690155515159172173e-01,5.332418344904036461e-02,7.555991762687409574e-01,4.357807616711707466e-01
1.673307767257777412e+00,3.799786999787996278e-01,9.803748782903907999e-02,3.983520174742758435e-01,2.239491304473162914e-01
3.133499818100504153e-01,2.273536554404198551e-01,6.311942838374104414e-02,3.506455069408363490e-01,9.217319172186881626e-02
1.371299204341803080e+00,1.718515739669469466e-01,2.092554628242418793e-02,3.901168897874872643e-01,2.718086425199639500e-01
1.724923049701375444e+00,4.402695290042874521e-01,5.040842895389441303e-02,9.881928079983082203e-01,7.518445911713098617e-01
5.056654894860953542e-01,2.620775604178350870e-01,5.024852733830300483e-02,9.805168674387551020e-01,5.257547463612124439e-01
4.877176860307116391e-01,3.066103907885227575e-01,1.580585899951855375e-02,4.744907862470706394e-01,4.383801204786025307e-02
2.006086431092012901e-01,1.806548603862921931e-01,3.568149464166964907e-02,5.008044887206637430e-01,1.003056556701694413e-01
8.943579004955666267e-01,4.837191626882436646e-01,6.384159450303372729e-02,5.997693961643993932e-01,1.907097929318423146e-01
7.971695692888027818e-01,3.483963457941767206e-01,6.860593838633658077e-03,9.508312682476229849e-01,5.150426429671337569e-01
1.823139855928005426e+00,2.798397087300429908e-01,6.871651348289996297e-02,3.779903527847130462e-01,2.490466492714095703e-01
1.830349850610439866e+00,1.988270009678256567e-01,3.997508236372875751e-02,6.563572367961233445e-01,5.561717397303770349e-01
1.392470399652045776e+00,3.547301216536656310e-01,1.466414605272149153e-02,6.265532337882313563e-01,3.831496845042546839e-01
1.332917736033832456e+00,4.477674957157717905e-01,6.691162596555338959e-02,8.205905303386780147e-01,5.238184317736706008e-01
1.783113372889142845e+00,4.930529561813175587e-01,7.793369982014573816e-02,7.955009099599006372e-01,5.503498726938129693e-01
1.386391137803000939e+00,3.910975226342767175e-01,4.482901093975453360e-02,8.104955970869842652e-01,5.526907250440390440e-01
4.617778847425529909e-01,3.626232235958817829e-01,5.573303979838364203e-02,6.119584676189983030e-01,1.373293188001729059e-01
5.446446250546912449e-01,3.543539051075726976e-01,2.989693505502582713e-02,3.300067356501613092e-01,3.554399273241826140e-02
7.824157955704671430e-01,7.583116715953752696e-02,3.849139127024455570e-02,6.965093262527496387e-01,6.067711478158528404e-01
1.699289817616524978e+00,4.862598144929098365e-01,6.474416466375206014e-02,3.513665261193276157e-01,1.317506141055039548e-01
1.799361446448771717e+00,4.043014346718621921e-01,1.615516207192891143e-02,4.324082167536174026e-01,2.199448923271364043e-01
1.531733090547648724e+00,1.713721026113153301e-01,8.645165404035001777e-02,7.964262898757064058e-01,6.968134569355746155e-01
1.607920044797028103e+00,1.804106543219737846e-01,7.989830719348892107e-02,6.973580924208570009e-01,5.978410225120458499e-01
3.700835845838396643e-01,3.033192564395378321e-01,8.198163498286847178e-03,5.912386560146476455e-01,2.291560977317865649e-02
1.297728744552387958e+00,1.224948325690013440e-01,6.494689184516248305e-03,8.251259455168123980e-01,7.343107138069081552e-01
1.262524056011035345e+00,4.177536095213945644e-01,6.276998215563958823e-03,3.999216789479017042e-01,7.713313917294117861e-02
7.175143267881866072e-01,2.180400973157637090e-01,2.991373702740496732e-03,7.633568103861732013e-01,4.529482153902413266e-01
1.985779997357929316e+00,6.972295240508111225e-02,8.023863176564928479e-03,4.319861988701542144e-01,3.986718319497364327e-01
2.270105019532916435e-01,2.481798702680704238e-01,6.397344848918565252e-02,4.099441606639215308e-01,9.203778706156391654e-02
7.971330267442189310e-01,6.139553605852448442e-02,8.915192356300755128e-02,8.957997011989999869e-01,8.291707745687525444e-01
1.599706581911077174e+00,9.962839342761402317e-02,3.703747014033662022e-02,7.721549301379417862e-01,7.140640831111624287e-01
7.812293722938543628e-01,9.768284861269983799e-02,7.421931837150437528e-02,9.211357667957293938e-01,8.109369779714190596e-01
3.402313277092113841e-01,4.486306064417266981e-01,3.230820458565899361e-02,8.345038988487281095e-01,7.016539029785708037e-02
1.372792834475280221e+00,3.867253818615155603e-01,1.511666564942282243e-02,3.964067891665771781e-01,1.303240996352953707e-01
9.549049856694921123e-01,1.375093322830005793e-01,3.473253661438208822e-02,8.607600069263654508e-01,7.262968141985830517e-01
6.958778258022519925e-01,3.681547618309081726e-01,8.373334665164439139e-02,9.425516727553516771e-01,5.099059627070319234e-01
4.171257174763207121e-01,4.833252509224095217e-01,1.725373448547544777e-02,7.672694793901360111e-01,3.160691328094922259e-02
1.902921110510674696e+00,2.659897638862426805e-01,6.902269219783281617e-02,4.823345271837813919e-01,3.608209847040452223e-01
1.450187966681010243e+00,3.691465532562898111e-01,3.429423357547233681e-02,7.216625439102716255e-01,4.865461385707807729e-01
1.880892940405350933e+00,3.790996864264225552e-01,3.135947004111302311e-02,5.154356623919985614e-01,3.306654110456013207e-01
1.883718919813310411e+00,3.656077326508303527e-01,3.854416715768738122e-02,9.317644877817462534e-01,7.501015725924200517e-01
6.702155621438490307e-01,7.366831631009244929e-02,5.287226082747674416e-02,9.206629111366394502e-01,8.208243253092341041e-01
3.439660630335237279e-01,4.834641772195904519e-01,4.152173565219681450e-02,4.181320020745015187e-01,3.403755613249280498e-02
1.837832567603742140e+00,2.229429784663685132e-01,7.116588860806369321e-02,8.747971322509413561e-01,7.637465833554825112e-01
1.337707100647287373e+00,2.593371653990108050e-01,5.005563354324373687e-02,5.561377366606562456e-01,3.832227636833810958e-01
7.205027854851799862e-01,5.351435617941275452e-02,7.361932628564045455e-02,7.599276169758933941e-01,6.954671844511172152e-01
8.692348812737595853e-01,1.695136331922648121e-01,3.304374513515333234e-02,8.112254331272205077e-01,6.287584275872698525e-01
1.080113040547668213e+00,4.333973905471810717e-01,5.316986378923273943e-02,6.184498769837796228e-01,2.750228148551639995e-01
1.301781377541118445e+00,4.413957061650135016e-01,7.671182870759983563e-02,7.976478156210365933e-01,5.034913476102873542e-01
3.286096055176038755e-01,2.591917524234444437e-01,5.318485877825155500e-02,4.416832040689744332e-01,9.706293477922849078e-02
6.201342238116873684e-01,4.576631633006784106e-01,4.420371520933406156e-02,9.268540058240763990e-01,2.955336597725323755e-01
4.370570654976821401e-01,2.913507593628396619e-01,8.700165585835550885e-02,3.330568981612941348e-01,9.647278225148656072e-02
1.779575711551187212e+00,4.792841285808261964e-01,6.187681604988441025e-02,3.513586705395620458e-01,1.390040197948682887e-01
1.038506277514683385e+00,1.612647768816377614e-01,6.802948970404480711e-02,8.536843553635039550e-01,7.150831610059972254e-01
1.552606264620387977e+00,1.855716845478083132e-01,6.449762715394102841e-02,4.820091034834510513e-01,3.777947776079019215e-01
1.479673279397415664e+00,1.671159779605116968e-01,6.072397417728159219e-02,6.366690522340267000e-01,5.355040157712165350e-01
5.446443299381125147e-01,1.501453477830211325e-01,6.729475521207513300e-02,8.196402832421557649e-01,5.860365199685008131e-01
1.245566388718168049e+00,3.732444899960826734e-01,1.844713261700294676e-02,4.071983121107984327e-01,1.298245785906805561e-01
4.412564055535329599e-01,2.980635089622498124e-01,8.438238048507745726e-02,7.888131683243008174e-01,3.298479474692833091e-01
6.549907269355097483e-01,3.086355122117446781e-01,9.917865622851593232e-02,7.106210033728710407e-01,3.678861925955223544e-01
1.514964872433940402e+00,1.738497037976833581e-01,5.498755551465420166e-02,8.043542751792336354e-01,6.992600932419514859e-01
7.566987891888272699e-01,4.246405198588985574e-01,7.219254163719517059e-02,5.716855393222189941e-01,1.830090506364953629e-01
1.503618268477896702e+00,3.512664045017349634e-01,4.715006287825272702e-02,8.804888012430251987e-01,6.655813106859027606e-01
6.184459341126968823e-01,1.737144041894726765e-01,3.741045369844894775e-02,8.562851396586013131e-01,5.958754174297807849e-01
1.713343037463799456e+00,1.389350842285610177e-01,6.136799718396122177e-02,4.417357136610152724e-01,3.705299886883884897e-01
1.427553270188235857e+00,5.919973253698858351e-02,2.555087442114819737e-02,8.666019755882590214e-01,8.273897618421347522e-01
1.584213034788158669e+00,2.354996990513350263e-01,6.782633450845368395e-02,5.707947167340204908e-01,4.403064732226901201e-01
1.766898768540473563e+00,4.214712222004479703e-01,8.951193392522430181e-02,9.975730175402968136e-01,7.820687340024258249e-01
1.199442295385885204e+00,8.502228235285491653e-02,8.032169634723002050e-02,5.213862400222140092e-01,4.609389064584528128e-01
6.639913999042384996e-01,1.851737806579324686e-01,5.252934525594349369e-02,4.941887495296625743e-01,2.683128255306649335e-01
1.037947593079731057e+00,4.495785469113908750e-01,5.150299417201997798e-02,3.958766448170720209e-01,9.644444373604482701e-02
2.443043924683127310e-01,4.541154565967750467e-01,8.740021054000692013e-02,3.380136172594844224e-01,5.627026250716445077e-02
1.001748770342997474e+00,1.920858278868354529e-01,7.493866202735885440e-02,8.020984266567520171e-01,6.343077242392138881e-01
9.221801138848488844e-01,4.093328149021850382e-01,9.966980193547009259e-02,5.320803924863155565e-01,2.268272631806477757e-01
2.865343377719907214e-01,3.879273953789773577e-01,4.760625533562246048e-02,8.871756322824391194e-01,1.305069522403881632e-01
3.737077351413009563e-01,4.903041415468410436e-01,1.442745054297425722e-02,8.890087039537497571e-01,2.498000435586637813e-02
1.355409579848006141e+00,2.460931200109366113e-01,8.475764156242629466e-02,3.393670544119309906e-01,2.018806149052354837e-01
2.987850796816403642e-01,2.239414101521789990e-01,3.764573827935847883e-02,4.547103668550440680e-01,8.777247696758613826e-02
9.031740143294502143e-01,1.305407408393089996e-01,9.745258051864889859e-02,5.177346757192666793e-01,4.039571700989895153e-01
7.591478666590010249e-01,4.191604536642953849e-01,1.351992316884591087e-02,6.793702884330575786e-01,1.512665395852873518e-01
2.175800395620657024e-01,1.787807734458580489e-01,3.625255159720856823e-02,4.989932573583214515e-01,1.075967972402422090e-01
3.339012357355615745e-01,4.103881001919732485e-01,6.189981880859315999e-02,3.026798596489476134e-01,4.293919473093148198e-02
1.688663549968600686e+00,2.645908274736528121e-01,7.389796155804896627e-02,6.071630078213803294e-01,4.696710614836824838e-01
1.527375015267121494e+00,3.212569647488751623e-01,4.562275218707515650e-02,8.288354149537819904e-01,6.353937309100837760e-01
6.810562142906154692e-01,4.692016830961344143e-01,9.871524178239715619e-02,9.138148591013589561e-01,3.978363238212642150e-01
1.488821506144910600e+00,2.961470242632368022e-01,9.152012682498170126e-02,7.490596598590156807e-01,5.761892790730523961e-01
4.514094527978493865e-01,3.380831301516069587e-01,3.845249290654031982e-02,9.523966038908152631e-01,3.118536810485298405e-01
1.512624832312926326e+00,3.067647651216134919e-01,5.598371664761388894e-02,9.662209898429523491e-01,7.795874156223205897e-01
4.202370384493488986e-01,2.803330925811026164e-01,1.584423778668520022e-02,7.743006723965186744e-01,1.659103801296651082e-01
1.266987672201203674e+00,3.000767891018782385e-01,2.549481797978609982e-03,6.691582980682040382e-01,4.369019395313326060e-01
1.995860871908839096e+00,2.698177134746021499e-01,7.769506140099825819e-02,9.471462615851773403e-01,8.228632845998141709e-01
1.892532213122203322e+00,2.638601419929266778e-01,6.711259567584271224e-02,9.583346605948367403e-01,8.295516940560349051e-01
3.457239086638823622e-01,3.709346628516750899e-01,6.598041253792517880e-02,4.922016853217779930e-01,8.926742513127011724e-02
1.269272457143978849e+00,9.225530750270594105e-02,4.531214746782401964e-02,9.146588060891621685e-01,8.471631651369835314e-01
1.056974895627765143e+00,8.322744868046029476e-02,7.218363271428533678e-02,4.261599528937456971e-01,3.602797928665647520e-01
2.925826878752831317e-01,3.144667372821080553e-01,9.676970850220857623e-02,3.701294708243326737e-01,9.757538069839039041e-02
1.467911700942781783e+00,3.471878218863117538e-01,3.035096896484016163e-02,3.582772876821359587e-01,1.483509734795634971e-01
1.110285480205765118e+00,3.000988273438840448e-01,6.600950232018588937e-02,5.629830531609982813e-01,3.345342276426152006e-01
1.327415894762403736e+00,2.910240082376829851e-01,7.433151296398074481e-02,8.836305990623286588e-01,6.878826914990657793e-01
4.445917565160916185e-01,2.540742439384756635e-01,4.693798867049726181e-02,8.581461537369378112e-01,3.784638765280610717e-01
5.475602701380828385e-01,1.931732834105490404e-01,6.470785962241917821e-02,3.060989600550622636e-01,1.172997519488333529e-01
1.483817413773601768e+00,4.323185814734716303e-01,1.628222474153305163e-02,8.595994652448691875e-01,5.834251451603932326e-01
1.867625906220294008e+00,4.910314585871754511e-01,4.748538140493822196e-02,9.152604102897522464e-01,6.721788439626664724e-01
8.407735357535751630e-01,4.769952502553849727e-01,7.046381547130291245e-02,4.081745074700623976e-01,9.259125678087637423e-02
1.971121579713471128e+00,2.431139415844929541e-01,3.638240405109318537e-02,9.473083777632310687e-01,8.310819664589755851e-01
5.943013683338944642e-01,1.131279747901644817e-01,7.299806608530999552e-02,3.401673199436533457e-01,2.131907143774791069e-01
5.384512197587760785e-01,2.208156130780020154e-01,7.980800751693385708e-02,7.085917078786940770e-01,3.969033883904558579e-01
1.511152151950012845e+00,2.269961167031413207e-01,4.396086980363814178e-02,8.002589687935193208e-01,6.616333362145114805e-01
6.633048358251383281e-01,4.938379397732254872e-01,7.921296483141107569e-02,8.970484751320809691e-01,3.287970004199772256e-01
1.917749318862222996e+00,1.282501924036351104e-01,8.450299040672390460e-02,8.440325611255388161e-01,7.831141122552817135e-01
2.849073866137772915e-01,3.422214768846968402e-01,8.797833915626342149e-02,4.196710372924145060e-01,9.557212932094086288e-02
1.222450964400956464e+00,4.262110405312780625e-01,8.387055522299648874e-03,9.045371085049030979e-01,5.680856619553638076e-01
1.644341760506574435e+00,1.553090170337771414e-01,4.639545597258084436e-02,3.680723890496455653e-01,2.842762301692902671e-01
1.534051353560830222e+00,4.126743005615411408e-01,1.013438508096614274e-02,7.602021918999373185e-01,5.034131918494001434e-01
1.927516214885738766e+00,4.480575268164938563e-01,3.922051814243712742e-02,4.533370935132781665e-01,2.453702594322485775e-01
6.118530396015818829e-01,3.554114022771130976e-01,9.209003774137392018e-02,9.749359352853913530e-01,5.165954067850160314e-01
1.309057131205478841e+00,1.268173252587706801e-01,6.832979004848660498e-02,7.665235236327492263e-01,6.795643228728776020e-01
4.343232269813138702e-01,3.186238293780030428e-01,2.228487249461147401e-02,8.125203038886159579e-01,1.749418963691719009e-01
4.619353832482029354e-01,2.614986597131179757e-01,4.628878985152161396e-02,6.031714812955639715e-01,1.923325985987986153e-01
1.532170944037150928e+00,1.428105004887657292e-01,3.174159214060132128e-02,9.375111990941789042e-01,8.496838734402246684e-01
1.451770202301652990e+00,3.128484264694396666e-01,7.768036112903334289e-02,4.231339122006174125e-01,2.489412850915985187e-01
1.595032646188753844e+00,1.549078837721341029e-01,5.772861110670197970e-02,9.306242524099864744e-01,8.408181811119250781e-01
1.771455495143471337e+00,5.169568560320707273e-02,5.627791120367947424e-03,6.586206968887141633e-01,6.307197371978690015e-01
5.362424580253813966e-01,3.608312385873425621e-01,1.130943684563518598e-02,3.688135654681496400e-01,1.574466663860381310e-02
1.487279746100480970e+00,7.279517351911518608e-02,9.815947347450591776e-02,6.354156170603582066e-01,5.930295793584688946e-01
1.660527617010854273e+00,1.923402692667326719e-01,3.822186117600694100e-02,5.705402313574690076e-01,4.643114253876973185e-01
6.374485113530640179e-01,3.578799019408188120e-01,7.660058434182455411e-02,9.408108860199044798e-01,4.813522715843828736e-01
1.080734415161420214e+00,1.997642794399835664e-01,4.774721539268187570e-02,3.637198575003499634e-01,2.082320295041839020e-01
7.757195259728160153e-01,2.024549070341533918e-01,1.345682672977976078e-02,7.687524579637550204e-01,5.124379880705295376e-01
3.769350427701704809e-01,4.520298161649862201e-01,5.314607819232014529e-02,6.653966267327862116e-01,8.953381806202793947e-02
1.748533140397614094e+00,1.224429636214208750e-01,4.591674728357332536e-02,8.232077782990120385e-01,7.580673032647615717e-01
1.553947030551298347e+00,4.031357534762272654e-01,5.566478532549105213e-02,6.385867064794852332e-01,4.081262067060182352e-01
2.194517861747624365e-01,1.023835551953919121e-01,5.545978389997067992e-02,5.110899829267162575e-01,2.500529718614684649e-01
9.210625019049099027e-01,1.743501457822880518e-01,6.749456452118421726e-03,3.602772330541896273e-01,1.703835955728742746e-01
1.672247708746947392e+00,1.820693228933286389e-01,7.756026240972963004e-02,6.996368337757618017e-01,6.025918748152396809e-01
1.925440586771010487e+00,1.253361193025345488e-01,2.969827364814479898e-02,6.200777820570437804e-01,5.594018564823435291e-01
6.412712906749924446e-01,4.933308930875382470e-01,1.101380741657136293e-02,4.539515670852667939e-01,1.421065329107492475e-02
1.913521402996584353e+00,2.666116800454733649e-01,2.315494327720735504e-02,4.848595824749307170e-01,3.553413338266753763e-01
1.041567012678950688e+00,2.995743253859581290e-01,9.220551339685324754e-02,6.984082974091861962e-01,4.611476472750871691e-01
2.891553355957909299e-01,1.274917822343963336e-01,7.875402804792255851e-02,7.936754732158504133e-01,4.879657466559415013e-01
2.264425986502081878e-01,2.168561109842221946e-01,5.901035774443834370e-02,3.721620516174182769e-01,8.828500325738754262e-02
3.728659939774555121e-01,1.980918691303427959e-01,9.234448496499068904e-02,5.317854185625100483e-01,2.450229875018105075e-01
1.192399397898770363e+00,7.767942324942059273e-02,8.533354860939598718e-02,3.051699068713361052e-01,2.545590420935489595e-01
1.988032321562704263e+00,3.901271288258553738e-01,2.380222450676771143e-02,3.356511828331202318e-01,1.558017941904321080e-01
1.695196295007191489e+00,2.299294077670755443e-01,9.516030924179151584e-02,9.339581033593898907e-01,8.117707628183989943e-01
1.939002386211617690e+00,2.488908079830758069e-01,3.263527525828466280e-02,5.900457999292706424e-01,4.714758832380948061e-01
1.874686901529747818e+00,4.881069699367765469e-01,3.885984892154340647e-02,5.528917813055411745e-01,3.175284981074337765e-01
1.812114260196319382e+00,1.178922077002900054e-01,2.905161619115932334e-02,3.726765783759055650e-01,3.127930585732884294e-01
1.663957038934221755e+00,4.257198069879157831e-01,9.265177267258206673e-02,5.742465504524331132e-01,3.613758689730803830e-01
1.306361586702339483e+00,1.759391534032145044e-01,7.542414691994002440e-02,3.886006645564479278e-01,2.784299119189013738e-01
1.447567089347367997e+00,1.501978841549100330e-01,8.774666004141223885e-02,5.910964148888769865e-01,5.018209218360862867e-01
1.902713556470789991e+00,9.463448243571356833e-02,2.119710049865106138e-02,9.070184854689377074e-01,8.596776586983820856e-01
1.364952972896167349e+00,4.301339141953625655e-01,1.686583862029939970e-02,8.519066757445732385e-01,5.527849641521429547e-01
3.548306882152791331e-01,7.070897827647140699e-02,8.199431388498026885e-02,6.614807457847275973e-01,5.158615875550466301e-01
1.157533731352413886e+00,5.943060346352638246e-02,3.411620009050438107e-02,8.091697535935521435e-01,7.611730170153492292e-01
1.623776491266609279e+00,4.133147854792351694e-01,6.850684117528410555e-02,8.132497421569963025e-01,5.852931001425378810e-01
4.036160856090538762e-01,4.664631722546869197e-01,1.406641253086391916e-02,8.911393097509553440e-01,3.676889547688554083e-02
3.403529203505036294e-01,2.638908422049899838e-01,7.256451925593027270e-03,4.234047213824301270e-01,1.361368568566645454e-02
1.728315958508172878e+00,2.095871643366750414e-01,6.506362106345682517e-02,9.688111499796911996e-01,8.568095310758097050e-01
3.607549239764741289e-01,3.652424133361469871e-01,9.823483424587055313e-02,9.583488267662968463e-01,3.417651038305755118e-01
4.768742675614097704e-01,1.243640345320434909e-01,9.200560009333584588e-02,6.364252371323122492e-01,4.466596758376636944e-01
1.130160297577565975e+00,7.113889198142846204e-02,7.120739182784728560e-02,4.107764434429254097e-01,3.577516030519672929e-01
1.217756402784879954e+00,3.962473824675184497e-01,4.553618127003821250e-03,8.987617827880954868e-01,5.830643089035549842e-01
1.614649647783572561e+00,4.713208760625988147e-01,2.617278780136130661e-02,3.607821425279234551e-01,1.044707034111363453e-01
1.504642408601730930e+00,3.447230679000055642e-01,8.283581084416022366e-02,3.502051815542467916e-01,1.775989556545685133e-01
3.340488038998867260e-01,4.562500145994360379e-01,8.963102491699237451e-02,3.785076426703453678e-01,6.845577245312110815e-02
1.210145184856398881e+00,4.774464455365619586e-01,8.491281483324526758e-02,5.743601598718397483e-01,2.649301830188408591e-01
1.437822594399125853e+00,1.945442685660536963e-01,3.612747167082984434e-02,5.964312919432056548e-01,4.718552452249960005e-01
1.980661642948426504e+00,3.133019043945400317e-01,4.731205653870811101e-02,6.960927237605600837e-01,5.510941950372411080e-01
1.636020792189658124e+00,2.426223156844682927e-01,9.032679124052638009e-02,7.699022655424067052e-01,6.388156834492311198e-01
1.819554553643589978e+00,3.779828364895327919e-01,5.420018494848882068e-02,6.292845310164665307e-01,4.428809868513194914e-01
7.905657446024565438e-01,7.211916947727178839e-02,4.364583779345120040e-02,6.589096317236374789e-01,5.755063942911350372e-01
1.139349163958953692e+00,4.252912030485606065e-01,3.361080000361119785e-02,9.160927703086287899e-01,5.690022090198210147e-01
2.983052713853521221e-01,3.854690474212280615e-01,6.649520253222888921e-02,3.192073441043131732e-01,5.010632411283870435e-02
1.640301654627330574e+00,3.483848757993529555e-01,5.532336680842481202e-02,9.623575632318122075e-01,7.664909562258501730e-01
1.267646648608528048e+00,4.138509816593842761e-01,1.432371939141832348e-02,7.899261223328929438e-01,4.774545323990955215e-01
1.455976226058662171e+00,3.361397389379384704e-01,3.398650105972968877e-02,7.030308550569795978e-01,4.896633016707163666e-01
1.995638851125795199e+00,4.405972775686579634e-01,4.880812543759514843e-02,4.757581979665841398e-01,2.806907614634145953e-01
1.670321472336233182e+00,7.141422959564094897e-02,4.101938743411218113e-02,5.263115418509292098e-01,4.871642379247632659e-01
6.054213561268763089e-01,2.756016839899105286e-01,8.960870102019541372e-02,5.392701221884288465e-01,2.421920749492880720e-01
3.586841650282091010e-01,9.990516416954706158e-02,1.108675542310866638e-02,8.213167595657532294e-01,5.380412504347196201e-01
8.107336655589754137e-01,3.286206995142724741e-01,7.809937269975197882e-02,7.646898934653520996e-01,4.309780794926996728e-01
1.417864631675657128e+00,4.459799147625626015e-01,6.174950189087823060e-02,7.511218345173257260e-01,4.724987431381558189e-01
2.707780892934137373e-01,9.583654616982084651e-02,4.124266113326590516e-02,5.301072156254540424e-01,2.766466387315705822e-01
1.641338312380590247e+00,5.302175894618275931e-02,6.547025139014421569e-02,6.166630026210829785e-01,5.875960227724481566e-01
1.278116374076828210e+00,2.307037745198327050e-01,2.781851024284809348e-02,7.952477649512503799e-01,6.260016378718890051e-01
1.694812008722725194e+00,8.885962788126786083e-02,8.496242853977371834e-02,7.787740767151830612e-01,7.315738767316016800e-01
8.147203904856266110e-01,3.413329756097907564e-01,7.420327165125834012e-02,8.962309932106645727e-01,5.387351377237484806e-01
7.828913819095916216e-01,2.574558502805306404e-01,9.550308969594695219e-02,9.892956442139031470e-01,7.123791034136581768e-01
4.123465743328017519e-01,2.556671978065298001e-01,8.228790044848871554e-02,4.860223302010440172e-01,1.713261152966156775e-01
4.826611045130466682e-01,3.619538486758828721e-01,6.494197369828989645e-03,9.004760302694150287e-01,1.457847146761637736e-01
7.240075726004117085e-01,2.143552474965105814e-01,2.594417041471794652e-02,5.906472891105278844e-01,3.135036482315761153e-01
7.885468527237727843e-01,4.321201321649903448e-01,6.622037306069955553e-02,3.477756257797306461e-01,7.410492834116230720e-02
9.454947278273414524e-01,2.994221501711707978e-01,3.042161606767180768e-02,5.608126181002133226e-01,2.702737530353108153e-01
1.032794329394260968e+00,1.838410049791589229e-01,4.747073191514194351e-02,4.555611577047357641e-01,2.996631402307537440e-01
1.897360754486792755e+00,1.662270372403474028e-01,4.554987786265176156e-03,9.451650543907796909e-01,8.609244770828254900e-01
1.849089713008158942e+00,6.860888760751539250e-02,2.243339461711797364e-02,5.953098235394761462e-01,5.604826597563179469e-01
3.660571898464506924e-01,9.653520941506794906e-02,7.069077059469670854e-02,8.181244549769463026e-01,6.073151613087931500e-01
5.109148912253214103e-01,5.648866178551383010e-02,4.056046727237501426e-02,3.431369768424810673e-01,2.534757410174557357e-01
1.189644802641555366e+00,4.247596838246366913e-01,7.863718683084047756e-02,5.178930471067213492e-01,2.386225623911663318e-01
7.035601914047028282e-01,4.940030462206471684e-01,5.446365775004036874e-02,5.062772050112525068e-01,8.975671358915499054e-02
8.031261815607979582e-01,1.699214260027027690e-01,8.288265669364260069e-02,9.617920269956575785e-01,7.780780667785494042e-01
1.995687110067893233e+00,2.602474918881795274e-01,6.931070522570279696e-03,6.000363346673192044e-01,4.761484164563416499e-01
1.925853792709493639e+00,6.561720975961111979e-02,9.595980750371820023e-02,8.570243026310458978e-01,8.260726200081328630e-01
3.559947114366417975e-01,4.229223239327116746e-01,9.849013808559091421e-03,8.338142627865574585e-01,1.839243835883323103e-02
1.391407607551136349e+00,4.360827746192264542e-01,5.607285643456957902e-02,8.644522134536163360e-01,5.814284247065476530e-01
1.917076165031417423e+00,7.714868123214559115e-02,6.389548314339647296e-03,7.946609288967541040e-01,7.561156219437940029e-01
5.532556479726534748e-01,4.321104144690630644e-01,9.196839233838470518e-02,9.077459075685875289e-01,3.510245109724556833e-01
