t,V,IL,phi,Tth,dV_dt
1.355471094218843859e+02,1.044712440730297454e+00,-9.830323176493744874e-01,-1.162107448636841012e+00,2.299034397377577310e+00,1.547877638085504381e+00
1.355871174234846990e+02,1.105351021726330263e+00,-9.344781338156902262e-01,-1.106257994034158809e+00,2.295995137980147760e+00,1.482165786355733150e+00
1.356271254250850120e+02,1.163214247124734868e+00,-8.846399869282342010e-01,-1.048697340182647153e+00,2.292353336703476518e+00,1.409322429817926770e+00
1.356671334266853535e+02,1.218039869274891052e+00,-8.336391427050102720e-01,-9.895583961454940125e-01,2.288129726332440494e+00,1.330520994017397651e+00
1.357071414282856665e+02,1.269614664032948870e+00,-7.816003738110890442e-01,-9.289818949208714649e-01,2.283348796982402895e+00,1.247029730723688390e+00
1.357471494298859795e+02,1.317777022758048089e+00,-7.286500829041502314e-01,-8.671142863497086628e-01,2.278038511278240197e+00,1.160150126036409546e+00
1.357871574314862926e+02,1.362417131368220069e+00,-6.749146065911915127e-01,-8.041057230215049589e-01,2.272229983258085895e+00,1.071159901882500654e+00
1.358271654330866340e+02,1.403474927947091500e+00,-6.205185369734688150e-01,-7.401079497242354366e-01,2.265957110513407979e+00,9.812645884206481206e-01
1.358671734346869471e+02,1.440936612414759121e+00,-5.655833861106560612e-01,-6.752725136946523543e-01,2.259256210214268812e+00,8.915600603880858843e-01
1.359071814362872601e+02,1.474829418977664286e+00,-5.102263333139407386e-01,-6.097489617613155444e-01,2.252165610908879678e+00,8.030074145884492642e-01
1.359471894378875731e+02,1.505216314447470172e+00,-4.545593705197686907e-01,-5.436834883705952137e-01,2.244725288314580958e+00,7.164187582589757186e-01
1.359871974394879146e+02,1.532189471000336090e+00,-3.986885330164447461e-01,-4.772175853997266959e-01,2.236976461938640526e+00,6.324539409300484749e-01
1.360272054410882276e+02,1.555864622439090406e+00,-3.427135507005721893e-01,-4.104872199221236695e-01,2.228961246906525417e+00,5.516245477521563023e-01
1.360672134426885407e+02,1.576375116141100374e+00,-2.867275089885091832e-01,-3.436219796154221795e-01,2.220722306990704720e+00,4.743043656841214872e-01
1.361072214442888537e+02,1.593866747291900365e+00,-2.308168564408979995e-01,-2.767446522547012400e-01,2.212302535146975391e+00,4.007434988658381547e-01
1.361472294458891952e+02,1.608493085190358052e+00,-1.750614590065673604e-01,-2.099708737738009978e-01,2.203744763704934329e+00,3.310846055388227405e-01
1.361872374474895082e+02,1.620411575157651107e+00,-1.195348230046368171e-01,-1.434090129507016309e-01,2.195091504285987760e+00,2.653796433360442464e-01
1.362272454490898212e+02,1.629780166663566954e+00,-6.430439816884915560e-02,-7.716017208727454779e-02,2.186384708875897864e+00,2.036063703365298960e-01
1.362672534506901343e+02,1.636754710964671178e+00,-9.431931820828586693e-03,-1.131830074352087323e-02,2.177665567340114183e+00,1.456834908998501099e-01
1.363072614522904757e+02,1.641486851766271737e+00,4.502611773488109093e-02,5.402959011300492720e-02,2.168974324451494518e+00,9.148436924977014495e-02
1.363472694538907888e+02,1.644122459963034633e+00,9.901815555506046640e-02,1.188031557234234120e-01,2.160350123974826175e+00,4.084891654042182435e-02
1.363872774554911018e+02,1.644800504126719964e+00,1.524970137346605414e-01,1.829283942823264897e-01,2.151830874578577468e+00,-6.406318512273159044e-03
1.364272854570914149e+02,1.643652287965312819e+00,2.054195185111133137e-01,2.463372914795387003e-01,2.143453135695182699e+00,-5.047978478966425736e-02
1.364672934586917563e+02,1.640800990905018297e+00,2.577460738196113432e-01,3.089674503589983634e-01,2.135252021520098520e+00,-9.157815425784503194e-02
1.365073014602920694e+02,1.636361451100858400e+00,3.094402629694487650e-01,3.707617115585368217e-01,2.127261121178868564e+00,-1.299109546202688314e-01
1.365473094618923824e+02,1.630440138461580535e+00,3.604684691185192635e-01,4.316677688778463584e-01,2.119512432040867367e+00,-1.656864160144654596e-01
1.365873174634926954e+02,1.623135270265613661e+00,4.107995373439801146e-01,4.916378087109467554e-01,2.112036305775284895e+00,-1.991083587275287170e-01
1.366273254650930369e+02,1.614537037032776956e+00,4.604044446381955757e-01,5.506281377291079027e-01,2.104861405121102536e+00,-2.303739248250315508e-01
1.366673334666933499e+02,1.604727904365444102e+00,5.092560171507202194e-01,6.085988481006353590e-01,2.098014667930901300e+00,-2.596720256748792366e-01
1.367073414682936630e+02,1.593782957114266763e+00,5.573286635426430990e-01,6.655134859993271368e-01,2.091521281452673353e+00,-2.871823303670288929e-01
1.367473494698939760e+02,1.581770294713332969e+00,6.045981380246183701e-01,7.213387406041129601e-01,2.085404659864289911e+00,-3.130747287388285227e-01
1.367873574714943175e+02,1.568751408638156875e+00,6.510413341847192115e-01,7.760441612380517551e-01,2.079686430484723569e+00,-3.375091019586304864e-01
1.368273654730946305e+02,1.554781605865157568e+00,6.966360931560755532e-01,8.296018773833695459e-01,2.074386421274571735e+00,-3.606354047827178277e-01
1.368673734746949435e+02,1.539910375350501015e+00,7.413610435868798199e-01,8.819863551138822366e-01,2.069522655873200723e+00,-3.825938901572229489e-01
1.369073814762952566e+02,1.524181795373069859e+00,7.851954565617191850e-01,9.331741581789702034e-01,2.065111346986797880e+00,-4.035155392118143780e-01
1.369473894778955980e+02,1.507634870165056151e+00,8.281191159052315731e-01,9.831437284850649272e-01,2.061166899855260581e+00,-4.235225264976678616e-01
1.369873974794959111e+02,1.490303890593465352e+00,8.701122193485675282e-01,1.031875196730865696e+00,2.057701907199492641e+00,-4.427288178745509839e-01
1.370274054810962241e+02,1.472218738263830096e+00,9.111552689241030345e-01,1.079350174976775989e+00,2.054727161312645212e+00,-4.612407492093556494e-01
1.370674134826965371e+02,1.453405180874815406e+00,9.512290082218401999e-01,1.125551612372083898e+00,2.052251649470508088e+00,-4.791576743576929087e-01
1.371074214842968786e+02,1.433885149474646070e+00,9.903143351362250213e-01,1.170463603401192154e+00,2.050282570336258381e+00,-4.965725925916751882e-01
1.371474294858971916e+02,1.413676956010829544e+00,1.028392255965220103e+00,1.214071267993642289e+00,2.048825336304957112e+00,-5.135727673462701093e-01
1.371874374874975047e+02,1.392795542986833501e+00,1.065443828565555640e+00,1.256360594116398222e+00,2.047883583888918668e+00,-5.302403660495258464e-01
1.372274454890978177e+02,1.371252641277356021e+00,1.101450117425077480e+00,1.297318312706041699e+00,2.047459191890340868e+00,-5.466530265763199781e-01
1.372674534906981592e+02,1.349056967340997115e+00,1.136392163754808227e+00,1.336931786686268886e+00,2.047552281289127585e+00,-5.628844625529262347e-01
1.373074614922984722e+02,1.326214355633887232e+00,1.170250944630175871e+00,1.375188876002486849e+00,2.048161244181508689e+00,-5.790049948206632546e-01
1.373474694938987852e+02,1.302727880400766036e+00,1.203007352162984489e+00,1.412077851831524899e+00,2.049282748589360992e+00,-5.950820822275284527e-01
1.373874774954990983e+02,1.278597977192705626e+00,1.234642164878289483e+00,1.447587276068565743e+00,2.050911758009595243e+00,-6.111808274149965747e-01
1.374274854970994397e+02,1.253822502362642366e+00,1.265136026959394089e+00,1.481705910710240826e+00,2.053041557282766938e+00,-6.273644359881528354e-01
1.374674934986997528e+02,1.228396826163778544e+00,1.294469426664240252e+00,1.514422623882892838e+00,2.055663758107393324e+00,-6.436946755169072887e-01
1.375075015003000658e+02,1.202313862829826885e+00,1.322622676483651283e+00,1.545726287319664660e+00,2.058768337200144405e+00,-6.602322834784762895e-01
1.375475095019003788e+02,1.175564110684352404e+00,1.349575894603916915e+00,1.575605700149686594e+00,2.062343648638997440e+00,-6.770373617840914626e-01
1.375875175035007203e+02,1.148135675359429619e+00,1.375308980820965754e+00,1.604049484600623909e+00,2.066376451146449522e+00,-6.941697339269294886e-01
1.376275255051010333e+02,1.120014260539970552e+00,1.399801602802261735e+00,1.631046010075424046e+00,2.070851943332108203e+00,-7.116892756661443720e-01
1.376675335067013464e+02,1.091183177954337280e+00,1.423033164686953844e+00,1.656583297423773304e+00,2.075753777852624715e+00,-7.296562030325356440e-01
1.377075415083016594e+02,1.061623311479256815e+00,1.444982790708392528e+00,1.680648930256037010e+00,2.081064109451454147e+00,-7.481313276107001142e-01
1.377475495099020009e+02,1.031313100763881607e+00,1.465629297551109378e+00,1.703229974738129870e+00,2.086763616014736922e+00,-7.671762617136068663e-01
1.377875575115023139e+02,1.000228501205307818e+00,1.484951160687022487e+00,1.724312873919179312e+00,2.092831538214063425e+00,-7.868535610704404659e-01
1.378275655131026269e+02,9.683429431213773642e-01,1.502926497801511108e+00,1.743883375849481832e+00,2.099245723175517497e+00,-8.072268197275868085e-01
1.378675735147029400e+02,9.356272950234703067e-01,1.519533019418187747e+00,1.761926423291507504e+00,2.105982651430001962e+00,-8.283606532463584360e-01
1.379075815163032530e+02,9.020498180927545295e-01,1.534748010456123080e+00,1.778426070416542215e+00,2.113017497260278876e+00,-8.503206137910831464e-01
1.379475895179035945e+02,8.675761375806850806e-01,1.548548287375951515e+00,1.793365389187498993e+00,2.120324159236644856e+00,-8.731729591334587148e-01
1.379875975195039075e+02,8.321692187452712774e-01,1.560910157675296395e+00,1.806726359968437112e+00,2.127875318080188816e+00,-8.969842743525310302e-01
1.380276055211042205e+02,7.957893675987844917e-01,1.571809399234280979e+00,1.818489799271037599e+00,2.135642488942885109e+00,-9.218209253589476626e-01
1.380676135227045336e+02,7.583942461564768811e-01,1.581221200594794096e+00,1.828635237604386843e+00,2.143596066762508467e+00,-9.477482513820215670e-01
1.381076215243048750e+02,7.199389514572875903e-01,1.589120151880354603e+00,1.837140848116324499e+00,2.151705402356199226e+00,-9.748295163514442141e-01
1.381476295259051881e+02,6.803760958442253148e-01,1.595480198398931293e+00,1.843983347426726649e+00,2.159938847057497391e+00,-1.003124508191765907e+00
1.381876375275055011e+02,6.396560184591962850e-01,1.600274620218483657e+00,1.849137904430706802e+00,2.168263835117280713e+00,-1.032687722914192863e+00
1.382276455291058141e+02,5.977270134192670392e-01,1.603476031898765308e+00,1.852578088279365875e+00,2.176646950983557538e+00,-1.063566116245499238e+00
1.382676535307061556e+02,5.545356719053249339e-01,1.605056351650051560e+00,1.854275771584279697e+00,2.185053999615194975e+00,-1.095796253712278734e+00
1.383076615323064686e+02,5.100274453118592843e-01,1.604986850156865374e+00,1.854201114482439516e+00,2.193450110468480485e+00,-1.129400805442472455e+00
1.383476695339067817e+02,4.641471360302517057e-01,1.603238157689815147e+00,1.852322519918680799e+00,2.201799804438807850e+00,-1.164384407350935735e+00
1.383876775355070947e+02,4.168398870678116652e-01,1.599780338167658744e+00,1.848606635583364577e+00,2.210067112040544401e+00,-1.200728509019117762e+00
1.384276855371074362e+02,3.680521542991174178e-01,1.594583002142283101e+00,1.843018416715884733e+00,2.218215678939172264e+00,-1.238385512511190667e+00
1.384676935387077492e+02,3.177328021155802484e-01,1.587615390963219353e+00,1.835521156087305705e+00,2.226208861250987603e+00,-1.277272059584801056e+00
1.385077015403080622e+02,2.658351766349146272e-01,1.578846638624443743e+00,1.826076686854067432e+00,2.234009894592366763e+00,-1.317260920832468152e+00
1.385477095419083753e+02,2.123185379634523473e-01,1.568245964135210002e+00,1.814645544219326112e+00,2.241582002784705985e+00,-1.358172811979475147e+00
1.385877175435087167e+02,1.571504795891728312e-01,1.555782986262420842e+00,1.801187242890044171e+00,2.248888557801995258e+00,-1.399767100037411671e+00
1.386277255451090298e+02,1.003097801290561558e-01,1.541428158853731745e+00,1.785660696811642412e+00,2.255893266801975994e+00,-1.441732212939059066e+00
1.386677335467093428e+02,4.178907134352831398e-02,1.525153195149347551e+00,1.768024645892223301e+00,2.262560334971235321e+00,-1.483676779791152089e+00
1.387077415483096559e+02,-1.840147799209314317e-02,1.506931695785970415e+00,1.748238312362627944e+00,2.268854688227381455e+00,-1.525121260158763592e+00
1.387477495499099973e+02,-8.023076067188249227e-02,1.486739782236405016e+00,1.726262088012236795e+00,2.274742179087426042e+00,-1.565492073622488878e+00
1.387877575515103103e+02,-1.436426823677715015e-01,1.464556918390861773e+00,1.702058454775819518e+00,2.280189839771579408e+00,-1.604118621200695483e+00
1.388277655531106234e+02,-2.085524840399883839e-01,1.440366753131369304e+00,1.675592959134841298e+00,2.285166127317365348e+00,-1.640235303547162182e+00
1.388677735547109364e+02,-2.748429490582438017e-01,1.414158115099376278e+00,1.646835399768682429e+00,2.289641207383037891e+00,-1.672989489063477553e+00
1.389077815563112779e+02,-3.423612733876754688e-01,1.385926038278529671e+00,1.615761093174787444e+00,2.293587237060709327e+00,-1.701457223549635023e+00
1.389477895579115909e+02,-4.109166500454893844e-01,1.355672832960158392e+00,1.582352248902020309e+00,2.296978667692863851e+00,-1.724667518287407164e+00
1.389877975595119040e+02,-4.802790199029899343e-01,1.323409175047499442e+00,1.546599424023666902e+00,2.299792550254069035e+00,-1.741635730943146054e+00
1.390278055611122170e+02,-5.501793450703548194e-01,1.289155101319384489e+00,1.508502937876567529e+00,2.302008840153695335e+00,-1.751405415101392915e+00
1.390678135627125585e+02,-6.203116956750553967e-01,1.252940950253733199e+00,1.468074294344691166e+00,2.303610698060824635e+00,-1.753096934261822781e+00
1.391078215643128715e+02,-6.903373309853666484e-01,1.214808060492021058e+00,1.425337388710184561e+00,2.304584767560726277e+00,-1.745959588223135128e+00
1.391478295659131845e+02,-7.598909563805399392e-01,1.174809300162769743e+00,1.380329586702945033e+00,2.304921433683424059e+00,-1.729423115540117184e+00
1.391878375675134976e+02,-8.285888025922911737e-01,1.133009233659986625e+00,1.333102425902039645e+00,2.304615036695113695e+00,-1.703143208586056723e+00
1.392278455691138390e+02,-8.960384853840406283e-01,1.089484010693990701e+00,1.283722034875768747e+00,2.303664046421573186e+00,-1.667036036833550616e+00
1.392678535707141521e+02,-9.618497902708552649e-01,1.044320840695306618e+00,1.232269074925955277e+00,2.302071174222664052e+00,-1.621297044621073935e+00
1.393078615723144651e+02,-1.025645962157008650e+00,9.976171520098559009e-01,1.178838303110811614e+00,2.299843428745071972e+00,-1.566401236785309070e+00
1.393478695739147781e+02,-1.087074547658157142e+00,9.494793818354427817e-01,1.123537661695527490e+00,2.296992097769018137e+00,-1.503084070999926469e+00
1.393878775755151196e+02,-1.145817148591877999e+00,9.000215103124711291e-01,1.066487001052965899e+00,2.293532668840048139e+00,-1.432304669003112041e+00
1.394278855771154326e+02,-1.201597372352035453e+00,8.493633789354549934e-01,1.007816459404549114e+00,2.289484674688116783e+00,-1.355195141287118377e+00
1.394678935787157457e+02,-1.254186618206588388e+00,7.976288695848263721e-01,9.476645746500762524e-01,2.284871483515081181e+00,-1.273001308085627947e+00
1.395079015803160587e+02,-1.303407357859079241e+00,7.449440965194122910e-01,8.861762912539485892e-01,2.279720029254405311e+00,-1.187020857704647936e+00
1.395479095819164002e+02,-1.349134016437678163e+00,6.914355721497978946e-01,8.235008192580983710e-01,2.274060495490698219e+00,-1.098544391564261202e+00
1.395879175835167132e+02,-1.391291684367064407e+00,6.372286076630772067e-01,7.597896575283568099e-01,2.267925971948825836e+00,-1.008804012087811453e+00
1.396279255851170262e+02,-1.429852782125465849e+00,5.824457680495553902e-01,6.951945673619859267e-01,2.261352070051964702e+00,-9.189324763664263873e-01
1.396679335867173393e+02,-1.464832701435594631e+00,5.272056945954766149e-01,6.298659134816515515e-01,2.254376552084273122e+00,-8.299339836084399513e-01
1.397079415883176807e+02,-1.496283950833657617e+00,4.716220226682828476e-01,5.639510143437765910e-01,2.247038922624800872e+00,-7.426672222237451493e-01
1.397479495899179938e+02,-1.524290540057636534e+00,4.158027010237153598e-01,4.975929613768690363e-01,2.239380064844770590e+00,-6.578383826324946115e-01
1.397879575915183068e+02,-1.548961554038754018e+00,3.598493940611003361e-01,4.309294610697477212e-01,2.231441856114807720e+00,-5.760036186465452568e-01
1.398279655931186198e+02,-1.570425561617195598e+00,3.038572549566417313e-01,3.640921422853810596e-01,2.223266827042587490e+00,-4.975775049593439969e-01
1.398679735947189613e+02,-1.588825041751542599e+00,2.479147496821828556e-01,2.972059006050213337e-01,2.214897832052862725e+00,-4.228463695634538944e-01
1.399079815963192743e+02,-1.604311674827418877e+00,1.921037445852634140e-01,2.303885897404618910e-01,2.206377753102750194e+00,-3.519839201151178099e-01
1.399479895979195874e+02,-1.617042060381087998e+00,1.364996651895419300e-01,1.637508053591226753e-01,2.197749223694336784e+00,-2.850681531044652051e-01
1.399879975995199004e+02,-1.627174329597862457e+00,8.117177645731495084e-02,9.739586584530995905e-02,2.189054391999716742e+00,-2.220978145176943641e-01
1.400280056011202419e+02,-1.634865216167717294e+00,2.618353091291576035e-02,3.141989245223032745e-02,2.180334700937697878e+00,-1.630081624557928599e-01
1.400680136027205549e+02,-1.640267839034274644e+00,-2.840703963030725282e-02,-3.408800747113917978e-02,2.171630702154898618e+00,-1.076850917908362126e-01
1.401080216043208679e+02,-1.643529975414260269e+00,-8.254689854318057740e-02,-9.904548193140681744e-02,2.162981891677218993e+00,-5.597759587777714069e-02
1.401480296059211810e+02,-1.644792803213448007e+00,-1.361875688925205385e-01,-1.633766238498534085e-01,2.154426569160969862e+00,-7.708407480774365217e-03
1.401880376075215224e+02,-1.644190033373734039e+00,-1.892847005060008247e-01,-2.270116262980672039e-01,2.146001717983916368e+00,3.731712262447151041e-02
1.402280456091218355e+02,-1.641847364839104761e+00,-2.417976446940130475e-01,-2.898864121425317464e-01,2.137742903846661768e+00,7.930378031646823089e-02
1.402680536107221485e+02,-1.637882199310698450e+00,-2.936890525433402122e-01,-3.519422594677634741e-01,2.129684190089661477e+00,1.184607124697476255e-01
1.403080616123224615e+02,-1.632403560429336986e+00,-3.449244906571699021e-01,-4.131254190947942773e-01,2.121858067676394288e+00,1.549969223678649144e-01
1.403480696139228030e+02,-1.625512172956403045e+00,-3.954720822249356837e-01,-4.733867370087846971e-01,2.114295396976391128e+00,1.891178551664580432e-01
1.403880776155231160e+02,-1.617300653544657019e+00,-4.453021883700005734e-01,-5.326813015426046238e-01,2.107025361490683757e+00,2.210228937640021096e-01
1.404280856171234291e+02,-1.607853797028658605e+00,-4.943870944019396196e-01,-5.909680768972443987e-01,2.100075430643676189e+00,2.509035951657704322e-01
1.404680936187237421e+02,-1.597248908482565399e+00,-5.427007544673567718e-01,-6.482095901482217704e-01,2.093471329229234623e+00,2.789425384715871203e-01
1.405081016203240836e+02,-1.585556181433766865e+00,-5.902185312203798162e-01,-7.043715963282104475e-01,2.087237016791368305e+00,3.053126372532147803e-01
1.405481096219243966e+02,-1.572839090098424819e+00,-6.369169937454581820e-01,-7.594228030049606781e-01,2.081394667776238716e+00,3.301768471182623954e-01
1.405881176235247096e+02,-1.559154788586007312e+00,-6.827737078131659310e-01,-8.133345730741839974e-01,2.075964663070430039e+00,3.536881342008900142e-01
1.406281256251250227e+02,-1.544554508515157965e+00,-7.277670819726330675e-01,-8.660806890757073440e-01,2.070965577322255502e+00,3.759896919818911387e-01
1.406681336267253641e+02,-1.529083942423937970e+00,-7.718761990371494353e-01,-9.176370889420648602e-01,2.066414179876389312e+00,3.972152823608543493e-01
1.407081416283256772e+02,-1.512783609982467414e+00,-8.150807051584741947e-01,-9.679816717851325025e-01,2.062325426415350105e+00,4.174897233714311984e-01
1.407481496299259902e+02,-1.495689213200231293e+00,-8.573606747196680367e-01,-1.017094060500532748e+00,2.058712466948646735e+00,4.369294273570746290e-01
1.407881576315263032e+02,-1.477831943787536462e+00,-8.986965324054679849e-01,-1.064955444327651435e+00,2.055586641662746850e+00,4.556429976807496729e-01
1.408281656331266447e+02,-1.459238810223359772e+00,-9.390689510794190120e-01,-1.111548370777792005e+00,2.052957491124923539e+00,4.737318647727774001e-01
1.408681736347269577e+02,-1.439932877717603699e+00,-9.784587896818903729e-01,-1.156856605722059506e+00,2.050832760927153053e+00,4.912908942006150026e-01
1.409081816363272708e+02,-1.419933553940805782e+00,-1.016847028832429167e+00,-1.200864970592933068e+00,2.049218406442711249e+00,5.084090513757228980e-01
1.409481896379275838e+02,-1.399256781335525890e+00,-1.054214711654328784e+00,-1.243559196419302681e+00,2.048118611301725345e+00,5.251699870759385380e-01
1.409881976395279253e+02,-1.377915258688715561e+00,-1.090542909221653867e+00,-1.284925809199357172e+00,2.047535785375082629e+00,5.416526705957371846e-01
1.410282056411282383e+02,-1.355918611800282836e+00,-1.125812670213041322e+00,-1.324951981219595565e+00,2.047470590227918219e+00,5.579319563362566958e-01
1.410682136427285513e+02,-1.333273534406390626e+00,-1.160004995727256460e+00,-1.363625438629019637e+00,2.047921944699373498e+00,5.740791416412814874e-01
1.411082216443288644e+02,-1.309983944067649064e+00,-1.193100806859354712e+00,-1.400934335779159490e+00,2.048887039785574959e+00,5.901625141047285306e-01
1.411482296459292058e+02,-1.286051063507704040e+00,-1.225080918697107890e+00,-1.436867154544090752e+00,2.050361364503045625e+00,6.062478391780616871e-01
1.411882376475295189e+02,-1.261473537643072129e+00,-1.255926019384449255e+00,-1.471412610802113052e+00,2.052338708834445136e+00,6.223988590043528779e-01
1.412282456491298319e+02,-1.236247490303076235e+00,-1.285616646446049671e+00,-1.504559543864481652e+00,2.054811198661080862e+00,6.386777343011380559e-01
1.412682536507301450e+02,-1.210366579306613177e+00,-1.314133169357863506e+00,-1.536296839595310937e+00,2.057769308252573648e+00,6.551454745148301839e-01
1.413082616523304864e+02,-1.183822046320251120e+00,-1.341455765869197458e+00,-1.566613325157231618e+00,2.061201882175843547e+00,6.718623370274636741e-01
1.413482696539307994e+02,-1.156602720533210782e+00,-1.367564407634106027e+00,-1.595497688143791670e+00,2.065096170640975171e+00,6.888881944374865007e-01
1.413882776555311125e+02,-1.128695047735910117e+00,-1.392438833140949184e+00,-1.622938385578356790e+00,2.069437840139845441e+00,7.062828731988528563e-01
1.414282856571314255e+02,-1.100083069422479465e+00,-1.416058530233819557e+00,-1.648923550402634941e+00,2.074211017765332787e+00,7.241064561988116433e-01
1.414682936587317670e+02,-1.070748415526755704e+00,-1.438402713577754843e+00,-1.673440915363643811e+00,2.079398312376005364e+00,7.424195507836268693e-01
1.415083016603320800e+02,-1.040670279153732780e+00,-1.459450292192098875e+00,-1.696477707973716331e+00,2.084980847329938491e+00,7.612835013775417492e-01
1.415483096619323931e+02,-1.009825376745147052e+00,-1.479179855174318492e+00,-1.718020577523818426e+00,2.090938304746674525e+00,7.807605686253198396e-01
1.415883176635327061e+02,-9.781879194043338055e-01,-1.497569627618554167e+00,-1.738055491405221531e+00,2.097248947373166139e+00,8.009140194737791596e-01
1.416283256651330191e+02,-9.457295611862305273e-01,-1.514597450383931010e+00,-1.756567647276044308e+00,2.103889675055119923e+00,8.218081647697512704e-01
1.416683336667333606e+02,-9.124193666455029383e-01,-1.530240744400914066e+00,-1.773541387002554259e+00,2.110836054455928590e+00,8.435082893353836875e-01
1.417083416683336736e+02,-8.782237699313917290e-01,-1.544476467210250226e+00,-1.788960084478808277e+00,2.118062368689749952e+00,8.660804614770903909e-01
1.417483496699339867e+02,-8.431065532355543901e-01,-1.557281094901601604e+00,-1.802806074228432198e+00,2.125541670075385969e+00,8.895912243812645892e-01
1.417883576715342997e+02,-8.070288314545991382e-01,-1.568630562468925627e+00,-1.815060531536991650e+00,2.133245818038913999e+00,9.141070761510713405e-01
1.418283656731346412e+02,-7.699490777116697604e-01,-1.578500247930957778e+00,-1.825703392853887275e+00,2.141145551111605982e+00,9.396937720180615905e-01
1.418683736747349542e+02,-7.318231558457165553e-01,-1.586864927752469345e+00,-1.834713260120828471e+00,2.149210528184515745e+00,9.664153468652657564e-01
1.419083816763352672e+02,-6.926044319554333084e-01,-1.593698741717730183e+00,-1.842067295693659235e+00,2.157409401179196884e+00,9.943328138099252200e-01
1.419483896779355803e+02,-6.522439190750271010e-01,-1.598975186330579001e+00,-1.847741163344722271e+00,2.165709880447205915e+00,1.023502516006429053e+00
1.419883976795359217e+02,-6.106904845639662405e-01,-1.602667068021488950e+00,-1.851708917551976086e+00,2.174078795125318209e+00,1.053973990445201014e+00
1.420284056811362348e+02,-5.678912354605271107e-01,-1.604746527173571025e+00,-1.853942962094407898e+00,2.182482189154719698e+00,1.085787303551422278e+00
1.420684136827365478e+02,-5.237918594201822486e-01,-1.605185026386692915e+00,-1.854413986237898104e+00,2.190885381975914203e+00,1.118969824079405928e+00
1.421084216843368608e+02,-4.783373224689955738e-01,-1.603953382094395863e+00,-1.853090923424065561e+00,2.199253073157763971e+00,1.153532166259210401e+00
1.421484296859372023e+02,-4.314725821097438185e-01,-1.601021837867824482e+00,-1.849940971992010574e+00,2.207549437675038639e+00,1.189463460507148795e+00
1.421884376875375153e+02,-3.831434336867112211e-01,-1.596360105828079856e+00,-1.844929577580996405e+00,2.215738212687978770e+00,1.226725772763933353e+00
1.422284456891378284e+02,-3.332980513441209935e-01,-1.589937545631358695e+00,-1.838020546613119865e+00,2.223782845430736455e+00,1.265247317842489005e+00
1.422684536907381414e+02,-2.818881206671802753e-01,-1.581723298467095251e+00,-1.829176141920460408e+00,2.231646589380142043e+00,1.304915253230406025e+00
1.423084616923384829e+02,-2.288707815952199243e-01,-1.571686507830203361e+00,-1.818357250496348998e+00,2.239292647635091615e+00,1.345567239484349420e+00
1.423484696939387959e+02,-1.742109930677562257e-01,-1.559796658740502329e+00,-1.805523688921521597e+00,2.246684341948449237e+00,1.386982271835163427e+00
1.423884776955391089e+02,-1.178836521754484390e-01,-1.546023880175750653e+00,-1.790634486896648614e+00,2.253785248585281398e+00,1.428871613426399456e+00
1.424284856971394220e+02,-5.987690948389943341e-02,-1.530339459674822544e+00,-1.773648396326571897e+00,2.260559405187129389e+00,1.470869158531040277e+00
1.424684936987397634e+02,-1.951259048933728923e-04,-1.512716341135161846e+00,-1.754524407119137042e+00,2.266971490834016834e+00,1.512523163612394583e+00
1.425085017003400765e+02,6.113734992983623634e-02,-1.493129806589553299e+00,-1.733222478336659211e+00,2.272987053024742021e+00,1.553289263861392433e+00
1.425485097019403895e+02,1.240725258647914359e-01,-1.471558199157004143e+00,-1.709704340459783367e+00,2.278572733479299117e+00,1.592526631335377640e+00
1.425885177035407025e+02,1.885347932735477461e-01,-1.447983792762682853e+00,-1.683934491492661945e+00,2.283696526832887042e+00,1.629498180005866104e+00
1.426285257051410440e+02,2.544172415475140503e-01,-1.422393724255104797e+00,-1.655881298757198028e+00,2.288328044983789944e+00,1.663376633218767831e+00
1.426685337067413570e+02,3.215782612795279327e-01,-1.394781009770886815e+00,-1.625518241219584770e+00,2.292438803953037230e+00,1.693257697002657158e+00
1.427085417083416701e+02,3.898388606326186334e-01,-1.365145627988598953e+00,-1.592825280344428274e+00,2.296002521880202263e+00,1.718181654976931760e+00
1.427485497099419831e+02,4.589810430340459657e-01,-1.333495568677535825e+00,-1.557790246608475648e+00,2.298995419227007453e+00,1.737163955169351182e+00
1.427885577115423246e+02,5.287475830462056159e-01,-1.299847916824181437e+00,-1.520410341662941089e+00,2.301396533306881764e+00,1.749234650317700313e+00
1.428285657131426376e+02,5.988434615384591320e-01,-1.264229755078950967e+00,-1.480693483823070311e+00,2.303188009757515697e+00,1.753485108382399016e+00
1.428685737147429506e+02,6.689394834638431320e-01,-1.226679004913225679e+00,-1.438659675818009021e+00,2.304355401031776829e+00,1.749119626291406382e+00
1.429085817163432637e+02,7.386776087699731264e-01,-1.187244959207921058e+00,-1.394342048809558365e+00,2.304887919160433007e+00,1.735507454990948384e+00
1.429485897179436051e+02,8.076788581019889168e-01,-1.145988608500461137e+00,-1.347787758827674098e+00,2.304778675938843335e+00,1.712230906956067056e+00
1.429885977195439182e+02,8.755522556705674919e-01,-1.102982590089662818e+00,-1.299058443173047417e+00,2.304024860523442797e+00,1.679123607886174208e+00
1.430286057211442312e+02,9.419058384934552164e-01,-1.058310803232417996e+00,-1.248230348433638559e+00,2.302627878995687993e+00,1.636294622692331391e+00
