S,H,theta,theta_noisy
1.867690796975580048e+00,3.668661304205012907e+00,1.470923493682962047e+00,1.453008625002920162e+00
4.846294679391808025e+00,2.606607216340816269e+00,1.227645190104845963e+00,1.223611729403349946e+00
3.717278526027199437e+00,4.836497609240489659e+00,1.552952808643907279e+00,1.547865202086736724e+00
4.169610648183308954e-01,2.861532427165005554e+00,5.637669541336517431e-01,5.600686818560337565e-01
7.510556701993543527e+00,2.859684703663056826e-01,7.313797077312917949e-01,7.367674810505145944e-01
9.706262012542969941e+00,3.955341091528875586e-01,7.164477466714388454e-01,7.100733257327233039e-01
9.712629851522684987e+00,7.867841866434077680e-01,7.814064029073751749e-01,7.851530132042849885e-01
7.529704329316342815e+00,1.422790975978268646e+00,9.350040739427964986e-01,9.308542385322784440e-01
9.654169647419616140e+00,3.917925507334012458e+00,1.153536486623355284e+00,1.148691792389187505e+00
6.586518022430282393e+00,4.907386934208216367e+00,1.370642082307140353e+00,1.351877345500225314e+00
2.171347359568091218e+00,1.016783846914322886e+00,1.085136418623795063e+00,1.088655634366680003e+00
3.893744902202177283e+00,5.592017674244033065e-01,9.028303490313444035e-01,9.084711550409990677e-01
6.035054628824247480e+00,1.644306742887094552e+00,1.030604803148605031e+00,1.020342568046898712e+00
5.126701138665221258e+00,3.923272200065548887e+00,1.355552825379311876e+00,1.349066167042639819e+00
8.338061111287879967e+00,4.353157867047936946e+00,1.238240894516838164e+00,1.219717872984581675e+00
8.839219686723192027e+00,1.358688724822099347e+00,8.866911540348136889e-01,8.823950860470850532e-01
3.965771399740970704e+00,3.682059554254804024e+00,1.412355983615726007e+00,1.400702429645396263e+00
3.807843612245550791e+00,3.099366561668553288e+00,1.358703494128325584e+00,1.361611503084888319e+00
3.666210580160710553e+00,2.436270817488269902e+00,1.288383851364794275e+00,1.286305139897207184e+00
3.160062420851354581e+00,1.233034358288372934e+00,1.119198667734552011e+00,1.124204710457866740e+00
5.159901729706127149e+00,4.632053573100201938e+00,1.427736910876790111e+00,1.418524400209319136e+00
2.922023538152231037e+00,3.302953798297262100e+00,1.437493788109585058e+00,1.419733029026430060e+00
4.094825708608716974e-01,1.219291979777348045e+00,4.250932397361867898e-01,4.232850540956247243e-01
2.351985176596505411e+00,2.340740868800932795e+00,1.336114010104350047e+00,1.329245465314276231e+00
4.961201636175896823e+00,3.541163003390262354e+00,1.325775064467853648e+00,1.342750525498864533e+00
3.665163819585992577e+00,3.439354091809280423e+00,1.407142932107096733e+00,1.408389815007308421e+00
6.545059577684513741e+00,2.928216142834478841e+00,1.163934686872049484e+00,1.177003669302373989e+00
9.018514885007862247e+00,3.145011947204213065e+00,1.090644547294567612e+00,1.094768645455242773e+00
6.703089450458529441e+00,2.932514065776199441e+00,1.156558895777140439e+00,1.152326777076394526e+00
5.501132737898464242e+00,3.932519110894054926e+00,1.332007062554346088e+00,1.315908456345252553e+00
5.271400518077198782e+00,3.623926325518251446e+00,1.313913065702315475e+00,1.310547171505457964e+00
6.179412955839604038e+00,1.287149448246291294e+00,9.671721349772923748e-01,9.722286287337937871e-01
4.474986017969957430e+00,4.644895669086630541e+00,1.477450095225180116e+00,1.477202248955360231e+00
1.450554609404129724e+00,3.195451092024049533e+00,1.346948390382881389e+00,1.349165222736053105e+00
9.619115621605464739e+00,1.592353510426341101e+00,8.990387292992741974e-01,9.010214050839508992e-01
4.181808438780121762e+00,2.517678278086401100e+00,1.262802646630122094e+00,1.248650740742192289e+00
7.054028725058209659e+00,4.662047976969635243e+00,1.322324263044178938e+00,1.324308982651389632e+00
9.455047775634808360e+00,8.728037895499073384e-01,7.998610703507904596e-01,7.909416618851236036e-01
2.488402791052459317e+00,1.709399651920878505e+00,1.238829618322288884e+00,1.237392746457617543e+00
2.861205017680324758e+00,1.097301994641805223e+00,1.098864425797633215e+00,1.111272578828466751e+00
1.982780153486463526e+00,8.997564138675633316e-01,1.044320961414662463e+00,1.023830162388834397e+00
6.846739043662084967e+00,1.307367181722635774e+00,9.424990007115972013e-01,9.389302128350789367e-01
2.274250241410169959e+00,3.094351555733928727e+00,1.428500318873030750e+00,1.430897991852327911e+00
2.401271347448601823e+00,4.296374802414665295e-01,9.000208547337253950e-01,9.096406843048008284e-01
1.387910957216293983e+00,3.248767286018782396e+00,1.334323132368492537e+00,1.334010910127509719e+00
6.015434836181000833e+00,3.517653489321412863e-01,7.775508114052810393e-01,7.684051024507867478e-01
1.759164802863617094e+00,1.886803960522352552e+00,1.241912828020311110e+00,1.248649589230082846e+00
2.448184846654618330e+00,9.577549391368204157e-01,1.070102138753618259e+00,1.074793425706612293e+00
6.507580859375141635e+00,2.474671980874306065e+00,1.114215160813684324e+00,1.095879942938662310e+00
9.634540822958896911e+00,2.438632983491753947e+00,9.977536508596360765e-01,9.974683809928195366e-01
4.622696237354104731e+00,3.727913714789012012e+00,1.369683689733495635e+00,1.351917734057298981e+00
5.829802613804072053e-02,3.433377736270804448e+00,2.871051695482693122e-01,2.602462455223617521e-01
5.618351029125745910e+00,2.233837591711019144e+00,1.133127879766995028e+00,1.122405717902353883e+00
2.323177970125380742e-01,4.879863464406380302e+00,4.244006756005005432e-01,4.142958543060173970e-01
4.099862466421196672e+00,3.213988880260325143e+00,1.350804666995542913e+00,1.328920486283192037e+00
9.892858281350735083e+00,2.617638536717772801e+00,1.011038778771567781e+00,1.028655926708151425e+00
1.890299574840191177e+00,4.010518091920380002e+00,1.509277181327918882e+00,1.495528914831815381e+00
2.067487432031228645e-01,2.600484942026249247e+00,3.468306494554833641e-01,3.497760095154466287e-01
3.804458633097577813e+00,4.822460869964352526e+00,1.545213929378302264e+00,1.551653922927183293e+00
5.636591584830401125e+00,2.726098270203948903e+00,1.191256374391739481e+00,1.212154882355463092e+00
7.745688381472716877e+00,3.849451710710489749e+00,1.208337682438580085e+00,1.204408478768284718e+00
9.959788961921436368e+00,2.444660885103212777e+00,9.906097838850936865e-01,1.006019560009092650e+00
9.925287046775061128e+00,3.890881566205825592e+00,1.143889084786649413e+00,1.132174311850885573e+00
1.325632382875019832e+00,3.485233403211426939e+00,1.337582133124548323e+00,1.336826511663236960e+00
9.530918421104866312e+00,3.418798645986820706e+00,1.105090206679857801e+00,1.100759627695347298e+00
3.077146136019335732e+00,4.865172330743084750e+00,1.597617193489097698e+00,1.587389878495514051e+00
3.495333975028802609e+00,2.283574893335722500e+00,1.279611746465365130e+00,1.282660408816790554e+00
6.093849554898547183e+00,6.910695843659855342e-01,8.517748536801843517e-01,8.704142029641536160e-01
8.632773126785902917e+00,3.831322230440764365e+00,1.174435562567316627e+00,1.195161764855591002e+00
5.297710046954179575e+00,1.741061649650724519e+00,1.084934927622296819e+00,1.091439386523974431e+00
7.126754054428539042e+00,2.944948104778326581e+00,1.138146337267235797e+00,1.126704570923818149e+00
8.366484504701796610e+00,1.745359097948583571e+00,9.515913826844741852e-01,9.433682684206189384e-01
2.318553750550095938e+00,1.983837771307882525e-01,8.342070862867589920e-01,8.400100280618780779e-01
1.934210200457280537e+00,4.795542403032495571e+00,1.594874947321594405e+00,1.600390558485055292e+00
1.754612231923476706e+00,6.439308749689367506e-01,9.451724051852853359e-01,9.505866646188823044e-01
5.686111953661895368e-01,3.274228761555514344e-01,3.834400514527389614e-01,3.805475960711385830e-01
1.582206693510000317e+00,7.446195147904040024e-01,9.574607837681530231e-01,9.482778286093213049e-01
3.414102516296315670e+00,4.723067709450571527e+00,1.562075503597447401e+00,1.566418020783582499e+00
1.838628565395391767e+00,4.702536835792354708e+00,1.575510001510718627e+00,1.575111716653537330e+00
6.454257023809304883e+00,9.316577272559761758e-01,8.901975137108487646e-01,9.041103026991785807e-01
5.892275791044173872e+00,4.441039379618198168e+00,1.361221371236026156e+00,1.354166248838252207e+00
8.211828929263582211e+00,2.156076278518564759e+00,1.006736155603391136e+00,1.015037440215294628e+00
5.667677948860123216e+00,2.441384796580912120e+00,1.155811925467584711e+00,1.169177036533079583e+00
1.685138393960168068e+00,3.396177098376455206e+00,1.418136239791178532e+00,1.437700328620493018e+00
4.633646942432209315e+00,3.793215133506598891e-01,8.259943672357958899e-01,8.453967855613905291e-01
9.598037263646356010e+00,4.063053710015990916e+00,1.169927705472074919e+00,1.159589086329779972e+00
6.855598240314546565e+00,4.568381722636767783e+00,1.322193514335816555e+00,1.310364932083687206e+00
8.791609198447714490e+00,3.590786249366304528e+00,1.144353263143744526e+00,1.145740077301474980e+00
8.420506358591421048e+00,2.488259446018272203e-01,7.102010859632468254e-01,7.014638396681146526e-01
3.018334375996645669e+00,3.410555761048539747e+00,1.444749853849494725e+00,1.420985782545527876e+00
2.893537458957632147e+00,3.715300977555815010e+00,1.484613133891776959e+00,1.499250730649413610e+00
6.094398946568970743e+00,4.281555043184784637e+00,1.332829407015524881e+00,1.337751231803433249e+00
5.063620748790219395e+00,3.450677656591867759e+00,1.308965001299742248e+00,1.319194095578527959e+00
6.589560303876115022e+00,4.320302701314371330e-01,7.796034632777780748e-01,7.814445208389839692e-01
8.510735729400392913e+00,3.536277026073924912e+00,1.147736225776997632e+00,1.159405426762920577e+00
3.349787365919905557e+00,9.212068103528956442e-01,1.031705615619582739e+00,1.034368580836920959e+00
9.091187612117735739e+00,4.113093235216686239e+00,1.189261204449282516e+00,1.190727286977742327e+00
9.536107753494247774e+00,1.412131935901703272e+00,8.774469324619338373e-01,8.966231123831127636e-01
1.541396848301351818e+00,2.456654511736078295e-01,7.948474840382250273e-01,7.833477211779772409e-01
6.632588378017269193e+00,1.694014852234118296e+00,1.009406733290747926e+00,1.014825965311447753e+00
8.960921053022016025e+00,1.635808050577827744e-01,6.904268210403989858e-01,6.746693408829975702e-01
1.798586650401837961e+00,1.067919385296512536e+00,1.079370622672768842e+00,1.094350691161200873e+00
6.672735429765183746e+00,4.008248999319270922e+00,1.273185526644353915e+00,1.270947719466022585e+00
6.973908500692803436e+00,2.549908731359205927e+00,1.100783354105192124e+00,1.088747166282522327e+00
7.242757003568111251e+00,1.781067276906115771e+00,9.955230061972906164e-01,9.773900811473780204e-01
9.817501747672013890e-01,7.918803460297226815e-01,7.897011836532996654e-01,7.874987804475723774e-01
9.124986555302041502e-01,2.677276921308302082e+00,1.040823148223109174e+00,1.060501217769951321e+00
9.062801207583442320e+00,1.605719311444399500e+00,9.141445657647898626e-01,9.190772626287572189e-01
3.803048710757883644e-01,4.604198639809000682e+00,5.941013062017633795e-01,5.784760228722103381e-01
3.529392147539146318e+00,3.947721061567774026e+00,1.472096140769369566e+00,1.451637901954949017e+00
4.271505019034161243e+00,3.947519004620024585e+00,1.418695620111982469e+00,1.446987964193763299e+00
9.940652441704642683e+00,1.503448709817917228e+00,8.807386518904609662e-01,8.749246064916843535e-01
5.328345307553592924e+00,4.865096041362045653e+00,1.440629996531446633e+00,1.425793660542821417e+00
9.622116094916050244e+00,1.186433465206627513e+00,8.443844440402166196e-01,8.456894209071569302e-01
5.175012796205590959e+00,3.765122089770397640e+00,1.335446739157685414e+00,1.341167367631873386e+00
8.948111117993560626e+00,3.563447996360541659e+00,1.136685155330045216e+00,1.152433942809127698e+00
4.519733230168939686e-01,3.916221274746026992e+00,6.550605991741599299e-01,6.529396348993434795e-01
8.587416683509554005e+00,3.988973659405773642e+00,1.192237446015934843e+00,1.184939700416335340e+00
8.385594358179078611e+00,3.500195130668108057e+00,1.148182485365256467e+00,1.154854395798048383e+00
4.025992119471494490e+00,2.451090468239763176e+00,1.265372704151868533e+00,1.257149046124354630e+00
9.349002654028423009e+00,3.420941757300504094e+00,1.110233082788054437e+00,1.113708931237981314e+00
2.307152743512975501e+00,2.704221046188488575e+00,1.382588237023397726e+00,1.384229163264409923e+00
1.545138908076680417e+00,1.077006357182736851e+00,1.049000559088794082e+00,1.058718652881779798e+00
7.299973688994735532e+00,1.119888435325348430e+00,8.950670079363926002e-01,8.878355989356373490e-01
5.148077352197452106e-01,4.391895996500292831e+00,7.602180596573722138e-01,7.532355331763286310e-01
3.219631465693609140e+00,2.452264768097995873e+00,1.319132059544454005e+00,1.321856769416755784e+00
9.937226033431562300e+00,2.758709680940248710e+00,1.025185429246949997e+00,1.029699790731635645e+00
6.748135045528088405e+00,2.036037645454453759e+00,1.049520672994993298e+00,1.034585572271957687e+00
7.931330994115645794e+00,4.711140494451866445e+00,1.289930043038226115e+00,1.281604054357431632e+00
3.813291397682247563e+00,9.873184436648682061e-01,1.026338132459044594e+00,1.027859066407821986e+00
4.138558291471022166e+00,3.950573214278473966e+00,1.428752306464115440e+00,1.424770109441610311e+00
8.957541655841458450e+00,4.967396280689412968e+00,1.280592723760933804e+00,1.303315019401290575e+00
7.149644194975291356e+00,1.883833155542241622e+00,1.012701838904812579e+00,1.019698146855664733e+00
2.823273065649132718e+00,2.771637366671749092e+00,1.379803604399218120e+00,1.392172024145529097e+00
4.293251613321495519e+00,1.672895181614261761e-01,7.893666944037787125e-01,7.883668057780759408e-01
3.871094853659938995e+00,3.890350726665499526e+00,1.441775612191718903e+00,1.442404631338436660e+00
9.774873960007420592e+00,1.942355981216418725e-01,6.852863464222728185e-01,6.862814875560967476e-01
6.248261737140030192e+00,1.799558633603795643e+00,1.042111326293762463e+00,1.052598447212245603e+00
5.982366521242293622e+00,2.272545406809795665e+00,1.117380325672815866e+00,1.113870244615890126e+00
2.894828696460813866e+00,4.204857288137175964e+00,1.537302558447444234e+00,1.552945939383472362e+00
2.275974178501105172e+00,3.931706409871341679e-01,8.871459356865704082e-01,8.795353763600528563e-01
5.046307645384301210e+00,2.241174875831677848e+00,1.169129008745104947e+00,1.178994997743943562e+00
2.034625406162442474e+00,4.533090267337111179e+00,1.575244030847160470e+00,1.577734521421829683e+00
6.913096637863772820e+00,3.520062607874707261e+00,1.209989467551886966e+00,1.206135629527986808e+00
4.299611948738277789e+00,7.588358725499786406e-01,9.421132001799982225e-01,9.578988577534459647e-01
4.817699193917515998e+00,2.868321536073992650e+00,1.260435754593929536e+00,1.270133350907941328e+00
1.458589839952894263e+00,4.423884443240434727e+00,1.474062732613877769e+00,1.472050212290829663e+00
8.384711122032642905e+00,1.214998260459718982e-01,6.923957584482427485e-01,6.844823162639437353e-01
8.683889354675425665e+00,3.465487298064094723e+00,1.134668719330134135e+00,1.142856594286487448e+00
6.031124229842210305e+00,4.270654601273880857e+00,1.335332657962897018e+00,1.327069483131191552e+00
7.003618875293972756e+00,3.450795766473385484e+00,1.198366693474417710e+00,1.203709969138598401e+00
2.169857017984945458e+00,2.752860873296557820e+00,1.386303951183999184e+00,1.377077068745881538e+00
1.247937681600855386e+00,2.060463031794531386e+00,1.152083545258473229e+00,1.152986693151694109e+00
8.466110353334670435e+00,2.386936452314055490e+00,1.025046667103898468e+00,1.016184049885828555e+00
3.546057698861975638e+00,1.814823777946908745e+00,1.207910829698353172e+00,1.205782634634208650e+00
4.098533078940626240e+00,2.379627508089329879e+00,1.251149734528990365e+00,1.267624129412162848e+00
4.454266574520623578e+00,3.745122228227434569e+00,1.383643231478948188e+00,1.400958420492404821e+00
9.687574020255661722e+00,4.822807593570936469e+00,1.245132945643754763e+00,1.240186304062462108e+00
9.083172497611942120e+00,1.027192599392740657e+00,8.318345144485603804e-01,8.289412047548663232e-01
5.711723409917786043e+00,7.320917877559571796e-01,8.750155025428550948e-01,8.580016965666579232e-01
3.681893506234152902e+00,1.164155637178438285e+00,1.076045024216208068e+00,1.078871689334847783e+00
2.428025081425740361e-01,1.709778827238870091e+00,3.286846350639114345e-01,3.398955083427942503e-01
5.404001431311669990e+00,5.310370417456955483e-01,8.376520193182361851e-01,8.289350800385687501e-01
8.330134837217116228e+00,1.631052646021750929e+00,9.378880560494878837e-01,9.285461909277937798e-01
9.177102171806707176e+00,2.137661694046302685e+00,9.756678364655598790e-01,9.790889301782943477e-01
2.296943930554789404e+00,3.606495581615742019e+00,1.485961885442703689e+00,1.480072306298107598e+00
6.140511063303589978e+00,2.263306329765341740e+00,1.107737665488944812e+00,1.109495396828607650e+00
2.953409304629305066e+00,1.482728801535278862e+00,1.181744614293322115e+00,1.197212175477623930e+00
4.535657110860936925e+00,3.780936867813044167e+00,1.381634500611660155e+00,1.386157441030277493e+00
9.526759302242709282e+00,3.291577838952680857e+00,1.091898658491872176e+00,1.098586541068950817e+00
1.774409522093423730e+00,1.926492013713449358e+00,1.249768999641521772e+00,1.268617309925056613e+00
9.445592625040067247e+00,1.096031394412682269e+00,8.347544171232700316e-01,8.371134407107500008e-01
4.258557222725244951e-01,3.314735622411702387e+00,5.952673787318103482e-01,6.021515419187036811e-01
4.711586265627203951e-01,4.550957624488805031e+00,7.117194763011942538e-01,7.122903608370657613e-01
3.601377530040034358e+00,1.450934594004054334e+00,1.140890877645603485e+00,1.133225210895778767e+00
8.034315915823011522e+00,1.096446976895622427e+00,8.687059747481170602e-01,8.847943152687858248e-01
7.531629262615262554e+00,4.355256703326163326e+00,1.269505636778953672e+00,1.255459999860310649e+00
8.490718905277008233e+00,4.890378256442390992e+00,1.287899508949975402e+00,1.288671123922751960e+00
7.998107740376227959e+00,4.448368059353065895e+00,1.260435592817487516e+00,1.248723823631754604e+00
4.293278863499217834e+00,3.289531421638728581e+00,1.345307420821492350e+00,1.336963792251747218e+00
4.496424441285228113e+00,9.033771779184780470e-01,9.700808629000495786e-01,9.570666409138531838e-01
4.757068133133306453e+00,3.399060255976974476e-01,8.122587509185323906e-01,8.096094784022321855e-01
4.749004327530141900e+00,3.719453149832033567e+00,1.359812521610049840e+00,1.364435273630234091e+00
8.361229472111098460e+00,3.062559909602136532e+00,1.102670305987167199e+00,1.115690643886242839e+00
2.328957906374558906e+00,1.133523857495027043e+00,1.118261022763414658e+00,1.099273609819751085e+00
1.687984871030151934e+00,2.245994769656928902e+00,1.284384882197381117e+00,1.286620015170309106e+00
8.195964632756970403e+00,4.558688211151050496e+00,1.264400316334187258e+00,1.260331653859656287e+00
2.375344102536875557e+00,4.037059155132344479e+00,1.532809346272499429e+00,1.526514168026282814e+00
7.347120158134964996e+00,4.144479602683309949e+00,1.255630261010269644e+00,1.254418186807253477e+00
3.042928786397443019e+00,1.518878838648739515e+00,1.184633680180984472e+00,1.186589867875179616e+00
7.155631719537844937e+00,3.996943866115972188e+00,1.248837560368647015e+00,1.247725313586925511e+00
8.840872006033603014e+00,4.007554551632864559e+00,1.186009886076598185e+00,1.185988372000790658e+00
7.124789741247083974e+00,1.779618077421359468e+00,1.000069582894856257e+00,1.021996981447085728e+00
7.869514701225692299e+00,4.130117780236058245e+00,1.232589846898118457e+00,1.233633800474850384e+00
6.346741580341593192e+00,8.616357573810246029e-01,8.798876433346664028e-01,8.832869351127599078e-01
9.823231208888257626e+00,4.846323231147297683e+00,1.244018983913542264e+00,1.232516299535517446e+00
7.335472315772030072e+00,4.898117170629031847e+00,1.333714030745733137e+00,1.344652237400348893e+00
8.276152851675099953e+00,2.568922464761533853e-01,7.136415493738239579e-01,7.083994105562652077e-01
7.367292386846978403e+00,4.244165438564432291e-01,7.599482154549611623e-01,7.589871014414816264e-01
2.264362329588141876e+00,9.099657226629186413e-01,1.055751519550166329e+00,1.048001636435604400e+00
3.889589208598469128e+00,2.057421194732188818e-01,8.089397066315966445e-01,8.079997359576668314e-01
5.022403480554764599e+00,1.839563274822958450e+00,1.115927271750424055e+00,1.106596656812410817e+00
7.510907249467781099e+00,7.701965989784226307e-01,8.251180401555104904e-01,8.121649840516864671e-01
4.859995512575450149e+00,1.788559021722426756e+00,1.118501604417364792e+00,1.104519318529818994e+00
8.651440191422540948e+00,1.503244214383071764e+00,9.115593349624169228e-01,9.077092072354452368e-01
3.970438383419851114e+00,3.054689661963807090e+00,1.341969955210253307e+00,1.342108212552871160e+00
4.882002088329208789e+00,3.368328722633731953e+00,1.312327244404726700e+00,1.319538413215121775e+00
6.255475727692567656e-01,8.782868971037112171e-01,5.642919889175666004e-01,5.808801228858055943e-01
8.471862804488019094e+00,4.136651456395648019e+00,1.211345800340012602e+00,1.229965932188460398e+00
9.667953804552457342e+00,1.881951526104706618e+00,9.334161692701256063e-01,9.270817535857699410e-01
2.193539844217046397e+00,2.245619271500526537e+00,1.321656329676499375e+00,1.314574433652638596e+00
9.277334871409813388e+00,4.600887479728504204e+00,1.233773057974346665e+00,1.241356340117841572e+00
5.863665162362111438e+00,9.380207474789993283e-01,9.146771269000604221e-01,9.059174608496977088e-01
2.644629618777076807e+00,1.808516273067143798e+00,1.252181494872226519e+00,1.263503226346761377e+00
4.311897642722403390e+00,1.134128170648535328e+00,1.033826750543155759e+00,1.044373785880164940e+00
8.702777289875529121e+00,1.512435668607655659e+00,9.113916026688790861e-01,9.019724603569112542e-01
2.988727106326760197e+00,2.659770354445780693e+00,1.358287562204840038e+00,1.365998111223125200e+00
8.289018722769670333e+00,2.136158080605757625e+00,1.001840753974864606e+00,1.016447168535107526e+00
5.514444006269216381e+00,4.868452746871248848e+00,1.428862174737356439e+00,1.433670734432442195e+00
8.387540701387285580e+00,1.243227124142957996e+00,8.818599698705458234e-01,8.792871359367234740e-01
1.668178890075182830e+00,2.032275323031626613e+00,1.251880601260567438e+00,1.250531908858314445e+00
8.856535868176360182e+00,1.354981852330111591e+00,8.857307557268514486e-01,8.908236391568294943e-01
3.625488587518253425e+00,1.735449766451096609e+00,1.190025767067866003e+00,1.183015805329446613e+00
3.289224874445882962e-01,3.313974434373613276e-01,1.813482642431276104e-01,1.851105152225887007e-01
4.278488892207539251e+00,3.995839908633869175e-01,8.434367583827172554e-01,8.414946185664528011e-01
3.440903140970905216e+00,2.190303381982347641e+00,1.270337049895953196e+00,1.263364735367052072e+00
8.239702205231375087e-01,5.992886773990827587e-01,6.433391060770468073e-01,6.340194257859875782e-01
3.372939841858198839e+00,2.859488380989119172e-01,8.425300082605229335e-01,8.485104340400058121e-01
7.933588693817556603e+00,2.976661472347086779e+00,1.108654287363263213e+00,1.100059050795465510e+00
6.388240843250037493e+00,7.436425155483964433e-01,8.534072186112325875e-01,8.560500169599206677e-01
5.261596242414298352e+00,2.311086188973070499e+00,1.164389959935677510e+00,1.146398582356510820e+00
2.480770523325046995e+00,3.977410707973178194e+00,1.525806493220844606e+00,1.524272512364153176e+00
2.376141199668546200e+00,3.445994047433532437e+00,1.468680198573327988e+00,1.470200400698337795e+00
8.671426188155278325e+00,3.518674023593919564e+00,1.140636439410954717e+00,1.144578815311297459e+00
1.404876639801866389e-01,2.781280748557966476e+00,3.085892494652207607e-01,3.184131266401952209e-01
1.447324153021490201e+00,3.948778781178502228e+00,1.423219340796784804e+00,1.428862018896090547e+00
6.345924149684848636e+00,2.522677428197314331e+00,1.128029161477299702e+00,1.134034964633858555e+00
9.946221514716933498e+00,3.367399350771574262e+00,1.089213084045848268e+00,1.086966986565893301e+00
3.010222015224452430e-01,3.127770608731939461e+00,4.486762942940581977e-01,4.388052511080086648e-01
1.126742037896622417e+00,4.440860881788233350e+00,1.339830287328036773e+00,1.328711592257977747e+00
8.255960818219318043e+00,8.690365427169987056e-01,8.244421974600839587e-01,8.172893013595781131e-01
4.584016117653117561e+00,1.399698359958668314e+00,1.071309159204459238e+00,1.074189806706886463e+00
7.811768273299848353e+00,3.183859694124048456e+00,1.135567324486095764e+00,1.146066530969252373e+00
6.673900541865786629e+00,5.528994144832868329e-01,8.032669172901150123e-01,8.071975379289175745e-01
4.737062073185391853e+00,7.952321777184495621e-01,9.314212075776904243e-01,9.339140386514478420e-01
9.348922504874195738e+00,3.705592142647979870e-01,7.169325737766847340e-01,7.249331297075445324e-01
4.394163503237349389e+00,4.725066171321922859e+00,1.491729360909401780e+00,1.488941238591095617e+00
5.707926879070882364e+00,3.712464474517225721e+00,1.295750755405321586e+00,1.297974064358014656e+00
4.397443427781185576e+00,2.351597755607710116e+00,1.226732585567251288e+00,1.226120185272120855e+00
1.735917028358192837e+00,3.802299388491734433e-01,8.560274010997491745e-01,8.585731013556290314e-01
6.647643535749465649e+00,3.134563469235486899e+00,1.181472182902616685e+00,1.179771356136217531e+00
3.570495050767084955e+00,2.962655498820510491e+00,1.359363483749820967e+00,1.347000002331628199e+00
1.064721129940720545e-01,2.112815685774645846e+00,2.695907817084527980e-01,2.662629406722903380e-01
4.571754871012115196e+00,4.393939863562452253e+00,1.444142285099120571e+00,1.436534870240188999e+00
4.159027474915503397e+00,4.666607193314160185e+00,1.502939322282062173e+00,1.520557775239417042e+00
1.274057484945417373e+00,3.063817003011195528e+00,1.275717123064207259e+00,1.290354572637644415e+00
4.691377168972805656e+00,3.062181012837944305e+00,1.291378368681750821e+00,1.285628011511977364e+00
2.679473141004770631e-01,4.932276457713390627e+00,4.652965391331062572e-01,4.572001509636295369e-01
4.046973933986671490e+00,3.611227602696748473e+00,1.398724868389733755e+00,1.399319139219833863e+00
2.299748677540311537e+00,2.871955961965049209e+00,1.402783161519270072e+00,1.388289975122527942e+00
6.348673654234405772e-01,1.563769642829562212e+00,6.913603355218072011e-01,7.040748565666958836e-01
1.265239962291250908e+00,2.888439929675485018e+00,1.254126434481737995e+00,1.253940021244976943e+00
4.484284518005874354e+00,4.895983694224834260e+00,1.502912167750832140e+00,1.498564682203278986e+00
7.510060399196982317e+00,3.667476822317815799e+00,1.198919025121897297e+00,1.209616481218748429e+00
8.292909632262546182e+00,4.473067079694494019e+00,1.252140624365535748e+00,1.265141391220548472e+00
4.663121786935484070e-01,3.022105427419330859e+00,6.283088646356034257e-01,6.300767154968234252e-01
5.611533591573866886e+00,3.424070351195124040e+00,1.270660977547688697e+00,1.280902393304107711e+00
6.018560695614576517e-01,1.895852767144839746e+00,6.964860170804509920e-01,6.802410392588207344e-01
1.546839792481528031e+00,2.124888286373932678e-01,7.878917466441783812e-01,7.805852020108141609e-01
8.457806232035002481e+00,4.225419968711841001e+00,1.220963863210376310e+00,1.212817342806350007e+00
1.780974798553762062e+00,2.416240840576111548e+00,1.318582350428520122e+00,1.302694594811573792e+00
3.522532109776354670e+00,1.271240343127782335e+00,1.108762880917940619e+00,1.117520977062598453e+00
8.723045079354580622e+00,3.226562425581443350e+00,1.108275974360842575e+00,1.132229987971069995e+00
3.424511390504639263e-01,4.423606236964054972e+00,5.389252386475550383e-01,5.260045044023740068e-01
5.947936374593081332e+00,3.099350438380314099e+00,1.215093356122893375e+00,1.209641383565451589e+00
1.346441557729600280e+00,4.626613447174008797e+00,1.457858571620867849e+00,1.468536640401750359e+00
4.622815467969670244e+00,1.614374293553415107e+00,1.106108987151870116e+00,1.103298969295826382e+00
2.066458490706124085e+00,1.673692510051290883e-01,8.213287483062701178e-01,8.213143883872974227e-01
4.987782634819108551e+00,4.176410788066977631e+00,1.391818920535270010e+00,1.383947292392768702e+00
6.366802727201450018e+00,2.372725489287510481e+00,1.109243922755016598e+00,1.112594556491821818e+00
3.713263800175247376e+00,3.931908797578302028e+00,1.457565721593517161e+00,1.447981172794032600e+00
4.420007636292183406e+00,1.919634260287670591e+00,1.166308428281027654e+00,1.173838027572082998e+00
9.869039631941413759e+00,1.977471633366688630e-01,6.847821711593302663e-01,6.899931178441480739e-01
7.636546746733520408e+00,2.212564800251897168e+00,1.033935016375481242e+00,1.037684503044683293e+00
9.311740162879962313e+00,4.209914319000697347e+00,1.192822113640786386e+00,1.185269999289634058e+00
4.610111503516262310e+00,4.998882838023691377e+00,1.504423409296658409e+00,1.502327458287447293e+00
8.299491410297682448e-01,3.609297888837142754e+00,1.054134575672720731e+00,1.058804780798659362e+00
3.921640078767451243e+00,1.081180053757403225e+00,1.043494509244674351e+00,1.034669686998904492e+00
1.605231893444533986e+00,3.253870348987892847e+00,1.388776687148467470e+00,1.379089639644822007e+00
6.253063465449164582e-01,1.657924542163511650e-01,4.010332459953067641e-01,3.785642293246074819e-01
8.862327699873883802e+00,1.581457562688233454e+00,9.162359193678647484e-01,9.109216050644221019e-01
