N,D,U,Q,L,L_noisy
9.765265806157396256e+00,7.058821689371156083e+01,1.799602677881885437e+00,1.762283203134966669e+00,1.057660224663256798e+01,1.058338304833288390e+01
3.672009306314877319e-01,2.612873077926287806e+02,4.150872844274907436e+01,1.776719126815771155e+00,9.906279178017939557e+00,9.894151690441143288e+00
6.340278283786198621e+00,2.155701888904023278e+01,4.437261270806635594e+01,1.383882806534308729e+00,4.943044981100909396e+00,4.933256487661907386e+00
1.077181097930017678e-01,5.626844163375496066e+01,3.450823761087307417e+01,1.020762559182367690e+00,1.365758127634328289e+01,1.366736350977251213e+01
2.779479557363595532e-01,6.908049328448333881e+01,1.584371998307635643e+00,1.067465450056733101e+00,1.761098332298000813e+01,1.760357750715337133e+01
6.436554506360206318e+00,4.425819522324501065e+01,2.399479410082693942e+00,1.815668454257082676e+00,9.466670236146422113e+00,9.468441024742519474e+00
1.046640224952386955e+00,1.651544784016062977e+02,1.579222388539986754e+00,1.841267800278680422e+00,1.459131147058732125e+01,1.457775248000923085e+01
2.611328663771146363e-01,4.444959899099196718e+02,3.970831763809838488e+00,1.423395381206987276e+00,1.392050650360457453e+01,1.391826654201325653e+01
2.511081478533099265e+00,1.781022926453374922e+01,1.766476513971339557e+01,1.876099630732547485e+00,6.594688822566049602e+00,6.605592196131734539e+00
4.332975479117737172e-01,6.626808930820351407e+01,2.687457536789172874e+00,1.148656097850051738e+00,1.357097081703423491e+01,1.357172128043126769e+01
1.507739075430323261e+00,1.106017777264184190e+02,1.412129485512553684e+00,1.808725091675986274e+00,1.464588562030643182e+01,1.464787020381004545e+01
6.780858339787969591e-01,1.278911865947368653e+01,3.471475202132621263e+01,1.859556660193714350e+00,8.632625458901475923e+00,8.628585322738086205e+00
1.448387091985507136e-01,2.664749646018973976e+02,1.015425826486162286e+01,1.535655573712686905e+00,1.397980505566681586e+01,1.398067988830058894e+01
1.342426391179274980e-01,1.551800530660644029e+01,4.700474374003350420e+01,1.542996991473570390e+00,1.297049093278619836e+01,1.295254030124838884e+01
6.711813608829022115e+00,1.640868360886031141e+01,3.568798724228712160e+01,1.759990089175963446e+00,5.089521054971727132e+00,5.073037779979214790e+00
5.459966751803780660e+00,1.571996460028485032e+01,1.035546495372330567e+00,1.096159767133447094e+00,1.513000522542932558e+01,1.513395748355670634e+01
8.243534440768275351e-01,2.253800696721084762e+01,6.848414389384615220e+01,1.229248153132595167e+00,7.728016227137930017e+00,7.710190212394604892e+00
3.023000634525796482e-01,3.359676476675174968e+02,1.502944247286771606e+01,1.396593032491611375e+00,1.119855801768526504e+01,1.121146388404406302e+01
1.846472944821110074e-01,3.251862063708625072e+01,4.547379621139705819e+01,1.767447327127586565e+00,1.174785722850292302e+01,1.175617111510821289e+01
8.225660205267978142e+00,4.740952457708529977e+01,3.049067896617230211e+00,1.966811670761081432e+00,8.293586030867668768e+00,8.281370033726492608e+00
1.204382146464068493e+00,7.238358177156233353e+01,1.475694353491606936e+00,1.444995932883433198e+00,1.462003837399235273e+01,1.459801513058851619e+01
1.036129306314440973e-01,2.692284655853761706e+02,4.764413475219441096e+01,1.072083535881847460e+00,1.385389481435696624e+01,1.382946779847454266e+01
1.783357088169090110e+00,4.070888579579305429e+02,1.386906805602071469e+00,1.946958822193463945e+00,1.462681648512874233e+01,1.462970321261150630e+01
3.274399228035228759e+00,4.462172329726147524e+01,4.083858025415319837e+00,1.394331751654310558e+00,8.339154541083590999e+00,8.337997045298376264e+00
4.054226857057440792e-01,3.231866334273284025e+01,5.660677907029353584e+00,1.431306227706359735e+00,1.140166172867619743e+01,1.141492628521838348e+01
9.118703916192579584e+00,2.005947988650391522e+01,3.377301557518007424e+00,1.217499982837630945e+00,7.634605416749421281e+00,7.639102745419959817e+00
1.312057721831696167e-01,2.408562507622650273e+01,5.485522837063850687e+01,1.707583004447580377e+00,1.293255376969380777e+01,1.294792291627232572e+01
1.672814547535112772e-01,1.217077857069842395e+02,1.752098607487933890e+01,1.319384070843050871e+00,1.267363844019045871e+01,1.268218083589911949e+01
1.613108602000609793e+00,4.816056714695647401e+01,1.763153676008135884e+00,1.781596075166175908e+00,1.294024103008213267e+01,1.293054890740498308e+01
8.413560262394076394e-01,2.586792120984689518e+02,6.677724289013242753e+01,1.138622629573097678e+00,7.787191362616061596e+00,7.785102177534589885e+00
5.485134646250181545e-01,5.276466005080401089e+01,2.501103148527536035e+01,1.586487953333771905e+00,8.961409524555024930e+00,8.952714388629399167e+00
2.470209639637254373e+00,3.441074698455789189e+02,1.453632241204050990e+00,1.865066403830522246e+00,1.373849903721793453e+01,1.373509279897141333e+01
7.208124823050089169e+00,1.211088916905595028e+02,3.712765375944600432e+00,1.120884068626489816e+00,7.803477539921524375e+00,7.798058146447346850e+00
5.257276720000738202e+00,1.367024149499982570e+02,1.112285442958624770e+01,1.810513860703879985e+00,6.204962597291741488e+00,6.202372682359666989e+00
2.839395343711887953e+00,4.022444427165498837e+01,3.249705793977933865e+01,1.768213726304224132e+00,5.972288562757441355e+00,5.985605379692650274e+00
3.790179318427525645e-01,2.609884629988054598e+02,3.269562055838064918e+00,1.173935638763562217e+00,1.335337464266864238e+01,1.334757241298599872e+01
4.047164488287370854e-01,2.514030573384095533e+02,5.931822786111919044e+01,1.047308058653227958e+00,9.440424713914593369e+00,9.428188657188970367e+00
2.271419570794675213e-01,4.860813834122069466e+02,5.382211462626921517e+00,1.572124332219726250e+00,1.363561957947898584e+01,1.362901600462227947e+01
5.641299050284120931e+00,4.056537740051373930e+02,6.423579523439292416e+01,1.215456840848834652e+00,5.142676770846544620e+00,5.137615885068154142e+00
2.257577539802773980e+00,1.124438405399698695e+02,1.414218846300782317e+00,1.419832847098926543e+00,1.389028499287472584e+01,1.388417597694842698e+01
1.417641371891694924e+00,1.448688955831106853e+02,3.013069092562706075e+01,1.471117075067201796e+00,7.128982781000338775e+00,7.127013019051419818e+00
1.381447883425644951e-01,1.398328561172507634e+01,3.243090913782039397e+00,1.160819372594384280e+00,1.618666526816045348e+01,1.618208798004760496e+01
4.977199967981570161e+00,2.322941325016059011e+01,6.449640861002511549e+00,1.913274095677399478e+00,6.783113743904440440e+00,6.793990838345255412e+00
1.948529563771178308e-01,3.080801912078094347e+02,1.826942784943016562e+01,1.671709907721156796e+00,1.235972628494315195e+01,1.236860557792898518e+01
1.044937363368710903e+00,2.304968721088190478e+02,7.754479013849590707e+00,1.727230731667321884e+00,9.131869263961354122e+00,9.123998645279167263e+00
7.430536270858035586e+00,2.195065811935980093e+02,1.170742381944310750e+01,1.639446578762102202e+00,5.864956110886642371e+00,5.874577580547795108e+00
5.186919984371735071e-01,1.464196946225981932e+01,2.658476333007399006e+01,1.937156299774180024e+00,9.332088878554598566e+00,9.345882389285987912e+00
8.228056965255260424e-01,7.925295269008580590e+01,2.501213854691584970e+00,1.727066405576410002e+00,1.249244840305564708e+01,1.249229235432240337e+01
7.751861921194415750e+00,4.392222952891086152e+02,9.243795406210503529e+01,1.343488063273656996e+00,4.728426559660286799e+00,4.719795469347745076e+00
3.932648957419683233e-01,3.067790561253936517e+02,4.056168899325233923e+01,1.012110318939964060e+00,9.729574249330498859e+00,9.733756388631832124e+00
8.026686687308165480e-01,4.930413688712209250e+02,6.466080272560820674e+01,1.937281213868501162e+00,8.073891701759636774e+00,8.072928964504956895e+00
5.788004585230863697e-01,1.235386095401148054e+02,2.373230584042710145e+00,1.263727045602287102e+00,1.348374292074287162e+01,1.348695607861128387e+01
6.521592292551122716e-01,1.791989399188369134e+02,1.189702717682464161e+01,1.011219847065594868e+00,9.377458995064390734e+00,9.366693745600526810e+00
7.284187906909318500e-01,1.611162245760391087e+01,1.281340662584020329e+01,1.795556908185494738e+00,8.965747084601368044e+00,8.986583941695572619e+00
9.590701184233495269e+00,4.926559427659404378e+01,7.272741676848913706e+00,1.228683669385645771e+00,5.957616381383187054e+00,5.955518958648302608e+00
4.081823643129771639e+00,2.165724739792959213e+02,1.239441257920728745e+01,1.997149673920000534e+00,6.489480153692756659e+00,6.494667593211648438e+00
1.206714852680482591e-01,2.669670100759444153e+01,2.715895711919874245e+01,1.997917156536668237e+00,1.355774277713890186e+01,1.355168372859759351e+01
1.653275292307064381e+00,5.287605150929628905e+01,2.704271281203690336e+01,1.615961324161934609e+00,6.817262376378825373e+00,6.818730905438213696e+00
1.055624410863775509e-01,1.389123155385076736e+01,3.755036882232914763e+00,1.210425564908272023e+00,1.676692283734959332e+01,1.674391087528678312e+01
1.434225790467095196e-01,5.368707854243017863e+01,1.182306368422214149e+00,1.128177538703721838e+00,2.215805108534857837e+01,2.214496912592478850e+01
1.466758364135963388e+00,2.766537460776570967e+01,2.833914200808692385e+00,1.141044880239301396e+00,1.062769552094361636e+01,1.060291683279552188e+01
1.742535765029693318e+00,1.386954527811289779e+02,1.049735110435908947e+00,1.374047336176937195e+00,1.684498215998594262e+01,1.685483402169019840e+01
2.193181006515397269e-01,3.697941615377523590e+02,2.170487512316299217e+00,1.692391806627786099e+00,1.681761230731570933e+01,1.680370313958956174e+01
6.404109798256452102e-01,2.021985443010742927e+02,1.462479952854013332e+00,1.647549128791854223e+00,1.615144415408697043e+01,1.613584967841527273e+01
5.260411175183977717e-01,7.365247790038527853e+01,4.122679006427705417e+01,1.287627738389377274e+00,8.805582887752272825e+00,8.816873948525744353e+00
2.556835431197870712e+00,1.201708907237312189e+02,2.339884782842147359e+01,1.381590048330199716e+00,6.359112280955129037e+00,6.354225845917505389e+00
6.913733063699244452e-01,6.898145206515093264e+01,1.571024175915682664e+00,1.433351795009063068e+00,1.532976743278609000e+01,1.532814121723616552e+01
5.876740060404492816e-01,5.809560833904757970e+01,3.161150178123058208e+00,1.986906867034198942e+00,1.229489194168777111e+01,1.230569253238651051e+01
4.477015287254443976e+00,3.874343541486043137e+02,1.628565255810345835e+00,1.450761310139117910e+00,1.207876642690009206e+01,1.208374761589682400e+01
2.173030505030250747e+00,7.528155177450308599e+01,1.092676590340487053e+01,1.608796194300039062e+00,7.200457064765295456e+00,7.203673020414535166e+00
1.665300427861556298e-01,5.505069560450487387e+01,4.334872560421696619e+01,1.116598934412058597e+00,1.197918684313712134e+01,1.198583686717808483e+01
1.201708522075638941e+00,1.206578514848420802e+01,1.480086922352619849e+00,1.848726312212875422e+00,1.436758253988447542e+01,1.434820203053150323e+01
2.814134311479720152e-01,2.522512524156668690e+01,2.602250292444549640e+00,1.090055870978442254e+00,1.474641983632148090e+01,1.475947614052601864e+01
3.465567338040194678e-01,2.718232787522429703e+02,4.956631142973935056e+01,1.048928844675729444e+00,9.933416194589531401e+00,9.946839514688791795e+00
1.681780990920578089e+00,1.292085936421006487e+01,1.360055349881267528e+00,1.665546741276368037e+00,1.439721068264991644e+01,1.441584351297233724e+01
5.374786706916719226e+00,2.220555283931123824e+01,5.410579008510725174e+01,1.126754972683511991e+00,5.013651289895720176e+00,4.992830827725012632e+00
5.219728251773350092e-01,3.055036162334512824e+02,1.927923800236088780e+01,1.074636108848268545e+00,9.522943980613186810e+00,9.514593007453918005e+00
1.105306126923357724e+00,3.206502561846862136e+02,4.476232513410030478e+00,1.047499585247748666e+00,1.001262670906342223e+01,1.000716275524278132e+01
1.432841017095835279e-01,6.029016831365077422e+01,2.057028171322621724e+00,1.638494670288713317e+00,1.837944919241625996e+01,1.839669375304937660e+01
3.533947272039473564e+00,1.360771043369143456e+02,1.567049544202696687e+01,1.068895405849701774e+00,6.250658572439693472e+00,6.256507560929125411e+00
2.222308660997250052e-01,2.331719450135840077e+01,3.996639595306028525e+00,1.287339947039961796e+00,1.394355086762847939e+01,1.396150030894810889e+01
6.266433681302280290e-01,8.485721534411412392e+01,5.650955638059925512e+00,1.573469441237576261e+00,1.056213076834541553e+01,1.056686119008674218e+01
3.538687158320052983e-01,6.400315362716042955e+01,3.178017724546207745e+01,1.614516565651548108e+00,9.916558751682682527e+00,9.910368348341332734e+00
1.093269688131766504e+00,1.621126470207284171e+02,5.935306605326047702e+00,1.661244219208295902e+00,9.448729936800363660e+00,9.435962828845390504e+00
3.973204559233323718e-01,2.255404975509821384e+02,9.925517456141926687e+01,1.408293328907448849e+00,9.293323860431906169e+00,9.287850606355952721e+00
8.642120259719218156e-01,2.262163249519678843e+01,9.523249319743008812e+01,1.093345153439377659e+00,7.550189545238297661e+00,7.564428427241691288e+00
7.620625532146033665e-01,4.077129203677425835e+02,8.786221216703759751e+01,1.134438293004714549e+00,7.970078845188229621e+00,7.961801367693098541e+00
1.683476949487354712e+00,2.158801492679714045e+02,1.013298703966819092e+00,1.087585736553027038e+00,1.721662788068614702e+01,1.719906712099138346e+01
2.387110862041704973e+00,4.680272242085964507e+01,8.189645112200588883e+00,1.856426176463228384e+00,7.378163858536671782e+00,7.381234045336285909e+00
1.156598730846044587e+00,4.742877258926492345e+02,2.013350498492932417e+01,1.711431049020439410e+00,8.025832231472202594e+00,8.039814165283825531e+00
3.056350115343260843e+00,4.589229267030027160e+01,8.039324749586018726e+00,1.139373252409709325e+00,7.020907343097726461e+00,7.045541383929649015e+00
6.240231338838441388e+00,1.612778354775161915e+02,1.687902159753597919e+00,1.847558817828844901e+00,1.150310271069776213e+01,1.151588461933656404e+01
8.234578553775655507e-01,1.812391398852737723e+01,3.336587970820888671e+01,1.123206990519324489e+00,7.949599555030468778e+00,7.959573966828953573e+00
1.162947007578795239e-01,4.818424962960576750e+02,2.110272253904417639e+00,1.698000750783184021e+00,1.929654825973149812e+01,1.927893975348341371e+01
3.418203377314170233e+00,4.479559795874990300e+02,4.244752415700269843e+00,1.386155620064157823e+00,8.469742824586765195e+00,8.466232143441791536e+00
8.279987082203890125e-01,4.787252779665388971e+02,4.648042149819076485e+00,1.024993190254398279e+00,1.051884452320780383e+01,1.051532657565376105e+01
3.674029192720180248e+00,2.120534690838912013e+02,4.348192519282986446e+00,1.271775479728815217e+00,8.226751124678514770e+00,8.228374861446559052e+00
5.094715603081829691e+00,1.320254828060415164e+01,7.269040224538663608e+01,1.705702638903793922e+00,5.201602385761898262e+00,5.192543182932540802e+00
1.424729353800013032e-01,3.259000148757450432e+01,1.038791012134663205e+01,1.482805997121513286e+00,1.361656150592007286e+01,1.362474921053527588e+01
6.255909939076023107e-01,1.101758587604413542e+01,1.417360171724150675e+01,1.785256926702950775e+00,9.349666123564295717e+00,9.362458073171550765e+00
3.027924053837518503e+00,7.361535685696692610e+01,1.230117063440227643e+00,1.720368525384285974e+00,1.457707149306781780e+01,1.457840848872124262e+01
8.005482552342338964e-01,1.126557779466572953e+02,6.325855146294105680e+01,1.520168813028500931e+00,7.797819638065976555e+00,7.795140285361139121e+00
7.993227810395255872e-01,4.587894727869535245e+02,9.465573017653191812e+01,1.139887193183131586e+00,7.873097283855839734e+00,7.875221982072905469e+00
9.059312250674330658e-01,3.054879464457861715e+01,7.805111565201427126e+00,1.094264849839051257e+00,8.961009761738138124e+00,8.965032115049879735e+00
9.481726108912441831e+00,1.035323961339179704e+02,9.900041425291469466e+00,1.361670873386515934e+00,5.668410076489881710e+00,5.676565059382250311e+00
3.019245770198046852e-01,4.832112033424079414e+02,3.890419675323239623e+00,1.181115294020936402e+00,1.350025087569656534e+01,1.349182875808445736e+01
2.120135947790750264e-01,1.383438647542124329e+02,2.340868791557447892e+01,1.630371630118892412e+00,1.169688761850104797e+01,1.171156505984706442e+01
3.425106079978198270e+00,2.715279815164774391e+02,1.603992439865652653e+00,1.244557522032823549e+00,1.244990237885149931e+01,1.245043784503154782e+01
4.773784072302053261e+00,4.149371090056472440e+02,1.065441360370346402e+01,1.701463507732355884e+00,6.544458999520645470e+00,6.542894006321743561e+00
1.233847331270354064e-01,1.159505289706066300e+01,2.216757421892376811e+01,1.248743344024159985e+00,1.360305384619240598e+01,1.361014681744271115e+01
1.685100722795095818e+00,1.082003138839099705e+02,1.567706507071782873e+01,1.299988931640656098e+00,7.261640970061379541e+00,7.254803311601258464e+00
5.183214676996245274e+00,7.283654745055768842e+01,1.332584381713297850e+00,1.703991703617471209e+00,1.324229907836152087e+01,1.325124017591628700e+01
2.731083076571612978e+00,7.344537065878392923e+01,3.648650058527167772e+01,1.577963214773366651e+00,5.965711372932662293e+00,5.987365110860122464e+00
1.970985755082833024e-01,1.255740345407763243e+02,5.209191436573938461e+00,1.073088996122032679e+00,1.391372799340872923e+01,1.391824373900403877e+01
2.167293660347479611e-01,1.560555241378406599e+01,4.156409337523084169e+00,1.287324779879401415e+00,1.386424723054144437e+01,1.386644950245979580e+01
7.792302123929021329e-01,1.046981127701651246e+02,3.068899649918529260e+00,1.428177575186416748e+00,1.179078893640608428e+01,1.178614175878975345e+01
5.581058730041843496e-01,1.780374569692278541e+01,5.573216210074117072e+01,1.044746630721503422e+00,8.602366404533935196e+00,8.617461623505819901e+00
2.170025106116206803e-01,6.707519789791082587e+01,2.699809261429507057e+00,1.124656290371370826e+00,1.556718421567808086e+01,1.557865445618185163e+01
1.090702608159872300e+00,8.767476784484482266e+01,2.916201348826907847e+00,1.915035490172660948e+00,1.135340950991487752e+01,1.133835421151718315e+01
2.396567453476153853e-01,2.487988105624268371e+02,4.927316767424959920e+01,1.095826486845313141e+00,1.095133517903633980e+01,1.096119230758687202e+01
1.423929895358334585e-01,1.777662667639691207e+01,4.438854915653830169e+00,1.973440086919421521e+00,1.524193636437831678e+01,1.523531547127092978e+01
9.559980986231610967e-01,4.866886094158497826e+02,3.597231151131927618e+01,1.255644204012970500e+00,7.959149490683888217e+00,7.947410762192362199e+00
7.567914746796115644e+00,2.586348874320754021e+02,1.133301333434738645e+01,1.952404083209709817e+00,5.954168935424579701e+00,5.953467599616581118e+00
2.022983035517836869e-01,1.110821544477603595e+01,2.550497546242264590e+01,1.663675115085029743e+00,1.196475671013440767e+01,1.195813118722924706e+01
2.497784727685384842e-01,2.893317690390166490e+02,8.798034156008293749e+00,1.439206196667051074e+00,1.237702813231476640e+01,1.238867377423549421e+01
1.051170773901136002e+00,7.254060716639537532e+01,6.710272866796483271e+00,1.818734156371710764e+00,9.146459152584153429e+00,9.133820012273410782e+00
7.874404922873119439e+00,4.971859314869682294e+02,7.681510465952654521e+00,1.802634823558685762e+00,6.478636768047779881e+00,6.465711168063731584e+00
7.999672694871545753e-01,5.404885502335858405e+01,2.152296769485748662e+00,1.080726834307973006e+00,1.309068302769885506e+01,1.308117111604016536e+01
2.639989512596550569e-01,1.056098564543532525e+01,1.092951275444336456e+00,1.745458780587092473e+00,2.058669198458992966e+01,2.058526097315158410e+01
1.411752458431068113e+00,2.202896757098851026e+02,1.251837917328138694e+01,1.390920742691795997e+00,7.919627019998562112e+00,7.925515160191351605e+00
4.421238680827424550e-01,6.755643673256575710e+01,2.811048808692157053e+01,1.460842320186408916e+00,9.410440825347654581e+00,9.399499465836857581e+00
1.696885125601285960e-01,1.523830067580844805e+01,9.443620372024335552e+01,1.109483945779333514e+00,1.186007104688692770e+01,1.185277679896440617e+01
1.809914698212400586e+00,1.776808401722509601e+01,2.144243090594903833e+01,1.934133671638088359e+00,6.975258668953935093e+00,6.959498055924503213e+00
7.394434854799253332e-01,1.227920915192315050e+02,8.660180277263979320e+00,1.710679198653645816e+00,9.531012442711091381e+00,9.528975587236624634e+00
8.159684762292924276e+00,1.686519833325797890e+02,2.182532150431736095e+00,1.813273523839017187e+00,9.830835490921513653e+00,9.820531273316237986e+00
5.864418409256427767e-01,1.729229946749840963e+01,7.272226353813387334e+00,1.036903443736732822e+00,9.943239433283215689e+00,9.964908407556775316e+00
2.020598474150098744e-01,1.263328284642593857e+01,9.805589946020837999e+01,1.999723945612727150e+00,1.161046343429255501e+01,1.162967913819471910e+01
4.436525213932546174e-01,2.315163367029223096e+01,6.179029900153089727e+01,1.654847598822976718e+00,9.202015619133463886e+00,9.192611997787841105e+00
9.065897283912633942e-01,1.535384091030173437e+01,1.153199248378325592e+01,1.700857660168770602e+00,8.602868432909971830e+00,8.604167667671363873e+00
3.796198701878171211e-01,4.690728477089305670e+01,1.094418931005401330e+00,1.142758378186200519e+00,1.965483020436148109e+01,1.965895090117553679e+01
7.034103116985009896e-01,8.321821489885921608e+01,8.689498889588806207e+01,1.822697012056666122e+00,7.981609089256816780e+00,7.976056253188062328e+00
2.580829789420352682e+00,2.295357972831882876e+01,4.308018573157870179e+01,1.378001592846348267e+00,5.990480136419838786e+00,5.986471158119456071e+00
3.388195007087394739e+00,3.064175975250156512e+02,5.953112635033102151e+01,1.315459705455416017e+00,5.697268884138753542e+00,5.703577355201581156e+00
1.523200518941260073e+00,4.083812819164346593e+02,3.868187454885756438e+01,1.322673549330949161e+00,7.081212827604315585e+00,7.078398403309237530e+00
9.203601327648474051e-01,4.341287394272986688e+01,7.687647972174318056e+00,1.727452448278468999e+00,9.050530672459627723e+00,9.047414325962135351e+00
1.694061573088185835e-01,1.947004830455617252e+01,4.860800824514487140e+00,1.089355320559148632e+00,1.428132833545483038e+01,1.428091912134074981e+01
2.168722146505703829e+00,2.503720797414033541e+02,2.152865814328380267e+01,1.019125681352778034e+00,6.760442762759068636e+00,6.772697535664839563e+00
2.904832819437898617e-01,2.409321038833318696e+01,1.104702379240352306e+00,1.763393214878632653e+00,2.035605346914099556e+01,2.035333558027649303e+01
3.006104841550147455e+00,1.797175331788107258e+02,3.735743871535013749e+00,1.315228768421069505e+00,8.888033534299784932e+00,8.891804418487062378e+00
8.107704719230337531e+00,2.481688190882904905e+02,2.542449796171814214e+00,1.452800937033171591e+00,9.116092102780241291e+00,9.118374676982563543e+00
5.116334133232353309e+00,1.332792952290306054e+01,3.184816776944639471e+01,1.154695654441120656e+00,5.294793393422407846e+00,5.301840311440691345e+00
3.552800836274521146e-01,1.164866164167941243e+01,1.739308296233492612e+01,1.879959860960615847e+00,1.060316956162660240e+01,1.060112136518341863e+01
8.445893532106970580e-01,2.397391958880880480e+01,1.800362956412586923e+00,1.087657591922441602e+00,1.383324289021330777e+01,1.382821777176441458e+01
7.755860722829591714e-01,1.276492999103748183e+01,4.422716140780261895e+01,1.321127523889931821e+00,8.079869546087321552e+00,8.072881659695115175e+00
3.460513428173335626e+00,1.858897385141419178e+01,2.316886858128806281e+01,1.779183623282394322e+00,5.983283865037596350e+00,5.985560408622699669e+00
6.846533938679029152e-01,4.365652728559497859e+02,5.797942366243542978e+00,1.869632170527917747e+00,1.061797191355833547e+01,1.061926742013888436e+01
5.067116152265490614e-01,8.849452314520861762e+01,2.712486219262995935e+00,1.142586695161214472e+00,1.317390341799028697e+01,1.317123387155275971e+01
1.497262019827476642e+00,1.257164569790622188e+01,2.309138036196064725e+00,1.160713417088509392e+00,1.133962383858318290e+01,1.134174802050063668e+01
1.380621720316006273e+00,1.135536585357429651e+01,1.093525051298584128e+00,1.743257223000598710e+00,1.660366439170105934e+01,1.662722672456579076e+01
4.870112015263828198e+00,3.070013485798758666e+02,1.075496480294879298e+01,1.044095020295858101e+00,6.357850164040608654e+00,6.365642447542462889e+00
7.146494245494522168e+00,3.963366780909714748e+01,6.017272021704971507e+01,1.688620852628223146e+00,4.732917298781091908e+00,4.714470610029292352e+00
5.200871501714237510e+00,2.513101992281537278e+01,3.098050002013760906e+00,1.307222704240937450e+00,8.533983967407841931e+00,8.546918855527687597e+00
9.557665705438818549e+00,5.712022058993492379e+01,1.182656608166047008e+00,1.468151627423794681e+00,1.351001321496203111e+01,1.351136106014198113e+01
1.413981459185980949e+00,1.179661012570163621e+02,4.784396180573776292e+01,1.662539515074338059e+00,6.879952810119221773e+00,6.869698786766304188e+00
6.707603998764889441e-01,2.783549716569153176e+01,8.140918098347785303e+01,1.755773386904769140e+00,8.182010860577754841e+00,8.195367495925250267e+00
2.600879193455065685e+00,1.363113026823762830e+01,4.133955788326103331e+00,1.304278011662413528e+00,8.454874397137301045e+00,8.453997482839419320e+00
5.457988596199820464e+00,1.600578984859096465e+01,3.999489470441545791e+00,1.952487374294659572e+00,7.721136370873848520e+00,7.731227349538682070e+00
2.667034612382805925e+00,3.427834180295846522e+02,1.274398235062815576e+00,1.599567681493611504e+00,1.455740404912381258e+01,1.455118572335798888e+01
1.430569992915909250e+00,4.156255936766761749e+01,1.675973765449247210e+01,1.424316591014699984e+00,7.331300777270306490e+00,7.341790239226840598e+00
2.115152810304297137e-01,5.646901953517348716e+01,7.400928262444662842e+00,1.748322713984416188e+00,1.289115847771287093e+01,1.288825687307766366e+01
2.806463712487246465e+00,2.311492141473183182e+01,2.449802662353597427e+01,1.443626826109476013e+00,6.113634642295217247e+00,6.123126679800248162e+00
6.579136186937269315e+00,1.762080574908153352e+01,1.293455837481274351e+00,1.083237517121022009e+00,1.295046166703260049e+01,1.295857314110136649e+01
8.318529891211851046e-01,2.006980633670403904e+02,5.273820131518720089e+00,1.069097708806463487e+00,1.015445523488832613e+01,1.014285365550816387e+01
5.457171300782707846e+00,2.256981918385051955e+01,7.525010498542248172e+01,1.854080059468334651e+00,5.050913579308053514e+00,5.054511041907590041e+00
1.536952110942354954e+00,1.466372699898451870e+01,2.173643293987354230e+00,1.643846557149347465e+00,1.164606924986931524e+01,1.165069233904633172e+01
3.396233845834858989e-01,3.576238557644825988e+01,3.164654175687774540e+01,1.318985899415201057e+00,9.997367014367128490e+00,9.996688524838766909e+00
9.132804774544482029e+00,1.531410019127221567e+01,2.250527660551982390e+00,1.816223423265455050e+00,9.229037974210658746e+00,9.211139875917101705e+00
3.074816838425614929e+00,3.204427133428404062e+01,8.435097757360765058e+00,1.716165550052865196e+00,6.935111953910760185e+00,6.937836758005116344e+00
9.100189028391952206e+00,8.101286803376510193e+01,1.683126438468569130e+00,1.460363056468662268e+00,1.099932041394150239e+01,1.099603609267557403e+01
1.659992598814403975e+00,1.757452605118008293e+01,1.029209444677010588e+00,1.759576103645370537e+00,1.696067129440695354e+01,1.697254153541065946e+01
3.064905027046368691e+00,9.444394161632399687e+01,6.818960701987585082e+00,1.529714045632383002e+00,7.449993689117253126e+00,7.439262123586683373e+00
3.538170574404223001e-01,9.820033043348901458e+01,1.117883149043499991e+01,1.740982846914170379e+00,1.088488745951289971e+01,1.089462585302864284e+01
1.141659683443004170e+00,6.370852292049484333e+01,2.082283809125474505e+00,1.892459510890306618e+00,1.269719395820290941e+01,1.269847257078214042e+01
5.871312248772582176e-01,2.920356635535969048e+01,4.297242410464495066e+01,1.646658955109477906e+00,8.608630874602424043e+00,8.633971179629170933e+00
2.353052088167105538e+00,1.800965077188833163e+02,2.135885197629324495e+00,1.840319107141990429e+00,1.147106398617947676e+01,1.146089614115137856e+01
7.675494602692804591e+00,2.768899425403058672e+02,1.949943195859104605e+01,1.398180963624017670e+00,5.392984483604283064e+00,5.402453502830151244e+00
1.305658172592211397e+00,3.466467300941215512e+01,2.134523499416094872e+00,1.438363975559892260e+00,1.215613557538964962e+01,1.215069669363160010e+01
1.031345938461635386e-01,1.197920342729091914e+01,4.308463553829628268e+01,1.954464744745066707e+00,1.428906038319156657e+01,1.427947961332179183e+01
4.280450680837551425e-01,4.395916242723273513e+02,5.980140613310755526e+00,1.063168852067729375e+00,1.149939121364564265e+01,1.151005919048148307e+01
1.198811447014036302e+00,2.330119667102626408e+02,1.913175453535751025e+00,1.805975595355221230e+00,1.319414163689546626e+01,1.320008251649526088e+01
3.850437801197724053e+00,3.295889097003170605e+02,3.749705815916272833e+00,1.573859079218622004e+00,8.665268999837698161e+00,8.675664301103282128e+00
1.480126509773207033e+00,1.232075294961437351e+02,4.458004057580112978e+00,1.661580044330206452e+00,9.503003171695539208e+00,9.486817658069242043e+00
2.517664486726483020e-01,1.120938236254162668e+01,4.811378316411410339e+00,1.828802569683315227e+00,1.320353614154814714e+01,1.319146122274711530e+01
1.649483027022145665e+00,6.419053072783469815e+01,2.061338343494558245e+01,1.249966311807543917e+00,6.979602541678658234e+00,6.985405712805378364e+00
