t,Psi,phi,dPsi_dt,dPsi_dt_noisy
2.644728945789157493e+01,9.653925728718643073e-01,2.455960981050838710e-01,-9.126253935204386991e-08,1.141796540085424951e-02
2.645329065813162472e+01,9.653925723259568770e-01,2.455961034908181739e-01,-9.098596370771261377e-08,-1.126088290620429200e-02
2.645929185837167097e+01,9.653925717817130048e-01,2.455961088601391618e-01,-9.071023084061824449e-08,1.472752753997804906e-02
2.646529305861172077e+01,9.653925712391273617e-01,2.455961142131006525e-01,-9.043533830133121398e-08,2.819341011111734310e-04
2.647129425885176701e+01,9.653925706981943966e-01,2.455961195497562422e-01,-9.016128232203213244e-08,-1.761160604046791648e-03
2.647729545909181681e+01,9.653925701589086694e-01,2.455961248701594990e-01,-8.988806099452517628e-08,1.528639959379998921e-02
2.648329665933186305e+01,9.653925696212648511e-01,2.455961301743638803e-01,-8.961567139753601197e-08,4.561144726440154173e-03
2.648929785957191285e+01,9.653925690852575014e-01,2.455961354624226489e-01,-8.934411049182910958e-08,-1.316396627654088831e-02
2.649529905981195910e+01,9.653925685508814025e-01,2.455961407343890401e-01,-8.907337653574209924e-08,-6.037892735432213607e-04
2.650130026005200889e+01,9.653925680181308921e-01,2.455961459903161226e-01,-8.880346551165541058e-08,-7.726941163008350065e-03
2.650730146029205514e+01,9.653925674870007523e-01,2.455961512302569094e-01,-8.853437562933441640e-08,2.644797780415041131e-03
2.651330266053210494e+01,9.653925669574857649e-01,2.455961564542642195e-01,-8.826610405771040391e-08,-4.715220543181373146e-03
2.651930386077215118e+01,9.653925664295803788e-01,2.455961616623908161e-01,-8.799864800040912982e-08,-3.405480520486097590e-03
2.652530506101220098e+01,9.653925659032794870e-01,2.455961668546893517e-01,-8.773200489003984970e-08,9.574051769398028017e-03
2.653130626125224723e+01,9.653925653785775385e-01,2.455961720312123120e-01,-8.746617175675597267e-08,-1.694870795324989951e-02
2.653730746149229702e+01,9.653925648554694261e-01,2.455961771920121273e-01,-8.720114660215605440e-08,2.795353693066340416e-03
2.654330866173234327e+01,9.653925643339497098e-01,2.455961823371410890e-01,-8.693692586658752219e-08,-2.352366843011767863e-03
2.654930986197239307e+01,9.653925638140132826e-01,2.455961874666513500e-01,-8.667350760716008296e-08,3.217722794495864180e-03
2.655531106221243931e+01,9.653925632956547043e-01,2.455961925805950075e-01,-8.641088862504364698e-08,-2.372928794809550310e-02
2.656131226245248911e+01,9.653925627788688679e-01,2.455961976790240198e-01,-8.614906671366995283e-08,-9.559566929170548039e-03
2.656731346269253535e+01,9.653925622636504444e-01,2.455962027619902066e-01,-8.588803911829812066e-08,-4.092605648258323785e-03
2.657331466293258515e+01,9.653925617499942158e-01,2.455962078295452766e-01,-8.562780330623187552e-08,1.650951440407132098e-02
2.657931586317263140e+01,9.653925612378949639e-01,2.455962128817408829e-01,-8.536835627986905095e-08,-1.257602396448996400e-02
2.658531706341268119e+01,9.653925607273475817e-01,2.455962179186284566e-01,-8.510969617264718678e-08,-1.125743831277686152e-02
2.659131826365272744e+01,9.653925602183467403e-01,2.455962229402594565e-01,-8.485181971634725429e-08,-1.931348921934330359e-03
2.659731946389277724e+01,9.653925597108872214e-01,2.455962279466851195e-01,-8.459472407296164675e-08,3.160590534202568913e-03
2.660332066413282348e+01,9.653925592049640292e-01,2.455962329379565989e-01,-8.433840770205591753e-08,-6.146457472087327699e-03
2.660932186437287328e+01,9.653925587005718345e-01,2.455962379141249097e-01,-8.408286666233832918e-08,8.431113663098213553e-04
2.661532306461291952e+01,9.653925581977056414e-01,2.455962428752410387e-01,-8.382809982276917538e-08,-1.637334699386846018e-02
2.662132426485296932e+01,9.653925576963602317e-01,2.455962478213557509e-01,-8.357410374859597368e-08,1.687801827733580867e-02
2.662732546509301557e+01,9.653925571965303876e-01,2.455962527525197836e-01,-8.332087564344448083e-08,-3.403252404176631239e-03
2.663332666533306536e+01,9.653925566982112239e-01,2.455962576687837073e-01,-8.306841350891325249e-08,1.262848936577995723e-03
2.663932786557311161e+01,9.653925562013974115e-01,2.455962625701980095e-01,-8.281671481924490763e-08,2.700809253323800674e-02
2.664532906581316141e+01,9.653925557060839546e-01,2.455962674568130111e-01,-8.256577640336493218e-08,-5.637123478056185744e-03
2.665133026605320765e+01,9.653925552122657461e-01,2.455962723286790050e-01,-8.231559632532192694e-08,-1.242141540356683609e-02
2.665733146629325745e+01,9.653925547199377899e-01,2.455962771858460902e-01,-8.206617158751372543e-08,-9.904655534163885056e-03
2.666333266653330369e+01,9.653925542290949791e-01,2.455962820283643100e-01,-8.181749989316644545e-08,1.669835105141968118e-02
2.666933386677335349e+01,9.653925537397323176e-01,2.455962868562835688e-01,-8.156957897326178042e-08,-1.904481035336287901e-03
2.667533506701339974e+01,9.653925532518446984e-01,2.455962916696536325e-01,-8.132240590652539680e-08,-7.839909644373860634e-03
2.668133626725344953e+01,9.653925527654271255e-01,2.455962964685242111e-01,-8.107597823658885261e-08,-3.708169068724042608e-04
2.668733746749349578e+01,9.653925522804746029e-01,2.455963012529448486e-01,-8.083029367361715956e-08,-4.880715117922547041e-04
2.669333866773354558e+01,9.653925517969821346e-01,2.455963060229650052e-01,-8.058534925470262067e-08,1.006243027672597962e-02
2.669933986797359182e+01,9.653925513149447246e-01,2.455963107786340305e-01,-8.034114315491613922e-08,7.202629964523353870e-03
2.670534106821364162e+01,9.653925508343574879e-01,2.455963155200011072e-01,-8.009767254318900243e-08,3.772165045544352210e-03
2.671134226845368786e+01,9.653925503552153176e-01,2.455963202471153906e-01,-7.985493465784143652e-08,4.830297645053030844e-03
2.671734346869373766e+01,9.653925498775133285e-01,2.455963249600258413e-01,-7.961292766700545087e-08,-8.058089873751523441e-03
2.672334466893378391e+01,9.653925494012465247e-01,2.455963296587813649e-01,-7.937164828164533503e-08,-1.259012630123117378e-02
2.672934586917383371e+01,9.653925489264101323e-01,2.455963343434307278e-01,-7.913109485724323378e-08,4.063496456868273890e-03
2.673534706941387995e+01,9.653925484529990442e-01,2.455963390140225577e-01,-7.889126420884684521e-08,5.270099921380819175e-03
2.674134826965392975e+01,9.653925479810084864e-01,2.455963436706054270e-01,-7.865215431723804329e-08,1.721038573197590776e-03
2.674734946989397599e+01,9.653925475104335741e-01,2.455963483132277692e-01,-7.841376264972055310e-08,2.886041449267718727e-03
2.675335067013402579e+01,9.653925470412693111e-01,2.455963529419378788e-01,-7.817608672217035704e-08,6.334624263982565479e-03
2.675935187037407204e+01,9.653925465735109235e-01,2.455963575567839396e-01,-7.793912418230242167e-08,-1.139073401378690349e-02
2.676535307061412183e+01,9.653925461071535263e-01,2.455963621578140799e-01,-7.770287280273180386e-08,-3.377015759396815534e-03
2.677135427085416808e+01,9.653925456421923457e-01,2.455963667450762333e-01,-7.746732972463421518e-08,-8.645508361409169618e-03
2.677735547109421788e+01,9.653925451786223855e-01,2.455963713186183062e-01,-7.723249264429687955e-08,-1.858241932804902477e-02
2.678335667133426412e+01,9.653925447164389828e-01,2.455963758784879825e-01,-7.699835936209042941e-08,5.342146715736225369e-03
2.678935787157431392e+01,9.653925442556372527e-01,2.455963804247329463e-01,-7.676492731062412034e-08,-2.259135597085788153e-03
2.679535907181436016e+01,9.653925437962124212e-01,2.455963849574006874e-01,-7.653219392944610178e-08,4.094133151980207733e-03
2.680136027205440996e+01,9.653925433381597143e-01,2.455963894765386402e-01,-7.630015742832174652e-08,6.333362249030524867e-03
2.680736147229445621e+01,9.653925428814742471e-01,2.455963939821940445e-01,-7.606881464311543439e-08,-9.020787296690913754e-03
2.681336267253450600e+01,9.653925424261513566e-01,2.455963984744141404e-01,-7.583816364481466010e-08,1.509086084749056665e-02
2.681936387277455225e+01,9.653925419721863799e-01,2.455964029532459181e-01,-7.560820206031770851e-08,3.050085237590607467e-03
2.682536507301460205e+01,9.653925415195743209e-01,2.455964074187363955e-01,-7.537892739856166813e-08,1.010788256734306174e-02
2.683136627325464829e+01,9.653925410683107389e-01,2.455964118709323685e-01,-7.515033731420039942e-08,1.695624245686751241e-02
2.683736747349469809e+01,9.653925406183906377e-01,2.455964163098805775e-01,-7.492242937862103602e-08,-4.748306826293364341e-03
2.684336867373474433e+01,9.653925401698095765e-01,2.455964207356276519e-01,-7.469520178077226902e-08,-6.146620300602811948e-03
2.684936987397479413e+01,9.653925397225626703e-01,2.455964251482200267e-01,-7.446865124549617576e-08,1.808534087812518421e-03
2.685537107421484038e+01,9.653925392766452562e-01,2.455964295477041093e-01,-7.424277612133600712e-08,1.111415145269561804e-02
2.686137227445489017e+01,9.653925388320527823e-01,2.455964339341261959e-01,-7.401757403519004797e-08,1.143147849783327473e-02
2.686737347469493642e+01,9.653925383887804745e-01,2.455964383075324164e-01,-7.379304220456184282e-08,-1.968774761926340294e-02
2.687337467493498622e+01,9.653925379468237811e-01,2.455964426679688173e-01,-7.356917888085012791e-08,1.436968486322440577e-02
2.687937587517503246e+01,9.653925375061779279e-01,2.455964470154813062e-01,-7.334598152441973440e-08,-4.449306499256395868e-03
2.688537707541508226e+01,9.653925370668384742e-01,2.455964513501157354e-01,-7.312344794258018865e-08,4.911120327630536138e-03
2.689137827565512850e+01,9.653925366288006460e-01,2.455964556719177627e-01,-7.290157517936268761e-08,-1.323717235378658527e-02
2.689737947589517830e+01,9.653925361920600023e-01,2.455964599809329907e-01,-7.268036220781093348e-08,-8.821945863636946120e-03
2.690338067613522455e+01,9.653925357566117693e-01,2.455964642772069106e-01,-7.245980560011133775e-08,3.663173937204073499e-03
2.690938187637527435e+01,9.653925353224515060e-01,2.455964685607848474e-01,-7.223990349664033417e-08,-1.784331044796422239e-02
2.691538307661532059e+01,9.653925348895762149e-01,2.455964728316999135e-01,-7.202065514799738111e-08,8.078923219470053249e-03
2.692138427685537039e+01,9.653925344579857848e-01,2.455964770899614624e-01,-7.180206219870033379e-08,-5.387407864595745999e-03
2.692738547709541663e+01,9.653925340276769962e-01,2.455964813355999699e-01,-7.158412248381429421e-08,2.768360819754921587e-03
2.693338667733546643e+01,9.653925335986468514e-01,2.455964855686468828e-01,-7.136683510822194876e-08,1.481977196644763180e-03
2.693938787757551268e+01,9.653925331708919089e-01,2.455964897891337040e-01,-7.115019775433273352e-08,-5.541097294476338316e-03
2.694538907781556247e+01,9.653925327444090598e-01,2.455964939970918248e-01,-7.093420929804583608e-08,1.313412536236724208e-02
2.695139027805560872e+01,9.653925323191948626e-01,2.455964981925526092e-01,-7.071886701237595219e-08,2.341307668843515752e-02
2.695739147829565852e+01,9.653925318952463197e-01,2.455965023755474486e-01,-7.050416975934448161e-08,6.307491896348950931e-03
2.696339267853570476e+01,9.653925314725599893e-01,2.455965065461076235e-01,-7.029011536707763241e-08,-1.715669082054991149e-02
2.696939387877575456e+01,9.653925310511327629e-01,2.455965107042643591e-01,-7.007670294045809101e-08,1.218986498082248434e-03
2.697539507901580080e+01,9.653925306309615317e-01,2.455965148500489359e-01,-6.986393003005630931e-08,-2.257466745250945664e-03
2.698139627925585060e+01,9.653925302120428542e-01,2.455965189834925233e-01,-6.965179505380447722e-08,9.104147080209654824e-03
2.698739747949589685e+01,9.653925297943736217e-01,2.455965231046262631e-01,-6.944029649208482979e-08,6.136731121133646169e-04
2.699339867973594664e+01,9.653925293779506145e-01,2.455965272134812416e-01,-6.922943229792366537e-08,2.143234249723261278e-02
2.699939987997599289e+01,9.653925289627706130e-01,2.455965313100885727e-01,-6.901920043822507012e-08,6.931703244254636478e-03
2.700540108021604269e+01,9.653925285488303976e-01,2.455965353944792595e-01,-6.880960014277182069e-08,5.984041091485010379e-03
2.701140228045608893e+01,9.653925281361269706e-01,2.455965394666842772e-01,-6.860062902458441414e-08,-3.430100931159750163e-03
2.701740348069613873e+01,9.653925277246568903e-01,2.455965435267346564e-01,-6.839228557792287333e-08,-8.894249679485962193e-03
2.702340468093618497e+01,9.653925273144170482e-01,2.455965475746612336e-01,-6.818456794316363201e-08,-8.486346731023147912e-04
2.702940588117623477e+01,9.653925269054042246e-01,2.455965516104949287e-01,-6.797747433007206297e-08,2.029724050998199698e-03
2.703540708141628102e+01,9.653925264976154219e-01,2.455965556342665501e-01,-6.777100364924182330e-08,4.792159430388835510e-03
2.704140828165633081e+01,9.653925260910473094e-01,2.455965596460069345e-01,-6.756515343042668320e-08,2.011828197695881160e-03
2.704740948189637706e+01,9.653925256856966675e-01,2.455965636457468071e-01,-6.735992222339781677e-08,-2.799133316686192550e-03
2.705341068213642686e+01,9.653925252815604985e-01,2.455965676335169490e-01,-6.715530861955976150e-08,4.950510540109917925e-04
2.705941188237647310e+01,9.653925248786354718e-01,2.455965716093479745e-01,-6.695131030132195349e-08,-4.626257670538102412e-03
2.706541308261652290e+01,9.653925244769185898e-01,2.455965755732705813e-01,-6.674792633193371572e-08,-9.896153459989292731e-03
2.707141428285656914e+01,9.653925240764066329e-01,2.455965795253153561e-01,-6.654515453258236235e-08,-8.675087961947818005e-03
2.707741548309661894e+01,9.653925236770964924e-01,2.455965834655128577e-01,-6.634299348773353699e-08,4.929114266833885781e-03
2.708341668333666519e+01,9.653925232789848376e-01,2.455965873938936450e-01,-6.614144104633012944e-08,7.255882901417712999e-03
2.708941788357671498e+01,9.653925228820687821e-01,2.455965913104881659e-01,-6.594049606345464554e-08,-2.166304171166741777e-03
2.709541908381676123e+01,9.653925224863451060e-01,2.455965952153269238e-01,-6.574015677662803370e-08,-1.366105311796923186e-03
2.710142028405681103e+01,9.653925220918105898e-01,2.455965991084403111e-01,-6.554042117357106179e-08,5.462660729600804510e-03
2.710742148429685727e+01,9.653925216984622359e-01,2.455966029898587200e-01,-6.534128772078817704e-08,-1.363852094228011928e-03
2.711342268453690707e+01,9.653925213062968247e-01,2.455966068596124596e-01,-6.514275482927267547e-08,3.141789967028693620e-02
2.711942388477695332e+01,9.653925209153113585e-01,2.455966107177318392e-01,-6.494482109042909457e-08,1.285548794712856576e-03
2.712542508501700311e+01,9.653925205255025066e-01,2.455966145642471121e-01,-6.474748425605580948e-08,-5.194241527659951806e-03
2.713142628525704936e+01,9.653925201368673825e-01,2.455966183991885321e-01,-6.455074297306850895e-08,-1.810809462862360969e-02
2.713742748549709916e+01,9.653925197494028776e-01,2.455966222225862694e-01,-6.435459619369421347e-08,2.101555947265441610e-03
2.714342868573714540e+01,9.653925193631057722e-01,2.455966260344704388e-01,-6.415904124645877005e-08,1.025005029633911137e-02
2.714942988597719520e+01,9.653925189779729577e-01,2.455966298348711829e-01,-6.396407681297233694e-08,-5.633612150301412240e-04
2.715543108621724144e+01,9.653925185940014364e-01,2.455966336238185332e-01,-6.376970126259484672e-08,1.241169306769228375e-02
2.716143228645729124e+01,9.653925182111880998e-01,2.455966374013425491e-01,-6.357591325611977595e-08,-5.930437084267803881e-03
2.716743348669733749e+01,9.653925178295298393e-01,2.455966411674732341e-01,-6.338271071881784735e-08,-1.011158697989147232e-03
2.717343468693738728e+01,9.653925174490236572e-01,2.455966449222405090e-01,-6.319009251271046068e-08,-1.853782284427757387e-03
2.717943588717743353e+01,9.653925170696663338e-01,2.455966486656742942e-01,-6.299805641735156669e-08,-7.513338851094665712e-03
2.718543708741748333e+01,9.653925166914549827e-01,2.455966523978044547e-01,-6.280660140578486761e-08,-1.482646364406383678e-02
2.719143828765752957e+01,9.653925163143863841e-01,2.455966561186608554e-01,-6.261572541715887397e-08,-9.527978981877172765e-03
2.719743948789757937e+01,9.653925159384575405e-01,2.455966598282732782e-01,-6.242542696655029033e-08,-1.901803922807292560e-02
2.720344068813762561e+01,9.653925155636654543e-01,2.455966635266714770e-01,-6.223570440944126148e-08,7.590841517215553454e-03
2.720944188837767541e+01,9.653925151900069057e-01,2.455966672138851781e-01,-6.204655574743034308e-08,-1.714409885739897948e-03
2.721544308861772166e+01,9.653925148174790083e-01,2.455966708899440798e-01,-6.185798011315579714e-08,-1.037199287029740404e-03
2.722144428885776790e+01,9.653925144460786534e-01,2.455966745548777697e-01,-6.166997552903286106e-08,-5.743130459357649077e-03
2.722744548909781770e+01,9.653925140758028434e-01,2.455966782087159184e-01,-6.148254041299372474e-08,9.517368767551683678e-03
2.723344668933786394e+01,9.653925137066485807e-01,2.455966818514880856e-01,-6.129567305113159392e-08,-8.462808578634748238e-03
2.723944788957791374e+01,9.653925133386126456e-01,2.455966854832237478e-01,-6.110937170178409872e-08,1.684711914404270899e-02
2.724544908981795999e+01,9.653925129716922626e-01,2.455966891039524369e-01,-6.092363550452839505e-08,1.084997146301397083e-02
2.725145029005800978e+01,9.653925126058842121e-01,2.455966927137035738e-01,-6.073846208626276777e-08,-6.991201142289080531e-03
2.725745149029805603e+01,9.653925122411856075e-01,2.455966963125066072e-01,-6.055385010778069343e-08,-2.005617826802294067e-03
2.726345269053810583e+01,9.653925118775933401e-01,2.455966999003908746e-01,-6.036979793150321072e-08,6.291279782546612895e-03
2.726945389077815207e+01,9.653925115151045233e-01,2.455967034773857416e-01,-6.018630419046822055e-08,1.251411994348348468e-02
2.727545509101820187e+01,9.653925111537160486e-01,2.455967070435204902e-01,-6.000336722628007990e-08,-7.922702901405937956e-03
2.728145629125824811e+01,9.653925107934249183e-01,2.455967105988243748e-01,-5.982098483237052733e-08,-4.990032809639813674e-03
2.728745749149829791e+01,9.653925104342282459e-01,2.455967141433266221e-01,-5.963915650220030784e-08,2.504960448010424418e-02
2.729345869173834416e+01,9.653925100761229228e-01,2.455967176770564031e-01,-5.945787990430106973e-08,9.195685065488689441e-03
2.729945989197839396e+01,9.653925097191060622e-01,2.455967212000428612e-01,-5.927715368558850173e-08,8.964926086764957863e-03
2.730546109221844020e+01,9.653925093631745558e-01,2.455967247123151120e-01,-5.909697597950014369e-08,1.933619074093483742e-02
2.731146229245849000e+01,9.653925090083255167e-01,2.455967282139021879e-01,-5.891734605051324181e-08,4.458523072877133842e-03
2.731746349269853624e+01,9.653925086545559475e-01,2.455967317048331489e-01,-5.873826140756488456e-08,-4.562536343103949614e-03
2.732346469293858604e+01,9.653925083018628506e-01,2.455967351851369995e-01,-5.855972091267647173e-08,-1.728914722376943824e-02
2.732946589317863229e+01,9.653925079502434503e-01,2.455967386548426334e-01,-5.838172328215263107e-08,8.617990532947043120e-03
2.733546709341868208e+01,9.653925075996945271e-01,2.455967421139789997e-01,-5.820426623309726821e-08,-1.133369353618637540e-02
2.734146829365872833e+01,9.653925072502131943e-01,2.455967455625749640e-01,-5.802734875937076708e-08,6.707546772093436055e-03
2.734746949389877813e+01,9.653925069017966765e-01,2.455967490006593368e-01,-5.785096956339996765e-08,-1.974836358921792240e-02
2.735347069413882437e+01,9.653925065544417539e-01,2.455967524282609560e-01,-5.767512618187753404e-08,-4.743579931694867462e-03
2.735947189437887417e+01,9.653925062081457620e-01,2.455967558454085486e-01,-5.749981819846983200e-08,-1.797097564712926265e-04
2.736547309461892041e+01,9.653925058629055922e-01,2.455967592521308140e-01,-5.732504339966970619e-08,-1.251527277450709651e-02
2.737147429485897021e+01,9.653925055187183579e-01,2.455967626484564792e-01,-5.715080007850925625e-08,-5.468071036525041367e-03
2.737747549509901646e+01,9.653925051755810616e-01,2.455967660344141601e-01,-5.697708678475965627e-08,-8.317985202789554208e-03
2.738347669533906625e+01,9.653925048334908166e-01,2.455967694100324450e-01,-5.680390240819788161e-08,1.297907004575902861e-03
2.738947789557911250e+01,9.653925044924448473e-01,2.455967727753398944e-01,-5.663124538757280391e-08,-1.259061023549364750e-02
2.739547909581916230e+01,9.653925041524400452e-01,2.455967761303650687e-01,-5.645911402285541669e-08,-2.620622906809071378e-03
2.740148029605920854e+01,9.653925038134735237e-01,2.455967794751364452e-01,-5.628750619768307928e-08,1.374136563116693140e-02
2.740748149629925834e+01,9.653925034755425072e-01,2.455967828096824457e-01,-5.611642141245543058e-08,1.400824156274965183e-02
2.741348269653930458e+01,9.653925031386439981e-01,2.455967861340314917e-01,-5.594585780754890436e-08,1.890395163148891888e-02
2.741948389677935438e+01,9.653925028027749988e-01,2.455967894482119496e-01,-5.577581337762316238e-08,4.151939396447161881e-03
2.742548509701940063e+01,9.653925024679328448e-01,2.455967927522521854e-01,-5.560628719286642152e-08,-4.071115986133279352e-03
2.743148629725945042e+01,9.653925021341145385e-01,2.455967960461804545e-01,-5.543727790713326442e-08,3.286466292476091129e-03
2.743748749749949667e+01,9.653925018013170822e-01,2.455967993300250118e-01,-5.526878322364980889e-08,7.103534597191451562e-03
2.744348869773954647e+01,9.653925014695378115e-01,2.455968026038140850e-01,-5.510080235138214988e-08,2.799052091241687173e-03
2.744948989797959271e+01,9.653925011387737287e-01,2.455968058675758459e-01,-5.493333358336238703e-08,1.450248795625484061e-02
2.745549109821964251e+01,9.653925008090218363e-01,2.455968091213384386e-01,-5.476637517098925656e-08,-6.575722683972197447e-03
2.746149229845968875e+01,9.653925004802795806e-01,2.455968123651299517e-01,-5.459992623996212657e-08,-2.071476588568590179e-03
2.746749349869973855e+01,9.653925001525437422e-01,2.455968155989784740e-01,-5.443398439636260022e-08,-1.519780732200507779e-02
2.747349469893978480e+01,9.653924998258117673e-01,2.455968188229120108e-01,-5.426854886997345417e-08,-4.209636241955432359e-03
2.747949589917983459e+01,9.653924995000806586e-01,2.455968220369585397e-01,-5.410361819668807470e-08,1.239981211018321809e-02
2.748549709941988084e+01,9.653924991753475293e-01,2.455968252411460384e-01,-5.393919048912731995e-08,5.245628859768551502e-04
2.749149829965993064e+01,9.653924988516096040e-01,2.455968284355023734e-01,-5.377526431787904571e-08,7.480436029858729234e-03
2.749749949989997688e+01,9.653924985288641070e-01,2.455968316200554113e-01,-5.361183859353690906e-08,4.276242742689624621e-03
2.750350070014002668e+01,9.653924982071080407e-01,2.455968347948330188e-01,-5.344891168546084259e-08,9.643032466758462776e-03
2.750950190038007293e+01,9.653924978863386297e-01,2.455968379598629792e-01,-5.328648202546082402e-08,-8.353644317030258296e-03
2.751550310062012272e+01,9.653924975665530983e-01,2.455968411151730479e-01,-5.312454796901899812e-08,5.348891421512538130e-03
2.752150430086016897e+01,9.653924972477486710e-01,2.455968442607908975e-01,-5.296310878061261107e-08,6.796985049461836716e-03
2.752750550110021877e+01,9.653924969299223502e-01,2.455968473967442556e-01,-5.280216217040667459e-08,1.157524782939421161e-02
2.753350670134026501e+01,9.653924966130714713e-01,2.455968505230607390e-01,-5.264170684776692255e-08,1.394446697968696781e-02
2.753950790158031481e+01,9.653924962971931478e-01,2.455968536397679647e-01,-5.248174189675935963e-08,-4.969954837975428148e-03
2.754550910182036105e+01,9.653924959822844931e-01,2.455968567468934660e-01,-5.232226520796023905e-08,-1.431454794726482599e-02
2.755151030206041085e+01,9.653924956683429537e-01,2.455968598444647488e-01,-5.216327587237445940e-08,-6.419769831267022747e-03
2.755751150230045710e+01,9.653924953553655319e-01,2.455968629325093466e-01,-5.200477201650066661e-08,1.323575119487255258e-02
2.756351270254050689e+01,9.653924950433495633e-01,2.455968660110546820e-01,-5.184675250929915435e-08,-9.932095916866766697e-03
2.756951390278055314e+01,9.653924947322921613e-01,2.455968690801281495e-01,-5.168921585196883939e-08,-1.376383820168250796e-02
2.757551510302060294e+01,9.653924944221904392e-01,2.455968721397571164e-01,-5.153216042080854820e-08,-1.311006822695447854e-02
2.758151630326064918e+01,9.653924941130418436e-01,2.455968751899689495e-01,-5.137558486273396952e-08,-1.300348095096199794e-02
2.758751750350069898e+01,9.653924938048435989e-01,2.455968782307908771e-01,-5.121948870590031788e-08,7.206930761940314942e-03
2.759351870374074522e+01,9.653924934975927075e-01,2.455968812622502107e-01,-5.106386873759971579e-08,-7.674715553670152617e-03
2.759951990398079502e+01,9.653924931912865048e-01,2.455968842843741229e-01,-5.090872474966534611e-08,-6.245444980819664371e-03
2.760552110422084127e+01,9.653924928859223265e-01,2.455968872971898143e-01,-5.075405509064045972e-08,1.143013073171316417e-02
2.761152230446089106e+01,9.653924925814973967e-01,2.455968903007244020e-01,-5.059985831029623071e-08,9.359037089908241180e-03
2.761752350470093731e+01,9.653924922780088291e-01,2.455968932950050032e-01,-5.044613306942613562e-08,8.814241893349771331e-03
2.762352470494098711e+01,9.653924919754539591e-01,2.455968962800586519e-01,-5.029287750146771430e-08,-7.653564534200984516e-03
2.762952590518103335e+01,9.653924916738300110e-01,2.455968992559123820e-01,-5.014009088477600073e-08,-1.703495127651070973e-02
2.763552710542108315e+01,9.653924913731343205e-01,2.455969022225931719e-01,-4.998777156095535190e-08,3.520264805588559781e-03
2.764152830566112939e+01,9.653924910733641118e-01,2.455969051801279723e-01,-4.983591810753251750e-08,1.755406127509003336e-02
2.764752950590117919e+01,9.653924907745166095e-01,2.455969081285436784e-01,-4.968452891468411181e-08,-3.561069153694191528e-03
2.765353070614122544e+01,9.653924904765890380e-01,2.455969110678671574e-01,-4.953360277504259557e-08,-2.718392060170967631e-03
2.765953190638127523e+01,9.653924901795788438e-01,2.455969139981252491e-01,-4.938313830082918798e-08,-3.248203593425157132e-02
2.766553310662132148e+01,9.653924898834832513e-01,2.455969169193447377e-01,-4.923313446508759128e-08,1.732395818383222416e-02
2.767153430686137128e+01,9.653924895882994850e-01,2.455969198315523516e-01,-4.908358919308852819e-08,-1.992175466444478203e-03
2.767753550710141752e+01,9.653924892940248803e-01,2.455969227347748196e-01,-4.893450175624813880e-08,-1.741138456738103649e-02
2.768353670734146732e+01,9.653924890006566617e-01,2.455969256290388147e-01,-4.878587037127068982e-08,-5.916179725530293322e-04
2.768953790758151356e+01,9.653924887081921646e-01,2.455969285143709824e-01,-4.863769374752191510e-08,-5.955428565862301050e-03
2.769553910782156336e+01,9.653924884166287246e-01,2.455969313907979124e-01,-4.848997042783409483e-08,6.279400776517743421e-03
2.770154030806160961e+01,9.653924881259636770e-01,2.455969342583461390e-01,-4.834269964892889959e-08,2.153242502727554727e-02
2.770754150830165941e+01,9.653924878361942463e-01,2.455969371170422244e-01,-4.819587900301014471e-08,-8.051833613925897526e-03
2.771354270854170565e+01,9.653924875473177680e-01,2.455969399669125919e-01,-4.804950781006622762e-08,1.555799700593512311e-03
2.771954390878175545e+01,9.653924872593316886e-01,2.455969428079837480e-01,-4.790358478640177609e-08,-3.847591389582673445e-03
2.772554510902180169e+01,9.653924869722331215e-01,2.455969456402820328e-01,-4.775810849566575200e-08,-6.643846646213674711e-03
2.773154630926185149e+01,9.653924866860196241e-01,2.455969484638338696e-01,-4.761307747375154165e-08,4.601875428692599711e-03
2.773754750950189774e+01,9.653924864006883100e-01,2.455969512786655429e-01,-4.746849016634691054e-08,1.547457086751926475e-02
2.774354870974194753e+01,9.653924861162366255e-01,2.455969540848033372e-01,-4.732434547016772797e-08,4.399804204482474571e-03
2.774954990998199378e+01,9.653924858326619063e-01,2.455969568822735372e-01,-4.718064205294636437e-08,-4.266561192848935917e-03
2.775555111022204358e+01,9.653924855499614877e-01,2.455969596711023162e-01,-4.703737856159850850e-08,5.184262317707453473e-03
2.776155231046208982e+01,9.653924852681328161e-01,2.455969624513158756e-01,-4.689455378181772716e-08,2.366561416742961853e-03
2.776755351070213962e+01,9.653924849871731162e-01,2.455969652229403333e-01,-4.675216622174183101e-08,8.151408626153336390e-03
2.777355471094218586e+01,9.653924847070797233e-01,2.455969679860017796e-01,-4.661021452134761489e-08,-5.516013086495864456e-03
2.777955591118223566e+01,9.653924844278501949e-01,2.455969707405263047e-01,-4.646869750102311514e-08,1.378147301930233125e-03
2.778555711142228191e+01,9.653924841494816445e-01,2.455969734865398602e-01,-4.632761357176162775e-08,1.647399150882714047e-02
2.779155831166233170e+01,9.653924838719716295e-01,2.455969762240684806e-01,-4.618696137353994757e-08,1.904945650965004188e-04
2.779755951190237795e+01,9.653924835953175965e-01,2.455969789531380898e-01,-4.604674046920775865e-08,9.770705295856970188e-03
2.780356071214242775e+01,9.653924833195166588e-01,2.455969816737745837e-01,-4.590694848566334585e-08,-1.041906212803579332e-04
