r,Q,R,temperature,E_r
3.231367984170484229e-07,2.021899558306055844e-14,1.015417270196714062e-05,2.787899350684592719e+02,6.004997496993430104e+03
5.510990808314454791e-07,1.232207942045155596e-14,8.013360797851970511e-06,2.111806935762737680e+02,-1.246287473966831749e+04
2.901069163254421068e-07,7.999328469778989992e-13,8.633995314486994383e-06,2.316195217818227547e+02,-3.975491110552160535e+03
9.872211265224419049e-07,2.213102592904030527e-13,3.070859879854849055e-05,2.019315221026700158e+02,-9.835228071561521574e+03
7.737832127972413753e-07,2.865505157999372597e-13,5.076211580395974210e-06,3.721643480365228243e+02,5.878799400183947757e+06
2.224966471064000864e-05,6.402535678262539152e-14,1.196076193997503064e-05,2.881938538198448327e+02,1.162400221347470768e+06
1.719353563335498959e-06,1.179618644264960473e-13,2.391724899650333214e-05,3.846874319762580967e+02,3.860925277158216340e+04
1.877019388024431915e-05,2.851416282891375722e-14,3.024356632857899810e-05,3.240437309809547060e+02,3.870879324865290255e+04
1.401067875351321628e-05,6.850518766422222750e-13,1.432512293183257127e-05,2.955410748551161646e+02,2.321610215553157777e+07
1.023258916353458647e-06,5.729868969311351815e-13,7.149341194918386609e-06,3.798320652606097383e+02,5.503518465512968600e+06
5.601990138227170334e-07,6.507756414797627870e-14,4.912335470072691019e-05,3.662324951447155854e+02,7.329056751282336108e+02
7.872264272564670777e-05,8.092319870444052485e-13,1.329431916042666402e-05,3.148028617138387517e+02,1.173611427172556287e+06
9.439065746326877655e-06,5.483213702457575343e-13,2.310367410999928582e-05,2.148321477275788993e+02,-1.654068845564344665e+05
2.042769007894161296e-07,1.125793520176531939e-14,3.757285240520079838e-05,2.784078257582834226e+02,4.135279872773001841e+01
2.014239288446259484e-05,3.450503953601817873e-13,6.026743888659126525e-06,2.976399157279722090e+02,7.643830042594580911e+06
1.228631332002054874e-07,6.740007508408193330e-14,2.806569091656535737e-05,3.561982674959674000e+02,8.448359375892011940e+02
7.121310473884503238e-06,1.596620510401307692e-13,3.849100783301693764e-05,3.395456193572985057e+02,4.083239614822335716e+04
4.095115156670624934e-05,4.055379684958286583e-13,7.477166221034594872e-06,3.334755619573679155e+02,2.173451242034319788e+06
1.429566823468119083e-07,1.795441985808395713e-13,2.033793129559802754e-05,3.909280697954335437e+02,8.144097777086286442e+03
4.751225823814115239e-06,1.153090541941764581e-14,3.549225984867703838e-05,2.922323315067563385e+02,1.522353797198772099e+03
1.534168820232322860e-07,9.489543706409386245e-14,2.067739514850119214e-05,3.520092289138594879e+02,3.622809422564434499e+03
2.959174074679985167e-05,1.358602469707639606e-14,8.537488565407446480e-06,2.165479909679995671e+02,1.394446932018175430e+05
2.098103872129492302e-05,4.628669425087530671e-13,4.928654353978414700e-05,3.295492184122156232e+02,1.610864955407664820e+05
2.803792205050515503e-07,2.704003522212251936e-14,5.410133661245597320e-06,3.835462565894126215e+02,1.240324742862356652e+05
9.642119135255633310e-07,1.684987347502614763e-13,9.992241966487057283e-06,2.148945519325622513e+02,-1.215604785296946939e+05
6.576846926382738660e-07,8.133111997981678103e-13,4.371993889984815380e-05,3.291670871082420149e+02,1.198856246889457725e+04
2.995657461085349290e-06,2.158411193035528422e-13,5.772872825310425956e-06,2.518986152677179859e+02,1.716856020142599940e+07
3.930862302489576330e-06,3.929794508614684639e-13,1.054446584595228875e-05,3.834840293166367928e+02,4.444753586838972755e+06
6.763964579419594605e-07,7.012391286269511594e-13,8.773650028879468327e-06,3.475257260859754069e+02,1.689413269840275869e+06
1.351719184346077417e-05,5.137519070501751616e-13,8.353102265333616392e-06,2.444317573337176270e+02,2.527150522244494036e+07
3.819455988905287991e-07,2.495354103977641873e-13,3.237947422065953610e-05,3.122811322828254106e+02,4.492939634881420716e+03
1.415942716952705248e-07,2.576685595966724734e-14,1.324397325460781086e-05,3.448436589797817078e+02,3.301373089465534576e+03
2.649322011971544946e-05,8.026978141181782853e-13,2.276570330401951787e-05,3.162950787881712813e+02,1.027858195340607502e+07
3.030785039911106648e-07,3.144571489914996081e-14,1.169963060785006653e-05,2.402522769018563622e+02,4.357388243732202682e+01
7.266879091334656432e-05,5.120542719876386001e-13,1.808076964930989386e-05,3.707566191427472404e+02,8.715067264637079788e+05
1.095874143723222516e-05,7.670157072092759063e-13,4.546858666411169849e-05,2.153822258040000008e+02,-7.010420093963337422e+04
1.138739268026345408e-06,1.042201543209336268e-13,4.182444972848366568e-05,3.909868050853736463e+02,4.331778116688289629e+03
5.633655685814086146e-07,2.521040788469383764e-13,1.154353081288365956e-05,3.696268123330276580e+02,2.243996420779792534e+05
1.967043160879939163e-06,6.742664210742731304e-14,1.228457535255553888e-05,3.878510595158753631e+02,1.901552648786288337e+05
3.735750626085968469e-07,1.270075219021852151e-14,1.925752233080931051e-05,3.168424964150726169e+02,1.114090594041973873e+03
8.869959568276301584e-07,8.555008210160310038e-13,4.298439985050476445e-05,2.680640412995496717e+02,6.917537608812428516e+03
3.754628025701924590e-07,4.197304462945716205e-14,9.418021346874839777e-06,2.138840268616956166e+02,-1.591676029672864024e+04
1.145781136696632902e-07,1.526690731741996642e-14,1.577837365541046309e-05,3.460051332575565084e+02,9.432450646753679848e+02
2.701605850505347840e-06,3.579807245171717581e-13,1.484895604778352661e-05,3.183220314832190070e+02,5.267623119625716936e+05
1.707496739931570697e-05,5.365605108592699690e-13,6.025944835930214430e-06,2.046455089426159191e+02,1.654053523673200421e+07
2.748639375982226473e-05,4.142388803212770051e-14,7.625727210774310004e-06,3.583030339138665568e+02,4.927946111509966431e+05
7.202377852121317334e-07,1.574345629880586748e-13,5.116811069019902836e-06,3.016120020057971374e+02,1.673595673356128391e+06
3.102819668698379290e-05,5.330088076662587931e-14,4.138858158587459713e-05,2.164535595085099260e+02,-2.045396983070450369e+04
1.505780203306309308e-05,4.601226776341187869e-13,8.328802635672479909e-06,3.872624877547298183e+02,1.823900282332954183e+07
1.315941632688942513e-05,2.416435743190921470e-14,6.364453390461051382e-06,3.711186627756281950e+02,1.254159047218688997e+06
2.506710264515319211e-06,4.537830715006704854e-14,1.102961643159077861e-05,3.642723659895936521e+02,2.033646456306341570e+05
3.885007467440240452e-06,6.196337954857834089e-13,7.871131479660190461e-06,3.213304591465458770e+02,2.864176738994878158e+07
2.419711901965662420e-07,4.146085268521690126e-13,1.145452429425455078e-05,3.624675536351105620e+02,1.560995371541287168e+05
3.724647082183707929e-05,1.513112427297841579e-14,1.083906762363422533e-05,2.948100738128335365e+02,9.802831981801918300e+04
9.271424599728122069e-06,1.405895010773415564e-13,9.108387922238297396e-06,3.307405841300497400e+02,1.469977091225175001e+07
1.284361987252353776e-06,1.886542747050056568e-13,6.109887611571689425e-06,2.041659764547674456e+02,1.056841012671442237e+06
1.557362670550722837e-06,1.156621931912974812e-14,5.865223731045469557e-06,2.663769290179591849e+02,6.341289409406288905e+04
1.882148867018973824e-06,9.964653557885627067e-13,1.032234136421034873e-05,3.104974004312969669e+02,5.363722071952193044e+06
1.796068077533218226e-06,1.674975074467897575e-13,7.523014418819035341e-06,3.433279970403294783e+02,1.698268538318729494e+06
3.271742925244962368e-07,3.191819406647767332e-13,9.491755791375030348e-06,3.622987868930615605e+02,2.860089660258446820e+05
4.875845809063998652e-07,1.962043480065583049e-14,2.427229746713174826e-05,2.880801444482847842e+02,7.720374659109477307e+02
3.110712721085767602e-07,2.658232336132210583e-14,5.697805529018448317e-06,3.371817930182572240e+02,8.921298247961864399e+04
1.477552869917417227e-05,6.455826096499066441e-13,1.767747343985869452e-05,3.061093692343187058e+02,7.342336396562818438e+06
1.366421746215646446e-07,3.735395999341705046e-14,4.626599952753589169e-05,3.712837820132253341e+02,1.259937696467927424e+02
1.976789215851123077e-06,1.546500900661660102e-14,2.037608706283000452e-05,3.337581506888358263e+02,7.038158019045506080e+03
1.347641683913423264e-07,4.784896952051609862e-13,7.553303614005569182e-06,3.837687993110818070e+02,3.890038412958314875e+05
2.718364340238632069e-07,3.133224416543068624e-14,2.030505786102883737e-05,2.045354135686789618e+02,-1.219670256208082264e+03
1.625079979627272175e-06,1.333222211363277462e-14,2.421093039064373240e-05,2.292637668511819697e+02,-4.949336994762761606e+02
5.227904798838465628e-07,5.130055797836604531e-14,2.386114499414017259e-05,3.161755702195075060e+02,3.288772958732306961e+03
3.648057860885341690e-07,5.159614084814192464e-14,7.547189886975207114e-06,2.972686287090687642e+02,5.843449670764349867e+04
2.306336805491657569e-06,1.640739798009026066e-13,2.591363884750947714e-05,3.928903346444428166e+02,5.864811887940862653e+04
1.188407197803568598e-06,3.083066866321012726e-13,3.221487556878404077e-05,2.445784824208036525e+02,1.421091816303256564e+03
3.836011734347808874e-07,6.160339743606067782e-13,7.062886021371715931e-06,3.125038655925104649e+02,1.295327371999870054e+06
6.891912549388153615e-07,7.026124093922716862e-13,1.517545490474163548e-05,2.847664007407190070e+02,1.534196561640559521e+05
2.667778774926718290e-07,2.032785806553307443e-14,2.067648880741259303e-05,3.831754014942206368e+02,1.584932719182922028e+03
6.163444918255433617e-06,2.468356060239153418e-14,9.836514097237235684e-06,2.600738643020952168e+02,1.033655027079474239e+05
2.064905574542502174e-06,9.677608958557793117e-13,6.542880191336174141e-06,3.487266499962226476e+02,4.280209675946182013e+07
4.085077575058338270e-06,8.411378406320515874e-13,8.926031854851461552e-06,3.200725829006887011e+02,2.752385346639391407e+07
5.244413264289005918e-06,2.544957982638867021e-14,2.424097879718481807e-05,3.123757755621276146e+02,1.522036504222492658e+04
3.994188937130642100e-05,6.071596143705908904e-13,1.272873214526427664e-05,2.652670539546527380e+02,3.420552699664267711e+06
1.104583237732667880e-06,3.386719323329924914e-13,8.471559040285661003e-06,2.879477434377998293e+02,9.303705059213449713e+05
4.766390934315818934e-06,4.084053317317241640e-14,1.683096983203505713e-05,2.610018724309603613e+02,2.335726218190175859e+04
7.864698848012754104e-07,1.764842720769703167e-13,3.573506402769367882e-05,3.731745210520363116e+02,7.505587388479678339e+03
7.575955953563448184e-07,1.168495457257949486e-13,2.199243974134115499e-05,3.449291962329376702e+02,1.750978332576911635e+04
1.593518786747776602e-06,2.719106714696058916e-14,1.286099536032182793e-05,2.208504561750409323e+02,-1.224763548311458726e+04
1.142682853545896467e-06,4.504318289102133137e-14,8.530273469702877775e-06,2.203923398253202492e+02,-4.999357496941994759e+04
1.156636676590576998e-05,8.012043218775005803e-14,5.281221424783476825e-06,2.453913658730462544e+02,5.382697609343754128e+06
1.859575112924580385e-06,7.292263654872409661e-14,3.855969869147766126e-05,3.416041970644629941e+02,4.867147699979426761e+03
1.412888523332203341e-07,1.733411403711229256e-13,7.836269074675849376e-06,3.424217141357235050e+02,1.053377901714031468e+05
1.001717834671084011e-07,6.681018181678097118e-14,1.689526573307444736e-05,3.020401357758621543e+02,1.970667781950395010e+03
1.865544836908384372e-06,5.291582907126009328e-13,4.425559597977406548e-05,2.933209622698649923e+02,1.432262475669041851e+04
1.696617125198008730e-06,1.970143241791099682e-14,1.556057862897534120e-05,2.347631386016567774e+02,-1.371792192604230877e+03
6.139694811747007439e-06,4.004647692626055203e-14,2.463489564012618979e-05,2.808428912170389253e+02,1.684875092428849894e+04
1.052711700577058117e-06,7.604948569003320584e-14,5.512900950692161057e-06,2.503828508624528695e+02,2.992625881888116710e+05
4.094711363436489735e-05,3.073164993806898993e-14,2.312445950292889201e-05,3.184150720763578875e+02,1.647365279640986992e+05
6.841474507874134204e-06,5.236686558925671601e-14,1.061480704142508096e-05,3.534315584018559093e+02,7.682021711930015590e+05
1.541175508234892324e-05,1.076968862063076404e-14,3.498089052167010447e-05,2.630521185334463325e+02,2.486198191131733893e+03
2.826125546921656396e-07,7.779774490117771825e-13,7.986385334600646147e-06,3.325953393157598157e+02,8.816907494092456764e+05
5.199184157637916121e-07,3.646653741077595356e-14,6.654505933144130927e-06,3.905397914833942536e+02,1.718866053609625669e+05
1.642327314298085625e-06,1.264627873921734346e-13,1.268321596183540038e-05,2.982479990694911862e+02,1.390999712838748528e+05
6.819492654985763736e-06,3.526437775096177209e-13,1.346305844978413085e-05,3.044548461468205574e+02,2.387506360537594184e+06
3.409153644118719173e-07,6.565283207797042926e-13,1.955787908257407119e-05,3.510624444643626134e+02,6.545792123187558900e+04
2.210184475886047264e-05,2.640475644223609048e-13,2.871093312231953336e-05,2.616183102110326217e+02,1.977939315014498716e+05
9.526644640680658229e-07,4.590851564483036741e-13,3.077940745757461600e-05,3.258992527515754318e+02,2.734181923396632919e+04
1.785982707929602802e-05,8.751793344047755307e-14,2.560114984638899073e-05,3.008046700046705837e+02,1.502515880166296265e+05
9.806770877460537728e-06,7.176118615197660573e-14,1.110578732977020846e-05,3.111663762179106811e+02,1.309015254643790424e+06
1.857908609893561554e-07,1.227156516105543217e-13,1.488171168209425866e-05,2.342929448216383150e+02,-1.164441533979214000e+03
1.048434656568757727e-05,7.626229481742584755e-14,6.734247657620150320e-06,3.556007279071511107e+02,6.235592861223475076e+06
2.486735055891058216e-05,6.512248735709855514e-14,3.160073554012661815e-05,3.485816387824806384e+02,1.311746407067368855e+05
9.792011086368423794e-05,4.299139396963449004e-13,6.421933723711675301e-06,2.152407051479269455e+02,4.029845094833980547e+05
1.039949199750165675e-06,2.543799075665975608e-13,1.522115644882057888e-05,3.762236774593354767e+02,1.882393386563196254e+05
1.281188197159164450e-07,5.313082704511432720e-13,3.584115024993510430e-05,3.481406173411352825e+02,3.175097147597652111e+03
1.189789220169879331e-06,2.156016298769356864e-13,2.506432162117466864e-05,2.340185629151270916e+02,-2.872737774632594665e+03
5.694034860528820312e-06,8.771065796367437607e-14,3.871488985002187667e-05,2.414949955787461704e+02,3.718528464807604905e+02
4.193918168856437165e-06,4.247416196556732229e-14,1.162027339859867929e-05,3.057584168585409543e+02,1.767606509237024875e+05
1.241162735599871486e-07,3.747137951912065097e-13,1.772055486048527910e-05,3.366151000913541225e+02,1.658559552867201637e+04
1.240267604849844162e-07,1.698622562609019859e-14,6.198556825488295664e-06,3.162862911728765312e+02,1.475315923154577104e+04
2.079560600579644313e-06,3.841153917503261341e-14,1.782621981584459528e-05,2.198660332779413977e+02,-8.957679770567705418e+03
4.297920988882463947e-05,2.022282941279199974e-13,1.512582606193910593e-05,3.818007885660288139e+02,9.839560084991565673e+05
1.637488287301791447e-07,4.698687875201154386e-14,2.176145393676182368e-05,3.002831756605527289e+02,1.036265388104985959e+03
3.081539047073659100e-05,2.214485058784705975e-14,3.511702689043590532e-05,2.923601928534206991e+02,2.403507130497226899e+04
4.058810675834329861e-06,1.175723370964914905e-14,2.099599971448821607e-05,3.514051182412359253e+02,1.142729269497703717e+04
4.448547889903265161e-05,9.820147818561562832e-13,6.567099056840648171e-06,3.575199578087119789e+02,4.459971699746726081e+06
1.172631910490827567e-06,2.315659201952745722e-13,6.943167678410474425e-06,3.512233266479561280e+02,2.066527103377010440e+06
2.805518146650171521e-05,1.154781313699826870e-14,1.491769891433949377e-05,3.057843654422192117e+02,1.318633794050166325e+05
4.684712458863840088e-06,1.122394438712460822e-14,3.175953108252179650e-05,3.657085246595813146e+02,3.926168632384153170e+03
2.948067655576207368e-07,1.237010531798663154e-14,1.700608671075159179e-05,2.634809017260841983e+02,4.568885007982620436e+02
4.010926960956056008e-07,4.412938800231063180e-13,4.280669628230923088e-05,3.049931387896717183e+02,3.324565772641363765e+03
8.148958972531590832e-05,1.126375946697350241e-13,7.775376513696044192e-06,2.561680570548909373e+02,1.524508055448902014e+05
8.184058309436304326e-07,9.730118443004315110e-13,9.768021294502096425e-06,2.655331634989240115e+02,1.246067451936054276e+06
1.349673227116940728e-07,1.100197562808114609e-14,9.096051801198237898e-06,3.963054523238924958e+02,5.380477377417626485e+03
2.104711800490947889e-06,6.674964152411457705e-13,4.230020880553546879e-05,3.559848210229620236e+02,4.184547507410666003e+04
5.603049357245357254e-06,3.899841400281161711e-13,3.085761035160750467e-05,3.524107301020538330e+02,1.658547701261623879e+05
1.184420582678130043e-05,6.723549689885141756e-14,3.521998733433903163e-05,3.449766301884849327e+02,3.965334845954367484e+04
1.004061942577069368e-07,1.237153178060760521e-13,1.043169700810548075e-05,3.404533062517160147e+02,2.232340687868533496e+04
3.698670223205817075e-07,1.373575750998026640e-13,6.145190407654894196e-06,3.019410911581419441e+02,3.198562201484384132e+05
1.042064138331236103e-07,1.551748305298702508e-14,3.360148674846658457e-05,3.889755113580175703e+02,1.128603498563438023e+02
4.235130585057749539e-07,1.579223538851675152e-13,7.225151651903464753e-06,3.005510592036060871e+02,2.521181960223306669e+05
8.205237573138701271e-06,1.846646144639291060e-13,1.351431259076059119e-05,2.944127715038994211e+02,1.141744047505930765e+06
8.247976847180313019e-07,2.350002582701364175e-14,2.651275741536037342e-05,2.072525255683278260e+02,-1.136478565238177907e+03
3.830854192083968693e-07,1.430078742434369521e-14,1.386584155891107251e-05,3.921989181421544117e+02,5.514790538577196457e+03
1.939248963019602726e-05,1.149387819155115539e-14,5.427583402365731104e-06,3.776081918196601350e+02,2.746945688899199013e+05
3.982263515257533457e-06,9.038174353593072789e-13,2.812974102629067435e-05,3.526564671399954136e+02,3.616029719791851239e+05
8.190281811728615565e-06,1.237742233261403064e-13,8.040949287357533582e-06,2.128292279206097817e+02,1.658376510379028507e+07
2.572898246937753899e-05,9.105316659521479995e-14,2.181199504600997609e-05,3.919600689487286331e+02,1.236233335301805520e+06
5.163242149243937306e-07,2.254307362134372658e-14,8.320000134411048809e-06,3.019990126030687634e+02,2.872512630734660706e+04
1.503236897630655919e-07,2.156563256957134070e-13,1.518723212792047940e-05,3.051487484516562176e+02,1.366121580589295809e+04
9.785072563703151085e-06,2.837244132071224255e-14,1.579791305963335789e-05,3.146782048998988444e+02,1.291975875826025585e+05
2.441726220407249045e-05,8.919538210881860295e-14,7.251348407838765353e-06,2.455536433358285535e+02,1.344618415406330023e+06
3.573524253471618583e-06,3.786431208363458726e-13,8.558524315357932081e-06,2.202208255756770257e+02,7.921831440282821655e+06
2.668887613529808266e-05,2.040571527358066885e-13,3.892291945973523479e-05,3.975775173187960263e+02,2.892111890179735492e+05
1.213195172143218813e-06,5.965556081327828272e-14,6.786289582774738944e-06,2.163004054839415744e+02,-1.476348493853772525e+05
1.397890274546065570e-05,1.097331720540531625e-14,7.215394297254698939e-06,2.301695820051477313e+02,5.047105524727122975e+05
3.808900452313979886e-06,4.201050305460030708e-14,1.516218887277007126e-05,2.463461282277898476e+02,8.493591868243827776e+03
9.601471324158847106e-07,1.317392419757455498e-14,9.582986458987763435e-06,3.754100668377818693e+02,3.595215009898849530e+04
1.026692245629678938e-05,3.444912516093929162e-13,1.614929702468717826e-05,3.105655945175939792e+02,2.051838009074078174e+06
2.333284646087007447e-07,3.304223529170337632e-13,4.195608042875649215e-05,3.240599742319043344e+02,1.872094443635060770e+03
3.095029264989705349e-06,7.691349700903542870e-14,3.043864183428683179e-05,3.176059642883228662e+02,1.430421001327920385e+04
1.202595780185060600e-05,1.145261019018550035e-14,6.192510341985867293e-06,3.462954801108736547e+02,7.117307768549281172e+05
1.410140856532221032e-05,1.538922992155943070e-14,3.706860545132619139e-05,2.940197703454069824e+02,5.646863044442005048e+03
2.296274271586643679e-07,1.902118367501120154e-14,8.339488132812903541e-06,2.246502060951185342e+02,-3.557419555213577041e+03
1.698965407146442572e-05,3.644144107468907893e-14,1.229472384207503365e-05,2.456939212593426305e+02,1.134689637376454659e+06
2.118224543428810893e-07,1.235418061190424771e-14,2.174943833990705363e-05,3.306307197557286486e+02,4.820517499477278989e+02
2.467297838915182069e-05,3.058249219125435992e-14,2.734911029380817317e-05,2.381904541031064468e+02,-1.483496956305469212e+03
9.598619717627029842e-06,3.345058432207585999e-14,2.261914260370754065e-05,2.122332682435486220e+02,-2.638944598097715061e+04
5.203545727640185162e-07,6.358590479191698013e-14,1.282498411709343611e-05,3.713758498618516342e+02,3.838253112629144744e+04
5.112571784216205272e-06,1.568167900950583117e-13,3.240330136854420272e-05,3.211928974407631472e+02,4.150070840822707396e+04
5.742609323498394441e-05,2.015247402304642503e-13,2.505802533223000972e-05,2.814132101551261940e+02,5.492378329039879609e+05
1.412403786285612142e-07,1.383899070491778684e-13,8.728191500403208655e-06,2.681368439419343304e+02,2.135938637587578341e+04
1.369012869014068805e-05,7.810876382381324600e-14,4.285556121888971562e-05,2.954569909929899154e+02,1.817237313367942988e+04
1.077220146739872074e-05,8.481560631086448280e-13,2.092110294481582740e-05,2.741498095184766157e+02,2.068544104133957066e+06
7.464976276211801029e-06,7.481144744415148159e-14,3.662566522708445938e-05,2.408390047578036501e+02,2.797772460771411716e+02
7.721744759884154545e-06,2.311706230838101312e-13,2.234085907411556519e-05,2.254223393727837674e+02,-6.475423235996041331e+04
8.902227705852194867e-07,9.187990790263621696e-13,1.536558433976369586e-05,3.005350682124162631e+02,3.242676919387253001e+05
1.166992777770430025e-07,1.222443063076599555e-13,1.478884953420055462e-05,2.434234711912791624e+02,4.289992674453369546e+02
1.431129533622162883e-06,1.027367060732470628e-14,2.430284388819921074e-05,3.621836825974887688e+02,2.391533962524530580e+03
3.810519441208627824e-05,3.999402895759200107e-14,5.620247960862168058e-06,3.545502298470926803e+02,2.475582543355643575e+05
3.674213935861037105e-06,1.768027971035582229e-14,2.491152205687544393e-05,3.444055888617092478e+02,8.864225143655570719e+03
6.596255274187804591e-07,3.448217619320498690e-14,2.454436725134576637e-05,2.955333679476203770e+02,1.998877485084120508e+03
4.930281983596904132e-07,8.075550715011386492e-14,1.808589372192398538e-05,3.282363574911524324e+02,1.251111661490396546e+04
3.704336788509702802e-06,4.348001773807344261e-13,2.094603644345392244e-05,2.534722867544960536e+02,7.303041013795748586e+04
2.765026186183764171e-05,2.946972606617959086e-14,1.507215305202521007e-05,3.098944633008342180e+02,3.464401515864968533e+05
1.341961321451489639e-07,5.250583800080478960e-14,3.831210748682735613e-05,3.241866956552449324e+02,2.249554962289020068e+02
1.800939912508853802e-07,1.115873520830536628e-14,1.952789820843799746e-05,3.913482937318837003e+02,7.215727499432383638e+02
2.774008693122739434e-06,9.852187478312078382e-14,5.084581127514499913e-06,2.240412968777515630e+02,7.933845814664524049e+06
2.094302596445892479e-05,1.049089284903610080e-13,4.633549989950584659e-05,2.707636215993077826e+02,1.842729964126458071e+04
1.024081105991781340e-05,1.249062072857440931e-14,2.405563423391056773e-05,2.122014597620170093e+02,-8.772626180843642942e+03
8.484151185855808497e-06,3.159756290850387570e-13,6.041801649776266584e-06,2.687936213020561240e+02,3.945366998950281739e+07
2.488647078761529457e-05,1.743879402085555316e-13,1.567527403744334999e-05,2.733337897926193136e+02,2.530698695185816847e+06
4.316354562248184789e-07,8.703957097197499911e-14,3.227888949375284217e-05,3.662042078755809484e+02,2.661701052949418681e+03
4.516691409756768838e-06,3.041065376522869842e-13,1.475204254190817307e-05,3.639528218978114182e+02,1.076723447075647535e+06
1.807208199677635066e-06,2.033012214407182578e-14,1.062512942774247885e-05,3.181401509165417565e+02,5.248580139883514494e+04
2.753985685191470646e-05,4.582049782453759988e-14,4.804533662476533285e-05,2.147566924878091186e+02,-1.015316548336709820e+04
7.957314987615653483e-05,2.085216333789496510e-14,9.706776309007322071e-06,2.160901238748343189e+02,2.959842738675850705e+04
3.010726043621413393e-05,3.560521657445995129e-13,1.832844760303141955e-05,3.425669883050804287e+02,3.530382579248357564e+06
4.936449750302658552e-06,1.353144209243020361e-14,6.581325833130211830e-06,3.746139451147569162e+02,7.120437489830694394e+05
5.710176513208564046e-05,1.183568573168508304e-14,1.071265544907615717e-05,2.885014173949683709e+02,3.262458354337696073e+04
2.140815733439938280e-07,6.939340943889248196e-13,1.424145034348600115e-05,3.431129136785558558e+02,1.069480938650942990e+05
5.472314940543554261e-06,1.466486313594491026e-14,3.551934655029156593e-05,2.635968645071884566e+02,1.116246433859934768e+03
4.786269222354053605e-05,2.245460401125892511e-13,1.212245535597562983e-05,2.939710469298083240e+02,8.809713234267276712e+05
8.883725324299250096e-06,1.418838462230850415e-13,2.749442051139969971e-05,3.211570676957476280e+02,1.094463799093325651e+05
6.169458973316852272e-06,1.218408552573533232e-14,2.910608987636616134e-05,2.411503998636044912e+02,1.019493244618261087e+02
3.332918363125567665e-06,3.247889749674183396e-13,2.192897205156629824e-05,3.948506873960309349e+02,2.806842778147893259e+05
1.822817370424460811e-07,5.494346410911063448e-13,4.203691616873069214e-05,2.742006952630135856e+02,1.162636105518148497e+03
2.404557030388960182e-07,2.126522914140373497e-14,2.579985089162728713e-05,2.997881133682137715e+02,4.105561942042212991e+02
1.815169048358352744e-05,7.319369334023033096e-14,1.499102596636975834e-05,3.713729129112929286e+02,1.996595672482052119e+06
5.276166352830246559e-07,7.704673686138594638e-13,1.871900147600734008e-05,2.403326121501387149e+02,1.000998145097139059e+03
2.511684486070339851e-05,5.214277822383342929e-14,2.533402803440764888e-05,3.755454660353797749e+02,4.098336836957376800e+05
1.918698027060652574e-07,8.140370203623812571e-14,2.385051606808505568e-05,2.106705145739528575e+02,-1.108083037438925885e+03
2.062592165405067221e-05,6.714085970901464881e-13,4.479894367315865873e-05,2.332149482285759632e+02,-2.477390706361288903e+04
2.139537548254341818e-06,1.541047204762494680e-13,4.087591986368435942e-05,2.337664233870407600e+02,-8.905330489282941926e+02
2.579586690390845354e-05,2.150722675231872135e-14,9.262560522914477728e-06,3.583596983559792761e+02,2.904924017580853542e+05
1.106253388820711482e-07,1.560866480906244337e-13,3.561103505801385997e-05,2.241127304585644424e+02,-1.873948123878064962e+02
1.785526637722355345e-05,7.787867304972232211e-13,1.838074049328804570e-05,3.466325339489993098e+02,1.367304406976217777e+07
1.713249952771458659e-06,1.769434148644983328e-14,7.605596729470782570e-06,2.478654315452982644e+02,1.588317756697932782e+04
8.097944872369708684e-05,1.206068360471506218e-14,3.690972367992508284e-05,3.181343336676461035e+02,1.653000218438514275e+04
5.682766371613416518e-07,5.447253386903386643e-14,4.590569068522913165e-05,3.667599297117426431e+02,7.646543274238051708e+02
1.653983608867133254e-06,2.045071858792430338e-13,2.184248410914823451e-05,3.956040971872862428e+02,8.843262324717585579e+04
9.907324290296418983e-06,6.660250823740254405e-14,1.690277432154808844e-05,2.860752539128185958e+02,1.712934304683364171e+05
1.310460207435275235e-05,4.215609543247781397e-13,5.311932059779380695e-06,2.625063920146001806e+02,2.206293682120867819e+07
1.157698027111743136e-05,1.280714405768349826e-13,1.426179018331512680e-05,2.219018964491301631e+02,1.062232512169172987e+05
3.118948628401595294e-05,1.100357967917825211e-13,8.630693792183416241e-06,2.851172702543760806e+02,1.016642281280172640e+06
6.466182634718006458e-05,4.006129454880576550e-13,3.913416994429697894e-05,2.639870581367122213e+02,8.611517005793703720e+05
1.471547038944593153e-05,1.338331608504560056e-13,2.210300957106153531e-05,3.539357592288801584e+02,4.645893289595540846e+05
3.469759728945506703e-06,1.524461551233612994e-13,6.794875836493349215e-06,3.546533012145674206e+02,6.277709049018878490e+06
1.737499301655007479e-05,4.188601784216191056e-14,1.638775383700432175e-05,3.044413451458460713e+02,1.247011372865953948e+06
8.795608613663484889e-05,6.605035827940317802e-13,3.999401502235228262e-05,2.539359400560148856e+02,7.673508954026977299e+05
1.027712743798994804e-07,1.711521653652315076e-13,1.432495820821634416e-05,3.775861656930884465e+02,1.507472655600106009e+04
1.961221357107584441e-05,1.054343872024751559e-14,6.173398351909461497e-06,2.036084144068905459e+02,2.463653739021806396e+05
1.985143572426909622e-06,3.887209015730204500e-13,1.250406529764875869e-05,2.006908815255982574e+02,-3.651070549883637577e+05
1.125821750413056761e-05,1.263990682589037202e-14,9.276207570532565559e-06,3.034726366470858920e+02,8.963037662692106096e+05
4.448595839102790418e-07,9.839489409911316589e-14,6.165597477269563947e-06,3.790350559163310891e+02,4.772028915689398418e+05
