t,n,c,T_fuel,dn_dt
3.708741748349670075e+01,6.939656562877932799e+01,5.541783807613825957e+03,6.929082263913920237e+00,-5.809842007067800296e-03
3.709741948389677901e+01,6.939650757253950530e+01,5.541861140018251717e+03,6.929092832192811358e+00,-5.798687175328609555e-03
3.710742148429686438e+01,6.939644962735663114e+01,5.541938406808324544e+03,6.929103384119294162e+00,-5.787552738809154107e-03
3.711742348469694264e+01,6.939639179304001004e+01,5.542015608043337124e+03,6.929113919720308878e+00,-5.776438691952989757e-03
3.712742548509702090e+01,6.939633406939907445e+01,5.542092743782527577e+03,6.929124439022761983e+00,-5.765345006174982245e-03
3.713742748549709916e+01,6.939627645624338470e+01,5.542169814085083999e+03,6.929134942053519097e+00,-5.754271668315880106e-03
3.714742948589718452e+01,6.939621895338261481e+01,5.542246819010140825e+03,6.929145428839409426e+00,-5.743218657606519173e-03
3.715743148629726278e+01,6.939616156062658092e+01,5.542323758616781561e+03,6.929155899407225760e+00,-5.732185953348789553e-03
3.716743348669734104e+01,6.939610427778522705e+01,5.542400632964035140e+03,6.929166353783721810e+00,-5.721173542568180892e-03
3.717743548709741930e+01,6.939604710466861093e+01,5.542477442110878656e+03,6.929176791995615758e+00,-5.710181389304125332e-03
3.718743748749750466e+01,6.939599004108693237e+01,5.542554186116238270e+03,6.929187214069586709e+00,-5.699209488426504322e-03
3.719743948789758292e+01,6.939593308685051909e+01,5.542630865038985576e+03,6.929197620032277349e+00,-5.688257811804930952e-03
3.720744148829766118e+01,6.939587624176981251e+01,5.542707478937941232e+03,6.929208009910291288e+00,-5.677326338989985288e-03
3.721744348869773944e+01,6.939581950565538193e+01,5.542784027871873150e+03,6.929218383730197495e+00,-5.666415049688566796e-03
3.722744548909782480e+01,6.939576287831793877e+01,5.542860511899495577e+03,6.929228741518524970e+00,-5.655523931331174481e-03
3.723744748949790306e+01,6.939570635956830813e+01,5.542936931079472743e+03,6.929239083301767188e+00,-5.644652948319617281e-03
3.724744948989798132e+01,6.939564994921744301e+01,5.543013285470413393e+03,6.929249409106378543e+00,-5.633802088183870183e-03
3.725745149029805958e+01,6.939559364707642430e+01,5.543089575130876256e+03,6.929259718958776126e+00,-5.622971323148817646e-03
3.726745349069813784e+01,6.939553745295647502e+01,5.543165800119367304e+03,6.929270012885340613e+00,-5.612160640914964915e-03
3.727745549109822321e+01,6.939548136666891764e+01,5.543241960494337945e+03,6.929280290912416262e+00,-5.601370013835094142e-03
3.728745749149830147e+01,6.939542538802521676e+01,5.543318056314190471e+03,6.929290553066306479e+00,-5.590599414276198331e-03
3.729745949189837972e+01,6.939536951683697907e+01,5.543394087637271696e+03,6.929300799373280029e+00,-5.579848830166156404e-03
3.730746149229845798e+01,6.939531375291591075e+01,5.543470054521877501e+03,6.929311029859567483e+00,-5.569118234006964485e-03
3.731746349269854335e+01,6.939525809607386009e+01,5.543545957026251926e+03,6.929321244551361225e+00,-5.558407598407200112e-03
3.732746549309862161e+01,6.939520254612278904e+01,5.543621795208584444e+03,6.929331443474818109e+00,-5.547716911429745323e-03
3.733746749349869987e+01,6.939514710287481591e+01,5.543697569127014503e+03,6.929341626656055908e+00,-5.537046138123002947e-03
3.734746949389877813e+01,6.939509176614215846e+01,5.543773278839627892e+03,6.929351794121155095e+00,-5.526395266649331006e-03
3.735747149429886349e+01,6.939503653573716235e+01,5.543848924404456739e+03,6.929361945896158836e+00,-5.515764262149502883e-03
3.736747349469894175e+01,6.939498141147232957e+01,5.543924505879483149e+03,6.929372082007072997e+00,-5.505153105296756166e-03
3.737747549509902001e+01,6.939492639316024736e+01,5.544000023322635570e+03,6.929382202479867026e+00,-5.494561769005201768e-03
3.738747749549909827e+01,6.939487148061365929e+01,5.544075476791789697e+03,6.929392307340471291e+00,-5.483990241756941941e-03
3.739747949589918363e+01,6.939481667364542261e+01,5.544150866344769383e+03,6.929402396614778858e+00,-5.473438481246262199e-03
3.740748149629926189e+01,6.939476197206853669e+01,5.544226192039344824e+03,6.929412470328647267e+00,-5.462906476054740779e-03
3.741748349669934015e+01,6.939470737569610037e+01,5.544301453933236189e+03,6.929422528507894086e+00,-5.452394191685527858e-03
3.742748549709941841e+01,6.939465288434138301e+01,5.544376652084109082e+03,6.929432571178301359e+00,-5.441901616883626502e-03
3.743748749749950377e+01,6.939459849781772505e+01,5.544451786549577264e+03,6.929442598365612049e+00,-5.431428709563590473e-03
3.744748949789958203e+01,6.939454421593865163e+01,5.544526857387202654e+03,6.929452610095533593e+00,-5.420975458577004247e-03
3.745749149829966029e+01,6.939449003851775899e+01,5.544601864654493511e+03,6.929462606393735236e+00,-5.410541829697024241e-03
3.746749349869973855e+01,6.939443596536881387e+01,5.544676808408906254e+03,6.929472587285847140e+00,-5.400127796477249831e-03
3.747749549909982392e+01,6.939438199630569670e+01,5.544751688707845460e+03,6.929482552797464834e+00,-5.389733340223301639e-03
3.748749749949990218e+01,6.939432813114241583e+01,5.544826505608662046e+03,6.929492502954144761e+00,-5.379358426928604331e-03
3.749749949989998044e+01,6.939427436969309326e+01,5.544901259168655997e+03,6.929502437781405177e+00,-5.369003038019570795e-03
3.750750150030005869e+01,6.939422071177199314e+01,5.544975949445073638e+03,6.929512357304728809e+00,-5.358667139610417962e-03
3.751750350070014406e+01,6.939416715719349327e+01,5.545050576495108544e+03,6.929522261549560191e+00,-5.348350713269667267e-03
3.752750550110022232e+01,6.939411370577212779e+01,5.545125140375903356e+03,6.929532150541305668e+00,-5.338053725203906197e-03
3.753750750150030058e+01,6.939406035732253031e+01,5.545199641144547059e+03,6.929542024305336056e+00,-5.327776149464114042e-03
3.754750950190037884e+01,6.939400711165946234e+01,5.545274078858075882e+03,6.929551882866982204e+00,-5.317517960058637527e-03
3.755751150230046420e+01,6.939395396859781329e+01,5.545348453573476036e+03,6.929561726251539433e+00,-5.307279123407226962e-03
3.756751350270054246e+01,6.939390092795261467e+01,5.545422765347677341e+03,6.929571554484263984e+00,-5.297059629121747548e-03
3.757751550310062072e+01,6.939384798953902589e+01,5.545497014237561416e+03,6.929581367590377461e+00,-5.286859428345280776e-03
3.758751750350069898e+01,6.939379515317230585e+01,5.545571200299953489e+03,6.929591165595060609e+00,-5.276678503086884575e-03
3.759751950390078434e+01,6.939374241866785553e+01,5.545645323591629676e+03,6.929600948523459536e+00,-5.266516820000788357e-03
3.760752150430086260e+01,6.939368978584121805e+01,5.545719384169311525e+03,6.929610716400681270e+00,-5.256374361273685736e-03
3.761752350470094086e+01,6.939363725450805021e+01,5.545793382089668739e+03,6.929620469251795534e+00,-5.246251085964104277e-03
3.762752550510101912e+01,6.939358482448413667e+01,5.545867317409318275e+03,6.929630207101835637e+00,-5.236146976372424433e-03
3.763752750550110449e+01,6.939353249558537584e+01,5.545941190184826155e+03,6.929639929975796697e+00,-5.226061991713493171e-03
3.764752950590118274e+01,6.939348026762780819e+01,5.546015000472703832e+03,6.929649637898635639e+00,-5.215996114372956072e-03
3.765753150630126100e+01,6.939342814042761631e+01,5.546088748329410919e+03,6.929659330895274749e+00,-5.205949303721979504e-03
3.766753350670133926e+01,6.939337611380109649e+01,5.546162433811356095e+03,6.929669008990594570e+00,-5.195921534607350623e-03
3.767753550710142463e+01,6.939332418756463028e+01,5.546236056974893472e+03,6.929678672209442780e+00,-5.185912781854540299e-03
3.768753750750150289e+01,6.939327236153481238e+01,5.546309617876326229e+03,6.929688320576625316e+00,-5.175923012757266406e-03
3.769753950790158115e+01,6.939322063552828013e+01,5.546383116571904793e+03,6.929697954116914360e+00,-5.165952186921174416e-03
3.770754150830165941e+01,6.939316900936184140e+01,5.546456553117825933e+03,6.929707572855043018e+00,-5.156000287094286705e-03
3.771754350870174477e+01,6.939311748285244619e+01,5.546529927570235486e+03,6.929717176815706203e+00,-5.146067280776378539e-03
3.772754550910182303e+01,6.939306605581712972e+01,5.546603239985226537e+03,6.929726766023563300e+00,-5.136153135410381765e-03
3.773754750950190129e+01,6.939301472807308357e+01,5.546676490418838512e+03,6.929736340503234615e+00,-5.126257810921686087e-03
3.774754950990197955e+01,6.939296349943759878e+01,5.546749678927059904e+03,6.929745900279303150e+00,-5.116381290278582128e-03
3.775755151030206491e+01,6.939291236972813692e+01,5.546822805565826457e+03,6.929755445376315492e+00,-5.106523533513041002e-03
3.776755351070214317e+01,6.939286133876224483e+01,5.546895870391021163e+03,6.929764975818780925e+00,-5.096684516090022043e-03
3.777755551110222143e+01,6.939281040635762565e+01,5.546968873458474263e+03,6.929774491631168765e+00,-5.086864190424478238e-03
3.778755751150229969e+01,6.939275957233208203e+01,5.547041814823964160e+03,6.929783992837914575e+00,-5.077062547499622269e-03
3.779755951190238505e+01,6.939270883650357291e+01,5.547114694543216501e+03,6.929793479463413952e+00,-5.067279532184443269e-03
3.780756151230246331e+01,6.939265819869015672e+01,5.547187512671904187e+03,6.929802951532025190e+00,-5.057515127859346649e-03
3.781756351270254157e+01,6.939260765871003400e+01,5.547260269265648276e+03,6.929812409068071055e+00,-5.047769294925785744e-03
3.782756551310261983e+01,6.939255721638154739e+01,5.547332964380017074e+03,6.929821852095834345e+00,-5.038042009225307538e-03
3.783756751350270520e+01,6.939250687152313901e+01,5.547405598070526139e+03,6.929831280639561442e+00,-5.028333223577874378e-03
3.784756951390278346e+01,6.939245662395337888e+01,5.547478170392640095e+03,6.929840694723463201e+00,-5.018642913924509230e-03
3.785757151430286171e+01,6.939240647349097912e+01,5.547550681401768088e+03,6.929850094371709623e+00,-5.008971040908249961e-03
3.786757351470293997e+01,6.939235641995477977e+01,5.547623131153270151e+03,6.929859479608435180e+00,-4.999317580633544367e-03
3.787757551510302534e+01,6.939230646316374873e+01,5.547695519702452657e+03,6.929868850457737928e+00,-4.989682493885538861e-03
3.788757751550310360e+01,6.939225660293695341e+01,5.547767847104567409e+03,6.929878206943675956e+00,-4.980065741435169002e-03
3.789757951590318186e+01,6.939220683909361753e+01,5.547840113414817097e+03,6.929887549090270937e+00,-4.970467291897762152e-03
3.790758151630326012e+01,6.939215717145309270e+01,5.547912318688349842e+03,6.929896876921509019e+00,-4.960887121647772346e-03
3.791758351670334548e+01,6.939210759983484422e+01,5.547984462980262833e+03,6.929906190461336379e+00,-4.951325184002541846e-03
3.792758551710342374e+01,6.939205812405846530e+01,5.548056546345598690e+03,6.929915489733662781e+00,-4.941781447726611987e-03
3.793758751750350200e+01,6.939200874394369123e+01,5.548128568839350010e+03,6.929924774762360684e+00,-4.932255873988822259e-03
3.794758951790358026e+01,6.939195945931034260e+01,5.548200530516454819e+03,6.929934045571264356e+00,-4.922748431646084555e-03
3.795759151830366562e+01,6.939191026997842471e+01,5.548272431431800214e+03,6.929943302184171650e+00,-4.913259089718735595e-03
3.796759351870374388e+01,6.939186117576804236e+01,5.548344271640219631e+03,6.929952544624842226e+00,-4.903787809553250554e-03
3.797759551910382214e+01,6.939181217649939981e+01,5.548416051196495573e+03,6.929961772916998441e+00,-4.894334544793821351e-03
3.798759751950390040e+01,6.939176327199290029e+01,5.548487770155355975e+03,6.929970987084326239e+00,-4.884899272383336211e-03
3.799759951990398577e+01,6.939171446206898963e+01,5.548559428571479657e+03,6.929980187150472482e+00,-4.875481953810378855e-03
3.800760152030406402e+01,6.939166574654829844e+01,5.548631026499488144e+03,6.929989373139046727e+00,-4.866082550663008988e-03
3.801760352070414228e+01,6.939161712525155679e+01,5.548702563993955664e+03,6.929998545073623895e+00,-4.856701024600340588e-03
3.802760552110422054e+01,6.939156859799965105e+01,5.548774041109400059e+03,6.930007702977737161e+00,-4.847337345083246873e-03
3.803760752150430591e+01,6.939152016461355288e+01,5.548845457900289148e+03,6.930016846874885061e+00,-4.837991466139612839e-03
3.804760952190438417e+01,6.939147182491440446e+01,5.548916814421036179e+03,6.930025976788528830e+00,-4.828663365081808934e-03
3.805761152230446243e+01,6.939142357872343325e+01,5.548988110726005289e+03,6.930035092742090619e+00,-4.819352988377545444e-03
3.806761352270454069e+01,6.939137542586203722e+01,5.549059346869504225e+03,6.930044194758956166e+00,-4.810060305736385544e-03
3.807761552310462605e+01,6.939132736615169961e+01,5.549130522905790713e+03,6.930053282862474795e+00,-4.800785271470431326e-03
3.808761752350470431e+01,6.939127939941405998e+01,5.549201638889069727e+03,6.930062357075955859e+00,-4.791527863140743193e-03
3.809761952390478257e+01,6.939123152547087159e+01,5.549272694873492583e+03,6.930071417422672297e+00,-4.782288035151793792e-03
3.810762152430486083e+01,6.939118374414401558e+01,5.549343690913160572e+03,6.930080463925861523e+00,-4.773065749780869282e-03
3.811762352470494619e+01,6.939113605525551520e+01,5.549414627062119507e+03,6.930089496608721866e+00,-4.763860961645605130e-03
3.812762552510502445e+01,6.939108845862749320e+01,5.549485503374366090e+03,6.930098515494412581e+00,-4.754673640761097886e-03
3.813762752550510271e+01,6.939104095408221440e+01,5.549556319903840631e+03,6.930107520606059168e+00,-4.745503749575163965e-03
3.814762952590518097e+01,6.939099354144208576e+01,5.549627076704434330e+03,6.930116511966747161e+00,-4.736351242918601656e-03
3.815763152630526633e+01,6.939094622052961370e+01,5.549697773829984726e+03,6.930125489599524791e+00,-4.727216075600892964e-03
3.816763352670534459e+01,6.939089899116744675e+01,5.549768411334276607e+03,6.930134453527403871e+00,-4.718098225652056499e-03
3.817763552710542285e+01,6.939085185317836135e+01,5.549838989271042919e+03,6.930143403773358024e+00,-4.708997640371137550e-03
3.818763752750550111e+01,6.939080480638526183e+01,5.549909507693963860e+03,6.930152340360323571e+00,-4.699914282518591335e-03
3.819763952790557937e+01,6.939075785061115198e+01,5.549979966656666875e+03,6.930161263311199527e+00,-4.690848107159695246e-03
3.820764152830566474e+01,6.939071098567922036e+01,5.550050366212728477e+03,6.930170172648847604e+00,-4.681799084956139723e-03
3.821764352870574299e+01,6.939066421141272656e+01,5.550120706415668792e+03,6.930179068396092212e+00,-4.672767171072678138e-03
3.822764552910582125e+01,6.939061752763508650e+01,5.550190987318961561e+03,6.930187950575719569e+00,-4.663752320858804978e-03
3.823764752950589951e+01,6.939057093416982980e+01,5.550261208976022317e+03,6.930196819210479475e+00,-4.654754497366297983e-03
3.824764952990598488e+01,6.939052443084061395e+01,5.550331371440217481e+03,6.930205674323082654e+00,-4.645773656029916765e-03
3.825765153030606314e+01,6.939047801747123856e+01,5.550401474764859813e+03,6.930214515936204300e+00,-4.636809767767147150e-03
3.826765353070614140e+01,6.939043169388563115e+01,5.550471519003211142e+03,6.930223344072481417e+00,-4.627862772757396215e-03
3.827765553110621966e+01,6.939038545990781870e+01,5.550541504208477818e+03,6.930232158754512817e+00,-4.618932641982098630e-03
3.828765753150630502e+01,6.939033931536197031e+01,5.550611430433817077e+03,6.930240960004861783e+00,-4.610019323457947849e-03
3.829765953190638328e+01,6.939029326007239717e+01,5.550681297732330677e+03,6.930249747846051633e+00,-4.601122788379541362e-03
3.830766153230646154e+01,6.939024729386352419e+01,5.550751106157071263e+03,6.930258522300570156e+00,-4.592242984820416041e-03
3.831766353270653980e+01,6.939020141655987572e+01,5.550820855761035091e+03,6.930267283390867838e+00,-4.583379868655867995e-03
3.832766553310662516e+01,6.939015562798617509e+01,5.550890546597170214e+03,6.930276031139356085e+00,-4.574533411314973819e-03
3.833766753350670342e+01,6.939010992796718824e+01,5.550960178718369207e+03,6.930284765568410776e+00,-4.565703553332411957e-03
3.834766953390678168e+01,6.939006431632786587e+01,5.551029752177472801e+03,6.930293486700367822e+00,-4.556890258527346305e-03
3.835767153430685994e+01,6.939001879289327235e+01,5.551099267027269889e+03,6.930302194557528495e+00,-4.548093490726046184e-03
3.836767353470694530e+01,6.938997335748859996e+01,5.551168723320497520e+03,6.930310889162155874e+00,-4.539313190782934271e-03
3.837767553510702356e+01,6.938992800993914045e+01,5.551238121109837266e+03,6.930319570536473961e+00,-4.530549330304722844e-03
3.838767753550710182e+01,6.938988275007035611e+01,5.551307460447921585e+03,6.930328238702670340e+00,-4.521801857983120954e-03
3.839767953590718008e+01,6.938983757770780869e+01,5.551376741387330185e+03,6.930336893682897070e+00,-4.513070730197910052e-03
3.840768153630726545e+01,6.938979249267718785e+01,5.551445963980588203e+03,6.930345535499265353e+00,-4.504355911123525402e-03
3.841768353670734371e+01,6.938974749480432536e+01,5.551515128280168938e+03,6.930354164173850862e+00,-4.495657341884395919e-03
3.842768553710742196e+01,6.938970258391516666e+01,5.551584234338495662e+03,6.930362779728692857e+00,-4.486974986789959985e-03
3.843768753750750022e+01,6.938965775983578510e+01,5.551653282207936172e+03,6.930371382185790630e+00,-4.478308794773511181e-03
3.844768953790758559e+01,6.938961302239239615e+01,5.551722271940807332e+03,6.930379971567107944e+00,-4.469658730293701865e-03
3.845769153830766385e+01,6.938956837141132894e+01,5.551791203589373254e+03,6.930388547894570372e+00,-4.461024742447250446e-03
3.846769353870774211e+01,6.938952380671902631e+01,5.551860077205845300e+03,6.930397111190066184e+00,-4.452406788047369446e-03
3.847769553910782037e+01,6.938947932814208741e+01,5.551928892842382993e+03,6.930405661475446344e+00,-4.443804816332885821e-03
3.848769753950790573e+01,6.938943493550721087e+01,5.551997650551094011e+03,6.930414198772523626e+00,-4.435218791989825604e-03
3.849769953990798399e+01,6.938939062864125162e+01,5.552066350384030557e+03,6.930422723103075278e+00,-4.426648656661313908e-03
3.850770154030806225e+01,6.938934640737117832e+01,5.552134992393195716e+03,6.930431234488839465e+00,-4.418094375182590738e-03
3.851770354070814051e+01,6.938930227152407326e+01,5.552203576630539828e+03,6.930439732951516163e+00,-4.409555897012751302e-03
3.852770554110822587e+01,6.938925822092714668e+01,5.552272103147957750e+03,6.930448218512770708e+00,-4.401033171674839650e-03
3.853770754150830413e+01,6.938921425540777932e+01,5.552340571997296138e+03,6.930456691194228469e+00,-4.392526156550502492e-03
3.854770954190838239e+01,6.938917037479340877e+01,5.552408983230345257e+03,6.930465151017477510e+00,-4.384034801191205588e-03
3.855771154230846065e+01,6.938912657891165736e+01,5.552477336898846261e+03,6.930473598004071256e+00,-4.375559063149125905e-03
3.856771354270854602e+01,6.938908286759024691e+01,5.552545633054484824e+03,6.930482032175522278e+00,-4.367098899862753569e-03
3.857771554310862427e+01,6.938903924065704132e+01,5.552613871748896599e+03,6.930490453553306729e+00,-4.358654245812942918e-03
3.858771754350870253e+01,6.938899569794003241e+01,5.552682053033664488e+03,6.930498862158865236e+00,-4.350225074048807983e-03
3.859771954390878079e+01,6.938895223926729727e+01,5.552750176960316821e+03,6.930507258013598459e+00,-4.341811326824540629e-03
3.860772154430886616e+01,6.938890886446709771e+01,5.552818243580331909e+03,6.930515641138870642e+00,-4.333412954224513669e-03
3.861772354470894442e+01,6.938886557336779504e+01,5.552886252945134402e+03,6.930524011556008723e+00,-4.325029906389943335e-03
3.862772554510902268e+01,6.938882236579786422e+01,5.552954205106097106e+03,6.930532369286301453e+00,-4.316662141164329114e-03
3.863772754550910093e+01,6.938877924158595079e+01,5.553022100114540081e+03,6.930540714351002052e+00,-4.308309608852312067e-03
3.864772954590918630e+01,6.938873620056077129e+01,5.553089938021730632e+03,6.930549046771323773e+00,-4.299972259730111546e-03
3.865773154630926456e+01,6.938869324255122706e+01,5.553157718878884225e+03,6.930557366568445232e+00,-4.291650044223160876e-03
3.866773354670934282e+01,6.938865036738630465e+01,5.553225442737162666e+03,6.930565673763504186e+00,-4.283342920466282067e-03
3.867773554710942108e+01,6.938860757489511855e+01,5.553293109647676829e+03,6.930573968377603755e+00,-4.275050823544290779e-03
3.868773754750950644e+01,6.938856486490693953e+01,5.553360719661484836e+03,6.930582250431808866e+00,-4.266773711769644706e-03
3.869773954790958470e+01,6.938852223725113788e+01,5.553428272829592061e+03,6.930590519947147143e+00,-4.258511535773834566e-03
3.870774154830966296e+01,6.938847969175722596e+01,5.553495769202950214e+03,6.930598776944607131e+00,-4.250264246252299927e-03
3.871774354870974122e+01,6.938843722825482985e+01,5.553563208832461896e+03,6.930607021445142735e+00,-4.242031793971534626e-03
3.872774554910982658e+01,6.938839484657371770e+01,5.553630591768972408e+03,6.930615253469668779e+00,-4.233814129804613913e-03
3.873774754950990484e+01,6.938835254654378559e+01,5.553697918063279758e+03,6.930623473039061899e+00,-4.225611196929435209e-03
3.874774954990998310e+01,6.938831032799505749e+01,5.553765187766125564e+03,6.930631680174163201e+00,-4.217422946354076885e-03
3.875775155031006136e+01,6.938826819075764263e+01,5.553832400928201423e+03,6.930639874895775598e+00,-4.209249329043984744e-03
3.876775355071014673e+01,6.938822613466183498e+01,5.553899557600144362e+03,6.930648057224663816e+00,-4.201090296135134849e-03
3.877775555111022499e+01,6.938818415953802798e+01,5.553966657832541387e+03,6.930656227181555273e+00,-4.192945791089641716e-03
3.878775755151030324e+01,6.938814226521674300e+01,5.554033701675925840e+03,6.930664384787140975e+00,-4.184815757390936142e-03
3.879775955191038150e+01,6.938810045152864348e+01,5.554100689180777408e+03,6.930672530062074621e+00,-4.176700161806934375e-03
3.880776155231046687e+01,6.938805871830449234e+01,5.554167620397524843e+03,6.930680663026970834e+00,-4.168598932537292967e-03
3.881776355271054513e+01,6.938801706537519465e+01,5.554234495376545055e+03,6.930688783702407818e+00,-4.160512036413877013e-03
3.882776555311062339e+01,6.938797549257449759e+01,5.554301314168195859e+03,6.930696892108952234e+00,-4.152439405935126615e-03
3.883776755351070165e+01,6.938793399992282218e+01,5.554368076825021490e+03,6.930704988268679756e+00,-4.144381293720300619e-03
3.884776955391078701e+01,6.938789258739058141e+01,5.554434783398246509e+03,6.930713072202521197e+00,-4.136337866725625645e-03
3.885777155431086527e+01,6.938785125484177740e+01,5.554501433937548427e+03,6.930721143930254513e+00,-4.128309099542093463e-03
3.886777355471094353e+01,6.938781000214049755e+01,5.554568028492560188e+03,6.930729203471631905e+00,-4.120294982179473209e-03
3.887777555511102179e+01,6.938776882915088606e+01,5.554634567112874720e+03,6.930737250846377151e+00,-4.112295512392449837e-03
3.888777755551110715e+01,6.938772773573718666e+01,5.554701049848041293e+03,6.930745286074190936e+00,-4.104310672545352645e-03
3.889777955591118541e+01,6.938768672176374253e+01,5.554767476747567343e+03,6.930753309174744636e+00,-4.096340445109092343e-03
3.890778155631126367e+01,6.938764578709495368e+01,5.554833847860917558e+03,6.930761320167682094e+00,-4.088384827916513586e-03
3.891778355671134193e+01,6.938760493159529119e+01,5.554900163237514789e+03,6.930769319072624057e+00,-4.080443803452737939e-03
3.892778555711142729e+01,6.938756415512935405e+01,5.554966422926739142e+03,6.930777305909161079e+00,-4.072517362011751629e-03
3.893778755751150555e+01,6.938752345756178386e+01,5.555032626977929795e+03,6.930785280696859729e+00,-4.064605486107097931e-03
3.894778955791158381e+01,6.938748283875730749e+01,5.555098775440382269e+03,6.930793243455258157e+00,-4.056708166032763074e-03
3.895779155831166207e+01,6.938744229858075130e+01,5.555164868363350251e+03,6.930801194203867865e+00,-4.048825392175103843e-03
3.896779355871174744e+01,6.938740183689702690e+01,5.555230905796045590e+03,6.930809132962176378e+00,-4.040957147203982913e-03
3.897779555911182570e+01,6.938736145357110274e+01,5.555296887787636479e+03,6.930817059749641018e+00,-4.033103413803473813e-03
3.898779755951190396e+01,6.938732114846804677e+01,5.555362814387250182e+03,6.930824974585695131e+00,-4.025264190154587141e-03
3.899779955991198221e+01,6.938728092145301218e+01,5.555428685643972130e+03,6.930832877489742749e+00,-4.017439451331483724e-03
3.900780156031206758e+01,6.938724077239122323e+01,5.555494501606844096e+03,6.930840768481164815e+00,-4.009629187862628896e-03
3.901780356071214584e+01,6.938720070114798943e+01,5.555560262324866017e+03,6.930848647579312960e+00,-4.001833390304909699e-03
3.902780556111222410e+01,6.938716070758871979e+01,5.555625967846995991e+03,6.930856514803513058e+00,-3.994052033867490081e-03
3.903780756151230236e+01,6.938712079157888013e+01,5.555691618222149373e+03,6.930864370173064337e+00,-3.986285116873489187e-03
3.904780956191238772e+01,6.938708095298402156e+01,5.555757213499200589e+03,6.930872213707239382e+00,-3.978532622284092213e-03
3.905781156231246598e+01,6.938704119166979467e+01,5.555822753726979499e+03,6.930880045425284131e+00,-3.970794525415044518e-03
3.906781356271254424e+01,6.938700150750192108e+01,5.555888238954274129e+03,6.930887865346416987e+00,-3.963070824681835802e-03
3.907781556311262250e+01,6.938696190034622191e+01,5.555953669229833395e+03,6.930895673489832376e+00,-3.955361503230392373e-03
3.908781756351270786e+01,6.938692237006854668e+01,5.556019044602359827e+03,6.930903469874694522e+00,-3.947666536369354162e-03
3.909781956391278612e+01,6.938688291653490126e+01,5.556084365120515031e+03,6.930911254520143672e+00,-3.939985915032195862e-03
3.910782156431286438e+01,6.938684353961131990e+01,5.556149630832920593e+03,6.930919027445293423e+00,-3.932319630067127036e-03
3.911782356471294264e+01,6.938680423916395057e+01,5.556214841788152626e+03,6.930926788669228067e+00,-3.924667657031477574e-03
3.912782556511302090e+01,6.938676501505899807e+01,5.556279998034746313e+03,6.930934538211008800e+00,-3.917029979149333485e-03
3.913782756551310626e+01,6.938672586716276669e+01,5.556345099621195004e+03,6.930942276089667509e+00,-3.909406595148823271e-03
3.914782956591318452e+01,6.938668679534163175e+01,5.556410146595949300e+03,6.930950002324211212e+00,-3.901797472920520704e-03
3.915783156631326278e+01,6.938664779946206806e+01,5.556475139007417056e+03,6.930957716933619395e+00,-3.894202611270713987e-03
3.916783356671334104e+01,6.938660887939060729e+01,5.556540076903965200e+03,6.930965419936844008e+00,-3.886621978161031166e-03
3.917783556711342641e+01,6.938657003499389475e+01,5.556604960333917006e+03,6.930973111352813021e+00,-3.879055572497236426e-03
3.918783756751350467e+01,6.938653126613863265e+01,5.556669789345554818e+03,6.930980791200425095e+00,-3.871503362319117514e-03
3.919783956791358293e+01,6.938649257269160842e+01,5.556734563987117326e+03,6.930988459498554022e+00,-3.863965346518227761e-03
3.920784156831366118e+01,6.938645395451969478e+01,5.556799284306802292e+03,6.930996116266046059e+00,-3.856441500971641290e-03
3.921784356871374655e+01,6.938641541148984970e+01,5.556863950352762913e+03,6.931003761521720818e+00,-3.848931816953893303e-03
3.922784556911382481e+01,6.938637694346913065e+01,5.556928562173113278e+03,6.931011395284372156e+00,-3.841436262710828942e-03
3.923784756951390307e+01,6.938633855032463771e+01,5.556993119815923819e+03,6.931019017572765506e+00,-3.833954829566721401e-03
3.924784956991398133e+01,6.938630023192359886e+01,5.557057623329221315e+03,6.931026628405642320e+00,-3.826487501278563741e-03
3.925785157031406669e+01,6.938626198813327051e+01,5.557122072760991614e+03,6.931034227801715630e+00,-3.819034253801589784e-03
3.926785357071414495e+01,6.938622381882103696e+01,5.557186468159179640e+03,6.931041815779671822e+00,-3.811595078644813839e-03
3.927785557111422321e+01,6.938618572385435357e+01,5.557250809571685750e+03,6.931049392358170635e+00,-3.804169951926894555e-03
3.928785757151430147e+01,6.938614770310073254e+01,5.557315097046367555e+03,6.931056957555846054e+00,-3.796758857433246703e-03
3.929785957191438683e+01,6.938610975642781398e+01,5.557379330631044468e+03,6.931064511391305416e+00,-3.789361786822098566e-03
3.930786157231446509e+01,6.938607188370328061e+01,5.557443510373488607e+03,6.931072053883127637e+00,-3.781978700835963991e-03
3.931786357271454335e+01,6.938603408479492884e+01,5.557507636321432983e+03,6.931079585049867653e+00,-3.774609598892197937e-03
3.932786557311462161e+01,6.938599635957059775e+01,5.557571708522566951e+03,6.931087104910051977e+00,-3.767254457230251319e-03
3.933786757351470698e+01,6.938595870789824005e+01,5.557635727024539847e+03,6.931094613482180478e+00,-3.759913259877123437e-03
3.934786957391478524e+01,6.938592112964587955e+01,5.557699691874954624e+03,6.931102110784727266e+00,-3.752585975490774217e-03
3.935787157431486349e+01,6.938588362468163950e+01,5.557763603121376036e+03,6.931109596836139808e+00,-3.745272603609350881e-03
3.936787357471494175e+01,6.938584619287368582e+01,5.557827460811324272e+03,6.931117071654838035e+00,-3.737973112912129636e-03
