t,D,M,dD_dt,dD_dt_noisy
2.768953790758151356e+01,6.498959292805005293e-05,6.670987250781203713e-03,-1.300744701193625488e-05,-1.204083432645647062e-03
2.769553910782156336e+01,6.491157956795183342e-05,6.663759168679914656e-03,-1.299181025747744378e-05,1.242898043040156818e-03
2.770154030806160961e+01,6.483365999217260197e-05,6.656538833525242789e-03,-1.297619237910719111e-05,4.293518481615932539e-03
2.770754150830165941e+01,6.475583408746496156e-05,6.649326237119950953e-03,-1.296059335376524850e-05,-1.623317676963143951e-03
2.771354270854170565e+01,6.467810174071647123e-05,6.642121371275183303e-03,-1.294501315841976520e-05,2.982245368618447303e-04
2.771954390878175545e+01,6.460046283894929370e-05,6.634924227810426282e-03,-1.292945177006720169e-05,-7.824381489696445547e-04
2.772554510902180169e+01,6.452291726932058845e-05,6.627734798553545914e-03,-1.291390916573240762e-05,-1.341673686786768122e-03
2.773154630926185149e+01,6.444546491912213218e-05,6.620553075340753109e-03,-1.289838532246854554e-05,9.074862230315461310e-04
2.773754750950189774e+01,6.436810567578067123e-05,6.613379050016636625e-03,-1.288288021735714007e-05,3.082040786984529494e-03
2.774354870974194753e+01,6.429083942685755561e-05,6.606212714434132709e-03,-1.286739382750802536e-05,8.671029119380809511e-04
2.774954990998199378e+01,6.421366606004914564e-05,6.599054060454551986e-03,-1.285192613005940100e-05,-8.661547285714359850e-04
2.775555111022204358e+01,6.413658546318639177e-05,6.591903079947554304e-03,-1.283647710217775748e-05,1.024025393915025403e-03
2.776155231046208982e+01,6.405959752423521407e-05,6.584759764791174759e-03,-1.282104672105793209e-05,4.605006155382907200e-04
2.776755351070213962e+01,6.398270213129616342e-05,6.577624106871795065e-03,-1.280563496392305642e-05,1.617485440699988758e-03
2.777355471094218586e+01,6.390589917260477385e-05,6.570496098084174785e-03,-1.279024180802460207e-05,-1.115983537064293074e-03
2.777955591118223566e+01,6.382918853653118312e-05,6.563375730331418370e-03,-1.277486723064231122e-05,2.628638868949045295e-04
2.778555711142228191e+01,6.375257011158049858e-05,6.556262995525009851e-03,-1.275951120908427457e-05,3.282048056079058147e-03
2.779155831166233170e+01,6.367604378639245841e-05,6.549157885584777281e-03,-1.274417372068683134e-05,2.536397669088796041e-05
2.779755951190237795e+01,6.359960944974178394e-05,6.542060392438928292e-03,-1.272885474281466586e-05,1.941421413776673113e-03
2.780356071214242775e+01,6.352326699053778667e-05,6.534970508024012803e-03,-1.271355425286070426e-05,-3.354249711923515891e-05
2.780956191238247399e+01,6.344701629782476123e-05,6.527888224284962050e-03,-1.269827222824619742e-05,1.286716023732129845e-04
2.781556311262252379e+01,6.337085726078163310e-05,6.520813533175051288e-03,-1.268300864642064140e-05,-1.497774402972905372e-03
2.782156431286257003e+01,6.329478976872231091e-05,6.513746426655934486e-03,-1.266776348486185196e-05,5.686843366252444625e-03
2.782756551310261983e+01,6.321881371109529344e-05,6.506686896697609634e-03,-1.265253672107586630e-05,2.383401355676275594e-03
2.783356671334266608e+01,6.314292897748404907e-05,6.499634935278454304e-03,-1.263732833259703284e-05,2.348688025142164643e-03
2.783956791358271587e+01,6.306713545760671768e-05,6.492590534385190952e-03,-1.262213829698793162e-05,2.302798009487180570e-03
2.784556911382276212e+01,6.299143304131634097e-05,6.485553686012919886e-03,-1.260696659183942680e-05,-2.052417872960580515e-03
2.785157031406281192e+01,6.291582161860064567e-05,6.478524382165087164e-03,-1.259181319477061076e-05,-1.529366206671437878e-03
2.785757151430285816e+01,6.284030107958228748e-05,6.471502614853515828e-03,-1.257667808342886170e-05,-3.752200015809186665e-04
2.786357271454290796e+01,6.276487131451855288e-05,6.464488376098376406e-03,-1.256156123548975554e-05,-3.375086188194935562e-03
2.786957391478295420e+01,6.268953221380171154e-05,6.457481657928214672e-03,-1.254646262865715910e-05,-1.819724963696495211e-03
2.787557511502300400e+01,6.261428366795863682e-05,6.450482452379925624e-03,-1.253138224066313526e-05,1.647263220776687669e-03
2.788157631526305025e+01,6.253912556765118527e-05,6.443490751498778639e-03,-1.251632004926801235e-05,-4.282686555753798842e-03
2.788757751550310005e+01,6.246405780367584421e-05,6.436506547338390581e-03,-1.250127603226032323e-05,-1.813290800399294756e-03
2.789357871574314629e+01,6.238908026696404351e-05,6.429529831960755296e-03,-1.248625016745684252e-05,-2.207278085893625292e-04
2.789957991598319609e+01,6.231419284858185736e-05,6.422560597436212382e-03,-1.247124243270254426e-05,-2.072376674465654456e-04
2.790558111622324233e+01,6.223939543973032961e-05,6.415598835843481021e-03,-1.245625280587065105e-05,-8.518092702565840686e-05
2.791158231646329213e+01,6.216468793174512132e-05,6.408644539269623547e-03,-1.244128126486256119e-05,-1.546981621978827607e-03
2.791758351670333838e+01,6.209007021609684964e-05,6.401697699810081008e-03,-1.242632778760790457e-05,1.800250121510117273e-03
2.792358471694338817e+01,6.201554218439077608e-05,6.394758309568640206e-03,-1.241139235206450037e-05,-4.748125226067985254e-03
2.792958591718343442e+01,6.194110372836711821e-05,6.387826360657465792e-03,-1.239647493621838241e-05,8.132216349347019682e-04
2.793558711742348422e+01,6.186675473990073794e-05,6.380901845197068170e-03,-1.238157551808375513e-05,-3.047488350209847773e-03
2.794158831766353046e+01,6.179249511100143972e-05,6.373984755316336459e-03,-1.236669407570305292e-05,-1.472722056035914284e-03
2.794758951790358026e+01,6.171832473381365879e-05,6.367075083152502930e-03,-1.235183058714684517e-05,-1.671351997925811387e-04
2.795359071814362650e+01,6.164424350061680001e-05,6.360172820851179437e-03,-1.233698503051393461e-05,3.199981013716865930e-03
2.795959191838367630e+01,6.157025130382489905e-05,6.353277960566324455e-03,-1.232215738393125898e-05,-1.843728688091845211e-03
2.796559311862372255e+01,6.149634803598697473e-05,6.346390494460271703e-03,-1.230734762555397581e-05,-2.917516945278123344e-03
2.797159431886377234e+01,6.142253358978662251e-05,6.339510414703703259e-03,-1.229255573356536409e-05,1.932469883545688896e-03
2.797759551910381859e+01,6.134880785804244807e-05,6.332637713475675577e-03,-1.227778168617690903e-05,-1.862591215020308283e-04
2.798359671934386839e+01,6.127517073370766082e-05,6.325772382963594336e-03,-1.226302546162822579e-05,6.774475877637361538e-06
2.798959791958391463e+01,6.120162210987045335e-05,6.318914415363242193e-03,-1.224828703818712556e-05,1.105072178931670607e-03
2.799559911982396443e+01,6.112816187975362193e-05,6.312063802878744960e-03,-1.223356639414952750e-05,1.990471589248846932e-03
2.800160032006401067e+01,6.105478993671495955e-05,6.305220537722609764e-03,-1.221886350783954845e-05,3.015687974938349096e-04
2.800760152030406047e+01,6.098150617424686292e-05,6.298384612115686884e-03,-1.220417835760940985e-05,-4.244254300065907273e-03
2.801360272054410672e+01,6.090831048597669157e-05,6.291556018287206183e-03,-1.218951092183950881e-05,-4.299472662490654603e-04
2.801960392078415651e+01,6.083520276566644941e-05,6.284734748474740673e-03,-1.217486117893835378e-05,2.492225830014037724e-05
2.802560512102420276e+01,6.076218290721309640e-05,6.277920794924243819e-03,-1.216022910734261030e-05,-2.336924245791822431e-03
2.803160632126425256e+01,6.068925080464821652e-05,6.271114149890014838e-03,-1.214561468551704504e-05,-2.068183820779174575e-03
2.803760752150429880e+01,6.061640635213836340e-05,6.264314805634727326e-03,-1.213101789195459023e-05,1.260385883217863146e-03
2.804360872174434860e+01,6.054364944398472144e-05,6.257522754429404102e-03,-1.211643870517626232e-05,4.738612161235898450e-04
2.804960992198439484e+01,6.047097997462343112e-05,6.250737988553444965e-03,-1.210187710373122975e-05,-1.830630616735682246e-03
2.805561112222444464e+01,6.039839783862527051e-05,6.243960500294594602e-03,-1.208733306619674179e-05,1.111181314890868953e-03
2.806161232246449089e+01,6.032590293069596695e-05,6.237190281948975547e-03,-1.207280657117819124e-05,2.533987058902328242e-04
2.806761352270454069e+01,6.025349514562393854e-05,6.230427325818325632e-03,-1.205829759729864168e-05,-2.605435489249588021e-03
2.807361472294458693e+01,6.018117437623520422e-05,6.223671624102402634e-03,-1.204380612278928877e-05,-5.660534920029972180e-04
2.807961592318463673e+01,6.010894051669244835e-05,6.216923169072348203e-03,-1.202933212615011037e-05,-2.648942219582190588e-03
2.808561712342468297e+01,6.003679346247669770e-05,6.210181953069892485e-03,-1.201487558614618868e-05,-1.747638785405924901e-03
2.809161832366473277e+01,5.996473310918578150e-05,6.203447968444202390e-03,-1.200043648156710211e-05,5.870396520928367881e-04
2.809761952390477902e+01,5.989275935253470412e-05,6.196721207551904136e-03,-1.198601479122697441e-05,-2.470335086120623372e-03
2.810362072414482526e+01,5.982087208835530629e-05,6.190001662757062435e-03,-1.197161049396442549e-05,-2.514404517532342967e-03
2.810962192438487506e+01,5.974907121259642766e-05,6.183289326431190905e-03,-1.195722356864258672e-05,7.391012039367553244e-04
2.811562312462492130e+01,5.967735662132402210e-05,6.176584190953259001e-03,-1.194285399414912970e-05,-2.036852188044704828e-03
2.812162432486497110e+01,5.960572821072085268e-05,6.169886248709672075e-03,-1.192850174939619173e-05,-5.636780624726855189e-04
2.812762552510501735e+01,5.953418587708683729e-05,6.163195492094297387e-03,-1.191416681332044357e-05,-5.211947664758479577e-04
2.813362672534506714e+01,5.946272951683870983e-05,6.156511913508434623e-03,-1.189984916488302848e-05,-3.400854954217040482e-04
2.813962792558511339e+01,5.939135902651036580e-05,6.149835505360847117e-03,-1.188554878306961467e-05,7.472469041066825534e-04
2.814562912582516319e+01,5.932007430275250317e-05,6.143166260067729756e-03,-1.187126564689032422e-05,-8.834591181130801475e-04
2.815163032606520943e+01,5.924887524233299503e-05,6.136504170052741944e-03,-1.185699973537980760e-05,-1.569239310732547165e-03
2.815763152630525923e+01,5.917776174213651018e-05,6.129849227746974639e-03,-1.184275102759715553e-05,-9.416300828839793517e-04
2.816363272654530547e+01,5.910673369916488577e-05,6.123201425588982449e-03,-1.182851950262598375e-05,2.318007002350794873e-03
2.816963392678535527e+01,5.903579101053676141e-05,6.116560756024752403e-03,-1.181430513957433812e-05,1.852888652718671881e-03
2.817563512702540152e+01,5.896493357348795187e-05,6.109927211507735177e-03,-1.180010791757478272e-05,-1.216346749763950428e-04
2.818163632726545131e+01,5.889416128537106081e-05,6.103300784498812137e-03,-1.178592781578430835e-05,2.452899309523345027e-03
2.818763752750549756e+01,5.882347404365587384e-05,6.096681467466330898e-03,-1.177176481338441388e-05,1.409697677412679023e-03
2.819363872774554736e+01,5.875287174592897898e-05,6.090069252886068894e-03,-1.175761888958101643e-05,-2.162994003620822940e-03
2.819963992798559360e+01,5.868235428989411234e-05,6.083464133241268078e-03,-1.174349002360453441e-05,3.018917579693171805e-03
2.820564112822564340e+01,5.861192157337184635e-05,6.076866101022602822e-03,-1.172937819470980279e-05,5.602731466400132608e-03
2.821164232846568964e+01,5.854157349429988115e-05,6.070275148728210279e-03,-1.171528338217614257e-05,7.162561492927586784e-04
2.821764352870573944e+01,5.847130995073276000e-05,6.063691268863660895e-03,-1.170120556530728963e-05,-3.259149308157488056e-03
2.822364472894578569e+01,5.840113084084216065e-05,6.057114453941987026e-03,-1.168714472343145742e-05,2.996655711067691252e-03
2.822964592918583548e+01,5.833103606291659040e-05,6.050544696483655185e-03,-1.167310083590127085e-05,1.210542639268616556e-03
2.823564712942588173e+01,5.826102551536169785e-05,6.043981989016593802e-03,-1.165907388209381548e-05,-2.262547106664631290e-04
2.824164832966593153e+01,5.819109909669996789e-05,6.037426324076163725e-03,-1.164506384141059003e-05,-4.087975495636133466e-03
2.824764952990597777e+01,5.812125670557101318e-05,6.030877694205190320e-03,-1.163107069327754877e-05,-2.195983737916919827e-04
2.825365073014602757e+01,5.805149824073128266e-05,6.024336091953931376e-03,-1.161709441714504051e-05,-6.136763408113046986e-04
2.825965193038607381e+01,5.798182360105438014e-05,6.017801509880105724e-03,-1.160313499248787807e-05,-6.451114549608121581e-04
2.826565313062612361e+01,5.791223268553070508e-05,6.011273940548866358e-03,-1.158919239880525187e-05,-8.565198621730953175e-04
2.827165433086616986e+01,5.784272539326783887e-05,6.004753376532829916e-03,-1.157526661562080619e-05,1.916366939480856034e-03
2.827765553110621966e+01,5.777330162349016536e-05,5.998239810412045458e-03,-1.156135762248256968e-05,-8.556538437595141364e-04
2.828365673134626590e+01,5.770396127553920968e-05,5.991733234774023961e-03,-1.154746539896300619e-05,8.538416738083918264e-04
2.828965793158631570e+01,5.763470424887334682e-05,5.985233642213710556e-03,-1.153358992465896227e-05,-3.833162964544721205e-03
2.829565913182636194e+01,5.756553044306807275e-05,5.978741025333511420e-03,-1.151973117919171291e-05,-1.992708914489463041e-03
2.830166033206641174e+01,5.749643975781571295e-05,5.972255376743266890e-03,-1.150588914220690223e-05,-2.528109755387232619e-05
2.830766153230645799e+01,5.742743209292576131e-05,5.965776689060281815e-03,-1.149206379337460953e-05,-1.797943178803180792e-03
2.831366273254650778e+01,5.735850734832449385e-05,5.959304954909289999e-03,-1.147825511238926127e-05,6.668436848665538748e-05
2.831966393278655403e+01,5.728966542405538204e-05,5.952840166922491495e-03,-1.146446307896972418e-05,-1.087782088077029070e-04
2.832566513302660383e+01,5.722090622027868628e-05,5.946382317739517913e-03,-1.145068767285920701e-05,3.706993496495834253e-04
2.833166633326665007e+01,5.715222963727182177e-05,5.939931400007462774e-03,-1.143692887382533509e-05,-6.696349468390489033e-04
2.833766753350669987e+01,5.708363557542903328e-05,5.933487406380854624e-03,-1.142318666166008257e-05,1.272245617177270851e-03
2.834366873374674611e+01,5.701512393526170686e-05,5.927050329521683057e-03,-1.140946101617983507e-05,-2.736671770023545777e-03
2.834966993398679591e+01,5.694669461739805809e-05,5.920620162099371822e-03,-1.139575191722532027e-05,-8.076065627822892959e-04
2.835567113422684216e+01,5.687834752258345063e-05,5.914196896790806582e-03,-1.138205934466166376e-05,3.052830872771439621e-03
2.836167233446689195e+01,5.681008255168006413e-05,5.907780526280305422e-03,-1.136838327837832640e-05,-8.415327876143835224e-04
2.836767353470693820e+01,5.674189960566722627e-05,5.901371043259650943e-03,-1.135472369828916867e-05,3.070568106965758815e-03
2.837367473494698800e+01,5.667379858564108755e-05,5.894968440428057302e-03,-1.134108058433237447e-05,6.955821627483080305e-04
2.837967593518703424e+01,5.660577939281496003e-05,5.888572710492203169e-03,-1.132745391647051884e-05,-4.823781952479353277e-04
2.838567713542708404e+01,5.653784192851896503e-05,5.882183846166197036e-03,-1.131384367469050362e-05,1.763229718500416553e-04
2.839167833566713028e+01,5.646998609420037190e-05,5.875801840171612778e-03,-1.130024983900360654e-05,3.200877075111922734e-03
2.839767953590718008e+01,5.640221179142327278e-05,5.869426685237456691e-03,-1.128667238944542368e-05,-6.336889625538194007e-04
2.840368073614722633e+01,5.633451892186891463e-05,5.863058374100197853e-03,-1.127311130607592871e-05,-2.232612624510178952e-03
2.840968193638727612e+01,5.626690738733536041e-05,5.856696899503737765e-03,-1.125956656897940007e-05,1.001293466624316765e-03
2.841568313662732237e+01,5.619937708973782791e-05,5.850342254199440706e-03,-1.124603815826449379e-05,1.438629351997081952e-03
2.842168433686737217e+01,5.613192793110835771e-05,5.843994430946104247e-03,-1.123252605406416221e-05,1.713559064967134235e-03
2.842768553710741841e+01,5.606455981359611808e-05,5.837653422509988740e-03,-1.121903023653572172e-05,-3.057258726000561082e-03
2.843368673734746821e+01,5.599727263946713398e-05,5.831319221664787826e-03,-1.120555068586079010e-05,7.968613458249910932e-04
2.843968793758751445e+01,5.593006631110454454e-05,5.824991821191657926e-03,-1.119208738224534069e-05,1.339251927199616417e-04
2.844568913782756425e+01,5.586294073100833875e-05,5.818671213879187017e-03,-1.117864030591963637e-05,-4.993539289744863266e-04
2.845169033806761050e+01,5.579589580179564011e-05,5.812357392523427591e-03,-1.116520943713828711e-05,-9.512723530152579444e-04
2.845769153830766030e+01,5.572893142620040168e-05,5.806050349927863695e-03,-1.115179475618019751e-05,9.333095506450211215e-04
2.846369273854770654e+01,5.566204750707370424e-05,5.799750078903443892e-03,-1.113839624334860740e-05,-1.414020057426429054e-04
2.846969393878775634e+01,5.559524394738348522e-05,5.793456572268547433e-03,-1.112501387897103936e-05,-9.928406344021137016e-05
2.847569513902780258e+01,5.552852065021480300e-05,5.787169822849018083e-03,-1.111164764339935632e-05,3.999301774124502593e-03
2.848169633926785238e+01,5.546187751876954553e-05,5.780889823478132031e-03,-1.109829751700968698e-05,1.071060144969557878e-04
2.848769753950789863e+01,5.539531445636675555e-05,5.774616566996628245e-03,-1.108496348020250042e-05,-2.329398066160433354e-03
2.849369873974794842e+01,5.532883136644229185e-05,5.768350046252678984e-03,-1.107164551340252641e-05,-1.855347097997608538e-03
2.849969993998799467e+01,5.526242815254916801e-05,5.762090254101917552e-03,-1.105834359705882489e-05,-1.536952944273544406e-03
2.850570114022804447e+01,5.519610471835720685e-05,5.755837183407414015e-03,-1.104505771164471145e-05,-3.243329613920051605e-03
2.851170234046809071e+01,5.512986096765338601e-05,5.749590827039696012e-03,-1.103178783765782677e-05,2.162339904009574765e-03
2.851770354070814051e+01,5.506369680434152625e-05,5.743351177876729677e-03,-1.101853395562006547e-05,3.711040500179033693e-03
2.852370474094818675e+01,5.499761213244255570e-05,5.737118228803938721e-03,-1.100529604607763370e-05,-1.278070345762169187e-03
2.852970594118823655e+01,5.493160685609425919e-05,5.730891972714183616e-03,-1.099207408960098650e-05,1.802665178937522738e-03
2.853570714142828280e+01,5.486568087955155600e-05,5.724672402507785876e-03,-1.097886806678489040e-05,-1.520100229412170391e-03
2.854170834166833259e+01,5.479983410718618821e-05,5.718459511092500308e-03,-1.096567795824835067e-05,-1.390787653796575355e-03
2.854770954190837884e+01,5.473406644348704597e-05,5.712253291383544498e-03,-1.095250374463467733e-05,-3.525735733931609824e-03
2.855371074214842864e+01,5.466837779305984218e-05,5.706053736303569324e-03,-1.093934540661141399e-05,-1.375155413822159404e-04
2.855971194238847488e+01,5.460276806062744456e-05,5.699860838782687573e-03,-1.092620292487040906e-05,2.450411118353106391e-03
2.856571314262852468e+01,5.453723715102954365e-05,5.693674591758445327e-03,-1.091307628012773098e-05,2.510708211022595615e-03
2.857171434286857092e+01,5.447178496922295768e-05,5.687494988175852313e-03,-1.089996545312374619e-05,1.038886397355294434e-03
2.857771554310862072e+01,5.440641142028134798e-05,5.681322020987350681e-03,-1.088687042462304459e-05,-5.554422635755385234e-04
2.858371674334866697e+01,5.434111640939552396e-05,5.675155683152844494e-03,-1.087379117541449710e-05,2.394856007715193830e-03
2.858971794358871676e+01,5.427589984187311100e-05,5.668995967639672839e-03,-1.086072768631120149e-05,3.467844452057515861e-03
2.859571914382876301e+01,5.421076162313887578e-05,5.662842867422634117e-03,-1.084767993815052812e-05,-1.551305043873977803e-03
2.860172034406881281e+01,5.414570165873442130e-05,5.656696375483963486e-03,-1.083464791179406400e-05,5.190222861185755064e-04
2.860772154430885905e+01,5.408071985431848507e-05,5.650556484813356282e-03,-1.082163158812766702e-05,-1.180170965618235516e-04
2.861372274454890885e+01,5.401581611566665445e-05,5.644423188407942001e-03,-1.080863094806141008e-05,-1.302757555830673895e-03
2.861972394478895509e+01,5.395099034867162423e-05,5.638296479272312915e-03,-1.079564597252962337e-05,-2.368756042616918748e-03
2.862572514502900489e+01,5.388624245934294584e-05,5.632176350418493724e-03,-1.078267664249084869e-05,-1.680421919610348242e-03
2.863172634526905114e+01,5.382157235380729843e-05,5.626062794865971037e-03,-1.076972293892788349e-05,2.090022257416421377e-04
2.863772754550910093e+01,5.375697993830819073e-05,5.619955805641668224e-03,-1.075678484284772322e-05,4.989914350965021827e-04
2.864372874574914718e+01,5.369246511920629304e-05,5.613855375779966232e-03,-1.074386233528162407e-05,2.683945219527113907e-04
2.864972994598919698e+01,5.362802780297906458e-05,5.607761498322681899e-03,-1.073095539728502672e-05,2.552061482506259339e-03
2.865573114622924322e+01,5.356366789622115325e-05,5.601674166319094844e-03,-1.071806400993763256e-05,-1.391412294581413156e-03
2.866173234646929302e+01,5.349938530564400267e-05,5.595593372825917108e-03,-1.070518815434331730e-05,-2.532206869962251930e-03
2.866773354670933927e+01,5.343517993807620446e-05,5.589519110907324381e-03,-1.069232781163020551e-05,-2.372915542306446024e-03
2.867373474694938906e+01,5.337105170046318661e-05,5.583451373634923040e-03,-1.067948296295060963e-05,7.801859448955324487e-04
2.867973594718943531e+01,5.330700049986751836e-05,5.577390154087783977e-03,-1.066665358948106895e-05,-1.089849502733205482e-03
2.868573714742948511e+01,5.324302624346859852e-05,5.571335445352411375e-03,-1.065383967242231060e-05,-3.310280084172413043e-03
2.869173834766953135e+01,5.317912883856295360e-05,5.565287240522771330e-03,-1.064104119299928520e-05,1.839641523744029632e-03
2.869773954790958115e+01,5.311530819256395325e-05,5.559245532700263226e-03,-1.062825813246111766e-05,2.790046198404700674e-03
2.870374074814962739e+01,5.305156421300211513e-05,5.553210314993748363e-03,-1.061549047208116312e-05,3.511393895813731702e-04
2.870974194838967719e+01,5.298789680752475940e-05,5.547181580519523064e-03,-1.060273819315693582e-05,1.276447764784858704e-03
2.871574314862972344e+01,5.292430588389637454e-05,5.541159322401343831e-03,-1.059000127701018018e-05,-2.803998088709536932e-03
2.872174434886977323e+01,5.286079134999827186e-05,5.535143533770403058e-03,-1.057727970498679296e-05,-2.838580936610470441e-03
2.872774554910981948e+01,5.279735311382889037e-05,5.529134207765352450e-03,-1.056457345845689434e-05,3.145324468663328538e-04
2.873374674934986928e+01,5.273399108350351896e-05,5.523131337532279604e-03,-1.055188251881475002e-05,4.087990549744879615e-04
2.873974794958991552e+01,5.267070516725456746e-05,5.517134916224733163e-03,-1.053920686747884409e-05,-3.960209991012283645e-04
2.874574914982996532e+01,5.260749527343128884e-05,5.511144937003695926e-03,-1.052654648589181123e-05,-5.885779464697647170e-04
2.875175035007001156e+01,5.254436130954837818e-05,5.505161392985611669e-03,-1.051390135532996272e-05,-1.267611650171924630e-03
2.875775155031006136e+01,5.248130318232103992e-05,5.499184277244059151e-03,-1.050127145691031176e-05,2.874956218386079745e-03
2.876375275055010761e+01,5.241832080060386686e-05,5.493213582970395310e-03,-1.048865677217892083e-05,-1.723721100702770882e-03
2.876975395079015740e+01,5.235541407341705013e-05,5.487249303366091395e-03,-1.047605728271574898e-05,-2.769637449125301760e-04
2.877575515103020365e+01,5.229258290988241805e-05,5.481291431639258305e-03,-1.046347297012186332e-05,2.067807391100274193e-03
2.878175635127025345e+01,5.222982721922314473e-05,5.475339961004611899e-03,-1.045090381601934416e-05,-2.050894179262480448e-03
2.878775755151029969e+01,5.216714691076404145e-05,5.469394884683508561e-03,-1.043834980205137477e-05,2.780203109625947831e-04
2.879375875175034949e+01,5.210454189393127209e-05,5.463456195903911364e-03,-1.042581090988215333e-05,-2.393417554756540515e-04
2.879975995199039573e+01,5.204201207825263090e-05,5.457523887900418702e-03,-1.041328712119697081e-05,1.225136818837637602e-03
2.880576115223044553e+01,5.197955737335726472e-05,5.451597953914241734e-03,-1.040077841770213480e-05,-4.900817251366935100e-03
2.881176235247049178e+01,5.191717768897596434e-05,5.445678387193224335e-03,-1.038828478112503888e-05,-6.035229988326631717e-04
2.881776355271054157e+01,5.185487293494084603e-05,5.439765180991821408e-03,-1.037580619321407970e-05,-1.581334938825095350e-03
2.882376475295058782e+01,5.179264302118569710e-05,5.433858328571122311e-03,-1.036334263573874161e-05,2.172360076900150226e-03
2.882976595319063762e+01,5.173048785774561679e-05,5.427957823198829163e-03,-1.035089409048951032e-05,-1.217899028789458382e-04
2.883576715343068386e+01,5.166840735475736863e-05,5.422063658149275933e-03,-1.033846053927794232e-05,-1.136067692186669030e-03
2.884176835367073366e+01,5.160640142245905514e-05,5.416175826703408490e-03,-1.032604196393660898e-05,1.761987700489360542e-03
2.884776955391077990e+01,5.154446997119040927e-05,5.410294322148808017e-03,-1.031363834631913216e-05,1.269495914369059460e-03
2.885377075415082970e+01,5.148261291139251655e-05,5.404419137779665865e-03,-1.030124966830014349e-05,2.023297144028627422e-03
2.885977195439087595e+01,5.142083015360810643e-05,5.398550266896807830e-03,-1.028887591177533356e-05,2.156884554583478504e-03
2.886577315463092575e+01,5.135912160848125419e-05,5.392687702807670742e-03,-1.027651705866139089e-05,1.529099307010541248e-03
2.887177435487097199e+01,5.129748718675766550e-05,5.386831438826325882e-03,-1.026417309089604939e-05,-1.154719079153721352e-03
2.887777555511102179e+01,5.123592679928439859e-05,5.380981468273455560e-03,-1.025184399043804261e-05,5.864455646258049867e-04
2.888377675535106803e+01,5.117444035701014212e-05,5.375137784476377405e-03,-1.023952973926715287e-05,5.831061530798097980e-04
2.888977795559111783e+01,5.111302777098494408e-05,5.369300380769017472e-03,-1.022723031938414349e-05,7.124144216841261749e-04
2.889577915583116408e+01,5.105168895236048964e-05,5.363469250491938872e-03,-1.021494571281083164e-05,6.664868924157657309e-04
2.890178035607121387e+01,5.099042381238979622e-05,5.357644386992314878e-03,-1.020267590159001042e-05,1.753761300003711546e-04
2.890778155631126012e+01,5.092923226242753197e-05,5.351825783623953212e-03,-1.019042086778550815e-05,-8.471914132104334944e-04
2.891378275655130992e+01,5.086811421392971083e-05,5.346013433747270893e-03,-1.017818059348214262e-05,-1.536032322835183337e-04
2.891978395679135616e+01,5.080706957845399071e-05,5.340207330729322861e-03,-1.016595506078575666e-05,-1.972912727216450963e-03
2.892578515703140596e+01,5.074609826765936175e-05,5.334407467943770749e-03,-1.015374425182317244e-05,-1.805648543356461362e-03
2.893178635727145220e+01,5.068520019330645805e-05,5.328613838770914976e-03,-1.014154814874223207e-05,1.437388372122263940e-03
2.893778755751150200e+01,5.062437526725726628e-05,5.322826436597663524e-03,-1.012936673371175869e-05,-6.489986608488092917e-04
2.894378875775154825e+01,5.056362340147540352e-05,5.317045254817561427e-03,-1.011719998892159201e-05,1.745028055615283351e-04
2.894978995799159804e+01,5.050294450802584619e-05,5.311270286830762147e-03,-1.010504789658253242e-05,-1.086912355292755060e-03
2.895579115823164429e+01,5.044233849907520112e-05,5.305501526044056199e-03,-1.009291043892641722e-05,-3.274884233405610419e-03
2.896179235847169409e+01,5.038180528689140738e-05,5.299738965870841659e-03,-1.008078759820602236e-05,-8.119195389251118158e-04
2.896779355871174033e+01,5.032134478384407510e-05,5.293982599731155390e-03,-1.006867935669515393e-05,3.220173737735889958e-03
2.897379475895178658e+01,5.026095690240416699e-05,5.288232421051643553e-03,-1.005658569668857191e-05,-2.177793962233720679e-04
2.897979595919183637e+01,5.020064155514415417e-05,5.282488423265578950e-03,-1.004450660050201900e-05,-1.373949300430320338e-03
2.898579715943188262e+01,5.014039865473810431e-05,5.276750599812864498e-03,-1.003244205047224261e-05,1.375647124148988640e-03
2.899179835967193242e+01,5.008022811396144441e-05,5.271018944140011542e-03,-1.002039202895693728e-05,-9.789467353858477723e-04
2.899779955991197866e+01,5.002012984569121154e-05,5.265293449700171081e-03,-1.000835651833479887e-05,-1.236919708874096094e-03
2.900380076015202846e+01,4.996010376290582246e-05,5.259574109953099944e-03,-9.996335501005468698e-06,-3.138136040822394647e-03
2.900980196039207470e+01,4.990014977868531076e-05,5.253860918365193741e-03,-9.984328959389587695e-06,-3.443877077829627428e-03
2.901580316063212450e+01,4.984026780621106942e-05,5.248153868409453915e-03,-9.972336875928733768e-06,8.204290426000791867e-04
2.902180436087217075e+01,4.978045775876611500e-05,5.242452953565522426e-03,-9.960359233085479380e-06,2.639225238819337496e-04
2.902780556111222054e+01,4.972071954973482344e-05,5.236758167319647064e-03,-9.948396013343337342e-06,6.418409430821651711e-05
2.903380676135226679e+01,4.966105309260320785e-05,5.231069503164712670e-03,-9.936447199206803165e-06,1.372448767575597554e-03
2.903980796159231659e+01,4.960145830095862035e-05,5.225386954600214247e-03,-9.924512773201302543e-06,-9.303479395917968247e-04
2.904580916183236283e+01,4.954193508849006380e-05,5.219710515132282985e-03,-9.912592717873257425e-06,2.587362469568117143e-05
