t,g,b,c,dg_dt,dg_dt_noisy
6.962992598519703868e+00,4.414876179133455183e-07,2.615852706963456593e-05,9.878677053920348358e-06,-6.524361987750479681e-07,-5.150363560679218494e-02
6.964592918583717207e+00,4.404447318018931863e-07,2.609150404007677784e-05,9.855344176991851499e-06,-6.508947210881149315e-07,1.931779948619460896e-02
6.966193238647729657e+00,4.394043085018611853e-07,2.602465431908746805e-05,9.832066397352951252e-06,-6.493568806396567798e-07,-2.256815199885712272e-05
6.967793558711742108e+00,4.383663422897024129e-07,2.595797746001770668e-05,9.808843586215159428e-06,-6.478226693735295990e-07,-3.323848590216462590e-02
6.969393878775755446e+00,4.373308274526022034e-07,2.589147301719446102e-05,9.785675615048034732e-06,-6.462920792402768004e-07,1.129725478094018715e-02
6.970994198839767897e+00,4.362977582884802867e-07,2.582514054592071072e-05,9.762562355579223420e-06,-6.447651021971426730e-07,-1.777866213757779701e-02
6.972594518903780347e+00,4.352671291059873473e-07,2.575897960247523769e-05,9.739503679794371207e-06,-6.432417302080698421e-07,-9.321328062712548948e-03
6.974194838967793686e+00,4.342389342245064536e-07,2.569298974411270744e-05,9.716499459937174091e-06,-6.417219552436865642e-07,-3.572262420780470543e-02
6.975795159031806136e+00,4.332131679741551753e-07,2.562717052906380801e-05,9.693549568509412229e-06,-6.402057692813270558e-07,-1.497909480008545978e-02
6.977395479095819475e+00,4.321898246957812427e-07,2.556152151653498229e-05,9.670653878270853385e-06,-6.386931643050196346e-07,3.188738734851128721e-03
6.978995799159831925e+00,4.311688987409673113e-07,2.549604226670871600e-05,9.647812262239369808e-06,-6.371841323054951899e-07,-1.690047532701709210e-03
6.980596119223844376e+00,4.301503844720269377e-07,2.543073234074329713e-05,9.625024593690833212e-06,-6.356786652801837948e-07,5.778262450869365435e-03
6.982196439287857714e+00,4.291342762620062215e-07,2.536559130077290408e-05,9.602290746159167283e-06,-6.341767552332130118e-07,-1.462754150610242297e-02
6.983796759351870165e+00,4.281205684946856051e-07,2.530061870990772758e-05,9.579610593436371400e-06,-6.326783941754197515e-07,1.121590902426417014e-02
6.985397079415883503e+00,4.271092555645757440e-07,2.523581413223372337e-05,9.556984009572444403e-06,-6.311835741243409549e-07,-2.967405532535184742e-02
6.986997399479895954e+00,4.261003318769223248e-07,2.517117713281288665e-05,9.534410868875481152e-06,-6.296922871042161349e-07,-1.146614082901966682e-02
6.988597719543908404e+00,4.250937918477017237e-07,2.510670727768300474e-05,9.511891045911581048e-06,-6.282045251459907642e-07,-5.309924985535666164e-02
6.990198039607921743e+00,4.240896299036230715e-07,2.504240413385777227e-05,9.489424415504888694e-06,-6.267202802873196634e-07,-6.281977115198772617e-03
6.991798359671934193e+00,4.230878404821296300e-07,2.497826726932688945e-05,9.467010852737634547e-06,-6.252395445725610719e-07,-1.110297472351370364e-02
6.993398679735947532e+00,4.220884180313951389e-07,2.491429625305581133e-05,9.444650232950040054e-06,-6.237623100527842711e-07,-4.069205611230000859e-03
6.994998999799959982e+00,4.210913570103280512e-07,2.485049065498604937e-05,9.422342431740426071e-06,-6.222885687857661964e-07,1.120549271456867078e-02
6.996599319863972433e+00,4.200966518885678804e-07,2.478685004603489698e-05,9.400087324965116303e-06,-6.208183128359956722e-07,2.600902312888487070e-02
6.998199639927985771e+00,4.191042971464864708e-07,2.472337399809555487e-05,9.377884788738483042e-06,-6.193515342746674828e-07,-2.378698341056578736e-02
6.999799959991998222e+00,4.181142872751902743e-07,2.466006208403722933e-05,9.355734699432981046e-06,-6.178882251796976189e-07,-5.065148068512030470e-03
7.001400280056011560e+00,4.171266167765157440e-07,2.459691387770489507e-05,9.333636933679057761e-06,-6.164283776357021017e-07,-3.943598523797061522e-02
7.003000600120024011e+00,4.161412801630344173e-07,2.453392895391955607e-05,9.311591368365254955e-06,-6.149719837340274765e-07,3.628355962534722534e-02
7.004600920184036461e+00,4.151582719580485740e-07,2.447110688847802537e-05,9.289597880638129107e-06,-6.135190355727194718e-07,2.572764901885117930e-02
7.006201240248049800e+00,4.141775866955931956e-07,2.440844725815300979e-05,9.267656347902273421e-06,-6.120695252565501050e-07,9.041999977821015347e-03
7.007801560312062250e+00,4.131992189204375005e-07,2.434594964069322170e-05,9.245766647820366960e-06,-6.106234448970024355e-07,2.399337523481157031e-02
7.009401880376075589e+00,4.122231631880810260e-07,2.428361361482314190e-05,9.223928658313084857e-06,-6.091807866122790350e-07,1.694923015108559805e-02
7.011002200440088039e+00,4.112494140647581289e-07,2.422143876024329060e-05,9.202142257559198268e-06,-6.077415425273028347e-07,-1.289761255586956493e-02
7.012602520504100490e+00,4.102779661274340674e-07,2.415942465762998018e-05,9.180407323995479500e-06,-6.063057047737145839e-07,1.421942709370378234e-02
7.014202840568113828e+00,4.093088139638068541e-07,2.409757088863542692e-05,9.158723736316756227e-06,-6.048732654898711565e-07,2.333338981684844604e-02
7.015803160632126279e+00,4.083419521723084210e-07,2.403587703588785606e-05,9.137091373475928423e-06,-6.034442168208591027e-07,1.600512079610699398e-02
7.017403480696139617e+00,4.073773753621014425e-07,2.397434268299125448e-05,9.115510114683898914e-06,-6.020185509184827915e-07,-1.798731509044094882e-03
7.019003800760152068e+00,4.064150781530830949e-07,2.391296741452564849e-05,9.093979839409659769e-06,-6.005962599412711860e-07,-7.774616709976827147e-03
7.020604120824164518e+00,4.054550551758816676e-07,2.385175081604685993e-05,9.072500427380214373e-06,-5.991773360544736091e-07,4.744731209712195474e-02
7.022204440888177857e+00,4.044973010718579927e-07,2.379069247408661456e-05,9.051071758580611314e-06,-5.977617714300682131e-07,5.414523849831247987e-03
7.023804760952190307e+00,4.035418104931070862e-07,2.372979197615264710e-05,9.029693713253979953e-06,-5.963495582467585922e-07,1.092216265265091510e-02
7.025405081016203646e+00,4.025885781024543893e-07,2.366904891072845051e-05,9.008366171901445720e-06,-5.949406886899729350e-07,-2.805036804808414691e-02
7.027005401080216096e+00,4.016375985734602151e-07,2.360846286727355382e-05,8.987089015282228376e-06,-5.935351549518691068e-07,1.365577350915402922e-02
7.028605721144228546e+00,4.006888665904156197e-07,2.354803343622329848e-05,8.965862124413553915e-06,-5.921329492313354969e-07,4.938595252292976058e-03
7.030206041208241885e+00,3.997423768483444134e-07,2.348776020898891298e-05,8.944685380570698615e-06,-5.907340637339833950e-07,-1.723633419049040716e-02
7.031806361272254335e+00,3.987981240530045377e-07,2.342764277795763471e-05,8.923558665287016138e-06,-5.893384906721596967e-07,2.578980938744169019e-02
7.033406681336267674e+00,3.978561029208845177e-07,2.336768073649247291e-05,8.902481860353857911e-06,-5.879462222649435156e-07,-5.444789101088669047e-05
7.035007001400280124e+00,3.969163081792073274e-07,2.330787367893246266e-05,8.881454847820667998e-06,-5.865572507381402540e-07,1.296334643147477664e-02
7.036607321464292575e+00,3.959787345659272128e-07,2.324822120059244815e-05,8.860477509994900083e-06,-5.851715683242926139e-07,9.211173997668093555e-03
7.038207641528305913e+00,3.950433768297308036e-07,2.318872289776317410e-05,8.839549729442054744e-06,-5.837891672626755157e-07,-1.398454268423906730e-02
7.039807961592318364e+00,3.941102297300390197e-07,2.312937836771138399e-05,8.818671388985709948e-06,-5.824100397993011794e-07,5.787337124274700810e-03
7.041408281656331702e+00,3.931792880370032056e-07,2.307018720867959314e-05,8.797842371707443118e-06,-5.810341781869131960e-07,2.768336402999935913e-02
7.043008601720344153e+00,3.922505465315094195e-07,2.301114901988634613e-05,8.777062560946926006e-06,-5.796615746849924567e-07,-2.211431047212342876e-02
7.044608921784356603e+00,3.913240000051747797e-07,2.295226340152599321e-05,8.756331840301834906e-06,-5.782922215597622348e-07,-2.073647901457711246e-02
7.046209241848369942e+00,3.903996432603488945e-07,2.289352995476878858e-05,8.735650093627894699e-06,-5.769261110841754803e-07,-1.823459921632449021e-02
7.047809561912382392e+00,3.894774711101155028e-07,2.283494828176098522e-05,8.715017205038912734e-06,-5.755632355379283727e-07,1.480741134553217875e-02
7.049409881976395731e+00,3.885574783782890865e-07,2.277651798562460451e-05,8.694433058906690738e-06,-5.742035872074603207e-07,-9.249216080149072483e-03
7.051010202040408181e+00,3.876396598994184702e-07,2.271823867045770051e-05,8.673897539861121376e-06,-5.728471583859446448e-07,5.877878844330232909e-03
7.052610522104420632e+00,3.867240105187837506e-07,2.266010994133413296e-05,8.653410532790113715e-06,-5.714939413732995891e-07,2.283554183284583136e-02
7.054210842168433970e+00,3.858105250923974611e-07,2.260213140430366213e-05,8.632971922839615243e-06,-5.701439284761857797e-07,-2.252215398440964370e-02
7.055811162232446421e+00,3.848991984870063192e-07,2.254430266639204710e-05,8.612581595413655919e-06,-5.687971120080019901e-07,2.945466770330577161e-02
7.057411482296458871e+00,3.839900255800882614e-07,2.248662333560085599e-05,8.592239436174275324e-06,-5.674534842889054694e-07,5.634816194146606300e-04
7.059011802360472210e+00,3.830830012598534494e-07,2.242909302090754730e-05,8.571945331041561626e-06,-5.661130376457763674e-07,-3.522706998566584903e-03
7.060612122424484660e+00,3.821781204252464404e-07,2.237171133226559190e-05,8.551699166193676993e-06,-5.647757644122566978e-07,3.057241418795755492e-02
7.062212442488497999e+00,3.812753779859423228e-07,2.231447788060422226e-05,8.531500828066788134e-06,-5.634416569287300095e-07,9.121905242566175076e-03
7.063812762552510449e+00,3.803747688623506334e-07,2.225739227782871032e-05,8.511350203355147614e-06,-5.621107075423256220e-07,-2.632831597556833589e-02
7.065413082616522900e+00,3.794762879856121811e-07,2.220045413682012012e-05,8.491247179011022705e-06,-5.607829086069237071e-07,-1.207961183241978249e-03
7.067013402680536238e+00,3.785799302976002648e-07,2.214366307143543659e-05,8.471191642244724185e-06,-5.594582524831502072e-07,-1.545426417733816032e-02
7.068613722744548689e+00,3.776856907509223141e-07,2.208701869650762651e-05,8.451183480524641911e-06,-5.581367315383836114e-07,5.289214492849802184e-03
7.070214042808562027e+00,3.767935643089162368e-07,2.203052062784543184e-05,8.431222581577166894e-06,-5.568183381467498730e-07,-9.430821372492776897e-03
7.071814362872574478e+00,3.759035459456546538e-07,2.197416848223363058e-05,8.411308833386777696e-06,-5.555030646891249510e-07,-6.811340546740883399e-03
7.073414682936586928e+00,3.750156306459411406e-07,2.191796187743280306e-05,8.391442124195967585e-06,-5.541909035531432804e-07,1.914772481190228290e-02
7.075015003000600267e+00,3.741298134053121332e-07,2.186190043217943349e-05,8.371622342505271640e-06,-5.528818471331850665e-07,-3.389779385600341644e-02
7.076615323064612717e+00,3.732460892300378277e-07,2.180598376618600491e-05,8.351849377073305715e-06,-5.515758878303889904e-07,5.590330212538054989e-03
7.078215643128626056e+00,3.723644531371191101e-07,2.175021150014076198e-05,8.332123116916685123e-06,-5.502730180526411977e-07,-4.705110085189855365e-03
7.079815963192638506e+00,3.714849001542915797e-07,2.169458325570799558e-05,8.312443451310116117e-06,-5.489732302145930863e-07,6.435069962776727992e-03
7.081416283256650956e+00,3.706074253200217904e-07,2.163909865552779210e-05,8.292810269786314573e-06,-5.476765167376447889e-07,-4.745895075093049115e-02
7.083016603320664295e+00,3.697320236835089974e-07,2.158375732321614186e-05,8.273223462136043260e-06,-5.463828700499523731e-07,-1.911950794307771748e-02
7.084616923384676745e+00,3.688586903046863751e-07,2.152855888336503059e-05,8.253682918408142334e-06,-5.450922825864324999e-07,-8.185584612720998160e-03
7.086217243448690084e+00,3.679874202542178410e-07,2.147350296154222597e-05,8.234188528909453105e-06,-5.438047467887603063e-07,3.301865625900246570e-02
7.087817563512702534e+00,3.671182086135017606e-07,2.141858918429151480e-05,8.214740184204906128e-06,-5.425202551053655934e-07,-2.515241971252247383e-02
7.089417883576714985e+00,3.662510504746677721e-07,2.136381717913249636e-05,8.195337775117444968e-06,-5.412387999914446852e-07,-2.251524764496136768e-02
7.091018203640728323e+00,3.653859409405779501e-07,2.130918657456066704e-05,8.175981192728056697e-06,-5.399603739089460286e-07,-3.863068100603136816e-03
7.092618523704740774e+00,3.645228751248285004e-07,2.125469700004752882e-05,8.156670328375805774e-06,-5.386849693265884049e-07,6.320811572883957251e-03
7.094218843768754112e+00,3.636618481517462656e-07,2.120034808604034530e-05,8.137405073657759505e-06,-5.374125787198448363e-07,-1.229328367993797085e-02
7.095819163832766563e+00,3.628028551563924838e-07,2.114613946396241956e-05,8.118185320429076134e-06,-5.361431945709527499e-07,1.685854755158396404e-03
7.097419483896779013e+00,3.619458912845597713e-07,2.109207076621285692e-05,8.099010960802921835e-06,-5.348768093689160957e-07,-3.274706120834664641e-02
7.099019803960792352e+00,3.610909516927731811e-07,2.103814162616666328e-05,8.079881887150509677e-06,-5.336134156095011110e-07,3.375567008946350755e-02
7.100620124024804802e+00,3.602380315482917385e-07,2.098435167817484331e-05,8.060797992101130115e-06,-5.323530057952371678e-07,-6.806870519607770460e-03
7.102220444088818141e+00,3.593871260291053171e-07,2.093070055756417688e-05,8.041759168542076449e-06,-5.310955724354235490e-07,2.525332914410573660e-03
7.103820764152830591e+00,3.585382303239381335e-07,2.087718790063746973e-05,8.022765309618729533e-06,-5.298411080461214015e-07,5.401582085879760853e-02
7.105421084216843042e+00,3.576913396322455705e-07,2.082381334467333330e-05,8.003816308734484927e-06,-5.285896051501592417e-07,-1.127461041416471556e-02
7.107021404280856380e+00,3.568464491642157123e-07,2.077057652792628972e-05,7.984912059550778305e-06,-5.273410562771388852e-07,-2.484319351699729866e-02
7.108621724344868831e+00,3.560035541407706682e-07,2.071747708962684976e-05,7.966052455987127813e-06,-5.260954539634248587e-07,-1.980967303143855995e-02
7.110222044408882169e+00,3.551626497935629197e-07,2.066451466998129598e-05,7.947237392221051056e-06,-5.248527907521524465e-07,3.339634088504839921e-02
7.111822364472894620e+00,3.543237313649799264e-07,2.061168891017194362e-05,7.928466762688151493e-06,-5.236130591932302321e-07,-3.809322544573822637e-03
7.113422684536907070e+00,3.534867941081398903e-07,2.055899945235691695e-05,7.909740462082054068e-06,-5.223762518433295099e-07,-1.568017902018775320e-02
7.115023004600920409e+00,3.526518332868938741e-07,2.050644593967024422e-05,7.891058385354418760e-06,-5.211423612659024967e-07,-7.419928041496012035e-04
7.116623324664932859e+00,3.518188441758267007e-07,2.045402801622193888e-05,7.872420427714989710e-06,-5.199113800311670848e-07,-9.765012743771933363e-04
7.118223644728946198e+00,3.509878220602542004e-07,2.040174532709779974e-05,7.853826484631507129e-06,-5.186833007161153127e-07,2.012450304084975258e-02
7.119823964792958648e+00,3.501587622362263345e-07,2.034959751835964812e-05,7.835276451829805558e-06,-5.174581159045163294e-07,1.440490315321711276e-02
7.121424284856971099e+00,3.493316600105245482e-07,2.029758423704511441e-05,7.816770225293727465e-06,-5.162358181869100416e-07,7.543974050615603888e-03
7.123024604920984437e+00,3.485065107006626706e-07,2.024570513116773630e-05,7.798307701265165602e-06,-5.150164001606088082e-07,9.660239983575217085e-03
7.124624924984996888e+00,3.476833096348886617e-07,2.019395984971703335e-05,7.779888776244083329e-06,-5.137998544297063338e-07,-1.611653432150214268e-02
7.126225245049010226e+00,3.468620521521810125e-07,2.014234804265831722e-05,7.761513346988455325e-06,-5.125861736050679278e-07,-2.518060644533938811e-02
7.127825565113022677e+00,3.460427336022527684e-07,2.009086936093291195e-05,7.743181310514330267e-06,-5.113753503043410925e-07,8.126639800575957695e-03
7.129425885177035127e+00,3.452253493455483528e-07,2.003952345645796415e-05,7.724892564095785092e-06,-5.101673771519449350e-07,1.053984745791290353e-02
7.131026205241048466e+00,3.444098947532445203e-07,1.998830998212650746e-05,7.706647005264931769e-06,-5.089622467790790613e-07,3.441725488457037050e-03
7.132626525305060916e+00,3.435963652072519973e-07,1.993722859180758106e-05,7.688444531811964739e-06,-5.077599518237273877e-07,5.771731966108912919e-03
7.134226845369074255e+00,3.427847561002124120e-07,1.988627894034599933e-05,7.670285041785076207e-06,-5.065604849306420473e-07,1.266889831965364518e-02
7.135827165433086705e+00,3.419750628355016821e-07,1.983546068356259576e-05,7.652168433490549315e-06,-5.053638387513700713e-07,-2.278181751316419451e-02
7.137427485497099156e+00,3.411672808272271566e-07,1.978477347825401630e-05,7.634094605492680220e-06,-5.041700059442267080e-07,-6.754380283053969952e-03
7.139027805561112494e+00,3.403614055002284621e-07,1.973421698219282098e-05,7.616063456613809429e-06,-5.029789791743136335e-07,-1.729136476713806492e-02
7.140628125625124945e+00,3.395574322900794094e-07,1.968379085412754492e-05,7.598074885934354839e-06,-5.017907511135197988e-07,-3.716518598186387135e-02
7.142228445689138283e+00,3.387553566430844461e-07,1.963349475378251197e-05,7.580128792792735495e-06,-5.006053144405091482e-07,1.068394682287673522e-02
7.143828765753150734e+00,3.379551740623597371e-07,1.958332832372394690e-05,7.562225072153352447e-06,-4.994226647406103350e-07,-4.518617086981696097e-03
7.145429085817163184e+00,3.371568801936796893e-07,1.953329119343408867e-05,7.544363615522152584e-06,-4.982428011353133970e-07,8.187921125547139439e-03
7.147029405881176523e+00,3.363604706732909652e-07,1.948338303148434747e-05,7.526544324299116257e-06,-4.970657176778401456e-07,1.266638003265822821e-02
7.148629725945188973e+00,3.355659411438722780e-07,1.943360350817961691e-05,7.508767100338958536e-06,-4.958914082753796765e-07,-1.804191834716081799e-02
7.150230046009201423e+00,3.347732872560981732e-07,1.938395229452239337e-05,7.491031845687895938e-06,-4.947198668405158386e-07,3.018137865144158299e-02
7.151830366073214762e+00,3.339825046686406164e-07,1.933442906221285396e-05,7.473338462583675219e-06,-4.935510872912420564e-07,6.099828140498044469e-03
7.153430686137227212e+00,3.331935890481699997e-07,1.928503348364893441e-05,7.455686853455604722e-06,-4.923850635509515897e-07,2.021542350747736888e-02
7.155031006201240551e+00,3.324065360693523885e-07,1.923576523192614953e-05,7.438076920924483219e-06,-4.912217895484451564e-07,3.391214399262010293e-02
7.156631326265253001e+00,3.316213414148528038e-07,1.918662398083779985e-05,7.420508567802680385e-06,-4.900612592179296625e-07,-9.496953868987190184e-03
7.158231646329265452e+00,3.308380007753322047e-07,1.913760940487479209e-05,7.402981697094067338e-06,-4.889034664990135428e-07,-1.229358011426856176e-02
7.159831966393278790e+00,3.300565098494489708e-07,1.908872117922571029e-05,7.385496211994044593e-06,-4.877484053367173492e-07,3.616729364522191029e-03
7.161432286457291241e+00,3.292768643438599607e-07,1.903995897977690051e-05,7.368052015889575940e-06,-4.865960696814657040e-07,2.222796479487379809e-02
7.163032606521304579e+00,3.284990599732174947e-07,1.899132248311229126e-05,7.350649012359113909e-06,-4.854464534890885699e-07,2.286261958436112962e-02
7.164632926585317030e+00,3.277230924601731135e-07,1.894281136651358664e-05,7.333287105172683624e-06,-4.842995507208288740e-07,-3.937583195199311631e-02
7.166233246649329480e+00,3.269489575353741900e-07,1.889442530796010708e-05,7.315966198291809113e-06,-4.831553553433353074e-07,2.873903370945123104e-02
7.167833566713342819e+00,3.261766509374653584e-07,1.884616398612884355e-05,7.298686195869548035e-06,-4.820138613286640197e-07,-8.898948320411071214e-03
7.169433886777355269e+00,3.254061684130899973e-07,1.879802708039455582e-05,7.281447002250516241e-06,-4.808750626542866656e-07,9.821906027094302535e-03
7.171034206841368608e+00,3.246375057168868405e-07,1.875001427082957257e-05,7.264248521970823408e-06,-4.797389533030785465e-07,-2.647467864337611429e-02
7.172634526905381058e+00,3.238706586114936837e-07,1.870212523820401839e-05,7.247090659758145872e-06,-4.786055272633304689e-07,-1.764422497207673857e-02
7.174234846969393509e+00,3.231056228675444723e-07,1.865435966398561386e-05,7.229973320531665655e-06,-4.774747785287449328e-07,7.326015319240818634e-03
7.175835167033406847e+00,3.223423942636702015e-07,1.860671723033976706e-05,7.212896409402093321e-06,-4.763467010984314731e-07,-3.568695276282254913e-02
7.177435487097419298e+00,3.215809685865005574e-07,1.855919762012963792e-05,7.195859831671698482e-06,-4.752212889769176709e-07,1.615751525896142599e-02
7.179035807161432636e+00,3.208213416306607408e-07,1.851180051691597562e-05,7.178863492834246261e-06,-4.740985361741398361e-07,-1.077514622360326892e-02
7.180636127225445087e+00,3.200635091987749610e-07,1.846452560495730828e-05,7.161907298575068447e-06,-4.729784367054502074e-07,5.536391829318105390e-03
7.182236447289457537e+00,3.193074671014635241e-07,1.841737256920976344e-05,7.144991154770999969e-06,-4.718609845916169522e-07,2.963625265975151305e-03
7.183836767353470876e+00,3.185532111573437863e-07,1.837034109532716288e-05,7.128114967490406844e-06,-4.707461738588165430e-07,-1.108252303473102746e-02
7.185437087417483326e+00,3.178007371930319533e-07,1.832343086966107686e-05,7.111278642993214131e-06,-4.696339985386477341e-07,2.626792295915454309e-02
7.187037407481496665e+00,3.170500410431395336e-07,1.827664157926066148e-05,7.094482087730839863e-06,-4.685244526681197023e-07,4.682582629015167447e-02
7.188637727545509115e+00,3.163011185502772561e-07,1.822997291187285183e-05,7.077725208346270434e-06,-4.674175302896634827e-07,1.261465738350713017e-02
7.190238047609521566e+00,3.155539655650516292e-07,1.818342455594218913e-05,7.061007911673997068e-06,-4.663132254511205332e-07,-3.431370737409453892e-02
7.191838367673534904e+00,3.148085779460665812e-07,1.813699620061090550e-05,7.044330104740037845e-06,-4.652115322057524755e-07,2.437647938038172129e-03
7.193438687737547355e+00,3.140649515599245730e-07,1.809068753571897476e-05,7.027691694761974120e-06,-4.641124446122389774e-07,-4.515257875086443363e-03
7.195039007801560693e+00,3.133230822812236327e-07,1.804449825180396672e-05,7.011092589148878532e-06,-4.630159567346764828e-07,1.820797044805268217e-02
7.196639327865573144e+00,3.125829659925607971e-07,1.799842804010122339e-05,6.994532695501392075e-06,-4.619220626425832931e-07,1.227023182757070808e-03
7.198239647929585594e+00,3.118445985845290940e-07,1.795247659254370310e-05,6.978011921611658883e-06,-4.608307564108949091e-07,4.286436262257341256e-02
7.199839967993598933e+00,3.111079759557187599e-07,1.790664360176203476e-05,6.961530175463354181e-06,-4.597420321199661484e-07,1.386308478487803010e-02
7.201440288057611383e+00,3.103730940127186690e-07,1.786092876108461605e-05,6.945087365231712233e-06,-4.586558838555724159e-07,1.196776114628645034e-02
7.203040608121624722e+00,3.096399486701132635e-07,1.781533176453741355e-05,6.928683399283459433e-06,-4.575723057089097039e-07,-6.860522233367159772e-03
7.204640928185637172e+00,3.089085358504859408e-07,1.776985230684418639e-05,6.912318186176893074e-06,-4.564912917765971330e-07,-1.778881906569254601e-02
7.206241248249649622e+00,3.081788514844161425e-07,1.772449008342629644e-05,6.895991634661811044e-06,-4.554128361606765290e-07,-1.697588389904904028e-03
7.207841568313662961e+00,3.074508915104805718e-07,1.767924479040278632e-05,6.879703653679544019e-06,-4.543369329686060695e-07,4.059129720012090610e-03
7.209441888377675411e+00,3.067246518752544108e-07,1.763411612459045725e-05,6.863454152362978327e-06,-4.532635763132717196e-07,9.584001139208656733e-03
7.211042208441688750e+00,3.060001285333086211e-07,1.758910378350369633e-05,6.847243040036498350e-06,-4.521927603129838432e-07,4.023339332938310510e-03
7.212642528505701200e+00,3.052773174472128553e-07,1.754420746535466621e-05,6.831070226216054291e-06,-4.511244790914716974e-07,-5.598583038007029673e-03
7.214242848569713651e+00,3.045562145875330215e-07,1.749942686905313572e-05,6.814935620609097796e-06,-4.500587267778940208e-07,9.897863599124447770e-04
7.215843168633726989e+00,3.038368159328322366e-07,1.745476169420656117e-05,6.798839133114614142e-06,-4.489954975068305625e-07,-9.252830433953109640e-03
7.217443488697739440e+00,3.031191174696720966e-07,1.741021164112015074e-05,6.782780673823146802e-06,-4.479347854182888591e-07,-1.979262135891134144e-02
7.219043808761752778e+00,3.024031151926098709e-07,1.736577641079670184e-05,6.766760153016732220e-06,-4.468765846577004222e-07,-1.735048971017122757e-02
7.220644128825765229e+00,3.016888051042016786e-07,1.732145570493678406e-05,6.750777481168975203e-06,-4.458208893759237040e-07,9.857915398765371498e-03
7.222244448889777679e+00,3.009761832149998948e-07,1.727724922593857655e-05,6.734832568944982845e-06,-4.447676937292462140e-07,1.451145331802379014e-02
7.223844768953791018e+00,3.002652455435538911e-07,1.723315667689794936e-05,6.718925327201395876e-06,-4.437169918793752022e-07,-4.332920178333235853e-03
7.225445089017803468e+00,2.995559881164117302e-07,1.718917776160851758e-05,6.703055666986409828e-06,-4.426687779934567171e-07,-2.732521812058286408e-03
7.227045409081816807e+00,2.988484069681170952e-07,1.714531218456148218e-05,6.687223499539716598e-06,-4.416230462440561240e-07,1.092501091699771276e-02
7.228645729145829257e+00,2.981424981412125721e-07,1.710155965094582985e-05,6.671428736292576441e-06,-4.405797908091720810e-07,-2.728014085671391382e-03
7.230246049209841708e+00,2.974382576862367377e-07,1.705791986664815008e-05,6.655671288867751056e-06,-4.395390058722301865e-07,6.283549008707765837e-02
7.231846369273855046e+00,2.967356816617255892e-07,1.701439253825271644e-05,6.639951069079534927e-06,-4.385006856220850963e-07,2.570788978382271966e-03
7.233446689337867497e+00,2.960347661342134442e-07,1.697097737304155437e-05,6.624267988933779039e-06,-4.374648242530217945e-07,-1.038879102517564421e-02
7.235047009401880835e+00,2.953355071782304527e-07,1.692767407899427854e-05,6.608621960627829889e-06,-4.364314159647589816e-07,-3.621649658717723819e-02
7.236647329465893286e+00,2.946379008763055082e-07,1.688448236478828259e-05,6.593012896550599795e-06,-4.354004549624461099e-07,4.202805203268307997e-03
7.238247649529905736e+00,2.939419433189637072e-07,1.684140193979856293e-05,6.577440709282508449e-06,-4.343719354566566071e-07,2.049979453882526045e-02
7.239847969593919075e+00,2.932476306047273549e-07,1.679843251409780686e-05,6.561905311595502395e-06,-4.333458516634043936e-07,-1.127027847758319988e-03
7.241448289657931525e+00,2.925549588401172885e-07,1.675557379845644674e-05,6.546406616453088068e-06,-4.323221978041345648e-07,2.482308135258928794e-02
7.243048609721943976e+00,2.918639241396502834e-07,1.671282550434253470e-05,6.530944537010275041e-06,-4.313009681057187330e-07,-1.186117831767720052e-02
7.244648929785957314e+00,2.911745226258405880e-07,1.667018734392179335e-05,6.515518986613605669e-06,-4.302821568004690030e-07,-2.022620912713657404e-03
7.246249249849969765e+00,2.904867504292008245e-07,1.662765903005771078e-05,6.500129878801177965e-06,-4.292657581261282313e-07,-3.707867454428615504e-03
7.247849569913983103e+00,2.898006036882392882e-07,1.658524027631135071e-05,6.484777127302586299e-06,-4.282517663258725673e-07,-1.502697995784282176e-02
7.249449889977995554e+00,2.891160785494631770e-07,1.654293079694156262e-05,6.469460646038990015e-06,-4.272401756483148413e-07,-2.965322891510050948e-02
7.251050210042008004e+00,2.884331711673758388e-07,1.650073030690479877e-05,6.454180349123054137e-06,-4.262309803475020235e-07,-1.905625896328385846e-02
7.252650530106021343e+00,2.877518777044777244e-07,1.645863852185519891e-05,6.438936150858975624e-06,-4.252241746829164945e-07,-3.803637882946660220e-02
7.254250850170033793e+00,2.870721943312679751e-07,1.641665515814465804e-05,6.423727965742505395e-06,-4.242197529194790101e-07,1.518138328608700620e-02
7.255851170234047132e+00,2.863941172262412472e-07,1.637477993282265021e-05,6.408555708460894967e-06,-4.232177093275406542e-07,-3.429118896077628428e-03
7.257451490298059582e+00,2.857176425758911525e-07,1.633301256363643185e-05,6.393419293892957440e-06,-4.222180381828955443e-07,-2.074697076137437413e-03
7.259051810362072032e+00,2.850427665747073995e-07,1.629135276903087231e-05,6.378318637109011593e-06,-4.212207337667744790e-07,-1.148655879949800687e-02
7.260652130426085371e+00,2.843694854251769056e-07,1.624980026814851490e-05,6.363253653370908988e-06,-4.202257903658419734e-07,1.903444027439382680e-02
7.262252450490097822e+00,2.836977953377851203e-07,1.620835478082965816e-05,6.348224258132057689e-06,-4.192332022722047289e-07,-1.692591379912566571e-02
7.263852770554111160e+00,2.830276925310131663e-07,1.616701602761219325e-05,6.333230367037358733e-06,-4.182429637834048578e-07,3.369394226386503849e-02
7.265453090618123611e+00,2.823591732313410691e-07,1.612578372973178691e-05,6.318271895923284060e-06,-4.172550692024270822e-07,2.169964751822974977e-02
