t,N,experienced_mate_abundance,unmated_fraction,mating_type_fraction,dN_dt
3.045409081816363184e+01,1.995392991109176535e+02,1.990351580160303229e+02,2.182842807338696567e-01,5.000269923099803782e-01,7.194457654406960501e-04
3.046209241848369587e+01,1.995393044639703533e+02,1.990359641668906931e+02,2.182815384315049956e-01,5.000269362239073700e-01,7.279036849663356179e-04
3.047009401880375989e+01,1.995393097413369503e+02,1.990367690387710411e+02,2.182788006314443363e-01,5.000268802545079216e-01,7.376096867393044931e-04
3.047809561912382392e+01,1.995393149787299194e+02,1.990375726333198827e+02,2.182760673261522621e-01,5.000268244015384500e-01,7.478903815414383871e-04
3.048609721944388795e+01,1.995393202186783697e+02,1.990383749521093364e+02,2.182733385081045696e-01,5.000267686647565935e-01,7.579437870948169120e-04
3.049409881976395198e+01,1.995393255105282435e+02,1.990391759966353220e+02,2.182706141697882685e-01,5.000267130439198793e-01,7.668393263742245836e-04
3.050210042008401601e+01,1.995393309104421178e+02,1.990399757683174471e+02,2.182678943037015817e-01,5.000266575387868340e-01,7.735178300318779065e-04
3.051010202040408004e+01,1.995393364813992605e+02,1.990407742684990637e+02,2.182651789023540012e-01,5.000266021491160950e-01,7.767915359178090284e-04
3.051810362072414406e+01,1.995393422931957730e+02,1.990415714984472402e+02,2.182624679582662042e-01,5.000265468746670772e-01,7.753440860671645396e-04
3.052610522104420809e+01,1.995393484065822065e+02,1.990423674595228078e+02,2.182597614639738004e-01,5.000264917151996391e-01,7.680297593495311048e-04
3.053410682136427212e+01,1.995393546899156263e+02,1.990431621551454384e+02,2.182570594120717689e-01,5.000264366704740837e-01,7.573322043299413053e-04
3.054210842168433615e+01,1.995393610487047340e+02,1.990439555883329490e+02,2.182543617951610282e-01,5.000263817402510469e-01,7.450342286414723958e-04
3.055011002200440018e+01,1.995393674306856440e+02,1.990447477616473577e+02,2.182516686058450783e-01,5.000263269242921638e-01,7.321220501346203946e-04
3.055811162232446421e+01,1.995393737904111617e+02,1.990455386775745410e+02,2.182489798367382439e-01,5.000262722223591805e-01,7.194532945451470596e-04
3.056611322264452824e+01,1.995393800892509262e+02,1.990463283385241482e+02,2.182462954804654798e-01,5.000262176342145093e-01,7.077569912699033239e-04
3.057411482296459226e+01,1.995393862953912958e+02,1.990471167468297153e+02,2.182436155296625380e-01,5.000261631596210066e-01,6.976335774737663087e-04
3.058211642328465629e+01,1.995393923838354624e+02,1.990479039047485799e+02,2.182409399769759117e-01,5.000261087983420838e-01,6.895548954997110513e-04
3.059011802360472032e+01,1.995393983364033659e+02,1.990486898144619374e+02,2.182382688150627803e-01,5.000260545501413745e-01,6.838641936486311579e-04
3.059811962392478435e+01,1.995394041417316942e+02,1.990494744780748135e+02,2.182356020365910920e-01,5.000260004147832893e-01,6.807761264973066773e-04
3.060612122424484838e+01,1.995394097952739685e+02,1.990502578976160635e+02,2.182329396342394534e-01,5.000259463920327940e-01,6.803767536069926791e-04
3.061412282456491241e+01,1.995394152993004298e+02,1.990510400750383724e+02,2.182302816006972679e-01,5.000258924816549655e-01,6.826235398733615511e-04
3.062212442488497643e+01,1.995394206628981522e+02,1.990518210122182552e+02,2.182276279286646803e-01,5.000258386834156576e-01,6.873453567024512267e-04
3.063012602520504046e+01,1.995394259019709295e+02,1.990526007109560283e+02,2.182249786108525214e-01,5.000257849970810575e-01,6.942424807405700449e-04
3.063812762552510449e+01,1.995394310392393322e+02,1.990533791729759514e+02,2.182223336399823632e-01,5.000257314224181293e-01,7.028865946363538342e-04
3.064612922584516852e+01,1.995394361042407354e+02,1.990541563999259722e+02,2.182196930087865194e-01,5.000256779591939482e-01,7.127207849286776309e-04
3.065413082616523255e+01,1.995394411333293192e+02,1.990549323933779817e+02,2.182170567100080172e-01,5.000256246071762556e-01,7.230595449296828292e-04
3.066213242648529658e+01,1.995394461696759265e+02,1.990557071548276724e+02,2.182144247364006251e-01,5.000255713661333479e-01,7.330887734084967633e-04
3.067013402680536061e+01,1.995394512632683188e+02,1.990564806856945665e+02,2.182117970807288809e-01,5.000255182358338546e-01,7.418657728983646393e-04
3.067813562712542463e+01,1.995394564709108920e+02,1.990572529873219878e+02,2.182091737357679806e-01,5.000254652160470714e-01,7.483192533861426909e-04
3.068613722744548866e+01,1.995394618562249320e+02,1.990580240609771465e+02,2.182065546943038614e-01,5.000254123065425160e-01,7.512493284931309745e-04
3.069413882776555269e+01,1.995394674896484446e+02,1.990587939078510544e+02,2.182039399491332576e-01,5.000253595070904833e-01,7.493275174628166724e-04
3.070214042808561672e+01,1.995394734230126232e+02,1.990595625293310889e+02,2.182013294930695846e-01,5.000253068174614901e-01,7.415763436728894931e-04
3.071014202840568075e+01,1.995394795116530986e+02,1.990603299289074926e+02,2.181987233189863484e-01,5.000252542374268305e-01,7.307250899124539956e-04
3.071814362872574478e+01,1.995394856708768714e+02,1.990610961094242271e+02,2.181961214197568055e-01,5.000252017667579096e-01,7.183717188308236246e-04
3.072614522904580880e+01,1.995394918490611644e+02,1.990618610733676803e+02,2.181935237882585421e-01,5.000251494052269097e-01,7.054903447603066979e-04
3.073414682936587283e+01,1.995394980014000623e+02,1.990626248231482691e+02,2.181909304173793029e-01,5.000250971526064570e-01,6.929264863373418848e-04
3.074214842968593686e+01,1.995395040899044261e+02,1.990633873611002969e+02,2.181883413000171024e-01,5.000250450086695109e-01,6.813970685364267865e-04
3.075015003000600089e+01,1.995395100834020639e+02,1.990641486894819820e+02,2.181857564290802243e-01,5.000249929731898080e-01,6.714904171438718095e-04
3.075815163032606492e+01,1.995395159575375033e+02,1.990649088104755435e+02,2.181831757974872499e-01,5.000249410459411958e-01,6.636662670924664553e-04
3.076615323064612895e+01,1.995395216947722190e+02,1.990656677261871152e+02,2.181805993981669467e-01,5.000248892266980771e-01,6.582557531391586281e-04
3.077415483096619297e+01,1.995395272843844623e+02,1.990664254386467746e+02,2.181780272240584073e-01,5.000248375152355207e-01,6.554614177858297808e-04
3.078215643128625700e+01,1.995395327224693460e+02,1.990671819498084858e+02,2.181754592681109384e-01,5.000247859113289284e-01,6.553572061669399318e-04
3.079015803160632103e+01,1.995395380119388733e+02,1.990679372615502416e+02,2.181728955232841161e-01,5.000247344147539241e-01,6.578884664154571738e-04
3.079815963192638506e+01,1.995395431625217952e+02,1.990686913756739216e+02,2.181703359825477584e-01,5.000246830252871311e-01,6.628719529775395358e-04
3.080616123224644909e+01,1.995395481907637532e+02,1.990694442939053204e+02,2.181677806388819807e-01,5.000246317427051723e-01,6.699958240155012845e-04
3.081416283256651312e+01,1.995395531200272785e+02,1.990701960178942613e+02,2.181652294852771401e-01,5.000245805667852261e-01,6.788196401554813519e-04
3.082216443288657715e+01,1.995395579804916508e+02,1.990709465492143977e+02,2.181626825147337800e-01,5.000245294973051369e-01,6.887743669157231352e-04
3.083016603320664117e+01,1.995395628091530682e+02,1.990716958893634114e+02,2.181601397202628523e-01,5.000244785340431930e-01,6.991623742838015687e-04
3.083816763352670520e+01,1.995395676498245621e+02,1.990724440397628427e+02,2.181576010948854116e-01,5.000244276767777940e-01,7.091574341373529933e-04
3.084616923384676923e+01,1.995395725531359403e+02,1.990731910017582891e+02,2.181550666316328657e-01,5.000243769252881165e-01,7.178047252427433023e-04
3.085417083416683326e+01,1.995395775765339295e+02,1.990739367766191492e+02,2.181525363235468362e-01,5.000243262793538923e-01,7.240208277465853826e-04
3.086217243448689729e+01,1.995395827842820893e+02,1.990746813655388507e+02,2.181500101636792421e-01,5.000242757387550752e-01,7.265937256200061256e-04
3.087017403480696132e+01,1.995395882474607561e+02,1.990754247696347363e+02,2.181474881450922165e-01,5.000242253032721740e-01,7.241828082413803713e-04
3.087817563512702534e+01,1.995395940064883575e+02,1.990761669903498046e+02,2.181449702608670715e-01,5.000241749726860307e-01,7.160258816156783723e-04
3.088617723544708937e+01,1.995395999073267319e+02,1.990769080312081769e+02,2.181424565041445163e-01,5.000241247467782646e-01,7.050290534955649946e-04
3.089417883576715340e+01,1.995396058739214595e+02,1.990776478948946817e+02,2.181399468680599585e-01,5.000240746253306057e-01,6.926273176421915423e-04
3.090218043608721743e+01,1.995396118552912412e+02,1.990783865838225211e+02,2.181374413457544681e-01,5.000240246081254503e-01,6.797826788904615114e-04
3.091018203640728146e+01,1.995396178072716964e+02,1.990791241003289258e+02,2.181349399303788572e-01,5.000239746949456388e-01,6.673285444733778604e-04
3.091818363672734549e+01,1.995396236925153914e+02,1.990798604466752124e+02,2.181324426150937634e-01,5.000239248855744556e-01,6.559697247894291650e-04
3.092618523704740952e+01,1.995396294804917829e+02,1.990805956250466977e+02,2.181299493930696221e-01,5.000238751797956294e-01,6.462824329158678438e-04
3.093418683736747354e+01,1.995396351474871892e+02,1.990813296375527557e+02,2.181274602574866661e-01,5.000238255773933327e-01,6.387142857970928844e-04
3.094218843768753757e+01,1.995396406766049324e+02,1.990820624862267607e+02,2.181249752015349264e-01,5.000237760781521823e-01,6.335843016671560690e-04
3.095019003800760160e+01,1.995396460577651396e+02,1.990827941730262012e+02,2.181224942184142868e-01,5.000237266818571280e-01,6.310829033182585590e-04
3.095819163832766563e+01,1.995396512877048849e+02,1.990835246998325658e+02,2.181200173013343457e-01,5.000236773882937857e-01,6.312719155534551874e-04
3.096619323864772966e+01,1.995396563699781609e+02,1.990842540684513438e+02,2.181175444435146105e-01,5.000236281972479935e-01,6.340845655117277602e-04
3.097419483896779369e+01,1.995396613149558220e+02,1.990849822806121665e+02,2.181150756381843303e-01,5.000235791085062553e-01,6.393254847587570566e-04
3.098219643928785771e+01,1.995396661398256981e+02,1.990857093379686660e+02,2.181126108785825246e-01,5.000235301218554085e-01,6.466707045849062752e-04
3.099019803960792174e+01,1.995396708685924239e+02,1.990864352420984460e+02,2.181101501579580937e-01,5.000234812370826232e-01,6.556676618671986034e-04
3.099819963992798577e+01,1.995396755320776379e+02,1.990871599945032244e+02,2.181076934695697078e-01,5.000234324539756248e-01,6.657351944081568718e-04
3.100620124024804980e+01,1.995396801679198120e+02,1.990878835966087763e+02,2.181052408066858073e-01,5.000233837723225827e-01,6.761635425700518454e-04
3.101420284056811383e+01,1.995396848205743936e+02,1.990886060497648771e+02,2.181027921625846855e-01,5.000233351919122216e-01,6.861143488237075871e-04
3.102220444088817786e+01,1.995396895413136633e+02,1.990893273552453309e+02,2.181003475305544337e-01,5.000232867125334879e-01,6.946206598072990346e-04
3.103020604120824188e+01,1.995396943882268488e+02,1.990900475142480275e+02,2.180979069038929130e-01,5.000232383339758835e-01,7.005869229015360133e-04
3.103820764152830591e+01,1.995396994262200678e+02,1.990907665278948855e+02,2.180954702759078101e-01,5.000231900560293541e-01,7.027889882618154616e-04
3.104620924184836994e+01,1.995397047270163853e+02,1.990914843972318522e+02,2.180930376399166370e-01,5.000231418784844006e-01,6.998741079069503712e-04
3.105421084216843397e+01,1.995397103169981392e+02,1.990922011237879872e+02,2.180906089892590827e-01,5.000230938011317461e-01,6.913448587511084042e-04
3.106221244248849800e+01,1.995397160366561877e+02,1.990929167110816138e+02,2.180881843173320400e-01,5.000230458237624465e-01,6.802105505503419636e-04
3.107021404280856203e+01,1.995397218172890916e+02,1.990936311616546277e+02,2.180857636175232983e-01,5.000229979461684460e-01,6.677674602659777747e-04
3.107821564312862606e+01,1.995397276085575982e+02,1.990943444778492903e+02,2.180833468832273636e-01,5.000229501681417998e-01,6.549654722221021075e-04
3.108621724344869008e+01,1.995397333669393731e+02,1.990950566619319204e+02,2.180809341078480679e-01,5.000229024894751184e-01,6.426258737572965174e-04
3.109421884376875411e+01,1.995397390557290862e+02,1.990957677160930643e+02,2.180785252847986799e-01,5.000228549099615671e-01,6.314413530290607923e-04
3.110222044408881814e+01,1.995397446450383256e+02,1.990964776424473826e+02,2.180761204075017112e-01,5.000228074293944225e-01,6.219760006693775267e-04
3.111022204440888217e+01,1.995397501117955983e+02,1.990971864430337064e+02,2.180737194693891934e-01,5.000227600475675160e-01,6.146653100991272822e-04
3.111822364472894620e+01,1.995397554397464432e+02,1.990978941198149244e+02,2.180713224639024284e-01,5.000227127642753455e-01,6.098161745544672385e-04
3.112622524504901023e+01,1.995397606194532614e+02,1.990986006746781811e+02,2.180689293844920995e-01,5.000226655793125197e-01,6.076068916129884201e-04
3.113422684536907425e+01,1.995397656482954574e+02,1.990993061094346501e+02,2.180665402246182716e-01,5.000226184924740913e-01,6.080871589517755638e-04
3.114222844568913828e+01,1.995397705304693829e+02,1.991000104258197325e+02,2.180641549777503907e-01,5.000225715035557794e-01,6.111780755535534126e-04
3.115023004600920231e+01,1.995397752769883368e+02,1.991007136254929151e+02,2.180617736373672289e-01,5.000225246123536360e-01,6.166721429110566532e-04
3.115823164632926634e+01,1.995397799056825363e+02,1.991014157100378839e+02,2.180593961969569394e-01,5.000224778186639352e-01,6.242332641459569231e-04
3.116623324664933037e+01,1.995397844411991741e+02,1.991021166809623537e+02,2.180570226500170572e-01,5.000224311222835061e-01,6.333967439751120310e-04
3.117423484696939440e+01,1.995397889150023900e+02,1.991028165396983240e+02,2.180546529900544983e-01,5.000223845230096220e-01,6.435692878312693210e-04
3.118223644728945843e+01,1.995397933653732991e+02,1.991035152876018515e+02,2.180522872105855048e-01,5.000223380206402224e-01,6.540290026766371057e-04
3.119023804760952245e+01,1.995397978374099353e+02,1.991042129259531350e+02,2.180499253051357278e-01,5.000222916149730246e-01,6.639253977827053177e-04
3.119823964792958648e+01,1.995398023830272507e+02,1.991049094559565447e+02,2.180475672672401444e-01,5.000222453058069672e-01,6.722793838758178708e-04
3.120624124824965051e+01,1.995398070609572585e+02,1.991056048787405643e+02,2.180452130904431407e-01,5.000221990929407667e-01,6.779832705472443877e-04
3.121424284856971454e+01,1.995398119367487766e+02,1.991062991953578205e+02,2.180428627682984288e-01,5.000221529761738060e-01,6.798007729003074928e-04
3.122224444888977857e+01,1.995398170827676836e+02,1.991069924067851105e+02,2.180405162943691022e-01,5.000221069553061337e-01,6.763670030665025479e-04
3.123024604920984260e+01,1.995398225086080117e+02,1.991076845146692165e+02,2.180381736622443167e-01,5.000220610301376878e-01,6.675012302039817769e-04
3.123824764952990662e+01,1.995398280534492130e+02,1.991083755224804293e+02,2.180358348655663803e-01,5.000220152004691831e-01,6.562374992409303331e-04
3.124624924984997065e+01,1.995398336545301845e+02,1.991090654326348783e+02,2.180334998979661099e-01,5.000219694661017789e-01,6.437600172759516681e-04
3.125425085017003468e+01,1.995398392621540324e+02,1.991097542474061015e+02,2.180311687530817888e-01,5.000219238268368560e-01,6.310065433723366368e-04
3.126225245049009871e+01,1.995398448334409522e+02,1.991104419689918075e+02,2.180288414245606932e-01,5.000218782824764618e-01,6.187862356110684914e-04
3.127025405081016274e+01,1.995398503323280011e+02,1.991111285995139042e+02,2.180265179060590086e-01,5.000218328328229767e-01,6.077796556311909626e-04
3.127825565113022677e+01,1.995398557295693251e+02,1.991118141410185842e+02,2.180241981912418581e-01,5.000217874776790028e-01,5.985387635174532761e-04
3.128625725145029079e+01,1.995398610027359609e+02,1.991124985954762963e+02,2.180218822737833850e-01,5.000217422168476977e-01,5.914869227918728711e-04
3.129425885177035482e+01,1.995398661362160340e+02,1.991131819647816315e+02,2.180195701473665870e-01,5.000216970501325520e-01,5.869188957259297013e-04
3.130226045209041885e+01,1.995398711212145599e+02,1.991138642507535508e+02,2.180172618056834821e-01,5.000216519773377222e-01,5.850008478809343160e-04
3.131026205241048288e+01,1.995398759557535584e+02,1.991145454551351577e+02,2.180149572424349980e-01,5.000216069982674760e-01,5.857703447080808701e-04
3.131826365273054691e+01,1.995398806446720528e+02,1.991152255795937833e+02,2.180126564513310272e-01,5.000215621127265253e-01,5.891363519179293462e-04
3.132626525305061094e+01,1.995398851996260703e+02,1.991159046257211003e+02,2.180103594260903999e-01,5.000215173205200259e-01,5.948792362708843484e-04
3.133426685337067497e+01,1.995398896390885852e+02,1.991165825950328951e+02,2.180080661604409109e-01,5.000214726214536887e-01,6.026507655256807539e-04
3.134226845369073899e+01,1.995398939883495473e+02,1.991172594889692391e+02,2.180057766481192927e-01,5.000214280153333357e-01,6.119741080006235734e-04
3.135027005401080302e+01,1.995398982795159100e+02,1.991179353088944879e+02,2.180034908828712148e-01,5.000213835019654551e-01,6.222438333711721725e-04
3.135827165433086705e+01,1.995399025515116023e+02,1.991186100560971681e+02,2.180012088584512842e-01,5.000213390811568681e-01,6.327259109575322782e-04
3.136627325465093108e+01,1.995399068500775570e+02,1.991192837317900626e+02,2.179989305686231282e-01,5.000212947527146179e-01,6.425577105240165565e-04
3.137427485497099511e+01,1.995399112277716824e+02,1.991199563371101817e+02,2.179966560071592285e-01,5.000212505164464138e-01,6.507480035171653299e-04
3.138227645529105914e+01,1.995399157439688338e+02,1.991206278731188206e+02,2.179943851678410871e-01,5.000212063721602984e-01,6.561769612964951648e-04
3.139027805561112316e+01,1.995399204648608702e+02,1.991212983408014736e+02,2.179921180444591156e-01,5.000211623196646471e-01,6.575961559374121634e-04
3.139827965593118719e+01,1.995399254634566830e+02,1.991219677410678344e+02,2.179898546308126628e-01,5.000211183587682795e-01,6.536285584459733400e-04
3.140628125625125122e+01,1.995399307296826237e+02,1.991226360757154623e+02,2.179875949207316643e-01,5.000210744892804593e-01,6.444644489569384405e-04
3.141428285657131525e+01,1.995399361058225907e+02,1.991233033481213397e+02,2.179853389080935178e-01,5.000210307110105612e-01,6.330793031139592131e-04
3.142228445689137928e+01,1.995399415335148774e+02,1.991239695605946167e+02,2.179830865867631029e-01,5.000209870237687371e-01,6.205743297105215106e-04
3.143028605721144331e+01,1.995399469637052334e+02,1.991246347153421823e+02,2.179808379506132654e-01,5.000209434273654718e-01,6.078751569589257997e-04
3.143828765753150734e+01,1.995399523541564406e+02,1.991252988144951246e+02,2.179785929935253996e-01,5.000208999216115835e-01,5.957788118706730529e-04
3.144628925785157136e+01,1.995399576694482562e+02,1.991259618601089585e+02,2.179763517093894210e-01,5.000208565063183341e-01,5.849537243722835456e-04
3.145429085817163539e+01,1.995399628809775834e+02,1.991266238541634834e+02,2.179741140921038489e-01,5.000208131812972079e-01,5.759397209779137938e-04
3.146229245849169942e+01,1.995399679669581872e+02,1.991272847985628403e+02,2.179718801355756685e-01,5.000207699463602440e-01,5.691480313974039973e-04
3.147029405881176345e+01,1.995399729124209784e+02,1.991279446951355112e+02,2.179696498337204691e-01,5.000207268013199258e-01,5.648612838999866881e-04
3.147829565913182748e+01,1.995399777092138436e+02,1.991286035456343200e+02,2.179674231804623885e-01,5.000206837459888476e-01,5.632335073251226731e-04
3.148629725945189151e+01,1.995399823560017012e+02,1.991292613517363463e+02,2.179652001697340580e-01,5.000206407801803810e-01,5.642901293576585431e-04
3.149429885977195553e+01,1.995399868582664737e+02,1.991299181150430684e+02,2.179629807954767129e-01,5.000205979037078974e-01,5.679279789863045380e-04
3.150230046009201956e+01,1.995399912283071444e+02,1.991305738370802771e+02,2.179607650516401096e-01,5.000205551163853235e-01,5.739152843915462654e-04
3.151030206041208359e+01,1.995399954852396718e+02,1.991312285192981051e+02,2.179585529321825255e-01,5.000205124180271410e-01,5.818916737077017842e-04
3.151830366073214762e+01,1.995399996549970751e+02,1.991318821630709976e+02,2.179563444310708142e-01,5.000204698084478316e-01,5.913681741862575336e-04
3.152630526105221165e+01,1.995400037703294061e+02,1.991325347696977133e+02,2.179541395422803784e-01,5.000204272874626543e-01,6.017272129685835580e-04
3.153430686137227568e+01,1.995400078708037199e+02,1.991331863404013518e+02,2.179519382597951693e-01,5.000203848548870900e-01,6.122226175051537211e-04
3.154230846169233970e+01,1.995400120028040476e+02,1.991338368763293545e+02,2.179497405776076313e-01,5.000203425105369526e-01,6.219796154969259305e-04
3.155031006201240373e+01,1.995400162195315374e+02,1.991344863785535040e+02,2.179475464897188131e-01,5.000203002542283892e-01,6.299948319359316429e-04
3.155831166233246776e+01,1.995400205810043133e+02,1.991351348480698675e+02,2.179453559901382842e-01,5.000202580857783241e-01,6.351362936438675888e-04
3.156631326265253179e+01,1.995400251540575312e+02,1.991357822857989106e+02,2.179431690728841908e-01,5.000202160050034594e-01,6.361434250337083540e-04
3.157431486297259582e+01,1.995400300123433226e+02,1.991364286925853264e+02,2.179409857319831723e-01,5.000201740117214966e-01,6.316270521971034668e-04
3.158231646329265985e+01,1.995400351231147624e+02,1.991370740704116713e+02,2.179388059614977002e-01,5.000201321057500259e-01,6.222051660760286040e-04
3.159031806361272388e+01,1.995400403364305930e+02,1.991377184225136432e+02,2.179366297555302145e-01,5.000200902869070818e-01,6.107065699509917067e-04
3.159831966393278790e+01,1.995400455966598940e+02,1.991383617511133650e+02,2.179344571081710813e-01,5.000200485550115870e-01,5.981809507602520171e-04
3.160632126425285193e+01,1.995400508553910868e+02,1.991390040583530379e+02,2.179322880135188267e-01,5.000200069098821309e-01,5.855418048650307128e-04
3.161432286457291596e+01,1.995400560710297384e+02,1.991396453462993179e+02,2.179301224656800540e-01,5.000199653513384135e-01,5.735740263794752991e-04
3.162232446489297999e+01,1.995400612087983916e+02,1.991402856169432880e+02,2.179279604587696095e-01,5.000199238791998013e-01,5.629339108725872620e-04
3.163032606521304402e+01,1.995400662407367633e+02,1.991409248722004008e+02,2.179258019869104168e-01,5.000198824932866604e-01,5.541491507141671491e-04
3.163832766553310805e+01,1.995400711457016314e+02,1.991415631139105926e+02,2.179236470442335871e-01,5.000198411934192455e-01,5.476188379169855125e-04
3.164632926585317207e+01,1.995400759093668057e+02,1.991422003438381410e+02,2.179214956248784474e-01,5.000197999794184778e-01,5.436134632628153440e-04
3.165433086617323610e+01,1.995400805242232423e+02,1.991428365636718070e+02,2.179193477229923737e-01,5.000197588511055002e-01,5.422749154035955144e-04
3.166233246649330013e+01,1.995400849895789293e+02,1.991434717750247501e+02,2.179172033327310132e-01,5.000197178083017890e-01,5.436164833039214273e-04
3.167033406681336416e+01,1.995400893115589440e+02,1.991441059794345279e+02,2.179150624482580900e-01,5.000196768508293754e-01,5.475228532869635956e-04
3.167833566713342819e+01,1.995400935031054530e+02,1.991447391783631531e+02,2.179129250637455162e-01,5.000196359785106237e-01,5.537501110737252930e-04
3.168633726745349222e+01,1.995400975839776834e+02,1.991453713731970083e+02,2.179107911733733638e-01,5.000195951911680092e-01,5.619257396460852760e-04
3.169433886777355625e+01,1.995401015807519798e+02,1.991460025652469596e+02,2.179086607713298651e-01,5.000195544886246735e-01,5.715486217461318574e-04
3.170234046809362027e+01,1.995401055268216908e+02,1.991466327557482430e+02,2.179065338518114403e-01,5.000195138707039799e-01,5.819890385758696993e-04
3.171034206841368430e+01,1.995401094623973108e+02,1.991472619458605209e+02,2.179044104090225864e-01,5.000194733372298472e-01,5.924886693531306037e-04
3.171834366873374833e+01,1.995401134345063952e+02,1.991478901366678826e+02,2.179022904371760438e-01,5.000194328880261940e-01,6.021605916988193030e-04
3.172634526905381236e+01,1.995401174969936164e+02,1.991485173291788442e+02,2.179001739304926299e-01,5.000193925229177161e-01,6.099892811679552551e-04
3.173434686937387639e+01,1.995401217105206229e+02,1.991491435243262913e+02,2.178980608832014332e-01,5.000193522417292202e-01,6.148306128821445782e-04
3.174234846969394042e+01,1.995401261425662369e+02,1.991497687229675932e+02,2.178959512895395911e-01,5.000193120442858463e-01,6.154118593624247069e-04
3.175035007001400444e+01,1.995401308673163214e+02,1.991503929258856544e+02,2.178938451437524848e-01,5.000192719304135114e-01,6.103337668115216275e-04
3.175835167033406847e+01,1.995401358265462193e+02,1.991510161352800878e+02,2.178917424401272951e-01,5.000192318999379104e-01,6.006949436461184177e-04
3.176635327065413250e+01,1.995401408826851934e+02,1.991516383541980417e+02,2.178896431729816507e-01,5.000191919526854045e-01,5.890908255441473784e-04
3.177435487097419653e+01,1.995401459811474751e+02,1.991522595847945638e+02,2.178875473366233273e-01,5.000191520884827989e-01,5.765513754880657871e-04
3.178235647129426056e+01,1.995401510741644415e+02,1.991528798291492990e+02,2.178854549253678996e-01,5.000191123071571209e-01,5.639779532113919913e-04
3.179035807161432459e+01,1.995401561207845589e+02,1.991534990892663473e+02,2.178833659335387418e-01,5.000190726085359527e-01,5.521433189255020579e-04
3.179835967193438861e+01,1.995401610868734679e+02,1.991541173670743206e+02,2.178812803554669719e-01,5.000190329924469879e-01,5.416916274043614976e-04
3.180636127225445264e+01,1.995401659451139551e+02,1.991547346644263428e+02,2.178791981854915072e-01,5.000189934587183638e-01,5.331384329476662742e-04
3.181436287257451667e+01,1.995401706750059247e+02,1.991553509831000497e+02,2.178771194179591197e-01,5.000189540071787730e-01,5.268706859649086027e-04
3.182236447289458070e+01,1.995401752628664553e+02,1.991559663247975607e+02,2.178750440472242700e-01,5.000189146376569083e-01,5.231467358566277426e-04
3.183036607321464473e+01,1.995401797018297145e+02,1.991565806911455070e+02,2.178729720676492454e-01,5.000188753499820171e-01,5.220963280070378687e-04
3.183836767353470876e+01,1.995401839918470444e+02,1.991571940836950318e+02,2.178709034736041328e-01,5.000188361439837914e-01,5.237206058623655736e-04
3.184636927385477279e+01,1.995401881396869044e+02,1.991578065039217904e+02,2.178688382594667905e-01,5.000187970194920339e-01,5.278921108526901662e-04
3.185437087417483681e+01,1.995401921589349001e+02,1.991584179532259213e+02,2.178667764196228762e-01,5.000187579763371026e-01,5.343547802691972493e-04
3.186237247449490084e+01,1.995401960699938115e+02,1.991590284329320752e+02,2.178647179484658469e-01,5.000187190143495775e-01,5.427239493425162209e-04
3.187037407481496132e+01,1.995401999000835076e+02,1.991596379442893863e+02,2.178626628403969034e-01,5.000186801333605935e-01,5.524863499211107865e-04
3.187837567513502535e+01,1.995402036832409749e+02,1.991602464884715573e+02,2.178606110898250736e-01,5.000186413332011748e-01,5.630001134129258844e-04
3.188637727545508938e+01,1.995402074603204312e+02,1.991608540665767180e+02,2.178585626911671291e-01,5.000186026137033446e-01,5.734947644420174129e-04
3.189437887577515340e+01,1.995402112789931834e+02,1.991614606796275666e+02,2.178565176388476687e-01,5.000185639746990152e-01,5.830712279593086578e-04
3.190238047609521743e+01,1.995402151937475992e+02,1.991620663285712567e+02,2.178544759272990627e-01,5.000185254160205428e-01,5.907018249988738035e-04
3.191038207641528146e+01,1.995402192658893341e+02,1.991626710142794821e+02,2.178524375509614808e-01,5.000184869375007279e-01,5.952302730438674416e-04
3.191838367673534549e+01,1.995402235635411046e+02,1.991632747375484200e+02,2.178504025042828918e-01,5.000184485389727040e-01,5.953716868134506512e-04
3.192638527705540952e+01,1.995402281599017442e+02,1.991638774991174046e+02,2.178483707817193971e-01,5.000184102202698266e-01,5.897454219176978540e-04
3.193438687737547355e+01,1.995402329725656330e+02,1.991644793013910828e+02,2.178463423777743380e-01,5.000183719812260064e-01,5.799062431446344590e-04
3.194238847769553757e+01,1.995402378769537677e+02,1.991650801472233070e+02,2.178443172869721500e-01,5.000183338216753759e-01,5.682044986734524628e-04
3.195039007801560160e+01,1.995402428191236481e+02,1.991656800387083877e+02,2.178422955038298303e-01,5.000182957414522900e-01,5.556580094161489569e-04
3.195839167833566563e+01,1.995402477519499200e+02,1.991662789778652041e+02,2.178402770228718421e-01,5.000182577403917694e-01,5.431559945314745619e-04
3.196639327865572966e+01,1.995402526351244603e+02,1.991668769666372611e+02,2.178382618386300595e-01,5.000182198183289461e-01,5.314590671723351534e-04
3.197439487897579369e+01,1.995402574351563203e+02,1.991674740068926042e+02,2.178362499456437396e-01,5.000181819750993961e-01,5.211992394773545811e-04
3.198239647929585772e+01,1.995402621253717257e+02,1.991680701004239324e+02,2.178342413384596332e-01,5.000181442105390284e-01,5.128799178848453266e-04
3.199039807961592174e+01,1.995402666859141050e+02,1.991686652489484288e+02,2.178322360116318746e-01,5.000181065244840850e-01,5.068759068560524383e-04
