A,D,H,P_dist,S
6.071766977763306983e+01,5.894057126731356178e+00,1.114906251142975258e+01,1.246444399057017316e+00,5.369697474619366062e+01
2.730741939656481421e+01,1.206158725748039444e+02,6.908344467628399599e+00,1.384657213909390450e+00,1.522388341018385383e+01
3.674484452780626409e-01,2.365414352163546425e+02,1.649530615357118180e+01,1.334982985202676220e+00,4.232986453189126475e-01
5.761428461228770281e-01,1.255694446223980520e+02,1.419223026020830503e+01,3.840811669489111679e+00,1.819019017376426017e+00
8.659591662088188002e+01,4.037650928208352497e+01,4.701384007216075744e+00,3.407383728447932025e+00,4.101854965517714646e+01
9.893773221710310963e+02,1.324572494373621225e+02,3.856464035510673849e+00,3.379339312391557826e+00,3.188290034764754211e+01
1.132939017725913988e+00,1.221429567918792429e+02,4.605217499351477173e+00,4.302234160846007072e+00,3.447216693205545912e+00
1.486670870886197520e+02,2.594914349162060034e+02,1.760777500859148503e+01,3.053036092101311105e+00,6.589267665690252684e+00
1.681545233171714560e-01,8.237500059808576225e+01,1.862106604585737557e+01,1.925170377359683993e+00,6.836083199376508102e-01
7.687103324508047564e+00,6.827407713105594667e+01,1.197531668523077464e+00,1.150381911095216925e+00,1.494201891944988603e+01
4.980099421506654380e+02,1.064589366232831793e+02,1.915516470925963333e+01,3.736742949616980614e+00,3.936873351959503253e+01
2.455892520826111891e+01,2.465291612111527684e+02,8.973650681328809497e+00,1.704213449586611251e+00,4.481823509807815853e+00
2.498797580452833511e+00,1.825466452721358905e+02,1.583656898619514308e+01,1.591902367791337536e+00,4.111308278094043978e+00
7.544049889571962808e+01,1.747891800698585598e+02,9.819749994735879284e+00,3.087291302615100541e+00,1.213210466136729693e+01
1.899050225453543206e+01,2.090342414009745369e+02,9.517403345696056505e+00,8.914043479366862144e-01,6.096524569263797488e+00
1.046467951306392941e+01,2.349362988426837262e+01,1.976982880602210102e+01,1.942031471429174871e+00,3.045473560428174409e+01
1.779302207361381534e+02,1.653217200815508932e+02,2.839916088068394906e+00,4.983989130007953960e+00,1.466137230370973299e+01
1.315476148055425938e+02,5.601796257696587134e+01,1.681482670176140815e+01,2.259356128094672123e+00,4.438302444951122538e+01
5.840938520834817460e+00,1.399117142959948126e+02,1.988740020804252140e+01,3.287650394633145901e-01,9.232076669635860711e+00
4.741321143789824788e+01,2.468974889642084847e+01,1.295797016393263057e+01,4.468453773374286842e-01,4.415962578503381764e+01
2.261024177986514161e+01,1.791792846546381668e+02,1.414366932525912013e+01,2.985088422254922769e+00,8.732965945053461354e+00
2.245133763314036912e+00,2.831808116560144413e+02,5.893700447314753177e+00,4.584960597223772361e+00,1.273189734790104222e+00
5.250362173531487597e-01,8.371792965960308663e+01,1.939454783414466021e+01,1.652340441679472915e-01,3.386775390810202513e+00
1.634623759654675013e+01,4.549056231529927885e+01,3.795851552694220477e+00,2.434323918575238110e+00,2.482524645291158194e+01
1.971052116933896814e+00,2.914336811004818060e+02,1.480877985049366963e+00,3.150786154034419528e+00,9.576355290412393861e-01
1.134360850628212063e+02,2.034477717843336961e+02,4.962140566609944514e+00,4.381943880662669599e+00,9.561603773952500163e+00
2.389569166956339927e+02,2.702862091693701814e+02,1.732941324233114244e+01,2.780902068103765057e+00,6.674715522674756762e+00
4.357546183547787422e+01,1.108650117670041482e+02,9.024757254876229595e+00,1.283229804049844658e+00,1.931422749386755555e+01
1.113528542904456131e+00,2.323452073813523100e+02,4.459803618429265981e+00,2.157702858595200723e+00,1.221155789297950323e+00
8.902102791145191318e+00,1.639333962741478672e+02,1.285603900803599942e+01,4.233782785602593357e+00,7.715575893202577085e+00
5.534962313478881697e+02,2.062500576508343499e+02,4.950285052142868736e+00,4.695750058702058638e+00,1.387218101819200733e+01
5.282733406270766707e+00,1.886719632133569036e+01,9.695828022013282421e+00,3.473566588770349295e+00,2.416637573378615400e+01
1.438768897907528377e+00,8.233039711974818431e+01,4.020455591950780061e+00,3.151952330624449683e+00,6.211443118530627139e+00
1.481156494858450401e+02,1.559188655349203430e+02,6.003746962525664088e+00,8.406049687781319557e-01,1.653711243757985372e+01
6.875571050651278711e+02,2.037423226751762115e+02,3.938771605890465377e+00,1.178167220218906408e+00,1.467143240953538808e+01
2.035919040201382657e+01,3.914811188662093855e+01,1.235266676548102360e+01,4.297121322853834968e+00,3.095136784690530973e+01
2.799875509141117291e+01,2.380289727391432564e+01,4.458324869441334215e+00,1.136566312253125544e+00,3.515245340990195189e+01
2.106739911329469805e+01,7.958467507134110974e+01,1.992917411560252816e+01,4.910807163753737825e+00,2.247444486785353845e+01
2.705652703127944747e+01,2.255801042926823641e+02,1.787103862705658130e+01,3.171227482217102267e+00,5.923856627254012075e+00
1.256031278529022188e+02,2.627361989649646716e+02,9.437137450763424695e+00,3.132086971553102117e+00,5.840400753678673951e+00
5.041360632351945981e+00,1.994227786404935188e+01,1.621393837760271595e+01,3.809805078765154285e+00,2.445769466083108057e+01
1.113349831505076004e+01,2.349467478559447784e+02,1.054949101529902222e+01,3.664491636669034769e+00,4.073500263202019411e+00
3.032086900795277762e-01,1.461967517491809758e+02,1.531748680395046414e+01,4.017209867072465634e+00,6.911343706725452396e-01
1.124175162717638443e+01,2.990263451501865575e+02,1.892923462671077317e+01,3.024122718588210468e+00,2.273263070647324913e+00
2.629739694863816339e+02,1.328825215289932657e+02,1.276944630971349959e+01,4.051951494927084951e+00,2.541658968065781110e+01
2.185076961126425077e-01,1.401733868553917546e+02,1.864661421346932713e+01,1.045072923869272419e+00,6.075916311411170279e-01
4.266586815231545415e+02,7.369648290018298553e+01,3.433841381360585032e+00,4.028647148139445910e+00,4.421505317236436383e+01
3.578643552672172712e-01,9.007182626432779671e+01,1.557302939118425655e+01,4.639158294408928462e+00,1.420978552357151425e+00
6.550687263013519335e+00,2.911936867371104540e+02,7.447355619339008470e+00,3.995658913141705071e+00,1.939023588149450195e+00
2.039775791617851297e+01,2.402028855923469308e+01,1.360844406368171455e+01,3.595558826280845999e+00,3.543257493662343194e+01
8.276824890278114708e+02,2.917815064787790789e+02,7.528254970272254099e+00,4.791702787335490932e+00,6.914773461864543336e+00
5.248169037666872327e+01,2.100256934266980409e+02,3.369811486315155147e+00,7.495667963527885558e-01,7.110088044213902059e+00
2.395109961708369894e+01,1.232927572962374114e+02,1.841160734462703630e+01,3.956987416818837477e+00,1.540411127303391048e+01
3.623597183529444976e+01,2.235340976045945354e+02,2.269428633104000337e+00,3.085313223512333725e+00,5.427021858179548630e+00
2.831042090534591882e+00,1.545068827588720524e+02,1.665680774677370124e+01,8.252163410898899487e-01,5.939585730034922406e+00
7.522218502229371779e+02,4.039192917508939473e+01,1.436166239702205694e+00,2.022214995924219050e+00,6.330206559363441698e+01
6.059251114450116802e+02,8.242415945842364522e+01,1.991237153297508655e+01,1.332605387458116741e+00,5.184555319455055411e+01
1.314518388411641370e+00,1.979709355420224028e+02,9.010733699274124930e+00,1.202486767700558623e+00,2.207526188090388253e+00
1.681521800268165889e-01,1.851736542079592027e+02,1.074615809419790935e+01,4.381886192246200018e+00,2.175680445773884308e-01
7.409217575075557338e-01,7.387727683602234663e+01,1.702974921296866029e+01,1.956274082138309556e+00,4.198273916052797539e+00
1.603377616783717152e-01,2.829857065638415179e+02,9.716167717592272268e+00,4.535303347205323021e+00,7.772394949510083584e-02
2.770379330149350494e+02,2.677797530362789757e+02,2.437469781173122740e+00,4.257473870183353881e+00,5.952733806454936882e+00
2.667704863202462917e+00,1.523555277826091583e+02,1.092372937872723604e+01,3.314259394095185662e+00,5.392088180892028682e+00
3.858708076755352749e+02,2.897396665269170626e+02,1.853070118440807690e+01,3.679555578056860732e+00,6.244111354482046572e+00
1.015264453448607007e+01,1.444395855227728021e+01,1.003509932262487681e+01,1.877024194299771187e+00,3.095122574422524764e+01
1.744073137814581287e-01,3.233872687244805633e+01,1.281814866964519073e+00,3.813717202155636699e+00,7.904725094592469636e-01
3.167886546416192459e+02,7.591077413498931037e+01,1.041641536368297594e+01,3.702117304067842340e+00,4.469247237809907602e+01
7.723889580531854149e-01,3.784494308895625103e+00,1.206881219282778517e+01,1.288793794463125586e+00,8.068957460611279942e+00
7.726665337476640616e+01,2.918034691408646495e+02,1.627639417932324761e+01,2.919776649366760957e+00,4.041663099549314353e+00
1.370038199331934659e-01,2.268215035948629179e+02,1.217911908358120598e+01,4.570774863018816525e+00,1.122114513908194916e-01
1.231130863266354791e-01,1.957148873232758319e+02,1.867873296361354107e+01,3.339958580185367509e+00,1.430868838229551188e-01
2.330648945637228575e+00,1.844322159563091645e+02,3.836886646302715143e+00,3.405382712258924194e+00,3.310954507313116579e+00
1.528207903905780540e+01,8.745377502502310563e+01,1.500036688213585734e+01,4.023274804031117036e+00,1.881534485485868657e+01
1.910981405457564506e+02,1.759357000932549795e+02,1.763538509180334302e+01,2.805541103980142559e+00,1.585674008161737447e+01
6.656188602925789155e+02,8.102605597230562751e+01,4.493812010929829626e+00,4.169217699450707748e+00,4.749677519769448963e+01
1.590946550807156301e-01,2.636371488337728692e+02,1.669286491403027028e+01,7.137040379945708279e-01,1.319772139929890342e-01
5.838149456013121963e-01,2.605634509226173634e+01,1.299537532254952943e+01,3.094207530764447878e+00,4.609729351288821775e+00
2.593571546117649262e+01,1.460301267424289620e+02,1.830398842131369719e+01,1.102325647089642535e+00,1.274371425319523610e+01
1.120262839137845567e+01,1.788602277537862051e+02,6.655232102846788678e+00,3.413762830699039519e+00,6.765491146496187547e+00
6.858791154233628617e+00,2.852842095579317743e+02,2.486886840111386388e+00,4.849032855003876819e+00,1.867131923610687361e+00
2.995312882854325380e+02,2.047166996498051788e+02,1.599460213451985169e+01,3.457019330534160773e+00,1.334644509469537077e+01
1.621554883694657860e+02,2.074395809804330248e+00,1.386739448788032725e+01,4.409400028873903032e+00,7.191628674884012185e+01
6.466253085187369187e+00,2.236071196998911432e+02,6.602749620834398314e+00,9.003636813043952580e-01,3.807726441375585580e+00
7.522721529297821119e-01,1.657130580310272592e+02,1.586793675831728123e+01,3.943237220473486015e+00,1.677229124658695447e+00
1.317549546034202657e-01,1.660151368450049176e+02,8.650551468642597719e-01,3.821283321857821269e-01,2.307327507355979301e-01
2.483747314676473028e+00,8.428012104762703416e+01,1.835791298321816711e+01,3.622676537290574483e+00,1.018170987715009446e+01
1.293596626321432552e+02,8.652999697576383653e+01,1.221354223281966078e+01,3.511051771523832077e-02,3.285716297433145172e+01
2.106967891592267939e-01,1.913593211682078277e+02,1.307535324332597781e+01,2.229673166678218355e+00,3.054728727290736412e-01
1.398398547380813000e+02,2.305783965645725289e+02,1.852628062559954358e+01,2.295962692408243022e+00,8.640036339165247270e+00
5.693166687755211175e-01,1.287456875976627089e+02,1.794036199576346036e+01,1.085605491162717762e+00,2.032780489461087914e+00
4.138801668574745918e+02,1.438285024298400003e+02,1.677579545672935168e+01,4.301898419022935904e+00,2.614772666867116158e+01
3.110783028879406387e-01,1.978896871538950961e+02,1.733137683875443713e+01,2.254344383669467433e+00,4.706472778329747197e-01
1.934790428949773711e+00,1.108141417659440293e+02,1.521526900104148083e+01,4.064953869592468294e+00,6.656026309719575096e+00
1.883573568967797041e+00,1.500870590767890178e+02,7.109341056844716178e+00,3.224315351961950071e+00,4.265392626527957809e+00
9.785770949759049699e+02,8.765269062685052859e+01,8.760923588428079611e+00,1.193241080600131454e+00,5.246887906426372439e+01
2.734283889909647769e+00,2.508364969675844947e+01,1.230610821707213631e+01,1.390881671451928980e+00,1.828399097945071716e+01
9.457353821330465848e+01,3.700306247527446146e+01,1.859993442406261721e+01,3.934813898149331024e+00,4.844759833348950906e+01
2.382973734311074399e+00,2.772899763346904933e+02,1.518784048888816685e+01,2.388736440576914699e+00,1.553352790039676856e+00
6.858014819650261273e+00,2.370688647797920794e+02,1.844117453605009782e+00,2.110574346445904581e+00,2.951456459085441519e+00
3.680212496668507782e+01,2.326101504043375030e+02,1.210535141769993395e+01,4.091922615400383378e+00,5.835204257160128805e+00
1.105674171554529117e+01,2.805685324145721893e+02,1.241548245399323669e+01,2.818550265920938713e+00,2.638909554276251956e+00
7.980282070973921948e-01,2.105386058216999459e+02,9.498099753211786123e-01,1.341698916130303232e+00,9.977742582091865264e-01
4.652588259382487990e-01,1.819126938946903493e+01,6.617267387805014778e-01,3.053980983540001581e+00,2.942138181815322273e+00
5.953621266998733290e+02,2.791033806038041121e+02,1.018453292646915820e+01,4.431192493554711120e+00,7.405685673594865293e+00
2.555283529684902888e+01,2.605649993546815608e+02,5.043228516250300331e+00,4.391907897673172023e+00,3.721907736837422487e+00
6.471987304097419624e+00,2.732157836610317077e+02,1.368930103934440545e+01,3.850067687288531992e+00,2.425275571647020012e+00
5.135386627018848849e+00,2.634038815280056838e+02,1.725198255402913361e+01,3.089265636026222062e+00,2.521278656371328530e+00
4.375657833091412954e+02,2.898907366440925557e+02,1.387816800257588845e+01,4.101919523520296096e+00,6.313801841484789179e+00
8.743611852097222803e-01,1.667806007096418170e+02,8.809982070884267102e+00,3.653045769998816805e+00,1.870486403723923718e+00
7.679271731993509986e-01,6.545703054491926309e+01,1.788539493344150078e+00,4.358174358149266681e+00,3.585054173073888961e+00
6.958359435670196547e+01,2.665413674153793977e+02,1.949008767237108231e+01,4.684685558414934725e+00,5.096526575302459783e+00
2.648149252053727309e+00,9.781913144580188657e+01,2.880644934262259760e+00,2.622006378075568911e+00,7.999082181635249533e+00
1.985859538551973813e+01,2.356573512163820396e+02,1.221675577851441119e+01,7.586408032276936719e-01,4.859488726639276557e+00
8.074147773947319973e-01,5.486377434023077626e+01,1.522295381250291513e+01,2.712301852743878250e+00,5.248785639780516377e+00
5.146476488571452137e+02,2.410454980144724573e+02,9.033439827842098424e+00,1.617865748553142247e+00,1.026851857280994729e+01
1.996834286884893288e+02,1.348927149523202615e+02,1.144321119536756726e+01,5.972303705873593938e-01,2.309771495284407195e+01
1.905948112633234928e+02,2.031181398968195140e+02,3.175459642127376192e-01,1.399051454326325938e+00,9.026619970269289084e+00
1.474782962062894665e-01,2.975660510188633907e+02,4.729929161260266746e+00,6.099593442765849360e-01,7.936724065593897537e-02
1.212068049945851239e-01,1.185161053471422576e+02,9.863964124285132584e+00,2.442311636841953959e-01,4.280088069074749479e-01
1.924995981235213816e-01,1.764655234284258256e+02,1.350835088440565812e+01,1.553198530315689219e+00,3.362217548010262291e-01
2.381471152694159432e+00,2.842675807069431926e+02,7.065335395585989886e+00,3.472869490054027342e+00,1.342244567851668791e+00
1.995472270298910278e+00,1.533500862627852825e+02,1.839343687015389150e+01,2.515736572753082712e+00,4.687301044070557587e+00
2.535925017420837833e+02,2.037475988147736246e+02,1.539144048230997264e+01,3.786454783430856175e+00,1.288658455927370738e+01
2.338652957419981249e+02,1.706561439027887843e+02,8.115399637150392920e+00,2.899366764290116638e+00,1.654487794922938093e+01
2.183528208837449824e+02,1.029472476100893346e+02,6.293322961917581893e+00,1.358123861225494222e+00,3.029470417497304524e+01
8.552729631203218830e+00,2.095660987298583109e+02,6.327986850397926410e-01,2.120549301900161332e+00,3.836969681262181631e+00
1.720738624111394088e+01,2.392843703667579405e+02,1.306843561804403109e+01,4.707660452956768715e+00,4.479882269073657497e+00
5.567066584430914844e+00,2.664941213240895195e+02,4.974600402616831119e+00,3.951105278684874822e+00,2.254104364459626364e+00
3.002958747624582703e+00,2.569045473280323790e+02,1.845786195961056464e+01,4.124868288388441329e+00,2.141942326499581828e+00
2.186028448354273290e-01,1.535259387778573910e+02,9.688106336493325088e+00,2.605031194663046001e+00,4.391469630621365194e-01
1.607096603316109338e+02,1.097843924987895576e+02,7.189181262999769118e+00,3.037859515114252229e+00,2.661756451329009465e+01
2.091487302886630317e+01,1.650762672991503450e+02,2.563965626301849543e+00,2.742846019821119974e+00,8.372734689096294147e+00
1.519497863079515731e+01,9.437578112955590370e+01,1.855483493581832377e+01,2.265641601143724149e+00,1.793142288008320406e+01
1.304636701841999979e+01,1.514196102294230570e+02,9.456185471920299790e+00,2.565418302046396093e-01,9.740352140505509126e+00
4.416382519431509834e-01,2.075412422012316824e+02,1.317743306637242284e+01,3.198864535067386772e+00,6.130216411357075623e-01
2.065930189708119258e+02,2.303238784735724494e+02,8.201958472053515692e+00,4.255448030624251921e+00,8.985477304544030375e+00
5.058806038402998695e+01,2.193781907654888244e+02,9.062248919646812340e+00,2.247379206837268217e+00,7.055391140143906448e+00
6.104115693380731678e+00,2.826507040151258821e+02,9.941574245841211521e-01,5.213029577997690955e-01,1.789629199318825137e+00
2.621632270001375442e+00,7.821531694283598313e+01,1.958687365843794836e+01,3.840253627690298099e+00,1.112754428975483911e+01
1.937690715497603910e-01,2.310537650555354503e+02,4.778338705813817811e+00,4.771842693920394396e+00,1.529704068928912086e-01
2.826541763318135168e+02,2.589078540349354398e+02,1.887718325022336430e+01,4.219089821948827534e+00,7.825052052275495384e+00
3.121015558377407118e+01,5.786620959448612922e+01,1.355869621645646461e+01,3.666516080792397991e-01,2.997193803026494763e+01
1.148492445939829025e+02,6.046690188141219124e+01,1.648904815761168763e+01,2.376366253857714383e+00,4.116003573107619218e+01
2.819676572056893633e+02,1.533486123128710972e+02,1.448874655219968766e+01,4.888193283434541847e+00,2.145964219895533986e+01
2.544737546026729635e+00,4.862383211917708792e+01,1.131851536942514613e+01,1.886238775680397772e+00,1.412151527219177183e+01
4.211696326445403926e+00,2.722091836065890220e+02,6.189471507779864545e-01,1.074207381940652350e+00,1.683696434578420664e+00
4.585500429693344131e+02,2.660804978048284397e+02,1.022938925832283630e+01,3.729521897073992509e+00,7.885672108094736288e+00
2.703796308390458147e-01,1.528137869468250756e+02,9.390058257435011768e+00,2.214395257684826479e+00,5.875964847987433792e-01
6.172108694158035647e+00,5.392827492081016061e+01,2.202495372450945510e+00,2.606186385983948028e+00,1.647003986036120082e+01
3.761378954498438532e+01,6.091420047948729177e+01,1.031138788282196117e+01,3.384996835132513482e+00,2.970962884877650012e+01
3.621183957161198119e-01,1.939165286628663125e+02,9.218747262013264887e+00,3.970468916435519358e+00,5.227126764279970139e-01
2.204530119371915120e+00,2.893616667717306541e+02,1.596841598248492211e+01,7.328643709721349708e-01,1.400181666355140075e+00
1.137980047084521829e+00,9.307870935963469705e+00,3.841672695160511797e+00,3.594146190182266221e+00,9.345242247149119663e+00
6.130773774014108994e+02,1.827600278312588955e+02,7.181119709762445069e+00,4.469841335139889793e+00,1.853814316273457408e+01
1.010652499706873181e-01,2.749478700980595818e+02,1.051063394660137540e+01,3.610578227517127647e+00,4.868907629733132403e-02
6.370088109438246660e-01,2.408748526588699974e+02,1.329559654936382351e+01,4.881104058425791870e+00,6.527593338882754503e-01
8.616098914685408090e+02,1.429756358256344129e+02,1.450285668021288110e+01,4.385558398487314768e+00,3.137877643709644815e+01
1.482714171072357257e+00,2.364898327003407701e+02,7.935035094245002085e+00,2.595526054586756448e+00,1.570269039264929001e+00
6.557004249654277972e-01,1.051843753275937701e+02,1.325723348626667253e+01,2.048819486080177832e+00,2.697562735938287659e+00
1.878602713205903285e+02,2.050123158513558224e+02,1.566787614820362329e+01,4.210918703383145001e+00,1.181486220670216092e+01
1.272861866148397212e+02,7.969184203720259063e+01,1.843621627641375937e+01,3.603912620614089235e+00,3.571886862028301124e+01
3.677191273348190848e+00,2.750749038174079715e+02,2.613006817671139626e+00,1.801990230241884428e+00,1.696154552564586249e+00
5.584804784789977106e+00,2.260981374266379476e+02,1.534475579754612795e+01,4.940655071654037833e+00,3.682071628615036563e+00
2.007159457462594609e+00,1.950296027911459191e+02,1.226963653696144974e+01,3.979134674456243026e+00,3.000650029331569879e+00
2.136248435477430689e+02,1.626724041396330165e+02,2.011419698938246015e+00,3.007332650286151488e+00,1.525229852126682317e+01
4.380825490402608380e-01,1.809180413899599671e+02,1.447754863354461818e+01,1.210854692178134240e+00,8.952583168614264286e-01
1.159193700547969108e+01,2.347306708582597423e+02,2.116681729216245422e+00,9.683021998551410991e-01,3.593634963576925134e+00
2.244897771254013019e+00,2.759286398412671133e+02,3.270356992811747077e+00,4.978201328660079916e+00,1.285528534173526527e+00
1.482206184573973684e-01,2.530503647295825829e+02,1.645502169793852687e+01,2.210038681215743317e+00,1.098636515538160413e-01
3.717109634599734704e+02,2.638012980011974946e+02,9.874637339858733043e+00,9.575722355191390589e-01,7.631137418585352883e+00
2.776601475385582329e+00,7.242068606544980014e+01,1.212487445212627968e+01,3.267575487277403656e+00,1.178614916260588608e+01
1.275139162170519569e+01,2.511069108340736307e+02,1.419464956439569292e+01,3.703268788921808330e+00,3.696697949373649816e+00
2.124684437271748383e+00,2.925944945215142070e+02,1.453796988479167496e+01,1.150732085060411247e+00,1.287829302362469397e+00
5.171440550240826717e-01,5.735775884986203721e+01,1.159623323335057066e+01,2.658489080330474597e+00,3.087394746131507883e+00
1.138123771929484107e+01,2.608665615713530883e+02,1.847771077684270224e+01,3.748446304914864413e+00,3.308411980396512408e+00
7.298594547748437300e+00,1.766824774012101500e+02,1.937532088950761278e+01,4.404705499457977957e+00,6.597242325394271134e+00
9.208811013112647004e+01,1.331083072693269287e+02,1.691058517786798987e+01,3.005291437539975297e-01,1.989822952541836543e+01
1.521007314955097343e+02,2.022316566025304212e+02,8.328283535147260608e+00,2.754020675503038085e+00,1.095511516506509864e+01
3.747486459243958024e+01,2.929828200881480029e+02,1.534861816494078113e+01,3.206347415763840303e+00,3.300381930021601740e+00
2.083541180486820077e-01,9.380644457231646527e+01,1.638349670377610678e+01,4.928139633955370691e+00,6.938595281376859214e-01
9.939494647742470601e-01,1.294932595780977067e+02,1.867821690194548268e+01,1.055100999675529394e+00,3.562403565875755351e+00
5.163854512183086998e-01,6.976258726594790005e+01,5.706976472156721769e+00,1.581505108285301109e+00,2.751383989352098602e+00
1.610239887534191394e-01,1.511062229833182187e+02,1.831155267821056398e+01,3.342630303131013836e+00,3.087926994483305987e-01
7.659693906043668221e+01,1.152965650329274183e+02,9.327458129422856459e+00,2.458844757035849593e+00,2.143436775781180970e+01
2.100572742408408633e+00,3.900016853867111877e+01,1.244987468225035876e+01,1.473612538796398308e+00,1.396372272423536387e+01
1.167850475060011028e+01,1.911562660816124151e+02,3.402891824911256080e+00,1.173977730626798444e+00,5.750027625415855326e+00
9.225563114771800244e+00,2.565838413711921930e+02,1.438764173748413633e+01,1.664278975789305060e+00,3.226193284158613839e+00
5.446389522805394456e+00,1.858772920818148293e+02,9.922142913622879590e+00,1.980740791436821358e+00,5.312566766047996936e+00
5.172411105038125925e+02,6.548478138321213748e+01,1.159796971514662900e+01,2.260476903276221528e+00,5.605601721000107318e+01
1.405986549771794358e+01,1.269857688215696356e+01,7.848819367620216703e+00,2.350657269406337235e+00,3.355959448362867903e+01
3.569835106461111129e-01,2.788291878338750962e+01,9.876786071885060636e+00,5.777206968333076231e-01,3.132502026335219014e+00
2.306242499289734849e-01,2.648901640206594834e+02,1.419843856535267790e+01,1.651719578453614279e-02,2.505928533289027982e-01
8.395550128986473126e+00,5.717748601273613218e+01,8.529494775610418245e+00,4.759784936615581330e+00,1.991234792626544348e+01
2.813050824694739993e-01,1.224024764563465055e+02,1.683528011832638427e+01,4.341253526106973126e+00,7.875310983750172245e-01
2.575752773524015993e+01,2.591500688608016389e+02,1.640305422320136230e+01,2.471262274701177653e+00,4.191199217431679891e+00
1.038901589209228682e+01,9.356525407329159805e+01,8.623484136096292829e+00,3.145117336075085035e+00,1.528922803291140653e+01
2.416424746833924360e+02,2.508068093663057425e+02,1.900977878986097735e+01,1.010874770765035624e-01,8.161763208919641244e+00
3.958291099180190287e+01,1.183706846084319579e+02,1.084217936386481185e+01,4.925671459056916390e+00,1.775305034917173330e+01
4.300128400620054663e+02,8.932550741218325641e+01,1.988346545392771780e-01,2.670744833995422951e+00,3.249410323900482922e+01
4.360518904231893345e+01,7.194930723911724613e+01,1.982139728622815955e+00,9.619416031358923869e-01,2.396800530872441115e+01
1.904837402672416715e+02,2.502428432890372108e+02,1.446640026458041461e+01,3.541375419155118109e+00,7.581648634654096774e+00
1.757265941619033001e+01,5.334217794622341913e+00,1.674739930338326133e+01,2.464732287564874280e+00,3.999898830107066061e+01
8.079291531402438054e+00,1.952368066438657479e+02,9.267304018164090884e-01,1.038364348064318321e+00,4.480376899614909370e+00
1.642034339998527912e+02,2.867929314146441016e+02,6.853234437066277884e+00,1.823454592985429557e-01,4.804819967432311323e+00
2.819090357620250415e+02,1.452979309286310894e+01,4.660236880786161606e-01,3.712599292550911478e+00,5.743045634014762868e+01
1.501891762514166295e+01,2.677786962283483945e+02,1.862471845900189393e+01,2.300065274514282887e+00,3.356859957117977800e+00
3.808317276145992309e+02,1.632353177246872349e+02,1.754808048521156394e+01,3.499013824729015454e+00,2.131375823698067506e+01
1.286583696001369148e+01,6.895083487326742500e+01,1.188333127372431619e+01,4.311509373127724309e+00,2.087296992571140564e+01
6.999160078669170559e+01,4.339753917412620865e+01,3.585732228481617323e+00,1.079068024690305050e+00,3.690399969205913067e+01
1.551248511955212628e+00,1.460103676772781398e+02,1.057054211091724483e+01,3.254279830491006997e+00,3.964042998025961495e+00
1.879391509738067612e+02,2.199857999858664073e+02,1.960353289475536798e+01,7.025144105305419773e-01,1.036820607571191744e+01
1.786030407117327468e-01,1.182357702936132284e+02,1.254937947146283506e+01,3.617536210059740798e-01,6.672849954355842828e-01
4.007625402718384322e+01,8.123438264463128178e+01,4.025362885338219954e+00,6.436920699106235544e-01,2.310708040982180478e+01
2.447472880345341082e+02,2.601796860028583183e+02,9.981500798766546723e+00,4.915662914273630335e+00,7.120342154030655735e+00
4.778115496558059117e-01,1.413850402785567155e+02,9.949197442081414877e+00,4.860834767419680347e+00,1.197427411400476815e+00
4.358857142216103209e-01,1.710735938590151477e+02,2.991082626165364466e+00,1.246362758907647583e+00,8.440780768317318605e-01
1.003119193592457159e-01,8.710324025752812815e+01,7.006362553872655496e+00,1.434317776576169434e+00,3.369313181572383686e-01
3.491544300042261906e+00,2.891461084588290760e+02,1.269527161677449101e+01,2.141209972602852840e+00,1.666204648317268999e+00
2.123457079967284056e+00,1.989308971961177974e+02,1.183958351239122742e+00,4.648794773197307606e+00,2.413230182834253501e+00
4.045548924260382364e+02,1.532264724866953145e+02,1.368010373391918399e+01,5.570739484622361237e-01,2.344768572090193715e+01
4.197586631253345217e+02,9.921800064521710283e+01,7.873754012874496055e+00,2.545408834258024555e+00,3.774437643393382302e+01
4.466159422597867490e+01,2.031534144357770799e+02,2.760433546004341654e+00,2.332523098487367275e+00,7.127326463049432625e+00
3.293024553855912728e+01,2.651783304771811913e+02,1.331547999304108743e+01,3.718503788133414645e+00,4.149443369763734069e+00
3.296322672006617722e+02,2.953686374542116937e+02,1.554216157982741997e+01,3.539292213999290393e+00,5.615417317355176685e+00
4.329370471121723796e+01,2.273983484228511145e+02,8.854345644394854276e+00,3.646397122049887418e+00,6.246016047443700536e+00
3.817056889758096427e-01,2.084154823972544932e+02,1.105717975724921942e+01,2.228274768707130704e+00,5.269773248835192270e-01
5.832798110846038053e-01,2.029026034050484384e+02,5.837764657580974514e+00,2.143338260725807798e-01,1.083325034120876218e+00
1.969052625999377026e+00,1.722077810635834894e+01,7.574018438433243183e+00,2.832209473233926023e+00,1.487270662730161064e+01
2.146619895736147328e+02,2.908398763286065787e+02,1.287760902298021470e+01,3.669037579951972550e-01,5.208427440862254620e+00
3.582090448417332595e+02,2.362009564479081121e+02,3.061648903419982304e+00,9.457729768115530344e-01,8.851817752778510240e+00
9.107661224254034948e+01,8.091473507421021338e+01,1.726296041219192290e+01,3.545902070540760231e+00,3.230721656887984494e+01
1.344965705510576299e+02,8.694043621464918203e+01,1.593905195828059007e+01,2.838272088720406927e+00,3.357833847428807417e+01
2.387610726371107717e-01,1.688795042930252066e+02,1.454174444098352836e+00,2.080276114390340325e+00,3.660763703619874243e-01
