t,E,L,C,D,dC_dt
2.027805561112222321e+01,2.697445660093200637e-02,1.526974456600932673e+00,2.966088075456432133e-02,4.433646626445037486e-01,-2.680196432049836153e-05
2.028405681136226946e+01,2.697481700992947901e-02,1.526974817009930208e+00,2.966071999678238438e-02,4.433644629932882442e-01,-2.677229750029652688e-05
2.029005801160231925e+01,2.697517737719837619e-02,1.526975177377199122e+00,2.966055942007298635e-02,4.433642632027287034e-01,-2.674268370948806872e-05
2.029605921184236550e+01,2.697553770268129592e-02,1.526975537702681907e+00,2.966039902415839799e-02,4.433640632731604136e-01,-2.671312271167181063e-05
2.030206041208241530e+01,2.697589798634828992e-02,1.526975897986349029e+00,2.966023880871883345e-02,4.433638632049329842e-01,-2.668361408925123968e-05
2.030806161232246154e+01,2.697625822819686020e-02,1.526976258228197603e+00,2.966007877339241899e-02,4.433636629984107902e-01,-2.665415724342062864e-05
2.031406281256251134e+01,2.697661842825194514e-02,1.526976618428252497e+00,2.965991891777521733e-02,4.433634626539729173e-01,-2.662475139409564706e-05
2.032006401280255758e+01,2.697697858656593686e-02,1.526976978586566558e+00,2.965975924142121370e-02,4.433632621720129396e-01,-2.659539557998968906e-05
2.032606521304260738e+01,2.697733870321867428e-02,1.526977338703219278e+00,2.965959974384231590e-02,4.433630615529390862e-01,-2.656608865860693447e-05
2.033206641328265363e+01,2.697769877831743962e-02,1.526977698778318127e+00,2.965944042450836815e-02,4.433628607971742963e-01,-2.653682930620765434e-05
2.033806761352270343e+01,2.697805881199696193e-02,1.526978058811997663e+00,2.965928128284713028e-02,4.433626599051559980e-01,-2.650761601789841659e-05
2.034406881376274967e+01,2.697841880441942050e-02,1.526978418804419979e+00,2.965912231824429854e-02,4.433624588773363850e-01,-2.647844710749330810e-05
2.035007001400279947e+01,2.697877875577443796e-02,1.526978778755775146e+00,2.965896353004348826e-02,4.433622577141821397e-01,-2.644932070770128485e-05
2.035607121424284571e+01,2.697913866627908719e-02,1.526979138666279656e+00,2.965880491754624773e-02,4.433620564161747657e-01,-2.642023476993188291e-05
2.036207241448289551e+01,2.697949853617787747e-02,1.526979498536178426e+00,2.965864648001204432e-02,4.433618549838101441e-01,-2.639118706447562968e-05
2.036807361472294176e+01,2.697985836574277874e-02,1.526979858365743459e+00,2.965848821665827834e-02,4.433616534175990331e-01,-2.636217518037914376e-05
2.037407481496299155e+01,2.698021815527320080e-02,1.526980218155273850e+00,2.965833012666027266e-02,4.433614517180666237e-01,-2.633319652554227952e-05
2.038007601520303780e+01,2.698057790509599679e-02,1.526980577905096670e+00,2.965817220915128311e-02,4.433612498857528172e-01,-2.630424832666955481e-05
2.038607721544308760e+01,2.698093761556547010e-02,1.526980937615566081e+00,2.965801446322248111e-02,4.433610479212121147e-01,-2.627532762924239540e-05
2.039207841568313384e+01,2.698129728706337438e-02,1.526981297287063999e+00,2.965785688792297800e-02,4.433608458250137274e-01,-2.624643129765791283e-05
2.039807961592318364e+01,2.698165691999890661e-02,1.526981656919999653e+00,2.965769948225980071e-02,4.433606435977413551e-01,-2.621755601506930988e-05
2.040408081616322988e+01,2.698201651480870364e-02,1.526982016514809359e+00,2.965754224519790913e-02,4.433604412399934636e-01,-2.618869828347608619e-05
2.041008201640327968e+01,2.698237607195685950e-02,1.526982376071957415e+00,2.965738517566018570e-02,4.433602387523830624e-01,-2.615985442373791603e-05
2.041608321664332593e+01,2.698273559184199283e-02,1.526982735591842610e+00,2.965722827267207318e-02,4.433600361354860242e-01,-2.613102119373295062e-05
2.042208441688337572e+01,2.698309507365013668e-02,1.526983095073650709e+00,2.965707153714818370e-02,4.433598333892017629e-01,-2.610220342389585335e-05
2.042808561712342197e+01,2.698345451660321553e-02,1.526983454516603667e+00,2.965691496995016135e-02,4.433596305134466786e-01,-2.607340571435939891e-05
2.043408681736347177e+01,2.698381392013562280e-02,1.526983813920136157e+00,2.965675857160976828e-02,4.433594275082546887e-01,-2.604463125355227504e-05
2.044008801760351801e+01,2.698417328370852561e-02,1.526984173283709056e+00,2.965660234261767447e-02,4.433592243736738658e-01,-2.601588305303076387e-05
2.044608921784356781e+01,2.698453260680985788e-02,1.526984532606810330e+00,2.965644628342345088e-02,4.433590211097667710e-01,-2.598716394729139179e-05
2.045209041808361405e+01,2.698489188895433072e-02,1.526984891888954810e+00,2.965629039443558324e-02,4.433588177166101207e-01,-2.595847659390276840e-05
2.045809161832366385e+01,2.698525112968343589e-02,1.526985251129683974e+00,2.965613467602145822e-02,4.433586141942951753e-01,-2.592982347337374760e-05
2.046409281856371010e+01,2.698561032856542849e-02,1.526985610328565945e+00,2.965597912850736692e-02,4.433584105429272393e-01,-2.590120688934077764e-05
2.047009401880375989e+01,2.698596948519534772e-02,1.526985969485195938e+00,2.965582375217851174e-02,4.433582067626262169e-01,-2.587262896842912330e-05
2.047609521904380614e+01,2.698632859919499263e-02,1.526986328599195586e+00,2.965566854727900298e-02,4.433580028535260564e-01,-2.584409166032919369e-05
2.048209641928385594e+01,2.698668767021295337e-02,1.526986687670213616e+00,2.965551351401185184e-02,4.433577988157752503e-01,-2.581559673774103114e-05
2.048809761952390218e+01,2.698704669792457642e-02,1.526987046697925177e+00,2.965535865253898090e-02,4.433575946495365017e-01,-2.578714579648533345e-05
2.049409881976395198e+01,2.698740568203199588e-02,1.526987405682032506e+00,2.965520396298121711e-02,4.433573903549868356e-01,-2.575874025533692047e-05
2.050010002000399822e+01,2.698776462226411266e-02,1.526987764622264709e+00,2.965504944541829183e-02,4.433571859323176545e-01,-2.573038135618432865e-05
2.050610122024404802e+01,2.698812351837660134e-02,1.526988123518377094e+00,2.965489509988884775e-02,4.433569813817346272e-01,-2.570207016398123878e-05
2.051210242048409427e+01,2.698848237015191373e-02,1.526988482370152500e+00,2.965474092639042852e-02,4.433567767034577445e-01,-2.567380756670484265e-05
2.051810362072414406e+01,2.698884117739927188e-02,1.526988841177399747e+00,2.965458692487949258e-02,4.433565718977213188e-01,-2.564559427544604864e-05
2.052410482096419031e+01,2.698919993995467850e-02,1.526989199939955189e+00,2.965443309527139581e-02,4.433563669647739847e-01,-2.561743082437478725e-05
2.053010602120424011e+01,2.698955865768089615e-02,1.526989558657681378e+00,2.965427943744040895e-02,4.433561619048787539e-01,-2.558931757065674439e-05
2.053610722144428635e+01,2.698991733046747499e-02,1.526989917330467961e+00,2.965412595121970016e-02,4.433559567183129047e-01,-2.556125469463377264e-05
2.054210842168433615e+01,2.699027595823073541e-02,1.526990275958231225e+00,2.965397263640134895e-02,4.433557514053679816e-01,-2.553324219967817443e-05
2.054810962192438240e+01,2.699063454091376463e-02,1.526990634540914327e+00,2.965381949273634618e-02,4.433555459663499621e-01,-2.550527991225515212e-05
2.055411082216443219e+01,2.699099307848643395e-02,1.526990993078487069e+00,2.965366651993458363e-02,4.433553404015790345e-01,-2.547736748195056355e-05
2.056011202240447844e+01,2.699135157094537801e-02,1.526991351570945898e+00,2.965351371766485403e-02,4.433551347113898200e-01,-2.544950438141541094e-05
2.056611322264452824e+01,2.699171001831401559e-02,1.526991710018314574e+00,2.965336108555487182e-02,4.433549288961311508e-01,-2.542168990642135196e-05
2.057211442288457448e+01,2.699206842064253223e-02,1.526992068420643056e+00,2.965320862319124548e-02,4.433547229561662917e-01,-2.539392317580518865e-05
2.057811562312462428e+01,2.699242677800788720e-02,1.526992426778008394e+00,2.965305633011949132e-02,4.433545168918726631e-01,-2.536620313155907303e-05
2.058411682336467052e+01,2.699278509051382044e-02,1.526992785090514282e+00,2.965290420584403702e-02,4.433543107036422293e-01,-2.533852853874724032e-05
2.059011802360472032e+01,2.699314335829083519e-02,1.526993143358291283e+00,2.965275224982821811e-02,4.433541043918809987e-01,-2.531089798563090909e-05
2.059611922384476657e+01,2.699350158149621537e-02,1.526993501581496826e+00,2.965260046149426759e-02,4.433538979570095795e-01,-2.528330988346705333e-05
2.060212042408481636e+01,2.699385976031402207e-02,1.526993859760314542e+00,2.965244884022333327e-02,4.433536913994627349e-01,-2.525576246670963032e-05
2.060812162432486261e+01,2.699421789495507623e-02,1.526994217894955597e+00,2.965229738535546736e-02,4.433534847196894946e-01,-2.522825379297488624e-05
2.061412282456491241e+01,2.699457598565698987e-02,1.526994575985657576e+00,2.965214609618962646e-02,4.433532779181534322e-01,-2.520078174293727269e-05
2.062012402480495865e+01,2.699493403268413833e-02,1.526994934032684714e+00,2.965199497198367506e-02,4.433530709953322768e-01,-2.517334402039883567e-05
2.062612522504500845e+01,2.699529203632767410e-02,1.526995292036328333e+00,2.965184401195438552e-02,4.433528639517180236e-01,-2.514593815240023789e-05
2.063212642528505469e+01,2.699564999690551650e-02,1.526995649996906179e+00,2.965169321527743457e-02,4.433526567878171010e-01,-2.511856148902646968e-05
2.063812762552510449e+01,2.699600791476236897e-02,1.526996007914762865e+00,2.965154258108740684e-02,4.433524495041502589e-01,-2.509121120359419921e-05
2.064412882576515074e+01,2.699636579026970518e-02,1.526996365790270316e+00,2.965139210847779483e-02,4.433522421012525694e-01,-2.506388429243666671e-05
2.065013002600520053e+01,2.699672362382576907e-02,1.526996723623826435e+00,2.965124179650099542e-02,4.433520345796733153e-01,-2.503657757520205696e-05
2.065613122624524678e+01,2.699708141585557830e-02,1.526997081415856217e+00,2.965109164416831339e-02,4.433518269399761569e-01,-2.500928769461063794e-05
2.066213242648529658e+01,2.699743916681093467e-02,1.526997439166811521e+00,2.965094165044995789e-02,4.433516191827391872e-01,-2.498201111654496653e-05
2.066813362672534282e+01,2.699779687717039633e-02,1.526997796877170854e+00,2.965079181427504249e-02,4.433514113085545993e-01,-2.495474413006376624e-05
2.067413482696539262e+01,2.699815454680933383e-02,1.526998154546809872e+00,2.965064213551264413e-02,4.433512033176780776e-01,-2.492748703968039603e-05
2.068013602720543886e+01,2.699851217469545483e-02,1.526998512174696065e+00,2.965049261544763434e-02,4.433509952098569906e-01,-2.490024619680036855e-05
2.068613722744548866e+01,2.699886976026327073e-02,1.526998869760263888e+00,2.965034325463960715e-02,4.433507869850971672e-01,-2.487302485106035466e-05
2.069213842768553491e+01,2.699922730297800097e-02,1.526999227302978657e+00,2.965019405360088886e-02,4.433505786434212004e-01,-2.484582604879437273e-05
2.069813962792558470e+01,2.699958480233097952e-02,1.526999584802331444e+00,2.965004501280366772e-02,4.433503701848653944e-01,-2.481865266366206635e-05
2.070414082816563095e+01,2.699994225783967569e-02,1.526999942257840193e+00,2.964989613267998703e-02,4.433501616094803754e-01,-2.479150739644053747e-05
2.071014202840568075e+01,2.700029966904767334e-02,1.527000299669048156e+00,2.964974741362174510e-02,4.433499529173306475e-01,-2.476439277515618542e-05
2.071614322864572699e+01,2.700065703552468471e-02,1.527000657035525233e+00,2.964959885598070916e-02,4.433497441084946478e-01,-2.473731115513327916e-05
2.072214442888577679e+01,2.700101435686654353e-02,1.527001014356867081e+00,2.964945046006849105e-02,4.433495351830650244e-01,-2.471026471882048492e-05
2.072814562912582304e+01,2.700137163269520149e-02,1.527001371632695781e+00,2.964930222615657154e-02,4.433493261411483033e-01,-2.468325547600597192e-05
2.073414682936587283e+01,2.700172886265874914e-02,1.527001728862659391e+00,2.964915415447628641e-02,4.433491169828650547e-01,-2.465628526365781781e-05
2.074014802960591908e+01,2.700208604643138111e-02,1.527002086046431950e+00,2.964900624521882647e-02,4.433489077083498375e-01,-2.462935574603503097e-05
2.074614922984596888e+01,2.700244318371343433e-02,1.527002443183713920e+00,2.964885849853524796e-02,4.433486983177513663e-01,-2.460246841462510048e-05
2.075215043008601512e+01,2.700280027423135332e-02,1.527002800274231964e+00,2.964871091453645524e-02,4.433484888112322331e-01,-2.457562458810236272e-05
2.075815163032606492e+01,2.700315731773771447e-02,1.527003157317738280e+00,2.964856349329322155e-02,4.433482791889691299e-01,-2.454882541253616823e-05
2.076415283056611116e+01,2.700351431401121563e-02,1.527003514314011712e+00,2.964841623483616823e-02,4.433480694511526821e-01,-2.452207186113414261e-05
2.077015403080616096e+01,2.700387126285667960e-02,1.527003871262857304e+00,2.964826913915578899e-02,4.433478595979876147e-01,-2.449536473441565887e-05
2.077615523104620721e+01,2.700422816410505411e-02,1.527004228164105637e+00,2.964812220620241870e-02,4.433476496296925862e-01,-2.446870466018408186e-05
2.078215643128625700e+01,2.700458501761340141e-02,1.527004585017613936e+00,2.964797543588626461e-02,4.433474395465004103e-01,-2.444209209350595158e-05
2.078815763152630325e+01,2.700494182326491910e-02,1.527004941823265405e+00,2.964782882807738204e-02,4.433472293486577787e-01,-2.441552731671098320e-05
2.079415883176635305e+01,2.700529858096892277e-02,1.527005298580969450e+00,2.964768238260569178e-02,4.433470190364254271e-01,-2.438901043940594482e-05
2.080016003200639929e+01,2.700565529066084949e-02,1.527005655290661457e+00,2.964753609926097308e-02,4.433468086100782468e-01,-2.436254139848853528e-05
2.080616123224644909e+01,2.700601195230225779e-02,1.527006011952302789e+00,2.964738997779285679e-02,4.433465980699049513e-01,-2.433611995816820084e-05
2.081216243248649533e+01,2.700636856588084500e-02,1.527006368565881456e+00,2.964724401791083916e-02,4.433463874162083540e-01,-2.430974570993837958e-05
2.081816363272654513e+01,2.700672513141040912e-02,1.527006725131411002e+00,2.964709821928426803e-02,4.433461766493053680e-01,-2.428341807250711248e-05
2.082416483296659138e+01,2.700708164893089042e-02,1.527007081648931397e+00,2.964695258154235319e-02,4.433459657695268397e-01,-2.425713629199133248e-05
2.083016603320664117e+01,2.700743811850834369e-02,1.527007438118508809e+00,2.964680710427416641e-02,4.433457547772175489e-01,-2.423089944175726984e-05
2.083616723344668742e+01,2.700779454023494522e-02,1.527007794540235608e+00,2.964666178702863447e-02,4.433455436727364862e-01,-2.420470642251759674e-05
2.084216843368673722e+01,2.700815091422900660e-02,1.527008150914229478e+00,2.964651662931453574e-02,4.433453324564565201e-01,-2.417855596223428272e-05
2.084816963392678346e+01,2.700850724063494704e-02,1.527008507240635415e+00,2.964637163060052094e-02,4.433451211287646188e-01,-2.415244661622267808e-05
2.085417083416683326e+01,2.700886351962332108e-02,1.527008863519623949e+00,2.964622679031508196e-02,4.433449096900616837e-01,-2.412637676709600276e-05
2.086017203440687950e+01,2.700921975139080472e-02,1.527009219751391367e+00,2.964608210784658651e-02,4.433446981407626608e-01,-2.410034462482085749e-05
2.086617323464692930e+01,2.700957593616018851e-02,1.527009575936160823e+00,2.964593758254325043e-02,4.433444864812965958e-01,-2.407434822666865148e-05
2.087217443488697555e+01,2.700993207418040179e-02,1.527009932074181009e+00,2.964579321371314802e-02,4.433442747121065231e-01,-2.404838543719478583e-05
2.087817563512702534e+01,2.701028816572648150e-02,1.527010288165727037e+00,2.964564900062421557e-02,4.433440628336493550e-01,-2.402245394841212578e-05
2.088417683536707159e+01,2.701064421109959993e-02,1.527010644211100221e+00,2.964550494250424439e-02,4.433438508463962147e-01,-2.399655127952732281e-05
2.089017803560712139e+01,2.701100021062705081e-02,1.527011000210627634e+00,2.964536103854088778e-02,4.433436387508321030e-01,-2.397067477719061479e-05
2.089617923584716763e+01,2.701135616466224243e-02,1.527011356164662770e+00,2.964521728788165056e-02,4.433434265474561764e-01,-2.394482161532929254e-05
2.090218043608721743e+01,2.701171207358471840e-02,1.527011712073585326e+00,2.964507368963390649e-02,4.433432142367814133e-01,-2.391898879526566102e-05
2.090818163632726367e+01,2.701206793780013687e-02,1.527012067937800754e+00,2.964493024286487394e-02,4.433430018193350586e-01,-2.389317314564765038e-05
2.091418283656731347e+01,2.701242375774028787e-02,1.527012423757740933e+00,2.964478694660164365e-02,4.433427892956581240e-01,-2.386737132250432714e-05
2.092018403680735972e+01,2.701277953386307940e-02,1.527012779533863718e+00,2.964464379983115447e-02,4.433425766663058321e-01,-2.384157980919038300e-05
2.092618523704740952e+01,2.701313526663808723e-02,1.527013135266638733e+00,2.964450080152271350e-02,4.433423639318392340e-01,-2.381579501259389886e-05
2.093218643728745576e+01,2.701349095555680146e-02,1.527013490955557273e+00,2.964435795216982875e-02,4.433421510922734288e-01,-2.379001985031853339e-05
2.093818763752750556e+01,2.701384659974550087e-02,1.527013846599746039e+00,2.964421525283725961e-02,4.433419381474172916e-01,-2.376425967732381794e-05
2.094418883776755180e+01,2.701420219866555381e-02,1.527014202198666126e+00,2.964407270406886966e-02,4.433417250972656043e-01,-2.373851762133699639e-05
2.095019003800760160e+01,2.701455775180381519e-02,1.527014557751804391e+00,2.964393030636931770e-02,4.433415119418269157e-01,-2.371279664143549626e-05
2.095619123824764785e+01,2.701491325867263343e-02,1.527014913258673223e+00,2.964378806020404392e-02,4.433412986811233747e-01,-2.368709952796366203e-05
2.096219243848769764e+01,2.701526871880986086e-02,1.527015268718810326e+00,2.964364596599926294e-02,4.433410853151908970e-01,-2.366142890256051068e-05
2.096819363872774389e+01,2.701562413177883634e-02,1.527015624131779381e+00,2.964350402414198116e-02,4.433408718440792207e-01,-2.363578721814585393e-05
2.097419483896779369e+01,2.701597949716839572e-02,1.527015979497168940e+00,2.964336223497997941e-02,4.433406582678516838e-01,-2.361017675898274826e-05
2.098019603920783993e+01,2.701633481459286834e-02,1.527016334814593312e+00,2.964322059882183030e-02,4.433404445865853361e-01,-2.358459964063586156e-05
2.098619723944788973e+01,2.701669008369208397e-02,1.527016690083692563e+00,2.964307911593688089e-02,4.433402308003711045e-01,-2.355905780991596199e-05
2.099219843968793597e+01,2.701704530413136240e-02,1.527017045304131848e+00,2.964293778655526651e-02,4.433400169093134058e-01,-2.353355304503951251e-05
2.099819963992798577e+01,2.701740047560151348e-02,1.527017400475602082e+00,2.964279661086790391e-02,4.433398029135306451e-01,-2.350808695548989302e-05
2.100420084016803202e+01,2.701775559781885092e-02,1.527017755597819493e+00,2.964265558902649117e-02,4.433395888131547169e-01,-2.348266098210066710e-05
2.101020204040808181e+01,2.701811067052518195e-02,1.527018110670525619e+00,2.964251472114350430e-02,4.433393746083313380e-01,-2.345727639695149858e-05
2.101620324064812806e+01,2.701846569348780383e-02,1.527018465693488425e+00,2.964237400729221455e-02,4.433391602992200475e-01,-2.343193430355550166e-05
2.102220444088817786e+01,2.701882066649950731e-02,1.527018820666500076e+00,2.964223344750666067e-02,4.433389458859938737e-01,-2.340663563672740199e-05
2.102820564112822410e+01,2.701917558937858704e-02,1.527019175589379163e+00,2.964209304178168011e-02,4.433387313688397779e-01,-2.338138116257659771e-05
2.103420684136827390e+01,2.701953046196882771e-02,1.527019530461969365e+00,2.964195279007287784e-02,4.433385167479583222e-01,-2.335617147857654841e-05
2.104020804160832014e+01,2.701988528413950055e-02,1.527019885284140122e+00,2.964181269229665058e-02,4.433383020235638905e-01,-2.333100701356477513e-05
2.104620924184836994e+01,2.702024005578538765e-02,1.527020240055785960e+00,2.964167274833017299e-02,4.433380871958844671e-01,-2.330588802771510482e-05
2.105221044208841619e+01,2.702059477682675070e-02,1.527020594776827389e+00,2.964153295801140800e-02,4.433378722651618586e-01,-2.328081461251685358e-05
2.105821164232846598e+01,2.702094944720935532e-02,1.527020949447209786e+00,2.964139332113909647e-02,4.433376572316515829e-01,-2.325578669086503236e-05
2.106421284256851223e+01,2.702130406690446060e-02,1.527021304066904950e+00,2.964125383747276410e-02,4.433374420956228135e-01,-2.323080401700483577e-05
2.107021404280855847e+01,2.702165863590881567e-02,1.527021658635909329e+00,2.964111450673271447e-02,4.433372268573584907e-01,-2.320586617649694761e-05
2.107621524304860827e+01,2.702201315424467010e-02,1.527022013154245128e+00,2.964097532860004297e-02,4.433370115171553216e-01,-2.318097258633550206e-05
2.108221644328865452e+01,2.702236762195976694e-02,1.527022367621960308e+00,2.964083630271661940e-02,4.433367960753236692e-01,-2.315612249480236695e-05
2.108821764352870431e+01,2.702272203912734275e-02,1.527022722039127922e+00,2.964069742868509841e-02,4.433365805321876074e-01,-2.313131498164061606e-05
2.109421884376875056e+01,2.702307640584612758e-02,1.527023076405846558e+00,2.964055870606891949e-02,4.433363648880849772e-01,-2.310654895792962904e-05
2.110022004400880036e+01,2.702343072224034845e-02,1.527023430722240782e+00,2.964042013439230003e-02,4.433361491433673862e-01,-2.308182316610590812e-05
2.110622124424884660e+01,2.702378498845972588e-02,1.527023784988460253e+00,2.964028171314024920e-02,4.433359332984000423e-01,-2.305713618001858922e-05
2.111222244448889640e+01,2.702413920467948080e-02,1.527024139204679942e+00,2.964014344175854715e-02,4.433357173535620310e-01,-2.303248640486699195e-05
2.111822364472894265e+01,2.702449337110031727e-02,1.527024493371100800e+00,2.964000531965376578e-02,4.433355013092459829e-01,-2.300787207733245854e-05
2.112422484496899244e+01,2.702484748794844321e-02,1.527024847487949089e+00,2.963986734619325839e-02,4.433352851658583504e-01,-2.298329126539794265e-05
2.113022604520903869e+01,2.702520155547556008e-02,1.527025201555476164e+00,2.963972952070515268e-02,4.433350689238193532e-01,-2.295874186846597054e-05
2.113622724544908849e+01,2.702555557395886279e-02,1.527025555573959359e+00,2.963959184247836817e-02,4.433348525835628107e-01,-2.293422161736557996e-05
2.114222844568913473e+01,2.702590954370103979e-02,1.527025909543701543e+00,2.963945431076260226e-02,4.433346361455364204e-01,-2.290972807432456460e-05
2.114822964592918453e+01,2.702626346503027993e-02,1.527026263465030897e+00,2.963931692476834065e-02,4.433344196102014245e-01,-2.288525863295559626e-05
2.115423084616923077e+01,2.702661733830025517e-02,1.527026617338300696e+00,2.963917968366684697e-02,4.433342029780329430e-01,-2.286081051830479716e-05
2.116023204640928057e+01,2.702697116389014831e-02,1.527026971163890634e+00,2.963904258659016272e-02,4.433339862495197514e-01,-2.283638078682398431e-05
2.116623324664932682e+01,2.702732494220462175e-02,1.527027324942205055e+00,2.963890563263112121e-02,4.433337694251642813e-01,-2.281196632640536404e-05
2.117223444688937661e+01,2.702767867367384183e-02,1.527027678673674282e+00,2.963876882084333711e-02,4.433335525054828419e-01,-2.278756385634683745e-05
2.117823564712942286e+01,2.702803235875346488e-02,1.527028032358753951e+00,2.963863215024120298e-02,4.433333354910053981e-01,-2.276316992737281719e-05
2.118423684736947266e+01,2.702838599791837840e-02,1.527028385997919013e+00,2.963849561980966274e-02,4.433331183822719623e-01,-2.273878096337167420e-05
2.119023804760951890e+01,2.702873959074323165e-02,1.527028739590743811e+00,2.963835922993675667e-02,4.433329011793200602e-01,-2.271439938048708251e-05
2.119623924784956870e+01,2.702909313633766741e-02,1.527029093136338167e+00,2.963822298173712094e-02,4.433326838819252602e-01,-2.269003069566011277e-05
2.120224044808961494e+01,2.702944663417676877e-02,1.527029446634177390e+00,2.963808687575706854e-02,4.433324664900661904e-01,-2.266567799652507986e-05
2.120824164832966474e+01,2.702980008376050861e-02,1.527029800083761213e+00,2.963795091250459243e-02,4.433322490037349128e-01,-2.264134420588981289e-05
2.121424284856971099e+01,2.703015348461374617e-02,1.527030153484614239e+00,2.963781509244936552e-02,4.433320314229369230e-01,-2.261703208190218861e-05
2.122024404880976078e+01,2.703050683628622358e-02,1.527030506836286827e+00,2.963767941602274414e-02,4.433318137476910392e-01,-2.259274421786278131e-05
2.122624524904980703e+01,2.703086013835257623e-02,1.527030860138353097e+00,2.963754388361776460e-02,4.433315959780296800e-01,-2.256848304237057956e-05
2.123224644928985683e+01,2.703121339041232238e-02,1.527031213390412923e+00,2.963740849558913967e-02,4.433313781139985865e-01,-2.254425081925359731e-05
2.123824764952990307e+01,2.703156659208986665e-02,1.527031566592090384e+00,2.963727325225326559e-02,4.433311601556568782e-01,-2.252004964759662942e-05
2.124424884976995287e+01,2.703191974303449652e-02,1.527031919743035093e+00,2.963713815388821851e-02,4.433309421030773301e-01,-2.249588146178288506e-05
2.125025005000999911e+01,2.703227284292039623e-02,1.527032272842921090e+00,2.963700320073375805e-02,4.433307239563458735e-01,-2.247174803141072097e-05
2.125625125025004891e+01,2.703262589144662942e-02,1.527032625891447282e+00,2.963686839299131334e-02,4.433305057155620954e-01,-2.244765096134221372e-05
2.126225245049009516e+01,2.703297888833714607e-02,1.527032978888337666e+00,2.963673373082400739e-02,4.433302873808388500e-01,-2.242359169175867084e-05
2.126825365073014495e+01,2.703333183334078599e-02,1.527033331833341334e+00,2.963659921435663272e-02,4.433300689523025917e-01,-2.239957149805654746e-05
2.127425485097019120e+01,2.703368472623127183e-02,1.527033684726231799e+00,2.963646484367567224e-02,4.433298504300930976e-01,-2.237559149095846855e-05
2.128025605121024100e+01,2.703403756680721956e-02,1.527034037566807889e+00,2.963633061882927841e-02,4.433296318143635228e-01,-2.235165261639526779e-05
2.128625725145028724e+01,2.703439035489212799e-02,1.527034390354892635e+00,2.963619653982729404e-02,4.433294131052806231e-01,-2.232775565567945986e-05
2.129225845169033704e+01,2.703474309033437883e-02,1.527034743090335045e+00,2.963606260664123845e-02,4.433291943030244209e-01,-2.230390122533870700e-05
2.129825965193038328e+01,2.703509577300724359e-02,1.527035095773007889e+00,2.963592881920430744e-02,4.433289754077884837e-01,-2.228008977723378026e-05
2.130426085217043308e+01,2.703544840280888706e-02,1.527035448402809470e+00,2.963579517741138022e-02,4.433287564197797570e-01,-2.225632159846141489e-05
2.131026205241047933e+01,2.703580097966234649e-02,1.527035800979662961e+00,2.963566168111901947e-02,4.433285373392186757e-01,-2.223259681145145494e-05
2.131626325265052913e+01,2.703615350351555938e-02,1.527036153503516180e+00,2.963552833014546084e-02,4.433283181663389971e-01,-2.220891537398073101e-05
2.132226445289057537e+01,2.703650597434133912e-02,1.527036505974342040e+00,2.963539512427063038e-02,4.433280989013880791e-01,-2.218527707904816015e-05
2.132826565313062517e+01,2.703685839213739589e-02,1.527036858392138097e+00,2.963526206323612369e-02,4.433278795446264908e-01,-2.216168155499964598e-05
2.133426685337067141e+01,2.703721075692631926e-02,1.527037210756926999e+00,2.963512914674522672e-02,4.433276600963284575e-01,-2.213812826553501756e-05
2.134026805361072121e+01,2.703756306875558860e-02,1.527037563068756265e+00,2.963499637446289844e-02,4.433274405567815268e-01,-2.211461650957619041e-05
2.134626925385076746e+01,2.703791532769756964e-02,1.527037915327698059e+00,2.963486374601577780e-02,4.433272209262866803e-01,-2.209114542141982218e-05
2.135227045409081725e+01,2.703826753384951445e-02,1.527038267533850080e+00,2.963473126099219410e-02,4.433270012051583331e-01,-2.206771397068874041e-05
2.135827165433086350e+01,2.703861968733355797e-02,1.527038619687334231e+00,2.963459891894214271e-02,4.433267813937243340e-01,-2.204432096233194249e-05
2.136427285457091330e+01,2.703897178829672843e-02,1.527038971788297284e+00,2.963446671937730939e-02,4.433265614923259657e-01,-2.202096503661765681e-05
2.137027405481095954e+01,2.703932383691094038e-02,1.527039323836911544e+00,2.963433466177105985e-02,4.433263415013179998e-01,-2.199764466910558713e-05
2.137627525505100934e+01,2.703967583337298433e-02,1.527039675833373522e+00,2.963420274555843628e-02,4.433261214210685863e-01,-2.197435817077875164e-05
2.138227645529105558e+01,2.704002777790455447e-02,1.527040027777905040e+00,2.963407097013615737e-02,4.433259012519593090e-01,-2.195110368786307165e-05
2.138827765553110538e+01,2.704037967075222093e-02,1.527040379670752790e+00,2.963393933486263565e-02,4.433256809943851851e-01,-2.192787920200778284e-05
2.139427885577115163e+01,2.704073151218743670e-02,1.527040731512188110e+00,2.963380783905794971e-02,4.433254606487546101e-01,-2.190468253018135192e-05
2.140028005601120142e+01,2.704108330250655154e-02,1.527041083302507207e+00,2.963367648200386853e-02,4.433252402154895799e-01,-2.188151132469923210e-05
2.140628125625124767e+01,2.704143504203079806e-02,1.527041435042031381e+00,2.963354526294383409e-02,4.433250196950254129e-01,-2.185836307321692429e-05
2.141228245649129747e+01,2.704178673110629177e-02,1.527041786731106798e+00,2.963341418108297529e-02,4.433247990878107503e-01,-2.183523509876467150e-05
2.141828365673134371e+01,2.704213837010404145e-02,1.527042138370104718e+00,2.963328323558809749e-02,4.433245783943078888e-01,-2.181212455971276443e-05
