t,Ca,S,h,dCa_dt,dCa_dt_noisy
4.707712825072238871e+01,1.495623128241817534e-01,1.078407969264465249e+00,9.806939987982414841e-01,-8.943580545027474127e-05,-1.148891275004536652e-02
4.709046454767726431e+01,1.495611214048728765e-01,1.078407075307616703e+00,9.806948987986308097e-01,-8.924024829753268717e-05,5.199568302481614307e-02
4.710380084463213990e+01,1.495599325875600905e-01,1.078406183309360333e+00,9.806957967946162702e-01,-8.904511486822891397e-05,-1.153754151588225370e-02
4.711713714158702260e+01,1.495587463663407002e-01,1.078405293265577214e+00,9.806966927906801690e-01,-8.885040401416383071e-05,-3.563993559584124372e-03
4.713047343854189819e+01,1.495575627353204207e-01,1.078404405172162184e+00,9.806975867912923750e-01,-8.865611458414024426e-05,8.633075234150144883e-02
4.714380973549678089e+01,1.495563816886135711e-01,1.078403519025023183e+00,9.806984788009106557e-01,-8.846224542461561535e-05,1.264533551288338394e-02
4.715714603245165648e+01,1.495552032204908177e-01,1.078402634819906281e+00,9.806993688240767115e-01,-8.826879556202149590e-05,4.317409128688673436e-02
4.717048232940653918e+01,1.495540273262156994e-01,1.078401752551495729e+00,9.807002568658738095e-01,-8.807576519151427696e-05,3.628815214191646182e-02
4.718381862636141477e+01,1.495528540005285900e-01,1.078400872215274253e+00,9.807011429308855055e-01,-8.788315377111777238e-05,-1.691061569250671207e-02
4.719715492331629747e+01,1.495516832380209826e-01,1.078399993806932633e+00,9.807020270235725645e-01,-8.769096055875197360e-05,6.685769290177068225e-02
4.721049122027117306e+01,1.495505150332913369e-01,1.078399117322172085e+00,9.807029091483864258e-01,-8.749918481018581495e-05,1.560563355084419734e-02
4.722382751722605576e+01,1.495493493809452457e-01,1.078398242756704484e+00,9.807037893097686476e-01,-8.730782577896778474e-05,1.068301748416143962e-02
4.723716381418093135e+01,1.495481862755953517e-01,1.078397370106252362e+00,9.807046675121514623e-01,-8.711688271692552554e-05,7.937442625376595409e-03
4.725050011113581405e+01,1.495470257118613477e-01,1.078396499366548911e+00,9.807055437599572212e-01,-8.692635487385358406e-05,2.248017601941980706e-02
4.726383640809068964e+01,1.495458676843700041e-01,1.078395630533337757e+00,9.807064180575987278e-01,-8.673624149748565548e-05,4.430062181577942154e-02
4.727717270504556524e+01,1.495447121877551688e-01,1.078394763602372741e+00,9.807072904094792376e-01,-8.654654183418847291e-05,-1.012888455080406536e-01
4.729050900200044794e+01,1.495435592166577954e-01,1.078393898569419251e+00,9.807081608199924583e-01,-8.635725512762953970e-05,7.049401608854991008e-02
4.730384529895532353e+01,1.495424087657258594e-01,1.078393035430252223e+00,9.807090292935223275e-01,-8.616838062002613041e-05,-9.778755910362774140e-02
4.731718159591020623e+01,1.495412608296143864e-01,1.078392174180657914e+00,9.807098958344431239e-01,-8.597991755140976800e-05,-5.796576443512824195e-02
4.733051789286508182e+01,1.495401154029855628e-01,1.078391314816432578e+00,9.807107604471198004e-01,-8.579186516005643526e-05,3.375959629635010006e-02
4.734385418981996452e+01,1.495389724805085141e-01,1.078390457333383790e+00,9.807116231359075398e-01,-8.560422268218126352e-05,-6.299823647640492852e-03
4.735719048677484011e+01,1.495378320568595543e-01,1.078389601727328895e+00,9.807124839051516441e-01,-8.541698935211200494e-05,3.608398262002364409e-02
4.737052678372972281e+01,1.495366941267220195e-01,1.078388747994096564e+00,9.807133427591883112e-01,-8.523016440212249911e-05,-5.661515128861568241e-02
4.738386308068459840e+01,1.495355586847862961e-01,1.078387896129525236e+00,9.807141997023436364e-01,-8.504374706293921227e-05,4.310866125344640053e-03
4.739719937763948110e+01,1.495344257257498477e-01,1.078387046129464455e+00,9.807150547389343886e-01,-8.485773656304734791e-05,3.055237549985433121e-02
4.741053567459435669e+01,1.495332952443172714e-01,1.078386197989774642e+00,9.807159078732676782e-01,-8.467213212892676921e-05,-3.900013221392444746e-02
4.742387197154923228e+01,1.495321672352001030e-01,1.078385351706326212e+00,9.807167591096410675e-01,-8.448693298518383799e-05,-3.383144408240790213e-02
4.743720826850411498e+01,1.495310416931170949e-01,1.078384507275000237e+00,9.807176084523422377e-01,-8.430213835487060381e-05,9.062848754363691389e-03
4.745054456545899058e+01,1.495299186127939939e-01,1.078383664691688670e+00,9.807184559056495443e-01,-8.411774745857580893e-05,2.669423912143268837e-02
4.746388086241387327e+01,1.495287979889635688e-01,1.078382823952293901e+00,9.807193014738314618e-01,-8.393375951527837220e-05,-1.209917567621490719e-01
4.747721715936874887e+01,1.495276798163657772e-01,1.078381985052728753e+00,9.807201451611472498e-01,-8.375017374196574993e-05,-1.543135973350637756e-02
4.749055345632363156e+01,1.495265640897475434e-01,1.078381147988916711e+00,9.807209869718460649e-01,-8.356698935412659734e-05,1.634754302775745516e-02
4.750388975327850716e+01,1.495254508038628971e-01,1.078380312756792136e+00,9.807218269101678487e-01,-8.338420556417563967e-05,7.380767690074871434e-02
4.751722605023338986e+01,1.495243399534729734e-01,1.078379479352299830e+00,9.807226649803426621e-01,-8.320182158375738490e-05,-5.412048971831590755e-02
4.753056234718826545e+01,1.495232315333459017e-01,1.078378647771394583e+00,9.807235011865911289e-01,-8.301983662223344496e-05,7.386546379202815760e-03
4.754389864414314815e+01,1.495221255382569447e-01,1.078377818010042732e+00,9.807243355331242141e-01,-8.283824988686294688e-05,-5.208860617479110083e-02
4.755723494109802374e+01,1.495210219629883874e-01,1.078376990064220387e+00,9.807251680241431124e-01,-8.265706058332988881e-05,-4.547466886990188251e-02
4.757057123805290644e+01,1.495199208023296478e-01,1.078376163929914977e+00,9.807259986638396931e-01,-8.247626791494516718e-05,-2.938183907137083273e-02
4.758390753500778203e+01,1.495188220510771659e-01,1.078375339603123706e+00,9.807268274563959443e-01,-8.229587108368047188e-05,8.361307394852679487e-02
4.759724383196265762e+01,1.495177257040344321e-01,1.078374517079855099e+00,9.807276544059843060e-01,-8.211586928896091875e-05,2.925592659412412991e-02
4.761058012891754032e+01,1.495166317560120695e-01,1.078373696356127676e+00,9.807284795167677816e-01,-8.193626172904588945e-05,5.016217205505123233e-02
4.762391642587241591e+01,1.495155402018277235e-01,1.078372877427970833e+00,9.807293027928994933e-01,-8.175704759954410816e-05,-3.075886721548134941e-03
4.763725272282729861e+01,1.495144510363061174e-01,1.078372060291424628e+00,9.807301242385232376e-01,-8.157822609479448150e-05,5.692736414920407384e-02
4.765058901978217420e+01,1.495133642542790520e-01,1.078371244942539553e+00,9.807309438577728189e-01,-8.139979640685301998e-05,4.913822859406006410e-03
4.766392531673705690e+01,1.495122798505853778e-01,1.078370431377376537e+00,9.807317616547728267e-01,-8.122175772588835496e-05,3.990926909123317101e-02
4.767726161369193250e+01,1.495111978200710512e-01,1.078369619592007611e+00,9.807325776336378587e-01,-8.104410924017479978e-05,-6.910980649515721663e-02
4.769059791064681519e+01,1.495101181575890781e-01,1.078368809582514798e+00,9.807333917984732974e-01,-8.086685013625888319e-05,-3.949132538491770955e-02
4.770393420760169079e+01,1.495090408579995145e-01,1.078368001344991001e+00,9.807342041533746446e-01,-8.068997959870954917e-05,3.796142708467564741e-02
4.771727050455657348e+01,1.495079659161695218e-01,1.078367194875539559e+00,9.807350147024277431e-01,-8.051349681016672921e-05,1.118923769018429354e-01
4.773060680151144908e+01,1.495068933269733114e-01,1.078366390170274691e+00,9.807358234497091098e-01,-8.033740095134828119e-05,9.941359229085461324e-02
4.774394309846633178e+01,1.495058230852921721e-01,1.078365587225321054e+00,9.807366303992852696e-01,-8.016169120095978373e-05,-4.592959717521123003e-02
4.775727939542120737e+01,1.495047551860144430e-01,1.078364786036813294e+00,9.807374355552134215e-01,-7.998636673633985339e-05,-4.996313379955964751e-03
4.777061569237608296e+01,1.495036896240355684e-01,1.078363986600897828e+00,9.807382389215411056e-01,-7.981142673208624361e-05,-8.463604906289109303e-03
4.778395198933096566e+01,1.495026263942580425e-01,1.078363188913730619e+00,9.807390405023062030e-01,-7.963687036162403476e-05,1.320763334952865242e-01
4.779728828628584125e+01,1.495015654915913816e-01,1.078362392971478734e+00,9.807398403015368249e-01,-7.946269679632439464e-05,-3.222226075931940159e-02
4.781062458324072395e+01,1.495005069109522633e-01,1.078361598770319452e+00,9.807406383232516456e-01,-7.928890520553233401e-05,1.533680467615396517e-02
4.782396088019559954e+01,1.494994506472643869e-01,1.078360806306441155e+00,9.807414345714599024e-01,-7.911549475675405674e-05,6.409877945759076545e-02
4.783729717715048224e+01,1.494983966954585020e-01,1.078360015576042441e+00,9.807422290501607298e-01,-7.894246461551818195e-05,3.874894080260431889e-02
4.785063347410535783e+01,1.494973450504724632e-01,1.078359226575332341e+00,9.807430217633441583e-01,-7.876981394572962758e-05,-5.872931420291477300e-02
4.786396977106024053e+01,1.494962957072511756e-01,1.078358439300530991e+00,9.807438127149902263e-01,-7.859754190893408765e-05,1.041076551058853078e-01
4.787730606801511613e+01,1.494952486607466213e-01,1.078357653747868516e+00,9.807446019090695355e-01,-7.842564766554621647e-05,-1.013594233191631167e-01
4.789064236496999882e+01,1.494942039059178607e-01,1.078356869913586369e+00,9.807453893495431396e-01,-7.825413037315653852e-05,1.619255515631979475e-02
4.790397866192487442e+01,1.494931614377309759e-01,1.078356087793935547e+00,9.807461750403623224e-01,-7.808298918850903325e-05,-1.756930604613754499e-02
4.791731495887975711e+01,1.494921212511592101e-01,1.078355307385178596e+00,9.807469589854687086e-01,-7.791222326559987810e-05,-6.831445325206153552e-02
4.793065125583463271e+01,1.494910833411827733e-01,1.078354528683588276e+00,9.807477411887945973e-01,-7.774183175691257164e-05,-1.629410978626548434e-02
4.794398755278950830e+01,1.494900477027890084e-01,1.078353751685447781e+00,9.807485216542624062e-01,-7.757181381310568336e-05,-1.766571358728828700e-02
4.795732384974439100e+01,1.494890143309723363e-01,1.078352976387050965e+00,9.807493003857848946e-01,-7.740216858279774792e-05,-5.624068709537156929e-02
4.797066014669926659e+01,1.494879832207341996e-01,1.078352202784702341e+00,9.807500773872656064e-01,-7.723289521289339321e-05,-2.533256528920268744e-02
4.798399644365414929e+01,1.494869543670831469e-01,1.078351430874717076e+00,9.807508526625978718e-01,-7.706399284843762354e-05,-9.356863282368581627e-03
4.799733274060902488e+01,1.494859277650347762e-01,1.078350660653420778e+00,9.807516262156660281e-01,-7.689546063230356943e-05,9.736163041639761886e-03
4.801066903756390758e+01,1.494849034096117357e-01,1.078349892117149711e+00,9.807523980503443095e-01,-7.672729770570596575e-05,-1.081448943904257526e-01
4.802400533451878317e+01,1.494838812958438345e-01,1.078349125262250796e+00,9.807531681704976245e-01,-7.655950320800686271e-05,-2.637303661384783962e-02
4.803734163147366587e+01,1.494828614187678206e-01,1.078348360085081170e+00,9.807539365799811115e-01,-7.639207627703481496e-05,3.777388504417771888e-03
4.805067792842854146e+01,1.494818437734276306e-01,1.078347596582008849e+00,9.807547032826403610e-01,-7.622501604789139185e-05,5.179827793828768040e-02
4.806401422538342416e+01,1.494808283548741956e-01,1.078346834749412508e+00,9.807554682823114156e-01,-7.605832165471365647e-05,5.743616347697834412e-02
4.807735052233829975e+01,1.494798151581655521e-01,1.078346074583681480e+00,9.807562315828205479e-01,-7.589199222899495334e-05,-8.772463697531099336e-02
4.809068681929317535e+01,1.494788041783667587e-01,1.078345316081215088e+00,9.807569931879844827e-01,-7.572602690113228174e-05,-2.938877915390632894e-02
4.810402311624805805e+01,1.494777954105500350e-01,1.078344559238423983e+00,9.807577531016105077e-01,-7.556042479886504459e-05,1.348239223672129464e-02
4.811735941320293364e+01,1.494767888497945396e-01,1.078343804051728805e+00,9.807585113274959188e-01,-7.539518504880854399e-05,3.881516510530714364e-02
4.813069571015781634e+01,1.494757844911866473e-01,1.078343050517561297e+00,9.807592678694286858e-01,-7.523030677528130816e-05,8.797412697165249429e-02
4.814403200711269193e+01,1.494747823298196721e-01,1.078342298632363194e+00,9.807600227311871199e-01,-7.506578910091571410e-05,-1.429202038993183932e-02
4.815736830406757463e+01,1.494737823607941163e-01,1.078341548392587335e+00,9.807607759165398731e-01,-7.490163114640818742e-05,-6.147895132973997534e-02
4.817070460102245022e+01,1.494727845792174215e-01,1.078340799794696769e+00,9.807615274292459384e-01,-7.473783203049144674e-05,4.016302646531411114e-03
4.818404089797733292e+01,1.494717889802042177e-01,1.078340052835165652e+00,9.807622772730548721e-01,-7.457439087018430390e-05,1.434291236550867474e-02
4.819737719493220851e+01,1.494707955588761294e-01,1.078339307510477907e+00,9.807630254517063495e-01,-7.441130678078472505e-05,-3.088944289380266689e-02
4.821071349188709121e+01,1.494698043103618867e-01,1.078338563817129003e+00,9.807637719689307199e-01,-7.424857887523145239e-05,-4.459874777343492830e-02
4.822404978884196680e+01,1.494688152297972694e-01,1.078337821751623959e+00,9.807645168284484516e-01,-7.408620626545708854e-05,3.258963547684960715e-02
4.823738608579684950e+01,1.494678283123251628e-01,1.078337081310479340e+00,9.807652600339706872e-01,-7.392418806051459512e-05,-6.366242996267339194e-02
4.825072238275172509e+01,1.494668435530954465e-01,1.078336342490221478e+00,9.807660015891986882e-01,-7.376252336850630531e-05,-2.689237329673925189e-02
4.826405867970660069e+01,1.494658609472651611e-01,1.078335605287388033e+00,9.807667414978240572e-01,-7.360121129523777839e-05,1.653549022141470592e-02
4.827739497666148338e+01,1.494648804899983696e-01,1.078334869698526655e+00,9.807674797635291819e-01,-7.344025094468964454e-05,9.573862766746052758e-03
4.829073127361635898e+01,1.494639021764661846e-01,1.078334135720195874e+00,9.807682163899864580e-01,-7.327964141907311602e-05,4.785388041347868500e-03
4.830406757057124167e+01,1.494629260018468242e-01,1.078333403348964659e+00,9.807689513808588444e-01,-7.311938181851773688e-05,-4.590860910603615508e-02
4.831740386752611727e+01,1.494619519613255842e-01,1.078332672581412854e+00,9.807696847397995299e-01,-7.295947124170282239e-05,-1.772780769905284992e-01
4.833074016448099997e+01,1.494609800500947827e-01,1.078331943414130301e+00,9.807704164704522665e-01,-7.279990878544806421e-05,-4.338904680487393195e-02
4.834407646143587556e+01,1.494600102633538430e-01,1.078331215843717938e+00,9.807711465764511471e-01,-7.264069354430413572e-05,3.306066717970569668e-02
4.835741275839075826e+01,1.494590425963092661e-01,1.078330489866787367e+00,9.807718750614204950e-01,-7.248182461123964249e-05,4.530425819315644226e-02
4.837074905534563385e+01,1.494580770441745754e-01,1.078329765479960178e+00,9.807726019289751962e-01,-7.232330107759255000e-05,7.849684424774129587e-02
4.838408535230051655e+01,1.494571136021704272e-01,1.078329042679869065e+00,9.807733271827205890e-01,-7.216512203248037771e-05,2.753027880602867614e-02
4.839742164925539214e+01,1.494561522655244723e-01,1.078328321463157158e+00,9.807740508262521306e-01,-7.200728656325816601e-05,7.198925647643736325e-02
4.841075794621027484e+01,1.494551930294715225e-01,1.078327601826478022e+00,9.807747728631558415e-01,-7.184979375587235984e-05,-1.294178445950691300e-03
4.842409424316515043e+01,1.494542358892533840e-01,1.078326883766496103e+00,9.807754932970081940e-01,-7.169264269364650222e-05,2.327380419604122008e-02
4.843743054012002602e+01,1.494532808401189683e-01,1.078326167279886283e+00,9.807762121313757797e-01,-7.153583245866207418e-05,1.077209874931468192e-01
4.845076683707490872e+01,1.494523278773242370e-01,1.078325452363333659e+00,9.807769293698157531e-01,-7.137936213136991670e-05,-3.333959606002077219e-02
4.846410313402978431e+01,1.494513769961322291e-01,1.078324739013534650e+00,9.807776450158758319e-01,-7.122323078949388542e-05,-2.574892116054415189e-02
4.847743943098466701e+01,1.494504281918130617e-01,1.078324027227195891e+00,9.807783590730937417e-01,-7.106743750962679629e-05,6.185390226500150912e-02
4.849077572793954261e+01,1.494494814596439292e-01,1.078323317001034232e+00,9.807790715449978824e-01,-7.091198136643245276e-05,4.585015783653706434e-02
4.850411202489442530e+01,1.494485367949090759e-01,1.078322608331777399e+00,9.807797824351069949e-01,-7.075686143290932373e-05,-8.157427804391359505e-02
4.851744832184930090e+01,1.494475941930416829e-01,1.078321901215990142e+00,9.807804917470259731e-01,-7.060207695811643314e-05,6.840124932261637536e-02
4.853078461880418359e+01,1.494466536503422371e-01,1.078321195649279307e+00,9.807811994848547599e-01,-7.044762822860234364e-05,-3.608061690022798529e-02
4.854412091575905919e+01,1.494457151626108204e-01,1.078320491628022681e+00,9.807819056522187884e-01,-7.029351482019247088e-05,-3.296901507421441668e-02
4.855745721271394189e+01,1.494447787255218374e-01,1.078319789148777241e+00,9.807826102526379097e-01,-7.013973613734236778e-05,5.397330890902048151e-02
4.857079350966881748e+01,1.494438443347554102e-01,1.078319088208108623e+00,9.807833132896248696e-01,-6.998629158233571346e-05,2.702030271515464335e-02
4.858412980662370018e+01,1.494429119859974897e-01,1.078318388802590677e+00,9.807840147666846420e-01,-6.983318055692189219e-05,2.971193408246823597e-02
4.859746610357857577e+01,1.494419816749397167e-01,1.078317690928805250e+00,9.807847146873152067e-01,-6.968040246103923696e-05,7.475477673625331720e-02
4.861080240053345136e+01,1.494410533972795330e-01,1.078316994583342403e+00,9.807854130550066607e-01,-6.952795669345340768e-05,5.223074153817018617e-02
4.862413869748833406e+01,1.494401271487201810e-01,1.078316299762800856e+00,9.807861098732418847e-01,-6.937584265143820206e-05,-1.262352727049859125e-01
4.863747499444320965e+01,1.494392029249706488e-01,1.078315606463787324e+00,9.807868051454964320e-01,-6.922405973102535581e-05,1.713381330520763815e-02
4.865081129139809235e+01,1.494382807217456699e-01,1.078314914682916514e+00,9.807874988752381951e-01,-6.907260732701842043e-05,3.852392652984585469e-02
4.866414758835296794e+01,1.494373605347658063e-01,1.078314224416811795e+00,9.807881910659278502e-01,-6.892148483248622393e-05,2.706188114261407190e-03
4.867748388530785064e+01,1.494364423597573099e-01,1.078313535662104750e+00,9.807888817210186350e-01,-6.877069163940818797e-05,-1.060802729052850481e-02
4.869082018226272623e+01,1.494355261924522338e-01,1.078312848415434733e+00,9.807895708439560156e-01,-6.862022713867432788e-05,1.506828184181115138e-02
4.870415647921760893e+01,1.494346120285884594e-01,1.078312162673449759e+00,9.807902584381784639e-01,-6.847009071952320225e-05,1.430305502362948233e-02
4.871749277617248453e+01,1.494336998639095582e-01,1.078311478432806059e+00,9.807909445071167909e-01,-6.832028176987497980e-05,-3.093711117361592957e-04
4.873082907312736722e+01,1.494327896941648748e-01,1.078310795690168078e+00,9.807916290541944804e-01,-6.817079967624817272e-05,-4.008701213474969403e-03
4.874416537008224282e+01,1.494318815151095825e-01,1.078310114442208256e+00,9.807923120828275776e-01,-6.802164382412739796e-05,-5.221773126335946258e-02
4.875750166703712551e+01,1.494309753225045723e-01,1.078309434685607693e+00,9.807929935964245782e-01,-6.787281359720009899e-05,7.358344697789172967e-03
4.877083796399200111e+01,1.494300711121165082e-01,1.078308756417055703e+00,9.807936735983866505e-01,-6.772430837811982407e-05,-3.378275433140268819e-02
4.878417426094687670e+01,1.494291688797178552e-01,1.078308079633249150e+00,9.807943520921076352e-01,-6.757612754837438729e-05,4.283080732435013555e-02
4.879751055790175940e+01,1.494282686210867961e-01,1.078307404330894226e+00,9.807950290809737126e-01,-6.742827048750871244e-05,-2.492924785364981910e-02
4.881084685485663499e+01,1.494273703320073143e-01,1.078306730506704447e+00,9.807957045683637354e-01,-6.728073657439465061e-05,-1.871493179053242487e-02
4.882418315181151769e+01,1.494264740082691945e-01,1.078306058157401992e+00,9.807963785576492288e-01,-6.713352518635667954e-05,-6.445551416336103845e-02
4.883751944876639328e+01,1.494255796456679108e-01,1.078305387279717031e+00,9.807970510521940577e-01,-6.698663569937313156e-05,-1.265808089153944507e-02
4.885085574572127598e+01,1.494246872400047665e-01,1.078304717870388618e+00,9.807977220553549813e-01,-6.684006748761128769e-05,2.823670754842166897e-02
4.886419204267615157e+01,1.494237967870868378e-01,1.078304049926163355e+00,9.807983915704810984e-01,-6.669381992473188969e-05,-5.839405849856711683e-02
4.887752833963103427e+01,1.494229082827269184e-01,1.078303383443796282e+00,9.807990596009140694e-01,-6.654789238250136130e-05,5.759274129673525033e-02
4.889086463658590986e+01,1.494220217227436032e-01,1.078302718420050654e+00,9.807997261499883379e-01,-6.640228423165223104e-05,3.705774370591286178e-03
4.890420093354079256e+01,1.494211371029612601e-01,1.078302054851698166e+00,9.808003912210305764e-01,-6.625699484136271522e-05,-1.183411564471387872e-02
4.891753723049566815e+01,1.494202544192100302e-01,1.078301392735518727e+00,9.808010548173603516e-01,-6.611202357961060150e-05,3.608228689761269758e-02
4.893087352745054375e+01,1.494193736673257999e-01,1.078300732068300238e+00,9.808017169422896808e-01,-6.596736981301365432e-05,1.568091369463242221e-02
4.894420982440542645e+01,1.494184948431502291e-01,1.078300072846839042e+00,9.808023775991231430e-01,-6.582303290676022600e-05,-9.860649461100384761e-02
4.895754612136030204e+01,1.494176179425307782e-01,1.078299415067939693e+00,9.808030367911577674e-01,-6.567901222516436821e-05,4.866576485113716793e-02
4.897088241831518474e+01,1.494167429613206255e-01,1.078298758728414963e+00,9.808036945216833669e-01,-6.553530713053479229e-05,2.941705726815887351e-02
4.898421871527006033e+01,1.494158698953787778e-01,1.078298103825086063e+00,9.808043507939823158e-01,-6.539191698421570331e-05,-3.831848306539722537e-03
4.899755501222494303e+01,1.494149987405699320e-01,1.078297450354781972e+00,9.808050056113294390e-01,-6.524884114637863330e-05,-1.595744751047072363e-01
4.901089130917981862e+01,1.494141294927646135e-01,1.078296798314340332e+00,9.808056589769920119e-01,-6.510607897571712988e-05,-1.955872953153483251e-01
4.902422760613470132e+01,1.494132621478391487e-01,1.078296147700606999e+00,9.808063108942303154e-01,-6.496362982942593955e-05,-9.391716830365813562e-02
4.903756390308957691e+01,1.494123967016755261e-01,1.078295498510435824e+00,9.808069613662967479e-01,-6.482149306365203589e-05,3.828419366131848717e-02
4.905090020004445961e+01,1.494115331501615906e-01,1.078294850740689093e+00,9.808076103964364911e-01,-6.467966803316155255e-05,4.551926255940077354e-02
4.906423649699933520e+01,1.494106714891909327e-01,1.078294204388237532e+00,9.808082579878872886e-01,-6.453815409120100544e-05,2.780590607375563357e-03
4.907757279395421790e+01,1.494098117146628879e-01,1.078293559449959638e+00,9.808089041438794453e-01,-6.439695058993444299e-05,-5.004076431564870309e-03
4.909090909090909349e+01,1.494089538224825930e-01,1.078292915922742345e+00,9.808095488676358276e-01,-6.425605688013813488e-05,-1.166918413897154033e-01
4.910424538786396909e+01,1.494080978085609579e-01,1.078292273803481027e+00,9.808101921623718633e-01,-6.411547231130465541e-05,-5.560840804387964277e-03
4.911758168481885178e+01,1.494072436688146099e-01,1.078291633089079049e+00,9.808108340312956530e-01,-6.397519623156655566e-05,-5.109106265599201724e-02
4.913091798177372738e+01,1.494063913991660053e-01,1.078290993776448214e+00,9.808114744776075256e-01,-6.383522798753676897e-05,-1.240917537655646108e-02
4.914425427872861007e+01,1.494055409955433178e-01,1.078290355862508321e+00,9.808121135045009265e-01,-6.369556692516903373e-05,-5.554746914066145680e-02
4.915759057568348567e+01,1.494046924538805221e-01,1.078289719344187825e+00,9.808127511151614186e-01,-6.355621238819664232e-05,3.589877372700525648e-02
4.917092687263836837e+01,1.494038457701173939e-01,1.078289084218422955e+00,9.808133873127673485e-01,-6.341716371965205878e-05,-1.904434756920556776e-02
4.918426316959324396e+01,1.494030009401993708e-01,1.078288450482158378e+00,9.808140221004895132e-01,-6.327842026130486852e-05,1.470617762997978445e-02
4.919759946654812666e+01,1.494021579600777749e-01,1.078287818132347198e+00,9.808146554814914930e-01,-6.313998135314136118e-05,-5.509079564366640286e-03
4.921093576350300225e+01,1.494013168257096458e-01,1.078287187165950511e+00,9.808152874589292081e-01,-6.300184633412087010e-05,-3.935723450715397642e-02
4.922427206045788495e+01,1.494004775330577683e-01,1.078286557579937632e+00,9.808159180359511398e-01,-6.286401454206475004e-05,-7.922304986439202001e-02
4.923760835741276054e+01,1.493996400780907285e-01,1.078285929371286089e+00,9.808165472156986642e-01,-6.272648531332331023e-05,-6.725280328684207776e-02
4.925094465436764324e+01,1.493988044567829132e-01,1.078285302536982293e+00,9.808171750013053858e-01,-6.258925798259540318e-05,-4.892596776136935027e-02
4.926428095132251883e+01,1.493979706651143990e-01,1.078284677074019982e+00,9.808178013958974706e-01,-6.245233188407334213e-05,1.202259602534556764e-03
4.927761724827739442e+01,1.493971386990710637e-01,1.078284052979401553e+00,9.808184264025940902e-01,-6.231570634981226098e-05,9.795178116950142844e-02
4.929095354523227712e+01,1.493963085546446135e-01,1.078283430250137842e+00,9.808190500245063115e-01,-6.217938071101380970e-05,1.727403443395878965e-02
4.930428984218715271e+01,1.493954802278324168e-01,1.078282808883247457e+00,9.808196722647385402e-01,-6.204335429758206510e-05,-7.699974964594662880e-03
4.931762613914203541e+01,1.493946537146377262e-01,1.078282188875757663e+00,9.808202931263870772e-01,-6.190762643783903618e-05,4.285079795484082743e-02
4.933096243609691101e+01,1.493938290110694289e-01,1.078281570224703945e+00,9.808209126125411181e-01,-6.177219645912140900e-05,-5.880865969743909877e-02
4.934429873305179370e+01,1.493930061131423237e-01,1.078280952927129555e+00,9.808215307262824201e-01,-6.163706368737115193e-05,1.236113834003429827e-02
4.935763503000666930e+01,1.493921850168768439e-01,1.078280336980086629e+00,9.808221474706853016e-01,-6.150222744717714907e-05,1.310093101450660047e-02
4.937097132696155199e+01,1.493913657182993349e-01,1.078279722380635297e+00,9.808227628488166427e-01,-6.136768706148376662e-05,-1.136036838700989898e-01
4.938430762391642759e+01,1.493905482134417484e-01,1.078279109125843682e+00,9.808233768637357741e-01,-6.123344185263862594e-05,1.263855540453225762e-02
4.939764392087131029e+01,1.493897324983419483e-01,1.078278497212788567e+00,9.808239895184948098e-01,-6.109949114111584700e-05,-3.179857671321933282e-02
4.941098021782618588e+01,1.493889185690435162e-01,1.078277886638554506e+00,9.808246008161383145e-01,-6.096583424657769923e-05,-7.389858826551094946e-03
4.942431651478106858e+01,1.493881064215957233e-01,1.078277277400234935e+00,9.808252107597035252e-01,-6.083247048684070624e-05,-1.582555015925330572e-02
4.943765281173594417e+01,1.493872960520537529e-01,1.078276669494930617e+00,9.808258193522199075e-01,-6.069939917906913562e-05,4.504330761027258538e-03
4.945098910869081976e+01,1.493864874564784784e-01,1.078276062919751643e+00,9.808264265967100437e-01,-6.056661963829701456e-05,-4.144740326789897455e-02
4.946432540564570246e+01,1.493856806309364904e-01,1.078275457671815651e+00,9.808270324961885223e-01,-6.043413117902407539e-05,4.132348312627823900e-02
4.947766170260057805e+01,1.493848755715002641e-01,1.078274853748248496e+00,9.808276370536630484e-01,-6.030193311427206604e-05,4.733246284315161673e-02
4.949099799955546075e+01,1.493840722742479643e-01,1.078274251146184692e+00,9.808282402721334448e-01,-6.017002475516841642e-05,-5.185871809802169996e-02
4.950433429651033634e+01,1.493832707352635569e-01,1.078273649862766526e+00,9.808288421545924285e-01,-6.003840541263238961e-05,9.791976048244251454e-03
4.951767059346521904e+01,1.493824709506367532e-01,1.078273049895144942e+00,9.808294427040249452e-01,-5.990707439532810819e-05,-1.363942703025597045e-02
4.953100689042009463e+01,1.493816729164630375e-01,1.078272451240478880e+00,9.808300419234089462e-01,-5.977603101109396633e-05,6.295802999064974148e-02
4.954434318737497733e+01,1.493808766288436951e-01,1.078271853895935717e+00,9.808306398157146111e-01,-5.964527456621404600e-05,-4.119546690233670538e-02
4.955767948432985293e+01,1.493800820838857568e-01,1.078271257858690824e+00,9.808312363839049031e-01,-5.951480436614670078e-05,5.178712353999483618e-03
4.957101578128473562e+01,1.493792892777019987e-01,1.078270663125927786e+00,9.808318316309351248e-01,-5.938461971479597201e-05,-1.117089358848155287e-02
4.958435207823961122e+01,1.493784982064109701e-01,1.078270069694839073e+00,9.808324255597533625e-01,-5.925471991410913297e-05,-7.377326608055967405e-02
4.959768837519449391e+01,1.493777088661370767e-01,1.078269477562624257e+00,9.808330181733001529e-01,-5.912510426627631821e-05,5.236289092831154790e-02
