A,B,P,Q,J_net
6.792518869989718766e+00,7.339480295261131104e+00,4.585813215225171824e+00,4.549810829537791257e+00,2.676836776569302412e-01
4.519416321980725293e+00,9.427473232499155031e+00,5.921079251691400147e-01,1.132179856443542798e+00,4.849976245945363806e-01
3.610965141126750488e+00,2.681105459113587663e+00,9.795502460926785560e+00,7.703702182826790867e+00,-1.989038983747218881e-01
8.110290343740202967e-01,7.724774246832669888e+00,2.465277659377840269e+00,9.548248533962381046e+00,-7.166117573390916318e-02
8.641857131640160006e+00,8.643959183152869485e+00,9.444205708860565096e+00,8.453797847458679016e+00,1.167319338758373848e-01
6.273382435770638921e+00,2.009584916618042172e+00,6.811554627145950391e+00,8.259701839968948134e-01,1.838618761039156890e-01
7.673817153986347783e+00,2.095407762086602510e+00,8.262078838017785642e+00,4.805205182638275119e+00,-3.158946391309298135e-02
8.639243257349074057e+00,5.160504206324746157e+00,7.271929543338845114e+00,9.778622701200392342e+00,3.945867950676658353e-02
3.578966419060231274e+00,1.704586459932843967e+00,5.702665107865447780e+00,3.834752775847187767e+00,-8.240494775148735074e-02
4.120531198634318493e+00,9.082903059017437997e+00,4.063788396351032950e-01,2.226930616242491556e+00,4.536824404210672568e-01
9.161932177733524085e+00,8.880656427559339150e+00,5.163547682869804589e+00,7.484453356206505426e+00,2.569230899334217777e-01
1.169135577601561504e+00,5.142854969245227892e+00,4.748078837430330879e+00,4.484502610215955976e+00,-7.212639675972688791e-02
4.531323074904963555e+00,1.879633072386735382e+00,1.190235209363218027e+00,5.260249044248217487e+00,1.158708507732712917e-01
6.473984048453092832e+00,2.110168615823080795e+00,5.204137001996870460e+00,6.802293733562376765e+00,-3.759341306496361695e-02
1.483155204455945286e+00,6.499245445874588967e+00,4.663279894696565897e+00,7.961528454542328603e+00,-9.076567610586261381e-02
3.424707190949143332e+00,9.648935003467112637e+00,8.004365911330037164e+00,1.551071454524827198e+00,2.043515857602564156e-01
2.713933252238757365e+00,4.071597408867945189e-01,2.001627984104453528e+00,7.216409456560887392e+00,-1.506909700568426491e-01
9.474100345041350124e+00,6.131080918431543125e+00,3.654654256332410256e+00,8.950285843576983424e+00,2.096232552505297442e-01
1.113895898891271163e-01,9.173279713235967137e+00,5.302763803567681400e+00,7.248944890483913106e+00,-1.752233651256991098e-01
2.090259962583529418e+00,8.048870137742710540e+00,6.681320291935093358e+00,9.764586035683068488e+00,-9.837161105503793024e-02
9.839893923380781615e+00,4.818195982245936371e+00,7.278914056705376723e+00,8.783405629004883863e+00,6.778854827858991905e-02
2.998367159936045301e+00,7.904164479111245534e+00,4.027842371651276565e+00,5.239141588081777989e+00,1.263810023363840795e-01
2.121346026213636105e+00,3.571084385810594508e+00,6.662330575702003266e+00,4.156662582438752196e+00,-8.645482742542393018e-02
8.202741489465688929e+00,6.865406423094742472e+00,7.855598693360794194e+00,8.437619032698627564e+00,9.679394180097201927e-02
7.784333657086161651e+00,2.729830787227685462e+00,9.225927056824811956e+00,7.235746988815896508e+00,-7.119769426593181016e-02
3.974652646443221915e+00,9.177471825974462760e+00,1.393438374747214104e+00,3.667940655878931366e+00,3.589977936803660508e-01
4.423844792775356360e+00,7.561238535079052525e+00,7.695654119785333869e+00,9.882497041874996668e+00,-2.217594678498913813e-02
3.323890143341203363e+00,6.535976892107815850e+00,6.173470085795917939e+00,7.978686655423360641e+00,-2.071045529997776746e-02
8.340888100220887225e+00,5.468189336607889750e+00,1.095652750974431822e+00,6.054518647566579759e+00,3.456915053224733358e-01
1.687850984813865418e+00,6.070295365868679127e+00,7.266386573604586729e+00,2.497492290512706159e+00,1.483070967748920804e-02
5.208786130605615128e+00,7.846112138322571816e+00,1.147757455962041595e+00,2.017238355713179665e+00,4.517811996845685352e-01
3.444211507713494047e+00,9.205645114761814796e+00,1.718826711441814759e+00,9.956838630746958074e+00,1.953098108832494462e-01
5.229988370947264986e-01,8.450662036076225903e+00,8.245235740479571973e+00,4.475876588807172318e+00,-1.226995855000452551e-01
8.936258292283024929e+00,8.805442834039517663e+00,4.987945483230073584e+00,1.995993026327895326e+00,4.170834371083990688e-01
3.672696036477511417e+00,2.489882640159843508e+00,6.101812853802508485e+00,6.569799464809260137e+00,-1.176201201033493376e-01
5.311255020490130541e+00,8.386528057524429869e+00,7.126351534375868546e+00,7.432472202065181222e+00,9.209701801400964338e-02
3.385053731129630705e+00,9.755618319209968803e+00,7.296295092971879725e+00,2.378449528419614545e+00,1.801642396722005490e-01
1.866188552821553381e+00,1.992806042045447423e+00,5.840135450508532777e+00,5.363808379054339603e+00,-1.883212568467069747e-01
5.189068998942344635e+00,8.708596531854650991e+00,9.246466834537137913e+00,7.521923683731431609e+00,4.592926694573323115e-02
4.711517114916863314e+00,5.930521754239935106e+00,9.690783840306268715e+00,8.821316888926796551e+00,-7.235102020028380543e-02
7.436403811734932923e+00,4.492574139887788753e+00,8.470739663044655643e+00,6.950477046329150976e-01,3.105496932484680950e-01
7.975774974190482425e+00,6.773644667883504056e+00,4.222500349897893912e+00,5.552960937496016491e+00,2.621848227612210702e-01
6.470006678920628751e+00,9.768433062908885134e+00,7.697565991645687333e+00,6.448567883212404261e+00,1.667804261234790419e-01
8.890351691901822173e-01,3.195612670886443407e+00,8.209830868369172308e+00,9.857716475231633524e+00,-2.971334620715785912e-01
2.568476652866426235e+00,4.373277566077224066e+00,9.345717366463013320e+00,2.189099979357548520e+00,1.261076862153626826e-02
1.864610644648958981e+00,2.402165379776280751e+00,2.924953353717577365e+00,3.231380114404895920e+00,-7.314617051941116159e-03
6.120541865498901890e-01,5.086505358449501912e+00,9.164218575714230042e+00,6.718408000199407759e+00,-2.347494498018980746e-01
7.238423251773929756e+00,3.904786646086604751e+00,4.717091774064313903e+00,4.968512618930982505e+00,1.448225607920065050e-01
3.372785871019210457e+00,1.387005561776146978e+00,6.262687967713928217e+00,3.017752826816868961e+00,-9.409530199227553182e-02
5.216783423300543454e+00,6.408156780693209598e+00,1.784431453331071893e+00,2.424475906641061052e+00,3.894359548027987450e-01
4.963357388729313868e+00,8.567266765249343052e+00,7.221882660054647296e+00,3.395272372062823951e+00,2.002017408487778427e-01
4.396869029081953428e+00,6.233950638699889524e+00,5.011460742243325939e+00,4.021866767044906865e+00,1.661269343956625621e-01
9.291390262756138441e+00,2.260997785646000846e+00,5.840995008997581728e+00,4.575744268486919175e+00,6.541862952953729493e-02
5.416253386021805838e+00,5.190530371111798935e-01,3.985165586972007290e+00,4.754301393424547939e+00,-1.163400211280708751e-01
1.467804186510835107e+00,1.020136319851787876e+00,4.989009105583105175e+00,1.243886979729949216e+00,-7.460389074003097309e-02
9.981898032925889952e-01,8.841375412681761858e+00,7.128227089849575648e+00,1.327040476533815627e-01,1.109467187536871957e-01
4.862021668769724414e+00,1.986857038420292598e+00,4.322099913927156756e+00,9.524374174498850820e+00,-1.035448850910446195e-01
1.211714507619197301e+00,4.139281723059434981e+00,8.433463658571561439e+00,8.695681981691807394e+00,-2.467520042352468190e-01
6.066987835942819984e+00,8.651952272406454370e+00,8.219511840484674536e+00,4.993099303908331343e+00,1.635333992684778470e-01
5.091021666261021927e+00,3.187653384418622782e+00,4.368624647367665759e+00,6.327332325428668192e+00,2.557682659649879869e-02
8.473353854959192688e+00,8.376624709088089205e+00,9.509840500981184164e+00,3.001532046114770425e-01,4.067603029009809190e-01
6.528831631178346306e+00,4.006232592078254662e+00,5.466878785113082451e+00,9.852829488932695057e+00,-4.798861427497140737e-03
9.092866523617459507e+00,3.047741744602047831e+00,1.984231539969422142e-01,5.388074771310938260e+00,2.996434921274482299e-01
6.632856979745279880e+00,2.474327138890869193e+00,1.081159165668293953e+00,2.004644374209067159e+00,3.079097419614924003e-01
8.217648327556943855e+00,8.358013828538227941e+00,7.260868130967305767e+00,7.111923329927134496e+00,1.791124576507870936e-01
5.655972792335004051e+00,2.760291872225373311e-01,8.389962655174715067e+00,4.980169929378450711e+00,-2.266130526877934426e-01
4.820748866519352305e+00,6.542814619247570462e+00,5.587315488991224655e-01,2.155961409167350684e+00,4.545953715386779059e-01
8.058071032403224976e+00,9.564166736683255010e+00,3.492351046347807575e+00,4.610440094111150633e-01,5.047434455900215999e-01
8.639019765402920825e+00,5.794831720644826323e-01,3.306817255989150106e-01,7.450946599250805491e+00,5.188350633209044827e-02
5.487180622384528306e+00,8.936696975535497245e+00,9.319235637205938616e+00,4.654129243538280392e+00,1.379870891368986663e-01
8.962314479152317048e+00,5.486765484914679192e+00,8.786299840179724541e+00,7.028047372963450279e+00,8.322518062446718212e-02
5.320859157863310429e+00,2.375377550817824979e+00,5.982248980493536372e+00,8.636788558792893866e+00,-1.059853340302264052e-01
7.141488667915838917e+00,1.532118792746165026e+00,1.874937453098400653e+00,2.236554688886803977e+00,1.804632778656975467e-01
3.046936410320572719e+00,4.918342133350178891e+00,5.332418344904036545e+00,6.543474064372194476e+00,-2.448239980904759472e-02
8.203192719917776543e+00,7.359531399533591589e+00,9.803748782903907610e+00,1.490978532850473215e+00,3.133740748407828347e-01
7.234248999552773673e-01,4.001780419689236368e+00,6.311942838374103637e+00,8.162721695918286891e-01,8.586874060679603252e-03
6.542145623879917160e+00,2.780734627272832604e+00,2.092554628242418779e+00,1.374510298423034627e+00,3.199123752848158642e-01
8.487076773357564718e+00,8.685929638094323835e+00,5.040842895389441303e+00,9.833012570261789875e+00,1.961741236496255814e-01
1.781160192173524282e+00,4.765706329192371804e+00,5.024852733830300622e+00,9.724452839490966838e+00,-1.511812776095539934e-01
1.682447273168914181e+00,5.745428597347500776e+00,1.580585899951855389e+00,2.567798262637142503e+00,1.901184709776989334e-01
1.033475371006070398e-01,2.974406928498428027e+00,3.568149464166964879e+00,2.939949197620815635e+00,-1.725652983403618557e-01
3.918968452725616558e+00,9.641821579141360843e+00,6.384159450303372729e+00,4.339595745753648259e+00,1.577481960351930779e-01
3.384432631088415633e+00,6.664719607471887741e+00,6.860593838633657349e-01,9.304613650930669166e+00,2.445454749102107250e-01
9.027269207604028622e+00,5.156473592060946132e+00,6.871651348289996797e+00,1.203006417955227558e+00,3.453001932874888436e-01
9.066924178357419706e+00,3.374194021292164170e+00,3.997508236372875778e+00,5.139909491830888300e+00,1.659010126581466904e-01
6.658587198086252101e+00,6.804062676380643993e+00,1.466414605272149174e+00,4.718395735004987657e+00,3.746403196093191501e-01
6.331047548186078622e+00,8.850884905746978504e+00,6.691162596555338737e+00,7.462637500504161636e+00,1.457087365915926136e-01
8.807123550890285202e+00,9.847165035988986403e+00,7.793369982014572983e+00,7.107798583718595076e+00,2.098772929679287580e-01
6.625151257916505720e+00,7.604145497954087674e+00,4.482901093975453222e+00,7.319866301658777274e+00,1.976696209812925931e-01
1.539778366084041172e+00,6.977710919109398446e+00,5.573303979838364342e+00,4.511984042040118936e+00,-2.064010751464141757e-02
1.995545437800801958e+00,6.795785912366598680e+00,2.989693505502582838e+00,5.243809756237099995e-01,2.599717835994805326e-01
3.303286875637569064e+00,6.682856775098254820e-01,3.849139127024455487e+00,5.707774757003173605e+00,-1.698062920377377549e-01
8.346093996890887823e+00,9.697715918844016514e+00,6.474416466375206625e+00,8.264694408304905648e-01,4.342694561298996447e-01
8.896487955468243669e+00,7.894631562780968004e+00,1.615516207192891240e+00,1.972630494086875075e+00,4.965111669374255299e-01
7.424531998012067646e+00,2.770186257448937095e+00,8.645165404035001444e+00,7.120886099670705072e+00,-6.380994539664006093e-02
7.843560246383654899e+00,2.969034395083423039e+00,7.989830719348891996e+00,5.719778735666406710e+00,3.064098721156725390e-03
1.035459715211118237e+00,5.673023641669832529e+00,8.198163498286846762e-01,4.218946706492873844e+00,1.246897276895713030e-01
6.137508095038134215e+00,1.694886316518029679e+00,6.494689184516247993e-01,7.526781229452061517e+00,1.242377667090645288e-01
5.943882308060694619e+00,8.190579409470680972e+00,6.276998215563959205e-01,1.513178030834610333e+00,5.103647475805295208e-01
2.946328797335026284e+00,3.796882140946801432e+00,2.991373702740496854e-01,6.653189175461593052e+00,2.377851610386263193e-01
9.921789985468610240e+00,5.339049529117844139e-01,8.023863176564929311e-01,1.966661955449324539e+00,8.871765946727652730e-02
2.485577607431039282e-01,4.459957145897549324e+00,6.397344848918566029e+00,1.654924557961175990e+00,-9.528985744931942059e-02
3.384231647093204121e+00,3.507017932875385879e-01,8.915192356300755350e+00,8.526310059814429465e+00,-3.128743924858983783e-01
7.798386200510925015e+00,1.191824655407508482e+00,3.703747014033662133e+00,6.777619726236606468e+00,-3.394465153145481695e-02
3.296761547616199106e+00,1.149022669479396352e+00,7.421931837150436806e+00,8.884634416111030220e+00,-2.586447719906951326e-01
8.712723024006626682e-01,8.869873341717987358e+00,3.230820458565899056e+00,7.659412283717726311e+00,-5.299048004774719461e-02
6.550360589614041551e+00,7.507958400953341993e+00,1.511666564942282243e+00,1.463467446784449288e+00,4.819477239053591711e-01
4.251977421182206562e+00,2.025205310226012578e+00,3.473253661438208795e+00,8.030748669387168803e+00,-6.643232545495519892e-02
2.827328041912386070e+00,7.099404760279980131e+00,8.373334665164438917e+00,9.187516514682831925e+00,-1.022499639874237115e-01
1.294191446119764111e+00,9.633155520293009033e+00,1.725373448547544708e+00,6.708525494231924569e+00,8.795091936233688512e-02
9.466066107808710939e+00,4.851774805497338861e+00,6.902269219783281784e+00,2.678731170170622899e+00,2.594841165020486118e-01
6.976033816745556670e+00,7.121224171638376177e+00,3.429423357547233486e+00,6.063513121016700147e+00,2.648764139177577914e-01
9.344911172229430463e+00,7.340193101381296437e+00,3.135947004111302672e+00,3.146875796686837479e+00,4.057730502044233911e-01
9.360454058973207481e+00,7.043370118318268425e+00,3.854416715768737678e+00,9.034954898627555409e+00,2.263422631635996773e-01
2.686185591791169447e+00,6.207029588220338567e-01,5.287226082747674027e+00,8.877946886075330113e+00,-2.653535961479637217e-01
8.918133466843803925e-01,9.636211898830989497e+00,4.152173565219682061e+00,1.770724029339378891e+00,6.743490980644401001e-02
9.108079121820582102e+00,3.904745526260107624e+00,7.116588860806369432e+00,8.229273727549029971e+00,3.230116031925154424e-02
6.357389053560081216e+00,4.705417638778238043e+00,5.005563354324373826e+00,3.722519418486424314e+00,1.953126220536453017e-01
2.962765320168489591e+00,1.773158359470805856e-01,7.361932628564045622e+00,6.604690582944779287e+00,-2.993719870467405064e-01
3.780791847005677830e+00,2.729299930229825755e+00,3.304374513515333067e+00,7.330188268513547101e+00,-2.376556283246466367e-02
4.940621723012175615e+00,8.534742592037984465e+00,5.316986378923274081e+00,4.603791117342026062e+00,2.070352935494328972e-01
6.159797576476151448e+00,8.710705535630296481e+00,7.671182870759983174e+00,7.138161963783232089e+00,1.209513212357380268e-01
8.073528303468213707e-01,4.702218553315778315e+00,5.318485877825155583e+00,2.103805314689781270e+00,-3.840344347970259947e-02
2.410738230964280415e+00,9.068589592614925365e+00,4.420371520933406018e+00,8.965506653797653769e+00,1.506837295667773011e-02
1.403813860237251854e+00,5.409716705982472895e+00,8.700165585835550885e+00,5.675189882811600972e-01,8.572304275955185127e-02
8.787666413531530551e+00,9.544250828778176654e+00,6.187681604988441109e+00,8.263583404880919803e-01,4.464100269875248550e-01
4.711784526330759171e+00,2.547825091396030750e+00,6.802948970404480100e+00,7.930678740140986172e+00,-1.226758329149501975e-01
7.539334455412133984e+00,3.082577060051782780e+00,6.449762715394102841e+00,2.674128749265951122e+00,1.546359176405964486e-01
7.138203036685786707e+00,2.676551515131257108e+00,6.072397417728159219e+00,4.861462310166950296e+00,4.043126969752806193e-02
1.995543814659618720e+00,2.303197651226464693e+00,6.729475521207512578e+00,7.449198291567632246e+00,-2.243306887629499813e-01
5.850615137949924716e+00,7.211378779913818704e+00,1.844713261700294815e+00,1.616090414138435571e+00,4.456859489699092070e-01
1.426910230544431224e+00,5.557397197169495762e+00,8.438238048507745503e+00,7.013214809157969576e+00,-1.724772582080662253e-01
2.602448998145303616e+00,5.789981268658383584e+00,9.917865622851593344e+00,5.907354190559177098e+00,-9.925211785803142450e-02
7.332306798386672320e+00,2.824693483549033601e+00,5.498755551465420055e+00,7.233010463249162747e+00,6.299326571057584957e-03
3.161843340538549985e+00,8.342091436895767487e+00,7.219254163719517337e+00,3.942409770414240011e+00,9.288213150658418404e-02
7.269900476628431640e+00,6.727860899038168974e+00,4.715006287825272757e+00,8.309770189008501617e+00,1.612759768464957499e-01
2.401452637619832853e+00,2.821716892168398605e+00,3.741045369844894442e+00,7.967461260885933427e+00,-1.127117210428788818e-01
8.423386706050896677e+00,2.056571853028342556e+00,6.136799718396122039e+00,2.104547950348644836e+00,1.355325021712420752e-01
6.851542986035297211e+00,3.023941158137488094e-01,2.555087442114819751e+00,8.113370797605378826e+00,-1.046970728984070037e-01
7.713171691334872904e+00,4.180993379129370524e+00,6.782633450845368728e+00,3.929810993809718322e+00,1.487079136103641452e-01
8.717943226972604265e+00,8.272366888409855790e+00,8.951193392522428738e+00,9.965675533784198237e+00,8.945841437545015706e-02
5.596932624622368735e+00,8.704902117628081637e-01,8.032169634723000939e+00,3.231033966028456383e+00,-1.182906253449036299e-01
2.651952699473311803e+00,3.073823174474513920e+00,5.252934525594349147e+00,2.846383743348085194e+00,1.273166914102476927e-02
4.708711761938521256e+00,8.890728032050599694e+00,5.150299417201997798e+00,1.455969690984304732e+00,3.253912207388515720e-01
3.436741585757199791e-01,8.990540045129051805e+00,8.740021054000692402e+00,6.376211583841370212e-01,3.613583065992247330e-03
4.509618236886486109e+00,3.225888213510380353e+00,7.493866202735884663e+00,7.201106319859779781e+00,-9.836281570995952794e-02
4.071990626366669197e+00,8.005321927848070729e+00,9.966980193547009037e+00,3.382279836592177347e+00,1.011378705423846558e-01
5.759388577459491065e-01,7.534402698337502535e+00,4.760625533562246048e+00,8.404341085137353673e+00,-1.592052479936257037e-01
1.055392543277155148e+00,9.786691114030503513e+00,1.442745054297425611e+00,8.430265955917318976e+00,5.656183057990445823e-02
6.454752689164034329e+00,4.414048640240605614e+00,8.475764156242629355e+00,6.567626266830238757e-01,2.917590886927283744e-01
6.433179382490220588e-01,3.926711023347938312e+00,3.764573827935847827e+00,2.288046616949908962e+00,-5.228547811695662129e-02
3.967457078811976068e+00,1.871896298464798214e+00,9.745258051864890803e+00,3.179390413743914845e+00,-1.041335722654177232e-01
3.175313266624505637e+00,8.221529980614498356e+00,1.351992316884591094e+00,5.465379793553243992e+00,2.717206553366551813e-01
1.966902175913612938e-01,2.933177015808877020e+00,3.625255159720857101e+00,2.914333211210546892e+00,-1.614662086332460111e-01
8.364567965455887988e-01,8.028538204223410801e+00,6.189981880859316554e+00,1.379008721779732272e-01,1.019252759482319332e-01
8.287649524827303438e+00,4.820998204420361866e+00,7.389796155804896571e+00,4.444162539188094563e+00,1.534628640786827036e-01
7.400562583969167996e+00,6.067653224475253460e+00,4.562275218707515734e+00,7.579243725774917451e+00,1.660579971889935003e-01
2.745809178598385358e+00,9.322437028114956448e+00,9.871524178239715397e+00,8.781095864433504872e+00,-8.030318242707848442e-02
7.188518283797009190e+00,5.515234533791208982e+00,9.152012682498170904e+00,6.450986618006079532e+00,5.251425737794916671e-02
1.482751990388171626e+00,6.437828863335353091e+00,3.845249290654032315e+00,9.326751969312958579e+00,-8.779186510149825096e-02
7.319436577721095460e+00,5.748824832675496488e+00,5.598371664761389255e+00,9.522268284921755921e+00,7.998040685789588322e-02
1.311303711471418776e+00,5.167328036784257783e+00,1.584423778668520022e+00,6.807966652465050394e+00,2.900013635384366545e-02
5.968432197106620762e+00,5.601689360241321580e+00,2.549481797978609965e-01,5.320953072678886286e+00,3.949763813170134585e-01
9.977234795498615583e+00,4.935989696441247077e+00,7.769506140099826652e+00,9.252497128133223114e+00,5.448289250017653018e-02
9.408927172172118603e+00,4.804923123844386801e+00,6.711259567584271224e+00,9.410733056984120992e+00,6.128099056901641084e-02
9.014814976513529921e-01,7.160562582736852200e+00,6.598041253792517935e+00,2.818280978122289060e+00,-3.605386964778214964e-02
5.980998514291884227e+00,1.029616765059530703e+00,4.531214746782402436e+00,8.793031686118151669e+00,-1.331975782998686408e-01
4.813361925952707843e+00,8.310038709701262905e-01,7.218363271428533956e+00,1.884262190925832137e+00,-6.134660480182854009e-02
6.092047833140573632e-01,5.918268220206377883e+00,9.676970850220858011e+00,1.091831087372705067e+00,-2.448189823788671574e-02
7.073514355185300140e+00,6.638132081498858916e+00,3.035096896484016149e+00,9.242073543616375897e-01,4.528377127997662566e-01
5.106570141131707707e+00,5.602174201565449430e+00,6.600950232018588437e+00,3.819331751848404455e+00,1.383298341537753107e-01
6.300787421193220439e+00,5.402528181229025783e+00,7.433151296398073704e+00,8.354204186738648730e+00,1.618549875289410772e-02
1.445254660838503957e+00,4.589633366646465262e+00,4.693798867049726375e+00,7.993781317136693154e+00,-1.425823508201955470e-01
2.011581485759455834e+00,3.249812235032079055e+00,6.470785962241918376e+00,1.862567207787377277e-01,1.731014126037343503e-01
7.160995775754809500e+00,8.511008792416376423e+00,1.628222474153305122e+00,8.014335294177435287e+00,3.387055202932252596e-01
9.271942484211617597e+00,9.802692088917860147e+00,4.748538140493821835e+00,8.801540088383640992e+00,2.623423053135586769e-01
3.624254446644663119e+00,9.493895505618468178e+00,7.046381547130290635e+00,1.629896605648025965e+00,2.279702742867561749e-01
9.841168688424090760e+00,4.348506714858845434e+00,3.638240405109318676e+00,9.254789914079982083e+00,1.433006540243270399e-01
2.268657525836419442e+00,1.488815445383618430e+00,7.299806608531000052e+00,6.680806677745263489e-01,3.278769060542992275e-02
1.961481708673268098e+00,3.857943487716044118e+00,7.980800751693385209e+00,5.878654154284388866e+00,-1.587995111005075510e-01
7.311336835725071204e+00,3.993914567469109222e+00,4.396086980363813623e+00,7.175091130079774615e+00,1.005897424953257624e-01
2.648176597038260915e+00,9.864434675010960163e+00,7.921296483141107458e+00,8.543971291153717118e+00,-3.956847117886980875e-02
9.547621253742226699e+00,1.821504232879972651e+00,8.450299040672389239e+00,7.794174793061192652e+00,-8.846591312019508324e-02
5.669906263757750198e-01,6.528872491463330263e+00,8.797833915626343426e+00,1.792490384564148664e+00,-5.505980648281461748e-02
5.723480304205260438e+00,8.376642891688117487e+00,8.387055522299649013e-01,8.649881963140773067e+00,3.445012325219410365e-01
8.043879682786160501e+00,2.416798374743097000e+00,4.639545597258083909e+00,1.062738073702130137e+00,2.590684920512396072e-01
7.437282444584566221e+00,8.078834612353904987e+00,1.013438508096614399e+00,6.608573856870542329e+00,3.948084051391568816e-01
9.601339181871564321e+00,8.857265589962864283e+00,3.922051814243712631e+00,2.268624608259220299e+00,4.428754485562517718e-01
2.365191717808700744e+00,6.819050850096488148e+00,9.209003774137391574e+00,9.645522513321964198e+00,-1.510788339071237052e-01
6.199814221630133737e+00,1.789981155692954573e+00,6.832979004848660054e+00,6.697975548520311406e+00,-1.028516732644034204e-01
1.388777748397226341e+00,6.009724246316067386e+00,2.228487249461147623e+00,7.348501440710426991e+00,2.546467230295958693e-03
1.540644607865116145e+00,4.752970513688595133e+00,4.628878985152161007e+00,4.387710949751547851e+00,-4.473497264336177837e-02
7.426940192204330771e+00,2.141831010752846431e+00,3.174159214060132239e+00,9.116229815760531707e+00,1.230980328967004600e-02
6.984736112659091667e+00,5.882665382327672887e+00,7.768036112903334178e+00,1.841465329694446318e+00,2.718661926522034644e-01
7.772679554038146144e+00,2.407973442986949930e+00,5.772861110670198137e+00,9.018828712655523105e+00,-4.813149735257494372e-02
8.743005223289092243e+00,1.373050832705555446e-01,5.627791120367947597e-01,5.171921284568957944e+00,-4.419714350824419796e-03
1.949333519139597737e+00,6.938287248921535699e+00,1.130943684563518570e+00,1.073220425906688202e+00,3.062049177521180554e-01
7.180038603552645782e+00,6.014938174205339827e-01,9.815947347450592275e+00,4.843735155567923556e+00,-1.834780648622610921e-01
8.132901893559699502e+00,3.231485923868118615e+00,3.822186117600693933e+00,3.926211843484204156e+00,1.899461768911429593e-01
2.505966812441851932e+00,6.873357842698013975e+00,7.660058434182455578e+00,9.162896816567222658e+00,-1.095459165939031976e-01
4.944039283387811068e+00,3.394814147679638516e+00,4.774721539268187875e+00,1.001180841790663578e+00,2.643391438336379906e-01
3.266457392850488084e+00,3.454007954751374676e+00,1.345682672977976058e+00,6.729499048344536050e+00,1.251558709461163266e-01
1.073142735235937728e+00,8.944655955629697175e+00,5.314607819232014307e+00,5.267752292363691247e+00,-4.311939465477970107e-02
8.616932272186877739e+00,1.693745199671259138e+00,4.591674728357332924e+00,7.499652864514599671e+00,-2.114419500115831060e-02
7.546708668032141354e+00,7.868986576476999950e+00,5.566478532549105296e+00,4.888583420209863029e+00,2.577779090381046578e-01
2.069848239611933316e-01,1.252438214298621899e+00,5.545978389997068270e+00,3.085415472820701499e+00,-2.546816894868423886e-01
4.065843760477004132e+00,2.835703207210336974e+00,6.749456452118421934e-01,9.524922960521104986e-01,3.798170966587783859e-01
8.197362398108211323e+00,3.005525103653230001e+00,7.756026240972962782e+00,5.752006649114346892e+00,1.602758221818037856e-02
9.589923227240557679e+00,1.757394624655759907e+00,2.969827364814479953e+00,4.626814346235333275e+00,1.058133256216963330e-01
2.526992098712458557e+00,9.853279647925841545e+00,1.101380741657136175e+00,2.277315020205916252e+00,3.231773342165876195e-01
9.524367716481213719e+00,4.865456961000414360e+00,2.315494327720735601e+00,2.714442666431163165e+00,3.773312566159309767e-01
4.728618569734228672e+00,5.590635158491078727e+00,9.220551339685323811e+00,5.734631634787062282e+00,-1.446565938500219784e-05
5.903543457768499758e-01,1.804819209156719229e+00,7.875402804792256184e+00,7.081981692624170321e+00,-3.151364146104781994e-01
2.454342925761449634e-01,3.770834441652888280e+00,5.901035774443833759e+00,1.120577587160630051e+00,-7.065659462028638094e-02
1.050762966876005455e+00,3.358021120867541676e+00,9.234448496499069847e+00,3.378108062526929078e+00,-1.664680145263796596e-01
5.558196688443237221e+00,7.089473114872529846e-01,8.533354860939597941e+00,1.731172543231818961e-01,1.027000578297040945e-01
9.934177768594873115e+00,7.582796834168818556e+00,2.380222450676771295e+00,6.042095857827003424e-01,5.271610094719597628e-01
8.323579622539552858e+00,4.058446970875662529e+00,9.516030924179151640e+00,9.065978890368516119e+00,-4.135682064744376080e-02
9.664513124163896407e+00,4.475597775627667474e+00,3.263527525828466391e+00,4.202076313285399323e+00,2.802641955709758714e-01
9.310777958413613220e+00,9.738353338609083920e+00,3.885984892154340731e+00,3.676612335606940452e+00,4.076258044431010363e-01
8.966628431079756822e+00,1.593628569406380091e+00,2.905161619115932403e+00,1.127854465602093237e+00,2.214889591310713335e-01
8.151763714138219541e+00,8.365835753734147673e+00,9.265177267258206228e+00,3.978629784970125982e+00,2.281958702312444354e-01
6.184988726862867381e+00,2.870661374870719040e+00,7.542414691994003384e+00,1.353066541584049265e+00,1.776494005882566229e-01
6.961618991410523982e+00,2.304353451408020614e+00,8.774666004141224107e+00,4.216935010571261522e+00,-2.198639612733592139e-02
9.464924560589345504e+00,1.081958613585698448e+00,2.119710049865106249e+00,8.684975723060690100e+00,9.298315687329658172e-03
6.507241350928921086e+00,8.462946112297975887e+00,1.686583862029940040e+00,7.905537271244679864e+00,3.235165169178113032e-01
9.515687851840350930e-01,5.555975220823708982e-01,8.199431388498025441e+00,5.212370547526862907e+00,-3.246862764719881667e-01
5.366435522438276706e+00,3.074732761975803030e-01,3.411620009050438274e+00,7.301115086537381949e+00,-1.547028534311675751e-01
7.930770701966351588e+00,8.092925280543173727e+00,6.850684117528410333e+00,7.358817781934663849e+00,1.706439064805500838e-01
1.219888470849796125e+00,9.262189789603111123e+00,1.406641253086391874e+00,8.460398809334941816e+00,7.259182483824679066e-02
8.719410619277698782e-01,4.805598528509778866e+00,7.256451925593027097e-01,1.845295345265798082e+00,1.593315143897251485e-01
