L,E,T,T_noisy
2.406207239098537620e+00,6.858561590930130070e-01,7.158389623983180128e-02,7.285083672784566089e-02
1.203624029742526469e+00,6.135002699883367328e-01,4.114269495587494774e-01,4.091488183438169446e-01
2.449126793392471413e+00,4.138078927819065500e-01,1.410408177436180133e-02,1.342869416305699816e-02
2.808132550498877222e+00,7.721370849231655731e-01,6.820960501863090886e-02,6.648051883981502541e-02
2.933231134674871843e+00,5.961151920844081076e-01,2.230414288461540079e-02,1.858767446550412678e-02
2.951840807333197425e+00,4.748770769125227331e-01,7.694903473079483039e-03,8.763348215898600010e-03
1.846212093264817833e+00,7.023879526084888525e-01,1.644878975892354322e-01,1.640360858228037400e-01
7.740126850749660115e-01,7.139915559801017775e-01,7.083815013522810622e-01,7.092003432891158532e-01
1.805483238982606542e+00,3.999796160356501318e-01,5.363608386163840058e-02,5.490277157147599452e-02
9.044632953384591501e-01,8.187822760984713177e-01,6.013728438204540838e-01,5.995687015748788484e-01
1.853050578004239224e+00,5.366470777555243377e-01,9.793306311615809778e-02,1.009512504532889404e-01
6.924152361041711057e-01,4.353393405816998740e-01,5.726547424237987682e-01,5.732647745929573269e-01
2.259421735253508423e+00,4.750877352468733106e-01,3.051872661656057292e-02,3.254031820581466256e-02
6.541514308972049552e-01,8.637183975323410312e-01,7.724835051614982184e-01,7.758747686829391421e-01
1.199774210548194553e+00,5.745378176743756171e-01,3.774895355617035042e-01,3.765398891809307313e-01
2.643168767116419016e+00,6.897832434243356126e-01,5.229162505849104664e-02,5.106231593741084041e-02
7.616612771486328537e-01,6.050131080541560902e-01,8.008662498736498492e-01,8.012279715849426331e-01
1.017343578474442678e+00,8.967415036723260791e-01,6.364518247976593823e-01,6.386746699367537028e-01
1.414860626153338519e+00,7.363542594093130944e-01,3.106490552934493832e-01,3.129353657965308622e-01
1.365983376990482334e+00,7.981311674079571983e-01,3.572272173776170345e-01,3.532896826123728129e-01
2.532542251728955307e+00,5.068412837471588661e-01,2.215642984985617334e-02,2.503038153633682997e-02
6.946935525111348486e-01,8.515784710364999732e-01,7.427194776710337454e-01,7.418296310403788008e-01
1.557341670314067894e+00,7.705737652984689934e-01,2.712456500190974507e-01,2.722278887093131372e-01
2.529081631845811362e+00,7.466233812394340585e-01,7.763917467511466386e-02,7.499175478467237643e-02
2.471575440357306697e+00,8.034315061535877156e-01,1.181107550844481963e-01,1.163463804477932462e-01
2.785677036308554122e+00,5.770153038576566473e-01,2.464228110014688583e-02,2.537493037954881986e-02
5.655167994299549195e-01,7.008576594466642273e-01,9.136563271739336356e-01,9.100876795323215029e-01
2.980524335497927613e+00,8.206205648172526512e-01,1.003698510820338896e-01,1.019856501300589330e-01
1.509886630025606857e+00,4.778774073429972180e-01,1.408812795109916083e-01,1.398038122984849030e-01
2.762197150493822750e+00,8.179686641746239939e-01,1.096835256795091057e-01,1.102372121602845922e-01
2.974224425985543707e+00,7.769446678128280048e-01,6.121601734044079118e-02,6.151242705313676729e-02
1.591263111636138206e+00,7.896768559174571767e-01,2.714313218258400662e-01,2.703231165969843253e-01
1.786866128697558009e+00,7.023932390226006461e-01,1.790027353988082881e-01,1.816295746581235993e-01
1.670752051141747518e+00,5.344251502375438889e-01,1.359497866667756794e-01,1.406324161482361002e-01
2.995790140815795866e+00,6.599474341209675687e-01,2.853176354883459054e-02,2.979327602893833138e-02
1.750421174096004728e+00,8.418366742205332098e-01,2.811518777811036207e-01,2.777205536750166903e-01
2.174122360963234080e+00,7.550945902910713992e-01,1.225081138349217447e-01,1.227519251498787878e-01
1.572528768670723665e+00,6.371059382081853961e-01,2.335397177840264071e-01,2.330882384077622160e-01
2.305014279863975446e+00,4.441790633181947889e-01,2.302011416677168798e-02,2.484095751317262971e-02
2.248031566715160245e+00,8.289044620140495478e-01,1.736209095203741504e-01,1.737436580308561185e-01
2.318719980160308669e+00,6.115608767751181674e-01,6.536520298472242585e-02,6.965168533005540452e-02
1.933969030897982444e+00,4.306568864682435160e-01,4.695301995193250366e-02,4.833937440462351964e-02
1.666561375612644946e+00,5.097252330001692533e-01,1.203636258857933294e-01,1.215604478660103627e-01
1.288819049653437521e+00,5.315990621719243192e-01,2.713168784333103156e-01,2.706308719672041452e-01
1.857862831908739354e+00,6.513720298725715896e-01,1.512105206180937023e-01,1.494316843606536271e-01
1.868633717047382570e+00,3.111413627135204418e-01,3.031945605685320427e-02,3.014974275914632934e-02
2.023579217164726884e+00,4.364523443399564995e-01,3.994390395947271938e-02,4.034986236516722308e-02
6.373292636414427115e-01,3.483031589203222089e-01,5.373228165478026730e-01,5.382812619880811278e-01
7.522616018623526912e-01,8.711917572654725994e-01,7.202324551658956242e-01,7.206348343184655336e-01
2.348135097151640593e+00,5.422518002180993779e-01,4.065224225236850619e-02,4.009242906101571219e-02
2.360943465515724426e+00,5.585541866288010748e-01,4.467057217608171038e-02,4.476959581794563020e-02
8.168707197571041245e-01,7.240778446551554559e-01,6.672226621259444990e-01,6.662974239820989020e-01
2.412661174133917008e+00,6.668155304498472047e-01,6.719615512290863513e-02,6.521693778049604540e-02
2.874891635790656874e+00,6.467272538686743566e-01,3.196937890470295807e-02,3.023437462134430029e-02
2.872218144179918831e+00,6.358437235882281602e-01,3.061082685559035621e-02,3.159666297755583247e-02
1.903467228828190638e+00,4.773667134593676531e-01,6.358083041232180654e-02,6.503202022089356327e-02
8.627920777937345687e-01,6.956030997444844211e-01,6.473892341110598636e-01,6.469559864649256919e-01
2.449882467406788500e+00,5.203596775708215771e-01,2.865598380478740631e-02,2.838277589045937535e-02
1.790989543026591413e+00,7.884596376983799004e-01,2.154805133169651887e-01,2.165730585709695899e-01
2.762246983439370585e+00,4.863262176825587924e-01,1.217999004843914670e-02,1.190723269785108791e-02
1.847087740921686372e+00,6.021532755282876792e-01,1.380537962699045496e-01,1.443373892325129082e-01
1.028098991473748836e+00,3.274700226028168792e-01,2.331238656950719579e-01,2.333809884429787485e-01
7.943633884706307047e-01,3.349313577947790055e-01,3.892214812788696299e-01,3.881826459228344683e-01
5.597815872332521092e-01,6.675107405319909981e-01,9.790939249253743926e-01,9.754723189097982416e-01
2.731600918512495646e+00,3.330029138406664369e-01,4.487934027712808457e-03,4.908258088085135085e-03
2.805221635075783038e+00,8.705872089564521410e-01,2.573278820809308254e-01,2.593779049720069119e-01
7.355665907650955626e-01,4.408339893815365063e-01,5.395427688860928717e-01,5.394301094359021942e-01
2.204519234117303217e+00,6.211353380753144027e-01,8.152073425739354839e-02,8.400308562487225628e-02
1.237887455600668929e+00,5.088579759208051723e-01,2.706173109379654829e-01,2.694312362362945579e-01
2.684524612184060466e+00,3.073975410839767664e-01,4.217973776125960236e-03,4.015754713070274554e-03
2.915396117400898213e+00,8.017655370477831944e-01,8.246255527409171449e-02,8.209181145522466416e-02
1.626430698923633678e+00,6.994037592180937235e-01,2.244934712196714477e-01,2.229908160490637892e-01
1.460220471176196355e+00,3.011094755323618921e-01,7.757523575079580680e-02,7.460995558330331401e-02
2.751548566633158721e+00,5.269114105418319927e-01,1.725669503582160161e-02,1.535111176259125118e-02
1.202569680797700435e+00,7.487449350606681930e-01,4.124769349109941308e-01,4.086733395504649202e-01
2.732572018652934531e+00,6.568689034223698098e-01,4.087652945645149638e-02,4.239471020703548809e-02
2.889732908897920893e+00,6.484112065884326537e-01,3.151576169061212629e-02,3.117289212277529753e-02
1.053461220248990804e+00,3.833659539744666001e-01,2.586133438722866829e-01,2.584059163864767528e-01
1.491448989797705682e+00,3.507439153495686135e-01,8.835098874600821883e-02,8.720237498813179777e-02
2.398880463808090724e+00,8.627811034869206086e-01,2.358675870154288701e-01,2.377710730654472859e-01
1.107902344508512105e+00,4.926325839028198872e-01,3.233572993695980613e-01,3.216647499130056986e-01
2.228953854173585825e+00,4.540893452281355991e-01,2.861048051473828388e-02,3.197991656542116534e-02
1.569782934126874974e+00,4.942393554467950922e-01,1.347020660718162566e-01,1.368720725491461565e-01
2.921871241234100580e+00,6.623894233731841830e-01,3.195605062582007605e-02,3.055782254505467685e-02
2.648040865787104181e+00,5.558823220444626401e-01,2.638431366043372459e-02,2.598320220584328724e-02
2.864758959451914500e+00,5.717978815980080398e-01,2.071795920925720291e-02,2.197622723972611145e-02
1.953455724679049155e+00,4.955413291895032213e-01,6.357954833927750848e-02,6.608238436523504455e-02
2.386738199926893511e+00,4.750321381850305391e-01,2.360443630483962524e-02,2.201990772523188325e-02
1.138207997402068461e+00,6.915095485081896864e-01,4.493684390607889378e-01,4.483704444630579600e-01
2.269132172593930186e+00,4.774831288891051573e-01,3.037816573661848013e-02,3.538809856047062802e-02
8.004908820191831698e-01,6.357284226621926493e-01,7.553713927168159703e-01,7.572105416214897078e-01
1.231110922340387326e+00,6.740549567178745205e-01,3.965369842565926728e-01,3.983299813293764147e-01
2.185024717289919316e+00,5.957140009194833441e-01,7.596158515258820410e-02,7.982883512017036054e-02
2.680408237716462416e+00,8.092297008007898196e-01,1.054664071028649647e-01,1.063581235009096043e-01
9.550016102452849598e-01,8.851176373353866200e-01,6.349685948828074356e-01,6.340560993618389318e-01
1.170993956009611203e+00,5.907266211169277526e-01,4.157163845838443561e-01,4.122585668510346246e-01
7.350535996579981024e-01,5.645276704862145500e-01,7.689778518609412528e-01,7.707014616438753185e-01
5.405199536878921851e-01,8.568472091886791819e-01,8.400589678186303200e-01,8.377922407522463422e-01
1.187580649214904138e+00,5.702134858849576826e-01,3.795345873790827440e-01,3.808761083389711755e-01
1.627326466671062732e+00,6.599163135159908933e-01,2.180670899106877392e-01,2.141174287630380757e-01
6.130783104470975964e-01,7.472462438413862706e-01,8.191175928733949174e-01,8.181688884220811309e-01
8.607110560753534756e-01,3.930266877196673114e-01,3.887981275475778098e-01,3.887621970962472084e-01
2.209479098128319663e+00,7.288683470513199758e-01,1.067278340675691384e-01,1.042247909776763959e-01
2.657700914366995182e+00,7.738214367677229699e-01,7.981555668092436828e-02,7.872195390377938196e-02
6.023192800652117374e-01,5.282855644013961793e-01,8.321142401088150731e-01,8.304506544636744980e-01
2.404834537627810853e+00,7.131134138314907389e-01,7.834750388600650317e-02,7.860709664770217098e-02
1.268458345227880146e+00,7.686929157880142416e-01,3.853939249113579324e-01,3.828758141905082568e-01
1.534303771801492244e+00,4.838374855121780893e-01,1.377642495483890339e-01,1.372401362588500373e-01
2.892614072186992402e+00,6.961968571029863995e-01,3.870002478265044399e-02,4.144830916638506807e-02
1.389340175927955556e+00,4.493277799493318181e-01,1.601083123477516634e-01,1.629099718835858857e-01
9.923750291125497114e-01,6.727878168960210736e-01,5.575719055603367558e-01,5.613527070758060900e-01
2.578038365927171949e+00,4.196075377970610587e-01,1.109626007392424014e-02,1.192665910837634874e-02
1.044417340274606643e+00,6.477711654629371152e-01,5.283558708447749774e-01,5.275416587688057657e-01
2.058607941496850557e+00,4.456326923699650000e-01,3.894474307369158450e-02,3.960204741964238467e-02
2.013486753574791344e+00,4.097241730257580317e-01,3.556445743742795568e-02,3.698517541062289193e-02
9.003915112267592002e-01,8.824590250573385308e-01,6.559446909078046062e-01,6.565045123462134313e-01
2.481753112630880942e+00,3.454559880020118268e-01,8.646784454580506291e-03,1.154729303249819178e-02
2.106655536987890542e+00,6.150850924429875910e-01,9.368521082527692112e-02,9.237007724175751167e-02
7.376820251572392406e-01,6.410664544369650830e-01,8.184507717220790290e-01,8.180364873243505253e-01
2.349255178859101179e+00,7.729741177510562888e-01,1.089743992627681679e-01,1.059348486851640347e-01
1.423114876223229519e+00,4.352773274895300748e-01,1.416440013362413874e-01,1.408020849415600739e-01
1.358936721999448372e+00,8.979680035477621836e-01,5.360845998097678589e-01,5.385645730525281394e-01
2.362388349517460018e+00,8.925895717405378793e-01,4.194391757046536107e-01,4.195440990696870931e-01
5.968481743946278950e-01,6.006095498830222867e-01,1.003305974471442985e+00,1.004802072432467552e+00
2.441794288102388411e+00,6.672384023993959135e-01,6.447206127546106780e-02,6.532732054636671004e-02
1.952323136907964329e+00,5.233191755671079415e-01,7.502595393029411197e-02,7.695457111342814127e-02
2.279030584330976605e+00,4.798827263318444780e-01,3.023398357644648676e-02,2.856326537033684193e-02
2.422783273991817588e+00,6.401725979056061000e-01,6.134834884465049931e-02,6.241813775386260282e-02
2.651528399792832502e+00,4.294209982198761710e-01,1.013179566266537122e-02,1.149120326517949486e-02
2.639752478221395471e+00,6.180213505655822726e-01,4.024421972597078123e-02,4.255927985228205590e-02
1.206959788655743271e+00,5.966407323592646250e-01,3.975233376337202751e-01,4.003122415579990490e-01
1.890239803439601518e+00,4.879443433532115737e-01,6.911451829673601055e-02,6.812053782548931069e-02
1.821616397854539660e+00,3.552113308886855059e-01,4.200976193560938821e-02,3.914686281060946599e-02
2.319219217924058274e+00,6.511413853949270525e-01,7.412764973760815890e-02,7.284370620400992813e-02
2.547395709206215386e+00,8.713954599027640135e-01,2.652440352101987919e-01,2.678911958501277168e-01
1.426508058166831905e+00,8.050443600927637000e-01,3.384086080897624749e-01,3.364221992757396307e-01
1.881270705978116853e+00,3.777183018232782574e-01,4.077781614302751489e-02,3.802505884053418439e-02
2.025636125155238609e+00,4.771287833625910690e-01,4.957475011995449848e-02,4.695274678099568832e-02
8.510976444804638774e-01,5.797083778797158526e-01,6.728120649899871353e-01,6.702113790749116840e-01
2.735336467877269584e+00,6.736400317337087884e-01,4.334351498927038054e-02,4.478491138555618784e-02
1.922149345578677337e+00,5.970961587246511604e-01,1.192809232458285074e-01,1.177459903478682290e-01
8.227559929865306820e-01,7.050294822435464459e-01,6.740193325168648553e-01,6.727702537024459195e-01
1.108902846230831241e+00,3.181214558950400950e-01,1.890073505686893363e-01,1.912933868658429903e-01
5.829664140915666870e-01,6.367524984352792572e-01,1.005970869869498685e+00,1.007842687407451976e+00
1.240601421986524677e+00,7.084296752581352719e-01,3.885422147663627479e-01,3.903050732342593365e-01
8.796239710385690413e-01,8.557117986101305807e-01,6.362903989240549230e-01,6.347596960757901918e-01
2.537550351758413036e+00,4.474242537576812451e-01,1.447971176878800476e-02,1.107273154150404011e-02
2.397825754339342197e+00,3.302386259318861872e-01,9.577357269872374332e-03,1.028142022854439813e-02
1.176199538997645622e+00,6.324942393697835508e-01,4.348872657687261056e-01,4.383980879909277206e-01
1.893604465360702926e+00,6.260581182747761986e-01,1.367833403115598923e-01,1.360711364177268345e-01
1.161458768422234167e+00,6.790802404329375763e-01,4.374874034827875291e-01,4.369437349774739077e-01
5.509392045811651872e-01,3.843296299860610166e-01,6.562522677486740674e-01,6.497558704384513995e-01
1.450424315169529299e+00,4.796607255723256413e-01,1.597494946629691437e-01,1.632142961463624864e-01
2.177280882714228039e+00,8.600411797317926155e-01,2.476992462356197300e-01,2.473008209590486783e-01
1.967608224780135862e+00,8.230531445752442554e-01,2.094917812108887667e-01,2.060095140843129224e-01
1.903253124307967781e+00,7.112921368335272110e-01,1.541196946401359180e-01,1.540013808027993758e-01
1.564681951158949147e+00,7.808706960445760403e-01,2.744493675601167304e-01,2.732582915744830032e-01
2.461846487454720123e+00,5.249944976414804287e-01,2.900806907893748593e-02,3.026395893223511949e-02
2.889130562073773056e+00,8.510991313847200423e-01,1.700926980862712823e-01,1.743991927602663305e-01
6.983291236978943495e-01,3.338272378405205409e-01,4.682174815478981622e-01,4.666071244642887583e-01
7.860134264310718599e-01,3.884511568733285403e-01,4.427199539145726948e-01,4.430311234645929463e-01
2.274844835297607837e+00,3.388919216243879151e-01,1.343466791592565386e-02,1.266515921872607593e-02
2.438185095957637660e+00,4.031670333344730128e-01,1.353704003979857087e-02,1.220828026217753506e-02
1.733204527561165831e+00,7.908026109826231664e-01,2.316604966687368372e-01,2.325808812770908396e-01
8.337980641963494977e-01,8.171687118437636066e-01,6.445445581866053875e-01,6.476394818538072640e-01
1.335350669010422875e+00,7.118000110433184702e-01,3.411362396170380951e-01,3.420162099228036823e-01
1.673700590648165454e+00,6.637201919080777390e-01,2.036198547650306667e-01,2.027665519625893031e-01
2.138531457642105948e+00,7.567017934901596465e-01,1.286336488643249343e-01,1.296705107353421371e-01
1.407737630672196705e+00,7.196310170277646634e-01,3.098477539957306126e-01,3.103210756579899421e-01
1.770157588789486924e+00,8.668043661869651029e-01,3.295687951509406188e-01,3.311990862266045443e-01
2.348908523158682371e+00,8.395391207196547523e-01,1.794514822976345236e-01,1.783482890023782574e-01
2.222022265693103016e+00,4.100257748092491217e-01,2.257778773514266049e-02,2.285342648926820888e-02
1.149048327260484115e+00,7.138085380328533791e-01,4.397715503032982864e-01,4.430663578705864025e-01
1.014924405797933860e+00,7.717391248037177576e-01,5.224838508264876280e-01,5.225219589768992368e-01
1.935405562402313429e+00,7.391217099377860311e-01,1.569152102052161490e-01,1.588693604737356491e-01
2.634706437538691937e+00,7.989947617291003334e-01,9.932378695488575104e-02,9.930295801201938222e-02
2.917671961325685626e+00,7.272765628040336328e-01,4.449006178534811728e-02,4.463143165994957334e-02
8.001333761714558568e-01,7.938247495642005713e-01,6.633581963054252517e-01,6.618731049110987419e-01
2.337120242602431119e+00,7.114563536039638647e-01,8.521942135505361504e-02,9.091893248479092360e-02
1.153277495389348539e+00,5.936804848590420125e-01,4.309894996562136926e-01,4.333855535486110244e-01
1.159294742951375357e+00,5.045622489324084192e-01,3.074765323721853072e-01,3.098378577256600819e-01
1.828108141153671262e+00,8.219561665938723838e-01,2.366668218169771243e-01,2.389822419647612828e-01
2.831614920127869972e+00,3.371121062617610242e-01,3.668333319244076671e-03,1.628522412875335786e-03
1.228741807987955958e+00,5.903869065370297431e-01,3.776506848298412655e-01,3.761339104363645713e-01
8.078996242488216684e-01,3.979301693426560149e-01,4.338077496487814932e-01,4.334451063252839909e-01
1.301636303390948823e+00,3.542635018401878999e-01,1.379279649515066097e-01,1.345654403245471753e-01
1.274508247796084515e+00,4.648370780127283330e-01,2.133867799355934902e-01,2.115796014345256437e-01
2.727261531467900291e+00,5.696475400586816784e-01,2.567524387513767103e-02,2.733503847815502152e-02
2.163128224245506104e+00,8.232670347546056089e-01,1.775023918128422751e-01,1.732322215771377460e-01
2.310602097973537106e+00,6.836785477641189601e-01,8.148204475284107073e-02,7.968125522847403774e-02
1.585403806532525772e+00,3.914675903033917881e-01,8.417633178342383282e-02,8.396809022500192898e-02
1.890364853337251461e+00,8.929541377993746032e-01,4.279036373766231804e-01,4.277088709516093101e-01
2.364789644229343235e+00,3.918921074585385300e-01,1.487287737666078032e-02,1.480015270244099297e-02
5.979315230029864647e-01,6.885021599992307006e-01,9.004851247807553749e-01,8.989505844400413892e-01
2.607655297928166860e+00,6.492084671619939851e-01,4.776374517152552623e-02,4.957642162082324944e-02
2.303092122289240873e+00,4.669088213917946817e-01,2.654597359225005851e-02,2.181025975853413679e-02
6.082769908292874339e-01,8.960704660391496379e-01,8.219001987268295117e-01,8.227258168367004298e-01
2.242211350679194304e+00,6.017170817658830106e-01,7.100794353694414585e-02,6.797283676225238103e-02
1.402764341664494374e+00,6.441564796263323789e-01,3.066939816942076957e-01,3.052336263322474874e-01
6.868678785501274309e-01,7.284415421563277260e-01,7.712581328465735186e-01,7.711033494773681385e-01
2.267883595700468824e+00,3.141826252017602128e-01,1.183349791333183389e-02,1.504581591207921482e-02
2.236572765280734121e+00,4.530937021999457137e-01,2.799672491380525430e-02,2.616531838309734195e-02
2.057454165401729096e+00,6.459022915792149711e-01,1.097112811455511344e-01,1.068060715478985623e-01
1.281852767932809334e+00,4.825598195440536919e-01,2.246525360346324496e-01,2.265972984739116902e-01
8.166251594331176422e-01,4.370755534694610311e-01,4.656915772549822807e-01,4.655175959151664489e-01
1.010009646022814511e+00,6.288652073793090658e-01,5.599099072497418783e-01,5.599289447510811257e-01
1.514351715016851063e+00,4.976204286109070507e-01,1.524693125288917595e-01,1.535866329948616105e-01
1.210848475027221927e+00,7.578350235656701184e-01,4.102485037130801926e-01,4.122512088687231846e-01
1.467600400206349409e+00,7.017714868088373859e-01,2.822417121986051103e-01,2.825554998596067624e-01
1.283897808985311695e+00,6.834086689208080934e-01,3.664008831455890514e-01,3.621688330238807541e-01
2.811425399467634367e+00,3.098436400376112787e-01,3.182312773440809737e-03,2.764555018113583687e-03
1.743988501770492139e+00,5.379166094265197540e-01,1.208804076348712064e-01,1.209175047543502857e-01
2.684488358315967105e+00,3.132032275001729316e-01,4.386026242507068580e-03,2.061262225822588830e-03
7.656916082095917009e-01,6.749439159730962201e-01,7.521363479614173730e-01,7.500803097553236931e-01
2.486685322365066231e+00,3.430024410142727964e-01,8.420786085001344054e-03,9.693302986111162339e-03
2.451324888720315620e+00,8.556792560508019729e-01,2.084810377755532684e-01,2.089670154303820415e-01
2.112030892247758196e+00,3.653162459317928490e-01,2.264858901692284182e-02,2.083006027729088910e-02
1.599022324321133226e+00,7.475744826093697615e-01,2.472870069341780996e-01,2.484102755821351594e-01
2.756203358493909850e+00,7.309096945656534672e-01,5.479695469231633809e-02,5.506242620477774796e-02
2.259740658026144988e+00,5.681167929947650297e-01,5.700933987112666995e-02,5.441596267947437782e-02
1.649247325261337771e+00,4.976876580838811570e-01,1.171832773101336850e-01,1.166292676242534770e-01
2.738342514313979681e+00,7.479467349792684461e-01,6.180963200213186737e-02,5.917271911467582995e-02
2.987499533025482990e+00,7.118057933024820594e-01,3.738026933194947554e-02,3.564464542212969489e-02
2.170493879184892005e+00,3.214823418820380030e-01,1.555880497284678129e-02,1.615784506142118465e-02
1.344056316631933701e+00,5.933742518956299783e-01,3.142032978449311731e-01,3.117449487736017599e-01
8.218073335541765667e-01,4.749619421505302252e-01,5.073411269395076140e-01,5.048386940324692818e-01
1.291052644975996255e+00,4.561132772876163588e-01,2.001373914677535004e-01,2.008884498952588915e-01
2.842205892808704615e+00,7.519663378206851156e-01,5.678367132266375072e-02,5.475876198861319433e-02
1.919632680880411169e+00,6.568312394644755248e-01,1.384236265431149915e-01,1.378718769823917001e-01
1.311318389356562975e+00,7.830821014190514351e-01,3.719543699040218088e-01,3.714450893043592661e-01
2.580272194364605642e+00,5.835446079591397606e-01,3.641598647267760974e-02,3.608780082642078918e-02
1.549126993141262343e+00,5.839009023312558000e-01,2.148055563429039361e-01,2.155646887957936852e-01
2.241890048120258605e+00,5.636766275551912120e-01,5.714488394363473334e-02,5.627329609116854536e-02
2.982998133470635693e+00,6.069449452524233735e-01,2.217554025713088656e-02,2.061815794613371805e-02
2.162769180277852143e+00,3.135817878027567507e-01,1.515745097285075248e-02,1.422766364099437020e-02
2.324112196103590211e+00,3.412901719419763058e-01,1.214593746600827265e-02,1.447577298786169309e-02
1.209263380513467601e+00,3.793396949665908680e-01,1.838259941292887112e-01,1.856906970871469442e-01
2.627421143532114201e+00,6.513122924918318679e-01,4.672105400949037868e-02,4.661121944243155901e-02
1.424868841106359696e+00,7.864613737175670805e-01,3.271131105535030614e-01,3.295777957908421762e-01
2.265001698233454874e+00,4.916753825614584850e-01,3.352915717471957602e-02,3.495062661694563894e-02
6.528393149198106205e-01,5.590190864662486492e-01,8.528933422441640211e-01,8.507421058594327734e-01
1.569283275650946496e+00,4.359754954638863644e-01,1.045623034566323523e-01,1.075929645263491302e-01
2.309995789426919188e+00,6.636173859343309500e-01,7.754062602735198317e-02,8.315508687194682336e-02
1.078692963796216819e+00,3.291882398411860589e-01,2.094553788724587418e-01,2.101833503051336871e-01
1.856176591938417886e+00,3.890943842260435326e-01,4.554426377125345149e-02,4.229681566866127368e-02
1.959786997475898351e+00,7.863435263162319444e-01,1.771809432209917601e-01,1.801892860767828897e-01
2.189062368487136201e+00,5.110588874146775318e-01,4.412213997226643869e-02,4.534435571237095675e-02
1.911090298704200441e+00,8.930690030075463248e-01,4.272132531325029126e-01,4.269986574957185255e-01
1.616776404411627066e+00,6.723892023930038153e-01,2.233179126173892026e-01,2.192415821855944746e-01
1.306415850370294951e+00,4.748057220703887360e-01,2.079800485212394412e-01,2.077720812181410304e-01
1.857930373284487180e+00,6.809600469438783499e-01,1.569055894655811967e-01,1.563035302191870257e-01
7.607904626770265466e-01,8.768757908631159559e-01,7.207014952136663322e-01,7.200679868936979977e-01
1.178413590648009990e+00,3.198105635403806768e-01,1.621341898519864100e-01,1.612892591822121247e-01
2.728273839124565558e+00,8.560826411000737046e-01,1.930786766384752773e-01,1.950066188445717663e-01
7.942824532730903275e-01,7.587815871360577002e-01,6.712676944383102473e-01,6.704236019521732093e-01
1.717059228358227108e+00,8.573109384283639223e-01,3.174488058019894199e-01,3.183141949411967819e-01
2.720789583931606970e+00,7.771462968686455586e-01,7.700125371530898433e-02,7.317962434068892019e-02
2.514130123663694150e+00,8.924685567060046676e-01,4.286771725885924478e-01,4.266959834052821976e-01
1.140625914341670377e+00,4.039282456316788394e-01,2.291751350806125465e-01,2.291613598722008760e-01
1.577706439938368455e+00,7.236895794841577967e-01,2.462993542952735260e-01,2.445129031802637243e-01
1.279127450111981590e+00,3.535991397405773284e-01,1.447507695173620434e-01,1.448289321409610975e-01
1.100306202400329392e+00,5.805772498293177986e-01,4.540083023362039283e-01,4.539109885904751840e-01
1.302053292085242120e+00,8.592439798762401271e-01,4.439987038085210780e-01,4.443808538458435264e-01
2.738485863381709962e+00,8.286757974201588439e-01,1.267805032228924711e-01,1.261223052049272597e-01
2.601898524879535213e+00,6.651644209674376640e-01,5.079825441772964356e-02,5.208192322156857124e-02
1.889518346025934825e+00,5.515105958075388060e-01,9.990141858075057835e-02,9.717615627174321091e-02
1.911248278755794949e+00,8.134596574651831169e-01,2.097871877397727292e-01,2.089909769289076680e-01
1.639350448408806393e+00,5.470485947054795073e-01,1.540299801159246973e-01,1.570941930480407867e-01
2.246058023375010038e+00,3.122121746412833687e-01,1.232338573619570776e-02,1.149322133185970256e-02
2.505808316014674464e+00,4.328079581934016762e-01,1.407339895312430429e-02,1.715532178378835135e-02
1.610507893256375667e+00,6.305465061184638564e-01,2.181137078919641870e-01,2.188206311352968170e-01
2.433718156577602265e+00,5.765166033923954103e-01,4.454430350812405015e-02,4.407325276679258802e-02
2.884419914069776603e+00,8.794124626878654372e-01,3.241914786191331110e-01,3.243791154346578609e-01
2.186117826698304789e+00,5.456146703297469758e-01,5.596128983649886757e-02,5.917346716144979146e-02
2.392271754988421595e+00,5.986962795026560258e-01,5.453581199410609259e-02,5.391340970394171983e-02
7.227774026956084175e-01,4.748549754563703429e-01,5.965365818274774856e-01,5.943152423142733509e-01
1.128088361208401835e+00,4.462896772834666903e-01,2.671799614394718136e-01,2.681925144726651222e-01
1.309752680977725348e+00,3.270389152032339153e-01,1.227951960634264261e-01,1.242450714535817680e-01
1.442914236102561532e+00,3.895207830566407292e-01,1.144245976179209673e-01,1.161493892089421609e-01
2.391986825212566004e+00,8.707237886394525450e-01,2.687079209378792632e-01,2.656618812421152609e-01
9.339157769363530814e-01,5.259036752837942252e-01,4.936015126641019601e-01,4.944095795606128219e-01
1.111481949035113104e+00,4.341110686644077399e-01,2.659534265198907899e-01,2.660985437999929815e-01
1.690223725539662603e+00,6.309952033019488038e-01,1.919117940228923236e-01,1.914236187342237550e-01
2.582691787485734025e+00,5.846215355848785045e-01,3.653107568718560322e-02,3.559096854360748602e-02
1.639429069945812500e+00,7.245712012996696760e-01,2.266063425565655320e-01,2.275508039019667472e-01
2.456498384052086426e+00,8.845330361611338787e-01,3.504691687979588077e-01,3.503389051884595040e-01
1.336925778286404798e+00,4.460545028383298138e-01,1.759990067633252497e-01,1.759108477137640014e-01
1.508920757672710833e+00,6.352929191375207285e-01,2.580301631951919528e-01,2.620405766169598416e-01
1.699249594250578754e+00,4.990476126908114374e-01,1.069586915707158303e-01,1.070768958827297973e-01
9.136750684405587908e-01,8.194389122362804034e-01,5.960926730514644056e-01,5.937743599487841362e-01
1.339128810490302746e+00,4.337860990791173599e-01,1.676649335535903285e-01,1.658206581011061331e-01
