t,V,m,n,dV_dt,dV_dt_noisy
9.271854370874174833e+01,2.518056836928453279e+01,3.733064480038945643e-01,6.266905374627903536e-01,-4.264690672606263888e-06,-1.485134041233210911e-01
9.273854770954191906e+01,2.518056828386965051e+01,3.733064507526543396e-01,6.266905429524914917e-01,-4.253045153612688978e-06,5.699468599285770765e-01
9.275855171034207558e+01,2.518056819868709795e+01,3.733064534939386503e-01,6.266905484272629057e-01,-4.241431330931355603e-06,2.396011478084042190e-01
9.277855571114223210e+01,2.518056811373632087e+01,3.733064562277649268e-01,6.266905538871397896e-01,-4.229849127179718948e-06,2.361283054983490115e-01
9.279855971194238862e+01,2.518056802901676150e+01,3.733064589541506550e-01,6.266905593321574486e-01,-4.218298459646163678e-06,2.315377964799572030e-01
9.281856371274255935e+01,2.518056794452786917e+01,3.733064616731132657e-01,6.266905647623508546e-01,-4.206779252280412607e-06,-2.039852974161263655e-01
9.283856771354271586e+01,2.518056786026908966e+01,3.733064643846701336e-01,6.266905701777550908e-01,-4.195291436026593601e-06,-1.516816346391027803e-01
9.285857171434287238e+01,2.518056777623986875e+01,3.733064670888387448e-01,6.266905755784053511e-01,-4.183834919180284828e-06,-3.626851618466816335e-02
9.287857571514302890e+01,2.518056769243965576e+01,3.733064697856364189e-01,6.266905809643366077e-01,-4.172409630798235014e-06,-3.362566351055754077e-01
9.289857971594319963e+01,2.518056760886790002e+01,3.733064724750805863e-01,6.266905863355837214e-01,-4.161015496939590719e-06,-1.807220111222807568e-01
9.291858371674335615e+01,2.518056752552404731e+01,3.733064751571885664e-01,6.266905916921816644e-01,-4.149652431229000626e-06,1.659753106493038477e-01
9.293858771754351267e+01,2.518056744240755407e+01,3.733064778319776233e-01,6.266905970341654086e-01,-4.138320366053882537e-06,-4.270211618908191786e-01
9.295859171834366919e+01,2.518056735951786607e+01,3.733064804994651875e-01,6.266906023615699262e-01,-4.127019219146710327e-06,-1.800830794559226122e-01
9.297859571914383991e+01,2.518056727685443263e+01,3.733064831596685229e-01,6.266906076744297449e-01,-4.115748908128935568e-06,-2.082827159109869666e-02
9.299859971994399643e+01,2.518056719441671021e+01,3.733064858126048935e-01,6.266906129727799479e-01,-4.104509364166730734e-06,-1.948074701075045573e-02
9.301860372074415295e+01,2.518056711220415167e+01,3.733064884582916187e-01,6.266906182566551742e-01,-4.093300512431063964e-06,-7.276560722491206244e-03
9.303860772154430947e+01,2.518056703021620635e+01,3.733064910967459071e-01,6.266906235260901736e-01,-4.082122268322940783e-06,-1.534581161936648397e-01
9.305861172234448020e+01,2.518056694845233423e+01,3.733064937279849671e-01,6.266906287811194742e-01,-4.070974559233775381e-06,1.812635739552133085e-01
9.307861572314463672e+01,2.518056686691198109e+01,3.733064963520261181e-01,6.266906340217779370e-01,-4.059857304894443075e-06,-4.735754432288969973e-01
9.309861972394479324e+01,2.518056678559461048e+01,3.733064989688864577e-01,6.266906392481000898e-01,-4.048770433917603384e-06,8.255776221665811487e-02
9.311862372474494975e+01,2.518056670449967527e+01,3.733065015785831942e-01,6.266906444601204607e-01,-4.037713872029335960e-06,-3.035147151830484558e-01
9.313862772554510627e+01,2.518056662362662834e+01,3.733065041811335361e-01,6.266906496578736885e-01,-4.026687537850293097e-06,-1.460395628835589876e-01
9.315863172634527700e+01,2.518056654297493324e+01,3.733065067765545808e-01,6.266906548413941902e-01,-4.015691352998729258e-06,-1.548235261189642720e-02
9.317863572714543352e+01,2.518056646254404285e+01,3.733065093648635369e-01,6.266906600107163827e-01,-4.004725248307750007e-06,3.212277951494897366e-01
9.319863972794559004e+01,2.518056638233342071e+01,3.733065119460774461e-01,6.266906651658746830e-01,-3.993789143619252968e-06,-1.831446468599350341e-01
9.321864372874574656e+01,2.518056630234251969e+01,3.733065145202134061e-01,6.266906703069036189e-01,-3.982882963882161675e-06,-2.905249426482208186e-01
9.323864772954591729e+01,2.518056622257080690e+01,3.733065170872885696e-01,6.266906754338373853e-01,-3.972006633490288152e-06,1.944722719212919337e-01
9.325865173034607380e+01,2.518056614301773521e+01,3.733065196473199787e-01,6.266906805467103991e-01,-3.961160079946068890e-06,-1.740209514166533855e-02
9.327865573114623032e+01,2.518056606368277173e+01,3.733065222003246753e-01,6.266906856455568553e-01,-3.950343223424468420e-06,1.899799790703134237e-03
9.329865973194638684e+01,2.518056598456537643e+01,3.733065247463197012e-01,6.266906907304109486e-01,-3.939555990206677905e-06,1.117281070409955612e-01
9.331866373274655757e+01,2.518056590566500930e+01,3.733065272853220429e-01,6.266906958013070961e-01,-3.928798302466063319e-06,2.002665867659971788e-01
9.333866773354671409e+01,2.518056582698113743e+01,3.733065298173486868e-01,6.266907008582791594e-01,-3.918070096253778445e-06,3.137484803007119238e-02
9.335867173434687061e+01,2.518056574851322438e+01,3.733065323424167303e-01,6.266907059013615555e-01,-3.907371283196070522e-06,-4.232089195421129824e-01
9.337867573514702713e+01,2.518056567026073012e+01,3.733065348605429934e-01,6.266907109305881463e-01,-3.896701797012624979e-06,-4.177967223451960893e-02
9.339867973594719786e+01,2.518056559222312529e+01,3.733065373717445179e-01,6.266907159459930154e-01,-3.886061557878406347e-06,3.705825886349994967e-03
9.341868373674735437e+01,2.518056551439987345e+01,3.733065398760381792e-01,6.266907209476103580e-01,-3.875450494517096445e-06,-2.324802771189424799e-01
9.343868773754751089e+01,2.518056543679043813e+01,3.733065423734409638e-01,6.266907259354739246e-01,-3.864868530323306572e-06,-2.056076854778960683e-01
9.345869173834766741e+01,2.518056535939428997e+01,3.733065448639697470e-01,6.266907309096177991e-01,-3.854315592577428617e-06,1.272478357953892025e-01
9.347869573914783814e+01,2.518056528221089607e+01,3.733065473476413487e-01,6.266907358700757324e-01,-3.843791602342605529e-06,4.859392169127427219e-02
9.349869973994799466e+01,2.518056520523972708e+01,3.733065498244726999e-01,6.266907408168816973e-01,-3.833296497779414835e-06,-1.818567072596928846e-01
9.351870374074815118e+01,2.518056512848024653e+01,3.733065522944806203e-01,6.266907457500695555e-01,-3.822830188959791542e-06,1.123230419655176227e-01
9.353870774154830769e+01,2.518056505193192862e+01,3.733065547576819854e-01,6.266907506696730579e-01,-3.812392613378179362e-06,2.654333885352772038e-02
9.355871174234847842e+01,2.518056497559424400e+01,3.733065572140935040e-01,6.266907555757259551e-01,-3.801983697648836369e-06,-2.593415211489266126e-01
9.357871574314863494e+01,2.518056489946665977e+01,3.733065596637321071e-01,6.266907604682618871e-01,-3.791603357505834992e-06,-5.540476019137829944e-02
9.359871974394879146e+01,2.518056482354865011e+01,3.733065621066145034e-01,6.266907653473146045e-01,-3.781251527890105990e-06,-2.636950699971319367e-01
9.361872374474894798e+01,2.518056474783968923e+01,3.733065645427574575e-01,6.266907702129177471e-01,-3.770928133084439082e-06,-1.735661619101109832e-01
9.363872774554911871e+01,2.518056467233924778e+01,3.733065669721777891e-01,6.266907750651048437e-01,-3.760633102478649903e-06,5.990024822433791946e-02
9.365873174634927523e+01,2.518056459704679995e+01,3.733065693948920960e-01,6.266907799039096449e-01,-3.750366360355528172e-06,-2.458386574993000062e-01
9.367873574714943175e+01,2.518056452196181993e+01,3.733065718109171982e-01,6.266907847293654577e-01,-3.740127834661599593e-06,-2.502470308316724901e-01
9.369873974794958826e+01,2.518056444708378194e+01,3.733065742202697490e-01,6.266907895415059215e-01,-3.729917449568631582e-06,7.510211283309022046e-02
9.371874374874975899e+01,2.518056437241216372e+01,3.733065766229664573e-01,6.266907943403644543e-01,-3.719735136131774311e-06,-2.024946531401916605e-01
9.373874774954991551e+01,2.518056429794643947e+01,3.733065790190239763e-01,6.266907991259743627e-01,-3.709580815858259939e-06,-5.517866565314478999e-02
9.375875175035007203e+01,2.518056422368608693e+01,3.733065814084589595e-01,6.266908038983692864e-01,-3.699454423355952315e-06,-5.093175942067610512e-02
9.377875575115022855e+01,2.518056414963058387e+01,3.733065837912880047e-01,6.266908086575823100e-01,-3.689355883240708067e-06,-3.282225398156534552e-02
9.379875975195039928e+01,2.518056407577940803e+01,3.733065861675277097e-01,6.266908134036468514e-01,-3.679285119240205404e-06,7.590956600385598274e-02
9.381876375275055580e+01,2.518056400213204071e+01,3.733065885371947834e-01,6.266908181365961061e-01,-3.669242065407196662e-06,-8.716245448868438495e-02
9.383876775355071231e+01,2.518056392868795967e+01,3.733065909003056571e-01,6.266908228564633809e-01,-3.659226645469360051e-06,-1.557418903263622090e-01
9.385877175435086883e+01,2.518056385544664622e+01,3.733065932568769840e-01,6.266908275632818714e-01,-3.649238790592868042e-06,-9.298238242442881385e-02
9.387877575515103956e+01,2.518056378240758164e+01,3.733065956069253621e-01,6.266908322570847734e-01,-3.639278425948688778e-06,2.329799129069161645e-01
9.389877975595119608e+01,2.518056370957024370e+01,3.733065979504671672e-01,6.266908369379050603e-01,-3.629345479816414866e-06,1.864666664403448193e-01
9.391878375675135260e+01,2.518056363693411726e+01,3.733066002875190526e-01,6.266908416057759279e-01,-3.619439880919728125e-06,-1.098707614576294699e-02
9.393878775755150912e+01,2.518056356449868716e+01,3.733066026180974495e-01,6.266908462607304608e-01,-3.609561560202756425e-06,2.464649141723527226e-01
9.395879175835167985e+01,2.518056349226343116e+01,3.733066049422187893e-01,6.266908509028015217e-01,-3.599710441393177973e-06,1.421433445121649541e-01
9.397879575915183636e+01,2.518056342022784122e+01,3.733066072598996699e-01,6.266908555320221952e-01,-3.589886460320101946e-06,-2.151272283595845325e-01
9.399879975995199288e+01,2.518056334839139865e+01,3.733066095711564114e-01,6.266908601484253438e-01,-3.580089541044273460e-06,3.030625268821365847e-01
9.401880376075214940e+01,2.518056327675358474e+01,3.733066118760055008e-01,6.266908647520439413e-01,-3.570319607071326118e-06,5.614425141398772245e-01
9.403880776155232013e+01,2.518056320531389503e+01,3.733066141744633137e-01,6.266908693429107391e-01,-3.560576596228770541e-06,7.279358269089725164e-02
9.405881176235247665e+01,2.518056313407180724e+01,3.733066164665462816e-01,6.266908739210587109e-01,-3.550860433243485659e-06,-3.247483611196513298e-01
9.407881576315263317e+01,2.518056306302681335e+01,3.733066187522707802e-01,6.266908784865204973e-01,-3.541171049503688550e-06,3.008307444080627890e-01
9.409881976395278969e+01,2.518056299217840177e+01,3.733066210316531852e-01,6.266908830393288499e-01,-3.531508372622838010e-06,1.222180425020791550e-01
9.411882376475296041e+01,2.518056292152606090e+01,3.733066233047098170e-01,6.266908875795166312e-01,-3.521872333656084209e-06,-2.146308555077058866e-02
9.413882776555311693e+01,2.518056285106927916e+01,3.733066255714569404e-01,6.266908921071163707e-01,-3.512262860994042057e-06,-4.076365554423333482e-01
9.415883176635327345e+01,2.518056278080754851e+01,3.733066278319109865e-01,6.266908966221608202e-01,-3.502679886024928635e-06,-2.080023298972746848e-02
9.417883576715342997e+01,2.518056271074035735e+01,3.733066300860881648e-01,6.266909011246823979e-01,-3.493123334585845896e-06,-6.020941776275055141e-02
9.419883976795360070e+01,2.518056264086720120e+01,3.733066323340047954e-01,6.266909056147138557e-01,-3.483593141950791505e-06,-6.335431558997438317e-02
9.421884376875375722e+01,2.518056257118756491e+01,3.733066345756771431e-01,6.266909100922876119e-01,-3.474089230848242948e-06,-8.449654106665986653e-02
9.423884776955391374e+01,2.518056250170094756e+01,3.733066368111213618e-01,6.266909145574361961e-01,-3.464611537884465520e-06,1.927907559981097974e-01
9.425885177035407025e+01,2.518056243240684111e+01,3.733066390403538271e-01,6.266909190101920268e-01,-3.455159991894163340e-06,-8.441270377369504418e-02
9.427885577115424098e+01,2.518056236330474107e+01,3.733066412633906372e-01,6.266909234505875226e-01,-3.445734521934085137e-06,8.653546818621354886e-02
9.429885977195439750e+01,2.518056229439413940e+01,3.733066434802480016e-01,6.266909278786549908e-01,-3.436335056727912729e-06,-3.821663737970629748e-01
9.431886377275455402e+01,2.518056222567453162e+01,3.733066456909421293e-01,6.266909322944269611e-01,-3.426961534325201342e-06,-1.981223452925614803e-01
9.433886777355471054e+01,2.518056215714541679e+01,3.733066478954891743e-01,6.266909366979356300e-01,-3.417613876122160832e-06,-1.380938455042664747e-03
9.435887177435488127e+01,2.518056208880629043e+01,3.733066500939052901e-01,6.266909410892131937e-01,-3.408292020390391031e-06,-1.786485197930010038e-01
9.437887577515503779e+01,2.518056202065664806e+01,3.733066522862065750e-01,6.266909454682919600e-01,-3.398995894188239220e-06,7.812863364010276535e-03
9.439887977595519430e+01,2.518056195269598874e+01,3.733066544724091274e-01,6.266909498352040142e-01,-3.389725425351208798e-06,-9.734764298298670404e-03
9.441888377675535082e+01,2.518056188492381153e+01,3.733066566525290453e-01,6.266909541899816638e-01,-3.380480552150899598e-06,3.821162325169211171e-02
9.443888777755552155e+01,2.518056181733961552e+01,3.733066588265824270e-01,6.266909585326569943e-01,-3.371261203310993437e-06,-6.582317305772565630e-02
9.445889177835567807e+01,2.518056174994289975e+01,3.733066609945853709e-01,6.266909628632619800e-01,-3.362067303003257734e-06,1.283635183165900973e-01
9.447889577915583459e+01,2.518056168273316686e+01,3.733066631565538085e-01,6.266909671818287064e-01,-3.352898798603121122e-06,-2.725295837995352355e-01
9.449889977995599111e+01,2.518056161570991947e+01,3.733066653125038936e-01,6.266909714883892590e-01,-3.343755607732035173e-06,-7.962442484211412763e-02
9.451890378075616184e+01,2.518056154887265663e+01,3.733066674624515024e-01,6.266909757829755012e-01,-3.334637669438755836e-06,3.064179585739407186e-01
9.453890778155631835e+01,2.518056148222088098e+01,3.733066696064127332e-01,6.266909800656194074e-01,-3.325544907561983621e-06,-8.301976597850807549e-02
9.455891178235647487e+01,2.518056141575409512e+01,3.733066717444035176e-01,6.266909843363528410e-01,-3.316477263259898223e-06,3.081889665891415220e-01
9.457891578315663139e+01,2.518056134947180880e+01,3.733066738764397874e-01,6.266909885952076653e-01,-3.307434662813690807e-06,7.068901689860122850e-02
9.459891978395680212e+01,2.518056128337352106e+01,3.733066760025375297e-01,6.266909928422157439e-01,-3.298417041941448247e-06,-4.710837255018842512e-02
9.461892378475695864e+01,2.518056121745873810e+01,3.733066781227126762e-01,6.266909970774088290e-01,-3.289424330588097689e-06,1.876039212814262919e-02
9.463892778555711516e+01,2.518056115172696607e+01,3.733066802369811032e-01,6.266910013008185620e-01,-3.280456458254477070e-06,3.212144520386344126e-01
9.465893178635727168e+01,2.518056108617771471e+01,3.733066823453586869e-01,6.266910055124768064e-01,-3.271513370650680486e-06,-6.224350052980805181e-02
9.467893578715744241e+01,2.518056102081048664e+01,3.733066844478613588e-01,6.266910097124152035e-01,-3.262594984954070298e-06,-2.221372139153952874e-01
9.469893978795759892e+01,2.518056095562479157e+01,3.733066865445049398e-01,6.266910139006652836e-01,-3.253701237104777988e-06,1.012520496180925184e-01
9.471894378875775544e+01,2.518056089062013925e+01,3.733066886353052505e-01,6.266910180772587990e-01,-3.244832070259384693e-06,1.449842941834643684e-01
9.473894778955791196e+01,2.518056082579603938e+01,3.733066907202781115e-01,6.266910222422271692e-01,-3.235987402261386592e-06,1.724759231147175997e-01
9.475895179035808269e+01,2.518056076115199815e+01,3.733066927994393991e-01,6.266910263956019245e-01,-3.227167177710654755e-06,-3.046071967435802774e-01
9.477895579115823921e+01,2.518056069668752883e+01,3.733066948728048784e-01,6.266910305374147061e-01,-3.218371326552116329e-06,8.080347127975863464e-02
9.479895979195839573e+01,2.518056063240214471e+01,3.733066969403902591e-01,6.266910346676967114e-01,-3.209599784170791281e-06,1.450851841043652828e-02
9.481896379275855224e+01,2.518056056829535194e+01,3.733066990022113618e-01,6.266910387864794707e-01,-3.200852471740844862e-06,-4.882072971932840955e-02
9.483896779355872297e+01,2.518056050436667093e+01,3.733067010582838963e-01,6.266910428937944033e-01,-3.192129342410865434e-06,-9.401390648715438059e-02
9.485897179435887949e+01,2.518056044061560783e+01,3.733067031086236276e-01,6.266910469896728175e-01,-3.183430317243995944e-06,9.444295110980288621e-02
9.487897579515903601e+01,2.518056037704167949e+01,3.733067051532461544e-01,6.266910510741460216e-01,-3.174755335622059249e-06,-1.302953570526505303e-02
9.489897979595919253e+01,2.518056031364439917e+01,3.733067071921672975e-01,6.266910551472452129e-01,-3.166104323937268816e-06,-8.819071060447970789e-03
9.491898379675936326e+01,2.518056025042328372e+01,3.733067092254027108e-01,6.266910592090015886e-01,-3.157477220683269081e-06,4.010381846995695332e-01
9.493898779755951978e+01,2.518056018737784996e+01,3.733067112529679377e-01,6.266910632594464570e-01,-3.148873964020637573e-06,1.181728232743252741e-02
9.495899179835967630e+01,2.518056012450761116e+01,3.733067132748787431e-01,6.266910672986109043e-01,-3.140294480674654665e-06,-2.318344505625037633e-01
9.497899579915983281e+01,2.518056006181208417e+01,3.733067152911506703e-01,6.266910713265260169e-01,-3.131738712247589262e-06,-1.844306769871328633e-01
9.499899979995998933e+01,2.518055999929079292e+01,3.733067173017993734e-01,6.266910753432228809e-01,-3.123206586463922463e-06,-1.525925832742350274e-01
9.501900380076016006e+01,2.518055993694324712e+01,3.733067193068403955e-01,6.266910793487324716e-01,-3.114698041040142584e-06,-3.232315703188817224e-01
9.503900780156031658e+01,2.518055987476897428e+01,3.733067213062893352e-01,6.266910833430859862e-01,-3.106213015136027877e-06,2.173340629717081529e-01
9.505901180236047310e+01,2.518055981276748767e+01,3.733067233001617913e-01,6.266910873263141779e-01,-3.097751432812323458e-06,3.722028056620325653e-01
9.507901580316062962e+01,2.518055975093831123e+01,3.733067252884731957e-01,6.266910912984481330e-01,-3.089313243664904007e-06,-1.267095942848528167e-01
9.509901980396080035e+01,2.518055968928096533e+01,3.733067272712391471e-01,6.266910952595186046e-01,-3.080898369534068593e-06,1.813626444043428543e-01
9.511902380476095686e+01,2.518055962779497392e+01,3.733067292484751332e-01,6.266910992095565680e-01,-3.072506753909465260e-06,-1.509152086412924587e-01
9.513902780556111338e+01,2.518055956647985383e+01,3.733067312201966415e-01,6.266911031485926653e-01,-3.064138325514775829e-06,-1.379852617221582201e-01
9.515903180636126990e+01,2.518055950533513254e+01,3.733067331864191596e-01,6.266911070766578717e-01,-3.055793022732622433e-06,-3.514813788117202575e-01
9.517903580716144063e+01,2.518055944436033400e+01,3.733067351471581197e-01,6.266911109937827185e-01,-3.047470782058248062e-06,-1.266066706834251092e-02
9.519903980796159715e+01,2.518055938355498213e+01,3.733067371024289538e-01,6.266911148999980696e-01,-3.039171538099516567e-06,2.461306929562596113e-01
9.521904380876175367e+01,2.518055932291859733e+01,3.733067390522470941e-01,6.266911187953345674e-01,-3.030895229572116989e-06,2.521590978350427559e-01
9.523904780956191019e+01,2.518055926245071419e+01,3.733067409966279726e-01,6.266911226798228540e-01,-3.022641788641422522e-06,1.049756136390531669e-01
9.525905181036208091e+01,2.518055920215085308e+01,3.733067429355869105e-01,6.266911265534933495e-01,-3.014411151247564646e-06,-5.445855372624280183e-02
9.527905581116223743e+01,2.518055914201853795e+01,3.733067448691392842e-01,6.266911304163768071e-01,-3.006203254884987075e-06,2.405699736858059601e-01
9.529905981196239395e+01,2.518055908205330695e+01,3.733067467973005260e-01,6.266911342685037578e-01,-2.998018038935512664e-06,3.478675199563437404e-01
9.531906381276255047e+01,2.518055902225467690e+01,3.733067487200859014e-01,6.266911381099043998e-01,-2.989855430457488694e-06,-1.540487262490131959e-01
9.533906781356272120e+01,2.518055896262218596e+01,3.733067506375107869e-01,6.266911419406094863e-01,-2.981715375938165380e-06,5.298271168766101324e-02
9.535907181436287772e+01,2.518055890315535805e+01,3.733067525495903927e-01,6.266911457606493263e-01,-2.973597807431893614e-06,-1.072252009517702005e-02
9.537907581516303424e+01,2.518055884385372423e+01,3.733067544563400952e-01,6.266911495700542289e-01,-2.965502661211871782e-06,-1.291978579909224822e-01
9.539907981596319075e+01,2.518055878471681908e+01,3.733067563577751602e-01,6.266911533688545033e-01,-2.957429874661521296e-06,-2.357989970943135949e-01
9.541908381676336148e+01,2.518055872574417364e+01,3.733067582539107421e-01,6.266911571570805695e-01,-2.949379387606754221e-06,-1.669668736761733552e-01
9.543908781756351800e+01,2.518055866693531542e+01,3.733067601447621620e-01,6.266911609347625145e-01,-2.941351126217739420e-06,2.197425351693078899e-02
9.545909181836367452e+01,2.518055860828978254e+01,3.733067620303446854e-01,6.266911647019307585e-01,-2.933345045086355185e-06,5.097188864888990700e-02
9.547909581916383104e+01,2.518055854980710251e+01,3.733067639106733560e-01,6.266911684586152775e-01,-2.925361064165521441e-06,2.791091306773513941e-02
9.549909981996400177e+01,2.518055849148681702e+01,3.733067657857634947e-01,6.266911722048463806e-01,-2.917399132273956752e-06,2.562763263912221645e-01
9.551910382076415829e+01,2.518055843332845711e+01,3.733067676556302561e-01,6.266911759406541549e-01,-2.909459183797480364e-06,-1.380723325163313586e-01
9.553910782156431480e+01,2.518055837533156094e+01,3.733067695202887393e-01,6.266911796660685763e-01,-2.901541153121911520e-06,-2.521530697219440120e-01
9.555911182236447132e+01,2.518055831749565954e+01,3.733067713797540987e-01,6.266911833811196209e-01,-2.893644981738496824e-06,-2.362252150944632867e-01
9.557911582316464205e+01,2.518055825982029461e+01,3.733067732340414890e-01,6.266911870858374867e-01,-2.885770607918836106e-06,7.908365701524039393e-02
9.559911982396479857e+01,2.518055820230500075e+01,3.733067750831659537e-01,6.266911907802520387e-01,-2.877917963717280259e-06,-1.079211628323361732e-01
9.561912382476495509e+01,2.518055814494931965e+01,3.733067769271425917e-01,6.266911944643931420e-01,-2.870086995288012588e-06,-3.299654945369944192e-01
9.563912782556511161e+01,2.518055808775278948e+01,3.733067787659865022e-01,6.266911981382907726e-01,-2.862277637794008456e-06,1.850253942160651199e-01
9.565913182636528234e+01,2.518055803071494481e+01,3.733067805997126731e-01,6.266912018019747954e-01,-2.854489830617090718e-06,2.800645911638855456e-01
9.567913582716543885e+01,2.518055797383533445e+01,3.733067824283362590e-01,6.266912054554748535e-01,-2.846723504590364939e-06,3.617264128184084077e-02
9.569913982796559537e+01,2.518055791711348945e+01,3.733067842518721369e-01,6.266912090988208117e-01,-2.838978602981434562e-06,1.287022113191985950e-01
9.571914382876575189e+01,2.518055786054895862e+01,3.733067860703354057e-01,6.266912127320424242e-01,-2.831255067392568492e-06,-2.793436399983200702e-01
9.573914782956592262e+01,2.518055780414128364e+01,3.733067878837409981e-01,6.266912163551694448e-01,-2.823552837760701095e-06,-2.828031892433861549e-01
9.575915183036607914e+01,2.518055774789000267e+01,3.733067896921038464e-01,6.266912199682314055e-01,-2.815871846584272475e-06,3.250688616063239500e-02
9.577915583116623566e+01,2.518055769179466452e+01,3.733067914954390498e-01,6.266912235712580603e-01,-2.808212032912038580e-06,4.193228553729735908e-02
9.579915983196639218e+01,2.518055763585480733e+01,3.733067932937613742e-01,6.266912271642788301e-01,-2.800573344119428043e-06,-3.855097979671907177e-02
9.581916383276656290e+01,2.518055758006998346e+01,3.733067950870858076e-01,6.266912307473234689e-01,-2.792955709707278800e-06,-5.780793295409700217e-02
9.583916783356671942e+01,2.518055752443973105e+01,3.733067968754272825e-01,6.266912343204212865e-01,-2.785359073831372712e-06,-1.257125602407332954e-01
9.585917183436687594e+01,2.518055746896360247e+01,3.733067986588006204e-01,6.266912378836019260e-01,-2.777783373097975073e-06,2.885429712009259240e-01
9.587917583516703246e+01,2.518055741364114297e+01,3.733068004372206983e-01,6.266912414368946971e-01,-2.770228552995135374e-06,-1.713260146216122048e-01
9.589917983596720319e+01,2.518055735847189780e+01,3.733068022107023931e-01,6.266912449803291318e-01,-2.762694553126721075e-06,-2.665153145753456840e-02
9.591918383676735971e+01,2.518055730345541576e+01,3.733068039792605264e-01,6.266912485139344291e-01,-2.755181302438458602e-06,2.078243312257371800e-01
9.593918783756751623e+01,2.518055724859124567e+01,3.733068057429098641e-01,6.266912520377400098e-01,-2.747688751525423356e-06,-2.040470752333976290e-01
9.595919183836767274e+01,2.518055719387893632e+01,3.733068075016652831e-01,6.266912555517751837e-01,-2.740216835661613004e-06,2.884312585962894859e-02
9.597919583916784347e+01,2.518055713931804007e+01,3.733068092555415496e-01,6.266912590560691498e-01,-2.732765497670541777e-06,-2.289432722207486101e-02
9.599919983996799999e+01,2.518055708490810574e+01,3.733068110045534294e-01,6.266912625506511070e-01,-2.725334670161672079e-06,1.235522852612132988e-01
9.601920384076815651e+01,2.518055703064868567e+01,3.733068127487156329e-01,6.266912660355502540e-01,-2.717924304840302341e-06,-4.890443652192281165e-01
9.603920784156831303e+01,2.518055697653933223e+01,3.733068144880428707e-01,6.266912695107957898e-01,-2.710534335648162596e-06,-5.931618193948945406e-02
9.605921184236848376e+01,2.518055692257959777e+01,3.733068162225499642e-01,6.266912729764168022e-01,-2.703164703632410237e-06,-1.570986164278917740e-01
9.607921584316864028e+01,2.518055686876903465e+01,3.733068179522515129e-01,6.266912764324422680e-01,-2.695815348063845818e-06,2.182696461382408470e-01
9.609921984396879679e+01,2.518055681510719879e+01,3.733068196771622271e-01,6.266912798789013861e-01,-2.688486215540741853e-06,-1.114658936506117415e-02
9.611922384476895331e+01,2.518055676159364253e+01,3.733068213972968175e-01,6.266912833158229112e-01,-2.681177242669363636e-06,-1.125756043419817998e-01
9.613922784556912404e+01,2.518055670822792180e+01,3.733068231126698278e-01,6.266912867432359313e-01,-2.673888370052779351e-06,1.772287003569596731e-01
9.615923184636928056e+01,2.518055665500959606e+01,3.733068248232959685e-01,6.266912901611694231e-01,-2.666619537627923364e-06,1.279782886520002549e-01
9.617923584716943708e+01,2.518055660193821765e+01,3.733068265291898391e-01,6.266912935696521414e-01,-2.659370690771822865e-06,2.033571799990019913e-01
9.619923984796959360e+01,2.518055654901334606e+01,3.733068282303660390e-01,6.266912969687129520e-01,-2.652141769532434523e-06,2.167146909077558581e-01
9.621924384876976433e+01,2.518055649623454073e+01,3.733068299268391677e-01,6.266913003583807207e-01,-2.644932714623848824e-06,1.539349374742056409e-01
9.623924784956992085e+01,2.518055644360135759e+01,3.733068316186237690e-01,6.266913037386842023e-01,-2.637743465760955530e-06,-1.144481283497482960e-01
9.625925185037007736e+01,2.518055639111335609e+01,3.733068333057343313e-01,6.266913071096520405e-01,-2.630573964657045849e-06,5.966711028765964153e-02
9.627925585117023388e+01,2.518055633877009925e+01,3.733068349881854542e-01,6.266913104713131011e-01,-2.623424162351284394e-06,5.933194485774534455e-02
9.629925985197040461e+01,2.518055628657114298e+01,3.733068366659916260e-01,6.266913138236959169e-01,-2.616293990342910547e-06,7.226154890636068973e-02
9.631926385277056113e+01,2.518055623451605030e+01,3.733068383391673906e-01,6.266913171668290206e-01,-2.609183387236591045e-06,6.766757462947041446e-02
9.633926785357071765e+01,2.518055618260438422e+01,3.733068400077271809e-01,6.266913205007411669e-01,-2.602092308401360299e-06,1.855527849788771860e-02
9.635927185437087417e+01,2.518055613083570776e+01,3.733068416716854299e-01,6.266913238254608887e-01,-2.595020691442684324e-06,-8.370269425495624471e-02
9.637927585517104490e+01,2.518055607920958394e+01,3.733068433310566259e-01,6.266913271410164965e-01,-2.587968468859003224e-06,-1.434509313747247584e-02
9.639927985597120141e+01,2.518055602772557577e+01,3.733068449858552573e-01,6.266913304474367452e-01,-2.580935595020150686e-06,-1.962772581511615932e-01
9.641928385677135793e+01,2.518055597638324983e+01,3.733068466360955906e-01,6.266913337447498344e-01,-2.573922010640217195e-06,-1.795520538324744675e-01
9.643928785757151445e+01,2.518055592518216912e+01,3.733068482817921696e-01,6.266913370329842969e-01,-2.566927655101025607e-06,1.447504250994455233e-01
9.645929185837168518e+01,2.518055587412190022e+01,3.733068499229592607e-01,6.266913403121684434e-01,-2.559952474556759228e-06,-6.388948936398430867e-02
9.647929585917184170e+01,2.518055582320200969e+01,3.733068515596112413e-01,6.266913435823305845e-01,-2.552996413052177616e-06,1.845944755863193967e-02
9.649929985997199822e+01,2.518055577242206411e+01,3.733068531917625443e-01,6.266913468434989198e-01,-2.546059403307765479e-06,-1.076832767990205525e-01
