t,Pr,J,K,N,dPr_dt,dPr_dt_noisy
3.699139827965593241e+01,4.983756334650711883e-01,5.694925937501100176e-03,-6.164413661335074041e-03,6.014294809096031313e-01,-3.545023454955938385e-03,8.548280738720063533e-04
3.699939987997599644e+01,4.983473390095547462e-01,5.682383631589614861e-03,-6.139391659792584402e-03,6.014277662124594137e-01,-3.527134512807932314e-03,-7.793648525014814851e-03
3.700740148029606047e+01,4.983191886916175095e-01,5.669888144834926702e-03,-6.113929836669067946e-03,6.014260535719235801e-01,-3.508995562645263709e-03,1.675313792440751362e-03
3.701540308061612450e+01,4.982911845018000996e-01,5.657440145706738900e-03,-6.088031147777070787e-03,6.014243429855267165e-01,-3.490608583307256742e-03,-1.124000272010513071e-03
3.702340468093618853e+01,4.982633284200557733e-01,5.645040299211234389e-03,-6.061698592599061748e-03,6.014226344508031286e-01,-3.471975578813230393e-03,4.679479799506327739e-03
3.703140628125625256e+01,4.982356224097229114e-01,5.632689264943332649e-03,-6.034935198453843588e-03,6.014209279652897866e-01,-3.453098568236791753e-03,-8.969065044518133994e-03
3.703940788157631658e+01,4.982080684170468454e-01,5.620387696933814604e-03,-6.007744019053406180e-03,6.014192235265269915e-01,-3.433979584789920679e-03,-2.055785814162186531e-03
3.704740948189638061e+01,4.981806683711794692e-01,5.608136243649321749e-03,-5.980128134502923909e-03,6.014175211320579306e-01,-3.414620675822773333e-03,1.305941716061793934e-02
3.705541108221644464e+01,4.981534241841797939e-01,5.595935547992355284e-03,-5.952090651300758276e-03,6.014158207794290112e-01,-3.395023902823591112e-03,-3.204483150765717343e-03
3.706341268253650867e+01,4.981263377510133372e-01,5.583786247301276984e-03,-5.923634702338454426e-03,6.014141224661891938e-01,-3.375191341418481202e-03,6.395560001178957760e-03
3.707141428285657270e+01,4.980994109495525679e-01,5.571688973350308327e-03,-5.894763446900743754e-03,6.014124261898909918e-01,-3.355125081371318138e-03,-3.459269795703190462e-03
3.707941588317663673e+01,4.980726456405767943e-01,5.559644352349533102e-03,-5.865480070665545637e-03,6.014107319480894720e-01,-3.334827226583576831e-03,-2.627977853576280928e-03
3.708741748349670075e+01,4.980460436677719427e-01,5.547653004944893065e-03,-5.835787785703960492e-03,6.014090397383430320e-01,-3.314299895094164304e-03,-1.073975686672658941e-02
3.709541908381676478e+01,4.980196068577309454e-01,5.535715546218191417e-03,-5.805689830480278459e-03,6.014073495582128448e-01,-3.293545219079308667e-03,2.520401042960722371e-02
3.710342068413682881e+01,4.979933370199534082e-01,5.523832585687092796e-03,-5.775189469851972450e-03,6.014056614052631922e-01,-3.272565344852377840e-03,8.707704117134378724e-03
3.711142228445689284e+01,4.979672359468457210e-01,5.512004727305119811e-03,-5.744289995069704231e-03,6.014039752770614644e-01,-3.251362432863743809e-03,8.555264334510065405e-03
3.711942388477695687e+01,4.979413054137212247e-01,5.500232569461658248e-03,-5.712994723777317478e-03,6.014022911711778274e-01,-3.229938657700651659e-03,8.347162081220192015e-03
3.712742548509702090e+01,4.979155471787988230e-01,5.488516704981596245e-03,-5.681307000006987490e-03,6.014006090851857778e-01,-3.208296208084013799e-03,-1.340735073992771823e-02
3.713542708541708492e+01,4.978899629812688077e-01,5.476857720532786987e-03,-5.649230184435477184e-03,6.013989290166613655e-01,-3.186437280814973134e-03,-1.077030924819830961e-02
3.714342868573714895e+01,4.978645545450235410e-01,5.465256197838849403e-03,-5.616767666875670077e-03,6.013972509631839714e-01,-3.164364088660279010e-03,-4.977580706147727643e-03
3.715143028605721298e+01,4.978393235782367920e-01,5.453712713500702414e-03,-5.583922869573469498e-03,6.013955749223358627e-01,-3.142078862292795299e-03,-1.995470199709002343e-02
3.715943188637727701e+01,4.978142717704514553e-01,5.442227838067484336e-03,-5.550699236141734723e-03,6.013939008917024154e-01,-3.119583843345016209e-03,-1.215547634868420664e-02
3.716743348669734104e+01,4.977894007925791620e-01,5.430802136036556350e-03,-5.517100231560279240e-03,6.013922288688718920e-01,-3.096881284408921874e-03,5.202091730677832308e-03
3.717543508701740507e+01,4.977647122969006133e-01,5.419436165853502504e-03,-5.483129342175873354e-03,6.013905588514355527e-01,-3.073973449035913730e-03,-2.442482462755856884e-02
3.718343668733746910e+01,4.977402079170653582e-01,5.408130479912125373e-03,-5.448790075702238112e-03,6.013888908369874331e-01,-3.050862611736689621e-03,-1.205481023357186238e-02
3.719143828765753312e+01,4.977158892680919600e-01,5.396885624554452129e-03,-5.414085961220051375e-03,6.013872248231246775e-01,-3.027551057981161826e-03,-4.068758850090690125e-03
3.719943988797759715e+01,4.976917579463677743e-01,5.385702140070731080e-03,-5.379020549176946955e-03,6.013855608074473169e-01,-3.004041084198338669e-03,-3.977873209267653379e-03
3.720744148829766118e+01,4.976678155296491712e-01,5.374580560699430791e-03,-5.343597411387511140e-03,6.013838987875584907e-01,-2.980334997776243854e-03,-3.343958368875182743e-03
3.721544308861772521e+01,4.976440635770614795e-01,5.363521414627243564e-03,-5.307820141033286164e-03,6.013822387610640030e-01,-2.956435117061812379e-03,-1.062913682063163813e-02
3.722344468893778924e+01,4.976205036290988759e-01,5.352525223989081093e-03,-5.271692352662767610e-03,6.013805807255729885e-01,-2.932343771360785157e-03,6.131038475127841697e-03
3.723144628925785327e+01,4.975971372076245514e-01,5.341592504868078808e-03,-5.235217682191407873e-03,6.013789246786971354e-01,-2.908063300937625308e-03,-2.658663246951722958e-02
3.723944788957791729e+01,4.975739658158705447e-01,5.330723767295592400e-03,-5.198399786901611828e-03,6.013772706180513516e-01,-2.883596057015405840e-03,1.244494492339195957e-03
3.724744948989798132e+01,4.975509909384378537e-01,5.319919515251201290e-03,-5.161242345442740298e-03,6.013756185412533206e-01,-2.858944401775722483e-03,-1.803447827523454311e-02
3.725545109021804535e+01,4.975282140404697628e-01,5.309180246415010074e-03,-5.123749051524068357e-03,6.013739684459238344e-01,-2.834110704483043443e-03,-1.013588751428409936e-02
3.726345269053810938e+01,4.975056365689916604e-01,5.298506452632237816e-03,-5.085923617144019054e-03,6.013723203296864606e-01,-2.809097343560617004e-03,-3.583014189587788428e-03
3.727145429085817341e+01,4.974832599540358058e-01,5.287898620224205405e-03,-5.047769785060028831e-03,6.013706741901677644e-01,-2.783906714201888222e-03,1.327768327953501165e-02
3.727945589117823744e+01,4.974610856059282771e-01,5.277357229121567954e-03,-5.009291314534296963e-03,6.013690300249973086e-01,-2.758541219526961918e-03,-1.191557387306653275e-02
3.728745749149830147e+01,4.974391149152451175e-01,5.266882752850797836e-03,-4.970491981066030990e-03,6.013673878318075428e-01,-2.733003270417137375e-03,-1.725905125867998463e-02
3.729545909181836549e+01,4.974173492528128349e-01,5.256475658534182950e-03,-4.931375576391444984e-03,6.013657476082338027e-01,-2.707295285514909645e-03,7.016516910881361209e-03
3.730346069213842952e+01,4.973957899697081797e-01,5.246136406889829323e-03,-4.891945908483763886e-03,6.013641093519143110e-01,-2.681419691223897988e-03,-3.551326390303167872e-03
3.731146229245849355e+01,4.973744383972579231e-01,5.235865452231657641e-03,-4.852206801553215695e-03,6.013624730604900659e-01,-2.655378921708764772e-03,-2.560191415012437032e-03
3.731946389277855758e+01,4.973532958470394116e-01,5.225663242469406715e-03,-4.812162096047040150e-03,6.013608387316051740e-01,-2.629175418895228489e-03,2.957426910954060427e-03
3.732746549309862161e+01,4.973323636108799572e-01,5.215530219108631751e-03,-4.771815648649481781e-03,6.013592063629065176e-01,-2.602811632469946221e-03,7.410714145745036369e-03
3.733546709341868564e+01,4.973116429608572808e-01,5.205466817250705217e-03,-4.731171332281795122e-03,6.013575759520438657e-01,-2.576290019880510609e-03,-1.007351714872138345e-03
3.734346869373874966e+01,4.972911351492992904e-01,5.195473465592814234e-03,-4.690233036102239503e-03,6.013559474966698737e-01,-2.549613046335373959e-03,-2.370986365487686570e-02
3.735147029405881369e+01,4.972708414087842477e-01,5.185550586427964057e-03,-4.649004665506085120e-03,6.013543209944401946e-01,-2.522783184803820914e-03,-4.611571961439950296e-03
3.735947189437887772e+01,4.972507629521404904e-01,5.175698595644976328e-03,-4.607490142125606966e-03,6.013526964430131461e-01,-2.495802916015884762e-03,-2.310317318620491202e-03
3.736747349469894175e+01,4.972309009724467654e-01,5.165917902728489955e-03,-4.565693403830090036e-03,6.013510738400500433e-01,-2.468674728462334420e-03,-1.409249481188473360e-02
3.737547509501900578e+01,4.972112566425703206e-01,5.156208910632118989e-03,-4.523618396589611061e-03,6.013494531832151990e-01,-2.441401113455727613e-03,-1.272159214392401538e-02
3.738347669533906981e+01,4.971918311166906301e-01,5.146572016290331363e-03,-4.481269084433244648e-03,6.013478344701757017e-01,-2.413984571271141598e-03,3.948599934277946359e-03
3.739147829565913383e+01,4.971726255297650998e-01,5.137007610405950470e-03,-4.438649453702969531e-03,6.013462176986014152e-01,-2.386427613650753902e-03,4.346066049307640428e-05
3.739947989597919786e+01,4.971536409962790115e-01,5.127516077050283186e-03,-4.395763501827917343e-03,6.013446028661652010e-01,-2.358732756928193404e-03,-1.145137645508794919e-02
3.740748149629926189e+01,4.971348786102449124e-01,5.118097793663050482e-03,-4.352615237321960477e-03,6.013429899705428072e-01,-2.330902522027022885e-03,3.285440717758306064e-03
3.741548309661932592e+01,4.971163394452030038e-01,5.108753131052392628e-03,-4.309208679783711228e-03,6.013413790094128686e-01,-2.302939434460768518e-03,-9.755818721537135030e-04
3.742348469693938995e+01,4.970980245542208631e-01,5.099482453394866589e-03,-4.265547859896520917e-03,6.013397699804564622e-01,-2.274846024332888208e-03,-1.524173198259433544e-02
3.743148629725945398e+01,4.970799349698936109e-01,5.090286118235446897e-03,-4.221636819428479029e-03,6.013381628813579960e-01,-2.246624826336782003e-03,-5.016673255737821684e-03
3.743948789757951801e+01,4.970620717043438552e-01,5.081164476487523909e-03,-4.177479611232417546e-03,6.013365577098043202e-01,-2.218278379755778650e-03,-1.540284281703598046e-02
3.744748949789958203e+01,4.970444357492215803e-01,5.072117872432906419e-03,-4.133080299245904879e-03,6.013349544634852828e-01,-2.189809228463122145e-03,-1.086792877756201717e-02
3.745549109821964606e+01,4.970270280757043690e-01,5.063146643721819912e-03,-4.088442958491251070e-03,6.013333531400936183e-01,-2.161219920921985185e-03,8.339805219500346332e-04
3.746349269853971009e+01,4.970098496344973471e-01,5.054251121372906573e-03,-4.043571675075506057e-03,6.013317537373247257e-01,-2.132513010185460925e-03,-1.442425836683244346e-02
3.747149429885977412e+01,4.969929013558329056e-01,5.045431629773225284e-03,-3.998470546190457074e-03,6.013301562528771127e-01,-2.103691053896525245e-03,-1.461585558908841745e-02
3.747949589917983815e+01,4.969761841494710897e-01,5.036688486678254223e-03,-3.953143680112632986e-03,6.013285606844517295e-01,-2.074756614288075351e-03,1.680535523238913930e-03
3.748749749949990218e+01,4.969596989046906055e-01,5.028022003210323547e-03,-3.907595194885530275e-03,6.013269670297526348e-01,-2.045712257389611238e-03,-1.217025892764238802e-02
3.749549909981996620e+01,4.969434464906843929e-01,5.019432484014647693e-03,-3.861829210141094846e-03,6.013253752864864410e-01,-2.016560548148848501e-03,-4.775308351765294654e-03
3.750350070014003023e+01,4.969274277569439291e-01,5.010920227381107303e-03,-3.815849866807056318e-03,6.013237854523628689e-01,-1.987304062320706822e-03,-4.533707060633344367e-03
3.751150230046009426e+01,4.969116435322580294e-01,5.002485524895346897e-03,-3.769661315381020016e-03,6.013221975250943041e-01,-1.957945379316055560e-03,-3.598873610600160540e-03
3.751950390078015829e+01,4.968960946245943866e-01,4.994128661400040227e-03,-3.723267712345539916e-03,6.013206115023960185e-01,-1.928487080034185872e-03,1.867175184414575188e-03
3.752750550110022232e+01,4.968807818210995708e-01,4.985849914994888547e-03,-3.676673220168118639e-03,6.013190273819858378e-01,-1.898931746862843892e-03,-6.256871009193792216e-03
3.753550710142028635e+01,4.968657058880991406e-01,4.977649557036622346e-03,-3.629882007301209190e-03,6.013174451615846960e-01,-1.869281963678281686e-03,-9.656193518664119013e-03
3.754350870174035038e+01,4.968508675710975320e-01,4.969527852138997878e-03,-3.582898248182213221e-03,6.013158648389159699e-01,-1.839540315845277852e-03,-6.488476975127189031e-03
3.755151030206041440e+01,4.968362675947780027e-01,4.961485058172802366e-03,-3.535726123233481899e-03,6.013142864117059228e-01,-1.809709390217168964e-03,9.839468219049936695e-03
3.755951190238047843e+01,4.968219066630029102e-01,4.953521426265848800e-03,-3.488369818862315473e-03,6.013127098776835933e-01,-1.779791775135913974e-03,7.543723014155317118e-03
3.756751350270054246e+01,4.968077854588133224e-01,4.945637200802979402e-03,-3.440833527460963274e-03,6.013111352345809069e-01,-1.749790060432091388e-03,-2.298962895726192751e-03
3.757551510302060649e+01,4.967939046444293516e-01,4.937832619426063899e-03,-3.393121447406624146e-03,6.013095624801323424e-01,-1.719706837424965842e-03,1.060371934927067938e-02
3.758351670334067052e+01,4.967802648612499872e-01,4.930107913034001248e-03,-3.345237783061446452e-03,6.013079916120752655e-01,-1.689544698922508265e-03,5.417802512207808494e-03
3.759151830366073455e+01,4.967668667298530405e-01,4.922463305782715307e-03,-3.297186744772526764e-03,6.013064226281498170e-01,-1.659306239221426454e-03,-1.241548816287763556e-02
3.759951990398079857e+01,4.967537108499955889e-01,4.914899015085197331e-03,-3.248972548869666441e-03,6.013048555260989136e-01,-1.628994054105895256e-03,1.352431129447798606e-02
3.760752150430086260e+01,4.967407978012214342e-01,4.907415251811263722e-03,-3.200599410075304595e-03,6.013032903036679144e-01,-1.598610736344402644e-03,2.647369348662980890e-02
3.761552310462092663e+01,4.967281281428911899e-01,4.900012220329499034e-03,-3.152071552131215527e-03,6.013017269586053981e-01,-1.568158882082710745e-03,2.071698281291963536e-03
3.762352470494099066e+01,4.967157024132988763e-01,4.892690118196506288e-03,-3.103393209328223021e-03,6.013001654886622749e-01,-1.537641091675338943e-03,-1.777488160463624317e-02
3.763152630526105469e+01,4.967035211299212771e-01,4.885449136222244464e-03,-3.054568616962874579e-03,6.012986058915926746e-01,-1.507059963972114634e-03,1.353465431498349775e-02
3.763952790558111872e+01,4.966915847894180502e-01,4.878289458470025028e-03,-3.005602011337441416e-03,6.012970481651530585e-01,-1.476418096318255413e-03,4.634660604204332915e-03
3.764752950590118274e+01,4.966798938676315611e-01,4.871211262256514539e-03,-2.956497629759918897e-03,6.012954923071026636e-01,-1.445718084554428696e-03,-2.518696268476275021e-03
3.765553110622124677e+01,4.966684488195870495e-01,4.864214718151732043e-03,-2.907259710544026106e-03,6.012939383152036132e-01,-1.414962523016841285e-03,-2.179661468199045604e-02
3.766353270654131080e+01,4.966572500794925182e-01,4.857299989979050811e-03,-2.857892493009205840e-03,6.012923861872203624e-01,-1.384154004537301160e-03,-2.423990520029373295e-03
3.767153430686137483e+01,4.966462980607386224e-01,4.850467234815199202e-03,-2.808400217480624614e-03,6.012908359209205855e-01,-1.353295120443282320e-03,-4.363591352414080554e-03
3.767953590718143886e+01,4.966355931558990022e-01,4.843716602990258066e-03,-2.758787125289173525e-03,6.012892875140741777e-01,-1.322388460558028209e-03,-4.489930060399649307e-03
3.768753750750150289e+01,4.966251357367300057e-01,4.837048238087661607e-03,-2.709057458771466087e-03,6.012877409644539206e-01,-1.291436613200599645e-03,-5.516089962072050559e-03
3.769553910782156692e+01,4.966149261541706883e-01,4.830462276944199121e-03,-2.659215461269840829e-03,6.012861962698354823e-01,-1.260442165185947459e-03,8.379268865296437413e-03
3.770354070814163094e+01,4.966049647383430354e-01,4.823958849650014993e-03,-2.609265377132359998e-03,6.012846534279969735e-01,-1.229407701825006383e-03,-5.449870132510163320e-03
3.771154230846169497e+01,4.965952517985517400e-01,4.817538079548603497e-03,-2.559211451712809123e-03,6.012831124367193913e-01,-1.198335806924746881e-03,3.128609889112027136e-03
3.771954390878175900e+01,4.965857876239423430e-01,4.811200083442835826e-03,-2.509057926792652472e-03,6.012815732937861757e-01,-1.167229060101365604e-03,-2.027537593320167739e-02
3.772754550910182303e+01,4.965765724838656636e-01,4.804944971738760000e-03,-2.458809042918220795e-03,6.012800359969836528e-01,-1.136090038222143089e-03,-1.104203595477350197e-02
3.773554710942188706e+01,4.965676066260906185e-01,4.798772847875435420e-03,-2.408469049346192818e-03,6.012785005441008135e-01,-1.104921321206816381e-03,-1.173797363265143522e-03
3.774354870974195109e+01,4.965588902778690361e-01,4.792683808631230391e-03,-2.358042191840016392e-03,6.012769669329294242e-01,-1.073725484796345629e-03,-1.000598105984537578e-02
3.775155031006201511e+01,4.965504236459694631e-01,4.786677944134083880e-03,-2.307532712371689575e-03,6.012754351612635828e-01,-1.042505100377084893e-03,-6.516919823818616547e-04
3.775955191038207914e+01,4.965422069166772756e-01,4.780755337861505513e-03,-2.256944849121758894e-03,6.012739052269004958e-01,-1.011262734980905098e-03,-1.497831463624571058e-03
3.776755351070214317e+01,4.965342402557944013e-01,4.774916066640577314e-03,-2.206282836479320653e-03,6.012723771276394791e-01,-9.800009512852723113e-04,9.307492353269409061e-04
3.777555511102220720e+01,4.965265238086397637e-01,4.769160200647951965e-03,-2.155550905042020061e-03,6.012708508612830682e-01,-9.487223076134003973e-04,-4.239712397439518443e-03
3.778355671134227123e+01,4.965190577000488936e-01,4.763487803409851076e-03,-2.104753281616052098e-03,6.012693264256360193e-01,-9.174293579343199747e-04,5.500914661260334661e-03
3.779155831166233526e+01,4.965118420343740402e-01,4.757898931802068652e-03,-2.053894189216161521e-03,6.012678038185058638e-01,-8.861246518629961599e-04,-1.451243619689982813e-02
3.779955991198239929e+01,4.965048768954842817e-01,4.752393636049971094e-03,-2.002977847065641557e-03,6.012662830377026868e-01,-8.548107346604466366e-04,-4.835864788985766091e-03
3.780756151230246331e+01,4.964981623467654148e-01,4.746971959728491994e-03,-1.952008470596335423e-03,6.012647640810394600e-01,-8.234901472338378246e-04,1.449757451334666818e-02
3.781556311262252734e+01,4.964916984311199544e-01,4.741633939762139940e-03,-1.900990271448635676e-03,6.012632469463315976e-01,-7.921654261365902640e-04,-4.942987447816616503e-03
3.782356471294259137e+01,4.964854851709672445e-01,4.736379606424990715e-03,-1.849927457471484647e-03,6.012617316313972893e-01,-7.608391035684974445e-04,1.464877504975174195e-02
3.783156631326265540e+01,4.964795225690039615e-01,4.731208983574727509e-03,-1.798824229202372876e-03,6.012602181340569452e-01,-7.295137053354417388e-04,2.805102511327760371e-03
3.783956791358271943e+01,4.964738106088030789e-01,4.726122088860474670e-03,-1.747684780089006195e-03,6.012587064521341951e-01,-6.981917510427063491e-04,-3.053445457700030338e-03
3.784756951390278346e+01,4.964683492521532737e-01,4.721118932898402468e-03,-1.696513307714714574e-03,6.012571965834547782e-01,-6.668757605784005407e-04,2.713083170452603235e-04
3.785557111422284748e+01,4.964631384409020631e-01,4.716199519813083982e-03,-1.645314001848222031e-03,6.012556885258476536e-01,-6.355682471126768759e-04,1.542531837764195279e-02
3.786357271454291151e+01,4.964581780970547809e-01,4.711363847267324538e-03,-1.594091043906771185e-03,6.012541822771436673e-01,-6.042717167849620888e-04,-3.716283167606831972e-03
3.787157431486297554e+01,4.964534681227741886e-01,4.706611906462159108e-03,-1.542848606956123692e-03,6.012526778351767742e-01,-5.729886687040604103e-04,-1.167968623472457647e-02
3.787957591518303957e+01,4.964490084003808645e-01,4.701943682136854909e-03,-1.491590855710559372e-03,6.012511751977834829e-01,-5.417215949483277990e-04,4.521043571018152664e-03
3.788757751550310360e+01,4.964447987923530925e-01,4.697359152568911407e-03,-1.440321946532877517e-03,6.012496743628024110e-01,-5.104729805657995520e-04,6.738903970210932508e-03
3.789557911582316763e+01,4.964408391413267507e-01,4.692858289574058581e-03,-1.389046027434395151e-03,6.012481753280753960e-01,-4.792453035743169396e-04,8.144712651531675965e-03
3.790358071614323165e+01,4.964371292700953675e-01,4.688441058506256053e-03,-1.337767238074948984e-03,6.012466780914464959e-01,-4.480410349616690733e-04,-1.567823951378179842e-02
3.791158231646329568e+01,4.964336689816102322e-01,4.684107418257699162e-03,-1.286489709762894326e-03,6.012451826507623220e-01,-4.168626386857408449e-04,3.623471843868518102e-03
3.791958391678335971e+01,4.964304580589803395e-01,4.679857321258810293e-03,-1.235217565455104440e-03,6.012436890038721504e-01,-3.857125716746428144e-04,3.398738288363920739e-04
3.792758551710342374e+01,4.964274962654721679e-01,4.675690713478244942e-03,-1.183954919756972056e-03,6.012421971486280325e-01,-3.545932838268262975e-04,-2.795469727169660069e-03
3.793558711742348777e+01,4.964247833445101232e-01,4.671607534422889986e-03,-1.132705878922408722e-03,6.012407070828842404e-01,-3.235072180112612294e-04,-5.024042935901859748e-03
3.794358871774355180e+01,4.964223190207093239e-01,4.667607717453350034e-03,-1.081474537407104732e-03,6.012392188044979324e-01,-2.924568080985358071e-04,4.429849918907470541e-03
3.795159031806361583e+01,4.964201030002399206e-01,4.663691189913563365e-03,-1.030264978939284589e-03,6.012377323113284877e-01,-2.614444796412260957e-04,-9.127625271376975467e-04
3.795959191838367985e+01,4.964181349677145305e-01,4.659857872173712480e-03,-9.790812859428975334e-04,6.012362476012381718e-01,-2.304726552283556341e-04,-6.712679030345573101e-04
3.796759351870374388e+01,4.964164145887238755e-01,4.656107678384937242e-03,-9.279275286090344146e-04,6.012347646720916927e-01,-1.995437481683959942e-04,1.985252336067111489e-02
3.797559511902380791e+01,4.964149415099405882e-01,4.652440516510606729e-03,-8.768077645034043311e-04,6.012332835217564231e-01,-1.686601622638115466e-04,4.223613978060158339e-04
3.798359671934387194e+01,4.964137153591189344e-01,4.648856288326318371e-03,-8.257260385663336543e-04,6.012318041481020670e-01,-1.378242918111955285e-04,-1.172938980521234971e-02
3.799159831966393597e+01,4.964127357450952571e-01,4.645354889419899685e-03,-7.746863831127666789e-04,6.012303265490008819e-01,-1.070385216014788066e-04,-9.328415784022509732e-03
3.799959991998400000e+01,4.964120022577873659e-01,4.641936209191405670e-03,-7.236928178322645389e-04,6.012288507223279010e-01,-7.630522692003200878e-05,-7.705778230302459328e-03
3.800760152030406402e+01,4.964115144681951475e-01,4.638600130853120541e-03,-6.727493497890061833e-04,6.012273766659602670e-01,-4.562677354688935783e-05,-1.620704955458892454e-02
3.801560312062412805e+01,4.964112719284001773e-01,4.635346531429557736e-03,-6.218599734217884843e-04,6.012259043777781198e-01,-1.500551775687357153e-05,1.085185294147929073e-02
3.802360472094419208e+01,4.964112741715658306e-01,4.632175281757458171e-03,-5.710286705440253702e-04,6.012244338556637091e-01,1.555619368023299608e-05,1.862585136435350106e-02
3.803160632126425611e+01,4.964115207119372819e-01,4.629086246485792852e-03,-5.202594103437484761e-04,6.012229650975020601e-01,4.605602349952534489e-05,-6.289269225080932300e-03
3.803960792158432014e+01,4.964120110448416168e-01,4.626079284075761133e-03,-4.695561493836069265e-04,6.012214981011805293e-01,7.649164394080447058e-05,9.144777909076423281e-03
3.804760952190438417e+01,4.964127446466875537e-01,4.623154246800791588e-03,-4.189228316008673358e-04,6.012200328645893599e-01,1.068607367484443872e-04,-7.438746069978481763e-03
3.805561112222444820e+01,4.964137209765193681e-01,4.620310981219373850e-03,-3.683633844161179937e-04,6.012185693856209046e-01,1.371609953553592457e-04,-6.761948883836275265e-03
3.806361272254451222e+01,4.964149394753897271e-01,4.617549327997523545e-03,-3.178817223173184266e-04,6.012171076621700694e-01,1.673901227907400137e-04,-1.740652602814413488e-02
3.807161432286457625e+01,4.964163995635957338e-01,4.614869121058857993e-03,-2.674817525638234559e-04,6.012156476921346471e-01,1.975458285269402045e-04,-4.353351513510824019e-04
3.807961592318464028e+01,4.964181006436563792e-01,4.612270188478742941e-03,-2.171673659660375744e-04,6.012141894734144287e-01,2.276258337250144719e-04,1.253431244011489996e-02
3.808761752350470431e+01,4.964200421003554520e-01,4.609752352497340291e-03,-1.669424367644669889e-04,6.012127330039122031e-01,2.576278713029568320e-04,1.286573430781657278e-02
3.809561912382476834e+01,4.964222233007420382e-01,4.607315429519608097e-03,-1.168108226297194584e-04,6.012112782815327572e-01,2.875496859354651738e-04,5.536481499977556099e-03
3.810362072414483237e+01,4.964246435941299107e-01,4.604959230115304898e-03,-6.677636466250429356e-05,6.012098253041837648e-01,3.173890340538163056e-04,-2.405387931700761397e-03
3.811162232446489639e+01,4.964273023120979733e-01,4.602683559018982788e-03,-1.684288739363262819e-05,6.012083740697751200e-01,3.471436838456364829e-04,1.237579267829867768e-02
3.811962392478496042e+01,4.964301987684902051e-01,4.600488215129994347e-03,3.298580121598296061e-05,6.012069245762191594e-01,3.768114152547231391e-04,1.777033731397385796e-02
3.812762552510502445e+01,4.964333322594153830e-01,4.598372991512486574e-03,8.270590977532818119e-05,6.012054768214308842e-01,4.063900199808881094e-04,-7.295896799698248225e-03
3.813562712542508848e+01,4.964367020632474703e-01,4.596337675395404353e-03,1.323136634632871358e-04,6.012040308033277380e-01,4.358773014797361826e-04,3.085161971631583677e-03
3.814362872574515251e+01,4.964403074406252281e-01,4.594382048172492190e-03,1.818053040286424834e-04,6.012025865198293850e-01,4.652710749625210110e-04,-7.070624990595841862e-05
3.815163032606521654e+01,4.964441476344526039e-01,4.592505885402289011e-03,2.311770897900747345e-04,6.012011439688581538e-01,4.945691673959239868e-04,-5.965175457017139055e-03
3.815963192638528056e+01,4.964482218698983429e-01,4.590708956808130757e-03,2.804252956361632815e-04,6.011997031483390375e-01,5.237694175019122662e-04,-1.126603256572003380e-02
3.816763352670534459e+01,4.964525293567485509e-01,4.588991026993523466e-03,3.295462175320474480e-04,6.011982640561991387e-01,5.528696782316984458e-04,-7.795326536607587349e-03
3.817563512702540862e+01,4.964570692868535140e-01,4.587351854672646820e-03,3.785361657034090653e-04,6.011968266903681135e-01,5.818678129230775041e-04,1.680727556325927515e-03
3.818363672734547265e+01,4.964618408328579924e-01,4.585791192275910991e-03,4.273914637935432312e-04,6.011953910487781716e-01,6.107616949204697221e-04,3.159502794617219477e-03
3.819163832766553668e+01,4.964668431510896318e-01,4.584308786823238120e-03,4.761084555925997139e-04,6.011939571293639650e-01,6.395492113315018844e-04,2.035241132771467131e-03
3.819963992798560071e+01,4.964720753815591858e-01,4.582904379924085739e-03,5.246835050377367466e-04,6.011925249300625884e-01,6.682282630268735965e-04,1.348219045254459708e-02
3.820764152830566474e+01,4.964775366479604601e-01,4.581577707777444164e-03,5.731129962131215148e-04,6.011910944488134678e-01,6.967967646401593100e-04,-6.206674388217219354e-03
3.821564312862572876e+01,4.964832260576703127e-01,4.580328501171841704e-03,6.213933333499301569e-04,6.011896656835584718e-01,7.252526445676052511e-04,-1.188225576447193843e-02
3.822364472894579279e+01,4.964891427017485981e-01,4.579156485485339455e-03,6.695209408263472217e-04,6.011882386322420224e-01,7.535938449679333972e-04,-1.105752222750614432e-02
3.823164632926585682e+01,4.964952856549383342e-01,4.578061380685535635e-03,7.174922631675662108e-04,6.011868132928108732e-01,7.818183217621225761e-04,4.736145461054538063e-03
3.823964792958591374e+01,4.965016539756654801e-01,4.577042901329562985e-03,7.653037650457476197e-04,6.011853896632142202e-01,8.099240446332047448e-04,-4.585990201085417273e-03
3.824764952990597777e+01,4.965082467060391580e-01,4.576100756564087033e-03,8.129519312801872059e-04,6.011839677414034799e-01,8.379089970261439924e-04,-1.566022222547381118e-02
3.825565113022604180e+01,4.965150628718514869e-01,4.575234650125311296e-03,8.604332668370625031e-04,6.011825475253328444e-01,8.657711761475010877e-04,1.011718400083264600e-02
3.826365273054610583e+01,4.965221014825776380e-01,4.574444280338972948e-03,9.077442968296023894e-04,6.011811290129587260e-01,8.935085929653309141e-04,1.489688087565113964e-02
3.827165433086616986e+01,4.965293615314248510e-01,4.573729340135279653e-03,9.548815666011113874e-04,6.011797122022399797e-01,9.211192722539951472e-04,2.729893672521266704e-03
