t,p,D,dp_dt,dp_dt_noisy
1.258151630326065202e+02,6.920685970115916241e-01,2.917921348625240191e-02,1.161835943990676216e-07,-2.290657889702360430e-04
1.258451690338067550e+02,6.920686004945185710e-01,2.917921324198615232e-02,1.158133940198436189e-07,3.935020191895624293e-04
1.258751750350070040e+02,6.920686039664305511e-01,2.917921299858538056e-02,1.154443744427103243e-07,1.781813907029417433e-03
1.259051810362072388e+02,6.920686074273594279e-01,2.917921275604368203e-02,1.150765318371993296e-07,3.772967497798671542e-04
1.259351870374074736e+02,6.920686108773369538e-01,2.917921251435470417e-02,1.147098623903774496e-07,9.550578323175218029e-04
1.259651930386077225e+02,6.920686143163945481e-01,2.917921227351213953e-02,1.143443623224335181e-07,-8.165029683480941845e-04
1.259951990398079573e+02,6.920686177445639631e-01,2.917921203350973616e-02,1.139800278106925182e-07,-1.137579101075809342e-04
1.260252050410082063e+02,6.920686211618767292e-01,2.917921179434127682e-02,1.136168550753431912e-07,-3.422681000468775310e-04
1.260552110422084411e+02,6.920686245683643767e-01,2.917921155600059976e-02,1.132548403463161497e-07,5.418714507803369705e-04
1.260852170434086759e+02,6.920686279640581029e-01,2.917921131848158836e-02,1.128939798749738195e-07,3.393664725845173800e-04
1.261152230446089249e+02,6.920686313489895491e-01,2.917921108177817802e-02,1.125342698873500116e-07,-6.271318393037120980e-04
1.261452290458091596e+02,6.920686347231898017e-01,2.917921084588434924e-02,1.121757066698775452e-07,4.007499694275644766e-04
1.261752350470093944e+02,6.920686380866902798e-01,2.917921061079412418e-02,1.118182864719704848e-07,1.781023825304209915e-04
1.262052410482096434e+02,6.920686414395219588e-01,2.917921037650158742e-02,1.114620055898033753e-07,-1.508164377733175240e-03
1.262352470494098782e+02,6.920686447817161469e-01,2.917921014300085478e-02,1.111068603137057181e-07,3.116039925957566373e-05
1.262652530506101272e+02,6.920686481133039303e-01,2.917920991028609759e-02,1.107528469340069484e-07,1.252245265270048903e-03
1.262952590518103619e+02,6.920686514343160622e-01,2.917920967835153923e-02,1.103999617975389064e-07,-8.206756922809304829e-04
1.263252650530105967e+02,6.920686547447837400e-01,2.917920944719144122e-02,1.100482011985276831e-07,1.163176903610892631e-03
1.263552710542108457e+02,6.920686580447377168e-01,2.917920921680012061e-02,1.096975614954951924e-07,7.717255628589214872e-04
1.263852770554110805e+02,6.920686613342089677e-01,2.917920898717193956e-02,1.093480390099445010e-07,2.489747461547939353e-04
1.264152830566113153e+02,6.920686646132281350e-01,2.917920875830130531e-02,1.089996301354679160e-07,5.253751260843583576e-04
1.264452890578115642e+02,6.920686678818258608e-01,2.917920853018267716e-02,1.086523312266905099e-07,-7.215385538894011170e-04
1.264752950590117990e+02,6.920686711400330093e-01,2.917920830281055949e-02,1.083061386596693402e-07,7.912496976236390320e-04
1.265053010602120480e+02,6.920686743878800007e-01,2.917920807617950529e-02,1.079610488377383870e-07,-1.334557510198013065e-03
1.265353070614122828e+02,6.920686776253975880e-01,2.917920785028411609e-02,1.076170581369546285e-07,-1.034235973400684811e-03
1.265653130626125176e+02,6.920686808526159695e-01,2.917920762511903507e-02,1.072741630054642300e-07,6.290957327789879674e-04
1.265953190638127666e+02,6.920686840695656761e-01,2.917920740067896437e-02,1.069323598485494931e-07,-1.011249378332210701e-03
1.266253250650130013e+02,6.920686872762771280e-01,2.917920717695864433e-02,1.065916451104598347e-07,2.101780567068953567e-03
1.266553310662132361e+02,6.920686904727806343e-01,2.917920695395286382e-02,1.062520152276512142e-07,4.328006137708912651e-04
1.266853370674134851e+02,6.920686936591062821e-01,2.917920673165646725e-02,1.059134666735983719e-07,1.003131865292709000e-03
1.267153430686137199e+02,6.920686968352843804e-01,2.917920651006434066e-02,1.055759958964473541e-07,1.068562332623805566e-03
1.267453490698139547e+02,6.920687000013451273e-01,2.917920628917141518e-02,1.052395993872080979e-07,-2.925319352882194937e-04
1.267753550710142036e+02,6.920687031573183878e-01,2.917920606897267399e-02,1.049042736466322661e-07,1.273403868156669375e-04
1.268053610722144384e+02,6.920687063032343600e-01,2.917920584946314885e-02,1.045700151637813551e-07,5.779132817977644795e-04
1.268353670734146874e+02,6.920687094391227978e-01,2.917920563063791661e-02,1.042368204510971678e-07,1.107062715780166874e-04
1.268653730746149222e+02,6.920687125650137883e-01,2.917920541249210270e-02,1.039046860327115675e-07,1.681936490113006147e-03
1.268953790758151570e+02,6.920687156809369744e-01,2.917920519502087764e-02,1.035736084463949715e-07,1.141667626233311807e-03
1.269253850770154060e+02,6.920687187869222212e-01,2.917920497821946749e-02,1.032435842455045929e-07,3.284942131989679499e-04
1.269553910782156407e+02,6.920687218829992826e-01,2.917920476208313643e-02,1.029146099600173120e-07,1.377570631398820000e-03
1.269853970794158755e+02,6.920687249691978016e-01,2.917920454660720073e-02,1.025866821764124406e-07,1.831701269767468487e-04
1.270154030806161245e+02,6.920687280455473100e-01,2.917920433178702519e-02,1.022597974772724753e-07,8.896798820257708794e-04
1.270454090818163593e+02,6.920687311120773400e-01,2.917920411761802321e-02,1.019339524432315652e-07,2.746411963961911413e-04
1.270754150830166083e+02,6.920687341688174232e-01,2.917920390409565329e-02,1.016091436763557516e-07,-1.559163826501164837e-04
1.271054210842168430e+02,6.920687372157969808e-01,2.917920369121541901e-02,1.012853677787111022e-07,-8.283599347692264083e-04
1.271354270854170778e+02,6.920687402530453225e-01,2.917920347897287950e-02,1.009626213874340650e-07,-6.096986193928059143e-04
1.271654330866173268e+02,6.920687432805917583e-01,2.917920326736363895e-02,1.006409011299192693e-07,1.571537065059458872e-04
1.271954390878175616e+02,6.920687462984655980e-01,2.917920305638333975e-02,1.003202036452515239e-07,5.313103410848560044e-04
1.272254450890177964e+02,6.920687493066959295e-01,2.917920284602768671e-02,1.000005255900507817e-07,-2.032264935204242378e-03
1.272554510902180454e+02,6.920687523053119516e-01,2.917920263629242630e-02,9.968186363847220507e-08,-3.142343451599160977e-04
1.272854570914182801e+02,6.920687552943426413e-01,2.917920242717334661e-02,9.936421446077426101e-08,6.743068522587449725e-04
1.273154630926185291e+02,6.920687582738170862e-01,2.917920221866629124e-02,9.904757474475057338e-08,-6.948787606468017134e-05
1.273454690938187639e+02,6.920687612437641523e-01,2.917920201076715236e-02,9.873194119183326704e-08,-1.016876045201203348e-03
1.273754750950189987e+02,6.920687642042128163e-01,2.917920180347186032e-02,9.841731050735116252e-08,-9.287817785907432526e-04
1.274054810962192477e+02,6.920687671551919440e-01,2.917920159677640443e-02,9.810367940442648491e-08,1.765342467826847396e-03
1.274354870974194824e+02,6.920687700967301792e-01,2.917920139067681218e-02,9.779104462735515697e-08,-1.514154476987490281e-03
1.274654930986197172e+02,6.920687730288562767e-01,2.917920118516916655e-02,9.747940292432985008e-08,-2.553875592023644673e-04
1.274954990998199662e+02,6.920687759515988802e-01,2.917920098024959566e-02,9.716875104159479511e-08,9.018525639645993833e-04
1.275255051010202010e+02,6.920687788649865224e-01,2.917920077591427269e-02,9.685908575072290359e-08,-1.922926604518193465e-03
1.275555111022204358e+02,6.920687817690479582e-01,2.917920057215942289e-02,9.655040380185507560e-08,7.455864422121267392e-04
1.275855171034206847e+02,6.920687846638114982e-01,2.917920036898131314e-02,9.624270199773792034e-08,-1.484012775138147076e-03
1.276155231046209195e+02,6.920687875493055641e-01,2.917920016637626235e-02,9.593597714111796759e-08,1.078222709708373875e-03
1.276455291058211685e+02,6.920687904255585776e-01,2.917919996434064148e-02,9.563022603474178683e-08,2.733718627623435427e-03
1.276755351070214033e+02,6.920687932925987385e-01,2.917919976287085965e-02,9.532544549499438237e-08,-1.183451030745254944e-03
1.277055411082216381e+02,6.920687961504543573e-01,2.917919956196337802e-02,9.502163236358942593e-08,-2.575080375369930083e-07
1.277355471094218871e+02,6.920687989991536337e-01,2.917919936161470981e-02,9.471878347444713172e-08,4.345171406155475674e-04
1.277655531106221218e+02,6.920688018387246565e-01,2.917919916182140985e-02,9.441689566928111851e-08,-5.032401677607655248e-04
1.277955591118223566e+02,6.920688046691954032e-01,2.917919896258007809e-02,9.411596583851396559e-08,6.132190905868998773e-04
1.278255651130226056e+02,6.920688074905940734e-01,2.917919876388737691e-02,9.381599082580758661e-08,-6.459831253474753853e-04
1.278555711142228404e+02,6.920688103029485339e-01,2.917919856573999646e-02,9.351696752353286900e-08,-4.992379254873385982e-04
1.278855771154230894e+02,6.920688131062865400e-01,2.917919836813468934e-02,9.321889285133770215e-08,-7.505809419966969409e-04
1.279155831166233241e+02,6.920688159006361806e-01,2.917919817106825325e-02,9.292176367821261420e-08,1.380642466591320959e-05
1.279455891178235589e+02,6.920688186860249891e-01,2.917919797453752406e-02,9.262557694913410902e-08,5.392564247746979480e-04
1.279755951190238079e+02,6.920688214624807211e-01,2.917919777853940008e-02,9.233032959349178870e-08,1.037250083097513223e-03
1.280056011202240427e+02,6.920688242300311321e-01,2.917919758307081779e-02,9.203601854067524211e-08,-4.452820722504775429e-05
1.280356071214242775e+02,6.920688269887037558e-01,2.917919738812876224e-02,9.174264074345435122e-08,-1.007875537113278423e-03
1.280656131226245122e+02,6.920688297385261256e-01,2.917919719371026704e-02,9.145019315070224938e-08,-4.207878099972224475e-04
1.280956191238247754e+02,6.920688324795256641e-01,2.917919699981241788e-02,9.115867276974278286e-08,-4.535400284163992770e-04
1.281256251250250102e+02,6.920688352117299047e-01,2.917919680643233857e-02,9.086807655529416822e-08,-3.301932552015572077e-04
1.281556311262252450e+02,6.920688379351661590e-01,2.917919661356721192e-02,9.057840149714497564e-08,6.435131943051707656e-04
1.281856371274254798e+02,6.920688406498616274e-01,2.917919642121426238e-02,9.028964463184438799e-08,-8.038298856563194596e-05
1.282156431286257146e+02,6.920688433558437325e-01,2.917919622937075602e-02,9.000180294333593196e-08,1.512765896499792000e-04
1.282456491298259778e+02,6.920688460531394526e-01,2.917919603803402137e-02,8.971487348375558629e-08,1.076668645057432056e-04
1.282756551310262125e+02,6.920688487417760992e-01,2.917919584720142165e-02,8.942885327406565855e-08,-3.499844535672773935e-05
1.283056611322264473e+02,6.920688514217806508e-01,2.917919565687037559e-02,8.914373936835044884e-08,-4.187173500957108675e-04
1.283356671334266821e+02,6.920688540931800858e-01,2.917919546703834355e-02,8.885952883628117229e-08,7.820486777639719302e-04
1.283656731346269169e+02,6.920688567560013826e-01,2.917919527770284141e-02,8.857621873583883792e-08,-3.820779384232222216e-05
1.283956791358271516e+02,6.920688594102714086e-01,2.917919508886142321e-02,8.829380616007491423e-08,-6.271856108156429854e-05
1.284256851370274148e+02,6.920688620560170312e-01,2.917919490051170198e-02,8.801228818840232905e-08,-1.073016061325053096e-03
1.284556911382276496e+02,6.920688646932650068e-01,2.917919471265132542e-02,8.773166194504620885e-08,-6.580560189001919205e-04
1.284856971394278844e+02,6.920688673220420917e-01,2.917919452527799676e-02,8.745192452305798244e-08,-5.552379459356490210e-04
1.285157031406281192e+02,6.920688699423748202e-01,2.917919433838947127e-02,8.717307306419798620e-08,6.101264336437062360e-04
1.285457091418283539e+02,6.920688725542898379e-01,2.917919415198353891e-02,8.689510469658804228e-08,-1.713771396357022941e-03
1.285757151430286171e+02,6.920688751578136788e-01,2.917919396605805210e-02,8.661801658342040584e-08,7.673453127517518031e-04
1.286057211442288519e+02,6.920688777529728775e-01,2.917919378061090141e-02,8.634180586255866467e-08,1.576358467680800425e-04
1.286357271454290867e+02,6.920688803397937461e-01,2.917919359564002599e-02,8.606646971667860520e-08,-6.787085571050555360e-04
1.286657331466293215e+02,6.920688829183027080e-01,2.917919341114341356e-02,8.579200533040437493e-08,-8.212163584356545762e-04
1.286957391478295563e+02,6.920688854885260755e-01,2.917919322711910388e-02,8.551840988251505142e-08,5.379272596329014427e-04
1.287257451490297910e+02,6.920688880504901608e-01,2.917919304356518181e-02,8.524568057127323021e-08,2.432037619023319920e-04
1.287557511502300542e+02,6.920688906042209432e-01,2.917919286047977387e-02,8.497381463975378496e-08,-1.953459408884244877e-03
1.287857571514302890e+02,6.920688931497446239e-01,2.917919267786105858e-02,8.470280928232256262e-08,-6.627852803635596703e-04
1.288157631526305238e+02,6.920688956870872932e-01,2.917919249570727000e-02,8.443266176543470347e-08,-8.894820137013721012e-04
1.288457691538307586e+02,6.920688982162750413e-01,2.917919231401668034e-02,8.416336929319784657e-08,-4.510357337326433897e-05
1.288757751550309933e+02,6.920689007373337365e-01,2.917919213278761040e-02,8.389492915349899805e-08,-6.097017283987118258e-04
1.289057811562312565e+02,6.920689032502891358e-01,2.917919195201842952e-02,8.362733861668996738e-08,4.850987405503267322e-04
1.289357871574314913e+02,6.920689057551673296e-01,2.917919177170755912e-02,8.336059494143237115e-08,-4.955362644769066094e-04
1.289657931586317261e+02,6.920689082519938529e-01,2.917919159185346223e-02,8.309469543704513430e-08,-2.499032683329569784e-04
1.289957991598319609e+02,6.920689107407945739e-01,2.917919141245465045e-02,8.282963739726031968e-08,1.266481564552652097e-03
1.290258051610321957e+02,6.920689132215950279e-01,2.917919123350969091e-02,8.256541813724186926e-08,-2.144480951716597281e-04
1.290558111622324589e+02,6.920689156944209719e-01,2.917919105501718888e-02,8.230203496630869472e-08,-4.723585741142091688e-04
1.290858171634326936e+02,6.920689181592977191e-01,2.917919087697580169e-02,8.203948524248858887e-08,6.205985813010572131e-05
1.291158231646329284e+02,6.920689206162509155e-01,2.917919069938422830e-02,8.177776628873895115e-08,-1.273628028977246557e-03
1.291458291658331632e+02,6.920689230653058743e-01,2.917919052224123011e-02,8.151687549036456313e-08,-1.573043324161802099e-03
1.291758351670333980e+02,6.920689255064880196e-01,2.917919034554559976e-02,8.125681017421950670e-08,-8.731139416569822756e-06
1.292058411682336327e+02,6.920689279398226645e-01,2.917919016929618886e-02,8.099756774509212114e-08,-5.702863320993761375e-04
1.292358471694338959e+02,6.920689303653349000e-01,2.917918999349189066e-02,8.073914560582243762e-08,-1.411380631504425632e-03
1.292658531706341307e+02,6.920689327830501503e-01,2.917918981813164697e-02,8.048154110859309955e-08,9.391516403026124119e-04
1.292958591718343655e+02,6.920689351929932842e-01,2.917918964321444819e-02,8.022475171664318558e-08,6.963798393021183733e-04
1.293258651730346003e+02,6.920689375951896150e-01,2.917918946873933675e-02,7.996877481138072868e-08,2.336257641732231811e-04
1.293558711742348351e+02,6.920689399896639005e-01,2.917918929470539324e-02,7.971360785994148992e-08,-5.247220080712240633e-04
1.293858771754350983e+02,6.920689423764412318e-01,2.917918912111175725e-02,7.945924827490718668e-08,-1.923719320040383630e-04
1.294158831766353330e+02,6.920689447555465890e-01,2.917918894795760304e-02,7.920569352341358007e-08,-5.692290584251135776e-04
1.294458891778355678e+02,6.920689471270045079e-01,2.917918877524216734e-02,7.895294107844144818e-08,8.634522099407061085e-04
1.294758951790358026e+02,6.920689494908399686e-01,2.917918860296472156e-02,7.870098841881667881e-08,-1.433552385094459406e-03
1.295059011802360374e+02,6.920689518470777291e-01,2.917918843112459262e-02,7.844983300193317477e-08,2.738369699322963299e-04
1.295359071814362721e+02,6.920689541957423252e-01,2.917918825972115257e-02,7.819947235922248000e-08,1.943260975632847039e-05
1.295659131826365353e+02,6.920689565368582929e-01,2.917918808875382200e-02,7.794990399873575273e-08,-1.129702134865373650e-03
1.295959191838367701e+02,6.920689588704502793e-01,2.917918791822207009e-02,7.770112543242093947e-08,6.194995510958968077e-04
1.296259251850370049e+02,6.920689611965428201e-01,2.917918774812540764e-02,7.745313416832921166e-08,-3.389291977902311541e-04
1.296559311862372397e+02,6.920689635151601182e-01,2.917918757846340097e-02,7.720592779829114752e-08,1.869730214508854476e-03
1.296859371874374744e+02,6.920689658263267097e-01,2.917918740923566151e-02,7.695950384009967089e-08,1.174477360194181065e-03
1.297159431886377376e+02,6.920689681300669083e-01,2.917918724044184578e-02,7.671385985246326154e-08,-5.480258282433220695e-05
1.297459491898379724e+02,6.920689704264048059e-01,2.917918707208165888e-02,7.646899344279933331e-08,-3.753774506667381205e-04
1.297759551910382072e+02,6.920689727153646054e-01,2.917918690415486141e-02,7.622490217566139621e-08,-6.811647055878511121e-04
1.298059611922384420e+02,6.920689749969705096e-01,2.917918673666124868e-02,7.598158365846683761e-08,-7.201482881525843576e-04
1.298359671934386768e+02,6.920689772712466103e-01,2.917918656960067497e-02,7.573903547525269880e-08,3.159617412838467711e-04
1.298659731946389400e+02,6.920689795382167775e-01,2.917918640297303620e-02,7.549725528604204977e-08,-1.432449853397063655e-03
1.298959791958391747e+02,6.920689817979051028e-01,2.917918623677827339e-02,7.525624067682027966e-08,9.716826427913053971e-04
1.299259851970394095e+02,6.920689840503353452e-01,2.917918607101638306e-02,7.501598932319726757e-08,6.988343969285351360e-04
1.299559911982396443e+02,6.920689862955314853e-01,2.917918590568740686e-02,7.477649885986737638e-08,-1.334585052906472500e-04
1.299859971994398791e+02,6.920689885335170599e-01,2.917918574079142804e-02,7.453776695659537553e-08,7.501573533056118655e-04
1.300160032006401138e+02,6.920689907643160499e-01,2.917918557632858539e-02,7.429979126950752022e-08,2.297949535826350823e-03
1.300460092018403770e+02,6.920689929879518809e-01,2.917918541229906626e-02,7.406256951902590147e-08,2.971881370953384873e-04
1.300760152030406118e+02,6.920689952044483118e-01,2.917918524870309269e-02,7.382609936322510908e-08,1.719518718914561086e-03
1.301060212042408466e+02,6.920689974138286571e-01,2.917918508554095264e-02,7.359037853616572182e-08,-2.931415814588660997e-04
1.301360272054410814e+02,6.920689996161166757e-01,2.917918492281296877e-02,7.335540474463125030e-08,-6.058658587230937457e-04
1.301660332066413162e+02,6.920690018113355713e-01,2.917918476051951579e-02,7.312117571878556439e-08,1.001785564507048790e-03
1.301960392078415794e+02,6.920690039995087695e-01,2.917918459866101349e-02,7.288768919074078916e-08,-1.915380449829412598e-03
1.302260452090418141e+02,6.920690061806595850e-01,2.917918443723793720e-02,7.265494292378285321e-08,9.596844108224500966e-04
1.302560512102420489e+02,6.920690083548112215e-01,2.917918427625080038e-02,7.242293466950750552e-08,-7.464982449392464103e-07
1.302860572114422837e+02,6.920690105219868826e-01,2.917918411570017204e-02,7.219166220873581842e-08,-4.802257714898629649e-04
1.303160632126425185e+02,6.920690126822097721e-01,2.917918395558665931e-02,7.196112331449544645e-08,8.599299654473926578e-05
1.303460692138427532e+02,6.920690148355027604e-01,2.917918379591092834e-02,7.173131578903944691e-08,1.114160304365660468e-04
1.303760752150430164e+02,6.920690169818889403e-01,2.917918363667368342e-02,7.150223744436260304e-08,1.247663737937216959e-03
1.304060812162432512e+02,6.920690191213912934e-01,2.917918347787568437e-02,7.127388608661465457e-08,8.418744333285409611e-04
1.304360872174434860e+02,6.920690212540328012e-01,2.917918331951773608e-02,7.104625952779035828e-08,2.009851650747839619e-04
1.304660932186437208e+02,6.920690233798360014e-01,2.917918316160068512e-02,7.081935564612870749e-08,-2.204749219473849076e-04
1.304960992198439556e+02,6.920690254988239865e-01,2.917918300412543353e-02,7.059317224583101472e-08,-9.444771643175431776e-04
1.305261052210442188e+02,6.920690276110191830e-01,2.917918284709292848e-02,7.036770722851652669e-08,1.991721959571117126e-04
1.305561112222444535e+02,6.920690297164444615e-01,2.917918269050416569e-02,7.014295843345701540e-08,-2.575079015571237091e-03
1.305861172234446883e+02,6.920690318151222487e-01,2.917918253436018600e-02,6.991892376227168790e-08,9.659924379695470666e-04
1.306161232246449231e+02,6.920690339070751929e-01,2.917918237866207881e-02,6.969560109514784564e-08,-1.026244154815725435e-06
1.306461292258451579e+02,6.920690359923257207e-01,2.917918222341098558e-02,6.947298834344646130e-08,-1.661822430986418945e-03
1.306761352270454211e+02,6.920690380708962586e-01,2.917918206860808591e-02,6.925108342437361721e-08,5.649643047343957513e-04
1.307061412282456558e+02,6.920690401428091221e-01,2.917918191425462188e-02,6.902988426487712163e-08,-8.888318387395150984e-04
1.307361472294458906e+02,6.920690422080867377e-01,2.917918176035186675e-02,6.880938877826634801e-08,-4.659654316603387548e-04
1.307661532306461254e+02,6.920690442667511988e-01,2.917918160690115628e-02,6.858959494409477400e-08,-1.786030534697529175e-03
1.307961592318463602e+02,6.920690463188247099e-01,2.917918145390385742e-02,6.837050070684544423e-08,-7.488543592151020774e-04
1.308261652330465949e+02,6.920690483643294755e-01,2.917918130136140653e-02,6.815210403438170969e-08,1.595370235048060531e-04
1.308561712342468581e+02,6.920690504032874779e-01,2.917918114927526424e-02,6.793440291405046582e-08,-8.440258302555613337e-05
1.308861772354470929e+02,6.920690524357206996e-01,2.917918099764695711e-02,6.771739532930191244e-08,2.890126238720615998e-04
1.309161832366473277e+02,6.920690544616511231e-01,2.917918084647804985e-02,6.750107930060503021e-08,-7.312778653880588594e-04
1.309461892378475625e+02,6.920690564811007306e-01,2.917918069577015924e-02,6.728545281140997922e-08,5.608943705857287031e-04
1.309761952390477973e+02,6.920690584940911716e-01,2.917918054552494714e-02,6.707051390751439431e-08,-1.483604136574978452e-03
1.310062012402480605e+02,6.920690605006443175e-01,2.917918039574412398e-02,6.685626062887082711e-08,-5.732087005759993036e-04
1.310362072414482952e+02,6.920690625007819285e-01,2.917918024642944877e-02,6.664269100569002392e-08,-2.654864439850569864e-03
1.310662132426485300e+02,6.920690644945255432e-01,2.917918009758272910e-02,6.642980309935644194e-08,-3.140010899428248938e-04
1.310962192438487648e+02,6.920690664818968107e-01,2.917917994920581418e-02,6.621759498684141367e-08,-5.550512566034697913e-04
1.311262252450489996e+02,6.920690684629172695e-01,2.917917980130060873e-02,6.600606473342611844e-08,-2.033630863812640099e-04
1.311562312462492343e+02,6.920690704376082358e-01,2.917917965386905912e-02,6.579521045115232178e-08,5.603715453673239382e-04
1.311862372474494975e+02,6.920690724059913590e-01,2.917917950691316722e-02,6.558503022673312183e-08,1.300547782390112320e-03
1.312162432486497323e+02,6.920690743680879553e-01,2.917917936043497307e-02,6.537552216052010448e-08,-1.189252827429415149e-03
1.312462492498499671e+02,6.920690763239192300e-01,2.917917921443656873e-02,6.516668438988367619e-08,-2.531613423299526448e-04
1.312762552510502019e+02,6.920690782735063884e-01,2.917917906892009833e-02,6.495851505998768771e-08,-1.971703481964589329e-03
1.313062612522504367e+02,6.920690802168707467e-01,2.917917892388774762e-02,6.475101229651233940e-08,1.814273480878844267e-03
1.313362672534506999e+02,6.920690821540332882e-01,2.917917877934175092e-02,6.454417426605340078e-08,1.286477671068603744e-03
1.313662732546509346e+02,6.920690840850152181e-01,2.917917863528439459e-02,6.433799912936154496e-08,4.521949403664429182e-04
1.313962792558511694e+02,6.920690860098374086e-01,2.917917849171800318e-02,6.413248506861937708e-08,1.199763425397892000e-03
1.314262852570514042e+02,6.920690879285208430e-01,2.917917834864496365e-02,6.392763026990619791e-08,8.475558942238804348e-04
1.314562912582516390e+02,6.920690898410865044e-01,2.917917820606769422e-02,6.372343292904312685e-08,-6.447865172834228590e-04
1.314862972594519022e+02,6.920690917475550430e-01,2.917917806398867553e-02,6.351989126912828524e-08,7.110651898616969849e-04
1.315163032606521369e+02,6.920690936479474420e-01,2.917917792241042640e-02,6.331700349377615733e-08,1.166763051509190491e-03
1.315463092618523717e+02,6.920690955422841295e-01,2.917917778133551771e-02,6.311476786894874177e-08,8.003493267840597770e-04
1.315763152630526065e+02,6.920690974305859777e-01,2.917917764076656539e-02,6.291318260215725817e-08,-8.984356134205665932e-05
1.316063212642528413e+02,6.920690993128735258e-01,2.917917750070623054e-02,6.271224596326040086e-08,-3.886380934398810105e-04
1.316363272654530761e+02,6.920691011891673128e-01,2.917917736115723318e-02,6.251195621042668454e-08,2.372458075679111014e-03
1.316663332666533393e+02,6.920691030594877668e-01,2.917917722212233153e-02,6.231231163299837451e-08,2.708183928917668988e-04
1.316963392678535740e+02,6.920691049238553161e-01,2.917917708360433238e-02,6.211331051057591750e-08,5.462000634209687212e-04
1.317263452690538088e+02,6.920691067822903886e-01,2.917917694560609107e-02,6.191495113444991341e-08,-1.402426740418638530e-03
1.317563512702540436e+02,6.920691086348131904e-01,2.917917680813051154e-02,6.171723182318797738e-08,6.828800694472722272e-04
1.317863572714542784e+02,6.920691104814439276e-01,2.917917667118054628e-02,6.152015090315114233e-08,2.470208894130134837e-04
1.318163632726545416e+02,6.920691123222029173e-01,2.917917653475918943e-02,6.132370669680371907e-08,-8.617258491146367102e-04
1.318463692738547763e+02,6.920691141571101435e-01,2.917917639886949757e-02,6.112789754999032474e-08,1.289581064194168141e-03
1.318763752750550111e+02,6.920691159861857011e-01,2.917917626351455504e-02,6.093272182024571640e-08,-2.632064517610841727e-06
1.319063812762552459e+02,6.920691178094496854e-01,2.917917612869750862e-02,6.073817785146612364e-08,6.482573876141272751e-04
1.319363872774554807e+02,6.920691196269219692e-01,2.917917599442155022e-02,6.054426403820508441e-08,4.606485027258591766e-04
1.319663932786557154e+02,6.920691214386224255e-01,2.917917586068991334e-02,6.035097875748092674e-08,-6.991375937748326450e-04
1.319963992798559786e+02,6.920691232445708163e-01,2.917917572750588356e-02,6.015832042917585596e-08,2.894561350361541893e-04
1.320264052810562134e+02,6.920691250447871257e-01,2.917917559487279502e-02,5.996628741666967265e-08,1.384257219496293819e-03
1.320564112822564482e+02,6.920691268392907824e-01,2.917917546279403043e-02,5.977487818660514186e-08,-1.105626765649250776e-03
1.320864172834566830e+02,6.920691286281016597e-01,2.917917533127301760e-02,5.958409113158743385e-08,-1.036735452026646149e-03
1.321164232846569178e+02,6.920691304112392972e-01,2.917917520031322945e-02,5.939392470656917377e-08,-9.116417205859636552e-04
1.321464292858571810e+02,6.920691321887231240e-01,2.917917506991819093e-02,5.920437737234805670e-08,7.404585498157581795e-04
1.321764352870574157e+02,6.920691339605726800e-01,2.917917494009147558e-02,5.901544758582505562e-08,-4.623730783805074063e-04
1.322064412882576505e+02,6.920691357268075050e-01,2.917917481083670203e-02,5.882713379805604706e-08,2.939814117082289948e-04
1.322364472894578853e+02,6.920691374874466950e-01,2.917917468215753748e-02,5.863943453608291639e-08,1.141864305773896250e-03
1.322664532906581201e+02,6.920691392425096788e-01,2.917917455405769425e-02,5.845234827044511109e-08,-1.126020739675787996e-03
1.322964592918583833e+02,6.920691409920157744e-01,2.917917442654093668e-02,5.826587350480418373e-08,1.472820090894393910e-03
1.323264652930586180e+02,6.920691427359840775e-01,2.917917429961107770e-02,5.808000876230526445e-08,2.826053365370978130e-05
1.323564712942588528e+02,6.920691444744336840e-01,2.917917417327197185e-02,5.789475258168033882e-08,-1.760491495238653025e-04
1.323864772954590876e+02,6.920691462073836897e-01,2.917917404752752575e-02,5.771010348607453037e-08,1.528706658289584420e-03
1.324164832966593224e+02,6.920691479348530795e-01,2.917917392238169108e-02,5.752606003370340889e-08,4.561809602711889406e-04
1.324464892978595572e+02,6.920691496568608381e-01,2.917917379783847159e-02,5.734262078862759429e-08,-1.316330350622250955e-03
1.324764952990598204e+02,6.920691513734258393e-01,2.917917367390191613e-02,5.715978431101101079e-08,-6.031286023235754996e-05
1.325065013002600551e+02,6.920691530845668460e-01,2.917917355057611864e-02,5.697754920193307904e-08,-7.726282584050818674e-04
1.325365073014602899e+02,6.920691547903026208e-01,2.917917342786522511e-02,5.679591404298965529e-08,2.645454273931100342e-04
1.325665133026605247e+02,6.920691564906520377e-01,2.917917330577342663e-02,5.661487743331179910e-08,-4.714566128302982067e-04
1.325965193038607595e+02,6.920691581856335262e-01,2.917917318430496287e-02,5.643443801684281502e-08,-3.404828177457928711e-04
1.326265253050610227e+02,6.920691598752658491e-01,2.917917306346412207e-02,5.625459438881704708e-08,9.574702047346806853e-04
1.326565313062612574e+02,6.920691615595674362e-01,2.917917294325523755e-02,5.607534520291957207e-08,-1.694805973362611398e-03
1.326865373074614922e+02,6.920691632385568282e-01,2.917917282368269472e-02,5.589668910114532686e-08,2.795999861103954385e-04
1.327165433086617270e+02,6.920691649122523437e-01,2.917917270475092403e-02,5.571862476055968133e-08,-2.351722719838295734e-04
