t,a,c_productive,maturation_intermediate,c_cleaved_product,da_dt
3.675735147029405958e+00,3.556871311005155856e-01,2.298186230282864562e-01,2.539908626952771739e-02,3.462010709661932778e-02,3.914167033166326970e-01
3.676735347069413962e+00,3.560788891849663851e-01,2.299871670749761843e-01,2.542100227221851666e-02,3.464818136902849538e-02,3.919428200991543210e-01
3.677735547109421965e+00,3.564711738364508831e-01,2.301556476465978218e-01,2.544293339502229009e-02,3.467626410311558383e-02,3.924696308450004167e-01
3.678735747149429969e+00,3.568639857471886945e-01,2.303240634583414437e-01,2.546487962525562782e-02,3.470435521014914731e-02,3.929971340752227982e-01
3.679735947189437972e+00,3.572573256079816795e-01,2.304924132181488394e-01,2.548684095010095643e-02,3.473245460062431705e-02,3.935253282753247150e-01
3.680736147229445976e+00,3.576511941082134438e-01,2.306606956267133468e-01,2.550881735660654598e-02,3.476056218426278738e-02,3.940542118948610062e-01
3.681736347269453979e+00,3.580455919358497829e-01,2.308289093774801015e-01,2.553080883168650297e-02,3.478867787001282963e-02,3.945837833470376976e-01
3.682736547309461983e+00,3.584405197774384599e-01,2.309970531566457597e-01,2.555281536212077736e-02,3.481680156604929216e-02,3.951140410083063825e-01
3.683736747349469987e+00,3.588359783181092055e-01,2.311651256431586920e-01,2.557483693455515558e-02,3.484493317977360727e-02,3.956449832179562698e-01
3.684736947389477990e+00,3.592319682415738846e-01,2.313331255087189287e-01,2.559687353550126748e-02,3.487307261781375650e-02,3.961766082777041786e-01
3.685737147429485994e+00,3.596284902301262743e-01,2.315010514177781309e-01,2.561892515133658635e-02,3.490121978602431230e-02,3.967089144512793153e-01
3.686737347469493997e+00,3.600255449646421191e-01,2.316689020275396471e-01,2.564099176830441501e-02,3.492937458948642410e-02,3.972418999640055515e-01
3.687737547509502001e+00,3.604231331245793535e-01,2.318366759879584016e-01,2.566307337251390319e-02,3.495753693250780447e-02,3.977755630023829814e-01
3.688737747549510004e+00,3.608212553879777684e-01,2.320043719417410610e-01,2.568516994994004404e-02,3.498570671862274994e-02,3.983099017136622066e-01
3.689737947589518008e+00,3.612199124314591780e-01,2.321719885243458958e-01,2.570728148642366026e-02,3.501388385059211322e-02,3.988449142054177332e-01
3.690738147629526011e+00,3.616191049302275307e-01,2.323395243639828633e-01,2.572940796767142838e-02,3.504206823040334484e-02,3.993805985451187590e-01
3.691738347669534015e+00,3.620188335580686312e-01,2.325069780816135245e-01,2.575154937925585447e-02,3.507025975927045153e-02,3.999169527596946327e-01
3.692738547709542019e+00,3.624190989873503632e-01,2.326743482909511551e-01,2.577370570661528804e-02,3.509845833763402395e-02,4.004539748350980366e-01
3.693738747749550022e+00,3.628199018890227445e-01,2.328416335984606067e-01,2.579587693505391854e-02,3.512666386516122285e-02,4.009916627158660596e-01
3.694738947789558026e+00,3.632212429325978875e-01,2.330088326033382951e-01,2.581806304974115437e-02,3.515487624074451617e-02,4.015300143046846570e-01
3.695739147829566029e+00,3.636231227771010155e-01,2.331759438857547440e-01,2.584026403529175384e-02,3.518309536269488558e-02,4.020690274735885250e-01
3.696739347869574033e+00,3.640255420777022688e-01,2.333429660072271761e-01,2.586247987561944225e-02,3.521132113117271534e-02,4.026087000775577240e-01
3.697739547909582036e+00,3.644285014929755095e-01,2.335098975250755604e-01,2.588471055455104572e-02,3.523955344646755722e-02,4.031490299309984926e-01
3.698739747949590040e+00,3.648320016789545206e-01,2.336767369883539225e-01,2.590695605575212349e-02,3.526779220798573894e-02,4.036900148049474835e-01
3.699739947989598043e+00,3.652360432891327835e-01,2.338434829378503721e-01,2.592921636272693328e-02,3.529603731425035723e-02,4.042316524266231226e-01
3.700740148029606047e+00,3.656406269744638671e-01,2.340101339060869368e-01,2.595149145881845559e-02,3.532428866290128477e-02,4.047739404789770790e-01
3.701740348069614051e+00,3.660457533833608723e-01,2.341766884173196728e-01,2.597378132720838326e-02,3.535254615069517020e-02,4.053168766002404055e-01
3.702740548109622054e+00,3.664514231616969320e-01,2.343431449875386652e-01,2.599608595091713187e-02,3.538080967350542422e-02,4.058604583834662938e-01
3.703740748149630058e+00,3.668576369528049885e-01,2.345095021244680555e-01,2.601840531280382243e-02,3.540907912632224042e-02,4.064046833760709965e-01
3.704740948189638061e+00,3.672643953974777387e-01,2.346757583275659031e-01,2.604073939556629871e-02,3.543735440325259528e-02,4.069495490793693659e-01
3.705741148229646065e+00,3.676716991339678553e-01,2.348419120880244071e-01,2.606308818174111336e-02,3.546563539752022043e-02,4.074950529481077277e-01
3.706741348269654068e+00,3.680795487979877101e-01,2.350079618887696287e-01,2.608545165370353830e-02,3.549392200146563037e-02,4.080411923899949223e-01
3.707741548309662072e+00,3.684879450227095399e-01,2.351739062044617967e-01,2.610782979366756129e-02,3.552221410654610861e-02,4.085879647652270186e-01
3.708741748349670075e+00,3.688968884387655023e-01,2.353397435014950578e-01,2.613022258368587897e-02,3.555051160333572158e-02,4.091353673860108064e-01
3.709741948389678079e+00,3.693063796742475091e-01,2.355054722379975873e-01,2.615263000564991072e-02,3.557881438152529080e-02,4.096833975160829033e-01
3.710742148429686083e+00,3.697164193547072819e-01,2.356710908638316171e-01,2.617505204128979177e-02,3.560712232992244153e-02,4.102320523702249755e-01
3.711742348469694086e+00,3.701270081031565184e-01,2.358365978205932967e-01,2.619748867217436272e-02,3.563543533645153333e-02,4.107813291137766831e-01
3.712742548509702090e+00,3.705381465400665597e-01,2.360019915416129432e-01,2.621993987971118698e-02,3.566375328815373641e-02,4.113312248621425748e-01
3.713742748549710093e+00,3.709498352833687229e-01,2.361672704519547084e-01,2.624240564514654719e-02,3.569207607118697612e-02,4.118817366802994817e-01
3.714742948589718097e+00,3.713620749484541350e-01,2.363324329684169112e-01,2.626488594956542799e-02,3.572040357082593987e-02,4.124328615822947519e-01
3.715743148629726100e+00,3.717748661481737327e-01,2.364974774995318163e-01,2.628738077389154368e-02,3.574873567146211878e-02,4.129845965307464284e-01
3.716743348669734104e+00,3.721882094928383178e-01,2.366624024455656616e-01,2.630989009888731744e-02,3.577707225660374524e-02,4.135369384363355993e-01
3.717743548709742107e+00,3.726021055902184465e-01,2.368272061985187971e-01,2.633241390515388136e-02,3.580541320887585532e-02,4.140898841572965838e-01
3.718743748749750111e+00,3.730165550455446510e-01,2.369918871421255180e-01,2.635495217313109373e-02,3.583375841002022638e-02,4.146434304989039532e-01
3.719743948789758115e+00,3.734315584615071626e-01,2.371564436518541485e-01,2.637750488309751826e-02,3.586210774089543946e-02,4.151975742129548341e-01
3.720744148829766118e+00,3.738471164382561329e-01,2.373208740949070139e-01,2.640007201517044488e-02,3.589046108147683767e-02,4.157523119972477144e-01
3.721744348869774122e+00,3.742632295734015235e-01,2.374851768302204957e-01,2.642265354930587243e-02,3.591881831085652621e-02,4.163076404950564191e-01
3.722744548909782125e+00,3.746798984568225355e-01,2.376493502034970340e-01,2.644524946511007252e-02,3.594717930721464533e-02,4.168635562964436159e-01
3.723744748949790129e+00,3.750971236641160167e-01,2.378133925338880850e-01,2.646785974122495277e-02,3.597554394979003700e-02,4.174200559594641313e-01
3.724744948989798132e+00,3.755149057776851484e-01,2.379773021344349371e-01,2.649048435610813074e-02,3.600391211892510490e-02,4.179771360014888359e-01
3.725745149029806136e+00,3.759332453766291438e-01,2.381410773093921851e-01,2.651312328804065685e-02,3.603228369401680758e-02,4.185347928830016606e-01
3.726745349069814139e+00,3.763521430360379227e-01,2.383047163537395929e-01,2.653577651511140889e-02,3.606065855345945426e-02,4.190930230068112272e-01
3.727745549109822143e+00,3.767715993269920571e-01,2.384682175531820936e-01,2.655844401521709197e-02,3.608903657464476722e-02,4.196518227175260463e-01
3.728745749149830147e+00,3.771916148165628258e-01,2.386315791841497336e-01,2.658112576606225241e-02,3.611741763396185412e-02,4.202111883010233861e-01
3.729745949189838150e+00,3.776121900678120480e-01,2.387947995137977564e-01,2.660382174515925346e-02,3.614580160679718712e-02,4.207711159839160331e-01
3.730746149229846154e+00,3.780333256397924169e-01,2.389578768000065745e-01,2.662653192982829611e-02,3.617418836753465150e-02,4.213316019330162199e-01
3.731746349269854157e+00,3.784550220875471105e-01,2.391208092913817140e-01,2.664925629719741562e-02,3.620257778955549011e-02,4.218926422547926158e-01
3.732746549309862161e+00,3.788772799621100140e-01,2.392835952272538980e-01,2.667199482420246417e-02,3.623096974523835889e-02,4.224542329948271502e-01
3.733746749349870164e+00,3.793000998105058308e-01,2.394462328376790183e-01,2.669474748758714211e-02,3.625936410595927833e-02,4.230163701372665064e-01
3.734746949389878168e+00,3.797234821757498047e-01,2.396087203434380808e-01,2.671751426390295975e-02,3.628776074209166813e-02,4.235790496042690090e-01
3.735747149429886171e+00,3.801474275968477756e-01,2.397710559560372601e-01,2.674029512950927903e-02,3.631615952300631944e-02,4.241422672554495121e-01
3.736747349469894175e+00,3.805719366087964572e-01,2.399332378777079278e-01,2.676309006057327189e-02,3.634456031707143653e-02,4.247060188873195696e-01
3.737747549509902178e+00,3.809970097425830482e-01,2.400952643014065968e-01,2.678589903306995493e-02,3.637296299165257429e-02,4.252703002327224424e-01
3.738747749549910182e+00,3.814226475251855097e-01,2.402571334108149215e-01,2.680872202278217209e-02,3.640136741311269380e-02,4.258351069602668848e-01
3.739747949589918186e+00,3.818488504795725103e-01,2.404188433803397251e-01,2.683155900530058771e-02,3.642977344681214841e-02,4.264004346737556572e-01
3.740748149629926189e+00,3.822756191247033142e-01,2.405803923751130002e-01,2.685440995602371428e-02,3.645818095710865597e-02,4.269662789116090984e-01
3.741748349669934193e+00,3.827029539755278376e-01,2.407417785509918529e-01,2.687727485015787773e-02,3.648658980735734053e-02,4.275326351462870322e-01
3.742748549709942196e+00,3.831308555429867035e-01,2.409030000545586414e-01,2.690015366271724176e-02,3.651499985991070452e-02,4.280994987837044574e-01
3.743748749749950200e+00,3.835593243340112979e-01,2.410640550231208101e-01,2.692304636852380084e-02,3.654341097611862182e-02,4.286668651626443505e-01
3.744748949789958203e+00,3.839883608515235469e-01,2.412249415847109724e-01,2.694595294220738027e-02,3.657182301632837945e-02,4.292347295541676377e-01
3.745749149829966207e+00,3.844179655944360285e-01,2.413856578580868828e-01,2.696887335820563267e-02,3.660023583988462892e-02,4.298030871610154513e-01
3.746749349869974210e+00,3.848481390576521388e-01,2.415462019527315207e-01,2.699180759076403799e-02,3.662864930512940709e-02,4.303719331170121620e-01
3.747749549909982214e+00,3.852788817320658143e-01,2.417065719688529513e-01,2.701475561393591740e-02,3.665706326940216392e-02,4.309412624864606967e-01
3.748749749949990218e+00,3.857101941045617544e-01,2.418667659973844641e-01,2.703771740158240899e-02,3.668547758903970002e-02,4.315110702635341355e-01
3.749749949989998221e+00,3.861420766519924608e-01,2.420267821156143195e-01,2.706069292718182515e-02,3.671389211934338731e-02,4.320813513701406428e-01
3.750750150030006225e+00,3.865745298327403767e-01,2.421866183732225841e-01,2.708368216315458141e-02,3.674230671660035086e-02,4.326521006748872966e-01
3.751750350070014228e+00,3.870075541131383079e-01,2.423462728113802978e-01,2.710668508169708502e-02,3.677072123824624145e-02,4.332233129994108589e-01
3.752750550110022232e+00,3.874411499546419058e-01,2.425057434615496554e-01,2.712970165479820089e-02,3.679913554065752240e-02,4.337949830921091210e-01
3.753750750150030235e+00,3.878753178128120371e-01,2.426650283449916790e-01,2.715273185421985397e-02,3.682754947908106063e-02,4.343671056266057984e-01
3.754750950190038239e+00,3.883100581373145621e-01,2.428241254727662446e-01,2.717577565149702570e-02,3.685596290763411970e-02,4.349396752011530087e-01
3.755751150230045798e+00,3.887453713719205561e-01,2.429830328457320276e-01,2.719883301793775410e-02,3.688437567930432509e-02,4.355126863380281432e-01
3.756751350270053802e+00,3.891812579545066431e-01,2.431417484545467800e-01,2.722190392462315797e-02,3.691278764594973366e-02,4.360861334829289615e-01
3.757751550310061806e+00,3.896177183170541625e-01,2.433002702796668304e-01,2.724498834240739534e-02,3.694119865829875726e-02,4.366600110043624694e-01
3.758751750350069809e+00,3.900547528856498358e-01,2.434585962913475288e-01,2.726808624191769115e-02,3.696960856595021133e-02,4.372343131930319093e-01
3.759751950390077813e+00,3.904923620804853779e-01,2.436167244496429962e-01,2.729119759355432689e-02,3.699801721737330101e-02,4.378090342612205310e-01
3.760752150430085816e+00,3.909305463158579408e-01,2.437746527044062361e-01,2.731432236749064407e-02,3.702642445990762116e-02,4.383841683421685897e-01
3.761752350470093820e+00,3.913693060001695589e-01,2.439323789952891064e-01,2.733746053367305112e-02,3.705483013976315632e-02,4.389597094894506224e-01
3.762752550510101823e+00,3.918086415359277042e-01,2.440899012517422917e-01,2.736061206182101302e-02,3.708323410202028075e-02,4.395356516763453958e-01
3.763752750550109827e+00,3.922485533197448970e-01,2.442472173930154145e-01,2.738377692142705128e-02,3.711163619062976537e-02,4.401119887952050225e-01
3.764752950590117830e+00,3.926890417423388180e-01,2.444043253281568129e-01,2.740695508175674741e-02,3.714003624841274998e-02,4.406887146568175817e-01
3.765753150630125834e+00,3.931301071885323073e-01,2.445612229560138184e-01,2.743014651184874989e-02,3.716843411706079875e-02,4.412658229897662987e-01
3.766753350670133837e+00,3.935717500372534206e-01,2.447179081652325061e-01,2.745335118051476370e-02,3.719682963713583090e-02,4.418433074397881688e-01
3.767753550710141841e+00,3.940139706615354287e-01,2.448743788342578609e-01,2.747656905633954691e-02,3.722522264807017617e-02,4.424211615691248101e-01
3.768753750750149845e+00,3.944567694285166515e-01,2.450306328313336945e-01,2.749980010768092800e-02,3.725361298816655398e-02,4.429993788558705958e-01
3.769753950790157848e+00,3.949001466994406795e-01,2.451866680145027011e-01,2.752304430266979199e-02,3.728200049459807347e-02,4.435779526933175676e-01
3.770754150830165852e+00,3.953441028296562632e-01,2.453424822316064291e-01,2.754630160921007695e-02,3.731038500340821962e-02,4.441568763892964067e-01
3.771754350870173855e+00,3.957886381686173127e-01,2.454980733202851984e-01,2.756957199497879485e-02,3.733876634951088097e-02,4.447361431655128539e-01
3.772754550910181859e+00,3.962337530598828983e-01,2.456534391079782942e-01,2.759285542742600378e-02,3.736714436669033579e-02,4.453157461568806319e-01
3.773754750950189862e+00,3.966794478411172498e-01,2.458085774119237732e-01,2.761615187377483224e-02,3.739551888760125203e-02,4.458956784108502602e-01
3.774754950990197866e+00,3.971257228440898124e-01,2.459634860391586020e-01,2.763946130102145834e-02,3.742388974376868044e-02,4.464759328867332622e-01
3.775755151030205869e+00,3.975725783946751357e-01,2.461181627865185739e-01,2.766278367593513060e-02,3.745225676558807532e-02,4.470565024550253730e-01
3.776755351070213873e+00,3.980200147977887015e-01,2.462726054318931934e-01,2.768611896458932423e-02,3.748061978250603193e-02,4.476373798876551180e-01
3.777755551110221877e+00,3.984680323474278918e-01,2.464268117282082948e-01,2.770946713207641035e-02,3.750897862581048514e-02,4.482185578963535089e-01
3.778755751150229880e+00,3.989166313427774391e-01,2.465807794191110514e-01,2.773282814333083435e-02,3.753733312687850682e-02,4.488000291241147632e-01
3.779755951190237884e+00,3.993658120747583529e-01,2.467345062373096365e-01,2.775620196302148665e-02,3.756568311582643427e-02,4.493817861193532548e-01
3.780756151230245887e+00,3.998155748260278086e-01,2.468879899045731408e-01,2.777958855555170969e-02,3.759402842150982166e-02,4.499638213352522009e-01
3.781756351270253891e+00,4.002659198709790367e-01,2.470412281317315162e-01,2.780298788505928057e-02,3.762236887152347470e-02,4.505461271291136827e-01
3.782756551310261894e+00,4.007168474757412668e-01,2.471942186186756041e-01,2.782639991541642835e-02,3.765070429220142983e-02,4.511286957617005045e-01
3.783756751350269898e+00,4.011683578981799503e-01,2.473469590543571350e-01,2.784982461022982372e-02,3.767903450861694731e-02,4.517115193965795528e-01
3.784756951390277901e+00,4.016204513878965932e-01,2.474994471167888122e-01,2.787326193284057896e-02,3.770735934458254585e-02,4.522945900994594370e-01
3.785757151430285905e+00,4.020731281862287010e-01,2.476516804730440890e-01,2.789671184632425485e-02,3.773567862264996797e-02,4.528778998375254106e-01
3.786757351470293909e+00,4.025263885262500563e-01,2.478036567792574474e-01,2.792017431349085380e-02,3.776399216411018001e-02,4.534614404787715158e-01
3.787757551510301912e+00,4.029802326327703299e-01,2.479553736806242026e-01,2.794364929688482324e-02,3.779229978899340675e-02,4.540452037913297323e-01
3.788757751550309916e+00,4.034346607223353587e-01,2.481068288114005316e-01,2.796713675878505917e-02,3.782060131606910375e-02,4.546291814427944611e-01
3.789757951590317919e+00,4.038896730032271454e-01,2.482580197949035283e-01,2.799063666120489569e-02,3.784889656284594339e-02,4.552133649995475095e-01
3.790758151630325923e+00,4.043452696754636921e-01,2.484089442435112316e-01,2.801414896589211195e-02,3.787718534557186351e-02,4.557977459260749709e-01
3.791758351670333926e+00,4.048014509307991116e-01,2.485595997586625139e-01,2.803767363432893914e-02,3.790546747923400489e-02,4.563823155842853807e-01
3.792758551710341930e+00,4.052582169527236267e-01,2.487099839308571647e-01,2.806121062773203959e-02,3.793374277755878071e-02,4.569670652328230442e-01
3.793758751750349933e+00,4.057155679164635154e-01,2.488600943396558351e-01,2.808475990705253111e-02,3.796201105301181405e-02,4.575519860263770333e-01
3.794758951790357937e+00,4.061735039889812215e-01,2.490099285536800933e-01,2.810832143297597660e-02,3.799027211679797261e-02,4.581370690149907943e-01
3.795759151830365941e+00,4.066320253289751330e-01,2.491594841306123964e-01,2.813189516592237011e-02,3.801852577886135481e-02,4.587223051433632626e-01
3.796759351870373944e+00,4.070911320868798589e-01,2.493087586171961190e-01,2.815548106604616463e-02,3.804677184788529676e-02,4.593076852501530860e-01
3.797759551910381948e+00,4.075508244048660078e-01,2.494577495492354968e-01,2.817907909323625129e-02,3.807501013129238610e-02,4.598932000672749099e-01
3.798759751950389951e+00,4.080111024168404654e-01,2.496064544515956551e-01,2.820268920711596281e-02,3.810324043524442733e-02,4.604788402191961061e-01
3.799759951990397955e+00,4.084719662484459501e-01,2.497548708382026361e-01,2.822631136704308388e-02,3.813146256464245570e-02,4.610645962222267857e-01
3.800760152030405958e+00,4.089334160170614019e-01,2.499029962120433435e-01,2.824994553210983736e-02,3.815967632312677188e-02,4.616504584838114211e-01
3.801760352070413962e+00,4.093954518318018709e-01,2.500508280651655979e-01,2.827359166114289460e-02,3.818788151307688644e-02,4.622364173018136957e-01
3.802760552110421965e+00,4.098580737868751100e-01,2.501983638765988283e-01,2.829724971254109211e-02,3.821607793559365918e-02,4.628224628553349596e-01
3.803760752150429969e+00,4.103212819458421645e-01,2.503456010983894364e-01,2.832091964345104587e-02,3.824426539252931412e-02,4.634085852092807989e-01
3.804760952190437973e+00,4.107850763815604767e-01,2.504925371662082845e-01,2.834460141065298436e-02,3.827244368702576588e-02,4.639947743699601168e-01
3.805761152230445976e+00,4.112494571581556402e-01,2.506391695046278900e-01,2.836829497065373323e-02,3.830061262095942748e-02,4.645810202309011983e-01
3.806761352270453980e+00,4.117144243285829619e-01,2.507854955268759567e-01,2.839200027965239209e-02,3.832877199481600494e-02,4.651673125676396570e-01
3.807761552310461983e+00,4.121799779346276282e-01,2.509315126348357627e-01,2.841571729354031017e-02,3.835692160769049730e-02,4.657536410370573532e-01
3.808761752350469987e+00,4.126461180069043722e-01,2.510772182190459390e-01,2.843944596790111412e-02,3.838506125728720353e-02,4.663399951767233098e-01
3.809761952390477990e+00,4.131128445648578618e-01,2.512226096587004687e-01,2.846318625801069063e-02,3.841319073991970173e-02,4.669263644042297434e-01
3.810762152430485994e+00,4.135801576167625337e-01,2.513676843216488543e-01,2.848693811883717952e-02,3.844130985051087690e-02,4.675127380165296498e-01
3.811762352470493997e+00,4.140480571597224269e-01,2.515124395643958399e-01,2.851070150504100148e-02,3.846941838259290702e-02,4.680991051892691712e-01
3.812762552510502001e+00,4.145165431796715705e-01,2.516568727321016885e-01,2.853447637097482684e-02,3.849751612830726311e-02,4.686854549761228506e-01
3.813762752550510005e+00,4.149856156513735406e-01,2.518009811585820157e-01,2.855826267068359292e-02,3.852560287840470915e-02,4.692717763081244442e-01
3.814762952590518008e+00,4.154552745384218482e-01,2.519447621663077896e-01,2.858206035790451099e-02,3.855367842224531605e-02,4.698580579929970691e-01
3.815763152630526012e+00,4.159255197932396619e-01,2.520882130664055532e-01,2.860586938606704197e-02,3.858174254779842688e-02,4.704442887144832386e-01
3.816763352670534015e+00,4.163963513570799191e-01,2.522313311586570905e-01,2.862968970829291721e-02,3.860979504164269160e-02,4.710304570316726780e-01
3.817763552710542019e+00,4.168677691600254365e-01,2.523741137314996497e-01,2.865352127739613161e-02,3.863783568896605319e-02,4.716165513783288077e-01
3.818763752750550022e+00,4.173397731209886885e-01,2.525165580620257755e-01,2.867736404588294361e-02,3.866586427356576150e-02,4.722025600622155039e-01
3.819763952790558026e+00,4.178123631477118627e-01,2.526586614159835875e-01,2.870121796595187166e-02,3.869388057784833856e-02,4.727884712644204734e-01
3.820764152830566029e+00,4.182855391367670816e-01,2.528004210477764468e-01,2.872508298949370126e-02,3.872188438282961331e-02,4.733742730386810149e-01
3.821764352870574033e+00,4.187593009735560701e-01,2.529418342004632336e-01,2.874895906809148832e-02,3.874987546813470768e-02,4.739599533107044516e-01
3.822764552910582037e+00,4.192336485323104323e-01,2.530828981057581806e-01,2.877284615302053497e-02,3.877785361199803660e-02,4.745454998774927824e-01
3.823764752950590040e+00,4.197085816760914856e-01,2.532236099840309285e-01,2.879674419524842766e-02,3.880581859126331495e-02,4.751309004066626707e-01
3.824764952990598044e+00,4.201841002567902605e-01,2.533639670443064706e-01,2.882065314543499901e-02,3.883377018138354370e-02,4.757161424357658763e-01
3.825765153030606047e+00,4.206602041151276117e-01,2.535039664842652640e-01,2.884457295393235560e-02,3.886170815642102372e-02,4.763012133716099661e-01
3.826765353070614051e+00,4.211368930806542177e-01,2.536436054902431181e-01,2.886850357078486404e-02,3.888963228904734892e-02,4.768861004895775801e-01
3.827765553110622054e+00,4.216141669717504148e-01,2.537828812372313614e-01,2.889244494572915448e-02,3.891754235054340622e-02,4.774707909329439226e-01
3.828765753150630058e+00,4.220920255891490447e-01,2.539217908881046815e-01,2.891639702805280307e-02,3.894543811080371232e-02,4.780552717010160269e-01
3.829765953190638061e+00,4.225704686954946943e-01,2.540603315815779806e-01,2.894035976570238922e-02,3.897331934039770240e-02,4.786395296403231914e-01
3.830766153230646065e+00,4.230494960620954648e-01,2.541985004345309607e-01,2.896433310615619330e-02,3.900118581122386657e-02,4.792235515339695606e-01
3.831766353270654069e+00,4.235291074492095187e-01,2.543362945522965601e-01,2.898831699658328126e-02,3.902903729382516118e-02,4.798073240313768806e-01
3.832766553310662072e+00,4.240093026024594480e-01,2.544737110289769233e-01,2.901231138379983809e-02,3.905687355723284904e-02,4.803908336394119294e-01
3.833766753350670076e+00,4.244900812528324408e-01,2.546107469474429563e-01,2.903631621426918177e-02,3.908469436896654103e-02,4.809740667218013743e-01
3.834766953390678079e+00,4.249714431166801143e-01,2.547473993793349378e-01,2.906033143410175976e-02,3.911249949503415452e-02,4.815570094985485716e-01
3.835767153430686083e+00,4.254533878957185711e-01,2.548836653850618528e-01,2.908435698905515246e-02,3.914028869993196186e-02,4.821396480453539746e-01
3.836767353470694086e+00,4.259359152770285650e-01,2.550195420138019475e-01,2.910839282453406285e-02,3.916806174664452800e-02,4.827219682930332656e-01
3.837767553510702090e+00,4.264190249330551130e-01,2.551550263035023969e-01,2.913243888559032685e-02,3.919581839664477985e-02,4.833039560269424828e-01
3.838767753550710093e+00,4.269027165216079389e-01,2.552901152808794150e-01,2.915649511692290641e-02,3.922355840989395770e-02,4.838855968864008705e-01
3.839767953590718097e+00,4.273869896858611406e-01,2.554248059614182553e-01,2.918056146287789990e-02,3.925128154484162218e-02,4.844668763641197251e-01
3.840768153630726101e+00,4.278718440543534118e-01,2.555590953493732664e-01,2.920463786744852130e-02,3.927898755842567508e-02,4.850477798056300194e-01
3.841768353670734104e+00,4.283572792409879315e-01,2.556929804377676696e-01,2.922872427427512798e-02,3.930667620607234541e-02,4.856282924087173547e-01
3.842768553710742108e+00,4.288432948450322524e-01,2.558264582083939476e-01,2.925282062664520330e-02,3.933434724169617563e-02,4.862083992228523055e-01
3.843768753750750111e+00,4.293298904511185232e-01,2.559595256318134004e-01,2.927692686749334972e-02,3.936200041770004932e-02,4.867880851486314220e-01
3.844768953790758115e+00,4.298170656292434888e-01,2.560921796673564788e-01,2.930104293940130958e-02,3.938963548497517730e-02,4.873673349372165675e-01
3.845769153830766118e+00,4.303048199347682679e-01,2.562244172631226169e-01,2.932516878459794779e-02,3.941725219290109772e-02,4.879461331897786414e-01
3.846769353870774122e+00,4.307931529084185196e-01,2.563562353559803442e-01,2.934930434495926915e-02,3.944485028934566206e-02,4.885244643569421341e-01
3.847769553910782125e+00,4.312820640762843882e-01,2.564876308715671738e-01,2.937344956200839061e-02,3.947242952066508381e-02,4.891023127382377322e-01
3.848769753950790129e+00,4.317715529498205029e-01,2.566186007242896028e-01,2.939760437691557246e-02,3.949998963170386207e-02,4.896796624815543675e-01
3.849769953990798133e+00,4.322616190258460889e-01,2.567491418173232787e-01,2.942176873049820104e-02,3.952753036579485790e-02,4.902564975825969285e-01
3.850770154030806136e+00,4.327522617865447452e-01,2.568792510426127773e-01,2.944594256322078524e-02,3.955505146475924577e-02,4.908328018843456930e-01
3.851770354070814140e+00,4.332434806994646115e-01,2.570089252808717140e-01,2.947012581519497035e-02,3.958255266890652740e-02,4.914085590765232547e-01
3.852770554110822143e+00,4.337352752175184789e-01,2.571381614015828543e-01,2.949431842617952770e-02,3.961003371703453180e-02,4.919837526950621154e-01
3.853770754150830147e+00,4.342276447789834015e-01,2.572669562629978923e-01,2.951852033558035812e-02,3.963749434642942215e-02,4.925583661215772735e-01
3.854770954190838150e+00,4.347205887906712141e-01,2.573953067123556093e-01,2.954273148206789518e-02,3.966493429317959757e-02,4.931323825493584834e-01
3.855771154230846154e+00,4.352141066274677339e-01,2.575232095709327762e-01,2.956695180291639760e-02,3.969235329511434929e-02,4.937057850246852619e-01
3.856771354270854157e+00,4.357081976708587767e-01,2.576506616380764281e-01,2.959118123508249973e-02,3.971975109018578698e-02,4.942785565102946199e-01
3.857771554310862161e+00,4.362028612841492570e-01,2.577776597026681937e-01,2.961541971512903978e-02,3.974712741474235866e-02,4.948506798039301602e-01
3.858771754350870165e+00,4.366980968120215967e-01,2.579042005432203855e-01,2.963966717921893285e-02,3.977448200351940688e-02,4.954221375368290103e-01
3.859771954390878168e+00,4.371939035805358920e-01,2.580302809278756659e-01,2.966392356311518819e-02,3.980181458963918256e-02,4.959929121733547830e-01
3.860772154430886172e+00,4.376902808971297465e-01,2.581558976144071593e-01,2.968818880218088846e-02,3.982912490461083810e-02,4.965629860106334226e-01
3.861772354470894175e+00,4.381872280506183825e-01,2.582810473502185067e-01,2.971246283137921398e-02,3.985641267833043427e-02,4.971323411781999879e-01
3.862772554510902179e+00,4.386847443111945299e-01,2.584057268723438661e-01,2.973674558527341846e-02,3.988367763908094721e-02,4.977009596376537059e-01
3.863772754550910182e+00,4.391828289304285371e-01,2.585299329074476904e-01,2.976103699802684632e-02,3.991091951353224060e-02,4.982688231823191316e-01
3.864772954590918186e+00,4.396814811412683155e-01,2.586536621718251161e-01,2.978533700340292925e-02,3.993813802674110736e-02,4.988359134369173553e-01
3.865773154630926189e+00,4.401807001580392842e-01,2.587769113714016300e-01,2.980964553476517578e-02,3.996533290215121409e-02,4.994022118572451485e-01
3.866773354670934193e+00,4.406804851764445918e-01,2.588996772017331249e-01,2.983396252507718865e-02,3.999250386159316356e-02,4.999676997298650449e-01
3.867773554710942197e+00,4.411808353735647836e-01,2.590219563480061216e-01,2.985828790690264398e-02,4.001965062528444611e-02,5.005323581718006398e-01
3.868773754750950200e+00,4.416817499078580234e-01,2.591437454850375466e-01,2.988262161240531553e-02,4.004677291182947435e-02,5.010961681302452675e-01
