t,N,P_agg,dN_dt,dN_dt_noisy
1.743148629725945042e+01,1.097538780977064299e+01,1.486072094724748549e+00,-3.712414119945421476e+00,-6.042585325191006440e+00
1.743548709741948244e+01,1.096054490248902802e+01,1.486088969067465904e+00,-3.707555763077363231e+00,-1.263805138453972887e+01
1.743948789757951445e+01,1.094572142072613374e+01,1.486105824509847517e+00,-3.702703352611757648e+00,-7.447317001190802088e+00
1.744348869773954647e+01,1.093091734070720733e+01,1.486122661070267581e+00,-3.697856882287387403e+00,-2.900512525283529097e+00
1.744748949789957848e+01,1.091613263868193684e+01,1.486139478767087851e+00,-3.693016345846989346e+00,-4.115368932989340145e+00
1.745149029805961050e+01,1.090136729092444945e+01,1.486156277618656096e+00,-3.688181737037266483e+00,-2.243457204653605430e+00
1.745549109821964251e+01,1.088662127373331678e+01,1.486173057643307871e+00,-3.683353049608891538e+00,-7.340079881945689166e+00
1.745949189837967452e+01,1.087189456343154781e+01,1.486189818859364520e+00,-3.678530277316521158e+00,-8.743948516519348679e-01
1.746349269853970654e+01,1.085718713636659594e+01,1.486206561285135175e+00,-3.673713413918803461e+00,-1.109206944936323325e+01
1.746749349869973855e+01,1.084249896891035192e+01,1.486223284938915201e+00,-3.668902453178380263e+00,-6.535280237361520861e+00
1.747149429885977057e+01,1.082783003745915096e+01,1.486239989838986864e+00,-3.664097388861906168e+00,-1.693875280156978391e+01
1.747549509901980258e+01,1.081318031843376382e+01,1.486256676003619992e+00,-3.659298214740047239e+00,-5.229635813469668548e+00
1.747949589917983459e+01,1.079854978827940748e+01,1.486273343451069984e+00,-3.654504924587493431e+00,-6.430092295579775907e+00
1.748349669933986661e+01,1.078393842346573805e+01,1.486289992199580245e+00,-3.649717512182971024e+00,-4.666862974412958387e+00
1.748749749949989862e+01,1.076934620048684899e+01,1.486306622267380417e+00,-3.644935971309243961e+00,-8.434072205248801524e-01
1.749149829965993064e+01,1.075477309586127994e+01,1.486323233672687039e+00,-3.640160295753125830e+00,2.862250691046301476e+00
1.749549909981996265e+01,1.074021908613200971e+01,1.486339826433703992e+00,-3.635390479305490086e+00,-9.581981494063368743e+00
1.749949989997999467e+01,1.072568414786645441e+01,1.486356400568620950e+00,-3.630626515761274486e+00,-4.896759060832986954e+00
1.750350070014002668e+01,1.071116825765647640e+01,1.486372956095615594e+00,-3.625868398919492641e+00,-1.348471060131774024e+01
1.750750150030005869e+01,1.069667139211837537e+01,1.486389493032851838e+00,-3.621116122583240671e+00,5.449927526749497986e+00
1.751150230046009071e+01,1.068219352789289189e+01,1.486406011398480276e+00,-3.616369680559707867e+00,2.815695953911979466e+00
1.751550310062012272e+01,1.066773464164521101e+01,1.486422511210638842e+00,-3.611629066660181575e+00,-1.350976054823613826e+00
1.751950390078015474e+01,1.065329471006495154e+01,1.486438992487451927e+00,-3.606894274700057412e+00,2.391602189864059813e+00
1.752350470094018675e+01,1.063887370986618208e+01,1.486455455247031043e+00,-3.602165298498851698e+00,6.352945344692004781e-01
1.752750550110021877e+01,1.062447161778740323e+01,1.486471899507474381e+00,-3.597442131880199678e+00,-6.821693335461958441e+00
1.753150630126025078e+01,1.061008841059156538e+01,1.486488325286867029e+00,-3.592724768671875957e+00,-3.771641881973675225e-02
1.753550710142028279e+01,1.059572406506604914e+01,1.486504732603280754e+00,-3.588013202705792715e+00,2.245485469822690483e+00
1.753950790158031481e+01,1.058137855802268668e+01,1.486521121474774665e+00,-3.583307427818014812e+00,4.181236322629389157e-01
1.754350870174034682e+01,1.056705186629774396e+01,1.486537491919393883e+00,-3.578607437848766004e+00,-4.028139810472060489e+00
1.754750950190037884e+01,1.055274396675193138e+01,1.486553843955171095e+00,-3.573913226642433383e+00,-5.517417255071654481e+00
1.755151030206041085e+01,1.053845483627039670e+01,1.486570177600125664e+00,-3.569224788047584251e+00,8.292753030566917261e+00
1.755551110222044287e+01,1.052418445176273032e+01,1.486586492872263410e+00,-3.564542115916964349e+00,-2.210761713016294649e+00
1.755951190238047488e+01,1.050993279016296711e+01,1.486602789789577717e+00,-3.559865204107515169e+00,-8.291754535552247063e-01
1.756351270254050689e+01,1.049569982842957749e+01,1.486619068370047980e+00,-3.555194046480377068e+00,-1.056763732332924022e+01
1.756751350270053891e+01,1.048148554354547279e+01,1.486635328631641384e+00,-3.550528636900896817e+00,-1.364368758236516044e-01
1.757151430286057092e+01,1.046728991251801055e+01,1.486651570592310900e+00,-3.545868969238640034e+00,-2.311072122928088390e+00
1.757551510302060294e+01,1.045311291237898210e+01,1.486667794269997289e+00,-3.541215037367396068e+00,-7.850150901474064469e+00
1.757951590318063495e+01,1.043895452018462677e+01,1.486683999682627322e+00,-3.536566835165187772e+00,2.911032846317902933e+00
1.758351670334066696e+01,1.042481471301561768e+01,1.486700186848115335e+00,-3.531924356514279939e+00,-3.545389342711435354e+00
1.758751750350069898e+01,1.041069346797707418e+01,1.486716355784362342e+00,-3.527287595301185075e+00,-2.863043481198062068e-01
1.759151830366073099e+01,1.039659076219855294e+01,1.486732506509255591e+00,-3.522656545416674057e+00,-1.219716753107569218e+00
1.759551910382076301e+01,1.038250657283405509e+01,1.486748639040669895e+00,-3.518031200755784127e+00,-7.014020924523735268e+00
1.759951990398079502e+01,1.036844087706201734e+01,1.486764753396466965e+00,-3.513411555217825999e+00,-2.066431671639200829e+00
1.760352070414082704e+01,1.035439365208532436e+01,1.486780849594494525e+00,-3.508797602706394514e+00,3.412188663337992089e+00
1.760752150430085905e+01,1.034036487513129465e+01,1.486796927652587863e+00,-3.504189337129371307e+00,-9.032622039766557975e+00
1.761152230446089106e+01,1.032635452345169114e+01,1.486812987588569168e+00,-3.499586752398940348e+00,-8.683561932987828413e+00
1.761552310462092308e+01,1.031236257432271941e+01,1.486829029420246862e+00,-3.494989842431589722e+00,-8.053495414984940481e+00
1.761952390478095509e+01,1.029838900504501886e+01,1.486845053165416930e+00,-3.490398601148123614e+00,2.115981260438055678e-01
1.762352470494098711e+01,1.028443379294367865e+01,1.486861058841861372e+00,-3.485813022473668976e+00,-5.797973491614135000e+00
1.762752550510101912e+01,1.027049691536822174e+01,1.486877046467349972e+00,-3.481233100337683073e+00,-2.011620177465528236e+00
1.763152630526105114e+01,1.025657834968474447e+01,1.486893016059642081e+00,-3.476658828671366663e+00,2.232369503025434021e+00
1.763552710542108315e+01,1.024267807323330537e+01,1.486908967636516365e+00,-3.472090201393621900e+00,-9.102486161513914098e+00
1.763952790558111516e+01,1.022879606344982051e+01,1.486924901215722405e+00,-3.467527212451307683e+00,3.896281912653137169e+00
1.764352870574114718e+01,1.021493229781126821e+01,1.486940816814989796e+00,-3.462969855801135921e+00,-3.321957587576398474e+00
1.764752950590117919e+01,1.020108675381781183e+01,1.486956714452035699e+00,-3.458418125403773580e+00,-4.338953346786007970e+00
1.765153030606121121e+01,1.018725940899279614e+01,1.486972594144564175e+00,-3.453872015223859115e+00,4.189372725706632217e+00
1.765553110622124322e+01,1.017345024088275096e+01,1.486988455910266183e+00,-3.449331519230000698e+00,-1.168714348174224593e+00
1.765953190638127523e+01,1.015965922705738933e+01,1.487004299766819582e+00,-3.444796631394789532e+00,-1.002673509760998805e+01
1.766353270654130725e+01,1.014588634510960574e+01,1.487020125731889353e+00,-3.440267345694809187e+00,-3.742117445778152085e+00
1.766753350670133926e+01,1.013213157265548325e+01,1.487035933823127376e+00,-3.435743656110637367e+00,-7.299169835882056034e+00
1.767153430686137128e+01,1.011839488733428460e+01,1.487051724058172875e+00,-3.431225556626860573e+00,-2.108782399231525329e+00
1.767553510702140329e+01,1.010467626680845932e+01,1.487067496454651749e+00,-3.426713041232076762e+00,-5.784279179770734913e+00
1.767953590718143531e+01,1.009097568876363482e+01,1.487083251030176800e+00,-3.422206103918905118e+00,-5.124902364837954138e+00
1.768353670734146732e+01,1.007729313090862888e+01,1.487098987802348171e+00,-3.417704738683994936e+00,1.369365012017464078e+00
1.768753750750149933e+01,1.006362857097544072e+01,1.487114706788752905e+00,-3.413208939528032282e+00,-1.188751918306710564e+01
1.769153830766153135e+01,1.004998198671924925e+01,1.487130408006964943e+00,-3.408718700455746653e+00,-2.010998253349275178e+00
1.769553910782156336e+01,1.003635335591842370e+01,1.487146091474545129e+00,-3.404234015475921193e+00,-4.580373968518872019e+00
1.769953990798159538e+01,1.002274265637451123e+01,1.487161757209041646e+00,-3.399754878601398911e+00,-1.790850144599663185e+00
1.770354070814162739e+01,1.000914986591224753e+01,1.487177405227989579e+00,-3.395281283849091114e+00,-1.525988205245253049e+01
1.770754150830165941e+01,9.995574962379546236e+00,1.487193035548910469e+00,-3.390813225239983186e+00,-8.170553615291900940e+00
1.771154230846169142e+01,9.982017923647509505e+00,1.487208648189313864e+00,-3.386350696799146576e+00,-5.432610576908748712e+00
1.771554310862172343e+01,9.968478727610422752e+00,1.487224243166695548e+00,-3.381893692555743236e+00,4.872906323381569926e+00
1.771954390878175545e+01,9.954957352185751063e+00,1.487239820498538423e+00,-3.377442206543030512e+00,-9.665411504609872750e+00
1.772354470894178746e+01,9.941453775314146313e+00,1.487255380202312516e+00,-3.372996232798376237e+00,-9.001672834338720008e+00
1.772754550910181948e+01,9.927967974959445385e+00,1.487270922295474973e+00,-3.368555765363264953e+00,-4.334187800420571612e+00
1.773154630926185149e+01,9.914499929108666620e+00,1.487286446795469619e+00,-3.364120798283296132e+00,-1.783783233819975278e+00
1.773554710942188350e+01,9.901049615772009815e+00,1.487301953719727843e+00,-3.359691325608205048e+00,-6.432877892448018109e+00
1.773954790958191552e+01,9.887617012982863329e+00,1.487317443085667268e+00,-3.355267341391860114e+00,-2.933669616803618041e+00
1.774354870974194753e+01,9.874202098797796978e+00,1.487332914910693082e+00,-3.350848839692279313e+00,-1.153748042257659812e+01
1.774754950990197955e+01,9.860804851296563811e+00,1.487348369212197152e+00,-3.346435814571629308e+00,5.092615111148148799e+00
1.775155031006201156e+01,9.847425248582098334e+00,1.487363806007558686e+00,-3.342028260096237879e+00,-5.043612801746731655e+00
1.775555111022204358e+01,9.834063268780525391e+00,1.487379225314143794e+00,-3.337626170336603693e+00,-2.706160167840851116e+00
1.775955191038207559e+01,9.820718890041144178e+00,1.487394627149305482e+00,-3.333229539367397631e+00,1.017085813560901464e+01
1.776355271054210760e+01,9.807392090536447782e+00,1.487410011530383436e+00,-3.328838361267475676e+00,-6.147358817407367226e+00
1.776755351070213962e+01,9.794082848462103641e+00,1.487425378474705129e+00,-3.324452630119884233e+00,-9.535119174105139095e+00
1.777155431086217163e+01,9.780791142036969532e+00,1.487440727999584267e+00,-3.320072340011866352e+00,-8.272359074008015511e+00
1.777555511102220365e+01,9.767516949503082913e+00,1.487456060122322121e+00,-3.315697485034875491e+00,5.033518949424910183e+00
1.777955591118223566e+01,9.754260249125666249e+00,1.487471374860206419e+00,-3.311328059284574188e+00,-4.263527792163231744e+00
1.778355671134226768e+01,9.741021019193127017e+00,1.487486672230512674e+00,-3.306964056860850043e+00,-7.226878217844827645e+00
1.778755751150229969e+01,9.727799238017054151e+00,1.487501952250502635e+00,-3.302605471867813947e+00,-3.487973387314897700e+00
1.779155831166233170e+01,9.714594883932219815e+00,1.487517214937425392e+00,-3.298252298413818728e+00,-3.542247639163109252e+00
1.779555911182236372e+01,9.701407935296582963e+00,1.487532460308517157e+00,-3.293904530611459158e+00,1.737350900426157807e+00
1.779955991198239573e+01,9.688238370491284002e+00,1.487547688381000599e+00,-3.289562162577578608e+00,3.117929902556757504e-01
1.780356071214242775e+01,9.675086167920644797e+00,1.487562899172086173e+00,-3.285225188433283705e+00,-1.399102616824836165e+00
1.780756151230245976e+01,9.661951306012177554e+00,1.487578092698970789e+00,-3.280893602303944778e+00,-8.657048523101003035e-01
1.781156231246249178e+01,9.648833763216572379e+00,1.487593268978838479e+00,-3.276567398319206958e+00,-7.305572528731135051e+00
1.781556311262252379e+01,9.635733518007702614e+00,1.487608428028860397e+00,-3.272246570612995065e+00,-9.567270035404440875e+00
1.781956391278255580e+01,9.622650548882628385e+00,1.487623569866194595e+00,-3.267931113323524706e+00,-1.236143319341959312e+00
1.782356471294258782e+01,9.609584834361594829e+00,1.487638694507986026e+00,-3.263621020593307165e+00,-6.285316142707930709e-01
1.782756551310261983e+01,9.596536352988024987e+00,1.487653801971366763e+00,-3.259316286569156063e+00,-2.398757673893201936e+00
1.783156631326265185e+01,9.583505083328528684e+00,1.487668892273456001e+00,-3.255016905402198901e+00,-1.811956973887014488e+00
1.783556711342268386e+01,9.570491003972900756e+00,1.487683965431359834e+00,-3.250722871247879286e+00,-8.337165121323542039e-02
1.783956791358271587e+01,9.557494093534119273e+00,1.487699021462171256e+00,-3.246434178265968917e+00,-8.941762215597329089e+00
1.784356871374274789e+01,9.544514330648343758e+00,1.487714060382970382e+00,-3.242150820620570251e+00,-4.930619848882576761e+00
1.784756951390277990e+01,9.531551693974920525e+00,1.487729082210824227e+00,-3.237872792480130713e+00,-7.560588239519852927e+00
1.785157031406281192e+01,9.518606162196373788e+00,1.487744086962786927e+00,-3.233600088017440477e+00,-1.252477113579562840e+01
1.785557111422284393e+01,9.505677714018419877e+00,1.487759074655899516e+00,-3.229332701409651563e+00,-5.582208443618577043e-01
1.785957191438287595e+01,9.492766328169951251e+00,1.487774045307190374e+00,-3.225070626838273391e+00,-4.354600042917511793e+00
1.786357271454290796e+01,9.479871983403047153e+00,1.487788998933674112e+00,-3.220813858489187886e+00,-1.173709016402119332e+00
1.786757351470293997e+01,9.466994658492971837e+00,1.487803935552353352e+00,-3.216562390552657469e+00,-4.984311595868096134e-02
1.787157431486297199e+01,9.454134332238171012e+00,1.487818855180216726e+00,-3.212316217223324610e+00,-7.722671831161459721e+00
1.787557511502300400e+01,9.441290983460275399e+00,1.487833757834240656e+00,-3.208075332700229598e+00,4.337393010126875836e+00
1.787957591518303602e+01,9.428464591004097173e+00,1.487848643531388015e+00,-3.203839731186806983e+00,-1.678759308290473040e+00
1.788357671534306803e+01,9.415655133737635296e+00,1.487863512288609247e+00,-3.199609406890902452e+00,1.854369566244327583e+00
1.788757751550310005e+01,9.402862590552070188e+00,1.487878364122841024e+00,-3.195384354024773721e+00,5.282774449577639864e+00
1.789157831566313206e+01,9.390086940361765500e+00,1.487893199051007587e+00,-3.191164566805101632e+00,-5.565280518737094617e+00
1.789557911582316407e+01,9.377328162104271669e+00,1.487908017090020296e+00,-3.186950039452996819e+00,-6.260222842153511991e+00
1.789957991598319609e+01,9.364586234740318815e+00,1.487922818256777191e+00,-3.182740766194002369e+00,-2.278436487962120616e+00
1.790358071614322810e+01,9.351861137253822065e+00,1.487937602568163209e+00,-3.178536741258107590e+00,2.378576106477762409e+00
1.790758151630326012e+01,9.339152848651881555e+00,1.487952370041050409e+00,-3.174337958879752453e+00,2.541438298823903263e+00
1.791158231646329213e+01,9.326461347964782433e+00,1.487967120692298195e+00,-3.170144413297836028e+00,-1.301398132640843386e+01
1.791558311662332414e+01,9.313786614245987749e+00,1.487981854538752646e+00,-3.165956098755720038e+00,4.018923117445922344e+00
1.791958391678335616e+01,9.301128626572147340e+00,1.487996571597246742e+00,-3.161773009501239073e+00,-5.386389586138674801e+00
1.792358471694338817e+01,9.288487364043099603e+00,1.488011271884600584e+00,-3.157595139786709471e+00,-7.019984142474702260e-01
1.792758551710342019e+01,9.275862805781857290e+00,1.488025955417621393e+00,-3.153422483868931536e+00,-9.771972209974634893e+00
1.793158631726345220e+01,9.263254930931481113e+00,1.488040622213104847e+00,-3.149255036008159259e+00,-7.560191627645528101e+00
1.793558711742348422e+01,9.250663718600920404e+00,1.488055272287864605e+00,-3.145092790450145781e+00,-1.313469591945308990e+00
1.793958791758351623e+01,9.238089147980776517e+00,1.488069905658690129e+00,-3.140935741464573994e+00,-1.206255484549493673e+01
1.794358871774354824e+01,9.225531198313877468e+00,1.488084522342347338e+00,-3.136783883335287459e+00,9.027137367273128099e-01
1.794758951790358026e+01,9.212989848864944875e+00,1.488099122355589055e+00,-3.132637210350225132e+00,-5.826305241616998920e+00
1.795159031806361227e+01,9.200465078920586848e+00,1.488113705715155444e+00,-3.128495716801427129e+00,-1.744279514862724367e+00
1.795559111822364429e+01,9.187956867789301540e+00,1.488128272437773791e+00,-3.124359396985041393e+00,-2.383335115245105662e+00
1.795959191838367630e+01,9.175465194801475377e+00,1.488142822540158727e+00,-3.120228245201334349e+00,-5.890741317340626004e+00
1.796359271854370832e+01,9.162990039309390156e+00,1.488157356039012003e+00,-3.116102255754692685e+00,3.450995892533576637e+00
1.796759351870374033e+01,9.150531380687214167e+00,1.488171872951022934e+00,-3.111981422953635334e+00,8.594592280697449738e+00
1.797159431886377234e+01,9.138089198331003971e+00,1.488186373292867515e+00,-3.107865741110816149e+00,4.591545914853911725e-02
1.797559511902380436e+01,9.125663471658707948e+00,1.488200857081209305e+00,-3.103755204543034107e+00,-1.168206546976030680e+01
1.797959591918383637e+01,9.113254180110166303e+00,1.488215324332699430e+00,-3.099649807571239091e+00,-2.490121520178644410e+00
1.798359671934386839e+01,9.100861303147107506e+00,1.488229775063975246e+00,-3.095549544520537655e+00,-4.224247985180995535e+00
1.798759751950390040e+01,9.088484820253146523e+00,1.488244209291662346e+00,-3.091454409720199692e+00,1.460653956282154553e+00
1.799159831966393241e+01,9.076124710933795470e+00,1.488258627032372994e+00,-3.087364397503670421e+00,-2.780493121298742043e+00
1.799559911982396443e+01,9.063780954716451177e+00,1.488273028302707024e+00,-3.083279502208569944e+00,7.632926361123884895e+00
1.799959991998399644e+01,9.051453531150400522e+00,1.488287413119251168e+00,-3.079199718176705236e+00,3.866864135508323308e-01
1.800360072014402846e+01,9.039142419806823980e+00,1.488301781498579723e+00,-3.075125039754074585e+00,-8.307008921149794389e-02
1.800760152030406047e+01,9.026847600278788519e+00,1.488316133457253887e+00,-3.071055461290876032e+00,-4.786071626556238634e+00
1.801160232046409249e+01,9.014569052181251152e+00,1.488330469011822421e+00,-3.066990977141512253e+00,-7.514081620741704270e+00
1.801560312062412450e+01,9.002306755151060713e+00,1.488344788178820988e+00,-3.062931581664599001e+00,-3.487214825931785001e+00
1.801960392078415651e+01,8.990060688846956083e+00,1.488359090974772592e+00,-3.058877269222972650e+00,-2.043981254986707796e+00
1.802360472094418853e+01,8.977830832949564410e+00,1.488373377416187582e+00,-3.054828034183695529e+00,-6.587144334874528440e-01
1.802760552110422054e+01,8.965617167161404666e+00,1.488387647519563428e+00,-3.050783870918061691e+00,-2.044835989493406281e+00
1.803160632126425256e+01,8.953419671206882313e+00,1.488401901301384944e+00,-3.046744773801606243e+00,-4.446277752183590337e+00
1.803560712142428457e+01,8.941238324832296414e+00,1.488416138778124287e+00,-3.042710737214110228e+00,-2.795151632554304655e+00
1.803960792158431659e+01,8.929073107805836074e+00,1.488430359966240069e+00,-3.038681755539609508e+00,-5.351777115153510067e+00
1.804360872174434860e+01,8.916923999917576893e+00,1.488444564882179355e+00,-3.034657823166400537e+00,-7.982701179197881913e+00
1.804760952190438061e+01,8.904790980979488069e+00,1.488458753542375224e+00,-3.030638934487043912e+00,-7.368149642883686568e+00
1.805161032206441263e+01,8.892674030825425291e+00,1.488472925963249205e+00,-3.026625083898377255e+00,-5.620347789846906750e-01
1.805561112222444464e+01,8.880573129311137848e+00,1.488487082161208841e+00,-3.022616265801516988e+00,6.053582556278627180e-01
1.805961192238447666e+01,8.868488256314263296e+00,1.488501222152649683e+00,-3.018612474601868101e+00,-4.101731589937207545e+00
1.806361272254450867e+01,8.856419391734329238e+00,1.488515345953954405e+00,-3.014613704709128150e+00,-3.697633490529201428e+00
1.806761352270454069e+01,8.844366515492753322e+00,1.488529453581492579e+00,-3.010619950537297029e+00,-2.792568155263079888e-01
1.807161432286457270e+01,8.832329607532841464e+00,1.488543545051621564e+00,-3.006631206504680964e+00,-3.688524582974826771e+00
1.807561512302460471e+01,8.820308647819791403e+00,1.488557620380685398e+00,-3.002647467033900064e+00,1.270633493948698245e+01
1.807961592318463673e+01,8.808303616340690922e+00,1.488571679585015684e+00,-2.998668726551896313e+00,-2.355861856784922992e+00
1.808361672334466874e+01,8.796314493104517851e+00,1.488585722680931145e+00,-2.994694979489939790e+00,-5.591783369577787433e+00
1.808761752350470076e+01,8.784341258142138287e+00,1.488599749684737628e+00,-2.990726220283632220e+00,-1.204474125922395089e+01
1.809161832366473277e+01,8.772383891506311926e+00,1.488613760612728321e+00,-2.986762443372919851e+00,-1.935952292442102207e+00
1.809561912382476478e+01,8.760442373271683181e+00,1.488627755481183979e+00,-2.982803643202093902e+00,2.142253584488084783e+00
1.809961992398479680e+01,8.748516683534790062e+00,1.488641734306371811e+00,-2.978849814219798997e+00,-3.260498439696463358e+00
1.810362072414482881e+01,8.736606802414060624e+00,1.488655697104546816e+00,-2.974900950879044270e+00,3.230977467817729210e+00
1.810762152430486083e+01,8.724712710049809417e+00,1.488669643891951111e+00,-2.970957047637201587e+00,-5.936143801814475651e+00
1.811162232446489284e+01,8.712834386604246362e+00,1.488683574684814159e+00,-2.967018098956021532e+00,-3.472565756595235698e+00
1.811562312462492486e+01,8.700971812261467875e+00,1.488697489499352544e+00,-2.963084099301632968e+00,-3.889943646469255167e+00
1.811962392478495687e+01,8.689124967227458640e+00,1.488711388351769749e+00,-2.959155043144550135e+00,-6.715792969663674228e+00
1.812362472494498888e+01,8.677293831730098717e+00,1.488725271258257266e+00,-2.955230924959685979e+00,-1.036843134369090080e+01
1.812762552510502090e+01,8.665478386019152879e+00,1.488739138234993042e+00,-2.951311739226349484e+00,-7.715269922302226746e+00
1.813162632526505291e+01,8.653678610366277724e+00,1.488752989298142371e+00,-2.947397480428258110e+00,-1.245638588175123829e+01
1.813562712542508493e+01,8.641894485065019893e+00,1.488766824463858551e+00,-2.943488143053543116e+00,8.519637334064382728e-01
1.813962792558511694e+01,8.630125990430819627e+00,1.488780643748281118e+00,-2.939583721594758003e+00,-3.796757641186833343e+00
1.814362872574514896e+01,8.618373106800998329e+00,1.488794447167537394e+00,-2.935684210548879403e+00,-3.454252925073693081e+00
1.814762952590518097e+01,8.606635814534776330e+00,1.488808234737741598e+00,-2.931789604417317729e+00,-5.803323999108377151e+00
1.815163032606521298e+01,8.594914094013260453e+00,1.488822006474995518e+00,-2.927899897705924737e+00,1.830815227340123030e+00
1.815563112622524500e+01,8.583207925639444014e+00,1.488835762395388063e+00,-2.924015084924997065e+00,-7.155388726405846000e+00
1.815963192638527701e+01,8.571517289838215703e+00,1.488849502514995482e+00,-2.920135160589284684e+00,5.503454966117921288e+00
1.816363272654530903e+01,8.559842167056352480e+00,1.488863226849880705e+00,-2.916260119217997104e+00,2.508756074106740730e+00
1.816763352670534104e+01,8.548182537762517796e+00,1.488876935416094449e+00,-2.912389955334808711e+00,-6.407960157248306032e+00
1.817163432686537305e+01,8.536538382447272255e+00,1.488890628229674773e+00,-2.908524663467867644e+00,-3.911303299943960532e+00
1.817563512702540507e+01,8.524909681623061175e+00,1.488904305306646192e+00,-2.904664238149798017e+00,2.410058380224739949e-01
1.817963592718543708e+01,8.513296415824218144e+00,1.488917966663021453e+00,-2.900808673917711467e+00,3.356281390976126211e+00
1.818363672734546910e+01,8.501698565606972124e+00,1.488931612314799757e+00,-2.896957965313209371e+00,-6.858279414332565160e+00
1.818763752750550111e+01,8.490116111549436795e+00,1.488945242277967873e+00,-2.893112106882392620e+00,-5.388098601209883043e+00
1.819163832766553313e+01,8.478549034251621208e+00,1.488958856568499689e+00,-2.889271093175866056e+00,9.635560966454507437e+00
1.819563912782556514e+01,8.466997314335420910e+00,1.488972455202356659e+00,-2.885434918748745137e+00,1.712437342935551943e+00
1.819963992798559715e+01,8.455460932444619715e+00,1.488986038195486694e+00,-2.881603578160661705e+00,1.600889103798659896e+00
1.820364072814562917e+01,8.443939869244895036e+00,1.488999605563825934e+00,-2.877777065975773763e+00,6.790347852979634169e+00
1.820764152830566118e+01,8.432434105423814330e+00,1.489013157323296754e+00,-2.873955376762766356e+00,-6.446643816511743452e-01
1.821164232846569320e+01,8.420943621690831549e+00,1.489026693489809539e+00,-2.870138505094862236e+00,-5.151377307516133541e+00
1.821564312862572521e+01,8.409468398777294240e+00,1.489040214079261792e+00,-2.866326445549828073e+00,-1.151087077757409105e+01
1.821964392878575723e+01,8.398008417436438222e+00,1.489053719107537699e+00,-2.862519192709978455e+00,1.446505264625184140e+00
1.822364472894578924e+01,8.386563658443385805e+00,1.489067208590509006e+00,-2.858716741162182551e+00,-8.525534407122254521e+00
1.822764552910582125e+01,8.375134102595158225e+00,1.489080682544035028e+00,-2.854919085497872988e+00,4.988833142232245166e-01
1.823164632926585327e+01,8.363719730700630350e+00,1.489094140983966641e+00,-2.851126220309706749e+00,-1.272527908943388653e+01
1.823564712942588528e+01,8.352320523535771812e+00,1.489107583926174261e+00,-2.847338140176650878e+00,-5.219099268460993812e+00
1.823964792958591730e+01,8.340936461972511040e+00,1.489121011386492999e+00,-2.843554839706968984e+00,-2.933380968033516112e+00
1.824364872974594931e+01,8.329567526919673170e+00,1.489134423380739092e+00,-2.839776313518517004e+00,-9.097384038250364569e+00
1.824764952990598132e+01,8.318213699306669540e+00,1.489147819924716565e+00,-2.836002556233313321e+00,-5.570009499095794681e+00
1.825165033006601334e+01,8.306874960083492354e+00,1.489161201034216342e+00,-2.832233562477538324e+00,-6.991197675328923111e+00
1.825565113022604535e+01,8.295551290220716467e+00,1.489174566725017135e+00,-2.828469326881544177e+00,-2.179487422642388594e+00
1.825965193038607737e+01,8.284242670709504708e+00,1.489187917012885443e+00,-2.824709844079863252e+00,-9.119986646203994241e+00
1.826365273054610938e+01,8.272949082561595446e+00,1.489201251913574886e+00,-2.820955108711206805e+00,-4.131238332558730519e+00
1.826765353070614140e+01,8.261670506809313252e+00,1.489214571442826873e+00,-2.817205115418477401e+00,4.053505843918086882e+00
1.827165433086617341e+01,8.250406924505570672e+00,1.489227875616370156e+00,-2.813459858848775585e+00,4.190688980736757330e+00
1.827565513102620542e+01,8.239158316723854014e+00,1.489241164449921273e+00,-2.809719333653399875e+00,6.642284455019963119e+00
1.827965593118623744e+01,8.227924664558241119e+00,1.489254437959183885e+00,-2.805983534487859199e+00,-7.299859483575894537e-01
1.828365673134626945e+01,8.216705949123387143e+00,1.489267696159849219e+00,-2.802252456011875115e+00,-4.837782645934918691e+00
1.828765753150630147e+01,8.205502151554531665e+00,1.489280939067596510e+00,-2.798526092889389361e+00,-1.155265228012390288e+00
1.829165833166633348e+01,8.194313253007500464e+00,1.489294166698092114e+00,-2.794804439788570960e+00,7.569904931987667673e-01
1.829565913182636550e+01,8.183139234658696637e+00,1.489307379066989734e+00,-2.791087491381817109e+00,-1.391533895359797768e+00
1.829965993198639751e+01,8.171980077705111256e+00,1.489320576189931078e+00,-2.787375242345769166e+00,4.463896202448442097e+00
1.830366073214642952e+01,8.160835763364314488e+00,1.489333758082544978e+00,-2.783667687361305987e+00,-6.071501646159819465e+00
1.830766153230646154e+01,8.149706272874464474e+00,1.489346924760447832e+00,-2.779964821113562135e+00,-3.815675815434737217e+00
1.831166233246649355e+01,8.138591587494298452e+00,1.489360076239243824e+00,-2.776266638291924771e+00,-1.037514308230226590e+01
1.831566313262652557e+01,8.127491688503136302e+00,1.489373212534524482e+00,-2.772573133590045202e+00,-4.877364120293326444e+00
1.831966393278655758e+01,8.116406557200884109e+00,1.489386333661868678e+00,-2.768884301705842876e+00,3.431048805194863771e+00
1.832366473294658960e+01,8.105336174908028823e+00,1.489399439636843070e+00,-2.765200137341508935e+00,-2.502891724757836833e+00
1.832766553310662161e+01,8.094280522965640046e+00,1.489412530475001661e+00,-2.761520635203517315e+00,9.787242673580065500e-01
1.833166633326665362e+01,8.083239582735370021e+00,1.489425606191886242e+00,-2.757845790002626529e+00,-6.196976127385172006e-01
