t,A,S,dA_dt,dA_dt_noisy
3.483096619323864473e+01,6.583197611488982304e-01,8.667698052420755861e-01,-5.620362820979440954e-10,-1.095995959539083049e-05
3.483896779355870876e+01,6.583197612149142008e-01,8.667698051859480390e-01,-6.088073517540593116e-10,-1.661891964855497644e-02
3.484696939387877279e+01,6.583197612808202592e-01,8.667698051301564455e-01,-6.556076584396386409e-10,5.648949880902055624e-03
3.485497099419883682e+01,6.583197613466044151e-01,8.667698050747150162e-01,-7.024303881608684463e-10,-8.889009388668187711e-03
3.486297259451890085e+01,6.583197614122549002e-01,8.667698050196379622e-01,-7.492692577493187400e-10,-4.660343159760427928e-03
3.487097419483896488e+01,6.583197614777597240e-01,8.667698049649397163e-01,-7.961174532111758850e-10,-1.786099203904218530e-02
3.487897579515902891e+01,6.583197615431067851e-01,8.667698049106347113e-01,-8.429683132082921304e-10,-7.489228140126402353e-03
3.488697739547909293e+01,6.583197616082838710e-01,8.667698048567376023e-01,-8.898151000746867822e-10,1.594687824192616730e-03
3.489497899579915696e+01,6.583197616732787694e-01,8.667698048032630442e-01,-9.366510102248870595e-10,-8.447061109357120864e-04
3.490298059611922099e+01,6.583197617380791566e-01,8.667698047502256919e-01,-9.834691221122238147e-10,2.889448081298200566e-03
3.491098219643928502e+01,6.583197618026725983e-01,8.667698046976404225e-01,-1.030262632151224267e-09,-7.313454694936227102e-03
3.491898379675934905e+01,6.583197618670465490e-01,8.667698046455223349e-01,-1.077024389811720440e-09,5.608269774304782546e-03
3.492698539707941308e+01,6.583197619311882409e-01,8.667698045938864171e-01,-1.123747549874876128e-09,-1.483671319463641079e-02
3.493498699739947710e+01,6.583197619950851287e-01,8.667698045427478792e-01,-1.170424868135455654e-09,-5.732756738791149227e-03
3.494298859771954113e+01,6.583197620587243337e-01,8.667698044921218203e-01,-1.217049246104995319e-09,-2.654931204246500226e-02
3.495099019803960516e+01,6.583197621220929774e-01,8.667698044420237835e-01,-1.263613429169918589e-09,-3.140676461072672027e-03
3.495899179835966919e+01,6.583197621851779591e-01,8.667698043924692008e-01,-1.310110339658443479e-09,-5.551176052094905326e-03
3.496699339867973322e+01,6.583197622479664002e-01,8.667698043434735045e-01,-1.356532466217919008e-09,-2.034292280992440298e-03
3.497499499899979725e+01,6.583197623104448670e-01,8.667698042950524595e-01,-1.402872467498594844e-09,5.603056098696260721e-03
3.498299659931986128e+01,6.583197623726002590e-01,8.667698042472217201e-01,-1.449122852964501718e-09,1.300482052447600109e-02
3.499099819963992530e+01,6.583197624344191423e-01,8.667698041999972736e-01,-1.495276368002063094e-09,-1.189318352479212457e-02
3.499899979995998933e+01,6.583197624958880834e-01,8.667698041533948849e-01,-1.541325189008402319e-09,-2.532266631468614408e-03
3.500700140028005336e+01,6.583197625569936484e-01,8.667698041074307636e-01,-1.587262057900495904e-09,-1.971768599205854858e-02
3.501500300060011739e+01,6.583197626177219597e-01,8.667698040621208966e-01,-1.633078890866945798e-09,1.814208566558658808e-02
3.502300460092018142e+01,6.583197626780593614e-01,8.667698040174817153e-01,-1.678768166146760166e-09,1.286412959017520924e-02
3.503100620124024545e+01,6.583197627379921979e-01,8.667698039735294291e-01,-1.724322320345583748e-09,4.521304299350815264e-03
3.503900780156030947e+01,6.583197627975063693e-01,8.667698039302804691e-01,-1.769733214140867261e-09,1.199699115939502000e-02
3.504700940188037350e+01,6.583197628565878867e-01,8.667698038877513778e-01,-1.814993051685309666e-09,8.474917850943054082e-03
3.505501100220043753e+01,6.583197629152227615e-01,8.667698038459589194e-01,-1.860094082234420299e-09,-6.448504267257601334e-03
3.506301260252050156e+01,6.583197629733966716e-01,8.667698038049196363e-01,-1.905028076260029124e-09,7.110014794676202017e-03
3.507101420284056559e+01,6.583197630310954063e-01,8.667698037646505149e-01,-1.949787133831426544e-09,1.166699539526983367e-02
3.507901580316062962e+01,6.583197630883045326e-01,8.667698037251683196e-01,-1.994362987256526054e-09,8.002860125798920421e-03
3.508701740348069364e+01,6.583197631450096177e-01,8.667698036864902589e-01,-2.038747604765633881e-09,-8.990667839941929307e-04
3.509501900380075767e+01,6.583197632011962286e-01,8.667698036486333191e-01,-2.082932777647261702e-09,-3.887010139791220471e-03
3.510302060412082170e+01,6.583197632568494884e-01,8.667698036116147087e-01,-2.126910165350937021e-09,2.372395351031883828e-02
3.511102220444088573e+01,6.583197633119547421e-01,8.667698035754518582e-01,-2.170671507123467237e-09,2.707558635129832074e-03
3.511902380476094976e+01,6.583197633664972237e-01,8.667698035401621981e-01,-2.214208368739312149e-09,5.461377286896212414e-03
3.512702540508101379e+01,6.583197634204618343e-01,8.667698035057630479e-01,-2.257512093928326635e-09,-1.402488881120982252e-02
3.513502700540107782e+01,6.583197634738338078e-01,8.667698034722722822e-01,-2.300574654390263873e-09,6.828181221579836084e-03
3.514302860572114184e+01,6.583197635265977121e-01,8.667698034397074425e-01,-2.343386894254617658e-09,2.469591349234209407e-03
3.515103020604120587e+01,6.583197635787386703e-01,8.667698034080864034e-01,-2.385940826854504593e-09,-8.617874114154162879e-03
3.515903180636126990e+01,6.583197636302411393e-01,8.667698033774270394e-01,-2.428227341422228847e-09,1.289519693473883954e-02
3.516703340668133393e+01,6.583197636810899089e-01,8.667698033477474473e-01,-2.470237885771053854e-09,-2.693244263219664496e-05
3.517503500700139796e+01,6.583197637312693251e-01,8.667698033190656126e-01,-2.511963543422313094e-09,6.481963982399214369e-03
3.518303660732146199e+01,6.583197637807639557e-01,8.667698032913997430e-01,-2.553395647697520587e-09,4.605877031222561403e-03
3.519103820764152601e+01,6.583197638295581466e-01,8.667698032647682682e-01,-2.594525334159714092e-09,-6.991982042061236323e-03
3.519903980796159004e+01,6.583197638776360217e-01,8.667698032391895069e-01,-2.635343415713364834e-09,2.893957131813834540e-03
3.520704140828165407e+01,6.583197639249817046e-01,8.667698032146818887e-01,-2.675840868326950783e-09,1.384196985624790502e-02
3.521504300860171810e+01,6.583197639715794303e-01,8.667698031912641765e-01,-2.716009018383092055e-09,-1.105686812128339053e-02
3.522304460892178213e+01,6.583197640174131005e-01,8.667698031689549110e-01,-2.755838349188799441e-09,-1.036795311701612515e-02
3.523104620924184616e+01,6.583197640624665059e-01,8.667698031477729659e-01,-2.795319777731952726e-09,-9.117013940426479945e-03
3.523904780956191019e+01,6.583197641067234374e-01,8.667698031277372150e-01,-2.834444089161447522e-09,7.403990619939768841e-03
3.524704940988197421e+01,6.583197641501677966e-01,8.667698031088666433e-01,-2.873202172709587998e-09,-4.624323811483105166e-03
3.525505101020203824e+01,6.583197641927829302e-01,8.667698030911803464e-01,-2.911584480458362378e-09,2.939222934159828934e-03
3.526305261052210227e+01,6.583197642345524070e-01,8.667698030746975313e-01,-2.949581544287038781e-09,1.141805371381205726e-02
3.527105421084216630e+01,6.583197642754596846e-01,8.667698030594375158e-01,-2.987184038322210355e-09,-1.126079490742462261e-02
3.527905581116223033e+01,6.583197643154881096e-01,8.667698030454195068e-01,-3.024382438931993988e-09,1.472761522582645075e-02
3.528705741148229436e+01,6.583197643546209177e-01,8.667698030326631553e-01,-3.061167170442802288e-09,2.820214752823043194e-04
3.529505901180235838e+01,6.583197643928412335e-01,8.667698030211878901e-01,-3.097528546158745399e-09,-1.761073540293015775e-03
3.530306061212242241e+01,6.583197644301319595e-01,8.667698030110135843e-01,-3.133456910608956036e-09,1.528648634840407312e-02
3.531106221244248644e+01,6.583197644664762205e-01,8.667698030021598887e-01,-3.168942521586393113e-09,4.561231173169030123e-03
3.531906381276255047e+01,6.583197645018569188e-01,8.667698029946466765e-01,-3.203975661170144207e-09,-1.316388013640605766e-02
3.532706541308261450e+01,6.583197645362566242e-01,8.667698029884940425e-01,-3.238546313066859028e-09,-6.037034387129986855e-04
3.533506701340267853e+01,6.583197645696582390e-01,8.667698029837218598e-01,-3.272644683027792212e-09,-7.726855632187521437e-03
3.534306861372274255e+01,6.583197646020442217e-01,8.667698029803503346e-01,-3.306260810270744699e-09,2.644883008529860195e-03
3.535107021404280658e+01,6.583197646333970310e-01,8.667698029783998948e-01,-3.339384511968912506e-09,-4.715135616461827404e-03
3.535907181436287061e+01,6.583197646636991252e-01,8.667698029778907465e-01,-3.372005879381800852e-09,-3.405395893843976562e-03
3.536707341468293464e+01,6.583197646929328517e-01,8.667698029788434289e-01,-3.404114757438181371e-09,9.574136097288160618e-03
3.537507501500299867e+01,6.583197647210804471e-01,8.667698029812784810e-01,-3.435700911269545799e-09,-1.694862392277905402e-02
3.538307661532306270e+01,6.583197647481239256e-01,8.667698029852165531e-01,-3.466754106007385872e-09,2.795437427458836565e-03
3.539107821564312673e+01,6.583197647740454128e-01,8.667698029906785173e-01,-3.497264020047019528e-09,-2.352283403349921323e-03
3.539907981596319075e+01,6.583197647988268120e-01,8.667698029976849128e-01,-3.527220248517037859e-09,3.217805940783222823e-03
3.540708141628325478e+01,6.583197648224500265e-01,8.667698030062570558e-01,-3.556612528793356987e-09,-2.372920509381940685e-02
3.541508301660331881e+01,6.583197648448967376e-01,8.667698030164158185e-01,-3.585430181918258796e-09,-9.559484365534016287e-03
3.542308461692338284e+01,6.583197648661487378e-01,8.667698030281822952e-01,-3.613662862000932563e-09,-4.092523373882067488e-03
3.543108621724344687e+01,6.583197648861873752e-01,8.667698030415778021e-01,-3.641299699264077816e-09,1.650959639057492795e-02
3.543908781756351090e+01,6.583197649049944422e-01,8.667698030566237666e-01,-3.668330458839186292e-09,-1.257594226446414297e-02
3.544708941788357492e+01,6.583197649225510650e-01,8.667698030733416159e-01,-3.694744208498912386e-09,-1.125735689782489737e-02
3.545509101820363895e+01,6.583197649388385919e-01,8.667698030917526664e-01,-3.720530026424251346e-09,-1.931267790644640436e-03
3.546309261852370298e+01,6.583197649538383711e-01,8.667698031118789004e-01,-3.745677403660385707e-09,3.160671383249238214e-03
3.547109421884376701e+01,6.583197649675314178e-01,8.667698031337417452e-01,-3.770175324713243015e-09,-6.146376903854950356e-03
3.547909581916383104e+01,6.583197649798987472e-01,8.667698031573631834e-01,-3.794012812252667288e-09,8.431916551636714410e-04
3.548709741948389507e+01,6.583197649909212634e-01,8.667698031827651972e-01,-3.817178947929100730e-09,-1.637326698294758534e-02
3.549509901980395910e+01,6.583197650005799817e-01,8.667698032099697691e-01,-3.839662875843030676e-09,1.687809801177668143e-02
3.550310062012402312e+01,6.583197650088553621e-01,8.667698032389989926e-01,-3.861453188452879104e-09,-3.403172944754176248e-03
3.551110222044408715e+01,6.583197650157283087e-01,8.667698032698751831e-01,-3.882538950061853456e-09,1.262928122452554574e-03
3.551910382076415118e+01,6.583197650211792817e-01,8.667698033026205451e-01,-3.902908770475610467e-09,2.700817144704405551e-02
3.552710542108421521e+01,6.583197650251887412e-01,8.667698033372576161e-01,-3.922551585627820359e-09,-5.637044834831368006e-03
3.553510702140427924e+01,6.583197650277371471e-01,8.667698033738089336e-01,-3.941456008793586818e-09,-1.242133702942651956e-02
3.554310862172434327e+01,6.583197650288047376e-01,8.667698034122969242e-01,-3.959610524878476312e-09,-9.904577427602822420e-03
3.555111022204440729e+01,6.583197650283716396e-01,8.667698034527445694e-01,-3.977003885935470606e-09,1.669842889191568841e-02
3.555911182236447132e+01,6.583197650264179801e-01,8.667698034951745178e-01,-3.993624424214470281e-09,-1.904403459381738854e-03
3.556711342268453535e+01,6.583197650229238862e-01,8.667698035396096401e-01,-4.009460711357215601e-09,-7.839832331428665466e-03
3.557511502300459938e+01,6.583197650178691518e-01,8.667698035860731398e-01,-4.024501194105356561e-09,-3.707398553953617773e-04
3.558311662332466341e+01,6.583197650112336818e-01,8.667698036345881096e-01,-4.038734145728195557e-09,-4.879947202327268151e-04
3.559111822364472744e+01,6.583197650029971593e-01,8.667698036851775312e-01,-4.052147790922777659e-09,1.006250680992744340e-02
3.559911982396479146e+01,6.583197649931392670e-01,8.667698037378649412e-01,-4.064730427244533928e-09,7.202706240936081541e-03
3.560712142428485549e+01,6.583197649816395769e-01,8.667698037926736543e-01,-4.076470286329403336e-09,3.772241066746609070e-03
3.561512302460491952e+01,6.583197649684774388e-01,8.667698038496272073e-01,-4.087355301440886990e-09,4.830373412632387245e-03
3.562312462492498355e+01,6.583197649536323137e-01,8.667698039087491368e-01,-4.097373704214923862e-09,-8.058014358197560650e-03
3.563112622524504758e+01,6.583197649370835514e-01,8.667698039700633128e-01,-4.106513590979021799e-09,-1.259005103609648311e-02
3.563912782556511161e+01,6.583197649188100575e-01,8.667698040335933829e-01,-4.114762457846365962e-09,4.063571473200673287e-03
3.564712942588517564e+01,6.583197648987911821e-01,8.667698040993632169e-01,-4.122108595433493505e-09,5.270174690536432588e-03
3.565513102620523966e+01,6.583197648770059418e-01,8.667698041673969067e-01,-4.128539784348239650e-09,1.721113096812123665e-03
3.566313262652530369e+01,6.583197648534330204e-01,8.667698042377185441e-01,-4.134043735809500575e-09,2.886115728986632639e-03
3.567113422684536772e+01,6.583197648280514347e-01,8.667698043103522210e-01,-4.138608240833452356e-09,6.334698301461046815e-03
3.567913582716543175e+01,6.583197648008397573e-01,8.667698043853223622e-01,-4.142220840636090529e-09,-1.139066021688356183e-02
3.568713742748549578e+01,6.583197647717767831e-01,8.667698044626532816e-01,-4.144869204802947849e-09,-3.376942201393217605e-03
3.569513902780555981e+01,6.583197647408409736e-01,8.667698045423695152e-01,-4.146540978633428409e-09,-8.645435040620423617e-03
3.570314062812562383e+01,6.583197647081054926e-01,8.667698046242534593e-01,-4.147219307554239620e-09,-1.858234624277568803e-02
3.571114222844568786e+01,6.583197646749281429e-01,8.667698047048246757e-01,-4.146838830654253627e-09,5.342219567256756806e-03
3.571914382876575189e+01,6.583197646417608961e-01,8.667698047829655028e-01,-4.145396095833753236e-09,-2.259062977554573363e-03
3.572714542908581592e+01,6.583197646086063060e-01,8.667698048587122450e-01,-4.142909747900658246e-09,4.094205541264389278e-03
3.573514702940587995e+01,6.583197645754671479e-01,8.667698049321004294e-01,-4.139398480235145783e-09,6.333434409789472953e-03
3.574314862972594398e+01,6.583197645423459754e-01,8.667698050031659163e-01,-4.134881007034074685e-09,-9.020715362757277672e-03
3.575115023004600801e+01,6.583197645092455641e-01,8.667698050719441216e-01,-4.129375976574811702e-09,1.509093255627823489e-02
3.575915183036607203e+01,6.583197644761683565e-01,8.667698051384701285e-01,-4.122901291203628915e-09,3.050156722891376581e-03
3.576715343068613606e+01,6.583197644431171280e-01,8.667698052027791311e-01,-4.115475862875861424e-09,1.010795383079459743e-02
3.577515503100620009e+01,6.583197644100943213e-01,8.667698052649058793e-01,-4.107117337198706863e-09,1.695631350008748942e-02
3.578315663132626412e+01,6.583197643771026009e-01,8.667698053248851231e-01,-4.097844195916078291e-09,-4.748236001708181636e-03
3.579115823164632815e+01,6.583197643441442981e-01,8.667698053827511684e-01,-4.087674029124022113e-09,-6.146549693075060300e-03
3.579915983196639218e+01,6.583197643112220776e-01,8.667698054385383211e-01,-4.076624853660559822e-09,1.808604479838910256e-03
3.580716143228645620e+01,6.583197642783382708e-01,8.667698054922805539e-01,-4.064714263091184776e-09,1.111422163075747628e-02
3.581516303260652023e+01,6.583197642454955423e-01,8.667698055440118399e-01,-4.051960066087101353e-09,1.143154846344724383e-02
3.582316463292658426e+01,6.583197642126962235e-01,8.667698055937657076e-01,-4.038379675802561408e-09,-1.968767786460087418e-02
3.583116623324664829e+01,6.583197641799426458e-01,8.667698056415756858e-01,-4.023990366613938718e-09,1.436975440841292001e-02
3.583916783356671232e+01,6.583197641472373629e-01,8.667698056874748591e-01,-4.008809569022719899e-09,-4.449237162084440471e-03
3.584716943388677635e+01,6.583197641145825951e-01,8.667698057314964233e-01,-3.992854276380075618e-09,4.911189458224202338e-03
3.585517103420684037e+01,6.583197640819807850e-01,8.667698057736732409e-01,-3.976141752654038797e-09,-1.323710342835315856e-02
3.586317263452690440e+01,6.583197640494342640e-01,8.667698058140377304e-01,-3.958688765681728228e-09,-8.821877141963503990e-03
3.587117423484696843e+01,6.583197640169453635e-01,8.667698058526225324e-01,-3.940512294936526771e-09,3.663242456497378674e-03
3.587917583516703246e+01,6.583197639845161930e-01,8.667698058894598434e-01,-3.921628789066433640e-09,-1.784324212968951481e-02
3.588717743548709649e+01,6.583197639521493061e-01,8.667698059245816378e-01,-3.902055113053082280e-09,8.078991338070088193e-03
3.589517903580716052e+01,6.583197639198467011e-01,8.667698059580197789e-01,-3.881807628808298105e-09,-5.387339944341176107e-03
3.590318063612722455e+01,6.583197638876107094e-01,8.667698059898060192e-01,-3.860902934166299261e-09,2.768428542974471235e-03
3.591118223644728857e+01,6.583197638554434405e-01,8.667698060199716670e-01,-3.839356933071913502e-09,1.482044724122938330e-03
3.591918383676735260e+01,6.583197638233471150e-01,8.667698060485480305e-01,-3.817185997845307099e-09,-5.541029961464581828e-03
3.592718543708741663e+01,6.583197637913239531e-01,8.667698060755660849e-01,-3.794406136514716366e-09,1.313419250217040361e-02
3.593518703740748066e+01,6.583197637593760643e-01,8.667698061010566946e-01,-3.771033322413908095e-09,2.341314363626884748e-02
3.594318863772754469e+01,6.583197637275054470e-01,8.667698061250505015e-01,-3.747083171523613032e-09,6.307558653435538752e-03
3.595119023804760872e+01,6.583197636957143217e-01,8.667698061475780369e-01,-3.722571795955476048e-09,-1.715662425300634036e-02
3.595919183836767274e+01,6.583197636640046868e-01,8.667698061686693878e-01,-3.697514378009358893e-09,1.219052877270810882e-03
3.596719343868773677e+01,6.583197636323786517e-01,8.667698061883547522e-01,-3.671926665504976484e-09,-2.257400553247581113e-03
3.597519503900780080e+01,6.583197636008381037e-01,8.667698062066638842e-01,-3.645823885845000945e-09,9.104213086180822784e-03
3.598319663932786483e+01,6.583197635693852634e-01,8.667698062236264267e-01,-3.619221432965558094e-09,6.137389331884237362e-04
3.599119823964792886e+01,6.583197635380217960e-01,8.667698062392718006e-01,-3.592134291408033420e-09,2.143240813453061930e-02
3.599919983996799289e+01,6.583197635067500331e-01,8.667698062536292047e-01,-3.564577570613902679e-09,6.931768698877504090e-03
3.600720144028805692e+01,6.583197634755716399e-01,8.667698062667278380e-01,-3.536566255124551361e-09,5.984106364518898026e-03
3.601520304060812094e+01,6.583197634444886148e-01,8.667698062785964552e-01,-3.508115069272843556e-09,-3.430035838645794852e-03
3.602320464092818497e+01,6.583197634135028453e-01,8.667698062892637001e-01,-3.479238688819386027e-09,-8.894184766439073089e-03
3.603120624124824900e+01,6.583197633826162187e-01,8.667698062987579943e-01,-3.449951872791512386e-09,-8.485699384862444190e-04
3.603920784156831303e+01,6.583197633518305114e-01,8.667698063071075376e-01,-3.420268873677301258e-09,2.029788608203656093e-03
3.604720944188837706e+01,6.583197633211476107e-01,8.667698063143405296e-01,-3.390204145192754481e-09,4.792223811188339559e-03
3.605521104220844109e+01,6.583197632905694041e-01,8.667698063204846148e-01,-3.359772085542722664e-09,2.011892403077226044e-03
3.606321264252850511e+01,6.583197632600975568e-01,8.667698063255675489e-01,-3.328986641903952659e-09,-2.799069285750611057e-03
3.607121424284856914e+01,6.583197632297338453e-01,8.667698063296168653e-01,-3.297861962681114534e-09,4.951149114576486711e-04
3.607921584316863317e+01,6.583197631994800458e-01,8.667698063326595426e-01,-3.266411870150864871e-09,-4.626193985639671241e-03
3.608721744348869720e+01,6.583197631693378238e-01,8.667698063347228921e-01,-3.234650186589860255e-09,-9.896089946713147387e-03
3.609521904380876123e+01,6.583197631393089555e-01,8.667698063358336702e-01,-3.202590772438673739e-09,-8.675024619384057861e-03
3.610322064412882526e+01,6.583197631093949953e-01,8.667698063360184113e-01,-3.170246877515214834e-09,4.929177439580495999e-03
3.611122224444888928e+01,6.583197630795977195e-01,8.667698063353036497e-01,-3.137632213073837661e-09,7.255945905226546255e-03
3.611922384476895331e+01,6.583197630499186825e-01,8.667698063337155867e-01,-3.104759997707429164e-09,-2.166241335430676030e-03
3.612722544508901734e+01,6.583197630203595496e-01,8.667698063312803125e-01,-3.071643751850761106e-09,-1.366042643283898409e-03
3.613522704540908137e+01,6.583197629909218751e-01,8.667698063280236953e-01,-3.038296315927002667e-09,5.462723231725662154e-03
3.614322864572914540e+01,6.583197629616072133e-01,8.667698063239713813e-01,-3.004730859956783462e-09,-1.363789757671151097e-03
3.615123024604920943e+01,6.583197629324171185e-01,8.667698063191486835e-01,-2.970960231302166576e-09,3.141796184208153764e-02
3.615923184636927346e+01,6.583197629033531451e-01,8.667698063135809150e-01,-2.936997190589041296e-09,1.285610802536756416e-03
3.616723344668933748e+01,6.583197628744167362e-01,8.667698063072932779e-01,-2.902854585179470703e-09,-5.194179683030280929e-03
3.617523504700940151e+01,6.583197628456094463e-01,8.667698063003103082e-01,-2.868544776712944611e-09,-1.810803294642541333e-02
3.618323664732946554e+01,6.583197628169326077e-01,8.667698062926568747e-01,-2.834080369690239465e-09,2.101617467781265614e-03
3.619123824764952957e+01,6.583197627883877745e-01,8.667698062843574025e-01,-2.799473645953565182e-09,1.025011165590671187e-02
3.619923984796959360e+01,6.583197627599762791e-01,8.667698062754360944e-01,-2.764736949795176812e-09,-5.633000156902780468e-04
3.620724144828965763e+01,6.583197627316995648e-01,8.667698062659169311e-01,-2.729882212643142125e-09,1.241175410751133371e-02
3.621524304860972165e+01,6.583197627035590749e-01,8.667698062558237826e-01,-2.694921751034140556e-09,-5.930376203276298795e-03
3.622324464892978568e+01,6.583197626755559195e-01,8.667698062451804075e-01,-2.659867100879287349e-09,-1.011097975145529293e-03
3.623124624924984971e+01,6.583197626476916531e-01,8.667698062340102316e-01,-2.624730391365126536e-09,-1.853721719065636042e-03
3.623924784956991374e+01,6.583197626199673858e-01,8.667698062223363475e-01,-2.589522960644297100e-09,-7.513278442561209004e-03
3.624724944988997777e+01,6.583197625923846719e-01,8.667698062101818479e-01,-2.554256684633715579e-09,-1.482640339171911563e-02
3.625525105021004180e+01,6.583197625649445106e-01,8.667698061975697144e-01,-2.518942800872059351e-09,-9.527918885094556478e-03
3.626325265053010583e+01,6.583197625376482343e-01,8.667698061845224844e-01,-2.483592789759292430e-09,-1.901797928623874881e-02
3.627125425085016985e+01,6.583197625104970641e-01,8.667698061710625845e-01,-2.448217833322940962e-09,7.590901304702129572e-03
3.627925585117023388e+01,6.583197624834922213e-01,8.667698061572123303e-01,-2.412829089304402430e-09,-1.714350252013239822e-03
3.628725745149029791e+01,6.583197624566348161e-01,8.667698061429937040e-01,-2.377437472583787681e-09,-1.037139806487099832e-03
3.629525905181036194e+01,6.583197624299260697e-01,8.667698061284285771e-01,-2.342053922327336224e-09,-5.743071131436042372e-03
3.630326065213042597e+01,6.583197624033669815e-01,8.667698061135385990e-01,-2.306689235453962539e-09,9.517427943402861218e-03
3.631126225245049000e+01,6.583197623769588835e-01,8.667698060983451969e-01,-2.271354052757468267e-09,-8.462749554315749864e-03
3.631926385277055402e+01,6.583197623507026641e-01,8.667698060828696871e-01,-2.236059150340086177e-09,1.684717801735526044e-02
3.632726545309061805e+01,6.583197623245994334e-01,8.667698060671329419e-01,-2.200814475106227519e-09,1.085003018583500026e-02
3.633526705341068208e+01,6.583197622986503017e-01,8.667698060511560554e-01,-2.165630966222131804e-09,-6.991142569457960490e-03
3.634326865373074611e+01,6.583197622728561571e-01,8.667698060349594558e-01,-2.130518303444794981e-09,-2.005559403470489731e-03
3.635127025405081014e+01,6.583197622472181099e-01,8.667698060185636821e-01,-2.095486943687330239e-09,6.291338056857600711e-03
3.635927185437087417e+01,6.583197622217371592e-01,8.667698060019889406e-01,-2.060546816506914070e-09,1.251417806924085864e-02
3.636727345469093819e+01,6.583197621964141932e-01,8.667698059852553261e-01,-2.025707691866163174e-09,-7.922644923746403542e-03
3.637527505501100222e+01,6.583197621712501002e-01,8.667698059683827116e-01,-1.990979534016723562e-09,-4.989974979634515320e-03
3.638327665533106625e+01,6.583197621462458793e-01,8.667698059513906372e-01,-1.956371845773796636e-09,2.504966216288890060e-02
3.639127825565113028e+01,6.583197621214024187e-01,8.667698059342986427e-01,-1.921894237505439307e-09,9.195742601474356237e-03
3.639927985597119431e+01,6.583197620967204955e-01,8.667698059171259350e-01,-1.887556187740724312e-09,8.964983476362455711e-03
3.640728145629125834e+01,6.583197620722011090e-01,8.667698058998916100e-01,-1.853366994597482886e-09,1.933624798454382232e-02
3.641528305661132237e+01,6.583197620478449252e-01,8.667698058826144303e-01,-1.819335904151841987e-09,4.458580170887280203e-03
3.642328465693138639e+01,6.583197620236528325e-01,8.667698058653130477e-01,-1.785471923088088886e-09,-4.562479390314465137e-03
3.643128625725145042e+01,6.583197619996256078e-01,8.667698058480060030e-01,-1.751784124010002941e-09,-1.728909041583264958e-02
3.643928785757151445e+01,6.583197619757639174e-01,8.667698058307115039e-01,-1.718281451151826289e-09,8.618047196388874120e-03
3.644728945789157848e+01,6.583197619520686494e-01,8.667698058134475358e-01,-1.684972543436469294e-09,-1.133363701689268574e-02
3.645529105821164251e+01,6.583197619285404700e-01,8.667698057962319735e-01,-1.651866074481311841e-09,6.707603147576120944e-03
3.646329265853170654e+01,6.583197619051799343e-01,8.667698057790824695e-01,-1.618970575656408784e-09,-1.974830735721893465e-02
3.647129425885177056e+01,6.583197618819878194e-01,8.667698057620165653e-01,-1.586294519351216792e-09,-4.743523842863204935e-03
3.647929585917183459e+01,6.583197618589649025e-01,8.667698057450513582e-01,-1.553846360607957777e-09,-1.796538104994547646e-04
3.648729745949189862e+01,6.583197618361116277e-01,8.667698057282039459e-01,-1.521634068746280377e-09,-1.251521697109776558e-02
3.649529905981196265e+01,6.583197618134286611e-01,8.667698057114912036e-01,-1.489665960030528424e-09,-5.468015375390922889e-03
3.650330066013202668e+01,6.583197617909165578e-01,8.667698056949297847e-01,-1.457949722755147448e-09,-8.317929683652492204e-03
3.651130226045209071e+01,6.583197617685758729e-01,8.667698056785361205e-01,-1.426493572570519675e-09,1.297962381984738489e-03
3.651930386077215474e+01,6.583197617464072726e-01,8.667698056623264202e-01,-1.395305003482061323e-09,-1.259055499955326340e-02
3.652730546109221876e+01,6.583197617244110900e-01,8.667698056463167822e-01,-1.364391832153755146e-09,-2.620567812086880676e-03
3.653530706141228279e+01,6.583197617025879911e-01,8.667698056305230825e-01,-1.333761604632721642e-09,1.374142058491152445e-02
3.654330866173234682e+01,6.583197616809383090e-01,8.667698056149608643e-01,-1.303421572063090395e-09,1.400829637574949223e-02
3.655131026205241085e+01,6.583197616594625989e-01,8.667698055996456707e-01,-1.273379162530785536e-09,1.890400630396756390e-02
3.655931186237247488e+01,6.583197616381613049e-01,8.667698055845927119e-01,-1.243641675752193976e-09,4.151993928618863752e-03
3.656731346269253891e+01,6.583197616170347599e-01,8.667698055698170867e-01,-1.214216057560113526e-09,-4.071061594062144046e-03
3.657531506301260293e+01,6.583197615960832971e-01,8.667698055553335612e-01,-1.185109226031766383e-09,3.286520544644772231e-03
3.658331666333266696e+01,6.583197615753074716e-01,8.667698055411567903e-01,-1.156328276186169290e-09,7.103588709646399026e-03
3.659131826365273099e+01,6.583197615547075054e-01,8.667698055273013180e-01,-1.127879855483682192e-09,2.799106064164183071e-03
3.659931986397279502e+01,6.583197615342836206e-01,8.667698055137813551e-01,-1.099770410156741818e-09,1.450254178981801381e-02
3.660732146429285905e+01,6.583197615140363723e-01,8.667698055006108904e-01,-1.072006785424184372e-09,-6.575668989603811881e-03
3.661532306461292308e+01,6.583197614939658715e-01,8.667698054878038016e-01,-1.044595316496144122e-09,-2.071423033237666713e-03
3.662332466493298710e+01,6.583197614740723402e-01,8.667698054753737447e-01,-1.017542102660362602e-09,-1.519775390556278409e-02
3.663132626525305113e+01,6.583197614543561116e-01,8.667698054633341531e-01,-9.908536109659582536e-10,-4.209582964260173352e-03
3.663932786557311516e+01,6.583197614348172966e-01,8.667698054516983497e-01,-9.645355555920609447e-10,1.239986524926585919e-02
