t,S,E,I,R,dI_dt,dI_dt_noisy
9.949989997999598756e+01,3.013082996121945598e+02,8.907290593596471906e-01,1.564951339884312231e+00,6.962360199885617931e+02,-9.925237618846154131e-02,-2.252323456024063475e-01
9.952390478095618676e+01,3.013026532747967963e+02,8.893126835147487919e-01,1.562570627851195049e+00,6.962454634138375695e+02,-9.910066149823126835e-02,2.851162294729666646e-01
9.954790958191637174e+01,3.012970156191437354e+02,8.878986571899116775e-01,1.560193554957833184e+00,6.962548921687088068e+02,-9.894918026402013678e-02,-4.454742928741302066e-01
9.957191438287657093e+01,3.012913866316867484e+02,8.864869762291891497e-01,1.557820115595917931e+00,6.962643062764884689e+02,-9.879793212083567977e-02,1.082935189609592619e-01
9.959591918383675591e+01,3.012857662988982952e+02,8.850776364839210153e-01,1.555450304166130948e+00,6.962737057604520032e+02,-9.864691670445863148e-02,-2.655570196064348520e-01
9.961992398479695510e+01,3.012801546072720384e+02,8.836706338127275906e-01,1.553084115078131600e+00,6.962830906438373404e+02,-9.849613365144019306e-02,9.809501585726322359e-01
9.964392878575714008e+01,3.012745515433229002e+02,8.822659640815154747e-01,1.550721542750570059e+00,6.962924609498453492e+02,-9.834558259910122779e-02,-2.402954513456900809e-01
9.966793358671733927e+01,3.012689570935867209e+02,8.808636231634717761e-01,1.548362581611073985e+00,6.963018167016390407e+02,-9.819526318552918021e-02,-2.478333150767451643e-01
9.969193838767752425e+01,3.012633712446207710e+02,8.794636069390699973e-01,1.546007226096261622e+00,6.963111579223442504e+02,-9.804517504957757645e-02,1.038737505088445090e-01
9.971594318863772344e+01,3.012577939830032392e+02,8.780659112960639279e-01,1.543655470651729145e+00,6.963204846350492971e+02,-9.789531783086311001e-02,-3.623373443906956481e-01
9.973994798959790842e+01,3.012522252953336874e+02,8.766705321294938624e-01,1.541307309732062647e+00,6.963297968628049830e+02,-9.774569116976476735e-02,-1.957594373062232773e-01
9.976395279055810761e+01,3.012466651682327097e+02,8.752774653416806050e-01,1.538962737800827263e+00,6.963390946286250482e+02,-9.759629470742106627e-02,7.161257836241788355e-02
9.978795759151829259e+01,3.012411135883420457e+02,8.738867068422311313e-01,1.536621749330576936e+00,6.963483779554854891e+02,-9.744712808572911222e-02,3.401681605309694323e-01
9.981196239247849178e+01,3.012355705423246377e+02,8.724982525480329265e-01,1.534284338802844871e+00,6.963576468663247852e+02,-9.729819094734240559e-02,-3.952256944407888106e-01
9.983596719343867676e+01,3.012300360168646307e+02,8.711120983832600917e-01,1.531950500708153973e+00,6.963669013840442403e+02,-9.714948293566894044e-02,-6.679174343128807534e-02
9.985997199439887595e+01,3.012245099986672017e+02,8.697282402793666822e-01,1.529620229546005072e+00,6.963761415315077556e+02,-9.700100369486967800e-02,-1.825047497320376744e-01
9.988397679535906093e+01,3.012189924744587870e+02,8.683466741750937024e-01,1.527293519824889589e+00,6.963853673315414881e+02,-9.685275286985665921e-02,2.519902104731309156e-01
9.990798159631926012e+01,3.012134834309869689e+02,8.669673960164618887e-01,1.524970366062277094e+00,6.963945788069345326e+02,-9.670473010629122845e-02,3.140381459992035995e-01
9.993198639727944510e+01,3.012079828550205320e+02,8.655904017567791486e-01,1.522650762784626410e+00,6.964037759804383541e+02,-9.655693505058214610e-02,1.054256908931292397e-01
9.995599119823964429e+01,3.012024907333492934e+02,8.642156873566332331e-01,1.520334704527375846e+00,6.964129588747670141e+02,-9.640936734988379830e-02,3.674201524013344378e-02
9.997999599919982927e+01,3.011970070527842722e+02,8.628432487838985088e-01,1.518022185834952742e+00,6.964221275125971715e+02,-9.626202665209503129e-02,7.998045485610818517e-01
1.000040008001600285e+02,3.011915318001577475e+02,8.614730820137297407e-01,1.515713201260763476e+00,6.964312819165680821e+02,-9.611491260585623697e-02,-5.320148924779409816e-01
1.000280056011202134e+02,3.011860649623230302e+02,8.601051830285680877e-01,1.513407745367203461e+00,6.964404221092814851e+02,-9.596802486054874237e-02,7.228495758603348254e-01
1.000520104020804126e+02,3.011806065261546905e+02,8.587395478181349961e-01,1.511105812725647368e+00,6.964495481133018302e+02,-9.582136306629233935e-02,1.735180868072166427e-01
1.000760152030405976e+02,3.011751564785483879e+02,8.573761723794386391e-01,1.508807397916459347e+00,6.964586599511560507e+02,-9.567492687394391071e-02,-8.619375077670443641e-01
1.001000200040007968e+02,3.011697148064209273e+02,8.560150527167671441e-01,1.506512495528981921e+00,6.964677576453336769e+02,-9.552871593509520975e-02,-3.047387420579431017e-02
1.001240248049609818e+02,3.011642814967103163e+02,8.546561848416955876e-01,1.504221100161547753e+00,6.964768412182867223e+02,-9.538272990207176394e-02,-8.022794030974270685e-01
1.001480296059211810e+02,3.011588565363757652e+02,8.532995647730787780e-01,1.501933206421467659e+00,6.964859106924300249e+02,-9.523696842793046013e-02,-1.565088538893999182e-01
1.001720344068813660e+02,3.011534399123975732e+02,8.519451885370586952e-01,1.499648808925042154e+00,6.964949660901406787e+02,-9.509143116645848992e-02,-1.109226564504244950e+00
1.001960392078415651e+02,3.011480316117771281e+02,8.505930521670570510e-01,1.497367902297550790e+00,6.965040074337584883e+02,-9.494611777217099036e-02,2.701713714534443866e-01
1.002200440088017501e+02,3.011426316215371912e+02,8.492431517037822841e-01,1.495090481173262376e+00,6.965130347455860829e+02,-9.480102790030973947e-02,-4.889661516843679112e-01
1.002440488097619493e+02,3.011372399287214421e+02,8.478954831952233429e-01,1.492816540195424757e+00,6.965220480478882337e+02,-9.465616120684113011e-02,7.317504362527692541e-01
1.002680536107221343e+02,3.011318565203949333e+02,8.465500426966552361e-01,1.490546074016274591e+00,6.965310473628924228e+02,-9.451151734845471275e-02,-4.558754059817272108e-01
1.002920584116823335e+02,3.011264813836436929e+02,8.452068262706338153e-01,1.488279077297028241e+00,6.965400327127889568e+02,-9.436709598256118325e-02,-6.626825558039169117e-02
1.003160632126425185e+02,3.011211145055749512e+02,8.438658299870008817e-01,1.486015544707890879e+00,6.965490041197303981e+02,-9.422289676729106445e-02,-7.721363037725819112e-01
1.003400680136027177e+02,3.011157558733172550e+02,8.425270499228789678e-01,1.483755470928046938e+00,6.965579616058321335e+02,-9.407891936149251344e-02,-1.573835063521955846e-01
1.003640728145629026e+02,3.011104054740201263e+02,8.411904821626770001e-01,1.481498850645669885e+00,6.965669051931718059e+02,-9.393516342473004488e-02,-7.097331489372475655e-02
1.003880776155231018e+02,3.011050632948543466e+02,8.398561227980840815e-01,1.479245678557912447e+00,6.965758349037899961e+02,-9.379162861728249090e-02,1.606382506791899922e-01
1.004120824164832868e+02,3.010997293230117293e+02,8.385239679280758196e-01,1.476995949370916383e+00,6.965847507596895412e+02,-9.364831460014166886e-02,1.143237932873068408e+00
1.004360872174434860e+02,3.010944035457054042e+02,8.371940136589083314e-01,1.474749657799802494e+00,6.965936527828362159e+02,-9.350522103501013316e-02,7.320418809113913294e-01
1.004600920184036710e+02,3.010890859501695331e+02,8.358662561041241279e-01,1.472506798568681274e+00,6.966025409951579377e+02,-9.336234758430028702e-02,3.006571353960643678e-01
1.004840968193638702e+02,3.010837765236595374e+02,8.345406913845461183e-01,1.470267366410641596e+00,6.966114154185455618e+02,-9.321969391113157921e-02,-2.532904209799011763e-01
1.005081016203240551e+02,3.010784752534519839e+02,8.332173156282833837e-01,1.468031356067762028e+00,6.966202760748521996e+02,-9.307725967933007383e-02,-2.315548641012681874e-01
1.005321064212842543e+02,3.010731821268444719e+02,8.318961249707127470e-01,1.465798762291045776e+00,6.966291229858941279e+02,-9.293504455341844439e-02,-2.423802125484123826e-01
1.005561112222444393e+02,3.010678971311241412e+02,8.305771155533719918e-01,1.463569579815806820e+00,6.966379561735070638e+02,-9.279304819435983676e-02,-5.143788073267980820e-01
1.005801160232046385e+02,3.010626202536007554e+02,8.292602835390041616e-01,1.461343803373954309e+00,6.966467756594865932e+02,-9.265127025879356382e-02,2.491790547041657922e-01
1.006041208241648235e+02,3.010573514816277907e+02,8.279456251039204462e-01,1.459121427718679920e+00,6.966555814655499717e+02,-9.250971040504393783e-02,-1.133418172564429893e-01
1.006281256251250227e+02,3.010520908025783910e+02,8.266331364310691709e-01,1.456902447611536422e+00,6.966643736133793254e+02,-9.236836829214946365e-02,1.796699192290865388e-01
1.006521304260852077e+02,3.010468382038453683e+02,8.253228137100427908e-01,1.454686857822448554e+00,6.966731521246224474e+02,-9.222724357986217258e-02,-2.068182298621797366e-01
1.006761352270454069e+02,3.010415936728410315e+02,8.240146531370712291e-01,1.452474653129701032e+00,6.966819170208924561e+02,-9.208633592864540196e-02,1.046067669691258806e-01
1.007001400280055918e+02,3.010363571969975851e+02,8.227086509150282057e-01,1.450265828319950767e+00,6.966906683237677953e+02,-9.194564499967233795e-02,7.989035863278148852e-01
1.007241448289657910e+02,3.010311287637666737e+02,8.214048032534249089e-01,1.448060378188215536e+00,6.966994060547920071e+02,-9.180517045482460003e-02,9.678566616919036247e-02
1.007481496299259760e+02,3.010259083606196668e+02,8.201031063684165456e-01,1.445858297537884418e+00,6.967081302354743002e+02,-9.166491195669038139e-02,3.858066492708752682e-01
1.007721544308861752e+02,3.010206959750476585e+02,8.188035564827956803e-01,1.443659581180707363e+00,6.967168408872892087e+02,-9.152486916856276966e-02,-4.998335255237710828e-01
1.007961592318463602e+02,3.010154915945612402e+02,8.175061498259986736e-01,1.441464223936806066e+00,6.967255380316762512e+02,-9.138504175443876165e-02,-1.483209868221345706e-01
1.008201640328065594e+02,3.010102952066907278e+02,8.162108826340996881e-01,1.439272220634663313e+00,6.967342216900408403e+02,-9.124542937901677919e-02,-2.624362878299932311e-01
1.008441688337667443e+02,3.010051067989862190e+02,8.149177511498164606e-01,1.437083566111132749e+00,6.967428918837531455e+02,-9.110603170769569770e-02,1.797730662622996078e-01
1.008681736347269435e+02,3.009999263590172518e+02,8.136267516225044183e-01,1.434898255211429552e+00,6.967515486341491169e+02,-9.096684840657304205e-02,7.865994089574815384e-02
1.008921784356871285e+02,3.009947538743730888e+02,8.123378803081625632e-01,1.432716282789139983e+00,6.967601919625299161e+02,-9.082787914244355720e-02,-4.044500659292432632e-01
1.009161832366473277e+02,3.009895893326626606e+02,8.110511334694278096e-01,1.430537643706211615e+00,6.967688218901620303e+02,-9.068912358279733466e-02,1.096297732776499584e-01
1.009401880376075127e+02,3.009844327215146222e+02,8.097665073755806464e-01,1.428362332832963322e+00,6.967774384382771586e+02,-9.055058139581867449e-02,-1.555299273844165664e-03
1.009641928385677119e+02,3.009792840285771263e+02,8.084839983025392529e-01,1.426190345048074848e+00,6.967860416280725531e+02,-9.041225225038378166e-02,-8.445501721197662404e-01
1.009881976395278969e+02,3.009741432415180498e+02,8.072036025328653830e-01,1.424021675238597684e+00,6.967946314807107910e+02,-9.027413581606029414e-02,-7.474948961642931267e-02
1.010122024404880960e+02,3.009690103480249377e+02,8.059253163557585919e-01,1.421856318299943966e+00,6.968032080173196618e+02,-9.013623176310450735e-02,5.359310244484528640e-01
1.010362072414482810e+02,3.009638853358050028e+02,8.046491360670621207e-01,1.419694269135897580e+00,6.968117712589923940e+02,-8.999853976246076359e-02,-5.003915858838248187e-01
1.010602120424084802e+02,3.009587681925850120e+02,8.033750579692567895e-01,1.417535522658603053e+00,6.968203212267874278e+02,-8.986105948575910662e-02,4.916723682190879408e-01
1.010842168433686652e+02,3.009536589061115137e+02,8.021030783714672152e-01,1.415380073788576665e+00,6.968288579417287565e+02,-8.972379060531461559e-02,2.960841420433983906e-01
1.011082216443288644e+02,3.009485574641505536e+02,8.008331935894557052e-01,1.413227917454695781e+00,6.968373814248055851e+02,-8.958673279412496249e-02,3.484596626376704198e-02
1.011322264452890494e+02,3.009434638544879590e+02,7.995653999456282524e-01,1.411079048594208629e+00,6.968458916969725578e+02,-8.944988572586962117e-02,1.731831775012418195e-01
1.011562312462492486e+02,3.009383780649291680e+02,7.982996937690282069e-01,1.408933462152725191e+00,6.968543887791494171e+02,-8.931324907490756360e-02,-4.501368521852214255e-01
1.011802360472094335e+02,3.009333000832992298e+02,7.970360713953431597e-01,1.406791153084226087e+00,6.968628726922214582e+02,-8.917682251627628842e-02,3.063938732262134201e-01
1.012042408481696327e+02,3.009282298974429182e+02,7.957745291668979482e-01,1.404652116351053692e+00,6.968713434570394156e+02,-8.904060572569018339e-02,-7.563733413491156021e-01
1.012282456491298177e+02,3.009231674952246181e+02,7.945150634326613170e-01,1.402516346923921464e+00,6.968798010944191219e+02,-8.890459837953895716e-02,-6.060763936089497150e-01
1.012522504500900169e+02,3.009181128645282683e+02,7.932576705482395907e-01,1.400383839781903728e+00,6.968882456251418489e+02,-8.876880015488572417e-02,2.257254291531054780e-01
1.012762552510502019e+02,3.009130659932576464e+02,7.920023468758827789e-01,1.398254589912446555e+00,6.968966770699543076e+02,-8.863321072946611645e-02,-5.943113660754957284e-01
1.013002600520104011e+02,3.009080268693360836e+02,7.907490887844786931e-01,1.396128592311356664e+00,6.969050954495684209e+02,-8.849782978168635461e-02,9.623391579302351673e-01
1.013242648529705860e+02,3.009029954807064655e+02,7.894978926495586080e-01,1.394005841982812521e+00,6.969135007846614371e+02,-8.836265699062176293e-02,1.279845238872100444e-01
1.013482696539307852e+02,3.008979718153315730e+02,7.882487548532916000e-01,1.391886333939353459e+00,6.969218930958761575e+02,-8.822769203601531218e-02,4.132852838770023629e-01
1.013722744548909702e+02,3.008929558611935704e+02,7.870016717844905418e-01,1.389770063201890116e+00,6.969302724038203678e+02,-8.809293459827619022e-02,4.461354437156783703e-01
1.013962792558511694e+02,3.008879476062944036e+02,7.857566398386058859e-01,1.387657024799694438e+00,6.969386387290676339e+02,-8.795838435847798398e-02,-2.342769718022813530e-01
1.014202840568113544e+02,3.008829470386556864e+02,7.845136554177316590e-01,1.385547213770409680e+00,6.969469920921565063e+02,-8.782404099835772193e-02,-2.420629972734757163e-02
1.014442888577715536e+02,3.008779541463187002e+02,7.832727149305996894e-01,1.383440625160039961e+00,6.969553325135909745e+02,-8.768990420031359811e-02,2.012144516909867842e-01
1.014682936587317386e+02,3.008729689173442239e+02,7.820338147925856020e-01,1.381337254022960925e+00,6.969636600138405811e+02,-8.755597364740420885e-02,-3.225495626862141113e-02
1.014922984596919378e+02,3.008679913398128747e+02,7.807969514257023791e-01,1.379237095421909309e+00,6.969719746133398530e+02,-8.742224902334658210e-02,7.534940436901400584e-01
1.015163032606521227e+02,3.008630214018248239e+02,7.795621212586070214e-01,1.377140144427992929e+00,6.969802763324888701e+02,-8.728873001251478969e-02,4.834932962999178852e-01
1.015403080616123219e+02,3.008580590914998538e+02,7.783293207265941094e-01,1.375046396120681358e+00,6.969885651916531515e+02,-8.715541629993862893e-02,7.704006850742260715e-02
1.015643128625725069e+02,3.008531043969775283e+02,7.770985462716016867e-01,1.372955845587814805e+00,6.969968412111634279e+02,-8.702230757130202665e-02,6.017115508231278831e-01
1.015883176635327061e+02,3.008481573064169083e+02,7.758697943422058207e-01,1.370868487925594570e+00,6.970051044113156422e+02,-8.688940351294123510e-02,4.644366634343977118e-03
1.016123224644928911e+02,3.008432178079811479e+02,7.746430613924287778e-01,1.368784318227032060e+00,6.970133548123997116e+02,-8.675670380998787290e-02,3.580321073041589086e-01
1.016363272654530903e+02,3.008382858898291374e+02,7.734183438905384289e-01,1.366703331566740731e+00,6.970215924347138525e+02,-8.662420814185990692e-02,5.064542308001403204e-02
1.016603320664132752e+02,3.008333615401712677e+02,7.721956383221820763e-01,1.364625523043062172e+00,6.970298172984637404e+02,-8.649191618926778402e-02,-1.645009120861641860e-01
1.016843368673734744e+02,3.008284447472376542e+02,7.709749411793432872e-01,1.362550887763038565e+00,6.970380294238202623e+02,-8.635982763369105808e-02,-5.005904377021936913e-01
1.017083416683336594e+02,3.008235354992767157e+02,7.697562489600603408e-01,1.360479420841500087e+00,6.970462288309220185e+02,-8.622794215726792277e-02,-3.911277331643645550e-01
1.017323464692938586e+02,3.008186337845548906e+02,7.685395581684211219e-01,1.358411117401055579e+00,6.970544155398758903e+02,-8.609625944279268583e-02,-7.569726640384702443e-03
1.017563512702540436e+02,3.008137395913571481e+02,7.673248653145685605e-01,1.356345972572102099e+00,6.970625895707564723e+02,-8.596477917371546373e-02,1.796402312668898826e-01
1.017803560712142428e+02,3.008088529079865339e+02,7.661121669146947477e-01,1.354283981492815370e+00,6.970707509436062992e+02,-8.583350103413980858e-02,-1.102015968899056064e+00
1.018043608721744278e+02,3.008039737227642831e+02,7.649014594910472642e-01,1.352225139309159108e+00,6.970788996784358460e+02,-8.570242470882190322e-02,-2.428694382205991986e-01
1.018283656731346269e+02,3.007991020240299918e+02,7.636927395719225187e-01,1.350169441174875917e+00,6.970870357952235281e+02,-8.557154988316890976e-02,2.515321941389731530e-01
1.018523704740948119e+02,3.007942378001414454e+02,7.624860036916725203e-01,1.348116882251496174e+00,6.970951593139157012e+02,-8.544087624323763730e-02,-1.202343380629500996e-01
1.018763752750549969e+02,3.007893810394746197e+02,7.612812483906988836e-01,1.346067457708330473e+00,6.971032702544266613e+02,-8.531040347573301541e-02,-5.937977920469306170e-01
1.019003800760151961e+02,3.007845317304238506e+02,7.600784702154557149e-01,1.344021162722472074e+00,6.971113686366385309e+02,-8.518013126800659529e-02,-5.496202292186318505e-01
1.019243848769753811e+02,3.007796898614016072e+02,7.588776657184513885e-01,1.341977992478802451e+00,6.971194544804013731e+02,-8.505005930805560610e-02,7.975721227656658030e-01
1.019483896779355803e+02,3.007748554208386054e+02,7.576788314582436623e-01,1.339937942169980190e+00,6.971275278055334184e+02,-8.492018728452113696e-02,-8.420463213005798808e-01
1.019723944788957652e+02,3.007700283971839212e+02,7.564819639994454503e-01,1.337901006996453201e+00,6.971355886318204966e+02,-8.479051488668686021e-02,-2.125330341893312269e-01
1.019963992798559644e+02,3.007652087789046504e+02,7.552870599127188278e-01,1.335867182166447620e+00,6.971436369790164918e+02,-8.466104180447750482e-02,3.662166558023013385e-01
1.020204040808161494e+02,3.007603965544863058e+02,7.540941157747810264e-01,1.333836462895977570e+00,6.971516728668432279e+02,-8.453176772845794051e-02,-1.046043499530429965e+00
1.020444088817763486e+02,3.007555917124325902e+02,7.529031281683986609e-01,1.331808844408836068e+00,6.971596963149904695e+02,-8.440269234983101276e-02,2.883422535543314624e-01
1.020684136827365336e+02,3.007507942412653961e+02,7.517140936823936137e-01,1.329784321936603897e+00,6.971677073431159215e+02,-8.427381536043695998e-02,-8.263283242805093964e-01
1.020924184836967328e+02,3.007460041295249766e+02,7.505270089116367060e-01,1.327762890718640731e+00,6.971757059708450015e+02,-8.414513645275135956e-02,4.549182504128650439e-01
1.021164232846569178e+02,3.007412213657697180e+02,7.493418704570540267e-01,1.325744546002094681e+00,6.971836922177714087e+02,-8.401665531988436464e-02,1.282794843378815886e+00
1.021404280856171169e+02,3.007364459385761961e+02,7.481586749256212698e-01,1.323729283041891636e+00,6.971916661034565550e+02,-8.388837165557865017e-02,-6.756615497509536050e-01
1.021644328865773019e+02,3.007316778365394043e+02,7.469774189303687306e-01,1.321717097100746585e+00,6.971996276474297929e+02,-8.376028515420880227e-02,-8.393654998915908716e-02
1.021884376875375011e+02,3.007269170482724121e+02,7.457980990903765317e-01,1.319707983449152744e+00,6.972075768691883013e+02,-8.363239551077929212e-02,1.335788154052572896e-01
1.022124424884976861e+02,3.007221635624066494e+02,7.446207120307793970e-01,1.317701937365391096e+00,6.972155137881974269e+02,-8.350470242092353224e-02,-3.351719947491409446e-01
1.022364472894578853e+02,3.007174173675916791e+02,7.434452543827618776e-01,1.315698954135521737e+00,6.972234384238903431e+02,-8.337720558090198908e-02,2.231852817296286484e-01
1.022604520904180703e+02,3.007126784524953109e+02,7.422717227835632370e-01,1.313699029053392753e+00,6.972313507956680496e+02,-8.324990468760178064e-02,-4.062883753567523848e-01
1.022844568913782695e+02,3.007079468058037151e+02,7.411001138764723439e-01,1.311702157420631121e+00,6.972392509228994868e+02,-8.312279943853424780e-02,-3.327885206659653150e-01
1.023084616923384544e+02,3.007032224162211378e+02,7.399304243108330015e-01,1.309708334546651365e+00,6.972471388249216488e+02,-8.299588953183424656e-02,-4.583329699766083842e-01
1.023324664932986536e+02,3.006985052724702427e+02,7.387626507420382849e-01,1.307717555748646898e+00,6.972550145210393566e+02,-8.286917466625853823e-02,-7.601242321514103950e-02
1.023564712942588386e+02,3.006937953632917129e+02,7.375967898315365368e-01,1.305729816351599570e+00,6.972628780305254850e+02,-8.274265454118477636e-02,1.868392450576896180e-01
1.023804760952190378e+02,3.006890926774447053e+02,7.364328382468254830e-01,1.303745111688269676e+00,6.972707293726205080e+02,-8.261632885660949444e-02,4.359625475273503081e-01
1.024044808961792228e+02,3.006843972037063963e+02,7.352707926614575618e-01,1.301763437099205500e+00,6.972785685665331812e+02,-8.249019731314771731e-02,-1.048003189349419328e-01
1.024284856971394220e+02,3.006797089308723798e+02,7.341106497550351495e-01,1.299784787932734220e+00,6.972863956314400866e+02,-8.236425961203049095e-02,-5.863478994890414242e-01
1.024524904980996070e+02,3.006750278477564393e+02,7.329524062132150020e-01,1.297809159544970559e+00,6.972942105864856330e+02,-8.223851545510467431e-02,-2.926781455502912577e-01
1.024764952990598061e+02,3.006703539431904915e+02,7.317960587277039242e-01,1.295836547299808794e+00,6.973020134507822831e+02,-8.211296454483069107e-02,-3.089285580894152172e-01
1.025005001000199911e+02,3.006656872060248133e+02,7.306416039962632114e-01,1.293866946568930754e+00,6.973098042434103263e+02,-8.198760658428194681e-02,-2.471296682233382058e-01
1.025245049009801903e+02,3.006610276251278719e+02,7.294890387227038753e-01,1.291900352731796708e+00,6.973175829834179922e+02,-8.186244127714265018e-02,2.398488666746941278e-01
1.025485097019403753e+02,3.006563751893863810e+02,7.283383596168919727e-01,1.289936761175655588e+00,6.973253496898213371e+02,-8.173746832770749371e-02,-1.219741074328393876e-01
1.025725145029005745e+02,3.006517298877053008e+02,7.271895633947427218e-01,1.287976167295534768e+00,6.973331043816046986e+02,-8.161268744087941951e-02,-6.019393517361484869e-03
1.025965193038607595e+02,3.006470917090078387e+02,7.260426467782264970e-01,1.286018566494249615e+00,6.973408470777200137e+02,-8.148809832216893922e-02,-2.769952350603921420e-02
1.026205241048209587e+02,3.006424606422354486e+02,7.248976064953632781e-01,1.284063954182394163e+00,6.973485777970871595e+02,-8.136370067769231607e-02,-9.890763778269322237e-02
1.026445289057811436e+02,3.006378366763477175e+02,7.237544392802276461e-01,1.282112325778350881e+00,6.973562965585939537e+02,-8.123949421417094030e-02,-2.906427411317105136e-01
1.026685337067413428e+02,3.006332198003225926e+02,7.226131418729440092e-01,1.280163676708280462e+00,6.973640033810964951e+02,-8.111547863892903942e-02,3.098644304786387638e-01
1.026925385077015278e+02,3.006286100031340993e+02,7.214737110182821711e-01,1.278218002389594599e+00,6.973716982834583860e+02,-8.099165365718845322e-02,-1.001398386877174751e-01
1.027165433086617270e+02,3.006240072737645050e+02,7.203361434765782612e-01,1.276275298230289179e+00,6.973793812845289040e+02,-8.086801896977040272e-02,-1.122714464136325835e-01
1.027405481096219120e+02,3.006194116012408699e+02,7.192004360217723047e-01,1.274335559660026318e+00,6.973870524030776323e+02,-8.074457427909843832e-02,-6.172966110857190936e-01
1.027645529105821112e+02,3.006148229746073071e+02,7.180665854333377895e-01,1.272398782115779614e+00,6.973947116578439136e+02,-8.062131928821325566e-02,-4.096931945692817711e-01
1.027885577115422961e+02,3.006102413829246984e+02,7.169345884962644577e-01,1.270464961041761542e+00,6.974023590675376454e+02,-8.049825370076199582e-02,-3.581609526308480174e-01
1.028125625125024953e+02,3.006056668152709221e+02,7.158044420010535314e-01,1.268534091889414572e+00,6.974099946508389394e+02,-8.037537722099664939e-02,2.246442530643243951e-01
1.028365673134626803e+02,3.006010992607408525e+02,7.146761427437225977e-01,1.266606170117419605e+00,6.974176184263983487e+02,-8.025268955377258540e-02,-9.371818352846323918e-01
1.028605721144228795e+02,3.005965387084461895e+02,7.135496875258003913e-01,1.264681191191688203e+00,6.974252304128366404e+02,-8.013019040454755215e-02,3.034991569630366426e-01
1.028845769153830645e+02,3.005919851475155156e+02,7.124250731543324555e-01,1.262759150585370138e+00,6.974328306287450232e+02,-8.000787947938053923e-02,-1.233126998271799613e-03
1.029085817163432637e+02,3.005874385670945230e+02,7.113022964418749261e-01,1.260840043778844954e+00,6.974404190926850333e+02,-7.988575648493012604e-02,-4.192830682723162616e-01
1.029325865173034487e+02,3.005828989563456162e+02,7.101813542065010809e-01,1.258923866259731961e+00,6.974479958231885348e+02,-7.976382112845370465e-02,-4.904148963489461943e-01
1.029565913182636478e+02,3.005783663044481386e+02,7.090622432717950119e-01,1.257010613522879350e+00,6.974555608387574921e+02,-7.964207311780588383e-02,1.892787974937035489e-01
1.029805961192238328e+02,3.005738406005985439e+02,7.079449604668572871e-01,1.255100281070374635e+00,6.974631141578645384e+02,-7.952051216143740664e-02,4.203874594944294329e-02
1.030046009201840320e+02,3.005693218340099406e+02,7.068295026263000658e-01,1.253192864411535101e+00,6.974706557989525209e+02,-7.939913796839391524e-02,-1.056171329317836083e+00
1.030286057211442170e+02,3.005648099939126041e+02,7.057158665902514283e-01,1.251288359062917133e+00,6.974781857804346146e+02,-7.927795024831474358e-02,-4.107129418347357785e-01
1.030526105221044162e+02,3.005603050695535217e+02,7.046040492043511572e-01,1.249386760548306885e+00,6.974857041206942085e+02,-7.915694871143146016e-02,-5.239401718930002394e-01
1.030766153230646012e+02,3.005558070501967336e+02,7.034940473197552890e-01,1.247488064398729168e+00,6.974932108380851332e+02,-7.903613306856716036e-02,-1.016300014398459350e-01
1.031006201240248004e+02,3.005513159251231059e+02,7.023858577931310077e-01,1.245592266152438787e+00,6.975007059509316605e+02,-7.891550303113442633e-02,-3.838083146950670432e-01
1.031246249249849853e+02,3.005468316836305576e+02,7.012794774866620839e-01,1.243699361354929422e+00,6.975081894775281626e+02,-7.879505831113504943e-02,1.637124982947199547e-01
1.031486297259451845e+02,3.005423543150337196e+02,7.001749032680435469e-01,1.241809345558924971e+00,6.975156614361395668e+02,-7.867479862115807354e-02,-3.264846111570820497e-01
1.031726345269053695e+02,3.005378838086643896e+02,6.990721320104869019e-01,1.239922214324387539e+00,6.975231218450010147e+02,-7.855472367437886516e-02,-2.035479051885758783e-01
1.031966393278655687e+02,3.005334201538710772e+02,6.979711605927146900e-01,1.238037963218509674e+00,6.975305707223179752e+02,-7.843483318455798936e-02,5.547645342730693763e-01
1.032206441288257537e+02,3.005289633400193452e+02,6.968719858989661509e-01,1.236156587815722574e+00,6.975380080862663590e+02,-7.831512686603983586e-02,-1.855804571609383224e-01
1.032446489297859529e+02,3.005245133564915250e+02,6.957746048189915600e-01,1.234278083697687212e+00,6.975454339549920633e+02,-7.819560443375145331e-02,-3.144160425083392107e-01
1.032686537307461379e+02,3.005200701926870579e+02,6.946790142480578911e-01,1.232402446453303657e+00,6.975528483466118814e+02,-7.807626560320145293e-02,-4.708735628076983482e-02
1.032926585317063370e+02,3.005156338380222110e+02,6.935852110869430431e-01,1.230529671678701753e+00,6.975602512792124799e+02,-7.795711009047844031e-02,-7.148120134622460986e-01
1.033166633326665220e+02,3.005112042819301337e+02,6.924931922419416130e-01,1.228659754977249996e+00,6.975676427708509664e+02,-7.783813761225057137e-02,-8.644005581308967789e-01
1.033406681336267212e+02,3.005067815138609149e+02,6.914029546248593450e-01,1.226792691959547321e+00,6.975750228395550039e+02,-7.771934788576334574e-02,-8.212554599913536590e-02
1.033646729345869062e+02,3.005023655232815827e+02,6.903144951530184592e-01,1.224928478243430874e+00,6.975823915033223557e+02,-7.760074062883932922e-02,-3.627844054623999281e-01
1.033886777355471054e+02,3.004979562996761047e+02,6.892278107492524342e-01,1.223067109453968015e+00,6.975897487801209991e+02,-7.748231555987626640e-02,-7.832130008848919855e-01
