D,T,s,A,P,P_noisy
5.218359106389256041e+00,2.516433011905642658e+01,1.852722584484991497e+00,4.473274365906434014e+01,9.611755248050993794e-01,9.871760162145027939e-01
9.259104778930421276e+00,1.129362011334298543e+01,1.287663023215414260e+00,3.302374161626202920e+01,8.409053855250171461e-01,8.279361000661199510e-01
5.908400121074345535e+00,2.553799498580531591e+01,1.548926578864620041e+00,4.629056498565475408e+01,9.480471981083393729e-01,9.452311497051798517e-01
5.386545876705711500e+00,5.841058782337004374e+00,6.078507799500447728e-01,7.767758493943019005e+01,1.205520565227224949e-01,1.045817425862686778e-01
4.841596318912575470e-01,1.544995141070564770e+01,1.809884756410386597e+00,3.519186594667930024e+01,7.492313134337069691e-03,-1.011113462493646448e-02
2.289291289521569794e+00,1.082642108365863720e+01,6.926702254664696135e-01,6.517312684293844427e+01,4.155783279871549940e-02,3.196789998147106515e-02
7.214747848647336426e+00,3.850521216130518098e+01,8.800295392073572698e-01,3.669263086766441972e+01,8.965210100987246467e-01,8.740421848676328542e-01
4.444921709579683800e+00,3.533742734634547134e+01,9.915015913500688782e-01,4.395940978047465109e+01,6.425238784734088604e-01,6.512591843064042818e-01
9.264485911374475080e+00,2.764793520026272589e+01,9.609971922632170038e-01,6.265470545452022577e+01,8.935912341864453712e-01,9.143948115851533442e-01
6.190349905530005969e+00,8.097625297121759047e+00,1.369125569837105649e+00,5.815062529499804356e+01,6.054428660601215428e-01,5.948356365999153406e-01
2.712766092881686575e+00,7.077578396553770190e+00,6.664296878278410663e-01,4.429109835287912489e+01,4.956548021033146956e-02,3.519831735370664710e-02
2.526425531702600313e+00,1.304770021466855212e+01,5.526248225634446953e-01,2.221012395506629389e+01,6.051993547581047128e-02,8.664004952563106321e-02
2.986158145383730034e+00,9.145997275650140423e+00,1.861628464259228899e+00,2.792274671275853137e+01,4.063460407813570541e-01,4.016743043421303616e-01
2.249309174266070688e+00,9.616592394244817044e+00,1.671949379572625904e+00,2.752713908078862914e+01,2.094374232657890689e-01,2.387456300567583067e-01
5.362963004619809126e+00,2.154701565627688709e+01,1.175102364226116247e+00,2.271427891623508799e+01,8.070249893170500233e-01,7.487080457821649881e-01
9.376074340397582141e-01,2.460178867366536437e+01,5.283581131409306186e-01,3.311666215988422834e+01,8.751142443306103580e-03,4.994058177456069808e-03
5.826250801416660074e+00,2.262371695136423710e+01,1.719564088404048174e+00,2.227296149108482481e+01,9.674097121492605256e-01,9.465937466232263731e-01
4.346784702862139582e+00,3.302102331587014561e+01,1.910218131226063099e+00,7.626309567106866893e+01,8.912509204398002538e-01,8.801020233787374414e-01
8.800459719865616037e+00,1.571055284687026088e+01,8.245469989026128488e-01,5.982200225166717900e+01,6.726472057690255912e-01,6.882901906608179798e-01
8.918394109311458706e+00,2.700302156780780116e+00,1.724715786548371987e+00,3.210973812247027581e+01,4.687997555399218141e-01,4.899342584409885348e-01
3.041808706577441512e+00,9.415624298244200219e+00,1.924428115045360155e+00,5.402276623403261624e+01,4.185301977993568512e-01,4.145522212294898701e-01
1.988926610737339340e+00,1.151133214642718450e+01,1.924464568554145494e+00,6.627530617505343002e+01,1.901838449525140584e-01,2.084020551258383425e-01
4.277634427940144590e+00,3.641594003347314423e+00,8.639000270522867453e-01,5.200149896560866125e+01,1.080310229691376911e-01,8.510837130153653396e-02
5.112648929771588691e+00,3.100541821911139362e+00,1.412923940014629398e+00,5.411328058569369404e+01,2.640540241847845193e-01,2.689583904117092694e-01
7.138685419915536734e+00,3.338681059584487354e+00,1.785149624525959045e+00,4.899123886805264760e+01,4.925906881224064726e-01,4.889717614310464255e-01
9.710178299105661992e+00,5.313412962706167697e+00,7.396721007833123585e-01,6.584439633291930249e+01,3.318890303424818500e-01,2.973426155948212246e-01
8.960307630065232232e+00,2.060700145342153888e+01,6.313555178475180885e-01,3.349498683407915678e+01,6.533495815692679232e-01,6.708627237469708682e-01
4.029307705622565017e+00,1.801027225044119007e+01,7.692944833896866452e-01,5.151107882515006509e+01,2.617016938635884360e-01,2.477299491398901043e-01
5.535896099479322707e+00,3.480992581997150381e+01,1.889656949246806938e+00,4.043513172182979076e+01,9.922566744533588556e-01,1.000386221471829984e+00
5.853282817282190464e+00,2.988959610213581541e+01,1.159230806113828782e+00,7.523927643056160264e+01,7.662213345652054697e-01,7.503944621194010844e-01
8.803165177316348178e+00,1.486955338943745097e+01,9.927202642452019887e-01,2.157508735125075816e+01,8.086491990338133817e-01,8.116413171618089839e-01
1.145031678296630551e+00,5.207481722959553139e+00,9.283168436339703788e-01,6.273116376519958948e+01,8.072871446151874686e-03,1.983745475282416848e-02
8.175737478116166912e+00,2.329096000076184225e+01,1.191312052790499010e+00,2.469862170650462474e+01,9.511550757801664480e-01,9.506036854573600703e-01
2.699562790889700192e+00,3.851808593099296019e+01,1.787882413886030086e+00,4.470299759673937956e+01,6.598088258594021482e-01,6.497751529470261467e-01
1.164251063601114966e+00,1.531660280319593959e+01,5.785336942695296081e-01,6.160357581327870946e+01,7.627710655083164148e-03,1.925436900202365936e-02
9.803566050316980807e+00,3.861008043028773784e+01,1.242534357237271569e+00,6.469195220146939107e+01,9.872447280250242763e-01,9.910133140655541517e-01
3.538253857796228807e+00,1.871926696675286195e+01,1.605783760692590212e+00,7.140232087300682906e+01,5.587857236444168096e-01,5.499310517093104478e-01
7.503672071952038003e+00,1.100949542835818029e+01,1.036301316404457218e+00,6.158656657524572609e+01,6.308102590750628291e-01,6.312471329906642614e-01
3.697872752766597326e+00,2.535694141896599874e+01,1.229753823121206402e+00,4.755341928520863348e+01,5.621059883693900749e-01,5.600482628576127775e-01
2.977708403395395997e+00,3.380888586122311779e+01,1.343502960911239219e+00,3.732978776686910294e+01,5.527362950566846456e-01,5.455128711925039120e-01
5.478878545663876665e+00,4.961866987338243717e+00,1.372074030680280332e+00,4.321722630982842617e+01,4.032662206354493684e-01,4.208999361030041908e-01
2.406172418510155175e+00,3.661748609732638471e+01,9.826630750129925485e-01,6.579399033484372694e+01,1.167892955685054801e-01,1.511671833708718160e-01
2.519799082946852842e+00,1.636939765158359705e+01,1.076144360799522470e+00,5.208083180814247726e+01,1.642507584307999480e-01,1.536598323979408987e-01
6.035347534984503159e-01,1.637992679539587471e+01,1.615715867003807649e+00,5.068885038134553866e+01,8.940083640562646039e-03,6.211461551743761508e-03
7.174674244932588429e+00,2.811905816613506914e+01,1.134499460365783641e+00,3.626214115491450229e+01,9.335774063660348121e-01,9.144297212870421410e-01
9.221421455140943024e+00,3.306974997833319208e+01,1.185078983107552775e+00,2.453682768260412672e+01,9.899365075628254740e-01,9.629730646025778107e-01
1.488974579435662637e-01,5.335154598919844560e+00,1.086001813833527674e+00,3.848979053941194195e+01,1.239606104996848757e-04,2.246610318952791188e-02
2.954598728988514722e+00,1.780686672319797381e+01,1.117658851746554438e+00,3.329353271503541833e+01,3.030721813994861069e-01,2.893229278719675612e-01
8.711100092819865637e+00,2.968852983097749032e+01,1.024045827165593892e+00,2.337424588356373079e+01,9.611127814381815737e-01,9.675771603790797037e-01
6.049514975481820933e+00,1.864681883678869667e+01,8.775941923434916747e-01,2.391001055767610950e+01,6.532919200035434137e-01,6.258760986342959409e-01
1.372866410327025388e+00,3.904270926923154406e+01,6.015858049865951962e-01,2.452290814561461119e+01,3.820705435507576464e-02,2.511429651976015975e-02
2.479913956807486830e+00,2.617092020553764442e+01,6.834449495085347381e-01,7.598017373652473339e+01,4.735852831706810484e-02,5.650018487227122937e-02
2.153731260127082159e+00,6.627755166605017401e+00,1.467240643036509917e+00,3.505890371605568845e+01,1.087348359282507282e-01,1.179054665415340819e-01
4.350910540838779372e-01,5.183783583604069989e+00,5.270013311859368388e-01,2.187918080830656464e+01,5.694531419739856659e-04,4.931349523405063884e-03
1.373099225055057993e+00,1.773729843605887169e+01,1.822405609461294596e+00,4.545467840056191733e+01,1.046189900052802990e-01,1.124617628462067920e-01
1.358193517521581573e+00,2.317652363102310886e+01,1.399768102875853959e+00,3.824033213904786521e+01,8.166618998472985336e-02,8.568785960887795317e-02
5.087596662746674880e+00,1.845209505935542182e+01,1.698790733300173716e+00,2.002772293714846796e+01,9.035276023515654842e-01,9.232594879815887445e-01
7.705647775254152343e+00,3.397280329800840804e+01,8.276613119836916388e-01,4.478946514247529365e+01,8.455785811997779122e-01,8.792208947767770066e-01
5.239158014174210010e+00,2.487745022765261282e+01,1.571318849454232724e+00,3.298371207370345815e+01,9.329974096268581762e-01,9.439468736086706890e-01
6.596772011303309036e+00,3.731512355343849663e+01,6.423488893466271499e-01,2.295167744318866099e+01,7.192189940954776262e-01,7.166617054827795208e-01
8.848764530419495955e+00,3.703379306114177183e+01,1.918094212268163457e+00,6.508601028354863161e+01,9.993552507838080468e-01,9.784834097363790395e-01
7.830163214024602247e+00,2.189167378052593449e+01,1.766013421194372546e+00,7.553949939939340652e+01,9.759764431318702638e-01,9.659284629396853727e-01
1.087617295494595515e+00,1.632811085618600799e+01,1.000565181914595758e+00,4.230447073976524308e+01,2.087261731801670628e-02,1.406835528500273436e-02
3.658341540494205457e-01,8.048529664410960294e+00,1.472737819127156511e+00,4.076793237458836927e+01,1.741393033096727549e-03,3.020151005405681544e-02
9.305511695160216590e+00,2.839551466859272466e+01,1.709755891589215260e+00,7.445854440596983181e+01,9.937970877126124369e-01,9.625163939917630307e-01
2.681711576513449824e+00,2.552638691318705000e+01,1.263771960712805287e+00,3.455552863060006530e+01,3.754443164930060250e-01,3.591781078496428803e-01
8.646156065080489839e+00,2.164966020630579635e+01,8.488387756708288823e-01,2.276569509567125493e+01,8.392149871762139002e-01,8.182617090995721876e-01
1.827494660254045167e+00,3.665589419384503600e+01,1.348570917986962936e+00,7.997237742940433236e+01,6.922634512942582585e-02,8.618705971417620071e-02
8.805369437469300564e+00,1.669881516145896683e+01,8.390097901269406577e-01,4.692949784571214167e+01,7.262471891191193407e-01,7.119714118985241980e-01
4.459151605422204234e+00,2.054278429568094211e+01,1.430941436619721951e+00,7.954548093058251368e+01,6.490326896316803706e-01,6.119424465129003066e-01
3.862346916589117773e-01,2.115296966691323632e+01,1.775523636664653182e+00,6.430703262903517725e+01,2.594398224823990518e-03,-3.889405728978768961e-02
9.891414155408428499e+00,1.334308824712753605e+01,9.362469486602730262e-01,6.158814590147755297e+01,7.371640953070460744e-01,7.428812154510203714e-01
1.257028034483369971e+00,1.826902784835906957e+01,1.565183922219514301e+00,6.615404557209046743e+01,4.766269903053155232e-02,1.453663388974806708e-02
3.340539063642533613e-01,1.818486940555688491e+01,6.884071785311229874e-01,4.598317716158838664e+01,8.084199356280796778e-04,2.229217788346709792e-02
8.028538029696903777e+00,2.254474338133841371e+01,5.155858890288271823e-01,6.575946844995837637e+01,3.811021218344242678e-01,4.018194412659834569e-01
3.328554307393773559e+00,1.830874588745021825e+01,1.215181265139070543e+00,6.564017117519603062e+01,3.461612912045962664e-01,3.229187406281646688e-01
4.137599081358965813e-01,1.437047187935314874e+01,1.908503329532239556e+00,3.711379701427339484e+01,5.155252610600569163e-03,-2.232920027247999213e-03
2.201718178793289626e-01,8.702152954595476331e+00,1.899365075349000787e+00,4.144333733883041759e+01,8.043990089536823263e-04,5.982589692176446764e-04
4.130186471668172210e+00,3.442831240418712468e+01,7.148606754086034298e-01,5.051901299522526756e+01,3.175753807960648434e-01,2.870429253814428261e-01
1.143220955786505844e+00,2.111925396309833758e+01,8.084837760849106214e-01,4.769149420849025489e+01,1.745039237319223613e-02,-7.934657533868891277e-03
3.586476977614869721e+00,3.446078379089584587e+01,1.152307449456659194e+00,4.440692295449447613e+01,5.695202418428055857e-01,5.561096888258415527e-01
6.896369550068576437e+00,3.801947335600103628e+01,1.659188748456075890e+00,7.525227370607868238e+01,9.833783927491251964e-01,9.818633521280146770e-01
9.514592778773971915e+00,1.245016538660328465e+01,1.771391722665890622e+00,2.487619211984978307e+01,9.539963872138874645e-01,9.586775536166323164e-01
3.005506301259357915e+00,2.439661656281260704e+01,1.818433681532520607e+00,3.653946496738593908e+01,6.875439119757116302e-01,6.491660680587495458e-01
5.797920638516103509e+00,3.794730515004592775e+01,7.512915434051774533e-01,6.057924286009262005e+01,5.343025610390679248e-01,5.382490130370671810e-01
7.070446867037230909e+00,8.946584947098351392e+00,9.683167723997192500e-01,5.812244166051899441e+01,5.053447641022705827e-01,5.021754957011930198e-01
7.963718493059873005e+00,1.127185503289241453e+01,1.826421002953798389e+00,3.916021114018787586e+01,9.186879268071128646e-01,9.125066688071579168e-01
4.986857784942468896e+00,2.309680982587144271e+01,8.132672205634959850e-01,7.650552727425990440e+01,3.571492460327913010e-01,3.470391999211830947e-01
7.932473512784750547e+00,4.728504868371583569e+00,1.155403875692012639e+00,5.757457369181049245e+01,4.424248546010216554e-01,4.620733589842904721e-01
4.671372916981596290e+00,4.716774258318876534e+00,1.123797663349725084e+00,3.013629673343704241e+01,2.467466544297775011e-01,2.770747826335501207e-01
7.457768537594787084e+00,5.536977301050441724e+00,1.769494224377307523e+00,5.491741064039731413e+01,6.778966600247013918e-01,6.678244415050796912e-01
6.381244524872718316e+00,3.771970969090767767e+01,1.784542030658177625e+00,6.232278491614970051e+01,9.912738009849971776e-01,9.869385224612075014e-01
4.699466374006431302e+00,3.699034489866655662e+01,1.090552568855589266e+00,6.931644801238462605e+01,6.069904314879366325e-01,5.743130769997143448e-01
8.716728596237691917e+00,3.872211776962819130e+01,7.752972071132001597e-01,6.905558849108277286e+01,7.770801245374256983e-01,7.680863436202955974e-01
3.194718391288721815e+00,1.702938591972606730e+01,1.160836475599251960e+00,2.060332015889341051e+01,3.841998334570783102e-01,3.970108803273780240e-01
3.657228597091780831e+00,6.402975131497157690e+00,1.549645568720236843e+00,7.386132514964458551e+01,3.084914003572080121e-01,3.055401364985971813e-01
4.879211885921913350e+00,2.709756982081500709e+01,1.905582562741852781e+00,4.401212246325033561e+01,9.619483039376700573e-01,9.681686294014913985e-01
7.061278565407969054e-01,1.559850690967738274e+01,1.872681732228741236e+00,5.185214186245838164e+01,1.619321216133906560e-02,1.311147709103141490e-02
5.957366890773809764e+00,1.856090821495104137e+01,1.649631986495188496e+00,2.663018743565285007e+01,9.340339556421679568e-01,9.351591771165503886e-01
3.396238528315222993e-01,6.143071963160887883e+00,1.015985086617795519e+00,5.827252437197958557e+01,6.559572916967626455e-04,1.318400691148638795e-02
8.676719864132492077e+00,6.017206038998669015e+00,9.301237811588873861e-01,2.216470453775172800e+01,4.603905217831695262e-01,4.749476929431407646e-01
3.550083558083889645e+00,7.290038960971382487e+00,1.667912133888670434e+00,2.383663823352762634e+01,3.956065720685667531e-01,3.559837739897452336e-01
8.893058281358229067e+00,3.533585132622893354e+01,1.193845397001907171e+00,5.938194923096414612e+01,9.748582507842742384e-01,9.699174482176782242e-01
1.578869566223166210e+00,2.976858169367368845e+01,1.060952723821751098e+00,6.457315472413094426e+01,4.471751448531569029e-02,-1.401062177896639921e-02
7.190858100340530967e+00,2.748343739871383917e+01,1.864191146926962306e+00,4.739799060513742290e+01,9.941246457946357751e-01,9.939093454974672337e-01
5.896583604278181845e+00,1.863842681609339991e+01,1.647218006188335693e+00,5.237953438054046273e+01,9.110721548883343734e-01,8.997163436584340035e-01
5.711374441262972113e+00,3.103289529431998162e+01,1.903492843335111706e+00,3.985829481782894135e+01,9.907632603534366478e-01,9.785038545484172623e-01
9.074794090873831820e+00,1.439217597107439772e+01,5.251109923260293133e-01,2.291524507276533384e+01,4.504481002266985668e-01,4.812626995271607755e-01
9.589001295920851486e-01,5.861841955702099760e+00,1.568896181433072634e+00,2.753278983671640745e+01,1.506852042102369005e-02,2.189845122988649112e-02
9.185653193638172453e+00,1.662279486985319465e+01,1.731240983538065992e+00,3.008202748332085363e+01,9.785538100488161417e-01,1.000881770896442147e+00
2.876919548977032726e+00,2.828991030500715098e+01,1.741083281571540908e+00,2.048289715545346823e+01,7.137338969190536453e-01,7.260152335383412980e-01
2.612867052608518925e+00,2.777998724768898242e+01,1.143555173601917829e+00,5.004571714473948418e+01,2.630962780745857987e-01,2.965858619300632548e-01
6.878434773840895744e+00,3.941947170227201269e+01,1.501154127677658545e+00,7.569763518168127803e+01,9.683648914981195510e-01,9.632828992884403529e-01
4.190567746585484699e+00,2.515615202407065354e+01,5.810191319664331777e-01,7.560320263642350369e+01,1.290556624019858489e-01,1.238337408165166575e-01
1.427546116605441284e+00,4.173973648396141378e+00,8.282105360707163744e-01,4.128359884962164017e+01,1.048740528401492789e-02,8.523028013951034973e-03
5.624540102151192933e+00,1.783173483221735722e+01,1.212557128676353013e+00,7.780169080678226123e+01,6.724044801444715169e-01,7.212505261067910789e-01
8.772075893575197014e+00,3.427845387335109706e+01,1.054662390053762389e+00,4.472913526419005592e+01,9.642121323075610873e-01,9.553991908899228669e-01
1.875315099962742149e-01,3.505968188395820562e+01,5.427051643417272198e-01,5.522836947571857280e+01,1.051381140372287248e-04,5.583796405409160047e-04
4.084097796911932754e+00,3.739983807740279076e+01,1.083029026478041779e+00,7.660522702114933224e+01,4.236397386034619350e-01,4.510598669522035142e-01
1.873638043887646987e+00,6.226644326475448743e+00,6.021030488791015989e-01,5.974251260317485901e+01,1.545770823602776733e-02,3.386472210178861908e-02
7.115488498777189363e+00,2.772282821763196736e+01,1.251654879719765967e+00,5.676992885440357384e+01,9.299732098055699669e-01,9.200153039897684959e-01
7.892321291711868803e+00,2.401044425585813258e+01,1.061534248982958673e+00,6.100532331410830977e+01,8.675373893710999207e-01,9.023855413867117869e-01
1.501865708636097141e+00,1.174631217154395380e+01,1.888218720142941009e+00,2.640587868418084128e+01,1.176774636034927379e-01,1.272669970798111505e-01
8.460566992697081901e+00,7.567497152821765383e+00,1.456820380242029422e+00,3.698574288330613768e+01,7.431234460571776168e-01,7.720488969376039234e-01
3.191557257192948249e+00,6.719241899558609177e+00,1.010685468441465895e+00,5.150540063717751593e+01,1.328647851424358262e-01,1.449690477268057165e-01
7.523683104161039914e+00,2.080079887296794539e+01,1.513884356947103216e+00,5.310535985426178485e+01,9.553072525228772927e-01,9.708601081919259190e-01
1.375118278198271371e+00,3.241462249053805778e+01,1.213331222442562085e+00,2.028177949633281685e+01,1.073887758411623539e-01,9.253849936997797510e-02
4.786693572995643464e+00,3.559299422347953623e+01,1.029642903150891575e+00,2.134594399053683844e+01,8.174248523168192726e-01,8.457902158586261265e-01
6.527466508821648361e+00,3.587286657841560356e+01,6.206259594126132262e-01,7.267940338505826503e+01,3.816639399508818808e-01,3.676445677845546767e-01
5.000565868674144099e+00,3.615111212192949353e+01,1.409028850571934166e+00,7.968949939505253610e+01,7.911672538937231103e-01,7.927047823011644789e-01
6.923789509321005120e+00,9.835940544969780319e+00,1.957927974309917385e+00,3.821027151738273631e+01,8.814148080459740520e-01,9.031595989857239548e-01
7.775323381821491076e+00,3.205997610825016153e+01,1.405500054849546654e+00,4.399325969421532534e+01,9.868290605367681101e-01,9.800410099066353409e-01
9.291055372549459790e+00,3.992413367920386236e+01,5.759351832955061923e-01,6.060499260106821851e+01,6.435868284685335450e-01,6.459747975413701049e-01
6.525729442404193392e+00,1.457201623648790623e+01,8.188612978720291036e-01,4.143136204528823896e+01,5.390998236615767158e-01,5.392656528267294469e-01
1.841906668672426584e+00,1.985753316251143730e+01,1.005213358469514207e+00,7.740149035687392143e+01,4.729075521803638438e-02,5.042551551746778105e-02
7.704315798716132591e+00,1.054569106943198520e+01,1.750778389429962445e+00,5.351564345270448086e+01,8.794336715976749375e-01,8.912400945303914357e-01
4.295058940476814691e+00,1.677265921381277280e+01,1.979729437692907545e+00,4.099181242953555682e+01,8.525719722838249748e-01,8.226097528935027992e-01
7.016067405594831108e+00,2.553155953903349840e+01,1.204722505452037851e+00,3.457967611978234856e+01,9.326785936827891588e-01,9.221955208515769664e-01
6.923082275127686813e+00,4.406975015868907164e+00,1.408795885343454790e+00,5.843074401377497651e+01,4.653718326346000245e-01,5.066808636653912234e-01
8.884183103013024052e+00,3.609577763414346663e+01,7.990054922208081889e-01,5.136894148770633706e+01,8.703384860047598259e-01,8.312650461463486629e-01
5.933777776156693662e+00,2.035962454094199714e+01,1.316815834581915867e+00,4.940723871815239931e+01,8.484420246410797617e-01,8.357036631247291014e-01
2.371793791840099530e+00,1.533034363663901889e+00,1.384692155041184369e+00,2.544524184728295424e+01,3.190844676915227662e-02,4.787764964121642847e-02
4.121852964126044405e+00,9.601560686753197515e+00,1.059704321420531725e+00,7.453162224007664349e+01,2.769772022067433781e-01,2.401567310257677890e-01
6.244133978010334651e+00,3.662600479222726335e+01,1.823435195932303854e+00,6.226213839422337770e+01,9.907361428010958981e-01,9.735006839058500949e-01
5.751025779688450967e+00,3.367439051262013550e+01,6.380817052853005045e-01,5.332472899795153154e+01,4.412975188454676401e-01,4.252263426651749501e-01
2.016908471267175429e+00,3.762327800427699032e+01,1.229551265950641792e+00,3.015583121433079938e+01,2.547823471672809870e-01,2.861281052368970790e-01
8.257918945949235479e+00,2.087084831243093319e+01,1.751465208794404482e+00,3.847490699502478861e+01,9.873293922086846530e-01,9.699553773336802021e-01
5.836631937387049440e+00,2.879318225197541992e+01,7.805096565756991511e-01,3.703482829901047069e+01,6.496880949597094723e-01,6.623291833517973570e-01
5.810333655313824508e+00,9.115097301057026868e+00,5.362385557709297146e-01,3.772063058654040901e+01,1.826025021717074814e-01,1.700050397271242741e-01
2.130472633300593888e+00,1.461701813905929903e+01,1.422656121730044632e+00,3.337174531366692776e+01,1.934874860183721790e-01,1.936965123077721840e-01
4.967059749141072622e+00,2.485143449814514938e+01,1.760185857026937972e+00,5.871076141603886356e+01,9.180143156364863888e-01,8.953564898353059132e-01
2.760094897432782801e+00,3.676249041030004605e+01,1.241630184828590000e+00,7.670517013180239019e+01,2.198271328770645683e-01,1.904029941385444180e-01
3.419644903783306766e+00,1.334387732771827295e+01,1.676737561988864478e+00,6.857596214552317804e+01,4.904019488772443092e-01,4.810325958533139268e-01
3.484688214828976616e+00,4.463620401431313667e+00,7.443179558406887164e-01,5.277745866474057124e+01,6.652300959076129505e-02,3.899949205557137755e-02
6.096380771857004888e+00,1.196649342261851245e+01,9.587004882444932763e-01,2.347712109465382824e+01,5.613292933006304164e-01,5.578003319903975799e-01
3.790594900612187512e+00,4.546057478912818084e+00,6.831794086974938285e-01,7.789817785408426687e+01,6.335864967135185211e-02,6.572420007303417244e-02
9.009069558698797664e+00,2.801304927814025447e+01,1.636220717600222585e+00,5.221240955423738228e+01,9.946818558941720179e-01,1.002857444874054815e+00
7.532523107725464406e+00,3.383556129266098278e+00,1.115139458591241972e+00,6.096336326389283045e+01,3.171476449392562902e-01,3.476899795426798834e-01
9.808002071707301539e+00,2.223821950019949156e+01,5.608772137507949118e-01,4.514938500531241772e+01,6.078238938721314266e-01,6.361900147571291075e-01
6.155236008714879858e+00,1.936843031498614920e+01,1.345235708019607568e+00,3.391757348486232360e+01,8.815781442011634272e-01,8.594944572219427315e-01
4.360190933907318822e+00,3.130253703557924538e+01,1.145534092541303117e+00,5.378904375540585647e+01,6.590700909378498507e-01,6.440707545845635318e-01
3.989403979632941688e+00,1.246143489677354133e+01,1.430606917142485113e+00,3.479797667325931343e+01,5.446745668955089714e-01,5.784584960805436715e-01
4.650850356996629742e-01,1.775774488996676226e+01,1.800187536255954290e+00,7.598408429717136414e+01,3.251941865468843673e-03,2.145851755769324128e-03
7.071765623084846908e+00,2.689339562296569852e+01,6.034965916116001861e-01,6.360733747075116185e+01,4.492298924887979661e-01,4.414994048147662942e-01
3.225953960689237121e+00,3.318820646040344968e+01,1.831139622865135763e+00,2.880537716552786520e+01,8.476354307554330170e-01,8.690401972520316320e-01
3.245562569086740679e-01,1.052297073503027391e+01,1.169751124202810466e+00,4.340507346505846442e+01,1.169460419744083879e-03,-1.134118171802470966e-02
9.134844288931898149e+00,3.852820621894295527e+01,1.641734338535091986e+00,2.184888858320457317e+01,9.997034544493412778e-01,1.018357775354444383e+00
2.440121047281877953e+00,1.932928236239814623e+01,9.530347767430616956e-01,5.469237895004932426e+01,1.292363327519004956e-01,1.231798926715797493e-01
1.025310442810651645e+00,2.982910105450163130e+01,1.342300384596282203e+00,5.895809253924964111e+01,2.452667935250862907e-02,5.040309866551764828e-02
7.408537312278792086e+00,2.043644144878195945e+01,1.714959008192656897e+00,2.314994934486137623e+01,9.813452824096042804e-01,9.784193295546848024e-01
7.737386027073154260e+00,1.340557020892742912e+01,1.510673349558373291e+00,6.252238527680052727e+01,8.792311575560252113e-01,8.956087024167341815e-01
7.736824221793580314e+00,2.304305150655162393e+01,1.459145074443062740e+00,2.279536542811002420e+01,9.768933981220535578e-01,9.980539407605854008e-01
6.197876442639858041e+00,2.542029329715656871e+01,1.016708776276316062e+00,3.636007840955556958e+01,8.189858875094746526e-01,8.512838474539459188e-01
3.594258729191340818e-01,3.862726319037302858e+01,1.198857283759935388e+00,2.690114265743327948e+01,4.093080975512086717e-03,-1.185517288272147293e-02
5.391040653245597447e+00,2.000734512997728132e+01,1.500670380640058088e+00,6.485874492373203282e+01,8.346415289613974275e-01,8.269511812867031963e-01
9.610891761352871043e+00,3.397381430784898271e+01,1.805865340192147173e+00,5.608997047493549104e+01,9.992419435023075502e-01,9.708845131238474924e-01
4.606580935883143546e+00,3.961474912571251394e+01,6.645627709441354058e-01,5.316708696815489787e+01,3.351860280774653367e-01,3.007098627379125033e-01
3.036182875634765299e+00,3.184871829950223443e+01,1.037758590069997489e+00,2.429500028432809344e+01,4.402878811515379409e-01,4.303281752367796864e-01
5.617950695297486696e+00,1.378390741624204807e+01,7.806454011255987702e-01,6.200414537102037116e+01,3.718813751301947024e-01,3.750557810046176721e-01
6.359868437403940256e+00,1.619699322333435987e+01,1.882820923123588841e+00,2.166761398608534961e+01,9.552531333036925476e-01,9.802994840671104271e-01
3.046049566011330700e+00,3.529832635173848843e+01,1.792320397693329070e+00,2.597687518362015524e+01,8.217595193295231804e-01,8.134209973636199464e-01
7.771493508558887875e+00,1.970595950338271729e+00,7.804444323863466426e-01,7.141361318269744629e+01,1.262497818706682651e-01,1.644495962967773561e-01
8.431031315874797372e+00,1.871545444094923027e+01,1.502253328891026030e+00,4.646019726606915157e+01,9.597692431949764735e-01,9.633910916423520376e-01
3.401160153036257849e-01,3.676623264969801141e+01,7.511479104445056842e-01,5.429106455245670304e+01,6.087442162728828876e-04,1.820756973260932374e-02
1.094431143237033277e+00,2.554495409321175803e+00,7.992853402292960929e-01,7.545730976551546121e+01,3.145487571986294029e-03,-2.001811416181622193e-03
5.055731471809736810e+00,2.561808912241095726e+01,8.795249161123774861e-01,3.588168098271245299e+01,6.098870999592604925e-01,5.847018841177040738e-01
6.835078680632972192e-01,1.999641975542677130e+01,1.453710576846969804e+00,2.729981735323906022e+01,1.664575699670056697e-02,4.829114163819392402e-02
2.039137798347059327e+00,1.781218624104512926e+01,5.191347488940667443e-01,7.195560465323677590e+01,2.007042140389159179e-02,1.422461629897742684e-02
8.738550617005682142e+00,3.012119508712947535e+01,1.723958881427204881e+00,2.573955295336375215e+01,9.985695458408001546e-01,1.020767962697375575e+00
9.985756285645576824e+00,3.248404476463602464e+01,1.038735589615757959e+00,7.728048622912942278e+01,9.288064465281352655e-01,9.213627664268464468e-01
8.440164448381478834e+00,2.697474321187767643e+01,6.444246539049433009e-01,3.836454150122540341e+01,7.043642850493394558e-01,7.160451009802704103e-01
1.728394770253153911e+00,4.169043179348010497e+00,1.781184662185110401e+00,4.847185381634751167e+01,5.697938156594073433e-02,5.373009729581497418e-02
8.058501462995486975e+00,3.362205653747466272e+01,1.412621313792435940e+00,4.702164787404618096e+01,9.899352562019191337e-01,9.829346455053910026e-01
5.861494974181254314e+00,3.351859491142135283e+01,6.490677957059309833e-01,6.725578905550872832e+01,3.790328827838443937e-01,3.759750032845257661e-01
