c,r,N_eq,N_eq_noisy
4.642764667233298947e-01,2.160834578137525774e+00,9.163085205152015078e+01,9.154822133902396786e+01
6.763957660341749722e+00,1.734981985787913850e+00,7.772931880752203426e+01,7.761207482184879325e+01
4.886503247513966919e+00,4.777294485350389031e-01,5.828444948374448842e+01,5.807485576786174164e+01
4.875126531178181288e+00,2.484269619541727980e+00,8.277263240846390602e+01,8.339428301716411340e+01
2.102274893520923893e+00,4.117446958882459151e-01,5.981590454384584632e+01,5.954706467814897053e+01
4.643728059628044136e+00,7.382457592649127598e-01,6.562179800675347963e+01,6.641153549460467787e+01
3.468576124032432872e+00,9.896551957011566758e-01,7.101667673183077056e+01,7.032271913263151930e+01
5.825981845253463298e+00,2.885088502009504730e+00,8.423980145409112197e+01,8.422704927413903420e+01
4.801157500733730821e+00,1.401449827565473205e+00,7.530017804678514892e+01,7.551571054783171633e+01
9.692327539975844175e+00,1.758000429559758659e+00,7.750145969424791303e+01,7.744398438325659129e+01
3.224885821963836108e+00,1.055805328512460672e+00,7.223880574776201513e+01,7.290926307497775838e+01
7.816112159438446394e-01,2.358349253996256500e+00,8.942825039879987514e+01,8.957173783963544622e+01
9.773148045706607334e+00,2.374573480022692973e+00,8.139206623345297942e+01,8.072925309041602304e+01
7.206232800760917767e-01,1.447023717573062140e-01,5.771051268247396848e+01,5.812337781333735620e+01
2.079727033012149118e+00,3.098274754643376983e-01,5.519901689655198851e+01,5.520696602852873269e+01
4.443308843699464106e+00,5.263448965137759172e-01,6.017190768732792350e+01,5.964991937371377162e+01
4.006761204921690300e+00,2.319540705584905105e+00,8.231528378488380326e+01,8.215691352481269405e+01
6.838957366387609760e+00,1.558698054499547014e+00,7.623962339344797101e+01,7.669075206607243445e+01
8.645396134372409946e+00,9.592286490353081341e-01,6.876305560234352754e+01,6.943836558242757917e+01
7.695060369311395476e+00,2.067489527142626571e+00,7.989192372880154380e+01,8.054352198300803423e+01
3.491171835034461157e-01,2.365294382880521518e+00,9.355087722549720297e+01,9.380639610486667834e+01
5.968816770689294948e+00,2.392374700774349439e+00,8.202528302308780894e+01,8.204503329613623919e+01
4.510780589966334020e+00,2.089637778622504882e+00,8.079471766124629539e+01,8.123605037595336853e+01
8.793176638388386479e+00,2.341548562747998830e+00,8.132070480445507599e+01,8.163699165169531113e+01
4.841290602923403519e+00,7.994232141499101330e-01,6.679924122319165747e+01,6.650955611281106883e+01
9.912023741038774816e+00,9.970563434023996807e-01,6.921081684601298889e+01,6.881463689333608613e+01
8.490630073107203302e+00,1.212617441217313630e+00,7.235080939217300511e+01,7.247566176652220804e+01
8.573715469152775270e+00,3.546272261541315585e-01,5.200801498572152326e+01,5.196128455383410483e+01
8.679638109170729976e+00,1.944058512402981442e+00,7.896012853235687601e+01,7.876196002012814290e+01
2.264635504926413301e+00,2.225500888621277928e-01,4.877858495884824208e+01,4.817591140046293674e+01
1.447201799633019981e+00,9.765892345106612638e-01,7.567865038835512337e+01,7.589631514201785478e+01
5.022245352573378341e+00,9.152357607515421156e-01,6.884948467024753427e+01,6.857686329870030306e+01
4.829119605821460048e+00,2.864973806258592770e+00,8.442394079415723240e+01,8.466862347360016372e+01
8.439292908391477610e+00,2.640543508812710716e+00,8.281093601693895323e+01,8.261978831720091421e+01
7.306608597419534057e+00,2.183520888729000298e+00,8.064638819098554734e+01,8.049040693604938213e+01
5.420511533965859385e+00,6.570406999010000026e-01,6.339919178081567708e+01,6.383701887724726731e+01
2.716399217580993231e+00,5.599095070830860665e-01,6.313040977530770448e+01,6.394288918691493961e+01
1.674355055610197818e+00,2.911496792132735045e-01,5.621843339623431035e+01,5.610421057759465668e+01
1.907868120736508910e+00,2.231239386785721646e+00,8.426990001349913939e+01,8.427360731832210661e+01
4.286244382648590978e+00,1.105322035985115248e+00,7.207858322431091835e+01,7.139371994007842659e+01
5.264447795371887118e-01,2.283811044520025479e+00,9.132423832874509628e+01,9.152666231818757581e+01
1.348063450919132711e+00,7.115030574617385861e-01,7.191705270513166681e+01,7.189069717501237733e+01
7.574839012067716482e+00,6.086506231475964368e-01,6.158668570012384436e+01,6.217989637828034688e+01
3.801814826638654221e+00,2.646020917168725450e+00,8.396326129146065398e+01,8.344276331789599510e+01
3.586916716597331689e+00,1.399792177894553236e+00,7.597841276181222270e+01,7.628572620919798908e+01
4.636153155473252241e+00,2.946284044888940468e+00,8.479661100177123956e+01,8.573834131853325857e+01
1.660041437238652717e+00,2.620187573390759361e+00,8.656943492748435176e+01,8.691358596093166966e+01
9.023870598752717243e+00,2.332151206756972961e+00,8.124546310417130712e+01,8.159951059009914331e+01
3.766792371895747227e+00,2.413435730346445762e+00,8.292047779521385564e+01,8.280329352030049961e+01
4.880157576073780312e+00,1.776436773204497888e+00,7.854252906111821630e+01,7.892805197703120257e+01
4.299209612625205956e+00,1.844083462484404357e-01,4.156777263604030992e+01,4.087341657744855894e+01
6.234250386532711907e+00,2.744142628251851068e+00,8.358819715956548180e+01,8.434702883761011094e+01
3.875310138039450791e+00,5.544825671288411417e-01,6.145122656453826693e+01,6.261465419826569700e+01
9.332375278213422831e+00,2.245391816443840671e+00,8.074021496771659656e+01,8.076247819336479949e+01
7.243616184665594204e+00,2.147756685460461501e+00,8.044754256221628452e+01,8.061618924010511478e+01
1.007806743909943181e+00,8.601706095660122120e-02,4.286701965750566501e+01,4.301136699401851615e+01
7.179198135089010613e+00,6.224114486965783843e-01,6.203539620679168110e+01,6.160923677349791205e+01
7.772643695684145371e+00,5.751465363248013940e-01,6.060062221619841694e+01,5.991771988455834475e+01
2.722517016613610341e+00,2.272727536211454069e-01,4.775229025844617325e+01,4.681672807058370722e+01
7.239372151658952426e+00,2.560720890076319645e+00,8.260781037272819560e+01,8.300051806008769972e+01
8.437865849854194522e+00,1.822713757090847375e+00,7.813376085721432673e+01,7.828144621620674570e+01
1.636028497178530161e+00,2.809381948507960303e+00,8.730950623660380927e+01,8.826076052889341383e+01
3.893235000821817060e+00,2.417313797974796508e+00,8.286764543552935436e+01,8.190658363372301665e+01
8.843416371023387512e+00,1.070827300146700134e+00,7.043191808099761886e+01,7.023942841339787435e+01
8.435625816288890633e+00,1.200485059140261601e+00,7.220867577939431214e+01,7.236497257632825608e+01
2.119572101552503085e+00,1.952978481548258705e+00,8.227447636482915527e+01,8.196060713826142319e+01
9.686092520645180892e-01,2.971074142002216423e+00,9.015937063735169943e+01,9.035661524849197690e+01
6.628981232795961853e-01,1.375889173008676858e+00,8.579881768426787403e+01,8.560622773341778213e+01
8.866495452867070526e+00,5.114801201333507574e-02,1.799541625453209193e+01,1.819668145960140393e+01
6.526770587540895896e+00,1.145309799252553162e+00,7.183436754682733749e+01,7.080848407708279524e+01
4.026532412624286295e+00,8.517707804232389490e-01,6.825388718863142401e+01,6.769333767278793346e+01
1.929872858429577676e+00,1.619208970982887408e+00,8.043645209147965147e+01,7.962071651857085897e+01
7.333178668778317366e+00,8.630896873062157137e-01,6.731226165676176265e+01,6.717761391526018144e+01
9.908594372460772348e+00,2.702879915947785872e+00,8.293532172352820453e+01,8.316921585022006980e+01
1.041932067903730275e+00,1.806713447435803754e+00,8.531912575133844712e+01,8.496863507488156131e+01
5.794833377054000145e+00,6.890840760924186181e-01,6.405437572344514763e+01,6.432230841429503698e+01
6.222862548082830791e+00,1.145389834796055606e-01,3.163834971468725854e+01,3.200174585655788917e+01
2.234206200713596768e+00,1.819364112206486972e+00,8.118411659951915738e+01,8.084282243833841619e+01
3.330823231820886576e+00,5.269317518491182240e-01,6.116870567737448283e+01,6.125539518851503829e+01
2.945194110529052889e+00,1.641723308448045815e+00,7.878141104804879546e+01,7.909746609721379684e+01
6.778485873254043170e+00,2.504326963413611828e+00,8.241733995468287333e+01,8.226449165210190984e+01
9.353196067919759216e+00,1.971102327571358170e+00,7.906518662112721074e+01,7.849845667799105797e+01
3.704203008711168366e+00,1.407653880883351416e+00,7.596662612683174132e+01,7.634842023494158525e+01
3.407696405793284367e+00,5.055199943966709464e-01,6.038627004124492004e+01,6.170322211652909061e+01
3.787164539049635792e+00,1.898740362824197447e+00,7.994779509513125504e+01,7.940668806452649164e+01
4.106938898737509724e+00,2.016376325756255472e+00,8.053193976367955997e+01,8.024851791098528508e+01
1.238655850857254714e+00,1.523805728746845611e+00,8.235612878025602868e+01,8.250436271993503112e+01
7.116145360373125506e+00,2.807972279911329139e+00,8.369958513731756966e+01,8.424074543648144697e+01
4.978934455945921433e-01,1.850171851748783958e+00,9.018616652615040152e+01,8.986906749954766838e+01
7.216484021796568449e+00,2.530911867006665705e+00,8.247203452098571574e+01,8.196374223597236153e+01
6.407216004787752439e+00,1.420505078465716720e+00,7.501582962284585676e+01,7.582000625760012724e+01
1.079082738008784625e+00,2.920369095037219420e+00,8.952122058864051724e+01,8.949730929818365155e+01
5.331669188620340449e+00,1.190127355353406191e+00,7.272850289558819270e+01,7.284983947491679146e+01
5.872860450039246061e+00,2.963281577846318182e+00,8.452718802522744568e+01,8.593071952091415255e+01
7.453324366576573823e+00,2.136840695230242115e+00,8.035001038660246309e+01,7.970489878618759860e+01
8.856236034714063621e+00,2.437257401258482226e+00,8.180470363611152607e+01,8.112716480630218996e+01
5.773932188215001204e+00,8.992399592855899737e-01,6.831683227742593090e+01,6.864940140360458543e+01
2.989242703244976429e+00,2.680746959459902712e+00,8.469002746582434327e+01,8.398819024383698206e+01
1.004749649318181337e+00,2.771320005288655075e+00,8.943446793234765835e+01,8.964497386646925747e+01
1.981353541386213113e+00,8.278596782643536933e-01,7.108568775105804605e+01,7.149043652772080293e+01
2.085774536094024967e+00,1.084817091913633513e+00,7.466804416868509975e+01,7.486701826101969459e+01
4.639147034409682568e+00,2.479986750787680272e+00,8.283474562195517876e+01,8.366521334452022529e+01
8.698593857995208234e-01,1.149058596307719560e+00,8.180282458396180800e+01,8.215378767334875931e+01
5.440476241582882899e+00,1.946821419205908787e+00,7.956784866549394053e+01,7.956086200744928760e+01
6.869076099211793185e+00,1.130597837757632007e+00,7.156860779280593476e+01,7.217499402312692780e+01
9.590511726241263801e+00,7.083620884770045478e-01,6.380285039086116683e+01,6.368313462240280387e+01
1.610537018659088160e+00,6.394152206001959549e-01,6.882947240232388708e+01,6.871779185371687504e+01
5.601113807253593535e+00,1.304602918988383209e+00,7.399296217501429851e+01,7.427175692444744470e+01
7.291711173307854565e+00,1.188758516297392820e+00,7.224040365970309097e+01,7.148132488649977745e+01
1.256560035424249655e+00,2.358391692199275358e+00,8.687784737831644577e+01,8.673427130730664203e+01
9.090104633347554142e+00,2.906748745888550367e+00,8.385013175684888154e+01,8.362384093791042972e+01
9.138738487365644758e+00,2.415494308029292991e+00,8.166492180871334483e+01,8.185518291926929635e+01
1.492114176860717956e-01,2.388258780141199189e+00,9.670443733842589040e+01,9.636833152339330866e+01
1.896215396465133152e+00,2.245919782787762387e+00,8.436937360337977054e+01,8.413464211925783331e+01
5.270447010209212912e+00,1.077046365707844178e+00,7.125436605578676108e+01,7.119926143851574807e+01
5.253230938529444671e+00,2.677512644169684375e+00,8.353258479774221712e+01,8.377776286172469611e+01
4.321438865481358249e+00,1.847872312625230773e+00,7.929893439537087829e+01,7.862891708657015499e+01
3.632750728329848133e+00,5.966132486243186372e-01,6.287871976707697286e+01,6.261762988015253484e+01
8.044827727465355238e+00,7.422150526535989945e-01,6.477435978827682561e+01,6.482566827310645863e+01
2.115746345171483078e+00,2.346257590248033598e+00,8.438634577064044606e+01,8.371140334595023091e+01
2.097597743875125431e+00,1.501915601419561375e+00,7.905218948683237556e+01,7.966722983362625143e+01
1.194270869856828288e-01,2.323211370872215742e+00,9.721870669961165845e+01,9.755921249455673205e+01
5.349009459398307520e+00,2.530736143293045082e+00,8.284953404662789467e+01,8.374741433736529928e+01
7.608908272834858932e-01,7.711167641659877336e-01,7.849677763400532626e+01,7.847039746465493693e+01
5.275531949966069334e+00,1.229803160662441996e+00,7.323173334986630323e+01,7.334945656542653580e+01
8.756419452608087184e+00,1.544310988839884269e+00,7.581552461182283764e+01,7.516718764620082993e+01
8.369444040213274150e+00,5.070000703663648522e-01,5.835255209783226604e+01,5.942235375270873021e+01
1.665986432962681230e+00,2.331259301765235215e+00,8.536217990508156106e+01,8.584196390811254673e+01
7.259197987497516991e+00,1.754066006687865498e+00,7.778900427317684318e+01,7.774589382095747681e+01
9.110732257631386943e+00,2.428264218621504766e-01,4.491870576954183747e+01,4.492843329216218962e+01
1.078334674538724697e-01,2.094026969409072514e+00,9.723765383549628893e+01,9.764237885839371245e+01
2.025357788760715039e+00,1.626332653089721303e+00,8.024586929922209322e+01,8.068352452205229497e+01
4.616626055309548171e+00,1.353259162768989388e-01,3.557358203153154363e+01,3.652688492349240335e+01
3.095512788882998745e+00,1.575140529156018321e-01,4.026695533112833658e+01,4.049452123498504363e+01
2.223549482348865958e+00,1.642308988862383634e+00,7.992161111322199929e+01,7.959710252855316526e+01
4.615944038506676783e+00,2.543152796606514165e+00,8.313870453994390175e+01,8.239308668132591151e+01
3.056327805524325925e+00,2.346526357025458864e+00,8.311934899807478416e+01,8.287788566251234101e+01
2.720595660292101314e+00,2.865583758459783414e+00,8.567282811025313549e+01,8.579853440096127315e+01
9.232445661259866654e+00,1.940385454934766774e+00,7.887168178211355496e+01,7.865199719797736577e+01
1.006244482214990743e+00,2.230075838693414081e+00,8.755325708095848825e+01,8.791361604672167118e+01
4.510497698459483118e+00,1.503956373774726574e+00,7.642146672033688048e+01,7.700384446665492533e+01
3.146027079815142180e+00,1.033593797064443098e+00,7.201323254776222882e+01,7.202910497337369122e+01
8.991814583101643166e+00,1.930846140455312332e+00,7.883357203172030836e+01,7.842987693712707653e+01
2.715274234503312734e+00,2.208758860788643474e+00,8.277547713939020468e+01,8.262626669637246835e+01
4.154404864855422375e+00,2.225020099437788001e+00,8.173577809113480441e+01,8.165898680188854541e+01
8.382668057519371274e+00,8.445598246254146790e-01,6.679777057510430893e+01,6.695201442612960818e+01
6.635302660288349585e+00,2.640710994030614600e+00,8.306901741822180441e+01,8.299091380976607013e+01
5.681777611089527946e-01,2.926278175219301225e+00,9.251850703805585852e+01,9.157050798576487693e+01
6.750797529703114641e+00,2.899181935300738200e+00,8.411942607889105261e+01,8.392237860482275380e+01
6.475866388828555031e+00,5.263543931012837351e-01,5.937342867696135329e+01,5.969604285348447803e+01
6.560433313027098201e+00,1.102822610182602414e+00,7.125795178217987313e+01,7.094427830338622698e+01
5.892106922837796468e+00,2.274342293592559905e+00,8.142379938604409517e+01,8.123343677784777128e+01
8.637847160858326490e+00,2.139432203729407345e+00,8.020582788544240316e+01,8.153072427043574066e+01
6.643830352164558306e+00,1.158768282510345360e+00,7.198414293195439484e+01,7.182910570599050004e+01
1.051650789869271740e-01,2.129538908393003194e+00,9.733410109590546710e+01,9.597833254548062598e+01
8.377026608902985449e-01,2.037992530524993295e+00,8.780674828033153290e+01,8.755431949963259797e+01
6.803756130712252492e+00,2.039969735784700866e+00,7.986432000563316080e+01,7.942756365367270632e+01
8.802997588854086786e+00,2.317545159931340581e+00,8.119211118177422293e+01,8.071257737957321865e+01
9.954226997375672070e+00,1.417941053533132711e+00,7.446668530512079087e+01,7.472827293311310370e+01
9.380831896795216451e+00,1.410600738810294241e-01,3.463200070822637144e+01,3.445577450469682645e+01
7.587675404300403548e-01,5.514747068584956446e-01,7.455291924135242709e+01,7.460382592253699841e+01
1.120125050379300324e+00,2.568915170041493834e+00,8.825347019410803284e+01,8.755604122211063611e+01
4.219389316735520978e+00,2.497224500245043721e+00,8.308759965723270113e+01,8.279168086854177488e+01
3.600847151207956731e+00,2.276448631407708589e+00,8.232948774806962433e+01,8.119807666691787063e+01
1.587151270717878759e+00,1.534769640266538282e+00,8.086823840334955094e+01,8.194647367023659967e+01
8.573551481608236102e+00,4.033703715465846162e-01,5.431875178739436194e+01,5.369549317235048136e+01
9.547610817753550805e+00,1.617803588960841976e+00,7.637419340978185289e+01,7.608232669619025046e+01
8.529296881687683296e+00,2.560961729292398625e-01,4.601876091514343159e+01,4.621266992968752163e+01
2.401636730388643670e+00,1.479691850663745090e+00,7.821142344517616607e+01,7.849260150218589160e+01
1.501620720282397903e+00,2.824343905450394043e+00,8.772872330829635246e+01,8.676007992720973050e+01
4.046464491387610884e+00,9.699730619799294684e-02,3.010062003941418141e+01,2.992342852971425415e+01
5.844939705075592462e-01,1.601676776746321806e+00,8.804350603235636186e+01,8.825846005565111341e+01
8.163204814460055303e+00,2.134848290341174959e+00,8.023777331384974332e+01,8.008767281883893929e+01
1.047394272390597347e+00,2.473855577094367320e+00,8.826511078925955189e+01,8.806889760179056736e+01
2.252696665113756325e+00,1.550822068329236414e+00,7.912282374912872740e+01,7.868806311588845404e+01
7.031077362579577716e+00,1.435748236278843404e+00,7.504290130577841467e+01,7.521694559587486140e+01
9.736908095379460448e+00,2.301257705209477589e+00,8.100714018858536747e+01,8.072098571313662774e+01
8.315422272519008118e+00,6.355209662263620052e-01,6.218308352921037852e+01,6.194460498816362559e+01
3.770827648381499753e+00,9.169452451157827921e-01,6.958785541803952412e+01,7.046510135821492327e+01
1.769211766027513066e+00,1.417367254843976410e+00,7.923015474982672401e+01,7.823741343134268789e+01
8.123170922586536946e+00,2.032308021604884996e+00,7.961056203574818824e+01,7.940133452766718847e+01
4.311831083597517100e+00,1.668980808242757741e+00,7.794745983898491204e+01,7.791268844494203449e+01
6.742232954890186925e+00,1.707592473055476567e+00,7.751720757592515554e+01,7.787571555255459543e+01
8.370701821201610437e-01,2.321504770102208681e+00,8.892524818609923898e+01,8.865390802350006538e+01
7.943553653450537766e+00,1.218665752598085295e+00,7.250312642786144579e+01,7.242375655584426397e+01
4.619091768037219659e+00,2.354843358280100052e+00,8.222445237648976502e+01,8.230572491665311929e+01
8.089149043322917620e+00,1.364635298937880492e+00,7.414006445260211819e+01,7.331867881495426786e+01
8.637548635880481385e+00,2.088179078356405594e+00,7.989545245272412899e+01,7.971556895197883819e+01
3.229177264470220798e+00,1.012323537542676899e+00,7.160632036842895332e+01,7.217539135011848828e+01
2.847543130429075919e+00,1.226526851850147093e+00,7.489599894661772339e+01,7.543332976615477037e+01
5.104034146912304060e-01,1.462461397624555293e+00,8.823716746397712996e+01,8.866548375798630843e+01
4.190574538547884309e+00,2.854715403878790969e+00,8.462155515726092858e+01,8.527632372261726346e+01
8.005946727261621376e+00,8.233629117848462187e-02,2.536252626206195515e+01,2.551193435986582614e+01
1.112159402951852227e+00,1.322077342807575606e+00,8.147470934986198188e+01,8.137725627951213880e+01
7.760779538892162321e+00,1.559812829564608316e+00,7.609260804250287435e+01,7.575218920318684468e+01
3.034423658216731212e+00,9.166777487059263319e-01,7.034806082511222769e+01,7.051350305616105629e+01
3.033816188374415024e+00,1.534342667559295936e+00,7.777377030176418771e+01,7.857682557195977324e+01
3.797477480500382363e+00,1.656434818617722238e+00,7.814168215358958491e+01,7.876009091288095476e+01
1.947562052989851411e+00,2.625061778529933942e+00,8.591671123431953561e+01,8.581904476231709111e+01
3.669290202506466869e+00,1.502388788655400154e+00,7.690046664349918615e+01,7.695430231233885365e+01
6.171657088344943975e-01,1.823585720060397541e+00,8.875028749016941276e+01,8.922259910461464472e+01
5.871210463942559521e+00,2.455391421365986204e+00,8.236054176087031919e+01,8.289096378052389014e+01
4.000280060642013247e+00,4.225637177183511617e-01,5.675568684877958248e+01,5.742093716344245280e+01
7.339484999799528175e+00,2.380603501886517925e-01,4.490909963092549617e+01,4.474219789880615394e+01
9.314745142417127255e+00,1.883403330831789235e+00,7.846797810596596889e+01,7.816042722489710570e+01
4.654080946725835055e+00,7.039043388992194394e-01,6.484890502396132206e+01,6.496621505928510487e+01
4.731105066861022834e+00,2.265537847458870768e+00,8.171281351790322844e+01,8.198014605860700499e+01
2.043124505441674121e-01,2.776714275066812121e+00,9.621972826367377252e+01,9.587880542356725755e+01
1.552865639470134562e+00,2.697118040097913116e+00,8.714629036478891067e+01,8.657436462465776117e+01
7.503310914005887788e+00,7.796677569611790704e-01,6.566039700083612729e+01,6.580136513365813755e+01
7.443626359575559626e+00,2.490898197862406960e+00,8.224722542380126811e+01,8.144967654880910857e+01
4.914422246769850844e+00,2.479822715397193011e+00,8.273850443625225637e+01,8.152080905238460673e+01
7.077987326991996841e-01,3.356227048546907010e-01,6.932810933226873829e+01,6.917889432127981308e+01
3.808892547560764008e+00,2.069974576209652195e+00,8.103079385263039569e+01,8.186059053050085765e+01
2.898483760063634840e+00,1.741738379332976372e+00,7.961108545226693423e+01,7.937994445042977532e+01
7.940916605193087285e+00,1.111717297065505372e+00,7.112749579017085466e+01,7.088824143400407252e+01
5.854002202440434788e-01,1.162539260327354107e+00,8.519949599095802739e+01,8.498810473225837825e+01
4.258754897037389853e+00,1.481659667011545833e+00,7.633723440599685262e+01,7.648645849986776568e+01
2.081958275654177903e+00,1.620026045169475681e+00,8.006056217116449147e+01,7.947560686475861758e+01
5.516501306815646544e+00,1.366773802688627582e+00,7.469148218522141747e+01,7.474431919215192011e+01
7.542235847030045903e+00,5.479445848017584497e-01,5.982283336495786585e+01,5.929922542309211764e+01
4.646611196526730936e+00,2.343177332045005112e+00,8.215412301418494678e+01,8.131206360072030748e+01
1.648212854607190359e+00,2.569649823414983381e+00,8.640740879458769541e+01,8.622085483838630182e+01
5.366521831425445477e+00,1.846507415947219011e+00,7.889539021367718874e+01,7.883891524408882390e+01
9.978735634152888778e+00,1.058637228435030497e+00,7.012533493009289032e+01,7.087617858665191761e+01
3.259680787174946470e+00,1.978328132412349616e+00,8.086629040252266520e+01,8.008782117269329603e+01
4.897341379900441716e+00,9.296529193331838636e-02,2.863777970493638136e+01,2.860611924992026189e+01
6.785739841247427684e+00,8.285601424335075071e-01,6.677281370278427630e+01,6.680052039239384953e+01
6.771253838175652628e-01,7.482685680923799321e-02,4.868008031563756077e+01,4.954210902166455810e+01
6.889195897219079434e+00,2.480206550335654292e+00,8.228257661540632739e+01,8.319119875275644915e+01
4.765081532359880079e+00,1.506351736306928535e+00,7.633338606091564316e+01,7.705013638225514683e+01
9.756245744021443400e+00,2.948598560851300565e+00,8.394903405481322523e+01,8.338599092511945798e+01
1.392958467517077192e+00,9.423786788725422303e-01,7.549710288790983270e+01,7.542157330393351344e+01
8.260969342740141386e+00,1.253412276605399556e-01,3.267047857478821271e+01,3.427827545676271370e+01
6.079540493935183143e+00,1.248248005125580429e+00,7.321751103152138285e+01,7.403024128441603580e+01
3.650016646104504048e+00,2.599240263574768672e+00,8.384901482544722739e+01,8.365344258122543408e+01
1.433169358227738055e+00,7.966625115586507544e-01,7.296639651661240578e+01,7.257582338930724575e+01
7.204101282683615715e+00,1.815875182479277816e+00,7.826458476097729999e+01,7.848163794958226447e+01
9.548557399373182264e+00,1.715252147087968471e+00,7.718082332000878409e+01,7.668705336718797128e+01
8.209057053490608880e+00,2.589012933970769037e+00,8.260563252862749550e+01,8.311577081930548161e+01
9.859522470481818957e+00,9.999688044579507773e-01,6.926154085972166286e+01,6.895146131173844140e+01
9.065837409492068844e+00,9.076303186234904730e-02,2.678388705543895654e+01,2.721445035541127311e+01
4.977553271903767396e+00,1.956780595353413865e+00,7.977889469801284861e+01,7.886460988197141830e+01
1.531541026297977615e+00,2.151750705860096868e+00,8.492863037019695582e+01,8.539506961568275756e+01
5.964855512119656034e+00,1.451662442671310060e+00,7.542905922421027753e+01,7.557407329336180624e+01
9.901660160495943330e+00,1.466291909290652118e+00,7.495221189177578935e+01,7.580591697126408235e+01
5.897526832791402995e+00,1.967315639420937234e+00,7.958428145222286787e+01,7.907695845484792585e+01
1.482197884081003947e+00,8.204918415879317584e-01,7.310118163041597938e+01,7.307665872625231884e+01
5.066551570918648828e+00,1.915853704838913929e+00,7.947411395899457887e+01,7.908100339239702237e+01
2.084575788188402168e+00,1.931931504421719570e+00,8.221973989660693860e+01,8.262410975188808493e+01
1.949844862570173643e+00,1.527025400023817703e+00,7.964238734131667741e+01,7.957315912218810183e+01
5.953678866393609326e+00,1.309615879470578337e+00,7.395164781419725841e+01,7.463472627192480502e+01
6.787869025308818749e+00,1.891899027643769715e-01,4.074655570840840113e+01,4.158868362957912268e+01
5.634394403712368771e+00,2.885573521626288329e+00,8.428477174785697912e+01,8.445612604497669906e+01
1.312643275709049373e+00,2.073372456078456105e-01,5.355844618953607039e+01,5.392814240631717837e+01
4.398825193667770250e+00,2.485844181898622995e+00,8.295641087915379330e+01,8.333839917900219518e+01
5.243993105826386447e+00,1.863806800425702237e+00,7.905582595866339091e+01,7.959316116304032107e+01
5.364463021822339917e-01,1.295465565510067085e+00,8.686247760780429417e+01,8.645352355635004926e+01
8.557522620491850418e+00,7.422594091661832705e-01,6.469849562814671629e+01,6.406201135007096070e+01
1.889562168324114166e+00,1.842708208679557202e+00,8.212057174560986539e+01,8.249450529308217028e+01
2.624515736655761433e+00,3.169240712635888468e-01,5.383648723246565027e+01,5.369857334451334197e+01
4.539498191210176614e+00,2.367728652515172172e+00,8.232090392062195860e+01,8.182002063401391467e+01
4.059548144539413705e+00,2.329764348332197255e+00,8.234097842506254494e+01,8.232262380844460381e+01
2.739612415022986802e+00,2.713589298694757623e+00,8.507218155628467571e+01,8.472088710687405921e+01
4.949559486770722216e+00,2.917078512618251906e+00,8.458628888537022306e+01,8.429862750426953255e+01
2.403241209367297238e+00,8.584734232383212094e-01,7.046164620960959724e+01,7.060952706910187260e+01
1.775215534147301100e-01,1.394220050238841546e+00,9.426788069235360012e+01,9.308521511430967621e+01
3.466072517756862315e+00,9.636634492781896988e-01,7.061579057808897630e+01,7.066537607880717076e+01
6.683357329038035033e+00,2.096045426554521196e+00,8.023432313302849650e+01,8.061777105490943995e+01
5.437701308846371040e-01,2.449108019549309567e+00,9.161564978549360205e+01,9.154773676857709575e+01
6.625374383521832833e+00,1.091925921988183390e+00,7.109369285711080977e+01,7.114711594648140647e+01
2.891607843448142035e+00,1.145750401740038615e+00,7.385507659565475080e+01,7.338356623853991323e+01
4.960193150992459721e+00,2.008470428775818384e+00,8.012084575715580570e+01,8.020952452473407845e+01
8.943155801387032255e+00,2.206094295465631738e+00,8.055983496278497569e+01,8.099911745608899594e+01
4.730777715129036665e+00,6.233135379150077648e-01,6.282585612415289944e+01,6.285898981046066325e+01
5.329496036860826180e+00,2.996037341724670622e+00,8.477460666902500463e+01,8.517431566525149833e+01
2.224910538619245148e+00,8.155739540821049793e-01,7.013273563646222897e+01,7.059923674938349336e+01
8.472460564088283519e+00,1.032500523423217631e+00,6.992393264958774068e+01,6.954332435794350431e+01
8.310227159050453949e+00,1.185202292570212590e+00,7.203502159251564763e+01,7.200132091314597460e+01
4.243789552076068894e+00,1.111234246481676458e+00,7.218238010575981889e+01,7.243139045390690001e+01
1.463085045682440688e+00,2.200457251214433252e-01,5.313849279387844149e+01,5.306423627837883572e+01
2.492235084189162286e+00,2.469434314922513973e+00,8.434270453803044632e+01,8.441199759353538923e+01
7.971964623624187674e+00,2.464361474064434843e-01,4.540994312675716316e+01,4.530830425159484776e+01
2.418851711717911357e+00,1.309058107724937248e+00,7.651837051607992635e+01,7.643448514099195279e+01
4.843028665404278676e+00,2.399199154374828113e-01,4.603426143274659665e+01,4.644377915922986944e+01
8.631249170093065359e+00,1.889468054128510932e+00,7.858954454511746235e+01,7.832902738414946953e+01
8.233715494934910950e+00,1.467053732469980332e-01,3.558821646237645098e+01,3.501138511672282760e+01
6.662441722665318089e+00,2.265525086237318408e+00,8.121709319678545569e+01,8.249361691707431987e+01
3.770867517073762665e-01,6.625881644576638863e-01,8.420528257394175853e+01,8.506779577412282833e+01
2.380877293151550056e+00,2.491785030786414001e+00,8.460151794329287611e+01,8.506791178851651125e+01
6.819389014925512527e+00,2.450377865504235420e+00,8.214889635000477597e+01,8.162556149819988605e+01
