T,n_imp,B_field,rho,rho_noisy
3.428984538396495196e+01,8.597885652479058116e-01,8.475933006335923281e+00,8.714593271463229485e+01,8.781709871959529323e+01
6.515962477141026454e+01,1.589546956512134790e-01,6.677829155969117192e-01,4.815451018603294386e+01,4.908615170215400525e+01
8.786625554725910092e+01,2.835320401382233069e-01,8.666218716240614128e+00,3.590627259200261392e+02,3.580217028114907407e+02
4.229415520555541974e+01,8.866617517614066024e-01,6.425449323687350223e+00,8.352606004386431948e+01,8.310851138590086862e+01
5.695671598329867180e+01,8.977942098164438667e-01,3.254563187168364458e+00,6.737421541159471872e+01,6.710101772056269454e+01
1.702891023900638601e+01,5.133220980219646012e-01,1.566201197331628103e+00,1.030019783987520476e+01,1.116242587153106136e+01
7.967170294142972864e+01,7.006030421879922976e-01,5.975413637204782802e+00,1.943608124133047568e+02,1.946532618377763413e+02
2.560619704795643159e+01,2.947701636998156793e-01,3.008474933410909546e+00,2.384116965030897717e+01,2.473864171629044861e+01
4.586592015188615079e+01,5.919568304461467756e-01,3.760609489753158563e+00,5.480526163111252913e+01,5.504178271817886525e+01
3.469789765156862416e+01,5.270712456956945235e-01,7.510781575198758553e+00,7.681035539057018013e+01,7.650083522350270471e+01
5.674272881830176374e+01,7.408795944801149780e-01,3.867215793000532642e+00,7.573649031823244115e+01,7.509813492048380112e+01
3.696134163178736287e+01,8.168473119852872610e-01,9.983765787497667077e+00,1.125023618980606130e+02,1.122286991942629442e+02
5.214791374556208581e+01,2.878029321277412178e-01,9.893925771787774437e+00,1.763315891322188804e+02,1.770435332323885405e+02
4.968957796624231094e+01,9.530574543781288321e-01,9.719010667981521578e+00,1.632847829947730247e+02,1.628709091200164494e+02
6.517932284419508449e+01,8.067761265053038366e-01,2.868743589396038907e-02,4.972932675405692038e+01,4.885128876931882047e+01
7.200426650275765894e+01,4.550645407079300098e-01,4.566325412860484434e+00,1.249976752231841601e+02,1.251511845631648754e+02
5.784322201343561431e+01,9.878542253594856382e-01,6.519596932840913794e+00,1.286579329218790519e+02,1.293570296124601953e+02
7.683413962012367904e+01,4.505451994942678562e-01,4.526097861998349181e+00,1.385382674383541257e+02,1.397699694799502481e+02
9.078403105964170550e+01,7.396918219392276672e-01,1.136736344414358557e+00,1.053587759320662087e+02,1.059978713640063148e+02
5.120386195856109879e+01,2.368045301693981475e-01,7.616512898651507157e+00,1.244728514916908750e+02,1.249715720816151219e+02
1.295019664874710763e+01,9.914898946140034974e-01,1.621692444120823584e+00,1.147030885267555078e+01,1.058988354027128587e+01
7.902090545229565066e+01,9.747133855095790889e-01,3.139261820802193625e+00,1.130218206903137599e+02,1.128462866330650627e+02
5.131133466547208144e+01,9.899967157347321356e-01,3.336350288553839860e+00,5.953596009297586988e+01,5.936006271527376299e+01
8.043141712400016274e+01,8.026615187256461725e-01,3.191543822668440278e+00,1.171062964181283661e+02,1.171874832565305979e+02
8.682039756359887406e+01,1.639163655805407072e-01,9.307385360551384323e+00,3.866348501359036618e+02,3.861818899944357781e+02
1.691795674872540545e+01,3.717975838779918885e-01,5.082640916775128304e+00,3.317856138917383646e+01,3.358794661993397312e+01
4.583307195706632342e+01,1.222945665654506242e-01,5.757401123912972096e+00,7.880139591251432307e+01,7.944099339287710393e+01
7.665152401104576541e+01,5.592615393719303496e-01,4.497322140545734204e-01,6.871046685087489436e+01,6.877731663354613545e+01
5.065243818990823144e+01,6.571482259464188624e-01,9.005596214625191109e+00,1.516036016054912920e+02,1.514696339702494186e+02
5.062249858257432322e+01,9.802110078156320849e-01,9.880734549962937763e+00,1.714805777710750476e+02,1.715868126819283361e+02
5.306928530071649419e+01,3.569172322385968377e-01,4.461895575944819115e+00,7.603075836199180060e+01,7.623187602757886339e+01
9.895993327200400813e+01,6.377191101011355778e-01,4.978185059218990460e+00,2.410981915768455792e+02,2.415059407214640430e+02
3.159543099473133054e+01,9.921424695948826145e-01,2.949982264785369068e+00,3.139905503090806604e+01,3.097794915030269891e+01
2.468636693835372142e+01,7.044037922325318002e-01,6.846885358317519987e+00,5.374154268834036685e+01,5.447541475564114677e+01
7.906033120150871696e+01,8.595385020097641160e-01,1.026011584914142682e+00,7.848211729331278264e+01,7.850889060231517647e+01
8.554882470023687802e+01,9.570981508586898778e-01,5.137647760310288803e+00,1.906118622543930314e+02,1.905336125944479306e+02
1.410676417341774425e+01,1.340473702736362793e-01,6.728590855970354667e+00,3.852725789310658655e+01,3.888190645562185921e+01
6.519816391955612289e+01,6.478646863689556668e-01,5.976323804848994392e+00,1.391560805742028606e+02,1.388141976511968210e+02
8.715696385170207350e+01,5.568146667364969327e-01,6.234735945049507677e-01,9.131603887081377025e+01,9.176309374855203771e+01
7.463507099975343806e+01,5.587296904917754548e-01,7.810661061221043866e+00,2.355369070392338813e+02,2.366195939356069005e+02
2.326075684802525245e+01,6.821232043662804889e-01,3.583851589735949084e+00,2.865137383621070910e+01,2.887716111597621804e+01
2.511629922778188728e+01,2.023862879003222592e-01,3.093591559047178308e+00,2.370455569944131824e+01,2.381466929535889676e+01
5.012496022180337008e+01,6.402949820870585951e-01,2.434913438250396744e+00,4.503744819454743720e+01,4.480508931373087478e+01
4.360224666993313747e+01,2.327040757172173790e-01,8.730529458077267435e+00,1.164993680496299362e+02,1.172541289982241608e+02
2.514091413023891874e+01,5.378569159646913178e-01,2.156665414063929642e+00,1.816173171612955528e+01,1.873524374131807235e+01
5.669678582426490721e+01,5.994715386129507717e-01,2.324087532498528841e+00,5.286449239459155791e+01,5.211172747470681088e+01
2.708153456931507463e+01,8.394265152408366681e-01,8.463052415517584137e+00,6.967191317844375931e+01,7.016476960597034918e+01
1.690698736517927614e+01,2.323533765779657867e-01,3.236354751528417673e+00,2.005892305378421625e+01,1.972787839841485535e+01
5.412056628304891603e+01,9.937921563923561852e-01,7.779841728202444351e+00,1.419786661089878237e+02,1.413917296844115015e+02
9.455393039756420137e+01,8.483465822503657439e-01,5.271726998779511675e+00,2.341569956590499544e+02,2.341219288686500306e+02
2.376965083811440849e+01,1.241792761493074604e-01,7.033124550228095018e+00,5.075860811500982805e+01,5.042733196975182608e+01
2.788997526337407606e+01,8.741493415530957600e-01,4.721928218379903619e+00,4.271960007553823857e+01,4.330188217157463981e+01
5.597529748883718526e+01,5.558780117985936409e-01,4.133700903478744415e+00,7.763724241983452146e+01,7.700528540429742463e+01
9.532979846233081389e+01,9.987015334027955493e-01,4.427233133053777081e+00,2.043365747267694417e+02,2.036902947275670215e+02
5.063824982246751460e+01,4.881809842074129602e-01,1.664510769135256751e+00,3.715587157027746201e+01,3.668027598734300199e+01
2.897209907339533785e+01,1.125570239847037551e-01,1.930040061010629415e-01,9.204280970117874716e+00,9.132730398200555655e+00
6.173913487112325527e+01,8.114279393720814637e-01,5.487740509520582677e+00,1.179862341846826013e+02,1.182806411943220724e+02
3.904947824282298541e+01,5.395016152448094404e-01,7.244341931988902417e+00,8.430130237897986945e+01,8.375423440344003723e+01
2.033435992534705150e+01,1.969074700291358893e-01,9.875692601876306043e+00,6.113528814569286141e+01,6.077057574956679531e+01
6.659461481188208154e+01,2.322427933636995734e-01,6.656370096613453136e+00,1.596510919052994950e+02,1.588630612538278797e+02
4.910072442160657857e+01,6.769691958023981160e-01,4.687634663669899560e+00,7.314238603874323985e+01,7.304054326501993444e+01
9.602530213303467121e+01,7.499775185671534450e-01,1.694803249636609443e+00,1.275419762049155423e+02,1.270267653246517909e+02
4.457012267759695590e+01,2.259983829473725114e-01,4.308336940922551150e+00,5.781657108325741490e+01,5.890001979693541756e+01
2.374660093136202477e+01,1.537764630708710334e-01,9.957368638970551800e+00,6.880628001378183001e+01,6.976706520889004537e+01
3.911693293319696352e+01,2.931308245158973369e-01,8.954601483792648864e+00,1.044501050170763961e+02,1.039799239497952783e+02
5.308348573987291275e+01,1.986452569890353181e-01,5.309521753278856337e+00,8.892017422619508693e+01,8.898513596426471395e+01
3.607070213505174650e+01,4.555779463647071648e-01,1.959179838322988587e-01,1.576008039817967443e+01,1.596611523888248740e+01
4.812439287706874325e+01,5.874697928166494609e-01,9.694973660286215988e+00,1.536763278723346957e+02,1.533986860688969500e+02
7.352917133276213235e+01,2.911542771295483334e-01,8.171387835017586809e+00,2.416250236210245248e+02,2.414245747060053873e+02
7.884857791611428013e+01,8.873489993502292617e-01,8.873720498186770556e+00,3.073159577784211365e+02,3.076313813315625225e+02
6.322406855503614054e+01,9.534342816847846125e-01,7.937537560573243667e+00,1.840413334520805506e+02,1.839006122373266408e+02
5.337810091324876538e+01,4.377674014292901594e-01,4.428967440912686016e+00,7.654109094717497896e+01,7.638527362230036033e+01
2.030181361007424101e+01,2.532871830744527486e-01,3.433539129250013033e+00,2.345032113094292825e+01,2.342986042523889267e+01
7.012917614833440894e+01,8.408767099847747062e-01,6.665084807935739875e+00,1.770754598100738804e+02,1.776881984553624250e+02
3.084045142090616309e+01,3.023021035327144723e-01,2.162264468317898203e-01,1.136631411190367658e+01,1.123041966867859287e+01
7.651018553776756903e+01,7.645976097463085264e-01,2.861885463336124591e+00,1.000565407275989998e+02,1.002450849369628969e+02
9.590040655310417606e+01,8.388432341356072408e-01,2.026261929978205867e+00,1.340346574941324036e+02,1.341487862042484949e+02
8.690315046716604286e+01,1.660908777142610926e-01,7.515422261770074108e+00,2.921198789950321384e+02,2.924722248959463400e+02
3.477568880763344339e+01,1.351085818507943292e-01,6.201882842405820107e+00,6.198227110029498022e+01,6.187986127813582016e+01
5.169905211073045592e+01,3.011601964827071987e-01,1.276800342396662291e+00,3.438345385960985823e+01,3.413219793716520911e+01
5.003335007022953107e+01,1.561614350449921640e-01,8.228445331656043749e+00,1.312946943505602633e+02,1.309453000309499373e+02
7.926132424671905596e+01,2.426334039088923200e-01,6.824524130775348141e+00,2.208139746939231429e+02,2.209278018731783391e+02
4.759618443948220090e+01,9.687877148185766174e-01,3.816369469938973857e+00,5.992456517738332167e+01,5.998934050641079097e+01
4.171423868339812202e+01,6.016125957958735615e-01,2.166837702184790437e+00,3.217436278171467734e+01,3.204088545983832859e+01
6.288840137037902167e+01,1.526512648437528541e-01,1.817249475253734925e+00,5.420955656845481485e+01,5.431576566432748621e+01
6.130336156951670290e+01,1.292418452863275669e-01,1.941436831696929932e-01,4.091930429750950537e+01,4.209742094074604069e+01
8.593925276540140601e+01,8.877868658595371443e-01,5.158044967197076502e+00,1.925831673921385345e+02,1.929727815672312659e+02
9.343418717547740471e+01,4.168142092743040150e-01,8.896998225029390639e+00,4.179835767530983048e+02,4.170612423155083093e+02
8.722342556938433233e+01,3.120043921246867247e-01,2.455442114603696435e+00,1.163709251934801756e+02,1.170176695994724412e+02
9.911583263395418442e+01,5.008963587464766443e-01,3.642933138945014804e-01,1.196853106143477419e+02,1.197527028733452852e+02
6.176996716677890475e+01,6.677448696909914494e-01,8.399135675044959726e+00,1.887095504041483878e+02,1.881968492365025156e+02
4.719553367326773241e+01,3.355186279347258660e-01,9.553366927739727288e+00,1.454763700662072665e+02,1.461442018335820592e+02
7.368040811811712842e+01,1.712659323562338853e-01,3.081829138199594365e+00,9.488260059968880000e+01,9.483875488479468174e+01
8.816646807683103759e+01,2.082122691521045010e-01,3.010022788739028510e+00,1.313847196584060555e+02,1.318892685916477205e+02
7.417128933713524930e+01,9.131502151090595820e-01,5.265258066560107864e-01,6.611594525410670542e+01,6.580502896581555206e+01
6.199791000447245182e+01,4.277468426579695837e-01,6.121336080988592165e+00,1.308877976565502479e+02,1.314122707543769479e+02
2.464037869028714312e+01,4.982584864667767288e-01,4.346430972961988992e+00,3.480404182815613012e+01,3.465896159639574847e+01
7.516717440283450458e+01,2.927657217693097058e-01,6.945655511409210447e+00,2.057444655368058761e+02,2.062190674120574556e+02
9.181759943385974054e+01,2.303278966978606623e-01,5.587580258518731746e-01,1.003090858308561621e+02,1.007146595342944693e+02
5.140209616810082593e+01,7.899997413837721583e-01,3.610626568488272348e+00,6.252410465156538066e+01,6.194402568255731012e+01
8.816354139316928240e+01,2.872753909658039007e-01,9.382535550868132290e+00,4.029565756276780917e+02,4.031364487576549323e+02
6.339971510939021471e+01,1.880650803365798707e-01,1.685941378228221765e+00,5.374885865239449600e+01,5.398001311124534851e+01
3.389489135703374245e+01,3.931681147227243933e-01,7.501631292467735079e+00,7.424549945206518942e+01,7.421157497564712457e+01
9.822718783646496377e+01,1.980490151494633255e-01,1.761421775444403925e+00,1.324414704346062877e+02,1.315465655199284072e+02
7.695186628164557874e+01,3.679125348022111996e-01,4.630450600740911860e+00,1.413249718078839692e+02,1.414612120126017771e+02
9.815726860951198773e+01,5.812907847666286543e-01,1.130583709607694276e+00,1.240297793036950651e+02,1.238655632403986573e+02
6.490477682713060403e+01,2.297228668406770535e-01,6.251881458762320598e-02,4.652152917901322837e+01,4.711504122919848925e+01
7.688876596636363558e+01,6.165816297004502733e-01,4.168590937954856912e+00,1.301476021204505855e+02,1.296110238439220836e+02
3.469504448427798593e+01,6.255546901653405989e-01,5.241982048262668670e+00,5.488020380771461504e+01,5.536712348350181401e+01
5.758914990947329215e+01,5.260097474598373068e-01,1.592699611311975127e+00,4.579184142022097603e+01,4.585577204918252647e+01
4.459308299598994552e+01,3.465566200693253052e-01,8.165949266159381992e+00,1.118058816103701929e+02,1.130728968617075765e+02
7.172341934548464337e+01,7.650822318221345286e-01,1.647889529760151461e+00,7.050374607723144038e+01,6.999535382582649845e+01
9.482978667869734579e+01,8.640373048050759008e-01,6.450109800186267783e+00,2.901100755987845332e+02,2.905835265600779280e+02
6.021232711733433973e+01,3.859958656380658715e-01,1.646504702025805011e+00,4.942743153790273425e+01,4.915548745000023700e+01
1.060319631839333532e+01,1.415458459262127766e-01,8.171612117558446187e+00,4.126395937600374708e+01,4.078492088251505265e+01
3.841702738721539134e+01,9.703770309977401975e-01,3.883556979195386116e+00,4.762278325421245029e+01,4.815618209600442867e+01
5.854378965459817863e+01,8.243449853796981364e-01,1.408774000707031515e+00,4.686586544204457283e+01,4.716290942203426795e+01
8.134795505452093778e+01,9.041197474258901856e-01,2.869985981924040530e+00,1.127730970250186004e+02,1.132928620882978237e+02
6.266344767025560003e+01,6.777462356213402872e-01,3.245702297149819504e+00,7.680766621109027881e+01,7.599839052977543474e+01
2.804490342731232388e+01,1.262650400739588619e-01,3.411347533078893157e+00,2.818866402086417366e+01,2.758491808081255314e+01
6.478065329803527561e+01,5.277437906200878048e-01,6.570746408805704597e+00,1.519517208819334826e+02,1.522418794382694784e+02
8.906796296835990745e+01,1.415076063002418671e-01,7.556987362768396999e-01,9.457000807857333768e+01,9.414236512978169458e+01
5.676918551485897524e+01,2.556283429018944564e-01,7.801631908591961206e+00,1.493276286924743204e+02,1.499841746332052139e+02
8.602129713722079885e+01,1.543912206226556727e-01,6.209801404411697590e+00,2.292907547685622944e+02,2.301216660562145648e+02
5.830952941915666798e+01,5.154277493038724733e-01,1.506629476478618113e+00,4.595326627666058528e+01,4.588690135357406064e+01
1.561425800403695163e+01,5.023435858851450497e-01,4.115832304458976409e+00,2.687651511224438394e+01,2.689126255256929809e+01
9.766447494596131662e+01,2.396618296572658735e-01,5.131030222025102283e+00,2.397384403628281575e+02,2.397511761281811857e+02
1.399016086908485335e+01,8.919045556785747397e-01,1.003201730987299811e+00,8.385446158585137866e+00,8.238963144537022387e+00
3.509810155938515663e+01,4.063637470655288020e-01,1.297491119043561181e+00,1.868026984746432717e+01,1.866134473204082411e+01
6.847285189925814564e+01,9.073569743359367612e-01,1.776587235760527239e+00,6.681898464441113106e+01,6.670245785722377718e+01
8.328732043806202512e+01,4.288240575708640590e-01,7.531649737814531065e+00,2.724413548793699533e+02,2.726553581302949851e+02
2.929598331904938391e+01,9.901734306872951308e-01,3.789735702280749852e+00,3.673193094107038803e+01,3.656517630056865897e+01
8.838695810297726041e+01,1.022978143806086149e-01,1.310562872879161844e-01,8.995049056834764656e+01,8.968986536818977129e+01
7.337799857635042144e+01,6.026199633723241522e-01,2.572657352063910885e+00,8.683644937859813240e+01,8.668642787277617856e+01
1.802891039567724007e+01,9.228066202029034937e-01,3.933621265800725020e+00,2.894159205848353267e+01,2.863545937678504671e+01
4.990643574141052596e+01,7.501099920918941066e-01,2.746598739682226675e-01,2.999686704446901331e+01,2.995655789916203560e+01
8.997005259324504323e+01,6.948810630302169056e-01,9.421474345151274576e+00,4.229168887002889505e+02,4.231864954171194313e+02
5.028739966209507628e+01,9.835940198693048364e-01,6.798105862268494448e+00,1.104395168653019965e+02,1.114675991139539803e+02
8.779021314569226320e+01,2.213373266995509736e-01,2.220026534457530953e-01,8.937428061226830778e+01,8.855990687066531564e+01
2.872256262832377871e+01,2.236902301215640820e-01,4.985047046939573789e+00,4.267612854409460965e+01,4.198712051940702139e+01
8.856740970437653004e+01,3.611704043130451458e-01,1.795177448530600461e+00,1.074342803024037636e+02,1.074000867998743018e+02
7.280851798458925828e+01,8.380800237714224332e-01,4.148118927957046509e+00,1.190892439395184965e+02,1.191050298931900784e+02
1.234074298175720941e+01,3.676836522120242590e-01,8.808106265822990721e+00,4.598350928299558404e+01,4.596105917907932081e+01
1.945414367995848437e+01,7.497650054267246400e-01,6.809606095715922791e+00,4.707157890954708535e+01,4.800769410692927153e+01
7.635494512883059315e+01,6.962277013646200885e-01,2.795983016009650157e+00,9.807463424939258800e+01,9.716175767424128651e+01
8.548887556847132885e+01,6.187325320058135736e-01,2.702768655065711734e+00,1.186344476234032754e+02,1.185569087895149352e+02
4.336703364273327566e+01,1.224773307210810930e-01,1.020339922463551208e+00,2.287273848422597666e+01,2.223645512895478404e+01
3.397938879049969074e+01,2.541266008612200755e-01,8.491298181776102183e+00,8.354731761988244898e+01,8.339606473532703035e+01
9.766462057334953784e+01,9.455789280794613116e-01,1.468560003265150238e+00,1.292274183662616451e+02,1.294847843947170247e+02
8.623460572259722312e+01,1.379666186685604146e-01,3.123573797953405062e-01,8.568835223543449331e+01,8.496656416163169467e+01
9.966713747001459467e+01,3.548676637079581919e-01,1.398416248781165772e+00,1.310986351950037374e+02,1.316105270125645177e+02
2.580149400506876134e+01,1.742274783214841916e-01,6.709923633502609341e+00,5.179595095469740329e+01,5.137291029738778292e+01
5.580888747056154386e+01,4.314595751571274063e-01,1.068101897355916430e+00,3.871043562788487691e+01,3.818636969393877933e+01
1.874825226837847225e+01,2.434231883815262398e-01,6.935737518110862698e-01,5.830393766888011697e+00,5.007481019978969883e+00
7.113042836667534630e+01,5.179049933661404870e-01,3.071754663407181063e+00,9.063713538537392367e+01,9.028726426567378383e+01
4.655006707922976972e+01,9.193913187981977986e-01,5.124076375319557286e+00,7.540803773230567231e+01,7.503701796423105463e+01
1.765004782219713064e+01,6.861536645399514134e-01,1.755079808039817779e+00,1.246055150852491522e+01,1.287478892618016246e+01
2.373685526104137722e+01,9.590379629264441652e-01,3.446684579366980916e+00,2.917993546470483679e+01,2.839894431425568300e+01
9.192694372133428260e+01,1.960107079491145154e-01,2.243254474068491433e+00,1.241159806990058740e+02,1.242225161305386649e+02
8.892013199022785841e+01,6.237970720192341778e-01,9.651439582110173276e+00,4.277393218833186666e+02,4.281599711304460243e+02
9.596372705435040018e+01,8.226992566726324396e-01,8.078553536377899746e+00,3.885244778870195432e+02,3.883984979176055958e+02
9.068982356051606075e+01,6.618451225842165719e-01,5.458987409539194147e+00,2.232814409052192559e+02,2.236656577961904588e+02
5.816391726929912664e+01,5.550386913455122029e-01,2.487041537075959319e+00,5.699320650187379300e+01,5.664668138926368357e+01
5.639101598425806827e+01,1.916185279772313343e-01,8.220457464274018022e+00,1.570688884385036204e+02,1.572759798895854146e+02
6.283925859014887294e+01,3.949036990756321641e-01,3.284955458984603283e+00,7.643915901900267329e+01,7.627224891610069335e+01
7.901413879927036987e+01,9.698906618202762786e-01,3.314599964578265556e+00,1.169367105407825989e+02,1.180161568330066757e+02
2.779467169240069424e+01,5.361767668725267999e-01,3.166058919413655914e+00,2.798220932373419600e+01,2.784025945498760635e+01
5.006036370113032064e+01,1.847842789152708831e-01,8.920717675055207962e+00,1.449782168107781501e+02,1.448285787588869482e+02
4.578340785786983957e+01,6.754497028108943368e-01,1.879312907540947597e+00,3.430550569517700410e+01,3.450742462073542782e+01
8.106876513010767837e+01,1.574449765505433751e-01,6.445264420470264710e-01,7.629772884479795891e+01,7.603328681823812474e+01
1.413985211700292588e+01,2.283106590168837435e-01,8.791125400763512232e+00,4.717189186819616253e+01,4.707387812205970334e+01
6.761824426032248425e+01,3.079396466624008677e-01,5.535192218803134168e+00,1.346408512653871412e+02,1.348100601384569757e+02
1.798363572499858520e+01,1.706931530485673032e-01,8.826546865568742462e+00,5.208928406152097068e+01,5.252689935013766842e+01
5.879348457776133330e+01,2.692948760028455180e-01,3.202557275959994065e+00,6.683862666636659355e+01,6.654069916287315323e+01
3.002026449520851514e+01,2.554638033805942676e-01,1.669538838193690422e+00,1.652039905619205484e+01,1.655075679569643654e+01
9.798194507885659732e+01,5.416503875207516749e-01,4.214915192365014995e+00,2.050000116004740391e+02,2.049145078544368630e+02
2.203993515772538103e+01,3.487564267997124157e-01,3.545064970322935327e+00,2.588542543924275208e+01,2.623426840258574089e+01
3.893866508894278411e+01,9.456265278601481139e-01,1.361735480210405358e+00,2.479739581722715513e+01,2.520813869333264989e+01
2.894088313733057305e+01,4.822614824157445135e-01,9.258262821013804711e+00,7.840807991830834567e+01,7.861006254425205952e+01
3.333387229835152255e+01,5.367701264365426495e-01,5.354663127684146318e+00,5.353240911524663659e+01,5.366556049783665117e+01
7.119069532059116057e+01,7.500846344447411607e-01,4.984177493121322300e-01,6.004024015688217730e+01,6.093630673209535331e+01
1.617491338769772469e+01,4.229939698917175583e-01,8.916234752025280486e+00,5.117622820605905787e+01,5.074032822618697480e+01
6.583989016154652063e+01,8.457574015296569492e-01,5.452297546869255829e-01,5.200660119240724555e+01,5.282541879312812938e+01
5.689294177285376719e+01,5.238295896054856460e-01,7.027660255382532029e+00,1.340598620916267691e+02,1.343292015415002822e+02
1.431255879221155425e+01,2.924668504962002480e-01,6.255873953791459385e+00,3.730751251400067758e+01,3.654124993310757930e+01
9.529427846877602803e+01,3.435544734328935812e-01,3.059583597393222831e-02,1.079367415010970745e+02,1.080017963428263812e+02
5.363298551796189173e+01,7.326864977143173752e-01,5.222139733031008646e+00,9.138100042264007072e+01,9.067410374944471130e+01
1.497005068594936361e+01,9.708862802520592528e-01,8.028072147449588414e+00,4.881363083039528306e+01,4.875235894493381039e+01
5.887895012369320824e+01,5.537124589689266241e-01,4.949579949813898150e-01,4.046370516323973021e+01,3.944957002990194184e+01
4.464359681123729473e+01,8.597883059841368025e-01,4.584029024841899336e+00,6.448739327770725538e+01,6.485251076693286620e+01
1.947982088121075606e+01,4.255921010916686731e-01,2.536725968166678946e+00,1.723408015986403896e+01,1.683991503607997942e+01
8.001650590889664727e+01,3.295901163975367143e-01,1.489748107957422629e+00,8.293076164888999813e+01,8.375716824634960744e+01
8.982119840858020154e+01,6.897310163904014635e-01,7.569000586443719314e-03,9.612561123905848603e+01,9.576424735042520808e+01
7.302425946953700020e+01,3.126018213530783463e-01,8.556550993487123336e+00,2.535090350970314432e+02,2.535371339374336230e+02
5.118128047832442462e+01,1.724254879707211863e-01,9.203369450644876437e+00,1.556902870873964559e+02,1.550123736803911640e+02
8.451139443230312054e+01,5.122941678511611086e-01,4.161487565145659318e+00,1.532831928049616010e+02,1.532198882179708903e+02
1.205297201480615854e+01,1.001012558694691773e-01,3.576068211752084558e+00,1.965577175512276042e+01,1.967873360365376456e+01
2.951487186231989313e+01,4.597586033768936709e-01,2.485928656833693573e+00,2.327979667222592042e+01,2.353422655152239429e+01
6.251662698822283204e+01,6.596584112077503725e-01,8.065074392341758269e+00,1.829489654407225601e+02,1.841858516881957826e+02
2.727207667138914005e+01,3.099779452715972217e-01,9.468366971438198831e+00,7.492605369369225343e+01,7.575160079563865168e+01
6.939569424969522515e+01,1.147876165821681838e-01,8.895746517122130825e+00,2.433542925297099373e+02,2.437483120126902918e+02
5.358331897610856487e+01,5.652965526071048741e-01,1.903591348834005048e+00,4.355770385504693820e+01,4.339763312797816752e+01
8.369740726387578889e+01,8.815934994855464391e-01,4.755994729481688665e+00,1.704767574943400064e+02,1.703382798899180557e+02
9.846765274270030943e+01,7.331465619469726969e-01,3.577790323877250156e+00,1.848088968851935761e+02,1.846594517171985785e+02
1.506070075900004213e+01,7.858503616015175552e-01,5.838210436206809462e+00,3.813785292726801401e+01,3.771626716813557323e+01
7.636995135515851985e+01,7.918775992914501849e-01,4.043945194735952597e+00,1.263299827892658698e+02,1.266718131142288257e+02
1.544769651795401622e+01,3.629061672666227256e-01,5.342676809354868439e+00,3.366626067834843639e+01,3.364542857149703536e+01
5.829699173524855382e+01,8.846765888744503314e-01,2.075436855278023351e+00,5.362250906577371268e+01,5.389454735329494639e+01
4.216879231250968729e+01,5.061147209773255717e-01,8.560668265641709240e+00,1.103533961723591403e+02,1.102388051860768172e+02
5.300075213710579192e+01,9.592553500700995439e-01,9.645448095895435614e+00,1.781524627994846242e+02,1.783491559023823925e+02
7.686378335333230893e+01,2.949791157801553432e-01,1.560116480678322981e+00,7.710913571254428689e+01,7.799998494387178027e+01
1.054642616081098971e+01,1.654601592216205785e-01,8.477523633696316452e+00,4.228805597402608640e+01,4.247664681065010228e+01
6.690135887586802710e+01,5.495022026290790063e-01,3.144082898295193829e+00,8.301358704012908163e+01,8.349105860135664159e+01
8.899077689010867687e+01,5.601198926758423902e-01,5.795497358490130146e+00,2.286319165347682656e+02,2.282236078784130484e+02
9.000169849082780615e+01,9.355134729214118483e-01,6.053120081426573762e+00,2.461162761878180731e+02,2.460593402427503804e+02
5.580356158874985795e+01,6.245825131039862699e-01,1.294385877801719209e+00,4.126478117191688710e+01,4.109359031346590996e+01
6.830928618706089139e+01,6.329389808507263071e-01,3.847798197988137048e+00,9.999673158723383892e+01,1.002676106852038345e+02
2.400690812884412395e+01,5.700415375037721777e-01,2.484009210769180243e+00,2.004878433653220782e+01,2.021841112583452826e+01
2.861515034405586277e+01,1.018002382489132107e-01,9.781714721744174668e+00,7.982967260332401338e+01,7.951605041653721173e+01
9.802752662746368628e+01,9.866187504806182007e-01,9.188242242365223689e+00,4.812695498701965562e+02,4.814698687670569939e+02
1.321292386287183263e+01,4.250711734365649752e-01,3.251046889169103338e+00,1.954799132496296465e+01,1.963698660708493904e+01
9.183144056428662338e+01,4.354945401450729392e-01,2.799905098424382288e+00,1.380899535418366213e+02,1.373358156219672424e+02
3.405136804482603452e+01,8.097586800559871678e-01,3.746152211528882781e+00,4.035253419828742238e+01,4.036805884448705228e+01
5.777132050236225780e+01,8.754751680142065506e-01,6.319833016190935737e+00,1.237653808663148567e+02,1.243914481225264126e+02
3.120214507150577887e+01,1.917380813201656764e-01,3.097831021639338989e+00,2.852505522861201825e+01,2.811466218249065463e+01
1.810900530231290517e+01,2.156592784864562184e-01,5.123786238272537652e+00,3.349224882152280003e+01,3.407378224922764787e+01
8.777823652357882622e+01,7.266983415345598107e-01,6.735016339769784643e+00,2.636131635396941419e+02,2.639989714723428733e+02
6.685427485512795442e+01,7.775806884916877104e-01,3.507043598206203150e+00,9.062709132338831353e+01,9.075152402244620475e+01
8.889918538176414131e+01,2.042745615932743397e-01,2.795850269150376377e+00,1.281982802530199592e+02,1.284609133162470584e+02
6.681637827679867314e+01,2.391725258619979422e-01,3.267850182221534450e+00,8.350272305135300144e+01,8.314189944824268252e+01
7.475618599611206605e+01,6.227704835955367724e-01,9.255255329969745759e+00,2.948509645252260611e+02,2.952465352209685534e+02
2.060644957319021131e+01,6.630422402131249671e-01,1.501582812605095629e-01,7.676974745040715753e+00,7.009642009417290431e+00
