t,N1,N2,R,dN1_dt
3.333666733346669275e+01,1.819803902693189457e+02,1.047898169646404701e-10,8.525970191393142272e+01,1.297408402933797333e-09
3.334666933386677812e+01,1.819803902693564055e+02,1.078246488091109202e-10,8.525970191391414232e+01,1.233004809364501853e-09
3.335667133426685638e+01,1.819803902693917053e+02,1.103282143256161180e-10,8.525970191389694719e+01,1.175905595118820202e-09
3.336667333466693464e+01,1.819803902694247029e+02,1.122536014749539419e-10,8.525970191387983732e+01,1.126608140111784451e-09
3.337667533506701290e+01,1.819803902694552278e+02,1.135527345795057796e-10,8.525970191386278429e+01,1.085737721950863488e-09
3.338667733546709826e+01,1.819803902694831095e+02,1.141763743232392946e-10,8.525970191384578811e+01,1.053962250807671808e-09
3.339667933586717652e+01,1.819803902695081774e+02,1.140741177517088006e-10,8.525970191382884877e+01,1.031935425999108702e-09
3.340668133626725478e+01,1.819803902695302043e+02,1.131943982720506607e-10,8.525970191381195207e+01,1.020396211970364675e-09
3.341668333666733304e+01,1.819803902695490478e+02,1.114844856529924894e-10,8.525970191379508378e+01,1.019955675474193413e-09
3.342668533706741840e+01,1.819803902695645093e+02,1.088904860248421282e-10,8.525970191377822971e+01,1.031295937536924612e-09
3.343668733746749666e+01,1.819803902695764464e+02,1.053629261729927738e-10,8.525970191376141827e+01,1.055127540894318372e-09
3.344668933786757492e+01,1.819803902695861098e+02,1.012727893135600048e-10,8.525970191374464946e+01,1.086576162379060406e-09
3.345669133826765318e+01,1.819803902695945226e+02,9.689402105695198185e-11,8.525970191372799434e+01,1.122032244893489406e-09
3.346669333866773854e+01,1.819803902696017985e+02,9.225879525383585048e-11,8.525970191371145290e+01,1.161083673650864512e-09
3.347669533906781680e+01,1.819803902696080797e+02,8.739838788857479392e-11,8.525970191369501094e+01,1.203233068736153655e-09
3.348669733946789506e+01,1.819803902696134230e+02,8.234317707920824547e-11,8.525970191367868267e+01,1.248182002200337593e-09
3.349669933986797332e+01,1.819803902696179705e+02,7.712264307746491663e-11,8.525970191366248230e+01,1.295489937547245063e-09
3.350670134026805869e+01,1.819803902696218358e+02,7.176536826875571433e-11,8.525970191364639561e+01,1.344758970844850410e-09
3.351670334066813695e+01,1.819803902696250759e+02,6.629903717218906961e-11,8.525970191363042261e+01,1.395719095853564795e-09
3.352670534106821520e+01,1.819803902696278328e+02,6.075043644054815142e-11,8.525970191361459172e+01,1.447887143513071351e-09
3.353670734146829346e+01,1.819803902696301634e+02,5.514545486030584631e-11,8.525970191359887451e+01,1.501021529293211643e-09
3.354670934186837172e+01,1.819803902696322098e+02,4.950908335162120415e-11,8.525970191358329942e+01,1.554738560116675217e-09
3.355671134226845709e+01,1.819803902696340003e+02,4.386541496833527639e-11,8.525970191356785222e+01,1.608739808034442831e-09
3.356671334266853535e+01,1.819803902696356488e+02,3.823764489798720727e-11,8.525970191355253291e+01,1.662712634242780041e-09
3.357671534306861361e+01,1.819803902696372404e+02,3.264807046179018100e-11,8.525970191353735572e+01,1.716401243356813211e-09
3.358671734346869187e+01,1.819803902696388604e+02,2.711809111464744837e-11,8.525970191352232064e+01,1.769436153153947089e-09
3.359671934386877723e+01,1.819803902696405657e+02,2.166820844514446852e-11,8.525970191350742766e+01,1.821604200813453645e-09
3.360672134426885549e+01,1.819803902696424132e+02,1.631802617556437982e-11,8.525970191349267679e+01,1.872692223514604848e-09
3.361672334466893375e+01,1.819803902696445164e+02,1.108625016186472250e-11,8.525970191347805383e+01,1.922359160744235851e-09
3.362672534506901201e+01,1.819803902696469038e+02,5.990688393692935316e-12,8.525970191346358718e+01,1.970420271391049027e-09
3.363672734546909737e+01,1.819803902696496607e+02,1.048250994379156552e-12,8.525970191344927684e+01,2.016619760070170742e-09
3.364672934586917563e+01,1.819803902696528439e+02,-3.725049779049972444e-12,8.525970191343510862e+01,2.060787096525018569e-09
3.365673134626925389e+01,1.819803902696564819e+02,-8.314099535892361576e-12,8.525970191342108251e+01,2.102680696225434076e-09
3.366673334666933215e+01,1.819803902696606315e+02,-1.270468175175624191e-11,8.525970191340719850e+01,2.142172661478980444e-09
3.367673534706941751e+01,1.819803902696653779e+02,-1.688347776856675727e-11,8.525970191339348503e+01,2.179035618610214442e-09
3.368673734746949577e+01,1.819803902696707496e+02,-2.083806679455403475e-11,8.525970191337991366e+01,2.213127459071984049e-09
3.369673934786957403e+01,1.819803902696767750e+02,-2.455692590427133098e-11,8.525970191336648440e+01,2.244220809188846033e-09
3.370674134826965229e+01,1.819803902696835110e+02,-2.802943003858252100e-11,8.525970191335322568e+01,2.272287247251369990e-09
3.371674334866973766e+01,1.819803902696909574e+02,-3.124585200466786273e-11,8.525970191334010906e+01,2.297170453857688699e-09
3.372674534906981592e+01,1.819803902696991997e+02,-3.419736247601466528e-11,8.525970191332714876e+01,2.318699898751219735e-09
3.373674734946989417e+01,1.819803902697082663e+02,-3.687602999243109256e-11,8.525970191331433057e+01,2.336790316803671885e-09
3.374674934986997243e+01,1.819803902697181286e+02,-3.927482096003701258e-11,8.525970191330168291e+01,2.351370653741469141e-09
3.375675135027005780e+01,1.819803902697288436e+02,-4.138759965126746129e-11,8.525970191328917736e+01,2.362341433581605088e-09
3.376675335067013606e+01,1.819803902697404396e+02,-4.320912820486713663e-11,8.525970191327682812e+01,2.369674234614649322e-09
3.377675535107021432e+01,1.819803902697529452e+02,-4.473506662589921319e-11,8.525970191326462100e+01,2.373226948293449823e-09
3.378675735147029258e+01,1.819803902697663318e+02,-4.596197278573926760e-11,8.525970191325258440e+01,2.373042207182152197e-09
3.379675935187037794e+01,1.819803902697806564e+02,-4.688730242207732062e-11,8.525970191324067571e+01,2.369006324443034828e-09
3.380676135227045620e+01,1.819803902697958620e+02,-4.750940913891540732e-11,8.525970191322893754e+01,2.361147721785528120e-09
3.381676335267053446e+01,1.819803902698120339e+02,-4.782754440657171299e-11,8.525970191321734148e+01,2.349437977500201669e-09
3.382676535307061272e+01,1.819803902698291154e+02,-4.784185756167747115e-11,8.525970191320588754e+01,2.333891302441770677e-09
3.383676735347069808e+01,1.819803902698471063e+02,-4.755339580717768741e-11,8.525970191319458991e+01,2.314536118319665547e-09
3.384676935387077634e+01,1.819803902698660352e+02,-4.696410421233196661e-11,8.525970191318343439e+01,2.291287160005595069e-09
3.385677135427085460e+01,1.819803902698858735e+02,-4.607682571271324621e-11,8.525970191317242097e+01,2.264357590320287272e-09
3.386677335467093286e+01,1.819803902699066214e+02,-4.489530111020852007e-11,8.525970191316156388e+01,2.233619511571305338e-09
3.387677535507101823e+01,1.819803902699282219e+02,-4.342416907301767521e-11,8.525970191315083468e+01,2.199257664869946893e-09
3.388677735547109648e+01,1.819803902699507034e+02,-4.166896613565786040e-11,8.525970191314024760e+01,2.161300471925642341e-09
3.389677935587117474e+01,1.819803902699740377e+02,-3.963612669895697207e-11,8.525970191312980262e+01,2.119790565302537289e-09
3.390678135627125300e+01,1.819803902699981961e+02,-3.733298303005758346e-11,8.525970191311948554e+01,2.074912686111929361e-09
3.391678335667133837e+01,1.819803902700231220e+02,-3.476776526241487662e-11,8.525970191310931057e+01,2.026709466917964164e-09
3.392678535707141663e+01,1.819803902700488152e+02,-3.194960139580287214e-11,8.525970191309926349e+01,1.975294594558363315e-09
3.393678735747149489e+01,1.819803902700752190e+02,-2.888851729630465809e-11,8.525970191308935853e+01,1.920838599289709236e-09
3.394678935787157315e+01,1.819803902701023333e+02,-2.559543669631880066e-11,8.525970191307956725e+01,1.863469378804438747e-09
3.395679135827165851e+01,1.819803902701300728e+02,-2.208218119455515653e-11,8.525970191306990387e+01,1.803300619940273464e-09
3.396679335867173677e+01,1.819803902701584377e+02,-1.836147025604521268e-11,8.525970191306036838e+01,1.740573907227371819e-09
3.397679535907181503e+01,1.819803902701873426e+02,-1.444692121212688691e-11,8.525970191305094659e+01,1.675417138358170632e-09
3.398679735947189329e+01,1.819803902702167591e+02,-1.035304926045441524e-11,8.525970191304163848e+01,1.607972421879821923e-09
3.399679935987197865e+01,1.819803902702466303e+02,-6.095267464993169104e-12,8.525970191303244405e+01,1.538538185741344932e-09
3.400680136027205691e+01,1.819803902702768710e+02,-1.689886756031455618e-12,8.525970191302336332e+01,1.467341803618182894e-09
3.401680336067213517e+01,1.819803902703074527e+02,2.845884069837512398e-12,8.525970191301438206e+01,1.394496962348057423e-09
3.402680536107221343e+01,1.819803902703383187e+02,7.493938349704229749e-12,8.525970191300551448e+01,1.320302089879987761e-09
3.403680736147229879e+01,1.819803902703693836e+02,1.223527155434733204e-11,8.525970191299674639e+01,1.244998770744132344e-09
3.404680936187237705e+01,1.819803902704005623e+02,1.704998128822267429e-11,8.525970191298806355e+01,1.168857011180080008e-09
3.405681136227245531e+01,1.819803902704318261e+02,2.191726728948130923e-11,8.525970191297948020e+01,1.092132606572704390e-09
3.406681336267253357e+01,1.819803902704630616e+02,2.681543142995794549e-11,8.525970191297099632e+01,1.015123984871024732e-09
3.407681536307261894e+01,1.819803902704941834e+02,3.172187771517534204e-11,8.525970191296258349e+01,9.381153631693450734e-10
3.408681736347269720e+01,1.819803902705251630e+02,3.661311228433365822e-11,8.525970191295425593e+01,8.614620128355454654e-10
3.409681936387277545e+01,1.819803902705558585e+02,4.146474341032825107e-11,8.525970191294599942e+01,7.854055183997843415e-10
3.410682136427285371e+01,1.819803902705861844e+02,4.625148149973792672e-11,8.525970191293782818e+01,7.103011512299417518e-10
3.411682336467293908e+01,1.819803902706160841e+02,5.094713909282994880e-11,8.525970191292971379e+01,6.365468152580433525e-10
3.412682536507301734e+01,1.819803902706454437e+02,5.552463086354857417e-11,8.525970191292165623e+01,5.644267275783931836e-10
3.413682736547309560e+01,1.819803902706741496e+02,5.995597361953347707e-11,8.525970191291366973e+01,4.943387921230169013e-10
3.414682936587317386e+01,1.819803902707021166e+02,6.421228630210756119e-11,8.525970191290572586e+01,4.266667019692249596e-10
3.415683136627325922e+01,1.819803902707292309e+02,6.826378998628222643e-11,8.525970191289783884e+01,3.618225719037582166e-10
3.416683336667333748e+01,1.819803902707554073e+02,7.207980788074639584e-11,8.525970191288999445e+01,3.001048298756359145e-10
3.417683536707341574e+01,1.819803902707805037e+02,7.562876532788382827e-11,8.525970191288217848e+01,2.420676992187509313e-10
3.418683736747349400e+01,1.819803902708044063e+02,7.887818980376140860e-11,8.525970191287440514e+01,1.880522404462681152e-10
3.419683936787357936e+01,1.819803902708270016e+02,8.179471091813480872e-11,8.525970191286666022e+01,1.385274117637891322e-10
3.420684136827365762e+01,1.819803902708482042e+02,8.434406041443742402e-11,8.525970191285892952e+01,9.389111710333963856e-11
3.421684336867373588e+01,1.819803902708678436e+02,8.649107216979788635e-11,8.525970191285122723e+01,5.465494723466690630e-11
3.422684536907381414e+01,1.819803902708857777e+02,8.819968219502610534e-11,8.525970191284352495e+01,2.133049292751820758e-11
3.423684736947389951e+01,1.819803902709019496e+02,8.943292863462150144e-11,8.525970191283583688e+01,-5.670131031365599483e-12
3.424684936987397776e+01,1.819803902709161605e+02,9.015295176676375183e-11,8.525970191282813460e+01,-2.584954472695244476e-11
3.425685137027405602e+01,1.819803902709282966e+02,9.032099400332453897e-11,8.525970191282043231e+01,-3.863931397063424811e-11
3.426685337067413428e+01,1.819803902709382157e+02,8.989739988985892984e-11,8.525970191281271582e+01,-4.358469141152454540e-11
3.427685537107421965e+01,1.819803902709457475e+02,8.884161610560697857e-11,8.525970191280497090e+01,-4.008882115158485249e-11
3.428685737147429791e+01,1.819803902709508066e+02,8.711219146349830184e-11,8.525970191279719756e+01,-2.766853413049830124e-11
3.429685937187437617e+01,1.819803902709531656e+02,8.466677691014530626e-11,8.525970191278941002e+01,-5.698552740796003491e-12
3.430686137227445442e+01,1.819803902709531087e+02,8.155753917761689510e-11,8.525970191278157984e+01,2.498268258932512254e-11
3.431686337267453979e+01,1.819803902709516308e+02,7.809058559206167757e-11,8.525970191277377808e+01,6.053824108676053584e-11
3.432686537307461805e+01,1.819803902709489591e+02,7.432103442264840968e-11,8.525970191276599053e+01,1.001723148874589242e-10
3.433686737347469631e+01,1.819803902709452359e+02,7.027981778482969504e-11,8.525970191275821719e+01,1.434727892046794295e-10
3.434686937387477457e+01,1.819803902709405747e+02,6.599704688886778030e-11,8.525970191275048649e+01,1.899707058328203857e-10
3.435687137427485993e+01,1.819803902709350325e+02,6.150201203982897179e-11,8.525970191274279841e+01,2.393818476775777526e-10
3.436687337467493819e+01,1.819803902709287513e+02,5.682318263759652136e-11,8.525970191273513876e+01,2.912656782427802682e-10
3.437687537507501645e+01,1.819803902709217880e+02,5.198820717685149785e-11,8.525970191272752174e+01,3.453948238529847004e-10
3.438687737547509471e+01,1.819803902709142847e+02,4.702391324708537576e-11,8.525970191271994736e+01,4.012576937384437770e-10
3.439687937587518007e+01,1.819803902709063266e+02,4.195630753259329503e-11,8.525970191271241561e+01,4.585416490954230540e-10
3.440688137627525833e+01,1.819803902708979990e+02,3.681057581248856897e-11,8.525970191270494070e+01,5.169056294107576832e-10
3.441688337667533659e+01,1.819803902708893872e+02,3.161108296068102896e-11,8.525970191269752263e+01,5.761364718637196347e-10
3.442688537707541485e+01,1.819803902708805765e+02,2.638137294589135794e-11,8.525970191269016141e+01,6.357936399581376463e-10
3.443688737747550022e+01,1.819803902708716521e+02,2.114416883164387842e-11,8.525970191268284282e+01,6.956497600185684860e-10
3.444688937787557848e+01,1.819803902708626708e+02,1.592137277628131895e-11,8.525970191267560949e+01,7.553921932412777096e-10
3.445689137827565673e+01,1.819803902708537464e+02,1.073406603294261596e-11,8.525970191266841880e+01,8.147367225319612771e-10
3.446689337867573499e+01,1.819803902708449073e+02,5.602508949577660809e-12,8.525970191266129916e+01,8.734843959246063605e-10
3.447689537907581325e+01,1.819803902708362671e+02,5.461409689437003016e-13,8.525970191265426479e+01,9.312941529060481116e-10
3.448689737947589862e+01,1.819803902708278827e+02,-4.416419371398217637e-12,8.525970191264728726e+01,9.879528306555585004e-10
3.449689937987597688e+01,1.819803902708198109e+02,-9.267374439069207725e-12,8.525970191264038078e+01,1.043190422933548689e-09
3.450690138027605514e+01,1.819803902708121086e+02,-1.398974750689364044e-11,8.525970191263354536e+01,1.096836399483436253e-09
3.451690338067613339e+01,1.819803902708048327e+02,-1.856738275288509285e-11,8.525970191262679521e+01,1.148691808339208364e-09
3.452690538107621876e+01,1.819803902707980683e+02,-2.298494526025286270e-11,8.525970191262013032e+01,1.198444010697130580e-09
3.453690738147629702e+01,1.819803902707918155e+02,-2.722792101738962529e-11,8.525970191261353648e+01,1.246050373993057292e-09
3.454690938187637528e+01,1.819803902707861880e+02,-3.128261691789017431e-11,8.525970191260701370e+01,1.291198259423254058e-09
3.455691138227645354e+01,1.819803902707811574e+02,-3.513616076053885901e-11,8.525970191260059039e+01,1.333816612714144867e-09
3.456691338267653890e+01,1.819803902707768373e+02,-3.877650124931519354e-11,8.525970191259423814e+01,1.373692271045001689e-09
3.457691538307661716e+01,1.819803902707732277e+02,-4.219240799338374983e-11,8.525970191258797115e+01,1.410697336723387707e-09
3.458691738347669542e+01,1.819803902707703855e+02,-4.537347150710949921e-11,8.525970191258180364e+01,1.444675490347435698e-09
3.459691938387677368e+01,1.819803902707683392e+02,-4.831010321004757603e-11,8.525970191257570718e+01,1.475527255934139248e-09
3.460692138427685904e+01,1.819803902707671170e+02,-5.099353542694764624e-11,8.525970191256971020e+01,1.503110524936346337e-09
3.461692338467693730e+01,1.819803902707667760e+02,-5.341582138774628180e-11,8.525970191256379849e+01,1.527311610516335350e-09
3.462692538507701556e+01,1.819803902707672876e+02,-5.556983522757877383e-11,8.525970191255797204e+01,1.548102090964675881e-09
3.463692738547709382e+01,1.819803902707687087e+02,-5.744927198677088670e-11,8.525970191255223085e+01,1.565325646879500709e-09
3.464692938587717919e+01,1.819803902707710677e+02,-5.904864761084232183e-11,8.525970191254658914e+01,1.578925434841949027e-09
3.465693138627725745e+01,1.819803902707743646e+02,-6.036329895050198724e-11,8.525970191254103270e+01,1.588873033142590430e-09
3.466693338667733570e+01,1.819803902707785994e+02,-6.138938376165510613e-11,8.525970191253556152e+01,1.595068965798418503e-09
3.467693538707741396e+01,1.819803902707838290e+02,-6.212388070539827967e-11,8.525970191253018982e+01,1.597527443664148450e-09
3.468693738747749933e+01,1.819803902707900249e+02,-6.256458934802119305e-11,8.525970191252488917e+01,1.596191623320919462e-09
3.469693938787757759e+01,1.819803902707972156e+02,-6.271013016100516789e-11,8.525970191251970220e+01,1.591004661349870730e-09
3.470694138827765585e+01,1.819803902708054011e+02,-6.255994452102530778e-11,8.525970191251458630e+01,1.582009190315147862e-09
3.471694338867773411e+01,1.819803902708145529e+02,-6.211429470994915409e-11,8.525970191250956987e+01,1.569190999362035654e-09
3.472694538907781947e+01,1.819803902708246994e+02,-6.137426391483606557e-11,8.525970191250463870e+01,1.552606931909394916e-09
3.473694738947789773e+01,1.819803902708358123e+02,-6.034175622793995842e-11,8.525970191249979280e+01,1.532185933683649637e-09
3.474694938987797599e+01,1.819803902708478915e+02,-5.901949664670599755e-11,8.525970191249503216e+01,1.508055902377236634e-09
3.475695139027805425e+01,1.819803902708609371e+02,-5.741103107377238016e-11,8.525970191249035679e+01,1.480188416280725505e-09
3.476695339067813961e+01,1.819803902708748922e+02,-5.552072631696842294e-11,8.525970191248576668e+01,1.448739794795983471e-09
3.477695539107821787e+01,1.819803902708898136e+02,-5.335377008932045571e-11,8.525970191248126184e+01,1.413667405358864926e-09
3.478695739147829613e+01,1.819803902709056160e+02,-5.091617100904362713e-11,8.525970191247684227e+01,1.375099145661806688e-09
3.479695939187837439e+01,1.819803902709222996e+02,-4.821475859954676443e-11,8.525970191247249375e+01,1.333106069978384767e-09
3.480696139227845975e+01,1.819803902709398358e+02,-4.525718328942955580e-11,8.525970191246823049e+01,1.287844497710466385e-09
3.481696339267853801e+01,1.819803902709581678e+02,-4.205191641249053787e-11,8.525970191246405250e+01,1.239399693986342754e-09
3.482696539307861627e+01,1.819803902709773240e+02,-3.860825020771442949e-11,8.525970191245993135e+01,1.187828502224874683e-09
3.483696739347869453e+01,1.819803902709972192e+02,-3.493629781928141168e-11,8.525970191245589547e+01,1.133344085246790200e-09
3.484696939387877990e+01,1.819803902710178249e+02,-3.104699329656078158e-11,8.525970191245193064e+01,1.076045919035095721e-09
3.485697139427885816e+01,1.819803902710391128e+02,-2.695209159412342482e-11,8.525970191244805108e+01,1.016118744701088872e-09
3.486697339467893642e+01,1.819803902710610259e+02,-2.266416857172427666e-11,8.525970191244421414e+01,9.536762490824912675e-10
3.487697539507901467e+01,1.819803902710835075e+02,-1.819662099431413519e-11,8.525970191244046248e+01,8.889458058547461405e-10
3.488697739547910004e+01,1.819803902711065575e+02,-1.356366653203281126e-11,8.525970191243676766e+01,8.221121561291511171e-10
3.489697939587917830e+01,1.819803902711300623e+02,-8.780343760222660578e-12,8.525970191243312968e+01,7.533031975981430151e-10
3.490698139627925656e+01,1.819803902711539649e+02,-3.862512159409183806e-12,8.525970191242954854e+01,6.828742016296018846e-10
3.491698339667933482e+01,1.819803902711782655e+02,1.173147884686514073e-12,8.525970191242603846e+01,6.108678007876733318e-10
3.492698539707942018e+01,1.819803902712028503e+02,6.309135081153539857e-12,8.525970191242257101e+01,5.376250555855222046e-10
3.493698739747949844e+01,1.819803902712276908e+02,1.152712723387876564e-11,8.525970191241914620e+01,4.633449179891613312e-10
3.494698939787957670e+01,1.819803902712526735e+02,1.680798124156553086e-11,8.525970191241577822e+01,3.882831833834643476e-10
3.495699139827965496e+01,1.819803902712777699e+02,2.213173309772232024e-11,8.525970191241245288e+01,3.127382797174504958e-10
3.496699339867974032e+01,1.819803902713028947e+02,2.747759789066801769e-11,8.525970191240915597e+01,2.369375806665630080e-10
3.497699539907981858e+01,1.819803902713279342e+02,3.282396980351741129e-11,8.525970191240591589e+01,1.612079358892515302e-10
3.498699739947989684e+01,1.819803902713528601e+02,3.814842211420437368e-11,8.525970191240269003e+01,8.579092991567449644e-11
3.499699939987997510e+01,1.819803902713775869e+02,4.342770719546566098e-11,8.525970191239950680e+01,1.099920154956635088e-11
3.500700140028006047e+01,1.819803902714020012e+02,4.863775651485013458e-11,8.525970191239633778e+01,-6.282618869590805843e-11
3.501700340068013872e+01,1.819803902714260175e+02,5.375368063470140967e-11,8.525970191239319718e+01,-1.353299694528686814e-10
3.502700540108021698e+01,1.819803902714495507e+02,5.874976921218221193e-11,8.525970191239008500e+01,-2.062279236270114779e-10
3.503700740148029524e+01,1.819803902714725155e+02,6.359949099925924908e-11,8.525970191238697282e+01,-2.751505689957411960e-10
3.504700940188038061e+01,1.819803902714948265e+02,6.827549384270968620e-11,8.525970191238387486e+01,-3.417568450458929874e-10
3.505701140228045887e+01,1.819803902715163417e+02,7.274960468410710950e-11,8.525970191238079110e+01,-4.056488478454411961e-10
3.506701340268053713e+01,1.819803902715369759e+02,7.699282955984419625e-11,8.525970191237769313e+01,-4.664428843170753680e-10
3.507701540308061539e+01,1.819803902715566437e+02,8.097535360111538272e-11,8.525970191237459517e+01,-5.237978939476306550e-10
3.508701740348070075e+01,1.819803902715752315e+02,8.466654103392703598e-11,8.525970191237149720e+01,-5.772591293862205930e-10
3.509701940388077901e+01,1.819803902715925972e+02,8.803493517908346932e-11,8.525970191236838502e+01,-6.264571084102499299e-10
3.510702140428085727e+01,1.819803902716086554e+02,9.104825845220507564e-11,8.525970191236525864e+01,-6.709370836688322015e-10
3.511702340468093553e+01,1.819803902716232642e+02,9.367341236371665642e-11,8.525970191236210383e+01,-7.102443078110809438e-10
3.512702540508102089e+01,1.819803902716363098e+02,9.587647751885225556e-11,8.525970191235892059e+01,-7.439950877596857026e-10
3.513702740548109915e+01,1.819803902716477069e+02,9.762271361764768895e-11,8.525970191235569473e+01,-7.716494110354688019e-10
3.514702940588117741e+01,1.819803902716572850e+02,9.887655945495105218e-11,8.525970191235245466e+01,-7.928093737064045854e-10
3.515703140628125567e+01,1.819803902716649020e+02,9.960163292041712419e-11,8.525970191234915774e+01,-8.069633850027457811e-10
3.516703340668134103e+01,1.819803902716704727e+02,9.976073099850613941e-11,8.525970191234580398e+01,-8.136566975736059248e-10
3.517703540708141929e+01,1.819803902716738264e+02,9.931582976848766518e-11,8.525970191234240758e+01,-8.123492989398073405e-10
3.518703740748149755e+01,1.819803902716748496e+02,9.822808440443713790e-11,8.525970191233894013e+01,-8.025580200410331599e-10
3.519703940788157581e+01,1.819803902716733717e+02,9.645782917523849973e-11,8.525970191233541584e+01,-7.837428483981057070e-10
3.520704140828166118e+01,1.819803902716692789e+02,9.396457744457984290e-11,8.525970191233182049e+01,-7.554064040959929116e-10
3.521704340868173944e+01,1.819803902716624862e+02,9.072576663247993046e-11,8.525970191232813988e+01,-7.172076266215299256e-10
3.522704540908181770e+01,1.819803902716537323e+02,8.695571824426823085e-11,8.525970191232441664e+01,-6.720028977724723518e-10
3.523704740948189595e+01,1.819803902716434152e+02,8.275784768232858060e-11,8.525970191232066497e+01,-6.211280378920491785e-10
3.524704940988198132e+01,1.819803902716316770e+02,7.817173072426980932e-11,8.525970191231688489e+01,-5.651088486047228798e-10
3.525705141028205958e+01,1.819803902716186315e+02,7.323594577515816633e-11,8.525970191231307638e+01,-5.044427098255255260e-10
3.526705341068213784e+01,1.819803902716044206e+02,6.798807386749768806e-11,8.525970191230926787e+01,-4.396270014694891870e-10
3.527705541108221610e+01,1.819803902715892150e+02,6.246469866124308394e-11,8.525970191230543094e+01,-3.711733143063611351e-10
3.528705741148230146e+01,1.819803902715730715e+02,5.670140644379234352e-11,8.525970191230159401e+01,-2.995363956870278344e-10
3.529705941188237972e+01,1.819803902715561890e+02,5.073278613000329941e-11,8.525970191229777129e+01,-2.251425712529453449e-10
3.530706141228245798e+01,1.819803902715386243e+02,4.459242926216907043e-11,8.525970191229393436e+01,-1.484039557908545248e-10
3.531706341268253624e+01,1.819803902715205197e+02,3.831293001003427558e-11,8.525970191229011164e+01,-6.987477263464825228e-11
3.532706541308262160e+01,1.819803902715020172e+02,3.192588517078642620e-11,8.525970191228628892e+01,1.008970684779342264e-11
3.533706741348269986e+01,1.819803902714831736e+02,2.546189416907423385e-11,8.525970191228249462e+01,9.117684385273605585e-11
3.534706941388277812e+01,1.819803902714641310e+02,1.895055905698026158e-11,8.525970191227871453e+01,1.729034693198627792e-10
3.535707141428285638e+01,1.819803902714450032e+02,1.242048451403901212e-11,8.525970191227496287e+01,2.548432576077175327e-10
3.536707341468294175e+01,1.819803902714258470e+02,5.899277847227945154e-12,8.525970191227122541e+01,3.367830458955722861e-10
3.537707541508302000e+01,1.819803902714067760e+02,-5.864510090141178880e-13,8.525970191226753059e+01,4.182680868325405754e-10
3.538707741548309826e+01,1.819803902713879040e+02,-7.011089492814885320e-12,8.525970191226386419e+01,4.989431090507423505e-10
3.539707941588317652e+01,1.819803902713692878e+02,-1.335002241484980270e-11,8.525970191226024042e+01,5.785665280200191773e-10
3.540708141628325478e+01,1.819803902713510411e+02,-1.957963195834691251e-11,8.525970191225665928e+01,6.567688615177758038e-10
3.541708341668334015e+01,1.819803902713332207e+02,-2.567729767909100299e-11,8.525970191225310657e+01,7.333085250138537958e-10
3.542708541708341841e+01,1.819803902713158834e+02,-3.162139650540652169e-11,8.525970191224961070e+01,8.078160362856579013e-10
3.543708741748349667e+01,1.819803902712991714e+02,-3.739130273818332145e-11,8.525970191224615746e+01,8.800924433671752922e-10
3.544708941788357492e+01,1.819803902712831132e+02,-4.296738805085956105e-11,8.525970191224276107e+01,9.498393183093867265e-10
3.545709141828366029e+01,1.819803902712677655e+02,-4.833102148942957632e-11,8.525970191223942152e+01,1.016857709146279376e-09
3.546709341868373855e+01,1.819803902712532135e+02,-5.346456947242875829e-11,8.525970191223612460e+01,1.080849187928833999e-09
3.547709541908381681e+01,1.819803902712394859e+02,-5.835139579095674005e-11,8.525970191223289874e+01,1.141671646109898575e-09
3.548709741948389507e+01,1.819803902712266961e+02,-6.297586160866160280e-11,8.525970191222972971e+01,1.199012444885738660e-09
3.549709941988398043e+01,1.819803902712148442e+02,-6.732332546174701025e-11,8.525970191222661754e+01,1.252757897418632638e-09
3.550710142028405869e+01,1.819803902712040156e+02,-7.138014325895990435e-11,8.525970191222357641e+01,1.302709051742567681e-09
3.551710342068413695e+01,1.819803902711942101e+02,-7.513366828160927194e-11,8.525970191222059213e+01,1.348752221019822173e-09
3.552710542108421521e+01,1.819803902711855130e+02,-7.857225118355319418e-11,8.525970191221767891e+01,1.390660031574952882e-09
3.553710742148430057e+01,1.819803902711779529e+02,-8.168523999120458512e-11,8.525970191221483674e+01,1.428318796570238192e-09
3.554710942188437883e+01,1.819803902711715295e+02,-8.446298010352224783e-11,8.525970191221206562e+01,1.461614829167956486e-09
3.555711142228445709e+01,1.819803902711663284e+02,-8.689681429202413514e-11,8.525970191220935135e+01,1.490420231675670948e-09
3.556711342268453535e+01,1.819803902711623493e+02,-8.897908270077866422e-11,8.525970191220672234e+01,1.514564473836799152e-09
3.557711542308462072e+01,1.819803902711596209e+02,-9.070312284640758587e-11,8.525970191220416439e+01,1.534104399070201907e-09
3.558711742348469897e+01,1.819803902711581713e+02,-9.206326961808184864e-11,8.525970191220166328e+01,1.548855266264581587e-09
3.559711942388477723e+01,1.819803902711580008e+02,-9.305485527752852642e-11,8.525970191219924743e+01,1.558760232001077384e-09
3.560712142428485549e+01,1.819803902711591093e+02,-9.367420945902611391e-11,8.525970191219690264e+01,1.563847717989119701e-09
3.561712342468494086e+01,1.819803902711615535e+02,-9.391865916940530205e-11,8.525970191219462890e+01,1.564018248245702125e-09
3.562712542508501912e+01,1.819803902711653052e+02,-9.378652878804921070e-11,8.525970191219244043e+01,1.559271822770824656e-09
