t,v,I,T_c,dv_dt,dv_dt_noisy
2.361472294458891952e+00,-8.372506502099086556e-13,-2.400135038266389575e-11,1.551975955691377584e-01,8.085641627956453689e-11,-1.157495777129596143e-02
2.362072414482896399e+00,-1.296330651151777273e-12,-3.716173284477745409e-11,1.551966642000846275e-01,1.251914804407504820e-10,1.326455655470552275e-01
2.362672534506901290e+00,-1.756234986983269936e-12,-5.034574640428442031e-11,1.551957328366208311e-01,1.696061536977920311e-10,4.497328687499079630e-02
2.363272654530906181e+00,-2.213067653671077477e-12,-6.344170485412394423e-11,1.551948014787463137e-01,2.137241844383004898e-10,1.536914659989017384e-01
2.363872774554911071e+00,-2.662720143856541176e-12,-7.633183018399757027e-11,1.551938701264610476e-01,2.571487988129251138e-10,8.542395734376534433e-02
2.364472894578915962e+00,-3.100871446855276125e-12,-8.889225258035600262e-11,1.551929387797649773e-01,2.994627007353120729e-10,-9.692122647202883190e-02
2.365073014602920409e+00,-3.522988048656925057e-12,-1.009930104263958353e-10,1.551920074386581028e-01,3.402280718820881399e-10,-2.089185047448693586e-02
2.365673134626925300e+00,-3.924323931926354276e-12,-1.124980503020915405e-10,1.551910761031403962e-01,3.789865716929717143e-10,-8.695135887727768742e-02
2.366273254650930191e+00,-4.299920576001744850e-12,-1.232652269841412890e-10,1.551901447732117745e-01,4.152593373705892133e-10,-3.406238204995641616e-02
2.366873374674935082e+00,-4.644606956895943641e-12,-1.331463034460051545e-10,1.551892134488722375e-01,4.485469838806049914e-10,-5.419393429322973826e-02
2.367473494698939973e+00,-4.952999547296075160e-12,-1.419869508578948652e-10,1.551882821301217574e-01,4.783296039516852029e-10,-2.589914884241715717e-02
2.368073614722944420e+00,-5.219502316563436554e-12,-1.496267485867685433e-10,1.551873508169602789e-01,5.040667680754836359e-10,1.331681698561573701e-01
2.368673734746949311e+00,-5.438306730734093762e-12,-1.558991841963532322e-10,1.551864195093878018e-01,5.251975245067093351e-10,-5.802229630124304538e-02
2.369273854770954202e+00,-5.603391752517898422e-12,-1.606316534471097163e-10,1.551854882074042430e-01,5.411403992630186542e-10,-1.223605667150974990e-01
2.369873974794959093e+00,-5.708523841299158349e-12,-1.636454602962568444e-10,1.551845569110096301e-01,5.512933961250893922e-10,-6.603574801577727360e-02
2.370474094818963984e+00,-5.747256953136514741e-12,-1.647558168977659730e-10,1.551836256202038800e-01,5.550339966366054903e-10,-5.060885722886872273e-02
2.371074214842968431e+00,-5.712932540762980154e-12,-1.637718436023614309e-10,1.551826943349869647e-01,5.517191601042588933e-10,-6.109015871126634994e-02
2.371674334866973322e+00,-5.598679553585689694e-12,-1.604965689575152977e-10,1.551817630553588567e-01,5.406853235977300074e-10,-1.969761894850700218e-02
2.372274454890978213e+00,-5.397414437686187791e-12,-1.547269297074547714e-10,1.551808317813195559e-01,5.212484019497126191e-10,-4.577288060723092716e-02
2.372874574914983103e+00,-5.107677582659725709e-12,-1.464210834504023591e-10,1.551799005128690068e-01,4.932674352443697733e-10,1.087709449014153812e-01
2.373474694938987994e+00,-4.776480547607461841e-12,-1.369267043964039194e-10,1.551789692500071260e-01,4.612825054809223694e-10,8.879293031961693616e-02
2.374074814962992441e+00,-4.420122976629091879e-12,-1.267110522063166882e-10,1.551780379927339693e-01,4.268677300155570086e-10,-7.870618639500812086e-02
2.374674934986997332e+00,-4.043923959277306216e-12,-1.159266084165722671e-10,1.551771067410494254e-01,3.905367929951843416e-10,9.621469700206131126e-02
2.375275055011002223e+00,-3.652949690374643592e-12,-1.047186048683926086e-10,1.551761754949534944e-01,3.527789555870849191e-10,1.379351076666784082e-01
2.375875175035007114e+00,-3.252013470012449449e-12,-9.322502370776013418e-11,1.551752442544461486e-01,3.140590559788077589e-10,-1.560487018378011728e-03
2.376475295059012005e+00,-2.845675703551133615e-12,-8.157659738542510152e-11,1.551743130195273601e-01,2.748175093781958850e-10,-8.631090285060313838e-02
2.377075415083016452e+00,-2.438243901620467569e-12,-6.989680865691412178e-11,1.551733817901970458e-01,2.354703080134148135e-10,4.182139324880299047e-02
2.377675535107021343e+00,-2.033772680118378410e-12,-5.830189058249570231e-11,1.551724505664552334e-01,1.964090211328361790e-10,-9.627372350397881209e-03
2.378275655131026234e+00,-1.636063760212765583e-12,-4.690082652723207479e-11,1.551715193483018673e-01,1.580007950052128378e-10,3.213157884212983900e-02
2.378875775155031125e+00,-1.248665968340286765e-12,-3.579535016094469914e-11,1.551705881357369199e-01,1.205883529195621071e-10,-1.076524945180540177e-01
2.379475895179036016e+00,-8.748752362066624009e-13,-2.507994545822274214e-11,1.551696569287603078e-01,8.448999518519484444e-11,2.083685710265331392e-01
2.380076015203040463e+00,-5.177346007869350103e-13,-1.484184669843071592e-11,1.551687257273720866e-01,4.999959913174074230e-11,-2.097422729884434664e-02
2.380676135227045354e+00,-1.800342043244170320e-13,-5.161038465678079117e-12,1.551677945315721452e-01,1.738661910904628060e-11,5.187439520630516415e-02
2.381276255251050245e+00,1.356887056677089349e-13,3.889744351134634953e-12,1.551668633413604836e-01,-1.310391351267017025e-11,-6.059048542618292871e-02
2.381876375275055135e+00,4.271497764074725750e-13,1.224501655834701846e-11,1.551659321567370742e-01,-4.125139034292327860e-11,1.468529055262741273e-02
2.382476495299060026e+00,6.923175498438436301e-13,1.984654265753093087e-11,1.551650009777018613e-01,-6.685962597093433987e-11,-2.301196206949490120e-01
2.383076615323064473e+00,9.294134626565606467e-13,2.664333684548566508e-11,1.551640698042548172e-01,-8.975685796561485576e-11,-1.308195943276398154e-01
2.383676735347069364e+00,1.136911846256813562e-12,3.259166301425738622e-11,1.551631386363959419e-01,-1.097957468756322628e-10,-2.477868815907426359e-01
2.384276855371074255e+00,1.313539926786199226e-12,3.765503475110914627e-11,1.551622074741251522e-01,-1.268533762293089323e-10,9.851861691568745971e-02
2.384876975395079146e+00,1.458277825117434685e-12,4.180421533854161537e-11,1.551612763174424481e-01,-1.408312525346915825e-10,-1.390916774023108760e-01
2.385477095419084037e+00,1.570358556854173002e-12,4.501721775428754997e-11,1.551603451663477740e-01,-1.516553052795331190e-10,-1.559447568686448682e-01
2.386077215443088484e+00,1.649268032330960446e-12,4.727930467131050039e-11,1.551594140208411299e-01,-1.592758869312881766e-10,1.129106075754394006e-01
2.386677335467093375e+00,1.694745056613444094e-12,4.858298845781119565e-11,1.551584828809224326e-01,-1.636677729371342371e-10,-4.886435053990156180e-02
2.387277455491098266e+00,1.706781329498018017e-12,4.892803117721681592e-11,1.551575517465916820e-01,-1.648301617239361648e-10,-1.626215566407211710e-02
2.387877575515103157e+00,1.685621445512088238e-12,4.832144458818910926e-11,1.551566206178488505e-01,-1.627866746982728572e-10,1.080059068246027459e-01
2.388477695539108048e+00,1.631762893914000835e-12,4.677749014462178083e-11,1.551556894946938825e-01,-1.575853562464292051e-10,4.981188980974254887e-02
2.389077815563112495e+00,1.545956058693100914e-12,4.431767899564297442e-11,1.551547583771267502e-01,-1.492986737344034604e-10,3.215955634309463490e-02
2.389677935587117386e+00,1.429204218569487037e-12,4.097077198560720745e-11,1.551538272651474260e-01,-1.380235175078812833e-10,6.650024027161682838e-02
2.390278055611122277e+00,1.282763546994365845e-12,3.677277965410648620e-11,1.551528961587558819e-01,-1.238812008922720342e-10,-1.938050936536108437e-01
2.390878175635127167e+00,1.108143112149821833e-12,3.176696223596309383e-11,1.551519650579520904e-01,-1.070174601926853291e-10,1.305630419383572716e-01
2.391478295659131614e+00,9.071048769490483867e-13,2.600382966123672484e-11,1.551510339627359680e-01,-8.760245469395418706e-11,1.342332009049972685e-01
2.392078415683136505e+00,6.816636990357136564e-13,1.954114155520551157e-11,1.551501028731075427e-01,-6.583076666057248813e-11,1.863283031583811977e-01
2.392678535707141396e+00,4.340873307848596358e-13,1.244390723839283005e-11,1.551491717890667588e-01,-4.192140133678357176e-11,-2.082046217489959550e-01
2.393278655731146287e+00,1.668964193023342821e-13,4.784385726550213541e-12,1.551482407106135608e-01,-1.611778694652402751e-11,-8.350973160880781343e-02
2.393878775755151178e+00,-1.171354935750865076e-13,-3.357914269339209492e-12,1.551473096377479488e-01,1.131222530656481338e-11,-5.463953819509369259e-02
2.394478895779155625e+00,-4.149819712794662512e-13,-1.189623434305277961e-11,1.551463785704698672e-01,4.007636123911179273e-11,1.724456063712477838e-01
2.395079015803160516e+00,-7.233636825125762601e-13,-2.073656639315552583e-11,1.551454475087793161e-01,6.985792368810448866e-11,5.848988496417645289e-02
2.395679135827165407e+00,-1.038748401244624172e-12,-2.977765262296059018e-11,1.551445164526762122e-01,1.003157925107601399e-10,1.794944132966101724e-01
2.396279255851170298e+00,-1.357351006715080323e-12,-3.891098554055618864e-11,1.551435854021605276e-01,1.310844245846119619e-10,4.730421754435107373e-02
2.396879375875175189e+00,-1.675133483432470953e-12,-4.802080795879717129e-11,1.551426543572322625e-01,1.617738538074842227e-10,-6.190403325172111337e-02
2.397479495899179636e+00,-1.987804921174165759e-12,-5.698411299530073134e-11,1.551417233178913890e-01,1.919696910974753445e-10,-1.276710793577573166e-01
2.398079615923184527e+00,-2.290821514987274134e-12,-6.567064407247088447e-11,1.551407922841378240e-01,2.212331243930418880e-10,-5.473254053830134414e-02
2.398679735947189418e+00,-2.579386565187296566e-12,-7.394289491745924240e-11,1.551398612559715673e-01,2.491009186528673150e-10,1.423888202830339844e-01
2.399279855971194308e+00,-2.848450477359017241e-12,-8.165610956219336970e-11,1.551389302333925913e-01,2.750854158559537538e-10,-8.277477467622755547e-02
2.399879975995199199e+00,-3.092710762356263729e-12,-8.865828234336702556e-11,1.551379992164008403e-01,2.986745350015928931e-10,-1.756075966489452078e-01
2.400480096019203646e+00,-3.306612036301827417e-12,-9.479015790243876802e-11,1.551370682049963146e-01,3.193317721093601393e-10,3.070186831547437600e-02
2.401080216043208537e+00,-3.484346020587961914e-12,-9.988523118564670099e-11,1.551361371991789306e-01,3.364962002191638862e-10,1.398193384527266214e-01
2.401680336067213428e+00,-3.619851541875555874e-12,-1.037697474439850418e-10,1.551352061989486886e-01,3.495824693911656401e-10,2.463404086688046057e-01
2.402280456091218319e+00,-3.706814532094685928e-12,-1.062627022332184029e-10,1.551342752043055606e-01,3.579808067058308912e-10,1.278190867460022029e-01
2.402880576115223210e+00,-3.738668028444534292e-12,-1.071758414138812235e-10,1.551333442152494912e-01,3.610570162639246160e-10,9.974411834590632409e-02
2.403480696139227657e+00,-3.708592173393350392e-12,-1.063136611512750547e-10,1.551324132317804527e-01,3.581524791865037811e-10,-1.760850621227006696e-01
2.404080816163232548e+00,-3.609514214678353126e-12,-1.034734079154672421e-10,1.551314822538984450e-01,3.485841536149117594e-10,-3.510681110115555781e-02
2.404680936187237439e+00,-3.435088837729113068e-12,-9.847318152978094635e-11,1.551305512816033572e-01,3.317392490520511244e-10,-3.517947520868254518e-02
2.405281056211242330e+00,-3.220033898686865108e-12,-9.230823379790229312e-11,1.551296203148952169e-01,3.109705977802761264e-10,1.623736799141598658e-02
2.405881176235247221e+00,-2.987439019281507245e-12,-8.564047152945348970e-11,1.551286893537739964e-01,2.885080501755124420e-10,-9.059202800507054620e-02
2.406481296259251668e+00,-2.740869959886352199e-12,-7.857211380060799582e-11,1.551277583982396402e-01,2.646959648271556913e-10,8.187704641672287342e-02
2.407081416283256559e+00,-2.483724838884803954e-12,-7.120057392158615256e-11,1.551268274482921206e-01,2.398625105210113935e-10,1.279194963124188622e-01
2.407681536307261450e+00,-2.219234132671454335e-12,-6.361845943668666698e-11,1.551258965039313820e-01,2.143196662394007168e-10,1.336995674856651661e-02
2.408281656331266340e+00,-1.950460675651362058e-12,-5.591357212426592611e-11,1.551249655651574244e-01,1.883632211610909179e-10,-2.679352686001035960e-02
2.408881776355271231e+00,-1.680299660240227815e-12,-4.816890799674305049e-11,1.551240346319701924e-01,1.622727746613123763e-10,2.124698233293150981e-02
2.409481896379275678e+00,-1.411478636864595619e-12,-4.046265730060563922e-11,1.551231037043696859e-01,1.363117363117778011e-10,4.022353325372397814e-02
2.410082016403280569e+00,-1.146557513961055913e-12,-3.286820451638690617e-11,1.551221727823558216e-01,1.107273258806055091e-10,8.154982903441745923e-02
2.410682136427285460e+00,-8.879285579774411061e-13,-2.545412835869994981e-11,1.551212418659285996e-01,8.575057333243461060e-11,-8.422117603532251751e-02
2.411282256451290351e+00,-6.378163933720280796e-13,-1.828420177621500573e-11,1.551203109550879644e-01,6.159631882834835234e-11,1.467744135217523838e-01
2.411882376475295242e+00,-3.982780026137383170e-13,-1.141739195166502369e-11,1.551193800498338882e-01,3.846321272589313009e-11,5.354661838941562196e-03
2.412482496499299689e+00,-1.712027261822986557e-13,-4.907860301850333381e-12,1.551184491501663709e-01,1.653371557909406281e-11,-1.564993197248780443e-02
2.413082616523304580e+00,4.168773743241948896e-14,1.195037522380238534e-12,1.551175182560853294e-01,-4.025901861608617879e-12,7.092971249902796371e-02
2.413682736547309471e+00,2.388393317293903811e-13,6.846751636100494635e-12,1.551165873675907636e-01,-2.306555864926227540e-11,-6.837658462427254058e-02
2.414282856571314362e+00,4.188656421971205892e-13,1.200753792032652522e-11,1.551156564846826458e-01,-4.045136364046808468e-11,8.941097550720331077e-02
2.414882976595319253e+00,5.805478963134664245e-13,1.664245802201151259e-11,1.551147256073608927e-01,-5.606561549536348362e-11,2.165373792185402158e-01
2.415483096619323700e+00,7.228349635455491228e-13,2.072137935404310730e-11,1.551137947356255320e-01,-6.980680267761361862e-11,4.515745588329522081e-02
2.416083216643328591e+00,8.448433553501510674e-13,2.421897509525517676e-11,1.551128638694764805e-01,-8.158960345445034962e-11,2.202271910192587015e-02
2.416683336667333482e+00,9.458572251730897485e-13,2.711472419040951672e-11,1.551119330089137383e-01,-9.134488589661116806e-11,-4.647177625465728074e-02
2.417283456691338372e+00,1.025328368449650741e-12,2.939291135020818151e-11,1.551110021539372497e-01,-9.901970787838076909e-11,1.509521896198251500e-01
2.417883576715343263e+00,1.082876222604473807e-12,3.104262705129070517e-11,1.551100713045470147e-01,-1.045773170775810867e-10,1.147024049331262785e-01
2.418483696739347710e+00,1.118287867051538351e-12,3.205776753623327429e-11,1.551091404607429503e-01,-1.079971509755690448e-10,-1.505529840849469114e-01
2.419083816763352601e+00,1.131518023194252283e-12,3.243703481355128711e-11,1.551082096225250562e-01,-1.092748368572451650e-10,9.857128539604301243e-02
2.419683936787357492e+00,1.122689054425290455e-12,3.218393665769501079e-11,1.551072787898933047e-01,-1.084221918110385483e-10,-6.620893118229412289e-02
2.420284056811362383e+00,1.092090966126719066e-12,3.130678660905276094e-11,1.551063479628476405e-01,-1.054672227289180934e-10,-1.173872850207312718e-01
2.420884176835367274e+00,1.040181405669958498e-12,2.981870397395017778e-11,1.551054171413880356e-01,-1.004541263063896278e-10,-7.013358180437219772e-03
2.421484296859371721e+00,9.675856624158511749e-13,2.773761382465200977e-11,1.551044863255144624e-01,-9.344328904250211143e-11,-6.625522914504361482e-02
2.422084416883376612e+00,8.750966677144240686e-13,2.508624699935523770e-11,1.551035555152268930e-01,-8.451128723982455310e-11,1.164564191227685924e-01
2.422684536907381503e+00,7.636749949052126264e-13,2.189214010219845797e-11,1.551026247105252720e-01,-7.375088700447752106e-11,-1.263914031811708971e-01
2.423284656931386394e+00,6.344488593170612443e-13,1.818763550325640253e-11,1.551016939114095716e-01,-6.127104424611433749e-11,-1.292559999017541539e-01
2.423884776955391285e+00,4.887141182681814289e-13,1.400988133854085659e-11,1.551007631178797919e-01,-4.719690467792517564e-11,-9.511911663408921525e-02
2.424484896979395732e+00,3.279342710662503482e-13,9.400831510004561796e-12,1.550998323299358495e-01,-3.166980381664880191e-11,-1.431011441513370570e-02
2.425085017003400623e+00,1.537404590079467537e-13,4.407245685526856939e-12,1.550989015475777721e-01,-1.484726698252554934e-11,5.888140191304663817e-02
2.425685137027405514e+00,-3.206853462034462299e-14,-9.193107010654615877e-13,1.550979707708054489e-01,3.096990700633246052e-12,-1.094135951048690741e-01
2.426285257051410404e+00,-2.275262845429939167e-13,-6.522466450011374688e-12,1.550970399996189075e-01,2.197306430548982742e-11,-7.294247920324042900e-02
2.426885377075415295e+00,-4.304987234950126336e-13,-1.234104459561297807e-11,1.550961092340180925e-01,4.157485910117022985e-11,-1.576061302527467511e-01
2.427485497099419742e+00,-6.386841422219175382e-13,-1.830906240623067426e-11,1.550951784740029760e-01,6.168009055324934910e-11,-2.036855468298017641e-02
2.428085617123424633e+00,-8.496131894803078216e-13,-2.435573138430045293e-11,1.550942477195735025e-01,8.205028432380810918e-11,-1.030421759707013524e-01
2.428685737147429524e+00,-1.060648872036987030e-12,-3.040545726630851969e-11,1.550933169707296722e-01,1.024307762713482999e-10,2.166897428380309409e-01
2.429285857171434415e+00,-1.268986554669542253e-12,-3.637784002280783974e-11,1.550923862274714293e-01,1.225507124508483597e-10,1.921570391441948522e-01
2.429885977195439306e+00,-1.471653960166201950e-12,-4.218767385841383392e-11,1.550914554897987463e-01,1.421230491137492170e-10,-9.403621331410105810e-02
2.430486097219443753e+00,-1.665511169325715189e-12,-4.774494721180139310e-11,1.550905247577115675e-01,1.608445527079435625e-10,1.299234777477134214e-02
2.431086217243448644e+00,-1.847250620957883979e-12,-5.295484275571990318e-11,1.550895940312099208e-01,1.783957998778268497e-10,4.120696831895821755e-02
2.431686337267453535e+00,-2.013397111882738917e-12,-5.771773739696947651e-11,1.550886633102937229e-01,1.944411774642172272e-10,-5.552836049310739402e-02
2.432286457291458426e+00,-2.160307796931079202e-12,-6.192920227641626125e-11,1.550877325949629182e-01,2.086288825044075985e-10,-4.008978279519806454e-02
2.432886577315463317e+00,-2.284172188944367614e-12,-6.548000276899086452e-11,1.550868018852175345e-01,2.205909222321581780e-10,6.308471084886918545e-02
2.433486697339467764e+00,-2.381012158774626721e-12,-6.825609848368269786e-11,1.550858711810575163e-01,2.299431140776811621e-10,-2.814424272083605044e-02
2.434086817363472655e+00,-2.446681935284757549e-12,-7.013864326355182919e-11,1.550849404824828082e-01,2.362850856676769183e-10,-3.116346473863757655e-02
2.434686937387477546e+00,-2.476868105348057734e-12,-7.100398518571341498e-11,1.550840097894934100e-01,2.392002748252839925e-10,-4.092140901606764261e-03
2.435287057411482436e+00,-2.467089613848545849e-12,-7.072366656134789788e-11,1.550830791020892385e-01,2.382559295701120927e-10,1.225477292959668979e-01
2.435887177435486883e+00,-2.412697763680967466e-12,-6.916442393570117469e-11,1.550821484202703215e-01,2.330031081182429684e-10,-2.717888841201355696e-02
2.436487297459491774e+00,-2.308876215750548376e-12,-6.618818808807593684e-11,1.550812177440365758e-01,2.229766788822028545e-10,3.770884209575543766e-02
2.437087417483496665e+00,-2.164249112432206414e-12,-6.204218609468026414e-11,1.550802870733880012e-01,2.090095073611998306e-10,2.282574223222544677e-02
2.437687537507501556e+00,-1.996259778772528930e-12,-5.722646314169893993e-11,1.550793564083245424e-01,1.927861600024315432e-10,7.046918037562086012e-02
2.438287657531506447e+00,-1.808502497559554708e-12,-5.184405591433075304e-11,1.550784257488461715e-01,1.746537498328980834e-10,-2.048196425717797864e-02
2.438887777555510894e+00,-1.604378447088221643e-12,-4.599246540329273055e-11,1.550774950949528885e-01,1.549407410703270166e-10,-5.025118433398866047e-02
2.439487897579515785e+00,-1.387142951724459300e-12,-3.976501142983849003e-11,1.550765644466445825e-01,1.339615122853445754e-10,-6.987886378810170829e-02
2.440088017603520676e+00,-1.159905481906099496e-12,-3.325083264578426988e-11,1.550756338039213089e-01,1.120163564015637541e-10,2.276543596305375186e-02
2.440688137627525567e+00,-9.256296541422803555e-13,-2.653488653349193982e-11,1.550747031667829567e-01,8.939148069552687169e-11,1.295506589488591188e-02
2.441288257651530458e+00,-6.871332310135917089e-13,-1.969794940587312386e-11,1.550737725352295537e-01,6.635900679671953029e-11,-2.669546430891092323e-02
2.441888377675534905e+00,-4.470881211722540215e-13,-1.281661640639433788e-11,1.550728419092610166e-01,4.317697068758790201e-11,2.124181921771118101e-02
2.442488497699539796e+00,-2.080203793414049087e-13,-5.963301509056484582e-12,1.550719112888773454e-01,2.008932270346969492e-11,2.356233286673966587e-01
2.443088617723544687e+00,2.768979368383114319e-14,7.937624815743469501e-13,1.550709806740785124e-01,-2.674072467302228088e-12,7.792283501586984296e-02
2.443688737747549578e+00,2.578080510370564624e-13,7.390523930387496134e-12,1.550700500648644620e-01,-2.489743578346909493e-11,-1.844668875428917554e-01
2.444288857771554468e+00,4.802458997804184384e-13,1.376711237172245116e-11,1.550691194612351664e-01,-4.637907385082854983e-11,1.293488811520747406e-01
2.444888977795558915e+00,6.930607009044625033e-13,1.986783850936458384e-11,1.550681888631905703e-01,-6.693137892222033274e-11,1.347845173257670830e-02
2.445489097819563806e+00,8.944556693287480745e-13,2.564119421656286936e-11,1.550672582707306735e-01,-8.638082889758588647e-11,-1.025402336155578908e-01
2.446089217843568697e+00,1.082779873900907475e-12,3.103985253600293831e-11,1.550663276838554483e-01,-1.045679873238776075e-10,1.335663533703900507e-01
2.446689337867573588e+00,1.256528237397281264e-12,3.602066767982519706e-11,1.550653971025648392e-01,-1.213475033951198666e-10,-8.769143100170486566e-03
2.447289457891578479e+00,1.414341536522756272e-12,4.054467502962030417e-11,1.550644665268588185e-01,-1.365881119523937775e-10,1.009097865117446341e-01
2.447889577915582926e+00,1.555006401910674323e-12,4.457709113642636570e-11,1.550635359567373306e-01,-1.501726334838278129e-10,-6.218325780840462669e-02
2.448489697939587817e+00,1.677455318123225628e-12,4.808731372074046406e-11,1.550626053922003755e-01,-1.619979741246365920e-10,1.048946194033424234e-01
2.449089817963592708e+00,1.780766623650831227e-12,5.104892167250079606e-11,1.550616748332479256e-01,-1.719751256570605350e-10,-2.901604652405113949e-02
2.449689937987597599e+00,1.864164510912574352e-12,5.343967505109889966e-11,1.550607442798798974e-01,-1.800291655104075580e-10,9.492037487028391618e-02
2.450290058011602490e+00,1.927019026256081681e-12,5.524151508537665550e-11,1.550598137320963188e-01,-1.860992567610423197e-10,8.111474050156097793e-02
2.450890178035606937e+00,1.968846069957503949e-12,5.644056417362534332e-11,1.550588831898971065e-01,-1.901386481323835333e-10,-1.160157939917527692e-01
2.451490298059611828e+00,1.989307396221629042e-12,5.702712588358905414e-11,1.550579526532822605e-01,-1.921146739949152105e-10,3.597462580325129500e-02
2.452090418083616719e+00,1.988210613181687315e-12,5.699568495245918430e-11,1.550570221222517253e-01,-1.920087543661681799e-10,4.623089157816225037e-02
2.452690538107621609e+00,1.965509182899499423e-12,5.634490728687841631e-11,1.550560915968055009e-01,-1.898163949107335796e-10,-6.784895473428213288e-03
2.453290658131626500e+00,1.921302421365434313e-12,5.507763996293973651e-11,1.550551610769435040e-01,-1.855471869402594715e-10,-1.789809831211210400e-01
2.453890778155630947e+00,1.855835498498460114e-12,5.320091122618788270e-11,1.550542305626657347e-01,-1.792248074134556748e-10,2.724804076433702191e-02
2.454490898179635838e+00,1.769499438145942191e-12,5.072593049161352799e-11,1.550533000539721373e-01,-1.708870189360741466e-10,-3.284321283016940207e-02
2.455091018203640729e+00,1.662831118083935565e-12,4.766808834366138459e-11,1.550523695508627120e-01,-1.605856697609366922e-10,1.187024098764663943e-01
2.455691138227645620e+00,1.536513270016995080e-12,4.404695653622547339e-11,1.550514390533374032e-01,-1.483866937879180597e-10,-1.073156554540861674e-01
2.456291258251650511e+00,1.391374479578231954e-12,3.988628799264969260e-11,1.550505085613961553e-01,-1.343701105639493779e-10,9.738393502306959271e-02
2.456891378275654958e+00,1.228389186329426054e-12,3.521401680573226391e-11,1.550495780750389962e-01,-1.186300252830313656e-10,1.278612567367978792e-02
2.457491498299659849e+00,1.048677683760527899e-12,3.006225823771053299e-11,1.550486475942658149e-01,-1.012746287861842997e-10,2.534030501662010715e-01
2.458091618323664740e+00,8.535061192904191938e-13,2.446730872028267010e-11,1.550477171190766390e-01,-8.242619756152146645e-11,-1.016784503634141634e-01
2.458691738347669631e+00,6.442864942663869548e-13,1.846964585459385355e-11,1.550467866494714408e-01,-6.222109374420077156e-11,9.469019219645638530e-02
2.459291858371674522e+00,4.225766639642729542e-13,1.211392841123884174e-11,1.550458561854501094e-01,-4.080976511643577110e-11,-5.438881762130982900e-02
2.459891978395678969e+00,1.900803375886607227e-13,5.448996330268706923e-12,1.550449257270127001e-01,-1.835674510751646432e-11,-9.580769871609583210e-02
2.460492098419683860e+00,-5.135292172786802405e-14,-1.472129278831136782e-12,1.550439952741591298e-01,4.959347206263814956e-12,1.066797683633554095e-01
2.461092218443688751e+00,-2.997276969236444799e-13,-8.592246137109797800e-12,1.550430648268893707e-01,2.894580710150339811e-11,5.940879602688541039e-02
2.461692338467693641e+00,-5.529027170086385506e-13,-1.584997079617109547e-11,1.550421343852033951e-01,5.339584420776113479e-11,1.039530127092415795e-01
2.462292458491698532e+00,-8.085908570642565015e-13,-2.317973863816859050e-11,1.550412039491011751e-01,7.808858250753855362e-11,-1.618551361848790393e-01
2.462892578515702979e+00,-1.064359138243186467e-12,-3.051180387580047326e-11,1.550402735185826830e-01,1.027890603362634737e-10,-1.207491879075352076e-01
2.463492698539707870e+00,-1.317628727770117387e-12,-3.777223955233075379e-11,1.550393430936478634e-01,1.272482303823607219e-10,5.803171139444618376e-02
2.464092818563712761e+00,-1.565674938940645457e-12,-4.488293754155678856e-11,1.550384126742966884e-01,1.512029596871442736e-10,-8.552858960712565739e-02
2.464692938587717652e+00,-1.805627231121984984e-12,-5.176160854783130407e-11,1.550374822605291303e-01,1.743760296448889773e-10,1.313091883205525501e-01
2.465293058611722543e+00,-2.034469209752804609e-12,-5.832178210605676176e-11,1.550365518523451613e-01,1.964761360028131591e-10,1.661822577269297663e-01
2.465893178635726990e+00,-2.249038626343099675e-12,-6.447280658168128023e-11,1.550356214497447260e-01,2.171978888610652965e-10,-1.327298440010736894e-02
2.466493298659731881e+00,-2.446027378474735265e-12,-7.011984917071557306e-11,1.550346910527278244e-01,2.362218126727791556e-10,2.949488301204645970e-03
2.467093418683736772e+00,-2.621981509800607310e-12,-7.516389589970702832e-11,1.550337606612944008e-01,2.532143462439892376e-10,2.547153323822608402e-03
2.467693538707741663e+00,-2.773301210045199563e-12,-7.950175162575726680e-11,1.550328302754444276e-01,2.678278427336874146e-10,-2.929660254179540860e-02
2.468293658731746554e+00,-2.896240815004431729e-12,-8.302604003651757956e-11,1.550318998951778493e-01,2.797005696538082476e-10,-3.785022804999838789e-03
2.468893778755751001e+00,-2.986908806545653415e-12,-8.562520365018723483e-11,1.550309695204946936e-01,2.884567088692250054e-10,-2.330535714901458416e-02
2.469493898779755892e+00,-3.041267812607826279e-12,-8.718350381552118108e-11,1.550300391513948495e-01,2.937063565977725156e-10,4.280065047871611794e-02
2.470094018803760783e+00,-3.055134607201184359e-12,-8.758102071181798833e-11,1.550291087878783169e-01,2.950455234102094758e-10,-3.335092780530048845e-02
2.470694138827765673e+00,-3.024180110407443287e-12,-8.669365334892752538e-11,1.550281784299450960e-01,2.920561342302422356e-10,-5.212503973951895103e-02
2.471294258851770564e+00,-2.943929388379824527e-12,-8.439311956725062379e-11,1.550272480775951034e-01,2.843060283345246930e-10,-3.000430088008414903e-02
2.471894378875775011e+00,-2.809761653343078798e-12,-8.054695603773989214e-11,1.550263177308283391e-01,2.713489593526614478e-10,-6.122653606834795037e-02
2.472494498899779902e+00,-2.624765044492542122e-12,-7.524369024304642189e-11,1.550253873896447199e-01,2.534831608319795026e-10,-8.061828807912185119e-03
2.473094618923784793e+00,-2.399024557574615463e-12,-6.877242730360252755e-11,1.550244570540442735e-01,2.316825782464324043e-10,5.392134359777780994e-02
2.473694738947789684e+00,-2.138071869499482650e-12,-6.129174277883343072e-11,1.550235267240269443e-01,2.064814257168261200e-10,2.056164499368788590e-01
