t,theta,omega,psi,chi,dtheta_dt
1.369073814762952601e+01,-2.261231157765734578e-01,5.273664882652454367e+00,-2.925605436464740958e-02,5.164149305349814423e-01,5.273664882652454367e+00
1.369473894778955803e+01,-2.050099774686892085e-01,5.280671259543055385e+00,-2.718153377940649151e-02,5.205900243634415947e-01,5.280671259543055385e+00
1.369873974794959004e+01,-1.838702706115794838e-01,5.286946037121176722e+00,-2.509088751257377084e-02,5.244753311216314717e-01,5.286946037121176722e+00
1.370274054810962205e+01,-1.627069276833800482e-01,5.292486481235401108e+00,-2.298528547698163935e-02,5.280654805763111970e-01,5.292486481235401108e+00
1.370674134826965407e+01,-1.415228917333962722e-01,5.297290094738036359e+00,-2.086591876939231788e-02,5.313555094164573722e-01,5.297290094738036359e+00
1.371074214842968608e+01,-1.203211152357936825e-01,5.301354620613231816e+00,-1.873399745035907518e-02,5.343408790341982462e-01,5.301354620613231816e+00
1.371474294858971810e+01,-9.910455923951688728e-02,5.304678043780450380e+00,-1.659074836515133863e-02,5.370174918786011498e-01,5.304678043780450380e+00
1.371874374874975011e+01,-7.787619241260496095e-02,5.307258594528880380e+00,-1.443741473174397008e-02,5.393816832531787009e-01,5.307258594528880380e+00
1.372274454890978213e+01,-5.663898991162900909e-02,5.309094750072375746e+00,-1.227525273382741589e-02,5.414302454763800787e-01,5.309094750072375746e+00
1.372674534906981414e+01,-3.539593259097573164e-02,5.310185236724493052e+00,-1.010553085560142103e-02,5.431604236925636764e-01,5.310185236724493052e+00
1.373074614922984615e+01,-1.415000582905893284e-02,5.310529032055730347e+00,-7.929527850401017416e-03,5.445699218912292139e-01,5.310529032055730347e+00
1.373474694938987817e+01,7.095801392015953224e-03,5.310125365902485406e+00,-5.748530115110096761e-03,5.456569119393940293e-01,5.310125365902485406e+00
1.373874774954991018e+01,2.833849748117792111e-02,5.308973722352416935e+00,-3.563831238141960088e-03,5.464200285015216041e-01,5.308973722352416935e+00
1.374274854970994220e+01,4.957508936410401357e-02,5.307073840485818650e+00,-1.376728624874360611e-03,5.468583765594881019e-01,5.307073840485818650e+00
1.374674934986997421e+01,7.080258335435082873e-02,5.304425715480555859e+00,8.114772455435322399e-04,5.469715284365300745e-01,5.304425715480555859e+00
1.375075015003000622e+01,9.201798633013325013e-02,5.301029599322029995e+00,2.999485241964627673e-03,5.467595237280812315e-01,5.301029599322029995e+00
1.375475095019003824e+01,1.132183066413088302e-01,5.296886001167503188e+00,5.185995445236346590e-03,5.462228672885595104e-01,5.296886001167503188e+00
1.375875175035007025e+01,1.344005552201292253e-01,5.291995687688632266e+00,7.369710615426058875e-03,5.453625263900130360e-01,5.291995687688632266e+00
1.376275255051010227e+01,1.555617465670962596e-01,5.286359682961371931e+00,9.549338653695057383e-03,5.441799251721834985e-01,5.286359682961371931e+00
1.376675335067013428e+01,1.766988997932196770e-01,5.279979268270704296e+00,1.172359359057355624e-02,5.426769423736566011e-01,5.279979268270704296e+00
1.377075415083016630e+01,1.978090396694042741e-01,5.272855981541638926e+00,1.389119848202797353e-02,5.408559000846758780e-01,5.272855981541638926e+00
1.377475495099019831e+01,2.188891975865464579e-01,5.264991616653284190e+00,1.605088586958977603e-02,5.387195634174321013e-01,5.264991616653284190e+00
1.377875575115023032e+01,2.399364126936935349e-01,5.256388222307459834e+00,1.820140083584864676e-02,5.362711246186441238e-01,5.256388222307459834e+00
1.378275655131026234e+01,2.609477327603337282e-01,5.247048100946699378e+00,2.034150172137676182e-02,5.335142001147475943e-01,5.247048100946699378e+00
1.378675735147029435e+01,2.819202153462555538e-01,5.236973806961991329e+00,2.246996212008336991e-02,5.304528193232666000e-01,5.236973806961991329e+00
1.379075815163032637e+01,3.028509286961629798e-01,5.226168145209880933e+00,2.458557305634626391e-02,5.270914074512595970e-01,5.226168145209880933e+00
1.379475895179035838e+01,3.237369527540941982e-01,5.214634168734146868e+00,2.668714321813495799e-02,5.234347885777352882e-01,5.214634168734146868e+00
1.379875975195039040e+01,3.445753802390145171e-01,5.202375176510898314e+00,2.877350218180942110e-02,5.194881549132188692e-01,5.202375176510898314e+00
1.380276055211042241e+01,3.653633174665258387e-01,5.189394711097907731e+00,3.084350051138251905e-02,5.152570692977853639e-01,5.189394711097907731e+00
1.380676135227045442e+01,3.860978854894063783e-01,5.175696555333769489e+00,3.289601175940552735e-02,5.107474465115044993e-01,5.175696555333769489e+00
1.381076215243048644e+01,4.067762209286902020e-01,5.161284729870059707e+00,3.492993430159566093e-02,5.059655303840090435e-01,5.161284729870059707e+00
1.381476295259051845e+01,4.273954769460414638e-01,5.146163489315605410e+00,3.694419136431966594e-02,5.009179007515617288e-01,5.146163489315605410e+00
1.381876375275055047e+01,4.479528242478316158e-01,5.130337318834389926e+00,3.893773386878027210e-02,4.956114321818673174e-01,5.130337318834389926e+00
1.382276455291058248e+01,4.684454518599184270e-01,5.113810930525644949e+00,4.090954037284852407e-02,4.900532995634698796e-01,5.113810930525644949e+00
1.382676535307061449e+01,4.888705681798178326e-01,5.096589258712612924e+00,4.285861874846926683e-02,4.842509545569083640e-01,5.096589258712612924e+00
1.383076615323064651e+01,5.092254017425662527e-01,5.078677456413848823e+00,4.478400754534109934e-02,4.782121009489408436e-01,5.078677456413848823e+00
1.383476695339067852e+01,5.295072021274876972e-01,5.060080890012340404e+00,4.668477605156916288e-02,4.719447013918612321e-01,5.060080890012340404e+00
1.383876775355071054e+01,5.497132408386244951e-01,5.040805134876002569e+00,4.856002648047064163e-02,4.654569309188972825e-01,5.040805134876002569e+00
1.384276855371074255e+01,5.698408120399457433e-01,5.020855970278925717e+00,5.040889371088590892e-02,4.587571883830656727e-01,5.020855970278925717e+00
1.384676935387077457e+01,5.898872334781357640e-01,5.000239373694904010e+00,5.223054685592286306e-02,4.518540611753820713e-01,5.000239373694904010e+00
1.385077015403080658e+01,6.098498471502223905e-01,4.978961516083992400e+00,5.402418976455387878e-02,4.447563130888949612e-01,4.978961516083992400e+00
1.385477095419083859e+01,6.297260201488644737e-01,4.957028755249539564e+00,5.578906144927142652e-02,4.374728778009913666e-01,4.957028755249539564e+00
1.385877175435087061e+01,6.495131453624898299e-01,4.934447630795635753e+00,5.752443731617404993e-02,4.300128196200931896e-01,4.934447630795635753e+00
1.386277255451090262e+01,6.692086421792498019e-01,4.911224857380640074e+00,5.922962889871188907e-02,4.223853468778127618e-01,4.911224857380640074e+00
1.386677335467093464e+01,6.888099572237784685e-01,4.887367318725471144e+00,6.090398515531310342e-02,4.145997639433459669e-01,4.887367318725471144e+00
1.387077415483096665e+01,7.083145649482259776e-01,4.862882061230921593e+00,6.254689220213999201e-02,4.066654820036956774e-01,4.862882061230921593e+00
1.387477495499099867e+01,7.277199683519989248e-01,4.837776286894032829e+00,6.415777411944637021e-02,3.985919838938921655e-01,4.837776286894032829e+00
1.387877575515103068e+01,7.470236995116922296e-01,4.812057347268321905e+00,6.573609301902333391e-02,3.903888167973219026e-01,4.812057347268321905e+00
1.388277655531106269e+01,7.662233202299074675e-01,4.785732735625067846e+00,6.728134925567727520e-02,3.820655785981194597e-01,4.785732735625067846e+00
1.388677735547109471e+01,7.853164225464113191e-01,4.758810080827374556e+00,6.879308176832449329e-02,3.736318904082117642e-01,4.758810080827374556e+00
1.389077815563112672e+01,8.043006292831788029e-01,4.731297139305286947e+00,7.027086787316047523e-02,3.650974015617841628e-01,4.731297139305286947e+00
1.389477895579115874e+01,8.231735945455713743e-01,4.703201788461935706e+00,7.171432366294179517e-02,3.564717489229425884e-01,4.703201788461935706e+00
1.389877975595119075e+01,8.419330041693201538e-01,4.674532018790098498e+00,7.312310360993665159e-02,3.477645712600253014e-01,4.674532018790098498e+00
1.390278055611122277e+01,8.605765761916857048e-01,4.645295926713303380e+00,7.449690083123025608e-02,3.389854659051296792e-01,4.645295926713303380e+00
1.390678135627125478e+01,8.791020612202815609e-01,4.615501706969836526e+00,7.583544666234445786e-02,3.301440023422002601e-01,4.615501706969836526e+00
1.391078215643128679e+01,8.975072428537875791e-01,4.585157644910368369e+00,7.713851069012930828e-02,3.212496849876090854e-01,4.585157644910368369e+00
1.391478295659131881e+01,9.157899379871132783e-01,4.554272109202958774e+00,7.840590035621598786e-02,3.123119597651088375e-01,4.554272109202958774e+00
1.391878375675135082e+01,9.339479971683770643e-01,4.522853543696200518e+00,7.963746075561692339e-02,3.033401869191926226e-01,4.522853543696200518e+00
1.392278455691138284e+01,9.519793048508515820e-01,4.490910460379198277e+00,8.083307425198071883e-02,2.943436387877357285e-01,4.490910460379198277e+00
1.392678535707141485e+01,9.698817796770222710e-01,4.458451431030796996e+00,8.199266009357980556e-02,2.853314829661551810e-01,4.458451431030796996e+00
1.393078615723144686e+01,9.876533746831049898e-01,4.425485080319824682e+00,8.311617399439123755e-02,2.763127721497414258e-01,4.425485080319824682e+00
1.393478695739147888e+01,1.005292077507530690e+00,4.392020077450859539e+00,8.420360762767357954e-02,2.672964360930922267e-01,4.392020077450859539e+00
1.393878775755151089e+01,1.022795910548637277e+00,4.358065129333091647e+00,8.525498813213451543e-02,2.582912655703520355e-01,4.358065129333091647e+00
1.394278855771154291e+01,1.040162931099852361e+00,4.323628972373846580e+00,8.627037753052288482e-02,2.493059109076907753e-01,4.323628972373846580e+00
1.394678935787157492e+01,1.057391231458483682e+00,4.288720365704513426e+00,8.724987213712717682e-02,2.403488623440455385e-01,4.288720365704513426e+00
1.395079015803160694e+01,1.074478938992130317e+00,4.253348083215000131e+00,8.819360193097261491e-02,2.314284529550927061e-01,4.253348083215000131e+00
1.395479095819163895e+01,1.091424216196174912e+00,4.217520906871112807e+00,8.910172985802927714e-02,2.225528374350249916e-01,4.217520906871112807e+00
1.395879175835167096e+01,1.108225260696323877e+00,4.181247619043239716e+00,8.997445117340081844e-02,2.137299975933732166e-01,4.181247619043239716e+00
1.396279255851170298e+01,1.124880305253394663e+00,4.144536995974525517e+00,9.081199264443100272e-02,2.049677211427755885e-01,4.144536995974525517e+00
1.396679335867173499e+01,1.141387617706404400e+00,4.107397800435628632e+00,9.161461186571913384e-02,1.962736083738717274e-01,4.107397800435628632e+00
1.397079415883176701e+01,1.157745500924638460e+00,4.069838775410877574e+00,9.238259637761567222e-02,1.876550521271905247e-01,4.069838775410877574e+00
1.397479495899179902e+01,1.173952292695080502e+00,4.031868637102237862e+00,9.311626295100093598e-02,1.791192445888079299e-01,4.031868637102237862e+00
1.397879575915183104e+01,1.190006365623014206e+00,3.993496068897527618e+00,9.381595664114993072e-02,1.706731593435515670e-01,3.993496068897527618e+00
1.398279655931186305e+01,1.205906126967172254e+00,3.954729714745433444e+00,9.448205003406931479e-02,1.623235574326280239e-01,3.954729714745433444e+00
1.398679735947189506e+01,1.221650018491024392e+00,3.915578173460096956e+00,9.511494226015736186e-02,1.540769722435127442e-01,3.915578173460096956e+00
1.399079815963192708e+01,1.237236516248971574e+00,3.876049992492316854e+00,9.571505818920618414e-02,1.459397140506288881e-01,3.876049992492316854e+00
1.399479895979195909e+01,1.252664130390884756e+00,3.836153662610203074e+00,9.628284743234630239e-02,1.379178584456026702e-01,3.836153662610203074e+00
1.399879975995199111e+01,1.267931404903089199e+00,3.795897612098749985e+00,9.681878346874890628e-02,1.300172486155212470e-01,3.795897612098749985e+00
1.400280056011202312e+01,1.283036917368523877e+00,3.755290201837588437e+00,9.732336266700605809e-02,1.222434879642499139e-01,3.755290201837588437e+00
1.400680136027205513e+01,1.297979278667258818e+00,3.714339719970894294e+00,9.779710332503049885e-02,1.146019394759591331e-01,3.714339719970894294e+00
1.401080216043208715e+01,1.312757132693781914e+00,3.673054377382853897e+00,9.824054474055697594e-02,1.070977230059583785e-01,3.673054377382853897e+00
1.401480296059211916e+01,1.327369156023299190e+00,3.631442302888441720e+00,9.865424615016989141e-02,9.973571135643426178e-02,3.631442302888441720e+00
1.401880376075215118e+01,1.341814057586425246e+00,3.589511539091622350e+00,9.903878586909781179e-02,9.252053229057743966e-02,3.589511539091622350e+00
1.402280456091218319e+01,1.356090578308830841e+00,3.547270038145641902e+00,9.939476012987284725e-02,8.545656155072131610e-02,3.547270038145641902e+00
1.402680536107221521e+01,1.370197490743348734e+00,3.504725657980740650e+00,9.972278228997105698e-02,7.854792882989637681e-02,3.504725657980740650e+00
1.403080616123224722e+01,1.384133598689415878e+00,3.461886158654844614e+00,1.000234815988684384e-01,7.179850903646700644e-02,3.461886158654844614e+00
1.403480696139227923e+01,1.397897736785819633e+00,3.418759198968701174e+00,1.002975024350129668e-01,6.521193014812004529e-02,3.418759198968701174e+00
1.403880776155231125e+01,1.411488770112494073e+00,3.375352333385424508e+00,1.005455030770587010e-01,5.879156544163335885e-02,3.375352333385424508e+00
1.404280856171234326e+01,1.424905593750812827e+00,3.331673009071404401e+00,1.007681548788351283e-01,5.254053994132142774e-02,3.331673009071404401e+00
1.404680936187237528e+01,1.438147132366895509e+00,3.287728563341344223e+00,1.009661411570542400e-01,4.646172680933978449e-02,3.287728563341344223e+00
1.405081016203240729e+01,1.451212339750298064e+00,3.243526221173410384e+00,1.011401562142490995e-01,4.055774978502544453e-02,3.243526221173410384e+00
1.405481096219243931e+01,1.464100198372891182e+00,3.199073093115707866e+00,1.012909044056601454e-01,3.483098513102864113e-02,3.199073093115707866e+00
1.405881176235247132e+01,1.476809718921201942e+00,3.154376173327016808e+00,1.014190990151427052e-01,2.928356016665806250e-02,3.154376173327016808e+00
1.406281256251250333e+01,1.489339939825392811e+00,3.109442337895902408e+00,1.015254614353630347e-01,2.391735880559160005e-02,3.109442337895902408e+00
1.406681336267253535e+01,1.501689926792349361e+00,3.064278343401370286e+00,1.016107200436444369e-01,1.873401982486448680e-02,3.064278343401370286e+00
1.407081416283256736e+01,1.513858772313891432e+00,3.018890825659360289e+00,1.016756093096474606e-01,1.373494123853248594e-02,3.018890825659360289e+00
1.407481496299259938e+01,1.525845595190668424e+00,2.973286298737627842e+00,1.017208688424540708e-01,8.921282412390089955e-03,2.973286298737627842e+00
1.407881576315263139e+01,1.537649540039534246e+00,2.927471154159724254e+00,1.017472423665467807e-01,4.293965532684264168e-03,2.927471154159724254e+00
1.408281656331266340e+01,1.549269776800221488e+00,2.881451660330510034e+00,1.017554768684574978e-01,-1.463198499164577483e-04,2.881451660330510034e+00
1.408681736347269542e+01,1.560705500246791999e+00,2.835233962173949518e+00,1.017463216237982221e-01,-4.399114711899235718e-03,2.835233962173949518e+00
1.409081816363272743e+01,1.571955929489628589e+00,2.788824080966003205e+00,1.017205272721003889e-01,-8.464187197712120733e-03,2.788824080966003205e+00
1.409481896379275945e+01,1.583020307481291411e+00,2.742227914365805042e+00,1.016788449429307795e-01,-1.234152864829855638e-02,2.742227914365805042e+00
1.409881976395279146e+01,1.593897900522403654e+00,2.695451236635170389e+00,1.016220253750043240e-01,-1.603134979226453899e-02,2.695451236635170389e+00
1.410282056411282348e+01,1.604587997771379504e+00,2.648499699038962429e+00,1.015508180109040148e-01,-1.953407733013424324e-02,2.648499699038962429e+00
1.410682136427285549e+01,1.615089910747900204e+00,2.601378830428684452e+00,1.014659701538012798e-01,-2.285034942438429750e-02,2.601378830428684452e+00
1.411082216443288750e+01,1.625402972849722572e+00,2.554094037976272435e+00,1.013682261882770941e-01,-2.598101073615989576e-02,2.554094037976272435e+00
1.411482296459291774e+01,1.635526538866702184e+00,2.506650608090818189e+00,1.012583266298287404e-01,-2.892710952918589248e-02,2.506650608090818189e+00
1.411882376475294976e+01,1.645459984494066052e+00,2.459053707476795747e+00,1.011370074930115770e-01,-3.168989068837051865e-02,2.459053707476795747e+00
1.412282456491298177e+01,1.655202705868654478e+00,2.411308384321126930e+00,1.010049993532762119e-01,-3.427079308092509380e-02,2.411308384321126930e+00
1.412682536507301378e+01,1.664754119078573291e+00,2.363419569678955501e+00,1.008630266894441907e-01,-3.667144277254393708e-02,2.363419569678955501e+00
1.413082616523304580e+01,1.674113659720505742e+00,2.315392078880639470e+00,1.007118071050708968e-01,-3.889364887207939769e-02,2.315392078880639470e+00
1.413482696539307781e+01,1.683280782414024124e+00,2.267230613219035629e+00,1.005520505813127796e-01,-4.093939779337475021e-02,2.267230613219035629e+00
1.413882776555310983e+01,1.692254960376927242e+00,2.218939761549286516e+00,1.003844588551700001e-01,-4.281084770504830356e-02,2.218939761549286516e+00
1.414282856571314184e+01,1.701035684948045690e+00,2.170524002245219908e+00,1.002097246387917279e-01,-4.451032318341376776e-02,2.170524002245219908e+00
1.414682936587317386e+01,1.709622465183809448e+00,2.121987704958241849e+00,1.000285310661818555e-01,-4.604030936507082922e-02,2.121987704958241849e+00
1.415083016603320587e+01,1.718014827387708499e+00,2.073335132818856508e+00,9.984155100795127913e-02,-4.740344569213121584e-02,2.073335132818856508e+00
1.415483096619323788e+01,1.726212314732523456e+00,2.024570444329020003e+00,9.964944641787780444e-02,-4.860252132009398179e-02,2.024570444329020003e+00
1.415883176635326990e+01,1.734214486799359856e+00,1.975697695745525895e+00,9.945286796163228804e-02,-4.964046642000791154e-02,1.975697695745525895e+00
1.416283256651330191e+01,1.742020919216834551e+00,1.926720843166534580e+00,9.925245401918589283e-02,-5.052035021173197082e-02,1.926720843166534580e+00
1.416683336667333393e+01,1.749631203233138477e+00,1.877643744906735357e+00,9.904883083248905429e-02,-5.124536934726394571e-02,1.877643744906735357e+00
1.417083416683336594e+01,1.757044945339038877e+00,1.828470163965690398e+00,9.884261116184588081e-02,-5.181884737354835319e-02,1.828470163965690398e+00
1.417483496699339796e+01,1.764261766913925777e+00,1.779203770161866816e+00,9.863439457182525405e-02,-5.224422396941658109e-02,1.779203770161866816e+00
1.417883576715342997e+01,1.771281303800457563e+00,1.729848143058885457e+00,9.842476659886102708e-02,-5.252504981489531516e-02,1.729848143058885457e+00
1.418283656731346198e+01,1.778103206020378080e+00,1.680406774055861030e+00,9.821429794799821367e-02,-5.266498329228888609e-02,1.680406774055861030e+00
1.418683736747349400e+01,1.784727137390256013e+00,1.630883068943378644e+00,9.800354521317067302e-02,-5.266777796238580195e-02,1.630883068943378644e+00
1.419083816763352601e+01,1.791152775141667153e+00,1.581280351059126454e+00,9.779304934805480021e-02,-5.253728066564195692e-02,1.581280351059126454e+00
1.419483896779355803e+01,1.797379809698101516e+00,1.531601863073474457e+00,9.758333538283650577e-02,-5.227742633416338630e-02,1.531601863073474457e+00
1.419883976795359004e+01,1.803407944285104092e+00,1.481850769892686159e+00,9.737491328346774278e-02,-5.189222585477173272e-02,1.481850769892686159e+00
1.420284056811362206e+01,1.809236894594880463e+00,1.432030161863502071e+00,9.716827640087417894e-02,-5.138576350011609534e-02,1.432030161863502071e+00
1.420684136827365407e+01,1.814866388598891378e+00,1.382143056461605735e+00,9.696390121751760627e-02,-5.076219215066299362e-02,1.382143056461605735e+00
1.421084216843368608e+01,1.820296166174065977e+00,1.332192401462245712e+00,9.676224814492524751e-02,-5.002572263169151323e-02,1.332192401462245712e+00
1.421484296859371810e+01,1.825525978840613961e+00,1.282181077747382991e+00,9.656376031175117891e-02,-4.918061978529649630e-02,1.282181077747382991e+00
1.421884376875375011e+01,1.830555589543885642e+00,1.232111901443513569e+00,9.636886358955737419e-02,-4.823119640827501498e-02,1.232111901443513569e+00
1.422284456891378213e+01,1.835384772351529303e+00,1.181987626941236602e+00,9.617796686292970354e-02,-4.718180656219779501e-02,1.181987626941236602e+00
1.422684536907381414e+01,1.840013312234176190e+00,1.131810949500458685e+00,9.599146113964583671e-02,-4.603683900065595747e-02,1.131810949500458685e+00
1.423084616923384615e+01,1.844441004843891507e+00,1.081584507579416154e+00,9.580972002965514045e-02,-4.480071238434170378e-02,1.081584507579416154e+00
1.423484696939387817e+01,1.848667656260411851e+00,1.031310885889731965e+00,9.563309941661875258e-02,-4.347786831918112188e-02,1.031310885889731965e+00
1.423884776955391018e+01,1.852693082818469561e+00,9.809926175870979925e-01,9.546193721209271510e-02,-4.207276570168348717e-02,9.809926175870979925e-01
1.424284856971394220e+01,1.856517110878323384e+00,9.306321870813683006e-01,9.529655369643989793e-02,-4.058987622649193328e-02,9.306321870813683006e-01
1.424684936987397421e+01,1.860139576649752380e+00,8.802320325764508846e-01,9.513725102548345469e-02,-3.903367680401321343e-02,8.802320325764508846e-01
1.425085017003400623e+01,1.863560326011428403e+00,8.297945484830281382e-01,9.498431360191379735e-02,-3.740864655698230429e-02,8.297945484830281382e-01
1.425485097019403824e+01,1.866779214331904413e+00,7.793220881839552083e-01,9.483800782397222573e-02,-3.571925954971713613e-02,7.793220881839552083e-01
1.425885177035407025e+01,1.869796106325592788e+00,7.288169662478369837e-01,9.469858223226400307e-02,-3.396998119012999140e-02,7.288169662478369837e-01
1.426285257051410227e+01,1.872610875885093451e+00,6.782814612176276681e-01,9.456626755184133204e-02,-3.216526276895682879e-02,6.782814612176276681e-01
1.426685337067413428e+01,1.875223405958548417e+00,6.277178178138358433e-01,9.444127668043945933e-02,-3.030953656591072951e-02,6.277178178138358433e-01
1.427085417083416630e+01,1.877633588405109633e+00,5.771282495962146708e-01,9.432380489899160059e-02,-2.840721234714485566e-02,5.771282495962146708e-01
1.427485497099419831e+01,1.879841323886353388e+00,5.265149412404581675e-01,9.421402982307396090e-02,-2.646267155297382656e-02,5.265149412404581675e-01
1.427885577115423033e+01,1.881846521747043033e+00,4.758800510517906535e-01,9.411211167485718232e-02,-2.448026518584054886e-02,4.758800510517906535e-01
1.428285657131426234e+01,1.883649099920733150e+00,4.252257132991428823e-01,9.401819327065774612e-02,-2.246430778794396288e-02,4.252257132991428823e-01
1.428685737147429435e+01,1.885248984833688191e+00,3.745540406231697150e-01,9.393240030128630069e-02,-2.041907611398003849e-02,3.745540406231697150e-01
1.429085817163432637e+01,1.886646111326613529e+00,3.238671263861766514e-01,9.385484138024390022e-02,-1.834880344335662258e-02,3.238671263861766514e-01
1.429485897179435838e+01,1.887840422579470712e+00,2.731670470208411583e-01,9.378560831635249229e-02,-1.625767867825553964e-02,2.731670470208411583e-01
1.429885977195439040e+01,1.888831870050657002e+00,2.224558643663548663e-01,9.372477622138762621e-02,-1.414984126803396289e-02,2.224558643663548663e-01
1.430286057211442241e+01,1.889620413421383871e+00,1.717356279902273741e-01,9.367240377425350983e-02,-1.202938058517786547e-02,1.717356279902273741e-01
1.430686137227445442e+01,1.890206020552836375e+00,1.210083774950775903e-01,9.362853337858961789e-02,-9.900331591710437654e-03,1.210083774950775903e-01
1.431086217243448644e+01,1.890588667449515592e+00,7.027614483862948402e-02,9.359319142110018863e-02,-7.766674398654322548e-03,7.027614483862948402e-02
1.431486297259451845e+01,1.890768338234403600e+00,1.954095660035444493e-02,9.356638846832822376e-02,-5.632330812839532290e-03,1.954095660035444493e-02
1.431886377275455047e+01,1.890745025131195245e+00,-3.119516367765566914e-02,9.354811952248814899e-02,-3.501163915901745350e-03,-3.119516367765566914e-02
1.432286457291458248e+01,1.890518728457164954e+00,-8.193019326717533579e-02,9.353836424530585780e-02,-1.376975701151087177e-03,-8.193019326717533579e-02
1.432686537307461450e+01,1.890089456624499231e+00,-1.326621078858086777e-01,9.353708721637175871e-02,7.364935479637812945e-04,-1.326621078858086777e-01
1.433086617323464651e+01,1.889457226150692337e+00,-1.833888794900312702e-01,9.354423817068509284e-02,2.835566353316314875e-03,-1.833888794900312702e-01
1.433486697339467852e+01,1.888622061678753683e+00,-2.341084739119022873e-01,9.355975226432537706e-02,4.916628950186817393e-03,-2.341084739119022873e-01
1.433886777355471054e+01,1.887583996005893550e+00,-2.848188486075127202e-01,9.358355031522411216e-02,6.976131211623948399e-03,-2.848188486075127202e-01
1.434286857371474255e+01,1.886343070121538679e+00,-3.355179503414132403e-01,9.361553907447942025e-02,9.010587542124295565e-03,-3.355179503414132403e-01
1.434686937387477457e+01,1.884899333255642517e+00,-3.862037128512265660e-01,9.365561146959085204e-02,1.101657617074159635e-02,-3.862037128512265660e-01
1.435087017403480658e+01,1.883252842933453852e+00,-4.368740545863554758e-01,9.370364686937193710e-02,1.299073948701135427e-02,-4.368740545863554758e-01
1.435487097419483860e+01,1.881403665044553586e+00,-4.875268762780766707e-01,9.375951133840336460e-02,1.492978317646559590e-02,-4.875268762780766707e-01
1.435887177435487061e+01,1.879351873913988058e+00,-5.381600587182525652e-01,9.382305788044310868e-02,1.683047576013583374e-02,-5.381600587182525652e-01
1.436287257451490262e+01,1.877097552392487101e+00,-5.887714602462006397e-01,9.389412670568419994e-02,1.868964764376113835e-02,-5.887714602462006397e-01
1.436687337467493464e+01,1.874640791943871898e+00,-6.393589145445062183e-01,9.397254545282070215e-02,2.050419007062225657e-02,-6.393589145445062183e-01
1.437087417483496665e+01,1.871981692757387350e+00,-6.899202280458417436e-01,9.405812945321928575e-02,2.227105379727137291e-02,-6.899202280458417436e-01
1.437487497499499867e+01,1.869120363850657274e+00,-7.404531777360913170e-01,9.415068195346620872e-02,2.398724792120047328e-02,-7.404531777360913170e-01
1.437887577515503068e+01,1.866056923205226425e+00,-7.909555084905987021e-01,9.424999433247507885e-02,2.564983775042282282e-02,-7.909555084905987021e-01
1.438287657531506269e+01,1.862791497885863512e+00,-8.414249308378607406e-01,9.435584638309370276e-02,2.725594402720851045e-02,-8.414249308378607406e-01
1.438687737547509471e+01,1.859324224196518882e+00,-8.918591183104402909e-01,9.446800640196388599e-02,2.880273967628401571e-02,-8.918591183104402909e-01
1.439087817563512672e+01,1.855655247822780352e+00,-9.422557050361499709e-01,9.458623160229380489e-02,3.028744956941372551e-02,-9.422557050361499709e-01
1.439487897579515874e+01,1.851784723997482285e+00,-9.926122832683661468e-01,9.471026804298493529e-02,3.170734660418555312e-02,-9.926122832683661468e-01
1.439887977595519075e+01,1.847712817683840880e+00,-1.042926400608362503e+00,9.483985109867543173e-02,3.305975098060764950e-02,-1.042926400608362503e+00
1.440288057611522277e+01,1.843439703732806523e+00,-1.093195557849784727e+00,9.497470546390436585e-02,3.434202735670521811e-02,-1.093195557849784727e+00
1.440688137627525478e+01,1.838965567112400556e+00,-1.143417205942616643e+00,9.511454527999832487e-02,3.555158206006964888e-02,-1.143417205942616643e+00
1.441088217643528679e+01,1.834290603081041748e+00,-1.193588743667755692e+00,9.525907464054504670e-02,3.668586203830079967e-02,-1.193588743667755692e+00
1.441488297659531881e+01,1.829415017401208932e+00,-1.243707515165264565e+00,9.540798721694884743e-02,3.774235112978911039e-02,-1.243707515165264565e+00
1.441888377675535082e+01,1.824339026611508263e+00,-1.293770806665132111e+00,9.556096674512640221e-02,3.871856816232679271e-02,-1.293770806665132111e+00
1.442288457691538284e+01,1.819062858196118793e+00,-1.343775844485949111e+00,9.571768743782554933e-02,3.961206518015374795e-02,-1.343775844485949111e+00
1.442688537707541485e+01,1.813586750844228712e+00,-1.393719792405371027e+00,9.587781330712316641e-02,4.042042428561993389e-02,-1.393719792405371027e+00
1.443088617723544687e+01,1.807910954780309609e+00,-1.443599748130730775e+00,9.604099874483908172e-02,4.114125558731897281e-02,-1.443599748130730775e+00
1.443488697739547888e+01,1.802035731944426233e+00,-1.493412741326220816e+00,9.620688913277633536e-02,4.177219518282630772e-02,-1.493412741326220816e+00
1.443888777755551089e+01,1.795961356271646547e+00,-1.543155731102587858e+00,9.637512015979098068e-02,4.231090277867661370e-02,-1.543155731102587858e+00
1.444288857771554291e+01,1.789688114055838053e+00,-1.592825602585933753e+00,9.654531796822733714e-02,4.275506015956302003e-02,-1.592825602585933753e+00
1.444688937787557492e+01,1.783216304187465351e+00,-1.642419164623572847e+00,9.671709987021025190e-02,4.310236783912400893e-02,-1.642419164623572847e+00
1.445089017803560694e+01,1.776546238463758698e+00,-1.691933147241706958e+00,9.689007373807463630e-02,4.335054527065029806e-02,-1.691933147241706958e+00
