t,S,I,R,dI_dt,dI_dt_noisy
9.177835567113423565e+01,4.037476186942144385e-01,4.221046706633664602e-02,9.193272500273222403e-02,-2.074913452601665625e-07,2.788696432933503513e-03
9.179835967193439217e+01,4.037476135219564277e-01,4.221046291986597226e-02,9.193269725142236282e-02,-2.070957083235430707e-07,-9.941875669550296907e-04
9.181836367273454869e+01,4.037476083595407661e-01,4.221045878131077927e-02,9.193266955302090149e-02,-2.067008301495469602e-07,-2.863105825830073066e-03
9.183836767353470520e+01,4.037476032069484133e-01,4.221045465065580843e-02,9.193264190742635178e-02,-2.063067092918525330e-07,-1.284149840307521970e-03
9.185837167433487593e+01,4.037475980641603845e-01,4.221045052788578722e-02,9.193261431453737809e-02,-2.059133442668375363e-07,2.646954726584647456e-03
9.187837567513503245e+01,4.037475929311576950e-01,4.221044641298549865e-02,9.193258677425279746e-02,-2.055207336136479629e-07,-1.986614334756464997e-03
9.189837967593518897e+01,4.037475878079214708e-01,4.221044230593973268e-02,9.193255928647163511e-02,-2.051288758768508164e-07,-2.752962431369208006e-03
9.191838367673534549e+01,4.037475826944327273e-01,4.221043820673332780e-02,9.193253185109304115e-02,-2.047377696161919308e-07,-2.622208076728427435e-03
9.193838767753551622e+01,4.037475775906726461e-01,4.221043411535112255e-02,9.193250446801634612e-02,-2.043474133482658939e-07,-2.600890262488775306e-03
9.195839167833567274e+01,4.037475724966223534e-01,4.221043003177799707e-02,9.193247713714103320e-02,-2.039578056425763591e-07,1.441192438480161462e-03
9.197839567913582925e+01,4.037475674122631419e-01,4.221042595599886621e-02,9.193244985836677985e-02,-2.035689450423892877e-07,-1.535136466905325479e-03
9.199839967993598577e+01,4.037475623375761935e-01,4.221042188799865175e-02,9.193242263159338845e-02,-2.031808301031137048e-07,-1.249281995249085925e-03
9.201840368073615650e+01,4.037475572725427453e-01,4.221041782776231016e-02,9.193239545672086954e-02,-2.027934593827607213e-07,2.285833503694267854e-03
9.203840768153631302e+01,4.037475522171442011e-01,4.221041377527482569e-02,9.193236833364934468e-02,-2.024068314317520323e-07,1.871615131121878413e-03
9.205841168233646954e+01,4.037475471713617980e-01,4.221040973052121725e-02,9.193234126227915748e-02,-2.020209448187239298e-07,1.762656446951749297e-03
9.207841568313662606e+01,4.037475421351770510e-01,4.221040569348651766e-02,9.193231424251079031e-02,-2.016357980936644284e-07,-1.530904484062790101e-03
9.209841968393679679e+01,4.037475371085712528e-01,4.221040166415578054e-02,9.193228727424486435e-02,-2.012513898406054907e-07,-3.407181478673805899e-03
9.211842368473695331e+01,4.037475320915259180e-01,4.221039764251411502e-02,9.193226035738222279e-02,-2.008677186112698548e-07,7.038620909534129642e-04
9.213842768553710982e+01,4.037475270840225061e-01,4.221039362854662330e-02,9.193223349182380599e-02,-2.004847829948936538e-07,3.510621737418633329e-03
9.215843168633726634e+01,4.037475220860425318e-01,4.221038962223844920e-02,9.193220667747079022e-02,-2.001025815442838279e-07,-7.124039964145997177e-04
9.217843568713743707e+01,4.037475170975676209e-01,4.221038562357477125e-02,9.193217991422446278e-02,-1.997211128454239037e-07,-5.438682264264839850e-04
9.219843968793759359e+01,4.037475121185792881e-01,4.221038163254077491e-02,9.193215320198630525e-02,-1.993403754630470454e-07,-6.496596650598118229e-03
9.221844368873775011e+01,4.037475071490592149e-01,4.221037764912169421e-02,9.193212654065793799e-02,-1.989603679952798437e-07,3.464602523025342440e-03
9.223844768953790663e+01,4.037475021889890270e-01,4.221037367330276319e-02,9.193209993014117565e-02,-1.985810890081565055e-07,-3.986238576600651686e-04
9.225845169033807736e+01,4.037474972383504612e-01,4.221036970506927138e-02,9.193207337033797166e-02,-1.982025371032730687e-07,-3.482465329112959234e-03
9.227845569113823387e+01,4.037474922971251989e-01,4.221036574440651529e-02,9.193204686115045987e-02,-1.978247108538194743e-07,-1.185116620473854372e-04
9.229845969193839039e+01,4.037474873652949769e-01,4.221036179129982607e-02,9.193202040248094065e-02,-1.974476088555370684e-07,-1.191273433242566243e-03
9.231846369273854691e+01,4.037474824428416986e-01,4.221035784573455574e-02,9.193199399423188090e-02,-1.970712297093713677e-07,1.255692782067924836e-03
9.233846769353871764e+01,4.037474775297472118e-01,4.221035390769608403e-02,9.193196763630587243e-02,-1.966955719828744620e-07,4.306297978423056713e-03
9.235847169433887416e+01,4.037474726259932534e-01,4.221034997716982540e-02,9.193194132860574297e-02,-1.963206342967243473e-07,-1.610553404243675454e-03
9.237847569513903068e+01,4.037474677315618377e-01,4.221034605414120816e-02,9.193191507103441740e-02,-1.959464152470960507e-07,3.109736036050174011e-04
9.239847969593918720e+01,4.037474628464348680e-01,4.221034213859569534e-02,9.193188886349502875e-02,-1.955729134318993229e-07,-7.697042701130092862e-04
9.241848369673935792e+01,4.037474579705943589e-01,4.221033823051877770e-02,9.193186270589086273e-02,-1.952001274531638825e-07,-1.328954977748488973e-03
9.243848769753951444e+01,4.037474531040223247e-01,4.221033432989595990e-02,9.193183659812537156e-02,-1.948280559233277892e-07,9.201897802980912996e-04
9.245849169833967096e+01,4.037474482467007242e-01,4.221033043671279517e-02,9.193181054010214626e-02,-1.944566974500586132e-07,3.094729210504436421e-03
9.247849569913982748e+01,4.037474433986117939e-01,4.221032655095485059e-02,9.193178453172498599e-02,-1.940860506358197540e-07,8.797762197149531279e-04
9.249849969993999821e+01,4.037474385597374926e-01,4.221032267260770715e-02,9.193175857289781483e-02,-1.937161141145164744e-07,-8.534965185554911106e-04
9.251850370074015473e+01,4.037474337300601124e-01,4.221031880165699440e-02,9.193173266352476503e-02,-1.933468864784206737e-07,1.036668524130724637e-03
9.253850770154031125e+01,4.037474289095617230e-01,4.221031493808835577e-02,9.193170680351007984e-02,-1.929783663638228591e-07,4.731286838929848462e-04
9.255851170234046776e+01,4.037474240982246165e-01,4.221031108188746245e-02,9.193168099275822458e-02,-1.926105523918347079e-07,1.630098465111520008e-03
9.257851570314063849e+01,4.037474192960310848e-01,4.221030723304002030e-02,9.193165523117378946e-02,-1.922434431742437583e-07,-1.103385538699442822e-03
9.259851970394079501e+01,4.037474145029633643e-01,4.221030339153174910e-02,9.193162951866153121e-02,-1.918770373440879112e-07,2.754468770882027308e-04
9.261852370474095153e+01,4.037474097190037470e-01,4.221029955734840328e-02,9.193160385512638699e-02,-1.915113335376576742e-07,3.294616055954604876e-03
9.263852770554110805e+01,4.037474049441346913e-01,4.221029573047576505e-02,9.193157824047347437e-02,-1.911463303702100325e-07,3.791700408120458172e-05
9.265853170634127878e+01,4.037474001783386002e-01,4.221029191089963745e-02,9.193155267460802194e-02,-1.907820264815049405e-07,1.953959486493006374e-03
9.267853570714143530e+01,4.037473954215978211e-01,4.221028809860585124e-02,9.193152715743548031e-02,-1.904184205160728421e-07,-2.101936128689052750e-05
9.269853970794159181e+01,4.037473906738948681e-01,4.221028429358026496e-02,9.193150168886142504e-02,-1.900555111045663936e-07,1.411798190903546088e-04
9.271854370874174833e+01,4.037473859352122552e-01,4.221028049580876490e-02,9.193147626879161205e-02,-1.896932968832761024e-07,-1.485281087623367951e-03
9.273854770954191906e+01,4.037473812055324962e-01,4.221027670527727205e-02,9.193145089713197771e-02,-1.893317765071407532e-07,5.699321797960800115e-03
9.275855171034207558e+01,4.037473764848382163e-01,4.221027292197170738e-02,9.193142557378858326e-02,-1.889709486096319280e-07,2.395864921448741681e-03
9.277855571114223210e+01,4.037473717731119849e-01,4.221026914587804740e-02,9.193140029866769813e-02,-1.886108118459052518e-07,2.361136742662915764e-03
9.279855971194238862e+01,4.037473670703364270e-01,4.221026537698227554e-02,9.193137507167574440e-02,-1.882513648706826692e-07,2.315231896419297792e-03
9.281856371274255935e+01,4.037473623764943342e-01,4.221026161527041687e-02,9.193134989271926905e-02,-1.878926063228567728e-07,-2.039998798975063525e-03
9.283856771354271586e+01,4.037473576915682760e-01,4.221025786072851033e-02,9.193132476170504108e-02,-1.875345348725451777e-07,-1.516961928011539840e-03
9.285857171434287238e+01,4.037473530155410995e-01,4.221025411334262262e-02,9.193129967853996831e-02,-1.871771491670972537e-07,-3.628305006466569105e-04
9.287857571514302890e+01,4.037473483483955405e-01,4.221025037309886208e-02,9.193127464313111119e-02,-1.868204478770642968e-07,-3.362711447407322994e-03
9.289857971594319963e+01,4.037473436901145019e-01,4.221024663998334397e-02,9.193124965538572446e-02,-1.864644296458925488e-07,-1.807364965497483935e-03
9.291858371674335615e+01,4.037473390406807749e-01,4.221024291398222522e-02,9.193122471521120165e-02,-1.861090931595289766e-07,1.659608493924191177e-03
9.293858771754351267e+01,4.037473344000772069e-01,4.221023919508167660e-02,9.193119982251511668e-02,-1.857544370785502164e-07,-4.270355990141609312e-03
9.295859171834366919e+01,4.037473297682868112e-01,4.221023548326790359e-02,9.193117497720519615e-02,-1.854004600698212768e-07,-1.800974924827104329e-03
9.297859571914383991e+01,4.037473251452925460e-01,4.221023177852713248e-02,9.193115017918933318e-02,-1.850471608093144649e-07,-2.084266055827149961e-04
9.299859971994399643e+01,4.037473205310773139e-01,4.221022808084561734e-02,9.193112542837561518e-02,-1.846945379719178854e-07,-1.949511195518348057e-04
9.301860372074415295e+01,4.037473159256242949e-01,4.221022439020965383e-02,9.193110072467225447e-02,-1.843425902223281426e-07,-7.290901681001007886e-05
9.303860772154430947e+01,4.037473113289164472e-01,4.221022070660553765e-02,9.193107606798762987e-02,-1.839913162644899597e-07,-1.534724332030229597e-03
9.305861172234448020e+01,4.037473067409368954e-01,4.221021703001961306e-02,9.193105145823031454e-02,-1.836407147624494196e-07,1.812492808582962705e-03
9.307861572314463672e+01,4.037473021616687641e-01,4.221021336043823124e-02,9.193102689530903426e-02,-1.832907843993345637e-07,-4.735897124500319973e-03
9.309861972394479324e+01,4.037472975910952888e-01,4.221020969784779198e-02,9.193100237913266748e-02,-1.829415238775722319e-07,8.254351683470428089e-04
9.311862372474494975e+01,4.037472930291995943e-01,4.221020604223470890e-02,9.193097790961025917e-02,-1.825929318679305607e-07,-3.035289367623632099e-03
9.313862772554510627e+01,4.037472884759649716e-01,4.221020239358541648e-02,9.193095348665104860e-02,-1.822450070793416033e-07,-1.460537606967290481e-03
9.315863172634527700e+01,4.037472839313747119e-01,4.221019875188638387e-02,9.193092911016438606e-02,-1.818977481910302729e-07,-1.549652669536253204e-04
9.317863572714543352e+01,4.037472793954121064e-01,4.221019511712411493e-02,9.193090478005984389e-02,-1.815511539156149101e-07,3.212136447593464447e-03
9.319863972794559004e+01,4.037472748680605017e-01,4.221019148928512738e-02,9.193088049624711933e-02,-1.812052229360067157e-07,-1.831587735930849869e-03
9.321864372874574656e+01,4.037472703493032999e-01,4.221018786835595976e-02,9.193085625863609001e-02,-1.808599539620051044e-07,-2.905390457606531543e-03
9.323864772954591729e+01,4.037472658391239033e-01,4.221018425432319227e-02,9.193083206713680011e-02,-1.805153456903990650e-07,1.944581923933563902e-03
9.325865173034607380e+01,4.037472613375057695e-01,4.221018064717343282e-02,9.193080792165944648e-02,-1.801713968455163212e-07,-1.741615112126994390e-04
9.327865573114623032e+01,4.037472568444324117e-01,4.221017704689329630e-02,9.193078382211442023e-02,-1.798281061130869996e-07,1.885767323315250033e-05
9.329865973194638684e+01,4.037472523598872876e-01,4.221017345346943922e-02,9.193075976841222352e-02,-1.794854722271966435e-07,1.117140980497630543e-03
9.331866373274655757e+01,4.037472478838540213e-01,4.221016986688854583e-02,9.193073576046358053e-02,-1.791434938811647948e-07,2.002526012149115180e-03
9.333866773354671409e+01,4.037472434163161816e-01,4.221016628713732122e-02,9.193071179817934035e-02,-1.788021698053907094e-07,3.136088588318690622e-04
9.335867173434687061e+01,4.037472389572574483e-01,4.221016271420250515e-02,9.193068788147054637e-02,-1.784614987103243233e-07,-4.232228583207008066e-03
9.337867573514702713e+01,4.037472345066613899e-01,4.221015914807083741e-02,9.193066401024839462e-02,-1.781214793202933605e-07,-4.179358768065462347e-04
9.339867973594719786e+01,4.037472300645117973e-01,4.221015558872912715e-02,9.193064018442421992e-02,-1.777821103568066191e-07,3.691933736872192440e-05
9.341868373674735437e+01,4.037472256307923502e-01,4.221015203616416966e-02,9.193061640390956524e-02,-1.774433905407223760e-07,-2.324941460075020255e-03
9.343868773754751089e+01,4.037472212054868392e-01,4.221014849036281574e-02,9.193059266861612622e-02,-1.771053186204376434e-07,-2.056215311412278035e-03
9.345869173834766741e+01,4.037472167885790553e-01,4.221014495131192312e-02,9.193056897845573727e-02,-1.767678933068360381e-07,1.272340133216510799e-03
9.347869573914783814e+01,4.037472123800528445e-01,4.221014141899839117e-02,9.193054533334041323e-02,-1.764311133426767209e-07,4.858012237154234170e-04
9.349869973994799466e+01,4.037472079798921087e-01,4.221013789340913314e-02,9.193052173318236320e-02,-1.760949774507695326e-07,-1.818704834609401752e-03
9.351870374074815118e+01,4.037472035880807497e-01,4.221013437453109002e-02,9.193049817789390732e-02,-1.757594843808125279e-07,1.123092888472684977e-03
9.353870774154830769e+01,4.037471992046026692e-01,4.221013086235124445e-02,9.193047466738757389e-02,-1.754246328781669528e-07,2.652960878285328468e-04
9.355871174234847842e+01,4.037471948294419355e-01,4.221012735685658601e-02,9.193045120157604388e-02,-1.750904216680278930e-07,-2.593552282073957778e-03
9.357871574314863494e+01,4.037471904625824504e-01,4.221012385803414591e-02,9.193042778037215090e-02,-1.747568495180911591e-07,-5.541844427297260272e-04
9.359871974394879146e+01,4.037471861040083376e-01,4.221012036587096922e-02,9.193040440368889510e-02,-1.744239151568044432e-07,-2.637087311371197253e-03
9.361872374474894798e+01,4.037471817537037211e-01,4.221011688035412879e-02,9.193038107143945703e-02,-1.740916173360342045e-07,-1.735798001437114735e-03
9.363872774554911871e+01,4.037471774116526690e-01,4.221011340147074603e-02,9.193035778353716991e-02,-1.737599548243436154e-07,5.988663286195795550e-04
9.365873174634927523e+01,4.037471730778393053e-01,4.221010992920793542e-02,9.193033453989553350e-02,-1.734289263560350597e-07,-2.458522500255752065e-03
9.367873574714943175e+01,4.037471687522478647e-01,4.221010646355286000e-02,9.193031134042821406e-02,-1.730985307024906356e-07,-2.502606005569080888e-03
9.369873974794958826e+01,4.037471644348625821e-01,4.221010300449270364e-02,9.193028818504905830e-02,-1.727687666225156959e-07,7.508856587387754055e-04
9.371874374874975899e+01,4.037471601256676923e-01,4.221009955201467795e-02,9.193026507367203781e-02,-1.724396328773008386e-07,-2.025081773683433048e-03
9.373874774954991551e+01,4.037471558246475412e-01,4.221009610610601537e-02,9.193024200621131847e-02,-1.721111282267356185e-07,-5.519216718515160746e-04
9.375875175035007203e+01,4.037471515317864190e-01,4.221009266675398303e-02,9.193021898258124658e-02,-1.717832514406842509e-07,-5.094523829139681933e-04
9.377875575115022855e+01,4.037471472470686717e-01,4.221008923394586193e-02,9.193019600269627944e-02,-1.714560012890109508e-07,-3.283571022581100070e-04
9.379875975195039928e+01,4.037471429704787562e-01,4.221008580766898166e-02,9.193017306647109643e-02,-1.711293765489525082e-07,7.589613235132032596e-04
9.381876375275055580e+01,4.037471387020011293e-01,4.221008238791067874e-02,9.193015017382051568e-02,-1.708033759832174037e-07,-8.717586558421730339e-04
9.383876775355071231e+01,4.037471344416201924e-01,4.221007897465831743e-02,9.193012732465950798e-02,-1.704779983803181298e-07,-1.557552788995547740e-03
9.385877175435086883e+01,4.037471301893204578e-01,4.221007556789929671e-02,9.193010451890322454e-02,-1.701532425140220295e-07,-9.299574850988961928e-04
9.387877575515103956e+01,4.037471259450864935e-01,4.221007216762104330e-02,9.193008175646699698e-02,-1.698291071708900313e-07,2.329665692746249982e-03
9.389877975595119608e+01,4.037471217089029230e-01,4.221006877381099781e-02,9.193005903726628181e-02,-1.695055911255568398e-07,1.864533452267120705e-03
9.391878375675135260e+01,4.037471174807543139e-01,4.221006538645664247e-02,9.193003636121672983e-02,-1.691826931687033519e-07,-1.100037497519889651e-04
9.393878775755150912e+01,4.037471132606252899e-01,4.221006200554547338e-02,9.193001372823415840e-02,-1.688604120938293901e-07,2.464516376927035519e-03
9.395879175835167985e+01,4.037471090485005298e-01,4.221005863106502137e-02,9.192999113823453750e-02,-1.685387466959526598e-07,1.421300903479367399e-03
9.397879575915183636e+01,4.037471048443648791e-01,4.221005526300283806e-02,9.192996859113398977e-02,-1.682176957501415465e-07,-2.151404602426991962e-03
9.399879975995199288e+01,4.037471006482029057e-01,4.221005190134650975e-02,9.192994608684884605e-02,-1.678972580735314801e-07,3.030493172458702689e-03
9.401880376075214940e+01,4.037470964599995660e-01,4.221004854608364359e-02,9.192992362529554817e-02,-1.675774324533339105e-07,5.614293267162389668e-03
9.403880776155232013e+01,4.037470922797395390e-01,4.221004519720186754e-02,9.192990120639073226e-02,-1.672582177010464161e-07,7.278041744572337881e-04
9.405881176235247665e+01,4.037470881074078366e-01,4.221004185468885117e-02,9.192987883005121486e-02,-1.669396126056151702e-07,-3.247615042204786244e-03
9.407881576315263317e+01,4.037470839429891933e-01,4.221003851853227101e-02,9.192985649619393740e-02,-1.666216159852598050e-07,3.008176234175137173e-03
9.409881976395278969e+01,4.037470797864686767e-01,4.221003518871984522e-02,9.192983420473603562e-02,-1.663042266391179941e-07,1.222049435877878721e-03
9.411882376475296041e+01,4.037470756378311876e-01,4.221003186523931971e-02,9.192981195559479790e-02,-1.659874433908303804e-07,-2.147616242277601388e-04
9.413882776555311693e+01,4.037470714970616825e-01,4.221002854807845428e-02,9.192978974868767916e-02,-1.656712650410525206e-07,-4.076496103059763614e-03
9.415883176635327345e+01,4.037470673641452845e-01,4.221002523722504340e-02,9.192976758393230086e-02,-1.653556904112566533e-07,-2.081326587888256889e-04
9.417883576715342997e+01,4.037470632390670611e-01,4.221002193266690933e-02,9.192974546124646484e-02,-1.650407183142413997e-07,-6.022242871124739317e-04
9.419883976795360070e+01,4.037470591218120242e-01,4.221001863439188817e-02,9.192972338054809789e-02,-1.647263475834052221e-07,-6.336730463159076683e-04
9.421884376875375722e+01,4.037470550123654078e-01,4.221001534238787156e-02,9.192970134175533492e-02,-1.644125770315467416e-07,-8.450950823513216428e-04
9.423884776955391374e+01,4.037470509107123351e-01,4.221001205664273725e-02,9.192967934478643577e-02,-1.640994054849086864e-07,1.927778106690991979e-03
9.425885177035407025e+01,4.037470468168380400e-01,4.221000877714442545e-02,9.192965738955986843e-02,-1.637868317734200718e-07,-8.442562729688049376e-04
9.427885577115424098e+01,4.037470427307277565e-01,4.221000550388088329e-02,9.192963547599422580e-02,-1.634748547339488073e-07,8.652256643526208329e-04
9.429885977195439750e+01,4.037470386523535626e-01,4.221000223683509661e-02,9.192961360399654058e-02,-1.631634731931713017e-07,-3.821792538093255788e-03
9.431886377275455402e+01,4.037470345816832618e-01,4.220999897598875367e-02,9.192959177347373445e-02,-1.628526860697043083e-07,-1.981352035996340917e-03
9.433886777355471054e+01,4.037470305187031983e-01,4.220999572133057876e-02,9.192956998435099225e-02,-1.625424922407480571e-07,-1.393775090390617372e-05
9.435887177435488127e+01,4.037470264633995498e-01,4.220999247284933087e-02,9.192954823655373475e-02,-1.622328906093067902e-07,-1.786613347900415554e-03
9.437887577515503779e+01,4.037470224157586607e-01,4.220998923053380369e-02,9.192952653000743823e-02,-1.619238800658080041e-07,7.800069971897884244e-05
9.439887977595519430e+01,4.037470183757668751e-01,4.220998599437277704e-02,9.192950486463769000e-02,-1.616154595100033342e-07,-9.747536118824318445e-05
9.441888377675535082e+01,4.037470143434105374e-01,4.220998276435507929e-02,9.192948324037020225e-02,-1.613076278453307033e-07,3.819887296945973236e-04
9.443888777755552155e+01,4.037470103186759918e-01,4.220997954046953188e-02,9.192946165713074269e-02,-1.610003839698070233e-07,-6.583590183491933295e-04
9.445889177835567807e+01,4.037470063015496380e-01,4.220997632270497013e-02,9.192944011484520395e-02,-1.606937267816660464e-07,1.283508110112149261e-03
9.447889577915583459e+01,4.037470022920178758e-01,4.220997311105025712e-02,9.192941861343954801e-02,-1.603876551886825041e-07,-2.725422696662554815e-03
9.449889977995599111e+01,4.037469982900670495e-01,4.220996990549426980e-02,9.192939715283984792e-02,-1.600821681077384262e-07,-7.963708930331717378e-04
9.451890378075616184e+01,4.037469942956837254e-01,4.220996670602587819e-02,9.192937573297228770e-02,-1.597772644242739792e-07,3.064053154851676796e-03
9.453890778155631835e+01,4.037469903088541923e-01,4.220996351263400087e-02,9.192935435376312081e-02,-1.594729430688321403e-07,-8.303238772790740366e-04
9.455891178235647487e+01,4.037469863295650718e-01,4.220996032530754949e-02,9.192933301513871169e-02,-1.591692029400803426e-07,3.081763661461107626e-03
9.457891578315663139e+01,4.037469823578027084e-01,4.220995714403544957e-02,9.192931171702552196e-02,-1.588660429616226694e-07,7.067643772896787992e-04
9.459891978395680212e+01,4.037469783935536682e-01,4.220995396880665440e-02,9.192929045935009646e-02,-1.585634620371138837e-07,-4.712093047935019007e-04
9.461892378475695864e+01,4.037469744368045177e-01,4.220995079961011726e-02,9.192926924203909111e-02,-1.582614590804002491e-07,1.874785540656517672e-04
9.463892778555711516e+01,4.037469704875416565e-01,4.220994763643481917e-02,9.192924806501927282e-02,-1.579600330153026894e-07,3.212019364917910978e-03
9.465893178635727168e+01,4.037469665457517620e-01,4.220994447926975507e-02,9.192922692821745012e-02,-1.576591827600042767e-07,-6.225599493471339592e-04
9.467893578715744241e+01,4.037469626114213450e-01,4.220994132810392679e-02,9.192920583156059811e-02,-1.573589072337722855e-07,-2.221496872111337027e-03
9.469893978795759892e+01,4.037469586845369718e-01,4.220993818292635702e-02,9.192918477497571961e-02,-1.570592053597771182e-07,1.012395973987936446e-03
9.471894378875775544e+01,4.037469547650853197e-01,4.220993504372607535e-02,9.192916375838997012e-02,-1.567600760607554961e-07,1.449718630079285635e-03
9.473894778955791196e+01,4.037469508530528994e-01,4.220993191049213916e-02,9.192914278173057452e-02,-1.564615182594441406e-07,1.724635129502938942e-03
9.475895179035808269e+01,4.037469469484264439e-01,4.220992878321361275e-02,9.192912184492485483e-02,-1.561635308850849863e-07,-3.046195859294910206e-03
9.477895579115823921e+01,4.037469430511925195e-01,4.220992566187958123e-02,9.192910094790024411e-02,-1.558661128645347227e-07,8.079110303979873198e-04
9.479895979195839573e+01,4.037469391613378589e-01,4.220992254647913666e-02,9.192908009058423091e-02,-1.555692631348415400e-07,1.449617108390721307e-04
9.481896379275855224e+01,4.037469352788491395e-01,4.220991943700138499e-02,9.192905927290445645e-02,-1.552729806284999792e-07,-4.883305616491951783e-04
9.483896779355872297e+01,4.037469314037130941e-01,4.220991633343545296e-02,9.192903849478863132e-02,-1.549772642558868568e-07,-9.402621208423755797e-04
9.485897179435887949e+01,4.037469275359163445e-01,4.220991323577048815e-02,9.192901775616454940e-02,-1.546821129805048961e-07,9.443066632882207972e-04
9.487897579515903601e+01,4.037469236754457347e-01,4.220991014399564506e-02,9.192899705696011559e-02,-1.543875257237897758e-07,-1.304179970250180962e-04
9.489897979595919253e+01,4.037469198222879418e-01,4.220990705810008514e-02,9.192897639710333191e-02,-1.540935014271264947e-07,-8.831314306266745899e-05
9.491898379675936326e+01,4.037469159764298099e-01,4.220990397807300454e-02,9.192895577652229755e-02,-1.538000390201906681e-07,4.010259621728881445e-03
9.493898779755951978e+01,4.037469121378580716e-01,4.220990090390359245e-02,9.192893519514520884e-02,-1.535071374660513382e-07,1.180508048764994302e-04
9.495899179835967630e+01,4.037469083065595710e-01,4.220989783558107278e-02,9.192891465290034536e-02,-1.532147956898304714e-07,-2.318466317475920482e-03
9.497899579915983281e+01,4.037469044825211517e-01,4.220989477309466942e-02,9.192889414971609774e-02,-1.529230126415866836e-07,-1.844428375496847544e-03
9.499899979995998933e+01,4.037469006657295467e-01,4.220989171643363402e-02,9.192887368552093985e-02,-1.526317872702943890e-07,-1.526047232463755921e-03
9.501900380076016006e+01,4.037468968561717109e-01,4.220988866558721825e-02,9.192885326024345660e-02,-1.523411185127849371e-07,-3.232436897326919356e-03
9.503900780156031658e+01,4.037468930538345435e-01,4.220988562054470150e-02,9.192883287381231616e-02,-1.520510053275737211e-07,2.173219640841905255e-03
9.505901180236047310e+01,4.037468892587048330e-01,4.220988258129537707e-02,9.192881252615629772e-02,-1.517614466701403680e-07,3.721907272687983298e-03
9.507901580316062962e+01,4.037468854707695343e-01,4.220987954782855212e-02,9.192879221720426375e-02,-1.514724414890256110e-07,-1.267216522157580674e-03
9.509901980396080035e+01,4.037468816900156576e-01,4.220987652013353381e-02,9.192877194688517384e-02,-1.511839887197597571e-07,1.813506069038404002e-03
9.511902380476095686e+01,4.037468779164299915e-01,4.220987349819966400e-02,9.192875171512808474e-02,-1.508960873466622110e-07,-1.509272257432732120e-03
9.513902780556111338e+01,4.037468741499996017e-01,4.220987048201629149e-02,9.192873152186216423e-02,-1.506087363163221421e-07,-1.379972584574643392e-03
9.515903180636126990e+01,4.037468703907114431e-01,4.220986747157277896e-02,9.192871136701664947e-02,-1.503219345725097938e-07,-3.514933552121547733e-03
9.517903580716144063e+01,4.037468666385525262e-01,4.220986446685850990e-02,9.192869125052090251e-02,-1.500356811012792946e-07,-1.267262316567058006e-04
9.519903980796159715e+01,4.037468628935098613e-01,4.220986146786288168e-02,9.192867117230435481e-02,-1.497499748435819622e-07,2.461187571303133370e-03
9.521904380876175367e+01,4.037468591555704034e-01,4.220985847457529166e-02,9.192865113229656271e-02,-1.494648147735457011e-07,2.521471822487949665e-03
9.523904780956191019e+01,4.037468554247212738e-01,4.220985548698517192e-02,9.192863113042715195e-02,-1.491801998559742770e-07,1.049637182608562135e-03
9.525905181036208091e+01,4.037468517009495383e-01,4.220985250508196146e-02,9.192861116662584542e-02,-1.488961290543704130e-07,-5.447042892799699000e-04
9.527905581116223743e+01,4.037468479842422631e-01,4.220984952885511315e-02,9.192859124082250477e-02,-1.486126013391757261e-07,2.405581186289269119e-03
9.529905981196239395e+01,4.037468442745865138e-01,4.220984655829410070e-02,9.192857135294703330e-02,-1.483296156814823546e-07,3.478556850128145667e-03
9.531906381276255047e+01,4.037468405719694120e-01,4.220984359338839781e-02,9.192855150292945920e-02,-1.480471710528161178e-07,-1.540605411106880105e-03
9.533906781356272120e+01,4.037468368763781346e-01,4.220984063412751286e-02,9.192853169069989394e-02,-1.477652664234017921e-07,5.297091687639461297e-04
9.535907181436287772e+01,4.037468331877998029e-01,4.220983768050095425e-02,9.192851191618855999e-02,-1.474839007589105050e-07,-1.073429488744547883e-04
9.537907581516303424e+01,4.037468295062215939e-01,4.220983473249825119e-02,9.192849217932577699e-02,-1.472030730564552470e-07,-1.292096127955669020e-03
9.539907981596319075e+01,4.037468258316306846e-01,4.220983179010895370e-02,9.192847248004193395e-02,-1.469227822788882198e-07,-2.358107319426668187e-03
9.541908381676336148e+01,4.037468221640142518e-01,4.220982885332261181e-02,9.192845281826754478e-02,-1.466430274070593814e-07,-1.669785885995264370e-03
9.543908781756351800e+01,4.037468185033595280e-01,4.220982592212880330e-02,9.192843319393322055e-02,-1.463638074359133179e-07,2.196255848731341214e-04
9.545909181836367452e+01,4.037468148496537457e-01,4.220982299651711289e-02,9.192841360696964170e-02,-1.460851213278685501e-07,5.096021348180220390e-04
9.547909581916383104e+01,4.037468112028841372e-01,4.220982007647715306e-02,9.192839405730761360e-02,-1.458069680861096007e-07,2.789925773199069289e-04
9.549909981996400177e+01,4.037468075630380460e-01,4.220981716199852934e-02,9.192837454487801097e-02,-1.455293466808612463e-07,2.562646908556863445e-03
9.551910382076415829e+01,4.037468039301026490e-01,4.220981425307088891e-02,9.192835506961183345e-02,-1.452522561176932542e-07,-1.380839482827593253e-03
9.553910782156431480e+01,4.037468003040653453e-01,4.220981134968386506e-02,9.192833563144016396e-02,-1.449756953570725815e-07,-2.521646657503265592e-03
9.555911182236447132e+01,4.037467966849133671e-01,4.220980845182713270e-02,9.192831623029416865e-02,-1.446996634234341134e-07,-2.362367914158239324e-03
