t,A,A_amb,dA_dt,dA_dt_noisy
5.297859571914382570e+01,4.619538281125039336e-02,3.701834010544081122e-01,-4.893937136227181559e-03,-7.071332179837916398e-02
5.299059811962391819e+01,4.613668093767100964e-02,3.699723919659586024e-01,-4.887753560008986121e-03,-7.906254560842413889e-03
5.300260052010401779e+01,4.607805323570320771e-02,3.697614953920742575e-01,-4.881577748705320623e-03,-4.351583954641951441e-02
5.301460292058411028e+01,4.601949961218290697e-02,3.695507112830455076e-01,-4.875409692631339255e-03,8.349021881322013505e-03
5.302660532106420987e+01,4.596101997406057404e-02,3.693400395891701105e-01,-4.869249382114016617e-03,-2.844491076750059466e-02
5.303860772154430236e+01,4.590261422840150041e-02,3.691294802607540393e-01,-4.863096807492168529e-03,-2.189005941668265356e-02
5.305061012202440196e+01,4.584428228238554559e-02,3.689190332481105949e-01,-4.856951959116431218e-03,4.301374554789816340e-02
5.306261252250449445e+01,4.578602404330735925e-02,3.687086985015611829e-01,-4.850814827349283868e-03,-8.959391726274000545e-02
5.307461492298459405e+01,4.572783941857617995e-02,3.684984759714346469e-01,-4.844685402565024335e-03,9.132519068499690695e-03
5.308661732346468654e+01,4.566972831571603636e-02,3.682883656080679913e-01,-4.838563675149791694e-03,-1.659996320557929894e-02
5.309861972394478613e+01,4.561169064236553217e-02,3.680783673618055474e-01,-4.832449635501541961e-03,1.125659770451581387e-02
5.311062212442487862e+01,4.555372630627808894e-02,3.678684811829998624e-01,-4.826343274030076708e-03,-1.234723509600644670e-01
5.312262452490497822e+01,4.549583521532166858e-02,3.676587070220107001e-01,-4.820244581157010974e-03,-5.261764848167618802e-02
5.313462692538507071e+01,4.543801727747906471e-02,3.674490448292061506e-01,-4.814153547315801890e-03,-2.527675234841183019e-02
5.314662932586517030e+01,4.538027240084763214e-02,3.672394945549615763e-01,-4.808070162951720919e-03,7.773992999642141688e-02
5.315863172634526279e+01,4.532260049363953658e-02,3.670300561496606107e-01,-4.801994418521882482e-03,-6.768168739919031007e-02
5.317063412682536239e+01,4.526500146418149101e-02,3.668207295636939924e-01,-4.795926304495216203e-03,-6.108269231989865711e-02
5.318263652730545488e+01,4.520747522091504711e-02,3.666115147474609537e-01,-4.789865811352490323e-03,-1.444618616192555952e-02
5.319463892778555447e+01,4.515002167239629688e-02,3.664024116513677765e-01,-4.783812929586285685e-03,1.101956271504692456e-02
5.320664132826564696e+01,4.509264072729616407e-02,3.661934202258291804e-01,-4.777767649701025222e-03,-3.550963331809915691e-02
5.321864372874574656e+01,4.503533229440011276e-02,3.659845404212670461e-01,-4.771729962212946201e-03,-5.557527163305275159e-04
5.323064612922583905e+01,4.497809628260843878e-02,3.657757721881114144e-01,-4.765699857650120171e-03,-8.663201568649329942e-02
5.324264852970593864e+01,4.492093260093599216e-02,3.655671154767998754e-01,-4.759677326552438220e-03,7.963083193064533771e-02
5.325465093018603113e+01,4.486384115851243387e-02,3.653585702377780131e-01,-4.753662359471623987e-03,-2.176950777597656470e-02
5.326665333066613073e+01,4.480682186458199295e-02,3.651501364214987944e-01,-4.747654946971212840e-03,1.567005077986310772e-03
5.327865573114622322e+01,4.474987462850370940e-02,3.649418139784233461e-01,-4.741655079626584841e-03,1.302992216701375494e-01
5.329065813162632281e+01,4.469299935975117738e-02,3.647336028590202339e-01,-4.735662748024919641e-03,-3.292086730942383327e-02
5.330266053210641530e+01,4.463619596791282285e-02,3.645255030137661278e-01,-4.729677942765243316e-03,-6.683634338261779106e-02
5.331466293258651490e+01,4.457946436269160512e-02,3.643175143931450255e-01,-4.723700654458388472e-03,-5.424656799441988225e-02
5.332666533306660739e+01,4.452280445390532915e-02,3.641096369476490846e-01,-4.717730873727027201e-03,7.877443347087084713e-02
5.333866773354670698e+01,4.446621615148633327e-02,3.639018706277779569e-01,-4.711768591205637256e-03,-1.423376591999220980e-02
5.335067013402679947e+01,4.440969936548179453e-02,3.636942153840392322e-01,-4.705813797540531543e-03,-4.390495540738030555e-02
5.336267253450689907e+01,4.435325400605342333e-02,3.634866711669481054e-01,-4.699866483389835564e-03,-6.553545637860674032e-03
5.337467493498699156e+01,4.429687998347776878e-02,3.632792379270277094e-01,-4.693926639423506506e-03,-7.133880046916412157e-03
5.338667733546709115e+01,4.424057720814593420e-02,3.630719156148086713e-01,-4.687994256323315886e-03,4.562456005405285397e-02
5.339867973594718364e+01,4.418434559056382688e-02,3.628647041808297780e-01,-4.682069324782860836e-03,3.133148220354968483e-02
5.341068213642728324e+01,4.412818504135192221e-02,3.626576035756370886e-01,-4.676151835507551952e-03,1.418507388057692678e-02
5.342268453690737573e+01,4.407209547124552040e-02,3.624506137497849334e-01,-4.670241779214630642e-03,1.948164572072381279e-02
5.343468693738747533e+01,4.401607679109445503e-02,3.622437346538348590e-01,-4.664339146633147450e-03,-4.495439045075242529e-02
5.344668933786756782e+01,4.396012891186340532e-02,3.620369662383567388e-01,-4.658443928503983728e-03,-6.760867857641844614e-02
5.345869173834766741e+01,4.390425174463159080e-02,3.618303084539277181e-01,-4.652556115579829961e-03,1.566532182423582484e-02
5.347069413882775990e+01,4.384844520059304890e-02,3.616237612511331023e-01,-4.646675698625205714e-03,2.170421836459993439e-02
5.348269653930785950e+01,4.379270919105638510e-02,3.614173245805655244e-01,-4.640802668416434476e-03,3.964783458343106026e-03
5.349469893978795199e+01,4.373704362744501584e-02,3.612109983928258883e-01,-4.634937015741679225e-03,9.795662299410165183e-03
5.350670134026805158e+01,4.368144842117551579e-02,3.610047826385398562e-01,-4.629078731388782016e-03,2.704443346895766057e-02
5.351870374074814407e+01,4.362592348303059170e-02,3.607986772684477206e-01,-4.623227806082698572e-03,-6.157650817939631233e-02
5.353070614122824367e+01,4.357046872468919169e-02,3.605926822331824710e-01,-4.617384230638195593e-03,-2.150207451325825830e-02
5.354270854170833616e+01,4.351508405812544444e-02,3.603867974833593335e-01,-4.611547995899877017e-03,-4.783870246629710193e-02
5.355471094218843575e+01,4.345976939541672246e-02,3.601810229696025822e-01,-4.605719092723015336e-03,-9.751742957050492377e-02
5.356671334266852824e+01,4.340452464874389182e-02,3.599753586425464280e-01,-4.599897511973586282e-03,2.211122105850435102e-02
5.357871574314862784e+01,4.334934973039109019e-02,3.597698044528340744e-01,-4.594083244528243681e-03,-1.588937740532063089e-02
5.359071814362872033e+01,4.329424455274594186e-02,3.595643603511188835e-01,-4.588276281274333325e-03,1.588277213959635517e-02
5.360272054410881992e+01,4.323920902829934271e-02,3.593590262880630992e-01,-4.582476613109884300e-03,2.708471613282988077e-02
5.361472294458891241e+01,4.318424306964567527e-02,3.591538022143390685e-01,-4.576684230943619397e-03,-4.968024037032497953e-02
5.362672534506901201e+01,4.312934658948258670e-02,3.589486880806280200e-01,-4.570899125694934291e-03,7.088378430257612217e-02
5.363872774554910450e+01,4.307451950061122470e-02,3.587436838376213410e-01,-4.565121288293927035e-03,1.068568294066941232e-02
5.365073014602920409e+01,4.301976171593598769e-02,3.585387894360194116e-01,-4.559350709681364230e-03,4.598043902167094077e-02
5.366273254650929658e+01,4.296507314846478159e-02,3.583340048265325484e-01,-4.553587380808713121e-03,8.022800065521543122e-02
5.367473494698939618e+01,4.291045371130875613e-02,3.581293299598801716e-01,-4.547831292638112102e-03,-2.828899081195804244e-02
5.368673734746948867e+01,4.285590331768258238e-02,3.579247647867916937e-01,-4.542082436142396741e-03,-3.527481046314755869e-02
5.369873974794958826e+01,4.280142188090416827e-02,3.577203092580054644e-01,-4.536340802305076358e-03,4.506701980013743877e-03
5.371074214842968075e+01,4.274700931439494311e-02,3.575159633242699364e-01,-4.530606382120351376e-03,5.104052209523835676e-02
5.372274454890978035e+01,4.269266553167955919e-02,3.573117269363425552e-01,-4.524879166593095102e-03,5.263288341044346230e-02
5.373474694938987284e+01,4.263839044638620401e-02,3.571076000449907584e-01,-4.519159146738882353e-03,-1.029575282778448647e-01
5.374674934986997243e+01,4.258418397224630197e-02,3.569035826009910872e-01,-4.513446313583947822e-03,6.733534584843248183e-02
5.375875175035006492e+01,4.253004602309479187e-02,3.566996745551299641e-01,-4.507740658165231180e-03,-2.675390642453958842e-02
5.377075415083016452e+01,4.247597651286984938e-02,3.564958758582029152e-01,-4.502042171530332842e-03,2.005392508386206335e-02
5.378275655131025701e+01,4.242197535561317151e-02,3.562921864610154032e-01,-4.496350844737556467e-03,-7.068184810579458688e-02
5.379475895179035660e+01,4.236804246546969910e-02,3.560886063143821056e-01,-4.490666668855866454e-03,-4.860003258522955366e-02
5.380676135227044909e+01,4.231417775668787351e-02,3.558851353691274144e-01,-4.484989634964925247e-03,1.383124235008344194e-02
5.381876375275054869e+01,4.226038114361940073e-02,3.556817735760850474e-01,-4.479319734155062099e-03,-9.369551077445870124e-02
5.383076615323064118e+01,4.220665254071948036e-02,3.554785208860984369e-01,-4.473656957527299104e-03,3.592131924309870800e-02
5.384276855371074078e+01,4.215299186254656272e-02,3.552753772500202301e-01,-4.468001296193326033e-03,-3.140468160886106253e-02
5.385477095419083327e+01,4.209939902376261950e-02,3.550723426187131215e-01,-4.462352741275528098e-03,9.379809278111500212e-03
5.386677335467093286e+01,4.204587393913285925e-02,3.548694169430486323e-01,-4.456711283906949518e-03,2.953531533492407928e-03
5.387877575515102535e+01,4.199241652352600496e-02,3.546666001739084417e-01,-4.451076915231336022e-03,-3.215620763662425247e-02
5.389077815563112495e+01,4.193902669191401644e-02,3.544638922621832222e-01,-4.445449626403093213e-03,6.122553185647960222e-02
5.390278055611121744e+01,4.188570435937236797e-02,3.542612931587736380e-01,-4.439829408587316062e-03,1.126259076279235438e-01
5.391478295659131703e+01,4.183244944107979840e-02,3.540588028145893462e-01,-4.434216252959772425e-03,2.710359574963378329e-02
5.392678535707140952e+01,4.177926185231853329e-02,3.538564211805501070e-01,-4.428610150706914321e-03,-9.021171280287965111e-02
5.393878775755150912e+01,4.172614150847405584e-02,3.536541482075846177e-01,-4.423011093025858848e-03,1.672271780900086262e-03
5.395079015803160161e+01,4.167308832503534982e-02,3.534519838466315678e-01,-4.417419071124415071e-03,-1.570440347772899398e-02
5.396279255851170120e+01,4.162010221759467055e-02,3.532499280486387505e-01,-4.411834076221056271e-03,4.110924958380249294e-02
5.397479495899179369e+01,4.156718310184775306e-02,3.530479807645639512e-01,-4.406256099544943357e-03,-1.337543337495659956e-03
5.398679735947189329e+01,4.151433089359359702e-02,3.528461419453738923e-01,-4.400685132335900585e-03,1.027613735009886564e-01
5.399879975995198578e+01,4.146154550873470956e-02,3.526444115420454550e-01,-4.395121165844444178e-03,3.026374015143093454e-02
5.401080216043208537e+01,4.140882686327683471e-02,3.524427895055643467e-01,-4.389564191331745899e-03,2.553098531409402072e-02
5.402280456091217786e+01,4.135617487332924475e-02,3.522412757869264333e-01,-4.384014200069670346e-03,-2.153417585272330084e-02
5.403480696139227746e+01,4.130358945510444885e-02,3.520398703371366289e-01,-4.378471183340748932e-03,-4.884937761934267375e-02
5.404680936187236995e+01,4.125107052491846366e-02,3.518385731072096734e-01,-4.372935132438187690e-03,-8.615767575110046261e-03
5.405881176235246954e+01,4.119861799919055656e-02,3.516373840481695212e-01,-4.367406038665865541e-03,5.781554103696784179e-03
5.407081416283256203e+01,4.114623179444350243e-02,3.514363031110500635e-01,-4.361883893338342963e-03,1.959925211362407993e-02
5.408281656331266163e+01,4.109391182730332687e-02,3.512353302468941285e-01,-4.356368687780839445e-03,5.703110126465718056e-03
5.409481896379275412e+01,4.104165801449956297e-02,3.510344654067547032e-01,-4.350860413329264709e-03,-1.834619019714911134e-02
5.410682136427285371e+01,4.098947027286498762e-02,3.508337085416937118e-01,-4.345359061330184014e-03,-1.869768014732126928e-03
5.411882376475294620e+01,4.093734851933589908e-02,3.506330596027830149e-01,-4.339864623140855457e-03,-2.747081821927986611e-02
5.413082616523304580e+01,4.088529267095183245e-02,3.504325185411037435e-01,-4.334377090129185733e-03,-5.381481065044399492e-02
5.414282856571313829e+01,4.083330264485583033e-02,3.502320853077467433e-01,-4.328896453673775242e-03,-4.770400353764021190e-02
5.415483096619323788e+01,4.078137835829419300e-02,3.500317598538120745e-01,-4.323422705163880789e-03,2.032248034397298592e-02
5.416683336667333037e+01,4.072951972861672126e-02,3.498315421304097339e-01,-4.317955835999437268e-03,3.196178937829436545e-02
5.417883576715342997e+01,4.067772667327647362e-02,3.496314320886587668e-01,-4.312495837591048126e-03,-1.514368699094443931e-02
5.419083816763352246e+01,4.062599910983000218e-02,3.494314296796881547e-01,-4.307042701359990559e-03,-1.113724055956072378e-02
5.420284056811362206e+01,4.057433695593712364e-02,3.492315348546359832e-01,-4.301596418738204246e-03,2.301203493137168529e-02
5.421484296859371455e+01,4.052274012936115527e-02,3.490317475646503298e-01,-4.296156981168312156e-03,-1.111509074586976807e-02
5.422684536907381414e+01,4.047120854796865813e-02,3.488320677608883202e-01,-4.290724380103591064e-03,1.527990996851052719e-01
5.423884776955390663e+01,4.041974212972971464e-02,3.486324953945170169e-01,-4.285298607008001040e-03,2.142770090661734635e-03
5.425085017003400623e+01,4.036834079271764408e-02,3.484330304167125303e-01,-4.279879653356158560e-03,-3.025076355423463731e-02
5.426285257051409872e+01,4.031700445510928016e-02,3.482336727786609631e-01,-4.274467510633362527e-03,-9.481461790003654910e-02
5.427485497099419831e+01,4.026573303518470037e-02,3.480344224315575774e-01,-4.269062170335563913e-03,6.239039338972613910e-03
5.428685737147429080e+01,4.021452645132749665e-02,3.478352793266074050e-01,-4.263663623969398721e-03,4.698690865293238955e-02
5.429885977195439040e+01,4.016338462202450471e-02,3.476362434150247482e-01,-4.258271863052153286e-03,-7.074758117818795086e-03
5.431086217243448289e+01,4.011230746586607471e-02,3.474373146480337349e-01,-4.252886879111801577e-03,5.780589730785593017e-02
5.432286457291458248e+01,4.006129490154580058e-02,3.472384929768675410e-01,-4.247508663686961825e-03,-3.389937620545969976e-02
5.433486697339467497e+01,4.001034684786077683e-02,3.470397783527694457e-01,-4.242137208326939891e-03,-9.297613784719081093e-03
5.434686937387477457e+01,3.995946322371136950e-02,3.468411707269917210e-01,-4.236772504591691108e-03,-1.350536797626791449e-02
5.435887177435486706e+01,3.990864394810143129e-02,3.466426700507965752e-01,-4.231414544051852362e-03,-4.179779380924309590e-02
5.437087417483496665e+01,3.985788894013806566e-02,3.464442762754552652e-01,-4.226063318288710881e-03,-7.835806750560087020e-02
5.438287657531505914e+01,3.980719811903189742e-02,3.462459893522490950e-01,-4.220718818894230243e-03,-5.186030064965301001e-02
5.439487897579515874e+01,3.975657140409679519e-02,3.460478092324684174e-01,-4.215381037471035638e-03,-9.930526505070083609e-02
5.440688137627525123e+01,3.970600871475012117e-02,3.458497358674134659e-01,-4.210049965632416472e-03,3.374446879896740581e-02
5.441888377675535082e+01,3.965550997051250914e-02,3.456517692083936333e-01,-4.204725595002324623e-03,-1.277646479092307656e-02
5.443088617723544331e+01,3.960507509100808649e-02,3.454539092067282491e-01,-4.199407917215386594e-03,-9.385095062463523485e-03
5.444288857771553580e+01,3.955470399596425907e-02,3.452561558137457465e-01,-4.194096923916879223e-03,-3.290944087082747771e-02
5.445489097819563540e+01,3.950439660521183616e-02,3.450585089807842731e-01,-4.188792606762746160e-03,4.339835864369773200e-02
5.446689337867572789e+01,3.945415283868505818e-02,3.448609686591915802e-01,-4.183494957419603942e-03,-4.649723137222808861e-02
5.447889577915582748e+01,3.940397261642146487e-02,3.446635348003246335e-01,-4.178203967564715106e-03,8.005769729950734659e-02
5.449089817963591997e+01,3.935385585856206875e-02,3.444662073555503912e-01,-4.172919628886026348e-03,5.007724230436135654e-02
5.450290058011601957e+01,3.930380248535114696e-02,3.442689862762447484e-01,-4.167641933082127763e-03,-3.912334395221709477e-02
5.451490298059611206e+01,3.925381241698866486e-02,3.440718715138130768e-01,-4.162370871847525036e-03,-1.419015723660845690e-02
5.452690538107621165e+01,3.920388557313508188e-02,3.438748630197526190e-01,-4.157106436823208503e-03,2.729959432489951349e-02
5.453890778155630414e+01,3.915402187430518793e-02,3.436779607454703567e-01,-4.151848619735795318e-03,5.841905202920257695e-02
5.455091018203640374e+01,3.910422124123955068e-02,3.434811646423662768e-01,-4.146597412334781900e-03,-4.375981190252833941e-02
5.456291258251649623e+01,3.905448359477201037e-02,3.432844746618518572e-01,-4.141352806379316673e-03,-2.909121774965422319e-02
5.457491498299659582e+01,3.900480885582941620e-02,3.430878907553488455e-01,-4.136114793638171437e-03,1.211122058026655596e-01
5.458691738347668831e+01,3.895519694543190387e-02,3.428914128742907574e-01,-4.130883365889774332e-03,4.184783925095320045e-02
5.459891978395678791e+01,3.890564778469261104e-02,3.426950409701214340e-01,-4.125658514922176875e-03,4.069926830467103518e-02
5.461092218443688040e+01,3.885616129481795494e-02,3.424987749942960957e-01,-4.120440232533079984e-03,9.256080895702101241e-02
5.462292458491698000e+01,3.880673739710737563e-02,3.423026148982806771e-01,-4.115228510529811423e-03,1.817768144058611035e-02
5.463492698539707249e+01,3.875737601295356494e-02,3.421065606335523812e-01,-4.110023340729347489e-03,-2.692241136494205947e-02
5.464692938587717208e+01,3.870807706384225833e-02,3.419106121515990693e-01,-4.104824714958290460e-03,-9.055026803520092871e-02
5.465893178635726457e+01,3.865884047135245000e-02,3.417147694039198713e-01,-4.099632625052892880e-03,3.899061194829873955e-02
5.467093418683736417e+01,3.860966615715615002e-02,3.415190323420246310e-01,-4.094447062859026334e-03,-6.076262372245973958e-02
5.468293658731745666e+01,3.856055404301864109e-02,3.413234009174344052e-01,-4.089268020232217013e-03,2.944875597697875491e-02
5.469493898779755625e+01,3.851150405079822869e-02,3.411278750816810201e-01,-4.084095489037611014e-03,-1.028256241802794069e-01
5.470694138827764874e+01,3.846251610244647706e-02,3.409324547863075150e-01,-4.078929461150002100e-03,-2.779654074399343089e-02
5.471894378875774834e+01,3.841359012000800099e-02,3.407371399828675873e-01,-4.073769928453811751e-03,-4.972031211719282751e-03
5.473094618923784083e+01,3.836472602562063933e-02,3.405419306229263143e-01,-4.068616882843101301e-03,-6.664469413016159416e-02
5.474294858971794042e+01,3.831592374151528840e-02,3.403468266580593204e-01,-4.063470316221558937e-03,-3.140353974484637323e-02
5.475495099019803291e+01,3.826718319001609636e-02,3.401518280398536098e-01,-4.058330220502517904e-03,-4.564797134901636688e-02
5.476695339067813251e+01,3.821850429354022721e-02,3.399569347199067892e-01,-4.053196587608936564e-03,2.436622454782618949e-03
5.477895579115822500e+01,3.816988697459813840e-02,3.397621466498278453e-01,-4.048069409473414870e-03,-6.700083743071472142e-02
5.479095819163832459e+01,3.812133115579327547e-02,3.395674637812363117e-01,-4.042948678038172684e-03,-1.714578091651341660e-02
5.480296059211841708e+01,3.807283675982238436e-02,3.393728860657631019e-01,-4.037834385255082738e-03,6.466927520811056873e-02
5.481496299259851668e+01,3.802440370947519910e-02,3.391784134550497321e-01,-4.032726523085628130e-03,6.600876187276968898e-02
5.482696539307860917e+01,3.797603192763475410e-02,3.389840459007490980e-01,-4.027625083500947431e-03,9.049241280323268299e-02
5.483896779355870876e+01,3.792772133727707884e-02,3.387897833545246429e-01,-4.022530058481789579e-03,1.673744580282090708e-02
5.485097019403880125e+01,3.787947186147148926e-02,3.385956257680512449e-01,-4.017441440018552912e-03,-2.437274333924898534e-02
5.486297259451890085e+01,3.783128342338031719e-02,3.384015730930142740e-01,-4.012359220111254808e-03,1.242024942865873824e-02
5.487497499499899334e+01,3.778315594625915319e-02,3.382076252811105355e-01,-4.007283390769553373e-03,3.151066593910382269e-02
5.488697739547909293e+01,3.773508935345663146e-02,3.380137822840473816e-01,-4.002213944012728356e-03,9.993322016207464853e-03
5.489897979595918542e+01,3.768708356841461715e-02,3.378200440535436000e-01,-3.997150871869697628e-03,6.851556357607242742e-02
5.491098219643928502e+01,3.763913851466804683e-02,3.376264105413285255e-01,-3.992094166379005910e-03,-3.687043375436413473e-02
5.492298459691937751e+01,3.759125411584507415e-02,3.374328816991428170e-01,-3.987043819588830841e-03,-1.434415376280058149e-02
5.493498699739947710e+01,3.754343029566691026e-02,3.372394574787377364e-01,-3.981999823556970838e-03,-7.997076426366038493e-02
5.494698939787956959e+01,3.749566697794801812e-02,3.370461378318760359e-01,-3.976962170350869380e-03,-2.502487203738368304e-02
5.495899179835966919e+01,3.744796408659589043e-02,3.368529227103309043e-01,-3.971930852047582047e-03,5.802740021695948491e-02
5.497099419883976168e+01,3.740032154561127864e-02,3.366598120658869653e-01,-3.966905860733807750e-03,-1.343821734897086579e-03
5.498299659931986128e+01,3.735273927908796393e-02,3.364668058503393899e-01,-3.961887188505860101e-03,3.344056183710937546e-02
5.499499899979995376e+01,3.730521721121298623e-02,3.362739040154947290e-01,-3.956874827469694308e-03,1.742460694517140168e-02
5.500700140028005336e+01,3.725775526626642215e-02,3.360811065131701914e-01,-3.951868769740882886e-03,4.426356080860986697e-02
5.501900380076014585e+01,3.721035336862160009e-02,3.358884132951943102e-01,-3.946869007444633870e-03,-4.571482416018579631e-02
5.503100620124024545e+01,3.716301144274487822e-02,3.356958243134061104e-01,-3.941875532715774337e-03,2.280284719758676054e-02
5.504300860172033794e+01,3.711572941319588037e-02,3.355033395196561630e-01,-3.936888337698766886e-03,3.004830172515432149e-02
5.505501100220043753e+01,3.706850720462726012e-02,3.353109588658054752e-01,-3.931907414547691423e-03,5.394459574323422213e-02
5.506701340268053002e+01,3.702134474178491591e-02,3.351186823037264895e-01,-3.926932755426266845e-03,6.579566535154281193e-02
5.507901580316062962e+01,3.697424194950780368e-02,3.349265097853022510e-01,-3.921964352507823284e-03,-2.877147613367547763e-02
5.509101820364072211e+01,3.692719875272810343e-02,3.347344412624271293e-01,-3.917002197975329864e-03,-7.548948032297342348e-02
5.510302060412082170e+01,3.688021507647106650e-02,3.345424766870060407e-01,-3.912046284021369544e-03,-3.601063462397712661e-02
5.511502300460091419e+01,3.683329084585516139e-02,3.343506160109554481e-01,-3.907096602848162542e-03,6.227191939537468635e-02
5.512702540508101379e+01,3.678642598609192099e-02,3.341588591862021951e-01,-3.902153146667539877e-03,-5.356237349723882296e-02
5.513902780556110628e+01,3.673962042248611615e-02,3.339672061646846712e-01,-3.897215907700971992e-03,-7.271614847003424198e-02
5.515103020604120587e+01,3.669287408043556131e-02,3.337756568983516470e-01,-3.892284878179541434e-03,-6.944236835214982750e-02
5.516303260652129836e+01,3.664618688543131581e-02,3.335842113391634389e-01,-3.887360050343963234e-03,-6.890450792722963014e-02
5.517503500700139796e+01,3.659955876305748257e-02,3.333928694390909109e-01,-3.882441416444567996e-03,3.215246849070053925e-02
5.518703740748149045e+01,3.655298963899142328e-02,3.332016311501162509e-01,-3.877528968741320546e-03,-4.225085141774839737e-02
5.519903980796159004e+01,3.650647943900351550e-02,3.330104964242321941e-01,-3.872622699503795209e-03,-3.509959305997836787e-02
5.521104220844168253e+01,3.646002808895740938e-02,3.328194652134430220e-01,-3.867722601011200963e-03,5.328318482783006571e-02
5.522304460892178213e+01,3.641363551480978483e-02,3.326285374697634523e-01,-3.862828665552361495e-03,4.293260978328039545e-02
5.523504700940187462e+01,3.636730164261058051e-02,3.324377131452195822e-01,-3.857940885425729070e-03,4.021352081198847211e-02
5.524704940988197421e+01,3.632102639850275094e-02,3.322469921918480562e-01,-3.853059252939369794e-03,-4.212063045955678764e-02
5.525905181036206670e+01,3.627480970872253713e-02,3.320563745616971207e-01,-3.848183760410980956e-03,-8.902268944251010008e-02
5.527105421084216630e+01,3.622865149959918207e-02,3.318658602068252916e-01,-3.843314400167871080e-03,1.375825956663273217e-02
5.528305661132225879e+01,3.618255169755520140e-02,3.316754490793026311e-01,-3.838451164546979877e-03,8.393210439049372806e-02
5.529505901180235838e+01,3.613651022910614741e-02,3.314851411312098040e-01,-3.833594045894856989e-03,-2.163869139172124034e-02
5.530706141228245087e+01,3.609052702086082420e-02,3.312949363146387993e-01,-3.828743036567683247e-03,-1.742045566940864793e-02
5.531906381276255047e+01,3.604460199952106564e-02,3.311048345816921534e-01,-3.823898128931249411e-03,-1.662338308844976131e-01
5.533106621324264296e+01,3.599873509188195736e-02,3.309148358844838378e-01,-3.819059315360975697e-03,8.280097776947248356e-02
5.534306861372274255e+01,3.595292622483163558e-02,3.307249401751383155e-01,-3.814226588241891817e-03,-1.377485850251831782e-02
5.535507101420283504e+01,3.590717532535147444e-02,3.305351474057915961e-01,-3.809399939968656935e-03,-9.086607810436506116e-02
5.536707341468293464e+01,3.586148232051589169e-02,3.303454575285901251e-01,-3.804579362945540583e-03,-6.762425296358830565e-03
5.537907581516302713e+01,3.581584713749255688e-02,3.301558704956917278e-01,-3.799764849586438273e-03,-3.357666449042921025e-02
5.539107821564312673e+01,3.577026970354217628e-02,3.299663862592648877e-01,-3.794956392314854585e-03,2.760228994012599996e-02
5.540308061612321922e+01,3.572474994601871484e-02,3.297770047714893571e-01,-3.790153983563923547e-03,1.038722128663120553e-01
5.541508301660331881e+01,3.567928779236916037e-02,3.295877259845555463e-01,-3.785357615776385222e-03,-4.404428470601085693e-02
5.542708541708341130e+01,3.563388317013376633e-02,3.293985498506653009e-01,-3.780567281404609119e-03,3.998671469102003419e-03
5.543908781756351090e+01,3.558853600694582286e-02,3.292094763220309028e-01,-3.775782972910570780e-03,-2.301350040290000426e-02
5.545109021804360339e+01,3.554324623053185112e-02,3.290205053508761246e-01,-3.771004682765869993e-03,-3.698999912329176826e-02
5.546309261852370298e+01,3.549801376871143666e-02,3.288316368894351749e-01,-3.766232403451718214e-03,1.924338280539864693e-02
5.547509501900379547e+01,3.545283854939740992e-02,3.286428708899538642e-01,-3.761466127458949413e-03,7.361162555258821127e-02
5.548709741948389507e+01,3.540772050059563109e-02,3.284542073046883282e-01,-3.756705847288006623e-03,1.824255179685171577e-02
5.549909981996398756e+01,3.536265955040521908e-02,3.282656460859063041e-01,-3.751951555448954524e-03,-2.508452161648336981e-02
5.551110222044408715e+01,3.531765562701832950e-02,3.280771871858859656e-01,-3.747203244461467294e-03,2.217434353096861196e-02
5.552310462092417964e+01,3.527270865867249139e-02,3.278888305569225281e-01,-3.742460906850061161e-03,8.090580649633655891e-03
5.553510702140427924e+01,3.522781857304922715e-02,3.277005761513973048e-01,-3.737724535084046510e-03,3.701955235651375326e-02
5.554710942188437173e+01,3.518298529845585720e-02,3.275124239216384847e-01,-3.732994121695532019e-03,-3.131282650310224930e-02
5.555911182236447132e+01,3.513820876353426076e-02,3.273243738199559938e-01,-3.728269659250348957e-03,3.162699193888322650e-03
5.557111422284456381e+01,3.509348889701031232e-02,3.271364257986726365e-01,-3.723551140323027361e-03,7.864663804188054552e-02
5.558311662332466341e+01,3.504882562769365273e-02,3.269485798101227081e-01,-3.718838557496775658e-03,-2.766134797207405946e-03
5.559511902380475590e+01,3.500421888447791119e-02,3.267608358066532714e-01,-3.714131903363500613e-03,4.513962480962369767e-02
5.560712142428485549e+01,3.495966859634051793e-02,3.265731937406231578e-01,-3.709431170523791715e-03,-4.230154742183153335e-03
5.561912382476494798e+01,3.491517469234286380e-02,3.263856535644037438e-01,-3.704736351586932017e-03,-1.704894865504525021e-04
5.563112622524504758e+01,3.487073710163014761e-02,3.261982152303781191e-01,-3.700047439170884699e-03,-4.082733229733300634e-02
5.564312862572514007e+01,3.482635575343154266e-02,3.260108786909420853e-01,-3.695364425902310842e-03,1.387924138175303523e-01
5.565513102620523966e+01,3.478203057705999551e-02,3.258236438985031569e-01,-3.690687304416548180e-03,5.621066000551724201e-02
5.566713342668533215e+01,3.473776150191246193e-02,3.256365108054813939e-01,-3.686016067357632785e-03,5.534711776951141415e-02
5.567913582716543175e+01,3.469354845746965704e-02,3.254494793643087358e-01,-3.681350707378276514e-03,5.420415298722593839e-02
5.569113822764552424e+01,3.464939137329629826e-02,3.252625495274296119e-01,-3.676691217139887828e-03,-5.467196387635840649e-02
