t,I,M,dI_dt
3.865773154630925967e-01,2.614580209927572341e+00,1.227698010966442377e+00,3.256277739173008001e+00
3.866773354670934304e-01,2.614905847077032330e+00,1.227874613007278182e+00,3.255165201446352796e+00
3.867773554710942085e-01,2.615231372931756670e+00,1.228051148494534228e+00,3.254052578473052293e+00
3.868773754750950422e-01,2.615556787484147883e+00,1.228227617440286634e+00,3.252939870407605127e+00
3.869773954790958204e-01,2.615882090726608489e+00,1.228404019856616847e+00,3.251827077405531341e+00
3.870774154830965985e-01,2.616207282651541899e+00,1.228580355755612530e+00,3.250714199623292444e+00
3.871774354870974322e-01,2.616532363251353743e+00,1.228756625149365567e+00,3.249601237218291416e+00
3.872774554910982103e-01,2.616857332518447432e+00,1.228932828049974058e+00,3.248488190349005933e+00
3.873774754950990440e-01,2.617182190445229484e+00,1.229108964469541432e+00,3.247375059174819611e+00
3.874774954990998221e-01,2.617506937024105973e+00,1.229285034420175782e+00,3.246261843856057538e+00
3.875775155031006003e-01,2.617831572247482974e+00,1.229461037913991195e+00,3.245148544554101733e+00
3.876775355071014340e-01,2.618156096107769226e+00,1.229636974963107088e+00,3.244035161431177983e+00
3.877775555111022121e-01,2.618480508597372136e+00,1.229812845579648206e+00,3.242921694650569009e+00
3.878775755151030458e-01,2.618804809708700443e+00,1.229988649775744403e+00,3.241808144376516765e+00
3.879775955191038239e-01,2.619128999434163774e+00,1.230164387563531303e+00,3.240694510774160264e+00
3.880776155231046021e-01,2.619453077766171756e+00,1.230340058955149418e+00,3.239580794009633280e+00
3.881776355271054357e-01,2.619777044697136237e+00,1.230515663962745476e+00,3.238466994250073228e+00
3.882776555311062139e-01,2.620100900219467288e+00,1.230691202598470424e+00,3.237353111663487937e+00
3.883776755351070475e-01,2.620424644325577201e+00,1.230866674874481648e+00,3.236239146418879997e+00
3.884776955391078257e-01,2.620748277007879157e+00,1.231042080802940974e+00,3.235125098686193468e+00
3.885777155431086038e-01,2.621071798258785890e+00,1.231217420396016449e+00,3.234010968636358285e+00
3.886777355471094375e-01,2.621395208070711913e+00,1.231392693665881222e+00,3.232896756441148156e+00
3.887777555511102157e-01,2.621718506436070850e+00,1.231567900624713330e+00,3.231782462273420364e+00
3.888777755551110493e-01,2.622041693347278546e+00,1.231743041284697027e+00,3.230668086306902609e+00
3.889777955591118275e-01,2.622364768796750845e+00,1.231918115658020785e+00,3.229553628716219649e+00
3.890778155631126056e-01,2.622687732776903591e+00,1.232093123756879960e+00,3.228439089677079821e+00
3.891778355671134393e-01,2.623010585280154849e+00,1.232268065593473905e+00,3.227324469365946413e+00
3.892778555711142174e-01,2.623333326298921797e+00,1.232442941180007967e+00,3.226209767960357411e+00
3.893778755751150511e-01,2.623655955825623387e+00,1.232617750528693046e+00,3.225094985638703449e+00
3.894778955791158292e-01,2.623978473852677684e+00,1.232792493651745147e+00,3.223980122580378804e+00
3.895779155831166074e-01,2.624300880372504974e+00,1.232967170561385384e+00,3.222865178965674815e+00
3.896779355871174411e-01,2.624623175377525541e+00,1.233141781269840642e+00,3.221750154975770997e+00
3.897779555911182192e-01,2.624945358860160560e+00,1.233316325789343360e+00,3.220635050792841625e+00
3.898779755951189974e-01,2.625267430812830760e+00,1.233490804132130636e+00,3.219519866599975799e+00
3.899779955991198310e-01,2.625589391227959979e+00,1.233665216310445789e+00,3.218404602581115270e+00
3.900780156031206092e-01,2.625911240097969390e+00,1.233839562336537021e+00,3.217289258921240958e+00
3.901780356071214428e-01,2.626232977415284164e+00,1.234013842222657642e+00,3.216173835806133141e+00
3.902780556111222210e-01,2.626554603172326807e+00,1.234188055981066734e+00,3.215058333422557979e+00
3.903780756151229991e-01,2.626876117361523377e+00,1.234362203624029153e+00,3.213942751958240862e+00
3.904780956191238328e-01,2.627197519975299045e+00,1.234536285163814195e+00,3.212827091601706542e+00
3.905781156231246110e-01,2.627518811006079424e+00,1.234710300612697154e+00,3.211711352542501174e+00
3.906781356271254446e-01,2.627839990446291907e+00,1.234884249982958426e+00,3.210595534970996923e+00
3.907781556311262228e-01,2.628161058288363439e+00,1.235058133286884186e+00,3.209479639078560709e+00
3.908781756351270009e-01,2.628482014524722299e+00,1.235231950536765488e+00,3.208363665057412106e+00
3.909781956391278346e-01,2.628802859147797211e+00,1.235405701744898943e+00,3.207247613100623340e+00
3.910782156431286127e-01,2.629123592150016897e+00,1.235579386923586487e+00,3.206131483402323568e+00
3.911782356471294464e-01,2.629444213523811857e+00,1.235753006085135830e+00,3.205015276157414661e+00
3.912782556511302245e-01,2.629764723261612591e+00,1.235926559241859346e+00,3.203898991561731080e+00
3.913782756551310027e-01,2.630085121355850486e+00,1.236100046406075403e+00,3.202782629812048754e+00
3.914782956591318364e-01,2.630405407798957373e+00,1.236273467590107478e+00,3.201666191105960735e+00
3.915783156631326145e-01,2.630725582583365085e+00,1.236446822806284151e+00,3.200549675642037073e+00
3.916783356671334482e-01,2.631045645701507674e+00,1.236620112066940225e+00,3.199433083619709350e+00
3.917783556711342263e-01,2.631365597145818302e+00,1.236793335384414716e+00,3.198316415239288446e+00
3.918783756751350045e-01,2.631685436908731912e+00,1.236966492771052861e+00,3.197199670701946772e+00
3.919783956791358381e-01,2.632005164982683443e+00,1.237139584239205226e+00,3.196082850209851500e+00
3.920784156831366163e-01,2.632324781360108723e+00,1.237312609801227259e+00,3.194965953965933636e+00
3.921784356871374499e-01,2.632644286033443581e+00,1.237485569469480406e+00,3.193848982174092299e+00
3.922784556911382281e-01,2.632963678995125623e+00,1.237658463256330776e+00,3.192731935039088143e+00
3.923784756951390063e-01,2.633282960237592008e+00,1.237831291174150250e+00,3.191614812766525588e+00
3.924784956991398399e-01,2.633602129753281673e+00,1.238004053235316482e+00,3.190497615562941647e+00
3.925785157031406181e-01,2.633921187534632669e+00,1.238176749452211567e+00,3.189380343635717097e+00
3.926785357071414517e-01,2.634240133574085263e+00,1.238349379837223818e+00,3.188262997193120896e+00
3.927785557111422299e-01,2.634558967864079726e+00,1.238521944402746211e+00,3.187145576444274653e+00
3.928785757151430080e-01,2.634877690397056327e+00,1.238694443161177938e+00,3.186028081599250328e+00
3.929785957191438417e-01,2.635196301165457111e+00,1.238866876124922856e+00,3.184910512868883714e+00
3.930786157231446198e-01,2.635514800161723681e+00,1.239039243306390592e+00,3.183792870464952074e+00
3.931786357271454535e-01,2.635833187378299414e+00,1.239211544717995661e+00,3.182675154600049794e+00
3.932786557311462317e-01,2.636151462807627244e+00,1.239383780372158572e+00,3.181557365487694966e+00
3.933786757351470098e-01,2.636469626442151437e+00,1.239555950281304941e+00,3.180439503342267216e+00
3.934786957391478435e-01,2.636787678274317148e+00,1.239728054457865492e+00,3.179321568378856711e+00
3.935787157431486216e-01,2.637105618296568643e+00,1.239900092914276497e+00,3.178203560813672723e+00
3.936787357471494553e-01,2.637423446501352853e+00,1.240072065662980227e+00,3.177085480863590661e+00
3.937787557511502334e-01,2.637741162881116264e+00,1.240243972716423171e+00,3.175967328746374108e+00
3.938787757551510116e-01,2.638058767428305806e+00,1.240415814087058033e+00,3.174849104680683709e+00
3.939787957591518452e-01,2.638376260135369744e+00,1.240587589787342626e+00,3.173730808886023880e+00
3.940788157631526234e-01,2.638693640994756340e+00,1.240759299829740092e+00,3.172612441582733922e+00
3.941788357671534571e-01,2.639010909998914745e+00,1.240930944226719124e+00,3.171494002992067962e+00
3.942788557711542352e-01,2.639328067140294998e+00,1.241102522990753521e+00,3.170375493335972905e+00
3.943788757751550134e-01,2.639645112411347583e+00,1.241274036134322856e+00,3.169256912837417062e+00
3.944788957791558470e-01,2.639962045804523871e+00,1.241445483669911587e+00,3.168138261720088167e+00
3.945789157831566252e-01,2.640278867312275235e+00,1.241616865610009723e+00,3.167019540208588779e+00
3.946789357871574588e-01,2.640595576927054378e+00,1.241788181967113047e+00,3.165900748528320818e+00
3.947789557911582370e-01,2.640912174641313559e+00,1.241959432753722004e+00,3.164781886905574382e+00
3.948789757951590151e-01,2.641228660447507703e+00,1.242130617982343033e+00,3.163662955567403401e+00
3.949789957991598488e-01,2.641545034338089959e+00,1.242301737665487682e+00,3.162543954741812158e+00
3.950790158031606270e-01,2.641861296305516138e+00,1.242472791815672606e+00,3.161424884657497714e+00
3.951790358071614606e-01,2.642177446342241609e+00,1.242643780445420454e+00,3.160305745544071954e+00
3.952790558111622388e-01,2.642493484440722629e+00,1.242814703567258761e+00,3.159186537631981651e+00
3.953790758151630169e-01,2.642809410593415453e+00,1.242985561193720612e+00,3.158067261152517347e+00
3.954790958191638506e-01,2.643125224792779004e+00,1.243156353337344422e+00,3.156947916337697890e+00
3.955791158231646287e-01,2.643440927031269982e+00,1.243327080010673935e+00,3.155828503420483599e+00
3.956791358271654069e-01,2.643756517301348197e+00,1.243497741226258446e+00,3.154709022634580862e+00
3.957791558311662405e-01,2.644071995595473012e+00,1.243668336996652357e+00,3.153589474214539834e+00
3.958791758351670187e-01,2.644387361906103795e+00,1.243838867334415843e+00,3.152469858395781088e+00
3.959791958391678524e-01,2.644702616225702574e+00,1.244009332252113964e+00,3.151350175414471266e+00
3.960792158431686305e-01,2.645017758546729159e+00,1.244179731762317331e+00,3.150230425507620780e+00
3.961792358471694087e-01,2.645332788861646911e+00,1.244350065877602107e+00,3.149110608913083809e+00
3.962792558511702423e-01,2.645647707162917861e+00,1.244520334610550005e+00,3.147990725869478368e+00
3.963792758551710205e-01,2.645962513443005371e+00,1.244690537973747180e+00,3.146870776616266241e+00
3.964792958591718541e-01,2.646277207694373690e+00,1.244860675979786224e+00,3.145750761393717454e+00
3.965793158631726323e-01,2.646591789909486625e+00,1.245030748641264617e+00,3.144630680442901394e+00
3.966793358671734104e-01,2.646906260080810203e+00,1.245200755970785167e+00,3.143510534005704571e+00
3.967793558711742441e-01,2.647220618200810449e+00,1.245370697980956454e+00,3.142390322324786212e+00
3.968793758751750222e-01,2.647534864261953391e+00,1.245540574684391721e+00,3.141270045643640429e+00
3.969793958791758559e-01,2.647848998256705944e+00,1.245710386093710209e+00,3.140149704206587344e+00
3.970794158831766341e-01,2.648163020177536797e+00,1.245880132221536041e+00,3.139029298258675382e+00
3.971794358871774122e-01,2.648476930016913311e+00,1.246049813080499558e+00,3.137908828045805620e+00
3.972794558911782459e-01,2.648790727767305508e+00,1.246219428683235542e+00,3.136788293814678497e+00
3.973794758951790240e-01,2.649104413421182525e+00,1.246388979042384326e+00,3.135667695812749400e+00
3.974794958991798577e-01,2.649417986971015271e+00,1.246558464170592240e+00,3.134547034288290845e+00
3.975795159031806358e-01,2.649731448409274215e+00,1.246727884080510274e+00,3.133426309490374706e+00
3.976795359071814140e-01,2.650044797728430712e+00,1.246897238784794970e+00,3.132305521668845572e+00
3.977795559111822477e-01,2.650358034920958339e+00,1.247066528296108867e+00,3.131184671074374037e+00
3.978795759151830258e-01,2.650671159979333336e+00,1.247235752627118277e+00,3.130063757958136961e+00
3.979795959191838595e-01,2.650984172900577640e+00,1.247404911790017223e+00,3.128942782385886190e+00
3.980796159231846376e-01,2.651297073682552963e+00,1.247574005796902918e+00,3.127821744389294167e+00
3.981796359271854158e-01,2.651609862319751709e+00,1.247743034660227623e+00,3.126700644138979968e+00
3.982796559311862494e-01,2.651922538806675611e+00,1.247911998392447375e+00,3.125579481806131099e+00
3.983796759351870276e-01,2.652235103137831729e+00,1.248080897006023093e+00,3.124458257562681140e+00
3.984796959391878612e-01,2.652547555307737781e+00,1.248249730513419697e+00,3.123336971581114341e+00
3.985797159431886394e-01,2.652859895310916816e+00,1.248418498927106546e+00,3.122215624034572201e+00
3.986797359471894175e-01,2.653172123141901650e+00,1.248587202259557438e+00,3.121094215096817948e+00
3.987797559511902512e-01,2.653484238795231320e+00,1.248755840523250615e+00,3.119972744942298704e+00
3.988797759551910294e-01,2.653796242265453298e+00,1.248924413730668759e+00,3.118851213746047790e+00
3.989797959591918630e-01,2.654108133547123938e+00,1.249092921894298991e+00,3.117729621683702490e+00
3.990798159631926412e-01,2.654419912634804923e+00,1.249261365026632209e+00,3.116607968931619510e+00
3.991798359671934193e-01,2.654731579523068152e+00,1.249429743140164417e+00,3.115486255666688464e+00
3.992798559711942530e-01,2.655043134206492184e+00,1.249598056247395617e+00,3.114364482066473983e+00
3.993798759751950311e-01,2.655354576679663570e+00,1.249766304360830249e+00,3.113242648309126892e+00
3.994798959791958648e-01,2.655665906937176413e+00,1.249934487492977642e+00,3.112120754573526327e+00
3.995799159831966429e-01,2.655977124973633252e+00,1.250102605656350452e+00,3.110998801039022155e+00
3.996799359871974211e-01,2.656288230783643289e+00,1.250270658863466666e+00,3.109876787885754723e+00
3.997799559911982548e-01,2.656599224361825051e+00,1.250438647126848046e+00,3.108754715294299587e+00
3.998799759951990329e-01,2.656910105702803726e+00,1.250606570459021460e+00,3.107632583446049424e+00
3.999799959991998666e-01,2.657220874801212940e+00,1.250774428872517330e+00,3.106510392522823238e+00
4.000800160032006447e-01,2.657531531651692980e+00,1.250942222379870739e+00,3.105388142707230514e+00
4.001800360072014229e-01,2.657842076248893903e+00,1.251109950993621434e+00,3.104265834182378114e+00
4.002800560112022565e-01,2.658152508587471985e+00,1.251277614726313381e+00,3.103143467132003508e+00
4.003800760152030347e-01,2.658462828662091493e+00,1.251445213590494765e+00,3.102021041740528062e+00
4.004800960192038684e-01,2.658773036467425133e+00,1.251612747598718434e+00,3.100898558192968224e+00
4.005801160232046465e-01,2.659083131998152716e+00,1.251780216763541453e+00,3.099776016674873347e+00
4.006801360272054247e-01,2.659393115248962935e+00,1.251947621097525110e+00,3.098653417372476682e+00
4.007801560312062583e-01,2.659702986214550702e+00,1.252114960613235572e+00,3.097530760472642086e+00
4.008801760352070365e-01,2.660012744889619807e+00,1.252282235323242565e+00,3.096408046162739680e+00
4.009801960392078701e-01,2.660322391268882036e+00,1.252449445240121140e+00,3.095285274630841243e+00
4.010802160432086483e-01,2.660631925347056281e+00,1.252616590376450345e+00,3.094162446065649164e+00
4.011802360472094264e-01,2.660941347118868983e+00,1.252783670744813005e+00,3.093039560656354325e+00
4.012802560512102601e-01,2.661250656579055907e+00,1.252950686357797494e+00,3.091916618592831512e+00
4.013802760552110382e-01,2.661559853722358593e+00,1.253117637227995740e+00,3.090793620065577230e+00
4.014802960592118164e-01,2.661868938543528351e+00,1.253284523368004111e+00,3.089670565265629776e+00
4.015803160632126501e-01,2.662177911037322708e+00,1.253451344790423638e+00,3.088547454384693580e+00
4.016803360672134282e-01,2.662486771198508073e+00,1.253618101507859794e+00,3.087424287615005980e+00
4.017803560712142619e-01,2.662795519021857515e+00,1.253784793532921826e+00,3.086301065149426037e+00
4.018803760752150400e-01,2.663104154502153431e+00,1.253951420878224310e+00,3.085177787181478948e+00
4.019803960792158182e-01,2.663412677634184433e+00,1.254117983556385152e+00,3.084054453905178406e+00
4.020804160832166518e-01,2.663721088412748461e+00,1.254284481580027588e+00,3.082931065515230884e+00
4.021804360872174300e-01,2.664029386832650115e+00,1.254450914961778629e+00,3.081807622206849118e+00
4.022804560912182636e-01,2.664337572888702432e+00,1.254617283714269949e+00,3.080684124175911975e+00
4.023804760952190418e-01,2.664645646575725113e+00,1.254783587850137216e+00,3.079560571618884524e+00
4.024804960992198199e-01,2.664953607888547626e+00,1.254949827382021210e+00,3.078436964732746972e+00
4.025805161032206536e-01,2.665261456822005659e+00,1.255116002322566482e+00,3.077313303715172310e+00
4.026805361072214318e-01,2.665569193370942891e+00,1.255282112684422247e+00,3.076189588764393079e+00
4.027805561112222654e-01,2.665876817530211884e+00,1.255448158480241716e+00,3.075065820079139201e+00
4.028805761152230436e-01,2.666184329294671418e+00,1.255614139722683209e+00,3.073941997858904429e+00
4.029805961192238217e-01,2.666491728659189597e+00,1.255780056424408375e+00,3.072818122303582200e+00
4.030806161232246554e-01,2.666799015618641189e+00,1.255945908598084637e+00,3.071694193613803137e+00
4.031806361272254335e-01,2.667106190167909396e+00,1.256111696256382304e+00,3.070570211990650833e+00
4.032806561312262672e-01,2.667413252301884530e+00,1.256277419411977236e+00,3.069446177635937190e+00
4.033806761352270454e-01,2.667720202015465780e+00,1.256443078077548847e+00,3.068322090751900433e+00
4.034806961392278235e-01,2.668027039303559445e+00,1.256608672265781879e+00,3.067197951541489331e+00
4.035807161432286572e-01,2.668333764161079369e+00,1.256774201989364403e+00,3.066073760208150034e+00
4.036807361472294353e-01,2.668640376582947837e+00,1.256939667260989379e+00,3.064949516955950415e+00
4.037807561512302690e-01,2.668946876564095128e+00,1.257105068093354650e+00,3.063825221989526781e+00
4.038807761552310471e-01,2.669253264099457734e+00,1.257270404499161165e+00,3.062700875514092758e+00
4.039807961592318253e-01,2.669559539183981478e+00,1.257435676491115428e+00,3.061576477735430402e+00
4.040808161632326589e-01,2.669865701812620173e+00,1.257600884081927939e+00,3.060452028859881324e+00
4.041808361672334371e-01,2.670171751980334296e+00,1.257766027284313637e+00,3.059327529094417741e+00
4.042808561712342708e-01,2.670477689682092759e+00,1.257931106110991459e+00,3.058202978646482606e+00
4.043808761752350489e-01,2.670783514912872025e+00,1.258096120574685006e+00,3.057078377724220530e+00
4.044808961792358271e-01,2.671089227667656552e+00,1.258261070688122540e+00,3.055953726536229098e+00
4.045809161832366607e-01,2.671394827941438788e+00,1.258425956464036544e+00,3.054829025291772027e+00
4.046809361872374389e-01,2.671700315729218733e+00,1.258590777915163494e+00,3.053704274200619295e+00
4.047809561912382725e-01,2.672005691026003937e+00,1.258755535054244534e+00,3.052579473473064908e+00
4.048809761952390507e-01,2.672310953826810387e+00,1.258920227894025246e+00,3.051454623320077886e+00
4.049809961992398288e-01,2.672616104126661174e+00,1.259084856447255651e+00,3.050329723953169037e+00
4.050810162032406625e-01,2.672921141920587829e+00,1.259249420726689994e+00,3.049204775584328786e+00
4.051810362072414406e-01,2.673226067203628542e+00,1.259413920745086957e+00,3.048079778426213693e+00
4.052810562112422743e-01,2.673530879970831275e+00,1.259578356515209441e+00,3.046954732691968815e+00
4.053810762152430525e-01,2.673835580217250207e+00,1.259742728049825233e+00,3.045829638595307642e+00
4.054810962192438306e-01,2.674140167937947510e+00,1.259907035361705674e+00,3.044704496350547629e+00
4.055811162232446643e-01,2.674444643127993793e+00,1.260071278463627653e+00,3.043579306172583543e+00
4.056811362272454424e-01,2.674749005782466771e+00,1.260235457368370948e+00,3.042454068276700951e+00
4.057811562312462761e-01,2.675053255896453042e+00,1.260399572088721332e+00,3.041328782878967019e+00
4.058811762352470542e-01,2.675357393465044975e+00,1.260563622637467462e+00,3.040203450195884116e+00
4.059811962392478324e-01,2.675661418483344711e+00,1.260727609027403551e+00,3.039078070444496404e+00
4.060812162432486661e-01,2.675965330946461496e+00,1.260891531271327581e+00,3.037952643842469769e+00
4.061812362472494442e-01,2.676269130849512567e+00,1.261055389382041758e+00,3.036827170607914184e+00
4.062812562512502779e-01,2.676572818187622271e+00,1.261219183372353614e+00,3.035701650959641285e+00
4.063812762552510560e-01,2.676876392955923389e+00,1.261382913255073790e+00,3.034576085116853505e+00
4.064812962592518342e-01,2.677179855149556698e+00,1.261546579043018257e+00,3.033450473299446060e+00
4.065813162632526678e-01,2.677483204763670521e+00,1.261710180749006982e+00,3.032324815727731604e+00
4.066813362672534460e-01,2.677786441793420291e+00,1.261873718385864374e+00,3.031199112622706693e+00
4.067813562712542796e-01,2.678089566233969876e+00,1.262037191966419503e+00,3.030073364205811970e+00
4.068813762752550578e-01,2.678392578080491582e+00,1.262200601503504993e+00,3.028947570699012104e+00
4.069813962792558359e-01,2.678695477328164376e+00,1.262363947009958576e+00,3.027821732324902371e+00
4.070814162832566696e-01,2.678998263972176108e+00,1.262527228498622645e+00,3.026695849306602071e+00
4.071814362872574478e-01,2.679300938007720845e+00,1.262690445982343146e+00,3.025569921867736767e+00
4.072814562912582259e-01,2.679603499430001978e+00,1.262853599473970689e+00,3.024443950232464928e+00
4.073814762952590596e-01,2.679905948234230451e+00,1.263016688986360547e+00,3.023317934625522341e+00
4.074814962992598377e-01,2.680208284415624309e+00,1.263179714532372211e+00,3.022191875272168815e+00
4.075815163032606714e-01,2.680510507969410039e+00,1.263342676124869612e+00,3.021065772398214833e+00
4.076815363072614495e-01,2.680812618890821675e+00,1.263505573776720903e+00,3.019939626229977137e+00
4.077815563112622277e-01,2.681114617175100800e+00,1.263668407500798452e+00,3.018813436994305377e+00
4.078815763152630613e-01,2.681416502817497438e+00,1.263831177309979736e+00,3.017687204918644284e+00
4.079815963192638395e-01,2.681718275813268715e+00,1.263993883217145786e+00,3.016560930230891557e+00
4.080816163232646732e-01,2.682019936157680640e+00,1.264156525235182515e+00,3.015434613159522215e+00
4.081816363272654513e-01,2.682321483846004995e+00,1.264319103376980058e+00,3.014308253933561943e+00
4.082816563312662295e-01,2.682622918873523776e+00,1.264481617655432988e+00,3.013181852782489401e+00
4.083816763352670631e-01,2.682924241235525642e+00,1.264644068083440320e+00,3.012055409936413852e+00
4.084816963392678413e-01,2.683225450927306355e+00,1.264806454673904845e+00,3.010928925625853125e+00
4.085817163432686749e-01,2.683526547944170559e+00,1.264968777439734904e+00,3.009802400081982299e+00
4.086817363472694531e-01,2.683827532281430450e+00,1.265131036393842390e+00,3.008675833536385014e+00
4.087817563512702312e-01,2.684128403934405771e+00,1.265293231549143416e+00,3.007549226221284400e+00
4.088817763552710649e-01,2.684429162898424259e+00,1.265455362918558979e+00,3.006422578369285503e+00
4.089817963592718431e-01,2.684729809168821202e+00,1.265617430515014519e+00,3.005295890213650623e+00
4.090818163632726767e-01,2.685030342740940323e+00,1.265779434351439470e+00,3.004169161988095027e+00
4.091818363672734549e-01,2.685330763610132454e+00,1.265941374440767708e+00,3.003042393926840248e+00
4.092818563712742330e-01,2.685631071771756417e+00,1.266103250795937774e+00,3.001915586264720659e+00
4.093818763752750667e-01,2.685931267221179031e+00,1.266265063429892423e+00,3.000788739236961433e+00
4.094818963792758448e-01,2.686231349953774661e+00,1.266426812355578635e+00,2.999661853079373941e+00
4.095819163832766785e-01,2.686531319964925668e+00,1.266588497585947826e+00,2.998534928028293578e+00
4.096819363872774566e-01,2.686831177250021963e+00,1.266750119133956076e+00,2.997407964320570883e+00
4.097819563912782348e-01,2.687130921804461448e+00,1.266911677012563686e+00,2.996280962193527131e+00
4.098819763952790685e-01,2.687430553623650464e+00,1.267073171234735396e+00,2.995153921885016501e+00
4.099819963992798466e-01,2.687730072703002016e+00,1.267234601813439721e+00,2.994026843633408319e+00
4.100820164032806803e-01,2.688029479037937541e+00,1.267395968761650726e+00,2.992899727677631461e+00
4.101820364072814584e-01,2.688328772623885587e+00,1.267557272092346032e+00,2.991772574257067774e+00
4.102820564112822366e-01,2.688627953456284025e+00,1.267718511818507476e+00,2.990645383611569841e+00
4.103820764152830702e-01,2.688927021530576944e+00,1.267879687953122003e+00,2.989518155981594205e+00
4.104820964192838484e-01,2.689225976842216426e+00,1.268040800509180333e+00,2.988390891608085909e+00
4.105821164232846820e-01,2.689524819386663879e+00,1.268201849499678069e+00,2.987263590732407437e+00
4.106821364272854602e-01,2.689823549159386928e+00,1.268362834937614814e+00,2.986136253596525236e+00
4.107821564312862384e-01,2.690122166155860750e+00,1.268523756835994387e+00,2.985008880442885371e+00
4.108821764352870720e-01,2.690420670373382617e+00,1.268684615207617439e+00,2.983881471443696753e+00
4.109821964392878502e-01,2.690719061814228485e+00,1.268845410064710855e+00,2.982754026577865147e+00
4.110822164432886838e-01,2.691017340475739150e+00,1.269006141420067069e+00,2.981626546017386303e+00
4.111822364472894620e-01,2.691315506354786002e+00,1.269166809286537134e+00,2.980499029953422863e+00
4.112822564512902401e-01,2.691613559448254200e+00,1.269327413676976102e+00,2.979371478577590437e+00
4.113822764552910738e-01,2.691911499753044446e+00,1.269487954604241686e+00,2.978243892081700039e+00
4.114822964592918519e-01,2.692209327266069874e+00,1.269648432081194711e+00,2.977116270658042296e+00
4.115823164632926856e-01,2.692507041984259164e+00,1.269808846120700663e+00,2.975988614499156526e+00
4.116823364672934638e-01,2.692804643904554318e+00,1.269969196735626582e+00,2.974860923797928436e+00
4.117823564712942419e-01,2.693102133023913325e+00,1.270129483938844395e+00,2.973733198747625650e+00
4.118823764752950756e-01,2.693399509339306164e+00,1.270289707743228913e+00,2.972605439541773364e+00
4.119823964792958537e-01,2.693696772847718357e+00,1.270449868161657614e+00,2.971477646374314219e+00
4.120824164832966874e-01,2.693993923546149638e+00,1.270609965207012193e+00,2.970349819439483952e+00
4.121824364872974655e-01,2.694290961431613507e+00,1.270769998892177455e+00,2.969221958931882455e+00
4.122824564912982437e-01,2.694587886501137675e+00,1.270929969230041312e+00,2.968094065046393837e+00
4.123824764952990773e-01,2.694884698751765395e+00,1.271089876233495675e+00,2.966966137978293006e+00
4.124824964992998555e-01,2.695181398180551913e+00,1.271249719915434673e+00,2.965838177923147967e+00
4.125825165033006336e-01,2.695477984784568459e+00,1.271409500288756877e+00,2.964710185076837590e+00
4.126825365073014673e-01,2.695774458560900033e+00,1.271569217366363969e+00,2.963582159635702595e+00
4.127825565113022455e-01,2.696070819506645844e+00,1.271728871161160512e+00,2.962454101796225814e+00
4.128825765153030791e-01,2.696367067618918867e+00,1.271888461686054850e+00,2.961326011755378573e+00
4.129825965193038573e-01,2.696663202894847178e+00,1.272047988953958431e+00,2.960197889710380892e+00
4.130826165233046354e-01,2.696959225331572618e+00,1.272207452977786257e+00,2.959069735858825823e+00
4.131826365273054691e-01,2.697255134926251685e+00,1.272366853770456885e+00,2.957941550398581754e+00
4.132826565313062472e-01,2.697550931676053754e+00,1.272526191344891533e+00,2.956813333527943399e+00
4.133826765353070809e-01,2.697846615578164187e+00,1.272685465714015640e+00,2.955685085445409754e+00
4.134826965393078591e-01,2.698142186629781669e+00,1.272844676890757309e+00,2.954556806349915021e+00
4.135827165433086372e-01,2.698437644828119542e+00,1.273003824888047975e+00,2.953428496440624329e+00
4.136827365473094709e-01,2.698732990170404911e+00,1.273162909718823288e+00,2.952300155917155777e+00
4.137827565513102490e-01,2.699028222653879094e+00,1.273321931396021345e+00,2.951171784979358392e+00
4.138827765553110827e-01,2.699323342275798510e+00,1.273480889932584015e+00,2.950043383827445354e+00
4.139827965593118608e-01,2.699618349033432452e+00,1.273639785341456276e+00,2.948914952661914057e+00
4.140828165633126390e-01,2.699913242924065759e+00,1.273798617635586661e+00,2.947786491683617172e+00
4.141828365673134726e-01,2.700208023944996594e+00,1.273957386827927252e+00,2.946658001093815926e+00
4.142828565713142508e-01,2.700502692093538215e+00,1.274116092931432798e+00,2.945529481093913660e+00
4.143828765753150845e-01,2.700797247367017651e+00,1.274274735959062266e+00,2.944400931885748918e+00
4.144828965793158626e-01,2.701091689762775250e+00,1.274433315923777066e+00,2.943272353671551045e+00
4.145829165833166408e-01,2.701386019278167794e+00,1.274591832838543048e+00,2.942143746653691494e+00
4.146829365873174744e-01,2.701680235910564054e+00,1.274750286716328285e+00,2.941015111035074625e+00
4.147829565913182526e-01,2.701974339657348345e+00,1.274908677570105064e+00,2.939886447018782434e+00
4.148829765953190862e-01,2.702268330515918748e+00,1.275067005412848786e+00,2.938757754808234424e+00
4.149829965993198644e-01,2.702562208483688000e+00,1.275225270257537735e+00,2.937629034607187606e+00
4.150830166033206425e-01,2.702855973558082159e+00,1.275383472117154193e+00,2.936500286619789790e+00
4.151830366073214762e-01,2.703149625736543271e+00,1.275541611004683551e+00,2.935371511050393067e+00
4.152830566113222543e-01,2.703443165016525374e+00,1.275699686933114307e+00,2.934242708103740327e+00
4.153830766153230880e-01,2.703736591395498490e+00,1.275857699915438959e+00,2.933113877984867557e+00
4.154830966193238662e-01,2.704029904870945966e+00,1.276015649964652665e+00,2.931985020899166017e+00
4.155831166233246443e-01,2.704323105440365804e+00,1.276173537093754140e+00,2.930856137052293420e+00
