t,V,P_pol,dV_dt,dV_dt_noisy
2.321264252850570031e+00,2.366569893403363545e-01,3.351772151794351617e-01,-3.662805681584018758e-01,-4.229251326613531758e-01
2.321864372874574922e+00,2.364372822030002541e-01,3.349163469008419880e-01,-3.659301955547568652e-01,-4.394905424010572270e-01
2.322464492898579813e+00,2.362177852256096555e-01,3.346556616109245264e-01,-3.655801717031648135e-01,-3.890035542629907694e-01
2.323064612922584704e+00,2.359984981989489694e-01,3.343951592116433669e-01,-3.652304962396657473e-01,-4.340392900776405272e-01
2.323664732946589151e+00,2.357794209140261221e-01,3.341348396049618752e-01,-3.648811688007070342e-01,-3.737035720762892366e-01
2.324264852970594042e+00,2.355605531620720006e-01,3.338747026928459705e-01,-3.645321890231424389e-01,-3.586183130189366519e-01
2.324864972994598933e+00,2.353418947345412848e-01,3.336147483772650135e-01,-3.641835565442334000e-01,-3.437445840945264619e-01
2.325465093018603824e+00,2.351234454231118931e-01,3.333549765601909187e-01,-3.638352710016479752e-01,-2.874794344930889922e-01
2.326065213042608715e+00,2.349052050196851205e-01,3.330953871435985980e-01,-3.634873320334615077e-01,-2.925720298209674164e-01
2.326665333066613162e+00,2.346871733163858054e-01,3.328359800294661275e-01,-3.631397392781564593e-01,-4.183489567262083098e-01
2.327265453090618053e+00,2.344693501055616358e-01,3.325767551197736371e-01,-3.627924923746215224e-01,-4.002908332578374306e-01
2.327865573114622944e+00,2.342517351797842595e-01,3.323177123165050317e-01,-3.624455909621536187e-01,-2.779857679995667574e-01
2.328465693138627834e+00,2.340343283318484235e-01,3.320588515216467695e-01,-3.620990346804560112e-01,-3.648642599547047838e-01
2.329065813162632725e+00,2.338171293547722795e-01,3.318001726371880844e-01,-3.617528231696393037e-01,-3.810790423547185113e-01
2.329665933186637172e+00,2.336001380417976059e-01,3.315416755651214853e-01,-3.614069560702214412e-01,-3.078950398287250145e-01
2.330266053210642063e+00,2.333833541863889471e-01,3.312833602074417572e-01,-3.610614330231265434e-01,-3.923380383675485472e-01
2.330866173234646954e+00,2.331667775818235533e-01,3.310252264662746358e-01,-3.607162536689081378e-01,-3.140804514061502073e-01
2.331466293258651845e+00,2.329504080196974913e-01,3.307672742442951952e-01,-3.603714176449293038e-01,-3.755125178457311974e-01
2.332066413282656736e+00,2.327342452940160400e-01,3.305095034434356038e-01,-3.600269245931128070e-01,-2.953358763105902174e-01
2.332666533306661183e+00,2.325182891993951284e-01,3.302519139655079594e-01,-3.596827741565223335e-01,-3.669976562938211395e-01
2.333266653330666074e+00,2.323025395306510532e-01,3.299945057123355174e-01,-3.593389659785850565e-01,-3.183951038268125200e-01
2.333866773354670965e+00,2.320869960828014777e-01,3.297372785857536903e-01,-3.589954997030933015e-01,-3.060941431067637497e-01
2.334466893378675856e+00,2.318716586510646827e-01,3.294802324876093813e-01,-3.586523749742028810e-01,-2.779074751130247156e-01
2.335067013402680747e+00,2.316565270308598434e-01,3.292233673197612620e-01,-3.583095914364339829e-01,-3.981802260820178629e-01
2.335667133426685194e+00,2.314416010178071970e-01,3.289666829840797724e-01,-3.579671487346713921e-01,-3.771930179214070256e-01
2.336267253450690085e+00,2.312268804077272366e-01,3.287101793824465101e-01,-3.576250465141630475e-01,-4.285186224603133032e-01
2.336867373474694975e+00,2.310123649966418502e-01,3.284538564167552854e-01,-3.572832844205220404e-01,-4.434736977694040960e-01
2.337467493498699866e+00,2.307980545807736539e-01,3.281977139889113437e-01,-3.569418620997254488e-01,-3.818411268866210295e-01
2.338067613522704757e+00,2.305839489565460199e-01,3.279417520008318099e-01,-3.566007791981144481e-01,-3.486647645120569683e-01
2.338667733546709204e+00,2.303700479205834373e-01,3.276859703544454661e-01,-3.562600353623948113e-01,-2.936441584538500571e-01
2.339267853570714095e+00,2.301563512697106517e-01,3.274303689516921967e-01,-3.559196302396357980e-01,-3.767659351543938273e-01
2.339867973594718986e+00,2.299428588009538588e-01,3.271749476945243207e-01,-3.555795634772717095e-01,-2.600800274119989819e-01
2.340468093618723877e+00,2.297295703115398158e-01,3.269197064849054812e-01,-3.552398347231006670e-01,-3.461852136046617567e-01
2.341068213642728768e+00,2.295164855988962860e-01,3.266646452248110344e-01,-3.549004436252853889e-01,-3.109033798344442712e-01
2.341668333666733215e+00,2.293036044606518720e-01,3.264097638162282156e-01,-3.545613898323528024e-01,-3.674296373027726159e-01
2.342268453690738106e+00,2.290909266946356826e-01,3.261550621611553624e-01,-3.542226729931936546e-01,-4.171857125970845903e-01
2.342868573714742997e+00,2.288784520988780824e-01,3.259005401616030251e-01,-3.538842927570637342e-01,-2.747708311533303416e-01
2.343468693738747888e+00,2.286661804716101642e-01,3.256461977195933000e-01,-3.535462487735826498e-01,-3.681607615358680752e-01
2.344068813762752779e+00,2.284541116112638326e-01,3.253920347371598853e-01,-3.532085406927345517e-01,-2.977124985512961675e-01
2.344668933786757226e+00,2.282422453164720533e-01,3.251380511163484699e-01,-3.528711681648682430e-01,-3.714803684180903454e-01
2.345269053810762117e+00,2.280305813860681319e-01,3.248842467592156780e-01,-3.525341308406959029e-01,-3.233320910133686277e-01
2.345869173834767007e+00,2.278191196190866852e-01,3.246306215678305129e-01,-3.521974283712949738e-01,-3.603206390466093811e-01
2.346469293858771898e+00,2.276078598147630583e-01,3.243771754442734134e-01,-3.518610604081069404e-01,-3.693625871494273238e-01
2.347069413882776345e+00,2.273968017725336022e-01,3.241239082906366975e-01,-3.515250266029379955e-01,-3.591697253512345367e-01
2.347669533906781236e+00,2.271859452920350075e-01,3.238708200090237299e-01,-3.511893266079578746e-01,-3.172853181063808314e-01
2.348269653930786127e+00,2.269752901731053318e-01,3.236179105015501434e-01,-3.508539600757015209e-01,-4.114913979596865889e-01
2.348869773954791018e+00,2.267648362157833053e-01,3.233651796703432280e-01,-3.505189266590680308e-01,-3.994613938540778619e-01
2.349469893978795909e+00,2.265545832203084975e-01,3.231126274175416535e-01,-3.501842260113208760e-01,-3.012730588651771346e-01
2.350070014002800356e+00,2.263445309871214839e-01,3.228602536452961358e-01,-3.498498577860882364e-01,-3.868789369192791594e-01
2.350670134026805247e+00,2.261346793168632630e-01,3.226080582557684928e-01,-3.495158216373619453e-01,-3.406618786568764712e-01
2.351270254050810138e+00,2.259250280103761166e-01,3.223560411511328105e-01,-3.491821172194989886e-01,-4.169770701099547172e-01
2.351870374074815029e+00,2.257155768687030273e-01,3.221042022335744992e-01,-3.488487441872207828e-01,-3.600485521438144820e-01
2.352470494098819920e+00,2.255063256930878168e-01,3.218525414052907929e-01,-3.485157021956128975e-01,-2.939988343671875448e-01
2.353070614122824367e+00,2.252972742849753407e-01,3.216010585684907497e-01,-3.481829909001257217e-01,-3.444306739149632923e-01
2.353670734146829258e+00,2.250884224460108218e-01,3.213497536253945852e-01,-3.478506099565735199e-01,-3.379276924385077319e-01
2.354270854170834149e+00,2.248797699780407944e-01,3.210986264782346722e-01,-3.475185590211355979e-01,-3.677192398380855209e-01
2.354870974194839039e+00,2.246713166831124930e-01,3.208476770292549296e-01,-3.471868377503555814e-01,-3.428126745814911724e-01
2.355471094218843930e+00,2.244630623634739919e-01,3.205969051807108783e-01,-3.468554458011416930e-01,-4.366086034901893731e-01
2.356071214242848377e+00,2.242550068215743986e-01,3.203463108348699739e-01,-3.465243828307666418e-01,-4.289407577933262439e-01
2.356671334266853268e+00,2.240471498600631883e-01,3.200958938940107745e-01,-3.461936484968672900e-01,-3.264323578599604425e-01
2.357271454290858159e+00,2.238394912817911475e-01,3.198456542604241060e-01,-3.458632424574455411e-01,-4.349933161740730525e-01
2.357871574314863050e+00,2.236320308898097631e-01,3.195955918364121739e-01,-3.455331643708675626e-01,-2.810038325768785539e-01
2.358471694338867941e+00,2.234247684873713891e-01,3.193457065242889525e-01,-3.452034138958642306e-01,-3.036339808694122344e-01
2.359071814362872388e+00,2.232177038779293576e-01,3.190959982263802952e-01,-3.448739906915310738e-01,-4.059539763974126525e-01
2.359671934386877279e+00,2.230108368651373685e-01,3.188464668450230466e-01,-3.445448944173274963e-01,-4.546611114365119999e-01
2.360272054410882170e+00,2.228041672528505157e-01,3.185971122825664303e-01,-3.442161247330782770e-01,-4.663512041451918222e-01
2.360872174434887061e+00,2.225976948451245108e-01,3.183479344413710499e-01,-3.438876812989725140e-01,-3.294540438851482067e-01
2.361472294458891952e+00,2.223914194462159322e-01,3.180989332238092770e-01,-3.435595637755637366e-01,-3.493470427016399094e-01
2.362072414482896399e+00,2.221853408605824198e-01,3.178501085322652520e-01,-3.432317718237706261e-01,-2.769089891128387326e-01
2.362672534506901290e+00,2.219794588928818979e-01,3.176014602691343836e-01,-3.429043051048753510e-01,-3.204176617521830028e-01
2.363272654530906181e+00,2.217737733479736850e-01,3.173529883368240712e-01,-3.425771632805256761e-01,-2.657314303879368955e-01
2.363872774554911071e+00,2.215682840309178003e-01,3.171046926377534270e-01,-3.422503460127338526e-01,-2.995383674694255816e-01
2.364472894578915962e+00,2.213629907469750191e-01,3.168565730743531095e-01,-3.419238529638763957e-01,-3.903844663496221501e-01
2.365073014602920409e+00,2.211578933016072612e-01,3.166086295490657121e-01,-3.415976837966951951e-01,-3.520436092040526987e-01
2.365673134626925300e+00,2.209529915004767309e-01,3.163608619643449305e-01,-3.412718381742954610e-01,-3.847475178024276077e-01
2.366273254650930191e+00,2.207482851494469434e-01,3.161132702226566726e-01,-3.409463157601483330e-01,-3.579775069927562114e-01
2.366873374674935082e+00,2.205437740545821979e-01,3.158658542264782820e-01,-3.406211162180891039e-01,-3.677180835889774513e-01
2.367473494698939973e+00,2.203394580221475496e-01,3.156186138782989259e-01,-3.402962392123177748e-01,-3.532458138726911612e-01
2.368073614722944420e+00,2.201353368586090875e-01,3.153715490806194843e-01,-3.399716844073992217e-01,-2.733875997313539030e-01
2.368673734746949311e+00,2.199314103706333512e-01,3.151246597359520507e-01,-3.396474514682624735e-01,-3.686585998814827514e-01
2.369273854770954202e+00,2.197276783650880805e-01,3.148779457468208753e-01,-3.393235400602018226e-01,-4.005038236883207703e-01
2.369873974794959093e+00,2.195241406490418268e-01,3.146314070157618104e-01,-3.389999498488760477e-01,-3.720178241324113566e-01
2.370474094818963984e+00,2.193207970297638698e-01,3.143850434453222542e-01,-3.386766805003085246e-01,-3.639811093922598606e-01
2.371074214842968431e+00,2.191176473147246062e-01,3.141388549380615403e-01,-3.383537316808878925e-01,-3.688988113123806700e-01
2.371674334866973322e+00,2.189146913115947446e-01,3.138928413965500486e-01,-3.380311030573664999e-01,-3.478799128019626763e-01
2.372274454890978213e+00,2.187119288282463880e-01,3.136470027233705937e-01,-3.377087942968622913e-01,-3.605952348611019542e-01
2.372874574914983103e+00,2.185093596727522292e-01,3.134013388211171480e-01,-3.373868050668577534e-01,-2.830013328627837832e-01
2.373474694938987994e+00,2.183069836533858832e-01,3.131558495923957297e-01,-3.370651350351999698e-01,-2.926686701060327578e-01
2.374074814962992441e+00,2.181048005786219435e-01,3.129105349398239033e-01,-3.367437838701011765e-01,-3.760968772810391325e-01
2.374674934986997332e+00,2.179028102571354264e-01,3.126653947660305022e-01,-3.364227512401376519e-01,-2.883154029343754088e-01
2.375275055011002223e+00,2.177010124978026318e-01,3.124204289736566276e-01,-3.361020368142510484e-01,-2.671344831573013168e-01
2.375875175035007114e+00,2.174994071097005044e-01,3.121756374653547605e-01,-3.357816402617475049e-01,-3.365618839279660435e-01
2.376475295059012005e+00,2.172979939021069673e-01,3.119310201437890950e-01,-3.354615612522983126e-01,-3.786170128150086467e-01
2.377075415083016452e+00,2.170967726845008383e-01,3.116865769116357598e-01,-3.351417994559394153e-01,-3.142311029492730889e-01
2.377675535107021343e+00,2.168957432665613305e-01,3.114423076715819860e-01,-3.348223545430709658e-01,-3.396360408164744160e-01
2.378275655131026234e+00,2.166949054581690515e-01,3.111982123263270505e-01,-3.345032261844587129e-01,-3.184374368423941726e-01
2.378875775155031125e+00,2.164942590694052260e-01,3.109542907785819432e-01,-3.341844140512329475e-01,-3.880106613705541219e-01
2.379475895179036016e+00,2.162938039105519739e-01,3.107105429310693112e-01,-3.338659178148888351e-01,-2.296816323438672647e-01
2.380076015203040463e+00,2.160935397920923928e-01,3.104669686865235145e-01,-3.335477371472863606e-01,-3.440348508217083157e-01
2.380676135227045354e+00,2.158934665247099483e-01,3.102235679476901820e-01,-3.332298717206499949e-01,-3.072926741261907124e-01
2.381276255251050245e+00,2.156935839192894722e-01,3.099803406173270437e-01,-3.329123212075695282e-01,-3.632075639141090218e-01
2.381876375275055135e+00,2.154938917869164694e-01,3.097372865982034318e-01,-3.325950852809994585e-01,-3.252524399840600600e-01
2.382476495299060026e+00,2.152943899388772842e-01,3.094944057931003356e-01,-3.322781636142592143e-01,-4.473379739283038781e-01
2.383076615323064473e+00,2.150950781866592942e-01,3.092516981048105129e-01,-3.319615558810331546e-01,-3.973713529999746141e-01
2.383676735347069364e+00,2.148959563419502172e-01,3.090091634361379347e-01,-3.316452617553699023e-01,-4.555387024958433284e-01
2.384276855371074255e+00,2.146970242166391096e-01,3.087668016898988399e-01,-3.313292809116836768e-01,-2.820699723904132594e-01
2.384876975395079146e+00,2.144982816228157563e-01,3.085246127689207918e-01,-3.310136130247534614e-01,-4.005594516554932816e-01
2.385477095419084037e+00,2.142997283727707536e-01,3.082825965760431774e-01,-3.306982577697228365e-01,-4.086706361282176347e-01
2.386077215443088484e+00,2.141013642789956761e-01,3.080407530141172634e-01,-3.303832148221007570e-01,-2.739279109547431146e-01
2.386677335467093375e+00,2.139031891541825769e-01,3.077990819860052518e-01,-3.300684838577604974e-01,-3.545006590458774087e-01
2.387277455491098266e+00,2.137052028112247370e-01,3.075575833945817794e-01,-3.297540645529405956e-01,-3.378851423025615586e-01
2.387877575515103157e+00,2.135074050632161657e-01,3.073162571427328627e-01,-3.294399565842445754e-01,-2.754370030905498590e-01
2.388477695539108048e+00,2.133097957234517117e-01,3.070751031333562309e-01,-3.291261596286407243e-01,-3.042202146449767830e-01
2.389077815563112495e+00,2.131123746054272572e-01,3.068341212693614373e-01,-3.288126733634626486e-01,-3.127328951172659854e-01
2.389677935587117386e+00,2.129151415218952237e-01,3.065933114539274862e-01,-3.284994974646278654e-01,-2.952493772598077104e-01
2.390278055611122277e+00,2.127180962849503087e-01,3.063526735904258946e-01,-3.281866316068101086e-01,-4.250891783716749250e-01
2.390878175635127167e+00,2.125212387088785404e-01,3.061122075816501975e-01,-3.278740754688115877e-01,-2.625925544461242267e-01
2.391478295659131614e+00,2.123245686082070871e-01,3.058719133303957061e-01,-3.275618287298751596e-01,-2.604452282335752988e-01
2.392078415683136505e+00,2.121280857976431955e-01,3.056317907394762168e-01,-3.272498910695694763e-01,-2.340857394574634986e-01
2.392678535707141396e+00,2.119317900920750786e-01,3.053918397117248440e-01,-3.269382621677899281e-01,-4.310405730213272002e-01
2.393278655731146287e+00,2.117356813065711663e-01,3.051520601499935759e-01,-3.266269417047579227e-01,-3.683818075011029425e-01
2.393878775755151178e+00,2.115397592563805496e-01,3.049124519571532188e-01,-3.263159293610212730e-01,-3.536356984642242129e-01
2.394478895779155625e+00,2.113440237569327862e-01,3.046730150360937861e-01,-3.260052248174540312e-01,-2.397824216518683049e-01
2.395079015803160516e+00,2.111484746238376231e-01,3.044337492897236097e-01,-3.256948277552560445e-01,-2.964498853080967944e-01
2.395679135827165407e+00,2.109531116728856348e-01,3.041946546209705060e-01,-3.253847378559540093e-01,-2.356375312578068149e-01
2.396279255851170298e+00,2.107579347200478348e-01,3.039557309327809986e-01,-3.250749548014008061e-01,-3.014228460947674937e-01
2.396879375875175189e+00,2.105629435814756201e-01,3.037169781281205960e-01,-3.247654782737753321e-01,-3.557174949805227970e-01
2.397479495899179636e+00,2.103681380735010764e-01,3.034783961099737915e-01,-3.244563079555833340e-01,-3.882918477304468374e-01
2.398079615923184527e+00,2.101735180126363955e-01,3.032399847813436189e-01,-3.241474435296559653e-01,-3.515137139094232088e-01
2.398679735947189418e+00,2.099790832155746245e-01,3.030017440452524857e-01,-3.238388846791514508e-01,-2.526444746621849258e-01
2.399279855971194308e+00,2.097848334991891384e-01,3.027636738047415621e-01,-3.235306310875538660e-01,-3.649180185632103779e-01
2.399879975995199199e+00,2.095907686805338621e-01,3.025257739628708920e-01,-3.232226824386740249e-01,-4.110264809124838936e-01
2.400480096019203646e+00,2.093968885768433263e-01,3.022880444227197261e-01,-3.229150384166489252e-01,-3.075641044185776218e-01
2.401080216043208537e+00,2.092031930055321121e-01,3.020504850873855784e-01,-3.226076987059414702e-01,-2.526980296478262833e-01
2.401680336067213428e+00,2.090096817841957666e-01,3.018130958599855029e-01,-3.223006629913414134e-01,-1.991304588317303614e-01
2.402280456091218319e+00,2.088163547306101098e-01,3.015758766436552607e-01,-3.219939309579646913e-01,-2.580843877639539818e-01
2.402880576115223210e+00,2.086232116627314837e-01,3.013388273415495422e-01,-3.216875022912535353e-01,-2.718154432988288960e-01
2.403480696139227657e+00,2.084302523986969191e-01,3.011019478568421892e-01,-3.213813766769767488e-01,-4.094239079174033513e-01
2.404080816163232548e+00,2.082374767568234142e-01,3.008652380927254177e-01,-3.210755538012289856e-01,-3.386289595260988383e-01
2.404680936187237439e+00,2.080448845556089610e-01,3.006286979524107617e-01,-3.207700333504317491e-01,-3.383597711206426384e-01
2.405281056211242330e+00,2.078524756137318241e-01,3.003923273391286841e-01,-3.204648150113326710e-01,-3.123461311711099864e-01
2.405881176235247221e+00,2.076602497500508460e-01,3.001561261561285221e-01,-3.201598984710060103e-01,-3.654559126177953088e-01
2.406481296259251668e+00,2.074682067836054189e-01,2.999200943066785974e-01,-3.198552834168523762e-01,-2.789167603408388985e-01
2.407081416283256559e+00,2.072763465336150690e-01,2.996842316940657724e-01,-3.195509695365982283e-01,-2.555912215003200427e-01
2.407681536307261450e+00,2.070846688194801777e-01,2.994485382215962832e-01,-3.192469565182969871e-01,-3.125619782511735445e-01
2.408281656331266340e+00,2.068931734607815098e-01,2.992130137925951838e-01,-3.189432440503283672e-01,-3.323400075745151505e-01
2.408881776355271231e+00,2.067018602772802971e-01,2.989776583104063468e-01,-3.186398318213984338e-01,-3.080163407360690941e-01
2.409481896379275678e+00,2.065107290889184599e-01,2.987424716783927403e-01,-3.183367195205399902e-01,-2.982249529618338779e-01
2.410082016403280569e+00,2.063197797158178859e-01,2.985074537999359290e-01,-3.180339068371113020e-01,-2.772589923752662444e-01
2.410682136427285460e+00,2.061290119782814845e-01,2.982726045784366842e-01,-3.177313934607981505e-01,-3.598419815213346751e-01
2.411282256451290351e+00,2.059384256967924376e-01,2.980379239173145955e-01,-3.174291790816121672e-01,-2.440419723515341310e-01
2.411882376475295242e+00,2.057480206920144217e-01,2.978034117200082931e-01,-3.171272633898915005e-01,-3.144499324896523063e-01
2.412482496499299689e+00,2.055577967847917742e-01,2.975690678899753361e-01,-3.168256460763011484e-01,-3.246506120708119170e-01
2.413082616523304580e+00,2.053677537961489108e-01,2.973348923306918246e-01,-3.165243268318316261e-01,-2.810594705803046711e-01
2.413682736547309471e+00,2.051778915472911025e-01,2.971008849456531209e-01,-3.162233053478007427e-01,-3.504115976484042383e-01
2.414282856571314362e+00,2.049882098596040314e-01,2.968670456383735723e-01,-3.159225813158526019e-01,-2.712170935420252782e-01
2.414882976595319253e+00,2.047987085546538188e-01,2.966333743123863442e-01,-3.156221544279574909e-01,-2.073534647906545847e-01
2.415483096619323700e+00,2.046093874541872470e-01,2.963998708712435315e-01,-3.153220243764126574e-01,-2.927432963998616300e-01
2.416083216643328591e+00,2.044202463801311487e-01,2.961665352185159361e-01,-3.150221908538410331e-01,-3.040108312620832809e-01
2.416683336667333482e+00,2.042312851545933228e-01,2.959333672577935670e-01,-3.147226535531927882e-01,-3.379585416348490079e-01
2.417283456691338372e+00,2.040425035998618131e-01,2.957003668926853068e-01,-3.144234121677442761e-01,-2.389473173083218605e-01
2.417883576715343263e+00,2.038539015384052133e-01,2.954675340268189121e-01,-3.141244663910982560e-01,-2.567732638722464711e-01
2.418483696739347710e+00,2.036654787928728061e-01,2.952348685638412351e-01,-3.138258159171844475e-01,-3.891023079056593614e-01
2.419083816763352601e+00,2.034772351860938133e-01,2.950023704074175579e-01,-3.135274604402581433e-01,-2.642418176875992453e-01
2.419683936787357492e+00,2.032891705410785066e-01,2.947700394612325359e-01,-3.132293996549021520e-01,-3.463338651918381195e-01
2.420284056811362383e+00,2.031012846810173744e-01,2.945378756289896427e-01,-3.129316332560250769e-01,-3.716252757136571105e-01
2.420884176835367274e+00,2.029135774292814831e-01,2.943058788144113369e-01,-3.126341609388625375e-01,-3.161408399788540602e-01
2.421484296859371721e+00,2.027260486094225045e-01,2.940740489212389508e-01,-3.123369823989765592e-01,-3.454645969247767123e-01
2.422084416883376612e+00,2.025386980451721886e-01,2.938423858532324684e-01,-3.120400973322551841e-01,-2.538118877286152375e-01
2.422684536907381503e+00,2.023515255604431684e-01,2.936108895141711916e-01,-3.117435054349136370e-01,-3.749392069886236523e-01
2.423284656931386394e+00,2.021645309793284606e-01,2.933795598078531297e-01,-3.114472064034934373e-01,-3.760752063237349785e-01
2.423884776955391285e+00,2.019777141261015208e-01,2.931483966380953321e-01,-3.111511999348626767e-01,-3.587107582283088347e-01
2.424484896979395732e+00,2.017910748252165209e-01,2.929173999087338331e-01,-3.108554857262161297e-01,-3.180105429179480581e-01
2.425085017003400623e+00,2.016046129013076282e-01,2.926865695236232079e-01,-3.105600634750746436e-01,-2.811193625111276795e-01
2.425685137027405514e+00,2.014183281791899205e-01,2.924559053866372937e-01,-3.102649328792860262e-01,-3.649717304332690815e-01
2.426285257051410404e+00,2.012322204838588868e-01,2.922254074016688574e-01,-3.099700936370246573e-01,-3.464413332496313891e-01
2.426885377075415295e+00,2.010462896404904276e-01,2.919950754726294284e-01,-3.096755454467913782e-01,-3.884786105939521672e-01
2.427485497099419742e+00,2.008605354744411320e-01,2.917649095034496876e-01,-3.093812880074138238e-01,-3.195655653797439544e-01
2.428085617123424633e+00,2.006749578112476118e-01,2.915349093980788564e-01,-3.090873210180455910e-01,-3.606084090444214296e-01
2.428685737147429524e+00,2.004895564766274729e-01,2.913050750604854189e-01,-3.087936441781675700e-01,-2.004487728103674926e-01
2.429285857171434415e+00,2.003043312964785660e-01,2.910754063946566217e-01,-3.085002571875868904e-01,-2.124217376767648102e-01
2.429885977195439306e+00,2.001192820968792918e-01,2.908459033045986963e-01,-3.082071597464373092e-01,-3.552252664745493838e-01
2.430486097219443753e+00,1.999344087040886564e-01,2.906165656943370257e-01,-3.079143515551794330e-01,-3.014181777482160540e-01
2.431086217243448644e+00,1.997497109445457719e-01,2.903873934679152558e-01,-3.076218323145998301e-01,-2.870183482443185996e-01
2.431686337267453535e+00,1.995651886448706336e-01,2.901583865293965725e-01,-3.073296017258124180e-01,-3.350937820695867320e-01
2.432286457291458426e+00,1.993808416318635646e-01,2.899295447828628691e-01,-3.070376594902572420e-01,-3.270825509921707064e-01
2.432886577315463317e+00,1.991966697325054103e-01,2.897008681324149681e-01,-3.067460053097011974e-01,-2.752036499955620719e-01
2.433486697339467764e+00,1.990126727739576495e-01,2.894723564821728434e-01,-3.064546388862379178e-01,-3.205267603616275274e-01
2.434086817363472655e+00,1.988288505835617836e-01,2.892440097362747875e-01,-3.061635599222870541e-01,-3.217452924097483624e-01
2.434686937387477546e+00,1.986452029888403081e-01,2.890158277988785773e-01,-3.058727681205956062e-01,-3.079188386909991193e-01
2.435287057411482436e+00,1.984617298174959910e-01,2.887878105741606971e-01,-3.055822631842368131e-01,-2.443083986553813425e-01
2.435887177435486883e+00,1.982784308974122611e-01,2.885599579663167824e-01,-3.052920448166109302e-01,-3.188814891391192896e-01
2.436487297459491774e+00,1.980953060566526258e-01,2.883322698795609540e-01,-3.050021127214441186e-01,-2.861476917850547252e-01
2.437087417483496665e+00,1.979123551234614475e-01,2.881047462181264840e-01,-3.047124666027899442e-01,-2.932995955911819608e-01
2.437687537507501556e+00,1.977295779262635556e-01,2.878773868862657404e-01,-3.044231061650282677e-01,-2.691885160736109395e-01
2.438287657531506447e+00,1.975469742936641071e-01,2.876501917882497983e-01,-3.041340311128656881e-01,-3.143750133287815385e-01
2.438887777555510894e+00,1.973645440544490315e-01,2.874231608283688844e-01,-3.038452411513357099e-01,-3.289708333958004105e-01
2.439487897579515785e+00,1.971822870375842807e-01,2.871962939109316548e-01,-3.035567359857978542e-01,-3.384961679468294626e-01
2.440088017603520676e+00,1.970002030722166619e-01,2.869695909402661393e-01,-3.032685153219388807e-01,-2.918857973964201769e-01
2.440688137627525567e+00,1.968182919876734216e-01,2.867430518207192414e-01,-3.029805788657721211e-01,-2.965030459630249027e-01
2.441288257651530458e+00,1.966365536134622449e-01,2.865166764566566271e-01,-3.026929263236374235e-01,-3.160406585112723876e-01
2.441888377675534905e+00,1.964549877792714505e-01,2.862904647524631696e-01,-3.024055574022018189e-01,-2.917846478149347389e-01
2.442488497699539796e+00,1.962735943149694073e-01,2.860644166125420607e-01,-3.021184718084580778e-01,-1.843068074848044080e-01
2.443088617723544687e+00,1.960923730506054508e-01,2.858385319413160874e-01,-3.018316692497264864e-01,-2.628702517404545302e-01
2.443688737747549578e+00,1.959113238164092163e-01,2.856128106432266334e-01,-3.015451494336537364e-01,-3.937785931926509053e-01
2.444288857771554468e+00,1.957304464427908619e-01,2.853872526227341222e-01,-3.012589120682133137e-01,-2.365844714689864237e-01
2.444888977795558915e+00,1.955497407603411508e-01,2.851618577843178515e-01,-3.009729568617056095e-01,-2.942337309619515451e-01
2.445489097819563806e+00,1.953692065998308969e-01,2.849366260324758260e-01,-3.006872835227568652e-01,-3.519574002873454011e-01
2.446089217843568697e+00,1.951888437922119079e-01,2.847115572717253129e-01,-3.004018917603211158e-01,-2.336187150228420939e-01
2.446689337867573588e+00,1.950086521686162366e-01,2.844866514066023422e-01,-3.001167812836784687e-01,-3.045013527730899838e-01
2.447289457891578479e+00,1.948286315603565133e-01,2.842619083416619286e-01,-2.998319518024359920e-01,-2.493770584782696309e-01
2.447889577915582926e+00,1.946487817989259184e-01,2.840373279814780716e-01,-2.995474030265276033e-01,-3.306390318556435837e-01
2.448489697939587817e+00,1.944691027159102248e-01,2.838129102306645724e-01,-2.992631346660488134e-01,-2.468158248833786095e-01
2.449089817963592708e+00,1.942895941413337602e-01,2.835886549942556734e-01,-2.989791464281512656e-01,-3.134871696041892641e-01
2.449689937987597599e+00,1.941102559066748556e-01,2.833645621769399492e-01,-2.986954380227185846e-01,-2.512352504975620127e-01
2.450290058011602490e+00,1.939310878443657460e-01,2.831406316832303927e-01,-2.984120091614166359e-01,-2.578546388175865234e-01
2.450890178035606937e+00,1.937520897870008696e-01,2.829168634176648101e-01,-2.981288595562032739e-01,-3.561367564570103172e-01
2.451490298059611828e+00,1.935732615673364243e-01,2.826932572848052660e-01,-2.978459889193276200e-01,-2.798586759216446507e-01
2.452090418083616719e+00,1.933946030182910614e-01,2.824698131892391939e-01,-2.975633969633314502e-01,-2.744479510782459331e-01
2.452690538107621609e+00,1.932161139729454413e-01,2.822465310355786183e-01,-2.972810834010481407e-01,-3.006735310428540475e-01
2.453290658131626500e+00,1.930377942645423173e-01,2.820234107284602665e-01,-2.969990479456031118e-01,-3.864895394133900375e-01
2.453890778155630947e+00,1.928596437264867292e-01,2.818004521725459566e-01,-2.967172903104139392e-01,-2.830932698386330326e-01
2.454490898179635838e+00,1.926816621923453654e-01,2.815776552725216542e-01,-2.964358102091894098e-01,-3.128574165388305905e-01
2.455091018203640729e+00,1.925038494958474788e-01,2.813550199330986379e-01,-2.961546073559309100e-01,-2.368034023374048780e-01
2.455691138227645620e+00,1.923262054708842761e-01,2.811325460590128333e-01,-2.958736814649317037e-01,-3.495315091177814137e-01
