C,Na,R,R_noisy
4.983925770220420759e+01,1.530789841891841547e+02,3.885193003007941126e+00,3.799015708531712221e+00
4.587944944295271199e+01,1.470243907951182223e+02,4.206796918417695430e+00,4.126441037516231702e+00
1.589335590563034906e+01,1.551246728292861405e+02,8.343993777949048507e+00,8.500722568297128134e+00
6.601056123262264919e+01,1.207607144870378164e+02,2.990018982583062535e+00,2.903148908208040169e+00
4.656689283053236750e+01,1.370116559014880409e+02,4.149757618102775325e+00,4.212963060063215082e+00
4.635570965630797957e+01,9.664635343806568812e+01,4.173519420698032611e+00,4.110532108475116075e+00
1.680531054014113224e+01,1.079323449006344617e+02,7.973598270725957171e+00,7.974643402172957529e+00
3.958396465219345828e+01,1.289260194833746596e+02,4.817866271739140949e+00,4.704577142733238126e+00
2.186136811574809968e+01,1.533589546877949488e+02,7.384519888961370349e+00,7.237399195268769958e+00
2.715775453038109788e+01,1.053207740055759416e+02,6.410716395596202766e+00,6.363869630476551187e+00
2.768007202817208423e+01,8.710486236191039211e+01,6.272913733982753648e+00,6.135296146306804310e+00
4.865275468309413043e+01,1.024953711233200266e+02,3.990734085467171788e+00,3.973089278916007494e+00
3.013659541400696185e+01,8.727396405930834078e+01,5.929945198368606896e+00,5.941772950377018248e+00
7.204252827439943019e+01,1.354113831346466839e+02,2.749110488607572123e+00,2.789988433506985999e+00
6.018541283476509562e+01,8.488934590618686116e+01,3.290163959057088583e+00,3.442875632074206660e+00
7.845819845461923592e+01,1.235655784619476663e+02,2.561622521638916794e+00,2.703453126063904755e+00
4.912538006998313023e+01,1.176788314153561998e+02,3.950237875555836720e+00,3.839819440659733019e+00
3.471062416622543623e+01,1.421590503293933239e+02,5.399761609403649132e+00,5.324764927637217760e+00
3.173309256371907594e+01,1.035106356856893228e+02,5.751882349945899975e+00,5.920801995871073586e+00
3.431743468497293836e+00,1.143748613127523299e+02,6.212233055252473157e+00,6.206702604703975723e+00
5.648539060962073677e+01,1.331146576881347698e+02,3.452343362905955004e+00,3.413690924535796700e+00
2.560235756311054089e+01,1.460270901751865722e+02,6.744881284405272126e+00,6.851905116888264757e+00
2.303254790327230683e+00,9.953429894365184794e+01,4.691934829192430989e+00,4.629381618503587426e+00
7.305253747172585577e+01,1.569809358337291201e+02,2.698377928678350912e+00,2.791649533203866884e+00
1.929188113726356235e+01,1.175985279228679872e+02,7.679949274037637608e+00,7.649667073636034154e+00
7.930523252873415530e+00,1.391366175476956641e+02,8.542666043791625086e+00,8.672048140356670487e+00
5.918976932587514739e+01,1.198696234846809432e+02,3.310666267725088652e+00,3.296036503450491040e+00
6.183052415679956937e+01,1.054473235054921645e+02,3.190047083731705868e+00,3.271934808035251052e+00
6.182601269016056733e+01,1.252165159108751311e+02,3.173894319763529204e+00,3.279697032956188085e+00
4.946779567574431269e+01,1.300929093275006494e+02,3.920362403193090373e+00,4.081852202915446703e+00
2.583268373441531374e+00,1.571841296212780321e+02,6.132828557660700675e+00,6.053087288369533248e+00
4.298865979121465131e+01,1.189894259076457104e+02,4.471243482470779185e+00,4.432791744097308140e+00
7.687534293207608016e+01,1.476385934519979060e+02,2.585121852297080025e+00,2.443334700404779625e+00
3.668921054572827245e+01,1.592097417963333612e+02,5.159164655570940283e+00,4.986783828873176283e+00
2.407843824373372144e+01,1.432794221528250773e+02,6.990423888844212286e+00,6.940625359270421235e+00
4.481081618951012757e+01,1.062233998281888177e+02,4.304457278452843205e+00,4.320329307824958498e+00
5.076864048218315872e+01,1.111733194324807386e+02,3.832175903000186956e+00,3.957407656817276465e+00
2.415767075736371439e+01,1.503555412343353623e+02,6.991400897648790469e+00,6.949708287819274410e+00
6.210441756873046160e+01,8.199096605197594556e+01,3.201577969442816141e+00,3.392577041573361818e+00
6.740070602141882716e+01,1.163393937250240668e+02,2.937584310394292686e+00,2.955693552631170284e+00
2.428204365316994906e+00,1.533666310763036051e+02,5.897752547983932558e+00,5.985746675565614794e+00
8.485583422964054989e+00,8.318870853194087545e+01,7.804143309792589633e+00,7.778406814851750006e+00
4.029602545544182135e+01,1.304986443536635079e+02,4.742270098193975159e+00,4.616344018986192843e+00
5.185745001114356434e+00,1.189670148829267191e+02,7.459588794403628320e+00,7.617815717611095216e+00
1.607186413824153703e+01,1.144865358790669347e+02,8.110436261654889734e+00,8.081207236130319771e+00
6.987017919716684844e+01,1.397357847941117370e+02,2.822899223348474429e+00,2.933891307631351086e+00
7.988561865745690227e+01,1.445826559274585179e+02,2.502763740651235302e+00,2.465545340144791098e+00
6.747404784306338854e+01,1.332815245371849642e+02,2.919901662951599697e+00,2.978305742606254025e+00
1.357650345809350867e+01,8.650060139353438160e+01,8.069531601438775681e+00,8.053285180088147754e+00
6.440917841496376184e+01,1.469170390512300628e+02,3.039110485067992862e+00,3.004107431585352206e+00
4.676655055024340868e+01,1.467048100747104513e+02,4.131092753695654984e+00,4.115803356199061902e+00
7.958994174616297812e+01,1.199645530783782874e+02,2.534488133300580870e+00,2.602296150303735178e+00
2.295492498483982402e+01,1.467283500226770911e+02,7.185228168847764607e+00,7.063953293079794804e+00
7.213380572395368517e+01,9.570780891560254133e+01,2.788193182721164565e+00,2.690308248331144902e+00
1.783476776189804713e+00,1.153279874526031676e+02,4.333393797105767220e+00,4.431216131398054259e+00
1.814754849768518241e+01,1.195230252654149581e+02,7.859850220290626410e+00,7.785792062024244231e+00
7.239397468991745654e+01,1.104181332683012613e+02,2.761510558397358928e+00,2.779218444358329876e+00
4.103694751365330262e+01,1.373472328104392659e+02,4.666128005266560130e+00,4.530538099485649006e+00
1.707024605163157105e+01,1.575937347010354301e+02,8.181073229895805099e+00,8.158673613982617923e+00
5.614446698878275299e+01,9.180336365551772815e+01,3.499624953074636391e+00,3.608658688731487096e+00
2.581225269462501970e+01,1.186730523443137599e+02,6.653481546751985221e+00,6.660986180722310301e+00
4.733846606851145822e+01,1.291479946024035996e+02,4.087481541416551067e+00,4.107327376452682977e+00
3.354356569381312880e+01,8.503084181903054173e+01,5.479433886823425581e+00,5.439032525189525735e+00
6.895164667893801891e+00,1.471303865071931227e+02,8.433638048134456611e+00,8.442386374472185651e+00
5.583646639596188344e+00,8.898595716502741482e+01,7.044405467218272321e+00,6.864899151840177183e+00
7.311688552274254960e+01,9.012725312432168323e+01,2.763587436847458445e+00,2.598754686922339463e+00
6.955330242440037125e+01,8.925038409000248407e+01,2.886879389051371092e+00,2.926401970325184898e+00
3.691550990472241267e+01,9.661785707374907872e+01,5.095434674609411019e+00,4.917174527176156218e+00
1.959741997385384593e+01,1.518693069187582410e+02,7.760002194133186038e+00,7.889060857721164055e+00
1.108713220670169086e+01,1.041149456087755709e+02,8.362911955136471676e+00,8.446050821189375668e+00
7.662803791763801087e+01,1.118247219672610413e+02,2.626982097654031012e+00,2.504822126242268077e+00
4.346038128227996822e+01,1.204781752422955208e+02,4.426932377282566833e+00,4.206699943244197826e+00
1.112704816323147661e+00,1.473406109528284276e+02,3.703486983641420149e+00,3.459216824817193281e+00
5.023672291269542711e+01,1.557960040152595980e+02,3.854692115535703678e+00,3.883559390363352293e+00
6.072648226264635696e+01,1.105854176178862218e+02,3.239238535189849166e+00,3.227663577337696932e+00
2.466434483978529713e+01,1.039888115423869692e+02,6.786770495167358419e+00,6.919416060589222539e+00
7.840734129818838483e+01,9.423543287647500222e+01,2.599675102638165480e+00,2.644648389343549955e+00
5.188629426005756606e+00,9.797596994614443133e+01,7.055477340252776841e+00,7.209168806037954624e+00
9.382049916556097102e+00,1.311047685777003551e+02,8.606745066955635792e+00,8.692169024042252445e+00
4.850462838242104624e+01,1.121461398782827388e+02,3.999344925536872708e+00,3.902423698765381310e+00
3.726794743654626529e+01,1.465232005683385239e+02,5.085512820781529442e+00,5.064620969966814101e+00
2.988269489190238559e+01,1.140132264886565565e+02,6.029256367222556534e+00,5.942305007966292685e+00
5.586116903320444038e+01,1.523588572566346784e+02,3.479554508408862823e+00,3.445492125943647288e+00
7.434843637375460901e+01,1.310038918641022576e+02,2.676796880513499399e+00,2.622602945771722815e+00
6.890024326986787173e+01,1.334806940144901830e+02,2.864225887580077679e+00,2.838326738259330906e+00
5.826572816574110192e+01,1.084638363805363213e+02,3.368431561866610302e+00,3.501599731218700828e+00
2.350172536078558139e+01,1.467049474045709871e+02,7.093655504560220315e+00,7.035633207733779315e+00
2.463424651465062354e+01,1.459397423760475192e+02,6.903783142067863920e+00,6.781422574811625914e+00
1.466282019483709753e+01,1.594226612078513199e+02,8.524718979292963184e+00,8.458683230725892344e+00
7.011732012623961907e+01,1.557237863737560701e+02,2.802210755849489754e+00,2.751601898065587193e+00
5.430729635990732618e+01,1.294857786971713836e+02,3.586565630055974729e+00,3.525475470792989174e+00
4.627476356558113224e+01,1.346672464516311152e+02,4.174895639598402042e+00,4.155198020109209800e+00
6.078296587482612701e+00,8.685635310489574579e+01,7.210727458691859937e+00,7.164954577563380944e+00
6.795515731391739678e+01,9.723577175328495059e+01,2.936337718224605986e+00,3.045108662632753926e+00
1.201585322798958444e+01,1.500972363894498471e+02,8.733334934830422114e+00,8.822127864688756205e+00
4.100883776875889453e+01,1.441642893197735020e+02,4.669769939540618253e+00,4.591063752718742563e+00
7.487305129853463370e+01,1.431652138536935013e+02,2.649724333706996671e+00,2.745939030318521379e+00
2.891765455026460785e+01,8.779764192741920681e+01,6.100220632411038402e+00,6.238155739724938087e+00
3.688306726880912123e+01,1.223322577421662061e+02,5.120068483145840510e+00,5.118507995813403433e+00
7.560388962533559720e+01,1.573496588148537683e+02,2.616183707911307721e+00,2.529872804785886942e+00
2.413873596189928961e+01,1.500106866213394028e+02,6.993904902585041050e+00,7.035726295598373703e+00
3.645531836665110603e+01,1.597133960539020734e+02,5.187944372068770349e+00,5.178316999521963560e+00
3.081052244310653521e+01,1.314100993492725706e+02,5.921835570342717681e+00,5.953967149026846428e+00
3.287055737785881604e+01,1.390162478675291027e+02,5.641341411725932176e+00,5.533688917087289383e+00
3.477965033750702872e+01,8.975364019429686380e+01,5.337248214990783168e+00,5.545616785932826254e+00
7.927855180866501428e+01,1.126100507558538766e+02,2.551335886165746025e+00,2.530361658816902004e+00
6.453145591731487229e+01,1.428900218011046945e+02,3.036371157540790566e+00,3.088245552729709242e+00
3.743785164186952397e+00,1.000807593543852647e+02,6.159203249317869222e+00,6.098612763904790235e+00
4.892922072197509209e+01,1.140563525023142688e+02,3.966261532587977534e+00,3.980946823181856331e+00
1.434499625409087376e+00,8.672128408590108961e+01,3.135422498442624217e+00,2.905302877814534668e+00
6.725546729476951313e+00,1.143676354497609822e+02,7.970600436980162407e+00,7.839780842742279710e+00
4.686275329439266812e+01,1.008096224936881811e+02,4.131683888117741787e+00,3.883897006636794824e+00
4.983697259992094075e+01,1.337766868053197413e+02,3.891491413416813927e+00,3.990010030459354873e+00
1.405771042621368672e+01,1.538310880618632837e+02,8.571253618243884986e+00,8.432161940982405568e+00
3.255673607872151365e+01,1.414856305311537028e+02,5.686348784313651095e+00,5.530404027596661720e+00
2.916053274538528939e+01,1.208335572842316310e+02,6.146782812769020055e+00,6.259693420503735339e+00
5.645618534147051548e+01,1.308448896675489266e+02,3.455336524759913708e+00,3.406472174383679885e+00
3.387857615227347452e+01,1.194936852290991141e+02,5.489635484271812693e+00,5.473373328772570545e+00
3.107317513776109053e+01,1.159814853357926836e+02,5.863533690323498249e+00,5.971539597310887793e+00
6.612679594893131707e+01,1.547840455483026290e+02,2.959808207330072882e+00,3.009620097297400765e+00
5.364836646404546627e+01,1.212809436476168941e+02,3.632776536019232339e+00,3.664936092511625443e+00
9.304330596941719378e+00,1.148805598248391391e+02,8.423222212010657017e+00,8.489722452420297216e+00
4.342201585635184102e+01,8.384023673168401558e+01,4.423844298079215420e+00,4.230039204549485454e+00
1.836145664927563459e+01,9.892126783359557862e+01,7.704089055436060818e+00,7.834652097481435540e+00
2.195603008916904031e+01,1.475367613553694071e+02,7.354755446505606642e+00,7.488988647498206142e+00
4.922433521474573581e+01,8.524041739121896910e+01,3.952822008108078045e+00,4.139150311332289611e+00
6.928185906674553962e+01,9.631395912339762333e+01,2.887564659673295786e+00,2.679360037966221242e+00
2.902650376490728945e+01,1.499254890454583631e+02,6.207900743718615111e+00,6.124391012125925293e+00
4.197843245191382522e+01,1.509150408725727743e+02,4.571202601726453985e+00,4.516563063520048438e+00
6.708870711122308705e+00,1.167397420463968558e+02,8.002329214144394243e+00,8.174774820475565917e+00
6.204333759826293004e+01,1.333869370833770915e+02,3.157545550810437085e+00,3.216035435704755585e+00
1.428547405902818213e+01,9.731290343998361436e+01,8.149868970442021521e+00,8.329363383638316520e+00
3.218156280083276499e+01,1.237294960396574908e+02,5.720433778327024932e+00,5.767737995740291446e+00
2.231647625888561493e+01,1.179618885062839553e+02,7.207462018262246417e+00,7.145557984848751154e+00
4.178941045616655714e+01,1.369670750648991202e+02,4.589544586755932798e+00,4.461873507206205680e+00
2.431585177474550719e+01,1.437197610653588526e+02,6.952033948531666674e+00,6.897301407772132187e+00
3.773065714191317710e+01,9.669359396691032771e+01,5.003527953759263625e+00,5.145916773793196342e+00
3.555912720351404488e+01,1.558273292780559132e+02,5.298234603502816498e+00,5.215459828551503918e+00
4.924173517903899011e+01,1.428245445782492311e+02,3.933573287279314101e+00,3.757965690331694475e+00
5.527043541076926658e+01,1.115612925073715473e+02,3.537311436431209266e+00,3.568013304427351873e+00
4.276151277853479371e+01,1.589203755875098523e+02,4.493461747721782196e+00,4.633281085838012459e+00
5.953682333110924674e+01,1.111595732883793630e+02,3.299088613310638074e+00,3.545429021629860067e+00
7.185922743601683749e+01,1.368614952834869030e+02,2.754205243617835031e+00,2.882024330005856338e+00
3.689674473006230926e+01,9.216040268172427830e+01,5.092398996923515497e+00,5.192143114908365220e+00
3.106007039726611740e+00,1.592435461879114200e+02,6.685038189552229504e+00,6.508953127071376521e+00
6.146846648286115311e+01,1.577523009341848024e+02,3.170502204895031539e+00,3.135395393445291834e+00
3.699167895450033683e+01,1.591108191764206481e+02,5.122468133254520772e+00,5.087288657714099216e+00
6.271441845953346927e+01,1.424588016645018911e+02,3.119543003033212081e+00,3.135780370713657561e+00
6.835801784784567303e+01,8.568145471827028814e+01,2.935922775753858183e+00,2.845330747460279586e+00
6.610861794707441952e+00,1.041597852335992798e+02,7.764636322072513863e+00,7.846513368224540486e+00
3.215254689540858379e+01,8.198173925026227948e+01,5.647310530618115720e+00,5.775230026690672425e+00
5.937551287642375542e+01,1.208232479441715839e+02,3.300226513732716249e+00,3.313596470266963134e+00
3.640965373441893860e+01,1.295242867507927826e+02,5.180671699643189854e+00,5.153878172594816398e+00
3.638320708127398717e+01,1.582409784725006148e+02,5.196332511093864071e+00,5.217579493264523194e+00
3.854453534896623523e+01,1.028370873100975018e+02,4.918854061279772871e+00,4.959077594397185429e+00
7.908127439027019534e+01,1.277972542312120652e+02,2.540065346007828850e+00,2.621615174931518855e+00
1.957596404534600865e+01,1.593015528528784444e+02,7.784235746456492855e+00,7.700014570335420139e+00
1.347295746221245238e+01,1.337247815317805930e+02,8.518370544121747656e+00,8.665144957581903284e+00
6.150329256133269951e+01,1.475145335119790388e+02,3.174651845278066986e+00,3.180006507078545486e+00
6.723479515187591460e+01,1.561865022985502094e+02,2.913201191708829629e+00,2.897551259719808314e+00
4.127641686519008424e+00,8.302643291321211905e+01,6.014638593063050820e+00,6.085568305566104286e+00
4.925837812894123857e+01,1.286990832327960561e+02,3.936643078869527468e+00,3.868266494268320699e+00
6.865531806900349920e+01,1.206057481543552825e+02,2.884798932243056058e+00,2.974209907790710705e+00
5.759431271644886863e+01,1.207759724881578194e+02,3.396550610913172896e+00,3.613087990187778598e+00
1.221366854908897182e+01,1.317442848325582645e+02,8.597880207118567597e+00,8.643037663071670096e+00
1.385273098454066876e+01,8.910100336891753159e+01,8.087099884532692684e+00,8.109122603716208744e+00
3.594371486259297654e+01,1.280262206299607612e+02,5.236363553106414770e+00,5.189891776943102109e+00
3.018198455844093786e+01,9.179591784153043932e+01,5.937022553585345364e+00,6.087974743304190639e+00
1.387447414837771298e+01,1.189206147524170092e+02,8.378053045956320943e+00,8.492755450994025068e+00
4.174882747810067229e+01,1.243974700989289630e+02,4.592321661199027183e+00,4.441768677222077244e+00
1.558868886956164879e+01,1.457268013547410419e+02,8.345385705924899256e+00,8.443956991430217940e+00
6.601172172575027197e+00,9.176474458470806894e+01,7.516981256783776821e+00,7.450772325709904997e+00
3.947316688335987322e+01,1.594481916793205301e+02,4.835936001292383324e+00,4.718548716377119590e+00
7.518930518451503531e+01,1.465196962000325129e+02,2.637148137752750365e+00,2.630134779672767209e+00
1.266319157366772608e+01,8.214926899104955282e+01,8.042127456376860550e+00,7.975872227325259800e+00
1.630281148264710112e+01,1.488132748047196401e+02,8.260876105663490065e+00,8.377332524870769959e+00
4.111151278180618363e+01,1.205224899376527645e+02,4.655772246126542058e+00,4.529380843019121805e+00
7.587465530839222083e+01,1.598845807469151623e+02,2.606080496258260215e+00,2.476824496417777244e+00
3.639712067651296934e+01,1.145049763739922639e+02,5.172300418090638452e+00,5.077181301503745914e+00
1.725868751483254826e+01,8.111617990975145176e+01,7.682216963834039625e+00,7.667906849450575990e+00
4.620290246949220858e+01,1.432380390552961273e+02,4.179537501515614650e+00,4.238418903443508690e+00
2.616037244782696547e+01,1.190668102439830704e+02,6.599975029783279545e+00,6.490561434675313102e+00
9.628684600723227405e+00,8.861399733592318739e+01,8.063284934144919092e+00,7.990342454919705517e+00
5.049190975049583585e+01,9.175491496566218075e+01,3.859718627367518806e+00,3.702112497073197339e+00
3.503897323908581285e+01,1.312861507379909654e+02,5.350964703507474773e+00,5.330596148762814401e+00
7.648901688418062861e+01,1.377757794281914130e+02,2.604813579333174367e+00,2.501771403280422579e+00
3.103694169854398055e+01,9.119985626198867124e+01,5.819045824811965417e+00,6.035735567547565239e+00
1.264283082270312342e+01,8.478013005074409136e+01,8.083120777736308327e+00,8.275277816757952820e+00
2.621995742432398302e+01,9.716718440141309543e+01,6.524980973599390666e+00,6.430944760143166405e+00
3.855707907022107861e+01,8.876846728791424823e+01,4.905340365224594379e+00,4.918332712838521026e+00
2.352912021929570940e+01,1.116069285657517440e+02,6.991869948397469336e+00,7.033076916538031575e+00
3.417654704141072841e+01,1.233306482503688528e+02,5.454785341489296613e+00,5.399256980801747652e+00
5.661743467727320933e+01,9.699149130040429156e+01,3.468602058208814398e+00,3.428512275204987247e+00
6.131624382590094768e+01,1.499865777200203638e+02,3.182422933816690058e+00,3.245507644444968420e+00
4.751459389028192248e+01,1.558608250386475333e+02,4.067077196843084330e+00,4.038932953892305555e+00
3.881732247336974240e+01,1.100237690159369066e+02,4.893563533327750292e+00,4.862400068352827454e+00
9.599935355565579087e+00,9.362552738439579514e+01,8.146516046827656510e+00,8.142423905686849039e+00
5.361410559769538509e+01,1.458557075542021835e+02,3.623355237313749200e+00,3.745902966371460252e+00
1.890906542180044170e+01,9.798240920290794520e+01,7.622004780846900474e+00,7.594825892201884088e+00
5.925066389169468550e+01,1.390753430885607713e+02,3.294838405822918759e+00,3.332547247695697656e+00
7.637869245524203166e+01,1.456749541453873178e+02,2.601475781546700894e+00,2.624301523569916750e+00
6.843111624599667664e+01,8.587474468571210195e+01,2.932910202911049424e+00,3.003379383093883970e+00
2.238519178007621235e+01,8.312076283118172171e+01,7.021649718897671200e+00,7.001167754465839721e+00
3.733416269781190522e+01,9.788090635401842121e+01,5.049157770359409270e+00,4.998906585870479979e+00
3.586279256203608412e+01,8.499212755955485932e+01,5.200631285747465249e+00,5.130752421825402365e+00
6.168083641793516847e+01,9.267852479190153758e+01,3.209596247442680017e+00,3.232361683293717203e+00
3.370996292154261198e+01,1.572255746505401248e+02,5.540017086742557773e+00,5.552972152548051987e+00
2.851424417033500447e+01,1.245877862929665412e+02,6.249829435943052403e+00,6.223133971567782474e+00
4.721808787716813782e+01,8.468011243055580906e+01,4.104952159227510222e+00,4.126193978402044493e+00
4.581796938640641770e+01,8.259927513656245424e+01,4.217429607632396049e+00,4.453052936279703111e+00
6.757967327610457176e+01,1.500254991875144128e+02,2.903371252344831177e+00,2.981294087363375311e+00
7.420019867167169991e+01,1.081612630466048017e+02,2.705276054414714082e+00,2.520809166896719855e+00
6.871402591962282713e+01,9.884483485552770787e+01,2.905576428398648492e+00,3.034925309597102494e+00
7.921898549332618700e+01,1.156352318885757029e+02,2.549394583542296644e+00,2.562873035341804773e+00
4.623013766398803170e+01,1.304662106391992324e+02,4.179407308254718956e+00,4.076867074725542217e+00
3.335605474471983456e+01,1.009349891497534202e+02,5.533480998034406184e+00,5.667047351509364006e+00
5.675102717100347149e+01,8.633474954277633628e+01,3.469628417846457147e+00,3.460859274867634117e+00
6.954704680120075011e+01,8.961886836907595466e+01,2.886603462387265839e+00,2.987513249035598673e+00
5.718463891446947400e+01,1.522800191208053207e+02,3.401731894733654116e+00,3.339548637075421933e+00
4.643148717061733066e+01,1.091330526807084027e+02,4.165887153249300923e+00,4.270781772814641108e+00
1.343233450975364462e+01,1.154007543526023767e+02,8.386482190141199666e+00,8.357466143789123336e+00
5.806433738917048260e+01,9.713473082393863933e+01,3.388378219535679747e+00,3.483298594585992891e+00
7.277221283324276158e+01,9.158470192869872051e+01,2.772709934908546892e+00,2.853824675596207339e+00
3.707185161515572958e+01,1.413333103452241915e+02,5.106911470774922357e+00,4.990895676973308603e+00
6.954446156396619472e+01,9.664670141918256263e+01,2.877530070511863158e+00,2.913504696507229319e+00
4.766974834662801896e+01,8.782800714102931749e+01,4.069424939607097613e+00,4.115655831377268647e+00
2.160715403204647345e+01,1.060593879753532747e+02,7.269429829623891948e+00,7.262644934340279690e+00
7.843401592221071894e+01,8.871546801328562992e+01,2.607489640296611011e+00,2.428508657361037049e+00
5.964081521545359266e+01,1.038144475379743312e+02,3.299749677138912318e+00,3.326997718082474353e+00
7.837225393840225252e+01,1.227814030903669931e+02,2.564844441792429208e+00,2.532001229133146847e+00
4.899921953063202551e+01,9.153092149694907675e+01,3.967742322412782574e+00,4.086444732449834305e+00
5.958507660362121072e+01,1.259183670844844727e+02,3.285704510560171876e+00,3.178388855254472567e+00
2.231395596111221735e+01,1.267159724591413976e+02,7.237593585683178787e+00,7.334977520840618936e+00
4.253708242003473572e+01,1.178675331075410924e+02,4.514301274326903091e+00,4.527087400119213179e+00
3.105722331312445306e+01,1.019161440061622557e+02,5.840850032796836011e+00,6.094253083064312015e+00
5.502235375517810922e+01,1.391184206064119735e+02,3.537076862406825395e+00,3.435398412125837631e+00
7.543297823284932235e+01,1.479144270937845249e+02,2.628494377642661028e+00,2.723184569901338392e+00
4.485422228697866842e+01,1.054218547233836318e+02,4.300651026654806586e+00,4.246262209074306959e+00
1.032823414580779531e+00,8.369296408233002182e+01,2.374626188824355832e+00,2.278818490126616858e+00
2.560170752537359462e+01,1.573668471997991105e+02,6.763266893013074821e+00,6.869946661371471031e+00
4.338034752822839124e+01,1.443862209226398363e+02,4.434224066887410665e+00,4.493632862885350576e+00
6.352402696482683098e+01,1.514773108823013388e+02,3.076217778070637010e+00,3.180170790726482899e+00
4.701937877539244681e+01,1.313552209441191394e+02,4.113164120231460608e+00,3.951308983968492949e+00
1.643966469412588793e+01,8.233467022879634101e+01,7.784558234970838875e+00,7.663809046960514237e+00
4.888957707993115775e+01,1.180216702773411441e+02,3.968060205682349739e+00,4.026091916949547489e+00
7.034336728871791422e+01,8.368956500446594760e+01,2.866616717410483073e+00,2.781088127652154629e+00
4.181278053812542339e+01,9.383363048016839514e+01,4.578022354903244384e+00,4.709331543049421143e+00
6.765214580454504301e+01,8.483477516645828587e+01,2.963923606419831991e+00,3.130105863950285450e+00
4.317341765358839467e+01,1.169269110492331123e+02,4.453651442863101551e+00,4.440378458245795912e+00
5.459261236899307868e+00,1.157638743009017901e+02,7.532847860402724471e+00,7.535797348467707657e+00
7.793695286893249374e+01,9.241438485842363093e+01,2.615435777049395227e+00,2.617982930120003271e+00
4.024642101024953789e+00,1.503915160603177696e+02,7.275916976911947387e+00,7.246620374102324291e+00
2.266998971079021885e+01,1.072323330724914570e+02,7.109647986575203582e+00,7.105862963490503503e+00
5.215101917767803030e+01,1.517650643854166219e+02,3.719127325638191373e+00,3.695821968200720065e+00
6.523713305362146286e+01,1.092288051174101327e+02,3.033232552254372383e+00,3.076033202439381942e+00
1.754478526516028936e+01,1.591265271722040211e+02,8.113004566921539151e+00,8.079653638821193695e+00
6.974181299096323983e+01,8.020425016716521327e+01,2.893215831800504567e+00,2.841090791768929424e+00
5.648389874244286801e+01,1.246773300775399207e+02,3.457346929752712406e+00,3.427342628588322171e+00
7.592204182848228733e+00,1.531383662402581081e+02,8.626839714824368954e+00,8.565613178484671408e+00
3.575068490491263162e+01,1.377875548526128000e+02,5.265799948829717358e+00,5.257738119768322171e+00
7.114021312403312436e+01,1.328783167137970622e+02,2.782669876914336982e+00,2.836591220280432424e+00
3.608720303485065273e+01,1.585416906550493081e+02,5.233056901222644441e+00,5.438673350953042274e+00
6.921468827869483675e+01,9.078554015107118857e+01,2.897159791046298505e+00,2.734285042725701498e+00
1.703826365501933893e+01,9.099468712191681163e+01,7.808150367796349300e+00,7.670348762858830938e+00
6.990121190553260533e+01,1.032151470500484436e+02,2.856639393461516185e+00,2.849800692955622772e+00
5.598085755305385192e+01,1.456071132241264365e+02,3.475597624367836591e+00,3.478754815102152786e+00
2.567656300552202175e+00,1.037941024188465917e+02,5.110985151474961796e+00,5.106495130691709683e+00
8.851160250629995119e+00,1.377568893712644069e+02,8.633548167808267948e+00,8.820771207284705540e+00
5.911353486380036060e+01,1.329980178990773538e+02,3.305869006969084367e+00,3.123293691938824779e+00
6.718184008548300312e+01,1.261095584005167609e+02,2.937506002250344750e+00,2.921998235472675898e+00
2.997421305108106182e+01,8.199798495298497869e+01,5.934374652519141868e+00,5.807117981464902989e+00
2.168179343160806027e+01,9.370014229877511980e+01,7.192577838027093051e+00,7.162327261116010035e+00
7.793708150645876742e+01,1.551625713848410157e+02,2.548439120343580555e+00,2.599912326034654608e+00
6.784056838829421565e+01,8.337481054831647498e+01,2.958741824428137157e+00,2.814384209667576631e+00
7.970597143184622269e+01,1.026549034407074004e+02,2.552576313881787407e+00,2.654954677393943641e+00
1.445798637114407192e+01,8.659799807302081831e+01,8.014010781601660582e+00,7.929402650139737219e+00
4.096451726566269969e+01,1.094630733473002238e+02,4.667750029510644438e+00,4.562936842721423858e+00
8.227622837067650963e+00,9.274872785613565895e+01,7.949155687797995640e+00,7.784573138416186922e+00
5.449854505722988307e+01,1.171471105214347119e+02,3.581242963980703298e+00,3.511268740040674796e+00
3.278589258665296313e+01,1.528347838931731530e+02,5.663199671947125147e+00,5.588995718332201434e+00
7.257542242940797195e+00,1.321025479591068006e+02,8.345190360717671396e+00,8.428037844248720489e+00
1.263422214725321702e+01,1.563589300379061342e+02,8.723864058390162768e+00,8.567665828300333075e+00
7.286880028717861535e+01,8.853428515103240670e+01,2.773969815490387347e+00,2.795276901796945879e+00
7.021278325803460518e+01,1.265597397350430384e+02,2.821416282681216359e+00,2.905546132106687995e+00
7.643462556467619606e+01,1.442399339264562173e+02,2.600966158598988720e+00,2.575770164716199684e+00
7.177601081178917752e+01,1.299417886741525763e+02,2.763035230395252562e+00,2.839878608589492259e+00
4.304479358788089627e+01,1.204478836751566462e+02,4.466016136209715270e+00,4.396711113687692851e+00
4.147873078609462283e+01,8.814386915353166785e+01,4.607284149460475930e+00,4.648702439676834608e+00
4.717467842129816802e+01,1.062136621400561864e+02,4.105594202474217802e+00,4.072212181893822169e+00
6.146248927268882056e+01,1.573236143840245518e+02,3.171032541434704033e+00,3.386921799879518691e+00
1.621862666162061473e+01,1.187712681664468164e+02,8.119922428233396161e+00,8.091532454484077874e+00
