t,E,M,L,dM_dt,dM_dt_noisy
3.593718743748750200e+01,2.088290170878528329e+02,1.011319229319336159e+02,5.324172130558451954e+02,-1.082533791610083007e-01,-3.716509095120110184e-02
3.594718943788758025e+01,2.088276313596032878e+02,1.011308408764163431e+02,5.325671599520696873e+02,-1.081147087512420724e-01,-2.514649809636554934e-01
3.595719143828765851e+01,2.088262472283091427e+02,1.011297602072421853e+02,5.327171063073753885e+02,-1.079762230920293664e-01,5.142150625318958612e-02
3.596719343868773677e+01,2.088248646918395082e+02,1.011286809225594396e+02,5.328670521226248411e+02,-1.078379219432135105e-01,-1.011437158753600019e-01
3.597719543908782214e+01,2.088234837480660246e+02,1.011276030205187340e+02,5.330169973986795640e+02,-1.076998050649806693e-01,-9.963131314888348800e-02
3.598719743948790040e+01,2.088221043948628619e+02,1.011265264992729271e+02,5.331669421363998254e+02,-1.075618722178059983e-01,-3.382985656475659964e-01
3.599719943988797866e+01,2.088207266301066625e+02,1.011254513569772229e+02,5.333168863366449841e+02,-1.074241231625122639e-01,-2.997799766756780171e-01
3.600720144028805692e+01,2.088193504516765984e+02,1.011243775917890559e+02,5.334668300002733758e+02,-1.072865576602118898e-01,-2.470799461767927419e-01
3.601720344068814228e+01,2.088179758574543712e+02,1.011233052018681917e+02,5.336167731281421993e+02,-1.071491754723379319e-01,-9.144645018586618213e-02
3.602720544108822054e+01,2.088166028453241552e+02,1.011222341853766409e+02,5.337667157211074027e+02,-1.070119763606407481e-01,1.061237474277243187e-01
3.603720744148829880e+01,2.088152314131726541e+02,1.011211645404787589e+02,5.339166577800242521e+02,-1.068749600871868877e-01,-4.150822142693871841e-01
3.604720944188837706e+01,2.088138615588890161e+02,1.011200962653411324e+02,5.340665993057465357e+02,-1.067381264143711928e-01,-1.851131367209973844e-01
3.605721144228846242e+01,2.088124932803650324e+02,1.011190293581326642e+02,5.342165402991273595e+02,-1.066014751048753872e-01,-1.738149170593354387e-01
3.606721344268854068e+01,2.088111265754948818e+02,1.011179638170245454e+02,5.343664807610184653e+02,-1.064650059217018274e-01,3.439064155387661081e-01
3.607721544308861894e+01,2.088097614421753008e+02,1.011168996401902263e+02,5.345164206922705716e+02,-1.063287186281969277e-01,-1.517301490830449684e-01
3.608721744348869720e+01,2.088083978783055272e+02,1.011158368258054736e+02,5.346663600937333740e+02,-1.061926129879839920e-01,-2.191043542250730447e-01
3.609721944388878256e+01,2.088070358817873284e+02,1.011147753720483280e+02,5.348162989662557720e+02,-1.060566887650202794e-01,3.754085542271692888e-02
3.610722144428886082e+01,2.088056754505249160e+02,1.011137152770991321e+02,5.349662373106849600e+02,-1.059209457235807950e-01,-3.334699284667599906e-01
3.611722344468893908e+01,2.088043165824250877e+02,1.011126565391404881e+02,5.351161751278676775e+02,-1.057853836282507398e-01,-3.114595893253399583e-03
3.612722544508901734e+01,2.088029592753971144e+02,1.011115991563573147e+02,5.352661124186492998e+02,-1.056500022439234021e-01,-4.464641674337098687e-01
3.613722744548910271e+01,2.088016035273527677e+02,1.011105431269367898e+02,5.354160491838742928e+02,-1.055148013358239156e-01,2.935579812373859676e-01
3.614722944588918097e+01,2.088002493362063205e+02,1.011094884490683938e+02,5.355659854243857581e+02,-1.053797806694797279e-01,-1.202423666914466949e-01
3.615723144628925922e+01,2.087988966998746037e+02,1.011084351209438950e+02,5.357159211410258877e+02,-1.052449400107186017e-01,-1.966727975360701430e-01
3.616723344668933748e+01,2.087975456162769206e+02,1.011073831407573493e+02,5.358658563346360779e+02,-1.051102791257095825e-01,-3.739182818188303004e-01
3.617723544708942285e+01,2.087961960833350759e+02,1.011063325067050869e+02,5.360157910060563609e+02,-1.049757977809270271e-01,-1.411173939793515797e-01
3.618723744748950111e+01,2.087948480989734037e+02,1.011052832169857396e+02,5.361657251561255180e+02,-1.048414957431493821e-01,-9.410560542919518823e-02
3.619723944788957937e+01,2.087935016611187109e+02,1.011042352698002276e+02,5.363156587856816486e+02,-1.047073727794930464e-01,-2.567438076083646825e-01
3.620724144828965763e+01,2.087921567677003623e+02,1.011031886633517445e+02,5.364655918955617153e+02,-1.045734286573709593e-01,1.281102463063884533e-01
3.621724344868974299e+01,2.087908134166502236e+02,1.011021433958457720e+02,5.366155244866015437e+02,-1.044396631444994838e-01,-1.759920068907429302e-01
3.622724544908982125e+01,2.087894716059026052e+02,1.011010994654900941e+02,5.367654565596357088e+02,-1.043060760089442596e-01,-9.130321717166167694e-02
3.623724744948989951e+01,2.087881313333944036e+02,1.011000568704947540e+02,5.369153881154979899e+02,-1.041726670190576964e-01,-5.292151565938363333e-02
3.624724944988997777e+01,2.087867925970650163e+02,1.010990156090721115e+02,5.370653191550209158e+02,-1.040394359435008464e-01,1.625267040109629746e-01
3.625725145029006313e+01,2.087854553948562852e+02,1.010979756794368143e+02,5.372152496790361056e+02,-1.039063825512869244e-01,-1.858423489399103623e-01
3.626725345069014139e+01,2.087841197247126388e+02,1.010969370798057696e+02,5.373651796883740417e+02,-1.037735066117008165e-01,-9.511239442763551322e-02
3.627725545109021965e+01,2.087827855845809495e+02,1.010958998083981726e+02,5.375151091838639559e+02,-1.036408078943674704e-01,-5.011439083885703416e-02
3.628725745149029791e+01,2.087814529724106478e+02,1.010948638634355490e+02,5.376650381663343978e+02,-1.035082861692125933e-01,1.408088794823943168e-02
3.629725945189038327e+01,2.087801218861536370e+02,1.010938292431416556e+02,5.378149666366125530e+02,-1.033759412064957361e-01,-4.754985613086928908e-01
3.630726145229046153e+01,2.087787923237643497e+02,1.010927959457425800e+02,5.379648945955244699e+02,-1.032437727767648861e-01,1.220021721625896838e-01
3.631726345269053979e+01,2.087774642831997198e+02,1.010917639694666690e+02,5.381148220438954013e+02,-1.031117806508976553e-01,-1.322391307558586360e-01
3.632726545309061805e+01,2.087761377624192107e+02,1.010907333125445717e+02,5.382647489825493494e+02,-1.029799646000888469e-01,-2.520381123709508620e-01
3.633726745349069631e+01,2.087748127593847585e+02,1.010897039732092111e+02,5.384146754123094070e+02,-1.028483243958315807e-01,-1.134089276690395942e-01
3.634726945389078168e+01,2.087734892720608286e+02,1.010886759496958121e+02,5.385646013339974161e+02,-1.027168598099522656e-01,-4.915774143339216584e-01
3.635727145429085994e+01,2.087721672984143879e+02,1.010876492402418734e+02,5.387145267484341957e+02,-1.025855706145768487e-01,-2.604063033226626800e-01
3.636727345469093819e+01,2.087708468364149041e+02,1.010866238430871817e+02,5.388644516564394280e+02,-1.024544565821616793e-01,-6.901637166523599820e-02
3.637727545509101645e+01,2.087695278840344031e+02,1.010855997564738260e+02,5.390143760588321129e+02,-1.023235174854497664e-01,1.655481702643627484e-01
3.638727745549110182e+01,2.087682104392473263e+02,1.010845769786461688e+02,5.391642999564296588e+02,-1.021927530975239584e-01,-1.225677270609855790e-01
3.639727945589118008e+01,2.087668945000307303e+02,1.010835555078508605e+02,5.393142233500486782e+02,-1.020621631917825178e-01,-2.661105978797535798e-02
3.640728145629125834e+01,2.087655800643640873e+02,1.010825353423368398e+02,5.394641462405047605e+02,-1.019317475419088126e-01,-1.644517717440929783e-01
3.641728345669133660e+01,2.087642671302294559e+02,1.010815164803553330e+02,5.396140686286121309e+02,-1.018015059219253837e-01,6.702197180319188763e-02
3.642728545709142196e+01,2.087629556956113390e+02,1.010804989201598545e+02,5.397639905151844459e+02,-1.016714381061704087e-01,-1.850634828189126613e-01
3.643728745749150022e+01,2.087616457584967975e+02,1.010794826600062066e+02,5.399139119010337708e+02,-1.015415438692730543e-01,-1.279658777226823363e-02
3.644728945789157848e+01,2.087603373168753649e+02,1.010784676981524655e+02,5.400638327869713748e+02,-1.014118229862003284e-01,-1.717500856009168131e-01
3.645729145829165674e+01,2.087590303687390758e+02,1.010774540328590092e+02,5.402137531738073903e+02,-1.012822752322298792e-01,-2.981778457660191894e-01
3.646729345869174210e+01,2.087577249120825229e+02,1.010764416623885040e+02,5.403636730623511539e+02,-1.011529003829400031e-01,-3.030922519025058270e-01
3.647729545909182036e+01,2.087564209449027999e+02,1.010754305850058898e+02,5.405135924534104106e+02,-1.010236982142159734e-01,-2.332406369362607923e-01
3.648729745949189862e+01,2.087551184651994447e+02,1.010744207989784087e+02,5.406635113477921095e+02,-1.008946685022974465e-01,1.281226539614325755e-01
3.649729945989197688e+01,2.087538174709745817e+02,1.010734123025755764e+02,5.408134297463022904e+02,-1.007658110236878679e-01,5.349326426185313510e-01
3.650730146029206225e+01,2.087525179602327796e+02,1.010724050940692109e+02,5.409633476497457423e+02,-1.006371255552481747e-01,-1.437544376548256786e-01
3.651730346069214050e+01,2.087512199309811649e+02,1.010713991717333897e+02,5.411132650589261175e+02,-1.005086118741169710e-01,-2.508877605939544564e-01
3.652730546109221876e+01,2.087499233812293369e+02,1.010703945338445209e+02,5.412631819746460451e+02,-1.003802697577803604e-01,3.451230539475769188e-03
3.653730746149229702e+01,2.087486283089894528e+02,1.010693911786812436e+02,5.414130983977072447e+02,-1.002520989840041121e-01,-4.953014410297371106e-03
3.654730946189238239e+01,2.087473347122761140e+02,1.010683891045245417e+02,5.415630143289104126e+02,-1.001240993308841754e-01,-2.086221711324853789e-01
3.655731146229246065e+01,2.087460425891064801e+02,1.010673883096576446e+02,5.417129297690546537e+02,-9.999627057684323805e-02,2.821391787911779470e-01
3.656731346269253891e+01,2.087447519375002116e+02,1.010663887923660837e+02,5.418628447189385042e+02,-9.986861250059231310e-02,7.338871103593458400e-02
3.657731546309261716e+01,2.087434627554794417e+02,1.010653905509376784e+02,5.420127591793594775e+02,-9.974112488117192754e-02,8.735093016988793035e-02
3.658731746349270253e+01,2.087421750410688333e+02,1.010643935836625218e+02,5.421626731511137223e+02,-9.961380749792814182e-02,-8.814108924142027846e-02
3.659731946389278079e+01,2.087408887922956069e+02,1.010633978888330233e+02,5.423125866349962507e+02,-9.948666013053042434e-02,-7.461942079030263464e-02
3.660732146429285905e+01,2.087396040071893992e+02,1.010624034647438521e+02,5.424624996318013928e+02,-9.935968255894789269e-02,9.445819490658827200e-02
3.661732346469293731e+01,2.087383206837824332e+02,1.010614103096919649e+02,5.426124121423222277e+02,-9.923287456347584801e-02,-3.788891907376500945e-01
3.662732546509302267e+01,2.087370388201094045e+02,1.010604184219766211e+02,5.427623241673506982e+02,-9.910623592471756726e-02,-2.611660481900163200e-01
3.663732746549310093e+01,2.087357584142075382e+02,1.010594277998993675e+02,5.429122357076776098e+02,-9.897976642359584964e-02,-8.188616961302726260e-02
3.664732946589317919e+01,2.087344794641165038e+02,1.010584384417640251e+02,5.430621467640928586e+02,-9.885346584133558601e-02,-3.924848790187283609e-01
3.665733146629325745e+01,2.087332019678785855e+02,1.010574503458767026e+02,5.432120573373852039e+02,-9.872733395948141144e-02,2.298139524653903254e-01
3.666733346669334281e+01,2.087319259235384834e+02,1.010564635105457967e+02,5.433619674283426093e+02,-9.860137055989837140e-02,-2.236240394459380054e-01
3.667733546709342107e+01,2.087306513291434840e+02,1.010554779340819920e+02,5.435118770377514466e+02,-9.847557542473794889e-02,-1.846453249661209051e-01
3.668733746749349933e+01,2.087293781827432895e+02,1.010544936147982753e+02,5.436617861663972917e+02,-9.834994833650501089e-02,-3.360210733354421220e-02
3.669733946789357759e+01,2.087281064823901886e+02,1.010535105510099072e+02,5.438116948150646977e+02,-9.822448907798597695e-02,2.035252795895519107e-01
3.670734146829366296e+01,2.087268362261389427e+02,1.010525287410344220e+02,5.439616029845373077e+02,-9.809919743230155476e-02,-1.067342444152326181e-01
3.671734346869374122e+01,2.087255674120468427e+02,1.010515481831916560e+02,5.441115106755971738e+02,-9.797407318286399658e-02,-2.516655864390081043e-01
3.672734546909381947e+01,2.087243000381736806e+02,1.010505688758037337e+02,5.442614178890256653e+02,-9.784911611341762239e-02,-2.846793425021914015e-01
3.673734746949389773e+01,2.087230341025817211e+02,1.010495908171950674e+02,5.444113246256031289e+02,-9.772432600801173042e-02,-5.120300238310272062e-02
3.674734946989398310e+01,2.087217696033358152e+02,1.010486140056923574e+02,5.445612308861086603e+02,-9.759970265100814668e-02,-2.136137881222570645e-01
3.675735147029406136e+01,2.087205065385032583e+02,1.010476384396245635e+02,5.447111366713203324e+02,-9.747524582708688712e-02,3.774826244021147748e-01
3.676735347069413962e+01,2.087192449061538468e+02,1.010466641173229760e+02,5.448610419820151947e+02,-9.735095532123805295e-02,1.544816459243018025e-01
3.677735547109421788e+01,2.087179847043599636e+02,1.010456910371211592e+02,5.450109468189691597e+02,-9.722683091875483630e-02,-7.310269314785655670e-01
3.678735747149430324e+01,2.087167259311963790e+02,1.010447191973549224e+02,5.451608511829572308e+02,-9.710287240526926933e-02,-2.830574221570439919e-01
3.679735947189438150e+01,2.087154685847405062e+02,1.010437485963624198e+02,5.453107550747530468e+02,-9.697907956669593599e-02,-2.632992765878634789e-02
3.680736147229445976e+01,2.087142126630721748e+02,1.010427792324840652e+02,5.454606584951295645e+02,-9.685545218928659494e-02,3.661089222255924369e-01
3.681736347269453802e+01,2.087129581642737435e+02,1.010418111040625604e+02,5.456105614448581491e+02,-9.673199005959243202e-02,-5.006124554969058060e-01
3.682736547309462338e+01,2.087117050864301007e+02,1.010408442094428949e+02,5.457604639247098248e+02,-9.660869296447982535e-02,-1.852008123897124214e-01
3.683736747349470164e+01,2.087104534276286358e+02,1.010398785469723464e+02,5.459103659354537967e+02,-9.648556069113778388e-02,1.445506421186077972e-01
3.684736947389477990e+01,2.087092031859592112e+02,1.010389141150004804e+02,5.460602674778585879e+02,-9.636259302705052487e-02,-2.350642635171837913e-01
3.685737147429485816e+01,2.087079543595142468e+02,1.010379509118791503e+02,5.462101685526916981e+02,-9.623978976003122465e-02,-8.195995718052882795e-02
3.686737347469494352e+01,2.087067069463886355e+02,1.010369889359624977e+02,5.463600691607196040e+02,-9.611715067820192360e-02,-1.962148635615547088e-01
3.687737547509502178e+01,2.087054609446798281e+02,1.010360281856069378e+02,5.465099693027071908e+02,-9.599467556997565154e-02,3.831725570632843469e-02
3.688737747549510004e+01,2.087042163524877196e+02,1.010350686591712019e+02,5.466598689794187749e+02,-9.587236422411660186e-02,-3.157170913730316664e-01
3.689737947589517830e+01,2.087029731679147346e+02,1.010341103550162671e+02,5.468097681916176498e+02,-9.575021642969305802e-02,-9.115513165792560324e-02
3.690738147629526367e+01,2.087017313890658556e+02,1.010331532715054266e+02,5.469596669400659721e+02,-9.562823197605174741e-02,-3.866532167462540248e-01
3.691738347669534193e+01,2.087004910140484810e+02,1.010321974070042614e+02,5.471095652255243067e+02,-9.550641065289000586e-02,9.991340732051845475e-02
3.692738547709542019e+01,2.086992520409726239e+02,1.010312427598806408e+02,5.472594630487528775e+02,-9.538475225021014747e-02,2.567116990962331480e-02
3.693738747749549844e+01,2.086980144679507134e+02,1.010302893285046792e+02,5.474093604105104305e+02,-9.526325655829603889e-02,-1.025491351295929054e-01
3.694738947789558381e+01,2.086967782930977648e+02,1.010293371112488359e+02,5.475592573115549158e+02,-9.514192336779625503e-02,-8.774490925175608413e-02
3.695739147829566207e+01,2.086955435145312379e+02,1.010283861064878295e+02,5.477091537526428056e+02,-9.502075246963792576e-02,-8.954622129272005182e-02
3.696739347869574033e+01,2.086943101303711217e+02,1.010274363125986667e+02,5.478590497345297763e+02,-9.489974365505604581e-02,-1.687668082070254427e-01
3.697739547909581859e+01,2.086930781387399065e+02,1.010264877279606424e+02,5.480089452579705949e+02,-9.477889671563854979e-02,-6.337692485448873092e-02
3.698739747949590395e+01,2.086918475377626407e+02,1.010255403509553389e+02,5.481588403237186640e+02,-9.465821144322583702e-02,-2.128372248213568352e-02
3.699739947989598221e+01,2.086906183255668452e+02,1.010245941799666127e+02,5.483087349325263631e+02,-9.453768763002490250e-02,-1.082980582687140259e-01
3.700740148029606047e+01,2.086893905002825136e+02,1.010236492133806507e+02,5.484586290851451622e+02,-9.441732506852207329e-02,-2.133270831709165316e-01
3.701740348069613873e+01,2.086881640600422259e+02,1.010227054495858567e+02,5.486085227823251671e+02,-9.429712355152519709e-02,-1.756086857403686974e-01
3.702740548109622409e+01,2.086869390029809779e+02,1.010217628869729936e+02,5.487584160248159151e+02,-9.417708287217652074e-02,-1.858812597741891781e-01
3.703740748149630235e+01,2.086857153272363519e+02,1.010208215239350551e+02,5.489083088133653519e+02,-9.405720282389207210e-02,-3.222606655272589049e-03
3.704740948189638061e+01,2.086844930309484027e+02,1.010198813588673517e+02,5.490582011487205136e+02,-9.393748320041572786e-02,-6.303827766973391089e-02
3.705741148229645887e+01,2.086832721122597434e+02,1.010189423901674814e+02,5.492080930316276408e+02,-9.381792379582210017e-02,3.007785419194128895e-01
3.706741348269654424e+01,2.086820525693153741e+02,1.010180046162353165e+02,5.493579844628316096e+02,-9.369852440448056541e-02,-1.283460687834281633e-01
3.707741548309662249e+01,2.086808344002629383e+02,1.010170680354730308e+02,5.495078754430762729e+02,-9.357928482107291668e-02,-7.849117261309744575e-02
3.708741748349670075e+01,2.086796176032525523e+02,1.010161326462850582e+02,5.496577659731043468e+02,-9.346020484059214262e-02,-2.193068979976073585e-01
3.709741948389677901e+01,2.086784021764367481e+02,1.010151984470781485e+02,5.498076560536577517e+02,-9.334128425836407672e-02,-7.310161638748408075e-02
3.710742148429686438e+01,2.086771881179707009e+02,1.010142654362613257e+02,5.499575456854771573e+02,-9.322252286999022086e-02,-1.821570510870423043e-01
3.711742348469694264e+01,2.086759754260120303e+02,1.010133336122458871e+02,5.501074348693019829e+02,-9.310392047141091698e-02,-2.649327623814592414e-01
3.712742548509702090e+01,2.086747640987208570e+02,1.010124029734454609e+02,5.502573236058709654e+02,-9.298547685887426084e-02,-6.067415366719688258e-02
3.713742748549709916e+01,2.086735541342598026e+02,1.010114735182759205e+02,5.504072118959214777e+02,-9.286719182894132008e-02,2.253898356556099380e-01
3.714742948589718452e+01,2.086723455307940185e+02,1.010105452451554271e+02,5.505570997401902105e+02,-9.274906517849756948e-02,-2.658253452674370632e-01
3.715743148629726278e+01,2.086711382864912139e+02,1.010096181525044585e+02,5.507069871394120355e+02,-9.263109670469005241e-02,-2.229034728875293192e-01
3.716743348669734104e+01,2.086699323995214854e+02,1.010086922387457520e+02,5.508568740943213697e+02,-9.251328620503873612e-02,-1.004449007033804270e-01
3.717743548709741930e+01,2.086687278680575446e+02,1.010077675023043469e+02,5.510067606056516070e+02,-9.239563347735157972e-02,-4.172030288906322659e-02
3.718743748749750466e+01,2.086675246902745755e+02,1.010068439416075563e+02,5.511566466741347767e+02,-9.227813831974163161e-02,1.677267757742929022e-01
3.719743948789758292e+01,2.086663228643502634e+02,1.010059215550849956e+02,5.513065323005018854e+02,-9.216080053064035216e-02,-2.218536551196128304e-01
3.720744148829766118e+01,2.086651223884647948e+02,1.010050003411685680e+02,5.514564174854829162e+02,-9.204361990879328381e-02,-1.202041039403887873e-01
3.721744348869773944e+01,2.086639232608009138e+02,1.010040802982924362e+02,5.516063022298067153e+02,-9.192659625326260464e-02,-2.516297356178008315e-01
3.722744548909782480e+01,2.086627254795437807e+02,1.010031614248930651e+02,5.517561865342014471e+02,-9.180972936340003887e-02,-2.678442069561354222e-01
3.723744748949790306e+01,2.086615290428811988e+02,1.010022437194092362e+02,5.519060703993936841e+02,-9.169301903889581773e-02,-1.875923472113401602e-01
3.724744948989798132e+01,2.086603339490033306e+02,1.010013271802819759e+02,5.520559538261089756e+02,-9.157646507974848138e-02,-3.163647173906660726e-01
3.725745149029805958e+01,2.086591401961029533e+02,1.010004118059546272e+02,5.522058368150723027e+02,-9.146006728624889170e-02,-4.107008956294525004e-03
3.726745349069813784e+01,2.086579477823753166e+02,1.009994975948727784e+02,5.523557193670069410e+02,-9.134382545902441919e-02,1.166919485280558666e-01
3.727745549109822321e+01,2.086567567060182000e+02,1.009985845454843627e+02,5.525056014826357114e+02,-9.122773939899309070e-02,-1.973000340010552245e-01
3.728745749149830147e+01,2.086555669652318272e+02,1.009976726562395584e+02,5.526554831626798432e+02,-9.111180890739667415e-02,-2.347834374736449126e-01
3.729745949189837972e+01,2.086543785582190083e+02,1.009967619255908318e+02,5.528053644078596562e+02,-9.099603378579268487e-02,1.702051067124132899e-01
3.730746149229845798e+01,2.086531914831850258e+02,1.009958523519929656e+02,5.529552452188946745e+02,-9.088041383603084888e-02,-1.375977782282980511e-01
3.731746349269854335e+01,2.086520057383376923e+02,1.009949439339030164e+02,5.531051255965029441e+02,-9.076494886030739284e-02,2.023171190493850413e-01
3.732746549309862161e+01,2.086508213218872640e+02,1.009940366697803000e+02,5.532550055414017152e+02,-9.064963866109598811e-02,-6.738190740099466725e-01
3.733746749349869987e+01,2.086496382320465841e+02,1.009931305580864489e+02,5.534048850543069875e+02,-9.053448304119049439e-02,-1.281053256996908529e-01
3.734746949389877813e+01,2.086484564670309396e+02,1.009922255972853833e+02,5.535547641359339650e+02,-9.041948180372583188e-02,-2.985791370640669684e-01
3.735747149429886349e+01,2.086472760250582326e+02,1.009913217858432972e+02,5.537046427869964873e+02,-9.030463475209682400e-02,-2.017936053627245041e-01
3.736747349469894175e+01,2.086460969043487239e+02,1.009904191222286869e+02,5.538545210082073709e+02,-9.018994169005511985e-02,6.623990722786876617e-02
3.737747549509902001e+01,2.086449191031253179e+02,1.009895176049122938e+02,5.540043988002785227e+02,-9.007540242162037636e-02,1.212696265890468583e-01
3.738747749549909827e+01,2.086437426196133060e+02,1.009886172323672184e+02,5.541542761639207129e+02,-8.996101675119450025e-02,-1.297407824498643947e-01
3.739747949589918363e+01,2.086425674520406233e+02,1.009877180030687782e+02,5.543041530998436883e+02,-8.984678448341143486e-02,9.233531724983135014e-02
3.740748149629926189e+01,2.086413935986375918e+02,1.009868199154946353e+02,5.544540296087559454e+02,-8.973270542326872157e-02,-3.189592220992804039e-01
3.741748349669934015e+01,2.086402210576371203e+02,1.009859229681246831e+02,5.546039056913649574e+02,-8.961877937604512123e-02,-4.057511710679768263e-02
3.742748549709941841e+01,2.086390498272745901e+02,1.009850271594411311e+02,5.547537813483774016e+02,-8.950500614735057425e-02,-1.256942730609511005e-01
3.743748749749950377e+01,2.086378799057878837e+02,1.009841324879284912e+02,5.549036565804985912e+02,-8.939138554311232276e-02,-4.348555330197184654e-01
3.744748949789958203e+01,2.086367112914174129e+02,1.009832389520735347e+02,5.550535313884328161e+02,-8.927791736954959756e-02,8.585350440747946399e-02
3.745749149829966029e+01,2.086355439824060909e+02,1.009823465503653352e+02,5.552034057728833432e+02,-8.916460143320115161e-02,-2.288820486701843848e-01
3.746749349869973855e+01,2.086343779769993603e+02,1.009814552812952400e+02,5.553532797345525296e+02,-8.905143754091082720e-02,-7.755967356199433560e-03
3.747749549909982392e+01,2.086332132734451648e+02,1.009805651433568983e+02,5.555031532741413685e+02,-8.893842549983532741e-02,-2.472071499578788467e-01
3.748749749949990218e+01,2.086320498699938923e+02,1.009796761350462333e+02,5.556530263923499433e+02,-8.882556511746964034e-02,-5.890438383751309126e-02
3.749749949989998044e+01,2.086308877648985458e+02,1.009787882548614704e+02,5.558028990898772008e+02,-8.871285620158964047e-02,2.893297686513329747e-02
3.750750150030005869e+01,2.086297269564145438e+02,1.009779015013031085e+02,5.559527713674210645e+02,-8.860029856029227879e-02,-9.411420178835613881e-02
3.751750350070014406e+01,2.086285674427998629e+02,1.009770158728739489e+02,5.561026432256786620e+02,-8.848789200198292626e-02,-1.888246211257432194e-01
3.752750550110022232e+01,2.086274092223149808e+02,1.009761313680790380e+02,5.562525146653453021e+02,-8.837563633537104391e-02,2.789094713403390824e-02
3.753750750150030058e+01,2.086262522932229047e+02,1.009752479854257672e+02,5.564023856871160660e+02,-8.826353136950637612e-02,-5.057767096420759390e-02
3.754750950190037884e+01,2.086250966537891145e+02,1.009743657234237872e+02,5.565522562916845573e+02,-8.815157691371355853e-02,-1.766982962647767330e-01
3.755751150230046420e+01,2.086239423022815913e+02,1.009734845805850227e+02,5.567021264797433560e+02,-8.803977277765484555e-02,-8.367103362164027280e-02
3.756751350270054246e+01,2.086227892369708456e+02,1.009726045554237146e+02,5.568519962519837918e+02,-8.792811877129258491e-02,-1.085053738890650460e-01
3.757751550310062072e+01,2.086216374561299176e+02,1.009717256464563633e+02,5.570018656090963987e+02,-8.781661470491097798e-02,-1.600508533467187022e-01
3.758751750350069898e+01,2.086204869580343200e+02,1.009708478522017714e+02,5.571517345517705735e+02,-8.770526038907922040e-02,8.863189428646886525e-02
3.759751950390078434e+01,2.086193377409620950e+02,1.009699711711810153e+02,5.573016030806948038e+02,-8.759405563470745726e-02,2.561848223889560128e-01
3.760752150430086260e+01,2.086181898031937862e+02,1.009690956019174877e+02,5.574514711965559854e+02,-8.748300025299837746e-02,-1.933922605815889262e-01
3.761752350470094086e+01,2.086170431430124381e+02,1.009682211429368266e+02,5.576013389000404459e+02,-8.737209405548240770e-02,-1.146583149436712495e-01
3.762752550510101912e+01,2.086158977587036247e+02,1.009673477927669865e+02,5.577512061918333757e+02,-8.726133685397885476e-02,-2.787381876439058992e-01
3.763752750550110449e+01,2.086147536485553928e+02,1.009664755499382096e+02,5.579010730726187148e+02,-8.715072846064619849e-02,-3.567851580631223873e-01
3.764752950590118274e+01,2.086136108108583471e+02,1.009656044129830121e+02,5.580509395430793802e+02,-8.704026868792735794e-02,1.363811571023549329e-01
3.765753150630126100e+01,2.086124692439055650e+02,1.009647343804362123e+02,5.582008056038972654e+02,-8.692995734858854906e-02,-2.244224926237738948e-01
3.766753350670133926e+01,2.086113289459926250e+02,1.009638654508348736e+02,5.583506712557532410e+02,-8.681979425570340858e-02,-2.217600484672255234e-02
3.767753550710142463e+01,2.086101899154176635e+02,1.009629976227184045e+02,5.585005364993272678e+02,-8.670977922266820404e-02,-3.608679929151429877e-01
3.768753750750150289e+01,2.086090521504812614e+02,1.009621308946284728e+02,5.586504013352976017e+02,-8.659991206318018442e-02,-2.175274904163362055e-01
3.769753950790158115e+01,2.086079156494865572e+02,1.009612652651090201e+02,5.588002657643420434e+02,-8.649019259123624792e-02,4.926372960794997424e-03
3.770754150830165941e+01,2.086067804107391908e+02,1.009604007327062902e+02,5.589501297871372572e+02,-8.638062062116913520e-02,5.325685511664457472e-03
3.771754350870174477e+01,2.086056464325472746e+02,1.009595372959688291e+02,5.590999934043586563e+02,-8.627119596761201326e-02,-4.265223215330123108e-02
3.772754550910182303e+01,2.086045137132214506e+02,1.009586749534474279e+02,5.592498566166806313e+02,-8.616191844550125101e-02,-7.734190036236335275e-03
3.773754750950190129e+01,2.086033822510749189e+02,1.009578137036952086e+02,5.593997194247764355e+02,-8.605278787008774355e-02,-4.583609162860678016e-02
3.774754950990197955e+01,2.086022520444233237e+02,1.009569535452675666e+02,5.595495818293185266e+02,-8.594380405693924363e-02,1.113750522432936374e-01
3.775755151030206491e+01,2.086011230915848103e+02,1.009560944767221571e+02,5.596994438309779980e+02,-8.583496682193292315e-02,2.505881689480575769e-01
3.776755351070214317e+01,2.085999953908800819e+02,1.009552364966189657e+02,5.598493054304249199e+02,-8.572627598125281967e-02,2.376836383687280785e-02
3.777755551110222143e+01,2.085988689406323147e+02,1.009543796035202234e+02,5.599991666283284530e+02,-8.561773135139294499e-02,-1.111906174783742762e-01
3.778755751150229969e+01,2.085977437391672424e+02,1.009535237959904919e+02,5.601490274253565076e+02,-8.550933274917471572e-02,-2.942277432234650103e-01
3.779755951190238505e+01,2.085966197848130435e+02,1.009526690725965636e+02,5.602988878221761979e+02,-8.540107999169277431e-02,-1.858808819135415180e-01
3.780756151230246331e+01,2.085954970758077138e+02,1.009518154317860024e+02,5.604487478195007952e+02,-8.529297287452197729e-02,-1.533355932046616965e-01
3.781756351270254157e+01,2.085943756102810198e+02,1.009509628718263770e+02,5.605986074181078038e+02,-8.518501115651533340e-02,1.994161590530855732e-01
