t,N,P_mate,Q_env,dN_dt,dN_dt_noisy
7.183436687337467674e+01,8.727038333438102313e+01,1.623640560385654794e+02,4.360305174297941733e+01,-8.067074732309720275e-05,7.098691122064634262e-01
7.185437087417483326e+01,8.727038170150163410e+01,1.623640493743373270e+02,4.360311597084389490e+01,-7.958906179794666969e-05,4.769253366378711778e-02
7.187437487497500399e+01,8.727038004015176398e+01,1.623640427252538530e+02,4.360318006912105915e+01,-7.830519002993696631e-05,1.776424153344880463e-01
7.189437887577516051e+01,8.727037836352197075e+01,1.623640360903025339e+02,4.360324403796908399e+01,-7.690400759940985154e-05,-3.584525845386329346e-01
7.191438287657531703e+01,8.727037668344114252e+01,1.623640294685729941e+02,4.360330787755636806e+01,-7.546163229221747315e-05,3.984188617307551361e-01
7.193438687737547355e+01,8.727037501037638378e+01,1.623640228592570054e+02,4.360337158806157021e+01,-7.404542326128193963e-05,1.666146974637250713e-02
7.195439087817564427e+01,8.727037335343310076e+01,1.623640162616485156e+02,4.360343516967357402e+01,-7.271398160924036347e-05,2.009851580863370596e-02
7.197439487897580079e+01,8.727037172035490187e+01,1.623640096751435635e+02,4.360349862259149489e+01,-7.151714964948041597e-05,-5.769132507240495311e-01
7.199439887977595731e+01,8.727037011752371143e+01,1.623640030992403638e+02,4.360356194702470134e+01,-7.049601205721955921e-05,-4.809601297949716581e-01
7.201440288057611383e+01,8.727036854995971282e+01,1.623639965335393072e+02,4.360362514319278660e+01,-6.968289484632350650e-05,-3.495531541862984537e-01
7.203440688137628456e+01,8.727036702132130586e+01,1.623639899777428468e+02,4.360368821132558281e+01,-6.910136569615588087e-05,3.918771185048321865e-02
7.205441088217644108e+01,8.727036553390520623e+01,1.623639834316556687e+02,4.360375115166317528e+01,-6.876623423579530936e-05,5.327705432366768301e-01
7.207441488297659760e+01,8.727036408864636030e+01,1.623639768951845213e+02,4.360381396445586688e+01,-6.868355166034234571e-05,-7.705868190071609725e-01
7.209441888377675411e+01,8.727036268511798767e+01,1.623639703683383857e+02,4.360387664996421364e+01,-6.885061092987143638e-05,-1.960063763774952950e-01
7.211442288457692484e+01,8.727036132153158121e+01,1.623639638512283341e+02,4.360393920845898919e+01,-6.925594682627433940e-05,-1.681028608329764029e-01
7.213442688537708136e+01,8.727035999473685024e+01,1.623639573440675576e+02,4.360400164022123448e+01,-6.987933542745849991e-05,1.125858674315742380e+00
7.215443088617723788e+01,8.727035870022181996e+01,1.623639508471714805e+02,4.360406394554219389e+01,-7.069179517316115380e-05,-1.135742679322932630e-01
7.217443488697739440e+01,8.727035743211276042e+01,1.623639443609575892e+02,4.360412612472338623e+01,-7.165558588440035237e-05,-2.823510086786070183e-01
7.219443888777756513e+01,8.727035618317418653e+01,1.623639378859455462e+02,4.360418817807654079e+01,-7.272420916137889435e-05,3.589211362601816280e-01
7.221444288857772165e+01,8.727035494480890065e+01,1.623639314227571901e+02,4.360425010592362582e+01,-7.384240829821919760e-05,-5.689462992662461804e-01
7.223444688937787816e+01,8.727035370705793582e+01,1.623639249721164504e+02,4.360431190859686978e+01,-7.494616828296329913e-05,2.566020231692103803e-01
7.225445089017803468e+01,8.727035245860062673e+01,1.623639185348494038e+02,4.360437358643871164e+01,-7.596271613863336825e-05,-8.521113756906047998e-01
7.227445489097820541e+01,8.727035118675453873e+01,1.623639121118843605e+02,4.360443513980184349e+01,-7.681052018426726136e-05,9.976051459128404408e-01
7.229445889177836193e+01,8.727034987747551043e+01,1.623639057042516356e+02,4.360449656904919635e+01,-7.739929091599151434e-05,-3.723386434583341592e-02
7.231446289257851845e+01,8.727034851535765370e+01,1.623638993130838060e+02,4.360455787455393306e+01,-7.762998033911117091e-05,-2.286472737937179922e-01
7.233446689337867497e+01,8.727034708363331106e+01,1.623638929396155390e+02,4.360461905669944827e+01,-7.739478219548345805e-05,-6.720974015149973058e-01
7.235447089417884570e+01,8.727034556699511825e+01,1.623638865849720503e+02,4.360468011585712134e+01,-7.659528206716004206e-05,-9.043058577812855547e-02
7.237447489497900222e+01,8.727034399958752431e+01,1.623638802465704600e+02,4.360474105200744077e+01,-7.545112140405763057e-05,2.676427466348142367e-02
7.239447889577915873e+01,8.727034240765961215e+01,1.623638739224199412e+02,4.360480186519257728e+01,-7.413116135523978301e-05,-3.801652182335342189e-01
7.241448289657931525e+01,8.727034080399336347e+01,1.623638676115395469e+02,4.360486255556048718e+01,-7.271764779659406486e-05,5.816364697616018820e-01
7.243448689737948598e+01,8.727033920000903322e+01,1.623638613130504211e+02,4.360492312326940123e+01,-7.128406801371056645e-05,-1.789521434336223127e-01
7.245449089817964250e+01,8.727033760576516386e+01,1.623638550261759406e+02,4.360498356848778201e+01,-6.989515149768976698e-05,3.243725194170876680e-02
7.247449489897979902e+01,8.727033602995854267e+01,1.623638487502415728e+02,4.360504389139440207e+01,-6.860686895038270450e-05,1.280592715302347750e-01
7.249449889977995554e+01,8.727033447992430126e+01,1.623638424846749047e+02,4.360510409217825156e+01,-6.746643384758499451e-05,6.663478834523118843e-01
7.251450290058012627e+01,8.727033296163577347e+01,1.623638362290057273e+02,4.360516417103862352e+01,-6.651230056320400763e-05,-2.049064282721217711e-01
7.253450690138028278e+01,8.727033147970462323e+01,1.623638299828659228e+02,4.360522412818504279e+01,-6.577416581876605051e-05,2.158700629434449555e-02
7.255451090218043930e+01,8.727033003738077355e+01,1.623638237459895493e+02,4.360528396383732286e+01,-6.527296814340388664e-05,1.337507696706326799e-01
7.257451490298059582e+01,8.727032863655243489e+01,1.623638175182127839e+02,4.360534367822551616e+01,-6.502088773174818925e-05,2.939079144058983073e-01
7.259451890378076655e+01,8.727032727774607679e+01,1.623638112994740084e+02,4.360540327158997087e+01,-6.502134668551207142e-05,-9.303715716021783155e-01
7.261452290458092307e+01,8.727032596012648469e+01,1.623638050898136385e+02,4.360546274418127410e+01,-6.526900916981048795e-05,5.630495933392165586e-01
7.263452690538107959e+01,8.727032468149666045e+01,1.623637988893743227e+02,4.360552209626028031e+01,-6.574978070261749963e-05,-7.288412504310502749e-02
7.265453090618123611e+01,8.727032343829795025e+01,1.623637926984008004e+02,4.360558132809811127e+01,-6.644080917794781271e-05,-3.727118102363328744e-01
7.267453490698139262e+01,8.727032222560994512e+01,1.623637865172400438e+02,4.360564043997615613e+01,-6.731048395636207715e-05,-2.646881866697640973e-02
7.269453890778156335e+01,8.727032103715050937e+01,1.623637803463410307e+02,4.360569943218606426e+01,-6.831843657550962234e-05,-9.722197047464989916e-01
7.271454290858171987e+01,8.727031986527579477e+01,1.623637741862550001e+02,4.360575830502975236e+01,-6.941553995432059310e-05,-3.946212473101688989e-01
7.273454690938187639e+01,8.727031870098024058e+01,1.623637680376352534e+02,4.360581705881938319e+01,-7.054390947303090798e-05,8.352466838284115791e-02
7.275455091018203291e+01,8.727031753389654511e+01,1.623637619012372966e+02,4.360587569387740814e+01,-7.163690189315730095e-05,6.696075824726380743e-01
7.277455491098220364e+01,8.727031635229569417e+01,1.623637557779187546e+02,4.360593421053653174e+01,-7.261911599698578357e-05,-5.101005402465104421e-02
7.279455891178236016e+01,8.727031514308694682e+01,1.623637496686394002e+02,4.360599260913971875e+01,-7.340639236019796954e-05,1.885543521171576808e-01
7.281456291258251667e+01,8.727031389181786381e+01,1.623637435744611253e+02,4.360605089004020130e+01,-7.390581362187731429e-05,-1.563739663190822360e-01
7.283456691338267319e+01,8.727031258267423652e+01,1.623637374965479978e+02,4.360610905360147882e+01,-7.401570405818347353e-05,4.219846786087349533e-01
7.285457091418284392e+01,8.727031119848020069e+01,1.623637314361662050e+02,4.360616710019730391e+01,-7.362563000867794472e-05,-2.085537374118642817e-01
7.287457491498300044e+01,8.727030973251773105e+01,1.623637253937977789e+02,4.360622503011840934e+01,-7.269241883989252528e-05,2.217896978236721384e-01
7.289457891578315696e+01,8.727030822793291520e+01,1.623637193661857907e+02,4.360628284326138271e+01,-7.149360493485801271e-05,-1.759171501417260974e-01
7.291458291658331348e+01,8.727030670266191237e+01,1.623637133519636109e+02,4.360634053972120938e+01,-7.014458175547133578e-05,-4.923090709162287193e-01
7.293458691738348421e+01,8.727030516907821323e+01,1.623637073501818406e+02,4.360639811963631018e+01,-6.872496561527441372e-05,-5.049171037645298066e-01
7.295459091818364072e+01,8.727030363819361014e+01,1.623637013599931720e+02,4.360645558315541592e+01,-6.730561503331955464e-05,-3.306096524201453390e-01
7.297459491898379724e+01,8.727030211965815454e+01,1.623636953806525014e+02,4.360651293043752474e+01,-6.594862999520501035e-05,5.724773575293298222e-01
7.299459891978395376e+01,8.727030062176024217e+01,1.623636894115167593e+02,4.360657016165193056e+01,-6.470735299046737055e-05,1.589181426752557469e+00
7.301460292058412449e+01,8.727029915142651362e+01,1.623636834520451373e+02,4.360662727697822305e+01,-6.362636793255660450e-05,-1.078569066168763024e-01
7.303460692138428101e+01,8.727029771422193960e+01,1.623636775017989180e+02,4.360668427660625923e+01,-6.274150112517418165e-05,-3.760106133007189433e-01
7.305461092218443753e+01,8.727029631434976409e+01,1.623636715604414746e+02,4.360674116073621320e+01,-6.207982029593495099e-05,2.595166709228443613e-01
7.307461492298459405e+01,8.727029495465151854e+01,1.623636656277384134e+02,4.360679792957853351e+01,-6.165963569060295413e-05,2.381860517985762427e-01
7.309461892378476477e+01,8.727029363660706451e+01,1.623636597035574596e+02,4.360685458335394316e+01,-6.149049923465099710e-05,-2.713066700032376599e-01
7.311462292458492129e+01,8.727029236033449422e+01,1.623636537878684010e+02,4.360691112229348221e+01,-6.157320459010406921e-05,9.552770502154628307e-01
7.313462692538507781e+01,8.727029112459025839e+01,1.623636478807432582e+02,4.360696754663845098e+01,-6.189978786608207884e-05,4.330814090534511607e-01
7.315463092618523433e+01,8.727028992676905261e+01,1.623636419823561710e+02,4.360702385664046687e+01,-6.245352662404002331e-05,4.676676841010256047e-01
7.317463492698540506e+01,8.727028876290387416e+01,1.623636360929833984e+02,4.360708005256140751e+01,-6.320894060252157942e-05,2.861858670066712296e-02
7.319463892778556158e+01,8.727028762766605041e+01,1.623636302130033471e+02,4.360713613467345340e+01,-6.413179183084594115e-05,6.210396655873862137e-02
7.321464292858571810e+01,8.727028651436515361e+01,1.623636243428965713e+02,4.360719210325908080e+01,-6.517908362013713486e-05,4.844795145802202607e-01
7.323464692938587461e+01,8.727028541494908609e+01,1.623636184832457729e+02,4.360724795861104042e+01,-6.629906187072265311e-05,-6.992070894973062556e-01
7.325465093018604534e+01,8.727028432000400926e+01,1.623636126347358299e+02,4.360730370103237874e+01,-6.743121399210849631e-05,-4.052169618772389348e-01
7.327465493098620186e+01,8.727028321875440042e+01,1.623636067981536542e+02,4.360735933083642379e+01,-6.850626961352190847e-05,4.266548575680794569e-02
7.329465893178635838e+01,8.727028209906303857e+01,1.623636009743883903e+02,4.360741484834680648e+01,-6.944620041338112060e-05,-7.341479791438952907e-01
7.331466293258651490e+01,8.727028094743096176e+01,1.623635951644313309e+02,4.360747025389742504e+01,-7.016421983507825644e-05,8.212830518423441806e-01
7.333466693338668563e+01,8.727027974899752394e+01,1.623635893693758590e+02,4.360752554783248769e+01,-7.056478321487702488e-05,-3.126272369983139621e-01
7.335467093418684215e+01,8.727027848754036654e+01,1.623635835904175337e+02,4.360758073050647710e+01,-7.054358803770810482e-05,-2.154949174414950985e-01
7.337467493498699866e+01,8.727027714547544690e+01,1.623635778288540337e+02,4.360763580228416458e+01,-6.998757400822341879e-05,1.617996149333937594e-01
7.339467893578715518e+01,8.727027573179043429e+01,1.623635720839905900e+02,4.360769076332012872e+01,-6.895457948985495022e-05,7.543054670893548641e-01
7.341468293658732591e+01,8.727027428754364280e+01,1.623635663527276449e+02,4.360774561351522749e+01,-6.770870894001745910e-05,-2.165532616626768270e-02
7.343468693738748243e+01,8.727027282632857919e+01,1.623635606340251343e+02,4.360780035298658674e+01,-6.633742357564642589e-05,-3.842951205639358880e-01
7.345469093818763895e+01,8.727027136011035680e+01,1.623635549269651221e+02,4.360785498186376685e+01,-6.491771145533675735e-05,-4.671404836833897289e-01
7.347469493898779547e+01,8.727026989949237645e+01,1.623635492307318771e+02,4.360790950028663104e+01,-6.351780247371152655e-05,1.162397912597988026e-01
7.349469893978796620e+01,8.727026845371639752e+01,1.623635435446116730e+02,4.360796390840536674e+01,-6.219716877353675955e-05,-2.900974108468958312e-01
7.351470294058812271e+01,8.727026703066242419e+01,1.623635378679930739e+02,4.360801820638045001e+01,-6.100652446150434116e-05,1.187333669048542539e+00
7.353470694138827923e+01,8.727026563684881921e+01,1.623635322003666488e+02,4.360807239438268823e+01,-5.998782555138859607e-05,6.295215152882982501e-01
7.355471094218843575e+01,8.727026427743223280e+01,1.623635265413252000e+02,4.360812647259319874e+01,-5.917427041879363969e-05,-1.584559425669945565e+00
7.357471494298860648e+01,8.727026295620760266e+01,1.623635208905636489e+02,4.360818044120340176e+01,-5.859029920429748017e-05,-4.649449646786411039e-01
7.359471894378876300e+01,8.727026167560821079e+01,1.623635152478790360e+02,4.360823430041503457e+01,-5.825159423977765982e-05,1.765646281755341995e-01
7.361472294458891952e+01,8.727026043670564093e+01,1.623635096131705779e+02,4.360828805044015155e+01,-5.816508000577869097e-05,1.157352770957191801e+00
7.363472694538907604e+01,8.727025923920973582e+01,1.623635039864395537e+02,4.360834169150110995e+01,-5.832892274781897868e-05,-1.009759492516031143e+00
7.365473094618924677e+01,8.727025808146872521e+01,1.623634983677894468e+02,4.360839522383058409e+01,-5.873253117272270174e-05,-2.215390310942541852e-01
7.367473494698940328e+01,8.727025696046905523e+01,1.623634927574259166e+02,4.360844864767156537e+01,-5.935655553912511095e-05,6.025311504688247721e-01
7.369473894778955980e+01,8.727025587183557320e+01,1.623634871556566566e+02,4.360850196327734096e+01,-6.017288882276261575e-05,-3.468143491141559287e-01
7.371474294858971632e+01,8.727025480983135708e+01,1.623634815628915931e+02,4.360855517091152223e+01,-6.114466543749585981e-05,3.563843678331849590e-02
7.373474694938988705e+01,8.727025376735782913e+01,1.623634759796427431e+02,4.360860827084803759e+01,-6.222626218743698701e-05,-2.503065084705693999e-01
7.375475095019004357e+01,8.727025273595472754e+01,1.623634704065242715e+02,4.360866126337111126e+01,-6.336329796852169238e-05,3.357164648927916661e-01
7.377475495099020009e+01,8.727025170580004954e+01,1.623634648442524906e+02,4.360871414877529872e+01,-6.449263362640067498e-05,-5.496763105059140342e-01
7.379475895179035660e+01,8.727025066571016509e+01,1.623634592936458887e+02,4.360876692736544413e+01,-6.554237219802416803e-05,1.142216955722060757e-02
7.381476295259052733e+01,8.727024960313970325e+01,1.623634537556249882e+02,4.360881959945672293e+01,-6.643185861321398988e-05,-7.276288937841188798e-01
7.383476695339068385e+01,8.727024850418162316e+01,1.623634482312125726e+02,4.360887216537461342e+01,-6.707168010677833081e-05,4.884824732534143177e-01
7.385477095419084037e+01,8.727024735356717144e+01,1.623634427215334597e+02,4.360892462545491099e+01,-6.736366579218611150e-05,3.025724417337914418e-01
7.387477495499099689e+01,8.727024613466592484e+01,1.623634372278147282e+02,4.360897698004372103e+01,-6.720088701683835097e-05,-1.828189731525902209e-02
7.389477895579116762e+01,8.727024483072985106e+01,1.623634317512921825e+02,4.360902922948763916e+01,-6.647565859907444974e-05,1.842605963150135279e-02
7.391478295659132414e+01,8.727024347077563959e+01,1.623634262897700467e+02,4.360908137377155924e+01,-6.537463615075012058e-05,1.362095330614391739e-02
7.393478695739148066e+01,8.727024208453610754e+01,1.623634208409988844e+02,4.360913341287415790e+01,-6.408908076593888836e-05,-1.847317504606894589e-01
7.395479095819163717e+01,8.727024068492978870e+01,1.623634154039900750e+02,4.360918534690640058e+01,-6.270211075332099426e-05,7.844222754212122617e-02
7.397479495899180790e+01,8.727023928351349014e+01,1.623634099778572022e+02,4.360923717598959115e+01,-6.128808630023740989e-05,1.833749343164251533e-01
7.399479895979196442e+01,8.727023789048240587e+01,1.623634045618159121e+02,4.360928890025535765e+01,-5.991260997006975231e-05,-3.446083920669289202e-02
7.401480296059212094e+01,8.727023651467001741e+01,1.623633991551840552e+02,4.360934051984567361e+01,-5.863252648907746334e-05,-2.973330277824752232e-01
7.403480696139227746e+01,8.727023516354812216e+01,1.623633937573815444e+02,4.360939203491282257e+01,-5.749592254744584352e-05,-2.033364013946562243e-01
7.405481096219244819e+01,8.727023384322686184e+01,1.623633883679304972e+02,4.360944344561946195e+01,-5.654212709771400114e-05,-2.293169843821293574e-01
7.407481496299260471e+01,8.727023255845465144e+01,1.623633829864551501e+02,4.360949475213854498e+01,-5.580171109897946735e-05,2.270306887104497073e-01
7.409481896379276122e+01,8.727023131261829292e+01,1.623633776126818873e+02,4.360954595465337746e+01,-5.529648798585640179e-05,7.719271733871869989e-02
7.411482296459291774e+01,8.727023010774286149e+01,1.623633722464392122e+02,4.360959705335760361e+01,-5.503951305740883981e-05,9.864361247750300654e-01
7.413482696539308847e+01,8.727022894449176249e+01,1.623633668876577474e+02,4.360964804845519183e+01,-5.503508383242206037e-05,-8.667389603120143060e-02
7.415483096619324499e+01,8.727022782216673136e+01,1.623633615363702916e+02,4.360969894016044179e+01,-5.527874002098087658e-05,3.766500177991769643e-02
7.417483496699340151e+01,8.727022673870781944e+01,1.623633561927117626e+02,4.360974972869800581e+01,-5.575726356710219989e-05,-3.146724901561051557e-01
7.419483896779355803e+01,8.727022569069337976e+01,1.623633508569192543e+02,4.360980041430284615e+01,-5.644867830767452688e-05,5.054272099889231540e-02
7.421484296859372876e+01,8.727022467334013811e+01,1.623633455293319514e+02,4.360985099722027769e+01,-5.732225073984409391e-05,-2.223936427933700388e-01
7.423484696939388527e+01,8.727022368050307932e+01,1.623633402103911578e+02,4.360990147770594660e+01,-5.833848905467675650e-05,-4.296304432641754323e-01
7.425485097019404179e+01,8.727022270467554677e+01,1.623633349006403819e+02,4.360995185602582325e+01,-5.944914383348987030e-05,8.071885883535995232e-02
7.427485497099419831e+01,8.727022173698919971e+01,1.623633296007252227e+02,4.361000213245622348e+01,-6.059720777784605161e-05,7.955819715036002160e-01
7.429485897179436904e+01,8.727022076721399912e+01,1.623633243113934554e+02,4.361005230728378734e+01,-6.171691579481830559e-05,-4.327524171381434970e-01
7.431486297259452556e+01,8.727021978375825029e+01,1.623633190334949461e+02,4.361010238080549328e+01,-6.273374485488147911e-05,-3.257436742019530485e-01
7.433486697339468208e+01,8.727021877366856017e+01,1.623633137679817366e+02,4.361015235332866524e+01,-6.356441424770764570e-05,-1.989260066010192785e-02
7.435487097419483860e+01,8.727021772262988009e+01,1.623633085159079883e+02,4.361020222517094425e+01,-6.411688539742499415e-05,1.266242095853234439e-01
7.437487497499500932e+01,8.727021661496546301e+01,1.623633032784300099e+02,4.361025199666031682e+01,-6.429036186261782859e-05,6.499479948732236334e-01
7.439487897579516584e+01,8.727021543363687783e+01,1.623632980568062294e+02,4.361030166813509368e+01,-6.397528936474827788e-05,-3.242961117617959577e-01
7.441488297659532236e+01,8.727021416831759382e+01,1.623632928517918401e+02,4.361035123988018825e+01,-6.310528186759256641e-05,-7.046431536085635827e-02
7.443488697739547888e+01,8.727021286029105340e+01,1.623632876602720501e+02,4.361040071177268374e+01,-6.194588773666964698e-05,-3.993197942990822091e-01
7.445489097819564961e+01,8.727021152987217079e+01,1.623632824807044415e+02,4.361045008385463007e+01,-6.062779418414265820e-05,-4.401468217760224899e-01
7.447489497899580613e+01,8.727021018957131560e+01,1.623632773121318849e+02,4.361049935622929752e+01,-5.923149268483030028e-05,-2.398075519237957143e-01
7.449489897979596265e+01,8.727020885053715915e+01,1.623632721536993699e+02,4.361054852901033030e+01,-5.782871657800114917e-05,-5.620284594938719236e-01
7.451490298059611916e+01,8.727020752255671709e+01,1.623632670046539772e+02,4.361059760232171101e+01,-5.648244174949468288e-05,2.183261633831364013e-01
7.453490698139627568e+01,8.727020621405533518e+01,1.623632618643449632e+02,4.361064657629776775e+01,-5.524688602065452869e-05,5.200341880816800044e-01
7.455491098219644641e+01,8.727020493209667507e+01,1.623632567322237321e+02,4.361069545108320966e+01,-5.416750958886495937e-05,-2.652349040147441439e-01
7.457491498299660293e+01,8.727020368238277115e+01,1.623632516078438357e+02,4.361074422683308427e+01,-5.328101508439431200e-05,-3.592323524307050042e-01
7.459491898379675945e+01,8.727020246925395952e+01,1.623632464908609165e+02,4.361079290371279171e+01,-5.261534703038250882e-05,6.529502358984845545e-01
7.461492298459691597e+01,8.727020129568889217e+01,1.623632413810327364e+02,4.361084148189809895e+01,-5.218969234022097226e-05,-1.168456006730081848e-01
7.463492698539708670e+01,8.727020016330460805e+01,1.623632362782192899e+02,4.361088996157512554e+01,-5.201448037439604377e-05,7.326531552938566616e-01
7.465493098619724321e+01,8.727019907235643359e+01,1.623632311823826342e+02,4.361093834294033655e+01,-5.209138228678966698e-05,-1.457975679754413445e+00
7.467493498699739973e+01,8.727019802173803953e+01,1.623632260935869738e+02,4.361098662620057098e+01,-5.241331197680665355e-05,-9.397951995822766136e-02
7.469493898779755625e+01,8.727019700898144094e+01,1.623632210119986610e+02,4.361103481157299910e+01,-5.296442530777767388e-05,-5.204521025761605912e-01
7.471494298859772698e+01,8.727019603025696881e+01,1.623632159378861388e+02,4.361108289928516513e+01,-5.372012037696549669e-05,-2.787761466469461102e-01
7.473494698939788350e+01,8.727019508037329842e+01,1.623632108716200833e+02,4.361113088957496586e+01,-5.464703791346892103e-05,3.910199752568962461e-01
7.475495099019804002e+01,8.727019415277742098e+01,1.623632058136732041e+02,4.361117878269064363e+01,-5.570306021240867267e-05,5.283068694664556642e-01
7.477495499099819654e+01,8.727019323955470043e+01,1.623632007646204158e+02,4.361122657889080756e+01,-5.683731258443458501e-05,-9.950625155925915677e-02
7.479495899179836726e+01,8.727019233142877397e+01,1.623631957251387519e+02,4.361127427844441939e+01,-5.799016199148354644e-05,4.553972641711154234e-01
7.481496299259852378e+01,8.727019141776166578e+01,1.623631906960073650e+02,4.361132188163079348e+01,-5.909321811259360402e-05,-5.731253849081416885e-01
7.483496699339868030e+01,8.727019048655370170e+01,1.623631856781075271e+02,4.361136938873959679e+01,-6.006933257651780877e-05,1.225490863405420683e-01
7.485497099419883682e+01,8.727018952444355193e+01,1.623631806724227147e+02,4.361141680007085597e+01,-6.083259944489327609e-05,-9.053399988344618121e-02
7.487497499499900755e+01,8.727018851670821675e+01,1.623631756800384949e+02,4.361146411593495742e+01,-6.128835494223494607e-05,-8.637216570464575360e-01
7.489497899579916407e+01,8.727018744726301236e+01,1.623631707021425825e+02,4.361151133665263302e+01,-6.133317766909840429e-05,4.377672212649035277e-01
7.491498299659932059e+01,8.727018629866162769e+01,1.623631657400247832e+02,4.361155846255497437e+01,-6.085488838891706109e-05,-3.493544729808469862e-01
7.493498699739947710e+01,8.727018507379050050e+01,1.623631607934503336e+02,4.361160549381217066e+01,-5.987208007240951702e-05,2.031788033817060746e-01
7.495499099819964783e+01,8.727018381575685169e+01,1.623631558591685291e+02,4.361165243027645033e+01,-5.866202910453921504e-05,-3.957304731742132820e-01
7.497499499899980435e+01,8.727018253910694057e+01,1.623631509360702978e+02,4.361169927202502095e+01,-5.731831934951969743e-05,7.474563488054183913e-02
7.499499899979996087e+01,8.727018125594301523e+01,1.623631460232299162e+02,4.361174601915404025e+01,-5.591881564726008946e-05,2.940586638511600848e-01
7.501500300060011739e+01,8.727017997700572494e+01,1.623631411198237515e+02,4.361179267177001861e+01,-5.453262572530093166e-05,-1.383929069588494404e-02
7.503500700140028812e+01,8.727017871167399221e+01,1.623631362251303472e+02,4.361183922998984741e+01,-5.322009899089152896e-05,-2.508950429083916522e-01
7.505501100220044464e+01,8.727017746796512654e+01,1.623631313385303656e+02,4.361188569394080616e+01,-5.203282749732807133e-05,2.906144258460150454e-01
7.507501500300060115e+01,8.727017625253476751e+01,1.623631264595065886e+02,4.361193206376052700e+01,-5.101364556026055652e-05,9.416363736768668113e-02
7.509501900380075767e+01,8.727017507067691326e+01,1.623631215876439455e+02,4.361197833959703729e+01,-5.019662988559048244e-05,-2.214169950075434989e-01
7.511502300460092840e+01,8.727017392632389203e+01,1.623631167226294849e+02,4.361202452160873833e+01,-4.960709945578400948e-05,1.087224079058063050e-02
7.513502700540108492e+01,8.727017282204636217e+01,1.623631118642524598e+02,4.361207060996439111e+01,-4.926161552987196046e-05,-5.149239940996102466e-02
7.515503100620124144e+01,8.727017175905334057e+01,1.623631070124041287e+02,4.361211660484314478e+01,-4.916798155818469240e-05,-1.806347645860774676e-01
7.517503500700139796e+01,8.727017073719220264e+01,1.623631021670780115e+02,4.361216250643452241e+01,-4.932524380762970395e-05,4.407935614450625428e-01
7.519503900780156869e+01,8.727016975494862550e+01,1.623630973283696903e+02,4.361220831493842098e+01,-4.972369026745582232e-05,8.593974713688912193e-01
7.521504300860172521e+01,8.727016880944667321e+01,1.623630924964768951e+02,4.361225403056511141e+01,-5.034485174348901637e-05,-2.648234956732198331e-01
7.523504700940188172e+01,8.727016789644872574e+01,1.623630876716995317e+02,4.361229965353525273e+01,-5.116150114758966083e-05,-6.826671372161968732e-02
7.525505101020203824e+01,8.727016701035550739e+01,1.623630828544395683e+02,4.361234518407984950e+01,-5.213765368239364761e-05,-4.787442646285000047e-01
7.527505501100220897e+01,8.727016614420610097e+01,1.623630780452011493e+02,4.361239062244031572e+01,-5.322856705447520653e-05,-6.741393025732449473e-01
7.529505901180236549e+01,8.727016528967791942e+01,1.623630732445905949e+02,4.361243596886841800e+01,-5.438074120434066572e-05,5.584991837345013588e-01
7.531506301260252201e+01,8.727016443708672000e+01,1.623630684533162594e+02,4.361248122362631108e+01,-5.553191839169357991e-05,-3.437868701063550581e-01
7.533506701340267853e+01,8.727016357538661850e+01,1.623630636721887015e+02,4.361252638698652362e+01,-5.661108333754327759e-05,1.615528624391145973e-01
7.535507101420284926e+01,8.727016269217004663e+01,1.623630589021206276e+02,4.361257145923194400e+01,-5.753846302525289502e-05,-6.854530726942121843e-01
7.537507501500300577e+01,8.727016177366780880e+01,1.623630541441268349e+02,4.361261644065585585e+01,-5.822552672896108561e-05,-3.273771714096190277e-01
7.539507901580316229e+01,8.727016080474902537e+01,1.623630493993242396e+02,4.361266133156191671e+01,-5.857498621253398596e-05,2.284828388938655586e-01
7.541508301660331881e+01,8.727015976892116100e+01,1.623630446689319911e+02,4.361270613226414383e+01,-5.848079521797444613e-05,2.292072845368660072e-01
7.543508701740348954e+01,8.727015864864110029e+01,1.623630399542479381e+02,4.361275084308448413e+01,-5.783015097904353752e-05,1.089895793847979050e-01
7.545509101820364606e+01,8.727015746680518760e+01,1.623630352535376460e+02,4.361279546402527529e+01,-5.677034012308013189e-05,1.960125506830391884e-01
7.547509501900380258e+01,8.727015625695604228e+01,1.623630305642683993e+02,4.361283999500432884e+01,-5.551712182239043614e-05,1.004862234818800076e-01
7.549509901980395910e+01,8.727015503214960290e+01,1.623630258854436477e+02,4.361288443610078502e+01,-5.415449309964515123e-05,4.932429862574825297e-01
7.551510302060412982e+01,8.727015380408013812e+01,1.623630212161690451e+02,4.361292878740419354e+01,-5.275769363777271792e-05,8.410050817313383664e-01
7.553510702140428634e+01,8.727015258308027512e+01,1.623630165556523650e+02,4.361297304901448513e+01,-5.139320511204914510e-05,2.736852063402019919e-01
7.555511102220444286e+01,8.727015137812099965e+01,1.623630119032035282e+02,4.361301722104199285e+01,-5.011875178695390787e-05,-6.398233406924029587e-02
7.557511502300459938e+01,8.727015019681165597e+01,1.623630072582345178e+02,4.361306130360743794e+01,-4.898330047353738337e-05,-5.218450094861992739e-01
7.559511902380477011e+01,8.727014904539991846e+01,1.623630026202595218e+02,4.361310529684195103e+01,-4.802706000361922634e-05,-2.512475318646254507e-01
7.561512302460492663e+01,8.727014792877184846e+01,1.623629979888948469e+02,4.361314920088702962e+01,-4.728148205401794257e-05,-1.701538323074033021e-01
