t,h,v,m,dv_dt
3.917583516703340507e+01,1.480980236373182925e+04,8.586426269563571623e+02,6.082416483296660772e+02,3.129208511477996524e+01
3.918783756751349756e+01,1.482011039113012521e+04,8.590182558064174145e+02,6.081216243248651381e+02,3.130019736842103839e+01
3.919983996799359716e+01,1.483042292747474858e+04,8.593939820375443333e+02,6.080016003200641990e+02,3.130831282489963741e+01
3.921184236847368965e+01,1.484073997393166064e+04,8.597698056880044533e+02,6.078815763152632599e+02,3.131643148611292560e+01
3.922384476895378924e+01,1.485106153166725926e+04,8.601457267960854551e+02,6.077615523104622071e+02,3.132455335395957263e+01
3.923584716943388173e+01,1.486138760184833882e+04,8.605217454000937778e+02,6.076415283056612680e+02,3.133267843033973321e+01
3.924784956991398133e+01,1.487171818564213390e+04,8.608978615383570059e+02,6.075215043008603288e+02,3.134080671715507549e+01
3.925985197039407382e+01,1.488205328422045750e+04,8.612740752495039942e+02,6.074014802960593897e+02,3.134893821630877397e+01
3.927185437087417341e+01,1.489239289889303654e+04,8.616503865814513574e+02,6.072814562912584506e+02,3.135707292970549531e+01
3.928385677135426590e+01,1.490273703089739138e+04,8.620267955772044388e+02,6.071614322864575115e+02,3.136521085925143382e+01
3.929585917183436550e+01,1.491308568140213720e+04,8.624033022751041244e+02,6.070414082816565724e+02,3.137335200685426173e+01
3.930786157231445799e+01,1.492343885157638033e+04,8.627799067135172209e+02,6.069213842768556333e+02,3.138149637442318607e+01
3.931986397279455758e+01,1.493379654258976916e+04,8.631566089308377059e+02,6.068013602720545805e+02,3.138964396386891309e+01
3.933186637327465007e+01,1.494415875561244502e+04,8.635334089654853642e+02,6.066813362672536414e+02,3.139779477710364830e+01
3.934386877375474967e+01,1.495452549181508402e+04,8.639103068559073790e+02,6.065613122624527023e+02,3.140594881604113908e+01
3.935587117423484216e+01,1.496489675236886069e+04,8.642873026405763994e+02,6.064412882576517632e+02,3.141410608259663206e+01
3.936787357471494175e+01,1.497527253844548613e+04,8.646643963579928140e+02,6.063212642528507104e+02,3.142226657868688733e+01
3.937987597519503424e+01,1.498565285121716079e+04,8.650415880466824774e+02,6.062012402480498849e+02,3.143043030623017842e+01
3.939187837567513384e+01,1.499603769185662895e+04,8.654188777451986425e+02,6.060812162432488321e+02,3.143859726714633496e+01
3.940388077615522633e+01,1.500642706153712606e+04,8.657962654921201420e+02,6.059611922384478930e+02,3.144676746335664319e+01
3.941588317663532592e+01,1.501682096143242597e+04,8.661737513260535479e+02,6.058411682336469539e+02,3.145494089678397387e+01
3.942788557711541841e+01,1.502721939271679366e+04,8.665513352856306710e+02,6.057211442288460148e+02,3.146311756935268988e+01
3.943988797759551801e+01,1.503762235656503799e+04,8.669290174095110615e+02,6.056011202240449620e+02,3.147129748298868890e+01
3.945189037807561050e+01,1.504802985415245530e+04,8.673067977363797354e+02,6.054810962192441366e+02,3.147948063961937493e+01
3.946389277855571009e+01,1.505844188665488400e+04,8.676846763049492210e+02,6.053610722144430838e+02,3.148766704117373649e+01
3.947589517903580258e+01,1.506885845524865363e+04,8.680626531539577400e+02,6.052410482096421447e+02,3.149585668958221163e+01
3.948789757951590218e+01,1.507927956111063395e+04,8.684407283221706848e+02,6.051210242048412056e+02,3.150404958677684419e+01
3.949989997999599467e+01,1.508970520541818769e+04,8.688189018483793689e+02,6.050010002000402665e+02,3.151224573469115597e+01
3.951190238047609427e+01,1.510013538934921417e+04,8.691971737714025039e+02,6.048809761952392137e+02,3.152044513526025327e+01
3.952390478095618676e+01,1.511057011408210747e+04,8.695755441300842676e+02,6.047609521904382746e+02,3.152864779042073451e+01
3.953590718143628635e+01,1.512100938079580192e+04,8.699540129632964636e+02,6.046409281856373354e+02,3.153685370211074712e+01
3.954790958191637884e+01,1.513145319066972115e+04,8.703325803099363611e+02,6.045209041808363963e+02,3.154506287227000172e+01
3.955991198239647844e+01,1.514190154488382905e+04,8.707112462089287419e+02,6.044008801760354572e+02,3.155327530283972237e+01
3.957191438287657093e+01,1.515235444461858424e+04,8.710900106992239671e+02,6.042808561712345181e+02,3.156149099576268924e+01
3.958391678335667052e+01,1.516281189105498197e+04,8.714688738198001374e+02,6.041608321664334653e+02,3.156970995298323146e+01
3.959591918383676301e+01,1.517327388537451043e+04,8.718478356096604784e+02,6.040408081616325262e+02,3.157793217644719874e+01
3.960792158431686261e+01,1.518374042875919804e+04,8.722268961078359553e+02,6.039207841568315871e+02,3.158615766810200398e+01
3.961992398479695510e+01,1.519421152239156618e+04,8.726060553533833399e+02,6.038007601520306480e+02,3.159438642989661616e+01
3.963192638527705469e+01,1.520468716745467282e+04,8.729853133853863483e+02,6.036807361472295952e+02,3.160261846378155326e+01
3.964392878575714718e+01,1.521516736513207070e+04,8.733646702429547304e+02,6.035607121424286561e+02,3.161085377170885380e+01
3.965593118623724678e+01,1.522565211660785099e+04,8.737441259652255212e+02,6.034406881376277170e+02,3.161909235563215503e+01
3.966793358671733927e+01,1.523614142306659596e+04,8.741236805913614489e+02,6.033206641328267779e+02,3.162733421750661478e+01
3.967993598719743886e+01,1.524663528569343180e+04,8.745033341605526402e+02,6.032006401280258387e+02,3.163557935928896825e+01
3.969193838767753135e+01,1.525713370567397214e+04,8.748830867120148014e+02,6.030806161232248996e+02,3.164382778293748544e+01
3.970394078815763095e+01,1.526763668419437090e+04,8.752629382849912645e+02,6.029605921184238468e+02,3.165207949041203506e+01
3.971594318863772344e+01,1.527814422244127672e+04,8.756428889187507139e+02,6.028405681136229077e+02,3.166033448367399927e+01
3.972794558911782303e+01,1.528865632160187488e+04,8.760229386525894597e+02,6.027205441088219686e+02,3.166859276468634476e+01
3.973994798959791552e+01,1.529917298286384357e+04,8.764030875258295055e+02,6.026005201040210295e+02,3.167685433541360851e+01
3.975195039007801512e+01,1.530969420741540307e+04,8.767833355778200257e+02,6.024804960992200904e+02,3.168511919782188357e+01
3.976395279055810761e+01,1.532021999644526295e+04,8.771636828479361156e+02,6.023604720944191513e+02,3.169338735387883332e+01
3.977595519103820720e+01,1.533075035114267121e+04,8.775441293755801553e+02,6.022404480896180985e+02,3.170165880555369853e+01
3.978795759151829969e+01,1.534128527269737424e+04,8.779246752001801042e+02,6.021204240848171594e+02,3.170993355481726184e+01
3.979995999199839929e+01,1.535182476229964959e+04,8.783053203611915478e+02,6.020004000800162203e+02,3.171821160364190462e+01
3.981196239247849178e+01,1.536236882114027139e+04,8.786860648980956512e+02,6.018803760752152812e+02,3.172649295400157854e+01
3.982396479295859137e+01,1.537291745041055583e+04,8.790669088504007505e+02,6.017603520704142284e+02,3.173477760787180557e+01
3.983596719343868386e+01,1.538347065130230658e+04,8.794478522576412161e+02,6.016403280656134029e+02,3.174306556722966377e+01
3.984796959391878346e+01,1.539402842500786937e+04,8.798288951593785896e+02,6.015203040608123501e+02,3.175135683405385834e+01
3.985997199439887595e+01,1.540459077272007926e+04,8.802100375952001059e+02,6.014002800560114110e+02,3.175965141032462213e+01
3.987197439487897554e+01,1.541515769563231515e+04,8.805912796047205120e+02,6.012802560512104719e+02,3.176794929802380096e+01
3.988397679535906803e+01,1.542572919493844529e+04,8.809726212275800208e+02,6.011602320464095328e+02,3.177625049913481092e+01
3.989597919583916763e+01,1.543630527183287995e+04,8.813540625034464711e+02,6.010402080416084800e+02,3.178455501564266683e+01
3.990798159631926012e+01,1.544688592751051692e+04,8.817356034720132811e+02,6.009201840368075409e+02,3.179286284953393960e+01
3.991998399679935972e+01,1.545747116316679603e+04,8.821172441730011542e+02,6.008001600320066018e+02,3.180117400279681306e+01
3.993198639727945221e+01,1.546806097999765188e+04,8.824989846461567140e+02,6.006801360272056627e+02,3.180948847742105556e+01
3.994398879775955180e+01,1.547865537919955750e+04,8.828808249312536418e+02,6.005601120224046099e+02,3.181780627539802708e+01
3.995599119823964429e+01,1.548925436196947339e+04,8.832627650680916531e+02,6.004400880176037845e+02,3.182612739872066498e+01
3.996799359871974389e+01,1.549985792950490395e+04,8.836448050964976346e+02,6.003200640128027317e+02,3.183445184938352668e+01
3.997999599919983638e+01,1.551046608300384651e+04,8.840269450563242799e+02,6.002000400080017926e+02,3.184277962938273276e+01
3.999199839967993597e+01,1.552107882366483500e+04,8.844091849874514537e+02,6.000800160032008534e+02,3.185111074071603099e+01
4.000400080016002846e+01,1.553169615268689813e+04,8.847915249297848277e+02,5.999599919983999143e+02,3.185944518538275361e+01
4.001600320064012806e+01,1.554231807126960121e+04,8.851739649232576994e+02,5.998399679935988615e+02,3.186778296538383159e+01
4.002800560112022055e+01,1.555294458061300429e+04,8.855565050078286049e+02,5.997199439887979224e+02,3.187612408272180176e+01
4.004000800160032014e+01,1.556357568191770588e+04,8.859391452234838198e+02,5.995999199839969833e+02,3.188446853940079961e+01
4.005201040208041263e+01,1.557421137638479740e+04,8.863218856102350856e+02,5.994798959791960442e+02,3.189281633742657363e+01
4.006401280256051223e+01,1.558485166521590872e+04,8.867047262081217696e+02,5.993598719743951051e+02,3.190116747880647097e+01
4.007601520304060472e+01,1.559549654961316264e+04,8.870876670572085914e+02,5.992398479695941660e+02,3.190952196554945175e+01
4.008801760352070431e+01,1.560614603077922038e+04,8.874707081975878964e+02,5.991198239647931132e+02,3.191787979966609612e+01
4.010002000400079680e+01,1.561680010991723611e+04,8.878538496693777233e+02,5.989997999599921741e+02,3.192624098316856873e+01
4.011202240448089640e+01,1.562745878823090425e+04,8.882370915127232820e+02,5.988797759551912350e+02,3.193460551807066139e+01
4.012402480496098889e+01,1.563812206692441214e+04,8.886204337677958165e+02,5.987597519503902959e+02,3.194297340638779303e+01
4.013602720544108848e+01,1.564878994720248193e+04,8.890038764747935147e+02,5.986397279455893568e+02,3.195134465013698843e+01
4.014802960592118097e+01,1.565946243027033415e+04,8.893874196739407125e+02,5.985197039407884176e+02,3.195971925133687819e+01
4.016003200640128057e+01,1.567013951733372596e+04,8.897710634054886896e+02,5.983996799359873648e+02,3.196809721200774135e+01
4.017203440688137306e+01,1.568082120959890381e+04,8.901548077097147598e+02,5.982796559311864257e+02,3.197647853417144148e+01
4.018403680736147265e+01,1.569150750827265983e+04,8.905386526269235219e+02,5.981596319263854866e+02,3.198486321985149772e+01
4.019603920784156514e+01,1.570219841456227368e+04,8.909225981974451543e+02,5.980396079215845475e+02,3.199325127107303501e+01
4.020804160832166474e+01,1.571289392967556705e+04,8.913066444616372337e+02,5.979195839167834947e+02,3.200164268986281968e+01
4.022004400880175723e+01,1.572359405482084912e+04,8.916907914598830303e+02,5.977995599119826693e+02,3.201003747824920964e+01
4.023204640928185682e+01,1.573429879120697660e+04,8.920750392325935536e+02,5.976795359071816165e+02,3.201843563826225392e+01
4.024404880976194931e+01,1.574500814004329186e+04,8.924593878202048245e+02,5.975595119023806774e+02,3.202683717193356472e+01
4.025605121024204891e+01,1.575572210253967933e+04,8.928438372631808306e+02,5.974394878975797383e+02,3.203524208129643824e+01
4.026805361072214140e+01,1.576644067990651456e+04,8.932283876020109119e+02,5.973194638927787992e+02,3.204365036838578362e+01
4.028005601120224100e+01,1.577716387335471518e+04,8.936130388772120341e+02,5.971994398879777464e+02,3.205206203523814423e+01
4.029205841168233349e+01,1.578789168409568629e+04,8.939977911293265151e+02,5.970794158831768073e+02,3.206047708389170481e+01
4.030406081216243308e+01,1.579862411334137687e+04,8.943826443989245263e+02,5.969593918783758681e+02,3.206889551638628433e+01
4.031606321264252557e+01,1.580936116230422522e+04,8.947675987266014772e+02,5.968393678735749290e+02,3.207731733476335734e+01
4.032806561312262517e+01,1.582010283219721168e+04,8.951526541529804035e+02,5.967193438687738762e+02,3.208574254106603263e+01
4.034006801360271766e+01,1.583084912423380774e+04,8.955378107187099204e+02,5.965993198639730508e+02,3.209417113733903903e+01
4.035207041408281725e+01,1.584160003962802330e+04,8.959230684644661551e+02,5.964792958591719980e+02,3.210260312562880358e+01
4.036407281456290974e+01,1.585235557959436301e+04,8.963084274309508146e+02,5.963592718543710589e+02,3.211103850798334491e+01
4.037607521504300934e+01,1.586311574534786632e+04,8.966938876588928906e+02,5.962392478495701198e+02,3.211947728645237277e+01
4.038807761552310183e+01,1.587388053810407109e+04,8.970794491890474092e+02,5.961192238447691807e+02,3.212791946308723112e+01
4.040008001600319432e+01,1.588464995907904267e+04,8.974651120621962264e+02,5.959991998399682416e+02,3.213636503994090532e+01
4.041208241648329391e+01,1.589542400948936847e+04,8.978508763191478010e+02,5.958791758351671888e+02,3.214481401906806468e+01
4.042408481696338640e+01,1.590620269055212884e+04,8.982367420007366263e+02,5.957591518303663634e+02,3.215326640252499146e+01
4.043608721744348600e+01,1.591698600348494438e+04,8.986227091478244802e+02,5.956391278255653106e+02,3.216172219236968033e+01
4.044808961792357849e+01,1.592777394950593225e+04,8.990087778012988338e+02,5.955191038207643714e+02,3.217018139066172466e+01
4.046009201840367808e+01,1.593856652983374261e+04,8.993949480020744431e+02,5.953990798159634323e+02,3.217864399946241605e+01
4.047209441888377057e+01,1.594936374568752217e+04,8.997812197910919849e+02,5.952790558111624932e+02,3.218711002083471584e+01
4.048409681936387017e+01,1.596016559828695790e+04,9.001675932093194206e+02,5.951590318063614404e+02,3.219557945684322675e+01
4.049609921984396266e+01,1.597097208885222426e+04,9.005540682977501774e+02,5.950390078015605013e+02,3.220405230955420706e+01
4.050810162032406225e+01,1.598178321860404139e+04,9.009406450974054223e+02,5.949189837967595622e+02,3.221252858103562744e+01
4.052010402080415474e+01,1.599259898876361513e+04,9.013273236493316745e+02,5.947989597919586231e+02,3.222100827335707862e+01
4.053210642128425434e+01,1.600341940055269515e+04,9.017141039946031924e+02,5.946789357871576840e+02,3.222949138858986373e+01
4.054410882176434683e+01,1.601424445519352412e+04,9.021009861743195870e+02,5.945589117823567449e+02,3.223797792880692015e+01
4.055611122224444642e+01,1.602507415390887945e+04,9.024879702296080950e+02,5.944388877775556921e+02,3.224646789608290476e+01
4.056811362272453891e+01,1.603590849792203517e+04,9.028750562016214189e+02,5.943188637727547530e+02,3.225496129249409449e+01
4.058011602320463851e+01,1.604674748845680188e+04,9.032622441315398873e+02,5.941988397679538139e+02,3.226345812011848579e+01
4.059211842368473100e+01,1.605759112673748496e+04,9.036495340605692945e+02,5.940788157631528748e+02,3.227195838103573777e+01
4.060412082416483059e+01,1.606843941398893003e+04,9.040369260299430607e+02,5.939587917583519356e+02,3.228046207732720774e+01
4.061612322464492308e+01,1.607929235143646838e+04,9.044244200809199583e+02,5.938387677535509965e+02,3.228896921107590856e+01
4.062812562512502268e+01,1.609014994030597882e+04,9.048120162547864993e+02,5.937187437487499437e+02,3.229747978436655842e+01
4.064012802560511517e+01,1.610101218182382763e+04,9.051997145928545478e+02,5.935987197439490046e+02,3.230599379928555237e+01
4.065213042608521476e+01,1.611187907721692318e+04,9.055875151364637077e+02,5.934786957391480655e+02,3.231451125792097656e+01
4.066413282656530725e+01,1.612275062771266312e+04,9.059754179269789347e+02,5.933586717343471264e+02,3.232303216236260113e+01
4.067613522704540685e+01,1.613362683453898717e+04,9.063634230057926970e+02,5.932386477295460736e+02,3.233155651470190151e+01
4.068813762752549934e+01,1.614450769892432436e+04,9.067515304143232697e+02,5.931186237247452482e+02,3.234008431703201580e+01
4.070014002800559894e+01,1.615539322209764941e+04,9.071397401940160989e+02,5.929985997199441954e+02,3.234861557144783006e+01
4.071214242848569143e+01,1.616628340528842091e+04,9.075280523863425515e+02,5.928785757151432563e+02,3.235715028004587168e+01
4.072414482896579102e+01,1.617717824972664312e+04,9.079164670328011653e+02,5.927585517103423172e+02,3.236568844492438757e+01
4.073614722944588351e+01,1.618807775664280962e+04,9.083049841749162852e+02,5.926385277055413781e+02,3.237423006818332993e+01
4.074814962992598311e+01,1.619898192726795423e+04,9.086936038542395409e+02,5.925185037007403253e+02,3.238277515192436340e+01
4.076015203040607560e+01,1.620989076283360191e+04,9.090823261123483690e+02,5.923984796959393861e+02,3.239132369825080815e+01
4.077215443088617519e+01,1.622080426457182330e+04,9.094711509908474909e+02,5.922784556911384470e+02,3.239987570926774652e+01
4.078415683136626768e+01,1.623172243371516925e+04,9.098600785313673214e+02,5.921584316863375079e+02,3.240843118708193771e+01
4.079615923184636728e+01,1.624264527149674177e+04,9.102491087755657873e+02,5.920384076815364551e+02,3.241699013380185335e+01
4.080816163232645977e+01,1.625357277915013037e+04,9.106382417651263950e+02,5.919183836767356297e+02,3.242555255153765614e+01
4.082016403280655936e+01,1.626450495790946115e+04,9.110274775417599358e+02,5.917983596719345769e+02,3.243411844240128517e+01
4.083216643328665185e+01,1.627544180900935680e+04,9.114168161472031215e+02,5.916783356671336378e+02,3.244268780850630662e+01
4.084416883376675145e+01,1.628638333368497842e+04,9.118062576232198353e+02,5.915583116623326987e+02,3.245126065196805598e+01
4.085617123424684394e+01,1.629732953317197826e+04,9.121958020115997670e+02,5.914382876575317596e+02,3.245983697490358821e+01
4.086817363472694353e+01,1.630828040870654877e+04,9.125854493541600050e+02,5.913182636527307068e+02,3.246841677943164939e+01
4.088017603520703602e+01,1.631923596152537357e+04,9.129751996927431037e+02,5.911982396479297677e+02,3.247700006767271930e+01
4.089217843568713562e+01,1.633019619286568013e+04,9.133650530692193570e+02,5.910782156431288286e+02,3.248558684174900435e+01
4.090418083616722811e+01,1.634116110396518161e+04,9.137550095254844109e+02,5.909581916383278895e+02,3.249417710378442337e+01
4.091618323664732770e+01,1.635213069606213503e+04,9.141450691034616511e+02,5.908381676335269503e+02,3.250277085590463599e+01
4.092818563712742019e+01,1.636310497039528855e+04,9.145352318450997018e+02,5.907181436287260112e+02,3.251136810023702850e+01
4.094018803760751979e+01,1.637408392820392874e+04,9.149254977923749266e+02,5.905981196239249584e+02,3.251996883891069956e+01
4.095219043808761228e+01,1.638506757072783512e+04,9.153158669872892688e+02,5.904780956191240193e+02,3.252857307405648868e+01
4.096419283856771187e+01,1.639605589920733109e+04,9.157063394718720701e+02,5.903580716143230802e+02,3.253718080780697619e+01
4.097619523904780436e+01,1.640704891488322028e+04,9.160969152881781383e+02,5.902380476095221411e+02,3.254579204229646194e+01
4.098819763952790396e+01,1.641804661899686107e+04,9.164875944782901342e+02,5.901180236047212020e+02,3.255440677966099372e+01
4.100020004000799645e+01,1.642904901279009209e+04,9.168783770843159573e+02,5.899979995999202629e+02,3.256302502203836013e+01
4.101220244048809604e+01,1.644005609750529766e+04,9.172692631483910191e+02,5.898779755951192101e+02,3.257164677156807642e+01
4.102420484096818853e+01,1.645106787438534957e+04,9.176602527126766518e+02,5.897579515903182710e+02,3.258027203039140574e+01
4.103620724144828813e+01,1.646208434467366897e+04,9.180513458193612450e+02,5.896379275855173319e+02,3.258890080065135919e+01
4.104820964192838062e+01,1.647310550961415720e+04,9.184425425106589955e+02,5.895179035807163928e+02,3.259753308449268161e+01
4.106021204240848022e+01,1.648413137045125768e+04,9.188338428288114983e+02,5.893978795759153400e+02,3.260616888406189418e+01
4.107221444288857271e+01,1.649516192842991586e+04,9.192252468160861554e+02,5.892778555711145145e+02,3.261480820150720916e+01
4.108421684336867230e+01,1.650619718479560834e+04,9.196167545147775400e+02,5.891578315663134617e+02,3.262345103897865783e+01
4.109621924384876479e+01,1.651723714079429919e+04,9.200083659672059184e+02,5.890378075615125226e+02,3.263209739862797676e+01
4.110822164432886439e+01,1.652828179767250185e+04,9.204000812157191831e+02,5.889177835567115835e+02,3.264074728260867886e+01
4.112022404480895688e+01,1.653933115667721722e+04,9.207919003026905784e+02,5.887977595519106444e+02,3.264940069307601078e+01
4.113222644528905647e+01,1.655038521905598827e+04,9.211838232705210885e+02,5.886777355471095916e+02,3.265805763218701685e+01
4.114422884576914896e+01,1.656144398605684546e+04,9.215758501616370495e+02,5.885577115423086525e+02,3.266671810210045379e+01
4.115623124624924856e+01,1.657250745892836130e+04,9.219679810184925373e+02,5.884376875375077134e+02,3.267538210497686890e+01
4.116823364672934105e+01,1.658357563891960308e+04,9.223602158835667524e+02,5.883176635327067743e+02,3.268404964297855742e+01
4.118023604720944064e+01,1.659464852728017649e+04,9.227525547993669761e+02,5.881976395279057215e+02,3.269272071826961223e+01
4.119223844768953313e+01,1.660572612526017474e+04,9.231449978084257282e+02,5.880776155231048961e+02,3.270139533301583157e+01
4.120424084816963273e+01,1.661680843411023670e+04,9.235375449533029268e+02,5.879575915183038433e+02,3.271007348938485393e+01
4.121624324864972522e+01,1.662789545508148876e+04,9.239301962765842973e+02,5.878375675135029041e+02,3.271875518954602313e+01
4.122824564912982481e+01,1.663898718942559935e+04,9.243229518208830768e+02,5.877175435087019650e+02,3.272744043567050909e+01
4.124024804960991730e+01,1.665008363839473168e+04,9.247158116288378551e+02,5.875975195039010259e+02,3.273612922993120833e+01
4.125225045009001690e+01,1.666118480324158008e+04,9.251087757431148475e+02,5.874774954990999731e+02,3.274482157450284348e+01
4.126425285057010939e+01,1.667229068521934096e+04,9.255018442064058490e+02,5.873574714942990340e+02,3.275351747156187088e+01
4.127625525105020898e+01,1.668340128558174547e+04,9.258950170614300532e+02,5.872374474894980949e+02,3.276221692328653745e+01
4.128825765153030147e+01,1.669451660558301592e+04,9.262882943509324605e+02,5.871174234846971558e+02,3.277091993185688068e+01
4.130026005201040107e+01,1.670563664647791302e+04,9.266816761176853561e+02,5.869973994798962167e+02,3.277962649945472151e+01
4.131226245249049356e+01,1.671676140952169226e+04,9.270751624044866048e+02,5.868773754750952776e+02,3.278833662826366435e+01
4.132426485297059315e+01,1.672789089597015482e+04,9.274687532541616974e+02,5.867573514702942248e+02,3.279705032046909707e+01
4.133626725345068564e+01,1.673902510707957845e+04,9.278624487095614768e+02,5.866373274654932857e+02,3.280576757825818390e+01
4.134826965393078524e+01,1.675016404410679752e+04,9.282562488135646390e+02,5.865173034606923466e+02,3.281448840381990095e+01
4.136027205441087773e+01,1.676130770830912661e+04,9.286501536090750051e+02,5.863972794558914075e+02,3.282321279934500069e+01
4.137227445489097732e+01,1.677245610094442600e+04,9.290441631390243629e+02,5.862772554510904683e+02,3.283194076702604747e+01
4.138427685537106981e+01,1.678360922327104345e+04,9.294382774463696251e+02,5.861572314462895292e+02,3.284067230905738199e+01
4.139627925585116941e+01,1.679476707654787242e+04,9.298324965740955577e+02,5.860372074414884764e+02,3.284940742763515686e+01
4.140828165633126190e+01,1.680592966203429023e+04,9.302268205652122788e+02,5.859171834366875373e+02,3.285814612495730813e+01
4.142028405681136149e+01,1.681709698099021989e+04,9.306212494627575325e+02,5.857971594318865982e+02,3.286688840322358374e+01
4.143228645729145398e+01,1.682826903467607917e+04,9.310157833097945286e+02,5.856771354270856591e+02,3.287563426463554350e+01
4.144428885777155358e+01,1.683944582435281700e+04,9.314104221494139892e+02,5.855571114222846063e+02,3.288438371139654492e+01
4.145629125825164607e+01,1.685062735128188069e+04,9.318051660247324435e+02,5.854370874174837809e+02,3.289313674571172186e+01
4.146829365873174567e+01,1.686181361672525236e+04,9.322000149788934777e+02,5.853170634126827281e+02,3.290189336978809109e+01
4.148029605921183816e+01,1.687300462194541251e+04,9.325949690550665991e+02,5.851970394078817890e+02,3.291065358583439604e+01
4.149229845969193775e+01,1.688420036820538007e+04,9.329900282964487133e+02,5.850770154030808499e+02,3.291941739606124884e+01
4.150430086017203024e+01,1.689540085676865783e+04,9.333851927462623053e+02,5.849569913982799108e+02,3.292818480268105219e+01
4.151630326065212984e+01,1.690660608889929790e+04,9.337804624477572588e+02,5.848369673934788580e+02,3.293695580790804200e+01
4.152830566113222233e+01,1.691781606586183989e+04,9.341758374442092645e+02,5.847169433886779188e+02,3.294573041395824475e+01
4.154030806161232192e+01,1.692903078892136546e+04,9.345713177789211841e+02,5.845969193838769797e+02,3.295450862304953432e+01
4.155231046209241441e+01,1.694025025934344376e+04,9.349669034952217999e+02,5.844768953790760406e+02,3.296329043740158227e+01
4.156431286257251401e+01,1.695147447839418965e+04,9.353625946364670654e+02,5.843568713742749878e+02,3.297207585923592177e+01
4.157631526305260650e+01,1.696270344734020546e+04,9.357583912460387410e+02,5.842368473694741624e+02,3.298086489077584815e+01
4.158831766353270609e+01,1.697393716744863559e+04,9.361542933673459856e+02,5.841168233646731096e+02,3.298965753424656100e+01
4.160032006401279858e+01,1.698517563998711194e+04,9.365503010438235378e+02,5.839967993598721705e+02,3.299845379187502914e+01
4.161232246449289818e+01,1.699641886622381571e+04,9.369464143189336482e+02,5.838767753550712314e+02,3.300725366589007592e+01
4.162432486497299067e+01,1.700766684742741199e+04,9.373426332361642608e+02,5.837567513502702923e+02,3.301605715852235789e+01
4.163632726545309026e+01,1.701891958486710791e+04,9.377389578390304905e+02,5.836367273454692395e+02,3.302486427200437191e+01
4.164832966593318275e+01,1.703017707981259809e+04,9.381353881710732594e+02,5.835167033406683004e+02,3.303367500857043382e+01
4.166033206641328235e+01,1.704143933353412649e+04,9.385319242758610017e+02,5.833966793358673613e+02,3.304248937045671397e+01
4.167233446689337484e+01,1.705270634730242455e+04,9.389285661969876173e+02,5.832766553310664221e+02,3.305130735990120883e+01
4.168433686737347443e+01,1.706397812238875849e+04,9.393253139780747460e+02,5.831566313262654830e+02,3.306012897914377646e+01
4.169633926785356692e+01,1.707525466006489296e+04,9.397221676627691522e+02,5.830366073214645439e+02,3.306895423042610815e+01
4.170834166833366652e+01,1.708653596160312736e+04,9.401191272947455673e+02,5.829165833166634911e+02,3.307778311599174970e+01
4.172034406881375901e+01,1.709782202827626315e+04,9.405161929177039610e+02,5.827965593118625520e+02,3.308661563808607298e+01
4.173234646929385860e+01,1.710911286135762566e+04,9.409133645753719293e+02,5.826765353070616129e+02,3.309545179895631151e+01
4.174434886977395109e+01,1.712040846212104589e+04,9.413106423115027610e+02,5.825565113022606738e+02,3.310429160085157463e+01
4.175635127025405069e+01,1.713170883184088598e+04,9.417080261698770300e+02,5.824364872974597347e+02,3.311313504602278357e+01
4.176835367073414318e+01,1.714301397179200285e+04,9.421055161943008898e+02,5.823164632926587956e+02,3.312198213672275671e+01
4.178035607121424277e+01,1.715432388324980275e+04,9.425031124286082331e+02,5.821964392878577428e+02,3.313083287520614562e+01
4.179235847169433526e+01,1.716563856749016122e+04,9.429008149166581916e+02,5.820764152830568037e+02,3.313968726372944928e+01
4.180436087217443486e+01,1.717695802578951771e+04,9.432986237023377498e+02,5.819563912782558646e+02,3.314854530455106385e+01
4.181636327265452735e+01,1.718828225942479185e+04,9.436965388295591310e+02,5.818363672734549255e+02,3.315740699993121865e+01
4.182836567313462695e+01,1.719961126967343807e+04,9.440945603422621843e+02,5.817163432686538727e+02,3.316627235213204017e+01
4.184036807361471944e+01,1.721094505781341286e+04,9.444926882844125657e+02,5.815963192638530472e+02,3.317514136341746678e+01
4.185237047409481903e+01,1.722228362512321110e+04,9.448909227000029887e+02,5.814762952590519944e+02,3.318401403605337663e+01
4.186437287457491152e+01,1.723362697288181153e+04,9.452892636330520872e+02,5.813562712542510553e+02,3.319289037230745976e+01
4.187637527505501112e+01,1.724497510236874223e+04,9.456877111276057803e+02,5.812362472494501162e+02,3.320177037444931756e+01
4.188837767553510361e+01,1.725632801486401877e+04,9.460862652277357938e+02,5.811162232446491771e+02,3.321065404475041305e+01
4.190038007601520320e+01,1.726768571164819878e+04,9.464849259775410246e+02,5.809961992398481243e+02,3.321954138548407798e+01
4.191238247649529569e+01,1.727904819400232373e+04,9.468836934211462903e+02,5.808761752350471852e+02,3.322843239892552702e+01
4.192438487697539529e+01,1.729041546320798443e+04,9.472825676027035797e+02,5.807561512302462461e+02,3.323732708735187202e+01
4.193638727745548778e+01,1.730178752054726283e+04,9.476815485663906884e+02,5.806361272254453070e+02,3.324622545304207932e+01
4.194838967793558737e+01,1.731316436730277564e+04,9.480806363564129242e+02,5.805161032206442542e+02,3.325512749827704084e+01
4.196039207841567986e+01,1.732454600475763436e+04,9.484798310170008335e+02,5.803960792158434288e+02,3.326403322533946749e+01
