n1,n2,sv,R,R_noisy
1.626271024610386640e+00,1.060345383751150283e+00,1.096676455905287506e+00,1.536557491686636912e+00,1.523896166235919836e+00
1.549389593568618384e+00,8.168968409677008768e-01,1.079066404083526720e+00,1.235039039692453100e+00,1.136450617668470553e+00
2.792505083511227948e+00,2.294749455698572582e+00,1.648270282256800945e+00,1.592677667455262958e+00,1.683388103948590286e+00
2.808444415714087761e+00,2.699512257644750779e+00,1.765862096628981526e+00,1.158165331103261364e+00,1.222485987447978317e+00
2.347659344371037626e+00,8.827224990258402126e-01,4.231468610088015003e-01,7.788816911433003032e-01,8.014882212616659674e-01
6.178173974289203896e-01,5.199018643267395712e-01,3.457236501473913703e-01,1.235625933978765773e-01,1.835475580435177445e-01
1.462363772487025315e+00,1.382852212394190872e+00,1.196924708454307540e+00,1.784384137158459893e+00,1.826758735488140495e+00
2.217600749133337157e+00,7.385660955642985304e-01,9.245774431882238797e-01,1.298886973113708265e+00,1.266644461077890638e+00
1.879614306414778113e+00,1.480539130100311018e+00,8.621242298568490003e-01,1.707303547383340447e+00,1.742853630881861848e+00
2.529391601762672082e+00,1.136275519214549723e+00,1.753749978393409625e+00,2.291931143335546484e+00,2.350266130060831404e+00
1.213943455264869131e+00,2.261030647453445841e+00,1.421230830336744688e+00,2.178299545369871915e+00,2.218313855970681647e+00
2.651017084229177811e+00,1.610563697135186878e+00,1.704629289374207657e+00,2.115175091566924515e+00,2.110679767840691667e+00
1.262954101977089350e+00,2.984069572247685986e+00,8.279067765585357286e-01,1.913375103391192544e+00,1.893940063106900329e+00
1.657018849711194397e+00,5.905565457118467920e-01,9.688874612993132462e-01,9.233914517260070065e-01,1.042011229912152004e+00
1.142565190056706648e+00,8.194756262666420543e-01,1.488182417312133632e+00,1.303928242708134677e+00,1.317466046737141294e+00
2.339567320655717708e+00,6.592383737844993430e-01,1.628210626366985769e+00,1.876707734840324049e+00,1.904014632345846891e+00
8.869771206170830036e-01,2.147964048874904552e+00,1.084531214720277470e+00,1.615997481841420891e+00,1.545873049072932215e+00
2.492880310197700400e+00,1.560939655954752148e+00,1.590566610624070121e+00,2.217988589635709662e+00,2.252129507246482198e+00
2.230996446978233294e+00,9.644427326755060648e-01,1.658457262043788960e+00,2.162847305624271854e+00,2.175195274087377229e+00
9.787238808631752995e-01,1.527624267527295965e+00,1.416702282144495451e+00,1.692012641736455159e+00,1.648923283095388381e+00
2.399281851173403979e+00,1.075768954345043937e+00,1.341625944418022076e+00,2.097493915126306785e+00,2.161969911941137745e+00
6.886467412454193582e-01,2.035316463252804020e+00,1.357963154677849227e+00,1.578039188394600778e+00,1.577904538532629131e+00
1.576108722602197254e+00,1.729662467469103238e+00,8.969711395945185739e-01,1.732585562894316311e+00,1.764995395366130149e+00
2.538001399085115573e+00,5.808902956606785128e-01,1.702708077368603190e+00,1.884773963777669037e+00,1.907803361700760147e+00
1.145131784832593480e+00,6.603287673472048036e-01,6.669056033824096730e-01,5.237905144633681065e-01,4.888306172256886017e-01
2.017476316707944584e+00,9.488231793961960925e-01,3.798857867977287750e-01,6.603014616369157208e-01,6.747712604727019725e-01
1.732431951954677807e+00,1.841468293789025878e+00,1.106182468446857303e+00,2.063865818407753849e+00,2.133075681068197671e+00
5.023003433137658291e-01,2.695221071655579781e+00,5.853615480719793762e-01,7.427953355691108150e-01,6.875110085427389439e-01
1.557818960217844273e+00,7.145029022458533330e-01,7.993220532213505258e-01,8.581277785647826173e-01,8.062880267588937722e-01
2.989346485935584496e+00,1.529648353700682417e+00,4.282744146999398760e-01,1.396018769780870805e+00,1.350433714055337298e+00
6.312834876270246864e-01,1.581753205821966768e+00,7.141941548980694776e-01,7.049220446331122547e-01,7.419420119050315066e-01
9.298635905105996358e-01,2.129833846197051628e+00,1.728511213715856254e+00,2.144264738409149995e+00,2.121143133717745322e+00
5.447308816071703141e-01,1.414619910938123892e+00,5.937432700709689426e-01,4.708241919265783726e-01,4.855203211552999165e-01
1.828717750845962664e+00,1.702783372949011387e+00,8.874269338227525061e-01,1.834384225577538219e+00,1.891474508894506190e+00
1.166156476096948946e+00,1.809228297245230710e+00,1.595548996918352058e+00,2.116040098541889680e+00,2.059736138940686967e+00
6.184823756065953582e-01,2.560173129931865965e+00,5.452285050199849881e-01,7.913524907322631030e-01,8.649905819833075826e-01
7.336813420380825512e-01,2.566035033845400992e+00,7.752195370565915233e-01,1.237510062911677089e+00,1.238920185593924472e+00
6.971779154642874232e-01,2.093382892152459540e+00,1.747645365205102497e+00,1.904423918463920451e+00,1.895618566250098169e+00
2.178517115844234020e+00,2.975363143675655575e+00,1.025781765511609933e+00,2.074653057905445852e+00,2.151085505314750623e+00
8.120920240089539721e-01,1.502787026417856442e+00,4.264740587313574638e-01,5.053068513744735091e-01,5.281130230850312746e-01
2.895798896301795544e+00,5.308267659729286603e-01,7.361112669937937003e-01,1.017661281684996144e+00,9.518418970228441633e-01
1.756342531385270522e+00,2.674383422853289449e+00,1.511125650195956682e+00,2.112948014507392003e+00,2.109929513506558774e+00
1.264543785893289085e+00,2.364684137212019976e+00,1.922681905003179148e+00,2.288737284246049608e+00,2.250103022448335377e+00
2.760372252458592524e+00,1.562530492463867660e+00,5.919225475938268977e-01,1.680737596641372900e+00,1.693962028215326265e+00
2.458208301334364965e+00,1.249722565642725547e+00,5.383050192355161023e-01,1.288775422159485151e+00,1.265199760774098570e+00
1.367331855208112845e+00,1.899488745065641027e+00,3.867378677076145355e-01,8.612111324970782578e-01,8.441841698878878031e-01
1.964633806162866092e+00,5.308637755867857688e-01,9.676964443931175275e-01,9.667653766677801741e-01,1.014636074174794844e+00
2.074455121294908722e+00,5.050832906308793113e-01,6.665254395370778795e-01,6.817609746100645740e-01,5.970178721746738359e-01
2.841784619161879633e+00,2.313113270013670064e+00,1.171689215730554290e+00,1.979238408424442541e+00,1.993215612895507194e+00
2.910745860719542666e+00,1.701390140193098421e+00,4.310590159012138711e-01,1.470115233699322177e+00,1.458353834168892638e+00
2.329030201861161054e+00,2.085502699742537214e+00,2.848333819427216751e-01,1.059643650553983907e+00,1.075732697894001166e+00
8.930789083676217155e-01,8.922142173999967341e-01,8.120561128579124599e-01,6.669764638592204919e-01,5.483304561731860982e-01
1.988349921823766353e+00,2.870426973818348770e+00,1.006007234088252877e+00,2.140299432171021365e+00,2.092502028270502024e+00
7.022074130500323141e-01,8.677095561318635131e-01,6.486274428345861764e-01,4.239689520185415117e-01,4.035063532174454903e-01
1.577246915281370843e+00,8.528157540411691606e-01,1.262655205738034025e+00,1.459555683633143808e+00,1.542103683792516833e+00
2.396453290469664488e+00,1.575776661904586984e+00,4.596777232099417132e-01,1.305265250760002882e+00,1.242385557779334349e+00
2.551590649957011792e+00,1.720591939418235405e+00,6.724930406304754360e-01,1.823524746764393800e+00,1.767237980748990411e+00
1.402298683238776267e+00,1.807309569277323114e+00,1.894194811108355525e+00,2.303538696467186675e+00,2.293882376116613386e+00
1.208026364045349688e+00,2.137834718010238166e+00,1.054408421274424024e+00,1.860434587609653523e+00,1.876237963254286711e+00
2.310493595904377528e+00,2.634617786882097246e+00,5.645664420285969598e-01,1.886296540727018689e+00,1.855564675058620550e+00
2.774716942052455337e+00,2.955133827849426797e+00,8.007675461734358180e-01,2.021811493552840844e+00,2.026027470798723140e+00
2.570122395884940403e+00,1.619015099381224232e+00,1.048863818090857380e+00,2.148934931129428794e+00,2.067068615300585499e+00
2.217741966607745141e+00,1.646596728217314620e+00,1.666528320536830421e+00,2.235510082598370030e+00,2.319900591855567740e+00
1.417768464304957954e+00,1.085364490542353177e+00,4.774660973848951495e-01,6.876879768762890199e-01,6.706721314597841044e-01
1.297427875081434534e+00,2.246550968799752912e+00,1.739320915359339637e+00,2.288807394703306297e+00,2.295122054728263805e+00
2.375165219655248627e+00,1.784272494164570233e+00,1.205414206176735448e+00,2.203789626916473843e+00,2.338830503666237792e+00
2.144505103055497131e+00,1.628738157843551804e+00,5.889657433645572038e-01,1.494878797328319076e+00,1.466693592766920240e+00
5.390398037629355876e-01,1.351969980150231621e+00,1.286300391246220975e+00,9.501406343280132116e-01,8.880339688881606630e-01
1.770263152492543846e+00,1.676349274338245543e+00,1.466732173069284606e+00,2.227958089509978201e+00,2.178435222170016505e+00
2.944833506341051788e+00,2.053893098935280381e+00,1.336014816184708742e+00,1.954106042616222227e+00,2.037598206960820058e+00
1.234108866945615723e+00,2.561623361375200414e+00,3.449458188804038206e-01,9.047053905048009215e-01,8.951833931760143637e-01
2.906896354290552598e+00,1.983210432847240856e+00,1.030499926033017655e+00,2.134749516435570094e+00,2.095550374825730255e+00
2.523652803919230081e+00,2.354458557599467650e+00,6.386518064014996554e-01,1.969518343900960700e+00,1.967664664746489933e+00
1.879189018956744395e+00,1.500849587612474334e+00,1.885757594993406006e+00,2.301192992254832870e+00,2.298753038847340058e+00
9.029655800013662859e-01,1.947136579940715873e+00,1.758546756370261699e+00,2.072756237146756053e+00,2.123068791457132232e+00
1.722575828282597588e+00,2.775657623660387152e+00,1.896922311507281522e+00,1.864438726811741054e+00,1.900452278340073686e+00
2.883236512928432305e+00,1.689181541761801686e+00,1.291296955235945010e+00,2.163443189690150703e+00,2.182304415406234988e+00
5.007827811858742706e-01,9.029004988785700458e-01,6.310249657097282139e-01,3.157846929195065044e-01,3.399365804194449669e-01
1.379012734759615721e+00,2.424273169067051370e+00,1.530800415556520688e+00,2.260702839517695129e+00,2.220412788213575794e+00
1.368339504218038627e+00,1.936933529196891213e+00,8.761162086013314365e-01,1.681569279587719290e+00,1.618619044939804796e+00
2.518442816051929434e+00,1.256872516770279002e+00,1.060835561988666464e+00,2.022733863894969453e+00,2.043051741834784885e+00
6.202454297684629747e-01,1.004616880587474448e+00,1.179237888391297062e+00,7.777321876816782886e-01,8.040830817449033940e-01
1.120074254419979098e+00,1.126103079839642085e+00,1.146726915955554205e+00,1.297895931334457797e+00,1.306501517461217343e+00
2.769413541861742711e+00,2.557196080159177320e+00,3.057554564904808037e-01,1.427025274790593601e+00,1.441455874105745494e+00
2.406207239098537620e+00,2.107733996220887196e+00,1.118705599520504412e+00,2.169404331758240545e+00,2.201077843958587188e+00
1.203624029742526469e+00,1.806251124951403053e+00,9.530817550136245764e-01,1.594876349610163002e+00,1.537923069236849294e+00
2.449126793392471413e+00,9.741995532579440509e-01,5.685913155762105653e-01,1.130531383176532678e+00,1.113646692893912604e+00
2.808132550498877222e+00,2.467237853846523166e+00,1.687899983902453105e+00,1.411038189083567485e+00,1.367811034613170218e+00
2.933231134674871843e+00,1.733813300351700226e+00,1.032553974023887378e+00,2.164707445907895433e+00,2.071795735430113528e+00
2.951840807333197425e+00,1.228654487135511397e+00,4.116595261051895216e-01,1.163193825428740835e+00,1.189904943999218867e+00
1.846212093264817833e+00,2.176616469202036885e+00,1.650108683120759645e+00,2.183469887160575329e+00,2.172174592999783105e+00
7.740126850749660115e-01,2.224964816583756999e+00,1.312197741056240652e+00,1.736743249435416470e+00,1.757214297856287244e+00
1.805483238982606542e+00,9.165817334818755491e-01,3.244102627270558092e-01,5.012441539520023914e-01,5.329113466979421565e-01
9.044632953384591501e-01,2.661592817076963158e+00,3.630901883781763595e-01,7.623080695759656411e-01,7.172045134365843122e-01
1.853050578004239224e+00,1.486029490648018037e+00,1.233858718950312738e+00,2.065312698979447248e+00,2.140767382407718245e+00
6.924152361041711057e-01,1.063913919090416105e+00,6.443140347913773880e-01,4.954310642756756256e-01,5.106818685046389250e-01
2.259421735253508423e+00,1.229532230195305553e+00,1.387142910490703818e+00,2.166675527238441923e+00,2.217215316969794348e+00
6.541514308972049552e-01,2.848826656384754408e+00,1.872563502608656671e+00,2.176244445408495043e+00,2.261026033444519356e+00
1.199774210548194553e+00,1.643907573643231590e+00,1.319696148684225800e+00,1.869674246821436681e+00,1.845933087302116693e+00
2.643168767116419016e+00,2.124096847601398608e+00,3.949059105675670756e-01,1.486761884468496886e+00,1.456029156441491779e+00
7.616612771486328537e-01,1.770887950225650265e+00,7.898390021285459639e-01,9.858852039910943610e-01,9.949282467734131830e-01
1.017343578474442678e+00,2.986422931968024663e+00,1.887470109531821150e+00,2.289702618075870166e+00,2.345273746553228733e+00
1.414860626153338519e+00,2.318142747538804560e+00,9.911043305934228442e-01,1.984127968285621879e+00,2.041285730862658632e+00
1.365983376990482334e+00,2.575546530866488215e+00,1.980908866531786661e+00,2.183243606644544865e+00,2.084805237513438936e+00
2.532542251728955307e+00,1.361838682279828516e+00,1.599417562305773588e+00,2.261367091912022342e+00,2.333215884074038904e+00
6.946935525111348486e-01,2.798243629318749370e+00,1.856009073851961011e+00,2.195453372101920042e+00,2.173207206335545649e+00
1.557341670314067894e+00,2.460724022076953954e+00,2.095929869822052705e-01,6.747965038171294117e-01,6.993524710725218529e-01
2.529081631845811362e+00,2.360930755164308614e+00,2.238445083858535689e-01,1.010419195031256212e+00,9.442336977701991652e-01
2.471575440357306697e+00,2.597631275639948889e+00,1.122436242356511293e+00,2.033372455494467435e+00,1.989263089578093835e+00
2.785677036308554122e+00,1.654230432740235734e+00,1.046629993744327303e+00,2.167827294001425820e+00,2.186143525986474323e+00
5.655167994299549195e-01,2.170240247694434466e+00,1.696818805583394374e+00,1.702979178507932456e+00,1.613762987467628918e+00
2.980524335497927613e+00,2.669252353405219047e+00,1.267376695927683761e+00,1.628348446463659949e+00,1.668743422664285880e+00
1.509886630025606857e+00,1.241155863929155112e+00,1.806590074703645854e+00,2.145815096121876930e+00,2.118878415809209326e+00
2.762197150493822750e+00,2.658202767394266530e+00,1.317021462787209440e+00,1.702102963118483636e+00,1.715945125137870564e+00
2.974224425985543707e+00,2.487269449220116169e+00,1.444216747106212617e+00,1.552283523974113733e+00,1.559693766791513170e+00
1.591263111636138206e+00,2.540320232989404126e+00,7.648051539679239230e-01,1.887282322546091518e+00,1.859577191824698605e+00
1.786866128697558009e+00,2.176638495927502692e+00,5.988982680556470539e-01,1.605918702447229229e+00,1.671589683930111869e+00
1.670752051141747518e+00,1.476771459323099167e+00,1.120628068233757046e+00,1.886944918282455586e+00,2.004010655318966272e+00
2.995790140815795866e+00,1.999780975504031444e+00,1.328243960660026035e+00,1.970961858321325089e+00,2.002499670323918846e+00
1.750421174096004728e+00,2.757652809252221449e+00,1.232281467282263065e+00,2.177927656560294523e+00,2.092144553908121818e+00
2.174122360963234080e+00,2.396227459546130589e+00,9.156070567768344048e-01,2.131843514307628418e+00,2.137938797181554218e+00
1.572528768670723665e+00,1.904608075867438632e+00,5.135193827102191300e-01,1.220956488677267915e+00,1.209669504270663332e+00
2.305014279863975446e+00,1.100746097159144954e+00,4.732044998039762751e-01,1.010534731068145398e+00,1.056055814728168896e+00
2.248031566715160245e+00,2.703768591725206338e+00,9.955530267884549200e-01,2.118243460325808236e+00,2.121312173087857467e+00
2.318719980160308669e+00,1.798170319896325475e+00,1.109522048439837816e+00,2.175933639040602774e+00,2.283095697673927393e+00
1.933969030897982444e+00,1.044403693617681261e+00,1.168081205719508908e+00,1.755090698053761056e+00,1.789749559371036414e+00
1.666561375612644946e+00,1.373855137500705093e+00,3.032830594048662176e-01,6.207916614664673594e-01,6.507122109718931346e-01
1.288819049653437521e+00,1.464996092383017867e+00,1.096802219888123986e+00,1.622408159518508475e+00,1.605257997865854769e+00
1.857862831908739354e+00,1.964050124469048253e+00,1.315561154482785877e+00,2.222301495787822656e+00,2.177830589351820834e+00
1.868633717047382570e+00,5.464223446396685446e-01,7.157640139950622871e-01,7.166599618760188806e-01,7.124171294333470073e-01
2.023579217164726884e+00,1.068551434749818618e+00,1.751375921773240529e+00,2.208547351293034922e+00,2.218696311435397472e+00
6.373292636414427115e-01,7.012631621680092131e-01,1.484822039231483926e+00,7.394213814812335972e-01,7.633825174881960773e-01
7.522616018623526912e-01,2.879965655272801683e+00,8.593501645915104792e-01,1.474237006802995298e+00,1.484296485617241812e+00
2.348135097151640593e+00,1.509382500908747371e+00,7.821933308675503849e-01,1.808600670420232204e+00,1.794605340636412416e+00
2.360943465515724426e+00,1.577309110953337701e+00,3.332398292768869452e-01,9.948246673236209592e-01,9.973002583702189616e-01
8.168707197571041245e-01,2.266991019396480400e+00,4.158360703126110502e-01,6.985712694760242147e-01,6.754403158798851781e-01
2.412661174133917008e+00,2.028398043541030038e+00,8.158606191146791087e-01,2.053460567920973201e+00,2.003980134360658472e+00
2.874891635790656874e+00,1.944696891119475968e+00,1.014720553811737203e+00,2.145945592434703730e+00,2.102570485350737428e+00
2.872218144179918831e+00,1.899348848284284186e+00,1.220393138108397224e+00,2.115149858577190844e+00,2.139795761626327675e+00
1.903467228828190638e+00,1.239027972747364981e+00,1.242369022433877479e+00,1.957245420362369481e+00,1.993525165576663261e+00
8.627920777937345687e-01,2.148346248935351532e+00,6.189104166381906857e-01,1.009693601100319249e+00,9.988624099469658457e-01
2.449882467406788500e+00,1.418165323211756590e+00,5.286358416530737570e-01,1.376398140165259631e+00,1.369567942307058805e+00
1.790989543026591413e+00,2.535248490409915956e+00,1.799526992234146139e+00,1.998028774353084014e+00,2.025342405703193904e+00
2.762246983439370585e+00,1.276359240343994728e+00,1.623824872343454961e+00,2.256001508654024157e+00,2.249182574889322606e+00
1.847087740921686372e+00,1.758971981367865034e+00,1.246967693391678011e+00,2.164224822379853919e+00,2.321314646445062913e+00
1.028098991473748836e+00,6.144584275117368488e-01,4.833696715630165230e-01,3.228090743967000908e-01,3.292371430943697996e-01
7.943633884706307047e-01,6.455473241449125599e-01,1.535865789722954844e+00,8.524553067905090709e-01,8.264844228896306433e-01
5.597815872332521092e-01,2.031294752216628918e+00,9.213099793477692590e-01,9.891763793322756460e-01,8.986362289428724281e-01
2.731600918512495646e+00,6.375121410027768665e-01,1.346255309488006535e+00,1.776388077364490448e+00,1.786896178873798702e+00
2.805221635075783038e+00,2.877446703985216736e+00,1.690502774162893074e+00,1.116951683005783291e+00,1.168202255282685176e+00
7.355665907650955626e-01,1.086808289089735480e+00,1.780229186751101089e+00,1.349282605601764828e+00,1.346466119346998225e+00
2.204519234117303217e+00,1.838063908647142863e+00,5.972612691279577390e-01,1.637875945918180864e+00,1.699934730105148617e+00
1.237887455600668929e+00,1.370241566336688033e+00,1.949224856968038377e+00,2.144297469759212316e+00,2.114645602217439802e+00
2.684524612184060466e+00,5.308230878499032857e-01,1.381206573752679523e+00,1.612133459800255464e+00,1.607077983223863304e+00
2.915396117400898213e+00,2.590689737699096717e+00,2.791207722293800320e-01,1.392569944098674739e+00,1.383301348626998495e+00
1.626430698923633678e+00,2.164182330075390404e+00,1.337207738692235193e+00,2.224010844743940396e+00,2.186444465478749155e+00
1.460220471176196355e+00,5.046228147181746060e-01,4.063372440528144058e-01,3.065435822274067967e-01,2.324115780400946574e-01
2.751548566633158721e+00,1.445464210590966303e+00,1.219034583096847646e+00,2.206481893374582892e+00,2.158842311543824000e+00
1.202569680797700435e+00,2.369770562752783860e+00,6.565177323058337677e-01,1.430645800030043491e+00,1.335555916016813782e+00
2.732572018652934531e+00,1.986953764259874244e+00,8.958451611061384323e-01,2.128481096256134908e+00,2.166435615020734673e+00
2.889732908897920893e+00,1.951713360785135798e+00,1.460516079977634885e+00,1.948927500446395289e+00,1.940355761250474487e+00
1.053461220248990804e+00,8.473581415602775557e-01,1.536036475940061319e+00,1.294571917524117044e+00,1.289386230378869014e+00
1.491448989797705682e+00,7.114329806232027043e-01,4.788497971503470341e-01,5.019400940581517645e-01,4.732247501112411547e-01
2.398880463808090724e+00,2.844921264528835536e+00,1.736047809047299051e+00,1.390242045819344963e+00,1.437829197069805387e+00
1.107902344508512105e+00,1.302635766261749595e+00,1.252242897378721187e+00,1.518706556500120319e+00,1.476392820085311808e+00
2.228953854173585825e+00,1.142038938450565144e+00,1.587767254910281256e+00,2.219478064550374885e+00,2.303713965817447029e+00
1.569782934126874974e+00,1.309330647694979533e+00,1.054310309522075828e+00,1.656756593643734510e+00,1.711006755576981897e+00
2.921871241234100580e+00,2.009955930721600836e+00,7.069693112564077175e-01,2.033188321373796015e+00,1.998232619354661121e+00
2.648040865787104181e+00,1.566176341851927445e+00,1.771800161695042286e+00,2.113672307788995841e+00,2.103644521424234970e+00
2.864758959451914500e+00,1.632491173325033129e+00,1.381177942612168641e+00,2.163623305958248810e+00,2.195080006719971610e+00
1.953455724679049155e+00,1.314755538289596570e+00,7.565919505129066192e-01,1.491495049975558596e+00,1.554065950624496928e+00
2.386738199926893511e+00,1.229300575770960524e+00,1.729792120681524770e+00,2.288145901017191175e+00,2.248532686526997448e+00
1.138207997402068461e+00,2.131289785450790397e+00,1.456911593614056644e+00,2.128573303190522736e+00,2.103623438247247623e+00
2.269132172593930186e+00,1.239513037037937915e+00,8.027075551496676287e-01,1.638029170424042169e+00,1.763277491020345922e+00
8.004908820191831698e-01,1.898868427759136335e+00,6.222496397240427912e-01,8.703396096857429765e-01,9.163183323025859695e-01
1.231110922340387326e+00,2.058562319657810225e+00,8.872809900002822658e-01,1.655076488310498473e+00,1.699901415130091742e+00
2.185024717289919316e+00,1.732141670497847175e+00,8.671706016052345145e-01,1.958782421564404075e+00,2.055463670753958194e+00
2.680408237716462416e+00,2.621790420003291100e+00,1.711231108015547786e+00,1.360156171572318495e+00,1.382449081523434486e+00
9.550016102452849598e-01,2.937990155564110584e+00,2.404689819886649260e-01,5.882548591386665970e-01,5.654424711144538929e-01
1.170993956009611203e+00,1.711360921320532302e+00,6.508062656687491065e-01,1.120324714210766182e+00,1.033879270890523561e+00
7.350535996579981024e-01,1.602198627025893884e+00,1.201937252591178895e+00,1.282334141851223519e+00,1.325424386424575163e+00
5.405199536878921851e-01,2.820196704952830036e+00,3.549586442314094370e-01,5.041110546370667356e-01,4.474428779774660137e-01
1.187580649214904138e+00,1.625889524520656826e+00,5.289396334343818840e-01,9.074953683444305641e-01,9.410333923416415169e-01
1.627326466671062732e+00,1.999651306316628574e+00,6.625353409387160220e-01,1.558792602193456833e+00,1.460051073502214969e+00
6.130783104470975964e-01,2.363526016005776498e+00,8.825580219346225164e-01,1.143443908062834247e+00,1.119726296779990804e+00
8.607110560753534756e-01,8.876111988319472790e-01,2.942560063521949543e-01,2.303929045277199050e-01,2.294946432444544271e-01
2.209479098128319663e+00,2.286951446047166492e+00,1.120067068308756353e+00,2.170295871819984956e+00,2.107719794572666672e+00
2.657700914366995182e+00,2.474255986532178486e+00,1.344544400036339127e+00,1.838797574445929284e+00,1.811457505017304515e+00
6.023192800652117374e-01,1.451189851672484377e+00,1.325841151374521631e+00,1.121952554180132067e+00,1.080362913051618134e+00
2.404834537627810853e+00,2.221305890964544894e+00,3.153575198333421481e-01,1.226504542632546046e+00,1.232994361674937700e+00
1.268458345227880146e+00,2.452887149116725674e+00,1.866175890259871295e+00,2.279644999166150932e+00,2.216692231144909542e+00
1.534303771801492244e+00,1.265989522967408742e+00,1.282626697511218161e+00,1.824741348611452096e+00,1.811638516372976904e+00
2.892614072186992402e+00,2.150820237929110146e+00,1.666717753767567256e+00,1.626649690728485309e+00,1.695356800321850876e+00
1.389340175927955556e+00,1.122199083122215946e+00,9.783069034801208375e-01,1.319103867353577986e+00,1.389145355749433319e+00
9.923750291125497114e-01,2.053282570400087437e+00,2.797684725044623510e-01,5.188742653201434685e-01,6.133943032068771561e-01
2.578038365927171949e+00,9.983647408210878371e-01,9.600112382329228922e-01,1.755707391608188894e+00,1.776467367469491521e+00
1.044417340274606643e+00,1.949046522762237998e+00,1.785579620961161185e+00,2.189111845739994067e+00,2.168756543840763662e+00
2.058607941496850557e+00,1.106802884874854120e+00,1.344316158647677950e+00,2.009603465745084527e+00,2.026036074393854580e+00
2.013486753574791344e+00,9.571840542739918911e-01,5.648454594666346695e-01,9.596037753074510013e-01,9.951217246373244008e-01
9.003915112267592002e-01,2.926912604405576879e+00,6.533107941038818200e-01,1.355060020465405968e+00,1.369055556425626152e+00
2.481753112630880942e+00,6.893999500083826115e-01,1.044828940814864326e+00,1.471358459104580074e+00,1.543871173552522125e+00
2.106655536987890542e+00,1.812854551845781481e+00,5.367608920291584429e-01,1.474652876124850742e+00,1.441774536536865714e+00
7.376820251572392406e-01,1.921110226820687439e+00,1.709698939348045732e+00,1.852707808805267753e+00,1.842350698862055935e+00
2.349255178859101179e+00,2.470725490629400944e+00,1.642355135624636198e+00,1.762977861868119778e+00,1.686989097428016393e+00
1.423114876223229519e+00,1.063655531206375349e+00,1.248165436533863915e+00,1.559967246705275867e+00,1.538919336838243002e+00
1.358936721999448372e+00,2.991533348115675395e+00,1.598295454194452736e+00,2.193437784945156732e+00,2.255437116014163745e+00
2.362388349517460018e+00,2.969123215585574460e+00,1.640559875499805642e+00,1.437411470606983599e+00,1.440034554732820382e+00
5.968481743946278950e-01,1.752539791179259288e+00,8.745551619828815237e-01,8.851756431070489928e-01,9.225780921326642847e-01
2.441794288102388411e+00,2.030160009997482806e+00,1.254071069311466724e+00,2.161371930164544430e+00,2.182753411937185639e+00
1.952323136907964329e+00,1.430496564862949516e+00,9.576697025002125496e-01,1.824151327225753905e+00,1.872366756804104693e+00
2.279030584330976605e+00,1.249511359716018566e+00,1.422407720821241783e+00,2.195641265082044491e+00,2.153873309929303481e+00
2.422783273991817588e+00,1.917385824606691935e+00,1.455674698298851766e+00,2.143046085299827208e+00,2.169790808030129803e+00
2.651528399792832502e+00,1.039254159249483944e+00,1.626548214681028393e+00,2.261707248623411992e+00,2.295692438686264936e+00
2.639752478221395471e+00,1.825088960689925877e+00,1.238130911483231955e+00,2.177585379429577195e+00,2.235461882587359117e+00
1.206959788655743271e+00,1.736003051496935567e+00,5.885327037177209286e-01,1.061335820693202425e+00,1.131058418800171550e+00
1.890239803439601518e+00,1.283101430638381668e+00,1.713461150126376120e+00,2.246802279379467748e+00,2.221952767598299960e+00
1.821616397854539660e+00,7.300472120361896078e-01,5.922927218977831476e-01,7.457912843970514460e-01,6.742188062720533281e-01
2.319219217924058274e+00,1.963089105812195978e+00,8.049772321847872281e-01,2.008422002394028461e+00,1.976323414054072636e+00
2.547395709206215386e+00,2.880814416261516797e+00,1.826299077106125157e+00,1.159611891818016050e+00,1.225790907816239006e+00
1.426508058166831905e+00,2.604351500386515195e+00,6.334483939428616761e-01,1.625976712558014903e+00,1.576316492207443520e+00
1.881270705978116853e+00,8.238262575969927948e-01,1.026950221398288177e+00,1.362850723509017259e+00,1.294031790946684080e+00
2.025636125155238609e+00,1.238036597344129408e+00,2.949240427541476306e-01,6.515653740710022346e-01,5.860152905970319459e-01
8.510976444804638774e-01,1.665451574498816090e+00,1.423263842280065639e+00,1.644962969468694691e+00,1.579945821591808963e+00
2.735336467877269584e+00,2.056833465557119212e+00,5.767045277069851039e-01,1.855106511222612609e+00,1.891141421129757694e+00
1.922149345578677337e+00,1.737900661352713039e+00,5.234167176190096527e-01,1.332780072272629956e+00,1.294406749823622915e+00
8.227559929865306820e-01,2.187622842681443025e+00,1.880323158757621682e+00,2.153381061203360147e+00,2.122154090842885754e+00
1.108902846230831241e+00,5.755060662293338680e-01,1.270003895180208175e+00,8.482633286496628067e-01,9.054142360785040200e-01
5.829664140915666870e-01,1.903135410146996387e+00,1.824854471784595811e+00,1.687858625977116223e+00,1.734654064425948938e+00
1.240601421986524677e+00,2.201790313575563651e+00,7.540767049301635438e-01,1.543110167092407892e+00,1.587181628789822163e+00
8.796239710385690413e-01,2.815465827542210420e+00,1.231522660202143182e+00,1.988114253335883097e+00,1.949846682129265707e+00
2.537550351758413036e+00,1.114267723990338466e+00,1.384316337811802411e+00,2.174646164069768961e+00,2.089471658387669795e+00
2.397825754339342197e+00,6.259942747161924004e-01,5.456864771175533591e-01,7.585944297558698812e-01,7.761960037226705023e-01
1.176199538997645622e+00,1.885392664040764554e+00,1.792939565831826787e+00,2.237677452433687098e+00,2.325448007988727639e+00
