E_T,substrate_bound_fraction,v_dim
3.546323845846038214e+00,9.260482147850546131e-01,5.073663107491589441e-01
2.133756879223339009e+00,5.596800046779023541e-01,1.217569191300986731e-01
2.079929857996899667e+00,2.189318034479920128e-01,3.845625372428901345e-02
3.881901503344971527e+00,7.242966830050288074e-01,3.883806143688086632e-01
1.532027348856155102e+00,3.299745267153700312e-01,4.061981545346332600e-02
1.794627487985815062e+00,5.776408374372813403e-01,9.908176924629358284e-02
2.195623999423297334e+00,6.581737296694754047e-01,1.568416184516821243e-01
1.216461039848363956e+00,6.921565338157591452e-01,6.744050503829052134e-02
4.367844265359515532e+00,1.422937071643085305e-01,5.457524562492913761e-02
2.060906233969793000e+00,4.010050446515343592e-01,7.656433720814062593e-02
1.708761617871592087e+00,2.213645903990132946e-01,3.020460549924634461e-02
4.046480165651726857e-01,1.582274581430070104e-01,2.157527479612963289e-03
1.195783455527616779e+00,3.800480991778557582e-01,3.308142720263063802e-02
3.058497136927422755e+00,7.909044500292941038e-01,3.242031767100914119e-01
3.362403603986419687e-01,1.543071035327841234e-01,1.501440441823608234e-03
4.859490772331859887e+00,4.826026683210168367e-01,2.708198508978484909e-01
4.979005873831706452e+00,2.075057519452712107e-01,9.501660939521412719e-02
7.919101796479370847e-01,3.187315926619667117e-01,1.418515697053930776e-02
3.465594325649936636e-01,3.732840969171681289e-01,3.884191682936719275e-03
2.156986383110806038e+00,3.942898665504791511e-01,7.964680731937992531e-02
1.402356310640206827e+00,3.167721939832821021e-01,3.419136225434411813e-02
9.099874716080413872e-01,1.461890540015668705e-01,7.830768155082781790e-03
6.041664812719140798e-01,4.321225644849410186e-01,1.232838758992690562e-02
2.490352658896973548e+00,6.497565304224445226e-01,1.839074155990238491e-01
4.396404289950618605e+00,9.102227225672788746e-01,6.685423326361691343e-01
4.931273425963031976e+00,4.491864569678630792e-01,2.484759312762334083e-01
1.760150709222841447e+00,1.372920552057594890e-01,1.874451860264124067e-02
2.044201180554141573e+00,7.150670816992820145e-01,1.577701880783550781e-01
3.300577988364877591e+00,3.884061930352927794e-01,1.316687828307354369e-01
1.982065144155386482e+00,2.019444940252216325e-01,3.309607534090525105e-02
4.536672475653438674e+00,4.884775841847209810e-01,2.558675042830668156e-01
3.986478089959941240e+00,5.503653094248939226e-01,2.629829771164532426e-01
2.995250704250536078e+00,7.678558924802862951e-01,3.013339143511429841e-01
3.328965517546585762e+00,5.065615322443981494e-01,1.891009935178198653e-01
3.592731118302562088e+00,8.694813709072859442e-01,4.693266327510393632e-01
3.338182850103409205e+00,3.982991812446403657e-01,1.377677408660689107e-01
1.819648458397831403e+00,2.612136394552228569e-01,3.945705644569524190e-02
2.749463125496817373e+00,8.630818948178801131e-01,3.159988434887397446e-01
1.548127667203665458e+00,7.596291926478559997e-01,1.110587491546715516e-01
1.490258676212966815e+00,3.527904725660727658e-01,4.213738968672992719e-02
3.402909351471906430e+00,6.672696772788615505e-01,2.891424743142484988e-01
2.194010729520525782e+00,4.755184156593386668e-01,1.026939794092021352e-01
4.219730874408814891e+00,7.895727490286882366e-01,4.979234407277504659e-01
1.178312848761043252e+00,5.895504285052688420e-01,5.321544254234723825e-02
1.378096089763249932e+00,3.312153698612135821e-01,3.504492997452583747e-02
4.338667986336667504e+00,4.006199624914872914e-01,1.856476570729792552e-01
1.854554565292760193e+00,2.638429297835526710e-01,4.091463803141224403e-02
4.864190533305523978e+00,8.291599444532793406e-01,6.502095522169210051e-01
7.481727269012166115e-01,5.931444868908439805e-01,2.504646838221965058e-02
4.300036165895070539e+00,9.166193922334724131e-02,3.342393076105180938e-02
2.807096846606414342e+00,2.744798005796090790e-01,7.148667112575322891e-02
2.729730438724291997e+00,6.808436707757109518e-01,2.226526636620148325e-01
2.713761104471743124e+00,6.949528168742945544e-01,2.274254196676733786e-01
9.938865345617727831e-01,1.063650305004028573e-01,6.454168765701138490e-03
3.900182080131441076e+00,5.462984902273948506e-01,2.536320628727293247e-01
2.077528601310205669e+00,2.300609753592303131e-01,4.058626939867562150e-02
3.168655512963174381e+00,1.320690857871011092e-01,3.603489883415213896e-02
3.244291916156875288e+00,7.185247743369852502e-01,3.039287118864844039e-01
4.351675913388607597e+00,8.320737682787101575e-01,5.664452829741219997e-01
4.641076643355811271e+00,7.522195432085865274e-01,5.168528749108469711e-01
2.732373401678527713e+00,4.530300987003494928e-01,1.280628373296024691e-01
1.109720514570070371e+00,8.978163852754700303e-01,7.764239842782616474e-02
2.674320718485201809e+00,3.169320715418466605e-01,8.005118410211659041e-02
4.995608391100248902e+00,1.623261437001854990e-01,7.208863251071463696e-02
1.531358390344825349e+00,5.711177357420351708e-01,7.718546201833410836e-02
1.258667412908814898e+00,7.493323580663687755e-01,7.819054580775089414e-02
3.727467174322007359e+00,2.439118874475624810e-01,8.534637925830521055e-02
4.463513929323592144e+00,6.060525291000330439e-01,3.464582770513727761e-01
1.057050030519194994e+00,4.257172949704035592e-01,3.097571715380829233e-02
3.592883171078024240e+00,1.543087607226646396e-01,4.884537829155517763e-02
4.772216640621345540e+00,3.393857044591005456e-01,1.652622827176269960e-01
2.861132266768074306e+00,8.149325116333547836e-01,3.083574806066773921e-01
4.435612694393518574e+00,2.049372394311798073e-01,8.349457729721293520e-02
3.452349577883730536e+00,6.924764584291316361e-01,3.116138739056084628e-01
3.371630205139418912e+00,2.473143201986475470e-01,7.782824433121386665e-02
7.625866032023923546e-01,6.085366679106302135e-01,2.661285476387459381e-02
1.208999438396419546e+00,6.201906131832561897e-01,5.880088421751159672e-02
1.275504885130382071e+00,2.509506027442096610e-01,2.305439768888804114e-02
1.921841741278386584e+00,7.877773764667071743e-02,1.169434247998374019e-02
7.259681806991215014e-01,7.858406438290854723e-01,3.211036029320694235e-02
1.054590087507479845e+00,8.113286023628101251e-01,6.363838584958859956e-02
4.106409024258091733e+00,8.579063662836199367e-01,5.520353235792059277e-01
1.387879839975894924e+00,3.901291701425343428e-01,4.261469790055333329e-02
3.879779090937294228e-01,7.851918137102054107e-01,1.023680812020544631e-02
9.319978156580306372e-01,1.875918098250757005e-01,1.053764782051537854e-02
1.310675154900663886e+00,9.080780164620216866e-02,8.191830404962527692e-03
8.555115351923791023e-01,9.063740886026590005e-01,4.994256287375183068e-02
1.724210253120913583e+00,6.552506961519068973e-01,1.093347648891551116e-01
1.551411529020827462e+00,7.057405375421870186e-01,1.018740400076503655e-01
3.933961668979653936e+00,4.128584032679881166e-01,1.737141955076433597e-01
2.117763148637644477e+00,5.322837326462235286e-01,1.129667278188481588e-01
3.813332305614660189e+00,2.547772813824897842e-01,9.204149445408854602e-02
3.605883319792556829e+00,8.760755571699464506e-01,4.773341577239184619e-01
1.749643044808870007e+00,8.411651107840928399e-01,1.528272922459226746e-01
1.322292488591431781e+00,4.160440800205713607e-01,4.267072303856415255e-02
4.830296119450655290e+00,9.086328684866148420e-01,7.576317275007878882e-01
3.325717384813260402e+00,8.325658275717450207e-01,3.938936713114006838e-01
6.066914584648684938e-01,7.315643508191602140e-02,2.003646572264909057e-03
3.863381402542296783e+00,7.420471382114288694e-01,4.013502727134310444e-01
2.460552576343630893e-01,4.228971711539937228e-01,2.317111928651541686e-03
3.125847870136629680e+00,5.914407667892241927e-01,2.175087603188361474e-01
4.366701327446057768e+00,7.736141845739190614e-01,5.025308013660443329e-01
3.535006192542921033e-01,6.143771195586090750e-01,6.697930075961258493e-03
2.838782598822250591e+00,7.783853446200107717e-02,1.822478926142853325e-02
4.035928150818881011e-01,4.897603986746065230e-01,6.790944438247165267e-03
4.136245172002051440e+00,1.098915798779348391e-01,3.902657450040086795e-02
3.892317409284165919e+00,7.994552742569714932e-01,4.574453767213222943e-01
8.313181792129189507e-01,2.444032638402380275e-01,1.160173557792868425e-02
1.707481738890171741e+00,6.019684898544727103e-01,9.693035344172482026e-02
1.436095632098030483e+00,9.096155387802077330e-01,1.216296067691099436e-01
2.511603848914810477e+00,6.503603830192763446e-01,1.863088927466271250e-01
2.704330123667264552e+00,7.674664286489435439e-01,2.608984871716522602e-01
1.455995496976138615e+00,8.806397636345623114e-01,1.198833731943070718e-01
3.580447913388531855e+00,8.198390511458831797e-01,4.258046382671640262e-01
1.050602466453689932e+00,6.787094823599624238e-01,5.176352603137533009e-02
3.467079505221984936e-01,2.349776433653347762e-01,2.429840573594832607e-03
4.057786754820312147e+00,9.070484361444963728e-01,5.949246668491096068e-01
8.865400536470142701e-01,2.739026626686402177e-01,1.451301304560631382e-02
4.773534959393373356e+00,8.191921971833308058e-01,6.213159528725972214e-01
3.431609111026628245e+00,8.981619159517609807e-01,4.622329249460827016e-01
1.825493018466717965e+00,5.080782703550092982e-01,8.658361059996586007e-02
1.326290824193855578e+00,6.807109425253424773e-01,7.607821574827720867e-02
2.213229352552046780e+00,4.229741894247510126e-01,8.976504132520363166e-02
1.034883867251106926e+00,9.672324908171109348e-02,6.218894403262740025e-03
1.648272012330146419e+00,9.194991937995277143e-01,1.544810280649940026e-01
1.038459298641111861e+00,3.303367128908578088e-01,2.279522570729500958e-02
1.965327245069086182e-01,1.326879810856482489e-01,4.707872926345403695e-04
2.438315913932059598e+00,7.492368392033204039e-01,2.174594050488316277e-01
3.746187809177537353e+00,8.283284180710585032e-01,4.603481339037228670e-01
4.083892347450183813e+00,3.277628866417119369e-01,1.344200192087750545e-01
1.500543972693045403e+00,5.886950373322856755e-01,7.762321556251344790e-02
4.169869008412944389e+00,3.770304734994109896e-01,1.642928348589764165e-01
3.657010585753765586e+00,7.982931373053762103e-01,4.199994838833633337e-01
3.561419824093174480e+00,2.224288629762483649e-01,7.303043878387655008e-02
2.385203427662903053e+00,3.455817306704814795e-01,7.722245470790981003e-02
2.696006701241064452e+00,8.564607934771002462e-01,3.036667141420405502e-01
7.268139791054277765e-01,7.779372033037263989e-01,3.183286743123439622e-02
4.299439043635534752e+00,1.309420391791586147e-01,4.904523439536790513e-02
3.313005902213121079e+00,5.665788003710784393e-01,2.199479605208387589e-01
1.910856157626388052e+00,6.240499926345836057e-01,1.197303863673630925e-01
2.047569942305253132e+00,7.843614042002314268e-02,1.258285760526786992e-02
2.181934818671416032e+00,9.493079918625330071e-01,2.516301313829568120e-01
2.148727230181517456e+00,6.008037568815395302e-01,1.348373911416630155e-01
9.408059808933838530e-01,7.268172399335445233e-01,4.636404258800788658e-02
1.223814940032583065e+00,1.817188823200721892e-01,1.535230730405196496e-02
9.050045118654566068e-01,2.410668215086556876e-01,1.309982736824925192e-02
3.643586948660156200e+00,8.644783203883098510e-01,4.743178811130937533e-01
3.214551162871802648e-01,3.075514921913392041e-01,2.775018750236951746e-03
2.216735259821961623e+00,1.352075797699835713e-01,2.457943048142698095e-02
3.116382449475874616e-01,8.059426651447761936e-01,6.964969663486911787e-03
8.093691852619839811e-01,2.731961760112037729e-01,1.249078827870831257e-02
2.077762075326023972e+00,1.062061431602648459e-01,1.758676425328066159e-02
1.273268528309658087e+00,3.695549399635412180e-01,3.525703691614045371e-02
1.018034139304368146e+00,3.706777488336924220e-01,2.505461581945964827e-02
2.326107125190860714e+00,5.967678706377969045e-01,1.492049274467078801e-01
1.855776613420621279e+00,7.200423247619262002e-01,1.376997714616636781e-01
1.053670547443312344e+00,8.553220989020896559e-01,6.736655267380302348e-02
1.469288271568027326e+00,8.810221171736024592e-01,1.217522784151615772e-01
7.960446944786980783e-01,1.886412288624221834e-01,8.252079884780740698e-03
3.023378414551140647e+00,2.265835130768770189e-01,6.231970620830239865e-02
2.247670321313119501e+00,9.435956313498924386e-01,2.616924154198856378e-01
2.731627169960214818e+00,9.161902270439747920e-01,3.399542468867161049e-01
2.908838281672293746e+00,2.325562774304812952e-01,6.146000448225369395e-02
4.349000053941033173e+00,8.524862944065749737e-01,5.898648521870329953e-01
1.803890799108377685e+00,7.384006425582863020e-01,1.361646978282524678e-01
2.841043111076677619e+00,3.249911314249114835e-01,8.864268398901363477e-02
1.562947425822621472e+00,6.110177035992883088e-01,8.641303274734953022e-02
1.536414487006295237e+00,5.304321627491582758e-01,7.096773194111624661e-02
2.063850073640710825e+00,2.454918135550077651e-01,4.329440734556715825e-02
1.827945327397566988e+00,3.441330821852755517e-01,5.440115212239574061e-02
3.469888367231285020e+00,4.566844774897761972e-01,1.724467003866048953e-01
2.173375751319660321e+00,4.382880630652516984e-01,9.158783801375432188e-02
3.451762324827227779e-01,6.075057422119179984e-01,6.333060420990493933e-03
1.012174965637443191e-01,4.211791941386299754e-01,4.142661923203206330e-04
2.175649296002104105e+00,8.256135222173007771e-01,2.094785707179376288e-01
2.108320282354900765e+00,1.825240114610695574e-01,3.199643797430933717e-02
3.020639747247472862e+00,3.211539418432137749e-01,9.385102926866845108e-02
1.769772101692359101e+00,4.464933266020644220e-01,7.080962405022761530e-02
4.366631379741360952e+00,2.694136448876888745e-01,1.133456308210313845e-01
3.097411198011275957e+00,3.735754610222800087e-01,1.164451680648699583e-01
3.673491761301245440e+00,6.449141610957610793e-02,1.970564225729603755e-02
8.369460364764895743e-01,9.009351537864130899e-01,4.774414394756316266e-02
1.269360827692932903e+00,3.028525375643253414e-01,2.812303609115804695e-02
2.085250869293270970e+00,5.458832374803056497e-01,1.142073930201998461e-01
3.095128374395095250e+00,7.463013012545517411e-01,3.020991728585676328e-01
9.699894050205378759e-01,8.677640592807772668e-01,5.934965592049264160e-02
3.929233256103040084e+00,6.897569746576591720e-01,3.647453916778323757e-01
1.698935277195863014e+00,7.978519629480116393e-01,1.366619117418956808e-01
3.778066174491256923e+00,4.739436743548880449e-01,2.000185861632639284e-01
3.352825846858267678e+00,4.351503238778429150e-01,1.553863847379733099e-01
5.394064339808043451e-01,5.400049810068392464e-01,1.272920869864055914e-02
3.400217568302383420e+00,4.470394412926166905e-01,1.636883897097696217e-01
4.012861543969279410e+00,4.161789410451404159e-01,1.794524079766879332e-01
4.985090764289014764e+00,7.850216871851233291e-01,6.081294153085916587e-01
1.761119804266708888e+00,6.824672623300015450e-01,1.188202397642049574e-01
2.757677842097937537e-01,8.264059593248299640e-01,5.665307423322079282e-03
1.856601048632070983e+00,6.501434178423194377e-01,1.209307942860402968e-01
2.967186198769388827e+00,4.743735660011501598e-01,1.505679083045281530e-01
2.750279255454247451e+00,3.326561684595473189e-01,8.773878535826756808e-02
2.532535889764463422e-01,7.581648569263960136e-01,4.415371039983490009e-03
2.527418204899047338e-01,1.535435998119228096e-01,8.782569115055299108e-04
2.252686915114933797e+00,3.130077694876384764e-01,6.391815541697287717e-02
4.400988764667088660e+00,6.376288632961267799e-01,3.691314588463115443e-01
4.498243969826382638e-01,3.523894684852691417e-01,5.902719108005547062e-03
4.164987202782091558e+00,2.053727394931404993e-01,7.851068287817307423e-02
2.727051363570678788e+00,8.163731802449555874e-02,1.832048306101171850e-02
4.425423174717198371e+00,9.464531112898809662e-01,7.191275031958939135e-01
1.846297456953535088e+00,6.641035898781708635e-01,1.232282139139962152e-01
4.098421367514561098e+00,7.812488644330076171e-02,2.691081455981299622e-02
2.828782134762418909e+00,7.256547777421723522e-02,1.687222626269465134e-02
8.669111617676320547e-01,9.156802873541448895e-02,4.488314128199674159e-03
1.085299764122208632e+00,7.901275570616812516e-01,6.486966295264939841e-02
4.854800147744581906e+00,5.232575154713436927e-01,3.043989207973625266e-01
1.591182234431864684e+00,9.446531571005682970e-01,1.504306178138380967e-01
3.127067673300168438e-01,6.866180534847125816e-02,5.818498890348223823e-04
2.261214638843427771e+00,8.710020219579341916e-01,2.384145520906292837e-01
2.955759932032619997e+00,7.659711254253902535e-01,2.947592620095294547e-01
3.486726378279378480e+00,4.224193784799489815e-01,1.563356529403382433e-01
1.028754933380485598e-01,5.415905637988310817e-01,5.501929602243259623e-04
1.027807831220534318e+00,5.620336768484334167e-01,4.036955317415178573e-02
1.292276021777712114e-01,1.358695758894537253e-01,2.148664177510430399e-04
1.123882449491169000e+00,5.892996239048249318e-01,4.927708920211164301e-02
3.226348894771605913e+00,6.198726576481258244e-01,2.422420124388910967e-01
1.596700807516127529e+00,2.169807528067705105e-01,2.697797896394615522e-02
1.052716183276501960e+00,1.199119779840732841e-01,7.962277368770564676e-03
3.836468160878339972e+00,7.720996563855571371e-02,2.486516467906372749e-02
2.713545658298518237e+00,9.302363217333434742e-01,3.435296019460511441e-01
3.225054780573680890e+00,5.416835944312180517e-01,1.997255058425501661e-01
4.037023598061223240e+00,4.816827743179724064e-01,2.204913123191724056e-01
1.264440072492903910e+00,2.088559082111172138e-01,1.867167399234161487e-02
3.891447977242335488e-01,6.501929906858781028e-01,8.488247353692073005e-03
3.351254616024986088e+00,2.538035179189871982e-01,7.969031889336491981e-02
3.999905045911916091e+00,4.776540666502210875e-01,2.156756286029165859e-01
2.636724665532159673e+00,7.602035319492506105e-01,2.482789652590048080e-01
4.063006133955049393e+00,6.393883201390538895e-01,3.372366197517510100e-01
1.870420099864277264e+00,3.990429197601406131e-01,6.681276116224435513e-02
3.604272702896194502e+00,6.815207008439500003e-02,2.046783665325798557e-02
2.681972716401534562e+00,3.305110469119973415e-01,8.447728406030528825e-02
1.704485055669777704e+00,1.038718220869665060e-01,1.340185411322694121e-02
3.385352460449990719e+00,7.417301888438814217e-01,3.375943318632735335e-01
7.010139479383888927e-01,7.335812387569746740e-01,2.805063880761456130e-02
2.534752441069834994e+00,4.487011509989640712e-01,1.151171304241185994e-01
3.497528803490841831e+00,7.650701554583141939e-02,2.238941826096809209e-02
3.610462076386945274e+00,1.342475997082312189e-01,4.215141359874285260e-02
6.896721410469615066e-01,1.756568926784470019e-01,6.059364422043998083e-03
3.742634742514170387e+00,3.027179942558718140e-01,1.109653165181252454e-01
6.324209264908724482e-01,9.131627579669895911e-02,2.688810735514950839e-03
4.007295244632751441e+00,2.684627930822277020e-01,1.032244822550340557e-01
3.337607683708714301e+00,2.859816688342191049e-01,9.137490872429131217e-02
1.269955646488248657e+00,4.115123849461213013e-01,3.964925011433014651e-02
2.890777717483983267e+00,5.879266519893532328e-01,1.952180447718017409e-01
4.606545143807819542e+00,6.369477665048186577e-01,3.886134851238682852e-01
3.449328261003807294e-01,5.634969879336096943e-01,5.857852600135268067e-03
3.589465633336671235e+00,4.517148940547309199e-01,1.767032896475333459e-01
3.419430629792834520e+00,9.178140969588152176e-01,4.749735821103625022e-01
3.159279772054217172e+00,4.432856258792214899e-01,1.484797341073958443e-01
3.183268555336101979e+00,6.637696896089397836e-01,2.632718788528096709e-01
1.650847874544567162e+00,9.334492480403882020e-01,1.576119675980756640e-01
2.095446749105625839e-01,5.392528881887225234e-01,2.179181918790334266e-03
1.987608942137855550e+00,5.527653680115682255e-02,8.455733359155642725e-03
4.315607496828541834e+00,3.208978205237702497e-01,1.387532133711438798e-01
2.656435252104894840e+00,1.613701091636350060e-01,3.681768027966850210e-02
1.438185842244605883e+00,2.919175999847852254e-01,3.236108499259454652e-02
1.231690539893708802e+00,4.582274669948570578e-01,4.275372087600669280e-02
2.662227092361834746e+00,7.872303706649260713e-01,2.645618673726048975e-01
4.088108772789442291e+00,2.612192445113334927e-01,1.020172047397766429e-01
3.086419977186745656e-01,3.740934174233359610e-01,3.137481033061876277e-03
5.173153976245387087e-01,7.142673744237763855e-02,1.490615094997899126e-03
2.457076102277893970e+00,4.970897003664886959e-01,1.261905377943179363e-01
3.891031070878455012e+00,5.093656030816525737e-01,2.287705404182247271e-01
3.383546110884092517e+00,9.346280964091775723e-02,2.670078772483670121e-02
3.250060384956872994e+00,7.248441142259964831e-01,3.087178150655297548e-01
4.013406743902548257e+00,6.086824016073933974e-01,3.080760078442353334e-01
1.137357949802158208e+00,4.728725337524382621e-01,3.912111247383959212e-02
2.802873352054802147e+00,7.173615904989500969e-01,2.488423782781337967e-01
2.153113374387852996e+00,1.886629945559153421e-01,3.405014024006149109e-02
4.085270741596652933e+00,3.474769115051426494e-01,1.447355345638524082e-01
4.837918698008552454e+00,1.936180031708170102e-01,8.529149297169626165e-02
4.148496357610224727e+00,7.481811343009689974e-01,4.453631092759051113e-01
2.865910710232370651e+00,1.091048374958893535e-01,2.629498732742925962e-02
4.602527571190652367e+00,8.293704124589425242e-02,3.214048702640714961e-02
6.399461701522285439e-01,8.785932016022863777e-01,2.881018895272609640e-02
2.939012770171756550e+00,1.248251063707682684e-01,3.122695624489737684e-02
4.477328635130224832e+00,6.580874302917242291e-01,3.961730893460114755e-01
3.282705366166635219e+00,5.683698288157194023e-01,2.184557994950272197e-01
3.024070231534901509e+00,8.860682248369447511e-02,2.237663887934435158e-02
2.587280304351037952e+00,7.302205753693035151e-01,2.283002226693681136e-01
5.258804922367777968e-01,8.329622169252808295e-01,1.908175666899952078e-02
7.223573005459505980e-01,1.974515300478999202e-01,7.382382375617858698e-03
3.789564559915167941e+00,4.390131479586545371e-01,1.808624639728187988e-01
1.279786850680981303e+00,8.990394124517628871e-01,9.902375307447768005e-02
4.019942969044952186e+00,3.727373752086262648e-01,1.556109027511692056e-01
5.622441606706970463e-01,4.597898701830374635e-01,1.158832006797622279e-02
3.880208494179219869e+00,8.721441040533637334e-01,5.248746648373413537e-01
2.272855857291067760e+00,5.845171739283160361e-01,1.406057585712435221e-01
4.038865208233192838e+00,1.996629862682365308e-01,7.365211786095963997e-02
1.716292030231899579e-01,5.870145894731740865e-01,1.616028316843231161e-03
3.777885011681969996e+00,9.011383443966225482e-01,5.326493589639680337e-01
2.115240523245076609e+00,1.615254820465265029e-01,2.812225938232673292e-02
4.850345532695603090e+00,8.661736602460520795e-02,3.540601506670511267e-02
1.332447676292891403e+00,3.812799099117384349e-01,3.908526680286170812e-02
2.090267628853306636e+00,6.398188576928653948e-01,1.408137541453228225e-01
3.360062085237627727e+00,4.205707632154959130e-01,1.489591745373036458e-01
3.558458935375338417e+00,7.811871705461990167e-01,3.912096979116360118e-01
3.470538978876693825e+00,5.483535325676041072e-01,2.221304644358374214e-01
4.173546762005152289e+00,5.186902966761611777e-01,2.542560137576762025e-01
4.690725012637765090e+00,7.712262405789677144e-01,5.467521484037075608e-01
3.640697776959833210e+00,5.569536808314002885e-01,2.405368155312793965e-01
2.615822356872241183e+00,5.824024139330502559e-01,1.691229572045116758e-01
3.758543576556777399e+00,3.299310830238057490e-01,1.239505768091697657e-01
4.908967629994858584e+00,8.689438299724555614e-01,7.154042091217998056e-01
1.193905117384992526e-01,6.050220791317609814e-01,8.226571798241545577e-04
3.844460136094627334e+00,6.034202519320143454e-02,1.926245396722331416e-02
2.219726805784980606e+00,7.653370519982405362e-01,1.951228429132870756e-01
3.450733736833395238e+00,9.578474266527416126e-02,2.797763873109121099e-02
1.158764153796900898e+00,4.968376531868771151e-01,4.261019929756183766e-02
1.221053142634024979e+00,8.984013170183030583e-01,9.141211620106752533e-02
3.886690563560318612e+00,6.965164100638473466e-01,3.654458634424134211e-01
3.826759835751768701e+00,6.267945955347759002e-01,3.042805407713650157e-01
3.353378732808818707e+00,7.171336531680805315e-01,3.165524547950152590e-01
3.155306591029388152e-01,6.495278010423957138e-01,5.727787665716184244e-03
2.247514372283203610e+00,6.479283153714614496e-01,1.587672743050609903e-01
1.385569789074889036e+00,7.095994241139139680e-01,8.572119918072144962e-02
4.027156901955761814e-01,8.964346472038408065e-01,1.256001010184741931e-02
1.088987938792794541e+00,8.247872349399476555e-01,6.845110037560678262e-02
3.211263577100908151e+00,8.483889629235142893e-01,3.858293606235673190e-01
1.646951440719241599e+00,1.123354463428043043e-01,1.391281127457628594e-02
4.290264696246624432e+00,6.706821801657179005e-01,3.882515899730735187e-01
3.596372027711478125e+00,9.154350377577128439e-01,5.088183814783888703e-01
1.235846854306379639e+00,7.522568554492863324e-01,7.621329207203286771e-02
4.375573802293652115e+00,5.354668577492611714e-01,2.808630699948279630e-01
3.869696169606401392e-01,9.298030172372238056e-01,1.209806178878967096e-02
1.886661303238546861e+00,4.443748111518752153e-01,7.695641991485331623e-02
2.864300052305826849e+00,7.307132172470065523e-01,2.633411123228948103e-01
2.916618200728295029e+00,5.879516415888896841e-01,1.974782911153188936e-01
5.416398719177674126e-01,3.836266995992339002e-01,8.982128594813428360e-03
3.630263483289239090e+00,9.049161070213950220e-01,5.066786204937530069e-01
4.745960970712844507e+00,4.804905708977645906e-01,2.624028947063382633e-01
3.635970874659491869e+00,2.724830572526459882e-01,9.472869421167766368e-02
3.028249384369193553e+00,2.561022071314489890e-01,7.192032356216236655e-02
1.464080471727434052e+00,5.636733665455920805e-01,7.096478406996821475e-02
1.831984434109210191e+00,4.361115381823070791e-01,7.223113067839750934e-02
2.445372369997652340e-01,3.252554174761149719e-01,1.757041090349852151e-03
1.431661562104244556e+00,3.504532696078106468e-01,3.947288605749926793e-02
2.985134319906334710e+00,7.627230370066639953e-01,2.969534993058201011e-01
2.644640749457984885e+00,5.991089537797402720e-01,1.783753504856366856e-01
7.032983452005692193e-01,6.568612295152191916e-01,2.507906323634657986e-02
1.791809541042241660e+00,3.206733055881511030e-01,4.880253781568400645e-02
2.801549534660552343e+00,8.884136598545875341e-01,3.383774051400627036e-01
2.674087759502056905e+00,8.057632141678187088e-01,2.752357778093506568e-01
7.726985890548955238e-01,1.722548973498488623e-01,7.156859635384009086e-03
4.171444935631721584e+00,1.967446078870344062e-01,7.486728109336274195e-02
4.299390559427986425e+00,4.071140539689029336e-01,1.878212816347839542e-01
4.305822354078070013e+00,5.465528941410190827e-02,1.946651920684839415e-02
3.229761204859523449e+00,5.784231646763653423e-01,2.195224413836582011e-01
3.837989366128872870e+00,9.098872111013710517e-01,5.529416121666298478e-01
3.971735015970535354e+00,8.445834159547772890e-02,2.830643103537183736e-02
2.538369692806283773e+00,7.536747777583902019e-01,2.323099276663121993e-01
9.087706588487645121e-01,8.736933815460267150e-01,5.338358913185810989e-02
2.018569059538662724e+00,7.387514071330490983e-01,1.615925217427071625e-01
3.442345512780728534e+00,7.219643711292622612e-01,3.310027507290159154e-01
3.727664970367129182e+00,7.350598612845836710e-01,3.775490836622574231e-01
6.461184557672177142e-01,8.776949504372042465e-01,2.928215436095612384e-02
6.701215924699190918e-01,9.440592205948291626e-01,3.372759792235340698e-02
1.743693112519167476e+00,5.453494853884480742e-01,8.846042168137364936e-02
4.916235406703590272e+00,7.238077230497222958e-01,5.186163075737888484e-01
7.868329629231872735e-01,2.906634681634964190e-01,1.273140052376219543e-02
3.142804464413477827e-01,6.348867670260890383e-01,5.554914736085181728e-03
1.091369584627374989e+00,9.313598521415631382e-01,7.852943798360222105e-02
3.752843362028078555e+00,3.254925713452688218e-01,1.216815433326508961e-01
4.716980728288529434e+00,1.017962160352873513e-01,4.093549571170940204e-02
2.696753328735066457e-01,7.864560851038586708e-01,5.164501542365739287e-03
4.733619651269993511e-01,6.953688440162076878e-01,1.305865857326371157e-02
3.801949534541038123e+00,4.302177575337780557e-01,1.766691848762678985e-01
2.230538449060380124e+00,6.427762501322721311e-01,1.554065538500606358e-01
8.258774175851596455e-01,2.770194299167662022e-01,1.309960722478085114e-02
4.105736107810950664e+00,3.284997662131292073e-01,1.355646595108483399e-01
6.762069810313512397e-01,6.277521384860904607e-01,2.229903555150304292e-02
2.344638218421895459e+00,2.914642656019199585e-01,6.180524762428257074e-02
1.223146770761627478e+00,1.495646761791726287e-01,1.248928785964681376e-02
4.281905006879052955e+00,3.064358737822973078e-01,1.299557699913491959e-01
2.274330187058833275e+00,2.506126377306677755e-01,5.002743927797127094e-02
4.720465021298180019e+00,2.844915927959218438e-01,1.311068026880203019e-01
3.401688640278962339e+00,1.297785816053735053e-01,3.815651235050373374e-02
7.654562991725815113e-01,3.912058097652109656e-01,1.666686048981073920e-02
2.458483909860994299e+00,6.901186224367514832e-01,1.963227589970523990e-01
4.188935075733662750e+00,4.494413364589431858e-01,2.087096278459540100e-01
7.856082204283882930e-01,6.850097875013895221e-01,3.184285685413964367e-02
