T,C_S,k
3.260835936686377750e+02,3.468384459646143836e-01,7.942021110491384039e-01
3.865034282925850562e+02,4.200988492965699317e-01,3.276112584962127983e+01
3.358072360263828386e+02,2.757230925493056040e-01,2.496169575650863059e+00
3.972283782307249567e+02,8.724466080340170793e-01,1.609687256111835651e+01
3.132280148347186923e+02,6.233191806070019769e-01,9.471135189163484847e-02
3.857150237937769361e+02,9.397649140242209098e-02,2.793176605483519097e+02
3.552468744205390863e+02,2.869509006118096117e-01,9.225516993742218119e+00
3.536679681372304458e+02,7.158905413743616997e-01,1.654426994839603760e+00
3.533420633565662001e+02,7.307835289228664655e-01,1.557676406919674017e+00
3.182425823379953727e+02,1.094964210837585661e-01,2.649007494428824216e+00
3.775547363292130854e+02,5.738706285733612411e-01,1.131689927558944930e+01
3.403577265573511568e+02,2.400643628791875595e-01,4.393933086009402800e+00
3.626256227135341419e+02,1.366284794419400650e-01,4.653459867509539549e+01
3.641692227787117417e+02,7.556650395779288543e-01,3.000130341837873971e+00
3.867688961916042558e+02,8.755223109608607501e-01,8.963814794229440608e+00
3.926750335378736736e+02,7.912317400535080480e-01,1.502658760145391170e+01
3.537219061567046197e+02,4.754206597392578448e-01,3.488120720554241050e+00
3.206065411136748935e+02,9.449172955685517516e-01,8.150469797406796613e-02
3.525371575201061773e+02,3.317616310719492811e-01,6.023103156864834773e+00
3.999103753285764924e+02,1.685664850168624718e-01,2.752509270465306486e+02
3.292113957213229583e+02,6.000687210610371469e-01,3.815489332131098976e-01
3.236462737328329808e+02,7.881841557367227358e-01,1.473171497675557773e-01
3.740299423331021558e+02,2.546847700835381811e-01,3.650699864441538978e+01
3.890513046800733150e+02,6.369443362722571056e-01,1.820657843758960226e+01
3.195316332759019247e+02,4.465904780243148409e-01,2.974993561841207113e-01
3.712833300220004844e+02,1.601036918739237869e-01,6.276617007109297930e+01
3.953513600126805159e+02,3.554626880401617339e-01,7.029706755938143203e+01
3.563496380973076043e+02,8.574287622796522568e-01,1.419244516995279204e+00
3.884818917223166750e+02,2.135448638440231306e-01,1.086463325780232765e+02
3.684152975078312124e+02,7.281695950085278479e-01,4.205693445893580851e+00
3.667679633701922057e+02,2.582762268763502123e-01,2.298321272003811089e+01
3.135221755755590038e+02,6.395664827945540809e-01,9.265305776527500703e-02
3.226326415999269557e+02,6.518678694712150001e-01,1.930554823525209296e-01
3.239898956149057767e+02,2.621145251188879421e-01,1.083679387974849195e+00
3.371804436995589072e+02,8.037650084926353800e-02,1.733048692459637152e+01
3.127748608305943208e+02,8.267206795973680578e-01,5.377379322929640854e-02
3.194814303572954941e+02,8.536246358274107715e-01,8.987995234521367616e-02
3.817634494746549194e+02,9.027900532993766713e-01,6.345144172210552824e+00
3.262832620403243595e+02,4.090252351504529704e-01,6.040265730551960255e-01
3.058771001855863005e+02,8.260358033607724249e-01,2.907203519511205800e-02
3.169795472583271589e+02,1.952357992598021397e-01,9.872546037301010990e-01
3.247076562224625036e+02,9.307490173765783914e-02,5.596900833760004801e+00
3.154186027590281469e+02,9.539504268583622881e-01,5.161225952012130774e-02
3.331471480228757969e+02,6.888757348270129199e-01,4.018901399730087087e-01
3.296206434494046107e+02,7.421705674056419122e-01,2.660034199789719223e-01
3.782441156934623336e+02,4.330172034495430311e-01,1.935174284855842686e+01
3.411788397681152105e+02,5.590772733487915369e-01,1.076932595031910633e+00
3.757822919513195643e+02,2.661537970148503685e-01,3.773439204631773691e+01
3.715486391794399310e+02,9.219686436793879114e-01,3.301848452086011410e+00
3.336661845879361294e+02,8.851187280498757914e-01,2.619460084262925648e-01
3.249447446651312816e+02,4.363798622439364894e-01,4.834627135035651224e-01
3.965366554989929568e+02,9.563346945136490529e-01,1.309077055490580221e+01
3.658309670370052800e+02,8.760417068812864638e-01,2.536669432733873464e+00
3.103406420094871123e+02,7.444290369757801396e-02,2.312552531694987756e+00
3.768037020926999503e+02,7.804942014453971622e-01,6.191346617720773438e+00
3.029807195435584504e+02,4.436136806625489704e-01,7.005861989593673012e-02
3.617519973497271053e+02,6.215208093886255281e-01,3.671075181320568426e+00
3.870755372948174795e+02,8.138149726058034883e-01,1.043642439625602059e+01
3.051734820255978207e+02,6.457314039785317927e-01,4.318637934109753607e-02
3.558935224249439102e+02,7.938511970989002575e-02,6.191594602840171291e+01
3.061957717363650886e+02,5.141915319343068891e-01,7.207818176258848353e-02
3.823723504490214395e+02,1.132188898711534442e-01,1.872896448244772785e+02
3.773942328425339952e+02,8.410916783823588760e-01,5.587493063508482294e+00
3.149248608002636729e+02,2.552034451646957303e-01,5.335332546072342197e-01
3.328057497732688148e+02,6.326334059574989510e-01,4.581044595305966971e-01
3.272672577979190010e+02,9.573719576013305366e-01,1.368575032283627924e-01
3.492164050798941162e+02,6.837137376314583737e-01,1.324327564218797049e+00
3.531495943605564207e+02,8.073256746849959420e-01,1.277982211122119960e+00
3.276733774893089617e+02,9.267864171698158016e-01,1.503096737138488737e-01
3.710295492528271666e+02,8.626078873206545206e-01,3.619398474787653974e+00
3.194000503357896150e+02,7.136377869355159387e-01,1.248366189816029620e-01
3.050348561331060750e+02,2.452541791078533817e-01,2.379075356839621680e-01
3.807711582616390160e+02,9.546622381525240453e-01,5.395505014169793334e+00
3.160518378295308821e+02,2.863416994835646934e-01,4.833092960374200109e-01
3.953782644774157689e+02,8.619250970268491630e-01,1.489221173514714103e+01
3.679920226740128442e+02,9.452820223935255450e-01,2.523849075790220997e+00
3.352141432340146707e+02,5.335270631525098617e-01,7.517696716490589459e-01
3.250263433508949902e+02,7.157504393323060876e-01,1.972740612066306298e-01
3.431271296439193179e+02,4.436949777261260941e-01,1.879268253968350955e+00
3.190792625969613709e+02,9.931898514180614868e-02,3.257842933326474011e+00
3.315973880067376740e+02,9.678047045661682946e-01,1.886261475648270125e-01
3.191522305845124947e+02,3.459109747181277061e-01,4.529320835310067794e-01
3.019700556021817874e+02,1.372817578126287186e-01,4.559677191202251567e-01
3.477207329373889593e+02,7.880833302701715226e-01,9.164674869066973262e-01
3.744119961056640022e+02,8.715688857416729052e-01,4.369722230118131989e+00
3.813039254581669866e+02,3.431941581218070914e-01,3.431500114117958589e+01
3.285825300549601025e+02,6.186225394063015193e-01,3.433322690833762736e-01
3.830585511921008788e+02,3.951988331382672026e-01,2.991909225521174065e+01
3.725920527704849974e+02,8.398649782667860775e-01,4.188122896203138268e+00
3.706412208998606843e+02,2.320082442527066080e-01,3.454831144880946425e+01
3.466368046461817016e+02,3.620029379299526395e-01,3.447945280260954704e+00
3.529797285967563880e+02,9.012641708924947759e-01,1.028426169441865268e+00
3.127921220225597381e+02,8.183781590428222952e-01,5.489187061058211498e-02
3.857028376252150110e+02,1.354388191335563207e-01,1.778591425749157224e+02
3.655715490247575872e+02,5.952776226139161464e-01,5.074108319180129278e+00
3.369562481148242341e+02,6.559416588920604640e-01,5.877533346423842175e-01
3.397463253531684586e+02,8.001592599891332869e-02,2.091574957999167239e+01
3.424884656871717539e+02,9.992695469660071161e-01,4.032510799541226265e-01
3.418107597996228151e+02,6.314039655971805942e-01,9.032034979317105083e-01
3.171593057325180212e+02,7.644181977076303092e-01,9.089091277450245254e-02
3.229349987761751777e+02,1.890365980045206618e-01,1.699353294940646686e+00
3.164286635074582819e+02,2.516816449258032495e-01,6.207340371639633592e-01
3.723181009930643768e+02,9.097271159654382044e-01,3.549730602844357374e+00
3.045194921691261243e+02,3.218599084241913766e-01,1.425501335835495653e-01
3.431986787718767573e+02,1.399413342016493367e-01,1.244796984120882044e+01
3.043191478560731866e+02,8.479394798750415907e-01,2.398264251041887229e-02
3.144769221482037551e+02,2.855959635673817609e-01,4.243125960408027919e-01
3.403624913331841526e+02,1.093287066691684545e-01,1.446578253863768104e+01
3.239442556797889665e+02,3.873079921837379591e-01,5.510172919482720921e-01
3.187353905980483546e+02,3.884931793244531528e-01,3.567188175973865505e-01
3.454307576569563594e+02,6.271438634510079213e-01,1.187649548444765779e+00
3.358321757840943178e+02,7.572668983598109804e-01,4.137935209360647515e-01
3.194626642335369979e+02,9.000622155077613318e-01,8.121076050532931301e-02
3.279446586034291045e+02,9.271900125721359576e-01,1.534643373524909316e-01
3.142049937648714035e+02,1.963435193547789781e-01,7.728991213619854639e-01
3.596607839704314529e+02,2.363937082478146379e-01,1.690386479486867799e+01
3.438300065574105702e+02,9.932398330915531703e-01,4.496342535805304963e-01
3.537066769379635502e+02,9.643119063241956113e-01,9.519782076165732576e-01
3.573232302382101011e+02,2.426982928432858122e-01,1.392011790341496003e+01
3.867142868151231028e+02,8.970688663180513833e-01,8.543026787334579097e+00
3.347732816144566641e+02,7.766451227004133040e-01,3.642379158374378645e-01
3.559396553280954549e+02,3.402684165040732456e-01,7.251628153263840026e+00
3.298560699147473656e+02,6.421853537992487926e-01,3.543073055688251705e-01
3.293145813674753981e+02,5.571228384574448134e-01,4.406106092976150856e-01
3.400785729314430910e+02,2.563524698636193144e-01,3.864822453112886080e+00
3.352641903550523921e+02,3.604738089733464101e-01,1.515316997232021068e+00
3.687732319843119058e+02,4.792780595725415482e-01,9.139688158043879795e+00
3.423137908432583458e+02,4.598596221244323212e-01,1.662634588858329376e+00
3.050035965812800782e+02,6.384782834459135081e-01,4.341755008119736747e-02
3.000248468686478418e+02,4.418002604796649746e-01,5.347418881140822422e-02
3.423601897143286692e+02,8.687031623404841696e-01,5.200307495390854573e-01
3.409861282113245124e+02,1.898864565422400952e-01,6.695040754619851597e+00
3.596048928009688552e+02,3.362180497233923648e-01,9.420598241647002880e+00
3.340769816671909780e+02,4.685207336355124985e-01,8.714328503104128432e-01
3.870741097906400228e+02,2.816032918258938311e-01,6.557035508139880164e+01
3.611716571022709559e+02,3.915518755235178339e-01,8.033259310919666163e+00
3.729284032918621392e+02,6.529649478233033599e-02,2.098321609060365631e+02
3.150397150301324132e+02,9.482093289967694627e-01,5.053038599306694523e-02
3.238645066876108558e+02,3.168999007623434228e-01,7.767557694239949351e-01
3.405153238631279464e+02,5.734323062292115969e-01,9.795626268216603982e-01
3.611250688652060035e+02,7.849847068798045946e-01,2.295505850830891870e+00
3.177548858167456842e+02,9.131953959074871063e-01,6.842818641483228159e-02
3.781476174714906051e+02,7.252990288053069445e-01,7.674403076925551126e+00
3.326313321876706937e+02,8.393992942229011600e-01,2.672151138923067881e-01
3.750625749896174739e+02,4.974961007079374276e-01,1.256828931720299991e+01
3.663842009562911812e+02,4.565475640932786794e-01,8.573204823963804344e+00
3.089674782445061965e+02,5.672274799516637822e-01,7.735578055046656021e-02
3.673513789449465889e+02,4.690971880310954023e-01,8.685959963365327496e+00
3.798543172238628358e+02,4.365222155476482513e-01,2.097034333046171639e+01
3.996957298834492462e+02,8.258562253620747029e-01,2.031020849600712808e+01
3.339004041687083486e+02,7.176043324594462147e-01,3.947514917944058843e-01
3.035870976369345726e+02,8.695396237317649657e-01,2.137226385370047041e-02
3.358490009924912556e+02,6.834847188335594348e-01,5.011340307838733077e-01
3.585140040565181039e+02,4.979498752234363113e-01,4.426246564350577728e+00
3.540873317439642278e+02,3.483592889295221706e-01,6.153845137940631815e+00
3.031276242648254424e+02,7.975073489778624625e-01,2.410230333312582060e-02
3.031171800099980373e+02,1.592960220236963043e-01,4.025798406905557458e-01
3.439323860227537466e+02,3.276193122369517319e-01,3.378611013576420685e+00
3.877752809115732475e+02,6.702749112570227652e-01,1.546177330788323623e+01
3.071392734078089575e+02,3.691888834011174403e-01,1.422919369162427283e-01
3.829589225057569593e+02,2.140045583538705276e-01,7.998577056575209099e+01
3.536132931340954997e+02,8.339494680363421231e-02,5.045943313119204277e+01
3.882739423411672988e+02,9.962560619170965914e-01,7.681237051595305232e+00
3.356387236112966548e+02,6.982204559825136991e-01,4.741275590198429368e-01
3.816004360717257100e+02,7.968738013459523983e-02,2.708476426538364876e+02
3.556894313216820365e+02,7.381911542834042328e-02,6.661094184585910227e+01
3.156512481993394204e+02,9.387736366515973818e-02,2.653273451763753954e+00
3.201081584514736278e+02,8.312457546762190841e-01,9.956814248144561785e-02
3.970367377090731225e+02,5.495495996641961423e-01,3.659249454851556749e+01
3.304322904986094613e+02,9.943561102728221135e-01,1.636244218351025903e-01
3.043409544353064575e+02,6.969857231227521988e-02,1.486339475572792779e+00
3.441064212008863024e+02,9.166132454000416319e-01,5.336581361424223013e-01
3.582808149394411998e+02,8.057472990601342033e-01,1.813049076852747410e+00
3.691168648628444657e+02,4.431093439510572773e-01,1.071565526666032753e+01
3.000586835375111718e+02,5.689011506765438986e-01,3.385839838027884796e-02
3.189348536983782765e+02,5.904799922289019065e-01,1.704410526252726210e-01
3.005964816770973584e+02,1.406401078833122709e-01,3.866080664714373061e-01
3.208955601936973494e+02,6.192607141217596478e-01,1.839035391224652927e-01
3.638030386688082558e+02,6.515322497396883739e-01,3.846515019338429209e+00
3.305449144391046161e+02,2.262574612960355502e-01,2.320367352994792132e+00
3.194431874138061858e+02,1.237959767609662504e-01,2.446877041740369130e+00
3.762544522628232357e+02,7.872163039625325320e-02,2.062283330970118982e+02
3.533376664958881292e+02,9.791383396074181400e-01,9.019664720793882928e-01
3.637766281749730979e+02,5.689993496773969595e-01,4.908659918780004183e+00
3.803474203685963744e+02,5.056651506689708864e-01,1.669755477213988826e+01
3.237640831121000815e+02,2.176812364450681769e-01,1.447217508507162353e+00
3.059009142392700937e+02,6.835370457239824393e-01,4.153067374515962557e-02
3.663521350209180696e+02,2.651259355811531604e-01,2.146952165033090765e+01
3.795898988961615714e+02,5.014126259085667225e-01,1.621367403417579922e+01
3.517698911333093861e+02,7.996592837242090246e-01,1.183216756380803369e+00
3.808776762031642420e+02,6.721321157023346649e-01,1.035487353906670727e+01
3.361310224462097267e+02,4.184341930801483977e-01,1.245204536142588969e+00
3.715157694468610998e+02,6.916051842241695280e-02,1.827488586265833987e+02
3.526933207428884884e+02,3.460949939626638550e-01,5.663216854920979593e+00
3.327445929728526153e+02,1.068647010917979784e-01,8.567883090033792115e+00
3.670480093969385962e+02,7.801596437796526340e-01,3.398267195517252759e+00
3.122655907742528143e+02,7.715579742434732768e-01,5.854673135618109620e-02
3.496888253279557830e+02,4.708512149433509708e-01,2.690611586692131851e+00
3.693373225202212780e+02,7.797962752059982294e-02,1.416612057719902111e+02
3.716420831915702934e+02,1.389280219142440820e-01,7.828544226581736609e+01
3.120341253274889937e+02,1.826378311605829641e-01,7.198614738039400551e-01
3.743394845411054916e+02,3.167578828256424894e-01,2.608334301928883292e+01
3.108657331936912556e+02,9.361162445207113492e-02,1.772684889741390046e+00
3.797407192782193874e+02,2.805996149201292478e-01,4.363403650004114098e+01
3.660736261981370490e+02,2.990917615472312718e-01,1.731813880467553801e+01
3.238766458466989775e+02,4.315964063320169020e-01,4.522376991189200890e-01
3.569546472955914851e+02,6.178114659887617988e-01,2.705631335050939335e+00
3.919703090573024156e+02,6.695559757550864077e-01,1.956928775215456184e+01
3.049986291040893889e+02,5.920245983743658291e-01,4.989801228727679810e-02
3.712135843538096083e+02,4.740323881688826568e-01,1.083413379299789447e+01
3.677434822406700619e+02,9.660259912343051036e-01,2.385586124588984891e+00
3.624342810623309674e+02,4.651348273169559899e-01,6.450532624334248233e+00
3.629238480680837142e+02,6.978680056983254110e-01,3.205329489064416393e+00
3.316499566233584915e+02,9.825297618204098526e-01,1.840645350071964392e-01
3.022356056104196682e+02,5.664336041992070747e-01,4.189793990621110131e-02
3.385226314722011125e+02,5.556967773455442211e-02,2.961455066550207960e+01
3.860328060577253382e+02,3.359476994417574525e-01,4.646647983710503382e+01
3.521721480021407160e+02,1.675573374505036350e-01,1.763762934380443781e+01
3.273099151478490967e+02,3.053574666506066460e-01,1.090853203731487309e+00
3.230957253039532588e+02,4.809067707167936079e-01,3.495231104440275072e-01
3.522903488237109286e+02,8.281876134796442024e-01,1.148881927189420171e+00
3.813899749548865543e+02,2.729536469841853941e-01,5.012747900781793220e+01
3.042579999534423223e+02,3.920986072801879718e-01,9.833389150413081314e-02
3.085166407678477185e+02,7.261711174473195474e-02,2.039398621674830103e+00
3.481035939240386483e+02,5.219280170535158803e-01,2.003188010921218787e+00
3.773679810383358131e+02,5.348859143639665970e-01,1.268716224739926091e+01
3.670111451200835404e+02,9.587741017652430531e-02,9.688649103963076925e+01
3.642869466317729348e+02,7.623354539052185075e-01,2.974257059209279408e+00
3.798654437531131975e+02,6.397203128078041701e-01,1.067124582249950748e+01
3.211705704041256695e+02,4.963654522942403946e-01,2.818108651514797947e-01
3.551606806541796004e+02,7.544372344155584331e-01,1.661747813600783719e+00
3.419002729466908477e+02,1.963664942534661950e-01,6.782332291256177648e+00
3.813320559509521104e+02,3.640034065887616799e-01,3.114452700274203067e+01
3.966922183267051309e+02,2.015967811247512953e-01,1.820336169426777815e+02
3.826223746451066177e+02,7.869689750954672602e-01,8.595843569526724792e+00
3.564471573516810281e+02,1.123884395789943175e-01,4.122612586698113546e+01
3.918883177794010635e+02,8.476687687066615517e-02,4.272307459233393274e+02
3.110193095949434223e+02,9.246261572468579271e-01,3.730959289004882884e-02
3.579390361259542033e+02,1.289820567246998395e-01,3.756152053633978483e+01
3.893332374516372170e+02,6.918700653079312701e-01,1.593443425649072687e+01
3.649531707380945704e+02,5.971681526388149530e-01,4.850339540517572878e+00
3.596749026843857564e+02,9.075164595501082621e-02,6.658447860124459794e+01
3.507608225377762778e+02,7.680106073342649609e-01,1.189448433023351903e+00
3.086914386170770968e+02,8.764601178655742064e-01,3.354822589944093242e-02
3.127011693988969228e+02,2.056432817172277050e-01,6.298530101043925411e-01
3.752972359166360548e+02,4.606249895119131632e-01,1.459165067202092914e+01
3.240772826669588085e+02,9.462082686990830327e-01,1.081841684139367710e-01
3.799988361029581938e+02,3.906672293868832524e-01,2.558376430653092726e+01
3.094335542994019761e+02,4.825559740820951071e-01,1.082869019383270459e-01
3.771471121261065491e+02,9.178187765007729260e-01,4.681838894178501853e+00
3.443439970875728022e+02,6.142125724798891406e-01,1.141378485964069434e+00
3.803850042496570154e+02,2.079775966164718881e-01,7.226803454707597041e+01
3.014618204698610384e+02,6.168487333327948852e-01,3.329813764203842091e-02
3.750588777894279815e+02,9.484238079742127736e-01,3.882963745429710567e+00
3.411273576172464459e+02,1.677213421602224142e-01,8.195550391981139882e+00
3.969458271978694484e+02,8.865166413708326643e-02,5.200421972763192571e+02
3.251519933937324822e+02,3.996843493512794998e-01,5.746597261058862260e-01
3.406177067112919872e+02,6.725865720091357414e-01,7.367989777744223812e-01
3.665318792905638361e+02,4.411580278385789922e-01,9.189361801657515372e+00
3.705807945994966985e+02,8.218086800209878362e-01,3.851181630710066361e+00
3.687865097729937247e+02,5.760398399324709873e-01,6.591695706577508140e+00
3.831336073878602519e+02,5.447286464915034321e-01,1.720513049438807940e+01
3.936882655640360440e+02,8.112943650555771713e-01,1.517519090207133203e+01
3.722591383053027130e+02,5.851177742109225921e-01,7.942570242431020944e+00
3.513433134055559321e+02,6.119803258182197059e-01,1.880893123021735169e+00
3.746641546236077147e+02,3.454828098584616369e-01,2.300765286402732457e+01
3.981421965305073059e+02,9.144407094153698123e-01,1.550535377740167142e+01
3.003957247293571413e+02,6.358566390835255211e-01,2.846605974402589834e-02
3.764175537978495640e+02,6.091658214837929186e-02,2.715391268239930582e+02
3.432597307303057050e+02,8.050779993314761684e-01,6.400795888969995628e-01
3.683823211598652279e+02,9.832833948001161450e-02,1.017846645453250432e+02
3.216074317101408155e+02,5.216619672528147733e-01,2.669799209630301928e-01
3.228786355639596763e+02,9.455347235193198863e-01,9.821795979502435936e-02
3.772793992563330221e+02,7.324339884007278201e-01,7.158178300647191072e+00
3.760563231786074994e+02,6.588387397311523674e-01,8.068907270507153839e+00
3.663954843430371398e+02,7.541966338996406449e-01,3.470829507182648932e+00
3.043985848796518212e+02,6.828349011003066460e-01,3.625024247859157805e-02
3.438268239241469928e+02,6.811465551143204289e-01,9.093838412798032067e-01
3.262361181443855003e+02,7.462438365646869576e-01,2.012169167749144894e-01
3.061778712284811377e+02,9.434587942707208796e-01,2.324597233601433457e-02
3.201834273223019522e+02,8.678309702143892634e-01,9.239597553111347783e-02
3.634951750428757009e+02,8.927439053081540621e-01,2.107927301919278573e+00
3.315704375656987963e+02,1.157985266951823272e-01,7.006206591215763169e+00
3.855156060458494949e+02,7.051645235082577567e-01,1.240807682924276811e+01
3.713545311777852476e+02,9.635147620775857957e-01,3.004439716005800065e+00
3.231805480470689531e+02,7.912711251964689163e-01,1.407812293806032233e-01
3.872566082100745462e+02,5.624372387353312464e-01,2.055474685655568479e+01
3.058565227951150973e+02,9.786809626392918293e-01,2.105680760820664854e-02
3.364624755762968675e+02,4.662845228825349686e-01,1.052916995722132043e+00
3.564142867817515707e+02,7.685306182051736545e-01,1.747280205280796528e+00
3.574820040964958139e+02,6.178378438993835653e-01,2.802253212144537819e+00
3.090130586105667021e+02,4.021615162436358304e-01,1.446798173988684821e-01
3.720461935365150907e+02,9.524114463003614528e-01,3.204350626251777356e+00
3.948155300145478463e+02,5.044067137254182320e-01,3.773460504357298362e+01
3.721626709114182177e+02,2.848432271000152505e-01,2.726158619969906383e+01
3.597601915177386331e+02,2.675523297498628161e-01,1.392486318496098008e+01
3.278383769740292450e+02,5.922107757981249776e-01,3.506735575370019675e-01
3.353466211042696159e+02,4.575621791924353032e-01,1.001176539314212022e+00
3.029497395306074736e+02,3.405473851136768815e-01,1.117414112869489218e-01
3.271767665735559945e+02,3.671451179193557235e-01,7.845537355229412757e-01
3.588802922429863997e+02,8.023187612848120542e-01,1.901621551761711659e+00
3.519314438664894737e+02,6.296150067675035933e-01,1.859657939362359569e+00
3.123122111265422518e+02,6.905757422660647737e-01,7.230694588523803312e-02
3.345267253273926826e+02,3.357107114541595383e-01,1.621191977669515394e+00
3.551336639726643511e+02,9.349921965131757773e-01,1.111722156514233673e+00
3.525324032551440041e+02,8.477500593993642086e-01,1.118357824438503734e+00
3.137285426337733725e+02,1.790468360915071500e-01,8.601323412289856307e-01
3.830907129720759485e+02,2.048970861029807689e-01,8.602493932787324127e+01
3.857018481515915482e+02,4.269537236338419861e-01,3.046131142936168246e+01
3.858331092668993847e+02,5.491391660377423212e-02,4.825464556411595822e+02
3.638726776501943618e+02,6.077800071583856489e-01,4.384283424046042654e+00
3.762854972679361936e+02,9.576587228292251508e-01,4.106865306394956505e+00
3.790150003259292930e+02,8.637269390633760258e-02,2.158802259650535404e+02
3.497626467919649826e+02,7.927678209671896736e-01,1.046108296875679189e+00
3.165055236499748048e+02,9.194541249652504744e-01,6.074047395138618133e-02
3.391544706028298606e+02,7.770153741959963112e-01,5.060106008805080879e-01
3.682111329138924134e+02,7.592957250808879399e-01,3.844357171640208293e+00
3.740339789870842537e+02,7.731187424670605823e-01,5.330091113263131675e+00
3.111452746074942297e+02,9.236780032392712947e-01,3.780068734820533904e-02
3.116351345402024435e+02,9.937291772945419099e-01,3.436177352807218144e-02
3.335447573983503275e+02,5.728689012433619832e-01,5.815773107489364824e-01
3.982905185041548748e+02,7.612414854413735998e-01,2.186031774336212052e+01
3.140169992433303605e+02,3.040336608392462669e-01,3.663616698377117342e-01
3.043730703355377045e+02,6.673804763053162725e-01,3.773808517587743522e-02
3.202320323393341823e+02,9.803242883716499767e-01,7.368319209026782945e-02
3.745478237148587368e+02,3.407977141977837632e-01,2.337804754155369480e+01
3.942240964956842504e+02,1.046737835928033267e-01,3.791871721974763432e+02
3.034627618953776960e+02,8.273703120540730760e-01,2.320343894495743506e-02
3.076196319413673450e+02,7.312226686837748346e-01,4.281122153064304686e-02
3.755499905008375094e+02,4.513409662856546212e-01,1.534979266079240823e+01
3.434803765114363046e+02,6.757082640285094755e-01,9.001145689487207724e-01
3.148138248486767452e+02,2.896316204676976924e-01,4.264146516843426715e-01
3.817497164859377676e+02,3.439719754471919355e-01,3.507092533299150006e+01
3.117593261434969349e+02,6.598494795130954715e-01,7.495851565367667169e-02
3.458089432330999102e+02,3.048789470242488919e-01,4.362797393778042654e+00
3.229213626686046155e+02,1.550960470780155531e-01,2.313763959228773093e+00
3.853450001403888336e+02,3.206823112146471866e-01,4.826986640871093215e+01
3.443740854501802460e+02,2.617577842712603964e-01,5.086103188284767818e+00
3.942952045162894024e+02,2.975189035068064314e-01,8.872641578210209445e+01
3.673814008220196570e+02,1.342107250278942732e-01,6.377156617911813186e+01
3.135807407994404343e+02,4.101616880855004643e-01,2.087777619943262664e-01
3.481323246910407079e+02,7.256807681276821187e-01,1.099533476155915901e+00
3.834476546068094649e+02,4.716325218177733758e-01,2.256503105746312698e+01
3.139920044985385630e+02,7.202881090292445609e-01,7.739040472236587143e-02
3.782819958285174380e+02,2.930510978915562004e-01,3.738134864916464295e+01
3.998864924528729716e+02,8.559728240584508763e-01,1.921545469355815072e+01
3.267418746271304713e+02,7.826456753587596182e-01,1.917121495653268670e-01
3.182892862899408897e+02,8.278518572252695495e-01,8.613218963011048945e-02
3.647932580497633239e+02,8.883832810766116861e-01,2.312672608643150607e+00
3.106302923973279917e+02,1.786168987153649856e-01,6.598783744753664582e-01
3.791652552743190654e+02,7.734681791341569967e-01,7.245681631563661185e+00
3.179869133316192915e+02,8.658040284738840464e-01,7.716807171775927343e-02
3.571624992246923398e+02,4.647154357033794203e-01,4.575654102736746331e+00
3.027710001414812950e+02,4.948931533222518109e-01,5.637145783312309810e-02
3.193112668548913575e+02,8.145396992489362109e-01,9.676760613286974899e-02
3.695828773964055358e+02,6.866451423464929593e-02,1.652325070717085111e+02
3.609070165104629950e+02,4.319502631535458437e-01,6.655865980292129613e+00
3.141299103540845294e+02,7.990478781851230172e-01,6.450105925240605387e-02
3.190132543421634637e+02,4.476365746375938204e-01,2.836871823636059609e-01
3.734374353400325504e+02,1.778589460599311611e-01,6.114928735015922001e+01
3.998840487885437369e+02,4.694479565516466724e-01,5.589683640243188734e+01
3.263551633472491744e+02,4.367860298409509401e-01,5.405434940395947851e-01
3.793053708038494278e+02,8.717228772346522492e-01,5.859220307160313723e+00
3.056427138556828709e+02,3.108541685606049376e-01,1.678150429780403130e-01
3.471440679645556315e+02,2.662012442483437935e-01,6.012084610971258236e+00
3.924309503249202749e+02,3.871199659737300514e-01,5.216044617375304426e+01
3.597552339127714163e+02,8.306756771686504282e-01,1.888831430207032147e+00
3.349432769188384214e+02,6.280643766950969598e-01,5.467806037490650084e-01
3.719401137943126514e+02,6.034990702212187363e-01,7.366845292041610982e+00
3.569634112741504737e+02,7.119417644364193221e-01,2.087922832184414990e+00
3.504931483088906816e+02,1.243964946335165134e-01,2.430137285576928008e+01
3.812562429382268192e+02,5.735187802582445427e-01,1.408339426958479379e+01
3.779770744488588434e+02,2.273902148270585954e-01,5.494891021474931136e+01
3.441620658767477607e+02,4.930537619373168701e-01,1.677319126664666538e+00
3.668974843093202480e+02,1.281842048386660216e-01,6.596976513453226687e+01
3.588576301611327040e+02,6.174010680730208644e-01,3.073888424446586054e+00
3.337810555258952832e+02,9.467392369107122674e-01,2.327837280270489140e-01
3.180047315591542088e+02,3.151067772554097535e-01,4.837034900037772145e-01
3.553354451801195637e+02,1.940534473317810371e-01,1.739269882195179306e+01
3.323674526921911365e+02,9.728733234848588873e-01,1.982752335599974047e-01
3.763687807401935288e+02,6.942512773170567142e-01,7.474874787162471002e+00
3.844579901462971065e+02,9.059063290363388310e-01,7.372114133025088556e+00
3.659810499671478397e+02,4.010725372621797846e-01,1.047584074126955045e+01
3.261675338428959776e+02,7.857598233742822957e-01,1.817269769756411080e-01
3.487373151175949033e+02,5.691224215348016369e-01,1.790918403841970097e+00
3.935778667048767261e+02,7.031251825609753370e-01,1.956842597538638628e+01
3.430714673630143920e+02,1.097461216842296750e-01,1.741604568918510765e+01
3.289497760259037591e+02,3.107129242125358792e-01,1.204888721826145703e+00
